Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LELB
77,0.00730247,0.00358341,0.025526,0.017528,0.0112212,0.00688955,0,0,0,0.020729,0.0035895,0.0384136,0.0234281,0.0244615,0.00477699,0.00447176,0.00201558,0.0050842,0.00498474,0.002968,0.0274392,0.00566174,0.0101201,0.00371068,0.00930992,0.0329642,0.00292352,0.00681883,0.00124066,0.0198964,0.018663,0.0251125,0.00550486,0.00238272,0,0,0.00143132,0,0.016193,0.000477618,0.0385859,0.0328853,0.0329294,0.026632,0.0106418,0.00301322,0.00610497,0.0182229,0.0100842,0.00767156,0.0313851,0.0462793,0.0234291,0.0355317,0.0178423,0.00109933,0.000828948,0.000482369,0.00262055,0.00559903,0,0,0,0,0,0.00909957
78,0.00570327,0.00344017,0.0246169,0.0176031,0.0104606,0.00688316,0,0,0,0.0207285,0.00307004,0.0381483,0.0234092,0.0242633,0.00534982,0.00461857,0.00161074,0.00512344,0.0048949,0.00272562,0.0272615,0.00577756,0.0102547,0.00361265,0.00967781,0.0324448,0.00228753,0.00681667,0.00132777,0.0217316,0.0186203,0.0245481,0.00544514,0.00288677,0,0,0.00992859,0,0.0162003,0.00567116,0.0384212,0.0323068,0.0332813,0.0255682,0.0108825,0.00271749,0.0064317,0.0190053,0.0105205,0.00797674,0.0299879,0.0460559,0.0226307,0.0340443,0.0215348,0.00593171,0.00344588,0.00126519,0.00339833,0.00651594,0,0,0,0,0,0.00801436
79,0.0074422,0.00343059,0.0234487,0.0177442,0.00994781,0.00703857,0,0,0,0.0207628,0.00298713,0.0379889,0.0233163,0.0241433,0.00602652,0.00455942,0.0017819,0.00505566,0.00461994,0.00248084,0.0271268,0.00593222,0.0104135,0.0036609,0.00998568,0.0319249,0.0025013,0.00694842,0.00141245,0.0243882,0.0184664,0.0243436,0.00521902,0.00262995,0,0,0.00206095,0,0.0160453,0.000702267,0.0383333,0.0327881,0.033776,0.0252398,0.010951,0.00315357,0.00667216,0.0200865,0.0112114,0.00863861,0.0292063,0.0461255,0.0223492,0.0332843,0.0253527,0.00125327,0.000747424,0.00039728,0.00241541,0.00593664,0,0,0,0,0,0.0076883
80,0.00747407,0.0033565,0.0222643,0.0177296,0.0094635,0.007224,0,0,0,0.0207836,0.00270845,0.0378285,0.0231114,0.0239395,0.00648764,0.00471195,0.00168078,0.00498113,0.00439087,0.00237761,0.0270177,0.00610739,0.0102654,0.00376137,0.010346,0.0314508,0.00230221,0.00701014,0.00150544,0.0266149,0.0184353,0.0240142,0.00492647,0.00278349,0,0,0.00246909,0,0.0160707,0.000924787,0.0382782,0.0342233,0.0343203,0.0243314,0.0109515,0.00326683,0.00666886,0.0208477,0.0117217,0.00900493,0.0287024,0.0464493,0.0222099,0.0328011,0.0281778,0.00140844,0.0007075,0.00049237,0.00228371,0.00610421,0,0,0,0,0,0.00699239
81,0.00741471,0.00328319,0.0210004,0.0175378,0.00889849,0.0073736,0,0,0,0.0208156,0.00249565,0.0376474,0.0228255,0.0237324,0.00698599,0.00485792,0.00157431,0.00496355,0.004186,0.0023721,0.0268566,0.00635998,0.0100686,0.00391936,0.0107681,0.03081,0.00203939,0.00708253,0.00163419,0.0274103,0.0182995,0.0236361,0.00464176,0.00296562,0,0,0.0030135,0,0.0160445,0.00124294,0.0380226,0.035709,0.0347596,0.0221842,0.0110227,0.0035882,0.00617724,0.0209468,0.0110929,0.00858362,0.0280505,0.0465524,0.0217661,0.0321983,0.0289318,0.00179108,0.000705341,0.000618827,0.00224449,0.00619084,0,0,0,0,0,0.0063487
82,0.00694384,0.00313467,0.0194901,0.0174758,0.00831548,0.00728335,0,0,0,0.020853,0.00230679,0.0374583,0.0223764,0.0235593,0.00745634,0.00491365,0.00161378,0.00501287,0.00410972,0.00254449,0.026548,0.00657172,0.00973336,0.00399957,0.0112417,0.0300007,0.00183426,0.00710975,0.00170181,0.0231749,0.0182875,0.0218817,0.00471138,0.0028777,0,0,0.00342929,0,0.016107,0.00151357,0.0374111,0.0347503,0.0346091,0.0157623,0.0109114,0.00391371,0.00495478,0.0197224,0.00737486,0.00615286,0.0252794,0.0465654,0.020464,0.0291668,0.0239289,0.00217822,0.000735119,0.000715196,0.00219982,0.00588636,0,0,0,0,0,0.00570426
83,0.00631978,0.00294138,0.017862,0.017613,0.00801598,0.00693926,0,0,0,0.0208958,0.00213856,0.0372289,0.021816,0.0234624,0.00769839,0.00507846,0.00165729,0.00504168,0.00405313,0.00298848,0.0262015,0.00659776,0.00923703,0.00416268,0.0116733,0.0291847,0.00161413,0.00711336,0.00172221,0.0183801,0.0183776,0.0192829,0.00493124,0.00272786,0,0,0.00366572,0,0.0162261,0.00167448,0.0368517,0.0319357,0.0342073,0.0102637,0.0106503,0.00415776,0.00381756,0.018817,0.00427047,0.00346175,0.0222819,0.0463987,0.0189368,0.0255106,0.0188721,0.00239485,0.00081933,0.000798307,0.00204377,0.00550525,0,0,0,0,0,0.00500115
84,0.00576195,0.00275832,0.0162269,0.0177545,0.00795011,0.00675044,0,0,0,0.0208442,0.00195591,0.0370503,0.0210716,0.0233206,0.00779988,0.00517562,0.00168922,0.00505174,0.00396253,0.00358442,0.0258077,0.0064786,0.00848636,0.00448767,0.0120588,0.0282461,0.0014614,0.00715181,0.00170018,0.0144447,0.0183843,0.0165933,0.0052264,0.00263748,0,0,0.00383703,0,0.0162405,0.00173571,0.0364064,0.0286305,0.033847,0.00671087,0.0102414,0.00431891,0.00297747,0.0184038,0.00314197,0.00124375,0.0197601,0.0462698,0.017592,0.0219244,0.0152653,0.0025372,0.000828629,0.000801551,0.00192482,0.00510718,0,0,0,0,0,0.0043246
85,0.0052543,0.00256185,0.0146627,0.0178984,0.00778889,0.00647804,0,0,0,0.0206405,0.00177459,0.0367587,0.0198976,0.0231505,0.00779352,0.00514563,0.00188593,0.00509096,0.00390647,0.00395517,0.0254129,0.0063526,0.00751571,0.00485784,0.0124412,0.0270681,0.00139371,0.00715864,0.00167656,0.0104444,0.0182568,0.0133495,0.00563206,0.00251742,0,0,0.00386814,0,0.016111,0.00165275,0.0362621,0.0241443,0.033336,0.00351693,0.00976325,0.0045061,0.00227591,0.0184403,0.00496078,0.00133769,0.0168519,0.0459757,0.0156517,0.01735,0.0122806,0.00275452,0.000667685,0.000680641,0.0018999,0.00452653,0,0,0,0,0,0.00373583
86,0.00486109,0.00232032,0.0133106,0.0180045,0.00766296,0.00609359,0,0,0,0.0203385,0.00161344,0.0363868,0.0181326,0.0229474,0.00768886,0.00494864,0.00215897,0.0051079,0.003877,0.00448728,0.0250066,0.00622781,0.0064509,0.00525442,0.0127759,0.0257856,0.00133754,0.00709493,0.00168014,0.00744379,0.0182461,0.0100846,0.00606562,0.0023851,0,0,0.00376869,0,0.0160789,0.00155316,0.0364781,0.0189601,0.0327195,0.00604039,0.0091295,0.00461383,0.00174175,0.019106,0.00848494,0.00377081,0.0144483,0.0452631,0.0131627,0.0129759,0.0103152,0.00283887,0.000598045,0.000614996,0.00187544,0.00380622,0,0,0,0,0,0.00326181
87,0.00432029,0.00203087,0.0121854,0.0180453,0.00783589,0.00558879,0,0,0,0.0201936,0.00148937,0.0361547,0.015945,0.0227181,0.00754292,0.00465352,0.00250865,0.00507001,0.00400989,0.00521421,0.0246372,0.00598899,0.00559276,0.00578258,0.0128306,0.0249007,0.0010945,0.00691266,0.00159739,0.00718915,0.018392,0.00770953,0.00641437,0.00221203,0,0,0.00367963,0,0.0161456,0.00156413,0.0370881,0.0138117,0.032111,0.0115755,0.00839258,0.00456102,0.00150005,0.020419,0.0122231,0.00611081,0.0136148,0.0441414,0.010482,0.0109507,0.00976993,0.00282831,0.000609381,0.00056694,0.00195922,0.00306522,0,0,0,0,0,0.00266385
88,0.00379624,0.00183415,0.01187,0.0180279,0.00828045,0.00517686,0,0,0,0.020287,0.00146656,0.0363342,0.0132291,0.0223466,0.00763579,0.00432557,0.00228849,0.00459415,0.00419232,0.00585635,0.0242634,0.00596861,0.00581656,0.0063662,0.0126649,0.0242343,0.000793304,0.00682384,0.00142522,0.00714027,0.0184156,0.00724857,0.00627727,0.00205507,0,0,0.00381455,0,0.0161074,0.00163323,0.037445,0.0120035,0.0322674,0.0130008,0.00786689,0.00437054,0.00130395,0.0202232,0.0131045,0.00697849,0.0131627,0.0432887,0.00922606,0.0108233,0.00901836,0.00292621,0.000757812,0.000502105,0.001965,0.00291434,0,0,0,0,0,0.00226818
89,0.00297753,0.00162156,0.0121391,0.0179417,0.00863436,0.00472732,0,0,0,0.0206395,0.00133556,0.0366042,0.0101475,0.0219022,0.00827449,0.00399963,0.00192051,0.0037912,0.00473519,0.00625249,0.0239285,0.00632371,0.0073953,0.00688935,0.0124133,0.023442,0.000629645,0.00682594,0.00107601,0.00727271,0.0184099,0.00700382,0.00606822,0.00196996,0,0,0.00400886,0,0.0159856,0.00165715,0.0378099,0.0108923,0.032481,0.0137113,0.0073276,0.00414377,0.00159222,0.019809,0.0136512,0.0076951,0.0129091,0.0425706,0.00837642,0.0112462,0.00830882,0.00295648,0.00115171,0.000407878,0.0018608,0.00301619,0,0,0,0,0,0.00186414
90,0.00202874,0.00143343,0.012749,0.0180026,0.00877241,0.00425284,0,0,0,0.0206729,0.00109458,0.0368156,0.00698062,0.0214073,0.00927172,0.00375387,0.00179136,0.00282754,0.00581697,0.0070752,0.0237067,0.00705533,0.00965163,0.00724159,0.0121221,0.0223218,0.000664451,0.00682744,0.000792132,0.00750648,0.0184955,0.00689838,0.00586319,0.00220241,0,0,0.0044691,0,0.0159735,0.00204197,0.0381741,0.0105288,0.0327405,0.0135813,0.00680412,0.00382582,0.00215436,0.0192455,0.0139286,0.00826556,0.0127383,0.0420077,0.00787464,0.0118432,0.00774797,0.00285127,0.00084641,0.000331608,0.00156692,0.00334761,0,0,0,0,0,0.00155306
91,0.00222907,0.00242426,0.0131719,0.0180891,0.00880508,0.00381682,0,0,0,0.0203816,0.00113376,0.0369608,0.00412602,0.0207871,0.0104675,0.00362344,0.00286769,0.00170412,0.00760967,0.00806649,0.0235803,0.00784843,0.0117248,0.00726706,0.0117739,0.0215682,0.000869739,0.00647403,0.000575865,0.00747681,0.0186753,0.00679273,0.00573054,0.00371947,0,0,0.00254421,0,0.0162594,0.000751905,0.0384736,0.0105984,0.0330634,0.0127138,0.0064795,0.00622759,0.00270361,0.0185867,0.0137225,0.00849405,0.0124231,0.0416071,0.00774474,0.0117771,0.00735686,0.00265799,0.000791226,0.000432361,0.00380939,0.0011206,0,0,0,0,0,0.00198191
92,0.00191071,0.00265088,0.0141193,0.0183614,0.00875082,0.00352215,0,0,0,0.0199165,0.000827077,0.0369417,0.00314422,0.0202007,0.0117545,0.0033891,0.00276209,0.00104738,0.00980296,0.00926128,0.0236207,0.00855028,0.0133924,0.00694311,0.0114431,0.0211581,0.0011332,0.00616088,0.000479336,0.00752247,0.0188972,0.00671956,0.00553392,0.00413322,0,0,0.0019227,0,0.0163017,0.000734171,0.0386368,0.0108343,0.0334367,0.0117838,0.00626874,0.00643068,0.00311705,0.0181413,0.0130235,0.00844598,0.012047,0.0413216,0.00785628,0.0115145,0.00693634,0.00214945,0.000981072,0.000596222,0.00426128,0.00124435,0,0,0,0,0,0.00210098
93,0.00186974,0.00287117,0.0154941,0.0189313,0.00865278,0.00338664,0,0,0,0.0193295,0.000802766,0.0369242,0.00537504,0.0196804,0.0128467,0.0028948,0.00269513,0.00215869,0.0118828,0.0107468,0.0239066,0.00901516,0.0146531,0.00636209,0.0111955,0.0211608,0.00141174,0.00575611,0.000799894,0.00746043,0.0191069,0.00672469,0.00529808,0.00459528,0,0,0.00169689,0,0.0163073,0.00117107,0.0384736,0.0112602,0.033837,0.0107084,0.00630444,0.00662968,0.00334564,0.0179429,0.0121188,0.00816535,0.0116158,0.0412283,0.00810527,0.0109253,0.00637939,0.00171346,0.00121989,0.00089446,0.00465629,0.00177252,0,0,0,0,0,0.00239524
94,0.00180868,0.00319521,0.0172911,0.0191943,0.00858365,0.00340874,0,0,0,0.0190958,0.00089623,0.0368927,0.0083422,0.0192022,0.0136781,0.00235967,0.00289171,0.00375448,0.0135494,0.0122197,0.0244783,0.00946683,0.0155648,0.00561638,0.0110803,0.0208988,0.00188982,0.00544308,0.00111824,0.00737354,0.0192322,0.0069044,0.00503618,0.0049788,0,0,0.00219351,0,0.0162551,0.00170167,0.0377168,0.011804,0.0341291,0.00961981,0.00624304,0.00680802,0.00344992,0.017779,0.0112907,0.00795065,0.0113809,0.0413208,0.00841034,0.010513,0.00580435,0.00158609,0.0015665,0.00119713,0.00509262,0.00262305,0,0,0,0,0,0.00272818
95,0.00191874,0.00351671,0.0188803,0.0194324,0.00854179,0.00334046,0,0,0,0.0191029,0.000904128,0.0367748,0.0113204,0.0187352,0.0143566,0.0019859,0.00336837,0.00509574,0.0148038,0.0134296,0.0251785,0.00995797,0.0163326,0.00515929,0.011099,0.0202737,0.00225059,0.00538805,0.00175569,0.00764641,0.0193528,0.00725649,0.00468406,0.00500811,0,0,0.00259043,0,0.0162078,0.00205354,0.0366614,0.012434,0.0342665,0.0089843,0.00579069,0.00621531,0.00350711,0.0177734,0.010824,0.00789516,0.0114676,0.0414422,0.00867154,0.010601,0.00526788,0.00174128,0.00188918,0.00147057,0.00498033,0.00424808,0,0,0,0,0,0.00238887
96,0.00228997,0.00385521,0.0198046,0.0197687,0.00889214,0.00357788,0,0,0,0.0187822,0.00108906,0.0367142,0.0142242,0.0183636,0.0147206,0.00147409,0.00338688,0.00626133,0.0156051,0.0141864,0.0258185,0.0103036,0.0167766,0.00485302,0.0112161,0.0200699,0.00244393,0.00503563,0.00195159,0.00765443,0.0193635,0.00763975,0.00432404,0.0054404,0,0,0.00334499,0,0.0161603,0.00248554,0.0355494,0.0131056,0.03451,0.00811951,0.00549912,0.00677883,0.00354446,0.017769,0.0103066,0.00780717,0.0114714,0.0415857,0.0089589,0.0108772,0.00481313,0.00225939,0.00208922,0.00169886,0.00559817,0.0048488,0,0,0,0,0,0.00275417
97,0.0025005,0.00407545,0.020539,0.0199029,0.00943346,0.00383041,0,0,0,0.018611,0.00118422,0.0366547,0.0172141,0.0182505,0.0148236,0.00111567,0.00342588,0.00704333,0.0159896,0.0144066,0.0262503,0.0104097,0.0168789,0.00457296,0.0114497,0.0219221,0.00264109,0.00477517,0.00208321,0.00780954,0.0194068,0.00802675,0.00376356,0.00563547,0,0,0.00371216,0,0.0161685,0.00267861,0.0346165,0.0137555,0.0348188,0.00726429,0.0051486,0.00698961,0.00355473,0.0178992,0.00999556,0.0075725,0.0115137,0.0416719,0.00919352,0.0113859,0.00452801,0.00269545,0.00204155,0.00173192,0.00598849,0.0054329,0,0,0,0,0,0.00308261
98,0.00244341,0.00424679,0.0221126,0.0196806,0.0103967,0.00404225,0,0,0,0.0187778,0.00121071,0.0366068,0.0206109,0.0182724,0.0147116,0.000985265,0.00356335,0.00743586,0.0160439,0.0140785,0.0264011,0.0104398,0.0168991,0.00444698,0.0118341,0.0260543,0.00294636,0.0045094,0.00207312,0.0079143,0.0193444,0.00839419,0.00294284,0.00561382,0,0,0.00369325,0,0.0161539,0.0025938,0.0339568,0.0143375,0.0351259,0.00612947,0.00477447,0.0070547,0.00350123,0.0181256,0.00944416,0.00706535,0.0115678,0.0416706,0.00945756,0.0120769,0.00460614,0.00284479,0.00198924,0.00162555,0.0063148,0.00567661,0,0,0,0,0,0.00349323
99,0.00220421,0.00440734,0.0245697,0.0191577,0.0115592,0.00417608,0,0,0,0.0192439,0.00130401,0.0364964,0.0236912,0.0183172,0.0145132,0.000927046,0.00376039,0.00752061,0.0159937,0.0134393,0.0263534,0.0105363,0.0170903,0.00452072,0.0122544,0.0302888,0.00349572,0.00426651,0.00198954,0.00801918,0.0192971,0.00877245,0.00198931,0.0054612,0,0,0.00330206,0,0.0161949,0.00232075,0.0336426,0.0148299,0.0353916,0.00453578,0.00422759,0.00699509,0.00335938,0.0183339,0.00848323,0.00632666,0.0115675,0.0416428,0.00979498,0.0126865,0.00501825,0.00288758,0.00171626,0.00135253,0.00663568,0.00542193,0,0,0,0,0,0.00415446
100,0.00212778,0.00446248,0.0271454,0.0189518,0.0126701,0.00433342,0,0,0,0.0193842,0.00137301,0.0362717,0.024436,0.0183913,0.0144523,0.00085047,0.00373953,0.00744244,0.0160551,0.0128157,0.0261117,0.0108139,0.0175774,0.00484292,0.0126511,0.0342702,0.00374379,0.00409284,0.00193537,0.00833057,0.0192218,0.0092221,0.00121181,0.00527176,0,0,0.00311135,0,0.016215,0.00216868,0.0333709,0.0153773,0.0355517,0.00282956,0.00364816,0.00695685,0.00313276,0.0184527,0.00733728,0.00551929,0.0115855,0.0415963,0.0101656,0.0126629,0.0055685,0.00290227,0.00154932,0.00109533,0.0066862,0.00482879,0,0,0,0,0,0.00453562
101,0.00220856,0.00383391,0.029413,0.0189979,0.0137693,0.00456389,0,0,0,0.0192689,0.00152376,0.0360931,0.0230757,0.0183627,0.0143949,0.000687454,0.00413192,0.0072733,0.0160934,0.0123172,0.0257392,0.0112219,0.0182807,0.00544166,0.0130345,0.0378092,0.00418893,0.00402104,0.00170762,0.00900437,0.0191564,0.0100259,0.00108298,0.00564309,0,0,0.00930029,0,0.016175,0.00433669,0.0331577,0.0161894,0.0357107,0.000664445,0.00289871,0.00498926,0.00277737,0.0183994,0.0058691,0.00451946,0.0116499,0.0416147,0.0106229,0.0125489,0.00613468,0.0033843,0.00246563,0.00111779,0.0048257,0.00548654,0,0,0,0,0,0.00490321
102,0.00180644,0.00420127,0.0313944,0.0189185,0.0150215,0.00486712,0,0,0,0.0193153,0.00126243,0.0360702,0.021151,0.0183745,0.0144807,0.000737604,0.00396985,0.00719855,0.0162458,0.0120013,0.0254063,0.0117133,0.0190451,0.00595465,0.0133852,0.0408836,0.00379138,0.00407153,0.00185972,0.0101809,0.01909,0.0111156,0.00180655,0.00470263,0,0,0.00289026,0,0.0161005,0.00185772,0.0332997,0.0171734,0.0358658,0.00210296,0.00242779,0.0057356,0.00244494,0.0183271,0.00433335,0.00344316,0.0118186,0.0416355,0.0111388,0.0127707,0.00669047,0.00268989,0.00154037,0.000736531,0.0053508,0.00411254,0,0,0,0,0,0.00421017
103,0.00175662,0.00404212,0.033168,0.0189905,0.0163103,0.00526045,0,0,0,0.0190696,0.00122357,0.0361368,0.0195706,0.0183232,0.0145322,0.00107264,0.00398238,0.00710228,0.0165294,0.0116639,0.025042,0.012233,0.0197092,0.0062628,0.0136339,0.0433852,0.00362983,0.00407756,0.00186539,0.0109068,0.0190614,0.0119316,0.00254088,0.00462068,0,0,0.00281167,0,0.0160622,0.00185401,0.0335759,0.0180484,0.0359629,0.00409105,0.002309,0.00526281,0.00217528,0.0182555,0.00328207,0.00267308,0.0120674,0.0416173,0.0116076,0.0131413,0.00745708,0.00250766,0.00141133,0.000699217,0.0046406,0.00379752,0,0,0,0,0,0.00383983
104,0.00178233,0.00390188,0.0346237,0.0192273,0.0173252,0.00556647,0,0,0,0.0188411,0.00120289,0.0361858,0.0185381,0.0183308,0.0145675,0.00149763,0.00384131,0.00704274,0.0167772,0.0113435,0.0247086,0.0125969,0.0201705,0.00653114,0.013795,0.0454745,0.00349085,0.00417398,0.00184078,0.0114925,0.0190512,0.0126044,0.00315359,0.00454181,0,0,0.00273888,0,0.0160305,0.00194309,0.0337175,0.0188193,0.0359868,0.0058348,0.00244959,0.00494588,0.00194431,0.0181918,0.00251433,0.00208822,0.0124156,0.0415747,0.0119873,0.0136108,0.00824238,0.00225914,0.00136686,0.000803173,0.0041062,0.00349713,0,0,0,0,0,0.00359004
105,0.00204184,0.00405209,0.0356542,0.0188281,0.0179181,0.00571351,0,0,0,0.0193418,0.00143095,0.0361669,0.0178186,0.0183177,0.0144934,0.0021216,0.00390243,0.00702267,0.016799,0.010985,0.0244297,0.0127579,0.0203419,0.00670721,0.0139312,0.0469294,0.00384697,0.00438965,0.00194723,0.0120929,0.0190845,0.0132,0.0036548,0.00454065,0,0,0.00246598,0,0.0160675,0.00186866,0.033701,0.0195011,0.0359058,0.00727536,0.00280493,0.00456575,0.00179517,0.0181851,0.00201552,0.00166658,0.0128146,0.0415293,0.0122967,0.0141843,0.00925576,0.00200143,0.00128152,0.000816259,0.00390893,0.00361562,0,0,0,0,0,0.00390314
106,0.00233558,0.00408268,0.0362763,0.0186554,0.0181814,0.00570536,0,0,0,0.0196884,0.00170342,0.036125,0.0171395,0.0182614,0.014487,0.00270595,0.00400186,0.00705392,0.0167867,0.0107061,0.0241783,0.012881,0.0204041,0.00680796,0.0139712,0.0477888,0.0040867,0.00457159,0.00219709,0.0127142,0.0191337,0.013804,0.00419964,0.00459425,0,0,0.00230935,0,0.0161075,0.00183909,0.0335758,0.0202019,0.0357829,0.0086799,0.00325556,0.00416671,0.00168186,0.0182532,0.0015626,0.00138809,0.0132916,0.0414492,0.0125995,0.0148395,0.0103906,0.00178259,0.00113501,0.000833554,0.00369893,0.0040264,0,0,0,0,0,0.00428576
107,0.00244622,0.00400666,0.0362456,0.0187292,0.0181949,0.00556819,0,0,0,0.0196703,0.00182227,0.0361062,0.0162918,0.0181966,0.0143603,0.00321964,0.00408739,0.00702548,0.0166788,0.010533,0.0238916,0.0128227,0.0202382,0.0067293,0.0138769,0.0479905,0.00409748,0.00455723,0.00230127,0.0133227,0.0191748,0.0142817,0.00483584,0.00467996,0,0,0.00232582,0,0.0161226,0.00187017,0.0333505,0.0207286,0.0356435,0.00992547,0.00369492,0.0037367,0.00159913,0.0183977,0.00137898,0.00138189,0.0137783,0.0413479,0.0128428,0.0154557,0.0115287,0.00161401,0.00106054,0.000886372,0.00354042,0.00442398,0,0,0,0,0,0.00441841
108,0.00257594,0.00407397,0.0358606,0.0189109,0.0180058,0.00549196,0,0,0,0.0195493,0.00189491,0.0360455,0.0152309,0.0182011,0.0140534,0.00310484,0.00263984,0.00692173,0.0163909,0.0104358,0.0235433,0.0125873,0.0198438,0.00650095,0.0136559,0.0474449,0.00402222,0.00424819,0.00186504,0.012974,0.0192264,0.0135503,0.00497668,0.00452624,0,0,0.00273713,0,0.0162415,0.00221835,0.0331382,0.0203796,0.0354178,0.00942538,0.00371294,0.00455108,0.00168009,0.0184919,0.00154557,0.00120378,0.0138202,0.0412926,0.0127693,0.0155835,0.0124623,0.00169524,0.00104632,0.000978018,0.00399848,0.00440819,0,0,0,0,0,0.00506686
109,0.00255466,0.00394643,0.03525,0.0190901,0.0174949,0.00520962,0,0,0,0.0196327,0.00197353,0.0360504,0.0140451,0.0182594,0.0132786,0.00313598,0.00237133,0.00680105,0.0156544,0.0104169,0.023385,0.0120438,0.0190286,0.0061883,0.0133985,0.0463103,0.00380233,0.00429171,0.00183492,0.0134807,0.0192483,0.0135913,0.00538698,0.00448437,0,0,0.00273144,0,0.0162884,0.00225807,0.0330504,0.0206499,0.0352374,0.0103597,0.00394786,0.00427527,0.00175558,0.0186133,0.00153983,0.00142492,0.0141781,0.0412151,0.0129472,0.0160244,0.0134784,0.00166803,0.00107022,0.00098355,0.00390865,0.00451411,0,0,0,0,0,0.00494418
110,0.0025319,0.00385618,0.0345963,0.0190386,0.0169504,0.00493412,0,0,0,0.0197695,0.00190594,0.036079,0.0128739,0.0183941,0.0123052,0.00319365,0.00223588,0.00670119,0.0146589,0.0104341,0.0232845,0.0113771,0.0181144,0.00579836,0.0131101,0.0450982,0.00361293,0.00435049,0.00189711,0.0139871,0.0192232,0.0137225,0.00585233,0.00441029,0,0,0.00269288,0,0.0162853,0.00226667,0.0330342,0.0208779,0.0350124,0.0113327,0.00425615,0.0039328,0.00170611,0.0187218,0.0017731,0.00170978,0.0145045,0.0411079,0.0130809,0.0163855,0.0144026,0.00154893,0.00111002,0.000959519,0.00387161,0.00461622,0,0,0,0,0,0.00477724
111,0.00239415,0.00370481,0.0339244,0.0190067,0.0166419,0.00473763,0,0,0,0.0197026,0.00174802,0.0361314,0.0117909,0.0187552,0.0112551,0.00317337,0.00216538,0.00665701,0.0136871,0.0104411,0.023093,0.0106276,0.0170745,0.00536494,0.0127342,0.0438949,0.00337016,0.00419519,0.00181102,0.0144175,0.0191657,0.0139662,0.00636661,0.00430681,0,0,0.00268061,0,0.0162366,0.00227569,0.0330437,0.0211898,0.0347985,0.0124586,0.00444179,0.00353785,0.00166713,0.0188227,0.00224819,0.00215869,0.0148086,0.040982,0.0131994,0.0167081,0.0150551,0.00139867,0.00114164,0.000920336,0.00375711,0.00459784,0,0,0,0,0,0.0044329
112,0.00197293,0.00343758,0.0331244,0.0192201,0.0162977,0.00460448,0,0,0,0.0192645,0.00147581,0.0362525,0.0108927,0.0192688,0.0100948,0.00309808,0.00223597,0.00668987,0.0127124,0.0104659,0.0229021,0.0098965,0.0159121,0.00501978,0.0122976,0.0427377,0.00289196,0.00402258,0.00161332,0.0148629,0.019093,0.0144878,0.00712755,0.00416485,0,0,0.00278972,0,0.0161903,0.00229547,0.0332395,0.0218138,0.0346678,0.0139746,0.0044896,0.00304674,0.00176596,0.0190242,0.00305745,0.00292119,0.0151098,0.0408196,0.0133229,0.0170604,0.0154062,0.00130084,0.00113463,0.00092253,0.00352966,0.00436805,0,0,0,0,0,0.00354993
113,0.0027462,0.00378149,0.0324046,0.019616,0.0154743,0.00430856,0,0,0,0.0186657,0.00137307,0.0364076,0.0101594,0.0193829,0.00941095,0.00344112,0.00342889,0.00672074,0.0120806,0.0105003,0.0227496,0.00948886,0.0150499,0.00479095,0.0118263,0.0420332,0.0023663,0.00410347,0.00166151,0.0155167,0.0191599,0.0150154,0.00807783,0.0057966,0,0,0.00717027,0,0.0161615,0.00400749,0.033771,0.0221968,0.0344501,0.0156164,0.00504576,0.00207932,0.00193418,0.0191856,0.0039932,0.00379281,0.0154491,0.0404961,0.0133473,0.0175168,0.016108,0.00366316,0.00376429,0.00110388,0.00392225,0.0051736,0,0,0,0,0,0.00241846
114,0.00210241,0.0040465,0.0319917,0.0193957,0.0144588,0.00395051,0,0,0,0.018997,0.00189781,0.0367136,0.00970545,0.019604,0.00917558,0.0042701,0.00386028,0.00664909,0.0116802,0.0105435,0.0228382,0.00936757,0.0145436,0.0044212,0.0113913,0.0417985,0.00297885,0.00420481,0.00199121,0.0165092,0.019198,0.0156601,0.0091448,0.00484494,0,0,0.00362372,0,0.0161666,0.00243544,0.0340242,0.0223584,0.0340228,0.0174563,0.00636485,0.00279404,0.00220679,0.0193209,0.00508098,0.00480101,0.015825,0.0400346,0.0133117,0.0179873,0.0171841,0.00208404,0.00102159,0.00083235,0.00457097,0.00488347,0,0,0,0,0,0.00267856
