Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI
82,0.0191737,0.0202827,0.0470515,0.02188,0.0213084,0,0,0.0108999,0,0.0161347,0.00783867,0.0341885,0.012539,0.0263352,0.00837766,0.00835184,0.0348975,0.00818331,0.0120384,0.00861098,0.0295703,0.00940152,0.0172935,0.00913439,0.00645744,0.0565935,0.00726566,0.00255113,0.007952,0.0184463,0.018405,0.0246508,0.00498059,0.0284819,0,0,0.0103572,0,0.014752,0.00642143,0.0409806,0.0367865,0.0268653,0.0104381,0.00524295,0.0345081,0.00455139,0.0167679,0.00634017,0.00552567,0.0210448,0.0161855,0.0199034,0.0251505,0.0279194,0.0185144,0.00302317,0.00352527,0.0302248,0.0266234,0,0,0,0,0,0.0077464
83,0.0189511,0.0201695,0.0474617,0.0216938,0.0216357,0,0,0.0103666,0,0.0161667,0.00768431,0.0344593,0.0132413,0.0263704,0.00848468,0.00838744,0.0353497,0.00809589,0.0120132,0.00854635,0.029564,0.00949328,0.0174742,0.0091919,0.00638016,0.0570234,0.00742539,0.00263907,0.00799714,0.0202603,0.018379,0.0262909,0.00461017,0.0281931,0,0,0.0106508,0,0.0147753,0.00656799,0.0415913,0.0394874,0.0272971,0.0101908,0.00545136,0.0342519,0.00465009,0.016261,0.00611356,0.00531578,0.0210074,0.0173754,0.0193344,0.0258405,0.0312831,0.0186023,0.00301354,0.00354279,0.0300318,0.0265954,0,0,0,0,0,0.0077969
84,0.0185704,0.0199585,0.0475747,0.0215398,0.0218221,0,0,0.00968159,0,0.0162418,0.00740109,0.034637,0.0139163,0.0264062,0.00852844,0.00826778,0.0356034,0.00797436,0.0119378,0.00844037,0.0294722,0.00950475,0.017526,0.00916547,0.00631619,0.0573013,0.00755388,0.00265525,0.00805095,0.0218345,0.0183514,0.0276745,0.00412256,0.0277142,0,0,0.0109911,0,0.0147972,0.00675459,0.042069,0.0419842,0.027887,0.0095415,0.00579768,0.0338596,0.00474864,0.0156414,0.00595441,0.00507612,0.0205937,0.0188842,0.0184149,0.0263034,0.034496,0.0187182,0.00301675,0.00359457,0.02964,0.0263583,0,0,0,0,0,0.00777396
85,0.0181151,0.0197248,0.0475707,0.0213761,0.0218787,0,0,0.00902346,0,0.0163443,0.00712611,0.0347011,0.0145043,0.0264449,0.00859624,0.00815191,0.0356985,0.00788418,0.0119031,0.00831049,0.0293096,0.00946035,0.0174573,0.00911574,0.00625241,0.0573956,0.00768697,0.00256299,0.00813178,0.0231217,0.0182928,0.0287165,0.00401185,0.0271972,0,0,0.0114221,0,0.0148063,0.00702719,0.0423278,0.0440761,0.0284753,0.0084654,0.00626111,0.0335008,0.00480112,0.0149798,0.00569916,0.00477519,0.0199192,0.0206297,0.0173562,0.0265222,0.0372576,0.0188974,0.00306497,0.00368371,0.0292197,0.0260219,0,0,0,0,0,0.00771932
86,0.017656,0.019474,0.0475549,0.0211697,0.0218718,0,0,0.00831725,0,0.0164127,0.00683232,0.0346698,0.0151114,0.0265165,0.00871674,0.0080494,0.0357463,0.00787638,0.0119401,0.00813796,0.0290988,0.00939878,0.017312,0.0090787,0.00620369,0.0573072,0.0078209,0.00250917,0.00819304,0.0241458,0.018198,0.0294201,0.00392915,0.026679,0,0,0.0118993,0,0.014776,0.00730929,0.0424119,0.0455886,0.0289648,0.00702327,0.00676621,0.0331975,0.00478047,0.0143213,0.00554266,0.00444163,0.0190827,0.0225236,0.0163271,0.0263987,0.0394737,0.0190893,0.00313782,0.00372929,0.0287607,0.0256087,0,0,0,0,0,0.00763638
87,0.0172362,0.0192077,0.0474775,0.0209907,0.0218451,0,0,0.00751812,0,0.0164617,0.00646742,0.0345839,0.015748,0.026596,0.00894646,0.00797405,0.0357442,0.00791665,0.0120674,0.00795525,0.0288198,0.00931324,0.0171155,0.00900822,0.00613715,0.0572194,0.00791853,0.00253952,0.00819713,0.0249934,0.0181096,0.030193,0.0038245,0.0261863,0,0,0.0123378,0,0.0147334,0.00753557,0.0423456,0.0467196,0.0293265,0.00542933,0.00726059,0.0328994,0.00473627,0.0136725,0.00543469,0.00418111,0.0181523,0.0245896,0.0153077,0.0259531,0.0411121,0.0192913,0.00317649,0.00375439,0.0282741,0.0251193,0,0,0,0,0,0.00753505
88,0.0169433,0.0188986,0.0473228,0.0209345,0.0218721,0,0,0.00685349,0,0.0165689,0.00615187,0.0344581,0.016458,0.0267285,0.0089311,0.00791753,0.0356548,0.00796969,0.012267,0.00776034,0.0285602,0.00922454,0.0170009,0.00894476,0.00609295,0.0570725,0.00798598,0.0027679,0.00803069,0.0257053,0.0180204,0.0311013,0.00381638,0.0257008,0,0,0.0127089,0,0.0146745,0.00770491,0.0421772,0.0472512,0.0295929,0.00396006,0.00770123,0.0325521,0.00482382,0.0130027,0.00561783,0.00419099,0.0171224,0.0268127,0.0145545,0.0251318,0.0421427,0.0194086,0.00319068,0.00375006,0.0277704,0.0246073,0,0,0,0,0,0.00747958
89,0.0167188,0.0186092,0.0471909,0.0208178,0.0220818,0,0,0.00650642,0,0.0166872,0.00605161,0.0343862,0.0172631,0.0269036,0.00890828,0.00785458,0.0354468,0.00801616,0.012335,0.00758693,0.0283873,0.00917108,0.0169567,0.00892309,0.00606424,0.0569847,0.00798698,0.0029183,0.00795623,0.0262003,0.0180175,0.0320182,0.0039091,0.0252289,0,0,0.0130843,0,0.0147186,0.00794131,0.0420311,0.0471013,0.0297839,0.00264714,0.00809928,0.0322097,0.00512193,0.0123822,0.00601807,0.00462177,0.0160272,0.0291692,0.0144411,0.0240109,0.0424204,0.0195347,0.00322405,0.00382744,0.0273073,0.024111,0,0,0,0,0,0.00745522
90,0.0164989,0.0184015,0.0472122,0.0206053,0.0224445,0,0,0.00624644,0,0.0167838,0.00598296,0.0344548,0.0181165,0.0270886,0.00892129,0.0078317,0.0352078,0.00809042,0.0122446,0.00743024,0.0282693,0.00914528,0.0168773,0.00899854,0.00603322,0.0569914,0.00797388,0.00301641,0.00790249,0.026489,0.0180001,0.0327199,0.00410452,0.0248671,0,0,0.0134847,0,0.0147561,0.00817722,0.0419819,0.046272,0.0299455,0.00148279,0.00851238,0.0319053,0.00563997,0.0118687,0.00668552,0.00538134,0.0149674,0.0315877,0.0145295,0.0227843,0.0416973,0.0196662,0.00326123,0.00390469,0.0269207,0.0236661,0,0,0,0,0,0.00740175
91,0.0163067,0.0182409,0.0473338,0.0205186,0.0226792,0,0,0.0060009,0,0.016886,0.00593529,0.034722,0.0190489,0.0272697,0.0089942,0.00784474,0.0350263,0.00819118,0.0122185,0.00731664,0.0281928,0.0091532,0.0168385,0.00930719,0.00598495,0.0571634,0.00794133,0.00310296,0.00787847,0.026637,0.0179706,0.0332086,0.00440939,0.024558,0,0,0.0138811,0,0.0147689,0.00839687,0.0420246,0.0449888,0.0301027,0.000901652,0.00903804,0.0316243,0.0063291,0.0115134,0.00756521,0.00629477,0.0141199,0.0339722,0.0147166,0.0213317,0.0400303,0.0198117,0.00326739,0.0039589,0.0265867,0.0232574,0,0,0,0,0,0.00741006
92,0.0161186,0.0181357,0.0475783,0.0204018,0.0228565,0,0,0.00577262,0,0.0169299,0.00587526,0.0350909,0.0200644,0.0274016,0.00910656,0.00782735,0.0348599,0.00799627,0.0121613,0.00725684,0.028155,0.00920331,0.0168625,0.00962856,0.00596759,0.0573359,0.00789247,0.00317658,0.00785436,0.0269173,0.017897,0.0335129,0.00475975,0.0242693,0,0,0.0142876,0,0.0147254,0.00863516,0.042117,0.0435904,0.0302573,0.00189862,0.0094105,0.0314246,0.00709071,0.0113538,0.00863593,0.00724071,0.0137497,0.0362833,0.0152901,0.0199552,0.037941,0.0199881,0.0032301,0.00396166,0.0262787,0.0228454,0,0,0,0,0,0.00758191
93,0.0159569,0.0180322,0.0478056,0.0202948,0.0230307,0,0,0.00562248,0,0.0170303,0.00577502,0.0354686,0.0210646,0.0275014,0.00899946,0.00772235,0.0346309,0.00776526,0.0120414,0.00712725,0.0281807,0.00926585,0.0169011,0.00980207,0.00600486,0.0576101,0.00790053,0.00322336,0.00782585,0.0274612,0.0177796,0.0338441,0.00514875,0.0239819,0,0,0.0147098,0,0.0146384,0.00886817,0.0421938,0.0423039,0.0303924,0.00318366,0.00968278,0.0312789,0.00788292,0.0114002,0.00985849,0.0081215,0.0140817,0.0385735,0.0164562,0.0193453,0.036084,0.0201875,0.00319971,0.00395607,0.0259786,0.0224761,0,0,0,0,0,0.00763769
94,0.0157481,0.0178894,0.0480028,0.0200805,0.0233387,0,0,0.00547455,0,0.0171102,0.00575804,0.0358524,0.022033,0.027536,0.00889931,0.00759539,0.0342515,0.00752642,0.0119312,0.0070298,0.0282123,0.00933795,0.0170304,0.00983575,0.0060518,0.057914,0.0078552,0.00328674,0.00776376,0.0275218,0.0177585,0.0340857,0.00544004,0.0235796,0,0,0.0151599,0,0.0146538,0.00912963,0.042237,0.041273,0.0306737,0.00442698,0.00999181,0.030976,0.00873021,0.0112234,0.0106427,0.0089443,0.0152559,0.0408674,0.0180663,0.0196878,0.0346347,0.0203441,0.00322,0.00404064,0.0256115,0.0220392,0,0,0,0,0,0.00758298
95,0.0156576,0.0177505,0.0481756,0.0200664,0.0235603,0,0,0.00532992,0,0.0171153,0.00592924,0.03615,0.0229679,0.0275225,0.00892207,0.00746752,0.033896,0.00731044,0.0118917,0.00696055,0.0282364,0.00940814,0.0172762,0.00981387,0.00611877,0.0581625,0.0076347,0.0034352,0.00772329,0.0269411,0.0177855,0.0341709,0.00562429,0.0232535,0,0,0.0155896,0,0.0147427,0.00939977,0.042322,0.0405696,0.0310764,0.00589757,0.010384,0.0306461,0.00956081,0.0107094,0.0107755,0.00961843,0.0170096,0.0429039,0.0198032,0.0208363,0.0333344,0.0204662,0.00328131,0.00417421,0.0253134,0.0216901,0,0,0,0,0,0.00755391
96,0.0156096,0.0176744,0.0484248,0.0202176,0.0236428,0,0,0.00527103,0,0.0171391,0.00606643,0.036286,0.0239016,0.0274032,0.00904129,0.00726173,0.0337118,0.00711947,0.0117209,0.00688161,0.0282451,0.00948193,0.0173456,0.00982268,0.00616066,0.0585399,0.00740342,0.00360264,0.00769281,0.0258004,0.01774,0.0340779,0.00551848,0.0229991,0,0,0.0159577,0,0.014743,0.00963077,0.0422818,0.040393,0.03159,0.00800501,0.0106026,0.0303785,0.0102065,0.010201,0.0105423,0.0100532,0.0190133,0.0444195,0.021378,0.0225474,0.0320423,0.0206244,0.0033311,0.00423803,0.025149,0.0214383,0,0,0,0,0,0.00771937
97,0.0154339,0.0176627,0.048741,0.0201526,0.0236112,0,0,0.00535506,0,0.0172753,0.00604402,0.0362762,0.0247946,0.0272277,0.00927217,0.0070482,0.0336081,0.0070183,0.0115117,0.00673887,0.0282306,0.00963383,0.0175133,0.00981302,0.00622048,0.0591646,0.00738145,0.00360598,0.00773867,0.0254116,0.0176524,0.034297,0.00529336,0.0228145,0,0,0.0162495,0,0.0146851,0.00978475,0.0421246,0.0410579,0.0318998,0.00949203,0.0104826,0.0302801,0.0104625,0.00955504,0.0105785,0.0101512,0.020313,0.0453533,0.0223777,0.0238923,0.0314153,0.0207935,0.00334412,0.00423275,0.0250458,0.021233,0,0,0,0,0,0.00792971
98,0.0152359,0.0177146,0.0489887,0.0199709,0.0233938,0,0,0.0055289,0,0.0174111,0.00613229,0.0362253,0.0255325,0.0270856,0.009626,0.00699432,0.0335611,0.0070271,0.0114735,0.00658998,0.0280641,0.0097991,0.0178068,0.00969097,0.00627797,0.0598472,0.00737724,0.00356842,0.00781834,0.0257231,0.0176223,0.0348233,0.00508144,0.0226789,0,0,0.0164387,0,0.0146889,0.00990335,0.0418703,0.042699,0.0320271,0.0101122,0.0102076,0.0302562,0.0104355,0.00914423,0.0106726,0.00998865,0.0210057,0.0458023,0.0228631,0.0250333,0.0315877,0.0208806,0.0033584,0.00426617,0.0250047,0.0210514,0,0,0,0,0,0.0081414
99,0.0150623,0.0177567,0.0490535,0.0198148,0.0230084,0,0,0.00553183,0,0.0173973,0.00618684,0.0360721,0.0261866,0.0269616,0.0101141,0.00712237,0.0335376,0.00714534,0.0116122,0.00649302,0.0278953,0.00997755,0.01822,0.00951289,0.00634946,0.0604141,0.00748055,0.00359879,0.00780317,0.0258443,0.0176313,0.0350424,0.00478654,0.0225098,0,0,0.0164683,0,0.0146898,0.00991545,0.0415096,0.0443702,0.0320933,0.0102336,0.00991201,0.0301754,0.0102194,0.00910105,0.010449,0.00959324,0.0214227,0.0457416,0.0228598,0.0260453,0.031751,0.0208363,0.00334955,0.00426223,0.0250477,0.0209145,0,0,0,0,0,0.0084643
100,0.014879,0.0177408,0.0488663,0.0198454,0.0226154,0,0,0.00544548,0,0.0173755,0.00621073,0.0357934,0.0266772,0.0268574,0.0106582,0.00749878,0.0335586,0.00739675,0.011926,0.00647234,0.0276953,0.0102009,0.0186731,0.00923911,0.00644629,0.0607578,0.00765903,0.00369443,0.00775513,0.0265832,0.0176506,0.0354352,0.00456414,0.0223389,0,0,0.0163624,0,0.0146743,0.00989455,0.0410869,0.0452782,0.0320668,0.00904766,0.00963406,0.0301932,0.00986758,0.00937944,0.0102717,0.00911167,0.0210603,0.0452481,0.0222456,0.0260135,0.0327697,0.0207489,0.0033083,0.00422498,0.0251642,0.0207657,0,0,0,0,0,0.00885
101,0.01469,0.0177315,0.0483287,0.0199606,0.0221041,0,0,0.00544622,0,0.0173934,0.00618572,0.0354737,0.0269498,0.026783,0.0111772,0.00797129,0.0335593,0.00770183,0.0121474,0.0066043,0.0274934,0.0104359,0.0188571,0.00888066,0.00659729,0.0608051,0.00791042,0.00376519,0.00773335,0.0281875,0.0177085,0.0362674,0.00455343,0.0222044,0,0,0.0162252,0,0.0146904,0.00984899,0.0407661,0.04561,0.0319784,0.00680139,0.00948194,0.0302918,0.00943341,0.00987733,0.0101043,0.00858523,0.019898,0.044382,0.021107,0.0249361,0.0348556,0.0206672,0.00324484,0.00418994,0.0252824,0.0206045,0,0,0,0,0,0.00908697
102,0.0144624,0.0177288,0.0475535,0.0199402,0.0214181,0,0,0.00548889,0,0.0173754,0.00612687,0.0351723,0.0270232,0.0266809,0.0116688,0.00834709,0.0334312,0.00800646,0.0123485,0.00688641,0.0272744,0.0105904,0.0189085,0.00869986,0.00677506,0.0606185,0.00819932,0.00378959,0.00769245,0.0300733,0.0178501,0.0371024,0.00475474,0.0220932,0,0,0.0160818,0,0.0147994,0.00976396,0.0406145,0.0457978,0.0319,0.00462863,0.0093667,0.0303858,0.00892696,0.0104961,0.0097437,0.00802341,0.0184185,0.0431077,0.0196209,0.0235272,0.0373826,0.0205496,0.00319818,0.00419794,0.0253549,0.0204415,0,0,0,0,0,0.00909675
103,0.0143174,0.0178101,0.0468174,0.0200337,0.0207268,0,0,0.00565139,0,0.0173897,0.00618931,0.0349569,0.0270027,0.0265051,0.0121165,0.00863286,0.0333855,0.00840047,0.0126258,0.00698872,0.0272343,0.0107748,0.0189596,0.00853737,0.00700031,0.0605007,0.00847795,0.00380095,0.00768736,0.0314625,0.0179073,0.0372165,0.00486687,0.0220598,0,0,0.0160573,0,0.0148047,0.00966235,0.040641,0.045828,0.0319544,0.00387803,0.00906657,0.0305367,0.00839789,0.0109841,0.0091225,0.00742104,0.0172514,0.0416276,0.0180925,0.0223008,0.0395423,0.0205049,0.00308652,0.00411078,0.0255145,0.0203977,0,0,0,0,0,0.00924225
104,0.0141449,0.0179348,0.0460086,0.0201085,0.0201353,0,0,0.00591627,0,0.017393,0.00633528,0.0348417,0.026858,0.0262875,0.0124732,0.00884703,0.033265,0.00870014,0.0128966,0.0072362,0.0272987,0.0110201,0.0189426,0.00828572,0.00725445,0.0603146,0.0086376,0.00380701,0.00769701,0.0326629,0.0178643,0.0372212,0.00480389,0.0220806,0,0,0.0162183,0,0.0147189,0.00964562,0.0408752,0.0461425,0.0321381,0.00397835,0.00870947,0.0307958,0.00792028,0.0115408,0.00820944,0.00679598,0.0165391,0.0403019,0.0169283,0.0214541,0.0415575,0.020633,0.00292467,0.00393379,0.0257602,0.0203569,0,0,0,0,0,0.00947834
105,0.0139028,0.0180372,0.0452005,0.0201265,0.0193867,0,0,0.00619204,0,0.017414,0.00650137,0.0347776,0.0265725,0.0260542,0.0130037,0.00904608,0.0329843,0.00893751,0.0130792,0.00774678,0.0273576,0.0113317,0.0190848,0.00799847,0.00752371,0.0601464,0.00871644,0.00380009,0.00769521,0.0340083,0.0178353,0.0380906,0.00474271,0.022079,0,0,0.0164513,0,0.0146746,0.00973165,0.0411475,0.047001,0.0323899,0.00414799,0.00835504,0.031069,0.00745219,0.0120421,0.00760628,0.00621572,0.0160327,0.0394557,0.0162958,0.0207994,0.0437545,0.0208642,0.00281425,0.00385593,0.0259767,0.0202472,0,0,0,0,0,0.00969662
106,0.0135955,0.0180567,0.04417,0.0199933,0.0185255,0,0,0.00662393,0,0.0175612,0.00657595,0.0347134,0.0261298,0.0258168,0.0136234,0.00923062,0.0325041,0.00917286,0.0131468,0.00815782,0.0273416,0.0115846,0.0193415,0.00755727,0.00786676,0.0597624,0.00877789,0.00383538,0.00766053,0.0340682,0.0178722,0.039103,0.00472581,0.0220619,0,0,0.0166793,0,0.0147365,0.00990324,0.0413601,0.0479146,0.0326183,0.00438603,0.00809265,0.0312935,0.00696654,0.0123704,0.00735244,0.00580709,0.0158298,0.0392287,0.0162649,0.0207333,0.0450397,0.0210973,0.00280215,0.00390067,0.0261249,0.0199946,0,0,0,0,0,0.00973408
107,0.0132386,0.0179971,0.0429509,0.0196165,0.0175797,0,0,0.00720048,0,0.0178686,0.00660055,0.0346362,0.0256093,0.0255539,0.0142463,0.0094234,0.031919,0.00948894,0.0133751,0.0087137,0.0272782,0.0118495,0.0192935,0.00694849,0.00830364,0.0592992,0.00892721,0.00398228,0.00753506,0.0326695,0.0179258,0.0389552,0.00471874,0.0220597,0,0,0.0168769,0,0.0148251,0.0100844,0.0413741,0.0479585,0.0326981,0.00501476,0.00780515,0.0315661,0.00644422,0.012339,0.00757556,0.00593097,0.0156917,0.0391607,0.0164354,0.0209246,0.044503,0.0213182,0.00282245,0.00402061,0.026135,0.0196322,0,0,0,0,0,0.00959102
108,0.0131391,0.0178578,0.041481,0.0194361,0.0166622,0,0,0.00765077,0,0.0178077,0.00685215,0.0345131,0.024988,0.0252674,0.0147855,0.00945008,0.0313712,0.0099209,0.0136834,0.00953471,0.0271225,0.0120079,0.0190547,0.00648147,0.00876517,0.0586641,0.00883907,0.00397206,0.00754148,0.030228,0.0178384,0.0373025,0.00448337,0.0222236,0,0,0.0171412,0,0.0147753,0.0102644,0.0410234,0.0468779,0.0327795,0.00528962,0.00734212,0.0318908,0.00607602,0.0119902,0.00810121,0.00663661,0.0154846,0.0390433,0.0166714,0.0209404,0.0422571,0.0216747,0.0027098,0.00406764,0.0259774,0.0192852,0,0,0,0,0,0.00915153
109,0.0132343,0.017654,0.0397539,0.0195948,0.0157689,0,0,0.00793559,0,0.0175216,0.00717176,0.0343322,0.0242355,0.0250348,0.0151629,0.00955299,0.0309334,0.0103565,0.0138011,0.0105079,0.0269557,0.0120149,0.0185679,0.00606573,0.00921524,0.0577748,0.00857138,0.00382585,0.00759637,0.0274856,0.0177945,0.0351796,0.00430487,0.0224251,0,0,0.0173081,0,0.0147488,0.0103692,0.0403136,0.0456542,0.032952,0.00456885,0.00705077,0.0320905,0.00610146,0.0114919,0.00843396,0.00754652,0.0153924,0.0390282,0.0170496,0.0206119,0.0398987,0.0219129,0.0026375,0.0040871,0.0257633,0.0191156,0,0,0,0,0,0.00887892
110,0.0131927,0.017462,0.0376307,0.0196379,0.0148082,0,0,0.00845232,0,0.0175781,0.0072708,0.0340563,0.0232724,0.024844,0.0154727,0.00983436,0.0303527,0.010795,0.0138676,0.0111648,0.0266758,0.0118187,0.0177074,0.00548412,0.00962304,0.0564855,0.00846522,0.00378178,0.00754951,0.0254248,0.0178298,0.0336659,0.00418337,0.0225331,0,0,0.0173284,0,0.014829,0.0104308,0.0392465,0.0446289,0.0331775,0.00435726,0.00691309,0.0322152,0.00642397,0.0110215,0.00876741,0.00828719,0.0153077,0.0392168,0.017406,0.0198586,0.0385713,0.0220088,0.00289456,0.00413817,0.0255442,0.0190691,0,0,0,0,0,0.00880117
111,0.0130947,0.0173208,0.0350833,0.0198598,0.0138262,0,0,0.00894265,0,0.0174971,0.00748362,0.0337629,0.0220319,0.0246839,0.0156799,0.0101566,0.0298783,0.0113428,0.0139938,0.0119234,0.0263641,0.0113825,0.016401,0.004864,0.0100375,0.0548622,0.00819613,0.0035881,0.0076186,0.0236185,0.0177964,0.0323214,0.00399624,0.0226325,0,0,0.0173082,0,0.014836,0.0104108,0.0380761,0.0436848,0.033527,0.00524745,0.00694237,0.0323599,0.00675037,0.0109241,0.00882181,0.00856767,0.0150863,0.0394725,0.0175963,0.0189406,0.0375883,0.0221104,0.00333603,0.004106,0.0254232,0.0190973,0,0,0,0,0,0.0086707
112,0.0129012,0.0172368,0.032439,0.0196901,0.0128081,0,0,0.00934612,0,0.0175997,0.00749449,0.0334576,0.0203499,0.0244821,0.0154107,0.0104381,0.0294062,0.0120049,0.0141847,0.0128951,0.0261282,0.0106358,0.0146222,0.00428487,0.0104329,0.0530062,0.00810443,0.00357502,0.00749334,0.0222129,0.0177931,0.0313158,0.00369328,0.0226434,0,0,0.0173081,0,0.0148523,0.0104016,0.036963,0.0427608,0.0338726,0.0060017,0.00690786,0.032547,0.0068943,0.0113174,0.00844915,0.00859544,0.0142398,0.0394309,0.0174699,0.0179336,0.0369127,0.0222404,0.00348864,0.00404623,0.0254069,0.0190919,0,0,0,0,0,0.00837609
113,0.0127739,0.0172009,0.0297042,0.019663,0.0117334,0,0,0.00967526,0,0.0175909,0.00752778,0.0332237,0.0182669,0.0242141,0.0149693,0.0106277,0.0288725,0.0126553,0.014241,0.0138941,0.025987,0.00956861,0.0124325,0.00373757,0.0107636,0.0509023,0.00791458,0.00349781,0.00741838,0.0212018,0.0177839,0.0306233,0.00344182,0.0226649,0,0,0.0172427,0,0.014803,0.0102908,0.0361216,0.0416642,0.0341451,0.00586966,0.00680238,0.0328339,0.00684995,0.0120011,0.00797667,0.0085478,0.0129065,0.0389426,0.0170165,0.016945,0.0360752,0.0223714,0.00332592,0.00389931,0.0254486,0.019082,0,0,0,0,0,0.0079349
114,0.012787,0.0171703,0.0268486,0.0198499,0.0107948,0,0,0.00998256,0,0.0174513,0.00756637,0.0331298,0.0160547,0.023818,0.0144531,0.0107273,0.0283611,0.012841,0.0140907,0.0147686,0.0258606,0.00829137,0.0101093,0.00332367,0.0109739,0.0486008,0.00760058,0.00324969,0.00745226,0.0210112,0.0178618,0.03013,0.0032521,0.0227292,0,0,0.0170407,0,0.0148092,0.0101272,0.0357252,0.0402081,0.0343117,0.00522612,0.00654431,0.0331817,0.00673739,0.0126918,0.00806787,0.00861381,0.0113591,0.0381435,0.0163675,0.0155573,0.0355375,0.022436,0.00320486,0.00381763,0.025537,0.0190482,0,0,0,0,0,0.0073049
115,0.0128609,0.0171106,0.024096,0.0200915,0.00997282,0,0,0.0102404,0,0.0173086,0.00747558,0.0331404,0.0139934,0.0232858,0.0138715,0.0107552,0.0279059,0.0128705,0.0137754,0.0155075,0.0258524,0.00711314,0.00804694,0.00303361,0.0111431,0.0459442,0.00730152,0.00295773,0.00742893,0.0213421,0.018017,0.0295764,0.00311402,0.0227642,0,0,0.0166434,0,0.0148741,0.00988364,0.0358309,0.0383595,0.0343821,0.00492988,0.00607638,0.0336121,0.00663089,0.0131577,0.00817249,0.00875093,0.010017,0.0372821,0.0157893,0.0140369,0.0351835,0.0223919,0.00317135,0.00369196,0.0256375,0.0189774,0,0,0,0,0,0.00651964
116,0.0129677,0.0171093,0.0212608,0.0202826,0.00919091,0,0,0.0104174,0,0.0170773,0.00733773,0.0331329,0.0125197,0.0226682,0.0132565,0.0108439,0.0275987,0.0128221,0.0134262,0.0161218,0.0259782,0.00612892,0.00658227,0.00273962,0.0112718,0.0430434,0.00721152,0.00266491,0.00725948,0.0213236,0.0181671,0.0288476,0.00304974,0.0229963,0,0,0.0160993,0,0.0148838,0.00948855,0.0362761,0.0365008,0.0345149,0.00495002,0.00557351,0.0340572,0.00651162,0.0134041,0.00789189,0.00883759,0.00940675,0.0365194,0.0154429,0.0131521,0.034876,0.0222244,0.00301591,0.00343622,0.0258457,0.0189835,0,0,0,0,0,0.00576121
117,0.0130457,0.017167,0.0187217,0.0206727,0.00849453,0,0,0.0106201,0,0.0167944,0.00728331,0.0329176,0.012216,0.0220416,0.0128154,0.0111133,0.027518,0.0127075,0.0131438,0.0167076,0.0263361,0.00536595,0.00575591,0.00238357,0.0114173,0.0402986,0.00740677,0.0023011,0.00707524,0.0209161,0.0182827,0.0281509,0.0031117,0.0232018,0,0,0.0154183,0,0.0147955,0.00895712,0.0366737,0.0352608,0.03468,0.00512929,0.00534246,0.0346289,0.00656548,0.0133338,0.00769577,0.00895568,0.00965748,0.0360747,0.0153606,0.0133243,0.0345108,0.0219026,0.00269055,0.00307065,0.0261955,0.0191668,0,0,0,0,0,0.00505854
118,0.0129639,0.0172501,0.0170926,0.021044,0.00783837,0,0,0.0109556,0,0.0164873,0.00717816,0.0327429,0.0136403,0.0214972,0.0125901,0.0113302,0.0275065,0.0127342,0.0132288,0.01737,0.0269135,0.00486357,0.005227,0.00209012,0.0116251,0.0377521,0.00779,0.00195236,0.00690199,0.0206034,0.0185008,0.027542,0.00298566,0.0233012,0,0,0.0146554,0,0.0147904,0.00840312,0.0368854,0.0341938,0.0348528,0.0055273,0.00527018,0.0351436,0.00671932,0.0129966,0.00751716,0.00911239,0.010124,0.0358473,0.0153622,0.0138322,0.0337809,0.0214733,0.00240938,0.00276733,0.0266029,0.0193799,0,0,0,0,0,0.00447894
119,0.0127784,0.0172929,0.0165365,0.0214628,0.00749716,0,0,0.0112095,0,0.0160358,0.00697502,0.0325157,0.0165852,0.0210578,0.0125879,0.0113907,0.0275804,0.0131262,0.0136406,0.0180091,0.0276721,0.0044034,0.00472955,0.00183752,0.0119482,0.0350118,0.00814063,0.00175283,0.00673533,0.020562,0.0188245,0.0272049,0.00256629,0.0233462,0,0,0.013805,0,0.0148731,0.00792324,0.0366926,0.0331395,0.0349714,0.0057899,0.00531234,0.0354389,0.00689394,0.0125249,0.00736036,0.00927448,0.0104481,0.0357058,0.0153636,0.014174,0.0328203,0.0209107,0.00212245,0.00257183,0.026928,0.0195572,0,0,0,0,0,0.00405022
120,0.0127347,0.0172768,0.0162966,0.0220615,0.00748259,0,0,0.0112944,0,0.0153449,0.00682303,0.032248,0.0203739,0.0206029,0.0128213,0.0113315,0.0277192,0.0138764,0.0144724,0.0185372,0.0284687,0.00384171,0.00414013,0.00163719,0.0122987,0.031679,0.00833806,0.00207023,0.00672162,0.0205789,0.0189854,0.0269923,0.00224928,0.0235719,0,0,0.013041,0,0.0148158,0.00744759,0.0361136,0.0319264,0.0350922,0.00593917,0.00556564,0.0357289,0.0069716,0.0121818,0.00715248,0.00941902,0.0104948,0.0357159,0.0153516,0.0140917,0.0318436,0.0203603,0.00154249,0.00242658,0.0271618,0.0198143,0,0,0,0,0,0.00382699
