Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
9,0.00365243,0.00171653,0.037016,0.0181248,0.016766,0.00524881,0,0,0.00185288,0,0.0199936,0.000341702,0.0367096,0.0116118,0.0190847,0.0084444,0.0028504,0.00161257,0.0091849,0.0112325,0.0107916,0.0225604,0.0113725,0.0164765,0.00413121,0.0113553,0.048368,0.00195533,0.00326959,0.00109386,0.0139438,0.018731,0.0137389,0.00455339,0.00231333,0,0,0.000919958,0,0.0161145,0.000807533,0.0336228,0.0223189,0.0327003,0.0104012,0.00597594,0.00212094,0.00379966,0.0175614,0.00407292,0.00316534,0.0141988,0.0400152,0.0117527,0.0169115,0.0136998,0.00178619,0.000835731,0.000892049,0.0045736,0.00283614,0,0,0,0,0
10,0.00343594,0.00226252,0.0370496,0.018058,0.0167196,0.00464823,0,0,0.00236807,0,0.0199751,0.000732644,0.0368985,0.0124456,0.0192615,0.00781546,0.00375039,0.00263796,0.00956878,0.0108429,0.0107734,0.0225814,0.01139,0.0157951,0.00397212,0.0109675,0.0481606,0.00228874,0.00338932,0.000970311,0.015011,0.018738,0.0144726,0.00559105,0.00358427,0,0,0.000707177,0,0.0160418,0.000707563,0.0337236,0.0230287,0.0324546,0.0120579,0.00729036,0.00206752,0.00366665,0.0175917,0.00353036,0.00297568,0.0147391,0.0397283,0.0119297,0.0175323,0.0149681,0.00142201,0.000810271,0.000838357,0.00577093,0.00276927,0,0,0,0,0
11,0.00370012,0.00245797,0.037125,0.017899,0.0162916,0.00458038,0,0,0.00248764,0,0.0200318,0.000792199,0.0371153,0.0132457,0.0193798,0.00740743,0.00399666,0.00273377,0.0100597,0.0106421,0.0108533,0.0224896,0.0114349,0.0153596,0.00361808,0.0104944,0.0482828,0.00246087,0.0033798,0.000961224,0.0154274,0.0187211,0.0146554,0.00610833,0.00417855,0,0,0.000620354,0,0.0159842,0.000705841,0.0339055,0.0233883,0.0322271,0.0128346,0.0078436,0.0025458,0.00356431,0.0177096,0.00336931,0.00286359,0.0150091,0.0394449,0.0119473,0.017898,0.0159444,0.00141008,0.000854373,0.000789211,0.00618941,0.00306227,0,0,0,0,0
12,0.00385573,0.00210196,0.0369749,0.0179245,0.0153238,0.00477932,0,0,0.00235426,0,0.0200435,0.000606261,0.0373345,0.0136516,0.0195263,0.00709459,0.00367314,0.00193666,0.0105546,0.0105146,0.0108922,0.0222894,0.0114453,0.0151183,0.00329341,0.00993906,0.0485615,0.00270967,0.00327291,0.00109791,0.0154775,0.0186899,0.0144127,0.00627417,0.0031015,0,0,0.000433006,0,0.0160507,0.000873539,0.0341239,0.0232694,0.0320143,0.012818,0.00773885,0.00236705,0.00344929,0.017834,0.00343987,0.00272075,0.015044,0.0392418,0.0117991,0.0179606,0.0166517,0.00133615,0.00106395,0.000782603,0.00530588,0.00341664,0,0,0,0,0
13,0.00552778,0.00393113,0.0364112,0.0178936,0.0138659,0.00447626,0,0,0.00233802,0,0.0200787,0.000564174,0.0375058,0.0133019,0.0196402,0.00694871,0.00429679,0.00337391,0.010851,0.0102813,0.0107612,0.0220617,0.0114216,0.0145704,0.00324797,0.00932106,0.0485821,0.00234604,0.00339572,0.000923017,0.0160507,0.0186584,0.0148188,0.00695989,0.00741541,0,0,0.00849871,0,0.0159406,0.00496159,0.034383,0.0236443,0.031769,0.0138669,0.00877388,0.00444892,0.00344384,0.0180209,0.00338347,0.00301275,0.0153166,0.0388733,0.0117299,0.0183251,0.0175985,0.00572422,0.00439793,0.00141664,0.00785766,0.00446251,0,0,0,0,0
14,0.00327495,0.00261691,0.0360139,0.0180936,0.0122013,0.00410255,0,0,0.00268482,0,0.0198204,0.000633755,0.0376746,0.0132544,0.0199032,0.00692406,0.00438198,0.00259234,0.0110537,0.0100957,0.0105558,0.0219274,0.0113723,0.0140238,0.0034404,0.00876275,0.04858,0.0029936,0.00330053,0.000766811,0.0164258,0.0187391,0.014886,0.00742748,0.00349734,0,0,0.00141826,0,0.0160946,0.00119604,0.0346138,0.023571,0.0315978,0.0144229,0.00910942,0.00268971,0.00348575,0.0182902,0.00346477,0.00342382,0.0153179,0.0385979,0.0116043,0.0183702,0.0181521,0.00114598,0.0010923,0.000786549,0.00549052,0.00335628,0,0,0,0,0
15,0.00640456,0.00583034,0.0126252,0.018954,0.0175487,0.0099697,0,0,0.00576419,0,0.0193389,0.00218838,0.0402087,0.0373722,0.0145109,0.0532713,0.0148359,0.00495205,0.0381091,0.0536816,0.0349998,0.0172286,0.0297681,0.0293232,0.0158329,0.0113115,0.00782414,0.0044084,0.00338153,0.001003,0.0176435,0.0193836,0.01584,0.0105349,0.00806761,0,0,0.00651589,0,0.0158501,0.00440039,0.0339047,0.0262713,0.0313218,0.0173413,0.0182321,0.00631657,0.00446849,0.0192311,0.00426756,0.00517344,0.0167837,0.0374035,0.0116746,0.0201625,0.0215766,0.00566817,0.00119267,0.00219602,0.00747411,0.0068291,0,0,0,0,0
16,0.00329226,0.00275589,0.0364355,0.0181017,0.0104293,0.00408715,0,0,0.00271964,0,0.0199307,0.000602107,0.0380701,0.0149129,0.0205682,0.00765014,0.0045886,0.00259948,0.0111081,0.00974991,0.0102181,0.0219019,0.011141,0.0141549,0.00360188,0.00872056,0.0491947,0.00268004,0.0033638,0.00083188,0.016229,0.0185007,0.014411,0.0081478,0.00367487,0,0,0.00229795,0,0.0159912,0.00136615,0.0350196,0.0233278,0.0311529,0.0146937,0.00974346,0.00302738,0.00344029,0.0186445,0.00387898,0.00407233,0.0151892,0.0382411,0.011342,0.0182756,0.0188749,0.000890208,0.00117479,0.000459803,0.00515363,0.00338154,0,0,0,0,0
17,0.00344581,0.00279479,0.0365928,0.0179341,0.0102864,0.00398183,0,0,0.00252243,0,0.0199236,0.000645907,0.038316,0.0147979,0.0210512,0.00812341,0.00450746,0.00250638,0.0108954,0.00976568,0.0103389,0.0220174,0.01099,0.0147794,0.00330331,0.00926272,0.0495412,0.00257795,0.00342809,0.000902916,0.0163153,0.0183282,0.0140895,0.00825819,0.00383937,0,0,0.00239285,0,0.0159063,0.00122502,0.0351755,0.0228007,0.0310414,0.0145877,0.00973465,0.00334051,0.00341249,0.0188563,0.00407059,0.00433173,0.0150375,0.0382167,0.0113754,0.0181117,0.0190164,0.000735891,0.00120527,0.000205636,0.005164,0.00331348,0,0,0,0,0
18,0.00620422,0.00585679,0.0102997,0.0187074,0.0132081,0.0102681,0,0,0.00562144,0,0.0192896,0.00203089,0.0428132,0.0333262,0.0157054,0.0546125,0.0155877,0.0043002,0.03916,0.0570882,0.0341839,0.0157294,0.0321143,0.0343481,0.0185132,0.0119228,0.0135579,0.00421107,0.00348883,0.000979958,0.0179711,0.0190152,0.0151364,0.0113276,0.0077377,0,0,0.00744404,0,0.0157593,0.00473527,0.0347867,0.0257378,0.0305889,0.0178443,0.0199143,0.00660003,0.00440617,0.0196532,0.00492971,0.00637711,0.0167249,0.0368903,0.0115663,0.0201844,0.0230635,0.00593171,0.000970616,0.00180319,0.00689997,0.00664531,0,0,0,0,0
19,0.00316017,0.00262975,0.0344507,0.0178639,0.00994587,0.00372727,0,0,0.00246266,0,0.0200552,0.000799002,0.0386377,0.0128451,0.022471,0.0089853,0.00468738,0.00254509,0.0102377,0.0100993,0.010511,0.0222852,0.0102646,0.0157861,0.00287599,0.01144,0.0472198,0.00244205,0.00345897,0.000984815,0.0160643,0.0181775,0.0135714,0.00859611,0.00353913,0,0,0.00312344,0,0.0159292,0.00133166,0.0353763,0.0223844,0.0307836,0.0148842,0.01017,0.00347009,0.00344536,0.0190553,0.00423729,0.00474868,0.0149163,0.0379701,0.0112728,0.017979,0.0196226,0.000496448,0.00145798,0.000145563,0.00527163,0.00293831,0,0,0,0,0
20,0.0031867,0.00262221,0.0322392,0.0177281,0.0095655,0.00353833,0,0,0.00238151,0,0.020041,0.000893434,0.0387813,0.0117783,0.022928,0.00958956,0.00469063,0.00260821,0.0100897,0.0100314,0.0101334,0.022337,0.00967793,0.0156368,0.00320309,0.0126391,0.0443815,0.00250214,0.00344625,0.00107403,0.0163326,0.0180878,0.0133581,0.00882457,0.0035056,0,0,0.00333043,0,0.0159074,0.00132962,0.0355982,0.0219498,0.0307332,0.0150179,0.0101075,0.00364914,0.00337543,0.0190635,0.00416293,0.00480075,0.0149052,0.0378978,0.0112487,0.0179909,0.0199573,0.000644838,0.00154014,0.000362205,0.00533398,0.00272772,0,0,0,0,0
21,0.00319973,0.00269413,0.0287828,0.0175736,0.00844422,0.00321245,0,0,0.00237978,0,0.0200008,0.000989472,0.0389519,0.0106576,0.0232519,0.0100668,0.00475561,0.00259338,0.00958477,0.00971104,0.00952847,0.022478,0.00879409,0.0148164,0.0036954,0.0137284,0.0398967,0.00252519,0.00345246,0.00109789,0.016418,0.0179672,0.0131796,0.00912955,0.0035151,0,0,0.00357347,0,0.0158571,0.00141704,0.0357683,0.0218502,0.0305908,0.015142,0.0101611,0.00383372,0.00332809,0.0189146,0.00413033,0.00485403,0.0149843,0.0377642,0.0111981,0.0180628,0.02055,0.0007338,0.00169657,0.000435812,0.00540733,0.00259666,0,0,0,0,0
22,0.00319167,0.00273259,0.0240876,0.017503,0.00640656,0.00292652,0,0,0.00234986,0,0.0200095,0.00104648,0.0391178,0.00958527,0.0234996,0.0105435,0.00480715,0.00256648,0.00873261,0.00940791,0.00868204,0.0228236,0.00777879,0.013323,0.00377297,0.0146055,0.0338392,0.00266042,0.00345738,0.00109743,0.0165883,0.017876,0.0130856,0.00937833,0.00355245,0,0,0.00381847,0,0.0158312,0.00154063,0.0359233,0.0218348,0.0305417,0.0153993,0.010173,0.00399222,0.00327333,0.0188527,0.00412349,0.00503105,0.0151048,0.037666,0.0111353,0.0181841,0.0212068,0.000825754,0.00182134,0.000500007,0.00548036,0.00244728,0,0,0,0,0
23,0.00319334,0.00272726,0.0188914,0.017555,0.00377592,0.00273152,0,0,0.00236493,0,0.0199916,0.00111785,0.0392472,0.00950626,0.0236613,0.0107557,0.00479437,0.00264881,0.0081074,0.00911672,0.00765113,0.0234732,0.00682643,0.0114722,0.00337811,0.0152317,0.0268727,0.00278663,0.00348713,0.00108204,0.0167669,0.01785,0.0129071,0.00954535,0.00350594,0,0,0.00407415,0,0.0158437,0.00170852,0.0362366,0.0216464,0.0306242,0.0156267,0.0100237,0.00413432,0.00322371,0.0189211,0.00410785,0.00521705,0.015199,0.0376074,0.0113485,0.0182193,0.0217413,0.000829402,0.00182219,0.000565155,0.00549714,0.0021996,0,0,0,0,0
24,0.00324706,0.00270957,0.0138542,0.0176171,0.00115802,0.00247393,0,0,0.00233231,0,0.0200173,0.00112563,0.0393546,0.0102538,0.0237788,0.010536,0.00474497,0.00265978,0.00784167,0.00895699,0.00678165,0.0245437,0.00594259,0.00956749,0.0030295,0.0156954,0.0199639,0.00279321,0.00351867,0.00107058,0.0168047,0.0178199,0.012513,0.00971397,0.00343362,0,0,0.00435446,0,0.0158404,0.00188921,0.0365772,0.0212266,0.0306801,0.0157923,0.00986586,0.0042516,0.00315244,0.0190879,0.00411339,0.00542397,0.0152401,0.037627,0.0116289,0.0181682,0.022078,0.000735834,0.00179412,0.000588289,0.00539489,0.00190967,0,0,0,0,0
25,0.00300736,0.00297567,0.00937735,0.0176394,0.00123429,0.00212686,0,0,0.00227049,0,0.0201357,0.0012766,0.0394307,0.0112126,0.0239136,0.00990792,0.00467288,0.0032702,0.00781247,0.0087469,0.00641228,0.0259305,0.00535125,0.00789239,0.00321556,0.0162597,0.0139772,0.00257831,0.00358231,0.00117563,0.016755,0.0172541,0.0121357,0.00993873,0.00386689,0,0,0.00449313,0,0.0161136,0.0022017,0.03698,0.0208885,0.030676,0.015951,0.00984723,0.00479544,0.00304874,0.0193766,0.00416125,0.00569597,0.0152926,0.0376703,0.0114246,0.0181542,0.0223999,0.000337678,0.000959724,0.000781284,0.00588466,0.0014088,0,0,0,0,0
26,0.00342076,0.00266923,0.00608393,0.0177845,0.00261955,0.00225279,0,0,0.00210859,0,0.0201713,0.00110971,0.0396277,0.0113903,0.0241056,0.00880043,0.0046759,0.00254669,0.00850912,0.00892623,0.00651772,0.0275195,0.00505363,0.00648439,0.00346841,0.0167188,0.00899098,0.00257448,0.00348749,0.000971501,0.0167286,0.017844,0.0116618,0.0101104,0.00373673,0,0,0.00473593,0,0.0158036,0.0021779,0.0373349,0.0203792,0.0307388,0.0158314,0.00967131,0.00454826,0.00301636,0.0195085,0.004139,0.00578855,0.015094,0.0376301,0.0111768,0.0178597,0.0224723,0.000355718,0.00169279,0.000718445,0.0053722,0.00137633,0,0,0,0,0
27,0.00337907,0.00253587,0.00382155,0.0177521,0.00353204,0.00240233,0,0,0.00188578,0,0.0201014,0.00107143,0.0398235,0.0106114,0.0242506,0.00834369,0.00466011,0.00234211,0.00959263,0.00949962,0.0069095,0.0289324,0.00528807,0.00554136,0.00394537,0.0173935,0.00563212,0.00250122,0.00347599,0.000909529,0.0166885,0.0180301,0.0112037,0.0102824,0.00369408,0,0,0.00498993,0,0.0159013,0.00231988,0.0377166,0.0200566,0.0306949,0.0155861,0.00968817,0.00443198,0.00301944,0.0195707,0.00404309,0.00585681,0.014908,0.0375575,0.0110048,0.017659,0.0227225,0.000112286,0.00164857,0.000806626,0.00512607,0.00128187,0,0,0,0,0
28,0.00328319,0.00249358,0.00361355,0.0176456,0.00492522,0.00242669,0,0,0.00174238,0,0.0199943,0.00108594,0.0400561,0.00983247,0.0244323,0.00901502,0.00464599,0.00224589,0.0106607,0.010362,0.00737575,0.0299513,0.00594863,0.00505458,0.00440114,0.0180318,0.00461216,0.00265646,0.00356269,0.00085641,0.0164669,0.0181535,0.0106136,0.0104574,0.0036632,0,0,0.00519269,0,0.0159669,0.00241575,0.0380445,0.0197356,0.0305406,0.0151358,0.00981327,0.00433507,0.00310703,0.0195634,0.00381245,0.00591452,0.0146746,0.0374617,0.0108276,0.0173952,0.0228381,0.000188267,0.00160971,0.000867741,0.00492117,0.00137385,0,0,0,0,0
29,0.00310676,0.00249838,0.00570565,0.0175768,0.00728501,0.00254502,0,0,0.0017359,0,0.0199073,0.00112548,0.0402576,0.0104941,0.0246255,0.010619,0.00470312,0.00220264,0.0112389,0.0110735,0.0077739,0.03052,0.00684458,0.00505588,0.00462784,0.0184371,0.00605799,0.00251566,0.00361963,0.000855931,0.0161111,0.0180867,0.009824,0.0105948,0.00353374,0,0,0.00529322,0,0.0159309,0.00249426,0.0383455,0.0195092,0.0303625,0.0145064,0.0100109,0.0042365,0.00326147,0.0195408,0.00345335,0.00591471,0.0143847,0.0373059,0.0105304,0.0170987,0.022874,0.000267204,0.00153809,0.000825553,0.0047296,0.0015624,0,0,0,0,0
30,0.00290946,0.00246958,0.00765596,0.0175929,0.0099009,0.00269377,0,0,0.00173405,0,0.0199915,0.00121328,0.0402256,0.012953,0.0248192,0.012526,0.004824,0.00219723,0.0111169,0.0112882,0.00797863,0.0307505,0.00782957,0.00554756,0.00461556,0.0186308,0.0073322,0.00237881,0.00361996,0.00092679,0.0157538,0.0179604,0.00879734,0.0106725,0.00338856,0,0,0.00527777,0,0.0158647,0.0025204,0.0385424,0.0195757,0.030151,0.0136806,0.0102598,0.00409248,0.00338382,0.0194048,0.00304047,0.00595189,0.014164,0.0370074,0.0101116,0.0169844,0.023167,0.000225636,0.0014731,0.000839147,0.00450281,0.00174671,0,0,0,0,0
31,0.00275244,0.00241255,0.0084147,0.017575,0.0115051,0.00279415,0,0,0.00184542,0,0.0200313,0.00134219,0.0399246,0.0162053,0.0251022,0.0138823,0.00491361,0.00224784,0.010572,0.0109111,0.00783457,0.0307217,0.00865587,0.00613887,0.00465286,0.0188653,0.00719779,0.00244266,0.00365602,0.0010124,0.0152619,0.0179242,0.00793062,0.0107048,0.00327642,0,0,0.0052674,0,0.0158739,0.00247152,0.0386065,0.0198993,0.0299104,0.0127204,0.010515,0.00393574,0.00345191,0.0193153,0.00274913,0.00596951,0.0139666,0.0366299,0.0097123,0.0169764,0.0233842,0.000281471,0.00156854,0.000939565,0.00430485,0.00187374,0,0,0,0,0
32,0.00264838,0.00229202,0.00791604,0.017547,0.0114676,0.00301961,0,0,0.00198917,0,0.0201683,0.00148519,0.0394887,0.0178419,0.0253357,0.0144022,0.00493625,0.00225579,0.0099947,0.010049,0.00708104,0.0303194,0.00899755,0.00645427,0.00476442,0.0192574,0.00627099,0.00244061,0.0037015,0.00111434,0.0147127,0.0179088,0.00711255,0.010632,0.0030703,0,0,0.00530995,0,0.0158927,0.00251379,0.0385299,0.0205707,0.0295348,0.0111466,0.0107749,0.00381111,0.00342372,0.0193301,0.00234526,0.00581405,0.0138698,0.0361464,0.00931726,0.0170721,0.0234321,0.000569724,0.0017315,0.00104736,0.00411963,0.0018811,0,0,0,0,0
33,0.00259545,0.00221658,0.00638066,0.0175537,0.00972181,0.00338829,0,0,0.00216694,0,0.0202893,0.00163651,0.0391301,0.0169108,0.0255005,0.0141501,0.00490963,0.00222983,0.0095017,0.00886892,0.00586422,0.0294941,0.00885276,0.00647015,0.00499467,0.0196654,0.00508823,0.00234633,0.00375813,0.00119675,0.0140805,0.0178738,0.00702867,0.0104797,0.00283221,0,0,0.00536019,0,0.0158942,0.00259103,0.0383347,0.0216306,0.0291111,0.00961057,0.010992,0.00374686,0.003367,0.01945,0.00230608,0.00563261,0.0138981,0.0356287,0.00898814,0.0172762,0.0230379,0.00090586,0.00183462,0.00113454,0.00400215,0.00179241,0,0,0,0,0
34,0.00256968,0.0021888,0.00389622,0.0175437,0.0072053,0.00374629,0,0,0.00232303,0,0.0202899,0.00171192,0.0388971,0.014733,0.0257276,0.0136912,0.00482178,0.00222475,0.00903516,0.00782061,0.00449967,0.0281906,0.00849677,0.00629153,0.00529152,0.0199532,0.00389611,0.00228075,0.00381208,0.0012187,0.0132004,0.017795,0.00794798,0.0103241,0.00261123,0,0,0.00530857,0,0.0158717,0.00258224,0.0381542,0.0230773,0.0287039,0.00840535,0.0112017,0.00381963,0.00336012,0.0196766,0.00260567,0.00542704,0.0138329,0.0350349,0.00879254,0.0176511,0.0223042,0.00116401,0.0019114,0.00113619,0.00395603,0.00163126,0,0,0,0,0
35,0.00266702,0.0023345,0.00331614,0.0174812,0.00458061,0.00365192,0,0,0.00250228,0,0.0202497,0.00179035,0.0387245,0.0125573,0.0259902,0.0132339,0.00459131,0.00223076,0.00855077,0.00717092,0.00367076,0.0266096,0.00792943,0.0060665,0.00543915,0.0199381,0.00493786,0.00241201,0.00385382,0.00124199,0.0126482,0.017737,0.00969947,0.00999134,0.00252627,0,0,0.00520892,0,0.0158666,0.00252437,0.0380036,0.0249906,0.0282752,0.00736568,0.0111593,0.00406473,0.00326696,0.0198946,0.00342764,0.00509489,0.0139391,0.0342383,0.00874746,0.0182733,0.0217557,0.00140181,0.00206073,0.00119058,0.00410869,0.0015785,0,0,0,0,0
36,0.00254955,0.00258837,0.00483048,0.0174486,0.00312933,0.00350135,0,0,0.00262984,0,0.020159,0.00174867,0.0386556,0.0121094,0.0262671,0.0136373,0.004348,0.00232019,0.00822554,0.00719713,0.00423653,0.0249473,0.00741183,0.00579791,0.00546121,0.0197856,0.00765493,0.00253447,0.00392517,0.00114647,0.0118314,0.0176602,0.0111333,0.00993353,0.00280424,0,0,0.00504884,0,0.0158365,0.00248568,0.0379453,0.0263852,0.027951,0.0072025,0.0115996,0.00447728,0.00344951,0.0199468,0.00396328,0.00487692,0.0137206,0.0334075,0.00874359,0.0182755,0.0211179,0.00150531,0.00209345,0.00124507,0.00449054,0.00177893,0,0,0,0,0
