Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI
All Timesteps RMSE,0.00475849,0.00360692,0.0213433,0.0179942,0.0108618,0,0,0.00560255,0,0.0204983,0.00250336,0.0370083,0.0157272,0.0240121,0.0104661,0.00595991,0.00353105,0.00777424,0.010666,0.00939866,0.0258021,0.00760554,0.0105117,0.00432015,0.0118099,0.0271779,0.00319819,0.00567403,0.00154303,0.018467,0.0183332,0.0194866,0.00852331,0.00700815,0,0,0.00503075,0,0.0159828,0.00286363,0.0367408,0.028072,0.0312673,0.0154914,0.00921889,0.00679928,0.00681271,0.0215315,0.00796022,0.00829034,0.0203558,0.0337263,0.0177225,0.0232459,0.0205324,0.00342034,0.00194235,0.00139443,0.00368681,0.0066093,0,0,0,0,0,0.00466585
0,0.00359834,0.00237235,0.0272028,0.0182845,0.0104786,0,0,0.00365392,0,0.0193762,0.00195602,0.0378363,0.00497572,0.0209456,0.00249607,0.00667889,0.00253377,0.00838454,0.00994403,0.010811,0.0199089,0.005419,0.0084248,0.00263605,0.0128272,0.0359321,0.00171204,0.00537155,0.00171773,0.0179389,0.0184589,0.0148525,0.0121272,0.00630993,0,0,0.000478274,0,0.0154438,0.00100441,0.0341774,0.0228659,0.0341049,0.0200222,0.0114082,0.010001,0.00536605,0.0240893,0.00752763,0.0070848,0.0148309,0.0367077,0.0104012,0.0179898,0.0185649,0.0030591,0.00093676,0.00161529,0.0028252,0.00292811,0,0,0,0,0,0
1,0.00469621,0.002198,0.0266017,0.0165528,0.0099087,0,0,0.00235944,0,0.0206041,0.00217478,0.0382594,0.00521901,0.0210449,0.00263611,0.00600918,0.00315389,0.00756468,0.0084804,0.00908299,0.0206224,0.00545698,0.00865664,0.00242185,0.0119468,0.0349123,0.00181561,0,0.00315688,0.0174606,0.0182842,0.0145648,0.0120399,0.00707729,0,0,0.000926582,0,0.0155948,0.00108161,0.0344639,0.0223816,0.0343203,0.0195894,0.0104666,0.0091246,0.00558996,0.0242417,0.00786876,0.00709211,0.0145298,0.0368434,0.0103869,0.0176942,0.0180715,0.00301227,0.000963586,0.00152308,0.00314002,0.00343546,0,0,0,0,0,0
2,0.00444312,0.00192659,0.02434,0.0165715,0.00902095,0,0,0.00262624,0,0.0207071,0.00227778,0.0385716,0.00497966,0.0211684,0.00269955,0.00589068,0.00308098,0.0065036,0.00662054,0.00705443,0.0215622,0.00546762,0.00822207,0.00223778,0.0111492,0.0317795,0.00193969,0,0.00324014,0.0173524,0.0183208,0.0143462,0.0121309,0.00697835,0,0,0.0012513,0,0.0157232,0.0010405,0.0345697,0.0221923,0.0343242,0.0194992,0.0101507,0.00910398,0.0057148,0.0243374,0.00803836,0.00715409,0.0144855,0.0368431,0.0103362,0.0176905,0.0180415,0.00302742,0.000990296,0.00150189,0.00294039,0.00352633,0,0,0,0,0,0
3,0.00348636,0.00198093,0.0206324,0.0179488,0.00742982,0,0,0.00424649,0,0.0202135,0.00200199,0.0388414,0.00448273,0.0213652,0.0031829,0.00608602,0.00283989,0.00545554,0.00463733,0.00499115,0.0227785,0.0053571,0.00732217,0.00212935,0.0103953,0.0268504,0.00196896,0.00509513,0.00140104,0.0172385,0.0184043,0.0141054,0.012253,0.00651694,0,0,0.00148858,0,0.015749,0.000757107,0.0345515,0.0221758,0.0341924,0.0195439,0.0102425,0.0101516,0.00576629,0.0244198,0.00819572,0.0072215,0.0145485,0.0367918,0.0103127,0.0177865,0.0181989,0.00325495,0.000745898,0.00143248,0.0027739,0.00316394,0,0,0,0,0,0
4,0.00340819,0.00219537,0.0158498,0.0180195,0.00530417,0,0,0.00434838,0,0.0202814,0.00216278,0.0391907,0.0040956,0.0216598,0.00409788,0.00628449,0.00295405,0.00479745,0.0031755,0.00358042,0.024333,0.0051133,0.00616421,0.00187603,0.00969576,0.0207005,0.00211978,0.00507876,0.0014417,0.016911,0.0183754,0.0138286,0.0123659,0.00669299,0,0,0.00162105,0,0.0157915,0.000871333,0.034408,0.0221057,0.0341464,0.0195599,0.0102733,0.0104224,0.00579115,0.0245429,0.00839616,0.00716256,0.0145181,0.0367812,0.010365,0.0177034,0.0181928,0.00326982,0.000706263,0.00141051,0.00294774,0.00325926,0,0,0,0,0,0.00498216
5,0.00342216,0.00214438,0.0105782,0.0180541,0.00336588,0,0,0.00499205,0,0.020127,0.00262476,0.03915,0.00404316,0.0218207,0.00483096,0.00604664,0.00330029,0.00458338,0.00290603,0.00410768,0.0259331,0.00450198,0.00463245,0.00139326,0.00950423,0.0140691,0.00255071,0.00515458,0.00166642,0.0168151,0.018361,0.013621,0.0124375,0.00668166,0,0,0.00163663,0,0.0158461,0.00102164,0.0347376,0.0221838,0.0341147,0.0196703,0.00996011,0.0106374,0.00584468,0.0246525,0.00862959,0.00741729,0.0145834,0.0367227,0.0103783,0.0177982,0.0184564,0.00321595,0.000788525,0.0014361,0.00260067,0.00345492,0,0,0,0,0,0
6,0.00331281,0.00239984,0.0062822,0.0182279,0.00263568,0,0,0.00582711,0,0.0198686,0.00299785,0.0393325,0.00471474,0.0222611,0.00584923,0.00614155,0.00351493,0.00539376,0.00430387,0.00597674,0.0278173,0.00388463,0.0031166,0.00112736,0.00936932,0.00876772,0.00289149,0.00525731,0.00191847,0.0164574,0.018326,0.013341,0.0124966,0.00681213,0,0,0.00156664,0,0.0158435,0.00108657,0.0348382,0.0221828,0.0340929,0.0196239,0.00993749,0.0109179,0.00587511,0.0248019,0.00878079,0.00754421,0.0145028,0.0366822,0.0103308,0.0177409,0.0183648,0.0031348,0.00101191,0.00143406,0.00285243,0.00373913,0,0,0,0,0,0.00409857
7,0.00334377,0.00236437,0.00508482,0.0181195,0.00325412,0,0,0.0063785,0,0.0199007,0.00307041,0.0394601,0.00544628,0.0226621,0.00679149,0.00609974,0.0037206,0.00663686,0.00601323,0.00791392,0.0296203,0.00329332,0.00235206,0.00105039,0.00945061,0.00672488,0.00306726,0.00511578,0.00194474,0.0161279,0.0182793,0.0129364,0.0126132,0.00685487,0,0,0.00137048,0,0.0158443,0.00127213,0.0352507,0.0221961,0.0339758,0.0193539,0.00990243,0.0111033,0.00597663,0.0248821,0.00875979,0.00786042,0.014481,0.0366128,0.010231,0.0178095,0.0186359,0.0029933,0.00134436,0.00147311,0.00284491,0.00408493,0,0,0,0,0,0.00352481
8,0.00340462,0.00250629,0.00660481,0.0179915,0.00389238,0,0,0.00642886,0,0.0201035,0.00301887,0.0396289,0.00587134,0.0231242,0.00707498,0.00599426,0.00384255,0.00799239,0.00758799,0.00936891,0.0311371,0.00283372,0.00197824,0.00107527,0.00995896,0.00761945,0.00319141,0.00491009,0.00194893,0.0157606,0.0182615,0.0125448,0.0127647,0.00690388,0,0,0.00129418,0,0.0158823,0.00160276,0.0356244,0.0223056,0.0337417,0.0189051,0.0098863,0.0111941,0.00612847,0.0248932,0.00861541,0.00822841,0.014466,0.0365139,0.0101128,0.0178792,0.0185107,0.00277286,0.00185783,0.00157795,0.00275113,0.00445529,0,0,0,0,0,0.00349486
9,0.00320001,0.0027925,0.00822454,0.0181225,0.00438681,0,0,0.00659182,0,0.0200102,0.00342663,0.0398415,0.00552287,0.0236772,0.00675258,0.00578134,0.0041864,0.00908891,0.00856647,0.0101948,0.032193,0.00263665,0.00200059,0.00146551,0.0108372,0.00887849,0.00359514,0.00496118,0.002203,0.0152909,0.0182779,0.0120877,0.0129385,0.00685925,0,0,0.00190522,0,0.0159421,0.0020334,0.0360786,0.0224989,0.033502,0.0183157,0.00979198,0.011148,0.00626987,0.0248394,0.00838484,0.00859863,0.0144327,0.036363,0.00996861,0.0179301,0.0183724,0.0024568,0.002677,0.0016756,0.00261485,0.00486834,0,0,0,0,0,0.00361523
10,0.00296341,0.00298702,0.00906485,0.0180491,0.00486585,0,0,0.00679889,0,0.0200164,0.00375639,0.040079,0.0047438,0.0242479,0.00620184,0.00554865,0.00474858,0.00981002,0.0091171,0.0104338,0.0327157,0.00296682,0.00263219,0.00228291,0.0119463,0.00962418,0.00385268,0.00482842,0.00237323,0.0147475,0.0182262,0.011709,0.0130726,0.00670009,0,0,0.00347946,0,0.0159765,0.00292385,0.0363828,0.0227218,0.0332715,0.0177894,0.00968163,0.010604,0.0063494,0.0247793,0.00821425,0.0088798,0.014372,0.0361421,0.00983855,0.0180298,0.0183368,0.00226477,0.00380313,0.00181267,0.00223252,0.00522955,0,0,0,0,0,0.00421021
11,0.00211336,0.00192039,0.00886132,0.0178013,0.00450291,0,0,0.00712107,0,0.0202729,0.00362755,0.0401817,0.00368922,0.0250007,0.00560117,0.00549663,0.0047274,0.0100899,0.00974183,0.0105481,0.0328397,0.00341003,0.00314783,0.00308385,0.0130466,0.00970788,0.0040429,0.00475026,0.00223357,0.0136146,0.0181085,0.0109593,0.0131951,0.00656808,0,0,0.00511095,0,0.0157829,0.0020046,0.0364895,0.0229784,0.0328496,0.0167305,0.00988378,0.0101135,0.00632076,0.024666,0.00774776,0.00918366,0.0143856,0.0358404,0.00964574,0.0182869,0.0181567,0.00411442,0.000404873,0.00108464,0.00154922,0.00627076,0,0,0,0,0,0.00489834
12,0.00174027,0.00204791,0.00881694,0.0178917,0.00421682,0,0,0.00774087,0,0.0202581,0.00399242,0.0399598,0.00263933,0.0255868,0.00577084,0.00546118,0.00522257,0.0100028,0.0102651,0.0110967,0.0328516,0.00368872,0.0033214,0.00347215,0.013825,0.00983193,0.00448561,0.00483175,0.00246895,0.012456,0.0180496,0.0105294,0.0132328,0.00660377,0,0,0.0053116,0,0.0157798,0.00212646,0.0364556,0.0236433,0.0325024,0.0157371,0.0100401,0.00994464,0.00619889,0.0246337,0.00728002,0.00933007,0.0144001,0.0355253,0.00948655,0.0184344,0.0176991,0.00395187,0.000527626,0.00113629,0.00128358,0.00647463,0,0,0,0,0,0.00523228
13,0.00143694,0.00220783,0.00915461,0.01797,0.00471872,0,0,0.00834911,0,0.020224,0.00442138,0.0396216,0.00248194,0.0260862,0.00597112,0.00549231,0.00562068,0.00942276,0.0102393,0.0116195,0.0327356,0.00359621,0.00329583,0.00331428,0.0141169,0.0102607,0.00490181,0.00495716,0.00272374,0.0112819,0.0180559,0.0103615,0.0131675,0.00667005,0,0,0.00541682,0,0.0158152,0.0022363,0.0363899,0.0245112,0.0321913,0.0148368,0.0101331,0.00987806,0.00608986,0.0247329,0.00690567,0.00936617,0.0143251,0.0352454,0.0093927,0.0184383,0.0170383,0.0038469,0.000740208,0.00125268,0.00108266,0.00656768,0,0,0,0,0,0.00498022
14,0.00127474,0.00229856,0.00913095,0.0176716,0.00499937,0,0,0.00839404,0,0.0204636,0.00441488,0.0391741,0.00370285,0.0262843,0.00572012,0.00556383,0.00577857,0.00901386,0.0100582,0.0119175,0.0327166,0.00355807,0.00333956,0.00319824,0.0141783,0.0102864,0.00496135,0.00477661,0.00268075,0.0100677,0.0180073,0.0104839,0.0130851,0.00668054,0,0,0.00535109,0,0.0157984,0.00228813,0.0362938,0.0256347,0.0318645,0.0139074,0.0104107,0.0098226,0.00596779,0.0248793,0.00653931,0.00935888,0.0142474,0.0349191,0.00936285,0.0185329,0.0163969,0.00375018,0.000870157,0.00136031,0.00108182,0.00643209,0,0,0,0,0,0.00475842
15,0.00107683,0.00243724,0.00943668,0.0175972,0.00480225,0,0,0.00848945,0,0.0205082,0.00460623,0.0387292,0.00508039,0.0262699,0.00492658,0.00562168,0.00592221,0.00866177,0.00972551,0.011729,0.0325028,0.00347708,0.00361939,0.00331671,0.0142312,0.0105118,0.00510101,0.00475267,0.0028031,0.0086035,0.0180306,0.0109257,0.0129504,0.00658771,0,0,0.00533513,0,0.0158,0.00231263,0.0362155,0.0270851,0.0315513,0.0126259,0.0106272,0.00983349,0.00585493,0.0250246,0.00610237,0.00932546,0.0143421,0.0345267,0.00946356,0.0189486,0.0159566,0.00368954,0.000945779,0.00141823,0.00115863,0.00622508,0,0,0,0,0,0.00477327
16,0.000972442,0.00271135,0.0100813,0.0177895,0.00447164,0,0,0.00868398,0,0.0203967,0.00499518,0.0383419,0.00670502,0.026129,0.00423967,0.00576759,0.00605167,0.00804688,0.00891256,0.0108511,0.0317791,0.00352606,0.0039863,0.00369259,0.0141194,0.010783,0.0053405,0.00491311,0.00308575,0.00716384,0.0180289,0.0118952,0.0127454,0.00644647,0,0,0.00525996,0,0.0157326,0.00230453,0.0361292,0.0289074,0.0312058,0.0114157,0.0107973,0.0100129,0.00574735,0.0251408,0.00575467,0.00924082,0.0146085,0.0339795,0.00968549,0.0196721,0.0156341,0.00381589,0.000945616,0.00137028,0.00126534,0.0059327,0,0,0,0,0,0.00478358
17,0.00108713,0.00292962,0.011269,0.0175828,0.00555443,0,0,0.00901483,0,0.0204858,0.0049714,0.037963,0.00915337,0.0260557,0.00392286,0.00574465,0.00601263,0.00710097,0.0075293,0.00942794,0.0305327,0.00377231,0.00419696,0.00410539,0.0139493,0.0111407,0.00534736,0.00480901,0.00304222,0.00572491,0.018061,0.0133672,0.0124493,0.00634345,0,0,0.00480872,0,0.0156847,0.00204072,0.0360281,0.0310728,0.0307381,0.010452,0.0110233,0.0101481,0.0056032,0.0252571,0.00555284,0.00909377,0.0150638,0.0332558,0.0100139,0.0207141,0.0154075,0.00386334,0.00101193,0.00142915,0.00131063,0.0055731,0,0,0,0,0,0.00480767
18,0.00130985,0.00331314,0.0119594,0.0174233,0.00759494,0,0,0.00937442,0,0.0206004,0.0049666,0.0376058,0.0121721,0.0260796,0.00412852,0.00557094,0.00613313,0.00599527,0.00610328,0.00800137,0.0290904,0.00426247,0.00453565,0.00430961,0.0135988,0.0110512,0.00542895,0.00471984,0.00296412,0.00432756,0.0180112,0.0152814,0.0120867,0.00636766,0,0,0.00384509,0,0.0156219,0.00165228,0.0360082,0.0334804,0.0301739,0.00978862,0.0112612,0.0102054,0.00537973,0.0253366,0.00552794,0.00887859,0.0157218,0.03241,0.0105192,0.0219434,0.0151111,0.00365373,0.00146941,0.00149927,0.0013482,0.00528975,0,0,0,0,0,0.00484597
19,0.00165155,0.00381634,0.0106442,0.0172881,0.00838892,0,0,0.00966078,0,0.0207125,0.00512378,0.0372973,0.0145639,0.0261768,0.00500258,0.0053386,0.00634517,0.00478082,0.00541011,0.00739553,0.0278921,0.00489579,0.00513902,0.00423695,0.0131353,0.00956208,0.0056935,0.00461896,0.00297059,0.00305973,0.0180236,0.01751,0.0116668,0.00655553,0,0,0.0027358,0,0.0156382,0.00151813,0.036076,0.0361633,0.0295623,0.00946322,0.0114645,0.0102274,0.00513331,0.0253705,0.00567456,0.0085796,0.0164512,0.0314565,0.0110901,0.0231491,0.0146354,0.00337083,0.00218965,0.00170049,0.00151434,0.00514078,0,0,0,0,0,0.0048099
20,0.00109488,0.00397673,0.00825928,0.017237,0.00765593,0,0,0.0100082,0,0.0208789,0.00520638,0.037042,0.0160617,0.0264227,0.00612181,0.00532478,0.00625338,0.00379168,0.00563023,0.00773896,0.0272672,0.00516165,0.00560162,0.00435959,0.0130818,0.00753743,0.00629482,0.00476893,0.00297479,0.00278768,0.0180647,0.0195396,0.0114122,0.00686196,0,0,0.00432356,0,0.0156444,0.00202833,0.0361829,0.0382337,0.0289485,0.00946558,0.0119484,0.0109846,0.00474016,0.0252829,0.00570791,0.00803039,0.0167939,0.0304399,0.0116282,0.0238233,0.014262,0.00415671,0.00141139,0.00171416,0.00186616,0.00491514,0,0,0,0,0,0.00476001
21,0.00312932,0.00501907,0.00722537,0.017142,0.00714341,0,0,0.0109729,0,0.0208329,0.00572687,0.03676,0.0171628,0.0267153,0.00694795,0.0051971,0.00679268,0.00369033,0.00633211,0.00861343,0.0270376,0.00509746,0.0055872,0.00470769,0.0136664,0.00655144,0.00661526,0.0044944,0.00319465,0.00347427,0.0180393,0.021874,0.0107477,0.00729391,0,0,0.00311395,0,0.0157704,0.00319021,0.0363454,0.0406603,0.0283412,0.0096581,0.0115727,0.00989087,0.00449082,0.0253543,0.00616857,0.00748443,0.0172792,0.0293822,0.0126669,0.0246716,0.0131415,0.0031625,0.00442336,0.00232448,0.00236909,0.00534272,0,0,0,0,0,0.00506132
22,0.0135973,0.0049602,0.0078966,0.0167095,0.007286,0,0,0.0128048,0,0.0207842,0.00685524,0.0364131,0.017684,0.0270647,0.00698787,0.00558953,0.0189564,0.00384656,0.00728032,0.0092217,0.0271385,0.00491418,0.00519476,0.00451881,0.0140896,0.0072964,0.00752123,0.00369291,0.00385178,0.00555234,0.0183879,0.023721,0.0100596,0.0271105,0,0,0.00533415,0,0.0161639,0.00323717,0.0364695,0.0422,0.0283791,0.0101119,0.00942782,0.0172526,0.00426622,0.0252555,0.0064871,0.00668002,0.0172387,0.0283464,0.0137363,0.0246754,0.0120256,0.00634762,0.00416418,0.000591966,0.0152495,0.0221141,0,0,0,0,0,0.00516641
23,0.00344552,0.00407092,0.0087777,0.0172235,0.00802876,0,0,0.0121808,0,0.0207002,0.00585569,0.0362959,0.0184803,0.0272523,0.00671464,0.00519934,0.00670979,0.00444533,0.00827158,0.00942627,0.0271529,0.00531714,0.00546222,0.00462815,0.0143704,0.008071,0.0070533,0.00473075,0.003212,0.00787157,0.0178785,0.0257201,0.00942322,0.00781863,0,0,0.00409689,0,0.0156755,0.00218306,0.0363501,0.0437747,0.0273809,0.0105328,0.0101606,0.00826403,0.0043245,0.0256335,0.00727163,0.00617122,0.0176655,0.0273673,0.014118,0.0250161,0.0115724,0.00292981,0.00214268,0.00182893,0.0017412,0.00680967,0,0,0,0,0,0.00516773
24,0.00324518,0.00369966,0.00982942,0.0174006,0.00870801,0,0,0.0121484,0,0.0206186,0.00562327,0.0362087,0.019113,0.0271185,0.0064347,0.00496035,0.00602842,0.00439265,0.00861195,0.00887288,0.0267041,0.00548023,0.00550106,0.00450334,0.0140011,0.00921114,0.00700394,0.00482678,0.00299416,0.010866,0.0179243,0.0273924,0.00877286,0.00738543,0,0,0.00380868,0,0.0157307,0.00212888,0.0361029,0.0442314,0.0269072,0.0108986,0.00960299,0.00807456,0.00446491,0.0257995,0.00775283,0.00562021,0.0179117,0.0262345,0.0147869,0.0248775,0.0113991,0.00289364,0.00253077,0.00185529,0.00144697,0.00656279,0,0,0,0,0,0.00518912
25,0.00304729,0.00337034,0.0103425,0.0175492,0.00885428,0,0,0.0121042,0,0.0205262,0.00533909,0.0360608,0.0192455,0.0269326,0.00665969,0.00464394,0.00534382,0.00416837,0.00875386,0.00831316,0.0259925,0.00553443,0.00550539,0.00411037,0.0134971,0.0100113,0.00691107,0.00486188,0.00279636,0.0141954,0.017987,0.0286118,0.00805354,0.00678984,0,0,0.00337109,0,0.0157474,0.00200962,0.0356994,0.0438266,0.0264723,0.0111632,0.00885111,0.00809132,0.00476967,0.0259933,0.0081057,0.0051823,0.0181088,0.024998,0.0159609,0.02447,0.0119462,0.00288591,0.00262182,0.00180335,0.00113336,0.0062348,0,0,0,0,0,0.00518797
26,0.00285498,0.00316331,0.0100597,0.0177562,0.00841523,0,0,0.0121617,0,0.0204625,0.00510039,0.0357554,0.0189835,0.0268473,0.00702614,0.00433729,0.00468157,0.00427343,0.00880893,0.00800453,0.0253394,0.0053776,0.00543431,0.00361252,0.0130298,0.0098724,0.00685258,0.00483084,0.00258313,0.0176604,0.0180067,0.0295207,0.00713824,0.00612712,0,0,0.00286133,0,0.015676,0.00189335,0.0354462,0.0426906,0.026135,0.0113051,0.00801401,0.00826128,0.00516446,0.026183,0.00830322,0.00486386,0.0183815,0.0237246,0.0168147,0.0238967,0.0127922,0.00291792,0.00230766,0.00169761,0.00083432,0.00582729,0,0,0,0,0,0.00524282
27,0.0028942,0.00314624,0.00930116,0.0180728,0.00772841,0,0,0.0123858,0,0.0204429,0.00501903,0.0352781,0.0183835,0.0267701,0.00750431,0.00413433,0.00418208,0.00463483,0.00876075,0.00821582,0.0249193,0.00513416,0.00543712,0.0031933,0.0127895,0.00913945,0.00684907,0.0048266,0.00242554,0.0209887,0.0180403,0.0299472,0.00626613,0.00548,0,0,0.00215755,0,0.0156054,0.00188953,0.0353576,0.0407355,0.0258778,0.0113615,0.00716744,0.00855961,0.00547822,0.026277,0.00833709,0.00457342,0.0186218,0.0226974,0.0172782,0.0231921,0.0129103,0.00284736,0.00205443,0.00166248,0.000729943,0.005356,0,0,0,0,0,0.00529015
28,0.00135656,0.00198034,0.00936743,0.0181886,0.00685702,0,0,0.0136486,0,0.0203999,0.00542604,0.0354239,0.0170029,0.026373,0.00743417,0.00523679,0.00419008,0.00443092,0.00761656,0.00836314,0.0246125,0.0047878,0.0051998,0.00278652,0.012639,0.00945288,0.00737859,0.00503511,0.00253204,0.0252571,0.0179719,0.0297642,0.00568758,0.00610458,0,0,0.00337865,0,0.0158186,0.00219253,0.035866,0.0377435,0.0272219,0.0114284,0.00318823,0.00688248,0.0103727,0.0222822,0.00749372,0.0102301,0.0221603,0.023137,0.0184391,0.0259175,0.00586999,0.00292832,0.00212694,0.00159908,0.00148218,0.00597012,0,0,0,0,0,0.00432238
29,0.00137753,0.00165342,0.00850598,0.0186784,0.00623465,0,0,0.013754,0,0.0199494,0.00551764,0.0352492,0.0161457,0.0264234,0.00752027,0.00565822,0.00392668,0.0047762,0.00755985,0.00891591,0.0246115,0.00489622,0.0057373,0.00278617,0.0128609,0.00854499,0.00732741,0.00519883,0.00249905,0.0276618,0.0180982,0.0319615,0.00498548,0.00589225,0,0,0.00308946,0,0.0158989,0.00197967,0.0359219,0.0407559,0.0269917,0.0109536,0.00241521,0.00659438,0.0103001,0.0220164,0.00704542,0.00990643,0.0241161,0.0217341,0.0202424,0.0286216,0.00674077,0.00283987,0.00192941,0.00139349,0.00142783,0.00597216,0,0,0,0,0,0.00395981
30,0.00175088,0.00148413,0.00768708,0.01658,0.00584522,0,0,0.0100259,0,0.021627,0.0043574,0.0354272,0.0154507,0.0264395,0.00756015,0.00580241,0.00337374,0.0050629,0.00749383,0.00922305,0.0246165,0.00499165,0.00613717,0.00277203,0.012956,0.00750842,0.0058442,0,0.00309673,0.028288,0.0180239,0.0328638,0.00426037,0.0060638,0,0,0.00363021,0,0.015951,0.00215201,0.0358772,0.0425399,0.0265836,0.0109377,0.00192321,0.00556137,0.0101695,0.0217252,0.0067608,0.00928501,0.0254677,0.0202492,0.0217758,0.0304556,0.0071326,0.003099,0.00166958,0.00135472,0.00178268,0.00577916,0,0,0,0,0,0.00366376
31,0.00225609,0.0018356,0.00698742,0.0188485,0.0056034,0,0,0.0118687,0,0.0198972,0.00449633,0.0357469,0.0148828,0.0264632,0.00758624,0.00609673,0.00293495,0.0052127,0.00714982,0.00914253,0.0245237,0.00483777,0.00601393,0.0025843,0.0128228,0.00655149,0.00628773,0.00454262,0.00133528,0.0272128,0.0182497,0.0325566,0.0035936,0.00512235,0,0,0.00221745,0,0.0158838,0.00133783,0.0357951,0.0433129,0.0260916,0.0111875,0.00131756,0.00657134,0.00987776,0.0213887,0.0069641,0.00850098,0.0263182,0.018744,0.0232371,0.0315344,0.00694604,0.00280681,0.000988532,0.000924021,0.00070709,0.00553521,0,0,0,0,0,0.00358349
32,0.00269571,0.00138939,0.00638011,0.018714,0.00542181,0,0,0.0110061,0,0.0200769,0.00388978,0.036062,0.0143675,0.0263851,0.00744471,0.00631992,0.00238668,0.00530989,0.00680932,0.00890647,0.0242908,0.00452664,0.00551896,0.00233861,0.0125891,0.00571504,0.00551188,0.0040607,0.000667334,0.0249865,0.0183758,0.0311044,0.00330817,0.00490371,0,0,0.00172211,0,0.015927,0.000925644,0.0357315,0.0426541,0.025555,0.0113759,0.000814219,0.00618378,0.0093239,0.0210983,0.00761153,0.00758262,0.0267422,0.017315,0.0244684,0.0319462,0.00730554,0.00260562,0.00040441,0.000663706,0.000594184,0.00559174,0,0,0,0,0,0.00356625
33,0.00499251,0.00252778,0.00593794,0.0187776,0.00519947,0,0,0.0113144,0,0.0199164,0.00426454,0.0362899,0.0138092,0.0262581,0.00724124,0.00672751,0.00240248,0.00538181,0.0066231,0.00874586,0.0239382,0.00419298,0.00500696,0.00216272,0.0123301,0.00530442,0.00560123,0.00361353,0.000529913,0.0214636,0.0184831,0.0289582,0.00373688,0.00410833,0,0,0.00974655,0,0.0159594,0.00555967,0.0358335,0.0408561,0.0251225,0.011373,0.000205634,0.00741447,0.00843161,0.0208235,0.00834797,0.00655619,0.0268482,0.0161642,0.0252694,0.0318511,0.00872609,0.00317463,0.00332916,0.000790843,0.00159682,0.004329,0,0,0,0,0,0.0035305
34,0.00398229,0.00175651,0.00578391,0.0191239,0.0048805,0,0,0.0102008,0,0.0197755,0.00350996,0.0363309,0.0130872,0.026372,0.00709365,0.00768145,0.00279456,0.00531285,0.00646435,0.00858575,0.0235604,0.00390009,0.00463476,0.00199926,0.0120458,0.00523492,0.00492677,0.00382163,0.000592969,0.0175695,0.0186407,0.0267626,0.00440267,0.00413821,0,0,0.00259548,0,0.0158507,0.00121821,0.0361155,0.0385265,0.0248276,0.0111728,0.00153456,0.0077431,0.00729273,0.0205044,0.00889567,0.00559349,0.0267076,0.0153771,0.0256687,0.0313464,0.0120282,0.00261771,0.00137168,0.000425351,0.00187254,0.00469529,0,0,0,0,0,0.00382864
35,0.00394436,0.00184571,0.00577371,0.0193529,0.00424997,0,0,0.00949024,0,0.0196378,0.00328076,0.0362561,0.0123142,0.0265012,0.00717176,0.00793812,0.00279952,0.00535699,0.00648054,0.00857855,0.0233627,0.00374856,0.00475756,0.00188976,0.0119444,0.00537322,0.0044369,0.00373418,0.000770957,0.014827,0.0187496,0.0251493,0.00493323,0.00413778,0,0,0.00299871,0,0.0159343,0.00123791,0.0362702,0.0364471,0.0246349,0.0108618,0.00239156,0.00750038,0.00631088,0.0201282,0.00924485,0.00474016,0.0263457,0.0149922,0.0257498,0.0305603,0.0162086,0.00238167,0.00181356,0.000765037,0.0023331,0.00480405,0,0,0,0,0,0.00393733
36,0.00384866,0.00176452,0.00578428,0.019448,0.00342549,0,0,0.00876037,0,0.0196037,0.00304362,0.0361821,0.0113306,0.0265063,0.00689907,0.00767069,0.00277301,0.00552887,0.00634201,0.00857663,0.0235358,0.00343581,0.00487304,0.00169739,0.0119477,0.0056468,0.00394527,0.00362055,0.000962965,0.0130123,0.0188357,0.0243145,0.00524085,0.00422807,0,0,0.00328988,0,0.0160269,0.0012269,0.0360179,0.0354699,0.0245657,0.0107504,0.00285408,0.0072541,0.00576928,0.0196687,0.00945018,0.00404994,0.0259727,0.0148904,0.0257103,0.0297253,0.0186982,0.00214777,0.00217399,0.00106658,0.00262801,0.00483619,0,0,0,0,0,0.00364421
