Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI
162,0.00564354,0.00188457,0.00842809,0.0184296,0.00334268,0,0,0.00546541,0,0.0201431,0.00185154,0.0351638,0.00836224,0.0267492,0.0085218,0.00114886,0.00362515,0.0069554,0.00892567,0.00902666,0.0256389,0.0056881,0.0102372,0.00188049,0.0118192,0.0104193,0.0031579,0.00463512,0.000915635,0.0236399,0.0188995,0.0218551,0.00627278,0.0050665,0,0,0.00484637,0,0.0163551,0.00234946,0.0358996,0.0206882,0.023913,0.0168174,0.000971067,0.00394665,0.0033896,0.0188388,0.00565687,0.00310185,0.0235746,0.0111726,0.0236947,0.0239949,0.027051,0.0019175,0.00128118,0.00123468,0.00353507,0.00437509,0,0,0,0,0,0.000757361
163,0.00543785,0.002221,0.00902432,0.0184457,0.00350624,0,0,0.00584443,0,0.0199819,0.00199491,0.0356778,0.00727522,0.0262738,0.00797683,0.00121544,0.00403875,0.00661096,0.0084798,0.00860685,0.0255877,0.00550211,0.00991405,0.00190221,0.0114095,0.0111216,0.00362003,0.00467567,0.000690164,0.0148079,0.0187991,0.0169081,0.00699307,0.0052299,0,0,0.00499926,0,0.0163123,0.00249878,0.0358238,0.0194778,0.0246184,0.0168481,0.00111502,0.00403679,0.00388695,0.017891,0.00732894,0.00272954,0.0245168,0.0108656,0.0233376,0.0256064,0.0195291,0.00225198,0.00111172,0.00118764,0.00395753,0.00417913,0,0,0,0,0,0.00106062
164,0.00558212,0.00237005,0.00980329,0.0183569,0.00368119,0,0,0.00598718,0,0.0200788,0.00210494,0.0358732,0.00643976,0.0259874,0.0076236,0.00120011,0.00442965,0.00639254,0.0082652,0.00819902,0.0255065,0.00544336,0.00969077,0.0019185,0.0110162,0.0121184,0.00412122,0.00481468,0.000690024,0.0132778,0.0186851,0.0171024,0.00741299,0.00515577,0,0,0.00503657,0,0.0161983,0.00255293,0.0357761,0.0215045,0.024873,0.0176798,0.00154707,0.00425677,0.00417173,0.017626,0.00743705,0.00332525,0.0252327,0.0112326,0.0236743,0.0266953,0.0187269,0.00238123,0.00121283,0.00119375,0.00427193,0.00394419,0,0,0,0,0,0.00158941
165,0.00567698,0.00263361,0.0104673,0.018412,0.00408852,0,0,0.00629712,0,0.0202962,0.00224539,0.0363174,0.00555533,0.025619,0.00729669,0.00140861,0.00500249,0.00605676,0.00787621,0.00788411,0.0254075,0.0052577,0.00947287,0.00203553,0.0106664,0.0128393,0.00488385,0.00505525,0.000738391,0.0106972,0.0185959,0.0226457,0.00787094,0.00512286,0,0,0.00537905,0,0.0161214,0.00283758,0.0358864,0.0309875,0.0255711,0.0178838,0.00256033,0.00463499,0.00548017,0.0172631,0.00875046,0.00491262,0.0270729,0.0139064,0.0254604,0.0299153,0.0144191,0.00260748,0.00152641,0.000768585,0.00437888,0.00375313,0,0,0,0,0,0.00186038
166,0.00531328,0.00263446,0.0114422,0.0186623,0.00473914,0,0,0.00604686,0,0.0203242,0.00218787,0.0363156,0.00507287,0.0255174,0.00701939,0.00152382,0.00508427,0.00593564,0.00778752,0.00767128,0.0253899,0.00517011,0.00964288,0.00217171,0.0104623,0.0139532,0.00518662,0.00524397,0.000926021,0.00975558,0.0186548,0.0227297,0.00787184,0.00540356,0,0,0.00443417,0,0.0162146,0.00233532,0.0361622,0.0312222,0.0256801,0.0183795,0.00263156,0.00422902,0.00539269,0.0173445,0.00837068,0.00540787,0.0274965,0.0138814,0.0256945,0.0303539,0.0143156,0.00246067,0.00153995,0.000645829,0.00471934,0.00405208,0,0,0,0,0,0.00187275
167,0.00528676,0.00272934,0.0123037,0.0188141,0.0053123,0,0,0.00604439,0,0.0203366,0.0022883,0.0362828,0.00477432,0.0253968,0.00685021,0.00171923,0.00511977,0.00582265,0.00775623,0.00759125,0.025393,0.00519226,0.00994578,0.00226057,0.0103422,0.0150653,0.00569018,0.00534794,0.000994366,0.00990969,0.018624,0.0231142,0.00801615,0.0054313,0,0,0.00402946,0,0.0161494,0.0021672,0.0362951,0.0314518,0.0257522,0.0186734,0.00282639,0.00415289,0.00548155,0.0175363,0.0082237,0.00584597,0.0279027,0.0136914,0.0260897,0.0308024,0.0143709,0.00232113,0.00175692,0.000492973,0.00483138,0.00421348,0,0,0,0,0,0.00204753
168,0.00523655,0.0027824,0.0132212,0.0187967,0.00587054,0,0,0.00599257,0,0.0202748,0.00239987,0.0361279,0.004737,0.0253066,0.00679994,0.0019265,0.005088,0.00586473,0.00778343,0.00755279,0.0255224,0.00538709,0.0103663,0.00240858,0.0102564,0.0161995,0.00610907,0.00540519,0.00103137,0.0101884,0.0185983,0.0236789,0.00806708,0.00537138,0,0,0.00361639,0,0.0160679,0.00197571,0.0363076,0.0319408,0.0257802,0.0187055,0.00304577,0.00411172,0.00563959,0.0177402,0.00819594,0.00613186,0.0281745,0.0134925,0.0264976,0.031122,0.0144373,0.00220041,0.00196283,0.000477791,0.00481132,0.00440724,0,0,0,0,0,0.00212503
169,0.00505388,0.0027768,0.0141202,0.0188101,0.00650585,0,0,0.00586588,0,0.0201943,0.0024267,0.0359918,0.00477936,0.0251886,0.0067708,0.00215969,0.00494307,0.00593662,0.00772443,0.00751501,0.0256694,0.00560524,0.0107247,0.00259803,0.0101634,0.0172222,0.00643169,0.00545668,0.00104013,0.0106249,0.0186076,0.0241797,0.00811482,0.00525525,0,0,0.00313292,0,0.016005,0.00175976,0.0366798,0.0325134,0.025832,0.0187564,0.00342512,0.0040468,0.00581559,0.0179462,0.00836646,0.0062647,0.0283338,0.0133597,0.026803,0.0312663,0.014801,0.00204124,0.0021966,0.000490357,0.00465272,0.004588,0,0,0,0,0,0.0022866
170,0.00680536,0.00306341,0.0150897,0.0188135,0.00718456,0,0,0.00595745,0,0.0201124,0.00247237,0.0359205,0.00487771,0.0249611,0.00675591,0.0025291,0.00485414,0.00602864,0.00768699,0.00752026,0.025812,0.00570788,0.0110158,0.00278835,0.0100945,0.0183853,0.00689257,0.00544561,0.000936411,0.012051,0.0185926,0.0246753,0.00814707,0.00434993,0,0,0.0128941,0,0.0161167,0.00700688,0.0372694,0.0328428,0.0259442,0.0189672,0.00385461,0.0050653,0.00604555,0.0182428,0.00848212,0.00639438,0.0284624,0.0132395,0.0270531,0.0313708,0.0160027,0.00489276,0.00257844,0.000883357,0.00318146,0.00329321,0,0,0,0,0,0.00243526
171,0.00375579,0.00248496,0.0160626,0.0188437,0.00787254,0,0,0.00455078,0,0.0200709,0.00183545,0.0358948,0.00508403,0.0249428,0.00647161,0.00272003,0.00479951,0.00594008,0.00759717,0.00742707,0.0259555,0.00577062,0.0111976,0.00299534,0.00993265,0.0195528,0.00610856,0.00576082,0.00142184,0.0131558,0.0186139,0.0251964,0.00827775,0.0053146,0,0,0.00179033,0,0.0159832,0.00121554,0.0377689,0.0334428,0.0260448,0.019333,0.00446581,0.00370077,0.00630154,0.0185476,0.00846033,0.00658092,0.0285605,0.013219,0.0272712,0.0313276,0.0170387,0.00178469,0.00253754,0.000489991,0.00415984,0.00472433,0,0,0,0,0,0.00257779
172,0.00337343,0.00227415,0.0171715,0.0187966,0.0084832,0,0,0.00400116,0,0.0201447,0.00170018,0.035846,0.00531995,0.0248882,0.00624432,0.00303966,0.00478925,0.00583528,0.0075778,0.00716337,0.0260881,0.00570943,0.0113178,0.00311855,0.0097914,0.0208544,0.00589107,0.00586372,0.00137805,0.0138055,0.0186169,0.0255355,0.0083636,0.00514476,0,0,0.00182283,0,0.0159629,0.00121123,0.0381199,0.0340249,0.0261919,0.0198036,0.00507256,0.00377083,0.006641,0.0188993,0.00849019,0.00683854,0.0285208,0.013218,0.0273133,0.0311065,0.0175916,0.00155842,0.00215285,0.000412252,0.00379901,0.00464063,0,0,0,0,0,0.0027095
173,0.00314962,0.00185253,0.0182995,0.0189242,0.00898007,0,0,0.00296774,0,0.020154,0.00166904,0.0350976,0.00585992,0.0250694,0.00611081,0.00338053,0.00457361,0.00581237,0.0076997,0.0068149,0.0263345,0.0057272,0.0114618,0.00320896,0.00967631,0.0223413,0.005408,0.00592147,0.00145008,0.0173055,0.0186611,0.0220135,0.0078189,0.00478089,0,0,0.00213088,0,0.015896,0.00112405,0.0383799,0.0296424,0.0259693,0.0210629,0.00464416,0.0039842,0.00700998,0.0202426,0.00685841,0.00723023,0.0271529,0.010728,0.0258412,0.0285929,0.0209298,0.00152548,0.00179633,0.00037427,0.00342526,0.00443951,0,0,0,0,0,0.00288203
174,0.00290937,0.00164169,0.0194363,0.0189703,0.00957557,0,0,0.00181933,0,0.0200593,0.00165991,0.0343683,0.00645852,0.0252646,0.00584597,0.00383316,0.00451053,0.0058482,0.00771931,0.00649424,0.026584,0.00586828,0.0116368,0.0034546,0.00955353,0.0238243,0.00468603,0.00604829,0.00155486,0.0259047,0.0186876,0.0265917,0.0073232,0.00451903,0,0,0.00274784,0,0.0158645,0.00120546,0.038728,0.0347677,0.0259856,0.0222873,0.0043896,0.00429484,0.00810607,0.0221519,0.00573588,0.00852162,0.0263693,0.0127999,0.0261466,0.0277258,0.0270422,0.00176585,0.00127764,0.000362434,0.00311876,0.00441494,0,0,0,0,0,0.00344847
175,0.00313619,0.00145568,0.0206984,0.0187969,0.010156,0,0,0.00214214,0,0.0200365,0.00145667,0.0346215,0.00696514,0.0253589,0.00576188,0.00368748,0.00370647,0.00581583,0.00770196,0.00654281,0.0266866,0.00593954,0.0118792,0.00368275,0.00945011,0.0253467,0.00466924,0.00589374,0.00102922,0.0277443,0.0186278,0.0280517,0.0075142,0.00454383,0,0,0.00480867,0,0.0158065,0.00233307,0.0389553,0.0366696,0.0261223,0.0226147,0.00529862,0.00425413,0.00885027,0.0226993,0.00593724,0.00966304,0.0263833,0.0146063,0.02639,0.0279218,0.0285387,0.0015258,0.000306967,0.000472249,0.0030093,0.00465205,0,0,0,0,0,0.00362513
176,0.00249245,0.00164682,0.0218364,0.0186951,0.0108041,0,0,0.00142983,0,0.0201197,0.00130113,0.0347684,0.00750577,0.0254091,0.00558832,0.00386671,0.00343719,0.00590294,0.00761299,0.00667985,0.0268412,0.00603723,0.0121547,0.00389801,0.00934642,0.0266818,0.00404322,0.0060043,0.000950315,0.0289721,0.0186004,0.0286163,0.00747172,0.00494255,0,0,0.00381307,0,0.015792,0.00181589,0.0391844,0.0372277,0.0263481,0.0226604,0.00585812,0.0040001,0.00966589,0.0230873,0.00614085,0.0107196,0.0263136,0.0165702,0.0263606,0.027904,0.0300154,0.00184345,0.000302541,0.000504466,0.00326976,0.00513584,0,0,0,0,0,0.00391724
177,0.00200287,0.00195787,0.0226371,0.0185978,0.0113614,0,0,0.000811888,0,0.0201801,0.00113785,0.0348188,0.00806678,0.0253751,0.00533936,0.00412341,0.00316311,0.00624325,0.00746116,0.00660293,0.0270056,0.00607595,0.0123177,0.00407354,0.00919482,0.0275635,0.00344821,0.00608678,0.000758885,0.0300174,0.0185552,0.0283708,0.00735129,0.0053733,0,0,0.003058,0,0.015767,0.00143369,0.0394821,0.0365083,0.026681,0.0224785,0.00639728,0.0038215,0.0105419,0.0234287,0.00629104,0.0116494,0.0260579,0.0186437,0.0260528,0.0275015,0.0315404,0.00214972,0.000311915,0.000589062,0.00354859,0.00558155,0,0,0,0,0,0.00391147
178,0.00169671,0.00246468,0.0233101,0.0184993,0.0118614,0,0,0.000449781,0,0.0202576,0.00102423,0.0349673,0.00876996,0.0253332,0.00523534,0.00447438,0.00289606,0.00641156,0.00725507,0.00648046,0.0271987,0.00609385,0.0122745,0.00419532,0.00908965,0.0283584,0.00287304,0.00617647,0.000652716,0.0308093,0.0185136,0.0271275,0.00711148,0.00583385,0,0,0.00244485,0,0.0157566,0.00115493,0.0398861,0.034298,0.0271111,0.0219374,0.00701929,0.00368841,0.0110453,0.0235111,0.00648735,0.0124124,0.0252206,0.0207244,0.0252607,0.02651,0.0330659,0.00233429,0.00036393,0.000624477,0.00378033,0.00603071,0,0,0,0,0,0.00405367
179,0.00167043,0.00333358,0.0239859,0.0184106,0.0123394,0,0,0.00100689,0,0.020336,0.00100021,0.0352598,0.00955625,0.0253017,0.00521987,0.00487613,0.00270828,0.00647887,0.00704405,0.00636163,0.0274018,0.00612246,0.0122393,0.00433619,0.00897985,0.0291639,0.00232842,0.00630467,0.000638789,0.0315385,0.0184909,0.0251925,0.00674578,0.00631652,0,0,0.00182505,0,0.0157653,0.000928724,0.0403898,0.0309801,0.0276517,0.0209856,0.00763542,0.00366815,0.0113007,0.023345,0.00666617,0.0129688,0.0237502,0.0228508,0.0238479,0.024806,0.0344495,0.00254832,0.000447395,0.000567142,0.00388901,0.00652094,0,0,0,0,0,0.00427076
180,0.00194319,0.00395117,0.0246372,0.0183076,0.0127675,0,0,0.00169864,0,0.0204312,0.00101639,0.0355908,0.0103912,0.0253479,0.00506004,0.00515388,0.00268199,0.00657916,0.00695682,0.00636105,0.0276588,0.00605537,0.0121839,0.00445823,0.00895076,0.0299202,0.0019312,0.00646034,0.000693345,0.0319721,0.0184662,0.022848,0.00635081,0.00683898,0,0,0.00118494,0,0.0157874,0.000825522,0.0408402,0.0271029,0.0282571,0.0197968,0.00824359,0.00371523,0.0113496,0.0230056,0.00664208,0.0132047,0.021863,0.0251737,0.0218491,0.0224545,0.0356091,0.0026873,0.000596058,0.0005427,0.00395466,0.00708008,0,0,0,0,0,0.00445033
181,0.00240506,0.00436985,0.0251586,0.0182165,0.0131219,0,0,0.00239635,0,0.0205605,0.0010395,0.0358456,0.0112311,0.025426,0.00491168,0.00532687,0.00269094,0.00673777,0.00695719,0.0063511,0.0277591,0.00597392,0.0121093,0.00454726,0.00887213,0.0305468,0.00167073,0.00661655,0.000800198,0.0319597,0.0184143,0.0200437,0.0059137,0.00736512,0,0,0.000559843,0,0.0157984,0.000889139,0.0410862,0.0228753,0.0289495,0.0182369,0.00885534,0.00387343,0.0112142,0.0225696,0.00646158,0.0130982,0.0195807,0.0276907,0.0193012,0.0196665,0.036143,0.00269485,0.000821011,0.000571667,0.00395396,0.00763653,0,0,0,0,0,0.00461507
182,0.00337675,0.00438492,0.0256514,0.0181269,0.013353,0,0,0.00304281,0,0.0207431,0.00112779,0.0359525,0.012106,0.0253863,0.00485499,0.00555718,0.00322406,0.00692092,0.00708262,0.00635103,0.027682,0.00589989,0.0120289,0.0046127,0.00876551,0.0310925,0.00181407,0.00682546,0.000915033,0.0312913,0.018305,0.0166565,0.00537057,0.00699369,0,0,0.00973451,0,0.015879,0.00566507,0.0411233,0.0182215,0.029713,0.0161372,0.00921918,0.00597483,0.0108494,0.022114,0.00623614,0.01267,0.0168891,0.0303287,0.0162958,0.016496,0.035924,0.00405984,0.00357081,0.00165761,0.00281639,0.0073808,0,0,0,0,0,0.00483763
183,0.00382313,0.00531867,0.0259367,0.0180672,0.0134969,0,0,0.00441483,0,0.0209585,0.00179083,0.0359619,0.0130813,0.0255014,0.00466574,0.00561456,0.00332729,0.00695848,0.00706276,0.00627526,0.0276019,0.00589853,0.0118026,0.00473858,0.00858386,0.0313931,0.00127386,0.00717822,0.00124112,0.0299595,0.0183069,0.012842,0.00484835,0.00817378,0,0,0.00244315,0,0.0157374,0.00169316,0.0409652,0.0131987,0.0304073,0.0134836,0.00955248,0.00519156,0.0102761,0.0216324,0.00587697,0.011951,0.013941,0.0329555,0.013155,0.013156,0.0350168,0.00360662,0.00199927,0.000681775,0.00368915,0.00852332,0,0,0,0,0,0.00515266
184,0.00411141,0.00560207,0.0261746,0.0179791,0.0135483,0,0,0.00498274,0,0.0211036,0.00190188,0.0359557,0.0139793,0.0255289,0.0045452,0.00574255,0.00327076,0.00702724,0.00715848,0.00638544,0.0275248,0.00579637,0.0115291,0.00476753,0.00841415,0.0316944,0.00139248,0.00731836,0.00131073,0.0278515,0.0182434,0.00895746,0.00440611,0.00844598,0,0,0.00260619,0,0.0157489,0.00180386,0.0407876,0.00834107,0.030986,0.0104298,0.0097809,0.00540667,0.00953785,0.0210506,0.00544113,0.0110077,0.0111574,0.0354141,0.0103623,0.010161,0.033025,0.00339793,0.00194085,0.000811318,0.00371909,0.00884519,0,0,0,0,0,0.00534155
185,0.0043305,0.00592732,0.026369,0.0179201,0.0135571,0,0,0.00550035,0,0.0211892,0.00204167,0.0360175,0.0148632,0.0255394,0.00434976,0.00582722,0.00322366,0.00707851,0.00729782,0.00655274,0.0274312,0.00569403,0.0112882,0.00477494,0.00825145,0.0318585,0.00160402,0.00739633,0.00139549,0.0249283,0.0181806,0.00608409,0.00416223,0.00867515,0,0,0.00284134,0,0.0157612,0.00194611,0.0405927,0.0055057,0.0314248,0.00728763,0.0100421,0.00560571,0.00855036,0.0202938,0.00507087,0.00988558,0.00925763,0.03761,0.00866561,0.00859183,0.0297071,0.00328281,0.00180221,0.000963131,0.00385454,0.00911463,0,0,0,0,0,0.00548457
186,0.00451765,0.00626567,0.0267788,0.0178621,0.0138551,0,0,0.00603197,0,0.0212313,0.00223937,0.0362298,0.0158832,0.0255978,0.00431525,0.0058788,0.00322869,0.00710304,0.00744003,0.00635273,0.0273725,0.00574791,0.0112469,0.00487614,0.00809558,0.0322499,0.00186279,0.00746374,0.00150962,0.0215582,0.0181205,0.00627748,0.0040605,0.00887145,0,0,0.00309537,0,0.0157741,0.00216888,0.0402804,0.00761716,0.0318569,0.00464152,0.0102763,0.00588534,0.00743738,0.0194441,0.00499773,0.00869015,0.00933048,0.0396324,0.00890547,0.00977818,0.0256168,0.00324594,0.0016728,0.00109544,0.00408475,0.0093462,0,0,0,0,0,0.00562686
187,0.00469363,0.0065753,0.0271637,0.0177972,0.0142931,0,0,0.00654015,0,0.0212995,0.00248241,0.0365521,0.0169672,0.0256751,0.00428576,0.0059552,0.00327738,0.00712576,0.00757009,0.0063236,0.0273699,0.00584413,0.0113638,0.00498368,0.00794691,0.0326071,0.00211943,0.0075636,0.00164861,0.0180627,0.0180601,0.00909064,0.00411693,0.0090652,0,0,0.00334946,0,0.0157953,0.00241134,0.0399048,0.0122766,0.0322491,0.00482689,0.0105514,0.0061909,0.00627135,0.0185545,0.00525346,0.00744434,0.0118923,0.0415284,0.0110775,0.0134244,0.0208909,0.00313663,0.00158383,0.00123147,0.00436281,0.00954192,0,0,0,0,0,0.00573077
188,0.00475321,0.00685241,0.0274004,0.0176376,0.0145189,0,0,0.00677953,0,0.0214139,0.0025352,0.0369585,0.018048,0.0257103,0.00415785,0.00600436,0.00309365,0.00723041,0.00773138,0.00672583,0.027403,0.00584465,0.0112567,0.00498363,0.0078214,0.0328374,0.0023648,0.00751202,0.00171401,0.0147619,0.0179863,0.0123399,0.00448631,0.00921097,0,0,0.00370812,0,0.015847,0.00283258,0.0395104,0.0170828,0.0325364,0.00826865,0.0110919,0.0063354,0.00529818,0.0177202,0.00571582,0.00625828,0.0157862,0.0431817,0.0140872,0.0179493,0.0160155,0.00299848,0.00133905,0.00144145,0.00475955,0.00964814,0,0,0,0,0,0.00565783
189,0.00507439,0.00712713,0.0277699,0.0174327,0.0148005,0,0,0.0071522,0,0.0214987,0.00260502,0.0373015,0.0192089,0.0257222,0.00407796,0.00591609,0.00311015,0.00735378,0.00783856,0.0069363,0.0275338,0.00590548,0.0112658,0.00502103,0.00777891,0.0332538,0.00246829,0.00730028,0.00173123,0.0126233,0.0179297,0.0159259,0.00470819,0.0095212,0,0,0.00424137,0,0.0158515,0.00296455,0.0391164,0.0214575,0.0328693,0.0132807,0.0113259,0.00640565,0.00464638,0.0172414,0.0061772,0.00493372,0.0203238,0.0445795,0.0173383,0.0228624,0.0119723,0.00330075,0.00166375,0.00149428,0.00502167,0.00991549,0,0,0,0,0,0.00575908
190,0.0053373,0.0073951,0.0281636,0.0173158,0.0150342,0,0,0.00750885,0,0.0215527,0.00272338,0.0375746,0.0203683,0.0256215,0.00413795,0.00570206,0.00311483,0.00746834,0.00792982,0.00689701,0.0277177,0.00600047,0.0114008,0.00514033,0.00779056,0.0337312,0.00260529,0.00720254,0.00178668,0.0116138,0.0178876,0.0190085,0.0049424,0.00974968,0,0,0.00480524,0,0.0158564,0.00313617,0.038874,0.0249576,0.0331278,0.0181696,0.0115234,0.00655449,0.00429927,0.0170665,0.00665983,0.00347682,0.0245223,0.0455949,0.0200839,0.0271178,0.00864187,0.00350747,0.00196288,0.00152458,0.00534971,0.0101082,0,0,0,0,0,0.0058464
191,0.00548525,0.00753361,0.028428,0.0172595,0.0151695,0,0,0.00781439,0,0.0215831,0.00289924,0.0378147,0.0214478,0.0253922,0.00427815,0.0054319,0.00309826,0.00751371,0.0079731,0.00663126,0.0278631,0.00612458,0.0116184,0.00519692,0.00786507,0.0341691,0.00274133,0.0072145,0.00185719,0.0113071,0.0178699,0.0212584,0.00508938,0.00986448,0,0,0.00519785,0,0.0158954,0.00328197,0.0388423,0.0274545,0.0333145,0.0224406,0.0116527,0.00662765,0.00416914,0.0171639,0.00699658,0.00194618,0.0278092,0.0461967,0.0221029,0.0303863,0.0062998,0.00366206,0.00205238,0.00159194,0.0056837,0.0102058,0,0,0,0,0,0.00594906
192,0.00551303,0.00754814,0.028524,0.0171774,0.0150372,0,0,0.00803543,0,0.0216325,0.00309468,0.0380568,0.0223294,0.0250862,0.00451508,0.00507879,0.00307579,0.00748736,0.00796383,0.00645152,0.0277565,0.00614965,0.0117839,0.00518791,0.00793591,0.0344514,0.00286425,0.00724889,0.00193636,0.0111432,0.0178478,0.02267,0.00501373,0.00987043,0,0,0.00532601,0,0.0159223,0.00335381,0.0389181,0.0291646,0.0334548,0.0255664,0.0117201,0.006608,0.00421777,0.0174394,0.00709944,0.000801609,0.0298772,0.0464623,0.0233783,0.0325356,0.00513089,0.0036504,0.00198775,0.00166269,0.00598478,0.0101824,0,0,0,0,0,0.00608288
193,0.00470241,0.00719964,0.0286693,0.0170985,0.0147574,0,0,0.00787874,0,0.0216239,0.00304096,0.0382072,0.022993,0.0246612,0.00480895,0.0049039,0.00329225,0.00742597,0.00795472,0.00617311,0.0276159,0.00615575,0.0119265,0.00511708,0.00806723,0.0349157,0.00298848,0.00719498,0.00197868,0.0114751,0.0178332,0.0237864,0.00471414,0.00894841,0,0,0.00989176,0,0.0160257,0.00680398,0.0390021,0.0311518,0.0336006,0.0279601,0.0113922,0.00773826,0.00423704,0.0179374,0.00729208,0.000869116,0.031325,0.0464605,0.024173,0.0343201,0.00530547,0.00509952,0.00344304,0.00224025,0.00604487,0.00932153,0,0,0,0,0,0.00636157
194,0.0055475,0.00721498,0.0286789,0.0170667,0.0144848,0,0,0.00864703,0,0.0215954,0.00342967,0.038432,0.0235073,0.0244072,0.00503196,0.00470353,0.00315261,0.00729759,0.0078443,0.00568356,0.0274935,0.00617606,0.0119738,0.00499904,0.00822434,0.0352572,0.00291614,0.00731384,0.00204279,0.012226,0.0178742,0.0253724,0.0047788,0.00965437,0,0,0.00509471,0,0.0159264,0.00326398,0.0386985,0.0348097,0.0335497,0.029103,0.0110973,0.00659998,0.00367585,0.0184274,0.00714501,0.00197997,0.0326373,0.0465927,0.0250451,0.036332,0.00540706,0.00357822,0.00186522,0.00165025,0.00598497,0.0097905,0,0,0,0,0,0.00672157
195,0.00550905,0.00705639,0.0283417,0.0170131,0.0140396,0,0,0.00867366,0,0.0217045,0.00341866,0.0384029,0.0238067,0.0242667,0.00527473,0.00465853,0.00317244,0.00715909,0.00771101,0.00551532,0.0273093,0.00625361,0.0120006,0.00483221,0.00848143,0.0353273,0.00295869,0.00739273,0.00212053,0.0122216,0.0178427,0.0255321,0.00467748,0.00959743,0,0,0.00516366,0,0.0159134,0.00333987,0.0383706,0.0363989,0.0336579,0.0280466,0.0109197,0.00662323,0.0036872,0.0187119,0.00714274,0.00223837,0.0326163,0.046823,0.0251142,0.0367399,0.00526167,0.00353334,0.00183528,0.00168481,0.0060217,0.00957789,0,0,0,0,0,0.00697063
196,0.00550851,0.00689102,0.02781,0.0169869,0.0134233,0,0,0.00869492,0,0.0217948,0.00341295,0.0382039,0.0240345,0.0241977,0.0055708,0.0047706,0.00326755,0.00704343,0.00758594,0.00519637,0.0270994,0.00640105,0.0120623,0.00470835,0.00877738,0.0352189,0.00298439,0.00747881,0.00218601,0.0113459,0.0178221,0.0246937,0.0044535,0.00952974,0,0,0.00523989,0,0.0159025,0.00342148,0.0380361,0.0357512,0.0338494,0.0255618,0.0106331,0.0066173,0.00424564,0.0189438,0.0070348,0.0026627,0.0314708,0.0469302,0.024448,0.0357516,0.00488642,0.00356017,0.0017607,0.00171602,0.00594716,0.00941295,0,0,0,0,0,0.00722263
197,0.00556738,0.00672942,0.0271189,0.0169637,0.0127159,0,0,0.00863633,0,0.0218608,0.00339812,0.0379146,0.024183,0.0241452,0.00590072,0.00502455,0.00341796,0.00694024,0.00746363,0.00480001,0.026875,0.00658935,0.0121344,0.0045857,0.00907931,0.0350103,0.00299061,0.00756887,0.00225218,0.00945503,0.0178178,0.0230744,0.00420309,0.00946429,0,0,0.00538991,0,0.0158978,0.0035083,0.0379509,0.0331706,0.0341492,0.0224711,0.0103471,0.00668243,0.00529473,0.0192881,0.00727547,0.00378414,0.0294202,0.0467687,0.0231192,0.0336249,0.00395829,0.00356843,0.00171922,0.00175216,0.0057864,0.00931798,0,0,0,0,0,0.00744964
198,0.00562393,0.00656244,0.0263132,0.0169582,0.0120472,0,0,0.00839985,0,0.0219092,0.00332538,0.0376503,0.0242624,0.0240355,0.00627933,0.00533463,0.00350866,0.00680936,0.00735672,0.00424946,0.0266939,0.00679567,0.0121537,0.00446737,0.00942075,0.0347756,0.00298181,0.00765935,0.00229773,0.00815877,0.017823,0.0214846,0.00405538,0.00942057,0,0,0.00559786,0,0.015884,0.00360036,0.0381337,0.0301977,0.034583,0.0205028,0.0100528,0.00684285,0.00629402,0.0200527,0.00787401,0.00502163,0.027637,0.0463361,0.0218328,0.0317051,0.00371163,0.00364087,0.00169709,0.00175848,0.00555778,0.00925901,0,0,0,0,0,0.00767305
199,0.00579685,0.00649126,0.0253814,0.0169293,0.0114746,0,0,0.00804099,0,0.0219968,0.00318834,0.0374971,0.0242059,0.0238431,0.00665867,0.00551171,0.00362857,0.00668627,0.00721701,0.00364893,0.0265275,0.00699499,0.0120767,0.00440117,0.00974471,0.0344529,0.00304683,0.00776726,0.00233773,0.00882082,0.0178071,0.020458,0.00381165,0.0094997,0,0,0.00595932,0,0.0158795,0.00383494,0.0384543,0.0281128,0.035116,0.0203823,0.0098902,0.00705112,0.00695993,0.0212644,0.00904568,0.00601689,0.0265014,0.0457946,0.0208894,0.0304101,0.0064002,0.00387189,0.00170339,0.00181321,0.00545285,0.00930423,0,0,0,0,0,0.00780649
