Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LWRA
80,0.0126712,0.0186415,0.0441738,0.0211617,0.022391,0.0086403,0,0,0.00850132,0,0.0162886,0.00600616,0.032191,0.0131696,0.0261419,0.0124368,0.0100712,0.03354,0.00917796,0.0156549,0.00970273,0.0289641,0.0115693,0.0213177,0.0104739,0.00621787,0.0533191,0.00778883,0.00619529,0.0121767,0.0187433,0.0206205,0.00365768,0.0205774,0,0,0.00856012,0,0.0145852,0.00527516,0.0413779,0.0303642,0.0285101,0.0056736,0.00642996,0.0304298,0.00523938,0.0194989,0.00894083,0.00735117,0.0188713,0.017509,0.0186756,0.0222109,0.0220779,0.015452,0.00311063,0.00296516,0.0283404,0.0193225,0,0,0,0,0,0.00238584
81,0.0120893,0.0183593,0.044747,0.0209229,0.0229584,0.00869851,0,0,0.00890758,0,0.0165131,0.00645664,0.0323636,0.0139169,0.0261618,0.0123936,0.0100799,0.0328677,0.00894847,0.0153454,0.00954763,0.0290501,0.0116015,0.0213386,0.0105916,0.00601389,0.0538346,0.00782291,0.00667616,0.0132865,0.0187092,0.0221111,0.00347854,0.0199559,0,0,0.00883379,0,0.014619,0.00553852,0.0417558,0.0333895,0.0290962,0.00464469,0.00644466,0.0299446,0.00552893,0.0193411,0.00852786,0.00736163,0.0188232,0.0183052,0.0183548,0.022797,0.0243969,0.0155193,0.0031056,0.00301125,0.0278713,0.0188221,0,0,0,0,0,0.0024317
82,0.0116121,0.0180925,0.0452534,0.0208551,0.0234704,0.00874479,0,0,0.00941416,0,0.0168375,0.00693854,0.0327292,0.0147284,0.0262252,0.0122522,0.0101422,0.0321613,0.00881378,0.0149122,0.00942866,0.029074,0.0116876,0.0214431,0.0108148,0.00579207,0.0543221,0.00780945,0.00716206,0.0145519,0.0186331,0.0236829,0.00308057,0.0193191,0,0,0.00921738,0,0.0146077,0.00581941,0.0422989,0.036514,0.0296868,0.00359673,0.00670809,0.0294689,0.00566482,0.0188754,0.00844522,0.00714442,0.0188386,0.0193241,0.0179711,0.0235886,0.0271068,0.015666,0.00313784,0.00303011,0.0274459,0.0183636,0,0,0,0,0,0.00250601
83,0.0112013,0.0178882,0.0456427,0.0206667,0.0238552,0.00881382,0,0,0.00999105,0,0.0170138,0.00744361,0.0332354,0.0155192,0.0263309,0.0121484,0.0101555,0.0314988,0.00871685,0.0145969,0.00922647,0.029061,0.0117688,0.0215889,0.0110486,0.00557658,0.0547826,0.00787852,0.00755232,0.0160388,0.0185332,0.0251594,0.00257764,0.0187228,0,0,0.00971259,0,0.0145653,0.00605082,0.0428591,0.0392833,0.0303099,0.00264227,0.0071476,0.0290619,0.00565859,0.0181456,0.00836245,0.00671429,0.0187249,0.0206011,0.0174561,0.0246293,0.0299737,0.0158391,0.0032017,0.00305383,0.0270581,0.0179319,0,0,0,0,0,0.00262901
84,0.0108088,0.0176589,0.0458419,0.0204057,0.0241651,0.00883964,0,0,0.0106295,0,0.0172027,0.00795092,0.0336773,0.0162976,0.0264547,0.0120747,0.0100803,0.0308135,0.00864733,0.0144248,0.00906799,0.029034,0.0117603,0.0214615,0.0111911,0.00540298,0.0549645,0.00807246,0.00796526,0.0176734,0.0184919,0.0263893,0.00210901,0.0181407,0,0,0.0101524,0,0.0145927,0.00631915,0.0432976,0.041527,0.0309579,0.00196142,0.00769168,0.0286291,0.00547362,0.0172551,0.00797044,0.00607163,0.0184001,0.0221293,0.0167424,0.0255263,0.0327752,0.0159941,0.00325056,0.00314161,0.0266526,0.0174556,0,0,0,0,0,0.00271916
85,0.0103803,0.0173761,0.0458421,0.0201146,0.0244873,0.00881039,0,0,0.0112126,0,0.0174158,0.00843514,0.033892,0.0170738,0.0265786,0.0118931,0.00990647,0.0300251,0.00864416,0.0142992,0.00889761,0.0289772,0.0117112,0.0212991,0.0113067,0.0052696,0.0548601,0.00835653,0.00837017,0.019276,0.0184137,0.0269512,0.00172115,0.0174673,0,0,0.0106211,0,0.0145791,0.00661138,0.0434726,0.0433698,0.0316207,0.00193795,0.00833012,0.0281188,0.00515297,0.016246,0.00773043,0.00527612,0.0178524,0.02386,0.015798,0.0259321,0.0354899,0.0161648,0.00333628,0.00321819,0.0261163,0.0168854,0,0,0,0,0,0.00281175
86,0.0100809,0.0170873,0.0457838,0.0198492,0.0248689,0.00872215,0,0,0.0118305,0,0.0176216,0.00891872,0.0339046,0.0178474,0.0267443,0.0116674,0.00971146,0.0292941,0.00843101,0.0142234,0.00870674,0.0288688,0.0116709,0.0211738,0.0113388,0.00515843,0.0546266,0.00864285,0.00874993,0.0206528,0.018382,0.0272265,0.00146518,0.0169056,0,0,0.0110422,0,0.0146246,0.00692676,0.0434099,0.0445027,0.0322868,0.00285009,0.0090572,0.0276677,0.00487811,0.0151519,0.00784869,0.00456165,0.0170477,0.0257417,0.0147058,0.0257867,0.037965,0.0163126,0.00337597,0.0033352,0.0256136,0.0163802,0,0,0,0,0,0.00293604
87,0.00996471,0.0168729,0.0456402,0.0197626,0.0250692,0.00856955,0,0,0.0124384,0,0.0178423,0.00947374,0.0339586,0.0186561,0.0269393,0.011527,0.00956552,0.0286916,0.00821038,0.0141667,0.00851412,0.0286862,0.0115571,0.0208265,0.0114345,0.00508506,0.0542772,0.00893797,0.0090729,0.0215733,0.0183519,0.0274438,0.0015558,0.0164926,0,0,0.0114287,0,0.0146635,0.00720852,0.0433939,0.0449643,0.032925,0.00458755,0.00991442,0.0272607,0.00485474,0.0139595,0.00802522,0.00427255,0.0160977,0.0277729,0.0137198,0.0252507,0.0395804,0.0164452,0.0033981,0.00343544,0.0252367,0.015978,0,0,0,0,0,0.00313831
88,0.00993153,0.0167502,0.0454446,0.0196863,0.0251122,0.00839015,0,0,0.0130394,0,0.0180671,0.00997164,0.0341572,0.019508,0.0272028,0.011586,0.0095355,0.0281438,0.00797965,0.014162,0.00834146,0.0284593,0.0114486,0.0205049,0.011507,0.00504403,0.0539123,0.00923908,0.00936664,0.0218739,0.0183037,0.0274372,0.00208575,0.0161551,0,0,0.0118257,0,0.0146876,0.00750307,0.0434963,0.0444372,0.0335654,0.00685432,0.0109166,0.0269172,0.00527449,0.0127253,0.00844309,0.0045995,0.0151941,0.0299547,0.0131117,0.0244972,0.0399164,0.0166011,0.00344551,0.00353769,0.024959,0.0156572,0,0,0,0,0,0.00338051
89,0.0098858,0.0166767,0.0451395,0.0194609,0.0250744,0.00825282,0,0,0.0136313,0,0.0183055,0.0104942,0.0343217,0.0204475,0.0274753,0.0115456,0.0096383,0.0276714,0.00791537,0.014093,0.00818619,0.0282766,0.0113808,0.020381,0.0115119,0.00502993,0.0534961,0.0097505,0.00966184,0.021722,0.0182087,0.0266463,0.00280238,0.0158679,0,0,0.0123023,0,0.0146682,0.00779996,0.0436319,0.0427882,0.0342373,0.00950385,0.0118778,0.0266851,0.00600322,0.0116904,0.00908548,0.00538676,0.0148082,0.0321797,0.0131762,0.0236939,0.0388929,0.016831,0.00353896,0.00360656,0.0247263,0.0154241,0,0,0,0,0,0.00349523
90,0.0098539,0.0166286,0.0449054,0.0192216,0.0251069,0.00824917,0,0,0.0141789,0,0.0185176,0.0109429,0.0344876,0.0214554,0.0277275,0.0114404,0.00980249,0.0272195,0.00784612,0.0139737,0.00803789,0.0281563,0.0113366,0.0203537,0.0114871,0.00502603,0.0531722,0.0102485,0.00993455,0.0213095,0.0180777,0.0248657,0.00347126,0.0155778,0,0,0.0127966,0,0.0146062,0.00810579,0.043801,0.0399905,0.0349159,0.0124852,0.0127068,0.026448,0.00688336,0.0110012,0.00992768,0.0063667,0.0151708,0.0342787,0.0138094,0.0226201,0.0369371,0.0170528,0.00368695,0.00366962,0.0245016,0.0152534,0,0,0,0,0,0.00358304
91,0.00993261,0.0166107,0.0447764,0.0190341,0.0252146,0.0083775,0,0,0.0145552,0,0.0186063,0.011219,0.0346093,0.022546,0.0279645,0.0113386,0.00996479,0.0268662,0.00786675,0.0138483,0.00789479,0.028089,0.0113453,0.0202189,0.0114886,0.00501034,0.0529887,0.0106148,0.0101224,0.0205989,0.0180518,0.0227317,0.00396944,0.0152769,0,0,0.0131241,0,0.0146322,0.00835986,0.0440037,0.0365128,0.0355694,0.0155937,0.0134455,0.0261258,0.00777363,0.0106699,0.0105441,0.00734605,0.0166815,0.0362094,0.0147791,0.0225005,0.0343226,0.0171553,0.00377056,0.00377597,0.0242902,0.0151396,0,0,0,0,0,0.00371813
92,0.0100163,0.0165761,0.0447385,0.0188555,0.02539,0.00858384,0,0,0.0148966,0,0.0187187,0.0114516,0.0347108,0.023716,0.0281925,0.0113168,0.0100765,0.0265905,0.00770288,0.0137418,0.00776066,0.0280878,0.011469,0.0201959,0.0116183,0.005012,0.0529721,0.010995,0.010316,0.0194366,0.0179992,0.0208573,0.00434568,0.0149905,0,0,0.0134,0,0.0146198,0.0085502,0.044288,0.0325454,0.0361627,0.0185219,0.0139946,0.0258174,0.00853176,0.0107641,0.0108621,0.00821498,0.0187998,0.03798,0.0161134,0.023164,0.0313253,0.0172274,0.003838,0.00382591,0.0241432,0.0150602,0,0,0,0,0,0.00381846
93,0.0101419,0.0165579,0.0447421,0.0188329,0.0255778,0.00884382,0,0,0.0152132,0,0.0188607,0.0117564,0.034795,0.0249029,0.0283357,0.0113762,0.0100803,0.0265003,0.00793536,0.0136342,0.00763842,0.0280787,0.0116445,0.0203218,0.011837,0.005001,0.0530979,0.0113137,0.0104942,0.0179636,0.0179176,0.0197469,0.00470224,0.014778,0,0,0.0136269,0,0.0145667,0.00869096,0.0445897,0.0286501,0.036665,0.0210825,0.0143016,0.0255288,0.00911665,0.0112095,0.0111297,0.00897155,0.0209182,0.0394871,0.0175366,0.0241072,0.0281954,0.0172588,0.00391242,0.0038725,0.0240511,0.0150363,0,0,0,0,0,0.00390884
94,0.0101873,0.0165809,0.0448104,0.0187611,0.0257321,0.00922782,0,0,0.0154439,0,0.0189452,0.0119769,0.0348169,0.0260237,0.0283641,0.011607,0.00995669,0.0265165,0.00803349,0.0135928,0.0075695,0.0280711,0.0118453,0.0205448,0.0119975,0.00499145,0.0533776,0.0115645,0.010598,0.0164695,0.0178485,0.0192145,0.00484454,0.0146206,0,0,0.0137721,0,0.0145189,0.00878551,0.0449104,0.025856,0.037075,0.0232574,0.0143774,0.0252915,0.00957171,0.0118439,0.0113923,0.00961995,0.0226839,0.0406803,0.018842,0.0250616,0.0251273,0.0172705,0.00397533,0.00391736,0.0240178,0.0149799,0,0,0,0,0,0.00396039
95,0.0101123,0.0166186,0.0449411,0.0185704,0.0256404,0.0097082,0,0,0.0155479,0,0.0189496,0.0120593,0.0348126,0.0268788,0.0282785,0.0119337,0.00974091,0.0266061,0.0079907,0.0136227,0.00751137,0.0280613,0.0120527,0.0207998,0.0120875,0.00500026,0.0537936,0.0117247,0.0106266,0.0149427,0.0178576,0.0188509,0.00482031,0.0144793,0,0,0.0137742,0,0.0145327,0.00882936,0.0451704,0.0245786,0.0373099,0.0250862,0.0141963,0.0250839,0.00988763,0.0124077,0.0117499,0.00995789,0.0240337,0.0414148,0.0198267,0.0260254,0.0225692,0.0172039,0.00396503,0.00395206,0.0240322,0.0148746,0,0,0,0,0,0.00398911
96,0.0100165,0.0167636,0.045195,0.0185194,0.0254287,0.0102159,0,0,0.0155722,0,0.0189558,0.0120747,0.0347959,0.0275443,0.0280896,0.0122947,0.00949731,0.0268524,0.00798121,0.0137768,0.00746429,0.028115,0.0123172,0.0211343,0.0120517,0.00503429,0.0544491,0.0117625,0.0106407,0.0137171,0.0178941,0.0183267,0.00449266,0.0143049,0,0,0.0136881,0,0.0145405,0.00877994,0.0452087,0.0244139,0.0375761,0.0265661,0.0136572,0.0249502,0.0101512,0.0127554,0.0119377,0.0101653,0.024872,0.0416611,0.0203504,0.0267674,0.0208025,0.0170867,0.00393165,0.00396035,0.0241684,0.0148361,0,0,0,0,0,0.00402577
97,0.00988669,0.0168871,0.0454355,0.0186207,0.0250894,0.0106008,0,0,0.0154673,0,0.0189731,0.0120279,0.0347625,0.0280477,0.0279078,0.0127116,0.00943403,0.0271317,0.00811756,0.0140405,0.00748919,0.0280736,0.012388,0.0213467,0.0119044,0.00508639,0.0550947,0.0116895,0.0106321,0.0135206,0.0179117,0.0180933,0.0041535,0.0141339,0,0,0.013547,0,0.0145194,0.00866311,0.0450741,0.0254505,0.0377082,0.0272399,0.013105,0.0249556,0.0102694,0.0129389,0.0120213,0.0101551,0.0253087,0.0418306,0.0205619,0.0273305,0.0205383,0.0169801,0.00386771,0.00391227,0.0243077,0.0147332,0,0,0,0,0,0.00408991
98,0.00967173,0.0169817,0.0455994,0.0186035,0.0248289,0.0109409,0,0,0.0153493,0,0.0189445,0.0119104,0.0346127,0.0284331,0.0277914,0.0131475,0.00953151,0.0273841,0.00837378,0.0142,0.00760357,0.027981,0.0124688,0.0214915,0.0117003,0.00516426,0.0556741,0.0115987,0.0105662,0.0141663,0.0179665,0.0182819,0.0038191,0.0139651,0,0,0.0133697,0,0.0145425,0.00855384,0.0446006,0.0271202,0.0377986,0.0270415,0.0126108,0.025069,0.0102764,0.0130513,0.0120546,0.0100516,0.0252916,0.0419089,0.0204666,0.0277066,0.0214983,0.0168717,0.0037521,0.00386759,0.0244264,0.0145746,0,0,0,0,0,0.0041154
99,0.00943069,0.017049,0.0455116,0.0186178,0.024367,0.01129,0,0,0.0151855,0,0.0189124,0.0117024,0.0343946,0.0286683,0.0277222,0.0135467,0.00976171,0.0276659,0.0086601,0.0143661,0.00782037,0.0278372,0.0125875,0.021779,0.0114451,0.00530681,0.0562035,0.0114544,0.010443,0.0152687,0.0180063,0.0188837,0.00377373,0.0138244,0,0,0.0131808,0,0.0145295,0.00844976,0.0440225,0.0284101,0.03792,0.0260619,0.012232,0.0252379,0.0102392,0.0131141,0.0120293,0.00993894,0.0248759,0.0418158,0.0200671,0.0278143,0.0232509,0.0167387,0.00358133,0.00381211,0.0245518,0.0144372,0,0,0,0,0,0.00412667
100,0.0091978,0.0170523,0.045113,0.0185576,0.023808,0.0115627,0,0,0.0149439,0,0.0188382,0.0114884,0.0341865,0.0287116,0.0276477,0.0139187,0.0100357,0.0278824,0.00891243,0.0144635,0.00803082,0.0276866,0.0126198,0.0219336,0.0110622,0.00556615,0.056439,0.0112569,0.0102623,0.0168352,0.0180691,0.0199611,0.00405233,0.0137161,0,0,0.0131186,0,0.0145582,0.00840208,0.0434633,0.0296399,0.0380321,0.0243885,0.0120849,0.0253691,0.010122,0.0132258,0.0117968,0.00973248,0.0239433,0.0414793,0.0193349,0.0276295,0.0257191,0.0166632,0.00337336,0.00380367,0.0246119,0.0143047,0,0,0,0,0,0.00414304
101,0.00907753,0.0170514,0.0445376,0.0185846,0.0230445,0.0116722,0,0,0.014697,0,0.0187411,0.0112661,0.0340252,0.0285831,0.0275071,0.0143396,0.0102953,0.0281426,0.00917354,0.0144973,0.00822527,0.0274902,0.012575,0.0219071,0.0106162,0.00587181,0.0564345,0.01101,0.0100192,0.0186897,0.018048,0.0212749,0.00451375,0.0136725,0,0,0.0132852,0,0.0145055,0.00840423,0.0428995,0.0310375,0.0380675,0.0223129,0.0122155,0.0255064,0.00994237,0.0134054,0.0113845,0.00932262,0.0226916,0.0407992,0.0182829,0.027272,0.028586,0.0167631,0.00319146,0.00368483,0.0246747,0.0141802,0,0,0,0,0,0.00417859
102,0.0090453,0.0170614,0.0438077,0.0187106,0.0221639,0.0116531,0,0,0.0144921,0,0.0186227,0.0111619,0.033934,0.0283503,0.0273071,0.014915,0.0105274,0.02847,0.00940979,0.0145484,0.00839804,0.0273501,0.0125955,0.0218212,0.0101099,0.00620211,0.0563463,0.0107588,0.00973679,0.0204494,0.0180814,0.0222711,0.00501326,0.0136155,0,0,0.0135223,0,0.0145033,0.008479,0.0425597,0.0326019,0.0380675,0.0204162,0.012543,0.0255372,0.00978157,0.0135506,0.0110571,0.00886411,0.0214674,0.0397,0.0170066,0.0267868,0.0313191,0.0168998,0.00299929,0.00358645,0.0247096,0.0141029,0,0,0,0,0,0.00422967
103,0.00904236,0.0170839,0.0432112,0.0188466,0.0214745,0.011658,0,0,0.0144066,0,0.0185742,0.0109808,0.0339298,0.0280478,0.0270845,0.0153065,0.0105644,0.0287903,0.00964226,0.0146268,0.00854812,0.0273011,0.0127866,0.0216744,0.0096583,0.00650819,0.0563761,0.0105851,0.00946718,0.022186,0.018157,0.0228209,0.00528162,0.0135924,0,0,0.0138019,0,0.0145605,0.00860076,0.0424436,0.0340416,0.038214,0.0190623,0.0127349,0.0255763,0.00960404,0.0139943,0.010749,0.00849724,0.0203384,0.03842,0.0156901,0.0259931,0.033864,0.0170836,0.00280761,0.00353306,0.0246858,0.0141213,0,0,0,0,0,0.0042272
104,0.00904564,0.017083,0.0426205,0.0189142,0.0207982,0.0115647,0,0,0.0144126,0,0.018542,0.0108476,0.0340268,0.0277151,0.0268091,0.0156731,0.0104159,0.028928,0.00977277,0.0146348,0.00899018,0.027323,0.0130317,0.0215253,0.00930866,0.00679353,0.0564506,0.0104807,0.00920766,0.0243547,0.0182233,0.0237716,0.00521734,0.013616,0,0,0.0142246,0,0.0146759,0.00880885,0.0425274,0.0353558,0.0385578,0.0184338,0.0125054,0.0256261,0.00938001,0.0146915,0.0103944,0.00820343,0.0193172,0.0375218,0.0147316,0.0250159,0.0364965,0.0173586,0.00278687,0.00355945,0.0245901,0.0141477,0,0,0,0,0,0.00423273
105,0.00902564,0.0170159,0.0417046,0.0191467,0.0200128,0.0116552,0,0,0.0144196,0,0.0185966,0.0108324,0.0340749,0.0273066,0.0265487,0.0161954,0.0104467,0.0289574,0.00984471,0.0146146,0.00936133,0.0273805,0.0131844,0.0215826,0.00895369,0.00708243,0.056472,0.0103668,0.00894704,0.0260846,0.0182104,0.0254429,0.00525146,0.0135992,0,0,0.0146608,0,0.0147455,0.00901311,0.0426992,0.0369269,0.0389694,0.0181851,0.01222,0.0256382,0.00909004,0.0152133,0.00997697,0.00781775,0.0185606,0.0374545,0.0145686,0.0241384,0.0387942,0.0176576,0.0034918,0.00355115,0.0244674,0.0142754,0,0,0,0,0,0.00425862
106,0.00892637,0.0169198,0.0403786,0.0192784,0.019148,0.0118934,0,0,0.0142984,0,0.0184454,0.010613,0.0340149,0.026748,0.0262876,0.0167949,0.0107122,0.0288881,0.00992545,0.0146375,0.00976941,0.0273748,0.0133132,0.0216795,0.00870264,0.00740491,0.0562953,0.0101299,0.00864413,0.0255394,0.0181596,0.026243,0.00540367,0.013581,0,0,0.0150906,0,0.0147251,0.00925393,0.0428019,0.038226,0.0392924,0.0172269,0.0119018,0.0257367,0.00851358,0.0153239,0.00964678,0.00692,0.0183284,0.0380098,0.0151823,0.023897,0.0391392,0.0179748,0.00370336,0.00352318,0.0243365,0.0144736,0,0,0,0,0,0.00429199
107,0.0087106,0.01675,0.0389935,0.0192355,0.018146,0.0121225,0,0,0.014064,0,0.0182979,0.0103565,0.033905,0.0261196,0.0260456,0.0172681,0.0110876,0.028609,0.0102301,0.0147977,0.0103893,0.0273314,0.0133879,0.0214063,0.00826294,0.00785012,0.0559815,0.00980058,0.00832179,0.0228496,0.0181692,0.0248712,0.00547492,0.0135538,0,0,0.0153938,0,0.0147448,0.00947878,0.0427127,0.0384013,0.0393607,0.0156849,0.0114203,0.0258911,0.00757322,0.0149043,0.00876632,0.00558686,0.0185901,0.0383138,0.0158919,0.0242372,0.0372372,0.0182392,0.00330822,0.00355452,0.0241644,0.0145238,0,0,0,0,0,0.00429386
108,0.00843773,0.0165436,0.0375884,0.019095,0.0174815,0.0122614,0,0,0.0136616,0,0.0182445,0.0100052,0.0337545,0.0254663,0.0258411,0.0175633,0.0114794,0.0282001,0.0106816,0.0150541,0.0112498,0.0272736,0.0134294,0.0209656,0.00778262,0.00830726,0.0556,0.00939702,0.00788405,0.0201584,0.0181394,0.0225158,0.00539745,0.0135007,0,0,0.0155375,0,0.0147263,0.0095834,0.0422539,0.0377106,0.0392719,0.015378,0.0108162,0.02613,0.00658422,0.0140305,0.00784649,0.00464953,0.0191853,0.0381249,0.0163815,0.0245108,0.0345524,0.018453,0.00313543,0.00358015,0.0239739,0.0144837,0,0,0,0,0,0.00436492
109,0.00817654,0.016403,0.0358504,0.0190308,0.0168959,0.0121836,0,0,0.0132531,0,0.0182987,0.0095334,0.0335266,0.0246298,0.02571,0.0177202,0.0119081,0.0277601,0.0111743,0.0152326,0.0118666,0.0271619,0.0133958,0.0202785,0.00733326,0.00868076,0.0548156,0.00902182,0.00739903,0.019111,0.0180724,0.0210653,0.0053978,0.0135422,0,0,0.0156008,0,0.0146758,0.00960529,0.0414141,0.0369667,0.0393002,0.0172404,0.0103423,0.0264275,0.00602627,0.0128458,0.00771428,0.00449842,0.020017,0.0379384,0.0168428,0.0243962,0.0331581,0.0186099,0.00317965,0.00355678,0.0238823,0.0144755,0,0,0,0,0,0.00447773
110,0.00796839,0.016316,0.0336667,0.0193633,0.016196,0.0118934,0,0,0.0130158,0,0.0179912,0.00927674,0.0331696,0.0235137,0.0256155,0.0177202,0.0122833,0.0273461,0.011659,0.0153249,0.0127182,0.027002,0.0131258,0.0191371,0.00689935,0.00900858,0.0534404,0.00847092,0.00712794,0.0192765,0.0180961,0.0204814,0.00560247,0.0136155,0,0,0.0155616,0,0.0147201,0.00961649,0.0402724,0.0365966,0.0396215,0.0199366,0.0100649,0.0266187,0.0060611,0.0120043,0.00823668,0.00477265,0.0205582,0.0381185,0.0172417,0.0238511,0.0333835,0.0186838,0.0032808,0.00356383,0.0238557,0.0144701,0,0,0,0,0,0.00436788
111,0.00780565,0.0163071,0.0311662,0.0196553,0.0153721,0.0116982,0,0,0.0128127,0,0.0178054,0.00897909,0.0327825,0.0220359,0.025537,0.0174795,0.0126328,0.0270749,0.0121459,0.015289,0.013957,0.0268094,0.0124741,0.0174591,0.00639863,0.0093301,0.0517106,0.00798856,0.0067349,0.0193892,0.0180813,0.0201468,0.00595158,0.0135773,0,0,0.0155085,0,0.0146989,0.00957066,0.0390177,0.0364696,0.0400526,0.0218257,0.00989425,0.0268336,0.00619436,0.0120611,0.00826883,0.00491228,0.020238,0.0383176,0.0173059,0.0229665,0.0340636,0.0187384,0.00324782,0.00353253,0.0239471,0.014349,0,0,0,0,0,0.00435184
112,0.0076899,0.0163943,0.0285971,0.0196662,0.0144006,0.0114628,0,0,0.0125414,0,0.0177786,0.00857454,0.032534,0.0200713,0.0253688,0.0169575,0.0129288,0.0269525,0.0125299,0.0152627,0.0148609,0.0266436,0.0114702,0.0152888,0.00578176,0.00960225,0.0496769,0.00768315,0.00625969,0.0187181,0.0180386,0.0199696,0.00625671,0.013445,0,0,0.0154064,0,0.0146205,0.00947889,0.0379855,0.0366129,0.0403426,0.0220056,0.00970895,0.0270943,0.0059817,0.0129911,0.00733607,0.00471712,0.0191373,0.0380742,0.0168775,0.0220112,0.034328,0.018801,0.00316448,0.00348567,0.0241133,0.0140592,0,0,0,0,0,0.00433888
113,0.00765971,0.0164918,0.0260554,0.0199899,0.0135006,0.0108978,0,0,0.0122973,0,0.0175398,0.00830718,0.0325632,0.0177719,0.0250434,0.0163079,0.0130787,0.0270312,0.0127212,0.0152336,0.0153835,0.0265784,0.0102387,0.0128999,0.0052311,0.00982466,0.0475878,0.00729361,0.00594652,0.0173399,0.0180923,0.0197907,0.00641896,0.0134596,0,0,0.0151761,0,0.0146281,0.00930248,0.0374308,0.0365271,0.0404644,0.0206472,0.00942138,0.0273139,0.00535833,0.0142565,0.00670303,0.00444876,0.0177091,0.0372836,0.016231,0.0209156,0.0334543,0.0187953,0.00309887,0.00341908,0.0243199,0.0137971,0,0,0,0,0,0.00418672
114,0.00745158,0.0165898,0.0233995,0.0200138,0.0127436,0.0100549,0,0,0.0119609,0,0.0175063,0.00790411,0.0327457,0.0155458,0.0245755,0.0156235,0.0131473,0.0271846,0.0127082,0.0149787,0.015985,0.026608,0.00891176,0.0106043,0.00477678,0.010033,0.0450962,0.00723718,0.00549064,0.0159944,0.0182476,0.0192012,0.00654844,0.0134739,0,0,0.0148,0,0.014721,0.00911909,0.0373425,0.0356446,0.0405,0.0190761,0.00893573,0.0275258,0.00451891,0.0152257,0.00665488,0.00424489,0.0165239,0.0363035,0.0156995,0.0198744,0.031894,0.0187101,0.00305552,0.00334658,0.0245085,0.0136312,0,0,0,0,0,0.00403479
115,0.00709407,0.0166821,0.0208243,0.0200996,0.0119833,0.00914226,0,0,0.0115844,0,0.0173463,0.00750202,0.0328809,0.013711,0.0239671,0.0151025,0.0131726,0.0275755,0.0127345,0.0145512,0.0167077,0.0268059,0.00779909,0.00892548,0.00438577,0.0102505,0.0423295,0.00732272,0.00507743,0.015108,0.0182598,0.0183849,0.00666619,0.0135194,0,0,0.0143706,0,0.0146055,0.00875626,0.0375999,0.0339307,0.0405064,0.0183296,0.00816494,0.0278785,0.00380509,0.0156456,0.00690432,0.00410112,0.0159458,0.0354718,0.0154672,0.0190597,0.0302109,0.0185246,0.0028573,0.00314687,0.024737,0.0136182,0,0,0,0,0,0.00380866
116,0.00680061,0.0167088,0.018551,0.0205245,0.0111725,0.00820575,0,0,0.0111032,0,0.0170592,0.00703047,0.0328498,0.012809,0.0233125,0.01478,0.0131484,0.028124,0.012814,0.0141786,0.0173994,0.0271784,0.00697475,0.00789208,0.00399706,0.0104622,0.0396137,0.00753073,0.0047542,0.0143738,0.0183681,0.0174984,0.00669564,0.0135958,0,0,0.0138418,0,0.0145426,0.00832663,0.0380134,0.0319377,0.0405233,0.0187093,0.00723693,0.028172,0.00354099,0.0154201,0.00713734,0.00415519,0.0160114,0.0349149,0.0154571,0.0186729,0.0286477,0.018162,0.00264598,0.00289368,0.0250491,0.0136506,0,0,0,0,0,0.00348579
117,0.00659626,0.0167581,0.0171136,0.0210424,0.0104713,0.00733688,0,0,0.0105061,0,0.0165977,0.00657405,0.0328835,0.0135454,0.0227529,0.0146045,0.0131597,0.0287691,0.0128437,0.0140393,0.0181453,0.0277131,0.00635717,0.00721104,0.00355473,0.0107361,0.0371865,0.00787171,0.0046762,0.0134734,0.0185412,0.016775,0.00656998,0.0136692,0,0,0.0132221,0,0.0145216,0.00780566,0.0384044,0.0300298,0.0405108,0.0196485,0.00627506,0.0283783,0.00382534,0.0149187,0.00702654,0.00460361,0.0163293,0.0346059,0.0154608,0.0186518,0.0268646,0.0176578,0.00250092,0.00269809,0.0254005,0.0136475,0,0,0,0,0,0.00310237
118,0.00640602,0.0168327,0.0171923,0.0214709,0.00996988,0.00673797,0,0,0.00982611,0,0.0160334,0.00621243,0.032789,0.0160382,0.0223239,0.0144747,0.0131143,0.0294104,0.0129667,0.0141778,0.0188966,0.0284251,0.00583842,0.0066582,0.00308908,0.0111575,0.0346691,0.00846711,0.00488309,0.012873,0.0187856,0.01638,0.00650462,0.0136197,0,0,0.0124441,0,0.0145368,0.00728274,0.0384976,0.0284441,0.0405019,0.0204462,0.00570679,0.0283677,0.00433068,0.0144239,0.00693121,0.0054407,0.0166598,0.0345084,0.0153834,0.0188246,0.0254359,0.0170172,0.00243939,0.00258391,0.0257004,0.0136251,0,0,0,0,0,0.00279471
