Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
9,0.0360633,0.0419949,0.0337554,0.0263747,0.0166695,0.017371,0,0,0.0285009,0,0.0142734,0.0125875,0.0360895,0.0256177,0.0290923,0.0128952,0.0355169,0.0222824,0.0108908,0.0109184,0.0151834,0.0307947,0.00252322,0.00770508,0.00254293,0.0136183,0.0381115,0.0238052,0.00406918,0.0081575,0.00822749,0.0185454,0.0105262,0.0212227,0.0602887,0,0,0.0129981,0,0.015445,0.00681177,0.0308754,0.0155956,0.0377061,0.0299684,0.0355216,0.078187,0.00459113,0.0185543,0.00712168,0.00588529,0.0176067,0.0315206,0.0131983,0.0170258,0.0104359,0.0354097,0.00303864,0.00245042,0.0531776,0.0357582,0,0,0,0,0
10,0.0391223,0.0451391,0.0340539,0.0263264,0.0175451,0.0145013,0,0,0.0255785,0,0.0149051,0.0107879,0.036139,0.0240243,0.026696,0.0117601,0.0313594,0.0241855,0.0101723,0.0104088,0.0145449,0.0298674,0.00375338,0.00839625,0.0034104,0.0141103,0.0393398,0.0222425,0.00371293,0.00768687,0.00847417,0.0178279,0.0107202,0.020003,0.0695112,0,0,0.0180173,0,0.0156819,0.00945313,0.0309185,0.0152963,0.0376181,0.0298875,0.0316049,0.0887112,0.00485306,0.0187306,0.0071039,0.0061958,0.0175684,0.0316008,0.0131369,0.0170319,0.0108991,0.0424672,0.00426031,0.00359375,0.0571938,0.0400562,0,0,0,0,0
11,0.0332672,0.0441526,0.0350618,0.028194,0.0181662,0.0177528,0,0,0.0299255,0,0.0144134,0.0123123,0.0362218,0.0230597,0.029023,0.0117072,0.0384321,0.0291189,0.010633,0.0107131,0.0148224,0.0301101,0.00429984,0.00895987,0.00383234,0.0142683,0.0406515,0.0261039,0.00488695,0.00894987,0.00836454,0.0184826,0.0099235,0.0226927,0.0636534,0,0,0.0125837,0,0.0156198,0.00625135,0.0309295,0.0138024,0.0370324,0.0303964,0.0394897,0.0829888,0.00534965,0.0183415,0.00703622,0.00684953,0.0171889,0.0307379,0.0126386,0.0164278,0.0109073,0.0370962,0.00285989,0.00221857,0.0587515,0.0394374,0,0,0,0,0
12,0.0362639,0.0489668,0.0357493,0.0286624,0.0188793,0.0169724,0,0,0.0326596,0,0.0140476,0.0135423,0.0362308,0.0229172,0.0279667,0.0111234,0.0379044,0.0317053,0.010482,0.0106118,0.0147289,0.0297915,0.00517768,0.00914952,0.00439701,0.0146693,0.0415527,0.0290939,0.0054961,0.00926991,0.00830986,0.0180105,0.00914085,0.0224045,0.0696678,0,0,0.0173494,0,0.0156621,0.00903614,0.0308937,0.0126144,0.0364346,0.0311493,0.0395141,0.0918916,0.00557325,0.0185831,0.00689279,0.00703629,0.0173592,0.0304049,0.0125041,0.0163459,0.00969746,0.0433022,0.00374225,0.00338717,0.0628544,0.040824,0,0,0,0,0
13,0.0138452,0.0158246,0.0357218,0.0243339,0.0180999,0.0150884,0,0,0.0175389,0,0.0158219,0.00827803,0.0353752,0.0205459,0.0279053,0.00994359,0.032253,0.0104877,0.010116,0.0112455,0.0141861,0.0281838,0.00571909,0.0100817,0.00431663,0.0145829,0.0428532,0.0129128,0.00333247,0.00564491,0.0081699,0.0202497,0.00984654,0.0223045,0.0209884,0,0,0.0075787,0,0.0142341,0.00446349,0.0313502,0.012904,0.0394747,0.0303146,0.032799,0.0200653,0.00519964,0.0176522,0.00707777,0.00776163,0.0163758,0.0298242,0.0119623,0.015732,0.0114229,0.00484785,0.00414522,0.00378212,0.0226281,0.0164066,0,0,0,0,0
14,0.014817,0.0166022,0.0355336,0.0239864,0.0181447,0.01514,0,0,0.0179828,0,0.0159849,0.00839529,0.0351897,0.0200802,0.0277782,0.00982327,0.0336891,0.0112427,0.0100261,0.0109656,0.014437,0.0276734,0.00591332,0.00943875,0.00433895,0.0145517,0.0425664,0.0129674,0.00358971,0.0057427,0.00787695,0.020306,0.00908737,0.0225077,0.0218514,0,0,0.00860484,0,0.0141797,0.00484657,0.0314532,0.0116197,0.0386602,0.0309195,0.0347483,0.0210946,0.00523649,0.0177021,0.00720099,0.00778066,0.0165643,0.0296506,0.0119998,0.0156365,0.0103794,0.00477528,0.00376915,0.00394484,0.0235734,0.0165322,0,0,0,0,0
15,0.0164459,0.0178599,0.0348363,0.023838,0.0180974,0.0155009,0,0,0.0177733,0,0.0159629,0.00826407,0.0349992,0.0197291,0.0276606,0.0101815,0.0359244,0.0143646,0.0100327,0.0108558,0.0147863,0.0271858,0.00611194,0.0082273,0.00420326,0.0144545,0.0415745,0.0126959,0.00412176,0.00547213,0.0077074,0.0202939,0.00816634,0.0230223,0.0253376,0,0,0.0125328,0,0.0140799,0.00708257,0.0317572,0.0102201,0.0376756,0.031619,0.03755,0.0245855,0.00525633,0.0177923,0.00743422,0.00780816,0.0167982,0.0293859,0.0121269,0.0156131,0.0091066,0.0044705,0.00249362,0.00447386,0.0260216,0.0168482,0,0,0,0,0
16,0.0168619,0.0184969,0.0339543,0.023798,0.0180019,0.0156005,0,0,0.0180993,0,0.0157165,0.00837541,0.0348815,0.0193903,0.0272816,0.0109525,0.036732,0.0144588,0.0102235,0.0112401,0.0147832,0.0266665,0.00627667,0.00726753,0.00384064,0.0143086,0.040011,0.0126513,0.00403517,0.00568535,0.00778477,0.0203593,0.00755541,0.0233057,0.0255542,0,0,0.0133888,0,0.0140559,0.00728574,0.0321333,0.00911954,0.03692,0.0319674,0.0388407,0.0250442,0.00527038,0.0179495,0.00754683,0.00788987,0.0168633,0.0291362,0.0122161,0.015532,0.00845391,0.00448952,0.00209353,0.00455121,0.0266187,0.0167938,0,0,0,0,0
17,0.0172099,0.0190779,0.0326485,0.0239409,0.0179763,0.0159425,0,0,0.0183245,0,0.0155119,0.00845333,0.0347814,0.0192708,0.0269096,0.0121999,0.0375036,0.0149266,0.0106443,0.012078,0.0148223,0.0261852,0.00652122,0.00593938,0.00348215,0.0141103,0.0378008,0.0125587,0.00392152,0.00585784,0.00789732,0.0204054,0.00693964,0.023737,0.025945,0,0,0.0140865,0,0.0140282,0.00757127,0.0325194,0.00809546,0.0361399,0.0324203,0.0401658,0.025762,0.00528075,0.0181219,0.00777332,0.00805717,0.0169513,0.0287948,0.0121865,0.0154425,0.00805717,0.00461965,0.00182561,0.00468466,0.0273554,0.0166475,0,0,0,0,0
18,0.0176708,0.0195551,0.0312944,0.0241295,0.0179646,0.0163065,0,0,0.0185982,0,0.0154719,0.00850388,0.0348002,0.0195876,0.0265697,0.0139383,0.0382344,0.0157321,0.0113302,0.0134069,0.0151509,0.0256837,0.00713436,0.00427965,0.00308227,0.0138034,0.0355131,0.0124969,0.00391738,0.00595612,0.0080631,0.0204761,0.00631726,0.0240744,0.0264657,0,0,0.0146554,0,0.0140178,0.00785632,0.0329719,0.00725432,0.0354302,0.0328743,0.0415226,0.0267041,0.00532525,0.0183002,0.00803151,0.00822744,0.0170432,0.0284482,0.0119668,0.0154032,0.00789783,0.00482946,0.00164723,0.00485921,0.0281925,0.0165701,0,0,0,0,0
19,0.0182395,0.02016,0.0300509,0.024178,0.0179969,0.016718,0,0,0.0189391,0,0.0154221,0.00858955,0.0348568,0.0204985,0.0261652,0.0162127,0.0389671,0.0165996,0.0121875,0.0152688,0.0159671,0.0252054,0.00827292,0.00298151,0.00268712,0.0134144,0.0332123,0.0125595,0.00394126,0.00602215,0.00824661,0.0204956,0.00573053,0.0243313,0.0270886,0,0,0.0151006,0,0.01396,0.00802833,0.0336139,0.00658502,0.0347799,0.0332748,0.0429128,0.027802,0.00540622,0.0185296,0.00828663,0.00849516,0.0171646,0.0281224,0.0118351,0.0153942,0.00793221,0.00510186,0.00151467,0.00502616,0.028904,0.0165913,0,0,0,0,0
20,0.018915,0.020727,0.0287269,0.0241394,0.0180318,0.0171875,0,0,0.0193855,0,0.0153523,0.00870779,0.0348808,0.0219017,0.0256282,0.0192967,0.0397379,0.0173849,0.0133612,0.0178277,0.0174442,0.0246675,0.00991647,0.00346217,0.0026046,0.012917,0.0311227,0.0127227,0.00396207,0.00607595,0.00828869,0.0205697,0.00514402,0.0246692,0.0277985,0,0,0.0154418,0,0.0139484,0.00814469,0.0343571,0.00605125,0.0340524,0.0335924,0.0443747,0.0289435,0.00560696,0.0188085,0.00859295,0.00890797,0.0172222,0.027726,0.0117736,0.0153467,0.00799597,0.00546402,0.00141767,0.00519538,0.0294374,0.0167378,0,0,0,0,0
21,0.0197127,0.0213231,0.0272442,0.0241174,0.017815,0.0177472,0,0,0.0199586,0,0.0152643,0.00889067,0.03477,0.0237687,0.0249639,0.023371,0.0406903,0.0182091,0.0149763,0.021146,0.0189132,0.0240346,0.0119015,0.00587206,0.00314132,0.0122987,0.0290588,0.0130028,0.00399497,0.00615364,0.0082063,0.0207209,0.00457192,0.025006,0.028553,0,0,0.0157164,0,0.0139749,0.00823232,0.03477,0.00566943,0.0331559,0.0339364,0.0460211,0.0300914,0.00597557,0.0190246,0.00879814,0.00934259,0.0172467,0.0272463,0.0116933,0.0153047,0.0079889,0.00593723,0.00129982,0.00536742,0.0301015,0.017032,0,0,0,0,0
22,0.0205245,0.0219916,0.0255019,0.0242151,0.0174636,0.0183392,0,0,0.0204882,0,0.0151212,0.00910162,0.0345922,0.0257708,0.0241368,0.0280312,0.0418882,0.0190978,0.017352,0.0249318,0.0205191,0.0234158,0.0141104,0.00913578,0.00421886,0.0115881,0.0266489,0.0133016,0.00404799,0.00625447,0.00815086,0.0207798,0.00394026,0.025396,0.0292895,0,0,0.0161372,0,0.013904,0.00825242,0.0348828,0.00551847,0.0321363,0.0344056,0.0478603,0.0312228,0.00640955,0.0190266,0.00897846,0.0098081,0.017309,0.0267283,0.0116406,0.0152837,0.00804829,0.00657243,0.00125498,0.00555524,0.0306826,0.0174515,0,0,0,0,0
23,0.0212927,0.0226846,0.0235323,0.0243844,0.0175036,0.0190061,0,0,0.020902,0,0.0150063,0.00924951,0.0345495,0.0276016,0.0233186,0.0322972,0.043125,0.019998,0.0198161,0.0290402,0.0224309,0.0228077,0.0165425,0.0127337,0.00571203,0.0109253,0.0240076,0.0135917,0.004124,0.0063185,0.00818474,0.020776,0.00332383,0.0258181,0.0300258,0,0,0.0167073,0,0.0138036,0.00824889,0.0351614,0.00540105,0.0311539,0.0349347,0.0497304,0.0322651,0.0068777,0.0190703,0.00918222,0.010356,0.0173847,0.0261855,0.0116223,0.0152096,0.00818319,0.00732934,0.00134264,0.00575107,0.0311914,0.0179832,0,0,0,0,0
24,0.0220071,0.0233333,0.0213596,0.0242542,0.0172901,0.0197401,0,0,0.0214203,0,0.0150883,0.00949637,0.0347622,0.028753,0.022769,0.0358303,0.0440222,0.0206255,0.0221092,0.0332057,0.0243436,0.0221119,0.0187666,0.015922,0.00732748,0.0103762,0.0210738,0.0139275,0.00407039,0.00633597,0.0082419,0.0208062,0.00266203,0.0261269,0.0307011,0,0,0.0171691,0,0.0137684,0.00826971,0.0355005,0.00543148,0.0302803,0.0353758,0.0512337,0.0332078,0.00726317,0.0190822,0.0094393,0.0109404,0.0174318,0.0256587,0.0116297,0.0151477,0.00813347,0.00793353,0.00129895,0.00589761,0.0315255,0.0185618,0,0,0,0,0
25,0.022569,0.0239208,0.0188474,0.0243613,0.0164751,0.0204794,0,0,0.0217861,0,0.0150062,0.0096841,0.0351617,0.0290336,0.0223494,0.0388348,0.0450012,0.0213089,0.0239321,0.0371306,0.0259761,0.0215861,0.0205758,0.0186043,0.00887596,0.00986807,0.0180568,0.0142001,0.00408334,0.00642009,0.00827384,0.0208554,0.00218075,0.0263805,0.0313156,0,0,0.0176886,0,0.0137616,0.00847083,0.035922,0.00551504,0.0294201,0.0357398,0.0527776,0.034027,0.00765951,0.0191699,0.0096925,0.0114973,0.0173623,0.0251259,0.0115844,0.0149547,0.0080062,0.00854897,0.00142197,0.00604833,0.031878,0.019157,0,0,0,0,0
26,0.0229658,0.0243929,0.0161641,0.0244708,0.0154102,0.0211504,0,0,0.0219194,0,0.0147123,0.00979707,0.0355987,0.0283597,0.0220923,0.0409485,0.0458953,0.0218887,0.0255126,0.0402482,0.0272173,0.021109,0.0220594,0.021079,0.0102972,0.00946178,0.0150845,0.0143597,0.0041504,0.0065243,0.00840413,0.0208785,0.00196255,0.0265647,0.0318724,0,0,0.0181992,0,0.0137513,0.00863752,0.0363377,0.00566118,0.0287171,0.0360633,0.054231,0.0347303,0.00797974,0.019188,0.0100297,0.0120516,0.017222,0.0246133,0.0115027,0.0147553,0.00845686,0.00908934,0.0016612,0.0061158,0.032198,0.0196983,0,0,0,0,0
27,0.0231227,0.0244998,0.013147,0.0244349,0.0142414,0.0212914,0,0,0.0217546,0,0.0146296,0.00974781,0.0360907,0.0269247,0.021916,0.0421307,0.0459501,0.0219322,0.0266893,0.0422229,0.0276534,0.0204601,0.0231555,0.0228763,0.0116097,0.00926857,0.012318,0.014354,0.00417379,0.00667533,0.00676979,0.0208605,0.00368852,0.0266479,0.0322707,0,0,0.0184636,0,0.0137443,0.00877518,0.0367743,0.01053,0.0283458,0.0337204,0.0546272,0.0352607,0.00871165,0.0181091,0.00863651,0.0115902,0.0143128,0.0252098,0.00767412,0.0124879,0.00766364,0.00936272,0.00168982,0.00622979,0.0319762,0.0200383,0,0,0,0,0
28,0.023132,0.0243131,0.0102362,0.0243318,0.0130432,0.0216687,0,0,0.0215747,0,0.0147202,0.00972193,0.0364874,0.0254623,0.0219721,0.0427722,0.0457239,0.0219129,0.0276004,0.0436192,0.0276138,0.0200445,0.0239418,0.0243782,0.0126434,0.0092066,0.00955791,0.0143459,0.00416651,0.0066759,0.0111502,0.0208351,0.0114176,0.0266494,0.032465,0,0,0.0186632,0,0.0137879,0.0089485,0.0372056,0.0183382,0.0279845,0.0301732,0.0547725,0.0355206,0.00983681,0.0164446,0.00664965,0.010951,0.0109401,0.0275098,0.00397385,0.0112024,0.0121022,0.00942274,0.00186143,0.00628683,0.0316176,0.020202,0,0,0,0,0
29,0.0230611,0.0239653,0.00693675,0.0242407,0.01179,0.021785,0,0,0.0213394,0,0.0148141,0.00960653,0.0369665,0.0240078,0.0221593,0.0427616,0.0454045,0.0216978,0.0279189,0.0442096,0.0270396,0.0197856,0.024491,0.0254893,0.0135179,0.00922126,0.0070621,0.0142518,0.00415992,0.00664795,0.0167027,0.0207585,0.0174939,0.0266655,0.0325542,0,0,0.0188493,0,0.0137902,0.00915409,0.0375597,0.0245225,0.0277782,0.0274749,0.0546702,0.0357198,0.0108249,0.0153146,0.00548423,0.0108006,0.00966173,0.03006,0.00620601,0.0121626,0.0175521,0.00930083,0.00202197,0.00632487,0.0312071,0.0202708,0,0,0,0,0
30,0.0227781,0.0236,0.0045282,0.0241638,0.0103048,0.0218355,0,0,0.0209477,0,0.0148135,0.00936102,0.0374383,0.0222449,0.0225675,0.0419392,0.044899,0.0212906,0.0273974,0.0440081,0.0258682,0.0197927,0.0247025,0.0261793,0.0140837,0.00919484,0.00639754,0.0140004,0.0041472,0.00644362,0.0210363,0.0205166,0.0218539,0.0266628,0.0323263,0,0,0.0191371,0,0.0137212,0.00946359,0.0380017,0.0291274,0.0275858,0.0252799,0.0543964,0.0356164,0.0117514,0.0145195,0.00509062,0.0109189,0.00981366,0.0324711,0.00964405,0.013782,0.0221362,0.00903546,0.0023212,0.00630607,0.0307512,0.0201329,0,0,0,0,0
31,0.0224248,0.0232253,0.00572704,0.024057,0.00858379,0.0217283,0,0,0.0204931,0,0.0148618,0.00909278,0.0378871,0.0199654,0.0230738,0.0403268,0.0442073,0.0206811,0.0261016,0.0429663,0.0241948,0.0199392,0.0244318,0.0263412,0.0144369,0.00900554,0.00997766,0.0137218,0.00408445,0.00636148,0.0240863,0.0203178,0.0247722,0.0266217,0.0320632,0,0,0.0194843,0,0.0137038,0.00985065,0.0384172,0.0322337,0.0275956,0.023826,0.0538515,0.035287,0.0123624,0.0140143,0.00526329,0.0110669,0.0107192,0.0343741,0.0122045,0.0153619,0.0253286,0.00872121,0.00272363,0.00633434,0.0302842,0.0199093,0,0,0,0,0
32,0.0220178,0.0228815,0.0105565,0.0238748,0.00757889,0.0216316,0,0,0.0199714,0,0.0149381,0.00882169,0.0382497,0.0170797,0.0237794,0.0378852,0.0433369,0.0199746,0.0245108,0.0410557,0.0218445,0.0203266,0.0235487,0.0263544,0.0145752,0.00863707,0.0159901,0.0134857,0.0039757,0.00643122,0.0260345,0.0201701,0.0266029,0.0265012,0.0317588,0,0,0.0195546,0,0.0137226,0.01016,0.038642,0.0341711,0.0277135,0.022933,0.0530608,0.0349072,0.0125708,0.0135655,0.00533658,0.0110744,0.0116745,0.0357587,0.0138538,0.0165998,0.0272905,0.00831863,0.00305332,0.0063285,0.0297841,0.0196094,0,0,0,0,0
33,0.0214807,0.0224572,0.0168923,0.0237276,0.00826986,0.0213139,0,0,0.0194348,0,0.0150639,0.00852388,0.0384898,0.0136776,0.0247007,0.0345487,0.0421971,0.019211,0.0222876,0.0380717,0.0191644,0.0210629,0.0221418,0.0261689,0.0144495,0.0081165,0.0231813,0.0131538,0.00385256,0.00650921,0.0262684,0.0200313,0.0267496,0.0263262,0.0312594,0,0,0.0192943,0,0.0137544,0.0102959,0.0386698,0.0342797,0.0278503,0.0225156,0.0520139,0.0344307,0.0124068,0.0133687,0.00523343,0.0109046,0.0119602,0.0362192,0.0143353,0.0168717,0.0275674,0.00788276,0.00317706,0.0062873,0.0292297,0.0191851,0,0,0,0,0
34,0.0208027,0.0218138,0.0236747,0.0236987,0.010889,0.0210176,0,0,0.0188519,0,0.0151894,0.00822439,0.0385779,0.0101044,0.0258307,0.0307151,0.0408096,0.018427,0.0194013,0.0340002,0.0160186,0.0222926,0.0203408,0.0256701,0.0141676,0.00765676,0.0308802,0.0126905,0.00377175,0.00651568,0.0251023,0.0199102,0.0254088,0.026043,0.0306217,0,0,0.0187728,0,0.0137893,0.0102781,0.0387018,0.0327301,0.028115,0.0223976,0.0507476,0.0339269,0.0120457,0.0134448,0.00504956,0.0105755,0.0114764,0.036001,0.0137816,0.0161568,0.0263051,0.00751523,0.00317459,0.00625909,0.0287435,0.0186414,0,0,0,0,0
35,0.020059,0.0211938,0.0301313,0.0235203,0.0145561,0.0207562,0,0,0.0182429,0,0.015131,0.00793257,0.038355,0.0075493,0.0271131,0.0263978,0.0392898,0.0176561,0.0156995,0.0287909,0.0125539,0.0240777,0.0181741,0.0248642,0.0138478,0.00770262,0.0378872,0.0122151,0.00373391,0.00643543,0.0230069,0.0197746,0.0230965,0.0258894,0.0298866,0,0,0.0179772,0,0.0138126,0.0101483,0.0388335,0.0300964,0.0284953,0.0224704,0.0493725,0.0332746,0.011575,0.013682,0.00480306,0.0101433,0.0104415,0.0353725,0.0125116,0.0147143,0.0240365,0.00713223,0.00312022,0.00618022,0.0282573,0.0180247,0,0,0,0,0
36,0.0193322,0.0206352,0.0347952,0.0233589,0.0180547,0.0205106,0,0,0.0176329,0,0.015173,0.00763684,0.0378754,0.00904628,0.028502,0.0211663,0.0377443,0.0168346,0.0116762,0.0226417,0.00917606,0.0261575,0.0157407,0.0233791,0.0132782,0.00859713,0.0427474,0.0117771,0.00366069,0.0064469,0.0204821,0.0196189,0.0203421,0.0258536,0.0291374,0,0,0.0171317,0,0.0138329,0.0100795,0.0390132,0.0269203,0.0287987,0.0226549,0.0479622,0.0325041,0.0110648,0.0140152,0.00454761,0.00972925,0.00899469,0.0345191,0.0108385,0.0127957,0.0212795,0.00671699,0.00299005,0.00607101,0.0277137,0.017414,0,0,0,0,0
