Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
13,0.0123096,0.0112761,0.0330927,0.0209318,0.0211342,0.00380964,0,0,0.0141014,0,0.0167643,0.00921897,0.0333191,0.0256502,0.0209464,0.00792951,0.00745078,0.0122116,0.00580167,0.00750908,0.0110517,0.026072,0.00779271,0.0112848,0.00701457,0.0159076,0.0373639,0.00463714,0.00204232,0.00571764,0.0256172,0.0184878,0.0238239,0.0105257,0.00814343,0,0,0.0141169,0,0.0144178,0.0105503,0.031404,0.0181872,0.0390305,0.0103292,0.00814603,0.00988498,0.0131429,0.0234175,0.0133013,0.0159884,0.00728643,0.0287525,0.0121021,0.00996582,0.0271644,0.00783798,0.00245968,0.00469843,0.0100684,0.00936965,0,0,0,0,0
14,0.0125045,0.01123,0.0341531,0.02112,0.02139,0.005073,0,0,0.0138987,0,0.0165404,0.00907956,0.0330428,0.0247397,0.020734,0.00805229,0.00868526,0.0120197,0.00609531,0.00732708,0.0114413,0.0257743,0.00785157,0.010935,0.00684324,0.0158898,0.0392263,0.00444759,0.00204783,0.00562273,0.0255279,0.0185485,0.0236499,0.0112741,0.00822696,0,0,0.013685,0,0.0143982,0.0101258,0.031574,0.0175264,0.0388645,0.0108818,0.00947878,0.00960913,0.0125808,0.0231496,0.0126725,0.0151743,0.00706585,0.0285808,0.0117622,0.00999866,0.0268115,0.00764277,0.00238016,0.00461035,0.0101804,0.0095967,0,0,0,0,0
15,0.0126392,0.0112128,0.0346326,0.021201,0.0214289,0.0062002,0,0,0.0136113,0,0.0164716,0.00882169,0.0327958,0.0239257,0.0204997,0.00865236,0.00979032,0.011799,0.00650915,0.00737616,0.0121679,0.0253195,0.007811,0.0101736,0.00657437,0.0156973,0.0400533,0.00429707,0.00195302,0.00564272,0.0254476,0.0186418,0.0232466,0.0120739,0.00837686,0,0,0.0133439,0,0.0143913,0.00975109,0.0318023,0.0164656,0.038527,0.011445,0.0108157,0.0093797,0.0119968,0.0227621,0.0120963,0.0143781,0.00698583,0.028397,0.0116083,0.0100469,0.0264629,0.00738755,0.00229992,0.00452689,0.0103185,0.00987799,0,0,0,0,0
16,0.0127376,0.0111509,0.0347825,0.02126,0.0215146,0.00656266,0,0,0.0133299,0,0.0164625,0.00861099,0.0326236,0.0233936,0.0203255,0.00974274,0.0107188,0.0115338,0.0071129,0.00793537,0.0127553,0.0247847,0.00767919,0.00900185,0.00604943,0.0155086,0.0398881,0.00417199,0.00184579,0.00575522,0.0254244,0.0187367,0.0227123,0.0129093,0.00851933,0,0,0.0130333,0,0.0143704,0.0093939,0.0322093,0.0156143,0.0381466,0.0120726,0.0120353,0.00918102,0.0114214,0.0223791,0.0115907,0.0136008,0.00715034,0.0281986,0.0116224,0.0101632,0.0261861,0.00715669,0.00217802,0.00443945,0.0105063,0.0101366,0,0,0,0,0
17,0.0128693,0.0111047,0.0344938,0.0213776,0.0216861,0.00743751,0,0,0.0130295,0,0.0164009,0.00838919,0.0325856,0.023397,0.0202619,0.011349,0.0117804,0.0111745,0.00789364,0.00915614,0.013516,0.0242344,0.00773452,0.00752754,0.0054106,0.0152598,0.0393468,0.00409368,0.00189741,0.00581234,0.0252629,0.0188454,0.0220185,0.0140014,0.00872209,0,0,0.012634,0,0.014322,0.00896013,0.0327305,0.0148817,0.0377687,0.0128915,0.0134435,0.00922289,0.0107549,0.022099,0.0109556,0.0127053,0.00748163,0.0279738,0.0116413,0.0102556,0.0259404,0.00684134,0.00198084,0.00433538,0.0108053,0.0103221,0,0,0,0,0
18,0.0129714,0.0111003,0.0339487,0.0215599,0.0217047,0.00877213,0,0,0.0126011,0,0.0162355,0.00821104,0.0326661,0.0242172,0.0202851,0.0136144,0.0128841,0.0108834,0.00916644,0.0112845,0.0145463,0.0236624,0.00828077,0.00592377,0.00464311,0.0148557,0.0382661,0.00394103,0.00195842,0.00586156,0.0251072,0.0189967,0.0213603,0.0152648,0.00887659,0,0,0.0121113,0,0.0142886,0.00840955,0.0330496,0.0143049,0.0373744,0.0138437,0.0149663,0.00938696,0.010123,0.0219029,0.0103624,0.011835,0.00782489,0.0276755,0.0115842,0.0105098,0.0258092,0.00636586,0.00177298,0.00424145,0.0110898,0.0104457,0,0,0,0,0
19,0.012998,0.0110114,0.0328763,0.0216427,0.0218971,0.0101937,0,0,0.0121883,0,0.0161021,0.00805141,0.0327681,0.02563,0.0203068,0.0167032,0.0140843,0.0105976,0.0109596,0.0143567,0.0159214,0.0230199,0.00945666,0.00457898,0.00384538,0.0143295,0.0362373,0.00390938,0.00190313,0.00590631,0.0252083,0.0191555,0.0207659,0.0165527,0.00898737,0,0,0.0115006,0,0.0142785,0.0078909,0.0333741,0.0134782,0.0370029,0.0148778,0.0165952,0.00970494,0.00948628,0.0216821,0.00972122,0.010921,0.00824517,0.0273513,0.0115874,0.0109841,0.0259176,0.00581376,0.00161009,0.00422965,0.0112911,0.010499,0,0,0,0,0
20,0.0130049,0.0111358,0.0311706,0.0215927,0.0222307,0.0116905,0,0,0.0119246,0,0.0160714,0.00779565,0.0328093,0.0275711,0.0202625,0.0206247,0.0155744,0.0102494,0.013029,0.0181902,0.017708,0.0223614,0.0112304,0.00435087,0.003023,0.0136984,0.033647,0.00406673,0.00186613,0.0059108,0.0254388,0.0192954,0.0200176,0.0175921,0.00909153,0,0,0.0107638,0,0.0142659,0.00742617,0.0337106,0.0127558,0.0366133,0.0160843,0.0184899,0.0101828,0.00875998,0.0214642,0.00893561,0.00993354,0.00874735,0.0270155,0.0116226,0.0113284,0.0262447,0.00515383,0.00146152,0.00426791,0.0114275,0.0104782,0,0,0,0,0
21,0.0130544,0.0112061,0.029083,0.0217002,0.0222588,0.0132521,0,0,0.0118003,0,0.0160792,0.00749606,0.0327861,0.0300674,0.020131,0.0254287,0.0174693,0.00980758,0.0153839,0.0226596,0.0199576,0.0216781,0.013627,0.00624471,0.00277651,0.0130086,0.0307307,0.00432746,0.0018188,0.00590483,0.0255817,0.0194091,0.0190494,0.0187865,0.00919256,0,0,0.00992481,0,0.014219,0.00687306,0.0341013,0.0122537,0.036166,0.0174316,0.0207017,0.0107578,0.00795075,0.0213183,0.00804096,0.00889387,0.0093024,0.0265935,0.011651,0.0115812,0.0265612,0.00435401,0.00130229,0.00432039,0.011576,0.0103803,0,0,0,0,0
22,0.013179,0.0111373,0.0269824,0.0218282,0.0221803,0.0148262,0,0,0.0116605,0,0.0160346,0.00721096,0.0329518,0.0330588,0.0200258,0.0306836,0.0194417,0.00948858,0.0181359,0.027601,0.0224694,0.0209404,0.0164084,0.00958221,0.00363609,0.0123854,0.0273266,0.00464526,0.00187452,0.00588159,0.0256799,0.0195211,0.0182794,0.0200413,0.00937342,0,0,0.00910947,0,0.0141648,0.00626377,0.0345987,0.0117956,0.0356271,0.0187829,0.0228943,0.0115603,0.00722963,0.0212237,0.0071813,0.0079199,0.00986734,0.0261132,0.0116076,0.0119815,0.0268417,0.00358061,0.00116803,0.0044132,0.0117226,0.0102201,0,0,0,0,0
23,0.0132653,0.0112456,0.0244441,0.0218587,0.0218514,0.0163067,0,0,0.0115194,0,0.0160254,0.00702132,0.0333225,0.0353423,0.0200525,0.0355785,0.021243,0.00912939,0.0205932,0.0323488,0.0248782,0.0202393,0.0190925,0.0132567,0.00513606,0.0118499,0.0237863,0.00500942,0.00184871,0.00589006,0.0255641,0.019621,0.0175673,0.0212078,0.00960235,0,0,0.00840683,0,0.0141214,0.00571241,0.0351503,0.0113152,0.0349906,0.0201187,0.0249197,0.0122656,0.00653799,0.0211197,0.00634042,0.00708478,0.0104278,0.0256086,0.0114856,0.012239,0.0269429,0.00307348,0.00102708,0.00452815,0.0117347,0.00997198,0,0,0,0,0
24,0.0134524,0.0114668,0.0214911,0.0218789,0.0208238,0.0176292,0,0,0.0113383,0,0.0160888,0.00687176,0.0337033,0.0360225,0.0203108,0.0395106,0.0225325,0.00881344,0.0227031,0.0364095,0.0267357,0.0195999,0.0213362,0.0166066,0.0068795,0.0112755,0.0202768,0.00520963,0.00180616,0.00593596,0.0254568,0.0196284,0.0170781,0.0221366,0.00988326,0,0,0.00794336,0,0.0140631,0.0053763,0.035793,0.0111576,0.0344017,0.0212827,0.0266271,0.0129358,0.00605977,0.0210325,0.00562179,0.00657167,0.0109963,0.0251427,0.0113989,0.0124335,0.0269803,0.00294685,0.00094292,0.00468711,0.0115854,0.00971523,0,0,0,0,0
25,0.0135835,0.0115479,0.0183727,0.0219479,0.0192648,0.0188701,0,0,0.0111852,0,0.0162119,0.00665494,0.0340969,0.0354743,0.0206271,0.0423792,0.0237862,0.00866344,0.0244358,0.0400315,0.0280891,0.0190094,0.02312,0.0196783,0.00863216,0.0107063,0.0166775,0.00544446,0.00184505,0.00598222,0.0256644,0.019533,0.0169766,0.0229728,0.0101243,0,0,0.00757442,0,0.0139558,0.00510707,0.0364498,0.0114283,0.0338097,0.0225363,0.0283197,0.0135007,0.00568906,0.0210202,0.00485105,0.00633274,0.0117255,0.0245885,0.0116107,0.01298,0.0272915,0.00299543,0.000862583,0.0048454,0.0114583,0.00948537,0,0,0,0,0
26,0.0136532,0.011709,0.0149416,0.0219026,0.0171348,0.0198064,0,0,0.0108809,0,0.0161222,0.00648469,0.0344692,0.0340111,0.0210183,0.0443568,0.0248227,0.00851966,0.0259182,0.0427278,0.0290564,0.0184243,0.0244926,0.0225433,0.0102592,0.0101897,0.0131575,0.00550742,0.00202186,0.00606469,0.0259632,0.0194851,0.0168727,0.023618,0.0103405,0,0,0.00734766,0,0.0138989,0.00487118,0.0369571,0.0117274,0.0332626,0.0236317,0.0297369,0.0140165,0.00536835,0.0209279,0.00420886,0.00641401,0.0123037,0.0240658,0.0118124,0.013563,0.0276623,0.00330122,0.000821057,0.00505453,0.011313,0.00921284,0,0,0,0,0
27,0.0136948,0.0118227,0.0113283,0.0218218,0.014686,0.0204353,0,0,0.0105718,0,0.016072,0.0063482,0.0348142,0.0319507,0.0214388,0.0455371,0.0257392,0.00835469,0.0269603,0.0445625,0.0295645,0.0178786,0.0254917,0.0251784,0.011766,0.00971163,0.0100365,0.00558042,0.0020497,0.00620359,0.0263027,0.0194693,0.0169111,0.0240894,0.010517,0,0,0.00721246,0,0.0138816,0.0046585,0.0374334,0.0121312,0.0327877,0.0245705,0.031035,0.0144307,0.00516178,0.0208774,0.00382377,0.0067454,0.0127562,0.0236231,0.0120063,0.0138757,0.0278842,0.00368338,0.000813513,0.00518757,0.0111991,0.00884156,0,0,0,0,0
28,0.0137228,0.011904,0.00796759,0.0216997,0.0126361,0.0208391,0,0,0.0103059,0,0.016047,0.00623676,0.0351544,0.0297772,0.0218905,0.0459163,0.0264528,0.00812553,0.0274802,0.0456623,0.0294987,0.0174381,0.0260532,0.0272577,0.013068,0.00939009,0.00840987,0.00566205,0.00194292,0.00633215,0.0267413,0.0195033,0.0171732,0.0243898,0.0106677,0,0,0.00713922,0,0.0139104,0.00447716,0.0378539,0.012575,0.0324088,0.0253566,0.032165,0.0147638,0.00506986,0.0208877,0.00363457,0.00721826,0.0130172,0.0232661,0.0121252,0.0140689,0.0281315,0.00397945,0.000894271,0.00525871,0.0112641,0.00846235,0,0,0,0,0
29,0.0136067,0.0119754,0.00616016,0.0216053,0.0109061,0.0210388,0,0,0.00996046,0,0.0160587,0.00607462,0.0356279,0.0276477,0.0223249,0.0454307,0.0268716,0.00784296,0.0273917,0.0458853,0.028518,0.0171788,0.0263095,0.0285608,0.0140996,0.0092289,0.00971337,0.00570544,0.00179888,0.00645531,0.0270525,0.0195573,0.0174572,0.0247153,0.0107195,0,0,0.0070968,0,0.0139587,0.0042801,0.0381218,0.0131044,0.0319437,0.0260208,0.0329397,0.0149427,0.00495674,0.020818,0.00354023,0.0076137,0.0130241,0.0229353,0.0121285,0.0139009,0.0283552,0.00421624,0.00103776,0.00530149,0.0115062,0.00810734,0,0,0,0,0
30,0.0134111,0.0119545,0.00810851,0.0214796,0.00910506,0.0215008,0,0,0.00959129,0,0.0161693,0.0058399,0.0361599,0.0254466,0.022802,0.0441238,0.0270844,0.00772938,0.0266625,0.0452551,0.0269114,0.0171895,0.0261889,0.0291322,0.0146904,0.00907853,0.0135523,0.0057225,0.0017721,0.00649501,0.0272766,0.0194643,0.0178258,0.0249298,0.0107155,0,0,0.00712925,0,0.0139246,0.00424139,0.038433,0.0138192,0.0316026,0.0264898,0.0334492,0.0149637,0.00490496,0.0207775,0.00351591,0.00793626,0.0129714,0.0226713,0.0120975,0.0136212,0.0285101,0.00437313,0.00118897,0.00540449,0.0118254,0.00781257,0,0,0,0,0
31,0.0131819,0.0119521,0.0129672,0.0213113,0.00754849,0.0214481,0,0,0.00919405,0,0.0163199,0.00571595,0.0367447,0.022932,0.0232627,0.0418947,0.0268165,0.0077913,0.0252641,0.0435218,0.0245572,0.0175436,0.0255438,0.0289573,0.0147628,0.0087951,0.0192667,0.00560703,0.00186802,0.0065397,0.0271924,0.0193204,0.0182349,0.0249591,0.0107117,0,0,0.00705345,0,0.0138927,0.0042801,0.0386548,0.0147625,0.0313461,0.0266883,0.0334018,0.0149101,0.0048467,0.0208056,0.00349489,0.0079954,0.0128069,0.022574,0.0120579,0.0132221,0.028329,0.0043101,0.00143505,0.00557032,0.012142,0.00756087,0,0,0,0,0
32,0.0128382,0.011798,0.0193644,0.0211178,0.00739004,0.0208449,0,0,0.0086627,0,0.0164411,0.00565457,0.0371447,0.0198172,0.0237661,0.038399,0.026035,0.00796406,0.0231373,0.0406447,0.021762,0.0182773,0.0241488,0.0281644,0.0144069,0.00834428,0.0263395,0.0053692,0.00194748,0.00656978,0.027081,0.0191757,0.0186523,0.0248757,0.0105106,0,0,0.00678206,0,0.0139046,0.00445213,0.0388682,0.0156971,0.0312775,0.0266805,0.0328501,0.0146189,0.00491947,0.0208503,0.00353864,0.00801777,0.0126358,0.0226358,0.012048,0.0128616,0.0280587,0.00397658,0.00185115,0.00569792,0.0122563,0.00724988,0,0,0,0,0
33,0.0124671,0.0115893,0.0262281,0.0209141,0.00945761,0.019796,0,0,0.00819785,0,0.0166415,0.00569721,0.0373235,0.0161457,0.024318,0.0341098,0.0246654,0.00820002,0.0202179,0.0367657,0.0184942,0.0195707,0.0221116,0.0270239,0.0139035,0.00793819,0.0340384,0.0050372,0.00207783,0.00657725,0.0269723,0.0190703,0.0191587,0.0246342,0.0102147,0,0,0.00634025,0,0.0139798,0.00469912,0.0390507,0.0167656,0.0312755,0.0264307,0.0317328,0.0141724,0.00500626,0.0209328,0.00368594,0.00783468,0.0123196,0.0227932,0.0119737,0.0125444,0.0276909,0.00348702,0.00223144,0.00578776,0.0121932,0.00690404,0,0,0,0,0
34,0.0121129,0.0112539,0.0322753,0.0207089,0.0127937,0.0185744,0,0,0.00780296,0,0.0168233,0.00589665,0.0371412,0.0122635,0.0250472,0.0291115,0.0226274,0.0085836,0.0165384,0.0315653,0.0146875,0.0215401,0.019619,0.02569,0.0135634,0.0080285,0.0408574,0.00462314,0.00213637,0.00665937,0.0270984,0.0189781,0.0198822,0.0241864,0.00985758,0,0,0.00595574,0,0.0140477,0.00492601,0.039189,0.0180009,0.0314039,0.0258201,0.0301172,0.0135464,0.00510425,0.0210442,0.00395596,0.00757143,0.0118272,0.02308,0.0118355,0.0121,0.0274864,0.00305846,0.00253945,0.00588118,0.0119516,0.0066087,0,0,0,0,0
35,0.0117945,0.0108642,0.0363051,0.0205077,0.0161194,0.0170795,0,0,0.00753756,0,0.0169824,0.0062376,0.0365728,0.00974397,0.0259,0.023318,0.0200085,0.00912512,0.0122687,0.024929,0.0105723,0.0239155,0.0167844,0.0238808,0.0132871,0.00896389,0.0452811,0.00427385,0.0021159,0.00682799,0.0276223,0.0189198,0.0209834,0.0234625,0.00947212,0,0,0.00559575,0,0.0141157,0.00523985,0.039204,0.0194079,0.031639,0.0247742,0.027945,0.0128768,0.00531104,0.0212736,0.00438746,0.00749063,0.0112516,0.0235394,0.0117385,0.011616,0.0276039,0.00282588,0.00277195,0.00599346,0.0115239,0.0063733,0,0,0,0,0
36,0.0115668,0.0106693,0.0377449,0.0202418,0.0186158,0.0156281,0,0,0.00760456,0,0.0172291,0.00667151,0.0358255,0.0107303,0.0268214,0.017139,0.0172542,0.00979111,0.00761113,0.0179838,0.00667846,0.0263456,0.0138998,0.0212658,0.0126699,0.0107302,0.0466722,0.00409695,0.00218866,0.00696577,0.0282804,0.0188227,0.0222432,0.0226433,0.00910798,0,0,0.00525273,0,0.0141798,0.0055462,0.0392785,0.0208913,0.0319098,0.0235242,0.0256549,0.0122553,0.00566351,0.0215713,0.00488663,0.00754415,0.0107408,0.0240458,0.0117835,0.0112714,0.0278485,0.00287647,0.00298929,0.00608436,0.0110482,0.00626689,0,0,0,0,0
