Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
All Timesteps RMSE,0.0127008,0.0112155,0.0356795,0.0199998,0.0201082,0.011603,0,0,0.0120278,0,0.0179052,0.00822982,0.0345732,0.0215338,0.0258112,0.0193767,0.0126092,0.0112662,0.0110938,0.0190459,0.0129918,0.0254415,0.0141208,0.0199216,0.0107966,0.011042,0.0442756,0.00691761,0.00389921,0.00642119,0.0308315,0.0187731,0.023501,0.0154675,0.00806818,0,0,0.0120576,0,0.0142932,0.00842478,0.037573,0.0274092,0.0346146,0.0188136,0.0168479,0.0090151,0.00905286,0.026141,0.0133909,0.0156991,0.0174221,0.0256146,0.0158065,0.0197052,0.0371179,0.00664639,0.00306929,0.00466996,0.00997443,0.00895378,0,0,0,0,0
0,0.0132863,0.0131852,0.0168156,0.0199974,0.0135858,0.00337637,0,0,0.01139,0,0.0180911,0.00953657,0.035644,0.0178962,0.0218999,0.011808,0.00351078,0.0161379,0.00522357,0.00687537,0.010635,0.0245165,0.00647542,0.00846818,0.00640613,0.00723719,0.041214,0.00602641,0.00473519,0.00743204,0.0290111,0.0183656,0.0292166,0.00380107,0.00826462,0,0,0.0191342,0,0.0143143,0.0136246,0.0350666,0.0294002,0.0381841,0.0126428,0.00912603,0.0113567,0.0173733,0.0240915,0.0192175,0.0235278,0.0119896,0.0294237,0.0133089,0.0144473,0.0368116,0.0100514,0.0037053,0.00476968,0.0116913,0.00863555,0,0,0,0,0
1,0.0130469,0.0128682,0.0167516,0.019491,0.013057,0.00260971,0,0,0.011975,0,0.0183794,0.00918504,0.0355197,0.0190318,0.0214959,0.012432,0.00324425,0.0155131,0.00478724,0.00646409,0.0108224,0.0248728,0.00618861,0.00808238,0.00573585,0.0078459,0.0379716,0.00627486,0.00477562,0.00661165,0.0287915,0.0184952,0.0291531,0.00370613,0.00797345,0,0,0.0182718,0,0.0143533,0.0129678,0.0352827,0.0287999,0.0383183,0.0120026,0.00819914,0.0112003,0.0173442,0.0237855,0.018786,0.0233619,0.0120406,0.0294598,0.0132515,0.0152501,0.0362132,0.00937633,0.00356683,0.00451116,0.0112424,0.00835204,0,0,0,0,0
2,0.0127456,0.0124579,0.0173533,0.0200825,0.0127438,0.0019772,0,0,0.0120418,0,0.0174432,0.00914973,0.0352931,0.0216455,0.0212504,0.0130016,0.00302023,0.015126,0.00467904,0.00648717,0.0111844,0.0255458,0.00557221,0.00754047,0.00487358,0.00858918,0.0339118,0.00576545,0.00416756,0.0064185,0.0288069,0.0186615,0.02918,0.00372332,0.00780184,0,0,0.0175343,0,0.0143814,0.0122743,0.0353019,0.0281997,0.0386924,0.0113503,0.00736493,0.0108064,0.0172495,0.0235773,0.0182566,0.022893,0.0120558,0.0295279,0.0133149,0.0151466,0.0356502,0.0084105,0.00339092,0.00427263,0.0109704,0.00817642,0,0,0,0,0
3,0.0124906,0.0120635,0.0178736,0.0206784,0.0127723,0.00178249,0,0,0.0122105,0,0.0169972,0.00919095,0.0350072,0.0250345,0.0211485,0.0133742,0.00267256,0.014757,0.00505497,0.00695559,0.0115885,0.0262926,0.00467288,0.0068839,0.00383792,0.00946796,0.0285302,0.00550765,0.00367634,0.00636913,0.0291714,0.018811,0.0294481,0.00390568,0.00772338,0,0,0.017018,0,0.0143789,0.0118323,0.0351804,0.0279655,0.0389786,0.0109772,0.00671507,0.0106425,0.0171145,0.0235276,0.0179133,0.0225268,0.012124,0.029617,0.0133621,0.0144762,0.0352552,0.00764357,0.00329747,0.00406421,0.0107168,0.0079052,0,0,0,0,0
4,0.012302,0.0117878,0.0175753,0.0206972,0.0131319,0.00169472,0,0,0.0125907,0,0.0171221,0.00912707,0.034865,0.0282939,0.0211638,0.0135282,0.00218834,0.0141712,0.00560866,0.00754111,0.0117942,0.026815,0.00359936,0.00617444,0.00273461,0.0103877,0.022199,0.00561731,0.00327146,0.00616383,0.0292751,0.0189153,0.0293542,0.00420207,0.00767954,0,0,0.0167102,0,0.0144143,0.0115547,0.0348082,0.0272678,0.0392708,0.0106551,0.00620971,0.0106743,0.016898,0.0236761,0.0175838,0.0222481,0.0118516,0.0297337,0.0133005,0.0136441,0.0346358,0.00715839,0.00318777,0.00398248,0.0104681,0.00764513,0,0,0,0,0
5,0.012204,0.0117263,0.0173844,0.0206996,0.0135286,0.0018319,0,0,0.0129069,0,0.0171448,0.00903714,0.0347764,0.0313137,0.0213671,0.013461,0.00176872,0.0136621,0.00603789,0.00767003,0.01188,0.027146,0.0024936,0.00548242,0.00186043,0.0113213,0.0179738,0.00565884,0.00297085,0.00596811,0.0288254,0.018984,0.028829,0.0045945,0.00771736,0,0,0.0165252,0,0.0144294,0.0113478,0.0340543,0.0263375,0.0394423,0.0102862,0.0056372,0.0107704,0.0167139,0.0237637,0.0174974,0.0221585,0.0112332,0.029854,0.0130704,0.0136451,0.0337779,0.00682116,0.00308488,0.00398271,0.0103109,0.00748774,0,0,0,0,0
6,0.0121355,0.0117341,0.019307,0.0207521,0.0140408,0.00214315,0,0,0.0132116,0,0.0171313,0.0089385,0.034659,0.0340966,0.0216827,0.012859,0.00153465,0.0132538,0.0060978,0.00749034,0.0118,0.0272123,0.00201506,0.00513721,0.00200617,0.0122971,0.018661,0.00553435,0.00277669,0.00582434,0.027956,0.0189677,0.0279312,0.0051636,0.00786901,0,0,0.0163923,0,0.0144285,0.0113404,0.0329598,0.0250456,0.039475,0.00988487,0.00501789,0.0108811,0.0165765,0.0237517,0.0175254,0.0220727,0.010305,0.0299171,0.0129478,0.0131014,0.032662,0.00667971,0.00303966,0.00401311,0.0101684,0.00754622,0,0,0,0,0
7,0.0120431,0.011722,0.0223049,0.0208978,0.0148839,0.00230003,0,0,0.0134739,0,0.0170281,0.0089634,0.0343531,0.0352303,0.0217712,0.0117805,0.00156462,0.0131191,0.00586175,0.00724626,0.0114631,0.0270601,0.00279435,0.00580735,0.00287374,0.0132394,0.0217997,0.00526837,0.00266676,0.00572009,0.0270621,0.0188697,0.0269422,0.0059119,0.0080761,0,0,0.0162766,0,0.0143977,0.0113689,0.031946,0.0235851,0.0394505,0.00958928,0.00451272,0.0109237,0.0164469,0.0237991,0.0174323,0.0217159,0.00941948,0.0298284,0.0128756,0.0122194,0.031395,0.0067285,0.00307653,0.00411116,0.0101213,0.00786945,0,0,0,0,0
8,0.0119379,0.0116925,0.0246483,0.0210178,0.0159417,0.0022634,0,0,0.0137212,0,0.0168705,0.00909821,0.033853,0.0339999,0.0216772,0.0106226,0.00188593,0.0129986,0.00552992,0.00724698,0.0110242,0.026819,0.00408763,0.00723957,0.00392799,0.0140257,0.0248498,0.0049884,0.00259164,0.00565066,0.0262479,0.0187876,0.0259426,0.00665362,0.00823626,0,0,0.0160426,0,0.0143997,0.0113809,0.031244,0.0220892,0.0394424,0.00925793,0.00428654,0.0109264,0.0159985,0.0238605,0.0169915,0.0210391,0.00862679,0.0296807,0.0126667,0.0116478,0.029978,0.00694939,0.00300925,0.0042508,0.0101777,0.008266,0,0,0,0,0
9,0.0118726,0.0116594,0.0264716,0.0209139,0.0173188,0.00216113,0,0,0.0139916,0,0.0167484,0.00919347,0.0336019,0.0317982,0.0215981,0.00973062,0.00251937,0.0128148,0.00540897,0.00726917,0.0105944,0.0266225,0.00516997,0.00891058,0.00505652,0.0146553,0.0273228,0.00488487,0.00246857,0.00558139,0.0258025,0.0187175,0.025266,0.00732194,0.00831353,0,0,0.015775,0,0.0144258,0.0114215,0.0307898,0.020993,0.0393932,0.00906471,0.00439544,0.0109103,0.0158095,0.0238706,0.0164174,0.0202288,0.00815472,0.0295001,0.0125779,0.0111922,0.0290364,0.00727006,0.00264983,0.00441686,0.0102194,0.00858498,0,0,0,0,0
10,0.0118843,0.0115905,0.0281558,0.0208206,0.0186904,0.00227832,0,0,0.0141494,0,0.0164906,0.00925845,0.0335926,0.0296504,0.0215264,0.00909754,0.0035043,0.0126184,0.00541465,0.00724335,0.0105445,0.0265013,0.00616957,0.0102151,0.00595827,0.0151509,0.0298517,0.00474533,0.00231222,0.00557745,0.0255995,0.018613,0.0247954,0.00802861,0.00831222,0,0,0.0153976,0,0.0144132,0.0112903,0.0306875,0.0200525,0.0393411,0.00906158,0.0048871,0.0107297,0.0155465,0.0237993,0.0158438,0.0192074,0.00787748,0.0293246,0.0125297,0.0109524,0.0284262,0.00752284,0.00244704,0.00456013,0.0101927,0.00886079,0,0,0,0,0
11,0.0119724,0.0114691,0.0299838,0.020857,0.0197755,0.00252724,0,0,0.0142173,0,0.0166512,0.00925977,0.0336186,0.0280057,0.0213803,0.00863261,0.00476242,0.0125225,0.00553178,0.00751148,0.010695,0.0264032,0.00691737,0.0109353,0.00653894,0.0155186,0.0325103,0.00471203,0.00210286,0.00568573,0.0255393,0.0185573,0.0244161,0.00885581,0.00824465,0,0,0.0149347,0,0.014443,0.0110945,0.0308888,0.0192382,0.0392782,0.00931611,0.00574727,0.0104983,0.0148328,0.0237006,0.0150877,0.0180358,0.00764044,0.029146,0.0124076,0.0104257,0.027908,0.00770806,0.00245945,0.00468174,0.0100854,0.00906923,0,0,0,0,0
12,0.0121037,0.0113259,0.0317285,0.0208899,0.0206425,0.00293282,0,0,0.0142109,0,0.0169118,0.00922461,0.0335356,0.0267044,0.0211713,0.00820053,0.00606226,0.0123672,0.00564198,0.00764608,0.0108877,0.0262543,0.00749275,0.0112429,0.00692258,0.0157691,0.0350765,0.00474548,0.00198884,0.00575175,0.0255663,0.0185173,0.0240597,0.0096971,0.00816783,0,0,0.0145361,0,0.0144695,0.0108958,0.0311956,0.0186423,0.0391566,0.00978022,0.00683993,0.0102083,0.013861,0.0236015,0.0141015,0.0169148,0.00745418,0.028942,0.0123168,0.0100649,0.0274437,0.00789042,0.00255189,0.00475845,0.0100115,0.00920154,0,0,0,0,0
