Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LWRA
82,0.0160789,0.0224001,0.0447891,0.0205334,0.0236186,0.00902279,0,0,0.0119333,0,0.0167769,0.00869113,0.0343049,0.0166646,0.0267729,0.0108528,0.00692063,0.0338982,0.00747254,0.0122354,0.00765872,0.0290155,0.0115458,0.0201861,0.0106481,0.00564401,0.054671,0.00747246,0.00769311,0.0229163,0.0172411,0.0258849,0.00372386,0.00998125,0,0,0.0177037,0,0.0147625,0.011794,0.0420871,0.0398204,0.0347671,0.00458672,0.00819861,0.0193065,0.00820916,0.0198716,0.00835766,0.00902502,0.0196012,0.0203843,0.0171405,0.025765,0.0349779,0.0179654,0.00468521,0.00527161,0.0270298,0.0176302,0,0,0,0,0,0.00170161
83,0.0158168,0.022332,0.0450911,0.0203714,0.023879,0.00897559,0,0,0.0118316,0,0.0170079,0.00874831,0.0344157,0.0173353,0.0269821,0.0109542,0.00705219,0.0339247,0.00743091,0.0122444,0.00757638,0.0289372,0.0115196,0.0202208,0.0108007,0.00557364,0.0549687,0.00752494,0.0076378,0.0234412,0.0171685,0.0262345,0.00321493,0.00973676,0,0,0.0181437,0,0.0147702,0.0120668,0.0420335,0.0399816,0.0348891,0.00424632,0.00875405,0.0192812,0.00771847,0.019025,0.00802303,0.00877423,0.0182557,0.0221658,0.0157235,0.0247775,0.0356123,0.0182092,0.00479095,0.00538336,0.0269011,0.0172179,0,0,0,0,0,0.00180913
84,0.0157059,0.0223001,0.0453236,0.0201424,0.0239805,0.00891075,0,0,0.0117509,0,0.017022,0.0087409,0.0342726,0.0180552,0.0271349,0.0109499,0.00719405,0.0338891,0.00748014,0.0123008,0.00749504,0.028791,0.0114788,0.020126,0.0108516,0.00548568,0.0551443,0.00754758,0.0075398,0.023888,0.0170318,0.0269818,0.00269938,0.00951686,0,0,0.0185325,0,0.01468,0.0123002,0.0419278,0.0397448,0.0349475,0.00434221,0.00919237,0.0192818,0.0071248,0.0181579,0.00778393,0.00858345,0.0169637,0.024059,0.0144755,0.0234274,0.0356952,0.0184357,0.00488739,0.00541101,0.0267984,0.01677,0,0,0,0,0,0.00201005
85,0.0156705,0.0222722,0.045457,0.0201349,0.0240913,0.00890914,0,0,0.0117845,0,0.0170539,0.00891035,0.0340895,0.0188259,0.0272925,0.0108971,0.00735494,0.0337677,0.00755188,0.012441,0.00723964,0.0285727,0.011369,0.0200443,0.0109083,0.00539616,0.0551672,0.00752086,0.00748455,0.0243117,0.016989,0.0278413,0.0021639,0.00929954,0,0,0.018887,0,0.0146913,0.0125332,0.0418531,0.0393819,0.0350018,0.00464967,0.00961034,0.0192594,0.00656158,0.0173393,0.00765397,0.00853186,0.0155415,0.0260975,0.013478,0.0219492,0.0350626,0.0186384,0.00495594,0.00546984,0.026767,0.0163126,0,0,0,0,0,0.00226593
86,0.015579,0.0222555,0.045596,0.0200449,0.0242621,0.00897291,0,0,0.0118753,0,0.0172195,0.00897,0.0341255,0.0196567,0.0274615,0.0107873,0.00749214,0.0335382,0.00740146,0.0126787,0.0070441,0.0283437,0.0112671,0.0200738,0.010827,0.00533002,0.0552784,0.00764286,0.00744964,0.0250155,0.0170082,0.0285423,0.00168077,0.00908987,0,0,0.0192219,0,0.0147726,0.0127792,0.0418467,0.0385427,0.0350199,0.00490688,0.00995665,0.0192718,0.00617833,0.0166049,0.0077511,0.00876107,0.0140595,0.0282131,0.0128016,0.0204197,0.0339901,0.0188482,0.00498621,0.00557066,0.0267886,0.015819,0,0,0,0,0,0.00246018
87,0.0154661,0.0222893,0.0457746,0.0198101,0.0245334,0.0090874,0,0,0.0119162,0,0.0174267,0.00895537,0.0342829,0.0206016,0.0276187,0.0107262,0.00753947,0.033255,0.0072816,0.0127956,0.00692813,0.0281961,0.0112531,0.0199722,0.0107761,0.00529728,0.0554815,0.00793439,0.0074259,0.0260709,0.0169117,0.0291069,0.00134276,0.00889999,0,0,0.0195562,0,0.014723,0.0129873,0.041839,0.037385,0.0350264,0.00514701,0.0102216,0.0193765,0.0059682,0.016003,0.00822792,0.00921414,0.0127901,0.030344,0.0126095,0.0186307,0.0330651,0.0190782,0.00506613,0.0056125,0.0268453,0.0153249,0,0,0,0,0,0.00260248
88,0.0153809,0.022361,0.0459679,0.0195989,0.0248522,0.0091401,0,0,0.0119744,0,0.0175475,0.00896571,0.0345017,0.0216716,0.0277651,0.010772,0.00757408,0.0329708,0.00716568,0.012811,0.00685663,0.0281418,0.0113215,0.0200229,0.010952,0.00530525,0.0557328,0.00819165,0.00740001,0.02756,0.0168912,0.0296445,0.00113435,0.00871746,0,0,0.0198639,0,0.0147465,0.01315,0.0418154,0.0362198,0.0350089,0.00552947,0.0104598,0.0194129,0.00582514,0.015659,0.00882349,0.00970831,0.0120238,0.0325242,0.0131494,0.0169986,0.0325792,0.0192579,0.00511285,0.00566995,0.0268465,0.0148489,0,0,0,0,0,0.00279865
89,0.0153361,0.0224312,0.0461533,0.019416,0.0251033,0.00910535,0,0,0.0119685,0,0.0176126,0.00896168,0.0347678,0.0227792,0.0278103,0.0109545,0.00748456,0.0326676,0.00700151,0.0128363,0.00676887,0.0281056,0.0113491,0.0201886,0.0111908,0.00534815,0.0559664,0.00842856,0.00734477,0.0299925,0.0168974,0.0307839,0.00110088,0.00860431,0,0,0.0201355,0,0.014791,0.0132529,0.0417706,0.0355391,0.0348892,0.00612977,0.0106188,0.0194229,0.00554008,0.015844,0.00950531,0.0101182,0.0119757,0.034791,0.0143622,0.0160181,0.0331383,0.0193974,0.00511648,0.00572689,0.026852,0.0144535,0,0,0,0,0,0.00301192
90,0.0152921,0.0225719,0.0461512,0.0193253,0.0252849,0.00903748,0,0,0.0123521,0,0.017754,0.00909493,0.0350764,0.0239962,0.0278082,0.011059,0.00744192,0.0322666,0.00681601,0.0124743,0.00664079,0.0280239,0.011448,0.020305,0.0113529,0.00537395,0.0559043,0.00875098,0.00732327,0.0304928,0.0167747,0.0310203,0.00157042,0.00856752,0,0,0.0206769,0,0.0147427,0.0135518,0.0418522,0.0345736,0.0352761,0.00637724,0.011297,0.0195477,0.0057498,0.0150933,0.00999781,0.0103934,0.0122164,0.0368442,0.0151439,0.0157429,0.0333315,0.0197519,0.00510344,0.00579433,0.026997,0.014125,0,0,0,0,0,0.0032622
91,0.0152142,0.0226953,0.0461281,0.019178,0.0252782,0.00913478,0,0,0.012692,0,0.0178912,0.00927622,0.0353087,0.0251108,0.0277191,0.0112692,0.00731043,0.0319586,0.00674105,0.012201,0.00650963,0.0279215,0.0115687,0.0204177,0.011375,0.00542423,0.0559445,0.00911648,0.00730805,0.0310165,0.0166743,0.0316174,0.00198187,0.00852538,0,0,0.021133,0,0.0147085,0.0138389,0.0419828,0.0342748,0.0355837,0.00654863,0.0117925,0.0196555,0.00591875,0.0144405,0.0104367,0.0105429,0.0126856,0.0386503,0.0160904,0.0158298,0.0337379,0.0200424,0.00507487,0.00587491,0.0271156,0.0138304,0,0,0,0,0,0.0035012
92,0.0151918,0.0228354,0.0460895,0.0191563,0.025131,0.00935214,0,0,0.0129556,0,0.0180312,0.00946254,0.035472,0.0259997,0.0275472,0.011578,0.00708068,0.0317912,0.00676784,0.0121186,0.00641138,0.0278487,0.0116738,0.020542,0.0113363,0.00549571,0.056082,0.00945472,0.00731005,0.0310305,0.0166402,0.0321226,0.00218894,0.00845679,0,0,0.0214598,0,0.0147231,0.0140635,0.0421136,0.034908,0.035905,0.00710209,0.0120739,0.0196944,0.0060823,0.0138539,0.0106239,0.010437,0.0135,0.040082,0.017177,0.0164824,0.0337482,0.0202417,0.00512452,0.00592652,0.0272145,0.013598,0,0,0,0,0,0.0037189
93,0.0151479,0.0229033,0.0461313,0.0190639,0.0249181,0.0095561,0,0,0.0131103,0,0.0181251,0.00954318,0.0355361,0.0266667,0.0273502,0.011921,0.00678029,0.0318059,0.00665061,0.0121726,0.00637373,0.0278034,0.0118456,0.0206784,0.0112541,0.00556777,0.0563852,0.0097461,0.00731344,0.0309448,0.0166432,0.0326516,0.00218269,0.0083633,0,0,0.0216805,0,0.0147672,0.0142086,0.0422658,0.0367222,0.0361889,0.00787737,0.0120931,0.0197426,0.00616941,0.0134191,0.0106209,0.0102886,0.0144811,0.0410627,0.0181295,0.0175552,0.0336867,0.0203802,0.00533772,0.00595631,0.0273229,0.0134351,0,0,0,0,0,0.00388184
94,0.0150828,0.0229151,0.0461576,0.018915,0.0246404,0.0097789,0,0,0.013125,0,0.0181732,0.00953827,0.0355699,0.0271728,0.0271697,0.0122558,0.00660477,0.0317672,0.00665578,0.0123396,0.00641212,0.0277165,0.0120724,0.020809,0.0110914,0.00564719,0.0567587,0.00994148,0.00732377,0.031119,0.0167381,0.0331924,0.0021327,0.00827239,0,0,0.0218189,0,0.0148928,0.0143051,0.0423372,0.0388188,0.0363661,0.0082356,0.0120067,0.019763,0.00617698,0.013131,0.0106625,0.0103033,0.0152083,0.0415352,0.0185906,0.0186588,0.0338549,0.0204253,0.00550168,0.00600053,0.0273982,0.0133482,0,0,0,0,0,0.00399653
95,0.0150425,0.0229292,0.0460739,0.0190104,0.0243203,0.0100981,0,0,0.0131239,0,0.018206,0.00959848,0.0355086,0.0275855,0.027025,0.0125891,0.00662946,0.0318431,0.00680199,0.0125509,0.0065943,0.0276489,0.0121292,0.0209317,0.0109118,0.00579729,0.057046,0.0100257,0.00733887,0.0314385,0.0168019,0.0337082,0.00215663,0.00819751,0,0,0.0218797,0,0.0149566,0.0143141,0.0422458,0.0403712,0.0364807,0.00809328,0.0116974,0.0197413,0.00613541,0.0130767,0.0105493,0.0103366,0.0156258,0.0415641,0.0185682,0.0197252,0.0342287,0.0203357,0.00549272,0.00598887,0.0274361,0.0134,0,0,0,0,0,0.0041129
96,0.0150277,0.022981,0.0459397,0.0191223,0.0238757,0.0104306,0,0,0.0131196,0,0.0181603,0.00951508,0.0352758,0.0279169,0.0269219,0.0130144,0.00689654,0.0320037,0.00707472,0.0127285,0.00693776,0.0275734,0.012196,0.0210503,0.0106778,0.00599088,0.0573129,0.00998777,0.00735027,0.0320813,0.0168348,0.0343113,0.0022828,0.00812874,0,0,0.0217959,0,0.0149413,0.0142219,0.0420002,0.0410893,0.0365978,0.00745029,0.0112131,0.0197163,0.00608083,0.013424,0.0102342,0.0103584,0.0156796,0.0412051,0.0181995,0.0204244,0.0350157,0.0201672,0.00539651,0.0059043,0.0274916,0.0136022,0,0,0,0,0,0.0041887
97,0.0149915,0.0230155,0.0456078,0.0191159,0.0233144,0.0106637,0,0,0.0131294,0,0.0181616,0.00947114,0.0349432,0.0281148,0.0268528,0.0134936,0.00728831,0.03219,0.00742236,0.0127795,0.00710103,0.0274975,0.0123428,0.0211556,0.010417,0.00622911,0.057488,0.009967,0.00735282,0.0328433,0.0167991,0.0348441,0.0024434,0.00812155,0,0,0.0217694,0,0.0148671,0.0141503,0.0416596,0.0414413,0.0366871,0.00642485,0.0108512,0.0197972,0.00608504,0.0140012,0.00998997,0.0104965,0.0153983,0.040454,0.017413,0.0205325,0.036109,0.0201281,0.00525742,0.0057673,0.0275372,0.0138303,0,0,0,0,0,0.00423547
98,0.0149101,0.0229724,0.0450311,0.0189191,0.0225665,0.0109095,0,0,0.013117,0,0.0183862,0.00944568,0.034591,0.0281697,0.0267737,0.0139499,0.00775145,0.0323097,0.00790732,0.0129369,0.00734384,0.0273753,0.0124699,0.0214024,0.0100893,0.00646609,0.057461,0.010083,0.0072702,0.0342089,0.0168147,0.0353252,0.00250566,0.00807945,0,0,0.0218337,0,0.0148587,0.0141557,0.0411943,0.0417758,0.0366954,0.00550779,0.0105766,0.0199301,0.00612147,0.0147469,0.00992447,0.0108534,0.0147034,0.0392882,0.0162245,0.0198441,0.0378441,0.0201434,0.00511506,0.00568646,0.027489,0.0139986,0,0,0,0,0,0.00431633
99,0.0148143,0.0229643,0.0441574,0.0187888,0.0217583,0.0110944,0,0,0.013271,0,0.0187594,0.00943883,0.0342872,0.0280771,0.0267244,0.0144103,0.0081429,0.0323874,0.00844853,0.0131881,0.00771975,0.027253,0.012571,0.0218584,0.00970134,0.00673761,0.0573119,0.0103203,0.0072035,0.0355155,0.0167837,0.0354349,0.00259321,0.00806345,0,0,0.0220194,0,0.0148046,0.0142191,0.0406397,0.0419595,0.0367589,0.00537831,0.0104191,0.0200822,0.00613204,0.0156575,0.00960349,0.0110422,0.0141338,0.0380043,0.0151027,0.0190061,0.0395527,0.0202586,0.00495268,0.00558045,0.0274129,0.0141179,0,0,0,0,0,0.00442938
100,0.0148031,0.0230183,0.0433182,0.0189609,0.0210727,0.0111338,0,0,0.0135029,0,0.0183327,0.00973524,0.0341046,0.0279019,0.0266374,0.0149591,0.00837046,0.0326334,0.0087271,0.0133959,0.00803117,0.0271538,0.0127332,0.0217825,0.00930894,0.00700057,0.0571599,0.0100436,0.00731874,0.0365632,0.0168165,0.0358888,0.00275709,0.00816386,0,0,0.0222041,0,0.0148147,0.0142842,0.0403397,0.0424874,0.0370017,0.00560447,0.0102403,0.0201145,0.00641733,0.0164814,0.00918601,0.0110297,0.0137844,0.0370304,0.0143866,0.0182718,0.0411189,0.0203847,0.00481216,0.00551329,0.027419,0.0143009,0,0,0,0,0,0.00419856
101,0.0146319,0.0230412,0.0425003,0.018946,0.0203392,0.0111486,0,0,0.0136872,0,0.0182597,0.00987405,0.0340009,0.0275698,0.0265033,0.0155128,0.00862145,0.0327508,0.0089859,0.0135093,0.00820237,0.027095,0.0129547,0.0215146,0.00896351,0.00727831,0.0569041,0.00998322,0.0073302,0.0369862,0.016841,0.0369585,0.00294384,0.00828712,0,0,0.0225298,0,0.0148661,0.0144141,0.0403726,0.0433282,0.0373011,0.00581963,0.0102546,0.0202112,0.00675496,0.0170772,0.00904581,0.0110143,0.0136163,0.0366154,0.0142132,0.0177733,0.0426077,0.0206481,0.00474279,0.0055154,0.0274215,0.0144341,0,0,0,0,0,0.00419284
102,0.0143088,0.0229707,0.0415251,0.0185867,0.019523,0.0112935,0,0,0.0138261,0,0.018785,0.00964556,0.033981,0.0271418,0.0263117,0.0160126,0.00896687,0.0326123,0.00924916,0.0136517,0.00863984,0.0270632,0.0131309,0.0213708,0.0084195,0.00763804,0.0565773,0.0103515,0.00718405,0.0358357,0.016842,0.0371253,0.00318446,0.0083752,0,0,0.0229167,0,0.0149304,0.0146029,0.0404902,0.0435137,0.0375342,0.00625598,0.0102846,0.0204147,0.00713634,0.0172771,0.00950998,0.0111821,0.0136268,0.0364952,0.014408,0.017744,0.0425387,0.0209988,0.00475136,0.00558341,0.0273389,0.0144369,0,0,0,0,0,0.00450639
103,0.014133,0.0228375,0.0402513,0.0183879,0.018782,0.0114692,0,0,0.0139083,0,0.0189393,0.00961645,0.0339985,0.0266921,0.0260809,0.0165477,0.00939641,0.0324119,0.0095181,0.0137252,0.00934693,0.0270028,0.0131816,0.0212093,0.008022,0.00805057,0.0561544,0.0104679,0.0071558,0.0333855,0.0168328,0.0356455,0.0034415,0.00844425,0,0,0.0231322,0,0.0149466,0.0147369,0.0403657,0.0425737,0.0376014,0.00691593,0.0102586,0.020597,0.00750614,0.0170541,0.0103856,0.0116987,0.0134557,0.0361848,0.0146864,0.0178272,0.0405475,0.0212643,0.00474785,0.0056333,0.0272184,0.0144022,0,0,0,0,0,0.00463446
104,0.0141866,0.0227052,0.0388765,0.018427,0.0180625,0.0116424,0,0,0.0138515,0,0.018902,0.00971138,0.0339556,0.0261482,0.0258706,0.0171457,0.0098274,0.0323012,0.00984935,0.0138342,0.00989422,0.0269164,0.0132613,0.020959,0.00768391,0.00845906,0.0555525,0.0103785,0.00719509,0.0306493,0.0168354,0.0334564,0.00368582,0.00851406,0,0,0.0231672,0,0.0149668,0.01482,0.0399379,0.0411186,0.0375962,0.00665423,0.0101792,0.0207344,0.00784428,0.0166453,0.011261,0.0124887,0.013049,0.0357878,0.015006,0.0175002,0.0380835,0.0214016,0.00476751,0.00571225,0.0271276,0.0143709,0,0,0,0,0,0.00459911
105,0.0143098,0.0226392,0.0374077,0.0185764,0.0172312,0.0117088,0,0,0.0137885,0,0.0188324,0.0097482,0.0338323,0.0254402,0.0256305,0.0174713,0.0100853,0.0322111,0.0101955,0.0139901,0.0104874,0.0267984,0.0133348,0.0205182,0.007296,0.00885847,0.0548043,0.0102123,0.00726136,0.0282286,0.0167351,0.0315151,0.00389687,0.00865175,0,0,0.0232328,0,0.014893,0.0148694,0.0394241,0.039561,0.0376875,0.00550152,0.0100662,0.0208964,0.00805596,0.0163755,0.0118541,0.0132198,0.0126035,0.0356407,0.015319,0.0165216,0.036116,0.021592,0.00476031,0.00571132,0.0271549,0.0143044,0,0,0,0,0,0.00452211
106,0.014356,0.0226136,0.0357288,0.0187765,0.0164818,0.011658,0,0,0.0137198,0,0.018565,0.00977865,0.0336674,0.0246013,0.0253807,0.017693,0.0102505,0.0321372,0.0105668,0.0140492,0.0112138,0.0267395,0.0132852,0.0198144,0.00682443,0.00925481,0.0538384,0.00987399,0.00733093,0.026682,0.0166945,0.0301339,0.00408453,0.0087378,0,0,0.0232923,0,0.0148664,0.0148821,0.0387912,0.038169,0.0379087,0.00506306,0.0098397,0.020985,0.00852854,0.0163719,0.0123587,0.0138161,0.0119673,0.0356466,0.015337,0.0150165,0.0350158,0.0217095,0.00479146,0.00570859,0.0272129,0.014222,0,0,0,0,0,0.00434047
107,0.0142662,0.0225692,0.0336878,0.0191455,0.0159558,0.011447,0,0,0.0136674,0,0.0182708,0.00984782,0.033446,0.0234848,0.0251332,0.017716,0.0103873,0.0320692,0.010961,0.0140936,0.0121644,0.0266674,0.0129939,0.0187435,0.00633116,0.00960457,0.0525249,0.009505,0.00742953,0.0259645,0.0167137,0.0291535,0.00429598,0.00867367,0,0,0.0232035,0,0.0148665,0.0148172,0.0380972,0.0369889,0.0381676,0.00541078,0.00947666,0.0210238,0.00915282,0.0168463,0.012634,0.0141552,0.0110196,0.0353934,0.0150219,0.013643,0.03472,0.02168,0.00480436,0.00567142,0.0273181,0.0141327,0,0,0,0,0,0.00413011
108,0.0139259,0.0225583,0.0313128,0.0189527,0.0153282,0.0111258,0,0,0.0136099,0,0.0184884,0.00965953,0.0332802,0.0219362,0.024848,0.0174212,0.0106166,0.0319369,0.0113376,0.0140402,0.013323,0.0265513,0.0123849,0.017187,0.00588124,0.00985921,0.0508727,0.00958028,0.00733966,0.0255382,0.0167526,0.0285271,0.00454792,0.00840619,0,0,0.0229614,0,0.0148676,0.0146766,0.0374192,0.0359731,0.0384102,0.00583609,0.0089347,0.0211675,0.00968061,0.0178099,0.0125382,0.0141903,0.0100103,0.0347193,0.0145968,0.0129985,0.0347483,0.0216422,0.00477163,0.00558438,0.0274184,0.013915,0,0,0,0,0,0.00425875
109,0.0135885,0.0225853,0.0287283,0.0187365,0.01471,0.0106498,0,0,0.0135435,0,0.0185309,0.00951573,0.0331906,0.0199971,0.0245096,0.0168875,0.0108701,0.031935,0.0116419,0.0139862,0.0140167,0.0264443,0.0114625,0.0151978,0.00550658,0.0100258,0.0489231,0.00961857,0.00726963,0.0247197,0.0168019,0.027915,0.00479402,0.00828025,0,0,0.0226073,0,0.01487,0.0144498,0.0369506,0.0347622,0.0386588,0.00624355,0.00837289,0.0213396,0.0100929,0.0189649,0.012224,0.0140789,0.00939763,0.0337801,0.0143231,0.0129696,0.0343265,0.0215294,0.00480404,0.00546531,0.0275571,0.0136644,0,0,0,0,0,0.00428664
110,0.0133787,0.0225991,0.0261128,0.0188086,0.0139377,0.00983504,0,0,0.01345,0,0.0184374,0.0094293,0.0331767,0.0177478,0.0241266,0.0163593,0.011046,0.0319702,0.011806,0.0140005,0.0147469,0.0264622,0.0103765,0.0130146,0.0051477,0.0101375,0.0467381,0.00957971,0.00721914,0.0236154,0.0168479,0.0271581,0.00501446,0.00819083,0,0,0.0221347,0,0.0148511,0.0140962,0.0367011,0.0331987,0.0389271,0.00666585,0.00773098,0.0214967,0.0105207,0.0198895,0.0120787,0.0140255,0.00908953,0.0329033,0.0142306,0.0129201,0.0335194,0.0213295,0.00495818,0.00528206,0.0277403,0.0134736,0,0,0,0,0,0.00416382
111,0.0132751,0.022564,0.0234258,0.0190919,0.0131628,0.00902587,0,0,0.0132954,0,0.0182565,0.00944483,0.0332289,0.0155449,0.0236377,0.0159765,0.0112385,0.0320413,0.0119332,0.0140372,0.0157275,0.0266507,0.00932874,0.011058,0.00481763,0.010268,0.044525,0.00951819,0.00716555,0.02269,0.0169378,0.0263984,0.00519295,0.00806775,0,0,0.0214993,0,0.0148085,0.0136316,0.0365888,0.0312785,0.0391866,0.0069796,0.00681781,0.0216694,0.0109505,0.0202273,0.0122192,0.0142227,0.00893485,0.0322904,0.0141811,0.0127029,0.032723,0.0210108,0.00490481,0.00502401,0.0279496,0.0133506,0,0,0,0,0,0.0039741
112,0.0132434,0.0225813,0.0208676,0.0192439,0.0123023,0.00838366,0,0,0.013067,0,0.0179933,0.00928347,0.0332816,0.0137969,0.0231089,0.0156131,0.0114997,0.0321419,0.0120412,0.0138427,0.0167534,0.0269597,0.00839751,0.00952411,0.00445088,0.0104872,0.0419067,0.0095285,0.00711621,0.0221695,0.017085,0.0256809,0.00537881,0.00793819,0,0,0.0207627,0,0.0147636,0.0131268,0.0366159,0.029369,0.0393383,0.00709671,0.00572352,0.0219042,0.0112094,0.0200217,0.0123905,0.014591,0.00889005,0.0319534,0.014132,0.0124343,0.0318887,0.0206122,0.00473751,0.00469816,0.0282182,0.0133109,0,0,0,0,0,0.00372887
113,0.0132236,0.0226305,0.0185129,0.0194942,0.0114017,0.00773184,0,0,0.012771,0,0.0177679,0.00909116,0.0333205,0.0129109,0.0225291,0.0152889,0.0117688,0.0322712,0.0121099,0.0136338,0.0174416,0.0273525,0.00758766,0.0084146,0.00398684,0.0107499,0.0392478,0.00965592,0.00707044,0.0219715,0.0172986,0.0250561,0.00554996,0.00799331,0,0,0.0198332,0,0.0147473,0.0125116,0.0367513,0.02764,0.0394225,0.00716576,0.0047534,0.0221442,0.011296,0.0195751,0.0124638,0.0148473,0.0089702,0.0318356,0.0141639,0.0122846,0.0310227,0.0200635,0.00454761,0.00434984,0.028538,0.0133424,0,0,0,0,0,0.0034583
114,0.0131139,0.0226506,0.0169236,0.0197958,0.0105571,0.00703559,0,0,0.0125299,0,0.0176299,0.00881246,0.03341,0.013477,0.0219298,0.0150719,0.0119329,0.0323165,0.0121677,0.0135698,0.0181232,0.0278291,0.00683551,0.00751779,0.0034468,0.011072,0.036843,0.00990303,0.00702604,0.0220587,0.0175723,0.0245461,0.00568759,0.00804253,0,0,0.0187933,0,0.0147895,0.0118751,0.0370061,0.0261728,0.0394935,0.00735439,0.00404454,0.0223584,0.0112555,0.0191607,0.0122524,0.0148661,0.00917643,0.0318289,0.0142042,0.0122375,0.0302658,0.0194094,0.00437804,0.0040522,0.0288406,0.0134474,0,0,0,0,0,0.00319726
115,0.0129785,0.0227101,0.0170602,0.0200194,0.00997596,0.00649533,0,0,0.0123037,0,0.0173312,0.0083688,0.0334461,0.0156864,0.0214133,0.015022,0.0118865,0.0323749,0.0123631,0.0137246,0.0188438,0.0284144,0.00618936,0.00670479,0.00292319,0.0115336,0.0343815,0.0102682,0.00691933,0.0224665,0.0178592,0.0242687,0.00575148,0.00802329,0,0,0.0178142,0,0.0148333,0.0112491,0.0371949,0.0249904,0.0395477,0.00753934,0.00365086,0.0225078,0.0111904,0.0189373,0.0119144,0.0147493,0.00932193,0.0318242,0.0141124,0.0121568,0.0297158,0.0187774,0.00428965,0.00379484,0.0291795,0.0136723,0,0,0,0,0,0.00295662
116,0.0127418,0.0227905,0.0183985,0.0204409,0.00993326,0.00606207,0,0,0.0121379,0,0.0168938,0.00810913,0.0334195,0.0190162,0.0209132,0.0152147,0.0116459,0.0324262,0.0129268,0.0141329,0.0193224,0.0291081,0.00560012,0.00594767,0.00254345,0.0120503,0.031506,0.0105636,0.00691242,0.0228807,0.0179574,0.0241087,0.00583336,0.00809094,0,0,0.0168283,0,0.0146919,0.0105647,0.0370272,0.0239282,0.0396816,0.0076758,0.00344399,0.0227328,0.0110939,0.0189065,0.0117458,0.0147453,0.00929654,0.0318503,0.0139499,0.0120415,0.0292367,0.0181438,0.00416255,0.00342372,0.0295425,0.0139055,0,0,0,0,0,0.00266804
117,0.0125209,0.0228067,0.0198318,0.0210064,0.0106871,0.00568667,0,0,0.0119859,0,0.0164733,0.00810381,0.0333179,0.0226788,0.0204404,0.0157099,0.011293,0.0325024,0.013801,0.0149077,0.0197951,0.0298335,0.00501886,0.00511698,0.00205862,0.0125956,0.0276453,0.0107802,0.00698471,0.0230535,0.0181052,0.0238258,0.00600739,0.0083174,0,0,0.0158257,0,0.0146371,0.00998657,0.036442,0.0228618,0.039873,0.00778271,0.00342023,0.0228812,0.0111051,0.0189741,0.0118168,0.0148505,0.00891379,0.0319592,0.0137256,0.0117452,0.0287245,0.0175043,0.00408391,0.00318247,0.0298465,0.0141151,0,0,0,0,0,0.00247934
118,0.0123218,0.0228042,0.0205792,0.0209481,0.0119424,0.00529542,0,0,0.0120117,0,0.016453,0.00782426,0.0332456,0.0260807,0.0199571,0.016415,0.0110053,0.0324742,0.0148352,0.0158402,0.0202375,0.0304196,0.00457979,0.00406545,0.00138468,0.0131242,0.0229583,0.0113662,0.00678501,0.0228322,0.0182662,0.0232528,0.00623096,0.00847885,0,0,0.0148158,0,0.014661,0.00951936,0.0355881,0.0216721,0.0400413,0.00786325,0.00368381,0.0230415,0.0113335,0.0190638,0.0120221,0.0150441,0.00836526,0.0321294,0.0135709,0.0110524,0.0280196,0.0168883,0.00404211,0.00309368,0.0300446,0.0143843,0,0,0,0,0,0.00241639
119,0.0122325,0.0228799,0.020575,0.0209702,0.0135696,0.00489405,0,0,0.0120777,0,0.0164054,0.00748195,0.0332159,0.0295475,0.0191185,0.0186767,0.0111811,0.0325774,0.0168842,0.0180269,0.0214234,0.0307598,0.00594576,0.00356971,0.00149184,0.0134067,0.0198439,0.0120441,0.00667529,0.0223408,0.0183392,0.0224437,0.00651012,0.00874235,0,0,0.0137028,0,0.0145596,0.00894256,0.0343721,0.0203314,0.0401745,0.00791087,0.00444081,0.0232596,0.0116768,0.019274,0.0122492,0.0153062,0.00751162,0.0323386,0.0135252,0.0100041,0.0271035,0.0162192,0.00402726,0.00298651,0.0302756,0.0146974,0,0,0,0,0,0.00234782
120,0.012208,0.0228379,0.0223361,0.0211001,0.0148276,0.00483021,0,0,0.0121085,0,0.0163583,0.0073417,0.0330766,0.0324868,0.0184762,0.0203729,0.0113015,0.0326571,0.0182737,0.0196811,0.0225068,0.0308538,0.00745112,0.00357788,0.00177624,0.0139198,0.0212534,0.0123093,0.00668438,0.0216343,0.0183464,0.0214804,0.00692674,0.0091182,0,0,0.0129107,0,0.0145091,0.0085437,0.0329602,0.0188845,0.0402635,0.00799143,0.00525571,0.0233929,0.0118889,0.0195005,0.0123985,0.0153292,0.00667547,0.0324311,0.0134968,0.00908016,0.0260553,0.0157862,0.00405171,0.00303169,0.0302848,0.0149776,0,0,0,0,0,0.00230228
