Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65
9,0.0233772,0.0178776,0.0122616,0.0179067,0.0120269,0.00581669,0,0,0.00361455,0,0.0205124,0.00316364,0.0361995,0.0271066,0.0183746,0.0123472,0.00229435,0.0384386,0.00607495,0.0140376,0.00932899,0.025165,0.0114154,0.0160022,0.00579133,0.0114968,0.0136865,0.0129913,0.0015137,0.00311788,0.0106659,0.017967,0.0113802,0.00557884,0.0434768,0,0,0.00681682,0,0.0173788,0.00197483,0.0337736,0.0170513,0.0338275,0.0069238,0.00523239,0.0455226,0.00578265,0.0174932,0.010082,0.0100525,0.0109566,0.040744,0.00810223,0.0112772,0.0082924,0.0170082,0.0031931,0.00226574,0.0347611,0.0296575,0,0,0,0,0
10,0.0425224,0.0345983,0.0148606,0.0150154,0.0133984,0.00620114,0,0,0.0142971,0,0.022865,0.0158348,0.0362345,0.0306869,0.0181386,0.0120612,0.00257315,0.0686404,0.00578264,0.013959,0.00861012,0.0247978,0.0116489,0.0164511,0.00625723,0.0120964,0.0168917,0.0196802,0.00120508,0.00560454,0.0101938,0.0174647,0.0118232,0.00520596,0.0556869,0,0,0.0111281,0,0.0174941,0.00445126,0.0331942,0.0179124,0.0331907,0.007213,0.00307463,0.0496323,0.00646686,0.0182058,0.0108195,0.0107534,0.0112947,0.0408979,0.00828563,0.0127135,0.00722339,0.0211233,0.00386688,0.00312538,0.0552458,0.0487078,0,0,0,0,0
11,0.0415756,0.0351617,0.0175476,0.0155298,0.0146473,0.00644458,0,0,0.0129323,0,0.0224098,0.0150268,0.0360684,0.0309047,0.0182928,0.0123877,0.00256534,0.0698856,0.00547879,0.0143673,0.00825138,0.0245288,0.0122535,0.0173335,0.00678163,0.0126185,0.0203924,0.0210872,0.00118301,0.00509754,0.0100407,0.0172133,0.0118759,0.0045595,0.0570101,0,0,0.0127916,0,0.0174501,0.0055082,0.0330145,0.0182144,0.0333151,0.00660301,0.00260163,0.0526809,0.00633142,0.018214,0.0107912,0.0104968,0.011157,0.0405955,0.00826462,0.0133348,0.00636061,0.0233808,0.00387537,0.0034841,0.0565374,0.0491392,0,0,0,0,0
12,0.0335214,0.027633,0.0198843,0.0168307,0.0155711,0.00684741,0,0,0.0100756,0,0.021304,0.0114157,0.0358015,0.0286353,0.0184336,0.0130368,0.00248059,0.055938,0.00528087,0.0151293,0.0081583,0.0242019,0.0128954,0.0184974,0.00732099,0.0129757,0.0242334,0.0156176,0.00124124,0.00426075,0.00982036,0.0169979,0.011644,0.0040607,0.0604509,0,0,0.0147427,0,0.0177256,0.00626569,0.0331956,0.0181874,0.0339254,0.00545012,0.00309464,0.0624014,0.00577298,0.0178745,0.0101582,0.00966232,0.0109342,0.0401613,0.00811165,0.0133692,0.00574962,0.0276713,0.00490378,0.00412661,0.0508161,0.0445222,0,0,0,0,0
13,0.040117,0.0348812,0.0219148,0.0163876,0.0166806,0.0069477,0,0,0.0104805,0,0.0220526,0.0133436,0.0358782,0.0259402,0.0184621,0.0132771,0.00226844,0.0697099,0.00515644,0.0154482,0.00816003,0.0238399,0.0134683,0.0194698,0.00791199,0.0133037,0.0273907,0.0224352,0.00117876,0.00452779,0.00951811,0.0170762,0.0117744,0.00354548,0.0565677,0,0,0.0135746,0,0.0174631,0.00604877,0.0332449,0.0188252,0.033503,0.00439832,0.00193023,0.0533433,0.00581856,0.0181011,0.00957834,0.00913039,0.0110371,0.0403402,0.00847346,0.0134289,0.00481466,0.0241876,0.00447662,0.00371944,0.0555096,0.0485209,0,0,0,0,0
14,0.00849351,0.00333747,0.0241498,0.0181952,0.017165,0.00702799,0,0,0.00437797,0,0.0217886,0.00300288,0.0357856,0.0233017,0.0192342,0.014503,0.00215659,0.00249345,0.00593307,0.0166001,0.00898154,0.0238292,0.0140219,0.0205753,0.00806621,0.0132652,0.0304924,0.00181038,0,0.00211122,0.0103512,0.0193922,0.0120905,0.0035597,0.011523,0,0,0.00670912,0,0.0163201,0.00477416,0.0335687,0.0187697,0.0335014,0.00412393,0.00264218,0.0123604,0.00583279,0.0170983,0.00950995,0.00918802,0.0112213,0.0401739,0.00863152,0.0132512,0.00590981,0.00460445,0.000517038,0.00196031,0.00369428,0.00613794,0,0,0,0,0
15,0.00572213,0.00230523,0.0262925,0.0192413,0.0178248,0.00716175,0,0,0.00449362,0,0.0207565,0.00195921,0.0358675,0.0216414,0.0190856,0.0145155,0.00175562,0.00232419,0.00623031,0.0169112,0.00918393,0.0235921,0.014249,0.0210453,0.00806955,0.0132443,0.0336175,0.00242214,0.00399214,0.000965956,0.00949533,0.0191805,0.0114327,0.00261799,0.00859658,0,0,0.00582686,0,0.016387,0.00396389,0.03374,0.0189469,0.0338429,0.00168794,0.00260344,0.00866648,0.00534212,0.0173075,0.00804692,0.0077846,0.0105198,0.0398982,0.00845857,0.0124632,0.00456602,0.00390461,0.000528832,0.00164016,0.00284696,0.00504165,0,0,0,0,0
16,0.0349814,0.0228192,0.0285472,0.0178316,0.0188184,0.00703807,0,0,0.00739687,0,0.0206731,0.00694751,0.0358685,0.0206342,0.0182795,0.0138024,0.00297029,0.0558048,0.00564704,0.0162461,0.00873617,0.0227006,0.0144782,0.0212563,0.00820878,0.0133385,0.0370311,0.0229027,0.00146741,0.00328129,0.00930473,0.0176555,0.011776,0.00159664,0.061785,0,0,0.00956093,0,0.0176052,0.00282985,0.0339042,0.0199357,0.0335469,0.00115686,0.00294727,0.0638995,0.00520666,0.0174754,0.0077651,0.00734409,0.0108712,0.0399593,0.00881113,0.0130389,0.00401379,0.0257368,0.00410701,0.00292927,0.0447982,0.0450948,0,0,0,0,0
17,0.00251404,0.00304772,0.0301022,0.0195827,0.0181274,0.00715312,0,0,0.00263637,0,0.0199849,0.0012379,0.0356481,0.0190189,0.0189672,0.0146636,0.0011403,0.0031616,0.00660084,0.0170962,0.00974558,0.022852,0.0144415,0.0213035,0.00777669,0.0130762,0.0398192,0.0015066,0.00417446,0.000804495,0.00944525,0.0192777,0.0118941,0.001403,0.00511085,0,0,0.00423427,0,0.016021,0.00305673,0.0334619,0.0201566,0.0334519,0.000877011,0.00229075,0.00384968,0.00512072,0.0173825,0.00742311,0.00698139,0.0108868,0.0397233,0.00881029,0.0131838,0.00425996,0.00390157,0.00117431,0.00133496,0.00398444,0.00447305,0,0,0,0,0
18,0.00284715,0.00284325,0.0312843,0.019356,0.0178962,0.00696828,0,0,0.00268405,0,0.0201623,0.00112367,0.0354368,0.0177734,0.0189608,0.0143611,0.00102502,0.0025963,0.00666926,0.0169395,0.0099962,0.0224941,0.0142768,0.0207831,0.0074568,0.0129255,0.0420814,0.00171268,0.00411756,0.000847178,0.00941754,0.0192985,0.0122513,0.000901971,0.00493097,0,0,0.00438701,0,0.0161698,0.00329246,0.0331125,0.0208663,0.0333069,0.00117224,0.00250197,0.00438002,0.00504687,0.0175699,0.00728722,0.00665724,0.0113151,0.0396687,0.00893014,0.0139982,0.00472509,0.00364216,0.000548526,0.00144264,0.00344889,0.00427102,0,0,0,0,0
19,0.00313149,0.00284946,0.0320223,0.0190537,0.0174681,0.00667678,0,0,0.00267237,0,0.0202798,0.00110419,0.0352893,0.0165422,0.0189939,0.0138391,0.00100565,0.00240812,0.00671486,0.0164499,0.0101282,0.0221743,0.0138665,0.020287,0.00692502,0.0126834,0.04347,0.00164289,0.00411426,0.000846074,0.0095797,0.0193367,0.0124516,0.000758013,0.00470498,0,0,0.00409726,0,0.0161802,0.00310912,0.0328758,0.0214534,0.0330925,0.00119767,0.00264953,0.00447559,0.00494958,0.0176631,0.00758739,0.00641976,0.0117944,0.0395058,0.00903627,0.0148854,0.00471777,0.00344254,0.000485791,0.00139908,0.00327797,0.00437227,0,0,0,0,0
20,0.00555761,0.00543995,0.0326491,0.0195631,0.0171452,0.00630847,0,0,0.00534191,0,0.0197595,0.00277925,0.0354527,0.015032,0.0191452,0.0131222,0.00134518,0.00377448,0.00681175,0.0157136,0.010249,0.0219566,0.0130885,0.0195837,0.00631653,0.0124907,0.0444657,0.00388077,0.00428009,0.00153923,0.00951297,0.0189079,0.0127367,0.00075741,0.00806398,0,0,0.00131096,0,0.0163266,0.00114972,0.0327486,0.0222644,0.032787,0.0018254,0.00282628,0.0113728,0.00480093,0.0177726,0.00755517,0.00599519,0.0122185,0.039491,0.00943176,0.0154823,0.00549517,0.00301178,0.000633099,0.000617811,0.0041866,0.00539594,0,0,0,0,0
21,0.00141117,0.00368307,0.0332445,0.0187301,0.0170614,0.00566964,0,0,0.00231135,0,0.0201183,0.00100399,0.035664,0.0135623,0.0192845,0.0121824,0.00124953,0.00396066,0.00670209,0.0146576,0.0102369,0.0217076,0.0123718,0.0187463,0.0058346,0.0123898,0.0449582,0.00219658,0.00381762,0.000811877,0.00979677,0.0192303,0.0129985,0.00146157,0.00410098,0,0,0.00307548,0,0.0160781,0.0022921,0.0327876,0.0230482,0.0327181,0.00301388,0.00309867,0.00291623,0.00451303,0.0178387,0.00695764,0.00525261,0.0125848,0.0394009,0.00967827,0.0159676,0.00655328,0.00295493,0.000413529,0.00117272,0.0052327,0.00418507,0,0,0,0,0
22,0.00111137,0.0039116,0.0336833,0.0187424,0.0169655,0.00521541,0,0,0.00206018,0,0.0198792,0.000757454,0.0358344,0.0123015,0.0194953,0.0113909,0.00145631,0.00419663,0.00693121,0.0136631,0.0101955,0.021607,0.0120266,0.0179029,0.00539816,0.012261,0.045041,0.00255851,0.00346604,0.000538013,0.00996303,0.0191408,0.0131301,0.00215213,0.00412786,0,0,0.00274285,0,0.0160129,0.00201611,0.0329103,0.023555,0.0325278,0.00392741,0.00332273,0.00283796,0.00428491,0.0179186,0.00637804,0.00466292,0.0128689,0.0393344,0.0097501,0.0162646,0.00746364,0.00269791,0.00032845,0.00111571,0.00572135,0.0040471,0,0,0,0,0
23,0.000993253,0.00409443,0.0338627,0.0187093,0.0168921,0.00475482,0,0,0.00210944,0,0.0198393,0.000812855,0.0359367,0.0115007,0.0196914,0.0105947,0.00161189,0.00437209,0.00716054,0.0127068,0.0102047,0.0216288,0.0118627,0.0173602,0.00507298,0.01201,0.0447866,0.00283629,0.00327535,0.000410037,0.0101216,0.0191176,0.0133072,0.00283315,0.00433808,0,0,0.00227413,0,0.01598,0.00162537,0.033078,0.0240611,0.0322791,0.0048856,0.00367332,0.00282203,0.00409221,0.0178097,0.00603887,0.00409652,0.0131449,0.0392371,0.00989779,0.0166027,0.00853496,0.00237932,0.000417263,0.00106127,0.00614601,0.00394864,0,0,0,0,0
24,0.00226242,0.00326014,0.033963,0.0186888,0.0167216,0.00461647,0,0,0.00201401,0,0.0197562,0.000763665,0.0361978,0.01105,0.0198781,0.00995238,0.00219165,0.00277078,0.00756666,0.0119574,0.0103045,0.0216271,0.0117201,0.0171507,0.00500021,0.0116893,0.0447047,0.00309118,0.00286388,0.000752939,0.00973215,0.0190593,0.013235,0.00318457,0.00276839,0,0,0.00352719,0,0.0162182,0.00243587,0.0334915,0.0242924,0.0320302,0.00501866,0.00362664,0.00361221,0.00396572,0.0177704,0.00601745,0.00386028,0.0133395,0.0391495,0.00992022,0.0168677,0.00908351,0.00231862,0.000679847,0.00108209,0.00421209,0.00384777,0,0,0,0,0
25,0.00198747,0.00337244,0.0340257,0.018577,0.016481,0.00446591,0,0,0.0021017,0,0.0199133,0.0006418,0.0365664,0.0111163,0.0200846,0.00936089,0.00238897,0.00280699,0.00822211,0.0115125,0.0104786,0.0216115,0.0114046,0.0167491,0.00473574,0.0113222,0.0446307,0.00329387,0.00274775,0.000848828,0.0100702,0.0190237,0.0135879,0.00402332,0.00260119,0,0,0.00359878,0,0.0161924,0.00230837,0.0340356,0.0247264,0.0318166,0.00592133,0.00380805,0.00326773,0.00382496,0.0177292,0.00552203,0.00347855,0.0136919,0.0390115,0.0100911,0.017305,0.0101993,0.00230835,0.000598828,0.000973974,0.00449537,0.0035342,0,0,0,0,0
26,0.00186829,0.00356258,0.0340644,0.0183153,0.0161286,0.0043755,0,0,0.00228301,0,0.0196798,0.000663212,0.0368413,0.011683,0.0203317,0.00893127,0.00254942,0.00281271,0.00900271,0.0111988,0.010707,0.0215833,0.0110892,0.0161944,0.00436459,0.010924,0.0445837,0.0036171,0.00273952,0.00093705,0.0104458,0.0190085,0.013721,0.00513756,0.00254907,0,0,0.00380036,0,0.0161819,0.0023078,0.0343369,0.0250052,0.0316467,0.0068224,0.00424079,0.0031314,0.00375633,0.0176119,0.00541852,0.00324285,0.0140015,0.0388679,0.0101751,0.0176804,0.0112311,0.00241763,0.000548063,0.00088671,0.00469747,0.0032728,0,0,0,0,0
27,0.00179878,0.00377209,0.0340871,0.0182293,0.015654,0.00429027,0,0,0.00246144,0,0.0195504,0.000641211,0.0370916,0.0122183,0.0205112,0.00830039,0.00271858,0.00284078,0.0097411,0.0109515,0.0109377,0.021571,0.0111612,0.015592,0.00387072,0.0105096,0.044584,0.00387542,0.00275667,0.000998045,0.0108223,0.0190193,0.01371,0.00564746,0.00258455,0,0,0.00406581,0,0.0161866,0.00241351,0.0345128,0.0251542,0.0313877,0.00770663,0.00484253,0.00312088,0.00380736,0.0175609,0.00527568,0.00316592,0.0142641,0.0386826,0.0102385,0.0179299,0.0121074,0.00261796,0.000579402,0.000832547,0.00486838,0.00303744,0,0,0,0,0
28,0.00256758,0.00542966,0.0340389,0.0180742,0.0149347,0.00416851,0,0,0.0025229,0,0.0196659,0.00073029,0.0373147,0.0124974,0.0206479,0.0079086,0.00272181,0.00405098,0.00995986,0.0106869,0.0111431,0.0215268,0.0114931,0.0152033,0.003539,0.0100699,0.0445921,0.00364712,0.00290923,0.000794948,0.0114371,0.0189772,0.013889,0.00637308,0.00707625,0,0,0.00694996,0,0.0160585,0.00377931,0.0347035,0.0254715,0.031149,0.00889225,0.00591437,0.00388957,0.00390859,0.017609,0.0048781,0.00318911,0.0145885,0.0384583,0.0103116,0.0182687,0.0133313,0.00403586,0.00428471,0.0014636,0.00766948,0.00398808,0,0,0,0,0
29,0.00112078,0.00429293,0.0338557,0.0180955,0.013671,0.00432408,0,0,0.00292781,0,0.0196261,0.000882028,0.0375301,0.0128389,0.021037,0.0078196,0.00303598,0.00322314,0.00992797,0.0105395,0.0113924,0.0215768,0.011614,0.0147976,0.00349153,0.00955646,0.0448127,0.0041699,0.0028974,0.000857689,0.0120065,0.0189863,0.0140264,0.00696736,0.00361356,0,0,0.00425628,0,0.0161094,0.00246495,0.0348744,0.0255707,0.0310287,0.00983864,0.00638166,0.00317014,0.00397119,0.0177698,0.00454485,0.00330282,0.0148155,0.0382776,0.0103444,0.0185648,0.0141741,0.00286454,0.000442594,0.000786066,0.00567693,0.00267588,0,0,0,0,0
30,0.00447772,0.00746527,0.0140128,0.0188472,0.0200481,0.0105783,0,0,0.006237,0,0.0190381,0.00271987,0.0401945,0.0389841,0.0160806,0.0532981,0.0121939,0.00522933,0.0363692,0.0521487,0.0350566,0.0166382,0.0298451,0.0279059,0.0149839,0.0117485,0.00899208,0.00575569,0.0029799,0.00122915,0.0130866,0.0196074,0.0154643,0.0105249,0.00770575,0,0,0.00901541,0,0.0159392,0.00550289,0.0339563,0.0286878,0.0308538,0.0132504,0.0156377,0.00686729,0.00515837,0.0189362,0.00479342,0.00490022,0.0166176,0.0371623,0.0107923,0.0209132,0.0174705,0.00752839,0.00142426,0.00224419,0.00803705,0.00666142,0,0,0,0,0
31,0.0011926,0.00433797,0.0337519,0.0180395,0.0103578,0.00436354,0,0,0.00269573,0,0.0196682,0.000754042,0.0378863,0.0149741,0.0217614,0.00832435,0.00351795,0.00315154,0.0110468,0.0107633,0.011858,0.0217664,0.0113237,0.0142834,0.00348345,0.00896934,0.0466572,0.00402423,0.00292906,0.000972268,0.0121848,0.0189113,0.0139118,0.00797662,0.0040946,0,0,0.0042333,0,0.0160796,0.00242924,0.0352343,0.0255519,0.0307338,0.0107678,0.00713946,0.0033275,0.00397801,0.0181926,0.0042284,0.00374455,0.0152224,0.0380119,0.0103775,0.0189591,0.0150664,0.00266515,0.000588733,0.000702262,0.00555515,0.00269444,0,0,0,0,0
32,0.00134738,0.00429051,0.0343684,0.017918,0.00916421,0.00424173,0,0,0.0023023,0,0.0197006,0.000532599,0.0381071,0.015872,0.0221832,0.00898697,0.00381052,0.00308148,0.0110578,0.0110795,0.0122008,0.021907,0.0110678,0.0146187,0.00326463,0.00924136,0.0480663,0.00392351,0.0029851,0.00105138,0.012161,0.0189127,0.0137723,0.00818445,0.00440666,0,0,0.00385891,0,0.0161026,0.00215475,0.035371,0.0253561,0.0305579,0.0111085,0.00708757,0.00340115,0.00390537,0.0182619,0.00418726,0.00395811,0.015407,0.0379246,0.0103437,0.0189959,0.0154042,0.00231627,0.000628518,0.000695279,0.00549181,0.00274181,0,0,0,0,0
33,0.00464075,0.00742985,0.00697737,0.0187046,0.0147878,0.0108461,0,0,0.00561616,0,0.0190248,0.00238199,0.0428169,0.0318746,0.0172742,0.0544144,0.0132127,0.00473316,0.0378653,0.0553754,0.0339957,0.01466,0.0321333,0.0338567,0.018751,0.0126119,0.00828697,0.00560759,0.00309923,0.00121968,0.0138927,0.0196194,0.0152539,0.0117295,0.00836092,0,0,0.00932352,0,0.0159825,0.00559997,0.0348759,0.028547,0.0302134,0.0152462,0.0173732,0.0072852,0.0051159,0.0191849,0.00482853,0.00635429,0.0174984,0.0364986,0.0106731,0.021493,0.0196204,0.00763303,0.00134243,0.00225623,0.00782662,0.00712598,0,0,0,0,0
34,0.00139515,0.00407248,0.0347413,0.017796,0.00847689,0.00395669,0,0,0.00176359,0,0.0198395,0.000371697,0.0384776,0.0153684,0.0234396,0.0104313,0.00433247,0.00289357,0.0109899,0.0117029,0.0128378,0.0220566,0.0104687,0.015974,0.00273056,0.0111693,0.0490637,0.00380731,0.00305048,0.00116108,0.012317,0.0185765,0.0134005,0.00882784,0.00452959,0,0,0.00407251,0,0.01596,0.00208681,0.0357304,0.0247619,0.0304972,0.0125084,0.00766397,0.00349837,0.00398992,0.0186242,0.00412289,0.00473165,0.0156158,0.0375913,0.0102356,0.0190517,0.0162245,0.00178054,0.000926694,0.000392017,0.00558198,0.00258899,0,0,0,0,0
35,0.00143963,0.00405429,0.0334146,0.0177872,0.00831207,0.00376331,0,0,0.00164981,0,0.0198419,0.000383052,0.0386392,0.0148414,0.0240402,0.0114139,0.0044574,0.00291548,0.0108538,0.0118502,0.0126752,0.0220896,0.0100325,0.0163673,0.00286062,0.0124511,0.0474865,0.00377018,0.0030737,0.00116959,0.0124681,0.0183913,0.013317,0.00919122,0.0047659,0,0,0.0040706,0,0.0158713,0.00204159,0.035925,0.0245835,0.0304682,0.0129998,0.00788642,0.00375805,0.0040392,0.0186968,0.00412875,0.00508045,0.0157208,0.0375427,0.0102087,0.0191024,0.0164029,0.00153504,0.00101437,0.000185867,0.00570598,0.00256458,0,0,0,0,0
36,0.0014927,0.00408372,0.0306775,0.0177385,0.00760296,0.00337993,0,0,0.00157491,0,0.0198583,0.000355823,0.0387881,0.0140812,0.0245235,0.0121824,0.0045376,0.00297663,0.0104108,0.0116538,0.0119537,0.0221373,0.00941929,0.0161949,0.00308252,0.0136596,0.0438037,0.00371285,0.00304904,0.00116399,0.0125297,0.018349,0.0131967,0.00955672,0.0051856,0,0,0.00391922,0,0.0158667,0.00196303,0.0361367,0.0243697,0.0303867,0.0134743,0.00800068,0.00418376,0.00408078,0.0187405,0.00413718,0.0053793,0.0157983,0.0375012,0.0101864,0.0191379,0.0166481,0.00126732,0.00107626,0.000356341,0.00588862,0.00259361,0,0,0,0,0
