Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI,LWRA
30,0.00263504,0.00115598,0.00486739,0.0178695,0.00210025,0,0,0.00657755,0,0.0205151,0.00343041,0.0393398,0.00544111,0.0228884,0.00460974,0.00354005,0.00417276,0.0073163,0.00752556,0.00634119,0.028855,0.00324175,0.0036383,0.00212804,0.0127164,0.00710761,0.00349103,0.00194463,0.0130342,0.0182694,0.0143864,0.00853294,0.00362769,0,0,0.00419459,0,0.0158703,0.00156999,0.0364327,0.00931733,0.0314454,0.0140783,0.00749889,0.00575163,0.00375695,0.0210933,0.00456083,0.00222427,0.0081884,0.0372027,0.010974,0.00857521,0.0126557,0.00253419,0.000518875,0.00085186,0.00110092,0.00312432,0,0,0,0,0,0.00336942,0.00479427
31,0.00266485,0.00115342,0.0049659,0.0179585,0.00283191,0,0,0.00667852,0,0.0203994,0.00352922,0.0393471,0.00452674,0.0231695,0.00351857,0.00359593,0.00424857,0.00847237,0.00855886,0.00765418,0.0303324,0.00282398,0.00246848,0.00240101,0.0135498,0.0060417,0.00352979,0.00196867,0.0125653,0.018283,0.0133442,0.00875867,0.00369514,0,0,0.00425146,0,0.0158905,0.00159131,0.0367946,0.00935755,0.0313311,0.0146188,0.00733539,0.0058587,0.00319325,0.0213557,0.00474736,0.00150352,0.00844584,0.0371961,0.0106193,0.00903136,0.0117054,0.00251782,0.000578045,0.000869885,0.00118463,0.00301476,0,0,0,0,0,0.00335799,0.00476786
32,0.00261849,0.00122534,0.0070118,0.0181412,0.00351133,0,0,0.00671478,0,0.0202256,0.00366243,0.0394198,0.00301195,0.0235593,0.00315181,0.00372264,0.00440173,0.00951269,0.00955185,0.00881595,0.0314857,0.00321775,0.00270456,0.00310219,0.0143669,0.00793206,0.00363216,0.00206528,0.012336,0.0182235,0.0123286,0.00903558,0.00373313,0,0,0.00409213,0,0.0158471,0.00156636,0.0371146,0.00956268,0.0311709,0.0150832,0.00720396,0.00594238,0.00266235,0.0215337,0.00494607,0.00107332,0.00860569,0.0371058,0.010158,0.00937934,0.0111338,0.0023737,0.00052654,0.000822499,0.00128756,0.00282339,0,0,0,0,0,0.00338654,0.00485496
33,0.00265521,0.00121369,0.00915512,0.01807,0.00421822,0,0,0.00668975,0,0.0202562,0.00354426,0.0395242,0.00192171,0.0239936,0.00402875,0.00393029,0.00447788,0.0102305,0.0104195,0.00984529,0.032272,0.00395189,0.00342721,0.00369737,0.0150827,0.0102995,0.00355492,0.00200595,0.0122727,0.0181783,0.0113412,0.00930395,0.00382124,0,0,0.00392684,0,0.0158483,0.00154051,0.0373912,0.0099555,0.0309609,0.0154265,0.00728734,0.00600816,0.0021861,0.0216927,0.00512436,0.00125387,0.0086552,0.0369489,0.00957166,0.00963102,0.0108315,0.00228949,0.000594366,0.0008926,0.0014172,0.00257165,0,0,0,0,0,0.00337948,0.00475696
34,0.00266107,0.00107499,0.0106687,0.0180146,0.00522272,0,0,0.00659551,0,0.0203094,0.00345687,0.0395429,0.00235682,0.0244611,0.00561038,0.00411098,0.00455483,0.0105018,0.0111718,0.010692,0.03268,0.00449436,0.00358864,0.00380373,0.0154968,0.0119818,0.00348852,0.00193422,0.0123012,0.0182139,0.0103011,0.00957031,0.00390208,0,0,0.00381854,0,0.0159208,0.00154221,0.0374827,0.0106057,0.0307426,0.0155118,0.00743421,0.00616431,0.00178152,0.0218817,0.00524079,0.00172102,0.00860238,0.0367481,0.00884907,0.00984438,0.0109995,0.00222733,0.000812679,0.00101503,0.00148573,0.00221356,0,0,0,0,0,0.00339469,0.0046652
35,0.00253406,0.000974566,0.0110248,0.0181226,0.00655326,0,0,0.00654421,0,0.0202538,0.00351504,0.0393283,0.00499715,0.0247549,0.00714111,0.00430449,0.00466396,0.0102502,0.0113926,0.0112015,0.0328152,0.00499216,0.003367,0.00349103,0.0155459,0.0120769,0.00352086,0.00193201,0.012322,0.0182138,0.00920906,0.00979355,0.00394983,0,0,0.00362997,0,0.0159308,0.00150939,0.0374721,0.0116534,0.030541,0.0153048,0.00768991,0.00634326,0.00132886,0.0220589,0.00530194,0.0022953,0.00857664,0.0365091,0.00800388,0.0101737,0.0116496,0.00208171,0.000931784,0.00108956,0.00149365,0.00181485,0,0,0,0,0,0.00369222,0.00466409
36,0.00213696,0.00079384,0.00988636,0.0180548,0.00711017,0,0,0.00641263,0,0.0201862,0.00353696,0.0389977,0.00812037,0.0248366,0.00794254,0.00450386,0.00515839,0.0097341,0.0110811,0.0111903,0.0327561,0.00534311,0.00322603,0.00320727,0.0154329,0.0104116,0.00358741,0.00188005,0.0122871,0.0181193,0.00872746,0.0100009,0.00340172,0,0,0.00373194,0,0.0159385,0.00153433,0.0376254,0.0134228,0.030527,0.0153224,0.00764383,0.00573259,0.000901962,0.0222786,0.00554175,0.00292922,0.00893012,0.036272,0.00745101,0.0109112,0.0122627,0.00187981,0.0011421,0.00106087,0.00132686,0.00142689,0,0,0,0,0,0.00352365,0.00460085
37,0.00225256,0.000995776,0.00809932,0.0179096,0.00626255,0,0,0.00599032,0,0.020064,0.00340933,0.0385894,0.00953757,0.0249878,0.00793829,0.00473989,0.00466347,0.00917089,0.0102642,0.0105003,0.0324182,0.00545863,0.00338236,0.00336128,0.0154561,0.00816345,0.0034312,0.00184151,0.0120292,0.0180326,0.00809047,0.0103929,0.00408581,0,0,0.00314589,0,0.0157693,0.00145707,0.0377052,0.0155796,0.0303286,0.014473,0.00821256,0.00668008,0.000743496,0.0224503,0.00539377,0.00355506,0.00929405,0.0359506,0.00677123,0.0119058,0.0135908,0.00189078,0.00100524,0.00112021,0.00141493,0.00120559,0,0,0,0,0,0.00353199,0.00457656
38,0.00182404,0.000848334,0.00619993,0.0181635,0.00431215,0,0,0.00591144,0,0.0199537,0.00333998,0.0383071,0.00874016,0.0250492,0.00746033,0.00498296,0.00504842,0.00864914,0.00913643,0.00925086,0.0316884,0.00535609,0.00376212,0.00381026,0.0156014,0.00678627,0.00347813,0.0018767,0.0119147,0.018065,0.00863273,0.0107264,0.00357669,0,0,0.00327468,0,0.0158704,0.00138246,0.0376027,0.0180939,0.0302954,0.0141688,0.00857276,0.00595054,0.00102153,0.022658,0.00550521,0.0040827,0.0098681,0.0356695,0.00656658,0.0130438,0.0145923,0.00171323,0.00133774,0.00103412,0.000964552,0.000799009,0,0,0,0,0,0.00374863,0.00464697
39,0.00173986,0.00100249,0.00581614,0.0183872,0.00235532,0,0,0.00616176,0,0.0198181,0.00336222,0.0380229,0.00727539,0.025213,0.00673805,0.00512698,0.00490365,0.00789234,0.00777342,0.00769704,0.0305992,0.00511951,0.00421336,0.00434521,0.0156435,0.00677492,0.00342554,0.00193519,0.0115972,0.0181167,0.00941147,0.0109174,0.00369698,0,0,0.00308199,0,0.0158976,0.00130073,0.0372395,0.020755,0.0301302,0.0133507,0.00902682,0.00605676,0.00128363,0.0229194,0.00536837,0.00443621,0.0104998,0.0353459,0.0065033,0.0143191,0.0156161,0.00170453,0.00137477,0.00106476,0.000977908,0.000564167,0,0,0,0,0,0.00396658,0.00472467
40,0.00176315,0.00180839,0.00772621,0.018478,0.00251499,0,0,0.006407,0,0.0196896,0.00357296,0.0378114,0.0069441,0.025364,0.00627862,0.00513486,0.00474248,0.0070739,0.00628733,0.00599803,0.0291818,0.00489592,0.00469813,0.0048561,0.0155372,0.00891676,0.00338315,0.0020508,0.0112062,0.0181438,0.0105977,0.0110053,0.00471966,0,0,0.00262574,0,0.015841,0.00252538,0.0369313,0.023592,0.029878,0.0125044,0.00950431,0.00695141,0.00146227,0.0231668,0.00516067,0.00473089,0.0112487,0.0349174,0.00668204,0.0156796,0.016611,0.00225992,0.00262519,0.00150411,0.00177975,0.00101892,0,0,0,0,0,0.00389452,0.00476521
41,0.00121334,0.000971771,0.00997704,0.0185205,0.00418186,0,0,0.00598027,0,0.0196764,0.00340859,0.037713,0.0083657,0.0255861,0.00613078,0.00509778,0.00522158,0.00648631,0.00507984,0.00442497,0.0276845,0.00486224,0.00523766,0.00524727,0.0151304,0.0118007,0.00301661,0.00186142,0.0106755,0.0181186,0.0121373,0.0109169,0.00330451,0,0,0.00285095,0,0.0158725,0.00121868,0.0367624,0.0265767,0.0295069,0.0114883,0.00993815,0.00524621,0.00161235,0.0233421,0.00486083,0.00495241,0.0120962,0.0343994,0.00710376,0.0172415,0.0176158,0.00147463,0.00162718,0.00104141,0.000606614,0.000393181,0,0,0,0,0,0.00399025,0.00460091
42,0.00197974,0.0015368,0.010973,0.0186346,0.00571014,0,0,0.00665337,0,0.0197504,0.00349008,0.0377135,0.0106369,0.0257367,0.00603246,0.00512616,0.00432238,0.00611207,0.00477674,0.00356427,0.0264303,0.00496616,0.00582345,0.00533058,0.0147584,0.0133493,0.00318253,0.00193903,0.0106777,0.0180199,0.0141385,0.0109656,0.00447301,0,0,0.0027022,0,0.0156823,0.00160782,0.0367589,0.0294801,0.0291533,0.0111477,0.0108337,0.00688483,0.00173483,0.0233672,0.00465603,0.0052282,0.0128289,0.0337718,0.00776176,0.0186079,0.0186277,0.00195992,0.0014725,0.00128729,0.0015696,0.000949837,0,0,0,0,0,0.004275,0.00484705
43,0.000985893,0.00121842,0.0108138,0.01884,0.00641117,0,0,0.00706723,0,0.0195756,0.00376512,0.0376144,0.012971,0.0260381,0.00570236,0.00498183,0.00524678,0.00563488,0.00473613,0.00343228,0.0256882,0.00503645,0.00629696,0.005338,0.0146638,0.013447,0.00296686,0.00206977,0.00980034,0.0179885,0.01612,0.0105942,0.00329256,0,0,0.00304173,0,0.0158512,0.00150266,0.0368496,0.0325057,0.0286795,0.00988224,0.0109476,0.00488952,0.00179876,0.0234807,0.00434053,0.00526565,0.0136715,0.0331312,0.00869231,0.0202756,0.0192417,0.00167098,0.00249727,0.00119154,0.000923826,0.000810902,0,0,0,0,0,0.00404793,0.00482002
44,0.000921982,0.0013228,0.0103487,0.0186472,0.00685825,0,0,0.00744915,0,0.0196763,0.00376742,0.037381,0.0152389,0.0263424,0.00587227,0.00495884,0.00521947,0.0049454,0.00455191,0.00398625,0.0257104,0.00504012,0.00626633,0.00550668,0.0150515,0.0126135,0.00297346,0.0019619,0.00893313,0.0179212,0.018224,0.01022,0.00331686,0,0,0.00348164,0,0.0158837,0.0018493,0.0369626,0.0353965,0.0281734,0.00897966,0.0110045,0.00460261,0.00179371,0.0235396,0.00427012,0.00520351,0.0144307,0.0323931,0.00962422,0.0217001,0.019878,0.00205245,0.00288337,0.00133652,0.00107921,0.0010823,0,0,0,0,0,0.00412527,0.00469167
45,0.000860491,0.00138973,0.0103742,0.0185471,0.00749752,0,0,0.00789282,0,0.0197581,0.0037867,0.0370627,0.0173581,0.0266692,0.00649338,0.0049329,0.00517041,0.00442753,0.00470004,0.00503841,0.0263444,0.00525329,0.00590394,0.00573878,0.0158419,0.0121821,0.00313064,0.00187971,0.00806784,0.0178946,0.0204108,0.00980971,0.00331213,0,0,0.00395367,0,0.0159311,0.00218689,0.0370092,0.0381066,0.0276186,0.00826854,0.010762,0.00438273,0.00173117,0.0236364,0.00446505,0.00506134,0.0151531,0.031598,0.010576,0.0229508,0.0203766,0.00249495,0.00298935,0.00147701,0.00121587,0.00130492,0,0,0,0,0,0.00436776,0.00465591
46,0.000804046,0.00149717,0.0107207,0.018567,0.00806258,0,0,0.00832244,0,0.0197948,0.0038459,0.0367448,0.0190068,0.0269497,0.00645017,0.00496889,0.0050683,0.0042554,0.00501659,0.00604648,0.02713,0.00553483,0.00554489,0.00595761,0.0164999,0.0123985,0.00336645,0.00185152,0.00779478,0.0179413,0.0226584,0.00923979,0.0031915,0,0,0.00432444,0,0.0160193,0.00242229,0.0368787,0.0405845,0.027039,0.00781904,0.010256,0.00420553,0.00156611,0.0238894,0.00491745,0.00474348,0.0157467,0.0308074,0.0116447,0.0239307,0.0207375,0.0028387,0.0029735,0.00161962,0.00130485,0.00140546,0,0,0,0,0,0.00412162,0.00468272
47,0.000811255,0.00151898,0.0113009,0.0186062,0.00849721,0,0,0.00863372,0,0.0197612,0.00383381,0.0365201,0.0199209,0.0271,0.0057254,0.00504233,0.00480677,0.00420455,0.00509667,0.00683691,0.0276063,0.00565356,0.0054331,0.00615878,0.0166839,0.0129327,0.00356273,0.00182576,0.00864683,0.0179603,0.0248706,0.00855779,0.0029378,0,0,0.0045841,0,0.0160576,0.0026162,0.0366325,0.0425926,0.0265594,0.00771375,0.00951372,0.00407379,0.00146191,0.0243282,0.00563829,0.0041315,0.0161723,0.030065,0.0126032,0.0245041,0.0211294,0.00305693,0.00286623,0.00169596,0.00133863,0.00140998,0,0,0,0,0,0.00455663,0.00469029
48,0.000874004,0.00140463,0.0118019,0.0188072,0.00878109,0,0,0.00885675,0,0.0196195,0.00382475,0.0362889,0.0201005,0.0271372,0.00505649,0.0050453,0.00446722,0.00373031,0.00512303,0.00705084,0.0274632,0.00557771,0.00537282,0.00614305,0.0164439,0.013556,0.00376567,0.0018661,0.0106785,0.0179639,0.0268598,0.00772624,0.00259987,0,0,0.00461031,0,0.0160498,0.00268585,0.0363696,0.0439587,0.0261168,0.00799003,0.00870676,0.00397195,0.0016802,0.024793,0.00643063,0.00339676,0.0165299,0.029215,0.0137844,0.0247023,0.0218021,0.00311415,0.00268515,0.00169368,0.00133648,0.00146067,0,0,0,0,0,0.00468867,0.00479364
49,0.000960481,0.00135995,0.0122087,0.0191935,0.00876481,0,0,0.00894052,0,0.0193607,0.00387087,0.0360638,0.0198105,0.0270727,0.00503655,0.00496361,0.00414996,0.0027584,0.00537992,0.00696182,0.0268669,0.00524069,0.00513854,0.00587532,0.0158696,0.0142825,0.0040379,0.00202517,0.0135549,0.0179453,0.0283578,0.00696154,0.00227397,0,0,0.00437653,0,0.0159768,0.00261616,0.036117,0.0445682,0.0256041,0.00846212,0.00806918,0.00391922,0.00205412,0.0251386,0.00705008,0.00275416,0.0169414,0.0281206,0.0152678,0.0247702,0.0229531,0.00301393,0.00248256,0.00159166,0.00136579,0.00166204,0,0,0,0,0,0.00494383,0.00501548
50,0.00111021,0.00146885,0.0120937,0.0194356,0.00830287,0,0,0.00883973,0,0.0190177,0.00386209,0.0357817,0.0191502,0.0271197,0.00531092,0.00487015,0.00388638,0.00186867,0.0056826,0.0068473,0.0261112,0.00473326,0.00470594,0.00539357,0.0151536,0.0145139,0.00430785,0.00209763,0.0169951,0.0179154,0.0294951,0.00626829,0.00200916,0,0,0.00431894,0,0.0158897,0.00255286,0.0358923,0.0443144,0.0250622,0.00888986,0.00740237,0.00396252,0.00243794,0.0253634,0.00736864,0.00223451,0.0175809,0.0268928,0.016509,0.0246787,0.0244841,0.00293142,0.00217365,0.00145414,0.00155976,0.0019867,0,0,0,0,0,0.00506242,0.00516392
51,0.00142491,0.00174813,0.0114463,0.0195076,0.00754742,0,0,0.0090866,0,0.0188453,0.00381682,0.0353815,0.0180581,0.0272444,0.0056258,0.00477267,0.0036181,0.0022989,0.0059845,0.00687456,0.0254979,0.00426629,0.00435341,0.0048169,0.0146102,0.0139771,0.0044868,0.00203419,0.020983,0.0179432,0.0303139,0.00568432,0.00179403,0,0,0.00438174,0,0.0158323,0.00264599,0.0357382,0.0432744,0.0246058,0.00940429,0.00663677,0.00423279,0.00278823,0.0253959,0.00747531,0.0018989,0.0183034,0.0257839,0.0176042,0.0243655,0.0257367,0.00291241,0.00189136,0.00139926,0.00199832,0.00243599,0,0,0,0,0,0.00478071,0.0051216
52,0.00185164,0.00203081,0.0123849,0.0191903,0.00697676,0,0,0.0106954,0,0.0193,0.00442716,0.0358692,0.0162096,0.0265901,0.00491616,0.00719041,0.00358861,0.00236058,0.00480573,0.00667612,0.0248879,0.00351681,0.00369453,0.0040219,0.013742,0.0154767,0.00541617,0.00222385,0.0185668,0.0177583,0.0259407,0.00563705,0.00214968,0,0,0.00670199,0,0.0159372,0.00440097,0.0366679,0.0367277,0.0263324,0.010652,0.00208731,0.00480729,0.00989023,0.0188259,0.00480698,0.0118548,0.0224599,0.027916,0.0191779,0.0262177,0.00591145,0.00474103,0.00262707,0.00201488,0.0028962,0.00211031,0,0,0,0,0,0.00410717,0.00498381
53,0.00121736,0.00158077,0.0116209,0.0193221,0.00651616,0,0,0.0100825,0,0.0191816,0.00388363,0.0357071,0.015059,0.0264769,0.00443664,0.00738438,0.00338786,0.0031429,0.00470427,0.00686068,0.0247133,0.00328025,0.00351605,0.00353096,0.0134137,0.0145885,0.00474971,0.00188512,0.0214107,0.0178342,0.0294361,0.004956,0.00188514,0,0,0.00575039,0,0.016072,0.00317242,0.0366038,0.0417797,0.0258476,0.0100372,0.00181622,0.00378509,0.00941465,0.0186989,0.00418509,0.0111696,0.0245346,0.0256654,0.0209094,0.0292231,0.00531224,0.0041623,0.00201027,0.00172974,0.0023841,0.00359215,0,0,0,0,0,0.00427267,0.00488252
54,0.00140433,0.00175172,0.0106919,0.0194776,0.00618383,0,0,0.00922902,0,0.0191252,0.00322407,0.0358223,0.014293,0.0263918,0.00414325,0.00703593,0.00268319,0.00344091,0.00464877,0.006948,0.0246909,0.00302873,0.00326825,0.00310641,0.0130911,0.0133316,0.00414839,0.00141521,0.0238683,0.017978,0.0316675,0.00422661,0.00136734,0,0,0.00517432,0,0.0161133,0.00282366,0.0366187,0.0449753,0.0253733,0.00981535,0.00163611,0.00367298,0.00872187,0.0184858,0.00377663,0.0100242,0.0261229,0.0234509,0.0224059,0.0314799,0.00607071,0.00371431,0.00169097,0.00147706,0.00217802,0.00396077,0,0,0,0,0,0.00449117,0.00475837
55,0.0023714,0.00154031,0.00964718,0.0172216,0.00592982,0,0,0.00555897,0,0.0212269,0.00274074,0.03625,0.0137198,0.026281,0.00429036,0.00675643,0.00136831,0.0034527,0.00462463,0.00699964,0.0246808,0.00279272,0.00306809,0.00274498,0.0127428,0.0119247,0.00278675,0.00288272,0.0248219,0.0179564,0.0326939,0.00376358,0.00128581,0,0,0.00541155,0,0.0161584,0.00294795,0.036656,0.0470819,0.0247839,0.0101403,0.00145491,0.003408,0.00791041,0.0182884,0.00406569,0.00868355,0.0273995,0.0213792,0.023793,0.0332038,0.00786042,0.00428685,0.00146637,0.00136555,0.00173667,0.00363061,0,0,0,0,0,0.00466614,0
56,0.00154463,0.00190058,0.00851901,0.0198582,0.00566912,0,0,0.00722851,0,0.0189932,0.00241267,0.0367302,0.0131638,0.0263315,0.004582,0.00684328,0.00180387,0.00332706,0.00459746,0.00700453,0.0246428,0.00262025,0.00288024,0.00238373,0.0124365,0.0104666,0.0030539,0.000685519,0.0243326,0.0182543,0.0326531,0.00365671,0.000902996,0,0,0.00374609,0,0.0160581,0.00187281,0.0367396,0.0478044,0.0242749,0.0105527,0.00110808,0.00336771,0.00692188,0.0180555,0.00504475,0.0073244,0.0283059,0.01949,0.0250192,0.0344472,0.00981225,0.00243827,0.000844262,0.000713074,0.00239039,0.00407031,0,0,0,0,0,0.00475094,0.00444098
57,0.00157703,0.00198923,0.00739123,0.019901,0.00554124,0,0,0.0062997,0,0.018815,0.00210676,0.0371177,0.0126951,0.0263921,0.00499528,0.00673091,0.00138081,0.00340496,0.00484508,0.00722931,0.0244863,0.00266792,0.00304937,0.00228785,0.0123032,0.00899259,0.00246218,0.000660344,0.0226607,0.01843,0.0316942,0.00393066,0.00102747,0,0,0.00307349,0,0.0160809,0.00146347,0.0369411,0.0469083,0.0237588,0.0108859,0.000820275,0.00330596,0.00592468,0.0178483,0.00617671,0.00611026,0.0288907,0.0178875,0.0259396,0.0352276,0.0116508,0.00178932,0.000456635,0.000501472,0.00272525,0.00382857,0,0,0,0,0,0.00460043,0.00435654
58,0.00167503,0.00207786,0.00636244,0.0197946,0.00539393,0,0,0.00564012,0,0.0186063,0.00194134,0.0372169,0.0122889,0.0264678,0.00533851,0.0065965,0.0011026,0.0036272,0.00522319,0.00757204,0.0244019,0.00282806,0.00342332,0.00229387,0.0122839,0.00746336,0.00193849,0.000971628,0.0198434,0.0184908,0.0300796,0.00439316,0.00133978,0,0,0.00261615,0,0.0160131,0.0011995,0.0370745,0.0448848,0.0232691,0.0110522,0.000628171,0.00336678,0.00506808,0.0176013,0.00710914,0.00526486,0.0291538,0.0165603,0.0264849,0.0355371,0.014047,0.00123187,0.000571874,0.000364421,0.00310563,0.00370218,0,0,0,0,0,0.00442934,0.00428075
59,0.00181007,0.00214018,0.00537214,0.0198654,0.00489246,0,0,0.00520938,0,0.0185376,0.00184688,0.0371055,0.0118389,0.0266165,0.00566067,0.00652891,0.00100322,0.00391894,0.00562611,0.00798119,0.0244288,0.00302958,0.00391603,0.00227024,0.0123344,0.00600775,0.00156685,0.00122472,0.0163764,0.0185285,0.0282366,0.0049035,0.00168429,0,0,0.00274015,0,0.0159361,0.00132495,0.0368143,0.042497,0.0228703,0.0110642,0.000800632,0.00346947,0.0045179,0.0172351,0.00775316,0.00485514,0.029042,0.0156576,0.0266466,0.0353113,0.0179558,0.00077665,0.00081284,0.000273718,0.0034268,0.00384869,0,0,0,0,0,0.00423077,0.00425477
60,0.00197412,0.00220495,0.00448635,0.0199395,0.00416727,0,0,0.00434246,0,0.0187915,0.00141323,0.0369526,0.0113635,0.0268664,0.00600056,0.00629236,0.00101375,0.00430095,0.00605333,0.00829108,0.0245252,0.00316054,0.00449371,0.00219605,0.0124178,0.00459481,0.00122022,0.00137494,0.0146265,0.018552,0.0268562,0.00531573,0.00184299,0,0,0.00164899,0,0.0160177,0.000673823,0.0363812,0.0404962,0.0226485,0.0111735,0.00114418,0.00315272,0.00440067,0.0168333,0.00814254,0.00465755,0.0286762,0.0151059,0.0265666,0.0347184,0.0228858,0.00106984,0.000994204,0.000697224,0.00345534,0.00406196,0,0,0,0,0,0.00343527,0.00421904
61,0.00213037,0.00201772,0.00422672,0.0195873,0.00350654,0,0,0.00391108,0,0.0191707,0.00116377,0.0369119,0.0105281,0.0269538,0.00625706,0.00616139,0.000826072,0.00476472,0.00634394,0.0084589,0.0246117,0.00321039,0.0051118,0.00204717,0.0124053,0.0043096,0.000960118,0.00116379,0.0129792,0.0185273,0.0258004,0.00583742,0.00180624,0,0,0.00169362,0,0.0160133,0.000747151,0.036339,0.0397315,0.0226289,0.0116405,0.00184403,0.00304524,0.00439636,0.0164412,0.00823851,0.00456317,0.0282695,0.0149617,0.0263703,0.0338588,0.0255174,0.00120184,0.00109376,0.000632512,0.0031806,0.00415109,0,0,0,0,0,0.00283441,0.00399107
62,0.00225092,0.00185147,0.00478457,0.0193067,0.0027684,0,0,0.00359091,0,0.0192488,0.00107125,0.0368226,0.00953824,0.0269931,0.00624154,0.00563009,0.00067882,0.00514461,0.00653389,0.00848652,0.024885,0.00313471,0.00557975,0.00190962,0.0123341,0.00500414,0.000906819,0.00103504,0.0149518,0.0184861,0.0214445,0.00648393,0.00179602,0,0,0.0015889,0,0.0159663,0.000722356,0.0363856,0.0333778,0.0225051,0.012454,0.00209033,0.00295045,0.00352744,0.016015,0.0075953,0.00387957,0.0269483,0.0132904,0.0248977,0.0313027,0.0288901,0.00125146,0.00109197,0.000518022,0.00287423,0.00409462,0,0,0,0,0,0.00228183,0.00396955
63,0.00279884,0.0019965,0.00577105,0.0191241,0.00244028,0,0,0.00391153,0,0.0192332,0.00122546,0.036862,0.0085413,0.0269039,0.00600355,0.00523572,0.000515746,0.00530879,0.00653723,0.00834457,0.0251221,0.00294424,0.0056792,0.00175945,0.0121609,0.00618121,0.00121817,0.000709983,0.0156245,0.0183884,0.0196151,0.0071242,0.0020854,0,0,0.00711771,0,0.0159326,0.00387502,0.0365069,0.0302965,0.0226738,0.0132751,0.00251251,0.00381142,0.0032354,0.0157069,0.00711234,0.00363983,0.0264411,0.0127155,0.0242028,0.0302106,0.029238,0.00220762,0.00159489,0.000669805,0.00300585,0.00389089,0,0,0,0,0,0.00200843,0.0040116
64,0.00168089,0.00117498,0.00657628,0.0189625,0.00238633,0,0,0.00385414,0,0.019203,0.00121298,0.0371098,0.00753691,0.0267369,0.00563142,0.00556668,0.000973206,0.00521553,0.00634319,0.00810405,0.0252773,0.00256037,0.00534085,0.00149312,0.0118448,0.00731678,0.00122592,0.000595968,0.0135787,0.0183317,0.0204797,0.0080112,0.00286727,0,0,0.0015211,0,0.0159828,0.000667033,0.0366335,0.0312937,0.0230832,0.0140736,0.00368127,0.0013511,0.00366813,0.0154676,0.00720541,0.00409859,0.0268144,0.0131339,0.0244034,0.0308134,0.0267802,0.00122607,0.000927313,0.000675486,0.00126132,0.00436664,0,0,0,0,0,0.00214136,0.00411032
65,0.00141782,0.000984236,0.00742151,0.018889,0.00250176,0,0,0.00390718,0,0.0192548,0.0011487,0.0374188,0.00663043,0.0264002,0.0052804,0.00545791,0.00111246,0.00508371,0.00609905,0.00785108,0.0253186,0.00224794,0.00504716,0.00138511,0.0115,0.00829328,0.00146963,0.000635515,0.0101647,0.0183021,0.022661,0.00873832,0.00264927,0,0,0.0015821,0,0.0159646,0.000724403,0.0369097,0.0340856,0.0235187,0.014806,0.004391,0.00141053,0.00449043,0.0151999,0.00751722,0.00506994,0.0274587,0.0142737,0.0250183,0.0318597,0.0223767,0.00129342,0.00103574,0.000664864,0.00112158,0.00415807,0,0,0,0,0,0.00223326,0.00447721
66,0.00123062,0.000949139,0.00836108,0.0189578,0.00267323,0,0,0.00394554,0,0.0192431,0.00119279,0.0376002,0.00578664,0.0261851,0.00505317,0.00514627,0.00129249,0.00499385,0.00598893,0.00761993,0.0254019,0.00209147,0.00497083,0.00127065,0.0112462,0.00937385,0.00179492,0.000831497,0.00962489,0.0183878,0.0223863,0.00936361,0.00238451,0,0,0.00152362,0,0.015964,0.000597968,0.0371329,0.0328349,0.0236986,0.0157853,0.00464079,0.0016709,0.00455945,0.0150401,0.00725468,0.00552229,0.0274018,0.0142755,0.0249287,0.0316339,0.0205743,0.00114249,0.00107968,0.000534028,0.00129568,0.00397422,0,0,0,0,0,0.00223935,0.00507496
67,0.00112257,0.000928174,0.0094296,0.0189885,0.00296986,0,0,0.00391935,0,0.0192842,0.00113971,0.0377099,0.00500163,0.0260395,0.00492363,0.00501334,0.00154319,0.00485638,0.00594092,0.00740403,0.0254901,0.00209909,0.00503406,0.00107982,0.0111022,0.0105978,0.00228692,0.000930444,0.0092622,0.0185732,0.0224329,0.00992919,0.00217041,0,0,0.00192148,0,0.0160438,0.000640619,0.0372976,0.0321294,0.0238803,0.0166616,0.00486065,0.00188526,0.00451792,0.0149236,0.0070213,0.00594999,0.0273752,0.0142441,0.0249651,0.0313774,0.0190453,0.000792393,0.000877266,0.000372408,0.0015322,0.0036903,0,0,0,0,0,0.00233805,0.00542377
