Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x68,x69,x70,x72,STRN,x73
170,0,0,0,0,0,0,0.0231418,0,0,0,0,0.0501349,0,0.0241812,0.0339209,0,0,0.020659,0,0,0.04303,0.0395312,0.0354775,0.0149441,0.0225283,0.0376353,0.0380412,0.0373357,0.0506555,0.0411103,0.0179108,0.0302277,0.0282994,0.0206403,0.0238163,0.0155952,0.0395062,0.0112948,0.0111785,0.0319674,0,0.0235605,0.0455187,0.0370583,0,0,0.0272282,0,0,0.0199801,0.0501349,0.0106813,0.026713,0.0324724,0.0455094,0.0519956,0.0849905,0.0878511,0.0587512,0.069071,0.050872,0.0417411,0.0630522,0.0134177,0.051423,0.0123458,0.0686763,0,0,0,0,0,0
171,0,0,0,0,0,0,0.0278065,0.0358508,0,0,0,0.0518637,0,0.0242417,0.0339098,0,0,0.0211316,0,0,0.0434982,0.0397395,0.0352509,0.0149409,0.0227915,0.0374819,0.0380337,0.0380078,0.0508171,0.0405512,0.0181246,0.0298822,0.0282546,0.020611,0.0240136,0.014497,0.037868,0.0118886,0.0114076,0.0314563,0,0.0237419,0.0461095,0.0378471,0,0,0.0297447,0,0,0.019359,0.0506454,0.0104079,0.0265074,0.0323585,0.0471738,0.0515605,0.0842273,0.0876771,0.0587671,0.0687186,0.0508461,0.0419624,0.0632726,0.0131472,0.0483807,0.0114933,0.0700816,0,0,0,0,0,0
172,0,0,0,0,0,0,0.0278261,0.0356855,0,0,0,0.0530232,0,0.0245917,0.034436,0,0,0.0212634,0,0,0.0434763,0.0398772,0.0353251,0.0148276,0.0228653,0.0375511,0.0380279,0.0388519,0.0511671,0.0399609,0.0179611,0.0295795,0.0282474,0.0206326,0.0242634,0.0140022,0.0379991,0.0119494,0.011254,0.0314818,0,0.0239475,0.046533,0.0378631,0,0,0.0297273,0,0,0.0193048,0.0509817,0.0105058,0.0264229,0.0323429,0.0471042,0.0512433,0.0837824,0.0876619,0.0588519,0.0684285,0.0506962,0.0420083,0.0632244,0.012507,0.0484433,0.0114499,0.0699768,0,0,0,0,0,0
173,0,0,0,0,0,0,0.0278229,0.0356659,0,0,0,0.0536567,0,0.0251638,0.0345015,0,0,0.0214101,0,0,0.043397,0.0400463,0.0357514,0.014836,0.0230307,0.037693,0.0380123,0.0394039,0.0516276,0.0396023,0.0180044,0.0295473,0.0282714,0.0207499,0.0244102,0.013826,0.0382751,0.0117809,0.011301,0.0317469,0,0.0242931,0.0469586,0.037823,0,0,0.0296366,0,0,0.0192964,0.0513087,0.0106893,0.0264383,0.0323045,0.0469801,0.0509481,0.083409,0.0875963,0.0589192,0.0681477,0.0505501,0.0420335,0.0632178,0.0117648,0.0485049,0.0114546,0.069859,0,0,0,0,0,0
174,0,0,0,0,0,0,0.0278566,0.0357243,0,0,0,0.0536562,0,0.0254959,0.035295,0,0,0.0215428,0,0,0.0433547,0.0403908,0.0365139,0.0148641,0.023313,0.0378989,0.038028,0.0400914,0.0522216,0.0394224,0.0187719,0.0297714,0.0283747,0.0210034,0.0248206,0.0138775,0.0383427,0.0116386,0.0112687,0.0322526,0,0.0244946,0.0474593,0.0376923,0,0,0.0294804,0,0,0.0193096,0.051474,0.0109408,0.0265347,0.0321753,0.0468928,0.050691,0.0831414,0.0875332,0.0589213,0.0678947,0.0504553,0.0420282,0.0630567,0.010947,0.0485864,0.0114998,0.0696985,0,0,0,0,0,0
175,0,0,0,0,0,0,0.0168437,0,0,0,0,0.0527684,0,0.0259648,0.0365687,0,0,0.0223497,0,0,0.0435619,0.04073,0.0377795,0.0163371,0.0226361,0.0411801,0.037644,0.0411806,0.0537594,0.0403781,0.0183101,0.0296348,0.0280704,0.0211915,0.0251121,0.0146085,0.0378227,0.0111687,0.0105708,0.0323123,0,0.024622,0.0476011,0.0404213,0,0,0.0231413,0,0,0.0205775,0.0510868,0.010921,0.0262474,0.0328813,0.0405164,0.0512402,0.0835627,0.088183,0.0595224,0.0671174,0.0498393,0.0414709,0.0625159,0.0108241,0,0.0146621,0.0655508,0,0,0,0,0,0
176,0,0,0,0,0,0,0.0279782,0.0356882,0,0,0,0.052506,0,0.025793,0.035788,0,0,0.0215718,0,0,0.0433684,0.0411087,0.0383038,0.0149933,0.0240288,0.0388572,0.0380919,0.0416503,0.0533048,0.0390876,0.0191545,0.0304547,0.0288134,0.0222537,0.0263709,0.0146655,0.0382538,0.0118532,0.0111204,0.0330198,0,0.0247029,0.0485037,0.0373422,0,0,0.0293948,0,0,0.0193276,0.051923,0.011379,0.0267424,0.031768,0.0467231,0.0503888,0.0826091,0.0874765,0.0590544,0.0671177,0.0501264,0.0419844,0.0627915,0.00957626,0.0487222,0.0115119,0.0691955,0,0,0,0,0,0
177,0,0,0,0,0,0,0.0281017,0.0356775,0,0,0,0.0517896,0,0.026033,0.0354774,0,0,0.0216462,0,0,0.0433798,0.0415984,0.0388917,0.0150657,0.0243064,0.039035,0.0380515,0.0422666,0.0536672,0.0387306,0.0192186,0.031205,0.0292603,0.0229975,0.0272872,0.0151004,0.0382744,0.0118512,0.0111232,0.0336771,0,0.0248017,0.0488914,0.037147,0,0,0.029411,0,0,0.0194086,0.0521851,0.0115858,0.0268229,0.0316579,0.0465643,0.0503103,0.0823861,0.0874207,0.0590515,0.0668911,0.0499505,0.0420352,0.0626103,0.00856892,0.048828,0.0113817,0.0689269,0,0,0,0,0,0
178,0,0,0,0,0,0,0.0281475,0.035726,0,0,0,0.0508856,0,0.0261803,0.0352767,0,0,0.0217941,0,0,0.0433725,0.0421414,0.0393385,0.0152992,0.0244797,0.0394708,0.037911,0.0428297,0.0540145,0.0382294,0.0194534,0.0318406,0.0298501,0.0238234,0.0282424,0.0157478,0.0382884,0.0117119,0.0112367,0.0342051,0,0.0249918,0.049157,0.0369347,0,0,0.0293874,0,0,0.0193272,0.0524871,0.011909,0.0269754,0.0315491,0.0464033,0.0502506,0.0822019,0.0873354,0.0590726,0.0668037,0.0498335,0.042019,0.0624739,0.00771525,0.0489948,0.0114991,0.0686119,0,0,0,0,0,0
179,0,0,0,0,0,0,0.0281945,0.0357388,0,0,0,0.0498408,0,0.0263004,0.0351766,0,0,0.0218721,0,0,0.0433203,0.0427609,0.0395596,0.0156311,0.0246226,0.0394727,0.0376905,0.0433382,0.0544742,0.0377982,0.0201866,0.0323386,0.0306406,0.0246174,0.0291455,0.0164933,0.0383292,0.0116266,0.0113436,0.0347851,0,0.0251735,0.0492669,0.0367454,0,0,0.0292237,0,0,0.0193006,0.052765,0.012178,0.0270471,0.0314576,0.0461574,0.0501299,0.0819933,0.0871624,0.0590503,0.0667988,0.0498646,0.0420712,0.0622904,0.00678126,0.0491211,0.0114834,0.0682859,0,0,0,0,0,0
180,0,0,0,0,0,0,0.0236844,0,0,0,0,0.0486908,0,0.026406,0.0352994,0,0,0.0215663,0,0,0.0427968,0.043245,0.039747,0.0159007,0.0246111,0.0394003,0.0371878,0.0436267,0.0548843,0.038145,0.0197288,0.033012,0.031465,0.0253612,0.0299815,0.0174602,0.0401056,0.0111295,0.0109518,0.0350543,0,0.0253701,0.0492044,0.0357032,0,0,0.0265676,0,0,0.0201436,0.0529702,0.0125569,0.0269125,0.0314593,0.0441814,0.0502533,0.0819723,0.0871024,0.0592197,0.0664886,0.0496566,0.0418987,0.0620615,0.00614095,0.052404,0.012165,0.0663907,0,0,0,0,0,0
181,0,0,0,0,0,0,0.023754,0,0,0,0,0.0479378,0,0.0265373,0.035067,0,0,0.0215085,0,0,0.0427322,0.0439136,0.0396924,0.016291,0.0243622,0.0390331,0.0369041,0.0436723,0.0549919,0.0382885,0.0199931,0.0337628,0.0323918,0.025976,0.0307654,0.0178403,0.040102,0.0111674,0.0109965,0.0353023,0,0.0256259,0.0490874,0.0355385,0,0,0.0264367,0,0,0.0204678,0.0534195,0.0126827,0.0269713,0.0313887,0.0439699,0.0500072,0.0816655,0.0868703,0.0592008,0.0662622,0.049585,0.041869,0.0620045,0.00555885,0.0525362,0.0123971,0.0661744,0,0,0,0,0,0
182,0,0,0,0,0,0,0.0283899,0.035994,0,0,0,0.0474074,0,0.0268615,0.0347068,0,0,0.0216903,0,0,0.0431526,0.0446923,0.039426,0.0169249,0.0238696,0.0383063,0.0368073,0.0437099,0.054719,0.0381752,0.0218513,0.0344779,0.0333958,0.0262864,0.0313352,0.0175062,0.0383668,0.0117373,0.0114437,0.0357182,0,0.0260053,0.0489271,0.0362754,0,0,0.0287286,0,0,0.019881,0.0541771,0.0125226,0.0272794,0.0312567,0.0454914,0.0494809,0.0810129,0.086445,0.059041,0.0663248,0.0498184,0.0420392,0.0620904,0.00481606,0.0494526,0.0120203,0.067479,0,0,0,0,0,0
183,0,0,0,0,0,0,0.0284634,0.0361081,0,0,0,0.047076,0,0.0275218,0.0344695,0,0,0.0216409,0,0,0.0430958,0.0453382,0.0391621,0.0175216,0.0230805,0.0375217,0.0363626,0.0435315,0.0541789,0.0380103,0.0231626,0.0351107,0.0342706,0.026278,0.0318048,0.0168095,0.0383129,0.0119181,0.011251,0.0362121,0,0.0263018,0.0485657,0.0361615,0,0,0.0285728,0,0,0.0198342,0.054809,0.0124316,0.0276144,0.0312312,0.0452845,0.0492737,0.0805941,0.0862117,0.0590396,0.0662292,0.0500575,0.0420998,0.0621721,0.0040796,0.0495859,0.0120601,0.0671403,0,0,0,0,0,0
184,0,0,0,0,0,0,0.0285851,0.0361489,0,0,0,0.0477239,0,0.0282483,0.034153,0,0,0.0215933,0,0,0.0430706,0.0459561,0.0388146,0.0182975,0.0223067,0.0368309,0.0357311,0.0430941,0.0534402,0.0379224,0.0244377,0.0357961,0.0349977,0.0262701,0.0324688,0.0153027,0.0383128,0.0120051,0.0111549,0.0367392,0,0.0267334,0.0480886,0.0360967,0,0,0.0284609,0,0,0.0199195,0.0553893,0.0124098,0.0280213,0.0310899,0.0450848,0.048976,0.0801264,0.0859376,0.0588702,0.0662814,0.0501538,0.0422804,0.0622483,0.00341325,0.0498784,0.0118658,0.0667865,0,0,0,0,0,0
185,0,0,0,0,0,0,0.0287377,0.0361247,0,0,0,0.0484728,0,0.0290601,0.0341936,0,0,0.0213893,0,0,0.0431022,0.0456699,0.0384884,0.0199898,0.0219348,0.0361634,0.0349527,0.0427833,0.052301,0.0380598,0.0258888,0.0367633,0.0357014,0.0267738,0.0332439,0.0141835,0.0385524,0.0119069,0.0113451,0.0374337,0,0.0273398,0.0475073,0.0361149,0,0,0.0282567,0,0,0.0198512,0.0563908,0.0124516,0.0284524,0.0308451,0.0448648,0.0486223,0.0794872,0.0856384,0.0588251,0.066442,0.0501632,0.0424393,0.0622345,0.00257652,0.0503879,0.0120712,0.0664053,0,0,0,0,0,0
186,0,0,0,0,0,0,0.0289132,0.0364745,0,0,0,0.0493932,0,0.0294388,0.0340878,0,0,0.0211365,0,0,0.043065,0.0450152,0.0385111,0.0216703,0.0221224,0.0356697,0.0339664,0.0427677,0.0510437,0.0384757,0.0274758,0.0378885,0.0362979,0.0277055,0.0338855,0.0132512,0.0391222,0.011882,0.0113931,0.0383369,0,0.0277544,0.0468308,0.0361896,0,0,0.0280277,0,0,0.0199457,0.0573379,0.0125908,0.0289425,0.0304155,0.0446237,0.048232,0.0787958,0.0852382,0.058732,0.0664599,0.0502975,0.0425944,0.0622818,0.00168479,0.0506099,0.0120895,0.0660056,0,0,0,0,0,0
187,0,0,0,0,0,0,0.029086,0.0368128,0,0,0,0.050023,0,0.0296848,0.0339557,0,0,0.0210369,0,0,0.0430234,0.0440103,0.0388087,0.0233267,0.0231174,0.0354275,0.0330789,0.0428233,0.0496502,0.039261,0.0286396,0.0389713,0.036734,0.0286515,0.0340828,0.0130695,0.0396561,0.0119147,0.0113391,0.0395624,0,0.0282758,0.0460955,0.0362925,0,0,0.0277916,0,0,0.0200811,0.0581713,0.01285,0.0295356,0.0300177,0.0442524,0.0479091,0.0781447,0.0848277,0.0586239,0.0664988,0.0504832,0.0427223,0.0623154,0.00148925,0.0505884,0.0121055,0.0655149,0,0,0,0,0,0
188,0,0,0,0,0,0,0.0293494,0.0371986,0,0,0,0.049733,0,0.0302445,0.0337764,0,0,0.0210259,0,0,0.0430412,0.0428663,0.0392029,0.0245815,0.0246295,0.0351038,0.0325378,0.0427626,0.0482941,0.0400613,0.0289855,0.0399068,0.0371005,0.0292113,0.0336745,0.0138082,0.0399812,0.0116831,0.0112871,0.0409626,0,0.0289047,0.0452955,0.036333,0,0,0.0275512,0,0,0.0201905,0.0588695,0.0131431,0.030151,0.0297156,0.0439037,0.0476342,0.0775739,0.0844453,0.0584767,0.0666801,0.0507245,0.0429177,0.0623331,0.00244927,0.0507473,0.0122025,0.0650912,0,0,0,0,0,0
189,0,0,0,0,0,0,0.0250958,0,0,0,0,0.048541,0,0.0309151,0.0337562,0,0,0.0207767,0,0,0.0424367,0.041855,0.0397243,0.0254315,0.0258256,0.0352305,0.0315753,0.0425659,0.0474164,0.0402481,0.0286036,0.0403694,0.0371921,0.0291867,0.032916,0.0148383,0.0418663,0.0114473,0.0112043,0.0421346,0,0.0292735,0.0444683,0.0355013,0,0,0.0249815,0,0,0.020988,0.0592935,0.013199,0.0305502,0.0295562,0.0417954,0.0477197,0.0773744,0.0843302,0.0585127,0.0667516,0.0506953,0.0428249,0.0620845,0.00346938,0.0544234,0.012789,0.0629347,0,0,0,0,0,0
190,0,0,0,0,0,0,0.0245652,0.0420252,0,0,0,0.0484238,0,0.0312379,0.0329616,0,0,0.0219162,0,0,0.0437303,0.0420835,0.0413927,0.0267783,0.026236,0.0372644,0.0309133,0.042631,0.0477177,0.0413286,0.0285979,0.0401512,0.036921,0.0281436,0.0319349,0.0147121,0.0376822,0.0119796,0.0110915,0.0423382,0,0.028845,0.0439638,0.0396591,0,0,0.0240722,0,0,0.0205187,0.0591408,0.0122786,0.0305763,0.0291024,0.038823,0.0474635,0.077238,0.0840878,0.0581843,0.0668281,0.0506595,0.0428442,0.0619289,0.00361193,0,0.014668,0.0621798,0,0,0,0,0,0
191,0,0,0,0,0,0,0.0257484,0,0,0,0,0.0457548,0,0.0301298,0.0330129,0,0,0.0204184,0,0,0.0428981,0.0412358,0.0407959,0.0267476,0.0257901,0.0350746,0.0316649,0.0405516,0.0458891,0.0418546,0.0296495,0.0417288,0.0386875,0.0301461,0.0344672,0.0175608,0.0420825,0.0109942,0.0106354,0.0386526,0,0.0239511,0.0439532,0.034894,0,0,0.0248845,0,0,0.0209028,0.0604075,0.0139193,0.0333079,0.0282137,0.0415007,0.0464607,0.0754946,0.0827875,0.0577524,0.0686515,0.0534168,0.0448296,0.0621815,0.00242952,0.0550439,0.0125349,0.0624101,0,0,0,0,0,0
192,0,0,0,0,0,0,0.0302327,0.0380895,0,0,0,0.0459038,0,0.030081,0.0324454,0,0,0.0203398,0,0,0.0432414,0.0417366,0.0410662,0.0273042,0.0265982,0.0345354,0.0320846,0.0406847,0.0454013,0.0412529,0.0296969,0.0416533,0.0386675,0.0294204,0.0343343,0.0176575,0.0406508,0.0115893,0.0109478,0.0397538,0,0.0238287,0.0445892,0.0352111,0,0,0.0271079,0,0,0.0197493,0.0600836,0.0146177,0.0330688,0.0270451,0.0430466,0.0461063,0.075497,0.0824999,0.0572021,0.0683962,0.0534678,0.0447604,0.0619208,0.00241001,0.0521701,0.0125127,0.0636185,0,0,0,0,0,0
193,0,0,0,0,0,0,0.0304451,0.0377873,0,0,0,0.046556,0,0.0311987,0.0327469,0,0,0.0205871,0,0,0.0429881,0.041117,0.0409668,0.0264756,0.0280837,0.034666,0.0317987,0.0408779,0.044833,0.039209,0.0285455,0.0410917,0.0381141,0.0280807,0.0328097,0.015941,0.0401603,0.011783,0.0114097,0.0451683,0,0.0275879,0.0448942,0.0355405,0,0,0.0265225,0,0,0.0201611,0.0596885,0.0144321,0.0308825,0.0275826,0.0426961,0.0464911,0.0768667,0.083338,0.0574042,0.0669574,0.0509042,0.0425936,0.0611177,0.00637362,0.0520263,0.0121855,0.0637414,0,0,0,0,0,0
194,0,0,0,0,0,0,0.0303605,0.0379025,0,0,0,0.0454336,0,0.0316899,0.0324819,0,0,0.0204965,0,0,0.0430117,0.0407449,0.0390204,0.0262786,0.027775,0.0349211,0.0321024,0.0409764,0.0449547,0.0381214,0.0277296,0.0403698,0.0372886,0.0284927,0.0332441,0.0166038,0.0399014,0.0118233,0.0114683,0.0458697,0,0.0270934,0.0452662,0.0353373,0,0,0.0265156,0,0,0.0202489,0.0596121,0.0150487,0.0306744,0.0273958,0.0425313,0.0462056,0.0771666,0.0833617,0.0571988,0.0667987,0.050555,0.042106,0.0603723,0.00687885,0.0519004,0.0122253,0.0636514,0,0,0,0,0,0
195,0,0,0,0,0,0,0.0302242,0.0380543,0,0,0,0.0452969,0,0.0315715,0.0320344,0,0,0.0204698,0,0,0.0431379,0.0401327,0.0369969,0.026186,0.0270674,0.0352259,0.0325096,0.0415703,0.0455263,0.0369711,0.0266756,0.0396207,0.0366018,0.0288901,0.0337439,0.0161702,0.039657,0.0120377,0.0114095,0.0465199,0,0.0266173,0.0455547,0.0351521,0,0,0.0266453,0,0,0.0203583,0.0595593,0.0157971,0.0304169,0.0273239,0.0423774,0.045978,0.0776375,0.0835094,0.0570497,0.0667588,0.0501721,0.0415265,0.0595234,0.00725562,0.0518405,0.012275,0.0636813,0,0,0,0,0,0
196,0,0,0,0,0,0,0.0197613,0,0,0,0,0.0443472,0,0.0309027,0.0316723,0,0,0.0211909,0,0,0.0436271,0.0395494,0.035363,0.0273498,0.0253472,0.039215,0.0319684,0.0427112,0.0474224,0.0370306,0.0247255,0.037869,0.034939,0.0283285,0.0335611,0.0167176,0.0388625,0.0121749,0.0107109,0.0460285,0,0.0262751,0.0453081,0.0382794,0,0,0.0215572,0,0,0.0222354,0.0586172,0.015104,0.0296891,0.0274743,0.0353866,0.0466911,0.0790848,0.0844497,0.0572361,0.0663243,0.049304,0.0403851,0.0584507,0.00613389,0,0.015463,0.05948,0,0,0,0,0,0
197,0,0,0,0,0,0,0.0302083,0.0386046,0,0,0,0.0422481,0,0.0283308,0.0319986,0,0,0.0205271,0,0,0.0435215,0.0380525,0.0319277,0.0277361,0.0256652,0.0359197,0.0332759,0.0423795,0.0466186,0.0354418,0.0243408,0.0390288,0.0367397,0.0286343,0.0334939,0.0170147,0.0396784,0.0121988,0.0111266,0.0474053,0,0.0261663,0.0449168,0.0346328,0,0,0.0261668,0,0,0.0202953,0.0598152,0.0176227,0.0303502,0.0266661,0.0412672,0.0456921,0.0788484,0.0838689,0.0564567,0.0666265,0.0493998,0.0402726,0.0582083,0.00711292,0.0523973,0.0125453,0.0638065,0,0,0,0,0,0
198,0,0,0,0,0,0,0.030342,0.0384259,0,0,0,0.0385842,0,0.0272643,0.0326476,0,0,0.0204734,0,0,0.0434403,0.0370504,0.0307949,0.0290335,0.0254198,0.035836,0.0338837,0.0413848,0.0463208,0.0356256,0.0238903,0.0393092,0.0377447,0.0271991,0.0319962,0.0176349,0.0395228,0.0123842,0.0112575,0.048512,0,0.026949,0.0438478,0.0344169,0,0,0.0258712,0,0,0.0204225,0.060235,0.0190586,0.0311963,0.0258832,0.0408986,0.0454053,0.0795303,0.0838928,0.0557968,0.066691,0.0488372,0.0392733,0.0574124,0.00724797,0.0526957,0.0120615,0.0635415,0,0,0,0,0,0
199,0,0,0,0,0,0,0.0301906,0.0382357,0,0,0,0.0364102,0,0.0276223,0.0328884,0,0,0.0204731,0,0,0.0433652,0.0372117,0.0295341,0.0295736,0.0251487,0.0359385,0.0344773,0.0398612,0.0457286,0.0363059,0.0246541,0.039489,0.0387193,0.026037,0.0310949,0.0169934,0.0395352,0.0123964,0.0112469,0.0471479,0,0.0282395,0.0429767,0.0342748,0,0,0.0255959,0,0,0.0203441,0.0609364,0.0196862,0.0314405,0.0250744,0.0406043,0.0453568,0.0797269,0.084018,0.0553608,0.0668952,0.0483621,0.03843,0.0572759,0.00622625,0.0531756,0.0123004,0.0624674,0,0,0,0,0,0
200,0,0,0,0,0,0,0.0301225,0.0381289,0,0,0,0.0352103,0,0.0284529,0.0328856,0,0,0.0207376,0,0,0.0433539,0.0376734,0.0282296,0.0298866,0.0249503,0.0358351,0.0350943,0.0386817,0.0453889,0.0369011,0.0257263,0.0392071,0.0390001,0.0252909,0.0308531,0.0167354,0.0394602,0.0124398,0.0112071,0.046794,0,0.0303796,0.0417164,0.0343398,0,0,0.025562,0,0,0.0204849,0.0616307,0.0206525,0.0325542,0.0242682,0.0404472,0.0451206,0.0797827,0.0838884,0.0545322,0.067132,0.0477978,0.0371372,0.0571578,0.00634068,0.0533751,0.012356,0.0628411,0,0,0,0,0,0
201,0,0,0,0,0,0,0.0299318,0.0380511,0,0,0,0.034887,0,0.0289412,0.0328293,0,0,0.0210369,0,0,0.0433988,0.0378074,0.0269323,0.029845,0.0251254,0.0358952,0.0355778,0.038179,0.045132,0.0370091,0.026798,0.0386894,0.0389853,0.0247357,0.0307801,0.0169293,0.0391687,0.0124191,0.0112391,0.047241,0,0.033366,0.0401983,0.0344641,0,0,0.0256287,0,0,0.0206,0.0622558,0.0218376,0.0341777,0.023616,0.0403897,0.044942,0.0796751,0.0837229,0.0535886,0.0672992,0.0471354,0.0353786,0.0575657,0.00749285,0.053418,0.0123795,0.0645837,0,0,0,0,0,0
202,0,0,0,0,0,0,0.0296367,0.0379874,0,0,0,0.0347168,0,0.0289493,0.0329461,0,0,0.0213434,0,0,0.0434083,0.0374827,0.0266738,0.0295404,0.0254219,0.0362227,0.0360949,0.0383422,0.0449404,0.0362918,0.0273797,0.0381044,0.038867,0.0242735,0.0310642,0.0173593,0.0387356,0.0123391,0.0112735,0.0479979,0,0.0365554,0.0390116,0.0345644,0,0,0.0257983,0,0,0.0205921,0.0627604,0.0227558,0.0355398,0.0232561,0.0403809,0.0451858,0.0795971,0.0838443,0.053112,0.0673931,0.0465689,0.0334081,0.0587408,0.00983036,0.053291,0.0123117,0.0655784,0,0,0,0,0,0
203,0,0,0,0,0,0,0.0292831,0.0377682,0,0,0,0.0350551,0,0.0285028,0.0325354,0,0,0.0216962,0,0,0.0434223,0.0374686,0.0270903,0.029009,0.0255231,0.0366424,0.0367771,0.0387657,0.0451374,0.0353873,0.027583,0.0373876,0.0387259,0.0237073,0.0314802,0.018097,0.0382717,0.0122694,0.0113106,0.0496397,0,0.0389263,0.0382579,0.0346392,0,0,0.0260526,0,0,0.0204922,0.0625807,0.0233037,0.0372312,0.0231292,0.0407015,0.0458834,0.0800888,0.0841877,0.0527846,0.0676299,0.0461986,0.0314798,0.0599724,0.0129915,0.052856,0.0122117,0.0659944,0,0,0,0,0,0
204,0,0,0,0,0,0,0.0289245,0.0373212,0,0,0,0.0348802,0,0.0279752,0.0314492,0,0,0.0222298,0,0,0.0434866,0.038007,0.027707,0.0285238,0.0257029,0.0366439,0.0377204,0.0391123,0.0454832,0.0347703,0.0275727,0.0365978,0.0386331,0.0229079,0.0310225,0.0200105,0.0377192,0.0123143,0.0112673,0.0517113,0,0.0398183,0.0381891,0.0347192,0,0,0.0265417,0,0,0.0202613,0.0616786,0.0235529,0.0393733,0.0230201,0.0416068,0.0470138,0.0811462,0.084727,0.052583,0.0676547,0.0460602,0.0299122,0.060906,0.0164714,0.052211,0.0120989,0.0654509,0,0,0,0,0,0
