Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x68,x69,x70,x72,STRN,x73
90,0,0,0,0,0,0,0.0337197,0.0325589,0,0,0,0.0334586,0,0.0299269,0.0338983,0,0,0.0212535,0,0,0.0439284,0.0379364,0.0258631,0.0302951,0.026136,0.0372546,0.037377,0.0370156,0.0433726,0.0372245,0.0274602,0.0391838,0.0398786,0.0250858,0.0309811,0.0162777,0.0373028,0.0111636,0.0126034,0.0538539,0,0.0399273,0.0372909,0.037142,0,0,0.0263435,0,0,0.0204245,0.0596161,0.0199224,0.0373469,0.025509,0.0409365,0.0458741,0.0798158,0.0826517,0.0524367,0.0675315,0.0472881,0.0319337,0.057246,0.0087539,0.0526903,0.0119685,0.069371,0,0,0,0,0.0377633,0
91,0,0,0,0,0,0,0.0336023,0.0324611,0,0,0,0.0338765,0,0.0294834,0.0340023,0,0,0.0215854,0,0,0.0441418,0.037241,0.024709,0.0298804,0.02637,0.0379078,0.0383954,0.0373753,0.0431664,0.0362215,0.0273292,0.0387071,0.0399622,0.0250774,0.0312622,0.0162481,0.0368388,0.011347,0.0124906,0.0548343,0,0.042204,0.0366083,0.0371253,0,0,0.0263809,0,0,0.0204026,0.0599285,0.0203004,0.0388847,0.0252479,0.0409917,0.0467571,0.0805803,0.0828379,0.0522029,0.0677836,0.0469752,0.0302444,0.0581546,0.00905732,0.0526562,0.011969,0.0702092,0,0,0,0,0.0378508,0
92,0,0,0,0,0,0,0.0335728,0.0319007,0,0,0,0.0344578,0,0.0288006,0.0341727,0,0,0.0208352,0,0,0.039364,0.0365853,0.0243156,0.0293735,0.0264128,0.038467,0.0386636,0.0378433,0.0429767,0.0352446,0.0268933,0.0382085,0.0399188,0.0246303,0.0313079,0.0158946,0.0365419,0,0.0208612,0.0554181,0,0.0440773,0.0362324,0.0371001,0,0,0.0265983,0,0,0.0203015,0.05991,0.0203282,0.0402612,0.0254687,0.0413772,0.0479025,0.0815173,0.0837087,0.0522731,0.0678437,0.0470089,0.0289424,0.0592016,0.0109877,0.0524292,0.0119188,0.0711837,0,0,0,0,0.0376057,0
93,0,0,0,0,0,0,0.0331547,0.0318399,0,0,0,0.0347479,0,0.0285977,0.0335881,0,0,0.0222736,0,0,0.044349,0.0366185,0.0241234,0.0289883,0.0264988,0.0388248,0.0408966,0.037916,0.042962,0.0350146,0.0271956,0.0375833,0.0396933,0.0237189,0.0308934,0.0158313,0.0358345,0.0118147,0.012123,0.0559071,0,0.0448739,0.0357867,0.0367649,0,0,0.0269129,0,0,0.0201938,0.0597704,0.0199644,0.0412774,0.0261347,0.0417662,0.0493355,0.0827255,0.0852622,0.0526433,0.0681406,0.047152,0.0280989,0.0603679,0.0133213,0.052117,0.011937,0.0721504,0,0,0,0,0.0377212,0
94,0,0,0,0,0,0,0.0327442,0.0315863,0,0,0,0.0349284,0,0.0286216,0.0324936,0,0,0.0227852,0,0,0.0444182,0.0373849,0.0238757,0.028559,0.0267006,0.0389605,0.0420434,0.0375744,0.0428887,0.0352985,0.0279458,0.0369913,0.0393506,0.0229413,0.0302607,0.0158653,0.0351527,0.0117891,0.0121013,0.0557242,0,0.0435837,0.0350428,0.0367224,0,0,0.0272105,0,0,0.0200837,0.0597122,0.0194602,0.0418911,0.0271783,0.0422243,0.051006,0.0843407,0.0866498,0.0532015,0.0683909,0.047023,0.027467,0.0614406,0.0148441,0.0516949,0.0119098,0.0730528,0,0,0,0,0.0371653,0
95,0,0,0,0,0,0,0.0323573,0.0312987,0,0,0,0.0347943,0,0.0287608,0.0309707,0,0,0.0231925,0,0,0.0445836,0.0380713,0.0240475,0.0284743,0.026779,0.0389795,0.0431361,0.0370618,0.0425813,0.0355383,0.0283138,0.0365431,0.0388847,0.0224155,0.0297366,0.0157615,0.0345703,0.0117733,0.0121721,0.0550799,0,0.0402318,0.0342769,0.0367017,0,0,0.0276912,0,0,0.0198821,0.0599277,0.0186786,0.0421099,0.0284553,0.0429246,0.0527866,0.0859708,0.0879969,0.0541631,0.0680849,0.0463848,0.0268443,0.0620457,0.0158598,0.0511675,0.0118651,0.0738258,0,0,0,0,0.0367064,0
96,0,0,0,0,0,0,0.0320019,0.0311425,0,0,0,0.0345217,0,0.0287455,0.0303162,0,0,0.0236375,0,0,0.0447981,0.0382391,0.0244649,0.0283461,0.0268489,0.0389503,0.0440659,0.0367404,0.0423175,0.0355279,0.0281557,0.0362418,0.0386272,0.0223334,0.0294122,0.0157825,0.0339925,0.0118426,0.012144,0.0533807,0,0.0364949,0.0338055,0.0368346,0,0,0.0281914,0,0,0.019687,0.0602551,0.0178635,0.0423275,0.0297372,0.0436544,0.0543628,0.0874239,0.0893763,0.0550858,0.0674121,0.0452137,0.0262876,0.0620203,0.0181316,0.0506141,0.0118129,0.0744161,0,0,0,0,0.0363573,0
97,0,0,0,0,0,0,0.0318839,0.030986,0,0,0,0.0336615,0,0.0288604,0.0303538,0,0,0.023873,0,0,0.0448656,0.0375889,0.0248797,0.0281544,0.0268933,0.0393577,0.0448853,0.0366521,0.0422785,0.0355125,0.0277196,0.0358834,0.0383679,0.0219995,0.0290279,0.0168773,0.0338634,0.011866,0.0121085,0.0487829,0,0.0334551,0.0335038,0.0368806,0,0,0.0287533,0,0,0.0195414,0.0604,0.0167812,0.042642,0.0313398,0.044556,0.0554959,0.088429,0.0903774,0.0556157,0.0667053,0.0436452,0.025909,0.0616644,0.0238394,0.050054,0.0117331,0.0751178,0,0,0,0,0.0363259,0
98,0,0,0,0,0,0,0.0318694,0.0308746,0,0,0,0.0323243,0,0.0291949,0.0307103,0,0,0.0239872,0,0,0.0448611,0.0363483,0.0251892,0.0280112,0.0270239,0.0401089,0.0453848,0.0361135,0.0423906,0.0355814,0.0278484,0.0355187,0.0382005,0.0213974,0.0285342,0.0188351,0.0338897,0.011769,0.0121847,0.0446025,0,0.0319949,0.0333387,0.0369786,0,0,0.0292316,0,0,0.0194194,0.0604304,0.0157207,0.0428675,0.0331152,0.0454458,0.0562196,0.0891228,0.0908526,0.0556478,0.0662165,0.0419241,0.025739,0.0613986,0.0333845,0.0495332,0.0116432,0.075729,0,0,0,0,0.0365202,0
99,0,0,0,0,0,0,0.0319149,0.0308104,0,0,0,0.0307333,0,0.0296864,0.0308956,0,0,0.0241199,0,0,0.0448701,0.0351531,0.0255193,0.027734,0.0272751,0.0411651,0.0456677,0.0351948,0.0424055,0.0356939,0.0277111,0.0352299,0.0381865,0.0206924,0.0279296,0.0212134,0.0339416,0.0117759,0.0120977,0.0419575,0,0.0329422,0.0330706,0.037109,0,0,0.0294838,0,0,0.0193338,0.0601558,0.0147654,0.0434393,0.0344142,0.0461597,0.0565853,0.089578,0.090963,0.0553649,0.0654672,0.0400671,0.0252583,0.0608959,0.041904,0.0491015,0.0115369,0.0762181,0,0,0,0,0.0366732,0
100,0,0,0,0,0,0,0.0320145,0.0307593,0,0,0,0.0299772,0,0.0297844,0.0298239,0,0,0.0242286,0,0,0.044925,0.035728,0.0257091,0.0269936,0.0277053,0.0425152,0.0461292,0.0347706,0.0419849,0.0356667,0.0281402,0.0351805,0.0384917,0.0203376,0.0276443,0.0223245,0.0339752,0.0118172,0.0120394,0.0406583,0,0.0300468,0.034152,0.0370692,0,0,0.0296139,0,0,0.0194571,0.0580333,0.0132946,0.0469163,0.034428,0.0463052,0.0562712,0.0901421,0.0908625,0.054793,0.0611001,0.039347,0.0206167,0.0528596,0,0.0490367,0.0111994,0.0765397,0,0,0,0,0.0368738,0
101,0,0,0,0,0,0,0.032037,0.030699,0,0,0,0.0289788,0,0.029459,0.0304004,0,0,0.0242395,0,0,0.0449117,0.0350135,0.0259703,0.0269178,0.0277878,0.0431281,0.0461399,0.0339281,0.0418462,0.0359509,0.0278864,0.0351062,0.0385807,0.0201472,0.0273727,0.0237805,0.0340853,0.011872,0.0119315,0.0394621,0,0.0318107,0.0340972,0.0371969,0,0,0.0299747,0,0,0.0193288,0.0577412,0.0122435,0.0477315,0.0343444,0.0463763,0.0562443,0.0901135,0.0907528,0.0545537,0.0602327,0.0380622,0.019575,0.0523545,0,0.0490409,0.0112889,0.0768709,0,0,0,0,0.0371153,0
102,0,0,0,0,0,0,0.0320445,0.0306634,0,0,0,0.0285224,0,0.0290781,0.0313348,0,0,0.0242182,0,0,0.044801,0.034219,0.0257552,0.0269548,0.0277403,0.0430673,0.0460952,0.0331292,0.0418305,0.0362714,0.0277487,0.0352076,0.0387012,0.0201765,0.0272731,0.0244354,0.0342537,0.0119534,0.0117915,0.0395479,0,0.0333889,0.0340714,0.0373214,0,0,0.0301825,0,0,0.0193889,0.0575991,0.0112584,0.0485318,0.0342578,0.0461882,0.0560505,0.0900266,0.090596,0.0543647,0.0596294,0.0373906,0.0189236,0.0523282,0,0.0492513,0.0111718,0.0771365,0,0,0,0,0.0373376,0
103,0,0,0,0,0,0,0.0320846,0.030698,0,0,0,0.0279364,0,0.0288734,0.0332102,0,0,0.0240381,0,0,0.0447151,0.0320586,0.0256058,0.0277144,0.0274433,0.0419977,0.0457079,0.0321725,0.041884,0.0367409,0.0270904,0.0353128,0.0385613,0.020314,0.0270427,0.0253572,0.0343987,0.0118567,0.0118831,0.0333648,0,0.0438557,0.0326308,0.0375779,0,0,0.0301443,0,0,0.0194248,0.0596622,0.0112407,0.047165,0.0346495,0.0460613,0.0560175,0.0892149,0.0904413,0.0544593,0.0626013,0.0348161,0.022404,0.060437,0.0588712,0.0493888,0.0110903,0.0772817,0,0,0,0,0.0375298,0
104,0,0,0,0,0,0,0.0322829,0.030795,0,0,0,0.028524,0,0.0288487,0.0342577,0,0,0.0240054,0,0,0.0446013,0.0312694,0.0250516,0.0279244,0.0272788,0.041024,0.0457712,0.0316995,0.0416407,0.0369232,0.027253,0.0355866,0.0385295,0.020734,0.0271048,0.0242371,0.034398,0.0119738,0.0117205,0.032019,0,0.0452488,0.0324932,0.0376313,0,0,0.0298205,0,0,0.0194658,0.0600243,0.0107012,0.0476389,0.0349698,0.045614,0.0558857,0.0890865,0.0902866,0.0544619,0.0625952,0.0346308,0.0226466,0.0613478,0.0633046,0.0496571,0.0111244,0.0773442,0,0,0,0,0.0376072,0
105,0,0,0,0,0,0,0.0324825,0.0310261,0,0,0,0.0295357,0,0.0288457,0.0351957,0,0,0.0239926,0,0,0.0446134,0.0307651,0.0245968,0.0278999,0.0271876,0.0401778,0.0458988,0.0313362,0.0411773,0.0369978,0.0269965,0.0358295,0.0384833,0.021179,0.0272703,0.0227007,0.0342906,0.0120036,0.0117556,0.0304857,0,0.045703,0.0323113,0.0376183,0,0,0.0294932,0,0,0.0195143,0.0605552,0.010192,0.0479795,0.0352932,0.0452223,0.0558006,0.0889145,0.0902244,0.0545342,0.0625609,0.0346055,0.0227356,0.0621836,0.0665844,0.0498605,0.0112618,0.0774091,0,0,0,0,0.0375115,0
106,0,0,0,0,0,0,0.0325784,0.0313132,0,0,0,0.0305673,0,0.0289148,0.0360205,0,0,0.0240374,0,0,0.0446185,0.0304336,0.024398,0.0277008,0.0270611,0.0396766,0.0460841,0.0310072,0.040538,0.0370739,0.0269358,0.0359606,0.038402,0.0213594,0.0274036,0.0211572,0.0341335,0.0120819,0.0117072,0.029314,0,0.045263,0.0321517,0.0374829,0,0,0.0293017,0,0,0.01955,0.0610775,0.00972907,0.0482697,0.0356026,0.0449482,0.0557335,0.0887089,0.0901999,0.0546269,0.0624298,0.0346078,0.0224713,0.062644,0.0686071,0.0499273,0.0114336,0.0774754,0,0,0,0,0.0372635,0
107,0,0,0,0,0,0,0.0324481,0.0315863,0,0,0,0.0309416,0,0.0290978,0.0372509,0,0,0.0241353,0,0,0.0447894,0.0291459,0.0247596,0.027799,0.0267485,0.0395722,0.0463912,0.0301781,0.0402015,0.0373172,0.0267428,0.0358929,0.0380471,0.0211982,0.0275186,0.0205329,0.0338857,0.0122433,0.0116779,0.033393,0,0.0339455,0.0315699,0.0373677,0,0,0.0292865,0,0,0.0195899,0.0609149,0.0101382,0.0476379,0.0365681,0.0450663,0.0561267,0.090296,0.0907518,0.0544584,0.0617883,0.0365243,0.0211253,0.0597243,0.0803397,0.0497664,0.0114478,0.0777781,0,0,0,0,0.0368636,0
108,0,0,0,0,0,0,0.0324325,0.0317608,0,0,0,0.031987,0,0.0292204,0.0362569,0,0,0.0240406,0,0,0.0449299,0.0296431,0.0254262,0.0271004,0.0265704,0.0395715,0.0465423,0.030096,0.0399321,0.0372181,0.0271802,0.0359034,0.0380107,0.0211992,0.0279601,0.0193208,0.0337982,0.0123039,0.0117747,0.0285556,0,0.0428477,0.0320943,0.0369618,0,0,0.029147,0,0,0.0195029,0.0618786,0.00905645,0.0486278,0.03619,0.0448895,0.0556838,0.0883764,0.0901031,0.0546116,0.0625443,0.0349722,0.0221513,0.0632342,0.0712766,0.0497977,0.0117524,0.0775108,0,0,0,0,0.0366025,0
109,0,0,0,0,0,0,0.0321472,0.0318235,0,0,0,0.0322529,0,0.0293172,0.036718,0,0,0.0240584,0,0,0.045086,0.0284822,0.0265516,0.0270446,0.0263819,0.0399054,0.0467377,0.0292767,0.0397431,0.0375879,0.0269856,0.0357868,0.0376336,0.0212591,0.0279979,0.01916,0.0336083,0.0123609,0.0118231,0.0338842,0,0.0326237,0.0319522,0.0368012,0,0,0.0293952,0,0,0.0193966,0.0614495,0.00970011,0.0478156,0.0371658,0.0452905,0.0560685,0.0898451,0.0905132,0.0544792,0.0624671,0.0372503,0.0216589,0.0608281,0.0810589,0.0493516,0.0118311,0.0776208,0,0,0,0,0.0362299,0
110,0,0,0,0,0,0,0.0319675,0.0318663,0,0,0,0.0328924,0,0.029408,0.0361567,0,0,0.0239843,0,0,0.0451026,0.0282434,0.0273122,0.0267938,0.0262082,0.0402164,0.0467977,0.0288937,0.0395797,0.0378462,0.0269618,0.035618,0.0373083,0.0213725,0.028116,0.018562,0.033564,0.012372,0.0118655,0.0340859,0,0.0325411,0.0322997,0.0365856,0,0,0.029472,0,0,0.0192599,0.0615481,0.00933466,0.047667,0.0374613,0.0456016,0.0559931,0.0895774,0.0903256,0.0545784,0.0631649,0.0380319,0.0224582,0.0617833,0.0807156,0.048992,0.01187,0.0773799,0,0,0,0,0.036067,0
111,0,0,0,0,0,0,0.0317882,0.0319037,0,0,0,0.0332695,0,0.0296521,0.0359054,0,0,0.0238102,0,0,0.0450108,0.0281023,0.0281525,0.0265964,0.0259921,0.0404224,0.0466785,0.0285059,0.0393228,0.0380894,0.0268177,0.035431,0.0370109,0.021291,0.0281683,0.0181518,0.0335533,0.0124315,0.011767,0.0343027,0,0.0328048,0.0326948,0.0364143,0,0,0.0296305,0,0,0.0190877,0.0615297,0.00885489,0.0475171,0.0377676,0.0459603,0.0557884,0.0893595,0.0903405,0.0546016,0.0641285,0.0389004,0.0234508,0.0628758,0.0799907,0.0486124,0.0118639,0.0770642,0,0,0,0,0.0360629,0
112,0,0,0,0,0,0,0.0315976,0.0319767,0,0,0,0.0335926,0,0.0299733,0.035867,0,0,0.0235371,0,0,0.0448384,0.0280283,0.029441,0.026303,0.0258617,0.0404714,0.0464601,0.0281654,0.0389129,0.0382021,0.0266631,0.0353573,0.0367487,0.021116,0.0281932,0.0177542,0.0336516,0.0125074,0.011584,0.0345034,0,0.0334613,0.0330024,0.0363311,0,0,0.0298424,0,0,0.0189675,0.0613165,0.00835432,0.0472588,0.0381398,0.0462903,0.0556359,0.0892077,0.0902533,0.0545481,0.0652827,0.0397609,0.0244882,0.0637732,0.0788852,0.0482687,0.011855,0.0766963,0,0,0,0,0.0362048,0
113,0,0,0,0,0,0,0.0315192,0.0320133,0,0,0,0.0339873,0,0.0302793,0.0359429,0,0,0.023327,0,0,0.0447151,0.0279534,0.0306858,0.0259852,0.0257883,0.0402739,0.0463659,0.0278502,0.0386145,0.0384333,0.0265157,0.0353321,0.0363698,0.0209865,0.0282508,0.0173605,0.0339889,0.0123758,0.0116645,0.0350002,0,0.0341101,0.0332,0.0364212,0,0,0.0298984,0,0,0.0189264,0.0609693,0.00790888,0.0467547,0.0385699,0.0465837,0.055574,0.0891948,0.090059,0.0544709,0.0663949,0.0406619,0.0254904,0.064387,0.078113,0.0479864,0.0118826,0.0762451,0,0,0,0,0.0364254,0
114,0,0,0,0,0,0,0.0315918,0.0319152,0,0,0,0.0347388,0,0.0302837,0.0362781,0,0,0.0232479,0,0,0.0446371,0.0278057,0.0309944,0.0257548,0.0256076,0.0399747,0.0462744,0.0273794,0.0386369,0.0388575,0.0264147,0.0351974,0.0358064,0.0208268,0.0281918,0.0167447,0.0345864,0.0123275,0.0116546,0.0356539,0,0.0343687,0.0333486,0.0365701,0,0,0.0299526,0,0,0.0186853,0.0605852,0.00766387,0.0460007,0.0389287,0.0467765,0.0555777,0.0893541,0.0898691,0.0543393,0.0673278,0.0415113,0.0262195,0.0646697,0.0778196,0.0478737,0.0123298,0.0757809,0,0,0,0,0.0366503,0
115,0,0,0,0,0,0,0.0316192,0.0318292,0,0,0,0.0356474,0,0.03029,0.0366674,0,0,0.0231017,0,0,0.0445407,0.027546,0.030591,0.0255582,0.0253915,0.0395877,0.0460767,0.0268888,0.0387091,0.0392179,0.0262811,0.0350429,0.0351013,0.0206825,0.0281163,0.0158805,0.0350789,0.0123041,0.0115806,0.0361548,0,0.0343803,0.0335315,0.0366892,0,0,0.0299868,0,0,0.0190611,0.0601965,0.00762226,0.0451088,0.0390937,0.0467629,0.0556332,0.0897818,0.0897824,0.054104,0.0680681,0.0418711,0.0266408,0.0646762,0.0781268,0.0479926,0.0118924,0.0752911,0,0,0,0,0.0367868,0
116,0,0,0,0,0,0,0.0317269,0.0318872,0,0,0,0.0364664,0,0.0304547,0.037153,0,0,0.0229932,0,0,0.0445463,0.0272023,0.0306991,0.0252937,0.0252958,0.0391159,0.0458101,0.026486,0.0383989,0.0394333,0.026041,0.0349806,0.0346819,0.020684,0.0280766,0.0151064,0.0353896,0.0123336,0.0114659,0.0363864,0,0.0340875,0.0337809,0.0369019,0,0,0.0300063,0,0,0.0191413,0.0599058,0.00776077,0.0441135,0.0393764,0.046669,0.0557859,0.0904845,0.0898247,0.0538944,0.06853,0.0417836,0.0268205,0.0644453,0.0787313,0.0482556,0.0118015,0.0749303,0,0,0,0,0.0365357,0
117,0,0,0,0,0,0,0.0317915,0.0320103,0,0,0,0.0372838,0,0.0304579,0.0380722,0,0,0.0230481,0,0,0.0445861,0.0268702,0.0311061,0.0251024,0.025314,0.0385967,0.0455157,0.0261435,0.0378525,0.0395704,0.0259771,0.0349443,0.034534,0.0206805,0.0280714,0.0144112,0.0355789,0.0123207,0.0113996,0.0364808,0,0.0337563,0.0340913,0.0371994,0,0,0.0298849,0,0,0.0191896,0.0597186,0.00797478,0.0430691,0.039784,0.0465129,0.0560259,0.091406,0.0900006,0.0538778,0.0687445,0.041548,0.0268088,0.0641105,0.0794253,0.0485903,0.0116793,0.0746842,0,0,0,0,0.036198,0
118,0,0,0,0,0,0,0.0315003,0.0321094,0,0,0,0.0361269,0,0.0297081,0.0400467,0,0,0.0239984,0,0,0.0441071,0.0258897,0.0311099,0.0248678,0.0255559,0.0374514,0.0446639,0.025246,0.0368646,0.0395584,0.0265728,0.0353948,0.0345262,0.0214683,0.0287621,0.0150636,0.0352259,0.0127554,0.0119391,0.0313139,0,0.0404744,0.0337904,0.0380872,0,0,0.0292228,0,0,0.0191356,0.0599173,0.00890396,0.0422619,0.0404428,0.0468714,0.0567317,0.0936938,0.0918528,0.0546005,0.0691074,0.0377196,0.0264987,0.066862,0.0683242,0.0488346,0.0117326,0.0743956,0,0,0,0,0.0361986,0
119,0,0,0,0,0,0,0.031648,0.0319491,0,0,0,0.0363219,0,0.0300412,0.0408683,0,0,0.0239367,0,0,0.0440783,0.025756,0.0315782,0.0249776,0.0256595,0.0370963,0.0443347,0.0250163,0.0365509,0.0395388,0.0267692,0.0354701,0.0342825,0.0215003,0.0287513,0.0150374,0.0353236,0.0127134,0.0119483,0.0311338,0,0.0398639,0.0343043,0.038178,0,0,0.0291042,0,0,0.0191767,0.0598753,0.00899122,0.0413313,0.0404838,0.0469438,0.0569294,0.0945503,0.0920721,0.0547367,0.0695424,0.0384587,0.0268992,0.0670442,0.0690046,0.0490132,0.0116711,0.0741725,0,0,0,0,0.0362898,0
120,0,0,0,0,0,0,0.0317861,0.0319638,0,0,0,0.0365359,0,0.030282,0.041234,0,0,0.023923,0,0,0.0440482,0.0256837,0.0321278,0.0250175,0.0257529,0.0367939,0.0439904,0.0247125,0.0363541,0.0395184,0.0268026,0.0355018,0.0340538,0.0215522,0.0288453,0.0150758,0.0354966,0.0127523,0.0119425,0.0310252,0,0.0388087,0.03488,0.0382227,0,0,0.0290235,0,0,0.0192547,0.0599729,0.00910661,0.0402699,0.0404694,0.0470593,0.0572095,0.095421,0.0923726,0.0550296,0.0704175,0.0395243,0.027703,0.0676836,0.0696748,0.0491118,0.0116741,0.0739243,0,0,0,0,0.0365066,0
121,0,0,0,0,0,0,0.0319431,0.0320556,0,0,0,0.0367465,0,0.0305271,0.0413294,0,0,0.0239359,0,0,0.0440592,0.025576,0.0326653,0.0248714,0.0257762,0.0364849,0.0436711,0.0244124,0.0362732,0.0394747,0.0266818,0.0352521,0.0338138,0.0216257,0.0288154,0.0151286,0.0355965,0.0127554,0.0120196,0.0309959,0,0.0374313,0.0353812,0.0382889,0,0,0.0290323,0,0,0.0194219,0.0601415,0.00920306,0.0391141,0.0405732,0.0471511,0.0575515,0.0962423,0.0927144,0.0555074,0.071715,0.0411295,0.0288944,0.0686906,0.0700089,0.0490788,0.0115543,0.0737103,0,0,0,0,0.0368007,0
122,0,0,0,0,0,0,0.0322566,0.0321892,0,0,0,0.0367063,0,0.0303332,0.0411959,0,0,0.0233479,0,0,0.0441276,0.0260572,0.0329812,0.0247421,0.0259899,0.0362614,0.0435344,0.0245793,0.036121,0.0393254,0.0266704,0.0351284,0.0334703,0.0217557,0.02893,0.0153151,0.0360357,0.0127088,0.0120491,0.030757,0,0.0363319,0.0361972,0.0378082,0,0,0.0295119,0,0,0.0191393,0.059653,0.00880865,0.037822,0.040385,0.0473428,0.0581631,0.0974472,0.0933585,0.0560656,0.0732102,0.0429046,0.0305411,0.0699925,0.0690639,0.0489175,0.0117972,0.073405,0,0,0,0,0.0375112,0
123,0,0,0,0,0,0,0.0323433,0.0322892,0,0,0,0.0368054,0,0.0306279,0.0413995,0,0,0.0231652,0,0,0.0440884,0.0262182,0.0332984,0.0246255,0.0259547,0.0359553,0.0431912,0.0243696,0.0360669,0.0394079,0.0267832,0.0349503,0.033086,0.0215462,0.0288145,0.0152593,0.0359804,0.0127656,0.0119237,0.0308114,0,0.0347963,0.0365559,0.0377708,0,0,0.0295688,0,0,0.0191078,0.0594523,0.00888102,0.0362766,0.0401776,0.0474731,0.0588419,0.0984564,0.0938234,0.0566068,0.0744929,0.0449035,0.0322728,0.0707783,0.0673036,0.0488437,0.011783,0.07312,0,0,0,0,0.0378519,0
124,0,0,0,0,0,0,0.0322939,0.032511,0,0,0,0.0369256,0,0.0307725,0.0415229,0,0,0.0230382,0,0,0.0440341,0.026491,0.0335644,0.0243215,0.0259849,0.0357547,0.0427883,0.0241079,0.0358913,0.0394247,0.0269782,0.0348004,0.0327894,0.0212426,0.0287935,0.0151916,0.0358029,0.012777,0.0117494,0.030961,0,0.0330092,0.0368313,0.0378887,0,0,0.0294781,0,0,0.0190321,0.0591759,0.00888245,0.0345881,0.0399464,0.0474334,0.0595565,0.0994073,0.0942345,0.0572655,0.0753759,0.0466264,0.0338438,0.0710979,0.0641454,0.0487277,0.01181,0.0728589,0,0,0,0,0.0379631,0
125,0,0,0,0,0,0,0.0325269,0.0325726,0,0,0,0.0393618,0,0.0320264,0.0408904,0,0,0.0221808,0,0,0.0445219,0.0271359,0.0339136,0.0246067,0.0260416,0.0362738,0.0430607,0.0246991,0.0364642,0.0391372,0.0265548,0.0342931,0.0326415,0.0200461,0.0280049,0.0138893,0.0359897,0.0124595,0.011345,0.0345646,0,0.0260324,0.0372902,0.0374347,0,0,0.0297252,0,0,0.0191806,0.0591122,0.00792946,0.0336198,0.0392779,0.0468968,0.0588089,0.0976949,0.0924412,0.057278,0.0759336,0.0511073,0.0361848,0.0687761,0.0696699,0.0485433,0.0116568,0.0728031,0,0,0,0,0.0382736,0
126,0,0,0,0,0,0,0.032521,0.0326736,0,0,0,0.0397406,0,0.0320848,0.0405839,0,0,0.0219834,0,0,0.0445021,0.0275681,0.0340637,0.0244339,0.0261952,0.0363995,0.0428918,0.0245563,0.0361828,0.0390389,0.0268205,0.0341858,0.0325158,0.0199531,0.0281351,0.0138076,0.0359203,0.0124408,0.0114563,0.0326764,0,0.0256772,0.0373349,0.0374293,0,0,0.0296498,0,0,0.0191046,0.0585676,0.0075014,0.0322659,0.0388989,0.0468729,0.0592482,0.0981615,0.0927065,0.0580474,0.0759094,0.0513714,0.0370349,0.0682677,0.0622119,0.0483299,0.0117598,0.0726462,0,0,0,0,0.0385574,0
127,0,0,0,0,0,0,0.0325825,0.0327129,0,0,0,0.0402123,0,0.0320741,0.040016,0,0,0.0217819,0,0,0.0444893,0.0281288,0.0340461,0.0242937,0.0263443,0.0365327,0.0428048,0.0246224,0.0358117,0.0390205,0.027141,0.0341995,0.0324024,0.0200148,0.0282133,0.0136406,0.0359938,0.0124201,0.0115535,0.0313138,0,0.0257892,0.0375,0.0373675,0,0,0.0296783,0,0,0.0190307,0.0577634,0.00690688,0.0308655,0.0384572,0.0469306,0.0596113,0.0983213,0.092962,0.0589083,0.0753658,0.0512137,0.0377294,0.0674316,0.0530382,0.0481216,0.0118289,0.0724828,0,0,0,0,0.0388433,0
128,0,0,0,0,0,0,0.0326706,0.0327674,0,0,0,0.041005,0,0.032096,0.0391048,0,0,0.0215423,0,0,0.0445502,0.0288579,0.0338973,0.0240922,0.0265118,0.0365423,0.0427092,0.0246314,0.0353551,0.0390208,0.0275786,0.0343062,0.0323744,0.0200695,0.028266,0.0133904,0.0361325,0.0125148,0.0115782,0.0314945,0,0.0260457,0.0379598,0.0372814,0,0,0.0297914,0,0,0.019123,0.0569063,0.00627721,0.0293281,0.0378346,0.0469144,0.0600015,0.0979832,0.0932228,0.0602319,0.0746898,0.0509092,0.0386372,0.0667974,0.0431648,0.0479549,0.0116634,0.0721988,0,0,0,0,0.0392957,0
129,0,0,0,0,0,0,0.0327752,0.032954,0,0,0,0.0418154,0,0.0320852,0.0379702,0,0,0.0214084,0,0,0.0447229,0.0295026,0.0336707,0.0239793,0.0266984,0.0364431,0.0425084,0.0245987,0.0348067,0.0389873,0.028281,0.0344508,0.0325724,0.0201423,0.0282504,0.0132047,0.036066,0.0126337,0.0115606,0.0339801,0,0.0268573,0.0381049,0.0373276,0,0,0.0298241,0,0,0.0189918,0.0563492,0.00553554,0.0283303,0.0370431,0.0466642,0.0603716,0.0971714,0.0934677,0.0616518,0.0742339,0.0507158,0.0396905,0.0665922,0.0340169,0.0479783,0.0118901,0.0719047,0,0,0,0,0.0396142,0
