Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,LEAR,R5FT
156,0,0,0,0,0,0,0.0180436,0,0,0,0.0394232,0,0.0205048,0.0346628,0,0.0150338,0,0,0.0332032,0.0381729,0.0381779,0.0221192,0.01962,0.0249044,0.0223862,0.0278248,0.0441117,0.0433205,0.0217169,0.0275398,0.0298,0.0118392,0.0146043,0.0461961,0.0419429,0.0163641,0,0,0.0200093,0.0394454,0.0380083,0,0,0.0229028,0,0,0.0119008,0.0512002,0.0299135,0.0152521,0.0298787,0.02477,0.0413369,0.0554802,0.08504,0.083035,0.0562367,0.071006,0.0512621,0.0410912,0.0630059,0.00909946,0.0386677,0.00204366,0,0.0590916,0,0,0,0,0,0.0404223
157,0,0,0,0,0,0,0.0176548,0,0,0,0.0387703,0,0.020799,0.0342793,0,0.0153529,0,0,0.0333399,0.0388708,0.0382729,0.021189,0.0185068,0.0260777,0.023415,0.0286957,0.0456981,0.0445893,0.0210226,0.0280853,0.0298691,0.0123084,0.0144422,0.0492992,0.0412861,0.0165003,0,0,0.0195364,0.0394629,0.0379432,0,0,0.0235622,0,0,0.0120286,0.051181,0.0295864,0.0157145,0.029793,0.0248433,0.0420231,0.0548407,0.0846192,0.0830572,0.0558723,0.07066,0.0511704,0.0410076,0.0627918,0.00956406,0.0382289,0.00210165,0,0.059927,0,0,0,0,0,0.0398242
158,0,0,0,0,0,0,0.0173594,0,0,0,0.0367391,0,0.0210935,0.0338821,0,0.0156024,0,0,0.0333731,0.039368,0.0392269,0.0204781,0.0176193,0.0273806,0.0241932,0.0295413,0.0469924,0.0455476,0.0203026,0.0287158,0.030131,0.0128034,0.0148963,0.0526051,0.0408717,0.016579,0,0,0.0190277,0.0397301,0.0380266,0,0,0.0239091,0,0,0.0120646,0.0511349,0.0290557,0.0160913,0.0294441,0.0250169,0.0423549,0.0545974,0.0844727,0.083367,0.0560818,0.0706014,0.051268,0.0411011,0.0629339,0.01045,0.0379533,0.00210289,0,0.0607417,0,0,0,0,0,0.0390156
159,0,0,0,0,0,0,0.0171442,0,0,0,0.0348852,0,0.0221104,0.033519,0,0.0158103,0,0,0.0333409,0.0394863,0.0417093,0.0198742,0.0172638,0.0278521,0.0247472,0.0303429,0.04788,0.0460154,0.0196346,0.0295715,0.0307873,0.0135958,0.0153782,0.0566499,0.0408134,0.0165801,0,0,0.0185607,0.0403601,0.0384555,0,0,0.0240069,0,0,0.0120459,0.050911,0.0284431,0.0161987,0.0289059,0.0255307,0.0424084,0.0542416,0.0846173,0.0838643,0.0564909,0.0706945,0.0514146,0.0412705,0.063123,0.0114285,0.0378677,0.0021154,0,0.0615739,0,0,0,0,0,0.0381627
160,0,0,0,0,0,0,0.0169658,0,0,0,0.0342057,0,0.0244616,0.0332959,0,0.0159501,0,0,0.0333052,0.0392627,0.0450442,0.0195094,0.0174305,0.027973,0.025001,0.0312178,0.0483756,0.046001,0.0189783,0.0308814,0.0317919,0.0149537,0.0160951,0.0616027,0.0410568,0.0165479,0,0,0.0184351,0.0410967,0.0388632,0,0,0.0240067,0,0,0.0120465,0.0506318,0.0279712,0.0161753,0.0282999,0.0261963,0.0422036,0.0539336,0.0848587,0.0842929,0.0567835,0.0707136,0.0514284,0.0414483,0.0634455,0.0125245,0.0379703,0.00211468,0,0.0619809,0,0,0,0,0,0.0373866
161,0,0,0,0,0,0,0.0169704,0,0,0,0.0344374,0,0.0263734,0.0328827,0,0.0160204,0,0,0.0333607,0.0389121,0.0471597,0.0193764,0.0176384,0.0281726,0.0249657,0.0320643,0.0488279,0.045915,0.0184983,0.0314997,0.0324586,0.0160307,0.0168829,0.0651588,0.0413878,0.016528,0,0,0.0185717,0.0415789,0.0389708,0,0,0.0239929,0,0,0.0120496,0.0503865,0.0280033,0.0160896,0.0278019,0.0269874,0.0418604,0.0536081,0.0849403,0.0843928,0.0567469,0.0706208,0.0512368,0.041456,0.0633852,0.0135499,0.0381517,0.00215257,0,0.0620286,0,0,0,0,0,0.036591
162,0,0,0,0,0,0,0.0170632,0,0,0,0.0341978,0,0.0265903,0.0324066,0,0.0159729,0,0,0.0334997,0.0385111,0.0472521,0.0193379,0.0173581,0.0283906,0.0247066,0.0327273,0.0492915,0.0460172,0.0182424,0.0310978,0.0323309,0.0163728,0.0172,0.065009,0.041593,0.016584,0,0,0.0187986,0.0417726,0.0390026,0,0,0.0239473,0,0,0.0121123,0.0502936,0.028544,0.0160903,0.0275243,0.0275808,0.041635,0.0532149,0.0848053,0.0842246,0.0565601,0.0703096,0.0508671,0.0411826,0.0630076,0.0142706,0.0383628,0.002234,0,0.0620704,0,0,0,0,0,0.0358921
163,0,0,0,0,0,0,0.0171491,0,0,0,0.0334994,0,0.0264471,0.0320464,0,0.0158623,0,0,0.0335849,0.038325,0.0459982,0.0193752,0.0168763,0.0282117,0.0243634,0.0334334,0.0498201,0.0462995,0.0180627,0.0310701,0.0318294,0.0168117,0.0178344,0.0629074,0.0417404,0.0166167,0,0,0.0190348,0.0418595,0.0390509,0,0,0.0238804,0,0,0.0121253,0.0502892,0.0293034,0.0159763,0.0274711,0.0280047,0.0415626,0.0528936,0.084644,0.0840337,0.0564279,0.0699991,0.05055,0.040908,0.0625777,0.0145007,0.0386397,0.00225352,0,0.0623901,0,0,0,0,0,0.0355192
164,0,0,0,0,0,0,0.0172059,0,0,0,0.0327166,0,0.0260954,0.0319835,0,0.0157657,0,0,0.0336166,0.0383593,0.0443894,0.0193658,0.016503,0.0276624,0.0241042,0.0338329,0.0502755,0.0465475,0.0179785,0.0312243,0.0313446,0.0177805,0.0191399,0.0599982,0.0419285,0.0166034,0,0,0.019212,0.0419052,0.039081,0,0,0.0237132,0,0,0.0120368,0.0503281,0.0299444,0.0157798,0.0274788,0.0281756,0.0414783,0.0527996,0.0845096,0.0839294,0.0564157,0.0698084,0.0504348,0.0408185,0.0622982,0.0142642,0.0387684,0.00221692,0,0.0625221,0,0,0,0,0,0.035667
165,0,0,0,0,0,0,0.0172213,0,0,0,0.0321349,0,0.025558,0.0321682,0,0.0157466,0,0,0.0335947,0.0385136,0.0433818,0.0192496,0.0163001,0.0274319,0.0239794,0.0341322,0.0506041,0.046703,0.0180418,0.0313417,0.0311021,0.0189282,0.0204533,0.0568443,0.0419675,0.0165676,0,0,0.0193086,0.0418639,0.0390703,0,0,0.0235375,0,0,0.0119759,0.0504986,0.0305689,0.0155779,0.0273795,0.0281214,0.0414736,0.0528999,0.0844234,0.0838879,0.0564768,0.0699165,0.0505492,0.0409421,0.0622909,0.0136726,0.0386973,0.00216517,0,0.0624137,0,0,0,0,0,0.0364384
166,0,0,0,0,0,0,0.0171618,0,0,0,0.0319832,0,0.025695,0.0325031,0,0.0157411,0,0,0.0334914,0.0388402,0.042938,0.0190732,0.016267,0.0279031,0.0239727,0.0343522,0.0508166,0.046754,0.0180806,0.0315753,0.0310878,0.0196233,0.0213024,0.0541494,0.0418821,0.0165077,0,0,0.01934,0.0417826,0.0390618,0,0,0.0235629,0,0,0.0120961,0.0507228,0.0311095,0.0154696,0.0273682,0.0280392,0.0416515,0.0529514,0.0842912,0.0838848,0.0564936,0.0700211,0.050823,0.0412502,0.0623181,0.0128885,0.0385903,0.0020625,0,0.0622946,0,0,0,0,0,0.0375071
167,0,0,0,0,0,0,0.0170694,0,0,0,0.0320981,0,0.0263698,0.0328654,0,0.0157147,0,0,0.0333762,0.0392661,0.0427099,0.0187656,0.0162851,0.0285038,0.0239374,0.0346089,0.0510275,0.0467643,0.0180714,0.0317882,0.0309366,0.0198191,0.0214517,0.0523547,0.0416425,0.0164554,0,0,0.0195652,0.0417661,0.0390711,0,0,0.023754,0,0,0.0124351,0.0509277,0.0314651,0.0154347,0.027461,0.0279484,0.0419216,0.0527962,0.0840157,0.083877,0.0564495,0.0699406,0.0510798,0.0416831,0.0623414,0.0121441,0.0385391,0.00181832,0,0.0624573,0,0,0,0,0,0.0385635
168,0,0,0,0,0,0,0.0169945,0,0,0,0.032012,0,0.0269053,0.0331343,0,0.0156119,0,0,0.0332376,0.0395622,0.0426786,0.0183373,0.0163039,0.0289969,0.0238805,0.0350024,0.0512748,0.046685,0.0179614,0.0317167,0.0305895,0.0194793,0.021233,0.0509783,0.0412757,0.0164059,0,0,0.0199314,0.041916,0.0390997,0,0,0.0240077,0,0,0.012588,0.0511583,0.0315981,0.015469,0.0275777,0.0278688,0.0422427,0.0523967,0.0835504,0.0838439,0.0564278,0.0697366,0.0511261,0.041967,0.0624525,0.0116045,0.0384964,0.00171634,0,0.0626358,0,0,0,0,0,0.0395054
169,0,0,0,0,0,0,0.016844,0,0,0,0.0318968,0,0.0274806,0.0333118,0,0.0155487,0,0,0.0331165,0.0396286,0.0427111,0.0178495,0.0163562,0.0290592,0.0238559,0.0354531,0.051522,0.0463728,0.0177964,0.0313827,0.0301694,0.0187819,0.0206886,0.0496921,0.0409993,0.0163843,0,0,0.0202062,0.0422493,0.0390476,0,0,0.0240671,0,0,0.0125319,0.0513843,0.0315691,0.0155112,0.0276207,0.0277773,0.0424989,0.0519511,0.0829842,0.0838383,0.0564178,0.0695357,0.0511053,0.0421106,0.0623832,0.0111914,0.0384455,0.00173573,0,0.0624616,0,0,0,0,0,0.0404016
170,0,0,0,0,0,0,0.0166281,0,0,0,0.0319287,0,0.0281596,0.0335884,0,0.0155408,0,0,0.0330723,0.0395355,0.0427291,0.0173664,0.0164986,0.02924,0.0238603,0.0360078,0.0517944,0.0459069,0.0175741,0.0308812,0.0298799,0.018026,0.019743,0.0484617,0.0411046,0.0163914,0,0,0.0204636,0.0427046,0.0390042,0,0,0.0239614,0,0,0.012479,0.051611,0.0315544,0.0156241,0.0276386,0.0277153,0.0427219,0.051593,0.0825016,0.0838315,0.0564298,0.0694375,0.0510535,0.0421871,0.062284,0.0109878,0.0383137,0.00179665,0,0.0622039,0,0,0,0,0,0.0412047
171,0,0,0,0,0,0,0.0164561,0,0,0,0.0318975,0,0.028873,0.0340116,0,0.0156169,0,0,0.0330662,0.039348,0.042735,0.0170079,0.0166892,0.0295386,0.0238959,0.0365897,0.052112,0.0454417,0.017308,0.0303084,0.0296024,0.0173623,0.0192416,0.0470219,0.0414512,0.0163979,0,0,0.0209671,0.0432299,0.0390232,0,0,0.0238604,0,0,0.0124356,0.051838,0.0314392,0.0158076,0.0276427,0.0277417,0.0429089,0.0512738,0.0821533,0.0837664,0.0564901,0.069298,0.0510505,0.0422692,0.0622915,0.010942,0.0382464,0.0018361,0,0.0618733,0,0,0,0,0,0.0418544
172,0,0,0,0,0,0,0.0164347,0,0,0,0.0317391,0,0.0285581,0.0345358,0,0.0156573,0,0,0.0330773,0.0391963,0.0429149,0.0168436,0.0168713,0.0295993,0.0238835,0.0370336,0.0522893,0.0449537,0.017035,0.0296832,0.029071,0.0170693,0.0194456,0.0452416,0.0417343,0.0163998,0,0,0.0214018,0.043691,0.039046,0,0,0.0238085,0,0,0.0123886,0.0519684,0.0314994,0.0159551,0.0276102,0.0278056,0.0430468,0.051027,0.0819306,0.0837117,0.0565662,0.0691747,0.0511136,0.0422894,0.0622679,0.0110145,0.0382684,0.00185742,0,0.0616513,0,0,0,0,0,0.0424224
173,0,0,0,0,0,0,0.0164824,0,0,0,0.0319709,0,0.0279596,0.0350524,0,0.0155595,0,0,0.0330675,0.0390746,0.0431723,0.0167641,0.0170676,0.0298398,0.0237937,0.0375185,0.0523325,0.0444622,0.0168666,0.0290438,0.0284559,0.0172324,0.0197621,0.043391,0.0419013,0.0163768,0,0,0.0218196,0.0441106,0.0390407,0,0,0.0237822,0,0,0.0123736,0.0519566,0.0313262,0.0161774,0.027555,0.0278647,0.0430876,0.0508208,0.0818077,0.0836669,0.0565836,0.0689342,0.0511253,0.0422596,0.0623925,0.011013,0.038338,0.00186712,0,0.0615533,0,0,0,0,0,0.0429632
174,0,0,0,0,0,0,0.0165914,0,0,0,0.0324729,0,0.0280111,0.0354684,0,0.0154275,0,0,0.0330056,0.0389529,0.0433313,0.0167672,0.0174306,0.0302642,0.0236566,0.038031,0.0524597,0.0440253,0.0167783,0.0284857,0.0279379,0.0175982,0.0201566,0.0418438,0.0420038,0.0162925,0,0,0.0220953,0.0445119,0.0390261,0,0,0.0237138,0,0,0.0123445,0.0519206,0.0314365,0.0165117,0.0275793,0.0279057,0.0431311,0.0505658,0.0816483,0.0835886,0.0565066,0.0688036,0.0510784,0.042343,0.0624701,0.0111101,0.0384359,0.00185215,0,0.0615328,0,0,0,0,0,0.0434922
175,0,0,0,0,0,0,0.0167536,0,0,0,0.0331717,0,0.028454,0.0358047,0,0.0153936,0,0,0.0329134,0.0388431,0.0434136,0.0167362,0.0179631,0.0305583,0.0235837,0.0387548,0.0527302,0.0436104,0.0167557,0.0283951,0.0274314,0.017741,0.0207093,0.0403767,0.0420192,0.016223,0,0,0.0224062,0.0449423,0.0390032,0,0,0.0235911,0,0,0.012335,0.05196,0.0314777,0.0168337,0.0275588,0.0280158,0.043156,0.0502764,0.0813964,0.0834603,0.0563878,0.0686923,0.0510192,0.042361,0.0623879,0.0113206,0.0386405,0.00183099,0,0.0612491,0,0,0,0,0,0.0438896
176,0,0,0,0,0,0,0.0169273,0,0,0,0.0339704,0,0.0288255,0.0360697,0,0.0154361,0,0,0.0328357,0.0387296,0.0435709,0.0165222,0.0188652,0.0307674,0.0235871,0.0395835,0.0533473,0.0431853,0.0165873,0.0284106,0.0268785,0.0175179,0.0209616,0.0387304,0.0420535,0.0161548,0,0,0.022757,0.0454226,0.0389967,0,0,0.023421,0,0,0.0123289,0.0520575,0.0316006,0.0171732,0.0276903,0.0282221,0.0432037,0.0499381,0.0811124,0.0832329,0.0563412,0.0684618,0.050988,0.0423238,0.0621862,0.0115122,0.0389044,0.00182456,0,0.0611391,0,0,0,0,0,0.0443957
177,0,0,0,0,0,0,0.0170399,0,0,0,0.0347292,0,0.0285901,0.0362738,0,0.0154812,0,0,0.0327492,0.0386172,0.0437798,0.016364,0.0200694,0.0308845,0.0235939,0.0405065,0.0541929,0.0428922,0.0162615,0.0281427,0.0265974,0.0171638,0.0209816,0.0370352,0.0420565,0.0160628,0,0,0.0228932,0.0459441,0.0389697,0,0,0.0232542,0,0,0.0122957,0.0521833,0.0319446,0.0175147,0.027768,0.0283539,0.0433362,0.0496372,0.0808387,0.0830347,0.0563177,0.0683337,0.0509075,0.0422333,0.0621317,0.0117938,0.0389766,0.00181124,0,0.0611267,0,0,0,0,0,0.0448141
178,0,0,0,0,0,0,0.0171596,0,0,0,0.035208,0,0.0284555,0.0365201,0,0.0154694,0,0,0.032616,0.038551,0.0440934,0.0163644,0.0208862,0.0308285,0.0236042,0.0410793,0.0547092,0.0425666,0.0162028,0.0278166,0.0266622,0.0172648,0.0214219,0.0363996,0.042194,0.01595,0,0,0.0229933,0.0463894,0.038913,0,0,0.0230621,0,0,0.0122128,0.0523308,0.0320201,0.0178291,0.0277677,0.0283675,0.0433482,0.0493296,0.0806042,0.0829474,0.0563027,0.0682,0.0507373,0.0421446,0.0619725,0.0120865,0.0387751,0.00181052,0,0.0610941,0,0,0,0,0,0.044928
179,0,0,0,0,0,0,0.0173415,0,0,0,0.035413,0,0.0288589,0.0368726,0,0.0154032,0,0,0.0324884,0.0385287,0.0443671,0.016512,0.0216068,0.03085,0.0236116,0.0415759,0.0551344,0.0421326,0.0162371,0.027639,0.0267644,0.0178072,0.0220922,0.0363152,0.042107,0.0158501,0,0,0.0231371,0.0467497,0.0387653,0,0,0.022875,0,0,0.0121872,0.0525209,0.0319124,0.0181816,0.0276344,0.0283083,0.0433091,0.0490488,0.0804068,0.0829133,0.0563003,0.0680014,0.0506085,0.0420063,0.061803,0.012354,0.0387437,0.00180708,0,0.0609115,0,0,0,0,0,0.044786
180,0,0,0,0,0,0,0.0174725,0,0,0,0.0355496,0,0.02904,0.0372423,0,0.0154304,0,0,0.0324512,0.0386506,0.045022,0.0166878,0.0223879,0.0310209,0.0235987,0.0420671,0.0556824,0.0416624,0.0162641,0.0278179,0.0269631,0.0186006,0.022949,0.0367548,0.0419774,0.0158358,0,0,0.0232188,0.0470499,0.0386019,0,0,0.0227147,0,0,0.0122027,0.052699,0.0320432,0.0185823,0.0274655,0.0282319,0.0434015,0.0488175,0.0802922,0.08288,0.0562658,0.0677726,0.0504702,0.0418853,0.0616657,0.0124496,0.03877,0.00179968,0,0.0606676,0,0,0,0,0,0.0447231
181,0,0,0,0,0,0,0.0175856,0,0,0,0.0357626,0,0.0287769,0.0373623,0,0.0154444,0,0,0.0324668,0.03889,0.0454802,0.0169724,0.0231281,0.0311807,0.0235623,0.0424207,0.0563216,0.0411761,0.0162097,0.0282324,0.0273324,0.0193989,0.0239078,0.0371576,0.0419895,0.0158449,0,0,0.0232102,0.0473229,0.0384923,0,0,0.0226859,0,0,0.0121272,0.0528744,0.0322522,0.0189733,0.0272348,0.0282144,0.0433975,0.0486478,0.0802266,0.0829315,0.0561538,0.0675489,0.0502641,0.0418757,0.0616591,0.0123937,0.0387964,0.00174829,0,0.060385,0,0,0,0,0,0.0446276
182,0,0,0,0,0,0,0.0176625,0,0,0,0.036035,0,0.0284233,0.0374722,0,0.0154156,0,0,0.0324694,0.0392147,0.0456317,0.0172874,0.0237462,0.0310958,0.0235289,0.0426835,0.0568065,0.0410644,0.016086,0.0288242,0.0278772,0.0203434,0.0249151,0.0372646,0.0419886,0.0158499,0,0,0.0231175,0.047577,0.0383833,0,0,0.0228152,0,0,0.0120387,0.0529962,0.0324767,0.0193205,0.0270408,0.0282381,0.043221,0.0484963,0.0801827,0.0830195,0.0560031,0.0673586,0.050051,0.0419136,0.0617507,0.0122828,0.0388394,0.00177923,0,0.0601534,0,0,0,0,0,0.0443982
183,0,0,0,0,0,0,0.0176631,0,0,0,0.0364059,0,0.0283707,0.0375478,0,0.0154168,0,0,0.0324553,0.0397062,0.0456787,0.0175067,0.0242027,0.0309657,0.0234369,0.0430555,0.0569074,0.0414118,0.0159761,0.0297088,0.0286683,0.0214481,0.0260714,0.0372298,0.0423039,0.0158177,0,0,0.0228945,0.0478438,0.0383891,0,0,0.0227468,0,0,0.0119963,0.0530734,0.03272,0.0196389,0.0269529,0.0282687,0.0429086,0.0482841,0.0801839,0.0830207,0.0558275,0.0672273,0.0499336,0.0419593,0.0617802,0.0121611,0.038863,0.00182803,0,0.0599503,0,0,0,0,0,0.0442218
184,0,0,0,0,0,0,0.0135663,0,0,0,0.036761,0,0.0287087,0.0379004,0,0.0164919,0,0,0.0333725,0.0403502,0.0456575,0.0185168,0.0240101,0.0320775,0.0254841,0.0433034,0.0573717,0.0420424,0.0155842,0.0305374,0.0292997,0.0223629,0.0270688,0.0367676,0.0402782,0.0160844,0,0,0.0228531,0.0477398,0.0421806,0,0,0.0166743,0,0,0.0100137,0.052952,0.0334135,0.0194066,0.0266687,0.0280474,0.0395983,0.0483817,0.0804627,0.0832236,0.0558917,0.0669558,0.0496847,0.0417081,0.0616167,0.011929,0,0.00304503,0,0.0581857,0,0,0,0,0,0.0440595
185,0,0,0,0,0,0,0.0176861,0,0,0,0.0375343,0,0.0282873,0.0373632,0,0.0154484,0,0,0.0323181,0.0410419,0.0446679,0.0184044,0.0242021,0.030457,0.0229676,0.0427772,0.0570773,0.0416506,0.0158638,0.0319317,0.0307266,0.0236687,0.028481,0.0344692,0.0429104,0.0156414,0,0,0.0229019,0.0480426,0.0384295,0,0,0.0222992,0,0,0.0118899,0.0533957,0.0331727,0.0201445,0.026733,0.028077,0.042686,0.047723,0.0799842,0.0827281,0.0554654,0.067263,0.0499452,0.0419279,0.0618183,0.0120612,0.0390225,0.00191381,0,0.0593067,0,0,0,0,0,0.0444771
186,0,0,0,0,0,0,0.0177702,0,0,0,0.0386836,0,0.0280051,0.0369625,0,0.0153194,0,0,0.0321695,0.0416742,0.043639,0.0188809,0.0236386,0.0301824,0.0225289,0.0422864,0.0568659,0.0424176,0.0163362,0.0328037,0.0316981,0.0244811,0.0295253,0.0311028,0.0430381,0.0156195,0,0,0.0231199,0.0480009,0.0384546,0,0,0.0221725,0,0,0.0117319,0.0537166,0.0329051,0.0203803,0.0267364,0.0279442,0.0427485,0.0474885,0.0796855,0.082532,0.0553119,0.0672489,0.0500621,0.0419232,0.0617957,0.0121678,0.0389474,0.00188569,0,0.0591955,0,0,0,0,0,0.0447672
187,0,0,0,0,0,0,0.0178922,0,0,0,0.0405383,0,0.0279903,0.0364065,0,0.0152128,0,0,0.0321095,0.0421232,0.0424876,0.0194062,0.0225649,0.0296512,0.0221552,0.0418005,0.0562273,0.0435899,0.0176119,0.0335207,0.0324911,0.025027,0.0306488,0.0265412,0.0430091,0.0156147,0,0,0.0232522,0.0476838,0.038488,0,0,0.022017,0,0,0.0116171,0.0542195,0.0329247,0.0205533,0.027068,0.0278147,0.0428169,0.0471615,0.0792484,0.0822111,0.0550878,0.0672722,0.0503064,0.0420529,0.0616631,0.0125746,0.0389338,0.00186656,0,0.0590475,0,0,0,0,0,0.0452808
188,0,0,0,0,0,0,0.0184556,0,0,0,0.0394406,0,0.0283546,0.0361219,0,0.0150366,0,0,0.0320006,0.0414606,0.0411033,0.0213068,0.022398,0.0290781,0.0215914,0.0414417,0.0537459,0.0421832,0.019533,0.0350977,0.0333491,0.0260453,0.031427,0.0277673,0.043395,0.0155425,0,0,0.0233766,0.0472606,0.0383663,0,0,0.0215558,0,0,0.0114492,0.054816,0.0330151,0.0209504,0.0275073,0.0272297,0.0422708,0.0469421,0.0787921,0.0819628,0.0550204,0.067313,0.0504925,0.0421947,0.061697,0.0130772,0.0392257,0.00180927,0,0.058341,0,0,0,0,0,0.0461699
189,0,0,0,0,0,0,0.0187547,0,0,0,0.0427682,0,0.0288832,0.0356527,0,0.0149354,0,0,0.0319926,0.0409008,0.0405562,0.0223056,0.0216252,0.0282771,0.0211862,0.0408213,0.0527636,0.0418661,0.0219281,0.0357835,0.0338482,0.0262866,0.0323108,0.0224783,0.0435494,0.0155383,0,0,0.023534,0.0465017,0.0385205,0,0,0.0214713,0,0,0.0114651,0.0556604,0.0328086,0.0210285,0.0280959,0.0271534,0.0423402,0.0465996,0.0781061,0.0816244,0.0549313,0.0674269,0.0506072,0.042336,0.061786,0.0139808,0.0392745,0.00179316,0,0.0580775,0,0,0,0,0,0.0474214
190,0,0,0,0,0,0,0.0190322,0,0,0,0.0466881,0,0.0292347,0.0352836,0,0.0147764,0,0,0.0319128,0.0402363,0.0401046,0.0235799,0.0211209,0.0275589,0.0206446,0.040519,0.0516023,0.0422407,0.0245824,0.0366524,0.034416,0.0267294,0.0329287,0.0181002,0.0437712,0.0154889,0,0,0.02381,0.0456583,0.0386923,0,0,0.0213617,0,0,0.0114732,0.0565221,0.0325727,0.0209463,0.0287726,0.0269295,0.0423381,0.0463128,0.0774913,0.0811968,0.0548258,0.0676055,0.0507194,0.0425447,0.061889,0.0151632,0.0394298,0.00175785,0,0.0577819,0,0,0,0,0,0.0487747
191,0,0,0,0,0,0,0.0185131,0,0,0,0.0496413,0,0.0296899,0.0351058,0,0.0182519,0,0,0.0426463,0.039584,0.0398326,0.0250794,0.0216839,0.0266087,0.0210808,0.0404083,0.0501765,0.0427985,0.0266717,0.0375427,0.034944,0.0272698,0.033047,0.0154707,0.0427373,0.0104052,0.0151279,0,0.0241423,0.0448946,0.0390764,0,0,0.0205038,0,0,0.011155,0.0574769,0.0322744,0.0207865,0.0294835,0.026769,0.0419827,0.0459283,0.0768455,0.0806309,0.054648,0.0678374,0.0509292,0.0428548,0.0618147,0.0166453,0.0404021,0.00164275,0,0.057365,0,0,0,0,0,0.0503623
192,0,0,0,0,0,0,0.0187883,0,0,0,0.0508566,0,0.030222,0.0350572,0,0.0181735,0,0,0.0426723,0.0391617,0.0400332,0.0262625,0.0229553,0.0262058,0.0206844,0.0405431,0.0489098,0.0431392,0.0273948,0.0381732,0.0351725,0.0276513,0.0328049,0.014664,0.0430281,0.0106233,0.014873,0,0.0244967,0.0442,0.0390572,0,0,0.0203167,0,0,0.0110934,0.0582455,0.0320619,0.0211204,0.0300284,0.0266381,0.041974,0.0456728,0.0763848,0.0801963,0.0545029,0.0681267,0.051117,0.043045,0.0615727,0.0181942,0.0405542,0.00157376,0,0.0569055,0,0,0,0,0,0.0518469
193,0,0,0,0,0,0,0.0154192,0,0,0,0.0542554,0,0.0283963,0.0347496,0,0.0189945,0,0,0.043232,0.0395851,0.0434916,0.0270087,0.0233753,0.0277907,0.0227523,0.0412158,0.0488706,0.043387,0.0272096,0.0381309,0.0356446,0.0258892,0.0307796,0.011326,0.0406822,0.0106783,0.0143721,0,0.0246634,0.043619,0.0430304,0,0,0.0139284,0,0,0.00933964,0.0583626,0.0325285,0.0210857,0.0302413,0.0259506,0.0391654,0.0458003,0.0764203,0.0802283,0.0545085,0.0681121,0.0510273,0.0429112,0.0613449,0.0188185,0,0.00302221,0,0.0551725,0,0,0,0,0,0.0525877
194,0,0,0,0,0,0,0.0190238,0,0,0,0.0494725,0,0.0281999,0.0343853,0,0.0180194,0,0,0.0427332,0.0396843,0.0416498,0.0280849,0.022176,0.0259318,0.0211694,0.0400456,0.0477083,0.0439161,0.0279702,0.039491,0.0365731,0.0295025,0.034855,0.0156886,0.043217,0.0102036,0.0147241,0,0.0204759,0.0436103,0.0385396,0,0,0.0201692,0,0,0.0111252,0.0598002,0.03285,0.0223521,0.0332994,0.0252086,0.0423641,0.044225,0.0739374,0.078624,0.0538102,0.0701341,0.0539981,0.0453242,0.0621209,0.0128392,0.040322,0.00130753,0,0.056126,0,0,0,0,0,0.0478198
195,0,0,0,0,0,0,0.0190388,0,0,0,0.0487796,0,0.0290294,0.0341335,0,0.0180154,0,0,0.0429125,0.0399661,0.0419296,0.0281686,0.0230957,0.026341,0.0212386,0.0406879,0.0470359,0.0425591,0.0274527,0.0391016,0.0360248,0.0288612,0.0345199,0.0168172,0.0428471,0.010271,0.014758,0,0.0204954,0.0438011,0.0384467,0,0,0.02041,0,0,0.0111134,0.0598384,0.0334322,0.0228013,0.0332743,0.0247229,0.0424367,0.0441757,0.073926,0.0785149,0.0536501,0.0701263,0.0536913,0.0450176,0.0617277,0.0133093,0.0399762,0.00130389,0,0.0559013,0,0,0,0,0,0.0480867
196,0,0,0,0,0,0,0.0204216,0,0,0,0.0497385,0,0.0319926,0.0338278,0,0.0179371,0,0,0.0429491,0.0413967,0.0417678,0.026566,0.02515,0.0264662,0.0192793,0.0424712,0.0470015,0.0404049,0.0271327,0.037594,0.0342324,0.0268577,0.0325931,0.016112,0.0434412,0.010549,0.0147663,0,0.0259254,0.0478801,0.0388658,0,0,0.0197524,0,0,0.0109645,0.0544236,0.0358127,0.023881,0.0253261,0.023678,0.0416909,0.0496237,0,0.0836271,0.056167,0.0641711,0.045887,0.0388668,0.0566292,0.0344559,0.0404941,0.00148637,0,0.0544521,0,0,0,0,0,0.063606
