Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,x73
29,0,0,0,0,0,0,0.0267291,0.038936,0,0,0,0.0355362,0,0.0281166,0.0345738,0,0,0.0199183,0,0,0.0448562,0.0320954,0.0308626,0.0289835,0.0237426,0.0255506,0.0358849,0.0358381,0.043707,0.037655,0.0221514,0.033695,0.0339921,0.0222864,0.0274398,0.0191112,0.0367001,0.0129153,0.0117686,0.0393451,0,0.0256266,0.0347093,0.0393063,0,0,0.0270849,0,0,0.0254149,0.0632139,0.0503466,0.0264579,0.0282205,0.0264608,0.0401793,0.0535102,0.0855948,0.0864974,0.0553417,0.0691869,0.0487063,0.03275,0.0633141,0.0590159,0.0345403,0.00665336,0.0119852,0.0693192,0,0,0,0.0424282,0
30,0,0,0,0,0,0,0.0264118,0.0388358,0,0,0,0.034811,0,0.0278602,0.0336117,0,0,0.0204426,0,0,0.0449735,0.0304148,0.0298881,0.0294753,0.0235628,0.0261132,0.0370735,0.0354785,0.0438157,0.037859,0.0217704,0.0336418,0.0337863,0.0221093,0.0270762,0.0195616,0.0359436,0.0129954,0.0118532,0.0400759,0,0.0243239,0.0336876,0.0391188,0,0,0.027402,0,0,0.0253677,0.0631798,0.0511939,0.0250315,0.0285454,0.0269702,0.0408836,0.0551491,0.0868734,0.0875334,0.0564461,0.0695716,0.0489827,0.0322514,0.0643428,0.0646747,0.0340357,0.00675182,0.0121974,0.0698159,0,0,0,0.0422084,0
31,0,0,0,0,0,0,0.0262479,0.0386017,0,0,0,0.0337998,0,0.0280057,0.0328824,0,0,0.0208968,0,0,0.0448947,0.0287225,0.0294372,0.0299087,0.0237017,0.0268493,0.038361,0.035015,0.0437251,0.0378531,0.0218557,0.0334917,0.0337272,0.0218101,0.0267649,0.0206406,0.0353872,0.013065,0.0118457,0.0396498,0,0.0224434,0.0328917,0.0389253,0,0,0.0275653,0,0,0.0252663,0.0632587,0.0519549,0.0236991,0.0296105,0.0272939,0.041428,0.0566119,0.088027,0.0887735,0.0574492,0.0696235,0.0489417,0.0318417,0.0649903,0.0702545,0.0338527,0.00675083,0.0123858,0.0704718,0,0,0,0.0421028,0
32,0,0,0,0,0,0,0.0262062,0.03827,0,0,0,0.0324836,0,0.028476,0.0334205,0,0,0.0213961,0,0,0.0447581,0.0274493,0.0298266,0.0300353,0.0241131,0.0275959,0.0396442,0.034453,0.0433297,0.0376481,0.0222627,0.0333041,0.0337584,0.0214051,0.0265685,0.0221918,0.0351312,0.0130153,0.0118587,0.0389942,0,0.020822,0.0323017,0.0388061,0,0,0.0277882,0,0,0.0251619,0.0633257,0.0526857,0.0225228,0.0310342,0.0275866,0.0418332,0.057648,0.0889016,0.0895983,0.057996,0.0691877,0.0485762,0.0314408,0.0650424,0.0763518,0.0340639,0.00665883,0.0124566,0.0712398,0,0,0,0.0420286,0
33,0,0,0,0,0,0,0.0229152,0.0425605,0,0,0,0.0315622,0,0.0291771,0.0332676,0,0,0.0218014,0,0,0.0445831,0.0284401,0.0307479,0.0294246,0.0243921,0.0270894,0.0402552,0.0344572,0.0427616,0.0373165,0.0231296,0.0330097,0.0339553,0.0208881,0.0265516,0.0229765,0.035894,0.012695,0.0113657,0.0464156,0,0.0196161,0.0345088,0.037418,0,0,0.0271003,0,0,0.024907,0.06162,0.053742,0.021569,0.0339381,0.0264643,0.0415418,0.0582319,0.0890763,0.0897216,0.0581501,0.0663971,0.0497123,0.0300446,0.0604379,0,0.0358291,0.00648298,0.0119968,0.0704136,0,0,0,0,0
34,0,0,0,0,0,0,0.0228982,0.0423666,0,0,0,0.0292303,0,0.0297287,0.0349121,0,0,0.0225442,0,0,0.044822,0.0265098,0.0320361,0.0298304,0.0245937,0.027426,0.0413691,0.0335127,0.0425459,0.0375011,0.0227655,0.0327174,0.0339364,0.0202604,0.026205,0.0262051,0.0358199,0.0127824,0.0113108,0.0376418,0,0.0199253,0.0318939,0.037661,0,0,0.027636,0,0,0.0248225,0.062927,0.0559138,0.0210897,0.0318838,0.0281828,0.0422295,0.0589209,0.0899084,0.0902258,0.0580592,0.0673453,0.0471168,0.0305465,0.0637827,0.0812047,0.0355714,0.00652303,0.0119989,0.0714316,0,0,0,0,0
35,0,0,0,0,0,0,0.0230464,0.0423631,0,0,0,0.0280459,0,0.0300054,0.0351904,0,0,0.0230315,0,0,0.0450383,0.0263341,0.0326994,0.0293948,0.0245986,0.0276631,0.0420033,0.0330036,0.0423442,0.0376096,0.0229188,0.0325663,0.0339106,0.0196912,0.0259614,0.0276371,0.0359964,0.0128597,0.0112311,0.0377069,0,0.0204774,0.0314237,0.037695,0,0,0.0278746,0,0,0.024798,0.0626527,0.0571798,0.0199331,0.0328781,0.0286944,0.0423028,0.0590558,0.0899747,0.0903776,0.0578076,0.0668227,0.0462838,0.0302284,0.0634731,0.0796345,0.0354678,0.00664492,0.0120288,0.0717912,0,0,0,0,0
36,0,0,0,0,0,0,0.0232062,0.0423838,0,0,0,0.0275325,0,0.0299413,0.0356878,0,0,0.0233383,0,0,0.0452663,0.0261636,0.0328927,0.0290988,0.0245482,0.0277073,0.0421255,0.0325065,0.0422447,0.0377877,0.0228767,0.0324675,0.0338338,0.0193192,0.0255208,0.0283963,0.0362419,0.0129209,0.0111721,0.0377075,0,0.0207053,0.0311335,0.0377374,0,0,0.0279136,0,0,0.0247611,0.0623881,0.0575366,0.018869,0.0340088,0.0287893,0.042186,0.0591416,0.0899704,0.0906132,0.0573768,0.0667007,0.0459487,0.0303494,0.0637887,0.0772821,0.0353955,0.00685175,0.0121726,0.0718907,0,0,0,0,0
37,0,0,0,0,0,0,0.0233589,0.0423452,0,0,0,0.0274534,0,0.0297486,0.0363706,0,0,0.0234514,0,0,0.0453048,0.0259397,0.0327481,0.0289764,0.0245149,0.0275774,0.0420266,0.0321157,0.0422078,0.0379712,0.0226356,0.0324701,0.0337558,0.0192432,0.0250939,0.0285211,0.0364847,0.0129021,0.0111284,0.0373114,0,0.0206523,0.0309655,0.0377907,0,0,0.0277293,0,0,0.0246781,0.0622447,0.0573574,0.0178388,0.03512,0.0287312,0.0419519,0.0591265,0.0899004,0.0908516,0.0569171,0.0669747,0.0462722,0.0310929,0.064727,0.0745957,0.0352844,0.00702331,0.0123684,0.0717881,0,0,0,0,0
38,0,0,0,0,0,0,0.0234216,0.0422575,0,0,0,0.0277038,0,0.029653,0.037023,0,0,0.0233033,0,0,0.045243,0.0256323,0.0324794,0.0289482,0.0244463,0.0273082,0.0418674,0.0317068,0.0420968,0.0381902,0.0223817,0.0325623,0.0336979,0.0192777,0.0247871,0.0282903,0.0366105,0.0128585,0.0111024,0.0369498,0,0.0207805,0.0308043,0.0377748,0,0,0.0273666,0,0,0.0247502,0.062174,0.0569364,0.016932,0.0360757,0.0287353,0.0417316,0.0589827,0.0897788,0.0910065,0.0567491,0.0677237,0.0470957,0.0323097,0.0659502,0.0713941,0.0351509,0.00693457,0.0121065,0.0715431,0,0,0,0,0
39,0,0,0,0,0,0,0.0234174,0.0422239,0,0,0,0.0278423,0,0.0295572,0.0374988,0,0,0.0230929,0,0,0.0450256,0.0253176,0.0322973,0.0289647,0.0243505,0.0269659,0.0416277,0.0311538,0.041842,0.0385146,0.0223506,0.0326353,0.0336282,0.0191797,0.0245753,0.0279038,0.0366668,0.0128343,0.0110097,0.0370731,0,0.021199,0.0305652,0.0376801,0,0,0.0270646,0,0,0.024632,0.0620651,0.056358,0.01613,0.036797,0.0288253,0.0415523,0.0586907,0.0895794,0.0910462,0.0569341,0.0685856,0.0480973,0.0336547,0.0671284,0.0675573,0.0350988,0.00699205,0.0120465,0.0712153,0,0,0,0,0
40,0,0,0,0,0,0,0.0234315,0.0422831,0,0,0,0.0278677,0,0.0295193,0.0379035,0,0,0.0229186,0,0,0.044736,0.0249857,0.0322506,0.0289664,0.0242144,0.0266359,0.041477,0.0304353,0.041511,0.0389114,0.0224887,0.0327311,0.0336494,0.0189451,0.024375,0.0274409,0.0366088,0.0128728,0.010869,0.0375205,0,0.0216851,0.0303301,0.0375074,0,0,0.0268629,0,0,0.0244744,0.0618518,0.055785,0.0153722,0.037335,0.0289838,0.0413703,0.0583791,0.0893493,0.0908837,0.0570581,0.0690082,0.0488091,0.0346463,0.0677747,0.0630105,0.0351192,0.00720288,0.0121225,0.070861,0,0,0,0,0
41,0,0,0,0,0,0,0.0234477,0.0424069,0,0,0,0.0279643,0,0.0296578,0.0383712,0,0,0.0228071,0,0,0.0446846,0.024684,0.0323502,0.028908,0.0240496,0.0264086,0.0414847,0.0297496,0.0411113,0.0393187,0.0226869,0.0328156,0.0338325,0.0187504,0.0242242,0.0268785,0.0364047,0.01287,0.0109367,0.037927,0,0.0220174,0.0301729,0.0372609,0,0,0.0266358,0,0,0.0246512,0.0615814,0.0549913,0.0146037,0.03773,0.0291524,0.0412036,0.0584037,0.0890978,0.0907387,0.0569443,0.0688509,0.048979,0.0351401,0.06778,0.0585197,0.0351038,0.00717863,0.0117332,0.0706002,0,0,0,0,0
42,0,0,0,0,0,0,0.0234354,0.0425245,0,0,0,0.0281886,0,0.0297453,0.0386392,0,0,0.0226972,0,0,0.0446697,0.0244327,0.032544,0.0288591,0.0239185,0.026293,0.0415183,0.0292031,0.0407141,0.0396763,0.0227874,0.0328673,0.0340041,0.0186002,0.0240381,0.0262804,0.0361309,0.0128926,0.0110256,0.0382925,0,0.0222885,0.0301529,0.0370076,0,0,0.0264801,0,0,0.0247443,0.0613374,0.0540346,0.0138838,0.0378912,0.0293797,0.0410484,0.0581573,0.0889726,0.0910467,0.0566257,0.068238,0.0487186,0.0351557,0.067315,0.0545672,0.0351371,0.00721812,0.011555,0.0704365,0,0,0,0,0
43,0,0,0,0,0,0,0.023402,0.0426129,0,0,0,0.0284493,0,0.0298263,0.038487,0,0,0.0225494,0,0,0.0447059,0.0241873,0.0327263,0.028839,0.0238114,0.0261907,0.0415145,0.0286325,0.0404818,0.0399457,0.0229274,0.0327521,0.0339489,0.0182831,0.0243125,0.0257639,0.0358501,0.0129779,0.0110938,0.0386905,0,0.022585,0.0303162,0.0367712,0,0,0.0263458,0,0,0.0247007,0.0611863,0.0533214,0.0133247,0.0376763,0.0296101,0.0409807,0.0578742,0.0890641,0.0911528,0.0563101,0.0679364,0.0482579,0.0348944,0.0665059,0.0509793,0.0352386,0.00731472,0.0116347,0.0702814,0,0,0,0,0
44,0,0,0,0,0,0,0.0233719,0.0426248,0,0,0,0.0287491,0,0.0299462,0.0388882,0,0,0.0223471,0,0,0.0447458,0.0240748,0.0330229,0.0286633,0.0237296,0.0261676,0.0415683,0.0282021,0.040297,0.0400846,0.0231621,0.0326736,0.0338294,0.0179358,0.0244994,0.0252704,0.0356508,0.0130501,0.0111696,0.0394429,0,0.0229936,0.0306746,0.0365556,0,0,0.0261053,0,0,0.0247904,0.0610812,0.0528823,0.0128822,0.0367986,0.0298782,0.0409945,0.0580153,0.0891614,0.0907372,0.0562246,0.0678654,0.0476936,0.0345478,0.0656879,0.0477616,0.0354182,0.00712895,0.0114243,0.0701864,0,0,0,0,0
45,0,0,0,0,0,0,0.0233887,0.0425727,0,0,0,0.0290684,0,0.0301251,0.0392189,0,0,0.0220927,0,0,0.0447559,0.0240779,0.0333905,0.0284466,0.0236299,0.0261167,0.0415519,0.0278607,0.0401352,0.0401499,0.0233445,0.0326108,0.0336741,0.0176119,0.0245515,0.0246628,0.0355622,0.0130865,0.0112257,0.0406731,0,0.0233696,0.0311756,0.0363908,0,0,0.0259536,0,0,0.0248036,0.0609247,0.0524509,0.0125356,0.0360731,0.0300981,0.0410715,0.0579697,0.0892847,0.0902661,0.0561472,0.0677788,0.0474502,0.0341786,0.0651262,0.044706,0.0357693,0.00697797,0.0112349,0.0700583,0,0,0,0,0
46,0,0,0,0,0,0,0.023415,0.0424979,0,0,0,0.0294875,0,0.0303516,0.0397058,0,0,0.0219106,0,0,0.0447378,0.0242012,0.0340275,0.0282155,0.0235253,0.0260362,0.0414456,0.0275468,0.0400001,0.0402184,0.023484,0.032544,0.0335143,0.0174654,0.0246011,0.0241043,0.0355282,0.0130773,0.0112738,0.0422283,0,0.0236634,0.0317902,0.0363293,0,0,0.0258899,0,0,0.0247272,0.0606786,0.0517189,0.0122415,0.0357436,0.0302578,0.0410916,0.0579177,0.0893028,0.0898769,0.0561261,0.0676071,0.0472944,0.0340257,0.0648134,0.0416891,0.0360133,0.00690769,0.0111665,0.0698306,0,0,0,0,0
47,0,0,0,0,0,0,0.023421,0.0423858,0,0,0,0.0299295,0,0.0305811,0.0401186,0,0,0.0218593,0,0,0.0446664,0.0243542,0.0346866,0.0280148,0.0234133,0.0259311,0.0413361,0.0272094,0.0398103,0.0403116,0.0236251,0.0324546,0.033401,0.0172802,0.0246736,0.0235401,0.0357147,0.012989,0.0113252,0.0433966,0,0.0238737,0.0324261,0.0363448,0,0,0.0258629,0,0,0.0246484,0.0604263,0.0511117,0.0119362,0.0354025,0.0303909,0.0410325,0.0579026,0.0892642,0.0896038,0.0561218,0.067459,0.0471658,0.0339458,0.0645648,0.0387997,0.0361664,0.00685146,0.0111297,0.069519,0,0,0,0,0
48,0,0,0,0,0,0,0.0234624,0.0421754,0,0,0,0.0304184,0,0.0307817,0.0406903,0,0,0.0218578,0,0,0.0445565,0.024522,0.0353093,0.0278701,0.023314,0.0258001,0.0413026,0.026858,0.0395678,0.0404139,0.0238094,0.0324221,0.0332369,0.0171579,0.0247054,0.022924,0.035971,0.0128413,0.0113258,0.044493,0,0.0240596,0.0331696,0.0363816,0,0,0.0257972,0,0,0.0246468,0.0601932,0.0507127,0.0116734,0.0348907,0.0305333,0.0408829,0.0579147,0.0892126,0.0893539,0.0561425,0.0672964,0.047033,0.0339864,0.0642716,0.0360905,0.0362142,0.00673687,0.0111453,0.0691555,0,0,0,0,0
49,0,0,0,0,0,0,0.0235659,0.0419184,0,0,0,0.0311198,0,0.03083,0.0412138,0,0,0.021794,0,0,0.0444467,0.024622,0.0357516,0.0277309,0.0232045,0.0256338,0.041307,0.0264946,0.0393696,0.0405429,0.0239935,0.0323622,0.0330623,0.0171134,0.0247914,0.022071,0.036261,0.0127553,0.0113164,0.0455368,0,0.0243775,0.0338426,0.0364179,0,0,0.0257045,0,0,0.0246367,0.0600484,0.0505119,0.0115443,0.0341684,0.0307482,0.0406809,0.0580629,0.0893454,0.0890151,0.0561814,0.0671933,0.04687,0.0344423,0.0638505,0.0340406,0.0363815,0.00658724,0.011177,0.0687866,0,0,0,0,0
50,0,0,0,0,0,0,0.023714,0.0417378,0,0,0,0.0318345,0,0.0308104,0.0416364,0,0,0.0217528,0,0,0.0444188,0.0247085,0.0359893,0.0276097,0.023126,0.0254427,0.0412882,0.0261534,0.0391829,0.0406536,0.0240259,0.0322777,0.0328326,0.0169909,0.0249524,0.021146,0.0365412,0.0127402,0.0112705,0.0461402,0,0.0246486,0.0344464,0.0364358,0,0,0.0256139,0,0,0.0246159,0.060014,0.0504527,0.0115615,0.033243,0.030947,0.0405019,0.0583271,0.0895067,0.0886727,0.056312,0.0670344,0.0468859,0.0347644,0.0635033,0.0328757,0.0365522,0.00648705,0.011204,0.0684119,0,0,0,0,0
51,0,0,0,0,0,0,0.0238136,0.0416447,0,0,0,0.0324756,0,0.0308937,0.0420995,0,0,0.0217448,0,0,0.044387,0.0247982,0.0362493,0.0275944,0.023035,0.0251779,0.0411509,0.0258349,0.0389786,0.0407914,0.0241226,0.0321977,0.0325402,0.0168719,0.0250603,0.0202142,0.0368674,0.0127482,0.0112152,0.0467058,0,0.0249225,0.0350279,0.0364017,0,0,0.0255212,0,0,0.0245847,0.0600836,0.0504157,0.0116749,0.0321475,0.0310177,0.0403112,0.0587163,0.089688,0.0879928,0.0565101,0.0668441,0.0471231,0.0352968,0.0632687,0.0324527,0.0367503,0.00644005,0.0111986,0.0680004,0,0,0,0,0
52,0,0,0,0,0,0,0.0238899,0.0415461,0,0,0,0.033394,0,0.0310071,0.0427379,0,0,0.0217711,0,0,0.0444753,0.0249157,0.0364989,0.0276468,0.0230359,0.0249186,0.0409982,0.0255458,0.0386553,0.0409023,0.0243039,0.0321031,0.032367,0.0167497,0.0252449,0.0194035,0.0371738,0.0125772,0.0113914,0.0468412,0,0.0251411,0.0355862,0.0363668,0,0,0.0254131,0,0,0.0245745,0.0602474,0.0504671,0.0117425,0.0310561,0.0310331,0.0401008,0.059191,0.0898656,0.0875785,0.056742,0.0668972,0.0474461,0.0357892,0.063316,0.0324878,0.0369181,0.00640763,0.0112225,0.0675912,0,0,0,0,0
53,0,0,0,0,0,0,0.0239552,0.041464,0,0,0,0.0342122,0,0.0310879,0.043384,0,0,0.021744,0,0,0.0444794,0.0250935,0.0367417,0.027674,0.0230769,0.0246934,0.0408098,0.0252685,0.0383702,0.040991,0.0244813,0.0320542,0.0321866,0.0166365,0.0253896,0.0187903,0.0374515,0.0124814,0.0114331,0.046267,0,0.0252111,0.0361983,0.036324,0,0,0.0253108,0,0,0.0245667,0.0604786,0.0506707,0.011752,0.0301559,0.0310497,0.0399035,0.0596361,0.0900408,0.0875312,0.0570093,0.0673114,0.0479696,0.0358215,0.0637415,0.0329994,0.0370478,0.00642055,0.0113065,0.0672089,0,0,0,0,0
54,0,0,0,0,0,0,0.0239907,0.0413741,0,0,0,0.0344966,0,0.0311087,0.0438009,0,0,0.0216819,0,0,0.0444177,0.0252668,0.0368949,0.0277728,0.0230607,0.0244582,0.0405942,0.0249639,0.0381067,0.0410979,0.0246126,0.0320186,0.0319759,0.0165657,0.0253567,0.0183977,0.0377643,0.0124799,0.0113597,0.0453674,0,0.0250253,0.0367981,0.0363054,0,0,0.0251927,0,0,0.0246185,0.0607007,0.0505261,0.0117831,0.0293201,0.0310387,0.0397578,0.0598968,0.0902066,0.0875958,0.0573392,0.0679797,0.0485369,0.0360802,0.0641397,0.0343852,0.0371064,0.00640837,0.0112526,0.0668352,0,0,0,0,0
55,0,0,0,0,0,0,0.0239973,0.0412932,0,0,0,0.0347837,0,0.0311276,0.044451,0,0,0.0216106,0,0,0.0443448,0.0254078,0.0369797,0.0278455,0.0230771,0.0242793,0.0404349,0.0246598,0.0378884,0.0411619,0.024815,0.0320051,0.0318438,0.0164932,0.0254223,0.018172,0.0379787,0.012526,0.0112456,0.0442038,0,0.0246229,0.0372856,0.0363006,0,0,0.0251226,0,0,0.0246409,0.0608817,0.0502702,0.011722,0.0282331,0.0309934,0.0396718,0.0602739,0.0903831,0.0875963,0.0576866,0.068531,0.0491008,0.0365074,0.0644963,0.0362867,0.0371258,0.0064122,0.0111702,0.0664975,0,0,0,0,0
56,0,0,0,0,0,0,0.024006,0.0412545,0,0,0,0.03532,0,0.0311642,0.0450927,0,0,0.0215238,0,0,0.0443884,0.0254933,0.0370724,0.0279574,0.0231204,0.0241745,0.040233,0.0243741,0.0377886,0.0412137,0.0249341,0.0319634,0.0317488,0.0164096,0.025498,0.0180769,0.0381064,0.012459,0.0113282,0.0426314,0,0.0240826,0.0376417,0.0363419,0,0,0.0250658,0,0,0.024574,0.0609517,0.0502691,0.0116214,0.0269613,0.0309139,0.0396164,0.0605817,0.0906768,0.0876691,0.0581046,0.0691499,0.0497999,0.0373211,0.0649801,0.0387702,0.0370969,0.00646922,0.011142,0.0661446,0,0,0,0,0
57,0,0,0,0,0,0,0.024007,0.0412279,0,0,0,0.035758,0,0.0312041,0.0452981,0,0,0.0214489,0,0,0.0444693,0.0255115,0.0372348,0.028132,0.0231403,0.0241231,0.0399908,0.0240746,0.0376734,0.0412611,0.0249556,0.0319197,0.0317378,0.0163643,0.0253841,0.018049,0.0381983,0.0124543,0.0113829,0.0410875,0,0.0236,0.037929,0.0363794,0,0,0.0250271,0,0,0.0245829,0.0609125,0.0500163,0.0115743,0.0256542,0.0308313,0.0395541,0.0608067,0.0911567,0.0878538,0.0585988,0.0698378,0.0505013,0.0383286,0.0655721,0.0410343,0.0370518,0.00648177,0.0111691,0.0657986,0,0,0,0,0
58,0,0,0,0,0,0,0.0239878,0.0412264,0,0,0,0.0360477,0,0.0311985,0.0453262,0,0,0.0213743,0,0,0.0445089,0.0255349,0.0373359,0.0282947,0.0231586,0.0241325,0.0398065,0.0237488,0.0375656,0.0413059,0.0249883,0.0318832,0.0317479,0.0163555,0.0253068,0.0179966,0.0382393,0.0124463,0.0114342,0.0395192,0,0.0231846,0.0380861,0.0363804,0,0,0.0250135,0,0,0.0246804,0.060893,0.0496502,0.011509,0.0244412,0.0307205,0.0393956,0.0611073,0.0917022,0.0881116,0.0590866,0.0706181,0.0508719,0.0389747,0.0663721,0.0427315,0.0370427,0.00648204,0.0111789,0.0654911,0,0,0,0,0
59,0,0,0,0,0,0,0.0239599,0.0411738,0,0,0,0.0358459,0,0.0311735,0.0452185,0,0,0.0212474,0,0,0.0443904,0.02566,0.0373754,0.0284472,0.0231546,0.0242145,0.0396687,0.0234102,0.0374179,0.0413732,0.0251085,0.0318909,0.0318131,0.0163453,0.0252676,0.0179693,0.0382217,0.0124104,0.0114377,0.0379335,0,0.0228981,0.0382413,0.0363619,0,0,0.0249736,0,0,0.0247996,0.0608967,0.048738,0.0113941,0.0233816,0.0304951,0.0391766,0.0612769,0.0922088,0.0884175,0.0596114,0.0710607,0.0507184,0.0393928,0.0671414,0.0427908,0.0370402,0.00653137,0.0111367,0.0652414,0,0,0,0,0
60,0,0,0,0,0,0,0.0239024,0.0411276,0,0,0,0.0356604,0,0.0311339,0.0451072,0,0,0.0211145,0,0,0.0443205,0.0258897,0.0373104,0.0285037,0.0231538,0.0244323,0.039623,0.02305,0.0371295,0.0414379,0.0253671,0.0319318,0.0319041,0.0163493,0.0252748,0.0179115,0.0381216,0.0123995,0.0114508,0.0372776,0,0.0228216,0.0382462,0.0363319,0,0,0.0249259,0,0,0.0248687,0.0608973,0.0469956,0.0111274,0.0226681,0.0301399,0.0389145,0.0615661,0.0925311,0.088624,0.0602338,0.07066,0.0505203,0.0398965,0.0670121,0.0405558,0.037046,0.00659293,0.0110836,0.0651141,0,0,0,0,0
61,0,0,0,0,0,0,0.0238526,0.0411152,0,0,0,0.0359119,0,0.0311068,0.0448979,0,0,0.0210073,0,0,0.0443299,0.0261902,0.0371704,0.0284724,0.0232768,0.0246366,0.0395439,0.0227848,0.0367355,0.0414052,0.0256676,0.0320118,0.0319541,0.0163667,0.0254135,0.0178161,0.0380563,0.012408,0.0114915,0.0382929,0,0.0226326,0.0381431,0.0363194,0,0,0.024839,0,0,0.0249268,0.0608282,0.045164,0.0108302,0.0221318,0.0297057,0.0385812,0.0618853,0.0928565,0.0889277,0.0611534,0.07046,0.0505862,0.0405605,0.0669309,0.0366716,0.0370842,0.00657977,0.0110363,0.0650604,0,0,0,0,0
62,0,0,0,0,0,0,0.0238573,0.0411806,0,0,0,0.0364791,0,0.0310901,0.0445329,0,0,0.020933,0,0,0.0443676,0.0266852,0.0369571,0.0283651,0.0234354,0.0247935,0.0394122,0.0226169,0.0362524,0.0412669,0.0259407,0.0321356,0.031967,0.0164579,0.025648,0.0176257,0.0380447,0.0124299,0.0115157,0.0398342,0,0.0225873,0.0381939,0.0362779,0,0,0.0247446,0,0,0.0249674,0.0606486,0.0431494,0.0106586,0.0218357,0.0291659,0.0382392,0.0623064,0.0929633,0.0892893,0.0624442,0.070604,0.0508688,0.0414806,0.0676108,0.0319599,0.0372001,0.00653561,0.0110683,0.064984,0,0,0,0,0
63,0,0,0,0,0,0,0.0274115,0.0368643,0,0,0,0.0372523,0,0.0309952,0.043294,0,0,0.0212381,0,0,0.0446079,0.0274363,0.0364875,0.0274168,0.0236629,0.0254969,0.0395952,0.0224164,0.0355923,0.0409978,0.0263963,0.0323921,0.0321716,0.0166615,0.0258996,0.0172093,0.0371715,0.012803,0.0117892,0.0421098,0,0.022551,0.0377914,0.0376525,0,0,0.0254742,0,0,0.0251179,0.0604466,0.0409884,0.0101248,0.0226635,0.0292693,0.0381516,0.0619112,0.0922464,0.0892084,0.0634873,0.071238,0.0515977,0.0425897,0.0688374,0.0261141,0.0361568,0.00675889,0.0112896,0.0661187,0,0,0,0.0417587,0
64,0,0,0,0,0,0,0.0275487,0.0368689,0,0,0,0.0379414,0,0.0309467,0.0422841,0,0,0.021092,0,0,0.0444749,0.0281769,0.0360387,0.0273398,0.0238456,0.0254306,0.0393066,0.022462,0.0351068,0.0406871,0.0268053,0.0325458,0.0323147,0.016801,0.0260645,0.0168891,0.0373311,0.0127137,0.0117857,0.044094,0,0.0226514,0.0376169,0.0376493,0,0,0.0253925,0,0,0.0251558,0.0599691,0.0390527,0.0104706,0.0238816,0.028294,0.0377488,0.06184,0.0911581,0.089505,0.065099,0.0714064,0.0521535,0.0434326,0.0691075,0.0205198,0.0364134,0.00671724,0.0113636,0.0660437,0,0,0,0.0417399,0
65,0,0,0,0,0,0,0.0277338,0.036831,0,0,0,0.0386417,0,0.0309048,0.0409859,0,0,0.0209275,0,0,0.0443951,0.0289084,0.0355864,0.0271988,0.0241238,0.0252837,0.0390197,0.0225976,0.0345314,0.0404584,0.0273878,0.0327337,0.0325236,0.0169496,0.0262833,0.0167044,0.0374913,0.0126328,0.0117863,0.0456254,0,0.0227447,0.0375727,0.0377193,0,0,0.0253377,0,0,0.0251912,0.059406,0.0372033,0.0111966,0.0254266,0.0272074,0.0373966,0.0618501,0.0894304,0.089636,0.0668349,0.0713745,0.0526469,0.0441367,0.0687012,0.0158942,0.0365939,0.00663279,0.0114346,0.0660169,0,0,0,0.0421078,0
66,0,0,0,0,0,0,0.027904,0.0368948,0,0,0,0.0393127,0,0.0308015,0.0397465,0,0,0.0206984,0,0,0.0443619,0.0297309,0.0353079,0.0270068,0.0244473,0.0251603,0.0386496,0.0228187,0.0339904,0.0403375,0.0279223,0.0329564,0.032713,0.0171166,0.0264465,0.0166458,0.0376692,0.0125783,0.011765,0.0463827,0,0.0232859,0.0377505,0.0378326,0,0,0.0253174,0,0,0.0252392,0.0588665,0.0361131,0.0121869,0.0270249,0.0260935,0.0370905,0.0618065,0.0874274,0.0896626,0.068512,0.0710446,0.0527268,0.0446346,0.0691111,0.0126108,0.0368069,0.00653412,0.0114992,0.0658962,0,0,0,0.0423429,0
67,0,0,0,0,0,0,0.0280013,0.0369387,0,0,0,0.0399812,0,0.0306517,0.0387802,0,0,0.0204037,0,0,0.0442595,0.0305124,0.0350848,0.0268793,0.024712,0.0250782,0.0381123,0.0230168,0.0335343,0.0401521,0.0283104,0.033111,0.032811,0.0172471,0.0263705,0.0166856,0.0378452,0.0125676,0.0116524,0.0462794,0,0.0240165,0.0381102,0.0379916,0,0,0.0253354,0,0,0.0253229,0.0585042,0.0357097,0.0130083,0.028451,0.0251244,0.0368448,0.0612187,0.0856176,0.0895666,0.0695509,0.0706787,0.0525669,0.0450508,0.0686907,0.0108767,0.0370235,0.00644495,0.0115146,0.0656471,0,0,0,0.042374,0
