Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,x73
107,0,0,0,0,0,0,0.0232771,0.0397986,0,0,0,0.0312384,0,0.0306533,0.037207,0,0,0.0158595,0,0,0.0349502,0.0389823,0.0491981,0.0177825,0.0218253,0.026751,0.0297683,0.0433805,0.0546819,0.0408464,0.0186041,0.0302521,0.0294128,0.0207186,0.0241891,0.0519775,0.0407678,0.0191537,0,0.0345663,0,0.0239835,0.0482182,0.0389083,0,0,0.0256211,0,0,0.024714,0.0546555,0.0302075,0.0196835,0.0277494,0.0296258,0.0414529,0.0516234,0.0797737,0.0839659,0.0593086,0.065456,0.0505378,0.0411414,0.0623681,0.0105232,0.0364699,0.006277,0.0112386,0.065056,0,0,0,0,0
108,0,0,0,0,0,0,0.0233355,0.0397967,0,0,0,0.0313241,0,0.03073,0.0376114,0,0,0.015861,0,0,0.0349559,0.0394603,0.0499326,0.0177279,0.022196,0.0267228,0.0298036,0.0441796,0.0551465,0.0404238,0.0192315,0.0305353,0.0294753,0.0211841,0.0248384,0.0526224,0.040707,0.0191601,0,0.0345684,0,0.0243409,0.04854,0.0387437,0,0,0.0256381,0,0,0.024672,0.0549235,0.0304283,0.0200452,0.0279467,0.0298789,0.0414409,0.0516106,0.0794627,0.0834462,0.0593114,0.0652846,0.0504101,0.0412872,0.0621291,0.0100488,0.0365325,0.00622016,0.0111339,0.0648215,0,0,0,0,0
109,0,0,0,0,0,0,0.0234058,0.039865,0,0,0,0.0314208,0,0.0307273,0.0380042,0,0,0.0158072,0,0,0.0349119,0.0400555,0.0507335,0.0177113,0.0225888,0.0267251,0.0298082,0.0449299,0.0555315,0.0400121,0.0198792,0.0307368,0.0296486,0.0217494,0.0256921,0.0529977,0.0405695,0.0191686,0,0.0349263,0,0.0245747,0.0487194,0.0386216,0,0,0.0256928,0,0,0.0246989,0.0553391,0.0306563,0.0204179,0.0280683,0.030116,0.0413782,0.0516094,0.0793739,0.0831372,0.0592596,0.0651284,0.0502953,0.0415839,0.0619756,0.00961433,0.0365833,0.00616998,0.0112071,0.0646625,0,0,0,0,0
110,0,0,0,0,0,0,0.0234522,0.039969,0,0,0,0.0314595,0,0.0307153,0.0382658,0,0,0.0157768,0,0,0.0348349,0.0407801,0.0513267,0.0177319,0.0229422,0.0267447,0.0297877,0.0455445,0.0559159,0.0396654,0.0204098,0.0311052,0.0299944,0.0223704,0.0264878,0.0527453,0.0404144,0.0191714,0,0.0355459,0,0.0247939,0.0488519,0.0385501,0,0,0.025717,0,0,0.0247524,0.0554858,0.0308303,0.0207777,0.0282121,0.0303377,0.041231,0.0516292,0.0792152,0.0831029,0.0590719,0.0649885,0.050238,0.0416665,0.061929,0.0091547,0.0365897,0.00612464,0.0112656,0.0645572,0,0,0,0,0
111,0,0,0,0,0,0,0.0234512,0.0400919,0,0,0,0.0315523,0,0.0306717,0.0383349,0,0,0.0157168,0,0,0.0347705,0.0416016,0.0509681,0.0178364,0.0231697,0.026662,0.0297494,0.0459434,0.0562409,0.039449,0.0207194,0.0315923,0.0304946,0.022861,0.0272451,0.051641,0.0402973,0.0191957,0,0.0359789,0,0.0249398,0.0490287,0.0384685,0,0,0.0256782,0,0,0.0248077,0.0556277,0.0309901,0.0210971,0.0286368,0.0305257,0.0410899,0.0514253,0.0788708,0.0831871,0.0589456,0.0648958,0.0502186,0.0414725,0.0619262,0.00867222,0.0366298,0.00611076,0.0112242,0.0644216,0,0,0,0,0
112,0,0,0,0,0,0,0.0234574,0.0402487,0,0,0,0.0316376,0,0.0305267,0.0382947,0,0,0.0156392,0,0,0.0347243,0.0425522,0.0504733,0.0180432,0.0232754,0.0264823,0.0296613,0.0462318,0.0564733,0.0393196,0.0209522,0.0322137,0.031117,0.0234441,0.0281177,0.0496822,0.0401872,0.0192158,0,0.0361993,0,0.0250605,0.0491878,0.038372,0,0,0.0255941,0,0,0.0248333,0.0558854,0.0311451,0.0214179,0.0293331,0.0307007,0.0409206,0.0509523,0.0784946,0.0831888,0.0589612,0.0647506,0.0502051,0.0412045,0.0619403,0.00833701,0.0366339,0.00614692,0.0111782,0.0642199,0,0,0,0,0
113,0,0,0,0,0,0,0.023491,0.0404457,0,0,0,0.0317545,0,0.0304954,0.0380406,0,0,0.0155384,0,0,0.0346632,0.0435129,0.0495986,0.0183704,0.0231865,0.0261313,0.0294861,0.0462802,0.0565001,0.0391587,0.021294,0.0329175,0.0317613,0.0241525,0.0290439,0.0463755,0.0401079,0.0192245,0,0.0366786,0,0.0252509,0.0491727,0.0382817,0,0,0.025497,0,0,0.0248568,0.0562133,0.0311983,0.0216477,0.0294788,0.0307722,0.040726,0.0507601,0.0782067,0.0831016,0.0589126,0.0647629,0.0502188,0.0414526,0.061999,0.00778187,0.0366269,0.00625505,0.0111255,0.0639207,0,0,0,0,0
114,0,0,0,0,0,0,0.0235526,0.0406402,0,0,0,0.0321707,0,0.0306241,0.0377508,0,0,0.0154609,0,0,0.0346242,0.0442867,0.0481655,0.0189367,0.0228813,0.0255526,0.0292368,0.0459732,0.0561749,0.0390085,0.0219166,0.0336175,0.0324621,0.0247904,0.0299314,0.0416369,0.0400922,0.0192265,0,0.0371515,0,0.0254784,0.0489533,0.038211,0,0,0.0254206,0,0,0.0248077,0.0566873,0.0311166,0.0218809,0.0295481,0.0307708,0.0405413,0.0509191,0.0778509,0.0829815,0.0587002,0.0652019,0.0503143,0.0416746,0.0620371,0.00739793,0.0366311,0.00636857,0.0110173,0.0635475,0,0,0,0,0
115,0,0,0,0,0,0,0.0236217,0.0408049,0,0,0,0.0336376,0,0.0305299,0.0374286,0,0,0.0153964,0,0,0.034642,0.0447371,0.0469891,0.0197459,0.0223588,0.0247839,0.0288924,0.0454038,0.0553979,0.0388988,0.0228848,0.0343433,0.0330433,0.0252974,0.0307981,0.0358765,0.0401805,0.0192521,0,0.0378852,0,0.02576,0.0484771,0.0381814,0,0,0.0253915,0,0,0.024789,0.0572017,0.0309791,0.0220902,0.0297624,0.0306858,0.0403633,0.0509446,0.0775085,0.0828407,0.0583813,0.065763,0.0504201,0.0418129,0.0620726,0.00687929,0.0366591,0.00644501,0.0109335,0.0631547,0,0,0,0,0
116,0,0,0,0,0,0,0.0237307,0.0409562,0,0,0,0.036495,0,0.0300697,0.0370771,0,0,0.0153264,0,0,0.0346584,0.0447114,0.0458812,0.0208966,0.0218363,0.0238474,0.028462,0.0446376,0.0541174,0.0389738,0.024217,0.0351198,0.0336371,0.025702,0.0316335,0.0298391,0.0404311,0.0192749,0,0.038727,0,0.0259911,0.0477541,0.0381717,0,0,0.0253629,0,0,0.024853,0.057715,0.0307679,0.0223142,0.030134,0.0304567,0.0401769,0.0506144,0.0770886,0.082782,0.0580723,0.0659804,0.0506092,0.0420411,0.0621796,0.00613558,0.0367618,0.00644935,0.0108862,0.0626804,0,0,0,0,0
117,0,0,0,0,0,0,0.0239145,0.0411431,0,0,0,0.0399379,0,0.0295538,0.0368927,0,0,0.0151815,0,0,0.034645,0.0439621,0.0452671,0.0224899,0.0218322,0.0228173,0.0279519,0.0438391,0.0524678,0.0393363,0.025672,0.0359962,0.0343805,0.0262363,0.0322216,0.0248891,0.0406195,0.0192643,0,0.0400432,0,0.0262737,0.0467447,0.0381811,0,0,0.0253097,0,0,0.0249254,0.058329,0.0305289,0.0224853,0.0303759,0.0301764,0.0399584,0.0501679,0.0766748,0.0828262,0.0577976,0.0663218,0.0508216,0.0423052,0.0622707,0.00554888,0.036894,0.00637643,0.0109394,0.0621722,0,0,0,0,0
118,0,0,0,0,0,0,0.0241268,0.0413629,0,0,0,0.0430064,0,0.0299149,0.0369051,0,0,0.0149802,0,0,0.0346268,0.0428785,0.0444764,0.024136,0.0222945,0.021811,0.0273575,0.043026,0.0507622,0.040052,0.0269708,0.0368633,0.0354001,0.0268563,0.0323344,0.0213392,0.0407624,0.0192546,0,0.0416879,0,0.0265816,0.0457201,0.0381854,0,0,0.0252285,0,0,0.0249907,0.058842,0.0302626,0.0226739,0.0306788,0.0298129,0.039733,0.0497345,0.0763884,0.0821273,0.0574806,0.0668557,0.0510204,0.0425455,0.0623594,0.00531523,0.0370046,0.00635375,0.0110163,0.0616353,0,0,0,0,0
119,0,0,0,0,0,0,0.0243696,0.0415998,0,0,0,0.0443768,0,0.0303095,0.0374428,0,0,0.014812,0,0,0.034578,0.0416451,0.0440771,0.0257184,0.023402,0.0209238,0.0267648,0.0421455,0.0491007,0.0410905,0.0274332,0.0376723,0.0359674,0.0273639,0.0321862,0.0197811,0.0410157,0.0192262,0,0.0438069,0,0.0267006,0.0448136,0.0382224,0,0,0.0250813,0,0,0.0250611,0.0590918,0.0299391,0.0229588,0.0309291,0.0293507,0.0395225,0.0492177,0.0762088,0.0804271,0.0568943,0.0674665,0.0511562,0.0426069,0.0623587,0.00608587,0.037093,0.00632225,0.0110593,0.0610624,0,0,0,0,0
120,0,0,0,0,0,0,0.0246047,0.0418128,0,0,0,0.0435071,0,0.030896,0.038476,0,0,0.014676,0,0,0.0345204,0.0403107,0.0439509,0.0270099,0.025069,0.0202965,0.0263703,0.0412578,0.0476176,0.0418533,0.026887,0.0385489,0.0360472,0.0272999,0.0314658,0.020362,0.0412631,0.0191898,0,0.045951,0,0.0267614,0.0441302,0.0382789,0,0,0.0249633,0,0,0.025103,0.0592199,0.0297472,0.0232926,0.0311083,0.0288663,0.0393715,0.0486106,0.0761319,0.0793601,0.0561059,0.0680579,0.0511345,0.0427157,0.0623943,0.00769861,0.0371375,0.00617904,0.0110611,0.0606165,0,0,0,0,0
121,0,0,0,0,0,0,0.0249098,0.041944,0,0,0,0.0436547,0,0.0292922,0.0386843,0,0,0.0143236,0,0,0.0351294,0.0400218,0.0448158,0.0288304,0.0230319,0.0197939,0.0268123,0.0389929,0.0468691,0.0440054,0.0275378,0.0395692,0.0371486,0.0281449,0.0330238,0.019915,0.0414533,0.0181837,0,0.04232,0,0.0236541,0.0439579,0.0378915,0,0,0.0250765,0,0,0.0249722,0.0597839,0.0294978,0.0237973,0.0329616,0.0278212,0.0394058,0.0473586,0.0747909,0.0785738,0.0550008,0.069787,0.0532974,0.0443135,0.063202,0.00435898,0.0370026,0.00612564,0.010719,0.0602615,0,0,0,0,0
122,0,0,0,0,0,0,0.0251851,0.0419566,0,0,0,0.0441815,0,0.0290564,0.0387985,0,0,0.0143477,0,0,0.0352365,0.0394682,0.0456223,0.029702,0.0226225,0.0198081,0.026976,0.0376587,0.0463312,0.0446889,0.0277295,0.0401509,0.0377799,0.0283741,0.0335229,0.0197059,0.0415699,0.0180482,0,0.0431242,0,0.0235254,0.0440113,0.0377128,0,0,0.0249397,0,0,0.0249049,0.0599513,0.029772,0.0243112,0.0331731,0.0271885,0.0392985,0.0471544,0.074726,0.0787394,0.0546814,0.0700619,0.0538049,0.0441679,0.0631046,0.00448065,0.0371673,0.0060797,0.0103974,0.0600004,0,0,0,0,0
123,0,0,0,0,0,0,0.0254337,0.0418097,0,0,0,0.044003,0,0.028991,0.0387172,0,0,0.0143303,0,0,0.0352939,0.0389921,0.0454155,0.0295839,0.0236491,0.0201865,0.0270444,0.0375748,0.0457086,0.0435771,0.0273949,0.0401006,0.0376113,0.028221,0.0333877,0.0199698,0.0416354,0.0181452,0,0.0439389,0,0.0232818,0.044219,0.037605,0,0,0.0248601,0,0,0.0250205,0.0601155,0.0301825,0.0248653,0.0331659,0.0268578,0.0391116,0.0472059,0.074589,0.0786832,0.0545229,0.0701502,0.0537856,0.0442453,0.0627537,0.00491752,0.0373065,0.00599504,0.0105354,0.0599802,0,0,0,0,0
124,0,0,0,0,0,0,0.0255146,0.0416399,0,0,0,0.0477944,0,0.0276873,0.0384679,0,0,0.0146187,0,0,0.0347754,0.0384425,0.0471298,0.0280628,0.0272319,0.0209526,0.0264782,0.0394341,0.0451824,0.0402176,0.0258306,0.0394431,0.0374528,0.0252194,0.0296462,0.0177107,0.0415378,0.0192906,0,0.0489916,0,0.0262826,0.0445238,0.0378846,0,0,0.0246011,0,0,0.0251834,0.0598729,0.0309571,0.0252163,0.0308147,0.0272112,0.0386177,0.0476564,0.0761445,0.0796451,0.0548057,0.0686214,0.0510561,0.0424332,0.0616928,0.0100071,0.03775,0.00590752,0.0110585,0.0601236,0,0,0,0,0
125,0,0,0,0,0,0,0.0254358,0.0416278,0,0,0,0.0447402,0,0.0304616,0.0376947,0,0,0.0147004,0,0,0.0349532,0.0379965,0.0421864,0.0275982,0.0270309,0.0214133,0.0266708,0.0398695,0.0453938,0.0391476,0.02498,0.038636,0.0353718,0.0274614,0.0322898,0.019462,0.0413513,0.0194015,0,0.0491394,0,0.0260758,0.0450677,0.0377566,0,0,0.024748,0,0,0.0252147,0.0601902,0.0315063,0.0260897,0.030329,0.0273953,0.0383189,0.0471996,0.076415,0.0799476,0.054868,0.0684727,0.0504694,0.0418639,0.0611995,0.0102388,0.0379489,0.00583345,0.0113967,0.0602525,0,0,0,0,0
126,0,0,0,0,0,0,0.0253549,0.0417125,0,0,0,0.0449039,0,0.03042,0.0370204,0,0,0.0148072,0,0,0.0351593,0.0373863,0.0396898,0.0273779,0.026352,0.0216761,0.0269698,0.0408759,0.0460964,0.0380851,0.0237986,0.037982,0.0343976,0.0279055,0.0329403,0.0189739,0.0410759,0.0195083,0,0.0492119,0,0.0258904,0.0455982,0.0376218,0,0,0.0248567,0,0,0.0252935,0.0605567,0.032054,0.0272036,0.0295497,0.0276919,0.038005,0.0471127,0.0766088,0.0802891,0.0549017,0.0681639,0.0498666,0.0412372,0.0605965,0.0103985,0.0380681,0.00577457,0.0114535,0.0603026,0,0,0,0,0
127,0,0,0,0,0,0,0.0253172,0.0417396,0,0,0,0.0433511,0,0.0291725,0.0366625,0,0,0.0148246,0,0,0.035269,0.036431,0.0360787,0.0278095,0.0254894,0.0217883,0.0273745,0.041706,0.0467352,0.0371885,0.0225816,0.037296,0.0340226,0.0277563,0.0331,0.0186867,0.0408414,0.0195694,0,0.0493071,0,0.0255548,0.0457726,0.0374777,0,0,0.0246818,0,0,0.0252414,0.06105,0.0326988,0.0285461,0.0288183,0.0278809,0.0375337,0.0471239,0.0766817,0.0806087,0.0549995,0.0676734,0.0493391,0.0402838,0.060063,0.0103735,0.0381678,0.00581257,0.0110732,0.0602749,0,0,0,0,0
128,0,0,0,0,0,0,0.0254777,0.0419089,0,0,0,0.0401691,0,0.0274806,0.036764,0,0,0.014664,0,0,0.0351326,0.0356776,0.0332073,0.028749,0.0247056,0.021992,0.0277451,0.0414289,0.0466713,0.0367016,0.0220235,0.0371426,0.0347595,0.0266477,0.0321683,0.0185166,0.0407316,0.0195449,0,0.0492709,0,0.0249789,0.0455658,0.0373715,0,0,0.0241973,0,0,0.0252095,0.0616636,0.0335103,0.0297766,0.0282065,0.0275738,0.0367037,0.0472927,0.0770641,0.0809361,0.0549695,0.0671595,0.0489059,0.0390767,0.0595639,0.00996971,0.0384177,0.00583449,0.0108205,0.0603027,0,0,0,0,0
129,0,0,0,0,0,0,0.0255888,0.0419706,0,0,0,0.0372819,0,0.0270347,0.0370485,0,0,0.0145224,0,0,0.0347469,0.0357957,0.0314981,0.0296392,0.024273,0.0222075,0.0280485,0.0401285,0.0459916,0.0369593,0.0227751,0.037189,0.0357465,0.0250298,0.0308077,0.0186201,0.0408438,0.0194105,0,0.0483822,0,0.0246977,0.0451854,0.03736,0,0,0.023714,0,0,0.0252212,0.062308,0.0341803,0.0306917,0.0276623,0.0268215,0.0358464,0.0473985,0.0773965,0.0809805,0.0547482,0.0669205,0.0483977,0.0383114,0.0592386,0.00955501,0.0388141,0.00577432,0.0107391,0.060616,0,0,0,0,0
130,0,0,0,0,0,0,0.02544,0.0419783,0,0,0,0.0358467,0,0.0278049,0.0371162,0,0,0.0144505,0,0,0.0345254,0.0364995,0.0304762,0.030134,0.0240626,0.0223065,0.0283023,0.0385383,0.045245,0.0379504,0.0245604,0.0369826,0.0361913,0.0238227,0.030036,0.0191335,0.0408243,0.0193435,0,0.0470416,0,0.0245562,0.0445705,0.0374427,0,0,0.0234748,0,0,0.0253207,0.0629511,0.0350668,0.0313205,0.0272487,0.0259177,0.0352766,0.0474879,0.0777928,0.0808709,0.0543599,0.0671025,0.0479539,0.0376551,0.0594504,0.00962994,0.0390562,0.00566481,0.0106565,0.0612289,0,0,0,0,0
131,0,0,0,0,0,0,0.0251454,0.0419668,0,0,0,0.0352205,0,0.0285064,0.0371264,0,0,0.0144829,0,0,0.0345075,0.0367662,0.0297308,0.0302824,0.0242371,0.022374,0.0285937,0.0375409,0.0448066,0.0386924,0.0260531,0.0365392,0.0360757,0.0231261,0.029818,0.0195657,0.0406026,0.0194026,0,0.0460004,0,0.0246744,0.0436596,0.0375308,0,0,0.0233617,0,0,0.0252715,0.0635062,0.0365796,0.0318344,0.0270561,0.0251061,0.0350188,0.047717,0.0782642,0.0812935,0.0538807,0.0675398,0.0478902,0.0371448,0.0596669,0.0116338,0.0391948,0.00555189,0.0110745,0.0619744,0,0,0,0,0
132,0,0,0,0,0,0,0.0246075,0.0416953,0,0,0,0.0346772,0,0.0283792,0.0363759,0,0,0.0148671,0,0,0.0347223,0.0359032,0.0300257,0.0303463,0.0243596,0.0229146,0.0295753,0.0376433,0.0446854,0.037774,0.0255179,0.0360179,0.0357074,0.022981,0.0300548,0.0206473,0.039946,0.0195637,0,0.0495045,0,0.0271994,0.0397862,0.0375104,0,0,0.0236076,0,0,0.0252905,0.0640329,0.0440552,0.0351006,0.0334281,0.0246191,0.0353266,0.0455579,0.0790999,0.0802159,0.0503945,0.0696822,0.0463199,0.0343814,0.059334,0.0139149,0.0389298,0.0057215,0.0113181,0.06314,0,0,0,0,0
133,0,0,0,0,0,0,0.0245371,0.0415547,0,0,0,0.035994,0,0.0284784,0.0371964,0,0,0.0149955,0,0,0.034867,0.0353252,0.0311006,0.0292885,0.024238,0.0230547,0.0296367,0.0380344,0.0441242,0.0366138,0.0252469,0.0351942,0.0349685,0.0226009,0.030572,0.0189415,0.0399696,0.0196024,0,0.0439715,0,0.0252719,0.0412576,0.0375105,0,0,0.0236002,0,0,0.0253234,0.063996,0.0421816,0.0326983,0.0273331,0.0240575,0.0353641,0.0490861,0.0799618,0.0828999,0.0534807,0.0687095,0.0481618,0.0357607,0.0600195,0.0216095,0.0389145,0.00583791,0.0112175,0.063305,0,0,0,0,0
134,0,0,0,0,0,0,0.0242534,0.0411195,0,0,0,0.0364253,0,0.028858,0.036765,0,0,0.0154485,0,0,0.035187,0.035134,0.0324823,0.0284946,0.0244437,0.0234114,0.0305722,0.0385297,0.0440867,0.0355334,0.0246076,0.0345048,0.0342862,0.0221839,0.0304057,0.0195156,0.0394508,0.0197326,0,0.0434636,0,0.0262408,0.0401473,0.0374923,0,0,0.0239797,0,0,0.0253173,0.0638397,0.0446666,0.0326464,0.027571,0.0240429,0.0358755,0.0498384,0.0813261,0.0840237,0.0536488,0.0685917,0.0487692,0.0346359,0.06015,0.0285813,0.0384415,0.00568143,0.0109526,0.0640801,0,0,0,0,0
135,0,0,0,0,0,0,0.0237892,0.040621,0,0,0,0.0362594,0,0.0293866,0.0357749,0,0,0.0160279,0,0,0.0355126,0.0356319,0.0335879,0.0279833,0.0247019,0.0235858,0.0316951,0.0385601,0.0439664,0.0352021,0.0245756,0.0338195,0.0336813,0.0214754,0.0294491,0.0208476,0.0388409,0.0198608,0,0.0426665,0,0.0272145,0.0391368,0.0375328,0,0,0.02454,0,0,0.0252881,0.0635189,0.0459631,0.0321882,0.0276607,0.0243262,0.0365302,0.0508349,0.0826835,0.084709,0.05392,0.0683596,0.0490328,0.0332784,0.0605654,0.0353513,0.037837,0.00565304,0.0106726,0.0647583,0,0,0,0,0
136,0,0,0,0,0,0,0.0266879,0.0358419,0,0,0,0.0357893,0,0.0297155,0.0343277,0,0,0.017274,0,0,0.0360597,0.0360192,0.0338455,0.0276145,0.0249431,0.0242325,0.0340228,0.0380167,0.0434409,0.0353192,0.0246159,0.0335235,0.0335158,0.020985,0.0284412,0.0215195,0.0370315,0.0205951,0,0.041725,0,0.0275434,0.0374957,0.0387131,0,0,0.0262759,0,0,0.025446,0.0634885,0.0460407,0.0309687,0.0281969,0.0250656,0.0379795,0.0520644,0.0836154,0.08491,0.05409,0.0682603,0.049153,0.0321648,0.0611751,0.0415259,0.0356452,0.00602582,0.010662,0.0666695,0,0,0,0.0388959,0
137,0,0,0,0,0,0,0.0262032,0.0354352,0,0,0,0.0351114,0,0.0298522,0.0330351,0,0,0.0177978,0,0,0.0362943,0.0358408,0.0338852,0.0278711,0.024714,0.024231,0.0352685,0.037334,0.043185,0.0358566,0.0235103,0.0333846,0.0333452,0.020783,0.0277226,0.0217677,0.0363007,0.0207642,0,0.0409998,0,0.0264511,0.0363522,0.0387054,0,0,0.0269708,0,0,0.02561,0.0633393,0.0453963,0.0297631,0.0287972,0.0256738,0.0388479,0.0530321,0.084846,0.0858888,0.0549732,0.0683637,0.0492173,0.0313645,0.0618447,0.0475402,0.034928,0.00617575,0.0112698,0.0671254,0,0,0,0.038574,0
138,0,0,0,0,0,0,0.0258222,0.0351782,0,0,0,0.0342537,0,0.0298316,0.0320497,0,0,0.0180848,0,0,0.0363855,0.0348602,0.0336261,0.0282466,0.0243893,0.0243691,0.0363814,0.0367272,0.0432226,0.0364081,0.0226188,0.033491,0.0333462,0.0209103,0.0274151,0.0223079,0.0355772,0.0208061,0,0.0390295,0,0.0240045,0.0351089,0.0387348,0,0,0.0273388,0,0,0.0256401,0.0632982,0.0448193,0.0284384,0.0294952,0.0262255,0.039565,0.0539198,0.0860217,0.0873207,0.0560506,0.068342,0.0492251,0.0310692,0.062619,0.0539846,0.0343721,0.00641048,0.011973,0.0675926,0,0,0,0.0382573,0
139,0,0,0,0,0,0,0.0255827,0.0351252,0,0,0,0.0332227,0,0.029852,0.0316682,0,0,0.0183511,0,0,0.0362842,0.0333029,0.0330368,0.0286448,0.0242145,0.0245925,0.0372268,0.0361729,0.0433396,0.0367083,0.0222491,0.0336426,0.0335155,0.020994,0.0272112,0.0233559,0.0350786,0.0207533,0,0.0364323,0,0.0216029,0.0341494,0.0387906,0,0,0.0275644,0,0,0.0254949,0.06336,0.0447909,0.0270789,0.030937,0.0266848,0.0401652,0.0552687,0.0871266,0.0882945,0.0572592,0.0682809,0.0490711,0.0307717,0.063254,0.0608307,0.0341049,0.0065433,0.0116439,0.0681111,0,0,0,0.0379881,0
140,0,0,0,0,0,0,0.0258999,0.0349723,0,0,0,0.0319641,0,0.0300036,0.0319388,0,0,0.0187249,0,0,0.0361631,0.0316101,0.0327541,0.0289469,0.0244421,0.025188,0.0377723,0.0356076,0.0432404,0.0366449,0.022327,0.0337182,0.0337272,0.0208571,0.0269478,0.0247813,0.0346065,0.0207638,0,0.0350844,0,0.0197781,0.0334504,0.0388673,0,0,0.0245519,0,0,0.0167929,0.0635289,0.0461136,0.0259163,0.0315767,0.0271081,0.0398798,0.0563973,0.0880243,0.0888035,0.0579238,0.0682328,0.0487363,0.0307695,0.0636773,0.068255,0.0344833,0.00712506,0,0.0689057,0,0,0,0.0376191,0
141,0,0,0,0,0,0,0.0229182,0.0389232,0,0,0,0.0306466,0,0.0302636,0.032947,0,0,0.0185337,0,0,0.0359821,0.030389,0.0333186,0.029352,0.0248071,0.025161,0.0378222,0.0351741,0.0430861,0.0365262,0.0224829,0.0335234,0.033733,0.0203932,0.026549,0.0266745,0.0353347,0.0202743,0,0.0354796,0,0.0191731,0.0336741,0.0378508,0,0,0.0234946,0,0,0.0165134,0.0634045,0.0485886,0.0253074,0.0315857,0.0270795,0.0398805,0.0574647,0.0889989,0.0894248,0.0581479,0.0680395,0.0483127,0.0309773,0.0638357,0.073516,0.0357809,0.00661508,0,0.0686423,0,0,0,0,0
142,0,0,0,0,0,0,0.0228031,0.0389399,0,0,0,0.0295466,0,0.0307497,0.0340365,0,0,0.0187383,0,0,0.0361904,0.0295384,0.0341681,0.0291576,0.0253449,0.0258562,0.0381461,0.0348196,0.042712,0.0362223,0.0228121,0.0334315,0.033894,0.0200061,0.0263131,0.0282237,0.0356332,0.0201788,0,0.0358097,0,0.0200131,0.0335595,0.0378388,0,0,0.026791,0,0,0.0250084,0.0632631,0.0510642,0.0243868,0.0322213,0.0273501,0.0407926,0.0577141,0.0892554,0.0895703,0.0577952,0.0677964,0.0476966,0.030848,0.0637698,0.0738423,0.0355167,0.00582962,0.0106454,0.069368,0,0,0,0,0
143,0,0,0,0,0,0,0.0229937,0.0387277,0,0,0,0.0287722,0,0.0309981,0.0350264,0,0,0.0188431,0,0,0.0365005,0.0291633,0.0351391,0.0288217,0.025669,0.026407,0.0381064,0.0345512,0.0424545,0.0359363,0.0230838,0.0332911,0.0340102,0.0197317,0.0261915,0.0293113,0.0358904,0.0202571,0,0.0359629,0,0.0209578,0.033221,0.0378817,0,0,0.0268685,0,0,0.0249818,0.0629156,0.0525532,0.0232796,0.0333935,0.0274062,0.0404951,0.0579044,0.089506,0.0896926,0.0579674,0.0677008,0.0470859,0.0308189,0.0639071,0.0719831,0.0358383,0.00570232,0.0108161,0.0699777,0,0,0,0,0
144,0,0,0,0,0,0,0.02346,0.0384453,0,0,0,0.0283596,0,0.0312175,0.0359367,0,0,0.0188997,0,0,0.0368687,0.0290783,0.0359387,0.0284987,0.0258297,0.0266786,0.0377001,0.0343143,0.0422798,0.0357239,0.023237,0.0331937,0.0339784,0.0196153,0.0262161,0.0296623,0.0359732,0.0203119,0,0.0356153,0,0.0212543,0.0327743,0.037972,0,0,0.023338,0,0,0.0166755,0.0626345,0.052695,0.0221271,0.0344432,0.0274295,0.0392846,0.0581137,0.0896759,0.0898764,0.057922,0.0677111,0.0471927,0.0313299,0.0645744,0.0696589,0.0365101,0.00612523,0,0.0705745,0,0,0,0,0
145,0,0,0,0,0,0,0.0235563,0.0384013,0,0,0,0.0284685,0,0.0314132,0.0368103,0,0,0.0187668,0,0,0.0369819,0.0290768,0.0365443,0.0283308,0.0257618,0.0265693,0.0372242,0.0340896,0.0421045,0.0355496,0.0233225,0.0331166,0.0338167,0.019657,0.0262967,0.0290308,0.036107,0.020356,0,0.0353672,0,0.0213902,0.0323567,0.0380306,0,0,0.0230954,0,0,0.0166334,0.0625217,0.0523311,0.0212185,0.0354107,0.0274886,0.0389862,0.0580781,0.0895757,0.0899698,0.0578781,0.0679604,0.0475096,0.0322057,0.0654123,0.0665901,0.0366107,0.0060429,0,0.0709248,0,0,0,0,0
