Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73
82,0,0,0,0,0,0,0.0177883,0,0,0,0.0541265,0,0.0170739,0.0425142,0,0,0.0190932,0,0,0.0410374,0.0248188,0.0323859,0.0188092,0.0236451,0.0335756,0.0109025,0.0242216,0.037278,0.0408592,0.0232669,0.0343122,0.0350957,0.0212707,0.0234113,0.0241443,0.0488864,0.00904608,0.0122973,0.0474078,0,0.0182907,0.0279752,0.0398388,0,0,0.024813,0,0,0.0251217,0.0674199,0.0264557,0.0164165,0.0311635,0.0393508,0.0325716,0.0593747,0.0845335,0.0831103,0.136479,0.0706707,0.0491907,0.0390661,0.0598457,0.0100134,0.0478182,0.00561099,0.012874,0.0591092,0,0,0,0
83,0,0,0,0,0,0,0.0175577,0,0,0,0.0536401,0,0.0168841,0.0423057,0,0,0.0190135,0,0,0.0410157,0.0249482,0.0316261,0.0187454,0.0227849,0.0342883,0.0117818,0.0251159,0.0384757,0.0414001,0.0229826,0.0339141,0.0343619,0.0204669,0.0231432,0.0227442,0.0480215,0.00918684,0.0121918,0.0458476,0,0.0181074,0.0279729,0.0397877,0,0,0.0252436,0,0,0.025191,0.0668317,0.0266086,0.0165761,0.0312587,0.0395523,0.0331407,0.0591259,0.0847975,0.0834549,0.136633,0.0703332,0.0489748,0.038763,0.0597095,0.00947652,0.0473841,0.00570527,0.0128789,0.0596622,0,0,0,0
84,0,0,0,0,0,0,0.0173356,0,0,0,0.0517295,0,0.0178401,0.0421945,0,0,0.0189832,0,0,0.0409729,0.0250366,0.0310783,0.0187931,0.0222424,0.034853,0.0123606,0.0261666,0.0395441,0.041697,0.0227636,0.0337128,0.0339203,0.0198518,0.0228071,0.0218091,0.0475321,0.00929921,0.0120958,0.0442491,0,0.0177413,0.0281875,0.0397982,0,0,0.02547,0,0,0.0251856,0.0660344,0.0264847,0.0167393,0.0309673,0.0398565,0.0335034,0.0589795,0.084991,0.0838357,0.136829,0.0702329,0.0489372,0.0388282,0.0596876,0.00898215,0.0471595,0.00573008,0.0128204,0.0601589,0,0,0,0
85,0,0,0,0,0,0,0.0171497,0,0,0,0.0487612,0,0.020078,0.042156,0,0,0.0190153,0,0,0.0409236,0.025123,0.0320335,0.018901,0.0221327,0.0352351,0.0126539,0.0273279,0.0405545,0.0415875,0.0224043,0.0340433,0.0340221,0.01992,0.0229554,0.0221216,0.047436,0.00933934,0.012037,0.0428387,0,0.0173299,0.0285227,0.0399308,0,0,0.0255823,0,0,0.0250749,0.0651235,0.026248,0.0168676,0.0304506,0.040207,0.0337895,0.0587581,0.0850712,0.0840367,0.136971,0.0701305,0.0488938,0.0391582,0.0596199,0.00868157,0.0471627,0.00570121,0.01275,0.0605414,0,0,0,0
86,0,0,0,0,0,0,0.0170039,0,0,0,0.0461812,0,0.0226688,0.0422136,0,0,0.0191218,0,0,0.0408943,0.0252787,0.0343392,0.0190099,0.022302,0.0354107,0.0126253,0.0284636,0.0413594,0.0413397,0.0218932,0.0345568,0.0343002,0.0204452,0.0234759,0.0254091,0.0476365,0.00927458,0.0120231,0.0417455,0,0.0170736,0.0288418,0.0401808,0,0,0.0256502,0,0,0.0250391,0.0641698,0.0259784,0.0169928,0.0300635,0.0404847,0.0339393,0.058428,0.0850212,0.0841903,0.137034,0.0698589,0.0486837,0.0393246,0.0594469,0.00856392,0.0470942,0.00570655,0.0128389,0.0607852,0,0,0,0
87,0,0,0,0,0,0,0.0169905,0,0,0,0.0443832,0,0.0240692,0.0422623,0,0,0.0192019,0,0,0.0409433,0.025432,0.0361832,0.0190894,0.0223768,0.0354857,0.0124271,0.029337,0.0419928,0.0411197,0.0214914,0.0345385,0.0340906,0.0207085,0.0238225,0.0289227,0.0480236,0.00919529,0.0120617,0.0410211,0,0.0168387,0.0291421,0.0404547,0,0,0.025635,0,0,0.0250254,0.0633916,0.0258593,0.0170084,0.0298413,0.0406434,0.0339151,0.058053,0.0848465,0.0841398,0.137042,0.0695554,0.0485264,0.038633,0.0592376,0.00866537,0.0470889,0.00569021,0.0128669,0.060925,0,0,0,0
88,0,0,0,0,0,0,0.0170969,0,0,0,0.0421139,0,0.0245623,0.0421986,0,0,0.019248,0,0,0.0409195,0.0255725,0.0374346,0.0191299,0.0222832,0.0355908,0.0121592,0.0300021,0.0425405,0.0412009,0.0211974,0.0341453,0.0336153,0.0207579,0.0238644,0.0316457,0.0484838,0.00925269,0.0118865,0.0410241,0,0.0167892,0.0294496,0.0407197,0,0,0.0255416,0,0,0.0250188,0.0629613,0.0256989,0.0169299,0.0294746,0.0406494,0.0338041,0.0578206,0.084652,0.0840456,0.136844,0.0692952,0.0485009,0.0380545,0.0590078,0.00856358,0.0471953,0.00567296,0.0128092,0.0609722,0,0,0,0
89,0,0,0,0,0,0,0.0172127,0,0,0,0.0404725,0,0.0250472,0.0416853,0,0,0.0193111,0,0,0.0408787,0.0258143,0.0387203,0.0191539,0.022154,0.0357672,0.0119331,0.0305853,0.0430675,0.0412225,0.0209473,0.0339808,0.0333611,0.0211904,0.0239321,0.0348903,0.0488345,0.00923477,0.0117928,0.0414271,0,0.0169599,0.0298022,0.0409644,0,0,0.0253919,0,0,0.0250218,0.062827,0.0257135,0.0167106,0.0291044,0.0405526,0.0337262,0.0576786,0.0844712,0.0839951,0.136683,0.0692532,0.0484576,0.0379278,0.0588824,0.00846373,0.0472702,0.00565351,0.0127813,0.061005,0,0,0,0
90,0,0,0,0,0,0,0.0172809,0,0,0,0.0393,0,0.0254973,0.0410259,0,0,0.0194075,0,0,0.0407937,0.0261844,0.0402655,0.0191593,0.0220356,0.0360079,0.0117135,0.031116,0.0435733,0.0412295,0.0207238,0.0341232,0.0333778,0.0221433,0.0242806,0.0379943,0.0490028,0.00910325,0.0117218,0.0419864,0,0.0173068,0.0302305,0.0411356,0,0,0.0252479,0,0,0.0249864,0.0627408,0.0260161,0.0164662,0.0289347,0.0404017,0.0336535,0.0575149,0.084347,0.0839914,0.136705,0.0695403,0.0483309,0.0379883,0.0588328,0.00856633,0.0472582,0.00563597,0.0127153,0.0610215,0,0,0,0
91,0,0,0,0,0,0,0.0172854,0,0,0,0.0380945,0,0.0260438,0.0404782,0,0,0.0195425,0,0,0.0406791,0.0265677,0.0417969,0.019082,0.0219649,0.0362206,0.0115175,0.0316409,0.0439968,0.0411868,0.0204892,0.0342172,0.03354,0.0230201,0.024826,0.0404816,0.0490237,0.00893252,0.0115871,0.0426569,0,0.0176925,0.0305493,0.0412005,0,0,0.0251903,0,0,0.0249329,0.0626687,0.0263553,0.0162952,0.0289122,0.0402277,0.0336574,0.0573536,0.0843162,0.0840257,0.13675,0.0697099,0.0482933,0.0380464,0.0588035,0.00874438,0.0471818,0.00563584,0.0126226,0.0609766,0,0,0,0
92,0,0,0,0,0,0,0.017801,0,0,0,0.0372753,0,0.0266812,0.0400424,0,0,0.0152771,0,0,0.0298048,0.0268816,0.0431479,0.0188333,0.0218624,0.0365923,0.0102819,0.0321422,0.0443169,0.0411449,0.0202298,0.0338817,0.0334104,0.0234901,0.0251963,0.0425001,0.0497714,0.0146104,0,0.0433722,0,0.0181147,0.0307098,0.041082,0,0,0.0257541,0,0,0.0249101,0.0625163,0.0266503,0.0161244,0.0288684,0.0401894,0.0340064,0.0573249,0.0844081,0.0839594,0.136843,0.0696695,0.0483738,0.0380979,0.0588345,0.00898031,0.0463942,0.00579904,0.0124707,0.0609702,0,0,0,0
93,0,0,0,0,0,0,0.0177889,0,0,0,0.0367947,0,0.027165,0.0396193,0,0,0.0151927,0,0,0.0296184,0.0270945,0.0438844,0.0186341,0.0218883,0.0368649,0.01033,0.0326818,0.0445948,0.0410263,0.0199369,0.0336918,0.0333085,0.0236019,0.0254117,0.0442792,0.0495101,0.0145397,0,0.0442732,0,0.0185841,0.0308091,0.0409396,0,0,0.0258013,0,0,0.0248886,0.0623611,0.026906,0.0159112,0.0287444,0.0400654,0.0341422,0.0572604,0.0845661,0.0832788,0.136965,0.0694778,0.0484265,0.0382257,0.0589723,0.00942669,0.0462578,0.00592266,0.012406,0.0607678,0,0,0,0
94,0,0,0,0,0,0,0.0177739,0,0,0,0.0367138,0,0.0274171,0.0392114,0,0,0.0151005,0,0,0.0294536,0.0273096,0.0443953,0.0184129,0.021907,0.0372275,0.0104065,0.0332156,0.0448964,0.0408394,0.0196952,0.0335075,0.0330648,0.023489,0.0255234,0.0456763,0.0492626,0.0145007,0,0.0449505,0,0.0190134,0.030901,0.040783,0,0,0.0258485,0,0,0.024916,0.062198,0.0272986,0.0157368,0.0287193,0.0399716,0.0343107,0.0571557,0.0847584,0.082822,0.137061,0.0692527,0.0484841,0.0384593,0.059129,0.00992168,0.0461404,0.00601903,0.0123513,0.0605672,0,0,0,0
95,0,0,0,0,0,0,0.01729,0,0,0,0.0366051,0,0.0274575,0.0388707,0,0,0.019049,0,0,0.0404359,0.0273959,0.044476,0.0186074,0.021963,0.037539,0.0114398,0.0339333,0.0452466,0.0405966,0.0192099,0.0337093,0.0333409,0.0241223,0.0258386,0.0465004,0.0483088,0.00903121,0.0120614,0.0455139,0,0.0194124,0.0308975,0.0406724,0,0,0.0252139,0,0,0.024908,0.062167,0.0278814,0.0155659,0.0289364,0.0396957,0.0340617,0.0570279,0.0849515,0.082568,0.137018,0.0691507,0.0485832,0.0385934,0.0592366,0.0105756,0.0468024,0.00597072,0.0123266,0.0601228,0,0,0,0
96,0,0,0,0,0,0,0.0172497,0,0,0,0.0370366,0,0.0275271,0.0387268,0,0,0.0190046,0,0,0.040449,0.0276385,0.0447706,0.0182567,0.0219225,0.0379686,0.0114933,0.0344396,0.0454074,0.040317,0.0191333,0.0332064,0.0328666,0.0245346,0.0262338,0.0460922,0.048113,0.0091766,0.0120318,0.0459421,0,0.0194088,0.0309475,0.0405754,0,0,0.0252177,0,0,0.0248867,0.0618752,0.0280935,0.0155194,0.0290423,0.0396849,0.0342488,0.0567713,0.0851743,0.082768,0.136988,0.0690575,0.0485441,0.0386427,0.0592539,0.0110558,0.0466492,0.00604422,0.0123182,0.0600108,0,0,0,0
97,0,0,0,0,0,0,0.0173003,0,0,0,0.0373687,0,0.0275235,0.0390921,0,0,0.0189903,0,0,0.0404591,0.0277773,0.0447125,0.0181827,0.0219239,0.0384687,0.0115833,0.035056,0.045704,0.0400202,0.0189457,0.0330606,0.0326972,0.0248936,0.0268421,0.0449907,0.0480253,0.0093313,0.0119317,0.0465403,0,0.0192029,0.0309853,0.0404731,0,0,0.0251618,0,0,0.0248777,0.0615889,0.0281188,0.0155087,0.0289559,0.0395907,0.0342224,0.0565059,0.0853943,0.0831214,0.137005,0.0689017,0.0483935,0.0388354,0.0592273,0.0116504,0.0466125,0.00608075,0.0123243,0.0598142,0,0,0,0
98,0,0,0,0,0,0,0.0175484,0,0,0,0.0374037,0,0.0274914,0.0396204,0,0,0.0189495,0,0,0.040383,0.0277516,0.0442895,0.0187512,0.0219995,0.0390176,0.011638,0.035882,0.0462751,0.0397434,0.0184137,0.0336013,0.0332188,0.0255226,0.0275801,0.0439835,0.0481376,0.00945421,0.011805,0.0472995,0,0.0195544,0.0309421,0.0403236,0,0,0.0249458,0,0,0.0249194,0.0614494,0.0282612,0.0154837,0.0288055,0.0393188,0.0338476,0.0564665,0.0855509,0.0833696,0.137052,0.0687395,0.0485711,0.0394346,0.0592061,0.0124508,0.0468224,0.00605486,0.0123402,0.059396,0,0,0,0
99,0,0,0,0,0,0,0.0182301,0,0,0,0.0376007,0,0.0277118,0.039981,0,0,0.0152204,0,0,0.029464,0.0278991,0.0444807,0.0187374,0.0220391,0.0395916,0.0107128,0.0365705,0.0467168,0.0393609,0.0182531,0.0334715,0.0330531,0.0258941,0.0281306,0.0432694,0.0491377,0.0144675,0,0.047893,0,0.0200356,0.0311201,0.0402308,0,0,0.0253632,0,0,0.0249805,0.06109,0.0285102,0.0155215,0.0287759,0.0392799,0.0338764,0.0564284,0.0856395,0.083448,0.137081,0.0686083,0.0487008,0.0396506,0.0593027,0.0128865,0.0463367,0.00612583,0.0123786,0.0593086,0,0,0,0
100,0,0,0,0,0,0,0.0182386,0,0,0,0.0380985,0,0.0281234,0.0402048,0,0,0.0150829,0,0,0.0294985,0.0282424,0.0452298,0.0179276,0.0221864,0.0398323,0.0108814,0.0370858,0.0468931,0.0387546,0.0185212,0.0326477,0.0321313,0.0259112,0.0284319,0.0428375,0.0491478,0.0145891,0,0.0487496,0,0.0204734,0.0316518,0.0404089,0,0,0.0254536,0,0,0.0249428,0.0605126,0.0286431,0.0157049,0.0288228,0.0393248,0.0340313,0.0561502,0.0856818,0.0834262,0.137088,0.068512,0.0489623,0.0399663,0.0593903,0.0134857,0.046281,0.00615007,0.0123757,0.0594851,0,0,0,0
101,0,0,0,0,0,0,0.0181704,0,0,0,0.0374493,0,0.0283487,0.0404198,0,0,0.0191198,0,0,0.0403877,0.0282068,0.0452845,0.0188252,0.0224437,0.0401834,0.0117245,0.0382982,0.0475339,0.0383212,0.0179453,0.0336597,0.0330812,0.0264641,0.0287562,0.0444461,0.0486762,0.0091676,0.0119898,0.0501799,0,0.0209902,0.0318604,0.0404551,0,0,0.0245246,0,0,0.0248704,0.0606398,0.0287991,0.0159177,0.0291531,0.0387841,0.0331201,0.0559458,0.0858076,0.0834109,0.137038,0.0684983,0.0491122,0.0401544,0.0594354,0.014523,0.0474067,0.00591636,0.0122919,0.0589022,0,0,0,0
102,0,0,0,0,0,0,0.0183528,0,0,0,0.0372468,0,0.0287941,0.0405791,0,0,0.01926,0,0,0.040321,0.0285955,0.0465409,0.0186158,0.0227138,0.040528,0.0116752,0.0391904,0.0479561,0.0377936,0.017929,0.0338394,0.0329382,0.0264651,0.0290099,0.0465345,0.0487545,0.00921881,0.0117855,0.0511948,0,0.0213656,0.0324275,0.0405164,0,0,0.0243287,0,0,0.0247702,0.0604296,0.0289719,0.0161549,0.0294692,0.0385607,0.0329279,0.0556802,0.0859181,0.083424,0.136999,0.0683717,0.049156,0.0402576,0.0594426,0.0154745,0.0475649,0.00580934,0.0120401,0.058754,0,0,0,0
103,0,0,0,0,0,0,0.0187897,0,0,0,0.0367126,0,0.0293098,0.0407418,0,0,0.0193564,0,0,0.0403136,0.0290792,0.0479639,0.0185899,0.0229903,0.0411093,0.011786,0.0400774,0.0485158,0.0373627,0.0178364,0.034177,0.0330712,0.0264575,0.0293378,0.0496507,0.048715,0.00907353,0.011826,0.0517876,0,0.0216856,0.0329725,0.0405118,0,0,0.0196947,0,0,0.0162637,0.0602617,0.0292468,0.0163112,0.0298012,0.0383925,0.0322002,0.0554895,0.0860385,0.0832018,0.136969,0.068204,0.0490778,0.0401654,0.0594021,0.0163811,0.0483985,0.00438856,0,0.0585876,0,0,0,0
104,0,0,0,0,0,0,0.0192442,0,0,0,0.0364877,0,0.0297633,0.0407913,0,0,0.0153954,0,0,0.0292263,0.0296708,0.049262,0.018216,0.0233305,0.041275,0.0106765,0.0407438,0.0489466,0.0368467,0.0180633,0.0340634,0.0331671,0.026504,0.0297415,0.0531386,0.0498183,0.0141043,0,0.0520636,0,0.021906,0.0335419,0.0403864,0,0,0.0247115,0,0,0.0249132,0.0600727,0.0294974,0.0166755,0.0300798,0.0382283,0.0328563,0.0552217,0.0861633,0.0830827,0.136917,0.0680442,0.0489382,0.0398686,0.0593957,0.0172644,0.0471706,0.00589231,0.0122966,0.0585163,0,0,0,0
105,0,0,0,0,0,0,0.0191524,0,0,0,0.0362049,0,0.029921,0.0407827,0,0,0.0193299,0,0,0.0402021,0.0301531,0.0501995,0.0184626,0.0237413,0.0415191,0.011756,0.0415279,0.0495031,0.0365216,0.0179887,0.0346509,0.0337897,0.0268874,0.0301354,0.0563713,0.0487736,0.0088562,0.0120778,0.0524838,0,0.0221667,0.0339565,0.0404529,0,0,0.0195113,0,0,0.01625,0.0600875,0.0295419,0.0169111,0.0302916,0.0379428,0.0319082,0.0548971,0.0863115,0.0830577,0.136883,0.0679017,0.0488843,0.0397347,0.0593652,0.018221,0.0485734,0.00433288,0,0.0582244,0,0,0,0
106,0,0,0,0,0,0,0.0191511,0,0,0,0.0361771,0,0.0298076,0.040911,0,0,0.019323,0,0,0.0401299,0.0307711,0.0512452,0.0184364,0.0242116,0.0414572,0.0117062,0.0421714,0.0498983,0.0360933,0.0181929,0.0352573,0.0341738,0.0274971,0.0307866,0.0585201,0.0489284,0.00889834,0.0120476,0.0529498,0,0.0224269,0.0345118,0.0403675,0,0,0.0240096,0,0,0.0248959,0.0600812,0.0295262,0.0172606,0.0304237,0.0377265,0.0322986,0.0546844,0.0863876,0.0830972,0.136907,0.0677751,0.0488241,0.0398689,0.0592677,0.0187871,0.0480411,0.00569395,0.012556,0.0579874,0,0,0,0
107,0,0,0,0,0,0,0.0193058,0,0,0,0.036213,0,0.0294742,0.0411752,0,0,0.019331,0,0,0.0401282,0.0314721,0.0518024,0.0185763,0.024594,0.0416326,0.0117784,0.0427495,0.0503573,0.0357962,0.0183314,0.0359086,0.0344372,0.028307,0.031548,0.0599307,0.0489085,0.00884167,0.0121259,0.0534525,0,0.0226404,0.0349992,0.0402885,0,0,0.0238982,0,0,0.0248843,0.0600606,0.0296862,0.0174955,0.0304573,0.0377013,0.0321918,0.0545379,0.0864104,0.0831562,0.136986,0.067665,0.048932,0.0401751,0.0591549,0.0191757,0.0480637,0.00578356,0.0124018,0.0578129,0,0,0,0
108,0,0,0,0,0,0,0.0197976,0,0,0,0.0347593,0,0.0328214,0.0403824,0,0,0.0186757,0,0,0.040342,0.033029,0.0531457,0.0187481,0.0250762,0.0416023,0.0126885,0.0439862,0.0531435,0.0368425,0.0164507,0.0351862,0.0330449,0.0275713,0.0312965,0.052631,0.0489892,0.00864068,0.0122942,0.0475038,0,0.0188604,0.0355186,0.0393745,0,0,0.0243032,0,0,0.0245871,0.0598636,0.0303714,0.016406,0.033101,0.036715,0.031682,0.0528763,0.0881272,0.0821666,0.135032,0.0696235,0.0517878,0.0426187,0.0602924,0.0117871,0.047842,0.00550356,0.0127231,0.0576838,0,0,0,0
109,0,0,0,0,0,0,0.0199267,0,0,0,0.0345004,0,0.0322926,0.0404279,0,0,0.0186422,0,0,0.0403349,0.0340264,0.0521616,0.0190459,0.0255201,0.0417338,0.0126938,0.0443773,0.0537546,0.0368266,0.0164004,0.0361346,0.0339081,0.028338,0.0320148,0.052314,0.0488959,0.00860898,0.0125199,0.0476107,0,0.019096,0.0359575,0.0393208,0,0,0.0242345,0,0,0.024663,0.059917,0.0304762,0.0166812,0.0331878,0.0367483,0.0315053,0.0528253,0.0881909,0.0822315,0.134717,0.0695255,0.0517988,0.0426532,0.0602223,0.0118927,0.0478941,0.00551214,0.0126639,0.0575503,0,0,0,0
110,0,0,0,0,0,0,0.0196389,0,0,0,0.0356744,0,0.0279876,0.0412765,0,0,0.019216,0,0,0.0401856,0.0342066,0.04941,0.0194389,0.0255134,0.0420194,0.0117611,0.0434843,0.0517139,0.0357298,0.0181156,0.0384081,0.0365907,0.0304962,0.0336953,0.0588369,0.0486647,0.00860208,0.0126804,0.054214,0,0.0233721,0.0363497,0.0401304,0,0,0.0237151,0,0,0.024953,0.0601419,0.0299195,0.0183824,0.0307902,0.0377998,0.0317093,0.0541605,0.0864503,0.0833159,0.136161,0.0674053,0.0489961,0.0404276,0.0590013,0.0198676,0.0481819,0.00582379,0.0122073,0.0574148,0,0,0,0
111,0,0,0,0,0,0,0.0197428,0,0,0,0.0350314,0,0.0274482,0.0411199,0,0,0.0193269,0,0,0.0401285,0.0350052,0.047799,0.0198924,0.0258159,0.0420456,0.0117438,0.0433744,0.0519235,0.0358452,0.0182177,0.0389852,0.0373922,0.0309552,0.0341151,0.0558473,0.0485768,0.00865448,0.0125083,0.0548133,0,0.023596,0.0365859,0.0401362,0,0,0.0237019,0,0,0.0249298,0.0603959,0.0300403,0.0187255,0.0310173,0.037939,0.0315985,0.0539181,0.0864398,0.0832632,0.136204,0.067391,0.049039,0.0406526,0.0590753,0.0201595,0.0482649,0.00579408,0.0122768,0.0573528,0,0,0,0
112,0,0,0,0,0,0,0.019809,0,0,0,0.0343276,0,0.0272222,0.0408314,0,0,0.0195691,0,0,0.0401514,0.035528,0.0461053,0.0203479,0.0260314,0.04201,0.0116395,0.043241,0.0518323,0.0358307,0.0187898,0.0391872,0.0378496,0.0311638,0.034465,0.0513736,0.0484922,0.00872042,0.0123137,0.055587,0,0.0238658,0.036553,0.0401879,0,0,0.0236432,0,0,0.024898,0.060865,0.030198,0.0191661,0.0313167,0.0381901,0.0315069,0.0537924,0.0864411,0.0831206,0.13621,0.0674736,0.0491827,0.0409307,0.059188,0.0208255,0.0483136,0.00577909,0.0123048,0.0573551,0,0,0,0
113,0,0,0,0,0,0,0.0201504,0,0,0,0.0342003,0,0.0270293,0.040514,0,0,0.0195647,0,0,0.040192,0.0357444,0.0444788,0.0209161,0.0258277,0.0421889,0.0116431,0.0430751,0.0515159,0.0357519,0.0198454,0.0392511,0.0379024,0.0309964,0.0347479,0.0457317,0.0484223,0.0086814,0.0123301,0.0563391,0,0.0241559,0.0361512,0.0402134,0,0,0.0189986,0,0,0.0164011,0.0614781,0.0303536,0.0194621,0.0316368,0.0386167,0.0309355,0.0537477,0.0864705,0.0830069,0.136026,0.0676117,0.0493317,0.0411326,0.0592206,0.0215319,0.0488985,0.00463561,0,0.0574707,0,0,0,0
114,0,0,0,0,0,0,0.0203057,0,0,0,0.0353517,0,0.0266423,0.0401639,0,0,0.0192724,0,0,0.0401064,0.0358252,0.0432141,0.0213852,0.025236,0.0420626,0.0113438,0.0428626,0.0507595,0.0356122,0.0213576,0.0394737,0.0379728,0.0308382,0.0350014,0.0393559,0.0486095,0.00867559,0.012473,0.0570486,0,0.0243582,0.0353926,0.0402565,0,0,0.0189554,0,0,0.0164236,0.0621586,0.030383,0.0197887,0.0318971,0.038926,0.0308755,0.0535975,0.0866236,0.0828986,0.135813,0.0677824,0.0494523,0.0413229,0.0593143,0.022061,0.0488697,0.00470698,0,0.0574218,0,0,0,0
115,0,0,0,0,0,0,0.0202244,0,0,0,0.0376214,0,0.0267034,0.0401916,0,0,0.0191602,0,0,0.0400324,0.0355376,0.0420345,0.0222759,0.0249956,0.0418218,0.0108388,0.0426071,0.0496426,0.035522,0.0229364,0.0400097,0.038097,0.0308945,0.0353438,0.0330252,0.0489279,0.00866818,0.0125874,0.0582457,0,0.0246222,0.0343888,0.0403212,0,0,0.023399,0,0,0.0247904,0.0631125,0.0302925,0.0203762,0.0322435,0.0391896,0.0312442,0.0537054,0.0867716,0.0828312,0.135456,0.0680818,0.0496208,0.0415247,0.0595156,0.0230642,0.0483576,0.00574017,0.0121315,0.0572376,0,0,0,0
116,0,0,0,0,0,0,0.0203868,0,0,0,0.0411653,0,0.0265101,0.0401739,0,0,0.0191781,0,0,0.0400646,0.0354864,0.0409897,0.0229508,0.0248923,0.0418168,0.010541,0.0421592,0.0483903,0.0357575,0.0244208,0.0405312,0.0381602,0.0310694,0.0354582,0.0273001,0.0490838,0.00863351,0.012658,0.0589263,0,0.0248101,0.0333608,0.040473,0,0,0.0234428,0,0,0.0248445,0.0638717,0.0303146,0.0206864,0.0324954,0.0393848,0.0312253,0.053623,0.0867485,0.0828203,0.135301,0.0684052,0.0498095,0.0415704,0.0597703,0.0235025,0.0483703,0.00577179,0.0120913,0.0570821,0,0,0,0
117,0,0,0,0,0,0,0.0205522,0,0,0,0.0442016,0,0.0262154,0.0399128,0,0,0.0192442,0,0,0.040111,0.0352183,0.0401327,0.0237876,0.0253551,0.0420179,0.0103941,0.0415246,0.0470562,0.0361846,0.0252697,0.0410212,0.0380694,0.031139,0.0351705,0.0228674,0.0492262,0.0086331,0.0126374,0.0598649,0,0.0250184,0.0324308,0.040605,0,0,0.023522,0,0,0.0248889,0.0646716,0.030449,0.0210362,0.03281,0.0394631,0.0311482,0.0535571,0.0867221,0.0826749,0.135124,0.0687184,0.0499776,0.0413808,0.0599513,0.0242247,0.0483849,0.00575821,0.0121051,0.0569195,0,0,0,0
118,0,0,0,0,0,0,0.0207502,0,0,0,0.0460682,0,0.0260321,0.0397804,0,0,0.01932,0,0,0.0401556,0.034837,0.0391286,0.0244677,0.0259544,0.0423033,0.0102433,0.0408848,0.0458667,0.0365341,0.025359,0.0412749,0.0380206,0.031064,0.0348604,0.0201437,0.049416,0.0086487,0.0125869,0.0608001,0,0.0252882,0.0317529,0.0406903,0,0,0.0235917,0,0,0.0249177,0.0652861,0.0308343,0.0213407,0.032983,0.0393356,0.0310921,0.0535946,0.0867329,0.0823225,0.13485,0.0688937,0.0499267,0.0415402,0.0599405,0.0249362,0.0484738,0.00572026,0.0121167,0.0567701,0,0,0,0
119,0,0,0,0,0,0,0.0209725,0,0,0,0.0467724,0,0.0260834,0.0396189,0,0,0.0193579,0,0,0.0402497,0.0344383,0.0386531,0.0249638,0.0265797,0.0425692,0.010097,0.0404194,0.0449327,0.0365882,0.0250462,0.0413586,0.0380353,0.0309713,0.0347432,0.0189517,0.0495719,0.00858343,0.0126672,0.0614375,0,0.0254995,0.0313626,0.0407286,0,0,0.0235858,0,0,0.0249258,0.0657323,0.0313317,0.0216062,0.0330674,0.0391346,0.0310289,0.0535956,0.0867021,0.0820724,0.134601,0.06902,0.0495415,0.0414996,0.0598572,0.0252953,0.0485705,0.00568354,0.0121189,0.0566717,0,0,0,0
120,0,0,0,0,0,0,0.0211161,0,0,0,0.0480443,0,0.0247057,0.0394165,0,0,0.0193566,0,0,0.0404018,0.0342203,0.040309,0.0252351,0.0270946,0.0427331,0.0100323,0.0401473,0.0443014,0.0363197,0.0247779,0.0413201,0.0384073,0.0299354,0.0338996,0.0182541,0.0496585,0.00843719,0.012912,0.0617688,0,0.0256357,0.0312717,0.0406965,0,0,0.0234698,0,0,0.0249191,0.0660419,0.0319269,0.0218462,0.0329347,0.0389451,0.0309384,0.0535576,0.0866461,0.0818507,0.134615,0.0690444,0.0491609,0.0410781,0.0597093,0.025522,0.0486747,0.00566512,0.0121227,0.0566707,0,0,0,0
121,0,0,0,0,0,0,0.0211142,0,0,0,0.0465082,0,0.0260178,0.0391559,0,0,0.0193582,0,0,0.0403589,0.0342177,0.0397477,0.0253574,0.0274507,0.0428938,0.0100857,0.040015,0.0440288,0.035808,0.0246609,0.0411371,0.037952,0.0303952,0.0347769,0.0196722,0.0496673,0.00844174,0.0127877,0.0617889,0,0.0256696,0.0313448,0.0405898,0,0,0.0233174,0,0,0.0249018,0.0662149,0.0325419,0.0221112,0.0324895,0.0386767,0.0308707,0.0534092,0.0867676,0.0818157,0.134781,0.0688602,0.0488389,0.0408939,0.0593665,0.0256002,0.0487071,0.00568554,0.0121377,0.056741,0,0,0,0
