Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73
122,0,0,0,0,0,0,0.0210064,0,0,0,0.0455083,0,0.0265648,0.0387815,0,0,0.0193344,0,0,0.0402338,0.0342864,0.0393981,0.0253759,0.0276262,0.0430358,0.0103578,0.0400495,0.044242,0.0352233,0.0243978,0.0406476,0.0375011,0.0304615,0.0347915,0.0211907,0.0495174,0.00844666,0.0125589,0.0612309,0,0.0254664,0.0314354,0.040441,0,0,0.0232556,0,0,0.0248925,0.0662538,0.033464,0.0224163,0.0318038,0.0383862,0.03081,0.0534444,0.086857,0.0820136,0.134817,0.0686031,0.0485232,0.0405241,0.0588731,0.0251275,0.0486888,0.00576753,0.0121498,0.0568391,0,0,0,0
123,0,0,0,0,0,0,0.0208725,0,0,0,0.04475,0,0.0266828,0.0382784,0,0,0.0192982,0,0,0.0402016,0.0340182,0.0383829,0.0254724,0.027612,0.0431616,0.010663,0.0403199,0.044882,0.0346711,0.0236108,0.0399524,0.0368604,0.0305498,0.0348017,0.0222063,0.049179,0.00849324,0.012352,0.0604651,0,0.0252658,0.0314617,0.0402575,0,0,0.0233007,0,0,0.0249033,0.066155,0.0345119,0.0227035,0.0309133,0.0381198,0.030754,0.0534421,0.0870184,0.0824644,0.134971,0.0683675,0.0480463,0.0399429,0.0583629,0.0240811,0.048638,0.00581085,0.0122077,0.056896,0,0,0,0
124,0,0,0,0,0,0,0.0208218,0,0,0,0.0430879,0,0.0265656,0.0377484,0,0,0.0190597,0,0,0.0404113,0.033077,0.0363755,0.0257979,0.0275579,0.0433717,0.0109651,0.0407507,0.0455554,0.0341854,0.0223032,0.0393476,0.0360721,0.0308917,0.0353445,0.0223807,0.0487318,0.00856009,0.0126848,0.0594668,0,0.0252878,0.0313057,0.0400602,0,0,0.0233959,0,0,0.0249183,0.0660786,0.0354599,0.0229991,0.0298899,0.0379393,0.0305469,0.0532846,0.0872721,0.0829602,0.135284,0.0680438,0.0475963,0.0392476,0.0578881,0.0227021,0.048597,0.00581841,0.0122458,0.0568878,0,0,0,0
125,0,0,0,0,0,0,0.0209577,0,0,0,0.0405445,0,0.0252152,0.0373921,0,0,0.0188583,0,0,0.0406296,0.0317889,0.0329871,0.0263835,0.0273662,0.0437403,0.0112387,0.0410067,0.046003,0.0338737,0.0211257,0.0389549,0.035796,0.0309791,0.03544,0.0224159,0.0483865,0.00845892,0.0131358,0.0581824,0,0.0255347,0.0308217,0.0398493,0,0,0.0234213,0,0,0.0250197,0.0662063,0.0363794,0.0233869,0.0288855,0.0377318,0.030077,0.0534736,0.0874362,0.0833511,0.135639,0.0677202,0.0472864,0.0385243,0.0574483,0.0209797,0.0487207,0.0058082,0.0122672,0.0568249,0,0,0,0
126,0,0,0,0,0,0,0.0211639,0,0,0,0.0374412,0,0.0234841,0.037637,0,0,0.0187901,0,0,0.0406427,0.0309979,0.0298814,0.0268246,0.026881,0.0441851,0.0115808,0.0404865,0.0458837,0.0338086,0.0208566,0.0389875,0.0364376,0.0299756,0.0342623,0.0228815,0.0481888,0.00851557,0.0130214,0.0567735,0,0.0256126,0.0299629,0.039538,0,0,0.0232625,0,0,0.0251842,0.066503,0.0372465,0.0238654,0.027977,0.0373732,0.0294354,0.0538582,0.0875765,0.083578,0.136027,0.0674486,0.0472104,0.0378099,0.0570395,0.0191146,0.0491086,0.00576687,0.0123603,0.0568226,0,0,0,0
127,0,0,0,0,0,0,0.021264,0,0,0,0.0344648,0,0.0233355,0.0384141,0,0,0.0187969,0,0,0.0406136,0.0310069,0.0283695,0.0269422,0.026465,0.0445791,0.0119361,0.0390147,0.0450778,0.0342598,0.0216833,0.039072,0.0372198,0.0282781,0.0323817,0.0239749,0.0480895,0.00854023,0.0129038,0.0550701,0,0.0258021,0.0288846,0.0392031,0,0,0.0229995,0,0,0.0253156,0.0668743,0.0382109,0.0243978,0.0273456,0.0369404,0.0287351,0.0542598,0.0877816,0.0835891,0.13635,0.0673257,0.0472608,0.0372744,0.056899,0.0170816,0.0495474,0.00567012,0.0125,0.0570101,0,0,0,0
128,0,0,0,0,0,0,0.0214155,0,0,0,0.0334485,0,0.0247584,0.0382971,0,0,0.0187947,0,0,0.0406666,0.0312773,0.0281354,0.0269501,0.0263774,0.0449178,0.0124048,0.0371204,0.0440798,0.0352094,0.0231595,0.0387213,0.0374361,0.0269137,0.0314431,0.0252612,0.0478494,0.00849187,0.0129194,0.0532351,0,0.0259747,0.0277956,0.0389768,0,0,0.0180146,0,0,0.0168123,0.0673274,0.0394,0.0249498,0.0269158,0.0366389,0.0278929,0.0547139,0.0881919,0.0839753,0.136669,0.0673045,0.0472898,0.036833,0.0570383,0.0153613,0.0502282,0.00463701,0,0.0575113,0,0,0,0
129,0,0,0,0,0,0,0.0214534,0,0,0,0.0330215,0,0.026,0,0,0,0.0190701,0,0,0.0405094,0.0273184,0.0282943,0.0291549,0.0263259,0.0461882,0.0101377,0.034164,0.0433784,0.0366055,0.0233166,0.0374815,0.0362132,0.0255869,0.0311693,0.0261703,0.0496269,0.00837848,0.0128981,0.0540898,0,0.0268117,0.0270197,0.0395286,0,0,0.0173745,0,0,0.0167426,0.0701721,0.0407586,0.0262413,0.0218423,0.0400767,0.0275437,0,0.0881591,0.088724,0.140967,0.0640548,0.0446349,0.0347836,0.0545374,0.018867,0.0510015,0.00486365,0,0.0574601,0,0,0,0
130,0,0,0,0,0,0,0.0210655,0,0,0,0.0332128,0,0.0264889,0.0408981,0,0,0.018756,0,0,0.0407149,0.0309273,0.0289108,0.0260737,0.0268527,0.0447394,0.0127285,0.0360569,0.0425158,0.0348851,0.0251754,0.0379703,0.0369151,0.0262822,0.0323384,0.0265839,0.0478094,0.0086312,0.0128342,0.0496935,0,0.0267277,0.0258512,0.0387289,0,0,0.0175157,0,0,0.016888,0.0682227,0.0428742,0.0262254,0.0269026,0.0360478,0.0274991,0.0550125,0.0889209,0.0848968,0.137657,0.0679627,0.0476671,0.0354092,0.0577521,0.0164637,0.0508191,0.00499053,0,0.0583571,0,0,0,0
131,0,0,0,0,0,0,0.0202695,0,0,0,0.0336334,0,0.0269091,0.0399838,0,0,0.0186591,0,0,0.0408715,0.0307984,0.0303948,0.0254688,0.0272606,0.0448996,0.0142983,0.0371268,0.0423058,0.0332578,0.025201,0.037829,0.036739,0.0265409,0.0328767,0.0271428,0.0466205,0.00882393,0.012721,0.0557198,0,0.0302304,0.0238114,0.0384649,0,0,0.0179599,0,0,0.0169568,0.068399,0.0482026,0.0290035,0.0296073,0.0354184,0.0282301,0.0547626,0.0883281,0.0861532,0.137775,0.0675162,0.0439381,0.0312848,0.056912,0.021414,0.0502183,0.0050598,0,0.0597202,0,0,0,0
132,0,0,0,0,0,0,0.0197749,0,0,0,0.0345475,0,0.0275925,0.0389691,0,0,0.0187235,0,0,0.040896,0.0310626,0.0322061,0.0249714,0.027534,0.0445464,0.0148765,0.0376974,0.0421754,0.0323304,0.0251842,0.0374453,0.0363625,0.0264199,0.0329726,0.0267731,0.0460992,0.00895399,0.0124506,0.0536248,0,0.0305116,0.0236747,0.0384023,0,0,0.0182812,0,0,0.0169162,0.0685793,0.0488557,0.0295361,0.029882,0.0356195,0.0287481,0.0553629,0.0890056,0.0871471,0.138486,0.0669774,0.0433164,0.0299941,0.0566077,0.0240203,0.0497715,0.00507624,0,0.0604286,0,0,0,0
133,0,0,0,0,0,0,0.0192465,0,0,0,0.0347742,0,0.028264,0.0375317,0,0,0.0189734,0,0,0.0409638,0.0318427,0.0335878,0.0248973,0.0276353,0.0438455,0.0158992,0.0375879,0.0417121,0.0321653,0.0251162,0.0369114,0.0359022,0.0259219,0.0324145,0.0266472,0.0452231,0.00908124,0.0119822,0.0504182,0,0.0306932,0.0237935,0.0384178,0,0,0.0191102,0,0,0.0169206,0.0686772,0.0486938,0.0297793,0.0296065,0.0359111,0.0296521,0.0563755,0.0900222,0.0882286,0.139148,0.0660791,0.0425534,0.0286533,0.0563775,0.0279811,0.0490093,0.00504481,0,0.0610409,0,0,0,0
134,0,0,0,0,0,0,0.018698,0,0,0,0.0344484,0,0.0285658,0.0373992,0,0,0.0191608,0,0,0.0411629,0.0326223,0.0340787,0.0250655,0.027532,0.043262,0.0171276,0.0369727,0.0410161,0.032549,0.0250069,0.0363902,0.0354163,0.025344,0.0315616,0.0267503,0.0440485,0.00918339,0.0119458,0.0468193,0,0.0300839,0.0236554,0.0385359,0,0,0.020277,0,0,0.0170277,0.0687796,0.0478288,0.0294057,0.02922,0.0363677,0.0308677,0.0570526,0.0909803,0.0892503,0.139755,0.0655211,0.0419169,0.0276537,0.0566908,0.0324328,0.047866,0.00515868,0,0.0615294,0,0,0,0
135,0,0,0,0,0,0,0.0182266,0,0,0,0.0339433,0,0.0284528,0.0365033,0,0,0.0192805,0,0,0.0414081,0.0322742,0.0335744,0.0256743,0.0271088,0.0427876,0.0184893,0.0358195,0.0403449,0.0333823,0.0244738,0.0358969,0.0349986,0.0248548,0.0306985,0.0266424,0.0427834,0.00927785,0.0122213,0.0442679,0,0.0284646,0.0235486,0.0386468,0,0,0.021548,0,0,0.0172302,0.0688682,0.0469119,0.0287107,0.0288321,0.0368094,0.0322327,0.0580374,0.0917559,0.0901732,0.140542,0.0655766,0.0416454,0.0270348,0.0576149,0.0372191,0.046583,0.00537896,0,0.0619051,0,0,0,0
136,0,0,0,0,0,0,0.0178937,0,0,0,0.0334373,0,0.0280871,0.0346639,0,0,0.0195721,0,0,0.0415497,0.0305964,0.0325745,0.0265979,0.0265845,0.0424644,0.019903,0.0345013,0.040062,0.0343607,0.0236402,0.035648,0.0347508,0.0246291,0.0299948,0.0265356,0.0415469,0.00941686,0.0122379,0.0423986,0,0.0264617,0.0235289,0.0387873,0,0,0.0226844,0,0,0.0174181,0.0689286,0.0460418,0.0278001,0.0286351,0.0372227,0.0336251,0.0592557,0.0924172,0.0907635,0.141434,0.0659442,0.0418703,0.0268815,0.0587526,0.0426203,0.0454725,0.00567313,0,0.0623089,0,0,0,0
137,0,0,0,0,0,0,0.0177234,0,0,0,0.0327055,0,0.0277743,0.0330869,0,0,0.0198178,0,0,0.0416316,0.028094,0.0315749,0.0275934,0.0262645,0.0423148,0.021233,0.0334026,0.0399286,0.0350518,0.0229618,0.0356413,0.0346536,0.0245638,0.0295641,0.026874,0.040577,0.00955902,0.0123439,0.0393714,0,0.0247993,0.0235,0.038881,0,0,0.0234475,0,0,0.0175294,0.0688383,0.0452907,0.0268384,0.0290707,0.0375913,0.0347562,0.060299,0.0934345,0.0915351,0.142029,0.066022,0.0420661,0.0267725,0.0597172,0.048987,0.0446761,0.00577219,0,0.0627234,0,0,0,0
138,0,0,0,0,0,0,0.0176767,0,0,0,0.0318335,0,0.0276805,0.0323116,0,0,0.0202202,0,0,0.041633,0.0255126,0.0311916,0.0283343,0.0263485,0.0423384,0.0224504,0.0325527,0.0396712,0.0352692,0.0227308,0.0356186,0.0346106,0.0244098,0.0292204,0.0276799,0.0399155,0.00959704,0.0121536,0.0366252,0,0.023417,0.0234642,0.038927,0,0,0.023831,0,0,0.0176222,0.0686354,0.0444732,0.0259876,0.0297938,0.0380485,0.0354748,0.0610698,0.0941655,0.0925238,0.142383,0.0659513,0.0421849,0.0267315,0.0602757,0.0566668,0.0442394,0.005692,0,0.0632444,0,0,0,0
139,0,0,0,0,0,0,0.0176208,0,0,0,0.03083,0,0.0277829,0.0327381,0,0,0.0206099,0,0,0.0416394,0.023677,0.0312706,0.0286449,0.0267288,0.0424118,0.0234161,0.0319817,0.039316,0.0351152,0.0229501,0.0355595,0.0346961,0.0241236,0.0289284,0.0289138,0.0394392,0.00968849,0.0119774,0.035231,0,0.0212441,0.0234063,0.0389402,0,0,0.0240406,0,0,0.0177134,0.0683827,0.0448658,0.0252727,0.0299106,0.0386818,0.0359131,0.0616284,0.0943807,0.0930782,0.142879,0.0659083,0.0423659,0.0270988,0.0606853,0.0653177,0.0439883,0.00550186,0,0.0639274,0,0,0,0
140,0,0,0,0,0,0,0.0175419,0,0,0,0.0298974,0,0.0279656,0.0335676,0,0,0.0209294,0,0,0.0416952,0.0227693,0.031568,0.0285971,0.0271598,0.0423156,0.0242834,0.0316108,0.0389945,0.0348654,0.0233301,0.0355189,0.0347362,0.0237596,0.0287722,0.0301853,0.0391564,0.00983782,0.0118585,0.0352043,0,0.019242,0.0234275,0.0389748,0,0,0.0241631,0,0,0.0178116,0.0681564,0.0465666,0.0246233,0.0295627,0.0395676,0.0361207,0.0621078,0.0945687,0.0933811,0.143533,0.0657894,0.0426277,0.0274843,0.0608783,0.0713951,0.0439003,0.00533068,0,0.0646361,0,0,0,0
141,0,0,0,0,0,0,0.0176638,0,0,0,0.0296566,0,0.0282068,0.0335391,0,0,0.0210741,0,0,0.0417064,0.0236966,0.0315528,0.027531,0.0275852,0.0418499,0.0247749,0.0317315,0.0385516,0.0344216,0.0241127,0.0357112,0.03507,0.0235664,0.0289221,0.030222,0.0393723,0.00995585,0.0117369,0.0463502,0,0.0213627,0.0247181,0.0387575,0,0,0.0238134,0,0,0.0177692,0.0664881,0.0468263,0.0230004,0.0318576,0.0398416,0.0355329,0.0617395,0.0959209,0.0931686,0.142484,0.0628834,0.0428955,0.0251278,0.0561331,0,0.0443576,0.00526918,0,0.0648033,0,0,0,0
142,0,0,0,0,0,0,0.0174309,0,0,0,0.0290065,0,0.0284052,0.0355913,0,0,0.0213223,0,0,0.0418429,0.0223636,0.0321898,0.0282384,0.0276413,0.0412592,0.0254661,0.0312308,0.0387406,0.0345164,0.0238944,0.0355411,0.0349662,0.0232503,0.0287773,0.031454,0.0391842,0.00998826,0.0117087,0.0358873,0,0.0199673,0.0237055,0.039062,0,0,0.024073,0,0,0.0177542,0.0677236,0.0497642,0.023239,0.0304521,0.0408526,0.0359199,0.0623691,0.0950987,0.0942034,0.143965,0.0650749,0.0421113,0.0267889,0.0605139,0.0709058,0.0442019,0.00517877,0,0.0658561,0,0,0,0
143,0,0,0,0,0,0,0.0174544,0,0,0,0.0287687,0,0.0286226,0.0373099,0,0,0.0214027,0,0,0.0418569,0.0222577,0.0329549,0.0281697,0.0278209,0.0404728,0.0257801,0.0312213,0.0386322,0.0342533,0.0239484,0.0355982,0.0349419,0.0232348,0.0290455,0.0309408,0.039249,0.0100244,0.0116669,0.0351021,0,0.0201864,0.0237827,0.0391282,0,0,0.0239095,0,0,0.0175897,0.0677384,0.0504894,0.0226656,0.0313504,0.0409132,0.035805,0.0625537,0.0955905,0.0949063,0.14395,0.0653501,0.0420527,0.0270322,0.0610691,0.068415,0.0442795,0.00514976,0,0.0662149,0,0,0,0
144,0,0,0,0,0,0,0.0174829,0,0,0,0.028946,0,0.0287503,0.0387782,0,0,0.021327,0,0,0.0418543,0.0220672,0.0334757,0.028097,0.0279406,0.0398838,0.0259855,0.0311305,0.0384237,0.0340607,0.0240759,0.0355444,0.0347384,0.0232636,0.0292264,0.0297803,0.0392876,0.0100429,0.0116637,0.034251,0,0.0202703,0.0236676,0.0391742,0,0,0.0236424,0,0,0.0173999,0.0677446,0.050778,0.022069,0.0320219,0.040847,0.035729,0.0630011,0.096324,0.095037,0.144188,0.0658061,0.0423757,0.0278653,0.062094,0.0655292,0.0442345,0.00509267,0,0.0663897,0,0,0,0
145,0,0,0,0,0,0,0.0175203,0,0,0,0.0295072,0,0.0288257,0.0399095,0,0,0.0212218,0,0,0.0417835,0.0217062,0.0337493,0.0280439,0.028024,0.0395139,0.0261833,0.0308815,0.0381802,0.0340068,0.0243118,0.035406,0.0344473,0.0232679,0.0293473,0.0283805,0.0392496,0.010031,0.0116628,0.0337902,0,0.0207187,0.0232998,0.0391679,0,0,0.0234331,0,0,0.0172115,0.0677067,0.0510395,0.0215226,0.0321655,0.0408522,0.0357746,0.0630758,0.0968466,0.0949718,0.144225,0.0665631,0.043033,0.0290461,0.0632652,0.063346,0.0441605,0.00507024,0,0.0663077,0,0,0,0
146,0,0,0,0,0,0,0.017548,0,0,0,0.0301834,0,0.0288637,0.0407465,0,0,0.02119,0,0,0.0416901,0.0212368,0.0340069,0.0279885,0.0280421,0.0392927,0.0260992,0.0304639,0.0379743,0.0341343,0.0246252,0.0352739,0.0341777,0.0232265,0.0293892,0.0270253,0.0391061,0.0100328,0.0116565,0.0341184,0,0.0213378,0.0228253,0.0391396,0,0,0.0233905,0,0,0.0170373,0.067544,0.0511439,0.0209499,0.0324987,0.0409218,0.0359961,0.0630119,0.0973578,0.0950315,0.144046,0.0674444,0.0438026,0.0302392,0.0643116,0.0608792,0.0439763,0.0050828,0,0.0661211,0,0,0,0
147,0,0,0,0,0,0,0.017565,0,0,0,0.0307383,0,0.0289537,0.0414088,0,0,0.0212209,0,0,0.0416271,0.0207192,0.0342678,0.0279316,0.0279945,0.0391527,0.0260302,0.0299102,0.0376738,0.0344242,0.0247235,0.0351787,0.033868,0.0231778,0.0293479,0.0258666,0.0388463,0.0100595,0.0116771,0.0347436,0,0.021807,0.0223501,0.0390858,0,0,0.0235231,0,0,0.0169031,0.0671835,0.0513257,0.0202273,0.033223,0.0410036,0.0363535,0.0629499,0.0977242,0.0952131,0.143741,0.0677354,0.0440613,0.0309065,0.0649821,0.0579296,0.043692,0.00510603,0,0.0659282,0,0,0,0
148,0,0,0,0,0,0,0.0175322,0,0,0,0.0310711,0,0.0291068,0.0420656,0,0,0.0212305,0,0,0.041628,0.0201982,0.0343455,0.0278741,0.0278698,0.0390294,0.025993,0.0292456,0.0373753,0.0348183,0.0244959,0.0350638,0.0335725,0.0230871,0.0293026,0.0248215,0.038505,0.0101404,0.0117471,0.0355024,0,0.0219138,0.0219955,0.0390378,0,0,0.023786,0,0,0.0169085,0.0666289,0.051515,0.0193917,0.0334387,0.0411772,0.0368038,0.0629902,0.0977719,0.0950813,0.144082,0.0676785,0.0434648,0.0311454,0.0649647,0.0549209,0.043502,0.00510784,0,0.0658394,0,0,0,0
149,0,0,0,0,0,0,0.01748,0,0,0,0.0312465,0,0.0292152,0.0426572,0,0,0.0212183,0,0,0.0415957,0.0197023,0.0342907,0.0278381,0.0276349,0.0388514,0.0259413,0.0285264,0.037205,0.0353187,0.024021,0.034945,0.0333407,0.0229537,0.0292493,0.0239981,0.0381834,0.0102129,0.0118227,0.0363682,0,0.02204,0.0218568,0.0390078,0,0,0.0240608,0,0,0.0170273,0.0659917,0.0516035,0.0186129,0.032834,0.0415222,0.0372768,0.0630039,0.0973684,0.0947788,0.144674,0.0674953,0.0432044,0.0312775,0.0648451,0.0524338,0.043337,0.00509296,0,0.0657131,0,0,0,0
150,0,0,0,0,0,0,0.0174368,0,0,0,0.0312795,0,0.0292125,0.0430464,0,0,0.0212419,0,0,0.0414515,0.019249,0.034482,0.0278512,0.0273607,0.0386473,0.0259384,0.0278408,0.0370849,0.0358538,0.0239391,0.0348134,0.0332054,0.0228002,0.029183,0.0237302,0.0379479,0.0102452,0.0118342,0.0372763,0,0.0223796,0.0220351,0.0389982,0,0,0.0243917,0,0,0.0171908,0.0655162,0.0516864,0.0179625,0.032141,0.0419503,0.0376985,0.0631309,0.0966872,0.0948756,0.145201,0.0676875,0.0433237,0.0314508,0.0648728,0.0502285,0.043224,0.00510546,0,0.0655271,0,0,0,0
151,0,0,0,0,0,0,0.0174079,0,0,0,0.0313013,0,0.0290685,0.0430726,0,0,0.0212507,0,0,0.041391,0.0188697,0.0345382,0.0278408,0.0270954,0.038425,0.0260074,0.0272111,0.0370179,0.0363793,0.0234664,0.034701,0.0329708,0.0226321,0.0290751,0.0235976,0.0378699,0.0102563,0.0118452,0.0379335,0,0.0228947,0.0225622,0.0390425,0,0,0.024647,0,0,0.0172523,0.0651019,0.0516561,0.0174325,0.0319241,0.0424629,0.0380141,0.0633648,0.0958503,0.0952223,0.145543,0.0679922,0.0436632,0.0317412,0.0652524,0.04828,0.0430458,0.00511763,0,0.0652946,0,0,0,0
152,0,0,0,0,0,0,0.0173979,0,0,0,0.0312124,0,0.0289891,0.0429386,0,0,0.0211805,0,0,0.0413857,0.0185247,0.0343266,0.0278782,0.0268201,0.0382055,0.0260601,0.0266195,0.0369737,0.0369376,0.0231514,0.0345648,0.0328382,0.0224356,0.0288633,0.0235798,0.0379485,0.0102684,0.0118668,0.0380781,0,0.023223,0.0232863,0.0391446,0,0,0.0248002,0,0,0.0172996,0.0647806,0.0520992,0.0170817,0.0315981,0.0429879,0.0382296,0.0635053,0.0948914,0.0952163,0.145814,0.0688579,0.0442611,0.0323356,0.065842,0.0473594,0.0429831,0.00511488,0,0.0649933,0,0,0,0
153,0,0,0,0,0,0,0.017772,0,0,0,0.0311418,0,0.0289592,0.0424913,0,0,0.0206271,0,0,0.0412185,0.0187148,0.0342117,0.0276168,0.0264937,0.0376008,0.0246881,0.0264378,0.037029,0.0373933,0.0230017,0.0344293,0.0327528,0.022276,0.0286699,0.0235591,0.0390827,0.0101708,0.0118289,0.0381387,0,0.0229218,0.023815,0.039168,0,0,0.0242906,0,0,0.0171951,0.0654297,0.0529763,0.0163482,0.0322324,0.0433038,0.037697,0.0630804,0.0959187,0.0930964,0.143847,0.0703902,0.0487911,0.0348268,0.0659833,0.0548207,0.0437776,0.00499545,0,0.0634903,0,0,0,0
154,0,0,0,0,0,0,0.0179192,0,0,0,0.0311162,0,0.0288052,0.0425289,0,0,0.0205542,0,0,0.0411762,0.0184397,0.034331,0.0275526,0.0263332,0.0373227,0.0246446,0.0259822,0.0370125,0.0377281,0.0229886,0.0344078,0.0327006,0.02221,0.0285934,0.023366,0.0393344,0.0101676,0.0118114,0.0384985,0,0.0229763,0.0246197,0.0392553,0,0,0.0243448,0,0,0.0172108,0.0652823,0.0530507,0.0162775,0.031647,0.043843,0.037739,0.0630341,0.0950027,0.0928524,0.144109,0.0713265,0.0495036,0.0354697,0.06648,0.0551395,0.0441369,0.00492654,0,0.0632301,0,0,0,0
155,0,0,0,0,0,0,0.0180696,0,0,0,0.0311365,0,0.0286716,0.0426536,0,0,0.0205083,0,0,0.0411299,0.018203,0.0346986,0.0274723,0.0262022,0.0370107,0.0246443,0.0255653,0.0369801,0.0380577,0.0230146,0.0344192,0.0326126,0.0221831,0.0286119,0.0231881,0.0395829,0.0101558,0.0117864,0.0387395,0,0.0231262,0.0253601,0.039338,0,0,0.0242262,0,0,0.0171762,0.0652101,0.0528971,0.0163036,0.0310407,0.0443553,0.0376677,0.0629654,0.0940789,0.09264,0.144349,0.0715594,0.0500904,0.0361626,0.0672532,0.0554356,0.0440783,0.00484522,0,0.0629717,0,0,0,0
156,0,0,0,0,0,0,0.0182745,0,0,0,0.0314649,0,0.0286952,0.0428439,0,0,0.020497,0,0,0.0410716,0.01806,0.0349976,0.0273506,0.0261118,0.0366568,0.0246398,0.0252023,0.0369459,0.0382604,0.0230811,0.0344069,0.0324341,0.0221375,0.0286998,0.0229208,0.039837,0.010095,0.011793,0.0389,0,0.0229983,0.0259944,0.0394171,0,0,0.0240688,0,0,0.0171273,0.0651776,0.0527395,0.0163954,0.0301923,0.0448387,0.0375165,0.0629553,0.0931178,0.0923556,0.144641,0.0719084,0.0506814,0.0370437,0.0679193,0.0554108,0.0440754,0.00478245,0,0.0626818,0,0,0,0
157,0,0,0,0,0,0,0.0185439,0,0,0,0.0317423,0,0.0287886,0.0431502,0,0,0.020481,0,0,0.0410188,0.0179856,0.0352055,0.0271937,0.0260195,0.036277,0.0246225,0.024904,0.0368928,0.0384476,0.023131,0.0343896,0.032386,0.0220966,0.0288116,0.0226879,0.0400652,0.010036,0.011809,0.0387922,0,0.022474,0.0265563,0.0394459,0,0,0.0238882,0,0,0.0170535,0.0652218,0.0528543,0.0165285,0.0290087,0.0452424,0.0373108,0.0632096,0.0920089,0.0920668,0.145077,0.0725353,0.0517838,0.0380614,0.0685478,0.0550579,0.0442207,0.00473318,0,0.062417,0,0,0,0
158,0,0,0,0,0,0,0.0187909,0,0,0,0.0317876,0,0.0288056,0.0436052,0,0,0.0203679,0,0,0.0409849,0.017921,0.0354434,0.0270014,0.0259321,0.0359149,0.0246091,0.0246162,0.0368757,0.0386031,0.0231314,0.0343468,0.0324102,0.0220175,0.0288891,0.0224647,0.0401608,0.00999497,0.0118323,0.0387719,0,0.0219014,0.0270648,0.0394159,0,0,0.0236983,0,0,0.0169811,0.065347,0.0530589,0.0167197,0.0275422,0.0455379,0.0370784,0.0633045,0.09076,0.0917475,0.145612,0.0733402,0.0529742,0.0391775,0.0690244,0.0546133,0.04438,0.00471371,0,0.0621569,0,0,0,0
159,0,0,0,0,0,0,0.0189613,0,0,0,0.0318852,0,0.0287851,0.0440892,0,0,0.0201523,0,0,0.0409972,0.0179141,0.0358276,0.0267782,0.025889,0.0356056,0.0245876,0.0243693,0.0369165,0.0386653,0.0230913,0.034338,0.0324356,0.0219526,0.0290039,0.0221573,0.0401198,0.00997003,0.011843,0.0385545,0,0.0217245,0.0275631,0.0393357,0,0,0.0235624,0,0,0.01692,0.0655421,0.0526941,0.0169402,0.0261769,0.0457197,0.0368589,0.0634214,0.0895351,0.0915263,0.146,0.0742299,0.0534072,0.0398631,0.0687339,0.0543764,0.0445931,0.00468782,0,0.0619633,0,0,0,0
160,0,0,0,0,0,0,0.0191068,0,0,0,0.0320951,0,0.0288528,0.0445248,0,0,0.0200935,0,0,0.040996,0.0179579,0.0361818,0.026562,0.0258402,0.0353664,0.0245531,0.0241212,0.0369671,0.0387308,0.0230725,0.0343259,0.0322883,0.0219416,0.0291737,0.0218735,0.040268,0.00996336,0.0118539,0.0381341,0,0.0216792,0.0280822,0.0392292,0,0,0.023471,0,0,0.016844,0.0657978,0.0520218,0.0171187,0.0249014,0.045892,0.0366936,0.0639071,0.0883105,0.0914489,0.146383,0.07455,0.0535426,0.0405208,0.0687631,0.0537166,0.0448752,0.00466529,0,0.0617995,0,0,0,0
161,0,0,0,0,0,0,0.0191584,0,0,0,0.0322802,0,0.0289349,0.0449528,0,0,0.0200328,0,0,0.0409894,0.0180101,0.0364976,0.026377,0.0258088,0.0351742,0.0245365,0.0238489,0.0370136,0.038792,0.0231958,0.0343155,0.0322358,0.0220112,0.0294095,0.0216932,0.0403583,0.00999315,0.0118676,0.0381075,0,0.0214003,0.0285998,0.0391477,0,0,0.023315,0,0,0.0166884,0.0661024,0.0512588,0.0172193,0.0236303,0.0460754,0.0365662,0.0645033,0.0870141,0.0915783,0.146824,0.0744654,0.0536451,0.040982,0.0687555,0.0522126,0.0447964,0.00466795,0,0.0615888,0,0,0,0
162,0,0,0,0,0,0,0.0192443,0,0,0,0.0324834,0,0.0289219,0.0453942,0,0,0.0199481,0,0,0.0409601,0.0181175,0.036716,0.0261981,0.0258059,0.034982,0.0244827,0.023554,0.0370079,0.0388601,0.0232635,0.0343172,0.0322679,0.0220267,0.0295782,0.0214996,0.0404446,0.0100039,0.0119273,0.037896,0,0.0210832,0.0290975,0.039023,0,0,0.0231367,0,0,0.0167334,0.0663539,0.0498482,0.017278,0.0223586,0.0462305,0.0364025,0.0650469,0.0857147,0.0918038,0.14729,0.0746928,0.053856,0.0413054,0.0682539,0.0496574,0.0449358,0.00463152,0,0.0613735,0,0,0,0
