Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,LWRA,x73,RFHD,CLAV
81,0,0,0,0,0,0,0.025959,0,0,0,0.0497061,0,0.0241309,0.0387405,0,0,0.0154017,0,0,0.0424113,0.0327837,0.0346738,0.0198051,0.0185244,0.0389238,0.0214212,0.0301245,0.048354,0.0455878,0.0171501,0.0316561,0.0293708,0.0206692,0.0226345,0.0189225,0.0430575,0.011536,0.0617286,0,0.0225183,0.0397574,0.0436069,0,0,0.026477,0,0.0209142,0.0547114,0.0331169,0.0194157,0.0263942,0.0393757,0.0457505,0.0583665,0.0894302,0.0887437,0.13819,0.0676549,0.0461341,0.0376358,0.0574277,0.0315117,0.0384027,0.00788129,0.0606667,0,0,0,0.011625,0,0,0.0450471
82,0,0,0,0,0,0,0.0260577,0,0,0,0.0509306,0,0.024301,0.0396663,0,0,0.0152865,0,0,0.0422605,0.0328645,0.034588,0.0199957,0.0186397,0.0392548,0.0211813,0.0308174,0.0488717,0.0452936,0.0166987,0.0308607,0.0291295,0.0207771,0.0227859,0.0182951,0.0430427,0.0117893,0.062953,0,0.0227362,0.0404293,0.043519,0,0,0.0263666,0,0.0209471,0.0545701,0.0331879,0.0198337,0.0266112,0.0391452,0.0457056,0.058162,0.0895761,0.0886743,0.138103,0.0677132,0.0462353,0.037854,0.0574572,0.0329876,0.0387185,0.0077989,0.0604225,0,0,0,0.0112276,0,0,0.0448751
83,0,0,0,0,0,0,0.0262142,0,0,0,0.0521197,0,0.0244955,0.0404085,0,0,0.015371,0,0,0.0423385,0.0329943,0.034661,0.0202782,0.0187669,0.0394951,0.0210216,0.0315301,0.0492456,0.0449193,0.0164697,0.0302177,0.0288292,0.0205112,0.0231253,0.0177651,0.0433356,0.0116705,0.06431,0,0.0232543,0.0410871,0.0435353,0,0,0.0261937,0,0.0209865,0.0543545,0.0331785,0.0203105,0.0267186,0.0389267,0.0455212,0.0580167,0.0895724,0.0885721,0.137967,0.067841,0.0464192,0.0380075,0.0575786,0.0345265,0.0391134,0.00770157,0.0601858,0,0,0,0.0113035,0,0,0.0446464
84,0,0,0,0,0,0,0.0263826,0,0,0,0.0532247,0,0.0243886,0.0409389,0,0,0.0154993,0,0,0.0424471,0.0331698,0.0353651,0.0206949,0.0191502,0.0397464,0.0209039,0.0325377,0.0494753,0.0444692,0.0163452,0.0297349,0.0287774,0.0207235,0.023554,0.017312,0.0437966,0.0114185,0.0656818,0,0.0239771,0.0417593,0.0436111,0,0,0.0260594,0,0.0209943,0.0540664,0.033333,0.0208123,0.026927,0.0386835,0.0452795,0.0578578,0.089565,0.0884539,0.137792,0.0679324,0.0465363,0.0381458,0.0577108,0.0360613,0.0395405,0.0076134,0.0600305,0,0,0,0.0115389,0,0,0.044401
85,0,0,0,0,0,0,0.0265394,0,0,0,0.0537661,0,0.0244189,0.0413379,0,0,0.0156592,0,0,0.0425257,0.033334,0.0366608,0.0210306,0.0195332,0.039989,0.0207409,0.0336762,0.0499034,0.0439508,0.016082,0.0295565,0.0286541,0.0213801,0.0241493,0.0171767,0.0442877,0.0111352,0.0670579,0,0.0248395,0.0424911,0.0437218,0,0,0.0259726,0,0.0209788,0.0538388,0.0337005,0.0213594,0.0273436,0.0384109,0.0449959,0.0575757,0.0895926,0.088276,0.137613,0.0680185,0.0466315,0.038262,0.0577559,0.0376915,0.0399268,0.00753297,0.0598546,0,0,0,0.0117874,0,0,0.0441756
86,0,0,0,0,0,0,0.0267003,0,0,0,0.0539292,0,0.0244394,0.0416799,0,0,0.0158142,0,0,0.0424516,0.0335102,0.0376488,0.0215117,0.0198485,0.0402079,0.0204754,0.0347362,0.0505673,0.0434873,0.0157178,0.0294272,0.0285117,0.0219452,0.0248882,0.0170664,0.0447457,0.0110006,0.068345,0,0.0257817,0.043374,0.043879,0,0,0.0257761,0,0.0209411,0.0536722,0.0337287,0.0219618,0.0278772,0.0381208,0.0447344,0.0571863,0.0897559,0.0880937,0.137512,0.0680923,0.046708,0.0383362,0.0578197,0.03927,0.0401799,0.00746839,0.0596085,0,0,0,0.0117891,0,0,0.0439907
87,0,0,0,0,0,0,0.0270116,0,0,0,0.0539056,0,0.024542,0.0418262,0,0,0.0144416,0,0,0.0368793,0.0337587,0.0382709,0.022025,0.0200985,0.0404262,0.0193751,0.0357058,0.0514205,0.0431158,0.0155336,0.0293679,0.0283425,0.0222473,0.0258259,0.0168565,0.0451951,0.0188311,0.0695152,0,0.0266201,0.0443215,0.0442127,0,0,0.0256622,0,0.0208873,0.0536143,0.0335662,0.0225502,0.0283097,0.0378698,0.0446073,0.0567176,0.0899184,0.0879534,0.137329,0.068112,0.0467746,0.038393,0.0579734,0.0405679,0.0402835,0.00742541,0.0594379,0,0,0,0,0,0,0.043511
88,0,0,0,0,0,0,0.0269868,0,0,0,0.0536931,0,0.0252038,0.0419427,0,0,0.0159336,0,0,0.0421676,0.0340104,0.0387132,0.0225682,0.0203754,0.0406157,0.0199032,0.036925,0.0523227,0.0427005,0.0158064,0.0292811,0.0280586,0.0223733,0.0268174,0.0167375,0.0453969,0.0111353,0.0706157,0,0.0271722,0.0451349,0.0440916,0,0,0.0254604,0,0.0207707,0.0536638,0.033567,0.023148,0.0286453,0.0377024,0.044365,0.0564237,0.0900434,0.0878756,0.137086,0.0680325,0.0467366,0.0384191,0.0581304,0.0415443,0.0403945,0.00745588,0.059133,0,0,0,0.0112279,0,0,0.043718
89,0,0,0,0,0,0,0.0270938,0,0,0,0.053532,0,0.025641,0.0420426,0,0,0.0159585,0,0,0.042073,0.0344103,0.0392411,0.0229889,0.0205753,0.0407944,0.0195488,0.0380348,0.0529801,0.0423198,0.016676,0.0295331,0.0277502,0.0226143,0.0274428,0.0166656,0.0455329,0.0114271,0.0715156,0,0.0277988,0.0457138,0.0440734,0,0,0.0253325,0,0.0206969,0.0538112,0.0335209,0.0236496,0.0289524,0.0375599,0.0442429,0.0561619,0.090104,0.0877295,0.136825,0.0679962,0.0468386,0.0383679,0.0579066,0.0424217,0.0404177,0.00749015,0.0588608,0,0,0,0.0108335,0,0,0.0436705
90,0,0,0,0,0,0,0.0273307,0,0,0,0.0533832,0,0.0260095,0.0421943,0,0,0.0145188,0,0,0.0369015,0.0349696,0.0395335,0.0233603,0.0206766,0.0409817,0.0184257,0.0387422,0.0534318,0.0419981,0.017826,0.0298488,0.0278556,0.022945,0.0275344,0.0164341,0.0457126,0.0186804,0.0721066,0,0.0284752,0.0460165,0.0441032,0,0,0.0252904,0,0.0206817,0.0539156,0.033306,0.0240551,0.0292125,0.0375324,0.0442497,0.0559052,0.0901577,0.0875129,0.136627,0.0679895,0.0468836,0.0382591,0.0576267,0.0429854,0.040382,0.00752263,0.0586518,0,0,0,0,0,0,0.0434042
91,0,0,0,0,0,0,0.0272764,0,0,0,0.0532252,0,0.0264851,0.0425897,0,0,0.0160064,0,0,0.0420079,0.0356418,0.0395761,0.0236737,0.0207043,0.0411344,0.0190007,0.0394708,0.054018,0.0415188,0.0187256,0.0299834,0.0280687,0.0231889,0.0273587,0.0162741,0.0455733,0.0113601,0.0725909,0,0.0289534,0.0461418,0.0437268,0,0,0.0252138,0,0.0206029,0.0539715,0.0334228,0.024442,0.0293279,0.0375687,0.0441924,0.0556773,0.0901796,0.0873775,0.136467,0.0679617,0.0469161,0.0384744,0.0573662,0.0435076,0.0403803,0.00759445,0.0583854,0,0,0,0.010758,0,0,0.0438241
92,0,0,0,0,0,0,0.0274357,0,0,0,0.0530552,0,0.0268534,0.0431469,0,0,0.0159515,0,0,0.0419836,0.0363728,0.0397646,0.0239583,0.0206281,0.0412026,0.018733,0.040077,0.0544336,0.0410531,0.0195932,0.0301469,0.028303,0.0231643,0.0276635,0.0162193,0.0455499,0.0113698,0.0730299,0,0.0292277,0.0462056,0.0435309,0,0,0.0251881,0,0.0204934,0.0540128,0.0336497,0.0247601,0.0294663,0.0376655,0.0443056,0.0554641,0.0902339,0.0872336,0.136336,0.0678876,0.0468355,0.0386278,0.0573827,0.0439539,0.0403163,0.00763993,0.058176,0,0,0,0.0107521,0,0,0.0439946
93,0,0,0,0,0,0,0.0274682,0,0,0,0.053028,0,0.0272487,0.0436115,0,0,0.0159169,0,0,0.042016,0.037205,0.040057,0.024289,0.0207462,0.0412399,0.0184919,0.0404742,0.0546031,0.0407995,0.020474,0.0302889,0.0286005,0.0232606,0.0283123,0.0161865,0.0454837,0.011238,0.0733832,0,0.0292178,0.0461396,0.0433655,0,0,0.025139,0,0.0204303,0.0540692,0.0337872,0.0250404,0.0295973,0.0378093,0.0443281,0.0552587,0.0903134,0.0870022,0.136247,0.0678192,0.0465595,0.0386815,0.0572371,0.0442496,0.0402845,0.00770353,0.0580045,0,0,0,0.0109401,0,0,0.0441772
94,0,0,0,0,0,0,0.0274645,0,0,0,0.0531117,0,0.0275453,0.04394,0,0,0.0158713,0,0,0.0420781,0.0379755,0.0402462,0.0247102,0.020866,0.0411891,0.018187,0.040825,0.0545882,0.0407287,0.0212864,0.0303904,0.0286293,0.0232625,0.02903,0.0159906,0.0453568,0.0111119,0.0735166,0,0.0292166,0.0460787,0.0432191,0,0,0.0250251,0,0.0206738,0.054188,0.0338757,0.0252856,0.0296272,0.0379448,0.0442225,0.0551285,0.090383,0.0866738,0.136202,0.0677625,0.0464967,0.0386771,0.0571617,0.0444148,0.0403342,0.00780823,0.0577932,0,0,0,0.0111948,0,0,0.0443382
95,0,0,0,0,0,0,0.0275204,0,0,0,0.0533622,0,0.0276648,0.0439312,0,0,0.0157532,0,0,0.0419765,0.0386535,0.0404259,0.0250199,0.0208422,0.0412002,0.0178513,0.0410544,0.0544211,0.0405854,0.0220368,0.0306489,0.0288761,0.0232614,0.029652,0.0158096,0.0453528,0.0113322,0.0735773,0,0.029343,0.0460466,0.0430995,0,0,0.0248786,0,0.0211947,0.0543837,0.033932,0.0255258,0.0295744,0.0380968,0.044112,0.0550193,0.0904114,0.0865186,0.136188,0.0677662,0.0466496,0.0387683,0.0571893,0.0444957,0.0404568,0.00798896,0.0575692,0,0,0,0.011019,0,0,0.0445119
96,0,0,0,0,0,0,0.0275858,0,0,0,0.0535486,0,0.028168,0.0434987,0,0,0.0156411,0,0,0.0419034,0.0393225,0.0405062,0.0252272,0.0206927,0.0412002,0.017515,0.0410517,0.0542927,0.0403757,0.0228395,0.0311927,0.0293152,0.023486,0.0300549,0.0154129,0.0454137,0.0116029,0.0735915,0,0.029578,0.0458441,0.0429993,0,0,0.0247746,0,0.0209731,0.054589,0.0339476,0.0257421,0.0295559,0.0382354,0.0441,0.0548845,0.0904064,0.0864166,0.136159,0.0678111,0.0469047,0.0389336,0.057239,0.0445384,0.0404635,0.007984,0.0574157,0,0,0,0.0108139,0,0,0.0446421
97,0,0,0,0,0,0,0.0276893,0,0,0,0.0538108,0,0.0289041,0.0433225,0,0,0.0156332,0,0,0.0420134,0.0399797,0.0406587,0.0254404,0.0204962,0.0409793,0.0171715,0.0410638,0.0539568,0.0403241,0.0237452,0.0318349,0.0301878,0.0240604,0.030937,0.0150406,0.0454441,0.0118126,0.0737432,0,0.0297033,0.0456625,0.0429537,0,0,0.0246623,0,0.0204178,0.0547719,0.0339241,0.0259439,0.0295888,0.0381723,0.0441087,0.0546676,0.0904305,0.08627,0.136074,0.0678907,0.0471293,0.039109,0.0572374,0.0446713,0.0404718,0.00782105,0.0572146,0,0,0,0.0107218,0,0,0.0447269
98,0,0,0,0,0,0,0.0278268,0,0,0,0.0543283,0,0.0291921,0.0428883,0,0,0.0156757,0,0,0.0421439,0.0405596,0.0406813,0.0257442,0.0203482,0.0406665,0.0167762,0.040843,0.0537035,0.0403143,0.0247766,0.0325015,0.0309592,0.0244921,0.0317746,0.0145409,0.0455029,0.0118896,0.0740207,0,0.0297628,0.0454765,0.0429703,0,0,0.0245822,0,0.0201609,0.0549673,0.0338878,0.0261274,0.029729,0.0380402,0.0440874,0.0543755,0.090472,0.0860549,0.135864,0.067961,0.0473432,0.039278,0.0572623,0.0449947,0.0405394,0.00769092,0.0569748,0,0,0,0.0106927,0,0,0.0448088
99,0,0,0,0,0,0,0.0280269,0,0,0,0.0522663,0,0.0280181,0.0409189,0,0,0.0154197,0,0,0.0421813,0.0416333,0.0407735,0.0255258,0.0199867,0.0391438,0.0169768,0.0413087,0.0528866,0.0406729,0.0261911,0.0335875,0.0313437,0.0257851,0.0333752,0.0170595,0.0455571,0.0116356,0.0615136,0,0.0242313,0.0448591,0.0426219,0,0,0.0248572,0,0.0201423,0.0557146,0.0362861,0.026536,0.03493,0.0362921,0.0441891,0.0516876,0.0931914,0.0838884,0.132514,0.0716153,0.0523462,0.0432994,0.0596573,0.0280346,0.0404949,0.00727198,0.0563439,0,0,0,0.0106637,0,0,0.0449284
100,0,0,0,0,0,0,0.0281983,0,0,0,0.0523647,0,0.0282283,0.0402574,0,0,0.0154011,0,0,0.0420372,0.0416376,0.0405377,0.0259965,0.020308,0.0389702,0.0164559,0.0412965,0.0519631,0.0410142,0.0272653,0.0345905,0.0319215,0.026565,0.0337748,0.0171113,0.0457549,0.0117854,0.0617357,0,0.0242544,0.0446347,0.0427409,0,0,0.0248283,0,0.0201592,0.0560743,0.0360306,0.0267315,0.0352833,0.0361272,0.0440801,0.0513149,0.0933139,0.0835802,0.132203,0.0716373,0.0525089,0.0434479,0.0597702,0.0282136,0.0406106,0.00714663,0.0561066,0,0,0,0.0103689,0,0,0.0450902
101,0,0,0,0,0,0,0.028472,0,0,0,0.052095,0,0.0282454,0.0394289,0,0,0.0153471,0,0,0.0421719,0.0412677,0.0404261,0.0265075,0.0209089,0.0388942,0.0158196,0.0412905,0.0513142,0.0414314,0.0279887,0.0355284,0.0326059,0.027371,0.033755,0.0173826,0.0460738,0.0115253,0.0623026,0,0.0243501,0.0443873,0.0428492,0,0,0.0247714,0,0.0201421,0.0564688,0.0359224,0.0269645,0.0356928,0.0359677,0.0438646,0.0508656,0.0934539,0.0832247,0.131743,0.0718424,0.0527592,0.043676,0.0598816,0.0288278,0.0407035,0.00703412,0.0558361,0,0,0,0.0107616,0,0,0.0453154
102,0,0,0,0,0,0,0.028771,0,0,0,0.0515001,0,0.0283751,0.03857,0,0,0.0153853,0,0,0.0421436,0.0406999,0.0403159,0.0270329,0.021725,0.0387797,0.0151983,0.0412533,0.0508902,0.041831,0.0283393,0.036332,0.0332595,0.0279871,0.0336772,0.0177062,0.0464318,0.011526,0.0630296,0,0.0244335,0.0441061,0.0429614,0,0,0.0246849,0,0.0200755,0.0568984,0.0361943,0.0271946,0.0361213,0.035708,0.0436928,0.0504318,0.0935533,0.0828881,0.131315,0.0721372,0.0530195,0.0439314,0.0600895,0.0297115,0.0408016,0.00695362,0.0555337,0,0,0,0.0107116,0,0,0.0455363
103,0,0,0,0,0,0,0.0288745,0,0,0,0.051303,0,0.0282825,0.0372708,0,0,0.0155077,0,0,0.0419908,0.0406698,0.0404766,0.0273526,0.0225874,0.0383594,0.0147462,0.0415983,0.0507382,0.042076,0.0286515,0.0368858,0.033717,0.0279752,0.0332385,0.0178401,0.0472025,0.0115876,0.0642316,0,0.0251189,0.0442438,0.0427191,0,0,0.024844,0,0.019513,0.0567849,0.0365747,0.0276363,0.0358702,0.034865,0.0434828,0.0501999,0.0930713,0.082611,0.131418,0.0719494,0.0529001,0.0437689,0.0598795,0.0307832,0.0410259,0.00746585,0.0549883,0,0,0,0.0108195,0,0,0.0459618
104,0,0,0,0,0,0,0.0291411,0,0,0,0.049877,0,0.0293054,0.037141,0,0,0.0155756,0,0,0.0421595,0.0396292,0.0407987,0.0276656,0.0231939,0.0383942,0.0142453,0.0405916,0.0497669,0.042116,0.0285196,0.0374055,0.0341988,0.0284347,0.0334134,0.0190694,0.0471527,0.0114736,0.064202,0,0.0245714,0.0436529,0.0432367,0,0,0.0246245,0,0.0199952,0.0575321,0.0369418,0.0274265,0.0366069,0.0351112,0.0432613,0.0498774,0.0934739,0.0823078,0.130715,0.0723261,0.0533935,0.0441802,0.060034,0.0308858,0.0410527,0.00692843,0.0551568,0,0,0,0.010735,0,0,0.0458581
105,0,0,0,0,0,0,0.0292606,0,0,0,0.0486438,0,0.0296865,0.0367936,0,0,0.0155723,0,0,0.0422697,0.0390791,0.0415293,0.0278545,0.0241441,0.0383703,0.0139473,0.0400303,0.0490496,0.0420602,0.0282019,0.037607,0.0343314,0.0282697,0.0329601,0.0204016,0.0474037,0.0113461,0.0648644,0,0.0245953,0.0433792,0.0432834,0,0,0.0244799,0,0.0200029,0.0578502,0.0375481,0.0274135,0.0367191,0.034903,0.0430184,0.0496882,0.093447,0.0820721,0.130465,0.0721815,0.0534804,0.0442017,0.0598676,0.0315913,0.041126,0.00689888,0.0550686,0,0,0,0.0109454,0,0,0.0459334
106,0,0,0,0,0,0,0.0290551,0,0,0,0.0477652,0,0.0298617,0.0372413,0,0,0.0155577,0,0,0.0421966,0.0381812,0.0415328,0.0280066,0.024914,0.0386047,0.0139227,0.0389648,0.0481188,0.0416699,0.0281102,0.0381369,0.0347281,0.0283705,0.03285,0.0206845,0.0476117,0.0114527,0.0677092,0,0.0239142,0.042983,0.0430679,0,0,0.0243543,0,0.0203129,0.0583242,0.0378313,0.0273673,0.0362183,0.0351623,0.0430379,0.0500085,0.0925825,0.0821042,0.130744,0.0718854,0.0531235,0.0444296,0.0594114,0.0364411,0.040892,0.00672874,0.0552908,0,0,0,0.0109359,0,0,0.045892
107,0,0,0,0,0,0,0.0286775,0,0,0,0.0474217,0,0.0295153,0.0374181,0,0,0.0156213,0,0,0.0420183,0.0376663,0.0416193,0.0282312,0.025219,0.0386766,0.0141017,0.0383804,0.0474847,0.0411899,0.0277621,0.0384321,0.0349684,0.0282502,0.032688,0.0205103,0.0478974,0.0114901,0.0697875,0,0.0240805,0.0427145,0.0425747,0,0,0.0243958,0,0.0201501,0.0586264,0.0385551,0.0277874,0.0355248,0.0349705,0.0430356,0.0500925,0.0917483,0.0820486,0.130994,0.0715656,0.0522848,0.0441283,0.0586163,0.0395327,0.0408271,0.00703355,0.0551731,0,0,0,0.0115307,0,0,0.0460005
108,0,0,0,0,0,0,0.0291906,0,0,0,0.0466736,0,0.0297437,0.036769,0,0,0.0153548,0,0,0.0425964,0.0376418,0.0414151,0.0285783,0.0256874,0.0387543,0.0141648,0.0391878,0.0478137,0.0405731,0.0264802,0.0378785,0.034154,0.0278733,0.0326516,0.0213132,0.0473543,0.0107682,0.0659993,0,0.0249861,0.0426974,0.0428644,0,0,0.0239644,0,0.020004,0.0588328,0.0405987,0.0283228,0.0363157,0.0340014,0.0420619,0.0489988,0.0930718,0.0816455,0.130069,0.0716854,0.0521758,0.0432876,0.0578606,0.0332264,0.041245,0.00683371,0.0548858,0,0,0,0.0119481,0,0,0.045796
109,0,0,0,0,0,0,0.0290723,0,0,0,0.04686,0,0.0297619,0.0368261,0,0,0.0152813,0,0,0.0427643,0.0370804,0.0406429,0.0285637,0.0256789,0.038996,0.0145039,0.0394714,0.04765,0.0399104,0.0257125,0.0374926,0.0336294,0.0277897,0.0330024,0.0210515,0.0471602,0.0106342,0.0655795,0,0.0250852,0.0428991,0.0425846,0,0,0.0238301,0,0.0199863,0.0591882,0.0415121,0.0287616,0.0356788,0.0337392,0.0416208,0.0489606,0.0928794,0.0817226,0.130349,0.0708341,0.0516731,0.0427133,0.0576952,0.03269,0.0413145,0.00694798,0.0549197,0,0,0,0.0122861,0,0,0.0456939
110,0,0,0,0,0,0,0.0287682,0,0,0,0.0472292,0,0.0298592,0.036815,0,0,0.0151717,0,0,0.0428028,0.0362146,0.0393822,0.0285713,0.0252035,0.039094,0.0150626,0.0396919,0.0477507,0.0392208,0.0247566,0.0368815,0.0330069,0.027957,0.0336554,0.0206235,0.0466601,0.0107448,0.0649644,0,0.0250357,0.0429283,0.0424473,0,0,0.0235112,0,0.0198661,0.0596364,0.0425443,0.0294774,0.0349933,0.0335306,0.0410906,0.0489695,0.0926956,0.0818102,0.130566,0.0699516,0.0510169,0.0419413,0.0571453,0.0321627,0.041441,0.00707297,0.0549537,0,0,0,0.0121793,0,0,0.0446778
111,0,0,0,0,0,0,0.0284019,0,0,0,0.0465413,0,0.0291177,0.0365933,0,0,0.0150592,0,0,0.0427291,0.035024,0.0368358,0.0288431,0.0245733,0.0390547,0.0157605,0.0396121,0.0477416,0.0386761,0.0237112,0.0363109,0.0325246,0.0279319,0.0341769,0.0198092,0.0460022,0.0111339,0.0638596,0,0.025102,0.0428362,0.042556,0,0,0.0228916,0,0.0195629,0.0602307,0.0436094,0.0305348,0.0342041,0.03333,0.0403054,0.0490922,0.0924966,0.0819453,0.130869,0.0691293,0.0502505,0.0410899,0.0560398,0.0314908,0.0418335,0.00721426,0.0548452,0,0,0,0.0116953,0,0,0.0428504
112,0,0,0,0,0,0,0.0284252,0,0,0,0.044338,0,0.0277423,0.0364864,0,0,0.0150074,0,0,0.0426695,0.0334672,0.0333892,0.0295779,0.0238957,0.0392384,0.0162289,0.0387791,0.0472084,0.0383763,0.0229239,0.0360224,0.0326573,0.0272031,0.0338508,0.0188997,0.0454408,0.0114467,0.0623095,0,0.0252598,0.042339,0.0426574,0,0,0.0223192,0,0.0195546,0.0611517,0.0446842,0.0313641,0.033459,0.0332658,0.0395376,0.0493044,0.0924377,0.0821528,0.131156,0.0685661,0.0496172,0.040376,0.0547817,0.0306529,0.0420178,0.00714918,0.0548727,0,0,0,0.0112498,0,0,0.042347
113,0,0,0,0,0,0,0.0283504,0,0,0,0.0421254,0,0.0265538,0.036469,0,0,0.0149467,0,0,0.0425719,0.0324338,0.0299388,0.030159,0.0236292,0.0394282,0.0167694,0.0373971,0.0460543,0.0383694,0.0230243,0.0359957,0.0335927,0.0256615,0.0323973,0.01747,0.0453935,0.0114449,0.0625043,0,0.0256775,0.0417573,0.042179,0,0,0.0222051,0,0.0193745,0.0618767,0.0455428,0.0320892,0.0317673,0.0328557,0.0389503,0.0500597,0.0915422,0.0827106,0.132301,0.0675435,0.048637,0.0396145,0.0533114,0.0320962,0.0419459,0.00746916,0.0549727,0,0,0,0.0113414,0,0,0.0426805
114,0,0,0,0,0,0,0.0282853,0,0,0,0.0401276,0,0.0267139,0.0360979,0,0,0.0149641,0,0,0.0426144,0.0319846,0.0275779,0.0303468,0.0234188,0.0394633,0.0173352,0.0355293,0.0452671,0.0390953,0.0238328,0.0359549,0.0342474,0.0241921,0.0309035,0.0165818,0.0450564,0.0113352,0.0606651,0,0.0264777,0.0409151,0.0419732,0,0,0.0219111,0,0.0193156,0.0626438,0.0466194,0.032731,0.0308448,0.0321639,0.0382544,0.0504821,0.0913136,0.0830683,0.133133,0.0670043,0.0479784,0.0386838,0.0526365,0.0302317,0.0423095,0.00747805,0.0553474,0,0,0,0.0113875,0,0,0.042741
115,0,0,0,0,0,0,0.0278014,0,0,0,0.0398215,0,0.0284425,0.0365277,0,0,0.0154197,0,0,0.0426097,0.0311542,0.0262633,0.0301199,0.0237136,0.0398052,0.0174917,0.0333534,0.04456,0.0398801,0.0252441,0.0359485,0.0350018,0.0228526,0.0294968,0.014047,0.0444589,0.0115182,0.0674501,0,0.0303902,0.039691,0.0424888,0,0,0.0212879,0,0.0193734,0.0632468,0.0456726,0.0329462,0.0270396,0.0328336,0.0377887,0.0527235,0.0902299,0.0857656,0.136463,0.0640364,0.0435476,0.0341639,0.0515437,0.036468,0.0428874,0.00759824,0.0562414,0,0,0,0.0114461,0,0,0.0425539
116,0,0,0,0,0,0,0.0274023,0,0,0,0.039311,0,0.0284838,0.0367016,0,0,0.0155522,0,0,0.042817,0.0306957,0.0251246,0.0303621,0.0242482,0.039874,0.018383,0.032572,0.0442795,0.040002,0.0263074,0.0357537,0.0349983,0.0224747,0.0295365,0.0126541,0.044172,0.0112428,0.0644287,0,0.0308938,0.0386422,0.0424453,0,0,0.0211151,0,0.0193705,0.064019,0.0473216,0.0336853,0.0267519,0.0324903,0.0375153,0.0533893,0.0903377,0.0867656,0.137743,0.0641826,0.0435699,0.0335189,0.0532272,0.032283,0.0431053,0.00757744,0.0569308,0,0,0,0.0118001,0,0,0.0422429
117,0,0,0,0,0,0,0.0269069,0,0,0,0.0399851,0,0.0285326,0.0373319,0,0,0.0156704,0,0,0.0429597,0.0300149,0.0253098,0.0301874,0.0244209,0.0400612,0.0193745,0.0327585,0.0440857,0.0387102,0.0262191,0.0352114,0.0347119,0.0224473,0.0301711,0.0109572,0.04383,0.011224,0.0606212,0,0.0312259,0.0377684,0.0424124,0,0,0.0210909,0,0.0193952,0.064548,0.0487846,0.0343217,0.0266476,0.0325076,0.0376055,0.0542981,0.0906734,0.0878978,0.139043,0.0643505,0.0437718,0.0327161,0.0543115,0.0287441,0.0430937,0.00755499,0.0576968,0,0,0,0.0118286,0,0,0.0418106
118,0,0,0,0,0,0,0.0262467,0,0,0,0.0411386,0,0.0286979,0.0381199,0,0,0.0157964,0,0,0.0431306,0.0297324,0.0265226,0.0297227,0.0241895,0.0400266,0.0205227,0.0335165,0.0437808,0.0372292,0.0257249,0.0344621,0.0342394,0.0223353,0.0308987,0.00961721,0.043308,0.0111988,0.0562985,0,0.0315064,0.0369314,0.0423087,0,0,0.0213297,0,0.0194856,0.0648788,0.0495135,0.0345475,0.0269987,0.0328446,0.0381556,0.0552678,0.0913999,0.0888798,0.14,0.0643819,0.0439845,0.031747,0.0543879,0.0270914,0.0426911,0.0075534,0.0584578,0,0,0,0.0119149,0,0,0.041337
119,0,0,0,0,0,0,0.0254976,0,0,0,0.0418277,0,0.0290894,0.0381289,0,0,0.0159116,0,0,0.0432827,0.0302162,0.0278823,0.0292827,0.0240338,0.0401515,0.0217577,0.0340246,0.0432914,0.0365595,0.0257094,0.0335522,0.0336394,0.0216838,0.0308253,0.00990244,0.0425796,0.0111275,0.0521711,0,0.0313598,0.0360698,0.0420587,0,0,0.0221781,0,0.0197418,0.0649793,0.0490635,0.0343758,0.027531,0.0336557,0.0389976,0.0562161,0.0924023,0.0897285,0.140676,0.0643299,0.0439487,0.030668,0.0545723,0.0269409,0.0419113,0.00760824,0.0593009,0,0,0,0.0121618,0,0,0.0412338
120,0,0,0,0,0,0,0.0246974,0,0,0,0.0417418,0,0.0296527,0.0369521,0,0,0.0160676,0,0,0.0432525,0.0310349,0.0288546,0.0291776,0.0239144,0.0402173,0.0231473,0.0338487,0.0429944,0.0366822,0.0258562,0.0326006,0.0329968,0.0206362,0.0301074,0.0116387,0.0417175,0.0113098,0.0484913,0,0.0297976,0.0351422,0.0417763,0,0,0.0235416,0,0.0201481,0.0649575,0.047334,0.0337849,0.0280118,0.0345261,0.0400317,0.0571766,0.0936204,0.0908469,0.141127,0.0643157,0.0435419,0.0295796,0.0553886,0.0279069,0.0409259,0.00773916,0.0601744,0,0,0,0.0120003,0,0,0.0414768
