Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,LUPA,x73,LILC,LASI,LWRB
All Timesteps RMSE,0,0,0,0,0,0,0.0314519,0.0331348,0,0,0,0.0447344,0,0.0288823,0,0.0196099,0,0,0.0399287,0.0353271,0.036547,0.0258051,0.0409883,0.0346034,0.0324273,0.0405887,0.0397267,0.026773,0.0352697,0.0342914,0.0221871,0.0283467,0.0259093,0.0170526,0.0411627,0,0.0227201,0.039327,0.0416805,0,0,0.0157568,0,0,0.0286137,0.0571217,0.0377228,0.0138461,0.0293491,0.0331109,0.0462623,0.0489534,0.0804018,0.0818415,0.0542757,0.0701366,0.0501984,0.0408979,0.0658131,0.028453,0.0336956,0.00984012,0.0136397,0.036011,0.0716999,0,0,0,0,0.0405744,0,0.0336616,0.0323114,0.0107534
0,0,0,0,0,0,0,0.0315348,0.0338094,0,0,0,0.0311357,0,0.0262145,0,0.0113745,0,0,0.0370254,0.0395357,0.0414615,0.0245817,0.0461703,0.0326201,0.0322968,0.0480468,0.0436921,0.017895,0.033369,0.0319553,0.0208754,0.0227607,0.0454988,0.019351,0.033764,0,0.022591,0.0435121,0.0374604,0,0,0.0181636,0,0,0.0290974,0.0490188,0.0246922,0.0119068,0.0245446,0.0360452,0.0471886,0.0470353,0.0800348,0.0803488,0.055106,0.0690706,0.0496922,0.0429292,0.0639503,0.00910216,0.0319416,0.0081543,0.0146801,0.0364467,0.0714748,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0303186,0.0311825,0,0,0,0.0306914,0,0.0269669,0,0.018122,0,0,0.0378046,0.039891,0.0429411,0.0253395,0.0454194,0.0356434,0.0331104,0.0479863,0.0428836,0.0180068,0.0332926,0.0317982,0.0207176,0.0227332,0.0490477,0.0189326,0.0331522,0,0.0224766,0.0449502,0.0421232,0,0,0.0147316,0,0,0.0301595,0.0490499,0.0244722,0.0115862,0.0243904,0.0347487,0.0462149,0.0465496,0.079711,0.0800467,0.0547654,0.0692557,0.0499092,0.0429477,0.0640773,0.00953047,0.0345956,0.00863508,0.0146388,0.0343143,0.0722396,0,0,0,0,0.0414174,0,0,0,0
2,0,0,0,0,0,0,0.0307851,0.0307882,0,0,0,0.0306691,0,0.0275273,0,0.0176872,0,0,0.0378804,0.039768,0.0444258,0.0259531,0.0457933,0.0358367,0.033736,0.0481862,0.0422118,0.0181422,0.0331613,0.0316587,0.020674,0.0227562,0.0520249,0.0189067,0.0329975,0,0.0223907,0.0458615,0.0418556,0,0,0.0158974,0,0,0.0289919,0.0491854,0.0247693,0.0116679,0.0241447,0.0346263,0.0463199,0.0464531,0.079675,0.0800981,0.0548654,0.0689569,0.0499179,0.0427334,0.0639054,0.00966271,0.0340664,0.00860115,0.0143218,0.034073,0.0723488,0,0,0,0,0.0410958,0,0,0,0
3,0,0,0,0,0,0,0.0308147,0.0307206,0,0,0,0.0308501,0,0.0279559,0,0.0179877,0,0,0.0377649,0.039581,0.0455944,0.026439,0.0462751,0.0359931,0.0344274,0.0484009,0.0415714,0.0183243,0.032912,0.0315636,0.0205209,0.0229581,0.0540222,0.0188461,0.032899,0,0.0222627,0.0466656,0.041839,0,0,0.0158267,0,0,0.029053,0.0495216,0.0250648,0.0118387,0.023994,0.0346419,0.0460104,0.0463488,0.0794663,0.0801852,0.0550251,0.0684857,0.04972,0.0426003,0.0636658,0.00974497,0.034198,0.00862424,0.0143632,0.0339927,0.0723371,0,0,0,0,0.0414841,0,0,0,0
4,0,0,0,0,0,0,0.0307596,0.0307357,0,0,0,0.0310054,0,0.028293,0,0.0183231,0,0,0.0376743,0.0394337,0.0463922,0.026606,0.0467554,0.0360951,0.0350527,0.0486173,0.0409591,0.0186266,0.0327213,0.0315406,0.0202796,0.023324,0.0551091,0.0188038,0.0328847,0,0.0222075,0.0475523,0.0418128,0,0,0.0157656,0,0,0.0288003,0.049964,0.0252257,0.0120892,0.0238733,0.0346743,0.0456751,0.0462284,0.0791734,0.0801943,0.0551632,0.068061,0.0494453,0.0424399,0.0633866,0.00972389,0.0344202,0.00866932,0.0145886,0.0338997,0.0722752,0,0,0,0,0.0419096,0,0,0,0
5,0,0,0,0,0,0,0.0307939,0.0307796,0,0,0,0.0311205,0,0.0285401,0,0.0184224,0,0,0.0376674,0.039307,0.046858,0.0266402,0.0472076,0.0360953,0.035625,0.0489548,0.0404719,0.0189737,0.0327149,0.0315112,0.0206619,0.0237538,0.0554557,0.0187701,0.032887,0,0.0223241,0.0483131,0.0416755,0,0,0.0156817,0,0,0.0285298,0.0503569,0.0252151,0.0123885,0.0238143,0.0346819,0.0454113,0.0461314,0.0789402,0.080183,0.0552747,0.067725,0.04917,0.0422705,0.0631215,0.0096262,0.0347201,0.00875278,0.0148899,0.0337807,0.0721893,0,0,0,0,0.0416649,0,0,0,0
6,0,0,0,0,0,0,0.0308802,0.0307453,0,0,0,0.0312811,0,0.0286207,0,0.018584,0,0,0.0376112,0.0391694,0.0470288,0.0265522,0.0475976,0.036118,0.0361891,0.0492668,0.0401181,0.0194157,0.0328708,0.0315015,0.0212914,0.0243781,0.0547549,0.018702,0.0328856,0,0.0225439,0.048899,0.0414949,0,0,0.0155396,0,0,0.0286967,0.0506521,0.0253239,0.0127384,0.0238973,0.0346091,0.0451912,0.046037,0.0786187,0.0801659,0.0554757,0.0675534,0.0490408,0.0421103,0.0629185,0.00937549,0.0349742,0.00862546,0.0144788,0.0337373,0.0721431,0,0,0,0,0.0417954,0,0,0,0
7,0,0,0,0,0,0,0.0309119,0.0307909,0,0,0,0.0314941,0,0.0285776,0,0.0188939,0,0,0.037588,0.0389964,0.0471594,0.0264674,0.0479252,0.0361056,0.0368465,0.0495383,0.0398197,0.019857,0.0330332,0.0317542,0.0221492,0.0252221,0.0534526,0.0184019,0.0329681,0,0.0226849,0.0492261,0.0413227,0,0,0.015351,0,0,0.0288359,0.05095,0.025534,0.013085,0.0240671,0.0344209,0.0449782,0.0458837,0.0781909,0.0800817,0.055623,0.0672769,0.0490213,0.041995,0.0628022,0.00901121,0.035096,0.00856229,0.0142175,0.0337939,0.072041,0,0,0,0,0.0419257,0,0,0,0
8,0,0,0,0,0,0,0.0309078,0.0307473,0,0,0,0.031635,0,0.0283701,0,0.0185576,0,0,0.0376242,0.0388571,0.0469267,0.0263802,0.0482592,0.0359336,0.0371984,0.049762,0.0396375,0.0202881,0.0332566,0.032071,0.023124,0.0260516,0.0514141,0.0187997,0.03293,0,0.0227626,0.0497023,0.0412284,0,0,0.0152239,0,0,0.028902,0.0515435,0.0259077,0.0136312,0.0242565,0.0342864,0.0447973,0.0457172,0.0777002,0.0799813,0.0557987,0.0667194,0.0488657,0.0418452,0.0625895,0.00899867,0.0350276,0.00861149,0.0142358,0.0338169,0.0719317,0,0,0,0,0.0416965,0,0,0,0
9,0,0,0,0,0,0,0.0308471,0.0307762,0,0,0,0.0317765,0,0.0281394,0,0.0183597,0,0,0.0376241,0.0388978,0.046677,0.0261166,0.0483631,0.0357059,0.0376389,0.0501075,0.0394088,0.0206964,0.033464,0.0323571,0.0237232,0.0269155,0.0490795,0.0188291,0.033736,0,0.0227589,0.0498496,0.0411604,0,0,0.0151605,0,0,0.0289335,0.0520221,0.0261451,0.0140152,0.0245183,0.0340954,0.0445909,0.0455665,0.0773779,0.0799001,0.0558863,0.066427,0.0486264,0.0417275,0.0623901,0.00876488,0.0348446,0.0086677,0.0142281,0.0338458,0.0717385,0,0,0,0,0.0412706,0,0,0,0
10,0,0,0,0,0,0,0.0308197,0.0308374,0,0,0,0.0319327,0,0.0280762,0,0.0183425,0,0,0.037519,0.0390737,0.0463578,0.0258513,0.0482221,0.0354976,0.0381284,0.0505473,0.0392695,0.0211499,0.0337841,0.0327947,0.0242855,0.0277871,0.0465582,0.0188004,0.0348511,0,0.0228095,0.0497709,0.0411519,0,0,0.0150839,0,0,0.0290129,0.0524631,0.0262716,0.014256,0.024838,0.0339061,0.0444296,0.0454773,0.0770742,0.0798324,0.0559853,0.0663785,0.0484243,0.0416121,0.0622502,0.00835902,0.0348181,0.00862947,0.0142601,0.0338611,0.071498,0,0,0,0,0.0412208,0,0,0,0
11,0,0,0,0,0,0,0.0326711,0.0294853,0,0,0,0.0321884,0,0.0281647,0,0.0179361,0,0,0.0371941,0.0391924,0.0456259,0.0258728,0.046917,0.0359095,0.0385396,0.0506524,0.0389899,0.0217135,0.034365,0.033489,0.0248902,0.0286957,0.0438124,0.0188568,0.0355381,0,0.023015,0.0497274,0.0402067,0,0,0.0309172,0,0,0.0177614,0.0531794,0.026315,0.0147805,0.0251582,0.0334893,0.0470735,0.0452645,0.076515,0.0796532,0.0560783,0.0662966,0.0483219,0.0415287,0.0621615,0.00800458,0.0322627,0.0124991,0.00560985,0.0329738,0.0719894,0,0,0,0,0.0419647,0,0,0,0
12,0,0,0,0,0,0,0.031152,0.0307547,0,0,0,0.0325762,0,0.0284693,0,0.0179629,0,0,0.0375222,0.0395477,0.045118,0.0255047,0.0476729,0.0350425,0.0389331,0.0509972,0.0392766,0.0222946,0.0345784,0.0337124,0.0250947,0.029201,0.0407541,0.0188409,0.03585,0,0.0231916,0.0493296,0.0411394,0,0,0.0152249,0,0,0.0291318,0.0538632,0.0264279,0.0147304,0.0252665,0.033686,0.0442161,0.045181,0.0762231,0.0796087,0.0561984,0.0660156,0.0481947,0.0414251,0.0619949,0.00775883,0.0345368,0.00854987,0.0141802,0.0336954,0.0709614,0,0,0,0,0.0408381,0,0,0,0
13,0,0,0,0,0,0,0.032856,0.029691,0,0,0,0.0332579,0,0.0285253,0,0.0177397,0,0,0.0372054,0.0397337,0.0443767,0.0253654,0.046142,0.0350852,0.0393602,0.0509171,0.0389902,0.0230473,0.0351746,0.0342314,0.0255596,0.0299476,0.0371861,0.0188501,0.0363845,0,0.0234546,0.0488787,0.0401205,0,0,0.0310618,0,0,0.0177994,0.0547957,0.0262735,0.0150036,0.0254164,0.0332,0.0466262,0.0449877,0.0757563,0.0793681,0.0563121,0.0658435,0.0481808,0.0414077,0.0619583,0.00740966,0.0320586,0.0124313,0.00551371,0.0330724,0.0713463,0,0,0,0,0.0416482,0,0,0,0
14,0,0,0,0,0,0,0.0329235,0.0297925,0,0,0,0.0350541,0,0.0287123,0,0.0179478,0,0,0.0371751,0.0401642,0.0438919,0.0248489,0.0454789,0.0345644,0.0398527,0.0508102,0.0388456,0.0239118,0.035621,0.0345773,0.0259512,0.0306316,0.0328379,0.0188357,0.0369701,0,0.0234163,0.0479096,0.0401489,0,0,0.0310487,0,0,0.0177983,0.0555538,0.0261014,0.0147134,0.025473,0.0328486,0.046526,0.044826,0.0753932,0.079172,0.0564309,0.0658514,0.04825,0.0414166,0.0618887,0.00711721,0.0321393,0.0124988,0.00561028,0.0331234,0.0710513,0,0,0,0,0.0421677,0,0,0,0
15,0,0,0,0,0,0,0.0307756,0.0313129,0,0,0,0.0374538,0,0.0279745,0,0.0184792,0,0,0.0374664,0.0424559,0.0422657,0.0255671,0.0436096,0.0327952,0.0417096,0.0496005,0.0361121,0.025754,0.0381688,0.0372501,0.0281612,0.03295,0.027883,0.0183781,0.0368977,0,0.0230763,0.0464175,0.0418079,0,0,0.0156221,0,0,0.0291341,0.054709,0.0262879,0.0126459,0.0250317,0.0323657,0.0454999,0.0449642,0.0758558,0.0792825,0.0560797,0.065882,0.0480946,0.0413163,0.0617179,0.00713422,0.0341411,0.00839344,0.0146986,0.0341023,0.0704379,0,0,0,0,0.0416162,0,0.0314737,0,0
16,0,0,0,0,0,0,0.0313027,0.0310173,0,0,0,0.0404066,0,0.0283117,0,0.0179565,0,0,0.0374762,0.0428162,0.0416033,0.024996,0.0430396,0.0321953,0.0419662,0.0489714,0.03624,0.0267688,0.0386746,0.0374734,0.0285407,0.0333414,0.0228454,0.0187889,0.0378229,0,0.0232912,0.045303,0.0419125,0,0,0.015755,0,0,0.0291655,0.0554681,0.0261281,0.0122902,0.0254156,0.031939,0.0455468,0.0447245,0.0754457,0.0786021,0.0559199,0.0661298,0.0482103,0.0414635,0.0618214,0.00712976,0.0341406,0.00836544,0.0147711,0.0338814,0.0702132,0,0,0,0,0.0415762,0,0.0316012,0,0
17,0,0,0,0,0,0,0.0313462,0.0313041,0,0,0,0.043401,0,0.0288899,0,0.0179663,0,0,0.0375817,0.0428787,0.0411167,0.0246774,0.0424096,0.0315161,0.0421038,0.047835,0.0366259,0.028136,0.0392168,0.0374956,0.0288533,0.0336438,0.0187019,0.0187836,0.0384229,0,0.0236793,0.0442771,0.0421367,0,0,0.0152263,0,0,0.0295794,0.0563584,0.0261427,0.0117994,0.0259047,0.031424,0.0452078,0.0445595,0.074924,0.0780801,0.0557958,0.0664238,0.0483454,0.0415679,0.0620269,0.00720147,0.0345483,0.00836887,0.0149924,0.0340471,0.0698548,0,0,0,0,0.0416029,0,0.0321582,0,0
18,0,0,0,0,0,0,0.0349016,0.0293233,0,0,0,0.0450988,0,0.0309212,0,0.0178739,0,0,0.0373712,0.0410981,0.0432977,0.0237201,0.0422146,0.0320506,0.0415206,0.0480615,0.0395935,0.027833,0.0372051,0.0346919,0.0271771,0.0323792,0.0171646,0.0187915,0.0402427,0,0.024495,0.0427666,0.040911,0,0,0.0315014,0,0,0.018107,0.0587311,0.0258706,0.0121599,0.0270875,0.0303266,0.0462804,0.0442949,0.0736321,0.0774528,0.0561258,0.0668842,0.0486889,0.041886,0.0623013,0.00728129,0.031677,0.0125956,0.00568111,0.0327375,0.0701142,0,0,0,0,0.0424564,0,0,0,0
19,0,0,0,0,0,0,0.0316773,0.0318452,0,0,0,0.0449397,0,0.0310412,0,0.0179913,0,0,0.0375503,0.0414711,0.0418821,0.0266849,0.0409791,0.0303277,0.0420089,0.0447996,0.038033,0.0296283,0.0400156,0.0373449,0.0292298,0.0334534,0.0161317,0.0186925,0.0402612,0,0.0242998,0.0422209,0.0421042,0,0,0.01557,0,0,0.0294272,0.0583392,0.0261371,0.011385,0.0271627,0.0303671,0.045238,0.0442735,0.073704,0.0774682,0.0558563,0.0668843,0.048791,0.041911,0.0622777,0.00731781,0.0343871,0.00854135,0.0147832,0.0345461,0.0691312,0,0,0,0,0.0423333,0,0.0343318,0,0
20,0,0,0,0,0,0,0.0317515,0.0320845,0,0,0,0.0454993,0,0.031401,0,0.018132,0,0,0.0376291,0.040767,0.0427722,0.0276282,0.0403197,0.0298512,0.0414143,0.0436765,0.038964,0.0296741,0.040376,0.0374593,0.029097,0.0332357,0.0155838,0.0187016,0.0409585,0,0.0243953,0.0414595,0.0421882,0,0,0.0146142,0,0,0.0302472,0.0589798,0.0259876,0.0115354,0.0276197,0.0297694,0.0450471,0.0440481,0.0732203,0.0771947,0.0557137,0.0670549,0.0491108,0.0421729,0.0624406,0.00754052,0.0348967,0.00864099,0.0148852,0.0347628,0.0688547,0,0,0,0,0.0426295,0,0.0350009,0,0
21,0,0,0,0,0,0,0.0324659,0.0318797,0,0,0,0.049269,0,0.0297562,0,0.0182599,0,0,0.0378204,0.0395318,0.0473345,0.0259739,0.0402834,0.0306308,0.0404118,0.0456401,0.0419795,0.0276186,0.0382281,0.0356791,0.0252778,0.0299881,0.0138805,0.0187885,0.0423032,0,0.024876,0.0400579,0.0414826,0,0,0.0151635,0,0,0.0295,0.0605936,0.0256598,0.0112875,0.0283067,0.0278415,0.0443081,0.0437593,0.0724703,0.0770592,0.0558658,0.0673501,0.0494296,0.0424529,0.0625851,0.00827186,0.0347361,0.0087456,0.014496,0.0350216,0.0681132,0,0,0,0,0.0425657,0,0,0,0
22,0,0,0,0,0,0,0.0318483,0.0325469,0,0,0,0.0465953,0,0.0287032,0,0.0204038,0,0,0.0420096,0.0395348,0.0429722,0.0256161,0.0390923,0.0310267,0.0378271,0.0424187,0.0425076,0.0305218,0.0418435,0.0391847,0.0303054,0.0349332,0.0152879,0.019047,0.0415064,0,0.0208835,0.0399579,0.0416996,0,0,0.0147209,0,0,0.0298055,0.0592678,0.0248633,0.012289,0.0299116,0.0272273,0.0448147,0.0421061,0.0719239,0.075928,0.0543334,0.0696357,0.0517877,0.0443579,0.0634905,0.00724412,0.0348285,0.00846709,0.0148388,0.0355731,0.0681466,0,0,0,0,0.0423878,0,0.0370125,0,0
23,0,0,0,0,0,0,0.0318926,0.0326227,0,0,0,0.0475534,0,0.0280545,0,0.0199535,0,0,0.0417506,0.0386516,0.0434548,0.025263,0.0386915,0.0310062,0.0358834,0.0417199,0.0439099,0.031033,0.042168,0.0398258,0.0308325,0.0354639,0.0147315,0.0185828,0.0400171,0,0.0210588,0.0405564,0.0414983,0,0,0.0146569,0,0,0.0299545,0.0599504,0.0252063,0.0124898,0.0294462,0.0264269,0.0449059,0.0421857,0.0714338,0.0762211,0.0543554,0.0690168,0.0513545,0.0440985,0.0632995,0.00657645,0.0346336,0.00853934,0.0144363,0.0358009,0.0678647,0,0,0,0,0.0422869,0,0.0373221,0,0
24,0,0,0,0,0,0,0.0319647,0.0326413,0,0,0,0.0481801,0,0.0276655,0,0.019691,0,0,0.0412516,0.0379124,0.0429402,0.0256536,0.0388313,0.0308916,0.0350095,0.040925,0.0436925,0.0306129,0.0422452,0.0399127,0.0310563,0.0355489,0.0144489,0.0182433,0.0400218,0,0.0205912,0.0408893,0.0413124,0,0,0.0146502,0,0,0.030048,0.0602322,0.0253646,0.0128386,0.0289832,0.0259614,0.0448581,0.0419531,0.0713786,0.0763453,0.0541715,0.0688891,0.0511372,0.0438882,0.0630881,0.00683182,0.0346329,0.00867862,0.0141817,0.0358797,0.0676729,0,0,0,0,0.0422602,0,0.0369017,0,0
25,0,0,0,0,0,0,0.0320203,0.0325394,0,0,0,0.0482036,0,0.0275692,0,0.0193992,0,0,0.0405109,0.0371558,0.0415013,0.026704,0.0392733,0.0307012,0.0350814,0.0403542,0.0421972,0.0292563,0.0420596,0.0394338,0.030844,0.0351188,0.0144511,0.0179249,0.0404095,0,0.0198408,0.0410556,0.0410904,0,0,0.0148204,0,0,0.0300238,0.0604802,0.0256252,0.0133485,0.0284073,0.0258811,0.044797,0.0416736,0.0716568,0.0765314,0.0539992,0.0688535,0.0510084,0.0437166,0.0627956,0.00734385,0.0347879,0.0088577,0.0140134,0.035805,0.0676108,0,0,0,0,0.0421595,0,0.0361868,0,0
26,0,0,0,0,0,0,0.0320235,0.0323943,0,0,0,0.0473027,0,0.0283732,0,0.0190707,0,0,0.03964,0.0363432,0.0390491,0.0283272,0.0398771,0.030487,0.0361206,0.0402384,0.040035,0.0274816,0.0418111,0.0384211,0.0304648,0.0345538,0.0150993,0.0176015,0.0407621,0,0.0190098,0.041076,0.0408867,0,0,0.0150737,0,0,0.0299568,0.0608891,0.0261162,0.0139631,0.0276835,0.0261525,0.0446717,0.0415071,0.0720538,0.0768123,0.0538984,0.0687286,0.0508612,0.0435018,0.0624479,0.00792753,0.0349963,0.00907895,0.0139823,0.0356096,0.0676785,0,0,0,0,0.0421466,0,0.0358192,0,0
27,0,0,0,0,0,0,0.0321814,0.0322381,0,0,0,0.0491442,0,0.0293165,0,0.0185507,0,0,0.0383162,0.0353698,0.0383493,0.0305625,0.0407049,0.0300318,0.0380385,0.0409261,0.037443,0.0249171,0.0406513,0.0370872,0.0282969,0.0320663,0.0127206,0.0171411,0.0455591,0,0.0214373,0.0411624,0.0409584,0,0,0.0151107,0,0,0.0296808,0.060853,0.0265602,0.0144712,0.0249093,0.0268777,0.0442372,0.0421086,0.073897,0.0779575,0.0540433,0.0672084,0.0485948,0.0415365,0.0612205,0.0119576,0.0351211,0.00933311,0.0141037,0.0353481,0.0678315,0,0,0,0,0.0421004,0,0.0357579,0,0
28,0,0,0,0,0,0,0.0322347,0.0322312,0,0,0,0.0449026,0,0.0301279,0,0.0181699,0,0,0.0379207,0.0343976,0.0343515,0.0302216,0.0412545,0.030192,0.0385992,0.0412962,0.036611,0.0238246,0.0396285,0.0359361,0.028932,0.0327122,0.0154543,0.0189189,0.0451056,0,0.0208072,0.0411778,0.0408214,0,0,0.0149782,0,0,0.0296364,0.0614772,0.027146,0.0155,0.0240216,0.0267887,0.0439701,0.0421471,0.0744302,0.0783782,0.0540322,0.0670298,0.0481535,0.0410657,0.0607688,0.0122475,0.0350738,0.00939585,0.0140466,0.0353987,0.0679164,0,0,0,0,0.0419703,0,0.0367477,0,0
29,0,0,0,0,0,0,0.0323273,0.032259,0,0,0,0.0410904,0,0.0289538,0,0.0183388,0,0,0.0379257,0.0334176,0.0325178,0.0298241,0.0419106,0.0304213,0.038508,0.0413898,0.0361495,0.0230037,0.0392464,0.0363801,0.0280152,0.0316368,0.0161115,0.0188071,0.0454873,0,0.0201808,0.0408944,0.0408022,0,0,0.014764,0,0,0.0295728,0.0621361,0.0280584,0.0167659,0.0234228,0.0263814,0.0435671,0.0421503,0.0751184,0.078772,0.0538382,0.0670662,0.0478655,0.0406041,0.0604079,0.0125241,0.0349612,0.00945539,0.0140382,0.0355525,0.067987,0,0,0,0,0.0419751,0,0.0381139,0,0
30,0,0,0,0,0,0,0.0324256,0.0322235,0,0,0,0.0391588,0,0.0285811,0,0.0180694,0,0,0.0379414,0.0329404,0.0312938,0.0296227,0.0424852,0.0303828,0.0376997,0.0409994,0.0362086,0.0232244,0.0394392,0.0372745,0.0271018,0.0305611,0.0159667,0.019,0.0454866,0,0.0195918,0.0403985,0.040895,0,0,0.0146761,0,0,0.0295764,0.0628966,0.0289721,0.0176015,0.022903,0.0257121,0.0432423,0.0422704,0.075632,0.0791559,0.053603,0.0671761,0.0477747,0.0403659,0.0603401,0.0119233,0.0349718,0.00946759,0.0140077,0.0357022,0.0680965,0,0,0,0,0.0418762,0,0.0389839,0,0
31,0,0,0,0,0,0,0.0323825,0.0321952,0,0,0,0.0384946,0,0.0288223,0,0.0180237,0,0,0.0379143,0.0325244,0.0306822,0.0298575,0.0428686,0.0302345,0.036477,0.0403751,0.0368423,0.0242727,0.0396821,0.0376464,0.0263547,0.0297093,0.0157366,0.0190073,0.0450982,0,0.0192733,0.039463,0.0411074,0,0,0.0147099,0,0,0.0296176,0.0638171,0.0300088,0.0184781,0.0228383,0.0251491,0.043052,0.0422619,0.0760665,0.0793072,0.0531806,0.0674215,0.0475774,0.0400802,0.0602645,0.0119881,0.0349392,0.0095075,0.0140095,0.0359178,0.0683807,0,0,0,0,0.0418697,0,0.0395898,0,0
32,0,0,0,0,0,0,0.032311,0.0322876,0,0,0,0.0382705,0,0.0291021,0,0.0181122,0,0,0.0378312,0.0322498,0.0301584,0.0300095,0.0431489,0.0300397,0.0357924,0.0399445,0.037412,0.0255797,0.0397795,0.0374798,0.0258647,0.0292426,0.0149345,0.018967,0.0443012,0,0.019311,0.038271,0.0413544,0,0,0.0147237,0,0,0.0296477,0.0647248,0.0311805,0.0193219,0.0231651,0.0246395,0.0429702,0.0422349,0.0764285,0.0793585,0.0525987,0.0676292,0.0472674,0.0397286,0.0602198,0.0127189,0.0348929,0.00958978,0.0140279,0.0361577,0.0687724,0,0,0,0,0.0419037,0,0.0400566,0,0
33,0,0,0,0,0,0,0.032357,0.0323787,0,0,0,0.0391775,0,0.0294133,0,0.0181433,0,0,0.0377944,0.0319337,0.0299313,0.0297071,0.0433461,0.029861,0.0358799,0.0396819,0.0371466,0.0262144,0.0394446,0.0374012,0.0255303,0.0292246,0.0130745,0.0189081,0.0435799,0,0.0203219,0.0370601,0.0415633,0,0,0.0147412,0,0,0.0296974,0.0655202,0.0326525,0.020275,0.0236768,0.024368,0.0430498,0.0423341,0.0767799,0.0795195,0.0520857,0.0678529,0.0471491,0.0393453,0.0602635,0.0142509,0.0349465,0.00964525,0.0139405,0.0363473,0.0692769,0,0,0,0,0.0418587,0,0.0403507,0,0
34,0,0,0,0,0,0,0.0322906,0.0323044,0,0,0,0.0488571,0,0.0273358,0,0.0182371,0,0,0.0378437,0.0335094,0.0268424,0.025185,0.0430901,0.0298334,0.0349449,0.041052,0.037807,0.0282576,0.0379374,0.038038,0.0255949,0.0319817,0.00676034,0.0188814,0.0426301,0,0.0215944,0.0356354,0.0418105,0,0,0.0147453,0,0,0.0298534,0.0655303,0.034394,0.0201624,0.0245645,0.0240962,0.0434905,0.0422613,0.0770364,0.0796365,0.0512588,0.0683543,0.0475255,0.039202,0.0608342,0.0169129,0.0348012,0.00962334,0.0137459,0.0363231,0.0699924,0,0,0,0,0.0418729,0,0.0392812,0,0
35,0,0,0,0,0,0,0.0320621,0.0321304,0,0,0,0.052159,0,0.0263514,0,0.0183542,0,0,0.0378828,0.0345724,0.0268727,0.0251327,0.0429283,0.0298477,0.0354345,0.0411164,0.0370423,0.0284979,0.0372427,0.038052,0.0255722,0.0331838,0.0089111,0.0189025,0.0419451,0,0.022534,0.0347711,0.0420176,0,0,0.0147673,0,0,0.0301006,0.0650972,0.0367678,0.0202962,0.025503,0.0242361,0.0437439,0.0424186,0.0773855,0.0800301,0.0507587,0.0687897,0.0479649,0.0389978,0.0614559,0.021291,0.0345947,0.00973017,0.0134801,0.0360468,0.0707014,0,0,0,0,0.0420134,0,0.0381994,0,0
36,0,0,0,0,0,0,0.0317006,0.0319029,0,0,0,0.0529156,0,0.0257496,0,0.0184052,0,0,0.0379759,0.0354543,0.0276498,0.0255291,0.0428861,0.0298806,0.035495,0.0409278,0.036761,0.0288339,0.0365124,0.037759,0.0252552,0.0332724,0.0101901,0.0189965,0.0416873,0,0.0233325,0.0336535,0.0422175,0,0,0.0148724,0,0,0.0301743,0.0645001,0.0398594,0.0202308,0.0267258,0.0247383,0.0440438,0.0427595,0.0777645,0.0803599,0.0503706,0.0693746,0.0483841,0.0384872,0.0619564,0.0268168,0.0344077,0.00972015,0.0137917,0.035559,0.0713482,0,0,0,0,0.0419854,0,0.0372798,0,0
37,0,0,0,0,0,0,0.0312304,0.0316101,0,0,0,0.0515666,0,0.0259319,0,0.0185492,0,0,0.0381686,0.0357163,0.0283792,0.0257131,0.0427396,0.0301463,0.0351579,0.0404151,0.0368664,0.0288491,0.0360097,0.0372511,0.0247333,0.0324826,0.0097848,0.0190717,0.0425585,0,0.0268674,0.0327021,0.0423597,0,0,0.0153039,0,0,0.0302524,0.0644669,0.0433774,0.019877,0.0273522,0.0255566,0.0445668,0.0432791,0.0777386,0.0807072,0.0502809,0.0700122,0.048291,0.0373785,0.0634162,0.0310145,0.0339942,0.0097719,0.0137965,0.0350552,0.0717451,0,0,0,0,0.0416342,0,0.0369176,0,0
38,0,0,0,0,0,0,0.0307202,0.0313868,0,0,0,0.0501473,0,0.0261251,0,0.0187541,0,0,0.0384735,0.0356575,0.0285445,0.0256687,0.0426838,0.0308132,0.0347542,0.0399784,0.0370928,0.0285388,0.0356664,0.0367948,0.0240799,0.0315762,0.00978145,0.0192431,0.0412565,0,0.0277739,0.0318718,0.0424676,0,0,0.0157883,0,0,0.0305026,0.0638068,0.0454268,0.0191023,0.0280768,0.0267606,0.0451454,0.0444258,0.0789169,0.0814156,0.0504337,0.0705806,0.0484998,0.0365396,0.0640091,0.0369241,0.0335262,0.0095119,0.0141923,0.034589,0.0719786,0,0,0,0,0.0409485,0,0.0368119,0,0
