Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,x73,RHEE,STRN,LASI,LWRB,R5HD,RWRB
106,0,0,0,0,0,0,0.0333091,0.037462,0,0,0,0.0526029,0,0.0244241,0,0,0.021604,0,0,0.0475021,0.0444494,0.038714,0.0201339,0.0258759,0.0464993,0.0344501,0.0399499,0.0500222,0.0384273,0.0224968,0.0323832,0.0316287,0.0229885,0.0277274,0.0155712,0.0381775,0.0119085,0.0398288,0.0208862,0.0467823,0.0437432,0,0,0.0243273,0,0,0.0136484,0.0488681,0.0135797,0.0266349,0.0364001,0.0475579,0.0447289,0.0739907,0.0773983,0.0508261,0.0687102,0.052674,0.0445796,0.0644541,0.0107658,0.0317102,0.0120733,0.071674,0,0,0,0,0.0285757,0.039989,0.034843,0.0115694,0,0
107,0,0,0,0,0,0,0.0333148,0.0373437,0,0,0,0.0513426,0,0.0245832,0,0,0.021587,0,0,0.0474837,0.0449559,0.0389267,0.0204474,0.0261757,0.0464892,0.0343166,0.0404783,0.0502095,0.0380145,0.022824,0.0329425,0.0321412,0.0238008,0.0283283,0.0165396,0.0382613,0.0118377,0.0401684,0.0209244,0.0468241,0.0437009,0,0,0.0242739,0,0,0.0135784,0.0490136,0.0134483,0.0266086,0.0362918,0.0473812,0.044618,0.0738787,0.0773415,0.0507625,0.0685604,0.0526313,0.0446737,0.0642585,0.0108123,0.0318213,0.0120351,0.0714969,0,0,0,0,0.028572,0.0400669,0.0350559,0.0116479,0,0
108,0,0,0,0,0,0,0.0333094,0.0372333,0,0,0,0.0504098,0,0.0247774,0,0,0.0215929,0,0,0.0474622,0.0454776,0.0387725,0.0208998,0.026256,0.0463635,0.0341601,0.0409518,0.0506964,0.0376685,0.0231539,0.0335111,0.032614,0.0245568,0.0290885,0.0172822,0.0383102,0.0118556,0.0405296,0.0209758,0.0468714,0.0437299,0,0,0.0243158,0,0,0.0136208,0.0492468,0.0132636,0.0266454,0.0362203,0.0471915,0.0444942,0.0736092,0.077253,0.0506443,0.0683848,0.0525821,0.0446029,0.0641817,0.0111285,0.0318686,0.012081,0.0713701,0,0,0,0,0.0287954,0.0402888,0.0352168,0.0116439,0,0
109,0,0,0,0,0,0,0.0333049,0.0371715,0,0,0,0.0494771,0,0.0249407,0,0,0.0215986,0,0,0.0474222,0.0460348,0.0388971,0.0213865,0.0261122,0.0461532,0.0339994,0.041408,0.0511335,0.0375027,0.0236489,0.0340013,0.0332351,0.0251695,0.0296921,0.0179853,0.0383268,0.0118421,0.0406769,0.021092,0.0470465,0.0437474,0,0,0.0242973,0,0,0.0134066,0.0495231,0.013073,0.0267314,0.0361492,0.0469533,0.0442801,0.0733027,0.0770916,0.0505035,0.0681765,0.0525139,0.0444432,0.0641259,0.011827,0.0319033,0.0121524,0.0712478,0,0,0,0,0.0293094,0.0405161,0.0354192,0.0116609,0,0
110,0,0,0,0,0,0,0.0332733,0.0371441,0,0,0,0.0489096,0,0.025422,0,0,0.0215701,0,0,0.0473674,0.0466334,0.0387475,0.0218155,0.0257105,0.045904,0.0338968,0.0417862,0.0514227,0.0377125,0.0243923,0.0345194,0.0339871,0.0256052,0.0302814,0.018241,0.038328,0.0118152,0.0407186,0.02118,0.0469371,0.0437384,0,0,0.0243707,0,0,0.0134326,0.0497308,0.0129322,0.0267988,0.0360226,0.0466801,0.0441386,0.0731042,0.0769262,0.0503735,0.0679957,0.0524615,0.0442922,0.0640055,0.0122812,0.0319506,0.0121921,0.0711078,0,0,0,0,0.0296627,0.0406371,0.035709,0.0117065,0,0
111,0,0,0,0,0,0,0.0332626,0.0371398,0,0,0,0.0490675,0,0.025913,0,0,0.0214638,0,0,0.047357,0.0470312,0.0383379,0.0223807,0.0251144,0.0454304,0.0338551,0.0420481,0.0519686,0.0375276,0.0251268,0.0351025,0.034602,0.0258778,0.0310279,0.0174948,0.0383722,0.0117951,0.0408328,0.0213085,0.0467056,0.0436223,0,0,0.0248216,0,0,0.0150961,0.0501453,0.0126571,0.0270362,0.0356931,0.0465251,0.0439165,0.072772,0.0767481,0.050317,0.0679111,0.0525332,0.0443108,0.0637698,0.0120286,0.0317006,0.0125638,0.0709065,0,0,0,0,0.0299727,0.0406891,0.0355908,0.0117643,0,0
112,0,0,0,0,0,0,0.0333967,0.0372059,0,0,0,0.049685,0,0.0262052,0,0,0.0214083,0,0,0.0473171,0.0472438,0.0381341,0.023019,0.0243644,0.0451141,0.0336119,0.0420327,0.0520111,0.0370329,0.0260033,0.0358102,0.0352625,0.0261179,0.0317281,0.0158657,0.0383626,0.0117618,0.0415821,0.0214786,0.0463805,0.043625,0,0,0.0238782,0,0,0.0132965,0.0504441,0.0123479,0.0271945,0.0354633,0.0462442,0.0437975,0.0727223,0.0766304,0.0503596,0.0677649,0.0524472,0.0445316,0.0636591,0.0131457,0.0319194,0.012455,0.0707318,0,0,0,0,0.029857,0.0406546,0.0353576,0.0118209,0,0
113,0,0,0,0,0,0,0.0334315,0.0372335,0,0,0,0.0508295,0,0.0264424,0,0,0.0213266,0,0,0.0472051,0.047483,0.037827,0.0237365,0.0235138,0.0447575,0.0334445,0.0419295,0.0514401,0.0367978,0.026962,0.0363655,0.0359246,0.026367,0.0323531,0.0137692,0.0384732,0.011735,0.0420219,0.0216948,0.0459662,0.0435101,0,0,0.0242798,0,0,0.0145422,0.0508664,0.0120705,0.0273649,0.0350307,0.0460723,0.0434755,0.0725495,0.0764138,0.050314,0.0676952,0.0524948,0.0447735,0.06357,0.0137136,0.0318497,0.0126926,0.0705023,0,0,0,0,0.0300643,0.0406417,0.0349015,0.0117874,0,0
114,0,0,0,0,0,0,0.0335414,0.0372185,0,0,0,0.0526575,0,0.0268462,0,0,0.0212157,0,0,0.0471256,0.0474519,0.0371142,0.0246524,0.0227172,0.0445233,0.0332135,0.0417188,0.050459,0.0368382,0.0280918,0.0369842,0.0365592,0.0267258,0.0330989,0.0116569,0.038578,0.0117448,0.0428838,0.0218746,0.0452331,0.043444,0,0,0.024198,0,0,0.0143515,0.0512397,0.0117596,0.0275289,0.0345882,0.0457539,0.0433266,0.0724757,0.0762039,0.0502162,0.0679135,0.0526051,0.0449107,0.0636288,0.0140552,0.0320056,0.0126124,0.070225,0,0,0,0,0.0297171,0.0406873,0.0345499,0.0117111,0,0
115,0,0,0,0,0,0,0.0336566,0.0371359,0,0,0,0.0543332,0,0.0274334,0,0,0.0209957,0,0,0.0471617,0.0467781,0.0364881,0.0259379,0.0223345,0.0442375,0.0328552,0.0415449,0.0492042,0.0370748,0.0290444,0.0378307,0.0371018,0.027256,0.0339124,0.0103353,0.038734,0.0116966,0.0445793,0.022028,0.044259,0.0434166,0,0,0.0240237,0,0,0.0143647,0.0516792,0.0113365,0.0278513,0.0341556,0.045389,0.0432261,0.0723652,0.0758163,0.050105,0.0683081,0.0527791,0.0450495,0.0637261,0.0150851,0.0321053,0.0124733,0.0698883,0,0,0,0,0.0295155,0.0408046,0.0342364,0.0119138,0,0
116,0,0,0,0,0,0,0.033796,0.0370515,0,0,0,0.0544391,0,0.0283357,0,0,0.0208047,0,0,0.0472315,0.0453371,0.0363096,0.027561,0.022957,0.0439078,0.0324062,0.0414028,0.0476895,0.0374572,0.0294853,0.0388567,0.0371623,0.0280404,0.0341195,0.0103489,0.0389576,0.011755,0.046105,0.0222361,0.0433947,0.043422,0,0,0.0239408,0,0,0.0146335,0.0524324,0.0108621,0.0282294,0.033791,0.0450182,0.0431242,0.0719915,0.0753038,0.050121,0.0685346,0.0528237,0.0451018,0.0636467,0.0163522,0.0322288,0.0124448,0.0694961,0,0,0,0,0.0292613,0.0409879,0.0341041,0.0119529,0,0
117,0,0,0,0,0,0,0.0340302,0.0369712,0,0,0,0.0539422,0,0.0291366,0,0,0.0207244,0,0,0.0472183,0.0439707,0.0362469,0.0288957,0.0239405,0.0436306,0.0319705,0.0409769,0.0462728,0.0379628,0.0295641,0.0397363,0.0373158,0.0288652,0.0341013,0.010616,0.0392051,0.011749,0.0468828,0.0223755,0.0425968,0.0434257,0,0,0.0238771,0,0,0.0147436,0.0531246,0.0106866,0.0285006,0.0335282,0.0446381,0.0429152,0.0715614,0.0748582,0.0500725,0.0687311,0.0528016,0.0452342,0.0635574,0.0172301,0.0324615,0.0125474,0.0691413,0,0,0,0,0.0289566,0.0411962,0.0337077,0.0118573,0,0
118,0,0,0,0,0,0,0.0342706,0.0369172,0,0,0,0.0534072,0,0.0295743,0,0,0.0206542,0,0,0.047114,0.043027,0.0360396,0.0298935,0.0245711,0.0433787,0.0315681,0.0404157,0.0451454,0.0387036,0.0295334,0.0404966,0.0378743,0.0295031,0.0339696,0.0105233,0.039447,0.0116697,0.0469973,0.0224244,0.0418948,0.0434145,0,0,0.0238043,0,0,0.0148113,0.0535818,0.01076,0.0286907,0.0332906,0.0442568,0.0425985,0.0711564,0.0744844,0.0498387,0.0689177,0.0528483,0.0454146,0.0636056,0.0179092,0.0326978,0.0127099,0.0688694,0,0,0,0,0.0289484,0.0413662,0.0329235,0.0118138,0,0
119,0,0,0,0,0,0,0.0345202,0.0368547,0,0,0,0.0490217,0,0.0311357,0,0,0.0205382,0,0,0.0469728,0.0412993,0.0378094,0.0309901,0.026988,0.0431024,0.0311946,0.0397908,0.0437306,0.0391329,0.0285372,0.0410691,0.0378221,0.0293051,0.0328316,0.0133162,0.0395727,0.0114928,0.0480792,0.0224637,0.0414144,0.0435247,0,0,0.0229722,0,0,0.0129409,0.0541826,0.0106143,0.0289247,0.0331798,0.0439194,0.0422379,0.0708776,0.0742408,0.0497186,0.0690712,0.052871,0.0453278,0.0635096,0.0189845,0.0330262,0.0124961,0.0686683,0,0,0,0,0.02892,0.0415313,0.0328171,0.0118726,0,0
120,0,0,0,0,0,0,0.0346825,0.0367686,0,0,0,0.0498847,0,0.0300644,0,0,0.0204119,0,0,0.0468394,0.0409528,0.0395028,0.0315455,0.027604,0.0428614,0.030898,0.0390295,0.0430173,0.0398182,0.0289509,0.0415982,0.0387795,0.0278673,0.0318183,0.0118583,0.0397988,0.0114689,0.0480633,0.0222883,0.0412089,0.043518,0,0,0.0228946,0,0,0.013568,0.0542908,0.0107367,0.029142,0.0327888,0.0435476,0.0419371,0.0707735,0.0740778,0.0493401,0.0692788,0.0528929,0.0453357,0.0635162,0.0188416,0.0329591,0.0126166,0.0685599,0,0,0,0,0.0284818,0.0416676,0.0322296,0.0118112,0,0
121,0,0,0,0,0,0,0.0345983,0.0368779,0,0,0,0.0464789,0,0.0293345,0,0,0.0199399,0,0,0.0472177,0.0406142,0.0390306,0.0329108,0.0259578,0.0422666,0.0312378,0.0368524,0.0423312,0.0420474,0.0306889,0.0422524,0.039578,0.0297391,0.0346744,0.0155451,0.0399022,0.011109,0.0428753,0.0182768,0.0409573,0.0431486,0,0,0.0227151,0,0,0.0136808,0.0551675,0.0105352,0.0313029,0.0314713,0.0435553,0.0408816,0.0690458,0.0729279,0.0489035,0.0709646,0.0551716,0.0470875,0.0638739,0.0126107,0.0327606,0.012683,0.068455,0,0,0,0,0.0281445,0.0421155,0.0316025,0.0114096,0,0
122,0,0,0,0,0,0,0.0345993,0.0368551,0,0,0,0.0462906,0,0.0293191,0,0,0.019819,0,0,0.0474126,0.0401465,0.0397348,0.0334694,0.0257963,0.0422305,0.0311611,0.0358373,0.041985,0.0425148,0.0312819,0.0424457,0.0400685,0.0298358,0.035007,0.0158954,0.0398974,0.0110882,0.0430727,0.0181478,0.0409329,0.0431277,0,0,0.0226256,0,0,0.0136224,0.0553003,0.0105465,0.0312429,0.0308034,0.0433051,0.0405517,0.068991,0.0727193,0.0486967,0.0709763,0.0550089,0.0468976,0.063518,0.0125631,0.032855,0.0126032,0.0683575,0,0,0,0,0.0282233,0.0422083,0.0309549,0.0114255,0,0
123,0,0,0,0,0,0,0.0345779,0.0368245,0,0,0,0.0456711,0,0.0294269,0,0,0.0197623,0,0,0.0474953,0.039671,0.0394699,0.0334246,0.0262942,0.0423783,0.0311395,0.0355987,0.0414909,0.0417952,0.0310455,0.0424172,0.0400157,0.029831,0.0348071,0.0162158,0.0398249,0.0112152,0.0432882,0.0178902,0.0410753,0.0430814,0,0,0.0226624,0,0,0.0135803,0.0554135,0.0106237,0.0311512,0.0303949,0.0430425,0.040215,0.0689496,0.0725342,0.0485588,0.0708143,0.0547363,0.0466059,0.063325,0.0129245,0.0329476,0.0123988,0.068385,0,0,0,0,0.028643,0.0421774,0.0305928,0.0113675,0,0
124,0,0,0,0,0,0,0.0345335,0.0367302,0,0,0,0.0444896,0,0.0295688,0,0,0.0197531,0,0,0.0474892,0.0393087,0.0385899,0.0329725,0.0274082,0.0426167,0.0311735,0.0362523,0.0411254,0.0400595,0.0298875,0.0420969,0.0394711,0.0295779,0.0342486,0.0165943,0.0396901,0.0114359,0.0435212,0.0175037,0.0413358,0.0430049,0,0,0.0227465,0,0,0.0135282,0.0555849,0.0107488,0.030821,0.0303277,0.0427598,0.0399249,0.0690185,0.072561,0.0485416,0.0706192,0.0543199,0.0462677,0.0632222,0.0132822,0.0330483,0.0122918,0.068444,0,0,0,0,0.0291561,0.0420019,0.0304021,0.0114444,0,0
125,0,0,0,0,0,0,0.034264,0.0366094,0,0,0,0.0445369,0,0.0315736,0,0,0.0199515,0,0,0.0472836,0.0387657,0.038279,0.0321026,0.0289592,0.0426928,0.0311812,0.0376825,0.0415243,0.0377021,0.0279242,0.0413181,0.0384177,0.0287478,0.0332814,0.0159307,0.0396348,0.0118566,0.0498388,0.0211178,0.0419416,0.0428437,0,0,0.0255022,0,0,0.0216718,0.0550276,0.011118,0.0280524,0.0307717,0.0426222,0.0404303,0.0709582,0.0736032,0.0486673,0.0688635,0.0514195,0.0439379,0.0619583,0.0202469,0.0331391,0.0147158,0.0683616,0,0,0,0,0.0294359,0.0417174,0.0306075,0.0118145,0,0.00778219
126,0,0,0,0,0,0,0.0342077,0.0365747,0,0,0,0.0440934,0,0.0318369,0,0,0.0197097,0,0,0.047479,0.0386296,0.0377659,0.0319513,0.028457,0.0425987,0.0316131,0.0386555,0.0422392,0.0366517,0.0272096,0.0408134,0.0379567,0.0289472,0.0340288,0.0166532,0.0394722,0.0118126,0.0495356,0.0208985,0.0423489,0.0424661,0,0,0.0251435,0,0,0.0217506,0.0553481,0.0112755,0.02758,0.0307227,0.0423543,0.0402528,0.0711426,0.073838,0.0486954,0.0684048,0.0509902,0.0433859,0.0612557,0.0200045,0.0332378,0.0148733,0.0683673,0,0,0,0,0.0299218,0.041639,0.0307842,0.0121774,0,0.0076817
127,0,0,0,0,0,0,0.0341343,0.0365296,0,0,0,0.0438507,0,0.0310949,0,0,0.0195295,0,0,0.0475649,0.0384921,0.0362373,0.0322384,0.0274235,0.0426528,0.0321462,0.0395709,0.0432242,0.035773,0.02697,0.040276,0.0378022,0.0288363,0.034588,0.0174882,0.0393172,0.0117554,0.0494069,0.020759,0.0425297,0.0420966,0,0,0.0248718,0,0,0.0218073,0.0556993,0.0116521,0.0271789,0.0305282,0.0419431,0.0400854,0.0714365,0.0740999,0.0486259,0.0680773,0.0505294,0.0428625,0.0607052,0.0196753,0.033383,0.0149479,0.0684249,0,0,0,0,0.0304551,0.0416025,0.0312169,0.0123469,0,0.00755696
128,0,0,0,0,0,0,0.0340398,0.0364506,0,0,0,0.0427669,0,0.0297643,0,0,0.0193323,0,0,0.0476663,0.0383223,0.0344508,0.0328248,0.0264247,0.0429415,0.0326511,0.0400293,0.0440654,0.035196,0.027008,0.0400016,0.0382613,0.0282722,0.0343943,0.0186226,0.039237,0.0117191,0.0491673,0.020468,0.0424412,0.0418518,0,0,0.0246768,0,0,0.0217869,0.0561413,0.0120936,0.0266939,0.030196,0.0413755,0.0399597,0.0718159,0.0744382,0.0485115,0.0679192,0.0500825,0.0423757,0.0604991,0.0191475,0.0336327,0.0149701,0.0684156,0,0,0,0,0.0310871,0.0415733,0.0317933,0.0125569,0,0.0075079
129,0,0,0,0,0,0,0.0339458,0.0363302,0,0,0,0.0413215,0,0.0291183,0,0,0.0192401,0,0,0.047698,0.0383805,0.0330426,0.0334587,0.0260073,0.0433843,0.0330018,0.0398386,0.044113,0.0349337,0.0272689,0.04009,0.0392052,0.0275146,0.0335726,0.0191116,0.0392473,0.0117472,0.0488143,0.0200549,0.0420045,0.0417842,0,0,0.0245805,0,0,0.0217823,0.0566843,0.0125306,0.0263097,0.0297109,0.0407523,0.0398763,0.0721975,0.0746462,0.0482946,0.0678819,0.0497449,0.0419793,0.0601243,0.0184585,0.033853,0.0149157,0.0684089,0,0,0,0,0.0317257,0.0415048,0.0323268,0.0125578,0,0.00746249
130,0,0,0,0,0,0,0.0338282,0.0361847,0,0,0,0.0405293,0,0.0290407,0,0,0.0192803,0,0,0.0476359,0.0387549,0.0315542,0.0339391,0.0260028,0.0437852,0.0331891,0.0390412,0.0437473,0.0350848,0.0277714,0.040166,0.0398165,0.0269336,0.0328137,0.0180284,0.0392851,0.0117371,0.048282,0.0197249,0.0414591,0.0418983,0,0,0.0246424,0,0,0.0218239,0.0573331,0.0129676,0.0260936,0.0291912,0.0401905,0.0397738,0.0725073,0.0746138,0.0479774,0.0678918,0.0494203,0.0415762,0.0597892,0.0179745,0.0340144,0.014909,0.0684174,0,0,0,0,0.0324547,0.0414213,0.0326262,0.0124271,0,0.00747476
131,0,0,0,0,0,0,0.0337158,0.0360466,0,0,0,0.0405556,0,0.0289393,0,0,0.0193967,0,0,0.0477533,0.0391288,0.0298006,0.0343272,0.0261123,0.0440507,0.0333292,0.0380945,0.0433624,0.0355354,0.0284952,0.0400285,0.0398162,0.026737,0.0323789,0.0160284,0.0392638,0.0116105,0.0476015,0.0196168,0.0406336,0.0420726,0,0,0.0247708,0,0,0.0219052,0.0579488,0.0134682,0.0260394,0.0286932,0.039728,0.0396514,0.0727709,0.0743603,0.0475271,0.0677946,0.0491394,0.0411161,0.059554,0.017632,0.0341827,0.0148461,0.0686195,0,0,0,0,0.0333736,0.0413547,0.0330966,0.0125734,0,0.00747157
132,0,0,0,0,0,0,0.0337358,0.0359788,0,0,0,0.0412693,0,0.0284541,0,0,0.0196022,0,0,0.0478625,0.0391003,0.0278855,0.0348183,0.0264019,0.0444439,0.0334067,0.0375943,0.0429788,0.0358265,0.029272,0.0398393,0.0394834,0.0268923,0.0322176,0.0133963,0.0392936,0.0116617,0.0477679,0.0199913,0.0393594,0.0421816,0,0,0.0246709,0,0,0.021974,0.0584642,0.0142433,0.0264435,0.0282819,0.0392862,0.0395298,0.0730701,0.0744414,0.0468379,0.0679309,0.0489282,0.040615,0.05979,0.0172991,0.0344354,0.0147965,0.0688865,0,0,0,0,0.0345901,0.0412793,0.033484,0.0123374,0,0.00761617
133,0,0,0,0,0,0,0.0338309,0.0358914,0,0,0,0.0418692,0,0.0282132,0,0,0.0196886,0,0,0.047828,0.0385483,0.0267912,0.035015,0.0271189,0.0447479,0.0335537,0.037552,0.0421914,0.0353583,0.0295742,0.0398162,0.039165,0.0272755,0.032276,0.011062,0.0394662,0.0117316,0.0473565,0.0210972,0.0384169,0.042252,0,0,0.0246097,0,0,0.0219993,0.0589868,0.0148585,0.0268386,0.0280173,0.0390472,0.0398649,0.0733995,0.0748638,0.0465786,0.0680267,0.0486965,0.0401054,0.060323,0.0169079,0.0347175,0.0147771,0.069235,0,0,0,0,0.0356932,0.0411577,0.0341111,0.0120854,0,0.00742292
134,0,0,0,0,0,0,0.0338133,0.0357397,0,0,0,0.0426966,0,0.0279931,0,0,0.0196856,0,0,0.0478107,0.0381284,0.0262981,0.0350199,0.0275323,0.0449585,0.0338358,0.0376785,0.0415111,0.0343538,0.0292187,0.0398371,0.0392307,0.0274667,0.0326373,0.00921631,0.0396925,0.0117094,0.0471268,0.0229968,0.0373342,0.0423098,0,0,0.0244908,0,0,0.0220823,0.0592605,0.0155714,0.0274601,0.0279247,0.0388424,0.0403073,0.0738354,0.0752731,0.0463231,0.068193,0.0485463,0.0394596,0.0605414,0.0170085,0.0349317,0.0148011,0.0697411,0,0,0,0,0.0373213,0.0409621,0.0349579,0.0120935,0,0.00728237
135,0,0,0,0,0,0,0.0335332,0.0354991,0,0,0,0.0438653,0,0.0278192,0,0,0.0197682,0,0,0.0479063,0.0382399,0.0260479,0.0348162,0.0276515,0.0449667,0.0341882,0.0378874,0.0411053,0.0335242,0.0288502,0.0396787,0.0393265,0.0274142,0.0329237,0.00814711,0.0397765,0.0116324,0.04765,0.0252465,0.0365995,0.0424048,0,0,0.0244556,0,0,0.0221608,0.0594032,0.0160594,0.0280355,0.0280293,0.0387465,0.0408747,0.0742724,0.0755759,0.0461931,0.0682466,0.048522,0.0385709,0.0609496,0.0174288,0.0350091,0.014881,0.0702516,0,0,0,0,0.0396496,0.0407295,0.0360298,0.0122938,0,0.00731276
136,0,0,0,0,0,0,0.033001,0.0352457,0,0,0,0.0444482,0,0.0277622,0,0,0.0199845,0,0,0.0481632,0.035365,0.0267295,0.037295,0.0262322,0.043973,0.0347434,0.0361562,0.0414527,0.0349999,0.0271462,0.037562,0.0371979,0.0254043,0.0317059,0.00870313,0.0395527,0.0116813,0.0494198,0.0273309,0.0358977,0.0425558,0,0,0.0247086,0,0,0.0223027,0.0619043,0.0175617,0.0275565,0.0288897,0.039493,0.0426333,0.0753816,0.0768018,0.0483061,0.0671804,0.0476585,0.0367168,0.0602934,0.0196588,0.0345823,0.0148718,0.0705248,0,0,0,0,0.042586,0.0406616,0,0.0123686,0,0.00749202
137,0,0,0,0,0,0,0.0325157,0.0349807,0,0,0,0.0449892,0,0.0276845,0,0,0.0201751,0,0,0.0485787,0.0357753,0.0265505,0.0369504,0.02614,0.0438292,0.0353838,0.0358706,0.0411168,0.0352497,0.0274816,0.0372103,0.036974,0.0248919,0.0312091,0.00866332,0.0392052,0.0117577,0.0491979,0.028264,0.0352483,0.0425782,0,0,0.0250206,0,0,0.0225309,0.0616375,0.0170722,0.0282957,0.0296135,0.0398357,0.0435558,0.0764391,0.0770563,0.0484942,0.0675169,0.0480535,0.0358411,0.0607523,0.0211571,0.0342887,0.0148302,0.0708202,0,0,0,0,0.0449029,0.040358,0,0.0125136,0,0.00751291
138,0,0,0,0,0,0,0.0321151,0.0347705,0,0,0,0.046034,0,0.0272776,0,0,0.0203395,0,0,0.0489896,0.0391915,0.0254488,0.0341948,0.0273138,0.0445922,0.036112,0.0371906,0.0404316,0.0339806,0.0291767,0.0383828,0.0384839,0.025867,0.0319999,0.00770068,0.0387151,0.0118679,0.0477027,0.0289667,0.0346032,0.0424352,0,0,0.025396,0,0,0.0228341,0.0589663,0.0148874,0.0302059,0.0302486,0.0399151,0.043697,0.0771285,0.0769016,0.0467917,0.0692188,0.0493668,0.0357368,0.0625888,0.0217689,0.0340866,0.014762,0.0711427,0,0,0,0,0.0459929,0.0399552,0.033581,0.0125597,0,0.00750372
139,0,0,0,0,0,0,0.0320077,0.0345536,0,0,0,0.0460297,0,0.0276098,0,0,0.0207249,0,0,0.0495191,0.035984,0.0265203,0.0368971,0.0257732,0.0441879,0.0369207,0.0353877,0.040872,0.0357335,0.0273869,0.0365493,0.0364345,0.0243208,0.0310503,0.00840503,0.0376773,0.0119562,0.0473996,0.029424,0.0334881,0.0426129,0,0,0.022991,0,0,0.0144432,0.0610848,0.0153478,0.029304,0.0318613,0.0408241,0.0459215,0.0787479,0.0794338,0.0492187,0.0689544,0.0488955,0.0346517,0.0626133,0.0216882,0.0334341,0.0126644,0.071346,0,0,0,0,0.0453454,0.0399004,0,0.0126496,0,0
140,0,0,0,0,0,0,0.0313621,0.0345155,0,0,0,0.0472967,0,0.0272506,0,0,0.0210448,0,0,0.0497352,0.0384928,0.025591,0.0346643,0.0268791,0.0449247,0.0380351,0.0364745,0.0404633,0.0344031,0.0287914,0.0375864,0.0380094,0.0252268,0.0319695,0.00774821,0.0373946,0.0122327,0.0443503,0.0278997,0.0314202,0.0422109,0,0,0.0264898,0,0,0.0231918,0.0586673,0.0131441,0.0309556,0.0325226,0.0411896,0.0463519,0.0795721,0.0796152,0.0479741,0.0704309,0.0499239,0.0349208,0.0644927,0.0229388,0.0332839,0.014308,0.0716674,0,0,0,0,0.0448879,0.03972,0.0306288,0.0124707,0,0.00755397
141,0,0,0,0,0,0,0.0312038,0.0343739,0,0,0,0.047353,0,0.0274526,0,0,0.0211709,0,0,0.0497859,0.0375363,0.0257463,0.0350846,0.0268285,0.0450556,0.0389586,0.0361037,0.0404434,0.0345075,0.0288234,0.037424,0.0379498,0.0249653,0.031983,0.00781982,0.0371351,0.0120404,0.0414049,0.0255434,0.0303571,0.0421573,0,0,0.026697,0,0,0.0231522,0.058788,0.012319,0.0315367,0.0333581,0.0416067,0.0475457,0.0806203,0.0807811,0.0487582,0.0704148,0.0497142,0.0343918,0.0651947,0.0250023,0.0330523,0.0140789,0.0721032,0,0,0,0,0.0439824,0.0396338,0.0299475,0.0128421,0,0.00782183
142,0,0,0,0,0,0,0.0312132,0.0342743,0,0,0,0.0471617,0,0.0275508,0,0,0.021355,0,0,0.0494943,0.0366708,0.0257548,0.0352447,0.0268366,0.0453072,0.039777,0.0357456,0.0403106,0.0345836,0.0290316,0.0373627,0.0379716,0.0247187,0.0320811,0.00793685,0.0369735,0.0119719,0.0377681,0.0235118,0.0300973,0.0421236,0,0,0.0268016,0,0,0.0228496,0.0590286,0.0117135,0.0323357,0.0341283,0.0419213,0.0485287,0.0815412,0.0814394,0.0494598,0.0701271,0.0491402,0.033838,0.0654757,0.0288809,0.032978,0.0139986,0.0725607,0,0,0,0,0.042945,0.0394444,0.030125,0.0127545,0,0.007944
143,0,0,0,0,0,0,0.0312707,0.0343012,0,0,0,0.0468157,0,0.0275724,0,0,0.02164,0,0,0.0490986,0.0359765,0.0256837,0.0353222,0.0269459,0.0457188,0.0404257,0.035212,0.0401199,0.0346961,0.0292446,0.0373088,0.0379642,0.0244826,0.0320555,0.00812545,0.0368371,0.0119389,0.0341216,0.0219573,0.0299668,0.0422354,0,0,0.0267588,0,0,0.0223644,0.0593877,0.0113801,0.0329363,0.0351045,0.0422796,0.0492867,0.0822485,0.0818193,0.0498215,0.0699168,0.0485084,0.0335715,0.0656823,0.0362438,0.0329575,0.0140504,0.0731434,0,0,0,0,0.0429666,0.0388795,0.0311737,0.0125554,0,0.00801506
144,0,0,0,0,0,0,0.0312956,0.0342733,0,0,0,0.0459606,0,0.0278253,0,0,0.0221455,0,0,0.0487722,0.0351194,0.0257299,0.0353735,0.0270248,0.0460774,0.0410361,0.0344019,0.0397788,0.0348237,0.0292853,0.0372917,0.038117,0.0243046,0.0316347,0.00850727,0.0366938,0.0121008,0.0323643,0.0207521,0.029661,0.042477,0,0,0.0267201,0,0,0.0218324,0.05995,0.0113241,0.032983,0.0360664,0.0426171,0.0499307,0.0826783,0.0822039,0.0498516,0.0698201,0.0480427,0.0337091,0.0659595,0.0466107,0.032858,0.0141566,0.0739283,0,0,0,0,0.0453109,0.0383802,0.0327849,0.0120612,0,0.00798528
