Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,x73,RHEE,STRN,LASI,LWRB,R5HD,RWRB
184,0,0,0,0,0,0,0.0317808,0.0329079,0,0,0,0.0482906,0,0.0290992,0,0,0.0207262,0,0,0.0477284,0.0351803,0.0327761,0.0278292,0.030023,0.0352799,0.0322064,0.0264922,0.0281646,0.037973,0.035556,0.0375118,0.0341052,0.0248836,0.0326861,0.0133159,0.0396502,0.0113034,0.0423736,0.0221878,0.0414457,0.0418434,0,0,0.0244105,0,0,0.0201511,0.0522686,0.0132451,0.0302674,0.0290522,0.0396943,0.0532608,0.0784708,0.0812614,0.0594152,0.0750965,0.0573186,0.0496218,0.0710886,0.0143117,0.0336557,0.0148879,0.0682069,0,0,0,0,0.0387044,0.0370543,0.0310817,0.0109465,0,0
185,0,0,0,0,0,0,0.0314013,0.0332158,0,0,0,0.048324,0,0.0286886,0,0,0.0205539,0,0,0.0476052,0.0352474,0.0329743,0.02765,0.0298541,0.0352563,0.0316585,0.0262315,0.0282961,0.0380756,0.0356495,0.0371137,0.0339984,0.0242464,0.033063,0.0139848,0.0395796,0.0114198,0.041626,0.0211452,0.041249,0.0418647,0,0,0.0240155,0,0,0.022343,0.0522773,0.0127201,0.0300208,0.0293773,0.0392679,0.0536772,0.0791118,0.0811416,0.059021,0.0741893,0.0567664,0.0494775,0.0709443,0.0146458,0.034062,0.0152632,0.0681154,0,0,0,0,0.0371938,0.0354515,0.0309298,0.0113757,0,0.00836926
186,0,0,0,0,0,0,0.0317594,0.0332049,0,0,0,0.0536366,0,0.0306964,0,0,0.020218,0,0,0.0476414,0.0350124,0.0353768,0.027542,0.0281792,0.0353415,0.0309782,0.0252056,0.0293364,0.0383766,0.0348179,0.0353023,0.0336717,0.0209329,0.029845,0.0157495,0.0395783,0.0113068,0.0420597,0.0212249,0.0411235,0.0419842,0,0,0.0222901,0,0,0.0136727,0.0518366,0.0124564,0.0288652,0.0296921,0.0389698,0.0544975,0.0805431,0.0813686,0.0586191,0.0734073,0.0555213,0.0490011,0.0708778,0.0124683,0.0339348,0.0131275,0.068127,0,0,0,0,0.0361954,0.0341294,0.0311704,0.0120291,0,0
187,0,0,0,0,0,0,0.0313157,0.0335182,0,0,0,0.0545687,0,0.0307611,0,0,0.0200391,0,0,0.0474995,0.0349375,0.0342245,0.0273667,0.028046,0.0352373,0.0306449,0.0253609,0.0302415,0.0379863,0.0339193,0.0350095,0.0330797,0.0205202,0.0296984,0.0201583,0.0398032,0.0115827,0.0416041,0.0198408,0.0409312,0.041689,0,0,0.0242347,0,0,0.022149,0.0515903,0.0121851,0.0278246,0.0300502,0.0393583,0.0545431,0.0812676,0.0811797,0.0580239,0.0739026,0.0553628,0.049381,0.0716323,0.0125131,0.0338428,0.0148308,0.0679854,0,0,0,0,0.0355103,0.0340935,0.0315044,0.011784,0,0.00906637
188,0,0,0,0,0,0,0.0314725,0.0337284,0,0,0,0.0552517,0,0.02996,0,0,0.019767,0,0,0.0475848,0.0348713,0.034107,0.0271557,0.0274827,0.03516,0.0300549,0.0249752,0.0306677,0.0380085,0.0337996,0.0344196,0.0327614,0.0200655,0.029205,0.0212252,0.0397597,0.0114626,0.0435416,0.0188876,0.0407307,0.0419166,0,0,0.0223182,0,0,0.01395,0.0509411,0.0125182,0.0264791,0.0301143,0.0394416,0.0546853,0.0825013,0.081098,0.0573756,0.0747517,0.0549504,0.0494328,0.0726387,0.0105756,0.0338501,0.0130878,0.0679879,0,0,0,0,0.0340068,0.0342695,0.0318187,0.0121054,0,0
189,0,0,0,0,0,0,0.0312387,0.0339861,0,0,0,0.0557625,0,0.0292774,0,0,0.0194755,0,0,0.0475195,0.0353038,0.0340773,0.02667,0.0270876,0.0350827,0.0297883,0.0248303,0.0309908,0.0380659,0.0337852,0.033692,0.0326282,0.0195614,0.0284989,0.0221834,0.0401974,0.0114364,0.0417496,0.0189391,0.0412858,0.041697,0,0,0.0249597,0,0,0.0220294,0.0501168,0.0133145,0.0264707,0.0299366,0.0399121,0.0545773,0.0826987,0.0809192,0.0565953,0.0746379,0.0543889,0.0489169,0.0728205,0.0112746,0.0337679,0.01494,0.0678394,0,0,0,0,0.0319465,0.0346643,0.0317378,0.0122205,0,0.0070785
190,0,0,0,0,0,0,0.0281857,0.0378129,0,0,0,0.0555248,0,0.0286654,0,0,0.0191479,0,0,0.0467772,0.0358338,0.0342118,0.0267367,0.0268816,0.0346195,0.0284281,0.0250628,0.0314877,0.0378763,0.0332339,0.0332333,0.0324015,0.0190983,0.0275349,0.0229346,0.0420852,0.0112361,0.03879,0.019698,0.0418774,0.0403703,0,0,0.0236739,0,0,0.021824,0.0491643,0.0144606,0.0272124,0.0294971,0.0392534,0.0539621,0.0821044,0.0803577,0.0553499,0.0736548,0.0542027,0.0477143,0.0710537,0.0113094,0.0356053,0.0152498,0.0664694,0,0,0,0,0.0301676,0,0.031683,0.0121476,0,0.00677408
191,0,0,0,0,0,0,0.0280472,0.0379007,0,0,0,0.0559297,0,0.0280852,0,0,0.0191785,0,0,0.0467206,0.0367933,0.0342559,0.0260322,0.0267686,0.0339671,0.0281845,0.0254354,0.0319258,0.0375714,0.0328215,0.0330746,0.0321481,0.0186988,0.027155,0.024226,0.0422738,0.0110838,0.0358474,0.0195911,0.042481,0.0404313,0,0,0.0237044,0,0,0.0217527,0.0481675,0.0152339,0.0283114,0.0294377,0.0392154,0.0523208,0.0804595,0.0794309,0.054325,0.0723708,0.0543329,0.0469446,0.0690111,0.0108269,0.0356244,0.0152754,0.0664966,0,0,0,0,0.0289909,0,0.0318264,0.0120351,0,0.00662634
192,0,0,0,0,0,0,0.0309248,0.0341591,0,0,0,0.0566366,0,0.0274038,0,0,0.0194037,0,0,0.0474083,0.0378447,0.0340533,0.0245614,0.0267372,0.0342502,0.029223,0.0258896,0.0323105,0.0371882,0.0324768,0.0329337,0.0318429,0.0183287,0.0269156,0.0257635,0.0406733,0.0112129,0.0348247,0.0189114,0.0429805,0.0419513,0,0,0.0249167,0,0,0.0219084,0.0473379,0.015607,0.0288885,0.0296927,0.039992,0.050428,0.078636,0.0787772,0.0546779,0.071819,0.0542982,0.0468402,0.0682707,0.0104969,0.0336018,0.0150026,0.0679727,0,0,0,0,0.0278218,0.0351687,0.032497,0.0121484,0,0.00694943
193,0,0,0,0,0,0,0.0310023,0.0340523,0,0,0,0.0541368,0,0.0268245,0,0,0.0194868,0,0,0.0473979,0.0355954,0.0349627,0.0271535,0.026109,0.0334636,0.0291352,0.0255821,0.0342792,0.0370528,0.0298453,0.0319646,0.0307318,0.0177691,0.0256568,0.0254247,0.0406447,0.0113538,0.0351102,0.019524,0.042448,0.0422133,0,0,0.0251982,0,0,0.0218862,0.0493622,0.0147719,0.02898,0.0293222,0.0408125,0.0499398,0.0772367,0.0792941,0.0578265,0.071518,0.0533499,0.0462391,0.0680059,0.00972604,0.0332562,0.0149384,0.0675826,0,0,0,0,0.0278012,0.0356449,0,0.0122088,0,0.00694018
194,0,0,0,0,0,0,0.0277241,0.0378431,0,0,0,0.0529008,0,0.0258885,0,0,0.0194613,0,0,0.0467061,0.0356346,0.0351348,0.0270269,0.0258553,0.0326292,0.0280677,0.0259543,0.0353612,0.0369633,0.0286715,0.0313227,0.0304745,0.017318,0.0246523,0.026713,0.0420373,0.0112271,0.0341747,0.0192974,0.0429014,0.0410237,0,0,0.0242163,0,0,0.0216952,0.0491389,0.0152278,0.0278263,0.0293456,0.0405734,0.0499163,0.0779584,0.0795915,0.0582922,0.0719794,0.0528531,0.0459652,0.068211,0.0107468,0.0350584,0.01514,0.0664594,0,0,0,0,0.0274777,0,0,0.0120442,0,0.00657121
195,0,0,0,0,0,0,0.0305908,0.0338172,0,0,0,0.0564156,0,0.0253248,0,0,0.0200992,0,0,0.0475847,0.0418652,0.035273,0.0212934,0.0247617,0.0338802,0.0304104,0.0270772,0.0357167,0.0382886,0.0309169,0.0301574,0.0299702,0.01578,0.024326,0.031577,0.0398659,0.0116589,0.0320742,0.0176845,0,0.0422551,0,0,0.0255515,0,0,0.0220105,0.043781,0.0192705,0.025015,0.0295617,0.0417512,0.0499703,0.0810129,0.0806935,0.0563502,0.0710713,0.0513695,0.0445506,0.0671251,0.0139263,0.0327411,0.0147279,0.0685418,0,0,0,0,0.027196,0.035971,0.0280732,0.0118194,0,0.00724774
196,0,0,0,0,0,0,0.0305215,0.0338063,0,0,0,0.0521703,0,0.0233816,0,0,0.019897,0,0,0.0475749,0.0392615,0.0351846,0.0220311,0.0251991,0.0345224,0.029586,0.0272187,0.0364625,0.0371763,0.0287855,0.0305314,0.0308325,0.0158867,0.0228159,0.0317052,0.0403536,0.0114266,0.0340341,0.018885,0.043595,0.0425387,0,0,0.0254951,0,0,0.0220119,0.0458603,0.0163009,0.027166,0.0314203,0.0417552,0.0496513,0.0801281,0.0777744,0.05321,0.0738206,0.0537045,0.0463138,0.0688534,0.0108739,0.0327667,0.0146793,0.0687854,0,0,0,0,0.0263046,0.0359813,0.0291666,0.0122832,0,0.00708036
197,0,0,0,0,0,0,0.0305192,0.0336499,0,0,0,0.0497333,0,0.0222749,0,0,0.0200958,0,0,0.0478214,0.0399159,0.0356436,0.021374,0.0245274,0.0360981,0.029464,0.0278714,0.0377608,0.0377482,0.0278703,0.029875,0.0309686,0.0152164,0.0208012,0.0335896,0.0399661,0.0114399,0.0351787,0.0193029,0.0429293,0.0428751,0,0,0.0226877,0,0,0.0133738,0.0452986,0.0165936,0.0276964,0.0319776,0.0420233,0.0497193,0.0801857,0.0771888,0.0521257,0.0738717,0.0539743,0.0460259,0.0682049,0.00916985,0.032635,0.0127689,0.0690102,0,0,0,0,0.0261142,0.0361009,0.0287629,0.0123601,0,0
198,0,0,0,0,0,0,0.0266529,0.0376631,0,0,0,0.0474679,0,0.0210782,0,0,0.0200929,0,0,0.0473754,0.040465,0.0358758,0.0211459,0.0234906,0.0365298,0.0288589,0.028578,0.039464,0.0386653,0.0269174,0.0293562,0.0310924,0.014664,0.0185841,0.0352625,0.0411314,0.0113184,0.0354345,0.0194788,0.0423207,0.0414233,0,0,0.024876,0,0,0.0218641,0.0450348,0.0171956,0.0278465,0.0318908,0.0427881,0.0495794,0.0799705,0.0771477,0.0520255,0.0734205,0.0537456,0.0452937,0.0672047,0.00849084,0.0340394,0.0147311,0.0678632,0,0,0,0,0.0259655,0,0.0282809,0.0119596,0,0.00711976
199,0,0,0,0,0,0,0.0298985,0.0337035,0,0,0,0.0462426,0,0.0196983,0,0,0.0203637,0,0,0.0482592,0.0415532,0.0354923,0.0201096,0.0224092,0.0374866,0.0302162,0.0291926,0.0410593,0.039915,0.0264404,0.0291444,0.0311224,0.0140914,0.0174528,0.0358675,0.0391767,0.0117333,0.0353466,0.0192634,0.0415433,0.0428238,0,0,0.0237097,0,0,0.0144414,0.0452319,0.0169638,0.0280278,0.0327948,0.0438582,0.0484299,0.079175,0.0767598,0.0515444,0.0733351,0.0537021,0.0450364,0.0669102,0.00850652,0.0318951,0.0122117,0.0695383,0,0,0,0,0.0252539,0.0362784,0.0282693,0.0121793,0,0
200,0,0,0,0,0,0,0.0293412,0.0337975,0,0,0,0.044927,0,0.0188558,0,0,0.0204297,0,0,0.0483051,0.0424877,0.0351091,0.0193026,0.0215072,0.0384781,0.0309906,0.02976,0.0423815,0.0411374,0.0257206,0.0289551,0.031028,0.0137966,0.0169268,0.0351872,0.0389468,0.0118601,0.0354696,0.0188345,0.0411624,0.0426254,0,0,0.027029,0,0,0.0222163,0.0455053,0.0172473,0.0277848,0.0330154,0.0452242,0.0480843,0.0791608,0.0768638,0.0513101,0.0731987,0.0534014,0.0447164,0.0668861,0.00888521,0.0314592,0.0142024,0.0699503,0,0,0,0,0.0242723,0.0363448,0.0292903,0.0121961,0,0.00751641
201,0,0,0,0,0,0,0.0292317,0.0338856,0,0,0,0.04421,0,0.0189048,0,0,0.0205397,0,0,0.0484452,0.0434303,0.0339397,0.0184326,0.021089,0.0399389,0.0315557,0.030258,0.0434846,0.0420394,0.0249672,0.0292427,0.0311297,0.0139592,0.0168447,0.0353933,0.0385983,0.0118735,0.0347559,0.0185006,0.0412555,0.0427177,0,0,0.0272648,0,0,0.0222523,0.0456797,0.0175606,0.0272862,0.033282,0.0459208,0.0478874,0.0792903,0.0770849,0.0511376,0.0730701,0.0531534,0.0445522,0.066969,0.00991317,0.0312072,0.0140221,0.0706471,0,0,0,0,0.0236498,0.0363845,0.0298477,0.0122786,0,0.0077575
202,0,0,0,0,0,0,0.029537,0.0339402,0,0,0,0.0426095,0,0.0193308,0,0,0.0208553,0,0,0.0485181,0.0440435,0.0337667,0.0177505,0.0211174,0.0412352,0.0318131,0.0306333,0.0442679,0.0423965,0.0242791,0.0299801,0.0314468,0.0144332,0.0169477,0.0371061,0.0381216,0.011947,0.0340449,0.0182352,0.0413438,0.0431181,0,0,0.0245097,0,0,0.0145507,0.045697,0.0175434,0.0267183,0.0338438,0.0459394,0.0476471,0.0797862,0.0773382,0.0508839,0.0730489,0.0528512,0.0442919,0.0669005,0.0110722,0.0313432,0.0118498,0.0714046,0,0,0,0,0.0229928,0.0364081,0.029931,0.0121431,0,0
203,0,0,0,0,0,0,0.0296071,0.0341393,0,0,0,0.0396041,0,0.0202317,0,0,0.0208352,0,0,0.0483204,0.0418228,0.0352546,0.0176732,0.0215792,0.0417038,0.0312011,0.0301885,0.0446535,0.0426451,0.0230682,0.0312642,0.0322706,0.0156675,0.0175968,0.0391582,0.038368,0.0119476,0.0342493,0.0187368,0.0408743,0.0436828,0,0,0.0245159,0,0,0.0144112,0.0476552,0.0166809,0.0265099,0.0351652,0.0465523,0.0478423,0.0796649,0.0776837,0.0518821,0.0727131,0.0522192,0.0436989,0.0663069,0.010896,0.0312876,0.0117895,0.0718094,0,0,0,0,0.0227008,0.0366453,0,0.0120129,0,0
204,0,0,0,0,0,0,0.0297913,0.0342212,0,0,0,0.0376328,0,0.0221919,0,0,0.020885,0,0,0.048101,0.0413576,0.037355,0.0179784,0.0221584,0.0423722,0.0313667,0.0305866,0.0448715,0.0426801,0.0225011,0.0325666,0.0329875,0.017326,0.0190788,0.0401566,0.0384054,0.0118941,0.0331031,0.0184624,0.0411222,0.043929,0,0,0.0243117,0,0,0.0142027,0.0475165,0.0161039,0.0260253,0.0356173,0.0464412,0.0477899,0.0800931,0.0778833,0.051685,0.0726137,0.0519201,0.0434343,0.0660498,0.0124166,0.0313831,0.011831,0.0722745,0,0,0,0,0.0228432,0.0366492,0,0.0120367,0,0
205,0,0,0,0,0,0,0.0300541,0.0342645,0,0,0,0.0372714,0,0.0235288,0,0,0.0209497,0,0,0.0477657,0.0407137,0.0382197,0.0186006,0.0225408,0.0420214,0.0314392,0.0305862,0.0449504,0.0428962,0.0221409,0.0332392,0.0331531,0.018927,0.0205683,0.0408377,0.0383917,0.011737,0.0316455,0.0182079,0.0413067,0.0441844,0,0,0.0240492,0,0,0.0140051,0.0472599,0.015511,0.0256016,0.0359982,0.0461936,0.0473309,0.0804386,0.0780265,0.0514445,0.0724225,0.0515155,0.0430602,0.0656648,0.014164,0.031503,0.0119207,0.0725648,0,0,0,0,0.0233801,0.0365938,0,0.012047,0,0
206,0,0,0,0,0,0,0.0302808,0.0342261,0,0,0,0.0372039,0,0.0230088,0,0,0.0210521,0,0,0.0474544,0.0399554,0.0377256,0.0195306,0.022544,0.0415874,0.0313787,0.030397,0.0449499,0.0431169,0.0218078,0.0333673,0.0328404,0.0200428,0.0215523,0.0404711,0.0383684,0.011601,0.0303501,0.0180755,0.0412182,0.0446307,0,0,0.0238489,0,0,0.0139658,0.0471769,0.0149632,0.025241,0.0360866,0.0458089,0.0470161,0.0808227,0.0781604,0.051231,0.072208,0.0512048,0.0426287,0.0652293,0.015958,0.0316538,0.0119938,0.0727027,0,0,0,0,0.023924,0.0365533,0,0.0119066,0,0
207,0,0,0,0,0,0,0.0304176,0.0341278,0,0,0,0.037208,0,0.022164,0,0,0.0211337,0,0,0.0472063,0.0393465,0.0369142,0.0206154,0.0224313,0.0413417,0.0311157,0.0302585,0.0449207,0.0431872,0.021508,0.0335876,0.0325539,0.0208979,0.0221831,0.0391141,0.038473,0.0116016,0.0292553,0.0180494,0.0410563,0.0452897,0,0,0.0237887,0,0,0.0140054,0.0472237,0.0144283,0.0248581,0.0359547,0.0455842,0.0470575,0.0811882,0.0783705,0.0511412,0.0720024,0.0510006,0.0422817,0.0648916,0.0175532,0.0317569,0.0118644,0.0727751,0,0,0,0,0.0243777,0.0364843,0,0.0115995,0,0
208,0,0,0,0,0,0,0.0304701,0.0340586,0,0,0,0.0378303,0,0.0219758,0,0,0.0212555,0,0,0.0472993,0.0389536,0.0364014,0.0215453,0.0225472,0.0412533,0.0307458,0.0300971,0.044896,0.0432264,0.0212598,0.0339634,0.0325683,0.0215997,0.0227976,0.0374325,0.0386212,0.0116012,0.0284167,0.0177811,0.040952,0.0455628,0,0,0.0237586,0,0,0.0141052,0.0473007,0.0139595,0.0244067,0.0357024,0.045493,0.0472436,0.0815377,0.0786081,0.0511405,0.0718071,0.0508142,0.0420817,0.0647283,0.0186207,0.0318276,0.0116113,0.0727518,0,0,0,0,0.0248772,0.0363353,0,0.0115304,0,0
209,0,0,0,0,0,0,0.0304763,0.0340361,0,0,0,0.0388655,0,0.0223212,0,0,0.0213233,0,0,0.0476073,0.0387581,0.0360514,0.0222288,0.0226568,0.0413281,0.0303366,0.0297401,0.0447299,0.0432965,0.0212281,0.0341472,0.0326359,0.0221213,0.0234949,0.0358385,0.038598,0.0113752,0.0279407,0.017814,0.0409497,0.0457693,0,0,0.023566,0,0,0.0140532,0.0472666,0.0135998,0.023993,0.0353958,0.0454549,0.0474435,0.0818783,0.0788267,0.0512066,0.0716345,0.050628,0.0420174,0.0645768,0.0191163,0.0320296,0.0116713,0.0725832,0,0,0,0,0.0251861,0.0361814,0,0.0116533,0,0
210,0,0,0,0,0,0,0.0306061,0.0340172,0,0,0,0.0395452,0,0.0221366,0,0,0.0211677,0,0,0.0474862,0.0380947,0.0356416,0.0232286,0.022765,0.0414852,0.0298437,0.0287795,0.04477,0.043826,0.0210734,0.034164,0.0326879,0.022582,0.0240505,0.0346542,0.0389868,0.0113919,0.0279681,0.0180794,0.0412709,0.0457611,0,0,0.0235092,0,0,0.0141717,0.0478226,0.0126881,0.0238501,0.0353444,0.0456578,0.0474035,0.0816854,0.0789465,0.051534,0.0714582,0.0504398,0.0419454,0.0642763,0.0187301,0.0319442,0.0116396,0.0724439,0,0,0,0,0.0251482,0.0360727,0,0.0118955,0,0
211,0,0,0,0,0,0,0.0306267,0.0340928,0,0,0,0.0401915,0,0.0223446,0,0,0.0210698,0,0,0.0472394,0.0378306,0.0353042,0.023895,0.0229595,0.0416051,0.0294755,0.0285683,0.0446096,0.0437445,0.0210637,0.0338756,0.0325406,0.0224639,0.0245218,0.0330903,0.0392089,0.0114462,0.0281243,0.0183129,0.0415539,0.0458012,0,0,0.0232831,0,0,0.0141088,0.0479783,0.0121417,0.0237508,0.0351617,0.0458035,0.0473618,0.0815347,0.0790161,0.0516212,0.0712594,0.0503341,0.041886,0.0639756,0.0181556,0.0319338,0.0117541,0.0722953,0,0,0,0,0.025122,0.0360063,0,0.0117243,0,0
212,0,0,0,0,0,0,0.0306568,0.034253,0,0,0,0.0406207,0,0.0225362,0,0,0.020923,0,0,0.0470138,0.0375645,0.0350745,0.0243596,0.0230685,0.0421858,0.0291788,0.0286799,0.044571,0.0434797,0.0209039,0.0337753,0.0321716,0.0225061,0.0245363,0.0316857,0.0393912,0.0113553,0.0283575,0.018666,0.0418058,0.0457625,0,0,0.0230667,0,0,0.0140751,0.048129,0.0116603,0.0236818,0.0348763,0.0459146,0.0472494,0.0812433,0.0790388,0.0516944,0.0709574,0.0501875,0.0417838,0.063761,0.0174261,0.0319084,0.0117163,0.0720569,0,0,0,0,0.0249919,0.0360609,0,0.0117969,0,0
213,0,0,0,0,0,0,0.0306753,0.0343981,0,0,0,0.0412476,0,0.0227646,0,0,0.0207065,0,0,0.0469158,0.0372816,0.035031,0.0246167,0.023211,0.0428015,0.0290144,0.0290065,0.0446032,0.0431185,0.0206847,0.0336513,0.0317556,0.0225976,0.0238723,0.0304713,0.0395892,0.0112941,0.0286787,0.0190624,0.0420566,0.0457066,0,0,0.0228889,0,0,0.0140861,0.0482725,0.0112629,0.0236501,0.0346266,0.045927,0.0470784,0.0808614,0.0790414,0.0518277,0.0706219,0.0499958,0.0417198,0.063584,0.0167212,0.0318482,0.0117709,0.0718247,0,0,0,0,0.0246416,0.0361621,0,0.0119343,0,0
214,0,0,0,0,0,0,0.0306974,0.0344132,0,0,0,0.041952,0,0.0229265,0,0,0.0204826,0,0,0.046958,0.0370522,0.0351066,0.0247874,0.0234179,0.0433235,0.0289185,0.0295122,0.044754,0.0427032,0.0203813,0.0334815,0.0314768,0.0226955,0.0241396,0.0292017,0.0397292,0.011361,0.0290602,0.01939,0.0424168,0.0456577,0,0,0.0227673,0,0,0.0141446,0.0484369,0.0109123,0.0235506,0.034405,0.0458056,0.0469685,0.0804916,0.0790521,0.0520636,0.0703259,0.049868,0.041676,0.0634867,0.0160326,0.031854,0.0118517,0.0716042,0,0,0,0,0.0243105,0.0362223,0,0.0120054,0,0
215,0,0,0,0,0,0,0.0307229,0.0342606,0,0,0,0.0425115,0,0.0230835,0,0,0.020332,0,0,0.0470954,0.0369456,0.0353302,0.0249714,0.0237267,0.0433887,0.0289066,0.0300973,0.0449329,0.0422625,0.0201366,0.0331879,0.0313645,0.0227515,0.0247283,0.0280878,0.0397277,0.0114792,0.0293101,0.0196227,0.0428705,0.0456044,0,0,0.0227456,0,0,0.0142066,0.0486336,0.0105903,0.0233524,0.0343237,0.0455813,0.0468946,0.0801202,0.0790278,0.052329,0.0700794,0.0498146,0.0417871,0.0633851,0.0154905,0.0319487,0.0118333,0.0713549,0,0,0,0,0.0242751,0.0362152,0,0.0119779,0,0
216,0,0,0,0,0,0,0.0307652,0.0339893,0,0,0,0.042959,0,0.0232798,0,0,0.0202925,0,0,0.0472716,0.0368398,0.0357298,0.0250893,0.024279,0.0436817,0.0289822,0.0308598,0.045286,0.0417909,0.0198776,0.0328319,0.0312348,0.0227554,0.0250041,0.0273661,0.0397129,0.0117079,0.029958,0.0199294,0.0432044,0.0455637,0,0,0.0227528,0,0,0.014394,0.0486924,0.0103547,0.023384,0.0342116,0.0453647,0.0467305,0.0798706,0.0789835,0.0524284,0.069883,0.0497927,0.0418969,0.0632881,0.0146393,0.0320006,0.0115772,0.0711243,0,0,0,0,0.0243956,0.0360984,0,0.0118536,0,0
217,0,0,0,0,0,0,0.0307414,0.0337096,0,0,0,0.043713,0,0.0233093,0,0,0.0202496,0,0,0.0472592,0.0367003,0.0362833,0.0247966,0.0257522,0.0443443,0.0291605,0.0317315,0.0463736,0.0414873,0.0192005,0.0326889,0.0310635,0.0225655,0.0245828,0.0259744,0.0397538,0.0116783,0.0303087,0.0203776,0.0438525,0.0455432,0,0,0.0227955,0,0,0.0144651,0.048591,0.0103825,0.0234134,0.0341759,0.0452071,0.0465332,0.0794779,0.079024,0.0525399,0.0695758,0.0497354,0.041995,0.06328,0.0139178,0.0319961,0.0114402,0.0709942,0,0,0,0,0.0243748,0.0359309,0,0.0118484,0,0
218,0,0,0,0,0,0,0.0296788,0.0348598,0,0,0,0.0439856,0,0.0235584,0,0,0.0205915,0,0,0.047372,0.0368134,0.0367698,0.0256341,0.0259427,0.0460099,0.0287267,0.0325624,0.0471812,0.0412632,0.0187651,0.0323688,0.0308618,0.0226751,0.0249033,0.0257024,0.0387794,0.0116086,0.030521,0.0208538,0.0442986,0.0466404,0,0,0.0139012,0,0,0.0151831,0.0483953,0.0103238,0.0234232,0.0346846,0.0440291,0.0465152,0.0790968,0.0792067,0.0527489,0.0691362,0.0495775,0.0419598,0.0631314,0.0132889,0.0364305,0,0.0701311,0,0,0,0,0.0242379,0.0365576,0,0.0116585,0,0
219,0,0,0,0,0,0,0.0312578,0.0328326,0,0,0,0.0444542,0,0.0237323,0,0,0.0201299,0,0,0.0467896,0.0363804,0.0370966,0.0246374,0.0270291,0.0443801,0.0298319,0.033256,0.0472846,0.0401648,0.0190347,0.032523,0.0309955,0.0231442,0.0257346,0.025468,0.040019,0.0116611,0.0303754,0.021278,0.0452093,0.0450834,0,0,0.0231191,0,0,0.025866,0.048766,0.0105454,0.0236026,0.0337384,0.0457531,0.0464007,0.0784215,0.0792415,0.0530129,0.0687985,0.0494987,0.0420501,0.0628387,0.0127949,0.0308725,0.00980203,0.0708316,0,0,0,0,0.0242121,0.0353099,0,0.0116458,0,0.027995
220,0,0,0,0,0,0,0.0313576,0.0328376,0,0,0,0.0448634,0,0.0242164,0,0,0.0202349,0,0,0.0465731,0.0361397,0.0373668,0.0247154,0.0274159,0.0447559,0.0299156,0.0341089,0.0478608,0.0395179,0.019066,0.0327492,0.0308794,0.0235236,0.0262365,0.0253444,0.0401284,0.0117376,0.030625,0.0214638,0.0457903,0.0449053,0,0,0.0229841,0,0,0.0257179,0.0488553,0.0106591,0.0238169,0.0336007,0.0456462,0.046234,0.0780139,0.0792381,0.0531285,0.0685217,0.0493642,0.0420817,0.0623603,0.0122394,0.0310154,0.00991504,0.0707795,0,0,0,0,0.0243239,0.0347637,0,0.0113103,0,0.0283123
221,0,0,0,0,0,0,0.0312872,0.033191,0,0,0,0.0452651,0,0.0243349,0,0,0.0202727,0,0,0.0466649,0.0361302,0.0377222,0.0248432,0.0276507,0.0452297,0.0297833,0.034995,0.0484944,0.0389645,0.0191071,0.0328036,0.0308623,0.0240419,0.0267174,0.0250898,0.0400683,0.0115633,0.0315428,0.0216889,0.0461021,0.0448694,0,0,0.0219944,0,0,0.0253548,0.048928,0.0106924,0.0240872,0.033504,0.0452637,0.0460073,0.077695,0.0791586,0.0531856,0.0682674,0.0492836,0.0421162,0.0623778,0.0113701,0.0314375,0,0.0704007,0,0,0,0,0.0245931,0.0341002,0,0.011568,0,0.0272583
222,0,0,0,0,0,0,0.0315767,0.0331875,0,0,0,0.0457354,0,0.0241762,0,0,0.0204597,0,0,0.0467643,0.0363768,0.038098,0.0250497,0.0279168,0.0454129,0.0299438,0.0356125,0.0489762,0.0385298,0.0193318,0.0329083,0.0310469,0.0245547,0.0271998,0.0243304,0.04011,0.011659,0.0313928,0.0221082,0.0466759,0.044637,0,0,0.022591,0,0,0.0254608,0.0493672,0.0107772,0.024424,0.0334139,0.0453836,0.0458049,0.0771475,0.0791768,0.0534002,0.0677859,0.0491653,0.0421573,0.0623915,0.0113232,0.03124,0.0102824,0.0702959,0,0,0,0,0.0252821,0.0337658,0,0.0114268,0,0.0283
