Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,T10,x70,x71,x72,,LEAR,RFHD,RHEE,x73,LWRA,x74,RUPA,STRN
98,0,0,0,0,0,0,0.0274041,0.0382083,0,0,0,0.031541,0,0.0245431,0.0329298,0,0.0249234,0,0,0.0455557,0.0377546,0.0383193,0.0141772,0.0200682,0.0345011,0.0341328,0.0302484,0.0470268,0.0458013,0.018774,0.0339217,0.0319467,0.0205308,0.0222292,0.0447143,0.034074,0.011742,0,0,0.0352033,0.0347588,0.0398756,0,0,0.0258742,0,0.0123564,0.0523838,0.00336967,0.0286821,0.0339556,0.0385273,0.0489664,0.0846514,0.0806924,0.0493512,0.0656939,0.0468551,0.0347554,0.0562931,0.085217,0.00708269,0.0687782,0,0,0,0,0,0,0.0512683,0,0.0121584,0,0.0353488,0.0432061
99,0,0,0,0,0,0,0.0271593,0.0384443,0,0,0,0.0320734,0,0.0246601,0.0333478,0,0.0247297,0,0,0.0454949,0.0376385,0.0378816,0.0139143,0.0199017,0.034769,0.0339465,0.0308093,0.0471491,0.0455168,0.0186732,0.0332149,0.0315948,0.0200408,0.02197,0.0410926,0.0341301,0.0117154,0,0,0.0352482,0.0348382,0.0396578,0,0,0.0258353,0,0.0121812,0.0525474,0.00309205,0.0284578,0.0339709,0.0388304,0.0488661,0.0844894,0.0806694,0.0494513,0.0657335,0.0470903,0.0354014,0.0564151,0.083137,0.00738802,0.0685795,0,0,0,0,0,0,0.0505792,0,0.0122254,0,0.0352246,0.0432137
100,0,0,0,0,0,0,0.026862,0.0385668,0,0,0,0.0323154,0,0.0248374,0.0336999,0,0.0244213,0,0,0.0454513,0.0376219,0.037955,0.0136317,0.0198322,0.0351536,0.0338631,0.0315989,0.0474174,0.0451074,0.0183087,0.0326275,0.0310632,0.0199767,0.0217224,0.0383743,0.0342611,0.012011,0,0,0.0354271,0.0349728,0.0395129,0,0,0.0257862,0,0.0121334,0.0525973,0.00290597,0.0282346,0.0340485,0.0391039,0.0485788,0.0841455,0.0805946,0.0495219,0.0657757,0.0472518,0.0357444,0.0566624,0.0810858,0.00745966,0.0684164,0,0,0,0,0,0,0.0501418,0,0.0121431,0,0.0350254,0.0435298
101,0,0,0,0,0,0,0.0266641,0.0382418,0,0,0,0.0328415,0,0.0252122,0.0340799,0,0.0231114,0,0,0.0400866,0.0377331,0.0378984,0.0133152,0.0198896,0.0355802,0.0333859,0.0325402,0.047641,0.0446701,0.0178688,0.0321631,0.0304911,0.0196938,0.0213844,0.0364268,0.0344404,0.0209804,0,0,0.0355215,0.0350889,0.0396851,0,0,0.0258225,0,0.0121356,0.0525163,0.00271967,0.0279513,0.0340795,0.0393195,0.0482456,0.0837354,0.0805347,0.0496819,0.0656031,0.0473244,0.0358534,0.0565079,0.0791937,0.00747183,0.0683463,0,0,0,0,0,0,0.0495146,0,0,0,0.0348368,0.0436597
102,0,0,0,0,0,0,0.026347,0.0384844,0,0,0,0.0334177,0,0.0256654,0.034533,0,0.0240623,0,0,0.0454723,0.0379147,0.037795,0.0129838,0.0201001,0.0360221,0.0340822,0.0334535,0.0480071,0.0441646,0.0173123,0.0316751,0.0300372,0.0192245,0.0212106,0.0351452,0.0347169,0.0121998,0,0,0.0356801,0.0353356,0.0395062,0,0,0.0258577,0,0.0121048,0.0523893,0.00283622,0.0276245,0.034068,0.0393852,0.0479897,0.0834951,0.080556,0.0499277,0.0653882,0.0472403,0.0360431,0.0559901,0.0775167,0.00743824,0.0682355,0,0,0,0,0,0,0.0487144,0,0.0119457,0,0.034849,0.0442675
103,0,0,0,0,0,0,0.0262881,0.0383133,0,0,0,0.0341915,0,0.0258974,0.0351411,0,0.0239954,0,0,0.0452998,0.0380649,0.0382727,0.0127884,0.0205902,0.0363857,0.0342246,0.0341625,0.0485629,0.0436831,0.0169777,0.03114,0.0299275,0.0188736,0.0210582,0.0341982,0.0349329,0.0121769,0,0,0.0359605,0.0357439,0.0395623,0,0,0.0259325,0,0.0121111,0.0523199,0.0030515,0.0272131,0.0340909,0.039331,0.0477974,0.0833907,0.0806271,0.050239,0.0650994,0.0471068,0.0363345,0.0558001,0.0758448,0.00739816,0.0681066,0,0,0,0,0,0,0.0482303,0,0.0117708,0,0.0350143,0.0443912
104,0,0,0,0,0,0,0.0262991,0.0380411,0,0,0,0.0353815,0,0.0259387,0.0356804,0,0.0239609,0,0,0.0452391,0.038225,0.0387434,0.0124264,0.0215701,0.0366315,0.0343714,0.034988,0.0493359,0.0433052,0.0159617,0.0305933,0.0298848,0.0186569,0.0209824,0.032928,0.0351052,0.0121547,0,0,0.0362821,0.0364193,0.0396627,0,0,0.0258514,0,0.0120744,0.0522188,0.00340472,0.0266911,0.0342405,0.039232,0.0477486,0.0833359,0.0806045,0.0505614,0.0648863,0.0469691,0.0364428,0.0559957,0.0741738,0.00735338,0.0680155,0,0,0,0,0,0,0.0476859,0,0.0117017,0,0.0352405,0.0443149
105,0,0,0,0,0,0,0.0261026,0.0377578,0,0,0,0.036502,0,0.0261273,0.0358159,0,0.0246249,0,0,0.0450828,0.0382732,0.038901,0.0123458,0.0221211,0.0367667,0.0349511,0.0361241,0.0498169,0.0425015,0.0154553,0.0300667,0.0294693,0.0188145,0.0214094,0.0321722,0.0352891,0.0107009,0,0,0.0366302,0.0365874,0.0396544,0,0,0.0280181,0,0.0188247,0.0522279,0.00387506,0.0267157,0.0343371,0.039531,0.0476168,0.0834579,0.0803493,0.0505107,0.0649386,0.0470009,0.0364869,0.0560533,0.0719485,0.00951495,0.0678169,0,0,0,0,0,0,0.0473338,0,0.0135491,0,0.0349943,0.0441371
106,0,0,0,0,0,0,0.0264655,0.0374306,0,0,0,0.0374443,0,0.0261927,0.0359155,0,0.0240857,0,0,0.0455699,0.038396,0.0392923,0.0123299,0.022592,0.0371087,0.0348843,0.037097,0.0502737,0.0420097,0.0154149,0.0299565,0.0292484,0.0193773,0.0221367,0.0312957,0.0352064,0.0125425,0,0,0.0368168,0.0378241,0.0397732,0,0,0.0252071,0,0.0118874,0.0520195,0.00441084,0.025825,0.0345508,0.0387336,0.047756,0.0832581,0.0804617,0.0511555,0.0644809,0.0469463,0.0365671,0.0560125,0.0711309,0.0073647,0.0675854,0,0,0,0,0,0,0.0475534,0,0.0114555,0,0.0354903,0.0438892
107,0,0,0,0,0,0,0.0265142,0.0371779,0,0,0,0.038112,0,0.0262764,0.0360459,0,0.0241811,0,0,0.045769,0.038488,0.0410051,0.0124629,0.023097,0.0374525,0.0352084,0.0382614,0.0509638,0.0412129,0.0153973,0.0301032,0.0291007,0.0204539,0.023055,0.0309777,0.0352089,0.0129781,0,0,0.0371354,0.0384478,0.0396831,0,0,0.0248621,0,0.011796,0.0518662,0.00506907,0.0255111,0.0345824,0.038398,0.0476559,0.0831663,0.0803918,0.0513447,0.0643246,0.0469551,0.0367538,0.0556634,0.0697232,0.00737092,0.0673851,0,0,0,0,0,0,0.0476249,0,0.0111533,0,0.0356207,0.0435896
108,0,0,0,0,0,0,0.0265509,0.0369632,0,0,0,0.0384738,0,0.0264585,0.0363364,0,0.0243527,0,0,0.0456101,0.0386226,0.0421892,0.0127295,0.0234541,0.0377324,0.0354713,0.0392393,0.0515243,0.0405843,0.0155098,0.0301647,0.0289808,0.0213272,0.0238453,0.0310968,0.0351874,0.012559,0,0,0.0374009,0.0390326,0.039523,0,0,0.0247167,0,0.011739,0.0517682,0.00579295,0.0252837,0.0345497,0.0381398,0.0475152,0.0828949,0.0803411,0.0515239,0.0640989,0.0468641,0.036903,0.0552923,0.0684233,0.00740543,0.0672053,0,0,0,0,0,0,0.0477302,0,0.011342,0,0.0357477,0.0433133
109,0,0,0,0,0,0,0.0265613,0.0367969,0,0,0,0.0387548,0,0.0267133,0.0366513,0,0.0244416,0,0,0.0454795,0.0388243,0.0424559,0.013007,0.0237762,0.0379597,0.0356634,0.0401654,0.0519354,0.0401019,0.0158275,0.0302586,0.0288821,0.0216784,0.0245632,0.0314677,0.0351907,0.0122603,0,0,0.0375483,0.0395541,0.0393343,0,0,0.0247096,0,0.0117128,0.0517119,0.00655136,0.0251473,0.034485,0.03792,0.047378,0.0826595,0.0802899,0.0516782,0.063955,0.0467848,0.0369258,0.0550724,0.0671085,0.00742023,0.0670331,0,0,0,0,0,0,0.0474901,0,0.011505,0,0.0358893,0.0430671
110,0,0,0,0,0,0,0.0265892,0.036708,0,0,0,0.0389468,0,0.0269619,0.0369459,0,0.0245045,0,0,0.0454429,0.0390879,0.0423055,0.0132089,0.0240971,0.0381127,0.0357419,0.0410692,0.052327,0.0396849,0.0166438,0.0305437,0.0287014,0.0219964,0.0251101,0.0319492,0.0352003,0.0122371,0,0,0.0377718,0.0399739,0.0391549,0,0,0.0246139,0,0.0116796,0.0516954,0.00724284,0.0250522,0.0344142,0.0377548,0.0471632,0.0824634,0.080281,0.0517896,0.0636989,0.0466927,0.0368808,0.0556194,0.0658182,0.00739569,0.0668563,0,0,0,0,0,0,0.0470758,0,0.0115039,0,0.0359897,0.0429146
111,0,0,0,0,0,0,0.0266423,0.0366859,0,0,0,0.038856,0,0.0271347,0.0373134,0,0.0245721,0,0,0.0454165,0.0394103,0.0425378,0.0134275,0.0243988,0.0381865,0.0358272,0.041808,0.0530125,0.0392185,0.0174212,0.0307385,0.0286801,0.0221363,0.0256804,0.032542,0.0351856,0.0121875,0,0,0.037932,0.0402485,0.0389289,0,0,0.0245737,0,0.011688,0.0517286,0.00785666,0.0250034,0.0342924,0.0376376,0.046858,0.0822162,0.0802581,0.0518239,0.0635503,0.046558,0.0368958,0.0554939,0.0649323,0.00736815,0.0666349,0,0,0,0,0,0,0.0468326,0,0.0115175,0,0.0360782,0.0428877
112,0,0,0,0,0,0,0.02641,0.0366928,0,0,0,0.0385919,0,0.0273907,0.0373938,0,0.0252257,0,0,0.0450403,0.0399427,0.0430166,0.0134103,0.0245876,0.0382197,0.0362437,0.0425928,0.0537885,0.0386793,0.0175785,0.0309295,0.0290069,0.0224443,0.0263913,0.0332688,0.0352994,0.010535,0,0,0.038014,0.0397015,0.0386176,0,0,0.0271472,0,0.0188436,0.0517119,0.00821433,0.0254512,0.0341313,0.0379508,0.0465428,0.0823717,0.0799975,0.0513966,0.0638703,0.0465854,0.0370533,0.0551171,0.0632128,0.00951327,0.0664386,0,0,0,0,0,0,0.0466981,0,0.0135039,0,0.0358113,0.0428971
113,0,0,0,0,0,0,0.0267727,0.036635,0,0,0,0.0384117,0,0.0272924,0.0379078,0,0.0245801,0,0,0.0451929,0.0403048,0.0430509,0.0139927,0.0248749,0.0383622,0.0358706,0.0427508,0.0542341,0.0385302,0.0181126,0.0313243,0.0295491,0.0228439,0.0269828,0.0331216,0.0352218,0.0118935,0,0,0.0379956,0.0405102,0.0385922,0,0,0.024483,0,0.0116288,0.05175,0.00898841,0.0249971,0.0341057,0.0374262,0.0465085,0.0818643,0.0801094,0.051731,0.0634343,0.0464615,0.0371794,0.0549562,0.0641362,0.00737735,0.0662159,0,0,0,0,0,0,0.04736,0,0.0116777,0,0.0362257,0.0430888
114,0,0,0,0,0,0,0.0268222,0.0365765,0,0,0,0.038495,0,0.0274182,0.0379735,0,0.0244086,0,0,0.0451131,0.0408803,0.0429835,0.0142009,0.0250462,0.0383393,0.03572,0.0430771,0.0541228,0.0383311,0.0187371,0.0315826,0.0300637,0.0232182,0.027788,0.0328558,0.0352661,0.0119614,0,0,0.0379211,0.0404574,0.0385436,0,0,0.0243848,0,0.0115757,0.0517592,0.00936348,0.0249877,0.0340098,0.0372778,0.0461949,0.0817129,0.0800244,0.0516116,0.0632615,0.0465105,0.0374046,0.0548122,0.0638118,0.00744399,0.0660312,0,0,0,0,0,0,0.0473183,0,0.01161,0,0.0363003,0.0432646
115,0,0,0,0,0,0,0.026942,0.0361715,0,0,0,0.0386701,0,0.0274565,0.0380685,0,0.0232534,0,0,0.039929,0.0415133,0.0426425,0.0145739,0.0250909,0.0382096,0.0349353,0.0429684,0.0539933,0.0381804,0.0192418,0.0318994,0.0306532,0.0234974,0.0283796,0.0320397,0.0354171,0.0205863,0,0,0.0378149,0.0403718,0.0388416,0,0,0.0244102,0,0.0115694,0.0518523,0.00981143,0.0250275,0.0339255,0.0371367,0.04592,0.0814859,0.0798766,0.0514356,0.063073,0.0465875,0.037645,0.0548777,0.0635174,0.00747758,0.0658902,0,0,0,0,0,0,0.0473977,0,0,0,0.0363157,0.0431361
116,0,0,0,0,0,0,0.0268771,0.0364696,0,0,0,0.0390465,0,0.0272995,0.038199,0,0.0241795,0,0,0.0451382,0.0420918,0.0421845,0.0150592,0.0248396,0.0379357,0.0353176,0.0429313,0.0539635,0.0381643,0.0196653,0.0324352,0.0313579,0.0237716,0.0287413,0.0305865,0.0353024,0.0121223,0,0,0.0376973,0.0402058,0.0387722,0,0,0.0244721,0,0.0116066,0.0520252,0.0101292,0.0250388,0.0338041,0.0369774,0.045791,0.0813189,0.0795975,0.0512841,0.0632496,0.0466509,0.0377767,0.0549086,0.063232,0.00757023,0.0656136,0,0,0,0,0,0,0.0474985,0,0.0115998,0,0.0363402,0.0435416
117,0,0,0,0,0,0,0.0268614,0.0365262,0,0,0,0.0396746,0,0.0269403,0.0384575,0,0.0241527,0,0,0.0450709,0.0421728,0.0416045,0.0158277,0.0243599,0.0374272,0.0350043,0.0427066,0.0539363,0.0382706,0.0198141,0.033117,0.0322053,0.0241704,0.0291836,0.0288314,0.0352983,0.0119554,0,0,0.0433629,0.0391189,0.038996,0,0,0.0245093,0,0.0116652,0.053214,0.0105589,0.0244337,0.0337592,0.0369137,0.0450712,0.080187,0.0791119,0.0505048,0.0627051,0.0459326,0.0371047,0.0555989,0.0606626,0.00760566,0.0653618,0,0,0,0,0,0,0.0517357,0,0.0116936,0,0.0362784,0.043619
118,0,0,0,0,0,0,0.0269831,0.0365761,0,0,0,0.04057,0,0.0269646,0.0382334,0,0.0239621,0,0,0.0449752,0.0425162,0.0407078,0.0166292,0.0236344,0.0369266,0.0347534,0.04236,0.0533403,0.038392,0.0204479,0.0339003,0.0331317,0.0245954,0.0297358,0.0260789,0.0352576,0.0120254,0,0,0.0434001,0.0386711,0.039027,0,0,0.0244165,0,0.01171,0.0537428,0.0110529,0.0246328,0.0335546,0.0367159,0.0447083,0.0798721,0.0789269,0.0503262,0.0627235,0.046075,0.0373663,0.0556459,0.0603694,0.00766173,0.0649485,0,0,0,0,0,0,0.0519008,0,0.0116561,0,0.0362948,0.0435719
119,0,0,0,0,0,0,0.0269853,0.0366219,0,0,0,0.0422163,0,0.0274137,0.0376679,0,0.0243254,0,0,0.0446973,0.0431051,0.0398166,0.0170509,0.0227451,0.0362981,0.0348014,0.041962,0.052702,0.0383144,0.021326,0.034693,0.0338873,0.0250931,0.0305391,0.0231446,0.0353749,0.0105397,0,0,0.0433425,0.0375804,0.0386397,0,0,0.0269166,0,0.0186737,0.0541713,0.011324,0.025199,0.0331954,0.0369091,0.0442545,0.079749,0.0784254,0.0498236,0.0631048,0.0463064,0.0377046,0.0558369,0.0591322,0.00977319,0.0644858,0,0,0,0,0,0,0.0515316,0,0.0133483,0,0.0361008,0.0433689
120,0,0,0,0,0,0,0.0274933,0.0366464,0,0,0,0.043674,0,0.0280508,0.0378145,0,0.0236027,0,0,0.0449284,0.0425451,0.0390449,0.018557,0.0222356,0.0356101,0.0342043,0.0412193,0.0514354,0.0385793,0.0223227,0.0355374,0.0342154,0.0255077,0.0312207,0.0206285,0.0352923,0.0121846,0,0,0.0433564,0.0372411,0.0386746,0,0,0.0245511,0,0.0118476,0.0551028,0.0120444,0.0251773,0.0329611,0.0363208,0.0441634,0.0792196,0.0781117,0.0500633,0.0630387,0.0462031,0.0377916,0.0560293,0.0586997,0.00754221,0.0643979,0,0,0,0,0,0,0.0516754,0,0.0116016,0,0.0365895,0.0432922
121,0,0,0,0,0,0,0.0277423,0.0367477,0,0,0,0.0452927,0,0.0285656,0.0374631,0,0.0233816,0,0,0.0449703,0.0419004,0.0387042,0.0197278,0.0221109,0.0349695,0.0338498,0.0409748,0.0503394,0.0388585,0.0235343,0.0364342,0.0345646,0.0260797,0.0319379,0.018802,0.0353464,0.0122159,0,0,0.0433861,0.03645,0.0387563,0,0,0.0246104,0,0.0118975,0.0558827,0.0125755,0.0255232,0.0326134,0.0360996,0.0439138,0.0788567,0.0777025,0.0499518,0.0632849,0.0464471,0.0379696,0.0562095,0.057615,0.00739406,0.0641704,0,0,0,0,0,0,0.0513645,0,0.0116281,0,0.0367386,0.0431899
122,0,0,0,0,0,0,0.0280097,0.0369414,0,0,0,0.0465711,0,0.0290469,0.037017,0,0.0231335,0,0,0.0450057,0.0408988,0.0387536,0.020927,0.0225051,0.0344456,0.0334845,0.040768,0.0492213,0.0393027,0.0247445,0.0373415,0.0350214,0.026674,0.0322965,0.0179434,0.0354738,0.012246,0,0,0.0434758,0.0356645,0.0388406,0,0,0.024621,0,0.0119636,0.0567044,0.0131797,0.0259093,0.0322719,0.0358228,0.0435997,0.0783525,0.0773066,0.0498348,0.0635605,0.046685,0.0381757,0.0561365,0.0565751,0.00725681,0.0643423,0,0,0,0,0,0,0.0510875,0,0.0116322,0,0.0368486,0.0431989
123,0,0,0,0,0,0,0.0283305,0.037181,0,0,0,0.0471051,0,0.0294522,0.0365371,0,0.0229291,0,0,0.0450606,0.039816,0.0391661,0.0221267,0.0233579,0.0339798,0.0330782,0.0405746,0.0482113,0.0397766,0.0256363,0.0381827,0.035433,0.0272166,0.0323436,0.0179439,0.0356484,0.0122056,0,0,0.0435335,0.0350084,0.0389113,0,0,0.0246869,0,0.0120668,0.0574649,0.0138667,0.026297,0.0320024,0.0355165,0.043311,0.0778183,0.0767685,0.0497303,0.0638083,0.0468203,0.0383739,0.0560049,0.0556083,0.00715881,0.064815,0,0,0,0,0,0,0.0509143,0,0.0116852,0,0.0369834,0.0433329
124,0,0,0,0,0,0,0.0287281,0.0373288,0,0,0,0.0471978,0,0.0299577,0.0364109,0,0.0227949,0,0,0.0451185,0.0390049,0.0397551,0.0230668,0.0244386,0.0335548,0.0327886,0.0404395,0.0473821,0.0401336,0.0260989,0.0388999,0.0358173,0.027662,0.0322215,0.0183124,0.0358001,0.0121348,0,0,0.0435381,0.0345283,0.0389977,0,0,0.0247859,0,0.0121585,0.0581368,0.0144989,0.0266719,0.0317186,0.0352409,0.0430193,0.077352,0.0762761,0.0495379,0.0639824,0.046917,0.0386274,0.0559839,0.0548495,0.00706685,0.0647943,0,0,0,0,0,0,0.0508848,0,0.0117291,0,0.0371797,0.0435691
125,0,0,0,0,0,0,0.0291419,0.0373753,0,0,0,0.0475261,0,0.0303336,0.0361032,0,0.0225865,0,0,0.0451044,0.0387007,0.0402539,0.0236236,0.025199,0.0332839,0.0326999,0.0404161,0.04683,0.0402788,0.0263296,0.0395148,0.0363487,0.0281383,0.0323439,0.0182577,0.0359941,0.0121259,0,0,0.0434761,0.0342577,0.0390617,0,0,0.0246734,0,0.0121368,0.0586818,0.0150532,0.0269282,0.0314206,0.0349039,0.042756,0.0769844,0.0759206,0.0492519,0.0641219,0.0470503,0.0388106,0.0560931,0.0543758,0.00702683,0.0645434,0,0,0,0,0,0,0.0509095,0,0.0116941,0,0.0374369,0.0437939
126,0,0,0,0,0,0,0.0293225,0.0373338,0,0,0,0.0503971,0,0.0285454,0.0357392,0,0.0226587,0,0,0.0449661,0.0387259,0.0432176,0.0239136,0.0258293,0.0329715,0.0329779,0.0407046,0.0464053,0.0397824,0.026433,0.0400581,0.0375996,0.0270307,0.0307733,0.0162313,0.0362898,0.0109277,0,0,0.0434131,0.0342158,0.0389017,0,0,0.0266901,0,0.0183375,0.0592178,0.0157523,0.0270597,0.0311521,0.0349141,0.0424594,0.0766672,0.0756776,0.0490769,0.0642291,0.0471118,0.03882,0.0562064,0.0540841,0.00888463,0.0642647,0,0,0,0,0,0,0.0510099,0,0.0127708,0,0.0373449,0.0440027
127,0,0,0,0,0,0,0.0299605,0.0371787,0,0,0,0.0515965,0,0.0279985,0.0355395,0,0.0221822,0,0,0.0450932,0.0387298,0.0452421,0.024177,0.0263878,0.0329944,0.0328982,0.0410616,0.0460436,0.0390492,0.0261769,0.0401794,0.0380424,0.0265032,0.0301154,0.0166015,0.0363065,0.0120695,0,0,0.0432231,0.0343907,0.0389669,0,0,0.0240782,0,0.0118989,0.0596578,0.0163273,0.0269603,0.0307736,0.0340912,0.0422686,0.0764057,0.0756916,0.0491172,0.0641303,0.0469254,0.0386324,0.0562586,0.0543698,0.00679444,0.0642995,0,0,0,0,0,0,0.0513625,0,0.011852,0,0.0380077,0.0441556
128,0,0,0,0,0,0,0.0264018,0.0420285,0,0,0,0.0485219,0,0.0293201,0.0355121,0,0.0218464,0,0,0.0447213,0.0386993,0.042695,0.0244168,0.0265337,0.0320099,0.0310268,0.0415064,0.0460126,0.0381058,0.0253728,0.0398133,0.0369653,0.0276192,0.031729,0.0174959,0.0371744,0.0119027,0,0,0.0428662,0.0349927,0.0373627,0,0,0.0225926,0,0.0110947,0.0598499,0.0174773,0.0266348,0.0298108,0.0325037,0.0424199,0.0765005,0.075967,0.0492869,0.0638208,0.0465186,0.0382121,0.0561278,0.0554148,0.00656894,0.0626886,0,0,0,0,0,0,0.0518795,0,0.011594,0,0.0403737,0
129,0,0,0,0,0,0,0.0302691,0.0370137,0,0,0,0.0467639,0,0.0306989,0.0352784,0,0.0219738,0,0,0.0450159,0.0386679,0.0395118,0.0241761,0.0268073,0.0331838,0.0332899,0.0416127,0.04587,0.0370981,0.02496,0.039684,0.0361903,0.0287501,0.0330538,0.0182258,0.0364196,0.0120879,0,0,0.0424936,0.0347676,0.0388102,0,0,0.0235195,0,0.0116742,0.060509,0.0178414,0.0264866,0.0301743,0.0331606,0.0417195,0.0760716,0.0757969,0.0491012,0.0637651,0.046468,0.0381965,0.0562519,0.0559869,0.00681935,0.0643512,0,0,0,0,0,0,0.0517445,0,0.0115453,0,0.0384642,0.0441678
130,0,0,0,0,0,0,0.0264354,0.0418401,0,0,0,0.0470395,0,0.0304997,0.0350248,0,0.0216987,0,0,0.0448337,0.0385862,0.0378883,0.0242867,0.0264228,0.0326035,0.0317115,0.0418899,0.0465918,0.0365978,0.0239007,0.038915,0.0353027,0.0288802,0.0333491,0.0173167,0.0370814,0.0121223,0,0,0.0419913,0.035408,0.0372368,0,0,0.0223186,0,0.0110587,0.0606679,0.0190699,0.0259099,0.0295173,0.031644,0.0419363,0.0761721,0.076327,0.0491867,0.0636496,0.0459956,0.0376626,0.0560586,0.0577816,0.00674661,0.0625529,0,0,0,0,0,0,0.0525477,0,0.0113751,0,0.04062,0
131,0,0,0,0,0,0,0.03021,0.0370325,0,0,0,0.0473691,0,0.0298568,0.0346236,0,0.0221424,0,0,0.0458029,0.038166,0.0350192,0.024086,0.0261079,0.0338285,0.0340096,0.0420951,0.0468152,0.035975,0.0231855,0.0383519,0.034848,0.0293361,0.034209,0.0154586,0.0360237,0.0124149,0,0,0.0412951,0.0349534,0.0386524,0,0,0.0233785,0,0.0117379,0.0614209,0.0195753,0.0256498,0.0299214,0.0324488,0.0414265,0.0757374,0.0763238,0.0489814,0.0637162,0.0458928,0.0375069,0.0561649,0.0591824,0.00702421,0.064024,0,0,0,0,0,0,0.0530648,0,0.0115516,0,0.0387284,0.0440665
132,0,0,0,0,0,0,0.0264872,0.0421448,0,0,0,0.0454447,0,0.0281922,0,0,0.021778,0,0,0.0455813,0.0346292,0.0320454,0.026087,0.0250091,0.0332806,0.0316467,0.0407265,0.0472256,0.0365477,0.0208476,0.0368759,0.0337941,0.028293,0.0336708,0.0149559,0.0371711,0.012353,0,0,0.0411635,0.0345491,0.0370238,0,0,0.0221356,0,0.0111503,0.0637742,0.0219294,0.0246528,0.0308941,0.0310507,0.0424829,0.0759058,0.0775296,0.0507291,0.0625736,0.044464,0.0360543,0.0551165,0.0604088,0.00690015,0.0622737,0,0,0,0,0,0,0.0542229,0,0.0114038,0,0.0409637,0
133,0,0,0,0,0,0,0.0304675,0.0370868,0,0,0,0.0425068,0,0.026914,0.0339351,0,0.0224125,0,0,0.0459811,0.0370355,0.029773,0.0255128,0.0243451,0.0343432,0.0348677,0.0412812,0.0470113,0.0359529,0.0219858,0.0377065,0.0356406,0.0276512,0.0331897,0.01383,0.0357664,0.0125126,0,0,0.0402066,0.034802,0.0382732,0,0,0.0230384,0,0.0117837,0.0625351,0.0218779,0.0254781,0.0284544,0.0316841,0.0412038,0.075464,0.0767963,0.0487413,0.063574,0.045269,0.0365344,0.0566282,0.0638196,0.00680868,0.0639951,0,0,0,0,0,0,0.0544629,0,0.0118571,0,0.0393452,0.0441724
134,0,0,0,0,0,0,0.0304523,0.0370713,0,0,0,0.0394702,0,0.0270705,0.0335568,0,0.0224916,0,0,0.0460978,0.0371918,0.0281953,0.0260977,0.0239916,0.0347618,0.0352376,0.0398061,0.0464229,0.0363166,0.0229438,0.0380942,0.0369165,0.0262383,0.0317983,0.013974,0.0356577,0.01173,0,0,0.0402143,0.0347278,0.0380811,0,0,0.0227102,0,0.0115753,0.0629277,0.022764,0.0256659,0.0271495,0.0314418,0.0411266,0.0753334,0.0769693,0.0484496,0.0637744,0.0451176,0.03585,0.0574332,0.0669632,0.00695244,0.0642741,0,0,0,0,0,0,0.054974,0,0.012819,0,0.0396421,0.0438491
135,0,0,0,0,0,0,0.0266727,0.0419407,0,0,0,0.037457,0,0.028064,0.0332555,0,0.0221457,0,0,0.0451376,0.037789,0.0277212,0.0266021,0.02376,0.0347917,0.033283,0.0385894,0.0464848,0.0370604,0.0244299,0.0379161,0.037575,0.0250151,0.0309577,0.0151776,0.0366289,0.0119745,0,0,0.040378,0.0350195,0.0362453,0,0,0.0215724,0,0.0109215,0.0629954,0.0237123,0.0260417,0.025264,0.029892,0.0414517,0.0754181,0.0774579,0.0481778,0.0637959,0.0448744,0.0350411,0.0579289,0.0708554,0.00673337,0.0629456,0,0,0,0,0,0,0.056535,0,0.0117441,0,0.0419733,0
136,0,0,0,0,0,0,0.0301823,0.037137,0,0,0,0.036717,0,0.028882,0.0330289,0,0.0227171,0,0,0.045381,0.0380852,0.0271051,0.0261202,0.0242298,0.0359592,0.0353723,0.0378503,0.0462177,0.0372146,0.0263982,0.0378311,0.0381693,0.0245986,0.0312238,0.0160414,0.0354212,0.0122334,0,0,0.0405736,0.0341672,0.0380824,0,0,0.0226976,0,0.0114664,0.0635952,0.0240971,0.0271483,0.0247065,0.031179,0.0411472,0.0750307,0.0774691,0.0476338,0.064105,0.0448774,0.0346293,0.0585039,0.0740887,0.00683578,0.0650994,0,0,0,0,0,0,0.0584856,0,0.0116015,0,0.0401247,0.044005
