Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x69,x70,x71,x72,LASI,
40,0,0,0,0,0,0,0.0300563,0,0,0,0.0339409,0,0.0273589,0,0,0.0173546,0,0,0.0187813,0.0398737,0.0468847,0.0144426,0.0257382,0.0349111,0.0335545,0.0396918,0.0495582,0.0392488,0.0180139,0.0330324,0.031384,0.0234365,0.0263884,0.0516306,0.0463001,0.00341195,0.027491,0,0.0183774,0.0450541,0.0401884,0,0,0.00840492,0,0,0.0275284,0.0499735,0.0223402,0.0112917,0.0247535,0.0316994,0.0340521,0.0512375,0.084633,0.085651,0.0590873,0.0680826,0.0490393,0.040362,0.0616062,0.0137274,0.0574139,0.01466,0.0729169,0,0,0,0,0.0292868,0
41,0,0,0,0,0,0,0.0301642,0,0,0,0.0341355,0,0.0274715,0,0,0.0173953,0,0,0.0189445,0.0399367,0.0477201,0.0146108,0.0262451,0.035216,0.0336688,0.040364,0.0499794,0.03871,0.0180733,0.0334583,0.0316974,0.0239842,0.0272666,0.0533818,0.0462677,0.00338637,0.0275293,0,0.0181912,0.045614,0.0400778,0,0,0.00838856,0,0,0.0275016,0.0499564,0.0227132,0.0117889,0.0244616,0.031578,0.0339467,0.0512083,0.0846168,0.0858976,0.0592562,0.0678739,0.0491043,0.0402983,0.0614795,0.0141125,0.0575208,0.0146913,0.0727075,0,0,0,0,0.0298493,0
42,0,0,0,0,0,0,0.030228,0,0,0,0.0344284,0,0.0276482,0,0,0.0173725,0,0,0.0189152,0.0400133,0.0485495,0.014836,0.0267533,0.0355347,0.0336937,0.0410143,0.0503851,0.0381901,0.0182707,0.0338782,0.0321028,0.0245562,0.0279846,0.0553758,0.046306,0.00333149,0.0274859,0,0.018392,0.0458263,0.0399173,0,0,0.0083152,0,0,0.0274682,0.0500579,0.0231405,0.0122218,0.0242081,0.0314993,0.0338053,0.0512212,0.0846094,0.0862508,0.059406,0.067766,0.0488723,0.0405177,0.0614099,0.0159496,0.0576943,0.014701,0.0725277,0,0,0,0,0.0302008,0
43,0,0,0,0,0,0,0.0302729,0,0,0,0.0345287,0,0.0277485,0,0,0.0173175,0,0,0.0188632,0.0402608,0.0491672,0.0149852,0.0271684,0.0358222,0.0337463,0.041681,0.0507283,0.0376866,0.0186591,0.0342502,0.0325087,0.0251741,0.0287215,0.0569363,0.0462898,0.00328619,0.0277698,0,0.0187668,0.0462123,0.0397394,0,0,0.00829543,0,0,0.027444,0.0501588,0.023168,0.0127117,0.0241914,0.03134,0.0336775,0.0512461,0.0844815,0.0861614,0.0595144,0.0674196,0.048496,0.0408935,0.0613014,0.0166497,0.0578931,0.0147115,0.0723132,0,0,0,0,0.0307274,0
44,0,0,0,0,0,0,0.0303023,0,0,0,0.0344599,0,0.0278982,0,0,0.0172374,0,0,0.0188646,0.0406808,0.0496107,0.0150834,0.0274429,0.0360141,0.0337645,0.0423065,0.0511324,0.0372165,0.0191862,0.0345565,0.0328866,0.0257361,0.0294035,0.0581278,0.0461771,0.00322408,0.0283835,0,0.0188993,0.0467061,0.0395996,0,0,0.00820224,0,0,0.0274679,0.0502812,0.0231927,0.0132436,0.0244172,0.0311333,0.033586,0.0511118,0.0842266,0.0859376,0.0595372,0.0671369,0.0484222,0.0407651,0.0611748,0.016001,0.0579282,0.014737,0.0720728,0,0,0,0,0.0313718,0
45,0,0,0,0,0,0,0.0303364,0,0,0,0.0344479,0,0.0279026,0,0,0.0172137,0,0,0.0188251,0.0410957,0.0498601,0.0152814,0.0276073,0.0360895,0.0337543,0.0428106,0.0516349,0.0368339,0.0197323,0.0349222,0.0332935,0.0261596,0.0299811,0.0587329,0.0461826,0.00315661,0.0285182,0,0.0189185,0.0469772,0.0395108,0,0,0.00823235,0,0,0.0275065,0.0505031,0.0234016,0.0136637,0.0243395,0.0310077,0.0334763,0.0508947,0.0839709,0.0857888,0.059538,0.0669176,0.048335,0.0405067,0.0610846,0.0157791,0.0578469,0.0148028,0.0718972,0,0,0,0,0.0317486,0
46,0,0,0,0,0,0,0.0304236,0,0,0,0.0342952,0,0.0277061,0,0,0.0172393,0,0,0.0188125,0.0415769,0.0499079,0.0155183,0.0277377,0.036033,0.0337016,0.0432173,0.0519583,0.0365193,0.0202762,0.0353247,0.0337438,0.0265609,0.0304513,0.0582005,0.0463,0.00310908,0.0279806,0,0.019077,0.0471562,0.0394767,0,0,0.00810435,0,0,0.0276937,0.050722,0.0236453,0.0140642,0.0243439,0.0308845,0.0334027,0.0507181,0.0837808,0.0856464,0.0595238,0.0667546,0.0483247,0.0404355,0.0609975,0.0155413,0.0579972,0.0149225,0.0718227,0,0,0,0,0.0321546,0
47,0,0,0,0,0,0,0.0305421,0,0,0,0.0339166,0,0.0272412,0,0,0.0170462,0,0,0.0185906,0.0421631,0.0493296,0.0158656,0.027823,0.0358796,0.0336584,0.0435498,0.0522518,0.03633,0.020745,0.0357196,0.0342523,0.0268859,0.0307151,0.0564085,0.0463832,0.0029417,0.0271087,0,0.0195706,0.0475344,0.0394285,0,0,0.00804851,0,0,0.0277634,0.0510664,0.0239069,0.0144456,0.0245503,0.0308125,0.0333286,0.050613,0.0834366,0.0855286,0.0594857,0.0665443,0.0481467,0.0404281,0.0609475,0.0155863,0.0581498,0.0150096,0.0717607,0,0,0,0,0.0328748,0
48,0,0,0,0,0,0,0.0306442,0,0,0,0.0333136,0,0.0271119,0,0,0.0169582,0,0,0.0185992,0.0429803,0.0481899,0.0161098,0.0275929,0.0355833,0.0333616,0.0438951,0.0524647,0.0361645,0.0212731,0.0360637,0.0347571,0.0271086,0.030944,0.0532053,0.0464174,0.00289011,0.0276452,0,0.0199096,0.0475104,0.0394622,0,0,0.0082154,0,0,0.0277185,0.0513351,0.0239759,0.0146165,0.0249572,0.0307109,0.0331643,0.0503582,0.0830546,0.0853276,0.059329,0.066421,0.0481982,0.0404817,0.0608178,0.0148223,0.0583433,0.0150505,0.0716535,0,0,0,0,0.0330288,0
49,0,0,0,0,0,0,0.0307217,0,0,0,0.0328034,0,0.0269638,0,0,0.0168635,0,0,0.0185672,0.0437218,0.0466351,0.0164665,0.0271349,0.0351656,0.0331061,0.0439966,0.0524743,0.0361262,0.0218105,0.0363223,0.0351422,0.0270464,0.0309898,0.0484937,0.0465181,0.00284891,0.028249,0,0.0201477,0.0474062,0.0395503,0,0,0.00786632,0,0,0.0279117,0.0517099,0.0241419,0.0147958,0.0254508,0.0307098,0.033117,0.0500141,0.0826587,0.0849073,0.0592777,0.0662064,0.0483438,0.0405363,0.0605539,0.0137073,0.0583517,0.0151164,0.0715103,0,0,0,0,0.0328859,0
50,0,0,0,0,0,0,0.030801,0,0,0,0.0327711,0,0.0269465,0,0,0.016755,0,0,0.0184765,0.0442559,0.0448503,0.016963,0.0264554,0.0346575,0.0328692,0.0438512,0.052229,0.0362012,0.0224596,0.0365105,0.0354533,0.0267964,0.0309441,0.0427309,0.0466615,0.00279464,0.029038,0,0.020567,0.0471036,0.0396497,0,0,0.00804796,0,0,0.027839,0.0522858,0.0242712,0.0149282,0.0259122,0.0307169,0.0330038,0.0496465,0.0822374,0.0843156,0.0592601,0.0661252,0.0482769,0.0404906,0.0604542,0.0128444,0.0583964,0.0151288,0.0713778,0,0,0,0,0.03252,0
51,0,0,0,0,0,0,0.0308384,0,0,0,0.0338283,0,0.0269897,0,0,0.0166508,0,0,0.0183513,0.0445246,0.0429882,0.0175427,0.0255788,0.0340772,0.0326388,0.0435436,0.0516414,0.0364184,0.0233434,0.0367093,0.0357657,0.0265024,0.0310184,0.0362395,0.0467658,0.00272634,0.0298192,0,0.0211336,0.0465906,0.0397507,0,0,0.00794153,0,0,0.0279668,0.0530539,0.0244162,0.0149943,0.0264147,0.0306831,0.0329494,0.0493328,0.0818007,0.0838777,0.0592604,0.066138,0.0482446,0.0405998,0.0604249,0.0119743,0.0583902,0.0151675,0.0711951,0,0,0,0,0.0318894,0
52,0,0,0,0,0,0,0.030864,0,0,0,0.0361451,0,0.0270562,0,0,0.0165877,0,0,0.018212,0.0445053,0.041219,0.0182007,0.0245997,0.0334989,0.0323759,0.0431784,0.0508466,0.0367137,0.0244513,0.0370555,0.0362589,0.0264297,0.0315423,0.0295435,0.0468496,0.00271904,0.0305825,0,0.0216108,0.0458836,0.039868,0,0,0.00815016,0,0,0.0278829,0.053852,0.0247049,0.0150032,0.0269519,0.0305614,0.0328254,0.0490651,0.0814304,0.0835593,0.0592531,0.0662283,0.0485514,0.0408841,0.0604517,0.0114616,0.05846,0.0151724,0.0709682,0,0,0,0,0.0313462,0
53,0,0,0,0,0,0,0.0309439,0,0,0,0.039316,0,0.0270825,0,0,0.0166135,0,0,0.0181552,0.0440463,0.0397829,0.019102,0.0237808,0.0330153,0.0321049,0.0428414,0.049828,0.0370313,0.0255377,0.0377845,0.0369493,0.0268336,0.0322149,0.0235239,0.0468924,0.00276807,0.0313425,0,0.0219427,0.0451114,0.0399314,0,0,0.00799135,0,0,0.0279264,0.0547097,0.0250762,0.0150874,0.0275481,0.0303735,0.0326575,0.0487876,0.0808674,0.0832466,0.0592344,0.0663446,0.0488187,0.0411503,0.0605457,0.0112321,0.0585326,0.0151953,0.0706363,0,0,0,0,0.0310806,0
54,0,0,0,0,0,0,0.0311421,0,0,0,0.0427307,0,0.0268152,0,0,0.0164509,0,0,0.0178937,0.0432344,0.0387996,0.0202346,0.0234273,0.0325702,0.0318886,0.0425928,0.0486207,0.0373526,0.026335,0.0388363,0.037637,0.0276002,0.0326127,0.0185501,0.0470368,0.00261197,0.0322215,0,0.0221401,0.0443609,0.0398855,0,0,0.00813539,0,0,0.027804,0.055723,0.0252285,0.015301,0.0282444,0.0301027,0.0324582,0.048554,0.0802252,0.0828966,0.0592566,0.066479,0.0489916,0.0413745,0.0607034,0.00958774,0.0587484,0.0151748,0.0701997,0,0,0,0,0.0309538,0
55,0,0,0,0,0,0,0.031337,0,0,0,0.0455667,0,0.0264383,0,0,0.0164198,0,0,0.0178186,0.0422492,0.0382409,0.0213738,0.0236133,0.0321441,0.0316432,0.0424205,0.0473631,0.0376731,0.0268054,0.0396485,0.0379925,0.0284683,0.0329459,0.0151595,0.0471867,0.00249538,0.0331226,0,0.0224698,0.0436075,0.0398615,0,0,0.0080168,0,0,0.0278795,0.0567461,0.0258121,0.0155858,0.02887,0.0298562,0.0322527,0.0483105,0.0797535,0.0825216,0.0592856,0.0667053,0.0491779,0.0416107,0.0609649,0.00919914,0.0589539,0.015207,0.0697748,0,0,0,0,0.0303677,0
56,0,0,0,0,0,0,0.0315475,0,0,0,0.0471455,0,0.0267019,0,0,0.0164402,0,0,0.0178657,0.0413353,0.0375538,0.0224536,0.0243673,0.0317181,0.0313456,0.0423271,0.046299,0.0378942,0.0269857,0.0401677,0.0382271,0.0289754,0.0330042,0.0137306,0.0473237,0.00245423,0.0340942,0,0.0227205,0.0428452,0.0398234,0,0,0.00815232,0,0,0.0278954,0.0576713,0.026317,0.0158461,0.0293503,0.0295887,0.032066,0.0480452,0.0794452,0.0821821,0.0591444,0.0669853,0.0494076,0.0418189,0.0612039,0.00861393,0.0592159,0.0152604,0.0694382,0,0,0,0,0.0296448,0
57,0,0,0,0,0,0,0.0317472,0,0,0,0.0475747,0,0.0274902,0,0,0.0164541,0,0,0.0178913,0.0405981,0.0373988,0.0232861,0.0252884,0.0313297,0.0311353,0.042054,0.0454171,0.038112,0.027265,0.0406092,0.0383566,0.0290987,0.0328962,0.0135865,0.0474462,0.0024695,0.034811,0,0.0227569,0.042105,0.039786,0,0,0.00798217,0,0,0.0279489,0.0584604,0.026582,0.0161507,0.0297052,0.0293165,0.0319537,0.0477686,0.0792561,0.0822936,0.0589125,0.0672609,0.0496378,0.0420361,0.0613806,0.00780224,0.0594754,0.0152642,0.0691963,0,0,0,0,0.0288255,0
58,0,0,0,0,0,0,0.0319095,0,0,0,0.0472415,0,0.0282983,0,0,0.0164494,0,0,0.0178168,0.0400845,0.0378307,0.0238279,0.0260624,0.0310591,0.0310496,0.0416374,0.0446945,0.0383194,0.0277408,0.0409943,0.0384584,0.0289669,0.0328293,0.0140424,0.047497,0.00247489,0.0356255,0,0.022573,0.0414806,0.0397354,0,0,0.00819629,0,0,0.0278043,0.0590626,0.026558,0.0164558,0.029906,0.0290265,0.0318478,0.0474771,0.0789858,0.0828374,0.0586364,0.0675626,0.0498913,0.0422328,0.0615483,0.00704589,0.0596355,0.0152396,0.0690019,0,0,0,0,0.0282515,0
59,0,0,0,0,0,0,0.0320544,0,0,0,0.0467935,0,0.0289936,0,0,0.0162422,0,0,0.0175159,0.0399108,0.0387148,0.0241242,0.02669,0.0310281,0.0310502,0.0412538,0.04406,0.0384406,0.0283564,0.0413066,0.0386646,0.0287992,0.0328742,0.0146613,0.047521,0.00233453,0.0361918,0,0.0222346,0.0412273,0.039634,0,0,0.00799648,0,0,0.0280098,0.0593942,0.0264614,0.0166469,0.0298138,0.0286662,0.0319094,0.0473992,0.0786927,0.0825868,0.0583585,0.0677747,0.0500235,0.042286,0.0616442,0.00671118,0.0596243,0.0152981,0.0688356,0,0,0,0,0.0283168,0
60,0,0,0,0,0,0,0.0320652,0,0,0,0.0458232,0,0.0296108,0,0,0.0165173,0,0,0.0177443,0.0397186,0.039478,0.0243941,0.02744,0.0311194,0.0311435,0.0409631,0.043498,0.0382157,0.0285585,0.0414768,0.0387712,0.0286621,0.0327362,0.0157004,0.047377,0.00250892,0.0369649,0,0.0218575,0.0411569,0.0396349,0,0,0.00808043,0,0,0.0282917,0.059641,0.0263549,0.0170061,0.0295768,0.028305,0.031859,0.0473255,0.0789103,0.0822368,0.0580207,0.0679833,0.0501038,0.0422796,0.0616769,0.00642922,0.0596669,0.0147595,0.0687091,0,0,0,0,0.0285605,0
61,0,0,0,0,0,0,0.0320505,0,0,0,0.0451158,0,0.0295544,0,0,0.0166028,0,0,0.0177226,0.0394825,0.0390476,0.0245624,0.0278614,0.0314529,0.0312926,0.0407693,0.0432495,0.0376751,0.0283246,0.0412144,0.0385626,0.0285465,0.0325706,0.0164468,0.0473389,0.00248073,0.0370851,0,0.0214152,0.0412106,0.0395614,0,0,0.00793457,0,0,0.0280429,0.0599141,0.0264128,0.0173234,0.029339,0.0279258,0.0318635,0.0473626,0.0798489,0.0822674,0.0577936,0.0680218,0.050146,0.0422234,0.0616565,0.00650984,0.0596992,0.0152684,0.0685452,0,0,0,0,0.0282643,0
62,0,0,0,0,0,0,0.0320204,0,0,0,0.0443078,0,0.0288665,0,0,0.0167395,0,0,0.0177005,0.0389739,0.0374426,0.0247333,0.0281543,0.0318674,0.0315242,0.040882,0.0432816,0.0368726,0.0273593,0.040569,0.0380129,0.0284145,0.0322215,0.0171403,0.0473705,0.00243855,0.0377823,0,0.0209075,0.0413367,0.0394546,0,0,0.0080576,0,0,0.0279681,0.06003,0.0265269,0.0179669,0.0290742,0.0275193,0.031836,0.0476008,0.0800275,0.0824975,0.057597,0.0680315,0.0500252,0.0420197,0.061503,0.00653373,0.0597794,0.0152796,0.0683365,0,0,0,0,0.0279439,0
63,0,0,0,0,0,0,0.0320071,0,0,0,0.0432193,0,0.0287984,0,0,0.0168543,0,0,0.0177276,0.0382878,0.0357998,0.0249634,0.0283516,0.0323434,0.0317184,0.0413164,0.0435604,0.0358962,0.0261343,0.0399323,0.037374,0.0284136,0.0321725,0.017712,0.0472622,0.0024133,0.0387187,0,0.0203022,0.0415103,0.0393306,0,0,0.00792245,0,0,0.0280142,0.0601506,0.0267626,0.018798,0.0287342,0.0271749,0.0318637,0.0478902,0.080237,0.0827581,0.0573171,0.0680301,0.0498085,0.0417164,0.0612799,0.00670822,0.059757,0.0152627,0.0682213,0,0,0,0,0.0279027,0
64,0,0,0,0,0,0,0.0320122,0,0,0,0.0416633,0,0.0286607,0,0,0.0169116,0,0,0.0177146,0.0374561,0.03349,0.0253762,0.0284075,0.0328623,0.031908,0.0417565,0.0439402,0.0350225,0.024941,0.0393722,0.0367355,0.0283289,0.0321511,0.0182563,0.0470786,0.00235364,0.0394517,0,0.0196909,0.0416218,0.0392317,0,0,0.00810672,0,0,0.0279338,0.0604403,0.0272409,0.0198046,0.0282631,0.0268261,0.031793,0.0479161,0.0807341,0.0830565,0.0570193,0.0680246,0.0494913,0.0413547,0.0610244,0.00715603,0.059823,0.0152433,0.0681662,0,0,0,0,0.0282872,0
65,0,0,0,0,0,0,0.0320701,0,0,0,0.0392031,0,0.0279316,0,0,0.0169195,0,0,0.0176628,0.0365719,0.0313825,0.026197,0.0282413,0.0333148,0.0320273,0.0417487,0.0441335,0.0344712,0.0242079,0.0390297,0.0366305,0.0278143,0.0316201,0.0186337,0.0469335,0.00222925,0.0398733,0,0.0191399,0.0412775,0.0391453,0,0,0.00794073,0,0,0.0280136,0.0609417,0.0279134,0.0209109,0.0277802,0.0263928,0.0316899,0.0478483,0.0811774,0.0832702,0.0568395,0.0680016,0.0491588,0.0408962,0.0607813,0.00770553,0.0600498,0.0152242,0.0682016,0,0,0,0,0.0285363,0
66,0,0,0,0,0,0,0.0322202,0,0,0,0.036695,0,0.0276858,0,0,0.016859,0,0,0.0176137,0.0360906,0.030052,0.0270192,0.0280128,0.0336491,0.0320833,0.0409778,0.043757,0.0343675,0.0244145,0.0391023,0.0373062,0.0268266,0.030608,0.0190726,0.0468332,0.00208714,0.0400564,0,0.0186043,0.0405253,0.0390164,0,0,0.00801862,0,0,0.0280067,0.0615655,0.02876,0.0220327,0.0273258,0.0258585,0.0314514,0.0478049,0.0815971,0.0833984,0.0565773,0.0681054,0.0488458,0.0403393,0.0606326,0.00845818,0.060501,0.0152423,0.0683712,0,0,0,0,0.0288872,0
67,0,0,0,0,0,0,0.0322524,0,0,0,0.042822,0,0.02649,0,0,0.0169232,0,0,0.0176689,0.0383614,0.0262298,0.0269807,0.024946,0.0338286,0.0321253,0.0387965,0.0449341,0.0362744,0.0273044,0.0389408,0.039111,0.0259697,0.0315153,0.0102289,0.0467171,0.00218354,0.0402739,0,0.0181262,0.0390672,0.0389561,0,0,0.00807959,0,0,0.0280819,0.0617734,0.02974,0.0225557,0.0275139,0.0247894,0.0311248,0.047642,0.0819448,0.0829614,0.0555065,0.068721,0.0488993,0.0399768,0.0607723,0.00965823,0.0608002,0.0153259,0.0687721,0,0,0,0,0.0285239,0
68,0,0,0,0,0,0,0.0322068,0,0,0,0.0436322,0,0.0263677,0,0,0.0170204,0,0,0.0177015,0.0395966,0.0248716,0.0267614,0.0252907,0.0338704,0.032188,0.037528,0.0445179,0.0372779,0.0297404,0.0388754,0.039904,0.0254095,0.0318241,0.00828719,0.0466566,0.00221747,0.0395262,0,0.0183645,0.0382021,0.0388735,0,0,0.00798412,0,0,0.0283069,0.0621171,0.0309259,0.0231229,0.027435,0.0241801,0.0308668,0.0477268,0.0822247,0.0829059,0.0549195,0.0689186,0.0488482,0.0395049,0.060814,0.0122824,0.0610741,0.0154193,0.0693504,0,0,0,0,0.0287435,0
69,0,0,0,0,0,0,0.0320396,0,0,0,0.0442014,0,0.0260906,0,0,0.0171759,0,0,0.0177603,0.0400534,0.0246235,0.0263334,0.0259826,0.0338689,0.032104,0.0373598,0.044205,0.0372044,0.0309461,0.0381237,0.0397716,0.0247968,0.0320948,0.00713221,0.0465744,0.0022984,0.0390316,0,0.0192446,0.0372634,0.0388346,0,0,0.00791561,0,0,0.0284518,0.0624923,0.0325677,0.0240084,0.0278736,0.0238341,0.0307223,0.0475849,0.0823369,0.0833063,0.0542466,0.0690688,0.0489198,0.0389494,0.0609304,0.016049,0.0611353,0.0154803,0.0700397,0,0,0,0,0.0290351,0
70,0,0,0,0,0,0,0.0317504,0,0,0,0.0445222,0,0.0258996,0,0,0.0173865,0,0,0.0178201,0.0397671,0.025475,0.0255191,0.0265474,0.0337926,0.0322185,0.0379225,0.0438584,0.0360357,0.0309572,0.0372521,0.0389521,0.0243328,0.0325299,0.00685368,0.0464078,0.00239077,0.0384129,0,0.0205518,0.0365471,0.0387811,0,0,0.00773423,0,0,0.0284754,0.0627458,0.0347356,0.024896,0.02849,0.0238221,0.0308164,0.0476763,0.0824133,0.0837671,0.0538237,0.0691965,0.0489225,0.0382321,0.0610909,0.0209415,0.060977,0.0154674,0.0708243,0,0,0,0,0.0290279,0
71,0,0,0,0,0,0,0.031348,0,0,0,0.0445666,0,0.0260442,0,0,0.0176092,0,0,0.0179236,0.0393316,0.027104,0.0246596,0.0269656,0.0337248,0.0324952,0.0385758,0.0435867,0.0346837,0.0304662,0.0364782,0.0378048,0.0239421,0.0328024,0.00740792,0.046148,0.00254924,0.0382742,0,0.0215762,0.0359223,0.0387545,0,0,0.00755769,0,0,0.0284289,0.063002,0.037358,0.0255765,0.0292621,0.0240296,0.0311568,0.0480106,0.0824486,0.0840728,0.0536308,0.0693577,0.0486872,0.0373518,0.0612493,0.0270249,0.060588,0.0154005,0.0716175,0,0,0,0,0.0286908,0
72,0,0,0,0,0,0,0.0308868,0,0,0,0.0437238,0,0.0265408,0,0,0.017784,0,0,0.0180489,0.0390762,0.0288657,0.0241962,0.0272291,0.033684,0.0328982,0.0387576,0.0433724,0.0339702,0.0299703,0.0358072,0.0368301,0.0234114,0.0325273,0.00880202,0.0458203,0.00274221,0.0392507,0,0.0243771,0.0351762,0.0387769,0,0,0.00735115,0,0,0.0283945,0.0637137,0.0416138,0.0259356,0.0298662,0.0245186,0.0317389,0.0482964,0.0822875,0.0841928,0.0534127,0.0695934,0.0480064,0.0361131,0.0621726,0.0323667,0.0599875,0.0152949,0.0722207,0,0,0,0,0.0280482,0
73,0,0,0,0,0,0,0.0303887,0,0,0,0.0428077,0,0.0269441,0,0,0.0181761,0,0,0.0183367,0.0390143,0.0299079,0.0242887,0.027235,0.0337197,0.0336529,0.0383672,0.0428122,0.0339925,0.0293357,0.0352921,0.0362424,0.0227826,0.0316174,0.010096,0.0454727,0.00298703,0.0385831,0,0.025063,0.0344641,0.0388557,0,0,0.00727482,0,0,0.0283973,0.0636868,0.04436,0.0257458,0.0306164,0.0252225,0.0324814,0.0489214,0.0831471,0.0846235,0.0532166,0.0697628,0.0479069,0.0349406,0.0623873,0.0393788,0.0592127,0.0152062,0.0726388,0,0,0,0,0.0268648,0
74,0,0,0,0,0,0,0.0299976,0,0,0,0.0421682,0,0.0270963,0,0,0.0185281,0,0,0.0185217,0.0386173,0.0300206,0.0248661,0.0268956,0.0337245,0.0346859,0.0375391,0.0420309,0.0345041,0.0282938,0.0349299,0.0358096,0.0221381,0.0305126,0.0109497,0.0451639,0.00305824,0.0373465,0,0.0256782,0.0337412,0.0389456,0,0,0.00764634,0,0,0.0283389,0.0631979,0.0462403,0.0251946,0.031432,0.0261369,0.0333724,0.0497315,0.0839207,0.0853666,0.0532319,0.0700553,0.0477452,0.0337296,0.0629178,0.0463604,0.0582666,0.0150101,0.0729816,0,0,0,0,0.0255417,0
75,0,0,0,0,0,0,0.0296663,0,0,0,0.0413951,0,0.026916,0,0,0.0189066,0,0,0.018713,0.0376436,0.029565,0.0257694,0.0263596,0.0336699,0.0358433,0.0365321,0.0416424,0.0352017,0.0270987,0.0347397,0.035427,0.0218283,0.0296479,0.0115197,0.0448516,0.00307211,0.0365704,0,0.0258634,0.0331046,0.0390372,0,0,0.00806074,0,0,0.0282279,0.0627555,0.0469478,0.0242923,0.0320937,0.0270798,0.0342428,0.0507929,0.0846329,0.0861859,0.0536585,0.0704515,0.0476727,0.0329065,0.0638484,0.0527397,0.0574226,0.0149478,0.0733599,0,0,0,0,0.0242483,0
76,0,0,0,0,0,0,0.0294965,0,0,0,0.0405299,0,0.0265993,0,0,0.0192818,0,0,0.0188999,0.036036,0.0287593,0.0268997,0.0258702,0.0335868,0.0369345,0.035633,0.0415552,0.0358325,0.0262228,0.0347707,0.0352507,0.0218549,0.0290957,0.0120165,0.0445612,0.00303816,0.0359085,0,0.0252297,0.0324012,0.0390699,0,0,0.00857597,0,0,0.0279224,0.0625844,0.0474545,0.0233425,0.0325803,0.0278972,0.0348559,0.0518441,0.0856149,0.0868289,0.0543765,0.0708083,0.0477785,0.0323196,0.0648123,0.0586582,0.0569416,0.014766,0.0738234,0,0,0,0,0.023253,0
77,0,0,0,0,0,0,0.0294706,0,0,0,0.0396461,0,0.0264694,0,0,0.0196472,0,0,0.0190895,0.0338695,0.027654,0.0280185,0.0257157,0.0335936,0.0379649,0.034759,0.0413191,0.0362182,0.0259099,0.0349144,0.0352935,0.0218691,0.0286693,0.0123597,0.0442609,0.00300961,0.0364213,0,0.0206994,0.031567,0.0390145,0,0,0.0090595,0,0,0.0274927,0.0622763,0.0445978,0.0225714,0.0332608,0.0287133,0.0352123,0.0531388,0.0876147,0.0879319,0.0550939,0.0705199,0.0481755,0.0317598,0.0637144,0.0689978,0.0567462,0.0145407,0.0744943,0,0,0,0,0.0232101,0
78,0,0,0,0,0,0,0.0296366,0,0,0,0.0388041,0,0.0266726,0,0,0.019976,0,0,0.019282,0.0319576,0.0272149,0.0285898,0.0259587,0.0337027,0.0387336,0.0341145,0.0408667,0.0361853,0.0261134,0.0350556,0.0354909,0.0217599,0.0284379,0.0128722,0.0441092,0.00309282,0.0362115,0,0.0181583,0.030869,0.038935,0,0,0.00926283,0,0,0.0272581,0.0625486,0.0457517,0.0220078,0.0342125,0.0293268,0.0352982,0.0541445,0.0883115,0.0885817,0.0554824,0.0703734,0.0478497,0.0312887,0.0638406,0.0758515,0.0568232,0.0144365,0.0751553,0,0,0,0,0.0235727,0
79,0,0,0,0,0,0,0.0294617,0,0,0,0.0366533,0,0.0263159,0,0,0.0207122,0,0,0.0198507,0.0296484,0.0269845,0.0282199,0.0267328,0.0331131,0.0390037,0.0332456,0.0399074,0.0357604,0.0268465,0.0355991,0.0361571,0.0222165,0.0290256,0.0152146,0.0434855,0.0040464,0.0311493,0,0.0230412,0.0292341,0.0395743,0,0,0.00972035,0,0,0.0265978,0.0634814,0.0527064,0.0217047,0.0344338,0.0306657,0.0354915,0.0556461,0.0902516,0.0906595,0.0562665,0.0703021,0.0435717,0.030115,0.0669478,0.0700797,0.0569608,0.0147724,0.0758841,0,0,0,0,0.02554,0
80,0,0,0,0,0,0,0.0295731,0,0,0,0.0360198,0,0.0270095,0,0,0.0210584,0,0,0.0200698,0.0288787,0.0275672,0.0280226,0.0270357,0.0333583,0.039439,0.0328756,0.0396105,0.0355115,0.0272583,0.0355694,0.0365989,0.0219003,0.0289692,0.0159721,0.0433893,0.00441579,0.0315876,0,0.023964,0.0289458,0.0395483,0,0,0.0098649,0,0,0.0265684,0.0637043,0.056177,0.0212248,0.0352064,0.0313266,0.0353419,0.0561503,0.0904262,0.0907945,0.056405,0.0698085,0.0429824,0.0298039,0.0670726,0.0724449,0.0570992,0.014826,0.0766284,0,0,0,0,0.0267203,0
