Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x69,x70,x71,x72,LASI,
176,0,0,0,0,0,0,0.0331335,0,0,0,0.0375289,0,0.0271968,0,0,0.0170161,0,0,0.0182188,0.0411562,0.0275142,0.0263137,0.0259341,0.0331873,0.0318783,0.0381888,0.0446418,0.0369221,0.0304304,0.0386128,0.0397928,0.0249675,0.0317213,0.0141053,0.0453621,0.00288364,0.0430666,0,0.0197127,0.0380468,0.038707,0,0,0.0101439,0,0,0.0293305,0.0617847,0.031165,0.0229523,0.0286312,0.025288,0.0291358,0.0473017,0.0801349,0.0836733,0.0546551,0.0698901,0.0500807,0.0405312,0.062226,0.0105399,0.063455,0.015879,0.0678076,0,0,0,0,0.0322403,0
177,0,0,0,0,0,0,0.0330053,0,0,0,0.0380011,0,0.0270337,0,0,0.0168515,0,0,0.0180991,0.0402138,0.0284785,0.0254957,0.0261009,0.0325644,0.0303644,0.0386056,0.04457,0.0360671,0.0302366,0.0375908,0.0392617,0.0242337,0.0321549,0.0136661,0.0459196,0.00290615,0.0438399,0,0.0206506,0.0390138,0.0389642,0,0,0.010207,0,0,0.0293764,0.0613206,0.0329442,0.0224775,0.024986,0.0251449,0.0287431,0,0.0836857,0.086709,0.0567152,0.0680839,0.0483355,0.0384688,0.0606862,0.0134586,0.0637866,0.0159174,0.0676335,0,0,0,0,0.0334654,0
178,0,0,0,0,0,0,0.032141,0,0,0,0.0380793,0,0.027211,0,0,0.0171691,0,0,0.0182426,0.0372359,0.0304643,0.0258748,0.0259309,0.0329536,0.0318576,0.0385557,0.0443852,0.0351134,0.0286189,0.0363801,0.0380225,0.0233855,0.0324003,0.0142689,0.0450701,0.00307432,0.0432359,0,0.022022,0.0363417,0.0384056,0,0,0.0102234,0,0,0.0291421,0.0646186,0.0359919,0.0258985,0.0282294,0.0266131,0.0294035,0.0496579,0.0814242,0.0853503,0.0555892,0.0698315,0.0493494,0.0378143,0.0613036,0.0159642,0.0630668,0.015819,0.0693567,0,0,0,0,0,0
179,0,0,0,0,0,0,0.0319221,0,0,0,0.0388001,0,0.0274412,0,0,0.0170129,0,0,0.0181497,0.0396926,0.0319059,0.0237016,0.026935,0.0324864,0.031042,0.0399613,0.0444079,0.0335507,0.0291323,0.03609,0.03786,0.0230893,0.0325683,0.0147321,0.0454394,0.00314737,0.0427365,0,0.0221312,0.0375823,0.0385879,0,0,0.00948715,0,0,0.0296025,0.0618658,0.0380107,0.0240539,0.0260128,0.0256238,0.0293439,0,0.0850344,0.0877516,0.0561832,0.069012,0.0486402,0.0366514,0.0605374,0.0209803,0.0628366,0.0159533,0.0694199,0,0,0,0,0.0322944,0
180,0,0,0,0,0,0,0.0315648,0,0,0,0.0381997,0,0.0279388,0,0,0.017094,0,0,0.0182135,0.0403699,0.0328745,0.0233536,0.0271504,0.0324567,0.031573,0.0395845,0.0442224,0.0334695,0.0288406,0.0352507,0.0370579,0.0221157,0.0313848,0.0165936,0.0452087,0.00320542,0.0437528,0,0.0247593,0.036678,0.0384739,0,0,0.00960867,0,0,0.029512,0.0622573,0.0408684,0.0244725,0.0267568,0.0260038,0.0298479,0,0.0848694,0.0878516,0.0557839,0.0692513,0.0480476,0.0351249,0.0615803,0.0247536,0.0622003,0.0159154,0.0699837,0,0,0,0,0.0312389,0
181,0,0,0,0,0,0,0.0312519,0,0,0,0.037193,0,0.0281154,0,0,0.0172475,0,0,0.018385,0.0407134,0.0330968,0.0235697,0.0269585,0.0323244,0.0324401,0.0387992,0.0434667,0.0340443,0.0282456,0.0346749,0.0364881,0.0212923,0.0300203,0.0177553,0.0448991,0.00318327,0.0428064,0,0.0256052,0.0359529,0.038382,0,0,0.00908159,0,0,0.0295167,0.0620532,0.042295,0.0241306,0.0271704,0.0265418,0.0306293,0,0.0853216,0.0877714,0.0556825,0.0691453,0.0477993,0.0342125,0.0621135,0.0307432,0.0614016,0.0157643,0.0703544,0,0,0,0,0.0295146,0
182,0,0,0,0,0,0,0.0307377,0,0,0,0.0366621,0,0.0276778,0,0,0.0181559,0,0,0.0188698,0.041047,0.0321874,0.0242031,0.0269413,0.0331483,0.0351501,0.0382764,0.0423669,0.0343353,0.0278974,0.0349071,0.036682,0.021328,0.0293327,0.0175992,0.0438243,0.00325785,0.0414219,0,0.0267423,0.0343659,0.0378875,0,0,0.0102935,0,0,0.028732,0.0623559,0.044606,0.024975,0.0317948,0.0269019,0.0316344,0.0509747,0.0828215,0.0848076,0.0530922,0.0710037,0.0488271,0.0339341,0.0639605,0.0373911,0.0605997,0.0154599,0.0718693,0,0,0,0,0.0258943,0
183,0,0,0,0,0,0,0.0304623,0,0,0,0.0357458,0,0.0273421,0,0,0.018517,0,0,0.0191387,0.0392826,0.0313449,0.0251915,0.0262671,0.0330799,0.0362593,0.0373773,0.042084,0.0350014,0.0268273,0.0350347,0.036564,0.0214267,0.0287591,0.0180429,0.0435157,0.00324871,0.0403271,0,0.0256037,0.0336808,0.0378961,0,0,0.00958696,0,0,0.0288987,0.0621159,0.0439868,0.0243808,0.0323905,0.027638,0.0323725,0.0522714,0.0840676,0.0861208,0.0536632,0.0712997,0.0490904,0.0334018,0.064977,0.04281,0.0598334,0.0154795,0.0724798,0,0,0,0,0.0242486,0
184,0,0,0,0,0,0,0.0304853,0,0,0,0.0354789,0,0.0274096,0,0,0.0186685,0,0,0.0193198,0.0382909,0.0302476,0.025455,0.0262093,0.0330696,0.0369684,0.036885,0.0417504,0.0353226,0.0268997,0.035313,0.0367017,0.0216085,0.0286716,0.0177382,0.0434408,0.00323639,0.0382295,0,0.0199499,0.0348005,0.0377463,0,0,0.0098645,0,0,0.0287779,0.060479,0.0407425,0.0227397,0.034354,0.0275291,0.032463,0.0533301,0.0851746,0.0868692,0.0544599,0.0712214,0.0523293,0.0337284,0.0627871,0,0.0598968,0.0154627,0.0728464,0,0,0,0,0.0220947,0
185,0,0,0,0,0,0,0.0306671,0,0,0,0.0344032,0,0.0276327,0,0,0.0189526,0,0,0.0195065,0.0362734,0.0296734,0.0261367,0.0265145,0.0332069,0.0378498,0.0360722,0.041299,0.0354419,0.0270384,0.0354658,0.0369312,0.0215212,0.0284076,0.01852,0.0432055,0.00333981,0.0389558,0,0.0186498,0.0344431,0.0375602,0,0,0.0101936,0,0,0.0285932,0.0605745,0.0410928,0.0223649,0.0352573,0.0279063,0.032551,0.054023,0.0860339,0.0872957,0.0549504,0.0704498,0.0514415,0.0324271,0.0622113,0,0.0603753,0.0153545,0.0736693,0,0,0,0,0.0211972,0
186,0,0,0,0,0,0,0.0307821,0,0,0,0.0333479,0,0.0279537,0,0,0.0195236,0,0,0.0199267,0.0348497,0.0295164,0.0264225,0.0271089,0.0335125,0.0387405,0.0354384,0.0407843,0.0352588,0.0277415,0.0355488,0.0372641,0.0212639,0.0282741,0.0194285,0.0427919,0.0036481,0.0406386,0,0.0177196,0.0341884,0.0373814,0,0,0.0102826,0,0,0.0284319,0.0607577,0.0423681,0.0220644,0.036708,0.0282808,0.0323653,0.0546625,0.0867878,0.0878986,0.0552707,0.0694872,0.0505255,0.0313908,0.0613448,0,0.0607492,0.0152605,0.07456,0,0,0,0,0.0219688,0
187,0,0,0,0,0,0,0.0308428,0,0,0,0.0323835,0,0.0283668,0,0,0.0199427,0,0,0.0201532,0.0339275,0.0298184,0.026304,0.027647,0.0339387,0.0394565,0.0349346,0.040225,0.0349011,0.0284975,0.0356454,0.0375903,0.0210403,0.0284505,0.0203385,0.0424342,0.00388968,0.0429939,0,0.0170978,0.0340066,0.0371888,0,0,0.0105054,0,0,0.0283192,0.0610309,0.0445858,0.0216711,0.0376187,0.0289914,0.0321154,0.0557239,0.0873426,0.0883019,0.0554928,0.0687262,0.0498648,0.0306748,0.0606676,0,0.0607841,0.0152531,0.0754619,0,0,0,0,0.0232032,0
188,0,0,0,0,0,0,0.0306126,0,0,0,0.0309029,0,0.0288258,0,0,0.0204472,0,0,0.0204181,0.0318433,0.0306832,0.0266943,0.0278389,0.0341936,0.0400372,0.034143,0.040184,0.0347889,0.0283204,0.0356505,0.0376011,0.0208302,0.0284449,0.0221472,0.0419392,0.00414702,0.0366181,0,0.0166533,0.0320734,0.0372178,0,0,0.0105603,0,0,0.028383,0.0625884,0.0463258,0.0222425,0.0357543,0.0307115,0.0321252,0.0567359,0.0884886,0.0890607,0.055908,0.0696177,0.047903,0.0313968,0.0637855,0.0707054,0.0603866,0.0152918,0.0768729,0,0,0,0,0.0258763,0
189,0,0,0,0,0,0,0.0303477,0,0,0,0.0308672,0,0.0292401,0,0,0.0206034,0,0,0.0205768,0.031801,0.0314455,0.0262447,0.0280101,0.0342374,0.0401029,0.0340042,0.040167,0.0345066,0.0287714,0.0357392,0.0377024,0.0208722,0.0286483,0.0221273,0.0418006,0.00433924,0.0356529,0,0.017293,0.032075,0.0370718,0,0,0.00987332,0,0,0.0288653,0.0626142,0.0487694,0.0215934,0.0363027,0.0311124,0.0319744,0.0569976,0.0884248,0.0889505,0.0563387,0.0694691,0.0473812,0.0315303,0.063999,0.071595,0.0602495,0.0154118,0.0775312,0,0,0,0,0.0273577,0
190,0,0,0,0,0,0,0.0300471,0,0,0,0.0314292,0,0.0296154,0,0,0.0206518,0,0,0.0206032,0.031813,0.0321292,0.025874,0.0280448,0.0341979,0.0401666,0.033892,0.0401185,0.0341971,0.0290075,0.0358031,0.0375706,0.0211266,0.0289268,0.0214682,0.0417904,0.00443005,0.0349393,0,0.0175687,0.0319361,0.0369847,0,0,0.0107099,0,0,0.0286403,0.0628064,0.0499689,0.0207517,0.0369081,0.0312539,0.031844,0.0571043,0.0886351,0.0888871,0.0564276,0.0695995,0.047132,0.031698,0.0647111,0.0714572,0.0602381,0.0154268,0.0778093,0,0,0,0,0.0288217,0
191,0,0,0,0,0,0,0.0300131,0,0,0,0.0323839,0,0.0299505,0,0,0.0206033,0,0,0.0204864,0.0317445,0.0325449,0.025619,0.0280308,0.0342712,0.0400694,0.0337372,0.0397184,0.0339584,0.0290442,0.0358758,0.0373275,0.0213556,0.029144,0.0203291,0.0418935,0.0043967,0.0345161,0,0.0179091,0.0315507,0.037001,0,0,0.00958445,0,0,0.0291457,0.06317,0.0506014,0.019897,0.0370297,0.0313623,0.0320708,0.0571448,0.088713,0.0890754,0.0562388,0.0697251,0.0475421,0.0323525,0.0662227,0.0704361,0.0599473,0.0154605,0.0777968,0,0,0,0,0.0298213,0
192,0,0,0,0,0,0,0.0299327,0,0,0,0.0334404,0,0.0302044,0,0,0.0204783,0,0,0.0203232,0.0315876,0.0327638,0.0254378,0.0279456,0.0343974,0.0398291,0.0334419,0.0391566,0.0339207,0.0290149,0.0359031,0.0370852,0.0213952,0.0291381,0.0189853,0.0420671,0.00426434,0.0344644,0,0.0185729,0.030954,0.037023,0,0,0.0104878,0,0,0.0286152,0.0633749,0.050779,0.0190258,0.03729,0.0314612,0.0320534,0.0574059,0.0887173,0.0894626,0.0561115,0.0703318,0.0486295,0.0334181,0.067842,0.0678069,0.0601608,0.0153607,0.0775543,0,0,0,0,0.0301431,0
193,0,0,0,0,0,0,0.0300752,0,0,0,0.0342318,0,0.0302176,0,0,0.0203402,0,0,0.0201852,0.0314023,0.033079,0.0253264,0.027734,0.0345322,0.0396172,0.0330647,0.038662,0.0340755,0.0289892,0.0358891,0.0369553,0.0213304,0.0290291,0.0177047,0.0422341,0.00410691,0.0345098,0,0.0196513,0.0303182,0.037087,0,0,0.0096017,0,0,0.0288067,0.0631423,0.0506482,0.0181425,0.0383177,0.0314859,0.0320958,0.0570879,0.0887123,0.0895853,0.0559824,0.0711393,0.0499895,0.0344941,0.06845,0.064206,0.0602101,0.0153249,0.0771149,0,0,0,0,0.0307945,0
194,0,0,0,0,0,0,0.0300289,0,0,0,0.0345858,0,0.0300927,0,0,0.0201196,0,0,0.019987,0.0309271,0.0330999,0.0253062,0.0274569,0.0345788,0.03941,0.0324211,0.0381069,0.0345983,0.0289091,0.0358452,0.0369143,0.0211941,0.0288151,0.0169071,0.0423245,0.00390715,0.0349022,0,0.0204234,0.0297217,0.0371308,0,0,0.00953283,0,0,0.0287707,0.0629751,0.0505987,0.0171551,0.0386345,0.0316307,0.0320804,0.0569432,0.0888138,0.0898141,0.0558354,0.0715529,0.0505134,0.0351857,0.0686251,0.0601775,0.0601327,0.0153478,0.0768113,0,0,0,0,0.0310123,0
195,0,0,0,0,0,0,0.0299118,0,0,0,0.034776,0,0.0301382,0,0,0.0199702,0,0,0.0198367,0.0302501,0.0328363,0.0253894,0.0271738,0.0345643,0.0392864,0.0316111,0.0375382,0.0352002,0.0288198,0.0358442,0.0369377,0.020988,0.0285138,0.0165474,0.0422789,0.00379359,0.0357238,0,0.0207565,0.0293579,0.037231,0,0,0.0103416,0,0,0.0283648,0.0625017,0.0502901,0.0160446,0.0389321,0.0318736,0.0319278,0.0570579,0.0887506,0.0899546,0.0556886,0.0715693,0.0502824,0.0355636,0.0684856,0.0560622,0.0600253,0.0152563,0.076656,0,0,0,0,0.0307711,0
196,0,0,0,0,0,0,0.0299954,0,0,0,0.0348552,0,0.0303474,0,0,0.0198785,0,0,0.0197343,0.0295459,0.0326184,0.0255153,0.0269503,0.0344505,0.039312,0.0308625,0.0370639,0.035737,0.0286703,0.0358708,0.0369418,0.0207623,0.0283098,0.0164608,0.0421306,0.00371083,0.0367427,0,0.0210788,0.0293011,0.0374171,0,0,0.00968479,0,0,0.0285987,0.0617264,0.0497341,0.0149483,0.0393432,0.0322939,0.0319671,0.0572938,0.0887641,0.08992,0.0555388,0.0712343,0.0499084,0.0357166,0.0681218,0.0520037,0.0598869,0.0152718,0.0766466,0,0,0,0,0.0303692,0
197,0,0,0,0,0,0,0.0298195,0,0,0,0.0348707,0,0.0303151,0,0,0.0198667,0,0,0.0196722,0.028922,0.0324907,0.0255954,0.026788,0.0342165,0.0393861,0.0301537,0.0367898,0.0363009,0.0284958,0.0358076,0.0368318,0.0206179,0.028193,0.0163266,0.0419847,0.0037023,0.0379458,0,0.0214745,0.0295675,0.0374942,0,0,0.0104489,0,0,0.0283215,0.0610589,0.0490818,0.0140863,0.0394108,0.0327923,0.0319372,0.057294,0.0891582,0.0897958,0.0554024,0.0708799,0.0498003,0.035524,0.0676179,0.0477704,0.0597997,0.0152547,0.0768297,0,0,0,0,0.030018,0
198,0,0,0,0,0,0,0.0295165,0,0,0,0.0348711,0,0.03032,0,0,0.0198417,0,0,0.0196311,0.0284083,0.0325167,0.0256071,0.026644,0.0339751,0.0395461,0.0296367,0.036575,0.0368106,0.0283327,0.0356951,0.0366429,0.020388,0.0280943,0.0161474,0.041912,0.00366951,0.0391621,0,0.0217719,0.0300057,0.0375022,0,0,0.0101014,0,0,0.0285515,0.0605272,0.0487348,0.0133669,0.0390086,0.0332851,0.0320566,0.0573155,0.0894949,0.0897779,0.055422,0.0709906,0.0500206,0.0356074,0.067191,0.044128,0.059748,0.0153412,0.0768761,0,0,0,0,0.0298411,0
199,0,0,0,0,0,0,0.0298834,0,0,0,0.0350359,0,0.0304324,0,0,0.0198037,0,0,0.0195755,0.0280126,0.0324095,0.0255057,0.0264619,0.0338018,0.0398096,0.0291685,0.0364315,0.0371112,0.0282432,0.0355323,0.0364062,0.0201125,0.0279941,0.0158684,0.0419014,0.0036199,0.0405572,0,0.0220285,0.0305621,0.0374855,0,0,0.0102261,0,0,0.0286545,0.0600944,0.0486682,0.0128012,0.0382286,0.0337456,0.0321452,0.0573371,0.0899272,0.0897632,0.0554482,0.0712685,0.0501517,0.0359153,0.0667993,0.0413044,0.0599822,0.0154449,0.0765915,0,0,0,0,0.029928,0
200,0,0,0,0,0,0,0.0299103,0,0,0,0.0353108,0,0.0305459,0,0,0.019846,0,0,0.0195584,0.0276712,0.0321959,0.0253065,0.0262976,0.0336196,0.0400416,0.0286308,0.0363412,0.0373181,0.0282982,0.035363,0.0362126,0.0198483,0.0279428,0.0155055,0.0418721,0.00362011,0.0419006,0,0.0222347,0.0311496,0.0374671,0,0,0.0102911,0,0,0.0288258,0.0596627,0.0485816,0.0122335,0.0376794,0.0340095,0.0322087,0.0573005,0.0902444,0.0896652,0.05551,0.0716562,0.0502102,0.0363298,0.0666441,0.0392089,0.0598112,0.0155202,0.0760178,0,0,0,0,0.0303379,0
201,0,0,0,0,0,0,0.0295792,0,0,0,0.0354802,0,0.0307262,0,0,0.0198898,0,0,0.0194956,0.0273836,0.0322579,0.0250701,0.0262314,0.0334836,0.0402357,0.0280653,0.0362532,0.0374739,0.0284007,0.0352662,0.0360576,0.0196941,0.0280216,0.0151777,0.041855,0.00361517,0.0424096,0,0.0223731,0.0316006,0.0374488,0,0,0.010266,0,0,0.0286736,0.0593581,0.0484775,0.0115642,0.037228,0.0340708,0.0322838,0.0572375,0.0906388,0.0893175,0.055727,0.0718826,0.0503277,0.0368448,0.0668265,0.0380363,0.0598714,0.0154705,0.0757279,0,0,0,0,0.0309854,0
202,0,0,0,0,0,0,0.0299014,0,0,0,0.0356077,0,0.0307255,0,0,0.0199441,0,0,0.0194298,0.0271966,0.0325623,0.0248554,0.0262205,0.0334393,0.040369,0.0276553,0.0361171,0.0376655,0.0284922,0.0351743,0.0358524,0.0195925,0.0281357,0.0149888,0.0419127,0.00359327,0.0422737,0,0.0223199,0.031917,0.0373659,0,0,0.0100597,0,0,0.0281796,0.05925,0.0480772,0.010957,0.0363257,0.0342287,0.032288,0.0572828,0.0908355,0.0887954,0.0559745,0.0723687,0.0503643,0.0374868,0.0673088,0.0377163,0.0600359,0.01515,0.0753743,0,0,0,0,0.0315907,0
203,0,0,0,0,0,0,0.0300685,0,0,0,0.0360234,0,0.0306685,0,0,0.0200144,0,0,0.0193619,0.0271081,0.0330143,0.0245873,0.0262069,0.0333811,0.0404226,0.0274168,0.0359668,0.0377909,0.0285909,0.0351393,0.0356635,0.0195482,0.028219,0.0147849,0.0419929,0.00355092,0.0419979,0,0.0222797,0.0322017,0.0371552,0,0,0.00989516,0,0,0.0280694,0.0593949,0.0476949,0.0104079,0.0346366,0.0344103,0.0322966,0.057428,0.0909125,0.0884225,0.0561402,0.0731848,0.0506151,0.0380611,0.0679135,0.0378613,0.0601368,0.0150262,0.0751683,0,0,0,0,0.0320926,0
204,0,0,0,0,0,0,0.0298937,0,0,0,0.0365561,0,0.0306335,0,0,0.020067,0,0,0.0193416,0.0270579,0.0332247,0.024367,0.026153,0.0331972,0.040496,0.0271368,0.0358102,0.0379028,0.0286419,0.0350844,0.0354692,0.0194965,0.0282451,0.0145026,0.0420505,0.00338312,0.0418502,0,0.0218133,0.0324062,0.0370387,0,0,0.0100682,0,0,0.0279541,0.0596349,0.0475597,0.00997059,0.0337931,0.0345432,0.0324646,0.0577,0.0914785,0.0884678,0.0563075,0.0741308,0.0507431,0.0386061,0.0683609,0.0377083,0.060289,0.0149725,0.0750561,0,0,0,0,0.0327688,0
205,0,0,0,0,0,0,0.0281345,0,0,0,0.0366206,0,0.0307216,0,0,0.0201369,0,0,0.0193854,0.027257,0.0332184,0.0246704,0.0259235,0.0330051,0.0404563,0.0269676,0.035786,0.0381107,0.0284532,0.0348228,0.0351539,0.0192588,0.0281202,0.0140974,0.0418749,0.0030379,0.0419339,0,0.0197866,0.0326368,0.0375319,0,0,0.00584647,0,0,0,0.0596447,0.0476435,0.00937849,0.0350588,0.0343167,0.032794,0.0581742,0.0924406,0.0888794,0.056675,0.074644,0.0515131,0.0393106,0.0685934,0.0380794,0.0587918,0.0150463,0.0742032,0,0,0,0,0.0333497,0
