Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x97,LILC,x77,,x89
37,0.0358681,0.0508205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031688,0,0.0234967,0.0535393,0,0,0.0112351,0,0,0.0293173,0.0530841,0.0206683,0.0253301,0.056301,0.0268712,0.0519332,0.0745208,0.0528265,0.0164279,0.056672,0.061056,0.0338294,0.0334016,0.0103581,0,0.0236767,0.0180412,0,0.0247609,0.0470541,0.0415251,0,0,0.0101002,0,0,0.0333002,0.0767695,0.0182155,0.0148206,0.0269654,0.0512732,0.0353004,0.0292858,0.055443,0.0594732,0.0373783,0.0275953,0.0253059,0.0141312,0.0369127,0.0242779,0.0454425,0.00869141,0.0176103,0.0441737,0.0504224,0,0,0,0,0.0321617,0,0,0
38,0.0362525,0.0508609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312688,0,0.0224809,0.0548474,0,0,0.0116177,0,0,0.0293047,0.0515572,0.0214709,0.0245622,0.0581988,0.027474,0.0534647,0.0754857,0.0545215,0,0.0545518,0.0587785,0.0321017,0.0318588,0.0102014,0,0.0237992,0.0179435,0,0.0248272,0.0478752,0.0411771,0,0,0.00981559,0,0,0.0329721,0.0774774,0.0183553,0.0152129,0.0274107,0.0511173,0.0336579,0.0290362,0.055364,0.0589343,0.0365471,0.027769,0.0249574,0.0138434,0.0369491,0.0245457,0.0463104,0.00914361,0.0167138,0.0441614,0.0508923,0,0,0,0,0,0,0,0
39,0.0360613,0.0509414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273662,0,0.0228905,0.055567,0,0,0.010943,0,0,0.02918,0.0518919,0.0225717,0.0257417,0.0579783,0.0282574,0.0531452,0.0737675,0.0542115,0.0175496,0.0547793,0.0590594,0.0324875,0.031514,0.0148147,0,0.0238473,0.0177715,0,0.0246636,0.047101,0.0411382,0,0,0.00994219,0,0,0.0327562,0.0780346,0.0192867,0.0154118,0.0271647,0.0516395,0.033595,0.029605,0.0557804,0.0590226,0.0363345,0.0275047,0.0244514,0.0133037,0.0365114,0.0252163,0.0462848,0.00886105,0.0167455,0.0440656,0.0509811,0,0,0,0,0,0,0,0
40,0.036139,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032112,0,0.0225893,0.0557183,0,0,0.0125669,0,0,0.0295584,0.0519188,0.0216547,0.0247003,0.0580083,0.0276253,0.0538794,0.0749472,0.0541169,0,0.054581,0.0587205,0.0317476,0.0319335,0.00906978,0,0.0243608,0.0174593,0,0.0241963,0.0469677,0.0409499,0,0,0.00975323,0,0,0.0330719,0.0779971,0.0199323,0.0144782,0.0269438,0.0518393,0.0332621,0.0299311,0.0564648,0.0591677,0.035751,0.0271038,0.0239628,0.0127018,0.0358895,0.0263404,0.046353,0.008661,0.0170781,0.0438248,0.0512568,0,0,0,0,0,0,0,0
41,0.0359403,0.051022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280401,0,0.0229427,0.0565323,0,0,0.0115794,0,0,0.0293938,0.0525054,0.0227876,0.0258387,0.0576306,0.0287286,0.0529382,0.0734562,0.053827,0.0173959,0.054808,0.0587558,0.0321885,0.0318646,0.0137819,0,0.0242671,0.017298,0,0.0239311,0.0460981,0.0409054,0,0,0.0100985,0,0,0.0330504,0.0785601,0.0203105,0.0139382,0.026781,0.0523808,0.0334044,0.0305467,0.0569599,0.0592664,0.0354845,0.0267778,0.0235155,0.0121418,0.035353,0.0270881,0.0463652,0.00889905,0.0166277,0.0439857,0.0513252,0,0,0,0,0,0,0,0
42,0.0359166,0.050978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314336,0,0.0236385,0.0572094,0,0,0.0135109,0,0,0.0296637,0.0510521,0.0234205,0.024655,0.0573384,0.0277934,0.0527185,0.0744844,0.0540566,0.0168719,0.0545051,0.0586348,0.0319095,0.0319301,0.0101209,0,0.0246664,0.0172566,0,0.023554,0.0451247,0.0408404,0,0,0.0100493,0,0,0.0334544,0.0789836,0.0206991,0.0136841,0.0267886,0.0527869,0.03332,0.0310266,0.0576024,0.0593367,0.0349914,0.0264694,0.0229876,0.0116204,0.034766,0.0280832,0.0462246,0.0086673,0.0169368,0.0441846,0.0515176,0,0,0,0,0,0,0,0
43,0.0358834,0.0510694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281479,0,0.0234589,0.0574029,0,0,0.0136212,0,0,0.0297634,0.0516462,0.0234683,0.0261575,0.0572666,0.0283784,0.0524294,0.0731886,0.0537736,0.0181065,0.0545876,0.0587304,0.0324282,0.031615,0.0134341,0,0.0249312,0.0165216,0,0.02331,0.0458323,0.0406705,0,0,0.0102129,0,0,0.0334368,0.0788535,0.0213631,0.0148627,0.0264741,0.0527111,0.0328905,0.0312151,0.0583816,0.0595473,0.034242,0.0262536,0.0224262,0.0111904,0.0341231,0.0300537,0.0463553,0.00877739,0.0165105,0.0441948,0.0517038,0,0,0,0,0,0,0,0
44,0.0355612,0.0506238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274673,0,0.0246753,0.0526581,0,0,0.0144264,0,0,0.030408,0,0.0222313,0.029064,0.0577813,0.0286138,0.0503122,0.0690433,0.0523227,0,0.0567416,0.0606479,0.0343375,0.0326863,0.0135493,0,0.026076,0.0148448,0,0.0231067,0.0499885,0.0407988,0,0,0.00598772,0,0,0.0210338,0.0768167,0.0223873,0.014638,0.0258892,0.0526818,0.029657,0.0302534,0.0593294,0.0599377,0.03252,0.0260847,0.0216561,0.0107864,0.0335076,0.0353672,0.0466669,0,0.0161467,0.0437807,0.0527875,0,0,0,0,0,0,0,0
45,0.0356099,0.0507844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028285,0,0.0237661,0.0578696,0,0,0.0144684,0,0,0.0299412,0.0517739,0.0236664,0.0261904,0.0571036,0.0283489,0.0521439,0.0729521,0.0537531,0.0183913,0.054715,0.0584134,0.0319654,0.0316545,0.0130536,0,0.0255536,0.0160115,0,0.02266,0.0457272,0.0410364,0,0,0.00578369,0,0,0.020917,0.0791877,0.0232871,0.0173048,0.0263983,0.0529308,0.0293635,0.0319248,0.059831,0.0599366,0.0328326,0.0260097,0.0214608,0.0103372,0.0331496,0.0359376,0.046952,0,0.015842,0.0441063,0.0520975,0,0,0,0,0,0,0,0
46,0.0344332,0.0516423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256148,0,0.0236027,0.0570596,0,0,0.0103942,0,0,0.0403548,0.0529419,0.0210714,0.0274623,0.0560872,0.0415605,0.0510845,0.071403,0.0521879,0.0186256,0.0567874,0.0604441,0,0.0336719,0.0148935,0.0107299,0.0214898,0.0161405,0,0.0223602,0.0446789,0.0411744,0,0,0.00534297,0,0,0.0208706,0.0795771,0.0247355,0.0173419,0.0266658,0.0531094,0.0299391,0.0321306,0.0604493,0.0599159,0.031984,0.0259912,0.0207922,0.0099762,0.0328416,0.0397529,0.0476823,0,0.0156842,0.0443237,0.0518606,0,0,0,0,0,0,0,0
47,0.0344067,0.0478404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265861,0,0.0229028,0.0571577,0,0,0.0183608,0,0,0.0186265,0.0534038,0.0196297,0.0279989,0.0562457,0.0284902,0.0514639,0.0714287,0.0520324,0,0.0567474,0.0605263,0,0.033767,0.0131099,0,0.028237,0.016602,0,0.0220978,0.0455668,0.0435495,0,0,0.00582495,0,0,0.0209558,0.0796467,0.0263771,0.0161082,0.026754,0.0524429,0.0290603,0.0318921,0.0609293,0.0598426,0.0311107,0.0259104,0.0202133,0.00975986,0.0325381,0.044577,0.0464044,0,0.0159509,0.0417706,0.0533595,0,0,0,0,0,0,0,0
48,0.0341619,0.0478497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257307,0,0.0252676,0.0553858,0,0,0.0178142,0,0,0.0188919,0,0.0232746,0.0298299,0.0566702,0.0285047,0.049109,0.0686326,0.0520851,0,0.0563443,0.0603091,0.0342135,0.0320773,0.0152342,0,0.0287605,0.0176232,0,0.0220016,0.048568,0.0432805,0,0,0.00598929,0,0,0.0210864,0.078974,0.0281046,0.0137951,0.0263494,0.0529583,0.0291388,0.0313501,0.0614976,0.060024,0.0305032,0.0256462,0.0199379,0.00958523,0.0321189,0.0507622,0.0462311,0,0.0160219,0.0415017,0.0541222,0,0,0,0,0,0,0,0
49,0.0341278,0.0483323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229922,0,0.0261533,0.0570967,0,0,0.0178739,0,0,0.0201661,0,0.0254143,0.0300178,0.0560023,0.0274949,0.047958,0.0682115,0.0519065,0.0182996,0.0560732,0.0600142,0.034089,0.0313596,0.0189217,0,0.0259006,0.0185994,0,0.0221989,0.04629,0.0427698,0,0,0.0107213,0,0,0.0327987,0.0805356,0.0291875,0.013621,0.0266023,0.053741,0.0324508,0.0319309,0.0617172,0.0598042,0.0306295,0.0253144,0.0201764,0.00924364,0.0318127,0.0539008,0.0454815,0.00934819,0.0154064,0.0418844,0.0541184,0,0,0,0,0,0,0,0
50,0.0342977,0.0484735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266944,0,0.0239802,0.0617169,0,0,0.0176975,0,0,0.0198658,0.0509507,0.0240686,0.0270221,0.0554784,0.02734,0.0501593,0.0724856,0.0531923,0.0172485,0.0541712,0.0580411,0.0321985,0.0309708,0.0143126,0,0.0252154,0.0191898,0,0.0227909,0.0429488,0.0428583,0,0,0.0104779,0,0,0.0328497,0.0823941,0.0301867,0.0147362,0.0267312,0.0533594,0.0315866,0.0334678,0.0621551,0.0598637,0.0313541,0.0248666,0.0204678,0.00874717,0.0314736,0.0558618,0.0462941,0.00924262,0.0153415,0.0420537,0.0535877,0,0,0,0,0,0,0,0
51,0.034115,0.0484975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248271,0,0.023575,0.0604644,0,0,0.0173293,0,0,0.0195803,0.052188,0.0212733,0.0279258,0.0547788,0.027401,0.0492479,0.0705483,0.0517229,0.0177379,0.0562628,0.0600505,0,0.0332084,0.0155113,0,0.0253735,0.0196666,0,0.0236154,0.0424487,0.0428487,0,0,0.0102095,0,0,0.0330377,0.0824325,0.0311469,0.0149964,0.0272158,0.0534381,0.0318165,0.0338514,0.0624459,0.0596847,0.0309728,0.0248465,0.0202861,0.00839869,0.0313718,0.0589682,0.0462724,0.00895931,0.0158487,0.0420292,0.0537344,0,0,0,0,0,0,0,0
52,0.0341406,0.0485478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265183,0,0.0228636,0.0599342,0,0,0.0170229,0,0,0.0196079,0.0530479,0.0196701,0.0283019,0.0545935,0.0276819,0.0489753,0.0703492,0.0515789,0,0.0563907,0.0603199,0,0.0334634,0.013097,0,0.0258352,0.0199978,0,0.023966,0.0441126,0.0427108,0,0,0.0101723,0,0,0.0330978,0.0819661,0.0319665,0.01576,0.0275568,0.0528082,0.0313113,0.0338108,0.062759,0.0596772,0.0305506,0.0248611,0.0198744,0.00831451,0.0312213,0.0615644,0.0465777,0.00911859,0.0154906,0.0423352,0.0538105,0,0,0,0,0,0,0,0
53,0.0341518,0.0485319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277533,0,0.0242188,0.0625651,0,0,0.0168749,0,0,0.0190434,0.0513924,0.0240461,0.0270771,0.0542739,0.0273979,0.0498051,0.0719204,0.0530339,0.0190871,0.0537822,0.0580737,0.0317207,0.0307188,0.0129973,0,0.0255691,0.0197876,0,0.023905,0.0435099,0.0428536,0,0,0.0100245,0,0,0.0333375,0.0834276,0.0321397,0.0167527,0.0279608,0.0529268,0.0308647,0.0343821,0.0628418,0.0595812,0.0308898,0.0247742,0.0199388,0.00837501,0.0309957,0.0614264,0.0469887,0.00910199,0.0154875,0.0430092,0.0536281,0,0,0,0,0,0,0,0
54,0.0340146,0.0479524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289307,0,0.023436,0.0622933,0,0,0.0164139,0,0,0.0175102,0.0519183,0.0227841,0.0268209,0.0545026,0.0275326,0.0509812,0.0719517,0.0531974,0,0.0539268,0.0577804,0.0317788,0.0311318,0.0114366,0,0.0262467,0.0201671,0,0.0240437,0.0445073,0.0434252,0,0,0.00551319,0,0,0.0210268,0.084035,0.03248,0.0144139,0.0281765,0.0530962,0.0276764,0.0345001,0.0629778,0.0595502,0.0306269,0.0248215,0.0197653,0.00834067,0.0308934,0.0625859,0.0477176,0,0.0152802,0.042635,0.0539737,0,0,0,0,0,0,0,0
55,0.0341773,0.0484701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284443,0,0.0235103,0.0626446,0,0,0.0163582,0,0,0.0188808,0.0520856,0.0228387,0.0268363,0.0539514,0.0266541,0.0513054,0.0719293,0.0531849,0,0.0538774,0.0576526,0.0317979,0.0311334,0.0118434,0,0.0229242,0.0202972,0,0.0240971,0.0445661,0.0426493,0,0,0.00934241,0,0,0.033379,0.0851731,0.0325847,0.0137558,0.0284427,0.0530717,0.0304649,0.0345747,0.0630812,0.0593862,0.0304537,0.0249328,0.0196144,0.0082019,0.0309129,0.0629857,0.0472554,0.00846303,0.0163664,0.043255,0.0537601,0,0,0,0,0,0,0,0
56,0.0340799,0.048477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280391,0,0.0234911,0.0627236,0,0,0.015915,0,0,0.0188409,0.0522482,0.0228793,0.0267901,0.0536753,0.0264949,0.050963,0.0723422,0.0532601,0,0.053839,0.0576213,0.0318103,0.0311138,0.0121947,0,0.0225241,0.0204557,0,0.0241098,0.0447273,0.0426534,0,0,0.00942461,0,0,0.0334548,0.085368,0.0327822,0.0134197,0.0285838,0.0531108,0.0304652,0.0342582,0.0633415,0.0592648,0.0303318,0.0250777,0.0194296,0.00805488,0.030975,0.0635878,0.0472832,0.00834882,0.0163978,0.0433006,0.0536482,0,0,0,0,0,0,0,0
57,0.0338447,0.0483242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279478,0,0.023451,0.0630514,0,0,0.0155523,0,0,0.0163978,0.0523809,0.0229041,0.0266452,0.0534614,0.027237,0.0506874,0.0725891,0.0533866,0,0.0536997,0.0574815,0.0317527,0.0310827,0.0123318,0,0.0248074,0.0205825,0,0.0241778,0.0450069,0.0429448,0,0,0.00988122,0,0,0.033618,0.0841397,0.0330151,0.0135256,0.0287224,0.0531994,0.0305481,0.0337044,0.0633121,0.0591079,0.030217,0.0252264,0.0193008,0.00791558,0.031026,0.0641059,0.0473119,0.00887534,0.0156948,0.0433138,0.0535489,0,0,0,0,0,0,0,0
58,0.0332206,0.0483184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025758,0,0.0228664,0.0663472,0,0,0.00590151,0,0,0,0.0502867,0.0235082,0.0266629,0.0539087,0.02696,0.0508338,0.0730902,0.0537761,0,0.0526604,0.056583,0.0310404,0.0301805,0.0149595,0,0.0160886,0.0198018,0,0.025272,0.0408153,0.0425219,0,0,0.00973614,0,0,0.0338698,0,0.0328242,0.0183346,0.0332247,0.0541698,0.0319893,0.0303514,0.0574188,0.054496,0.0294099,0.0282634,0.0179755,0.00797455,0.0332281,0.0638274,0.0465538,0.00828549,0.016649,0.0432708,0.0548313,0,0,0,0,0,0,0,0
59,0.0339405,0.0485492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284175,0,0.0234251,0.0631103,0,0,0.0150399,0,0,0.0195687,0.0526039,0.0228809,0.0264812,0.0530838,0.0263283,0.0509059,0.0713949,0.053528,0,0.0534232,0.0575028,0.0314533,0.0309026,0.0120155,0,0.0202148,0.0209241,0,0.0244814,0.0452866,0.0426295,0,0,0.00948918,0,0,0.0336037,0.0835557,0.0334844,0.0146514,0.0288058,0.0534217,0.0304684,0.0334083,0.0637292,0.0590213,0.0300006,0.0253104,0.0189389,0.00776505,0.0310612,0.0649971,0.0472178,0.00862823,0.0161759,0.0436245,0.0532392,0,0,0,0,0,0,0,0
60,0.0343795,0.0522327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267587,0,0.024169,0.0638134,0,0,0.0133768,0,0,0.0416983,0.0518459,0.0241001,0.0267085,0.0528561,0.0449304,0.0503264,0.071216,0.0533457,0.0182909,0.0531412,0.0573927,0.0311853,0.0303235,0.014102,0.0135073,0.0214352,0.0207219,0,0.0243866,0.0430575,0.0401027,0,0,0.00926214,0,0,0.0335266,0.0840426,0.0337367,0.0155073,0.0282583,0.0550696,0.0313781,0.0343529,0.0644282,0.0594581,0.0308711,0.0250421,0.0189341,0.00763994,0.03086,0.0644683,0.0483696,0.00898864,0.0157887,0.045578,0.0517396,0,0,0,0,0,0,0,0
61,0.0337597,0.0486922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258802,0,0.0227347,0.0667494,0,0,0.016722,0,0,0.0204735,0.0503019,0.0235573,0.0267131,0.0537917,0.0266349,0.0500373,0.0725898,0.0538478,0,0.0523672,0.0563488,0.0304672,0.0299946,0.0148069,0,0.0196438,0.0201332,0,0.0254286,0.039746,0.0418713,0,0,0.00962443,0,0,0.0335604,0,0.0334292,0.0180617,0.0332372,0.0554052,0.0317035,0.0304889,0.0582815,0.0543894,0.0294871,0.0285001,0.0174969,0.00776999,0.0334468,0.0647636,0.0462289,0.00824571,0.0167899,0.0431656,0.0544727,0,0,0,0,0,0,0,0
62,0.0344959,0.0522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276864,0,0.0234162,0.0635974,0,0,0.0139177,0,0,0.0417339,0.0523929,0.0231929,0.0269164,0.05267,0.0445381,0.0499119,0.0715039,0.0534064,0,0.0532918,0.0571641,0.0309453,0.0307165,0.0127467,0.0133199,0.0220081,0.0212067,0,0.0244611,0.0445061,0.0400461,0,0,0.00926874,0,0,0.0334868,0.085402,0.0338987,0.0143477,0.0280876,0.055179,0.031063,0.0345931,0.0653581,0.0593746,0.0305972,0.025287,0.0186251,0.0074987,0.0310721,0.0654574,0.0483864,0.00876506,0.0159148,0.0455911,0.0517562,0,0,0,0,0,0,0,0
63,0.0344569,0.0522437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263134,0,0.024265,0.0643534,0,0,0.0139128,0,0,0.04151,0.0518391,0.0245617,0.0272054,0.0520374,0.0442526,0.0502284,0.0706756,0.0531909,0.0181693,0.0530693,0.0571924,0.0307933,0.0301977,0.014502,0.0129309,0.0220673,0.0208707,0,0.024398,0.0434287,0.0401563,0,0,0.00951461,0,0,0.0336839,0.0887859,0.0336307,0.0151363,0.0282187,0.055507,0.0312261,0.035188,0.0658297,0.0592462,0.0308029,0.0253238,0.0187184,0.00748923,0.0311546,0.064534,0.0483062,0.00878522,0.0158246,0.0457717,0.0515395,0,0,0,0,0,0,0,0
64,0.0341825,0.0520086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262016,0,0.022513,0.0676898,0,0,0.0135617,0,0,0.0418972,0.049741,0.0239205,0.0268478,0.0531179,0.0453114,0.0498122,0.0714081,0.0537431,0,0.0521459,0.0561677,0.03027,0.0298037,0.0144304,0.0131067,0.0228684,0.0201106,0,0.0254117,0.0396775,0.0397654,0,0,0.00967042,0,0,0.0340936,0,0.0334471,0.0177984,0.0328421,0.0571904,0.0321651,0.0313125,0.059348,0.0545419,0.0301559,0.0286717,0.0172155,0.00765436,0.0336753,0.0645992,0.0474835,0.00891518,0.0160973,0.0451003,0.0531465,0,0,0,0,0,0,0,0
65,0.0340692,0.0520103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238979,0,0.0219835,0.0669182,0,0,0.0135296,0,0,0.0419352,0.0506871,0.0213708,0.0278876,0.0524117,0.0455297,0.0487875,0.0697086,0.052206,0,0.0542705,0.0579846,0,0.0316922,0.0161206,0.0131484,0.0229631,0.0199941,0,0.0254479,0.0389491,0.0398187,0,0,0.00955443,0,0,0.0339401,0,0.0333168,0.016049,0.0332061,0.0575717,0.0325429,0.0315424,0.0594094,0.0542642,0.0299884,0.0289858,0.017243,0.00771801,0.0339926,0.0641936,0.047219,0.00866278,0.0164746,0.0451411,0.0532432,0,0,0,0,0,0,0,0
66,0.0341668,0.0520897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260126,0,0.0225294,0.0688544,0,0,0.0136031,0,0,0.041768,0.0495888,0.0244117,0.0271737,0.052409,0.0456136,0.0500709,0.0710823,0.053611,0,0.0519588,0.0558618,0.0302152,0.0294463,0.0145913,0.0130722,0.0228462,0.0196531,0,0.0253669,0.0395093,0.0397866,0,0,0.00937715,0,0,0.0336668,0,0.0327848,0.0155688,0.0332949,0.0577738,0.0320296,0.0318646,0.0593794,0.0541273,0.0303847,0.0291581,0.0174297,0.00782459,0.0342683,0.0630309,0.0475722,0.00861686,0.0163124,0.0451631,0.0531296,0,0,0,0,0,0,0,0
67,0.034007,0.0520517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247068,0,0.0228045,0.0707129,0,0,0.0137261,0,0,0.0416425,0.0487846,0.0251901,0.0275255,0.0517551,0.0451224,0.0509383,0.0709303,0.053324,0.0139828,0.0518684,0.0558782,0.0302188,0.0290475,0.0162436,0.0129676,0.0226216,0.0188216,0,0.0252288,0.0372799,0.0399862,0,0,0.00925571,0,0,0.0337495,0,0.0319656,0,0.0338728,0.0589523,0.0326493,0.0326333,0.0590921,0.0536769,0.0312483,0.0293825,0.0178262,0.00797643,0.0346141,0.0605227,0.0473339,0.00846575,0.0165954,0.0451335,0.0530574,0,0,0,0,0,0,0,0
68,0.0340203,0.0518528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225973,0,0.0243665,0.0645507,0,0,0.0134327,0,0,0.0419427,0,0.0253188,0.030053,0.0526308,0.0455959,0.0468474,0.0656375,0.0523111,0,0.0537321,0.0578188,0.0321108,0.0297924,0.0189228,0.0131732,0.0230779,0.0197303,0,0.0256037,0.0427102,0.0397062,0,0,0.00933607,0,0,0.0339781,0,0.0322688,0.0140744,0.0335026,0.0587577,0.0326118,0.0310432,0.0592547,0.0536943,0.0294556,0.0295936,0.0174235,0.00838331,0.0349325,0.0636382,0.047188,0.00849443,0.0165825,0.0447679,0.0539676,0,0,0,0,0,0,0,0
69,0.0342182,0.0520013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276203,0,0.0223181,0.0689357,0,0,0.0135632,0,0,0.0418263,0.0497111,0.0246162,0.0275524,0.0514926,0.0451623,0.0490416,0.0702389,0.0534409,0,0.052159,0.0562111,0.0307317,0.0293879,0.0127839,0.0131968,0.0227656,0.0186022,0,0.025506,0.0397476,0.0397437,0,0,0.0095683,0,0,0.0339152,0,0.0316022,0.0159669,0.0332736,0.0580091,0.0317951,0.0325419,0.0595599,0.0538487,0.0312949,0.0294413,0.0177214,0.00834636,0.0349563,0.0604158,0.0477758,0.00890308,0.0157807,0.0452872,0.0530773,0,0,0,0,0,0,0,0
70,0.0342486,0.0521079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281602,0,0.0222356,0.0692022,0,0,0.0134801,0,0,0.0415666,0.0499354,0.024645,0.0277082,0.0512655,0.045451,0.0481999,0.070025,0.0532931,0,0.052229,0.0563604,0.0308253,0.0293622,0.012124,0.0127382,0.0228485,0.0182413,0,0.0256035,0.0398483,0.0396784,0,0,0.00952168,0,0,0.033768,0,0.0311106,0.0159,0.0332386,0.058009,0.0316497,0.0326187,0.0596054,0.05376,0.0316979,0.0295501,0.0179987,0.00858525,0.0351228,0.0589995,0.0478891,0.00888114,0.0157144,0.0453531,0.0530534,0,0,0,0,0,0,0,0
71,0.034676,0.0523204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320286,0,0.0215002,0.0718094,0,0,0.0136367,0,0,0.0414469,0.0482774,0.0240158,0.0297893,0.051016,0.0455844,0,0.0730325,0.0533204,0,0.0504522,0.0545914,0.0292252,0.0277119,0.0083288,0.0125726,0.022865,0.0178512,0,0.0255282,0.0391341,0.0394957,0,0,0.00947449,0,0,0.0337548,0,0.030629,0.0156417,0.0329069,0.0564511,0.0302786,0.033441,0.0598736,0.0539867,0.0326037,0.0294527,0.0183019,0.00866766,0.0350932,0.0572648,0.0487849,0.00909891,0.0152844,0.0457731,0.0525301,0,0,0,0,0,0,0,0
72,0.034759,0.0524826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325813,0,0.0213709,0.0717309,0,0,0.0137177,0,0,0.0416552,0.0496296,0.0242437,0.0297436,0.0508563,0.0458626,0,0.0727341,0.0533006,0,0.0503899,0.0545326,0.0291338,0.027649,0.00810236,0.0133209,0.022499,0.0174902,0,0.0254773,0.039321,0.0393973,0,0,0.00943216,0,0,0.0336975,0,0.0298008,0.0153689,0.0329125,0.0563273,0.0301219,0.033414,0.0596543,0.0538764,0.0329821,0.0295713,0.0186367,0.00894279,0.0353247,0.0557226,0.0489395,0.0089877,0.0153961,0.0458995,0.0524489,0,0,0,0,0,0,0,0
73,0.034197,0.0525187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259564,0,0.0216417,0.0678857,0,0,0.0134871,0,0,0.0418125,0.0480212,0.0216798,0.0293878,0.0500535,0.0458496,0.0461822,0.0667329,0.0506101,0,0.0553104,0.0592325,0,0.0318045,0.0129679,0.0134965,0.022459,0.017133,0,0.0255155,0.0385411,0.0395464,0,0,0.00909692,0,0,0.0339324,0,0.0289702,0.016076,0.0336072,0.0583655,0.0322468,0.0328524,0.0591366,0.0532182,0.0327974,0.0301244,0.0190317,0.00938139,0.0359285,0.0539666,0.0477256,0.0083031,0.0166265,0.0456791,0.0530097,0,0,0,0,0,0,0,0
74,0.0339579,0.0525011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022892,0,0.0242196,0.0656399,0,0,0.0137584,0,0,0.041641,0,0.0260859,0.0317549,0.0509903,0.0452335,0.0434538,0.0635642,0.051187,0,0.0538235,0.0580687,0.0327014,0.0292405,0.0176759,0.013319,0.022292,0.0169324,0,0.0255454,0.0417991,0.0396628,0,0,0.00933026,0,0,0.0337833,0,0.0279749,0,0.0333627,0.059741,0.0327933,0.0313177,0.0587267,0.0531691,0.0326366,0.0303902,0.0194731,0.00984788,0.0362944,0.0523776,0.0474081,0.00850265,0.0162488,0.0451135,0.0535895,0,0,0,0,0,0,0,0
75,0.0330499,0.0524247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213854,0,0.0237689,0.0702715,0,0,0.0139201,0,0,0.0410391,0.113608,0.0221425,0.0332612,0.0478638,0.0428375,0.0453075,0.064437,0.048549,0,0.0565207,0.0612454,0.0360521,0.0311318,0.0188902,0.0122579,0.0219295,0.0183616,0,0.0251562,0.0303177,0.0408287,0,0,0.00966554,0,0,0.0342902,0,0.0262467,0,0.0356597,0.0638153,0.0366728,0.0347591,0.0579843,0.0520937,0.0365548,0.0310171,0.0205885,0.00986205,0.0370311,0.043277,0.0454919,0.00763867,0.018458,0.045519,0.0531284,0,0,0,0,0,0,0,0
