Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,FTL,LTHIP,x77,LILC,x78
582,0,0.0552554,0,0,0,0,0,0,0,0,0,0,0,0,0.026988,0,0.0269642,0.050524,0,0,0.00652282,0,0,0.0435425,0,0.0293659,0.0284918,0.058754,0.0405803,0.0453354,0.0724417,0.0623447,0.0689468,0.0716864,0,0.0250356,0.0218661,0.0418456,0.0114568,0.0201638,0.0103925,0,0.029142,0.0509633,0.0417529,0,0,0.0138257,0,0,0.0345154,0.0715788,0.0214737,0.0168287,0.0266812,0.0479095,0.0390065,0.0330833,0.0624725,0.063771,0.0387996,0.0255111,0.029687,0.0151508,0.031895,0.0383603,0.0447766,0.0117532,0.0161227,0.0488674,0.0519677,0,0,0,0,0,0.0211647,0,0,0
583,0,0.0552292,0,0,0,0,0,0,0,0,0,0,0,0,0.0270027,0,0.0269713,0.0505304,0,0,0.00651562,0,0,0.0434123,0,0.0293661,0.0284624,0.0586555,0.0406055,0.0453217,0.0724335,0.0623532,0.0689507,0.0716953,0,0.0250099,0.0219081,0.0418569,0.011345,0.0200831,0.0104387,0,0.0291116,0.0509938,0.0417156,0,0,0.0136403,0,0,0.0346383,0.0715943,0.0214676,0.0169172,0.0267203,0.0478091,0.039108,0.0331617,0.0624737,0.0637612,0.0386752,0.0255371,0.02968,0.0151468,0.0318697,0.0382963,0.0447967,0.0119785,0.0161017,0.0488512,0.052009,0,0,0,0,0,0.0211385,0,0,0
584,0,0.055215,0,0,0,0,0,0,0,0,0,0,0,0,0.0269971,0,0.0269716,0.050524,0,0,0.00649638,0,0,0.0433137,0,0.0293473,0.0284552,0.0586123,0.0406428,0.0453194,0.0724374,0.0623385,0.0689524,0.071681,0,0.0249927,0.0219102,0.0418625,0.0112655,0.0200893,0.0104587,0,0.0291166,0.051018,0.0417112,0,0,0.0135737,0,0,0.0346503,0.0716109,0.0214313,0.0169161,0.0266722,0.0477292,0.0391468,0.0332062,0.0624678,0.0637405,0.0385808,0.025568,0.0296441,0.0151316,0.0318295,0.0382191,0.0448314,0.0120149,0.0161007,0.0488288,0.0520528,0,0,0,0,0,0.0211219,0,0,0
585,0,0.0552106,0,0,0,0,0,0,0,0,0,0,0,0,0.0270249,0,0.026947,0.0505383,0,0,0.00645426,0,0,0.0432776,0,0.0292946,0.028446,0.0585561,0.0406716,0.0453285,0.0724579,0.0623528,0.0689445,0.0716538,0,0.0249897,0.0219348,0.041855,0.0111609,0.020132,0.0104806,0,0.0291161,0.0510475,0.0417087,0,0,0.0135489,0,0,0.0346215,0.0716295,0.0214,0.0167017,0.0266333,0.0478031,0.0391688,0.033263,0.0624865,0.0637063,0.0385024,0.0255822,0.0296258,0.0151288,0.0318819,0.0381856,0.0448436,0.0120541,0.0160908,0.0488158,0.0520755,0,0,0,0,0,0.0210868,0,0,0
586,0,0.0555533,0,0,0,0,0,0,0,0,0,0,0,0,0.0272498,0,0.026747,0.050529,0,0,0.00621956,0,0,0.0435528,0,0.0297143,0.0283945,0.0584822,0.0406411,0.0454297,0.0724184,0.0623245,0.0687445,0.0715455,0,0.0252033,0.0225532,0.041888,0.0108592,0.0198357,0.0107221,0,0.02909,0.0512703,0.0414586,0,0,0.0133284,0,0,0.0347983,0.0715034,0.0217061,0.0169788,0.0265192,0.0479916,0.0388706,0.0334543,0.062656,0.0637439,0.0382318,0.0254404,0.0299783,0.0154408,0.0316434,0.0378674,0.0447266,0.0119966,0.0158763,0.049093,0.0518552,0,0,0,0,0,0.0210546,0,0,0
587,0,0.0550919,0,0,0,0,0,0,0,0,0,0,0,0,0.0269947,0,0.0269355,0.0505316,0,0,0.00635452,0,0,0.0432138,0,0.0292101,0.0284453,0.0584392,0.0407926,0.0453267,0.0723843,0.062352,0.0689267,0.0716713,0,0.02494,0.0219099,0.041904,0.0109891,0.0202593,0.010439,0,0.0291595,0.0511217,0.0417055,0,0,0.0134688,0,0,0.0346013,0.0716059,0.0214018,0.0168472,0.0267356,0.0481611,0.0391918,0.0335313,0.06247,0.0637008,0.0383351,0.0255478,0.029622,0.0150976,0.0319243,0.0381945,0.0448849,0.0119349,0.016096,0.0487334,0.0520267,0,0,0,0,0,0.021077,0,0,0
588,0,0.0550306,0,0,0,0,0,0,0,0,0,0,0,0,0.0269896,0,0.0269346,0.0504988,0,0,0.00632133,0,0,0.0431935,0,0.0291346,0.0284348,0.0583728,0.0408255,0.0453311,0.0724133,0.0623749,0.068859,0.0716724,0,0.0249532,0.0218744,0.0419268,0.0109486,0.0202921,0.0104345,0,0.0291784,0.0512005,0.0417177,0,0,0.0134051,0,0,0.0345252,0.0715827,0.0214421,0.0167261,0.0267734,0.0481014,0.0392008,0.0335334,0.0624752,0.0636876,0.0383883,0.0255486,0.0296005,0.0151089,0.0319691,0.0382251,0.0449033,0.0117631,0.0161109,0.0486997,0.0520434,0,0,0,0,0,0.0210937,0,0,0
589,0,0.054997,0,0,0,0,0,0,0,0,0,0,0,0,0.0270068,0,0.0269219,0.0505028,0,0,0.00629706,0,0,0.0431844,0,0.0290996,0.0284529,0.0583329,0.0407953,0.0453149,0.072423,0.0623907,0.068838,0.0716696,0,0.0249668,0.0218593,0.0419279,0.0109001,0.0203012,0.0105125,0,0.0291439,0.0511978,0.0417008,0,0,0.0133563,0,0,0.0343987,0.0715786,0.0215013,0.0168821,0.0267873,0.0481168,0.0392113,0.0332794,0.0624668,0.0636948,0.0383779,0.0255383,0.0295488,0.0150838,0.0319602,0.0382085,0.0449614,0.0115916,0.0160952,0.0486673,0.0521162,0,0,0,0,0,0.0211117,0,0,0
590,0,0.0549764,0,0,0,0,0,0,0,0,0,0,0,0,0.0270251,0,0.0269299,0.0505167,0,0,0.0062863,0,0,0.0431775,0,0.0291189,0.0284554,0.058322,0.0407713,0.0452933,0.0724038,0.0623716,0.0688348,0.0716913,0,0.0249538,0.0218365,0.0418966,0.0108624,0.0202822,0.010568,0,0.0291,0.0511184,0.04168,0,0,0.0133987,0,0,0.0344509,0.0716116,0.0214582,0.0172054,0.026762,0.0482073,0.0392263,0.0332743,0.0624595,0.0636937,0.0382697,0.0255514,0.0294985,0.0150634,0.0319703,0.0381243,0.0450333,0.011567,0.0160678,0.0486274,0.0521619,0,0,0,0,0,0.0210862,0,0,0
591,0,0.0549573,0,0,0,0,0,0,0,0,0,0,0,0,0.0270393,0,0.026931,0.0504884,0,0,0.00625418,0,0,0.0432018,0,0.0291017,0.0284488,0.0583033,0.0407956,0.0452763,0.0723991,0.0623726,0.068846,0.0717138,0,0.0249208,0.0218628,0.0418837,0.0108299,0.0202903,0.0105682,0,0.0291166,0.0511292,0.0416507,0,0,0.0133858,0,0,0.0345452,0.071624,0.0214349,0.0173495,0.0267734,0.0482591,0.0392457,0.0334776,0.0624528,0.0636927,0.0382617,0.0255587,0.0294929,0.0150488,0.0319893,0.0380746,0.045084,0.0115862,0.0160777,0.0486036,0.0521527,0,0,0,0,0,0.0210781,0,0,0
592,0,0.0549244,0,0,0,0,0,0,0,0,0,0,0,0,0.0270577,0,0.0269194,0.0504439,0,0,0.00625357,0,0,0.0432261,0,0.0290752,0.0284745,0.0582138,0.0407808,0.0452734,0.0723952,0.0623732,0.0688501,0.0717259,0,0.024871,0.0218639,0.041862,0.0108249,0.020263,0.0105385,0,0.0291475,0.0512085,0.0416457,0,0,0.0133008,0,0,0.0345256,0.0716155,0.0214534,0.0173735,0.0267709,0.0482962,0.0392608,0.0334924,0.0624608,0.0636923,0.0383804,0.0255761,0.0294914,0.0150502,0.0319787,0.0381319,0.0451049,0.0115236,0.0160977,0.0485936,0.0520706,0,0,0,0,0,0.0210878,0,0,0
593,0,0.0548783,0,0,0,0,0,0,0,0,0,0,0,0,0.0270724,0,0.0269153,0.0504062,0,0,0.00631667,0,0,0.0431643,0,0.0290457,0.0284881,0.0581427,0.0407475,0.0452534,0.0723889,0.0623712,0.0688679,0.0717258,0,0.0248504,0.0218534,0.0417768,0.0108348,0.0201398,0.0105731,0,0.0291608,0.0512523,0.0416467,0,0,0.0132741,0,0,0.0344161,0.0716091,0.0215076,0.0174214,0.0268198,0.0482938,0.03928,0.0335899,0.0624786,0.0636907,0.0384348,0.0255989,0.0294849,0.0150647,0.0319736,0.0382516,0.0451107,0.0114149,0.0160908,0.04858,0.0520282,0,0,0,0,0,0.0210891,0,0,0
594,0,0.0548601,0,0,0,0,0,0,0,0,0,0,0,0,0.0271051,0,0.0269167,0.0503797,0,0,0.00638161,0,0,0.0430473,0,0.029011,0.0284761,0.0581476,0.0406922,0.0452306,0.0723873,0.0624099,0.06886,0.071741,0,0.0248716,0.0218594,0.0416556,0.0108211,0.0199886,0.0106094,0,0.0291556,0.0512625,0.0416515,0,0,0.0131889,0,0,0.034374,0.0716099,0.0215085,0.0172637,0.0268888,0.0480355,0.0393208,0.0336384,0.0624968,0.0636707,0.0384017,0.0256048,0.0294861,0.0150609,0.0319822,0.0382372,0.0451185,0.011332,0.0161147,0.0485513,0.0520705,0,0,0,0,0,0.0211143,0,0,0
595,0,0.0548555,0,0,0,0,0,0,0,0,0,0,0,0,0.0271528,0,0.026906,0.0503468,0,0,0.00638685,0,0,0.0429839,0,0.0289593,0.0284848,0.0582235,0.0406213,0.0451976,0.0723798,0.0624815,0.0688632,0.0717683,0,0.0248814,0.0218622,0.0415263,0.0107009,0.0199854,0.0106689,0,0.0291359,0.0512337,0.0416549,0,0,0.0130919,0,0,0.0344325,0.0716036,0.0213992,0.0171219,0.0269072,0.0475548,0.0393495,0.0336839,0.0625238,0.0636473,0.0382814,0.0255933,0.0295146,0.015047,0.0320305,0.0380651,0.0451474,0.0113524,0.01614,0.0484876,0.0521483,0,0,0,0,0,0.0211367,0,0,0
596,0,0.0548392,0,0,0,0,0,0,0,0,0,0,0,0,0.0272062,0,0.0268822,0.0502708,0,0,0.00638473,0,0,0.0429422,0,0.0289567,0.0285031,0.0582444,0.0405933,0.0451527,0.0723995,0.0625332,0.0688802,0.0717515,0,0.0248376,0.0218714,0.0414789,0.010621,0.0199744,0.0107377,0,0.029101,0.0512687,0.0416658,0,0,0.0131087,0,0,0.0345241,0.0715979,0.0213178,0.0169742,0.0269319,0.0471237,0.0393849,0.0337489,0.0625924,0.0636152,0.0381706,0.0256011,0.0295314,0.0150548,0.032027,0.0379853,0.0452124,0.0113409,0.0161596,0.0484451,0.0521667,0,0,0,0,0,0.0211452,0,0,0
597,0,0.0548063,0,0,0,0,0,0,0,0,0,0,0,0,0.0272604,0,0.0268708,0.0502211,0,0,0.00641222,0,0,0.0429171,0,0.0289634,0.0285089,0.0582657,0.0406258,0.0451225,0.072409,0.0625437,0.0689166,0.0717611,0,0.0248309,0.0218698,0.0414793,0.0106029,0.0198877,0.0107484,0,0.0290958,0.0512709,0.0416921,0,0,0.0130728,0,0,0.0345791,0.0715554,0.0213536,0.0170355,0.0268976,0.0467877,0.0394076,0.0337737,0.062636,0.063618,0.0381398,0.0256151,0.0295245,0.0150612,0.031964,0.0379318,0.0452635,0.0113076,0.0161451,0.0483959,0.0521446,0,0,0,0,0,0.021165,0,0,0
598,0,0.0547681,0,0,0,0,0,0,0,0,0,0,0,0,0.0273059,0,0.0268741,0.0502553,0,0,0.00644051,0,0,0.0429037,0,0.0290059,0.0285038,0.0582784,0.0407141,0.0451037,0.0724061,0.0625745,0.0689863,0.0717644,0,0.0248302,0.0218446,0.0414605,0.0105757,0.0198549,0.0106973,0,0.0291501,0.0512748,0.0417587,0,0,0.0130096,0,0,0.0346416,0.0714777,0.021463,0.016971,0.0268631,0.046932,0.0394218,0.033793,0.0626061,0.063623,0.0382159,0.0256026,0.02949,0.0150626,0.0318669,0.037999,0.0452944,0.0112822,0.0161624,0.0483709,0.0521521,0,0,0,0,0,0.0211879,0,0,0
599,0,0.0547906,0,0,0,0,0,0,0,0,0,0,0,0,0.0273522,0,0.0268866,0.0502737,0,0,0.00645202,0,0,0.0428694,0,0.0290459,0.0285008,0.0582735,0.0406617,0.0450758,0.0724073,0.0626079,0.069027,0.0717733,0,0.0248183,0.0218216,0.0414319,0.0105079,0.0198618,0.0106778,0,0.0291845,0.0513176,0.041856,0,0,0.0130453,0,0,0.0346693,0.0714317,0.0215193,0.0167407,0.0268636,0.047,0.0394084,0.0338216,0.0626106,0.0636181,0.0383351,0.0255866,0.0294964,0.015068,0.0319271,0.0380477,0.0453063,0.0113009,0.0161557,0.0484022,0.0521617,0,0,0,0,0,0.0212297,0,0,0
600,0,0.0548211,0,0,0,0,0,0,0,0,0,0,0,0,0.0273939,0,0.0268914,0.0503035,0,0,0.00651493,0,0,0.042823,0,0.0290136,0.0285238,0.0583168,0.0405873,0.0450433,0.0724003,0.0626267,0.0690336,0.0717947,0,0.0248161,0.0218221,0.0414246,0.0104863,0.0197671,0.0106714,0,0.0291809,0.0512782,0.0418781,0,0,0.0129882,0,0,0.0346904,0.0714139,0.0215198,0.0169205,0.0268345,0.0469402,0.0394178,0.0338585,0.0626385,0.0636413,0.0384107,0.0255667,0.0294933,0.015069,0.0319688,0.0380432,0.0453416,0.0112943,0.0161212,0.0484004,0.052172,0,0,0,0,0,0.0212687,0,0,0
601,0,0.0548423,0,0,0,0,0,0,0,0,0,0,0,0,0.0274347,0,0.0268798,0.0503402,0,0,0.00661047,0,0,0.0427661,0,0.0289717,0.0285509,0.0583495,0.0405393,0.0450322,0.0723932,0.0626407,0.069062,0.0718119,0,0.0247939,0.0218432,0.0414408,0.0105136,0.0195969,0.0106854,0,0.0291786,0.0511892,0.041865,0,0,0.0129643,0,0,0.0347061,0.0714215,0.0215484,0.0171587,0.0267997,0.0468678,0.0394471,0.0337607,0.0626403,0.0636739,0.0384865,0.0255696,0.029491,0.0150728,0.0319199,0.038052,0.0453636,0.0112704,0.0161074,0.0483527,0.0521712,0,0,0,0,0,0.0213028,0,0,0
602,0,0.0548297,0,0,0,0,0,0,0,0,0,0,0,0,0.027488,0,0.0268753,0.0503618,0,0,0.00668946,0,0,0.0426947,0,0.0289867,0.0285519,0.0583911,0.0405445,0.0450819,0.0723956,0.0626665,0.0690853,0.0718245,0,0.024782,0.0218293,0.0413498,0.0105264,0.0194531,0.0106658,0,0.0291731,0.0511407,0.0418567,0,0,0.0129525,0,0,0.0347293,0.0714325,0.0215787,0.0172341,0.0267526,0.0468657,0.0394726,0.0337078,0.0626245,0.0636815,0.0385168,0.0256048,0.0294725,0.0150541,0.0318702,0.0380757,0.0453768,0.0112268,0.0161088,0.0483071,0.0521799,0,0,0,0,0,0.0213447,0,0,0
603,0,0.0548149,0,0,0,0,0,0,0,0,0,0,0,0,0.0275199,0,0.0268511,0.0504047,0,0,0.00670916,0,0,0.0426631,0,0.0290222,0.0285402,0.0584408,0.040595,0.0451893,0.0724316,0.0627257,0.0690925,0.0718311,0,0.0248463,0.02179,0.0412799,0.0104702,0.0194367,0.0106945,0,0.02917,0.0511277,0.04187,0,0,0.0129301,0,0,0.0347353,0.0714006,0.0215912,0.017022,0.0267291,0.0470095,0.0394774,0.0337222,0.0626116,0.0636961,0.0385076,0.0256411,0.0294837,0.0150408,0.031937,0.0380544,0.0453905,0.0111815,0.0161238,0.0482849,0.0522042,0,0,0,0,0,0.0213886,0,0,0
604,0.0308006,0.0559348,0,0,0,0,0,0,0,0,0,0,0,0,0.027565,0,0.0269351,0.0503364,0,0,0.00702657,0,0,0.0430649,0,0.0290467,0.0286331,0.0582429,0.0403987,0.0450294,0.072317,0.0627352,0.0692027,0.0719783,0,0.0247358,0.0218399,0.039158,0.00986113,0.0200444,0.0107041,0,0.0291224,0.0509072,0.0446268,0,0,0.0113288,0,0,0.0342602,0.071358,0.0216577,0.0172115,0.0266623,0.0475712,0.0379316,0.0340044,0.0626472,0.0637788,0.0386083,0.0256277,0.0293556,0.0149651,0.031972,0.0381328,0.0474117,0.0116076,0.0149898,0.0489475,0.0507338,0,0,0,0,0,0.0212981,0,0,0
605,0,0.054814,0,0,0,0,0,0,0,0,0,0,0,0,0.0275736,0,0.0268375,0.0505421,0,0,0.00687189,0,0,0.0426389,0,0.0290311,0.0285357,0.0583973,0.0406673,0.0452276,0.0724693,0.0628559,0.0691119,0.0718499,0,0.0248697,0.0218129,0.0411417,0.01064,0.019187,0.0106521,0,0.0292306,0.0510925,0.041933,0,0,0.0130536,0,0,0.0346478,0.0711998,0.021612,0.0169296,0.0267705,0.0473756,0.0394926,0.0338448,0.0625811,0.0636983,0.0383671,0.0256962,0.0293999,0.0150082,0.0320375,0.0381506,0.0454141,0.010774,0.0161988,0.0482454,0.0522167,0,0,0,0,0,0.0214123,0,0,0
606,0,0.0548065,0,0,0,0,0,0,0,0,0,0,0,0,0.0275964,0,0.0268169,0.0505881,0,0,0.00706259,0,0,0.0426242,0,0.0290281,0.0284997,0.0583647,0.0405314,0.0450601,0.0724987,0.0629045,0.069105,0.0718553,0,0.0248613,0.0218598,0.0410981,0.0107026,0.0190081,0.0106854,0,0.0292273,0.051118,0.0418646,0,0,0.0129466,0,0,0.0347346,0.0711548,0.0216201,0.0169889,0.0267157,0.047461,0.039594,0.0338387,0.0625926,0.0636949,0.038364,0.0257076,0.0293662,0.015004,0.032044,0.0381736,0.0453591,0.0109638,0.0161711,0.0482414,0.0521146,0,0,0,0,0,0.021457,0,0,0
607,0,0.054814,0,0,0,0,0,0,0,0,0,0,0,0,0.0276206,0,0.0267847,0.0506219,0,0,0.00714076,0,0,0.0426241,0,0.0290283,0.0284908,0.0583745,0.0404641,0.0449875,0.0725149,0.0629563,0.0691038,0.0718634,0,0.024852,0.0218692,0.0410755,0.0107217,0.0189312,0.0107078,0,0.0291779,0.0510748,0.0418372,0,0,0.0129178,0,0,0.0348075,0.071139,0.0215684,0.0170299,0.0266484,0.0473507,0.0396441,0.033815,0.0625787,0.0636924,0.0383682,0.0257075,0.0293527,0.014988,0.0320798,0.0381268,0.0453469,0.0109963,0.0161715,0.0482123,0.05195,0,0,0,0,0,0.0214898,0,0,0
608,0,0.0548063,0,0,0,0,0,0,0,0,0,0,0,0,0.0276455,0,0.026786,0.0506386,0,0,0.00714612,0,0,0.0426839,0,0.0290425,0.0284952,0.0584295,0.0404326,0.044957,0.0725248,0.0630114,0.069134,0.0718709,0,0.024838,0.0218752,0.0410602,0.0106516,0.0190555,0.0106935,0,0.0291624,0.0510136,0.0418385,0,0,0.0128818,0,0,0.0347713,0.0711255,0.021549,0.0170312,0.0266344,0.047173,0.0396517,0.0337166,0.06254,0.0637147,0.0384314,0.0257122,0.0293329,0.0149488,0.0321207,0.0381424,0.0453556,0.0109708,0.0161904,0.0481611,0.0520903,0,0,0,0,0,0.0215059,0,0,0
609,0,0.0547941,0,0,0,0,0,0,0,0,0,0,0,0,0.0276822,0,0.0267856,0.05066,0,0,0.00720262,0,0,0.0426655,0,0.0290552,0.0285055,0.0584082,0.0403961,0.0449511,0.0725365,0.0630277,0.0691442,0.0718609,0,0.0248272,0.0219006,0.0410218,0.0106755,0.0190052,0.0106622,0,0.0291858,0.0510114,0.0418259,0,0,0.0128627,0,0,0.0347967,0.0711054,0.0216039,0.0169795,0.0266462,0.0471371,0.0396791,0.0337652,0.0625303,0.0637185,0.0385199,0.0257316,0.0293237,0.0149435,0.032119,0.0382134,0.0453357,0.0109705,0.0162004,0.0481607,0.0521595,0,0,0,0,0,0.0215074,0,0,0
610,0,0.0547564,0,0,0,0,0,0,0,0,0,0,0,0,0.0277132,0,0.0267877,0.0506353,0,0,0.00730282,0,0,0.0426296,0,0.0290734,0.0285242,0.058348,0.0403806,0.0449522,0.0725429,0.0630436,0.0691482,0.0718551,0,0.0248103,0.0218895,0.0409922,0.0107295,0.0188776,0.0106106,0,0.0292054,0.0510809,0.041815,0,0,0.0128813,0,0,0.0348261,0.0710778,0.0216572,0.0169127,0.0266601,0.0472502,0.0397269,0.0341783,0.0625426,0.063715,0.0385053,0.0257137,0.0293038,0.0149388,0.0320827,0.0382753,0.0453042,0.0109792,0.0162176,0.0481551,0.052073,0,0,0,0,0,0.0215401,0,0,0
611,0,0.0547294,0,0,0,0,0,0,0,0,0,0,0,0,0.0277342,0,0.0267854,0.0506108,0,0,0.00742892,0,0,0.0425826,0,0.0291056,0.0285417,0.0583364,0.0403405,0.0449439,0.0725569,0.0630645,0.0691536,0.071855,0,0.0248165,0.0218781,0.0409664,0.0107995,0.0187055,0.010563,0,0.0292405,0.0511299,0.0418193,0,0,0.0128766,0,0,0.0348848,0.0710529,0.0217007,0.0169402,0.0266408,0.0472432,0.0397707,0.0340024,0.0625806,0.0637387,0.0384638,0.0256775,0.0292962,0.0149489,0.0320497,0.0383126,0.0452883,0.010962,0.0162271,0.048143,0.0519197,0,0,0,0,0,0.0215607,0,0,0
612,0,0.0547323,0,0,0,0,0,0,0,0,0,0,0,0,0.0277293,0,0.0267792,0.0506236,0,0,0.00753085,0,0,0.0425828,0,0.0291025,0.0285486,0.0583397,0.0402923,0.0449292,0.0725544,0.0631002,0.0691585,0.0718735,0,0.0248078,0.021885,0.0409133,0.0107831,0.0186559,0.0105362,0,0.0292557,0.051135,0.0418287,0,0,0.0128754,0,0,0.034959,0.0710435,0.0217417,0.0169534,0.0266164,0.0472186,0.0398046,0.0337091,0.0626054,0.0637707,0.0384384,0.0256897,0.029283,0.0149364,0.0320551,0.0383568,0.045292,0.0110327,0.0162284,0.0481458,0.0520027,0,0,0,0,0,0.0215583,0,0,0
613,0,0.0547486,0,0,0,0,0,0,0,0,0,0,0,0,0.0277476,0,0.026786,0.0506218,0,0,0.00758365,0,0,0.0426173,0,0.0291125,0.0285518,0.0584346,0.0403232,0.0449101,0.072507,0.0631076,0.0691751,0.0718974,0,0.0248241,0.0218414,0.0408741,0.0107626,0.0186164,0.0106109,0,0.029242,0.0510825,0.0417934,0,0,0.0129095,0,0,0.0350304,0.071036,0.0217135,0.0168825,0.0266044,0.0472641,0.0397879,0.0337197,0.0625961,0.0637668,0.0384601,0.0257287,0.0292917,0.01493,0.0321311,0.038267,0.0453058,0.0112376,0.0161656,0.0481287,0.0521126,0,0,0,0,0,0.0216047,0,0,0
614,0,0.0547595,0,0,0,0,0,0,0,0,0,0,0,0,0.0277863,0,0.0267834,0.0507057,0,0,0.00763194,0,0,0.0425492,0,0.0291115,0.028543,0.0585401,0.0403536,0.0449015,0.072527,0.0631586,0.0691932,0.0718938,0,0.0248736,0.021846,0.040827,0.0107908,0.0185249,0.0106831,0,0.029231,0.0509691,0.0417535,0,0,0.0129467,0,0,0.0350615,0.0710612,0.021698,0.0165229,0.0266201,0.0475073,0.0397675,0.0335744,0.06251,0.0637586,0.0386064,0.025781,0.0292438,0.0148876,0.0321995,0.038251,0.0452898,0.0113016,0.0161543,0.0481074,0.0522207,0,0,0,0,0,0.0216359,0,0,0
615,0,0.0547569,0,0,0,0,0,0,0,0,0,0,0,0,0.0277646,0,0.026761,0.050789,0,0,0.00772867,0,0,0.0424952,0,0.029131,0.0285602,0.0585278,0.0403456,0.0448862,0.0725618,0.0632213,0.0691864,0.0718792,0,0.0249017,0.0218844,0.0407762,0.0108439,0.0183622,0.0106301,0,0.0292362,0.0509209,0.0417807,0,0,0.0129479,0,0,0.0350997,0.0710657,0.0218371,0.0165044,0.0266281,0.0474412,0.03978,0.033727,0.0624583,0.063804,0.0387175,0.0257623,0.02912,0.0147657,0.0321675,0.0384266,0.0452814,0.0112541,0.0161864,0.0481149,0.0522434,0,0,0,0,0,0.0216319,0,0,0
616,0,0.0547368,0,0,0,0,0,0,0,0,0,0,0,0,0.0277486,0,0.0267655,0.0507688,0,0,0.00780224,0,0,0.0424624,0,0.0291025,0.0285856,0.0585195,0.0403728,0.0448727,0.0725601,0.063233,0.0691964,0.0718665,0,0.0248887,0.0219284,0.0407563,0.0108655,0.0182453,0.0106387,0,0.0292052,0.0509201,0.0418149,0,0,0.012949,0,0,0.0350501,0.0710457,0.0218921,0.0166896,0.0266133,0.04707,0.0397797,0.0340052,0.0624964,0.063847,0.038722,0.0257323,0.0290542,0.0147032,0.0321509,0.0384632,0.0452734,0.0111253,0.0162163,0.0480735,0.0522235,0,0,0,0,0,0.0216476,0,0,0
617,0,0.0547283,0,0,0,0,0,0,0,0,0,0,0,0,0.0277485,0,0.0268241,0.0506458,0,0,0.00782327,0,0,0.0425079,0,0.029109,0.028604,0.0584806,0.0403001,0.0448807,0.072533,0.0631956,0.0692229,0.0718826,0,0.0248322,0.0219531,0.0407424,0.0108154,0.0183018,0.0107342,0,0.029135,0.0509865,0.041831,0,0,0.0129592,0,0,0.0350272,0.0710425,0.0217197,0.016947,0.0265281,0.0467383,0.0397757,0.034038,0.0626605,0.0638087,0.0385436,0.0257657,0.0291255,0.0147825,0.0322022,0.0382605,0.0452391,0.0110897,0.0162071,0.0480507,0.0520911,0,0,0,0,0,0.0215991,0,0,0
618,0,0.0547485,0,0,0,0,0,0,0,0,0,0,0,0,0.0277658,0,0.0268586,0.0506347,0,0,0.00783521,0,0,0.0425293,0,0.0290797,0.0286126,0.058443,0.0401807,0.0448233,0.0725237,0.0632065,0.0692395,0.071899,0,0.0247687,0.0220193,0.0407118,0.0107721,0.0183564,0.0107404,0,0.0291435,0.051014,0.0417833,0,0,0.012962,0,0,0.0350509,0.0710211,0.02174,0.0168794,0.0265413,0.0467468,0.0397563,0.0340915,0.0626694,0.0638353,0.0384547,0.0257675,0.0290948,0.0147503,0.0322033,0.038246,0.0452221,0.0111217,0.016199,0.0480363,0.0520055,0,0,0,0,0,0.0215467,0,0,0
619,0,0.0547769,0,0,0,0,0,0,0,0,0,0,0,0,0.0278309,0,0.0268236,0.0507828,0,0,0.00785551,0,0,0.0424836,0,0.0290955,0.0285855,0.0584331,0.0401346,0.0447815,0.072549,0.0632654,0.0692324,0.0719026,0,0.0247847,0.022044,0.0406539,0.0107468,0.0183072,0.0106871,0,0.0291407,0.0509664,0.0417434,0,0,0.0129279,0,0,0.0350391,0.0709884,0.0220421,0.0165774,0.0266338,0.0469119,0.0397154,0.0345582,0.0625209,0.0639371,0.0386629,0.0257209,0.0289686,0.0146344,0.0320836,0.0384951,0.0452095,0.0111501,0.0161763,0.0480341,0.0521665,0,0,0,0,0,0.0215858,0,0,0
620,0,0.0547575,0,0,0,0,0,0,0,0,0,0,0,0,0.0278113,0,0.0267833,0.0508663,0,0,0.0078949,0,0,0.0424278,0,0.029201,0.0285568,0.0584264,0.0401363,0.0447512,0.0725723,0.0633332,0.0692604,0.07192,0,0.0248062,0.0220617,0.0406113,0.0107479,0.0182546,0.0106153,0,0.0291417,0.0509397,0.0417394,0,0,0.012889,0,0,0.0349935,0.0710046,0.022106,0.0166196,0.0266384,0.0468132,0.0396982,0.0348184,0.0624645,0.0639813,0.0387349,0.0257396,0.028922,0.0146054,0.0320204,0.0386316,0.0452257,0.0111531,0.0161625,0.0480122,0.0522518,0,0,0,0,0,0.021549,0,0,0
