Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,FTL,LTHIP,x77,LILC,x78
All Timesteps RMSE,0.0323318,0.0554261,0,0,0,0,0,0,0,0,0,0,0,0,0.0349121,0,0.0213631,0.0469101,0,0,0.0129106,0,0,0.0408884,0.0585446,0.0292112,0.0265662,0.0627493,0.0431013,0.0568514,0.0789718,0.060073,0.0617756,0.0646403,0.0337715,0.0313121,0.0220366,0.0383983,0.0120028,0.0221379,0.0210535,0,0.0265731,0.0506023,0.0433535,0,0,0.0181648,0,0,0.0321419,0.0731843,0.0249682,0.0165656,0.0267661,0.0545033,0.0448303,0.034494,0.0624538,0.0643851,0.0391648,0.0268311,0.0255243,0.0136063,0.0335206,0.0355664,0.0446378,0.013244,0.0162192,0.047553,0.0539754,0,0,0,0,0,0.0213132,0,0.030295,0
0,0.0300359,0.0562154,0,0,0,0,0,0,0,0,0,0,0,0,0.0274426,0,0.0213656,0.0557573,0,0,0.0100025,0,0,0.0411051,0.0506359,0.0273975,0.0252564,0.0629878,0.0371314,0.0637691,0.0848518,0.0389879,0.0489672,0.0524716,0.0263922,0.0280203,0.0136143,0.0366481,0.01168,0.0200994,0.0219205,0,0.0262806,0.0553911,0.0447877,0,0,0.0145997,0,0,0.0292874,0.074613,0.0120439,0.0218916,0.025093,0.0497225,0.0337954,0.02951,0.05572,0.0641764,0.0417154,0.0268531,0.0319407,0.0169669,0.035547,0.0188788,0.0513606,0.0121219,0.0140287,0.0469177,0.0480027,0,0,0,0,0,0,0,0,0
1,0.0306666,0.056042,0,0,0,0,0,0,0,0,0,0,0,0,0.0274151,0,0.0214696,0.056147,0,0,0.00968491,0,0,0.0411273,0.0504568,0.0276163,0.0252293,0.0620958,0.0378424,0.0637934,0.0849491,0.0427782,0.0488009,0.0523484,0.0264902,0.0277761,0.0136495,0.0372205,0.0117285,0.0201141,0.0222596,0,0.026105,0.0553986,0.0442007,0,0,0.0138589,0,0,0.0299634,0.0750531,0.0121417,0.0223297,0.0250499,0.0492806,0.0328312,0.0296118,0.0557062,0.0642719,0.0420158,0.0269593,0.0318725,0.016943,0.0354957,0.0186658,0.0512725,0.009923,0.0166209,0.0470516,0.048063,0,0,0,0,0,0,0,0,0
2,0.0304982,0.0561646,0,0,0,0,0,0,0,0,0,0,0,0,0.0264481,0,0.0216296,0.0546638,0,0,0.00961676,0,0,0.041073,0.0514242,0.0266435,0.0256698,0.0616991,0.0382086,0.0631291,0.0837556,0.0299002,0.0501177,0.0539022,0.0278826,0.0285827,0.0146247,0.0372464,0.0117024,0.0201979,0.022231,0,0.0262072,0.0549167,0.0441354,0,0,0.0137147,0,0,0.0302821,0.07466,0.0120196,0.022075,0.0251333,0.0494186,0.0332973,0.0294439,0.0557015,0.0641776,0.0418811,0.0270671,0.0316841,0.0169085,0.0356616,0.0187891,0.0510653,0.00985823,0.0168015,0.047128,0.0480416,0,0,0,0,0,0,0,0,0
3,0.0301581,0.056212,0,0,0,0,0,0,0,0,0,0,0,0,0.0249258,0,0.0222013,0.0510277,0,0,0.00959099,0,0,0.0411218,0.0538443,0.0243883,0.0268895,0.0608912,0.0384471,0.0614121,0.0808891,0.0443995,0.0534737,0.0576573,0.0310282,0.0307159,0.0162951,0.0371198,0.0116571,0.0203559,0.0219111,0,0.0263324,0.0538354,0.044105,0,0,0.0132614,0,0,0.0304979,0.0740489,0.0117921,0.0216648,0.0254745,0.0499898,0.0343236,0.0290071,0.0557203,0.0638759,0.0410645,0.027292,0.0314656,0.0168643,0.0357059,0.0191735,0.0503403,0.00942927,0.0175979,0.0471552,0.0482481,0,0,0,0,0,0,0,0,0
4,0.0297175,0.0559132,0,0,0,0,0,0,0,0,0,0,0,0,0.0220072,0,0.022104,0.0462692,0,0,0.00966282,0,0,0.0413936,0.057535,0.0191193,0.0280935,0.05988,0.0380182,0.058445,0.0771668,0.0580374,0,0.0630945,0.0362218,0.0359527,0.01917,0.0368852,0.0117502,0.0204355,0.0212626,0,0.0264527,0.0525124,0.044284,0,0,0.0130142,0,0,0.0309209,0.0733071,0.0116004,0.0217101,0.0257895,0.050767,0.0356677,0.0283745,0.0558035,0.0635064,0.0400561,0.0275556,0.0312913,0.0168104,0.0358042,0.0198813,0.0491998,0.00889529,0.0185201,0.0469428,0.0487464,0,0,0,0,0,0,0,0,0
5,0.029604,0.055431,0,0,0,0,0,0,0,0,0,0,0,0,0.0208392,0,0.022684,0.0469767,0,0,0.00981834,0,0,0.0415179,0.056708,0.0212928,0.0273833,0.0599966,0.036894,0.0577319,0.077163,0.0577871,0,0.063008,0.0360735,0.0357393,0.0215071,0.0364353,0.0118498,0.0203428,0.0223571,0,0.0265358,0.0509783,0.0449255,0,0,0.00893513,0,0,0.0196345,0.0739482,0.0114905,0.021892,0.0259489,0.0514007,0.028379,0.0286897,0.0556309,0.0634045,0.0400091,0.0276965,0.0311193,0.0166998,0.0359454,0.0188959,0.0512246,0,0.0194689,0.0464457,0.0489004,0,0,0,0,0,0.0213344,0,0,0
6,0.0298341,0.0560113,0,0,0,0,0,0,0,0,0,0,0,0,0.0242528,0,0.0224797,0.049968,0,0,0.00942977,0,0,0.0413567,0.0546098,0.0236764,0.0273129,0.0605065,0.0379551,0.0607119,0.0797258,0.0570846,0.0547428,0.0589233,0.0323714,0.0314119,0.0170969,0.0375128,0.0118113,0.0203758,0.0233213,0,0.0262812,0.0526599,0.0442224,0,0,0.0128115,0,0,0.030511,0.0742008,0.0120991,0.0231189,0.0254896,0.0500135,0.0345526,0.0289557,0.0557756,0.0637782,0.0404478,0.027491,0.0307411,0.016524,0.0358005,0.0181773,0.0499228,0.00941672,0.01736,0.0470112,0.0483324,0,0,0,0,0,0,0,0,0
7,0.0297096,0.0560814,0,0,0,0,0,0,0,0,0,0,0,0,0.0244658,0,0.022535,0.049959,0,0,0.00936975,0,0,0.0411968,0.0544826,0.02385,0.027432,0.0604226,0.0382127,0.0604527,0.0797011,0.0566102,0.0553399,0.0588504,0.0322655,0.0313208,0.0168952,0.0376673,0.0116449,0.0205744,0.0239477,0,0.0262949,0.0524707,0.0442003,0,0,0.0126601,0,0,0.0305491,0.0741926,0.0123125,0.0233007,0.0254016,0.0500112,0.0344534,0.0290243,0.0558307,0.0638832,0.0405552,0.0275268,0.0304023,0.0164197,0.0358458,0.0177645,0.0499348,0.0091179,0.017489,0.0470558,0.0482929,0,0,0,0,0,0,0,0,0
8,0.0295083,0.0561086,0,0,0,0,0,0,0,0,0,0,0,0,0.0237573,0,0.0233664,0.0504962,0,0,0.00936951,0,0,0.04112,0.0539488,0.0258454,0.0269237,0.0600792,0.0380248,0.0593515,0.0793792,0.0570062,0.0567662,0.0591705,0.0321352,0.0313687,0.0187998,0.0377881,0.0116801,0.0205352,0.024933,0,0.0264705,0.0514848,0.0442851,0,0,0.0123449,0,0,0.0306932,0.074508,0.0122304,0.0233236,0.0255531,0.0505889,0.0347995,0.0292664,0.0557339,0.0638431,0.0409919,0.0277244,0.0302327,0.0163999,0.0359869,0.0169755,0.0497268,0.00904992,0.0176888,0.0470678,0.0482497,0,0,0,0,0,0.0214077,0,0,0
9,0.029619,0.055783,0,0,0,0,0,0,0,0,0,0,0,0,0.0238392,0,0.0234916,0.0506004,0,0,0.00929614,0,0,0.0413617,0.0538648,0.0260572,0.0270088,0.0604769,0.0376455,0.0596538,0.0794711,0.0571476,0.0566054,0.0591386,0.0321675,0.0313092,0.0187158,0.0373296,0.0118393,0.0204759,0.025321,0,0.026351,0.0515588,0.0445531,0,0,0.00764091,0,0,0.019155,0.0743088,0.0125322,0.022637,0.0255227,0.0507551,0.0280919,0.0293235,0.0559525,0.0639643,0.0410223,0.0277144,0.0300487,0.0162954,0.035933,0.016794,0.0515553,0,0.018439,0.0467238,0.0485029,0,0,0,0,0,0.0219426,0,0,0
10,0.0298764,0.0562669,0,0,0,0,0,0,0,0,0,0,0,0,0.0258143,0,0.0214112,0.0530387,0,0,0.00895424,0,0,0.0414581,0.0526949,0.0271024,0.0236645,0.0610032,0.0391428,0.0606203,0.0819173,0,0.0532409,0.0563814,0.0298124,0.0310717,0.0169172,0.0383939,0.0120224,0.0205842,0.0253706,0,0.0259803,0.0544955,0.0438252,0,0,0.0122362,0,0,0.0309777,0.0737996,0.0135453,0.0227354,0.0249324,0.0491063,0.0334617,0.0294587,0.0564937,0.0644512,0.0410916,0.0273273,0.0299031,0.0161282,0.0356379,0.0170522,0.0505811,0.00961875,0.0167763,0.0474375,0.0479577,0,0,0,0,0,0,0,0,0
11,0.029509,0.0562651,0,0,0,0,0,0,0,0,0,0,0,0,0.0253474,0,0.0225101,0.0501505,0,0,0.0089622,0,0,0.0415586,0.0547183,0.02395,0.0275918,0.0600425,0.0394415,0.0602567,0.0793461,0.056799,0.0549837,0.0589673,0.0325474,0.0316994,0.0159868,0.0380445,0.0121334,0.0206332,0.0252473,0,0.0261681,0.0524152,0.0438503,0,0,0.0119167,0,0,0.0313128,0.0739533,0.0135731,0.0226806,0.025216,0.0499116,0.0346373,0.0293583,0.0565407,0.0642384,0.0405387,0.027479,0.0297766,0.0161553,0.0357749,0.0172973,0.0497987,0.00945809,0.0172934,0.0475514,0.0481012,0,0,0,0,0,0,0,0,0
12,0.0294558,0.0564192,0,0,0,0,0,0,0,0,0,0,0,0,0.0254942,0,0.0225339,0.0503396,0,0,0.00880419,0,0,0.0415669,0.0548413,0.0239963,0.0276715,0.0600602,0.0400236,0.0601011,0.0792373,0.0566023,0.0550303,0.0589413,0.0326418,0.0317685,0.0158415,0.0379609,0.0120422,0.0208319,0.025398,0,0.0260546,0.052103,0.0436664,0,0,0.0118562,0,0,0.0314899,0.0741782,0.0139972,0.0225351,0.025158,0.0500468,0.0346968,0.0294793,0.0568111,0.0644436,0.040403,0.0274763,0.0297191,0.0160586,0.0356759,0.0173122,0.0497624,0.0094664,0.0171117,0.0477452,0.0480096,0,0,0,0,0,0,0,0,0
13,0.0292373,0.0562927,0,0,0,0,0,0,0,0,0,0,0,0,0.024436,0,0.0233145,0.0507036,0,0,0.00887271,0,0,0.0417809,0.0539977,0.0259362,0.0271832,0.0598579,0.0393831,0.0591733,0.0787427,0.056556,0.0552701,0.0592245,0.0327662,0.031795,0.0179816,0.0382287,0.0122888,0.0207065,0.0257865,0,0.0260506,0.0509908,0.0438104,0,0,0.0117184,0,0,0.0317314,0.0745776,0.0142443,0.0214725,0.0251863,0.0509549,0.0350992,0.0298803,0.056997,0.0645918,0.0404564,0.0275641,0.0296524,0.0159531,0.0355531,0.0170864,0.0494539,0.00925273,0.0172867,0.0476786,0.0479879,0,0,0,0,0,0.0206228,0,0,0
14,0.0291935,0.0561792,0,0,0,0,0,0,0,0,0,0,0,0,0.0245511,0,0.0234329,0.0508442,0,0,0.00875764,0,0,0.0419912,0.0536733,0.0261563,0.0273592,0.059956,0.0392864,0.0587673,0.07844,0.056533,0.0552789,0.0593507,0.0328006,0.031714,0.0177194,0.0384444,0.0123567,0.0208338,0.0255294,0,0.0259836,0.0508515,0.0437132,0,0,0.0113878,0,0,0.0315412,0.0746052,0.0147168,0.0207317,0.025125,0.0510854,0.0350214,0.0301298,0.057328,0.0647756,0.0403232,0.0272969,0.0295781,0.0157792,0.0353653,0.0174269,0.049227,0.00873974,0.017641,0.0476394,0.0480733,0,0,0,0,0,0.0204951,0,0,0
15,0.0292752,0.0561977,0,0,0,0,0,0,0,0,0,0,0,0,0.0258222,0,0.0228709,0.0505556,0,0,0.00849648,0,0,0.0420032,0.053934,0.0246637,0.0280319,0.0603122,0.040112,0.0594623,0.0785478,0.0564153,0.0551465,0.0593179,0.0327834,0.0317845,0.0152447,0.0385397,0.0121397,0.021182,0.0246538,0,0.0257416,0.0516633,0.0434213,0,0,0.0112054,0,0,0.0315821,0.0743445,0.0154638,0.0203559,0.0248276,0.0507291,0.0346604,0.0302062,0.0578338,0.0650328,0.0400583,0.0269085,0.0295435,0.0154935,0.0351083,0.0184092,0.0492024,0.00897395,0.0173191,0.0477321,0.0481826,0,0,0,0,0,0,0,0,0
16,0.0292339,0.0562167,0,0,0,0,0,0,0,0,0,0,0,0,0.0258696,0,0.0229315,0.0505969,0,0,0.00841564,0,0,0.0419283,0.053838,0.0248538,0.0280487,0.0603557,0.0405944,0.0597771,0.0783928,0.0563495,0.0551935,0.0593288,0.0328018,0.0318968,0.015134,0.0384905,0.0120011,0.0213901,0.024231,0,0.0255532,0.0513668,0.0432762,0,0,0.0111768,0,0,0.0320532,0.0746557,0.0160278,0.0201291,0.0246186,0.050888,0.0347199,0.0305031,0.058195,0.0652199,0.039935,0.0265872,0.0292307,0.0151982,0.0348804,0.0189383,0.0490777,0.00938891,0.0169217,0.0478423,0.0482808,0,0,0,0,0,0,0,0,0
17,0.0292106,0.0562039,0,0,0,0,0,0,0,0,0,0,0,0,0.0259989,0,0.0229807,0.0509721,0,0,0.00829448,0,0,0.041729,0.0537031,0.0250126,0.0281039,0.0604314,0.0408935,0.0595946,0.0780828,0.0562748,0.0552479,0.0591549,0.0329618,0.0319236,0.0149683,0.0384467,0.0116367,0.021735,0.0238138,0,0.0253711,0.0509714,0.0431237,0,0,0.0111597,0,0,0.0323529,0.0747481,0.0165368,0.0197757,0.0244697,0.0510608,0.0346867,0.0307954,0.0586124,0.0654005,0.0397272,0.0263694,0.0286562,0.0148742,0.0345496,0.0194489,0.0489313,0.00931545,0.0169598,0.0479087,0.0483973,0,0,0,0,0,0,0,0,0
18,0.0297752,0.0557319,0,0,0,0,0,0,0,0,0,0,0,0,0.0245632,0,0.0238816,0.0517062,0,0,0.00404451,0,0,0.0310499,0.0529848,0.0271968,0.0278881,0.0605681,0.0341381,0.0582772,0.0777203,0.0562682,0.0552034,0.0592208,0.0329704,0.0316292,0.0173366,0.0388901,0,0.0249992,0.0240652,0,0.0251748,0.0491754,0.0428818,0,0,0.0109545,0,0,0.0326507,0.0753844,0.016974,0.0192737,0.0245042,0.0519659,0.0345056,0.031428,0.0590574,0.0655304,0.0396556,0.0261836,0.0281984,0.014536,0.0342417,0.0192565,0.0479332,0.00878147,0.0176638,0.047447,0.0487048,0,0,0,0,0,0.0208558,0,0,0
19,0.0298838,0.0557789,0,0,0,0,0,0,0,0,0,0,0,0,0.0262716,0,0.0232361,0.051507,0,0,0.00387405,0,0,0.0312886,0.0533912,0.0255326,0.0285209,0.0607475,0.0348294,0.0585087,0.0778735,0.0561122,0.0552155,0.0592702,0.0330688,0.0317928,0.0145094,0.0389271,0,0.0252825,0.0228196,0,0.0249311,0.0500278,0.0426026,0,0,0.0109263,0,0,0.0326989,0.0750122,0.0175541,0.0187279,0.0240922,0.0516117,0.0341527,0.0315776,0.0596749,0.0658213,0.0392847,0.0258931,0.0276981,0.014125,0.0337458,0.0206977,0.0478988,0.00884007,0.0173371,0.0474953,0.0488954,0,0,0,0,0,0,0,0,0
20,0.0290232,0.0561804,0,0,0,0,0,0,0,0,0,0,0,0,0.0230591,0,0.0233609,0.049786,0,0,0.00876855,0,0,0.0422024,0.0551355,0.0228784,0.0289247,0.0593151,0.0423479,0.0555206,0.0749954,0.0541378,0,0.0633114,0.0368817,0.0358276,0.0180103,0.0379952,0.0124084,0.0215112,0.0222904,0,0.024779,0.0477293,0.0429019,0,0,0.0106022,0,0,0.0328697,0.0753533,0.0174214,0.0181587,0.0244756,0.0523504,0.0358702,0.0317187,0.0599512,0.065587,0.0385378,0.0257933,0.0272091,0.0136941,0.0333683,0.0214388,0.047588,0.00862214,0.0177691,0.0479268,0.0489992,0,0,0,0,0,0.0211473,0,0,0
21,0.0291709,0.0563315,0,0,0,0,0,0,0,0,0,0,0,0,0.0248653,0,0.0243831,0.0533382,0,0,0.00844707,0,0,0.0422839,0.0527679,0.0279724,0.0286508,0.0598202,0.0426576,0.0576124,0.0769147,0.0559519,0.0549556,0.0592008,0.0328411,0.0313187,0.0165417,0.0382774,0.0122895,0.0217336,0.0224993,0,0.024332,0.0482088,0.0427056,0,0,0.0103199,0,0,0.0325968,0.0761348,0.0177539,0.0184714,0.0240727,0.0520365,0.0348317,0.0323914,0.0603991,0.065925,0.0388371,0.0253279,0.0268547,0.0133412,0.0327529,0.0216345,0.0481341,0.00869967,0.0173253,0.0480495,0.048808,0,0,0,0,0,0.0206544,0,0,0
22,0.0291572,0.056371,0,0,0,0,0,0,0,0,0,0,0,0,0.0248788,0,0.0245327,0.0537792,0,0,0.00828053,0,0,0.04235,0.0528066,0.0282293,0.028979,0.0595864,0.0429928,0.057634,0.0766679,0.055801,0.0550194,0.058969,0.0328247,0.0313406,0.016437,0.0382726,0.0122081,0.0219484,0.0219915,0,0.0240253,0.0478039,0.0426211,0,0,0.0101679,0,0,0.0325793,0.0765557,0.0180795,0.0181402,0.0240082,0.0520763,0.0348396,0.032698,0.0608408,0.0659986,0.0384447,0.0250188,0.0264031,0.0130142,0.032346,0.022875,0.048073,0.00860132,0.0172879,0.0480978,0.0489018,0,0,0,0,0,0.0207491,0,0,0
23,0.0292611,0.0564645,0,0,0,0,0,0,0,0,0,0,0,0,0.0264445,0,0.0233891,0.0553118,0,0,0.00798328,0,0,0.0422797,0.0520304,0.0294295,0.0255344,0.0598794,0.0434809,0.0569313,0.0780793,0,0.0548218,0.0582142,0.0320027,0.0323179,0.0159606,0.0384527,0.0121757,0.0221718,0.0213034,0,0.023725,0.0484548,0.0424102,0,0,0.0101928,0,0,0.0327018,0.0769881,0.01873,0.0180252,0.0237806,0.0515647,0.0342498,0.0330182,0.0614385,0.0662065,0.0381146,0.0246971,0.0259609,0.0127195,0.0318987,0.0246969,0.0483344,0.00880802,0.0166801,0.0481982,0.0488855,0,0,0,0,0,0.0288654,0,0,0
24,0.0291078,0.0563461,0,0,0,0,0,0,0,0,0,0,0,0,0.0283189,0,0.0234363,0.0523019,0,0,0.00794943,0,0,0.04244,0.054378,0.0267555,0.026793,0.0590296,0.0437967,0.0546135,0.0757548,0,0.0585748,0.0620587,0.0352037,0.0353251,0.014132,0.03815,0.0121463,0.0224581,0.020031,0,0.0236394,0.0471981,0.0424263,0,0,0.0101515,0,0,0.0329396,0.0768053,0.0194222,0.0172163,0.0241979,0.0519768,0.035181,0.0328729,0.0619385,0.0659576,0.0369272,0.0246295,0.0252965,0.0123439,0.0315859,0.0277063,0.0474939,0.0085013,0.0170827,0.0481097,0.049375,0,0,0,0,0,0.0672159,0,0,0
25,0.0294099,0.0566794,0,0,0,0,0,0,0,0,0,0,0,0,0.0280505,0,0.0227613,0.0572402,0,0,0.00768675,0,0,0.0424381,0.0516963,0.0294699,0.0256692,0.0600751,0.0446644,0.0576285,0.0785048,0,0.0534921,0.0566502,0.0308524,0.0316699,0.013475,0.0384676,0.0123135,0.0224077,0.0197489,0,0.0232468,0.0495594,0.0419864,0,0,0.0100972,0,0,0.0327716,0.077203,0.0206271,0.0175252,0.0235832,0.0512316,0.0336806,0.0333907,0.0626271,0.0664267,0.0372496,0.0242357,0.0249866,0.0121107,0.0310768,0.0298043,0.0484157,0.00894992,0.0162144,0.0483171,0.0491144,0,0,0,0,0,0,0,0,0
26,0.0293297,0.0567019,0,0,0,0,0,0,0,0,0,0,0,0,0.025872,0,0.021328,0.054202,0,0,0.00771845,0,0,0.0425181,0.0540855,0.0246355,0.026366,0.05929,0.045488,0.0547971,0.0759559,0,0,0.0611399,0.0351439,0.0364603,0.0148656,0.0380893,0.0122594,0.0226745,0.0186437,0,0.0230735,0.048718,0.0418855,0,0,0.0100274,0,0,0.032806,0.0768113,0.0217781,0.0159191,0.0238328,0.0516633,0.0345648,0.0334018,0.0632446,0.0662256,0.0362296,0.0242044,0.0242323,0.0117168,0.0307359,0.0337304,0.0476391,0.0086943,0.016737,0.0483636,0.04956,0,0,0,0,0,0,0,0,0
27,0.0294181,0.0567436,0,0,0,0,0,0,0,0,0,0,0,0,0.0282199,0,0.0228798,0.058031,0,0,0.00759277,0,0,0.042389,0.051703,0.0300171,0.0259286,0.0597395,0.0452752,0.0571684,0.0783429,0,0.0531074,0.0566556,0.0304788,0.0316025,0.0131783,0.0383595,0.0121969,0.0226411,0.0185391,0,0.0226272,0.0488728,0.0418098,0,0,0.0100062,0,0,0.0326528,0.0776397,0.0230552,0.0161773,0.0233556,0.0514481,0.0338105,0.0341397,0.0639896,0.0664564,0.0364606,0.0238994,0.0239041,0.0115155,0.0302636,0.0363508,0.0479071,0.00906621,0.0161396,0.0485165,0.049406,0,0,0,0,0,0,0,0,0
28,0.0297632,0.055879,0,0,0,0,0,0,0,0,0,0,0,0,0.025332,0,0.0234442,0.0539909,0,0,0.00157902,0,0,0.0322469,0.0546077,0.0245283,0.0310505,0.059024,0.0359366,0.0560103,0.0740199,0.054188,0.058211,0.0608778,0,0.0342706,0.0141987,0.0396465,0,0.0266591,0.0179809,0,0.0226238,0.0460241,0.0419278,0,0,0.0104809,0,0,0.0328707,0.0774566,0.0245892,0.0146598,0.0237647,0.0528453,0.0348312,0.0344585,0.0646036,0.0660749,0.0353977,0.0238241,0.0230868,0.0110977,0.0298879,0.0408625,0.0459397,0.008444,0.0169249,0.0477316,0.050276,0,0,0,0,0,0,0,0,0
29,0.0299753,0.0561376,0,0,0,0,0,0,0,0,0,0,0,0,0.0262694,0,0.0220347,0.0574646,0,0,0.00144777,0,0,0.0323165,0.0527996,0.0272807,0.0270906,0.0598614,0.0362991,0.0557957,0.07633,0,0.0575833,0.0579655,0,0.03358,0.0143935,0.0399731,0,0.0267243,0.0177706,0,0.0228773,0.0474787,0.041589,0,0,0.010585,0,0,0.0328397,0.0775915,0.0261355,0.0148987,0.0233866,0.0524468,0.03383,0.0348587,0.065209,0.0663089,0.0355249,0.0234984,0.022775,0.0108477,0.0294581,0.0452282,0.0466205,0.00868208,0.0161423,0.0478486,0.0502338,0,0,0,0,0,0,0,0,0
30,0.0301459,0.056347,0,0,0,0,0,0,0,0,0,0,0,0,0.0287733,0,0.022994,0.0596945,0,0,0.00154737,0,0,0.032548,0.0514857,0.0306826,0.0260972,0.0600312,0.0361088,0.0566842,0.0777157,0,0.0548853,0.0556244,0.0302727,0.0309387,0.012632,0.0403666,0,0.0269014,0.0176096,0,0.0235183,0.0477053,0.0413859,0,0,0.0105751,0,0,0.0329072,0.0778351,0.0277057,0.0148901,0.0232734,0.0525095,0.0334071,0.0353245,0.0657913,0.0664161,0.0355293,0.0232479,0.0224948,0.0105188,0.0291663,0.0492735,0.0468763,0.00873133,0.0159243,0.0479285,0.0502168,0,0,0,0,0,0,0,0,0
31,0.0298667,0.0561858,0,0,0,0,0,0,0,0,0,0,0,0,0.0255887,0,0.0251476,0.0576639,0,0,0.00203842,0,0,0.0326372,0.0527775,0.030307,0.0303169,0.0586685,0.035014,0.0556651,0.0744987,0.0553839,0.0552643,0.0583922,0.0329516,0.0308101,0.0151802,0.040246,0,0.0268438,0.0173713,0,0.0243086,0.0442754,0.0418017,0,0,0.0104387,0,0,0.0330864,0.0785494,0.0292007,0.0142886,0.0238949,0.0539491,0.0346983,0.0359526,0.0663225,0.0660252,0.0349968,0.0233176,0.0221576,0.0101034,0.0292101,0.0521885,0.0460204,0.00823614,0.0168363,0.047644,0.050519,0,0,0,0,0,0.0208042,0,0,0
32,0.0299206,0.0562171,0,0,0,0,0,0,0,0,0,0,0,0,0.0244849,0,0.0238094,0.0557584,0,0,0.00240457,0,0,0.0326845,0.0546152,0.0251586,0.0306139,0.0577536,0.0351898,0.0535196,0.0724517,0.0537287,0,0.0623447,0.0369087,0.0352044,0.0153393,0.0402006,0,0.0270252,0.0173178,0,0.02504,0.0435693,0.0417344,0,0,0.0105409,0,0,0.0327576,0.078099,0.0307458,0.0132573,0.0244864,0.0542168,0.0354724,0.0361984,0.0667524,0.0657787,0.0343116,0.0235633,0.0214524,0.0096748,0.0294431,0.0556423,0.0453541,0.00818611,0.0171025,0.0476418,0.0508647,0,0,0,0,0,0.0215129,0,0,0
33,0.0300441,0.0564079,0,0,0,0,0,0,0,0,0,0,0,0,0.0256105,0,0.0251556,0.0588691,0,0,0.0042469,0,0,0.0326537,0.0527991,0.0307353,0.030797,0.0578899,0.0338358,0.0553077,0.0741642,0.0555109,0.0542588,0.0583586,0.032793,0.0304708,0.0149214,0.0411237,0,0.0269286,0.01727,0,0.025313,0.044205,0.0416159,0,0,0.0106897,0,0,0.0325013,0.0786974,0.0314889,0.0137047,0.0246349,0.0542816,0.034741,0.0365522,0.0670607,0.0659054,0.0347006,0.0235376,0.021169,0.00940143,0.0295377,0.057073,0.0458301,0.00879801,0.0162081,0.0476687,0.0506701,0,0,0,0,0,0.0203136,0,0,0
34,0.0294911,0.054705,0,0,0,0,0,0,0,0,0,0,0,0,0.0258029,0,0.0251676,0.0592239,0,0,0.0177031,0,0,0.026864,0.0530328,0.0308918,0.0310026,0.0573461,0.0253961,0.0552637,0.074013,0.0554972,0.0543876,0.0583635,0.0328007,0.0303788,0.01477,0.0432267,0,0.0222701,0.0176669,0,0.0254012,0.0443816,0.0429684,0,0,0.010908,0,0,0.0324896,0.0789612,0.0319561,0.0133619,0.0255492,0.0536827,0.0345413,0.0364229,0.0669614,0.0654198,0.0341487,0.0238164,0.020781,0.00925179,0.0295353,0.0591747,0.0455976,0.0088574,0.0160953,0.0466201,0.0512352,0,0,0,0,0,0.0202902,0,0,0
35,0.0293032,0.0544204,0,0,0,0,0,0,0,0,0,0,0,0,0.0260065,0,0.0250769,0.0597847,0,0,0.0167495,0,0,0.025506,0.0531175,0.0309667,0.0310948,0.0568183,0.0258272,0.0550545,0.0741236,0.055485,0.0543654,0.0582313,0.0328297,0.0303942,0.0145734,0.0428295,0,0.0258811,0.0181443,0,0.0254044,0.0444073,0.0433212,0,0,0.0109919,0,0,0.0324339,0.0791546,0.0325765,0.0129665,0.0259195,0.0535644,0.0345207,0.0366321,0.0671963,0.0653021,0.0340131,0.0239087,0.0204573,0.00930294,0.029681,0.0609256,0.0456082,0.00875451,0.016109,0.046502,0.0512449,0,0,0,0,0,0.0201492,0,0,0
36,0.0291693,0.0542266,0,0,0,0,0,0,0,0,0,0,0,0,0.026065,0,0.0249873,0.0601314,0,0,0.0158774,0,0,0.0251324,0.0532233,0.0310349,0.0311978,0.0567152,0.0261577,0.0546875,0.0740183,0.0554807,0.0543248,0.0579468,0.0328528,0.0304052,0.0144659,0.0425912,0,0.0278716,0.0185213,0,0.0254971,0.0443257,0.0435416,0,0,0.0109275,0,0,0.032294,0.0794667,0.0330809,0.0124984,0.0262855,0.0536749,0.0343952,0.0366848,0.0672357,0.0651332,0.0338481,0.0240089,0.0201972,0.00927257,0.0297998,0.0620219,0.0456455,0.00868529,0.0160509,0.0463509,0.0512946,0,0,0,0,0,0.0199891,0,0,0
