Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LTHII,,LILC
35,0.0289941,0.0627779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370172,0,0.0120961,0.0814693,0,0,0.011566,0,0,0.0412457,0.0697586,0.0377808,0.0126569,0.0991237,0.02401,0.0432464,0.0838824,0,0.0471082,0.0488955,0.0236671,0.0320961,0.00465259,0.0384626,0.0104666,0.0146509,0.0493604,0,0.0179531,0.0499794,0.0478567,0,0,0.0113243,0,0,0.0322374,0.10719,0.0243672,0.0370855,0.0297038,0.0988681,0.0430363,0.0449078,0.0510168,0.0734589,0.0672309,0.0290056,0.0292782,0.0175126,0.040729,0.0169283,0.0465843,0.00853253,0.0156986,0.0412504,0.0621093,0,0,0,0,0,0,0
36,0.0292415,0.0618839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363689,0,0.0114801,0.0786965,0,0,0.0122237,0,0,0.0400688,0.0665206,0.0349367,0.0146656,0.0966948,0.0246604,0.0435877,0.0826544,0.0283556,0.0488455,0.0499646,0.0245714,0.0315671,0.00336008,0.0390289,0.0113326,0.0159432,0.0476071,0,0.0194785,0.0484585,0.047618,0,0,0.0117373,0,0,0.0315319,0.106485,0.0226981,0.0361673,0.028935,0.0968789,0.04331,0.0442069,0.0507057,0.0727973,0.06622,0.028532,0.0294858,0.0170299,0.0396434,0.0151006,0.0466928,0.00899118,0.0160219,0.0407331,0.0617417,0,0,0,0,0,0,0
37,0.0290847,0.0619941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364621,0,0.0119403,0.0788226,0,0,0.0120722,0,0,0.04022,0.0665675,0.0349478,0.0146757,0.0967819,0.0245527,0.0442507,0.082716,0.0282155,0.0480642,0.0497814,0.0242137,0.0311123,0.00310994,0.0386049,0.0113852,0.0158526,0.0473748,0,0.0190798,0.0482044,0.047818,0,0,0.0113345,0,0,0.0318476,0.106381,0.0230308,0.0367825,0.0286446,0.097245,0.043355,0.0442961,0.0506964,0.0727813,0.0659268,0.0289216,0.0292335,0.0172657,0.0400529,0.0149868,0.046874,0.00872085,0.0157764,0.0408013,0.0618057,0,0,0,0,0,0,0
38,0.0294448,0.0621474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361301,0,0.0118221,0.0794757,0,0,0.0115484,0,0,0.040994,0.0676756,0.0356297,0.0143845,0.0976429,0.0244732,0.043741,0.0825873,0.0288116,0.0470652,0.0495479,0.0241935,0.0312991,0.00384673,0.0383818,0.010871,0.0150673,0.0483344,0,0.0189892,0.0488359,0.0476388,0,0,0.0114314,0,0,0.031999,0.105902,0.0232803,0.0376996,0.0281632,0.0980891,0.0432257,0.0442,0.0507286,0.072775,0.0659489,0.0290219,0.0294158,0.0174305,0.0403379,0.0165639,0.04661,0.00859308,0.0158857,0.040729,0.0622737,0,0,0,0,0,0,0
39,0.0300813,0.0620646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322966,0,0.0100924,0.0811323,0,0,0.0111785,0,0,0.0411502,0.0699258,0.0331369,0.0152954,0.100442,0.0251521,0.0417649,0.0814433,0,0,0.0513567,0.0272196,0.0346485,0.0049634,0.0380411,0.0105402,0.0153499,0.0507604,0,0.0178832,0.0531208,0.0483284,0,0,0.0115147,0,0,0.0321895,0.109069,0.0249545,0,0.0288536,0.102091,0.0440174,0.0459098,0.0510415,0.0740417,0.0689582,0.0290808,0.0293177,0.0176258,0.0409906,0.0193921,0.045962,0.00839423,0.016585,0.0399617,0.0647404,0,0,0,0,0,0,0
40,0.0298861,0.062092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328341,0,0.0103884,0.0789193,0,0,0.0110695,0,0,0.0412468,0.0697032,0.0325045,0.0161759,0.0985663,0.0253412,0.0417256,0.0803292,0.0287236,0,0.0517691,0.0273688,0.0339594,0.00471403,0.0382438,0.0105515,0.0152245,0.0490948,0,0.0191046,0.0500044,0.047909,0,0,0.0114917,0,0,0.0319267,0.105695,0.0234573,0.0385998,0.0268353,0.0997004,0.0437759,0.043387,0.0506332,0.0722413,0.0653875,0.0295106,0.0299228,0.0178656,0.0410752,0.0190911,0.0459127,0.00858315,0.0168355,0.0404199,0.0634293,0,0,0,0,0,0,0
41,0.0296313,0.0620573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036305,0,0.0120324,0.0789272,0,0,0.0114551,0,0,0.0405532,0.0667997,0.0348866,0.0150708,0.0973679,0.0255625,0.0445019,0.0822132,0.027526,0.0469702,0.0493249,0.0242423,0.0309097,0.00275561,0.0385065,0.01129,0.0159693,0.0471851,0,0.0195108,0.0490094,0.0474643,0,0,0.0108862,0,0,0.0319593,0.106392,0.022901,0.0374137,0.0257677,0.0981613,0.0429031,0.043604,0.0507249,0.0721507,0.0644778,0.0295036,0.0301204,0.0181568,0.0404354,0.0166309,0.0469341,0.00877975,0.0157172,0.0406068,0.0625076,0,0,0,0,0,0,0
42,0.0299247,0.0622813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360787,0,0.0121864,0.0799565,0,0,0.0107963,0,0,0.0414774,0.0685923,0.0360551,0.0144827,0.0985256,0.0257068,0.0435242,0.0822316,0.0286713,0.0468238,0.049096,0.0239217,0.03088,0.00381211,0.0384013,0.0105307,0.0151854,0.048572,0,0.0193463,0.0498869,0.0474332,0,0,0.0109309,0,0,0.0320579,0.106268,0.0236117,0.038564,0.0251955,0.0994925,0.0428928,0.0437679,0.0509009,0.072249,0.0648498,0.0297634,0.0302825,0.0183193,0.0411563,0.0194152,0.0466095,0.008721,0.0162077,0.0406097,0.0630742,0,0,0,0,0,0,0
43,0.0298561,0.0622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360247,0,0.0122475,0.0800339,0,0,0.0106532,0,0,0.0415569,0.0684431,0.0361737,0.0144399,0.0985388,0.0257813,0.0435806,0.0821811,0.0286897,0.0465197,0.0489064,0.0237317,0.0306798,0.00365554,0.0382623,0.0104941,0.0152825,0.0484587,0,0.0194302,0.0497755,0.0474611,0,0,0.0110858,0,0,0.0317152,0.10598,0.02368,0.0389845,0.0246906,0.099641,0.0425844,0.043677,0.0509928,0.0721313,0.0646316,0.0298741,0.0302479,0.0184515,0.0412912,0.0196848,0.0471936,0.00833524,0.0169288,0.0406063,0.0631386,0,0,0,0,0,0,0
44,0.0300831,0.0617557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338171,0,0.0108642,0.0795039,0,0,0.0106702,0,0,0.0412152,0.0688658,0.0341694,0.0154404,0.0983808,0.0263319,0.0425477,0.0809623,0.0283565,0.0482071,0.0503178,0,0.0324547,0.00389254,0.0381944,0.0105481,0.0157834,0.0482434,0,0.0195092,0.0500984,0.0477489,0,0,0.0108801,0,0,0.0319948,0.106164,0.0241716,0.0386337,0.0248476,0.100216,0.0433711,0.04374,0.0510383,0.072128,0.06462,0.0297991,0.0298974,0.0180587,0.0414165,0.0202636,0.0466117,0.00852336,0.016874,0.0401234,0.0637739,0,0,0,0,0,0,0
45,0.0300735,0.0615094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351501,0,0.0119802,0.0790898,0,0,0.0110809,0,0,0.0403647,0.0671354,0.0351235,0.0150993,0.097201,0.0266716,0.0436163,0.081692,0.027811,0.0467858,0.0490427,0.0240941,0.0310564,0.00309675,0.0384809,0.011312,0.0166927,0.0466798,0,0.0197283,0.0494966,0.0472911,0,0,0.0107257,0,0,0.0318188,0.105905,0.0239339,0.0386409,0.0245333,0.0987397,0.0428686,0.0437086,0.0513005,0.072178,0.0640227,0.0292962,0.0298389,0.0177666,0.0403782,0.0179902,0.047196,0.00874668,0.0161389,0.0400829,0.0631663,0,0,0,0,0,0,0
46,0.0303164,0.0620014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358787,0,0.0124423,0.0802914,0,0,0.0104398,0,0,0.0415026,0.0685391,0.0358734,0.0145887,0.0983778,0.026473,0.043065,0.0817955,0.0287372,0.046409,0.048585,0.0237811,0.0308815,0.00302228,0.0383701,0.0104318,0.0155729,0.0489088,0,0.0187838,0.0502492,0.0472814,0,0,0.0106101,0,0,0.032111,0.105717,0.0252967,0.0392559,0.0242786,0.100084,0.0427705,0.0437057,0.0516238,0.0722419,0.0641297,0.0296906,0.0301457,0.0182277,0.0411662,0.0209946,0.0468289,0.0085854,0.016367,0.0403251,0.0635842,0,0,0,0,0,0,0
47,0.030433,0.0617885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356967,0,0.012868,0.0818851,0,0,0.0105005,0,0,0.0412034,0.0702266,0.0368429,0.0132225,0.099693,0.0270043,0.0431851,0.0824677,0,0.0459779,0.0477484,0.0234965,0.0317891,0.00231733,0.0384165,0.0105194,0.0160867,0.0492194,0,0.018373,0.0514043,0.047429,0,0,0.0105883,0,0,0.0320557,0.106067,0.0264945,0.0392089,0.024201,0.100949,0.0426555,0.0437742,0.0518205,0.0724394,0.0643626,0.0295778,0.029745,0.0179374,0.0412986,0.022076,0.0470872,0.00863498,0.0164949,0.0399182,0.0642608,0,0,0,0,0,0,0
48,0.0305577,0.0620098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360271,0,0.0125773,0.080554,0,0,0.0101929,0,0,0.041591,0.068623,0.0358776,0.0147788,0.0982961,0.0271043,0.0434562,0.0815439,0.0287333,0.0459787,0.0484564,0.0238342,0.0308429,0.00269519,0.0382748,0.010406,0.0157258,0.0495381,0,0.0181011,0.0507786,0.0472114,0,0,0.0103051,0,0,0.0322645,0.105643,0.0265525,0.0394777,0.0237483,0.100275,0.0426434,0.0436019,0.0520961,0.0722047,0.0637023,0.0295773,0.0298228,0.018136,0.0411518,0.0222265,0.0469682,0.00858123,0.0164541,0.0401906,0.0639579,0,0,0,0,0,0,0
49,0.0306443,0.0619856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360143,0,0.0126446,0.0805861,0,0,0.0100587,0,0,0.041559,0.0686417,0.0358441,0.0148215,0.0982194,0.027821,0.0431408,0.081509,0.0286162,0.0460995,0.0484665,0.0236928,0.0308118,0.00259804,0.0382013,0.0104019,0.0158336,0.049577,0,0.0178427,0.0510065,0.0471727,0,0,0.0102452,0,0,0.0323178,0.105757,0.0270891,0.0397896,0.0235137,0.100357,0.0425896,0.0435118,0.0523779,0.072159,0.0634426,0.0294214,0.0296318,0.0180034,0.0410589,0.0229278,0.0470315,0.00856583,0.0165722,0.0401467,0.0641127,0,0,0,0,0,0,0
50,0.0307309,0.061718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356561,0,0.0131478,0.0822073,0,0,0.0101811,0,0,0.041192,0.0704667,0.0368342,0.0132745,0.0994968,0.0282842,0.0430178,0.0824317,0,0.0459086,0.04763,0.0233997,0.0316502,0.00206801,0.0382496,0.0104712,0.0163581,0.0492985,0,0.0176222,0.0520596,0.0473565,0,0,0.0104069,0,0,0.0322538,0.106292,0.0279384,0.0400337,0.023353,0.101204,0.0424853,0.0434712,0.0525482,0.0722783,0.0634793,0.0292532,0.0291454,0.017643,0.0410191,0.0239213,0.0472602,0.0085872,0.0167648,0.0397409,0.0647507,0,0,0,0,0,0,0
51,0.0307974,0.0616777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356856,0,0.0132966,0.082324,0,0,0.010178,0,0,0.0411759,0.0706286,0.0368845,0.0132215,0.0993635,0.0281499,0.0431561,0.0823489,0,0.0458961,0.0474982,0.0235005,0.0317391,0.00188874,0.0382093,0.010452,0.0164136,0.0491484,0,0.0173971,0.0523596,0.0473788,0,0,0.0103382,0,0,0.0323247,0.106332,0.0281588,0.0405007,0.0229898,0.101317,0.0424577,0.0432776,0.0527537,0.0721831,0.0630711,0.0292345,0.0288887,0.0175226,0.040808,0.024422,0.0473096,0.00855409,0.0168234,0.0396835,0.064912,0,0,0,0,0,0,0
52,0.0308496,0.061702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358604,0,0.0133551,0.0823644,0,0,0.0101243,0,0,0.0412074,0.0707199,0.0369651,0.0131831,0.0991207,0.0283777,0.0428504,0.0820643,0,0.0457971,0.047264,0.0235927,0.0318634,0.00172038,0.038196,0.0104927,0.0164255,0.0490693,0,0.0171322,0.0527786,0.0473746,0,0,0.0102028,0,0,0.0323354,0.106282,0.028379,0.0411334,0.0226293,0.101427,0.0424308,0.0430551,0.0528918,0.0720352,0.0626079,0.0291512,0.0285622,0.0173653,0.0405429,0.0249169,0.0474261,0.00855248,0.0168771,0.039692,0.0650476,0,0,0,0,0,0,0
53,0.0308991,0.0619977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362105,0,0.0130399,0.0811579,0,0,0.00989397,0,0,0.0416167,0.0691576,0.0361723,0.014541,0.097491,0.0283231,0.0426307,0.0811111,0.0298235,0.045936,0.0479812,0.0240264,0.0309708,0.00210827,0.0381708,0.0104306,0.0159618,0.0493099,0,0.0167714,0.0524483,0.0471316,0,0,0.0100671,0,0,0.0325958,0.106078,0.0281683,0.0417732,0.0222599,0.100744,0.0424084,0.0426531,0.0530439,0.0716491,0.0617142,0.0290223,0.0283863,0.0173368,0.0402099,0.025129,0.0473349,0.00849598,0.016852,0.0400752,0.0646387,0,0,0,0,0,0,0
54,0.0309044,0.0618873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361678,0,0.0134148,0.0828028,0,0,0.0100588,0,0,0.0412316,0.0710748,0.0372755,0.0128721,0.0986019,0.0289066,0.0425773,0.0818913,0,0.0457608,0.0472075,0.0236393,0.0320206,0.00166834,0.0382286,0.0105162,0.0164349,0.049133,0,0.0163946,0.0538865,0.047357,0,0,0.0100738,0,0,0.0324182,0.106994,0.0289733,0.0417347,0.0220473,0.101714,0.0423735,0.0422588,0.0529257,0.0714716,0.0615008,0.0289276,0.0277133,0.0169645,0.0402233,0.0258675,0.0476036,0.00846888,0.0170233,0.0398083,0.0652069,0,0,0,0,0,0,0
55,0.0309168,0.0619628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036362,0,0.0134025,0.0830539,0,0,0.0101135,0,0,0.0411426,0.0711431,0.0375569,0.0127503,0.0983047,0.028573,0.042747,0.0820226,0,0.0457091,0.0473103,0.0234055,0.0320469,0.00166225,0.0382969,0.0103712,0.0164176,0.0491077,0,0.0161544,0.0544986,0.0473792,0,0,0.0100293,0,0,0.0324245,0.107613,0.0291694,0.0411063,0.02164,0.101986,0.0424638,0.0418236,0.0529225,0.0711533,0.0609133,0.0289494,0.0274698,0.0168799,0.0399886,0.02604,0.0476969,0.00847765,0.0171044,0.0398581,0.0652855,0,0,0,0,0,0,0
56,0.0309464,0.0622008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367704,0,0.0130356,0.0819077,0,0,0.0100243,0,0,0.0413789,0.0694729,0.0368242,0.0140251,0.0966095,0.028057,0.0424377,0.0812533,0.0297381,0.0459861,0.0483186,0.0236757,0.0313156,0.00210916,0.0383248,0.010278,0.0158793,0.0489675,0,0.0159191,0.0543097,0.047164,0,0,0.00998036,0,0,0.0326137,0.107175,0.0288313,0.0419181,0.0210878,0.101391,0.0425424,0.0411943,0.0531489,0.0707111,0.0598438,0.028758,0.0273806,0.0168881,0.0394838,0.025423,0.0476336,0.00847784,0.0171329,0.0402222,0.0648713,0,0,0,0,0,0,0
57,0.0309093,0.0622859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369971,0,0.0131611,0.0823858,0,0,0.0100702,0,0,0.0413774,0.0696133,0.0372176,0.0137691,0.0962709,0.0280053,0.0421979,0.0813697,0.030082,0.0459956,0.0482015,0.023633,0.0314832,0.00228499,0.0383579,0.0103867,0.0157519,0.0480611,0,0.015669,0.0549332,0.0471632,0,0,0.00989787,0,0,0.032628,0.10632,0.0288555,0.0437927,0.0205153,0.101543,0.0425151,0.0404263,0.0533159,0.070368,0.0589634,0.0284575,0.027243,0.016776,0.0390318,0.0244148,0.04771,0.008434,0.0171507,0.0403129,0.0648405,0,0,0,0,0,0,0
58,0.0308949,0.062352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370642,0,0.0132089,0.0827995,0,0,0.0100971,0,0,0.0413658,0.0699518,0.037518,0.0134865,0.0959907,0.0280184,0.0421334,0.0816145,0.0305338,0.0460706,0.0479697,0.023826,0.0316746,0.00243113,0.038391,0.0105061,0.015737,0.0469253,0,0.0155406,0.0556693,0.0471524,0,0,0.00993055,0,0,0.0326066,0.105946,0.0287774,0.0450748,0.0199372,0.101766,0.0425505,0.0395701,0.0534792,0.069995,0.058042,0.0281235,0.0272308,0.0165609,0.0385475,0.023298,0.0477569,0.0083502,0.0172236,0.0401787,0.0648448,0,0,0,0,0,0,0
59,0.0307986,0.062331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369348,0,0.0137817,0.0846176,0,0,0.0102277,0,0,0.0409956,0.071973,0.0389924,0.0116805,0.0971789,0.0282186,0.0424976,0.0830047,0,0.0457947,0.0470881,0.0233832,0.0327191,0.00209258,0.0383919,0.0104953,0.0163138,0.0454594,0,0.0156362,0.0570788,0.0474224,0,0,0.00997565,0,0,0.0325097,0.106273,0.0289527,0.0456931,0.019392,0.102933,0.0426034,0.0387116,0.0535078,0.06971,0.0574523,0.0278217,0.0269299,0.0162358,0.0382463,0.0221298,0.0480388,0.00832323,0.0173142,0.0395563,0.0652644,0,0,0,0,0,0,0
60,0.0307352,0.0624218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037115,0,0.0138604,0.0851989,0,0,0.0101817,0,0,0.0409746,0.0721782,0.039417,0.0114026,0.0970332,0.0281541,0.0427704,0.0832748,0,0.0457935,0.0469845,0.0233081,0.0330314,0.00219438,0.0385134,0.0104668,0.0164444,0.0440781,0,0.0158283,0.0576516,0.0474101,0,0,0.00988377,0,0,0.0325188,0.106655,0.0284917,0.0463126,0.0188579,0.103292,0.0426275,0.0377794,0.0537942,0.0693327,0.0564708,0.0273999,0.0269764,0.0159487,0.0377477,0.0205149,0.0481508,0.00832384,0.0174285,0.0395006,0.0652293,0,0,0,0,0,0,0
61,0.0309847,0.0623341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378818,0,0.0121715,0.0817359,0,0,0.00954902,0,0,0.0416236,0.0695683,0.0359735,0.0160548,0.093751,0.0278175,0.0405893,0.079449,0.027446,0.0479584,0.0503997,0.0258847,0.0317511,0.00423459,0.0382563,0.0100925,0.0158271,0.0426605,0,0.0163525,0.0569497,0.047267,0,0,0.0100995,0,0,0.0325792,0.108231,0.0273462,0.0474926,0.0188222,0.102222,0.0435893,0.0364477,0.0544725,0.0686001,0.0545031,0.026709,0.0268975,0.0153226,0.0368767,0.0185441,0.0474612,0.00803933,0.0181522,0.039756,0.0648752,0,0,0,0,0.0716429,0,0
62,0.0308643,0.06251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380312,0,0.012271,0.0821001,0,0,0.00968204,0,0,0.0415022,0.0695311,0.0363693,0.0158996,0.0933926,0.0277198,0.0404734,0.0794898,0.0276852,0.0479683,0.0502149,0.0258171,0.0318662,0.00446136,0.038259,0.0101962,0.0156805,0.0410507,0,0.016772,0.057364,0.0472325,0,0,0.00999844,0,0,0.0324679,0.11204,0.0269287,0.0479399,0.0184724,0.102408,0.0434457,0.0356297,0.0553107,0.0682791,0.0534175,0.0261403,0.026664,0.0148792,0.0362348,0.01686,0.0475682,0.00788851,0.0181656,0.0400486,0.0646867,0,0,0,0,0.0717398,0,0
63,0.030538,0.062809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376241,0,0.0131743,0.0846706,0,0,0.0102436,0,0,0.0410205,0.0704886,0.0380967,0.013226,0.0944715,0.0275994,0.0418552,0.0818055,0.0404156,0.0469067,0.0483606,0.0243634,0.032752,0.00291413,0.0384199,0.010632,0.0158666,0.0396766,0,0.0173914,0.0586178,0.047381,0,0,0.00964767,0,0,0.0325003,0.108715,0.0264578,0.0483365,0.0182052,0.103552,0.042854,0.0352207,0.0555902,0.0680707,0.0531352,0.0257358,0.0268041,0.0145824,0.0356854,0.0152644,0.0480933,0.00786263,0.017772,0.0403921,0.0646861,0,0,0,0,0,0,0
64,0.0305381,0.0624453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369016,0,0.0125274,0.0831746,0,0,0.0105093,0,0,0.0409853,0.0711955,0.0338362,0.0159787,0.0935212,0.0275343,0.039786,0.0794327,0.0797618,0.0495037,0.0515502,0.0268483,0.0335261,0.00255793,0.0382305,0.0109131,0.0161279,0.0378144,0,0.0186495,0.0594884,0.0480825,0,0,0.00998161,0,0,0.0328711,0.105916,0.0257189,0.0498468,0.0188643,0.104314,0.0440325,0.0337335,0.0557385,0.0673047,0.0517728,0.0253443,0.0268357,0.0138125,0.0351343,0.0149656,0.0475865,0.00784729,0.0182675,0.0404698,0.0652704,0,0,0,0,0,0,0
65,0.0304286,0.0625002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368198,0,0.0125136,0.0826412,0,0,0.0107725,0,0,0.0409344,0.0715308,0.0321884,0.0170738,0.0927819,0.0274206,0.0386531,0.0785745,0.0976452,0.0506161,0.0529153,0.0278856,0.0338787,0.00272201,0.0381339,0.0110761,0.016075,0.0358526,0,0.0195622,0.0601052,0.0484346,0,0,0.0102025,0,0,0.0333799,0.105838,0.0253327,0.0511393,0.0193526,0.104727,0.0446442,0.0328491,0.0560213,0.0668559,0.0508058,0.0250093,0.0269586,0.0134116,0.0346108,0.0158243,0.0475069,0.00832831,0.0179954,0.0407094,0.0653513,0,0,0,0,0,0,0
66,0.0314931,0.0614333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367128,0,0.0112725,0.0878624,0,0,0.0100355,0,0,0.0410283,0.0718394,0.0349381,0.015181,0.0938717,0.0288572,0.0399378,0.0811283,0.0986491,0.0497234,0.0515777,0.0270725,0.0342187,0.00262973,0.0374014,0.010677,0.0169765,0.0342333,0,0.0224134,0.066355,0.0496617,0,0,0.0112153,0,0,0.0337316,0,0.0209913,0.0614993,0.0225484,0.108634,0.047017,0.0342625,0.049238,0.0645701,0.0540392,0.0268654,0.0247294,0.0127377,0.0350353,0.0179335,0.0465122,0.00802746,0.0191846,0.0393233,0.0679084,0,0,0,0,0,0,0
67,0.0324579,0.0602775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303174,0,0.0138481,0.0881563,0,0,0.00954197,0,0,0.0407655,0,0.0402226,0.0162466,0.0954757,0.0292738,0.0363504,0.0788662,0.0966473,0.0508806,0.0529758,0.0269589,0.0332439,0.0174801,0.0369366,0.0111412,0.0179168,0.0316305,0,0.023871,0.0690173,0.050401,0,0,0.01094,0,0,0.0298963,0,0.0210211,0.0619865,0.0228838,0.110305,0.0483609,0.0331818,0.0483548,0.0641328,0.0537037,0.0266883,0.0247093,0.0124841,0.0344345,0.0216877,0.0456874,0,0.0240098,0.0379986,0.0695794,0,0,0,0,0,0,0
68,0.0304133,0.062829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367988,0,0.0121367,0.0835303,0,0,0.0114396,0,0,0.0405566,0.0717968,0.0334364,0.0164173,0.091797,0.0266386,0.0381033,0.0785233,0.0943341,0.0503643,0.052103,0.0277423,0.0344409,0.00260056,0.0387941,0.0112941,0.0158606,0.030943,0,0.0210779,0.062368,0.0483576,0,0,0.0156735,0,0,0.0293016,0.107513,0.0240893,0.0539139,0.0213939,0.105208,0.0452527,0.0319194,0.0568595,0.0660944,0.0494492,0.0240539,0.0275861,0.012748,0.0332482,0.0214517,0.0482312,0.00806909,0.019592,0.0406104,0.0650988,0,0,0,0,0,0,0
69,0.0300195,0.0629856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370363,0,0.0120717,0.0839317,0,0,0.0116311,0,0,0.040515,0.0719222,0.033576,0.0165445,0.0915166,0.0264466,0.0384564,0.0784556,0.0952194,0.0503792,0.0521043,0.0279267,0.0345628,0.00265372,0.0388446,0.0114226,0.0157781,0.029723,0,0.0215346,0.0628421,0.0486639,0,0,0.0112747,0,0,0.032611,0.107339,0.0237967,0.0549116,0.0220242,0.105404,0.0448034,0.0314114,0.0570598,0.0658612,0.0491011,0.02398,0.0275422,0.0126108,0.0326659,0.0233021,0.0481476,0.00812363,0.0176801,0.0411125,0.0648547,0,0,0,0,0,0,0
70,0.0301761,0.06295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371403,0,0.012055,0.0839672,0,0,0.0118593,0,0,0.0404276,0.0717479,0.0335617,0.0166301,0.0912,0.026049,0.0383921,0.0782625,0.0980366,0.0505599,0.052116,0.0280869,0.0345746,0.00275336,0.0389794,0.0115462,0.0156736,0.0286952,0,0.021891,0.0632555,0.0484571,0,0,0.0148784,0,0,0.0295028,0.107424,0.0235793,0.0557621,0.0226591,0.105493,0.0453851,0.031057,0.0570784,0.0656023,0.0487169,0.0239561,0.0274105,0.0124963,0.0324123,0.0246648,0.0485443,0.00819795,0.0199613,0.0412442,0.0646942,0,0,0,0,0,0,0
71,0.029999,0.0630666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372422,0,0.0120237,0.0840659,0,0,0.0120971,0,0,0.0403614,0.0715096,0.033656,0.0165645,0.0908758,0.0257091,0.0380474,0.0782802,0.0984779,0.0503809,0.052,0.0280594,0.0345012,0.00271653,0.039084,0.0116448,0.0155626,0.0280326,0,0.0221066,0.0635516,0.0484881,0,0,0.0154463,0,0,0.0293672,0.10796,0.0234821,0.0563781,0.0232191,0.105603,0.0455805,0.0308923,0.0572494,0.0653372,0.048403,0.0239274,0.0273505,0.0124316,0.0325707,0.0254869,0.0484663,0.0078869,0.0198629,0.0415292,0.0643708,0,0,0,0,0,0,0
72,0.0305356,0.0623244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312577,0,0.0152876,0.0850479,0,0,0.011551,0,0,0.0402111,0,0.0409474,0.0159052,0.0927747,0.0254249,0.0357113,0.0779011,0.0816363,0.0499431,0.0522784,0.0265144,0.0327199,0.0154285,0.0384112,0.0119969,0.0164282,0.0267318,0,0.0227882,0.0656462,0.0489867,0,0,0.0161905,0,0,0.0294358,0.107655,0.0228109,0.0563509,0.0232921,0.107218,0.0477758,0.0297908,0.0564866,0.0649531,0.0483966,0.0243618,0.0267247,0.0124012,0.0328632,0.0275906,0.048106,0.00724676,0.0200857,0.0407796,0.0654669,0,0,0,0,0,0,0
73,0.0306868,0.0634915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317777,0,0.0154478,0.0896591,0,0,0.0124944,0,0,0.0401553,0,0.0447232,0.0134183,0.0951379,0.0238589,0.0382669,0.0805821,0.0450502,0.0478603,0.0502366,0.0244959,0.0319732,0.016115,0.0390835,0.0123063,0.0156372,0.0281171,0,0.0223693,0.0754476,0.0489281,0,0,0.01606,0,0,0.0293581,0.113246,0.0228565,0,0.0214091,0.112249,0.047306,0.031293,0.0553756,0.0660059,0.0526825,0.0241776,0.0272371,0.0128221,0.0332584,0.0245533,0.049031,0.0074219,0.019228,0.0415319,0.0660768,0,0,0,0,0,0,0
