Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
147,0.0389975,0.0511069,0,0,0,0,0,0,0,0,0,0,0,0,0.0506692,0,0.0135956,0.0546576,0,0.0112807,0,0,0.0311028,0.02862,0.0174008,0.0656146,0.0251552,0.054302,0.0832072,0.0665152,0.0139522,0.0577832,0.0270254,0.0268894,0.0232925,0.0305392,0,0.0235109,0.0237405,0,0.0255392,0.0421907,0.0487561,0,0,0.0174118,0,0,0.0284982,0.0714559,0.0180574,0.0165883,0.0295917,0.0631263,0.0525228,0.0383202,0.0608722,0.0650206,0.0439087,0.0279625,0.0245819,0.0129393,0.0350367,0.0192092,0.0415756,0.00936519,0.0145616,0.0412219,0.0555279,0,0,0,0,0.0515914,0,0.150562,0,0.0284399,0
148,0.0392382,0.0507569,0,0,0,0,0,0,0,0,0,0,0,0,0.0489813,0,0.0129596,0.0533963,0,0.0115858,0,0,0.0311614,0.0289887,0.0168742,0.0667077,0.0252771,0.0553302,0.0845159,0.0674145,0.0141998,0.0573321,0.0263756,0.0267353,0.0220195,0.0305366,0,0.0235157,0.0236118,0,0.0255891,0.0422903,0.0485507,0,0,0.0174829,0,0,0.0280235,0.0710174,0.0187635,0.0163191,0.0296703,0.0631621,0.0544303,0.0381358,0.0608742,0.064773,0.0437297,0.0281549,0.024252,0.01284,0.0351667,0.0193104,0.0416116,0.00944451,0.0141258,0.0412367,0.0558295,0,0,0,0,0.0511246,0,0.151099,0,0.0284964,0
149,0.0394995,0.0504462,0,0,0,0,0,0,0,0,0,0,0,0,0.0470833,0,0.0121725,0.0519805,0,0.0118278,0,0,0.0312438,0.0292341,0.016441,0.067758,0.0254679,0.0564365,0.0858096,0.0683039,0.014539,0.056889,0.0258541,0.0267417,0.0199935,0.0304617,0,0.0235197,0.0235526,0,0.025704,0.0423527,0.0482952,0,0,0.0174103,0,0,0.0274058,0.070592,0.019463,0.0161313,0.0297201,0.0632605,0.0562439,0.0378792,0.0607457,0.0644879,0.0435839,0.0284093,0.024027,0.0127899,0.0353772,0.0194508,0.0416639,0.00951592,0.0136296,0.0412769,0.056287,0,0,0,0,0.0506862,0,0.151091,0,0.0285108,0
150,0.0397774,0.0502029,0,0,0,0,0,0,0,0,0,0,0,0,0.0451387,0,0.0113539,0.0504128,0,0.0119882,0,0,0.0313374,0.0292838,0.0161397,0.0686633,0.0256794,0.0576616,0.0870267,0.0691113,0.0149153,0.0564806,0.0254898,0.0269202,0.0175666,0.0303681,0,0.0235303,0.0235242,0,0.0258592,0.0428326,0.0480353,0,0,0.0173145,0,0,0.0270664,0.0701191,0.020105,0.016137,0.0297337,0.0631913,0.0579458,0.0375862,0.0605587,0.0642637,0.0434677,0.0286459,0.0239619,0.012788,0.0356145,0.0197032,0.0415805,0.0096496,0.0132045,0.0413649,0.0568336,0,0,0,0,0.0503222,0,0.150467,0,0.0285421,0
151,0.0400211,0.0499819,0,0,0,0,0,0,0,0,0,0,0,0,0.0428355,0,0.010639,0.0488151,0,0.0121254,0,0,0.0314404,0.0291554,0.0159181,0.0693663,0.025825,0.0589829,0.0882264,0.0698009,0.0152493,0.0560569,0.025158,0.0271971,0.015512,0.0302984,0,0.0235181,0.0236757,0,0.0259933,0.043552,0.0477485,0,0,0.0172145,0,0,0.0266692,0.0697711,0.020658,0.0160963,0.0298399,0.0632092,0.0595388,0.037228,0.0604109,0.0641248,0.0433815,0.0288364,0.0239506,0.0128056,0.0358025,0.0199752,0.0416029,0.00979173,0.0127636,0.0413632,0.0573722,0,0,0,0,0.0500053,0,0.150392,0,0.0286544,0
152,0.0401883,0.0497843,0,0,0,0,0,0,0,0,0,0,0,0,0.0404103,0,0.0101074,0.0469815,0,0.0122585,0,0,0.0314944,0.0289483,0.0156879,0.0698735,0.0259541,0.0602161,0.0893356,0.0703011,0.0154978,0.0556754,0.0249207,0.0275368,0.0146752,0.0303399,0,0.0234723,0.0240344,0,0.0261286,0.0444151,0.0474111,0,0,0.0172354,0,0,0.026385,0.0695123,0.0210294,0.0160076,0.0299486,0.0632082,0.0609659,0.0368406,0.0601156,0.0640079,0.0433963,0.0290051,0.0238689,0.0128564,0.0359804,0.0198808,0.0418518,0.00997856,0.0123987,0.0412365,0.0576945,0,0,0,0,0.0497847,0,0.150875,0,0.0287804,0
153,0.0401198,0.0486654,0,0,0,0,0,0,0,0,0,0,0,0,0.0427906,0,0.0112546,0.0305944,0,0.0131227,0,0,0.0325636,0.0272411,0.0168173,0.0701357,0.0295672,0.0586458,0.085916,0.067566,0.016476,0.0573483,0.0259572,0.0299643,0.0103816,0.030023,0,0.0247575,0.0183344,0,0.026003,0.0533363,0.0458579,0,0,0.017268,0,0,0.0261308,0.0625564,0.0209365,0.021187,0.0279661,0.0621285,0.0619508,0.031696,0.0601477,0.063477,0.0394591,0.0289359,0.0235115,0.0134783,0.035943,0.0270423,0.0416562,0.0100963,0.012284,0.0399701,0.0592834,0,0,0,0,0.0518783,0,0,0,0.0236931,0
154,0.0402474,0.0485446,0,0,0,0,0,0,0,0,0,0,0,0,0.0392932,0,0.010932,0.0292065,0,0.01379,0,0,0.0324235,0.0276056,0.0162869,0.0704219,0.0299484,0.0597029,0.0862443,0.0675718,0.0169987,0.0577863,0.0267692,0.0308441,0.0114369,0.0298717,0,0.0246255,0.0182493,0,0.0263123,0.0545808,0.0455724,0,0,0.0172326,0,0,0.0261016,0.0622202,0.0214019,0.0215783,0.0277628,0.0620456,0.0626643,0.0315001,0.0598779,0.0634079,0.0395876,0.029058,0.023269,0.0135392,0.036029,0.0271507,0.0418737,0.0102649,0.0119275,0.0398172,0.0596073,0,0,0,0,0.0526886,0,0,0,0.0243919,0
155,0.0405041,0.0484943,0,0,0,0,0,0,0,0,0,0,0,0,0.0371128,0,0.0108044,0.0285961,0,0.0140415,0,0,0.032351,0.0289328,0.016407,0.0705311,0.0302936,0.0608577,0.0870394,0.0675999,0.0171046,0.0582025,0.0276293,0.0319654,0.0142491,0.0299066,0,0.0245503,0.0183105,0,0.0264308,0.0556533,0.0452767,0,0,0.0170549,0,0,0.02604,0.0619968,0.0216518,0.0218283,0.0277386,0.0621173,0.0631953,0.0312985,0.059545,0.0633144,0.039704,0.0292093,0.0232897,0.0136365,0.0361561,0.0269795,0.0421597,0.0104984,0.011575,0.039758,0.0601875,0,0,0,0,0.0534828,0,0,0,0.0249945,0
156,0.0408068,0.0484286,0,0,0,0,0,0,0,0,0,0,0,0,0.0358801,0,0.0112021,0.0278964,0,0.0142429,0,0,0.0322164,0.030338,0.0166922,0.0706507,0.0305513,0.0617952,0.0877252,0.067606,0.0171844,0.0590504,0.0289206,0.0334036,0.0187667,0.0299803,0,0.0244342,0.0183001,0,0.0265245,0.0567352,0.0450102,0,0,0.0167357,0,0,0.0258427,0.0617718,0.021876,0.021985,0.027726,0.0620557,0.0633787,0.0311083,0.0593,0.0632516,0.039847,0.0293142,0.023332,0.013755,0.0362902,0.0268622,0.0423702,0.0107667,0.0112702,0.039695,0.0606348,0,0,0,0,0.0546005,0,0,0,0.0256303,0
157,0.0407407,0.0490298,0,0,0,0,0,0,0,0,0,0,0,0,0.0354782,0,0.0117966,0.0271357,0,0.0161554,0,0,0.0414462,0.0314607,0.0171379,0.0707301,0.0343253,0.0625069,0.0882245,0.0675832,0.0171587,0.059854,0.030116,0.0348701,0.0240454,0.0303926,0.0114978,0.0200497,0.0182784,0,0.0266499,0.0577213,0.0447397,0,0,0.0163356,0,0,0.0256901,0.0615538,0.022119,0.0220466,0.0276426,0.0618713,0.0631389,0.0310101,0.0589786,0.06326,0.0399936,0.0293448,0.0233437,0.0138452,0.0363689,0.0267416,0.0425607,0.01102,0.0108746,0.0403467,0.0607389,0,0,0,0,0.0558442,0,0,0,0.0261921,0
158,0.0413736,0.0481231,0,0,0,0,0,0,0,0,0,0,0,0,0.0351217,0,0.0118987,0.0265522,0,0.0142486,0,0,0.031995,0.0325113,0.0176588,0.0709178,0.030833,0.0629006,0.0884986,0.0675435,0.0170092,0.0604721,0.0308407,0.0359938,0.0283626,0.0303125,0,0.0242354,0.01831,0,0.0268724,0.0585017,0.0445225,0,0,0.0162403,0,0,0.0257552,0.061388,0.0223512,0.0220254,0.0275687,0.0615847,0.0631491,0.0308225,0.0587154,0.0632593,0.0400961,0.0293853,0.0234075,0.0139325,0.0364176,0.0264937,0.0426089,0.0111376,0.0105908,0.0395852,0.0612615,0,0,0,0,0.0569305,0,0,0,0.0269869,0
159,0.0412528,0.0485941,0,0,0,0,0,0,0,0,0,0,0,0,0.0341484,0,0.0114866,0.0263056,0,0.0157997,0,0,0.0413794,0.0336136,0.0181998,0.0710848,0.034437,0.0630796,0.0885155,0.0674294,0.0166548,0.0610476,0.0312556,0.0368135,0.0313366,0.0309258,0.0114357,0.0200222,0.0183345,0,0.027165,0.0590421,0.0442951,0,0,0.0161109,0,0,0.0258258,0.0612201,0.0227258,0.0220466,0.0274504,0.0612548,0.0625952,0.0308579,0.0587264,0.0633201,0.0402522,0.0293524,0.023455,0.0139203,0.0363434,0.0262462,0.0431159,0.0112848,0.0103616,0.040326,0.061294,0,0,0,0,0.0577882,0,0,0,0.0276099,0
160,0.0415207,0.0484139,0,0,0,0,0,0,0,0,0,0,0,0,0.0332576,0,0.011155,0.0261543,0,0.0156486,0,0,0.0414836,0.0345808,0.0186864,0.0713937,0.0345925,0.0632234,0.0884408,0.0672465,0.0162309,0.0615996,0.0316533,0.0375538,0.0334947,0.0311753,0.0114438,0.0199484,0.0181694,0,0.0271949,0.0594823,0.0441206,0,0,0.0160572,0,0,0.0258401,0.061069,0.0229929,0.0220444,0.0273778,0.0608658,0.0621424,0.0308753,0.0588746,0.0633247,0.0403436,0.02938,0.0233955,0.0138605,0.0363635,0.0261561,0.0433688,0.0115071,0.0100806,0.0403789,0.0614954,0,0,0,0,0.0584757,0,0,0,0.0281482,0
161,0.0417315,0.0482798,0,0,0,0,0,0,0,0,0,0,0,0,0.0330599,0,0.0112001,0.0259876,0,0.0153833,0,0,0.0415202,0.0354479,0.0191876,0.0717143,0.0347123,0.0633956,0.0884089,0.0670172,0.0158362,0.0620868,0.0321207,0.0383087,0.0355738,0.0314304,0.0114151,0.0199307,0.0179402,0,0.0270992,0.059834,0.0439992,0,0,0.0160291,0,0,0.0259805,0.0608869,0.0232723,0.0220478,0.0272911,0.0604268,0.061652,0.03093,0.0588967,0.0633242,0.0403918,0.029407,0.023278,0.0138521,0.0363916,0.0262226,0.0434861,0.01161,0.0098732,0.040416,0.0616324,0,0,0,0,0.0591069,0,0,0,0.0286331,0
162,0.041828,0.0482504,0,0,0,0,0,0,0,0,0,0,0,0,0.0331434,0,0.0114229,0.0258523,0,0.0152642,0,0,0.0415987,0.0363337,0.0196691,0.0717827,0.0349004,0.0635553,0.0883672,0.0668158,0.0155285,0.0624954,0.0325942,0.0390397,0.0377699,0.0316434,0.0114527,0.0198703,0.0176921,0,0.0269626,0.0601512,0.043909,0,0,0.0160049,0,0,0.0262322,0.0606954,0.0235734,0.022032,0.0272326,0.0600638,0.0611117,0.0310065,0.0588199,0.0633388,0.0403931,0.0294582,0.0231579,0.0138495,0.0364217,0.0262877,0.0434827,0.0116171,0.00983184,0.0404472,0.0616927,0,0,0,0,0.0596862,0,0,0,0.0290793,0
163,0.0417926,0.0483148,0,0,0,0,0,0,0,0,0,0,0,0,0.0330884,0,0.0115173,0.025783,0,0.0151275,0,0,0.0415775,0.0372046,0.0200632,0.071714,0.0349886,0.0636895,0.0884078,0.0666426,0.015341,0.0628713,0.0330221,0.039701,0.0399619,0.0318458,0.0114272,0.0198267,0.017504,0,0.026831,0.0604622,0.0438096,0,0,0.0157579,0,0,0.0265263,0.0605228,0.0239556,0.021996,0.0272081,0.0598259,0.0604772,0.0310667,0.0588848,0.0633646,0.0404033,0.0295161,0.0230274,0.0138289,0.0364559,0.026242,0.0433678,0.0116288,0.0100527,0.0404722,0.0616987,0,0,0,0,0.0602078,0,0,0,0.0294737,0
164,0.041684,0.0484851,0,0,0,0,0,0,0,0,0,0,0,0,0.0329148,0,0.0114756,0.0255649,0,0.0150587,0,0,0.0414854,0.0380809,0.0203488,0.0716817,0.0350971,0.0638643,0.0885343,0.0664644,0.0152747,0.063199,0.0333847,0.0402642,0.0421477,0.0320142,0.0114456,0.0197663,0.0173802,0,0.0267113,0.0607329,0.0437518,0,0,0.0154512,0,0,0.0268556,0.0603725,0.0243706,0.0219677,0.0271827,0.0596498,0.0598562,0.0311388,0.0588725,0.0633685,0.0404503,0.0295547,0.0228862,0.0137777,0.0365194,0.0262709,0.0431348,0.0115892,0.0103253,0.0405264,0.0616456,0,0,0,0,0.0606547,0,0,0,0.0298742,0
165,0.0415329,0.048665,0,0,0,0,0,0,0,0,0,0,0,0,0.0327135,0,0.0114866,0.02503,0,0.0150893,0,0,0.0414906,0.0389591,0.0205914,0.0716438,0.0353191,0.0640616,0.0885975,0.0662454,0.0152737,0.0634382,0.0336605,0.0406976,0.044248,0.0322204,0.01151,0.0197159,0.017301,0,0.0266257,0.0609795,0.0437759,0,0,0.0151781,0,0,0.0271331,0.0602858,0.0248215,0.0219312,0.0271326,0.0595099,0.0593053,0.0312344,0.0587304,0.0633521,0.0405254,0.0295977,0.0227355,0.0136867,0.0365833,0.0263062,0.0427941,0.0115121,0.0103768,0.0405945,0.0615478,0,0,0,0,0.0609936,0,0,0,0.0302504,0
166,0.0414432,0.0488455,0,0,0,0,0,0,0,0,0,0,0,0,0.0326861,0,0.0116406,0.0243948,0,0.0150949,0,0,0.041501,0.0397923,0.0208814,0.0715857,0.0355053,0.064277,0.0885713,0.0660095,0.0153374,0.0636411,0.0339067,0.0410696,0.0459761,0.0323658,0.011536,0.0197149,0.017284,0,0.0265959,0.0612182,0.0437264,0,0,0.015043,0,0,0.027318,0.0602659,0.0253477,0.0218537,0.0270836,0.0593616,0.0588318,0.031331,0.0587354,0.0633156,0.0406004,0.0296498,0.0225682,0.0136363,0.0365974,0.026234,0.0425446,0.0114101,0.0104701,0.0406884,0.061442,0,0,0,0,0.0612819,0,0,0,0.0307238,0
167,0.0414304,0.0489714,0,0,0,0,0,0,0,0,0,0,0,0,0.0327763,0,0.0118526,0.0248812,0,0.0150514,0,0,0.0415072,0.040572,0.0212555,0.0714967,0.0357384,0.0645879,0.0885977,0.0657302,0.0155247,0.0638306,0.0341298,0.0414374,0.0473404,0.0324701,0.0115207,0.0197935,0.017204,0,0.0265847,0.0615541,0.0435292,0,0,0.0151226,0,0,0.0273349,0.0602066,0.0259194,0.021807,0.0270525,0.0591234,0.0583982,0.0313748,0.0589393,0.0632913,0.0405885,0.0296751,0.0223941,0.0135998,0.0365815,0.0262223,0.0423679,0.0113147,0.010338,0.0407793,0.0613741,0,0,0,0,0.0615671,0,0,0,0.0311691,0
168,0.0414736,0.0490306,0,0,0,0,0,0,0,0,0,0,0,0,0.0329589,0,0.0119704,0.0253799,0,0.0149221,0,0,0.0414766,0.0412698,0.021625,0.0713942,0.0359895,0.0649643,0.0886736,0.0654313,0.0157847,0.0640948,0.0343957,0.0418884,0.0485271,0.0325936,0.0115581,0.0198234,0.0170697,0,0.0265611,0.0619521,0.0433109,0,0,0.0151912,0,0,0.0273679,0.0601669,0.026451,0.0217543,0.0270234,0.058915,0.0579177,0.0313942,0.0590186,0.0632929,0.040578,0.0296833,0.0222188,0.0135216,0.0365469,0.0262719,0.0422322,0.0112233,0.0102917,0.0408584,0.0613437,0,0,0,0,0.0619306,0,0,0,0.0315528,0
169,0.0415481,0.0490138,0,0,0,0,0,0,0,0,0,0,0,0,0.0331696,0,0.0119457,0.0252924,0,0.0147912,0,0,0.0414092,0.0419137,0.0219745,0.0712748,0.0362241,0.0653405,0.0887565,0.0651166,0.0160638,0.0644882,0.0348155,0.0425057,0.0494854,0.0327344,0.0115268,0.0199139,0.0169148,0,0.0265147,0.0623224,0.04302,0,0,0.0152041,0,0,0.0274089,0.0601753,0.0269461,0.0217125,0.0269667,0.0587884,0.0573457,0.0314347,0.0589523,0.0633114,0.0406312,0.0296831,0.0220972,0.0134406,0.0365094,0.0263523,0.0421146,0.0110809,0.0103426,0.0409243,0.0613396,0,0,0,0,0.062434,0,0,0,0.0319019,0
170,0.0416217,0.0489566,0,0,0,0,0,0,0,0,0,0,0,0,0.0335041,0,0.0118327,0.0249011,0,0.0146479,0,0,0.0413585,0.0424244,0.0223504,0.0712005,0.0364438,0.0657054,0.0888137,0.0647689,0.0163448,0.0650067,0.0353683,0.0432696,0.0504194,0.0328984,0.01158,0.0199451,0.0167754,0,0.0264957,0.0626702,0.0427211,0,0,0.0150869,0,0,0.0274552,0.0602692,0.0274457,0.0217446,0.0269124,0.0585688,0.0566846,0.0315044,0.0590343,0.0633277,0.0407596,0.0296496,0.0220417,0.0133839,0.036424,0.026405,0.042108,0.0109157,0.0105355,0.040956,0.0613541,0,0,0,0,0.0630802,0,0,0,0.03231,0
171,0.0416608,0.0489419,0,0,0,0,0,0,0,0,0,0,0,0,0.033958,0,0.0116826,0.0248256,0,0.0145582,0,0,0.0413202,0.0428291,0.0227707,0.0711952,0.0366889,0.0660839,0.0888715,0.064379,0.0166726,0.0655993,0.0359904,0.0440556,0.0512006,0.0330399,0.0117086,0.01988,0.0165328,0,0.0264904,0.0630927,0.0425602,0,0,0.0149985,0,0,0.0273977,0.0603511,0.0278692,0.0216804,0.0268274,0.0583348,0.0559942,0.0315914,0.0590167,0.0633807,0.040872,0.0295751,0.0220277,0.013358,0.0362425,0.0265559,0.0422362,0.010815,0.0107348,0.0409803,0.0613481,0,0,0,0,0.0638112,0,0,0,0.0327745,0
172,0.0416736,0.0489266,0,0,0,0,0,0,0,0,0,0,0,0,0.034419,0,0.0115487,0.0250737,0,0.0144829,0,0,0.0413009,0.0431872,0.0232501,0.0712178,0.0370005,0.0664679,0.0889451,0.0639139,0.0170339,0.0662228,0.0366357,0.0448285,0.0520829,0.0331361,0.0118666,0.0198273,0.0161887,0,0.0264682,0.0635149,0.0424285,0,0,0.0151009,0,0,0.0271696,0.0604056,0.0281936,0.0217795,0.0266691,0.058103,0.0554889,0.0316993,0.0590008,0.0634675,0.0409883,0.0294841,0.0220222,0.013303,0.0361315,0.0268491,0.0422473,0.0107697,0.0105798,0.0409817,0.0613542,0,0,0,0,0.0645729,0,0,0,0.0331261,0
173,0.0416555,0.0489139,0,0,0,0,0,0,0,0,0,0,0,0,0.034797,0,0.0114019,0.0252375,0,0.0143889,0,0,0.0413262,0.0435409,0.0237378,0.0712613,0.0373387,0.0668333,0.0890115,0.0634129,0.0174044,0.0668212,0.0372446,0.0456103,0.0529719,0.0332349,0.011945,0.0198647,0.0158628,0,0.0264422,0.063897,0.0423194,0,0,0.0152969,0,0,0.0270249,0.0604301,0.0285003,0.0218589,0.0265134,0.0578896,0.0550088,0.0318261,0.0592137,0.0635572,0.0410417,0.0294049,0.0219605,0.0132052,0.0360694,0.0272844,0.0422352,0.0108328,0.0103922,0.040933,0.0613574,0,0,0,0,0.0652705,0,0,0,0.0334814,0
174,0.0416244,0.048927,0,0,0,0,0,0,0,0,0,0,0,0,0.0350331,0,0.0112524,0.0253398,0,0.0143195,0,0,0.0414169,0.0439121,0.0241663,0.0713267,0.0376465,0.0672088,0.0891074,0.062893,0.0177813,0.06732,0.0377713,0.0462566,0.0537668,0.0333112,0.0120751,0.0199167,0.0155748,0,0.0264518,0.064239,0.0423563,0,0,0.0155456,0,0,0.0269964,0.0604538,0.0287633,0.0219536,0.0263692,0.0577045,0.0545311,0.0319467,0.0593283,0.0636413,0.0409903,0.0293343,0.0218514,0.0130835,0.0359674,0.0276397,0.0421878,0.0109008,0.0103505,0.0408683,0.0613275,0,0,0,0,0.0658602,0,0,0,0.0338766,0
175,0.0415698,0.0489776,0,0,0,0,0,0,0,0,0,0,0,0,0.0351618,0,0.0111896,0.0254282,0,0.0143061,0,0,0.0415121,0.0443879,0.0245298,0.0714083,0.0379362,0.0676014,0.0892701,0.0623847,0.0181458,0.0676944,0.0381936,0.046739,0.0546678,0.0333598,0.0121323,0.0200095,0.0153475,0,0.0264971,0.0645432,0.0424083,0,0,0.0157823,0,0,0.0269683,0.0604949,0.0289659,0.0221945,0.0261887,0.0575793,0.054081,0.0320778,0.059271,0.063697,0.0409778,0.0292871,0.0217591,0.0130033,0.0358601,0.0279084,0.0421147,0.0109261,0.0103489,0.0408107,0.0612901,0,0,0,0,0.0662993,0,0,0,0.0343041,0
176,0.0415685,0.0490526,0,0,0,0,0,0,0,0,0,0,0,0,0.0352348,0,0.0112153,0.0254366,0,0.0142571,0,0,0.0415689,0.0447619,0.0248564,0.0714783,0.0382462,0.0679391,0.0894573,0.0619069,0.0184835,0.0679747,0.0385336,0.0470034,0.0556275,0.033429,0.0121441,0.0201305,0.0151526,0,0.0265625,0.0648265,0.0424048,0,0,0.0161071,0,0,0.026924,0.0605056,0.0291359,0.0224323,0.0260514,0.0574921,0.0536227,0.0321519,0.0592096,0.0637178,0.0410128,0.0292341,0.0216685,0.0129461,0.0357769,0.0281363,0.0420449,0.0108828,0.0102181,0.0407659,0.0612616,0,0,0,0,0.0666339,0,0,0,0.0346796,0
177,0.0416178,0.0491231,0,0,0,0,0,0,0,0,0,0,0,0,0.0352803,0,0.0112801,0.0253198,0,0.0141988,0,0,0.0416716,0.04502,0.0251462,0.0715334,0.0385399,0.0682418,0.0896944,0.0614722,0.0187967,0.0682431,0.0387938,0.0471963,0.0566738,0.0335036,0.0121812,0.02026,0.0149541,0,0.0266556,0.0651098,0.0424255,0,0,0.0164609,0,0,0.0268854,0.0604805,0.0293449,0.0226676,0.0259224,0.0574138,0.053211,0.0321602,0.05916,0.063766,0.0410366,0.0291719,0.0216136,0.0129097,0.0356864,0.0283429,0.0419748,0.0108741,0.0101051,0.0407282,0.0612512,0,0,0,0,0.0669062,0,0,0,0.0349821,0
178,0.0416208,0.0491763,0,0,0,0,0,0,0,0,0,0,0,0,0.0352776,0,0.0113715,0.025135,0,0.0141359,0,0,0.0418292,0.0451285,0.0254317,0.0715762,0.0387856,0.0685523,0.0899586,0.0610605,0.0190664,0.0684689,0.0389888,0.047353,0.0576873,0.0335979,0.0122525,0.0203924,0.0148417,0,0.026701,0.0653405,0.0424506,0,0,0.0167705,0,0,0.0268527,0.0604965,0.0295886,0.0228953,0.0258229,0.0573089,0.0527949,0.0321528,0.0591787,0.0638088,0.041063,0.0291216,0.0215997,0.0128842,0.0356059,0.0284262,0.0419223,0.0109486,0.0100293,0.040685,0.0612331,0,0,0,0,0.0671003,0,0,0,0.0353153,0
179,0.0415021,0.049198,0,0,0,0,0,0,0,0,0,0,0,0,0.0352177,0,0.0114549,0.0251491,0,0.0140436,0,0,0.0420034,0.0450728,0.0256874,0.0716027,0.0390148,0.0688813,0.0901041,0.0606306,0.0193316,0.0686199,0.0391243,0.0473418,0.0581633,0.0337146,0.0123027,0.0205149,0.014795,0,0.0267588,0.0655209,0.042435,0,0,0.0169819,0,0,0.0268596,0.0605785,0.0298498,0.0230619,0.0257392,0.057129,0.0523848,0.0321551,0.059254,0.0638353,0.0410866,0.0290799,0.0215774,0.0128631,0.0355349,0.0284098,0.0418928,0.0110897,0.00996291,0.0406925,0.0612012,0,0,0,0,0.0672364,0,0,0,0.0356544,0
180,0.0414367,0.0492252,0,0,0,0,0,0,0,0,0,0,0,0,0.0350971,0,0.011517,0.0250797,0,0.0139202,0,0,0.0421574,0.0448464,0.0258563,0.0715222,0.0392084,0.0691603,0.090317,0.0602534,0.0196148,0.0687552,0.0392394,0.0472742,0.0580603,0.0338669,0.0123456,0.0206059,0.0148046,0,0.0268403,0.0656568,0.0424191,0,0,0.0171012,0,0,0.0268968,0.0606812,0.0300929,0.0231901,0.0256616,0.0569481,0.052042,0.0321918,0.0592466,0.0638527,0.0410772,0.0290333,0.0214998,0.0128572,0.0354609,0.0283272,0.0419002,0.011304,0.00982903,0.0407512,0.061154,0,0,0,0,0.0673378,0,0,0,0.035958,0
181,0.0413853,0.0492881,0,0,0,0,0,0,0,0,0,0,0,0,0.0348949,0,0.0115754,0.0252043,0,0.0137658,0,0,0.0422712,0.0443809,0.0259465,0.0713944,0.0393979,0.0694093,0.0904308,0.0599304,0.019831,0.0688583,0.0393246,0.0471464,0.0574856,0.0340421,0.0123043,0.0207625,0.0147887,0,0.026957,0.0657612,0.0424377,0,0,0.0172017,0,0,0.0269875,0.0608349,0.0303077,0.0233381,0.025611,0.0567859,0.0517687,0.0322048,0.0591891,0.063895,0.04106,0.0289912,0.0214758,0.0128512,0.0353763,0.0282828,0.0419575,0.0114076,0.00980733,0.0408518,0.0611259,0,0,0,0,0.0673747,0,0,0,0.0362743,0
182,0.0412892,0.049362,0,0,0,0,0,0,0,0,0,0,0,0,0.0345729,0,0.0116268,0.0252804,0,0.0136615,0,0,0.0423843,0.0437395,0.0259652,0.0714494,0.0395511,0.0696332,0.0904567,0.0596631,0.0200306,0.0688761,0.0393571,0.0469638,0.056533,0.0342012,0.0122671,0.0209132,0.0147793,0,0.0270759,0.065739,0.0424703,0,0,0.0173578,0,0,0.0270964,0.0610573,0.0305657,0.023452,0.0255938,0.0566486,0.0514756,0.0322373,0.0591591,0.0639432,0.0410439,0.0289501,0.0214732,0.0128532,0.0352902,0.0282607,0.0420823,0.0113479,0.00994577,0.0409466,0.0611438,0,0,0,0,0.0673385,0,0,0,0.0365043,0
183,0.0411713,0.0494436,0,0,0,0,0,0,0,0,0,0,0,0,0.0341719,0,0.0116888,0.0252998,0,0.0135882,0,0,0.0424681,0.0429074,0.0258839,0.0715706,0.0396774,0.0698476,0.0905474,0.0594324,0.0202479,0.068817,0.0393272,0.046676,0.0553464,0.0343433,0.0122166,0.0210482,0.0147814,0,0.027193,0.0656269,0.0424869,0,0,0.0175456,0,0,0.0271728,0.0613184,0.0308733,0.0235202,0.0255375,0.0565567,0.0511512,0.0322781,0.0591331,0.0639667,0.0409978,0.0289105,0.0214755,0.0128525,0.0352026,0.0282365,0.0424033,0.0111766,0.0102652,0.0409835,0.0610942,0,0,0,0,0.0672203,0,0,0,0.0366655,0
184,0.0409647,0.0495666,0,0,0,0,0,0,0,0,0,0,0,0,0.0337476,0,0.0117565,0.0253114,0,0.0135329,0,0,0.0425688,0.0419756,0.0257658,0.0716345,0.0398608,0.0700378,0.0905397,0.059218,0.0204848,0.0686878,0.0392181,0.0463178,0.0539175,0.0344517,0.0121951,0.0211691,0.014775,0,0.0273287,0.0654528,0.0424982,0,0,0.0176,0,0,0.0272633,0.0616465,0.0311959,0.0235171,0.0254499,0.0565252,0.0508849,0.0322972,0.0590844,0.0639858,0.0408771,0.0288965,0.0214123,0.012741,0.0351366,0.0282416,0.0426516,0.0109374,0.0107775,0.0409938,0.0609426,0,0,0,0,0.0669467,0,0,0,0.036776,0
