Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x74,x75,x76,RWRA,,x77,LILC
All Timesteps RMSE,0.0332353,0.0557375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385401,0,0.020282,0.050114,0,0,0.0292057,0,0,0.0393686,0.0557233,0.0334899,0.0243018,0.0643467,0.0357151,0.0606774,0.0823708,0.0444127,0.0214235,0.0539586,0.0574812,0.029992,0.0317983,0.0195232,0.0523339,0.06478,0.0907109,0.026537,0,0.0249663,0.0554432,0.0451147,0,0,0.015309,0,0,0.0319232,0.0705793,0.0272531,0.021058,0.0238725,0.0561526,0.0401469,0.0356278,0.0634623,0.0658359,0.0403988,0.0245922,0.0254672,0.0133952,0.0311754,0.0334508,0.0472588,0.0155575,0.0475273,0.0500689,0,0,0,0.0140432,0,0,0.0362779
0,0.0296064,0.0553855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271151,0,0.0258084,0.0525152,0,0,0.0134433,0,0,0.0400245,0.0539224,0.0339157,0.0287721,0.0582062,0.0344662,0.0547921,0.073559,0.0542891,0.0206584,0.0571496,0.0601692,0.033306,0.0312863,0.017328,0.0364836,0.0120496,0.0179374,0.0262178,0,0.025458,0.0517841,0.0492636,0,0,0.00670733,0,0,0.0127663,0.076372,0.0144556,0.0223532,0.0248448,0.0523135,0.0331424,0.0296469,0.0553194,0.0634975,0.0398963,0.0275393,0.030104,0.0162759,0.0361432,0.0174472,0.0588916,0.0346199,0.0475971,0.0466483,0,0,0,0,0,0,0
1,0.0278687,0.0567208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270376,0,0.0263323,0.0517893,0,0,0.0127927,0,0,0.0402906,0.054965,0.0338885,0.0293601,0.0579883,0.0356697,0.0548372,0.0730277,0.0540998,0.0213288,0.0569371,0.0599829,0.0332018,0.0309079,0.0168119,0.0365457,0.0114259,0.0187055,0.0256068,0,0.0251918,0.0529178,0.048643,0,0,0.00983678,0,0,0.0334202,0.0761468,0.0144046,0.0219133,0.0252183,0.0511875,0.037175,0.0288129,0.0549943,0.0631633,0.0395355,0.0279223,0.0300611,0.0165372,0.0365751,0.0177878,0.0519889,0.0182466,0.0486816,0.0458308,0,0,0,0.0108382,0,0,0
2,0.0276232,0.0564316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314011,0,0.0246791,0.0511777,0,0,0.0133849,0,0,0.0397089,0.0553634,0.0376805,0.0321025,0.0582776,0.0362965,0.0559784,0.0724922,0.0531395,0.021906,0.0551792,0.0601364,0.0318329,0.0261625,0.0217736,0.036798,0.0122412,0.0192563,0.0268022,0,0.0257172,0.0528872,0.0489934,0,0,0.0103443,0,0,0.0328688,0.0760019,0.0141413,0.021891,0.0250441,0.0519523,0.037442,0.0287816,0.0551511,0.063203,0.039466,0.0276686,0.0307279,0.016665,0.0363375,0.0166121,0.0518268,0.0186529,0.0482062,0.0461469,0,0,0,0.0100325,0,0,0
3,0.0276069,0.0564252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287598,0,0.0252246,0.0513193,0,0,0.0133227,0,0,0.0398889,0.0553897,0.0353451,0.0320204,0.0583292,0.0366086,0.0561151,0.0725207,0.053157,0.0218743,0.0554168,0.0598574,0.032182,0.0274237,0.0194889,0.0369856,0.0124937,0.0191316,0.0266645,0,0.0256935,0.0530293,0.0489653,0,0,0.010354,0,0,0.0328536,0.0759138,0.014174,0.021918,0.0250522,0.0519928,0.0374732,0.0287658,0.0551829,0.0632187,0.0394327,0.0276744,0.0307923,0.0167111,0.0363392,0.0167294,0.0517174,0.018713,0.0482095,0.0461872,0,0,0,0.00974634,0,0,0
4,0.027517,0.0561669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257802,0,0.0263672,0.0511317,0,0,0.0134257,0,0,0.03997,0.0553402,0.0329147,0.031754,0.0588314,0.036298,0.0562378,0.0726883,0.0533666,0.0219747,0.0554697,0.0593501,0.0327028,0.0290729,0.017805,0.036582,0.0123107,0.019338,0.0264623,0,0.0256608,0.0530492,0.0494418,0,0,0.00484231,0,0,0.0207276,0.0757717,0.0142715,0.0217417,0.0250568,0.0522162,0.0320143,0.0287815,0.0552757,0.0632555,0.0393686,0.0276397,0.0308327,0.0167128,0.0363112,0.0169223,0.0525719,0.0192529,0.0478943,0.0464393,0,0,0,0,0,0,0
5,0.0274657,0.0563556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247531,0,0.0270475,0.0510678,0,0,0.0132708,0,0,0.0398162,0.0553015,0.0314523,0.0314438,0.0584713,0.0367194,0.056115,0.0728757,0.053436,0.022004,0.0553391,0.0593108,0.0331328,0.0300722,0.0170392,0.037178,0.0121151,0.0194469,0.0263344,0,0.0256757,0.0531357,0.0488523,0,0,0.010002,0,0,0.0330665,0.0757852,0.014279,0.021764,0.0251134,0.0519908,0.0376442,0.0287703,0.0552543,0.0632448,0.039347,0.0276418,0.0308913,0.0167487,0.03632,0.017029,0.0514869,0.0185799,0.0481724,0.0463443,0,0,0,0.00968573,0,0,0
6,0.0275594,0.0563406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253696,0,0.0268328,0.0508453,0,0,0.013291,0,0,0.0398201,0.0552474,0.0309052,0.0307466,0.0585653,0.0366132,0.05626,0.0733762,0.0536235,0.0221062,0.055813,0.0595511,0.0330849,0.0302437,0.016426,0.0371281,0.0120076,0.0195621,0.0261257,0,0.0256271,0.0532855,0.0488049,0,0,0.00989783,0,0,0.0333024,0.0757027,0.0143249,0.0216894,0.0250972,0.0519197,0.0377068,0.0287469,0.05531,0.0632523,0.039403,0.0276156,0.0309374,0.0167779,0.0362788,0.0172359,0.0514011,0.0182291,0.0481688,0.0463835,0,0,0,0.00987917,0,0,0
7,0.0276036,0.056256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259675,0,0.0265644,0.0505522,0,0,0.0133959,0,0,0.0397356,0.0552662,0.0303423,0.0299494,0.058669,0.0362083,0.0565254,0.073874,0.0537934,0.0222162,0.0562843,0.0597859,0.0331338,0.0304391,0.0158487,0.0369773,0.0119526,0.0195347,0.0259252,0,0.0256007,0.0534589,0.0487607,0,0,0.00988878,0,0,0.0335235,0.0755714,0.0143627,0.0216652,0.0250426,0.0518355,0.0376692,0.0286799,0.0553738,0.0632523,0.0395891,0.0275942,0.0309992,0.0168168,0.0362245,0.0174237,0.0512228,0.0177864,0.0481091,0.0464415,0,0,0,0.0101096,0,0,0
8,0.0276147,0.0561917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263658,0,0.0262146,0.0502097,0,0,0.0134124,0,0,0.0397188,0.055284,0.0297431,0.0291415,0.0587668,0.0360957,0.0568561,0.0743324,0.0539843,0.0222925,0.0565296,0.0598843,0.0331718,0.0307049,0.0155275,0.0369742,0.0119408,0.0195274,0.0257196,0,0.0255741,0.0536052,0.0486932,0,0,0.00952122,0,0,0.033478,0.0753872,0.014402,0.0216002,0.025031,0.0518076,0.0375949,0.0285866,0.0554185,0.0632459,0.0394817,0.0275514,0.031008,0.0168255,0.0361827,0.0176233,0.0510731,0.0179342,0.0480552,0.0465227,0,0,0,0.00973979,0,0,0
9,0.0274523,0.0561988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266623,0,0.0259028,0.0498794,0,0,0.0132815,0,0,0.0398162,0.0552296,0.0292559,0.0285249,0.0588208,0.0365128,0.0571667,0.0748233,0.0541863,0.0223818,0.0565803,0.060119,0.0332239,0.0308813,0.0153452,0.0370663,0.0119916,0.0195767,0.0255437,0,0.0255437,0.0537836,0.0486121,0,0,0.009304,0,0,0.0335804,0.0752108,0.0144637,0.021495,0.0250642,0.0517919,0.0376895,0.0284947,0.0554644,0.063224,0.0392388,0.0274915,0.0310167,0.0168295,0.0361588,0.0178138,0.0509435,0.0178757,0.0480597,0.046579,0,0,0,0.00966981,0,0,0
10,0.0274047,0.0561796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027028,0,0.0255809,0.0494635,0,0,0.0132782,0,0,0.0398741,0.0552165,0.0287921,0.027888,0.0588423,0.0366541,0.0573679,0.0754162,0.054363,0.0224246,0.0566297,0.0604749,0.0332166,0.0310205,0.0151363,0.0370691,0.0120805,0.0195244,0.0253168,0,0.0255184,0.0540725,0.0485386,0,0,0.00926996,0,0,0.033816,0.0750386,0.0145205,0.021303,0.0250595,0.0517708,0.0377825,0.0284005,0.0555076,0.0632241,0.0391795,0.0274601,0.0310687,0.0168413,0.036132,0.0180481,0.0508006,0.0176385,0.0480127,0.0466481,0,0,0,0.00997197,0,0,0
11,0.0275384,0.0561512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271702,0,0.0252815,0.048873,0,0,0.0133187,0,0,0.0400523,0.0552948,0.0283646,0.0272656,0.0588521,0.036825,0.0573609,0.0760986,0.0545301,0.022527,0.0567556,0.0605777,0.0331528,0.031214,0.0151289,0.0370315,0.0123108,0.0194222,0.025082,0,0.0254815,0.0544672,0.0484768,0,0,0.0089517,0,0,0.0337851,0.0748086,0.0145858,0.0207801,0.0250613,0.0517181,0.0377391,0.0282822,0.0555482,0.0632084,0.0388959,0.0274368,0.0310618,0.0168086,0.0360766,0.0183055,0.0506049,0.017931,0.0479523,0.0466977,0,0,0,0.0097346,0,0,0
12,0.0278026,0.0561138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272916,0,0.0250186,0.0481203,0,0,0.0133928,0,0,0.0400797,0.0554894,0.0279471,0.0266775,0.0588346,0.0367073,0.0574809,0.0765023,0.0547033,0.0226308,0.0569225,0.0604715,0.0331804,0.0314096,0.0151595,0.0369908,0.012261,0.0194982,0.024838,0,0.0254568,0.0549003,0.0484339,0,0,0.00876344,0,0,0.0338728,0.0745399,0.0146237,0.0200927,0.0250228,0.0515885,0.0377314,0.0281492,0.0556056,0.0632083,0.0386546,0.0274154,0.0310263,0.0167685,0.0360268,0.0185557,0.0503242,0.0179567,0.0479371,0.0467118,0,0,0,0.00966648,0,0,0
13,0.0276186,0.0558698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246591,0,0.0249077,0.0450499,0,0,0.0137086,0,0,0.0398925,0.0569019,0.025202,0.0274583,0.0571659,0.0356917,0.056795,0.075026,0.0535184,0.0227371,0.0591329,0.0623043,0,0.0334871,0.0169052,0.0362486,0.0119458,0.0195829,0.0236618,0,0.0253715,0.0567264,0.0493455,0,0,0.00647497,0,0,0.0219745,0.0730744,0.0149356,0,0.0249581,0.0531142,0.0349062,0.0288471,0.0565731,0.0633883,0.0378099,0.0270135,0.0304879,0.016273,0.0355301,0.0199961,0.0496097,0.0182941,0.0482427,0.0462979,0,0,0,0,0,0,0
14,0.0278261,0.0559428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274271,0,0.0245501,0.0464272,0,0,0.0135695,0,0,0.0398015,0.0557191,0.0272753,0.0258063,0.0575016,0.0362333,0.057886,0.0768829,0.0550862,0.0225202,0.0569399,0.0605438,0.0329887,0.0315639,0.0151709,0.0363218,0.0118491,0.0196768,0.0239189,0,0.0253249,0.0576236,0.049239,0,0,0.0064358,0,0,0.0219421,0.0731292,0.0150426,0,0.0248584,0.0527297,0.0345186,0.0289249,0.0565525,0.0634797,0.0380083,0.0269691,0.0305107,0.0162647,0.0355103,0.0197394,0.049752,0.017679,0.0482736,0.0461421,0,0,0,0,0,0,0
15,0.0277723,0.0561794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274157,0,0.024427,0.046336,0,0,0.0132637,0,0,0.0397692,0.0558878,0.0270016,0.0255571,0.0570776,0.0368862,0.0579864,0.0770882,0.0551042,0.0224322,0.056823,0.0607172,0.0331107,0.0317409,0.015298,0.0368597,0.0119056,0.0196642,0.0239622,0,0.0253341,0.0579066,0.0486759,0,0,0.00901083,0,0,0.0339468,0.0730376,0.0150049,0,0.0248874,0.0525531,0.0389541,0.0288467,0.0565015,0.0634222,0.0380719,0.0270084,0.0305317,0.016295,0.0355509,0.0196982,0.0492756,0.0172182,0.0485238,0.0459621,0,0,0,0.0101381,0,0,0
16,0.0277323,0.0561139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269681,0,0.024266,0.0477768,0,0,0.0131018,0,0,0.0399334,0.0556483,0.0268587,0.0254108,0.0588812,0.0373539,0.0578935,0.077526,0.0550445,0.0219417,0.0565272,0.061028,0.0332735,0.0319227,0.0160677,0.0368157,0.0119123,0.0198585,0.0254252,0,0.0254793,0.0544655,0.04818,0,0,0.00887486,0,0,0.0339405,0.0747015,0.0145324,0.0237957,0.024989,0.0517703,0.0381834,0.027938,0.0552451,0.0630601,0.0392201,0.0275274,0.031131,0.0169126,0.0361771,0.017925,0.0496596,0.0168277,0.0476796,0.0470106,0,0,0,0.010448,0,0,0
17,0.0279002,0.0560661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270909,0,0.0241665,0.0477927,0,0,0.0130901,0,0,0.0398572,0.0557279,0.0268015,0.0252006,0.0589262,0.0372432,0.0576886,0.0777392,0.0551341,0.0219469,0.0568705,0.0611064,0.0331697,0.0319969,0.0162106,0.0366015,0.0119191,0.0198146,0.0256577,0,0.0254995,0.0544989,0.0481028,0,0,0.00875802,0,0,0.0340327,0.0747185,0.0145004,0.0246368,0.0250179,0.0516821,0.0381621,0.0278408,0.0551385,0.0629728,0.0393557,0.0275896,0.0310948,0.0169512,0.0362465,0.017678,0.0495483,0.0167689,0.0475754,0.047081,0,0,0,0.0104904,0,0,0
18,0.0279356,0.0560861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275902,0,0.0241076,0.0462206,0,0,0.0131039,0,0,0.0397407,0.0562346,0.02673,0.0249545,0.0569277,0.0370358,0.0574944,0.0776315,0.0553782,0.0224601,0.0569953,0.06086,0.0328125,0.0319903,0.0156789,0.0364994,0.011958,0.0196648,0.0243455,0,0.0253694,0.0585964,0.0484864,0,0,0.00887241,0,0,0.0343162,0.072823,0.0149968,0,0.0248538,0.0524494,0.0389169,0.0286981,0.0563174,0.0632487,0.0383942,0.0270765,0.0304042,0.0163365,0.035637,0.0192962,0.0489394,0.0169684,0.0483413,0.0460556,0,0,0,0.0101504,0,0,0
19,0.028317,0.0562025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271519,0,0.0227751,0.0511196,0,0,0.0128708,0,0,0.0398639,0.0537804,0.0296331,0.0213343,0.0595612,0.0380835,0.0578528,0.0801487,0,0.0220872,0.0544492,0.0575497,0.0298016,0.0311105,0.0170652,0.0369252,0.0120284,0.0197916,0.0266457,0,0.0252591,0.0565288,0.0478677,0,0,0.0085583,0,0,0.0344136,0.0750345,0.0149556,0.0254471,0.0245749,0.0510088,0.0369848,0.0281273,0.0550551,0.0632736,0.0400428,0.0273648,0.0310686,0.0169069,0.0361627,0.0167944,0.0502699,0.015655,0.0475724,0.0468121,0,0,0,0.0108837,0,0,0
20,0.0280187,0.0560718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263264,0,0.023964,0.047506,0,0,0.0129526,0,0,0.0400586,0.0561442,0.0267246,0.024878,0.0586536,0.0377375,0.0584114,0.07768,0.0552549,0.0218503,0.0571709,0.0607418,0.0328398,0.0321293,0.0169761,0.0365784,0.0121024,0.0198558,0.0262483,0,0.0254833,0.0547604,0.0478725,0,0,0.00853513,0,0,0.0345296,0.0747008,0.0144718,0.0253445,0.0250324,0.0514871,0.0378532,0.0276868,0.0549173,0.0628503,0.0391814,0.027658,0.030971,0.0169749,0.0363873,0.017057,0.0495686,0.0165326,0.0474966,0.0471312,0,0,0,0.010316,0,0,0
21,0.0278595,0.0559986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236415,0,0.0244082,0.044023,0,0,0.0130671,0,0,0.0400587,0.0580333,0.0244352,0.0261739,0.0561536,0.0367102,0.0576146,0.0760032,0.0538685,0.0224418,0.0588396,0.0625719,0,0.0339783,0.0185093,0.0363877,0.0120673,0.0197641,0.0246785,0,0.0253778,0.058072,0.0482598,0,0,0.00890595,0,0,0.0345997,0.0725402,0.014871,0,0.0250231,0.0526664,0.0391152,0.0284365,0.0561729,0.0630488,0.0378029,0.0272466,0.0302302,0.0163344,0.0358288,0.0188973,0.0487234,0.0171911,0.048172,0.0462985,0,0,0,0.0100082,0,0,0
22,0.0283156,0.0560692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235419,0,0.0229175,0.0474695,0,0,0.0128788,0,0,0.0402992,0.0560969,0.0273779,0.0222987,0.0567704,0.0371251,0.0569601,0.078688,0,0.0223918,0.0552937,0.0592662,0,0.033001,0.0194299,0.0365728,0.0123092,0.0197053,0.0253956,0,0.02525,0.0602558,0.047996,0,0,0.00848526,0,0,0.0344449,0.0727445,0.0151855,0,0.0246845,0.0519361,0.0378992,0.0286665,0.0561505,0.0632941,0.0385429,0.0271104,0.0302649,0.016303,0.0357632,0.0182216,0.0495157,0.0163772,0.0481986,0.0459537,0,0,0,0.0105915,0,0,0
23,0.0281758,0.0560677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254263,0,0.023889,0.0469821,0,0,0.0127922,0,0,0.0405562,0.0568592,0.026627,0.0245277,0.0581466,0.0380378,0.0575308,0.0782685,0.0551367,0.0219376,0.0561057,0.0609416,0.0329255,0.0322846,0.0178885,0.0365384,0.012402,0.0199367,0.0267779,0,0.0255333,0.0550403,0.0474825,0,0,0.00841993,0,0,0.0346329,0.0745249,0.0144655,0.0256573,0.0250022,0.0513101,0.0376329,0.0276433,0.0547802,0.06277,0.0391753,0.0277616,0.0308214,0.0169296,0.0365218,0.0166232,0.0496768,0.0158779,0.0474565,0.0470333,0,0,0,0.0107747,0,0,0
24,0.0281979,0.0561029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253192,0,0.0238823,0.0470761,0,0,0.0127854,0,0,0.0404712,0.0571134,0.0266745,0.0244749,0.0580101,0.038178,0.0575793,0.0783612,0.0550853,0.0219364,0.0568924,0.060998,0.0329032,0.032348,0.0180907,0.0365231,0.0123899,0.0199402,0.0270004,0,0.0255107,0.0554634,0.0473817,0,0,0.00847386,0,0,0.0349577,0.0743953,0.014475,0.0252592,0.0250606,0.0512662,0.0376137,0.0276242,0.0548237,0.0627495,0.038886,0.0277708,0.0307475,0.0168753,0.0365789,0.0164682,0.0497665,0.0157094,0.0475125,0.0469069,0,0,0,0.0109212,0,0,0
25,0.0282438,0.0561025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251914,0,0.0238455,0.0471034,0,0,0.0127226,0,0,0.0403545,0.0573761,0.0266858,0.0244798,0.0579198,0.0382669,0.0578748,0.0782107,0.0550744,0.0216692,0.0572176,0.0609939,0.0328526,0.0323763,0.0181335,0.0363976,0.0123245,0.0199802,0.0271517,0,0.0255007,0.0556185,0.0472404,0,0,0.00820534,0,0,0.0350708,0.0742958,0.0145032,0.0254148,0.0250521,0.0512208,0.037433,0.0276221,0.0548458,0.062746,0.0389182,0.0277677,0.0307166,0.0168566,0.0366013,0.0163674,0.049803,0.015827,0.0474758,0.046869,0,0,0,0.0109504,0,0,0
26,0.0282811,0.0560586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249923,0,0.0237851,0.0470476,0,0,0.0126632,0,0,0.0402876,0.0576882,0.0267053,0.0244924,0.0579137,0.0383094,0.0584344,0.078138,0.0550894,0.0210941,0.0572413,0.060967,0.032777,0.032379,0.0181783,0.0361964,0.0122088,0.0201023,0.0273453,0,0.0254585,0.0555658,0.0470749,0,0,0.00799322,0,0,0.035129,0.0742688,0.0145532,0.025988,0.0250396,0.0512002,0.0372702,0.0276198,0.0548184,0.0627443,0.0387953,0.0277778,0.0307005,0.0168471,0.0366538,0.0162172,0.0498421,0.015978,0.0474243,0.0468795,0,0,0,0.0108633,0,0,0
27,0.0287956,0.0560565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259387,0,0.022072,0.0489028,0,0,0.012634,0,0,0.0401177,0.0570322,0.0283388,0.0212321,0.0568051,0.0380168,0.0594704,0.0806991,0,0,0.0539154,0.0570044,0.0292694,0.0308909,0.0165991,0.036211,0.0120138,0.0201556,0.0259331,0,0.0249295,0.0631819,0.0471939,0,0,0.00777302,0,0,0.0351418,0.0719298,0.0158174,0,0.0243367,0.0510462,0.0367145,0.0286563,0.0564437,0.0635636,0.0381812,0.0268957,0.0300354,0.0160705,0.0357221,0.0179637,0.0502343,0.0157598,0.0483162,0.0454651,0,0,0,0.0109577,0,0,0
28,0.0283566,0.0559711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244882,0,0.0238561,0.0466308,0,0,0.0126963,0,0,0.0403235,0.0578147,0.0268019,0.0245262,0.0577828,0.0383717,0.0585158,0.0781151,0.0550197,0.0211985,0.0571643,0.0608649,0.0324909,0.0323532,0.0184957,0.0358396,0.0118189,0.0205699,0.0275953,0,0.0254391,0.0551641,0.0468069,0,0,0.00780783,0,0,0.0352303,0.0743261,0.0146911,0.0264173,0.0249692,0.0511542,0.0371075,0.0276995,0.0547838,0.0628042,0.0387675,0.0277514,0.0306302,0.0167767,0.036599,0.0160956,0.0498334,0.0160939,0.0474968,0.0467358,0,0,0,0.0107708,0,0,0
29,0.0284048,0.0559998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243453,0,0.0239403,0.0465579,0,0,0.012778,0,0,0.0402237,0.0573374,0.0269324,0.0245793,0.0578011,0.0388153,0.0579262,0.0780371,0.0549497,0.0217942,0.0568375,0.0609039,0.0324715,0.0323754,0.0186913,0.0357302,0.0117238,0.0206278,0.027825,0,0.0253851,0.0548606,0.046669,0,0,0.00773118,0,0,0.0350721,0.0742232,0.01479,0.0263701,0.0250322,0.0511819,0.0369528,0.0277173,0.0548645,0.0628438,0.0387412,0.027672,0.0306021,0.016724,0.036575,0.0159592,0.0499023,0.0161513,0.047543,0.0466481,0,0,0,0.010726,0,0,0
30,0.0284729,0.0559923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241768,0,0.0239712,0.0467838,0,0,0.0129042,0,0,0.040053,0.0571556,0.0269639,0.0246462,0.0578446,0.0392013,0.0575713,0.0779034,0.054905,0.0217888,0.0561096,0.0609201,0.0325366,0.0324538,0.0188011,0.03564,0.0116964,0.0206402,0.0278763,0,0.0253537,0.0547447,0.0465269,0,0,0.00765907,0,0,0.0348759,0.0741175,0.0148898,0.0263857,0.0250155,0.0512379,0.0368419,0.0277059,0.0549525,0.0628767,0.0386991,0.0275911,0.0305857,0.0166681,0.0365271,0.0159914,0.0499055,0.016259,0.0475772,0.0466013,0,0,0,0.0106513,0,0,0
31,0.0283939,0.0559206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222186,0,0.0239697,0.0429114,0,0,0.0129737,0,0,0.0400245,0.0597999,0.0226024,0.0266807,0.0556001,0.0387222,0.0572889,0.0760287,0.0531263,0,0.0582796,0.0627538,0,0.0342815,0.0185123,0.0353674,0.0118992,0.0205266,0.0254786,0,0.0250253,0.0593139,0.0468022,0,0,0.00808007,0,0,0.0352401,0.0712071,0.015784,0,0.0246392,0.0522785,0.0379023,0.0283824,0.0567355,0.0633515,0.0373751,0.0268694,0.0298697,0.0158726,0.0356328,0.0187214,0.0492273,0.01656,0.0483358,0.0456972,0,0,0,0.010466,0,0,0
32,0.0284124,0.0559579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213468,0,0.0245438,0.0453569,0,0,0.0129862,0,0,0.0401965,0.058465,0.0247045,0.0260494,0.0575291,0.0393466,0.0568167,0.0762574,0.0533453,0.0211537,0.0589963,0.0626754,0,0.0342619,0.0203356,0.0352999,0.0119886,0.0207352,0.0273574,0,0.025418,0.053966,0.0462738,0,0,0.00808044,0,0,0.0353011,0.0739585,0.014998,0.0265466,0.0249429,0.0518596,0.037227,0.0276005,0.0551367,0.0628623,0.0386297,0.0275652,0.0306237,0.0165652,0.036273,0.0166528,0.0496093,0.0160939,0.0476295,0.0467332,0,0,0,0.0107812,0,0,0
33,0.0286633,0.0560431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240449,0,0.0242044,0.0466807,0,0,0.0129967,0,0,0.0401009,0.0570567,0.0271674,0.0247289,0.0579828,0.0394986,0.0581397,0.0777329,0.0547475,0.0211421,0.0573089,0.0609398,0.0325165,0.0324315,0.0186072,0.0353847,0.0118537,0.0208575,0.0278709,0,0.025177,0.0542205,0.0461187,0,0,0.00795446,0,0,0.0350345,0.074055,0.0154337,0.0259123,0.0248197,0.0515246,0.0363985,0.0278968,0.0553707,0.063132,0.0388376,0.0273372,0.0306346,0.0164324,0.0359786,0.0163221,0.0500777,0.0159822,0.0477858,0.0465368,0,0,0,0.0107734,0,0,0
34,0.0287443,0.0560605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241086,0,0.0242715,0.0467898,0,0,0.0130973,0,0,0.0399885,0.056903,0.0272313,0.0248916,0.0579645,0.0398274,0.0582451,0.0775444,0.0547138,0.0212963,0.0569463,0.0608768,0.032599,0.03238,0.0184515,0.035193,0.0116222,0.0210309,0.0279237,0,0.0250677,0.0540641,0.045964,0,0,0.00780377,0,0,0.0349361,0.0740812,0.0156862,0.0253481,0.0247018,0.0516509,0.0362543,0.0280763,0.0556246,0.0632355,0.0389624,0.0271657,0.0305979,0.0163305,0.0358468,0.0164323,0.0500953,0.0160531,0.0478724,0.0465424,0,0,0,0.0106334,0,0,0
35,0.0287917,0.0561098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241611,0,0.0242944,0.047183,0,0,0.0132296,0,0,0.0400115,0.0567627,0.02723,0.0250745,0.0580207,0.0401059,0.0578233,0.0774289,0.0546556,0.021165,0.056376,0.06087,0.0326865,0.0323557,0.0182231,0.0349809,0.0116201,0.0210562,0.0279061,0,0.0249942,0.0538057,0.0457837,0,0,0.00783403,0,0,0.0350559,0.0741458,0.0159535,0.0254948,0.024539,0.051819,0.0361608,0.0282256,0.0558752,0.063319,0.0390261,0.027038,0.0305045,0.0162121,0.0356688,0.0165818,0.0501548,0.015791,0.0476519,0.046603,0,0,0,0.0105431,0,0,0
36,0.0289386,0.055928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024179,0,0.0243897,0.0475587,0,0,0.013459,0,0,0.0401419,0.0564843,0.0273121,0.0252159,0.058423,0.0398414,0.057278,0.0774509,0.0546048,0.0210272,0.0566383,0.0607355,0.0326266,0.0321412,0.0179023,0.0340246,0.0119343,0.0209919,0.0279219,0,0.0247899,0.0533355,0.045953,0,0,0.00687483,0,0,0.0224441,0.074233,0.0163243,0.0254256,0.0243915,0.0521872,0.0323627,0.0284516,0.0561381,0.0635592,0.0391259,0.0268227,0.0303482,0.0160544,0.0354034,0.0166675,0.050367,0.0157976,0.0468274,0.0468978,0,0,0,0,0,0,0
