Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x74,x75,x76,RWRA,,x77,LILC
441,0.0350576,0.0629684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337451,0,0.0243141,0.055204,0,0,0.0504794,0,0,0,0.0508582,0.0364484,0.0279831,0.0656415,0.0389926,0.0594241,0.0793494,0.044044,0,0.052462,0.0564665,0.0286238,0.029369,0.00935708,0.0701646,0.100137,0.138752,0,0,0.0211955,0.0485482,0.0399405,0,0,0.00991383,0,0,0.0263096,0.0689616,0.0258457,0.022501,0.0201552,0.0664969,0.033802,0.0368346,0.0646151,0.071132,0.0462314,0.0234849,0.028774,0.0149535,0.0327374,0.0192445,0.0493522,0.0147946,0.0520117,0.0473642,0,0,0,0,0,0,0.0338696
442,0.0351347,0.0626779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340864,0,0.0244414,0.0543834,0,0,0.0486525,0,0,0,0.0521574,0.0358964,0.0286858,0.0650251,0.0400615,0.0597546,0.0790586,0.0442863,0,0.0526708,0.056613,0.0288854,0.0296287,0.00883167,0.0690448,0.1028,0.137679,0,0,0.0215159,0.0496991,0.0396893,0,0,0.0108355,0,0,0.0332806,0.0677826,0.0255606,0.0221015,0.0201574,0.0646215,0.03455,0.0359951,0.0643818,0.0706696,0.0454425,0.0235568,0.0287898,0.0146896,0.0327824,0.0198973,0.0497095,0.00911313,0.0519155,0.0477496,0,0,0,0.016475,0,0,0.0337679
443,0.0347106,0.0644251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337841,0,0.0244058,0.0526011,0,0,0.0496853,0,0,0,0.0509321,0.0368382,0.0280534,0,0.0359227,0.059653,0.0795659,0.0437209,0,0.0518862,0.0558188,0.0281813,0.0291043,0.00961436,0.0704541,0.0970381,0.134848,0,0,0.0216371,0.0470295,0.0406913,0,0,0.0120786,0,0,0.0322291,0.0685964,0.0247203,0.019919,0.0210652,0.0705019,0.0318394,0.0355296,0.0634562,0.0696869,0.0450748,0.0243318,0.0288454,0.0148712,0.0333696,0.0192288,0.0521797,0.00837585,0.0508647,0.0482641,0,0,0,0.0139235,0,0,0.0380437
444,0.0345467,0.0625239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345338,0,0.024389,0.0543664,0,0,0.0476848,0,0,0,0.0523589,0.0355281,0.0288075,0.0644297,0.0393007,0.0592942,0.0787226,0.0445574,0,0.0527356,0.0565441,0.0289942,0.0296755,0.00851622,0.0686471,0.100926,0.136462,0,0,0.0214715,0.0493776,0.0403334,0,0,0.0109613,0,0,0.0322782,0.0671996,0.0254532,0.0217321,0.0203472,0.0639755,0.0337282,0.0356457,0.064169,0.0702072,0.0452554,0.0238918,0.0290155,0.014718,0.0329503,0.0201372,0.0495023,0.0115971,0.0514631,0.0476386,0,0,0,0.0126405,0,0,0.0338379
445,0.0346961,0.0622898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346723,0,0.024335,0.0544572,0,0,0.0471248,0,0,0,0.0524749,0.035385,0.0289769,0.0636375,0.0391504,0.0590844,0.0785371,0.0448245,0,0.052629,0.0563645,0.0289232,0.0295847,0.00847158,0.0683321,0.0999642,0.135939,0,0,0.0219274,0.049592,0.040594,0,0,0.0102554,0,0,0.0326419,0.0671531,0.0257321,0.0215523,0.0203138,0.0633891,0.0339764,0.0355788,0.0640446,0.0700766,0.0452668,0.0238451,0.0291224,0.0147502,0.0333638,0.0203618,0.0491315,0.0127348,0.0511367,0.0476619,0,0,0,0.0124974,0,0,0.0341573
446,0.0349668,0.0621528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348071,0,0.0242694,0.0543187,0,0,0.0465096,0,0,0,0.0525646,0.0353025,0.029086,0.0632831,0.0388622,0.0589307,0.0783825,0.0448638,0,0.0525472,0.0563013,0.0288494,0.0294916,0.00837182,0.067946,0.099024,0.135403,0,0,0.0224263,0.0497211,0.0409079,0,0,0.00940015,0,0,0.0329189,0.0670458,0.0259084,0.0215835,0.0203468,0.0627755,0.034071,0.03561,0.0639986,0.0700298,0.0453545,0.0237934,0.0291133,0.0148256,0.0335029,0.0204336,0.0488797,0.0135184,0.0508668,0.0476701,0,0,0,0.0119545,0,0,0.0343145
447,0.0351282,0.0619516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034928,0,0.0240295,0.0539855,0,0,0.045982,0,0,0,0.0527269,0.0351217,0.029133,0.06323,0.0383861,0.058693,0.0782356,0.0446612,0,0.0524977,0.0562362,0.0287607,0.0295066,0.00828523,0.06764,0.0980208,0.134914,0,0,0.0227362,0.0500686,0.0411394,0,0,0.00877322,0,0,0.0328562,0.0668204,0.0255888,0.0217326,0.0204254,0.0622077,0.0342392,0.0357451,0.0640014,0.0700521,0.045476,0.0236353,0.0289914,0.0147686,0.0331814,0.0202765,0.0486481,0.0141274,0.0505245,0.0479144,0,0,0,0.0114764,0,0,0.0335227
448,0.0349776,0.0617644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035144,0,0.0238914,0.0537888,0,0,0.0453659,0,0,0,0.0528628,0.0348448,0.0291041,0.0630742,0.0379417,0.0586129,0.0781811,0.0444211,0,0.0523851,0.0561384,0.0286346,0.0294339,0.00821488,0.0673177,0.0970678,0.134462,0,0,0.0227649,0.0503811,0.0413221,0,0,0.00832988,0,0,0.0328799,0.0665003,0.0240337,0.0218385,0.0204033,0.062051,0.0344551,0.0360285,0.0640597,0.0702169,0.0456505,0.0233796,0.0288622,0.0146874,0.0326534,0.0198901,0.0483525,0.0145025,0.0502156,0.0481342,0,0,0,0.0111602,0,0,0.0331208
449,0.0348811,0.0616162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353345,0,0.0237617,0.0536086,0,0,0.0447302,0,0,0,0.0530995,0.0345263,0.0290812,0.0629,0.0375901,0.0586005,0.078172,0.0444009,0,0.0523034,0.0560741,0.0285875,0.0293754,0.00816322,0.0669981,0.0960856,0.134037,0,0,0.0227763,0.050697,0.0413903,0,0,0.0081416,0,0,0.0330982,0.0661161,0.0219904,0.0219294,0.0203735,0.0618474,0.0348291,0.0364152,0.064086,0.0703936,0.0457406,0.0231155,0.0287328,0.0145735,0.0321258,0.0193476,0.0480007,0.0149053,0.0498981,0.0480712,0,0,0,0.0109072,0,0,0.0331399
450,0.0347818,0.0614904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355935,0,0.0235704,0.0534414,0,0,0.0441012,0,0,0,0.0533296,0.0342947,0.0290724,0.0627808,0.0372007,0.0586476,0.078143,0.0443457,0,0.052247,0.0560408,0.0285521,0.0293382,0.00798241,0.066528,0.095112,0.133668,0,0,0.0227397,0.0509784,0.0415213,0,0,0.00796491,0,0,0.0334287,0.0656539,0.0200229,0.0221678,0.0202629,0.0616709,0.0351582,0.0367614,0.0641484,0.0706123,0.0458202,0.0229888,0.0286424,0.0145296,0.0317761,0.0188179,0.0477218,0.0153123,0.0497026,0.0480466,0,0,0,0.0106074,0,0,0.0332014
451,0.0346039,0.0613247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358699,0,0.0232859,0.0532594,0,0,0.0435568,0,0,0,0.0534677,0.0340833,0.0288997,0.0627552,0.0367543,0.0587928,0.0781299,0.0442836,0,0.0522615,0.0560372,0.028692,0.0294788,0.00772208,0.0660174,0.0941725,0.133325,0,0,0.0225886,0.0513227,0.0417597,0,0,0.00788131,0,0,0.0335461,0.0650699,0.0184266,0.0225675,0.020278,0.0615798,0.0355594,0.0368535,0.0641916,0.0707989,0.0459629,0.0229831,0.0286586,0.0145497,0.0316525,0.0185541,0.0473744,0.0157051,0.0494733,0.0481969,0,0,0,0.0103204,0,0,0.0330677
452,0.0344134,0.0612408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361411,0,0.022945,0.0531682,0,0,0.0431789,0,0,0,0.0535687,0.0338757,0.0285921,0.0627602,0.0362036,0.0590162,0.0781399,0.0443593,0,0.0522456,0.0559816,0.0287416,0.0295142,0.00762337,0.0656329,0.0931323,0.132956,0,0,0.022227,0.0518087,0.0420555,0,0,0.00791622,0,0,0.0336077,0.0643194,0.0173484,0.0232382,0.020412,0.061669,0.0359806,0.0365552,0.0641172,0.0708302,0.046115,0.0231542,0.0288161,0.0147426,0.0317066,0.018376,0.0469501,0.0160629,0.0492541,0.0483836,0,0,0,0.0100711,0,0,0.0327679
453,0.0338697,0.0611289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373448,0,0.0231113,0.0521115,0,0,0.0400252,0,0,0,0.054989,0.0331747,0.0293763,0.0627961,0.0367561,0.0600496,0.0781439,0.0445979,0,0.052229,0.0558016,0.0287304,0.0293386,0.0062874,0.0629078,0.100042,0.131401,0,0,0.0223058,0.0537061,0.0425093,0,0,0.00822071,0,0,0.0332519,0.0627294,0.0164667,0.0233935,0.0210375,0.0603915,0.035931,0.0349804,0.0635214,0.0701127,0.0451194,0.0238716,0.028938,0.0150942,0.0322531,0.0194288,0.0469362,0.0161668,0.0490976,0.0487471,0,0,0,0.0109382,0,0,0.0331457
454,0.0337059,0.0611593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037551,0,0.022953,0.0522197,0,0,0.0397613,0,0,0,0.0550733,0.0329622,0.0292624,0.0626933,0.0361188,0.0601549,0.0781739,0.0446446,0,0.052065,0.0556444,0.028606,0.0291947,0.00640562,0.0624687,0.0990146,0.130875,0,0,0.0226986,0.0543297,0.042936,0,0,0.00842166,0,0,0.0332975,0.0620485,0.0164122,0.0237489,0.0216798,0.0605928,0.0364533,0.0343015,0.0628717,0.0696295,0.0449334,0.0243313,0.0292203,0.0155451,0.0326049,0.019712,0.0467289,0.0164394,0.0488941,0.0489449,0,0,0,0.0106366,0,0,0.0333509
455,0.0338123,0.0612527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367963,0,0.0224554,0.0532987,0,0,0.0421798,0,0,0,0.053832,0.0332582,0.0282544,0.0625537,0.034375,0.0589849,0.0781591,0.044603,0,0.0518165,0.055556,0.0284611,0.0289623,0.00791869,0.0642559,0.0906322,0.131368,0,0,0.0230935,0.0537159,0.0432829,0,0,0.00833588,0,0,0.033838,0.0624336,0.0168707,0.024318,0.02201,0.0620961,0.0374455,0.0347455,0.0624264,0.0694666,0.0455832,0.0243707,0.029525,0.01588,0.0326464,0.0189306,0.0462703,0.0168427,0.0486601,0.0489751,0,0,0,0.00931883,0,0,0.0330303
456,0.0335689,0.0610132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037084,0,0.0221412,0.0530786,0,0,0.0419852,0,0,0,0.0542036,0.0327838,0.0281042,0.0627347,0.0336209,0.0587381,0.0782276,0.0444972,0,0.0518072,0.0555758,0.0285612,0.0289453,0.00775711,0.0639015,0.0898613,0.130688,0,0,0.0234712,0.0542616,0.0436947,0,0,0.00849706,0,0,0.0337458,0.0624929,0.0172335,0.0239962,0.0225133,0.0618631,0.0379042,0.0345591,0.0618588,0.0688284,0.045343,0.0244619,0.0294394,0.0159629,0.0326742,0.0189466,0.0460849,0.0169717,0.0483795,0.0488528,0,0,0,0.009218,0,0,0.032728
457,0.0330673,0.0605749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385132,0,0.0220281,0.0517991,0,0,0.0393412,0,0,0,0.0558085,0.0314977,0.0286856,0.0631906,0.0336942,0.0595482,0.0784296,0.0442365,0,0.0519372,0.0556385,0.0287763,0.0290813,0.00598349,0.0614566,0.096028,0.128869,0,0,0.0236593,0.0557786,0.0440329,0,0,0.00880087,0,0,0.0331847,0.0622251,0.0174937,0.0229919,0.0232957,0.0600162,0.0378633,0.033754,0.0612445,0.0678935,0.044307,0.0246993,0.0290939,0.0159571,0.0326773,0.0199455,0.0462107,0.016763,0.0481009,0.0482101,0,0,0,0.0103076,0,0,0.0326209
458,0.0331871,0.0604307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037795,0,0.0212833,0.0525115,0,0,0.0415709,0,0,0,0.0546721,0.0315264,0.0276178,0.0633047,0.0317507,0.0588318,0.0786962,0.0441305,0,0.0519984,0.0558192,0.0288957,0.029099,0.0072968,0.0630842,0.0883581,0.129381,0,0,0.0235662,0.0548388,0.044156,0,0,0.00885562,0,0,0.0336662,0.0634986,0.0179422,0.0229094,0.0232581,0.0605496,0.038577,0.0346303,0.0614628,0.0680614,0.0449147,0.0242683,0.029068,0.0159306,0.0323047,0.0191067,0.0457449,0.0169858,0.0478385,0.0476106,0,0,0,0.00931257,0,0,0.0321466
459,0.0329557,0.0603447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380672,0,0.0209416,0.0522979,0,0,0.0412125,0,0,0,0.0544303,0.0309272,0.0272986,0.0635345,0.0310375,0.0588931,0.079064,0.0438221,0,0.0520831,0.0559259,0.0290685,0.0291403,0.00721016,0.0625999,0.0875634,0.12884,0,0,0.0234486,0.0548382,0.044327,0,0,0.00897314,0,0,0.0335164,0.0644584,0.0182614,0.0223913,0.0232901,0.0596856,0.0387685,0.0347091,0.061667,0.0679178,0.0443945,0.0239807,0.028976,0.015852,0.032027,0.0195539,0.0454728,0.0170909,0.0477723,0.047995,0,0,0,0.00914542,0,0,0.0319646
460,0.0325624,0.0601442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393075,0,0.0208019,0.0511603,0,0,0.0386325,0,0,0,0.0552476,0.0294911,0.0276751,0.0640479,0.0315999,0.0597318,0.0795072,0.0434807,0,0.0522689,0.0559447,0.0292953,0.0293217,0.00565641,0.0602911,0.0929232,0.12732,0,0,0.0235165,0.0557183,0.0445474,0,0,0.00911696,0,0,0.0327408,0.0649999,0.0185312,0.0213136,0.0235397,0.0575637,0.0385629,0.0340298,0.0616805,0.0673917,0.0430905,0.0238839,0.0287959,0.0156973,0.031752,0.021331,0.0454024,0.0171015,0.0476589,0.0484825,0,0,0,0.00989589,0,0,0.0320711
461,0.0327252,0.060166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384729,0,0.020182,0.0519728,0,0,0.0403579,0,0,0,0.0535752,0.0296617,0.0264913,0.0642318,0.0302864,0.0590238,0.0798776,0.0433609,0,0.0523512,0.0560853,0.0293773,0.0293414,0.00710786,0.061769,0.0859787,0.128104,0,0,0.0234742,0.0543204,0.0447176,0,0,0.00923191,0,0,0.0332207,0.0660434,0.0186246,0.0214939,0.0229829,0.058227,0.039076,0.0349983,0.0624047,0.0677979,0.0434922,0.023585,0.0288918,0.0156694,0.0313094,0.021368,0.0449293,0.0174862,0.0475087,0.0484084,0,0,0,0.00879846,0,0,0.031688
462,0.0326051,0.060077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384979,0,0.0197976,0.0517426,0,0,0.039848,0,0,0,0.0531241,0.028916,0.0260847,0.0644666,0.0296135,0.0591543,0.0803969,0.0431293,0,0.0523183,0.056077,0.029456,0.0294085,0.00721542,0.0614416,0.0852849,0.127918,0,0,0.0236379,0.0540612,0.0447706,0,0,0.00946952,0,0,0.0333585,0.0661058,0.0187848,0.0214855,0.0227919,0.0581039,0.039124,0.0350359,0.0627876,0.0678206,0.0430315,0.0236252,0.0288081,0.0154908,0.0313211,0.0223741,0.044781,0.0176933,0.0474187,0.0484344,0,0,0,0.00871215,0,0,0.03147
463,0.0324688,0.0602192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396391,0,0.0191103,0.0518872,0,0,0.0374869,0,0,0,0.0530413,0.0288399,0.0259368,0.066108,0.0300342,0.061206,0.0827906,0.0426743,0,0.0505586,0.0540027,0.0278074,0.0285152,0.00629581,0.0597844,0.0904736,0.126511,0,0,0.0242266,0.0557509,0.0444932,0,0,0.00919868,0,0,0.0326882,0.0660403,0.0185546,0.0203663,0.0239653,0.0568692,0.0374884,0.0336874,0.0621637,0.0666741,0.04121,0.024375,0.0284469,0.0152474,0.0318014,0.0240129,0.0458062,0.0168077,0.0473215,0.0487653,0,0,0,0.00996028,0,0,0
464,0,0.0580682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039652,0,0.0191325,0.0503015,0,0,0.0372204,0,0,0,0.0537392,0.0269729,0.0258001,0.0641393,0.0308098,0.0608346,0.0821951,0.0441669,0,0.0519453,0.0557214,0.0292118,0.0292769,0.00608179,0.0609403,0.0898004,0.125,0,0,0.0240608,0.0550824,0.0419336,0,0,0.011179,0,0,0.0334414,0.0649777,0.0192176,0.0211042,0.0231362,0.056894,0.041971,0.0341692,0.0627562,0.0672781,0.0414474,0.0239007,0.0282345,0.0150481,0.0311869,0.0254047,0.0435982,0.0178116,0.0460106,0.0506843,0,0,0,0.0093147,0,0,0.031309
465,0,0.057836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390736,0,0.0182418,0.0506482,0,0,0.0388819,0,0,0,0.0525777,0.0272396,0.0241184,0.0639411,0.0295726,0.0604006,0.0829516,0.044939,0,0.0518943,0.0559152,0.0291103,0.0292475,0.00739538,0.0625243,0.0836277,0.125968,0,0,0.0240874,0.0539517,0.0418515,0,0,0.0110792,0,0,0.0338887,0.0651192,0.0190738,0.0215798,0.0227301,0.0579489,0.0425002,0.0348095,0.063064,0.0674503,0.0419148,0.0237506,0.028295,0.01506,0.0310568,0.02477,0.0431095,0.0183186,0.0457771,0.0506856,0,0,0,0.00861347,0,0,0.0305119
466,0,0.0574624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381316,0,0.0177295,0.0483147,0,0,0.0383812,0,0,0,0.0539128,0.0284623,0.0200442,0.0638272,0.0294076,0.0574915,0.0822826,0,0,0.0534775,0.0573034,0.0299139,0.0312594,0.0105883,0.0620251,0.0832709,0.126259,0,0,0.0238504,0.0539233,0.0418464,0,0,0.011422,0,0,0.0341807,0.0649638,0.0188542,0.0219513,0.0227506,0.0586142,0.043356,0.0341448,0.0628204,0.0671282,0.041748,0.0239786,0.028243,0.0152324,0.031259,0.0255909,0.0425834,0.0187096,0.0455623,0.0510022,0,0,0,0.00825447,0,0,0.0285303
467,0,0.0570016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379559,0,0.0175152,0.0472575,0,0,0.0383247,0,0,0,0.0532406,0.028355,0.0187879,0.0643252,0.0291034,0.057539,0.0829212,0,0.0213538,0.0539003,0.0578085,0.0300725,0.0315993,0.011571,0.0619842,0.0829914,0.126222,0,0,0.0244673,0.0528012,0.0416861,0,0,0.0119861,0,0,0.0338554,0.0653566,0.0194182,0.0217102,0.0232361,0.0589321,0.0439072,0.0339607,0.0627308,0.0668162,0.0414222,0.0239178,0.0283293,0.015057,0.0310715,0.0255751,0.0422161,0.0191237,0.0455073,0.0510573,0,0,0,0.00826591,0,0,0.0274749
468,0,0.0566558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038443,0,0.0174054,0.0452678,0,0,0.035948,0,0,0,0.0542187,0.0276617,0.0180825,0.0651359,0.0298824,0.0586505,0.0839273,0,0.0230247,0.0536956,0.0575289,0.029663,0.0314917,0.0110831,0.0600734,0.0885619,0.125139,0,0,0.0246782,0.0538929,0.0416052,0,0,0.0122193,0,0,0.0334459,0.0649562,0.0202944,0.0212116,0.0238246,0.0579271,0.0437926,0.033367,0.0625277,0.0664446,0.040613,0.0240372,0.0281373,0.0149264,0.0310795,0.0273905,0.042328,0.0189804,0.0456783,0.0511969,0,0,0,0.008862,0,0,0.027459
469,0,0.0564373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379049,0,0.0170344,0.0441088,0,0,0.0356479,0,0,0,0.0543561,0.0279424,0.0170673,0.0658228,0.029713,0.0593338,0.0848635,0,0.0228868,0.0533773,0.0572195,0.0292454,0.0313267,0.0122625,0.05994,0.0885803,0.125087,0,0,0.0248052,0.0542097,0.0417203,0,0,0.0125482,0,0,0.0335781,0.0648183,0.0209571,0.0213051,0.0239012,0.0577093,0.0440953,0.0337986,0.0627355,0.0664166,0.0406207,0.0239669,0.0281024,0.0147851,0.0311619,0.0280242,0.0420979,0.0191714,0.0458386,0.0511717,0,0,0,0.00886841,0,0,0.0271259
470,0,0.056346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363995,0,0.0166525,0.0440242,0,0,0.0375967,0,0,0,0.0534193,0.029115,0.0159298,0.066352,0.0284169,0.0594626,0.085734,0,0.0218887,0.0528908,0.0569333,0.0287643,0.0310904,0.0148656,0.0615885,0.0828985,0.126155,0,0,0.0248044,0.0534832,0.0419166,0,0,0.0128441,0,0,0.0342083,0.0651154,0.0209781,0.0216376,0.0235285,0.0586672,0.0447899,0.0345832,0.063203,0.0666399,0.0414993,0.0238276,0.0281767,0.0146985,0.0311782,0.0270592,0.041589,0.0196833,0.0458914,0.0508766,0,0,0,0.00809632,0,0,0.0264288
471,0,0.0561662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357472,0,0.0167913,0.0419654,0,0,0.0351785,0,0,0,0.0546892,0.0292758,0.0152882,0.0670613,0.0290807,0.0609955,0.0868803,0,0.0227399,0.0521269,0.0563676,0.0280351,0.03068,0.0157986,0.0597081,0.0888269,0.124954,0,0,0.02499,0.0546125,0.0420069,0,0,0.0133351,0,0,0.0336482,0.064651,0.0219408,0.0210748,0.0240523,0.0574534,0.0448006,0.0334519,0.0629566,0.0661464,0.0407249,0.0240552,0.0277882,0.0144001,0.0307885,0.0288206,0.0414963,0.0196143,0.0460424,0.0508632,0,0,0,0.00876379,0,0,0.026639
472,0.0309749,0.0580877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338632,0,0.0166279,0.041922,0,0,0.0369336,0,0,0,0.053734,0.0304985,0.0146889,0.0674723,0.0269507,0.0611028,0.0877226,0,0.0218402,0.0517305,0.0561003,0.0274736,0.0304649,0.0188384,0.0597525,0.0831372,0.127538,0,0,0.0249218,0.053669,0.0445606,0,0,0.0120394,0,0,0.0335896,0.065014,0.0217877,0.0215791,0.0236732,0.0590213,0.0424623,0.0344133,0.063377,0.0663063,0.0415935,0.0240124,0.0279224,0.0143379,0.0306642,0.0277255,0.0423624,0.0196168,0.0473714,0.0487127,0,0,0,0.00798893,0,0,0.0257352
473,0,0.056137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323755,0,0.016804,0.0411768,0,0,0.0375266,0,0,0,0.0541103,0.0317651,0.0141692,0.0677493,0.0271775,0.0621436,0.0889042,0,0.0222934,0.0509925,0.0554208,0.0266898,0.0300738,0.0215531,0.0614186,0.0832415,0.126129,0,0,0.0250081,0.0541285,0.0424021,0,0,0.0142093,0,0,0.034144,0.0649587,0.0220692,0.0213879,0.0238807,0.0584386,0.0460049,0.0344637,0.0634152,0.0660815,0.0415177,0.0241286,0.0277089,0.0141566,0.0306934,0.0280865,0.0406911,0.0202583,0.0459623,0.0503581,0,0,0,0.00769997,0,0,0.0259093
474,0,0.0559231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311208,0,0.0172434,0.0393442,0,0,0.0351331,0,0,0,0.0555523,0.0328696,0.0138594,0.0681225,0.02793,0.0638243,0.090099,0,0.0233274,0.0503938,0.0548125,0.0260817,0.0296467,0.023791,0.0596276,0.0896744,0.124803,0,0,0.0252493,0.0554201,0.0424306,0,0,0.0146764,0,0,0.0334654,0.0645194,0.0231359,0.021136,0.0244532,0.0571228,0.0462894,0.0336942,0.063136,0.0656828,0.0406323,0.0242713,0.0273155,0.0139096,0.0305665,0.0300058,0.0406256,0.0201206,0.0459629,0.0503785,0,0,0,0.00883446,0,0,0.0264337
475,0,0.0559138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291555,0,0.017235,0.03968,0,0,0.0379258,0,0,0,0.0546156,0.0341305,0.0140662,0.0683148,0.0266243,0.0645378,0.091123,0,0.0224504,0.0502034,0.0546304,0.0257217,0.0295163,0.0269989,0.0616013,0.083714,0.126102,0,0,0.0252203,0.0547756,0.0426215,0,0,0.0148105,0,0,0.0341361,0.0647768,0.0227745,0.0215366,0.0241152,0.058405,0.0469169,0.034265,0.0634146,0.065878,0.041377,0.0241843,0.0275898,0.0139875,0.0306228,0.0288124,0.0402457,0.0204511,0.0458169,0.0501384,0,0,0,0.00813683,0,0,0.0258656
476,0,0.0558451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271212,0,0.017693,0.0389508,0,0,0.0382488,0,0,0,0.0547893,0.0353133,0.0144067,0.068572,0.0263549,0.0656512,0.0921409,0,0.0222966,0.0499971,0.0544243,0.0253382,0.0294268,0.0298364,0.0618497,0.0839454,0.126097,0,0,0.0252756,0.0551861,0.0427219,0,0,0.0151051,0,0,0.0342366,0.0644342,0.0229404,0.0216063,0.0242563,0.0580419,0.0472047,0.0340401,0.0634664,0.0657392,0.0413116,0.0242358,0.0277836,0.014029,0.0306482,0.0290474,0.0401014,0.020517,0.0457718,0.0499981,0,0,0,0.00827779,0,0,0.0259656
477,0,0.055809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249719,0,0.0182325,0.0382611,0,0,0.0385931,0,0,0,0.0550095,0.0365597,0.0149815,0.0687371,0.0260904,0.0666419,0.0930418,0,0.0221904,0.0497784,0.054282,0.0249689,0.0294794,0.0327676,0.0621588,0.0842224,0.126126,0,0,0.0253903,0.0557823,0.0428226,0,0,0.0153761,0,0,0.0342495,0.0641756,0.0232166,0.0214185,0.0244012,0.0577926,0.0474953,0.03388,0.0634486,0.0656293,0.0412253,0.0242592,0.0279542,0.0141586,0.0306183,0.0293685,0.0399817,0.0204548,0.0457292,0.0498755,0,0,0,0.00847165,0,0,0.0261607
478,0,0.0558135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230848,0,0.0188765,0.0376592,0,0,0.0389967,0,0,0,0.0553477,0.038145,0.0157088,0.0689349,0.0258937,0.0674924,0.0938218,0,0.0220598,0.0496988,0.054118,0.0248011,0.0296896,0.0357346,0.0624313,0.084531,0.126092,0,0,0.025585,0.0564693,0.0428947,0,0,0.0155763,0,0,0.0340946,0.0640263,0.0235423,0.0212758,0.0244662,0.0577471,0.0476943,0.0335884,0.0633916,0.0655756,0.0412576,0.0242115,0.0279852,0.0145571,0.0304365,0.0296071,0.0398936,0.0202093,0.0456823,0.0499008,0,0,0,0.0087725,0,0,0.0263061
479,0,0.0558662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215278,0,0.0199991,0.0374439,0,0,0.0393364,0,0,0,0.0554138,0.0401842,0.0167984,0.0690768,0.0254796,0.0678905,0.0945827,0,0.0214975,0.0498577,0.0540755,0.024962,0.0301341,0.038262,0.0625341,0.0848311,0.12606,0,0,0.0253285,0.0567768,0.0432983,0,0,0.0153964,0,0,0.0341378,0.0641149,0.0233748,0.0212437,0.0244461,0.0577695,0.0478813,0.0336243,0.0632181,0.0655629,0.0417081,0.0244383,0.0277257,0.0147745,0.0306099,0.0300835,0.0400822,0.0199849,0.0456287,0.0499446,0,0,0,0.00879976,0,0,0.0262501
