Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,x80,LILC
536,0.0322213,0.0542834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405063,0,0.00631116,0.0466235,0,0,0.0133308,0,0,0.0403408,0.0525537,0.0347296,0.0252805,0.0619216,0.0478718,0.0630059,0,0.0644479,0.0130183,0.051266,0.0551789,0.0250866,0.0313524,0.0131643,0.0360147,0.0111021,0.0228209,0.0139072,0,0.0251071,0.0476245,0.0413654,0,0,0.0104508,0,0,0.0330623,0.0726564,0.0157969,0.0194733,0.0275636,0.0548145,0.0403805,0.0288909,0.0559306,0.058714,0.0376214,0.0281407,0.0266617,0.0153124,0.0356095,0.0290038,0.0434669,0.0076242,0.0179314,0.0480563,0.0507602,0,0,0,0,0,0.0224905
537,0,0.0527682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390823,0,0.00629247,0.045895,0,0,0.0126649,0,0,0.0396949,0.0529186,0.0350159,0.0253323,0.0622149,0.0475737,0.0639606,0,0.0651075,0.0133845,0.0508694,0.0547126,0.0245515,0.0312013,0.0154896,0.0375589,0.0116754,0.0216364,0.013627,0,0.0252694,0.0479084,0.0384278,0,0,0.0124753,0,0,0.0339983,0.0725188,0.0158946,0.0192081,0.0277567,0.0540786,0.0426189,0.0290318,0.0558599,0.0584946,0.0375044,0.0285206,0.0265699,0.0153088,0.0354073,0.0292887,0.0413001,0.00754255,0.0189212,0.0470736,0.0528825,0,0,0,0,0,0.0226396
538,0,0.0525977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375878,0,0.00642559,0.0450967,0,0,0.0126567,0,0,0.0399033,0.0532246,0.0353048,0.0255067,0.0624256,0.0473741,0.0646262,0,0.0655769,0.0136522,0.050538,0.0543874,0.0241081,0.031178,0.018066,0.0373442,0.0116368,0.0217623,0.0133368,0,0.0255152,0.0481748,0.0385905,0,0,0.0124069,0,0,0.0342338,0.0723693,0.0161707,0.0192524,0.0279065,0.0539383,0.0421855,0.0292412,0.0558878,0.0583967,0.037433,0.0284833,0.0264575,0.0152206,0.0358208,0.0296295,0.0412574,0.00753108,0.0193081,0.0468795,0.0532588,0,0,0,0,0,0.0226048
539,0,0.0524246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036214,0,0.0069124,0.0443536,0,0,0.0126116,0,0,0.0400545,0.0530107,0.0357896,0.0257773,0.0627099,0.0471817,0.0652142,0,0.0660035,0.0139002,0.0503062,0.0540615,0.0240718,0.0313007,0.0204572,0.0371484,0.0116088,0.0218895,0.0129898,0,0.0257256,0.0484368,0.0388538,0,0,0.0124676,0,0,0.034467,0.0722136,0.0166008,0.0193153,0.0279835,0.0540133,0.0417406,0.0294836,0.0559109,0.0583788,0.0373981,0.0282732,0.0264178,0.0151418,0.0369551,0.0300551,0.0412298,0.00764133,0.0196963,0.0466798,0.0535175,0,0,0,0,0,0.0226341
540,0,0.0522712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349567,0,0.00764281,0.0437015,0,0,0.0125411,0,0,0.0401303,0.0521872,0.0363704,0.0260937,0.063184,0.0467931,0.0658844,0,0.0663345,0.0141611,0.0503474,0.0538615,0.0242556,0.0315941,0.0222066,0.036944,0.0115576,0.0220087,0.0124779,0,0.0258045,0.0486468,0.0390856,0,0,0.0125312,0,0,0.0347229,0.0721418,0.0168147,0.019151,0.0280086,0.0542618,0.0413179,0.0296681,0.055843,0.0582487,0.0374552,0.0282792,0.026438,0.0151284,0.0368693,0.0306532,0.0412068,0.00759563,0.0202857,0.0464939,0.0537337,0,0,0,0,0,0.0226702
541,0,0.0520306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338718,0,0.00845189,0.0432292,0,0,0.0118012,0,0,0.0403857,0.0518963,0.0369469,0.0262299,0.0637473,0.046114,0.066468,0,0.066598,0.0144917,0.0505478,0.0538438,0.0245519,0.032096,0.0235712,0.0369242,0.0107398,0.0228961,0.0119165,0,0.0258535,0.0489537,0.0393336,0,0,0.0123073,0,0,0.0351893,0.0721084,0.0169962,0.0190608,0.0279928,0.0544023,0.0407225,0.0296277,0.0558214,0.0581633,0.0374619,0.0283872,0.0264073,0.0150586,0.0364899,0.03131,0.0413032,0.00696565,0.0217013,0.0462374,0.0538342,0,0,0,0,0,0.0229213
542,0,0.0519692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331585,0,0.00909805,0.0429054,0,0,0.0117856,0,0,0.0405083,0.0519737,0.0374224,0.0262926,0.0642309,0.0457643,0.066831,0,0.0667497,0.0145436,0.0510496,0.0540085,0.0249925,0.032705,0.0248512,0.0367528,0.0107445,0.0229135,0.0114333,0,0.0259853,0.0493638,0.0394901,0,0,0.0124293,0,0,0.0352976,0.0719466,0.0172372,0.0189614,0.027992,0.0545107,0.0402356,0.0293996,0.055904,0.0581742,0.0374332,0.0283967,0.0263305,0.0152087,0.0362159,0.0317999,0.0412776,0.00710184,0.0222425,0.0461829,0.0540058,0,0,0,0,0,0.0232782
543,0,0.0519756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328199,0,0.00965562,0.0426392,0,0,0.0117673,0,0,0.0406045,0.0522351,0.0377271,0.0263672,0.0644706,0.045388,0.0668597,0,0.0667923,0.0145554,0.0516326,0.0542756,0.02549,0.033398,0.0258681,0.0365671,0.0108259,0.0228558,0.0110232,0,0.0262224,0.0497953,0.0396418,0,0,0.0125395,0,0,0.0355436,0.0717037,0.0174489,0.0189719,0.0279919,0.0544062,0.0397178,0.0294894,0.0560072,0.0582086,0.0376466,0.0284166,0.0262043,0.0152378,0.0359294,0.0322669,0.0412497,0.00724887,0.0226963,0.046169,0.0544444,0,0,0,0,0,0.0237464
544,0,0.0520336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326828,0,0.0100848,0.0424487,0,0,0.0117175,0,0,0.0406914,0.0525494,0.037862,0.0265218,0.0647487,0.0450043,0.0664589,0,0.0666616,0.0145777,0.0521352,0.0545064,0.0258805,0.0340686,0.0263704,0.0363252,0.0109397,0.0227446,0.0108356,0,0.026305,0.0501573,0.0398565,0,0,0.0125654,0,0,0.0357044,0.0714619,0.0176752,0.0188504,0.0280305,0.0542468,0.039194,0.0293713,0.0561068,0.0581579,0.0377676,0.0285133,0.0260962,0.0151704,0.0357769,0.0325354,0.0412258,0.0074347,0.0230268,0.0461959,0.0545273,0,0,0,0,0,0.0242177
545,0,0.0520446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325571,0,0.0102713,0.0422943,0,0,0.0116693,0,0,0.0407079,0.0528988,0.0378329,0.0266797,0.0650413,0.0446541,0.0662811,0,0.0664998,0.0145388,0.0523996,0.0546525,0.0260528,0.034461,0.0263133,0.0360544,0.0110753,0.0225408,0.0108053,0,0.026373,0.0504907,0.0398701,0,0,0.0125612,0,0,0.0357886,0.0713018,0.0179818,0.0185448,0.0281394,0.0538214,0.0389588,0.0297094,0.0560858,0.0580992,0.0377885,0.0285683,0.0259889,0.0151041,0.0357184,0.0326439,0.0411384,0.00788966,0.0229718,0.0461488,0.0544265,0,0,0,0,0,0.0245467
546,0,0.0489647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325356,0,0.0100476,0.0410297,0,0,0.011224,0,0,0.0406139,0.054115,0.0376499,0.0270896,0.065377,0.0455651,0.065754,0,0.0661137,0.0141263,0.0526274,0.0550021,0.0262446,0.0346968,0.0253145,0.0368046,0.0114417,0.0221014,0.010816,0,0.0268838,0.0508606,0.0393659,0,0,0.0143795,0,0,0.0366697,0.0717656,0.0174158,0.0166762,0.0288521,0.0531477,0.0419603,0.0287834,0.0552596,0.0572389,0.0373335,0.0291549,0.0262273,0.015503,0.036313,0.032278,0.039652,0.00849806,0.0237162,0.0437481,0,0,0,0,0,0,0.0252302
547,0,0.0519133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319312,0,0.0101192,0.0417641,0,0,0.0114097,0,0,0.0405899,0.053711,0.0379681,0.0266974,0.0641414,0.0438067,0.0664027,0,0.066558,0.0145123,0.0523369,0.0548133,0.0262006,0.0346351,0.0262651,0.0358183,0.0112758,0.022136,0.0105289,0,0.0266085,0.0512014,0.0400167,0,0,0.012843,0,0,0.0359424,0.0709479,0.0187843,0.0181951,0.0282524,0.0530877,0.0386695,0.0297167,0.0562054,0.0580225,0.0378518,0.0285826,0.0257891,0.015092,0.0359059,0.0330837,0.0410327,0.00779948,0.0230371,0.0459988,0.053773,0,0,0,0,0,0.0253566
548,0,0.0518364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316654,0,0.0101942,0.0415161,0,0,0.0114295,0,0,0.0403976,0.0541409,0.0380378,0.026691,0.0638139,0.0433702,0.0665229,0,0.0666639,0.014537,0.0522507,0.0548458,0.0262659,0.0345959,0.0263719,0.03568,0.0113649,0.0218541,0.0103231,0,0.0267274,0.0515658,0.040216,0,0,0.0129072,0,0,0.0361436,0.070802,0.0192176,0.0179851,0.0282537,0.0530034,0.0387547,0.0297422,0.0562672,0.0580016,0.0379421,0.0286493,0.02572,0.0151152,0.0362218,0.0333804,0.0408868,0.00787487,0.0231126,0.0458611,0.0532222,0,0,0,0,0,0.0253519
549,0,0.0518827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314275,0,0.0104443,0.0413486,0,0,0.0114261,0,0,0.0402181,0.0544634,0.0380594,0.02672,0.0638399,0.0428536,0.0666525,0,0.0665916,0.0146286,0.0522213,0.0548878,0.0263303,0.0346567,0.0264346,0.0355519,0.0114516,0.0215937,0.0101618,0,0.0267906,0.0518796,0.0405033,0,0,0.012932,0,0,0.0362831,0.0706942,0.0195263,0.017706,0.0282832,0.0526237,0.0389424,0.0297629,0.056302,0.0579804,0.0379719,0.0287587,0.0256682,0.0150909,0.0363341,0.0335387,0.0406495,0.00797951,0.0232039,0.04575,0.0528731,0,0,0,0,0,0.0251346
550,0,0.0520193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312755,0,0.0106766,0.0412929,0,0,0.0115438,0,0,0.0401937,0.0547412,0.0380391,0.0267961,0.0638491,0.042419,0.0669641,0,0.0664376,0.0147886,0.0524174,0.0549908,0.026387,0.0347712,0.0262204,0.0353475,0.0115081,0.0214169,0.0100157,0,0.0267883,0.0519462,0.0407651,0,0,0.013039,0,0,0.0364404,0.0705077,0.0198108,0.0172656,0.028291,0.0522944,0.0391931,0.0298455,0.0563681,0.0580056,0.0378953,0.0288211,0.0255612,0.0150136,0.0362363,0.0337456,0.0403629,0.00799657,0.0234012,0.0458103,0.052568,0,0,0,0,0,0.0257105
551,0,0.0521539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312208,0,0.0107814,0.0411869,0,0,0.0116573,0,0,0.0400589,0.0549451,0.0379985,0.0269005,0.0639788,0.0420441,0.0673161,0,0.0662806,0.0149815,0.0526711,0.055121,0.0264089,0.034858,0.0255835,0.0351244,0.0115844,0.0211591,0.00985124,0,0.0268307,0.0519429,0.0409894,0,0,0.0131441,0,0,0.0364966,0.0702832,0.0200797,0.0170082,0.0282852,0.0521644,0.0395109,0.0298695,0.0564197,0.0580382,0.0380076,0.0288739,0.0254153,0.0149241,0.0359979,0.0340362,0.0400419,0.00801351,0.0234879,0.0458693,0.0523028,0,0,0,0,0,0.0258711
552,0,0.0521948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312569,0,0.0108531,0.0412561,0,0,0.0117967,0,0,0.0399782,0.0553471,0.0380377,0.0268385,0.0640847,0.0418661,0.0676441,0,0.066072,0.0151887,0.0528154,0.0552412,0.0264846,0.0349632,0.0247718,0.0348861,0.0116439,0.0209672,0.00964208,0,0.0268662,0.0519777,0.0411601,0,0,0.0133122,0,0,0.0365178,0.0700334,0.0204715,0.0165892,0.0282268,0.0522365,0.0399098,0.0298926,0.0564854,0.0581166,0.0385575,0.0288179,0.0252922,0.0148805,0.0358677,0.034329,0.0397179,0.0079531,0.0235647,0.0459928,0.0520422,0,0,0,0,0,0.0268911
553,0,0.0521609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315106,0,0.0108667,0.0414611,0,0,0.0119514,0,0,0.0398497,0.0557951,0.0379671,0.0266874,0.0643806,0.0417402,0.0678289,0,0.0658187,0.0153818,0.0529052,0.0553598,0.0266455,0.0350437,0.0236938,0.0346983,0.0116726,0.0207711,0.00942319,0,0.0269641,0.0522524,0.0413012,0,0,0.013473,0,0,0.0364865,0.0698626,0.0208201,0.0162989,0.0282612,0.0522228,0.0401493,0.0299152,0.0564808,0.0581757,0.0387507,0.0287204,0.0251829,0.014849,0.0359161,0.0345123,0.0394411,0.00786909,0.0235491,0.0460669,0.051788,0,0,0,0,0,0.0277862
554,0,0.0521524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320946,0,0.0107017,0.0416052,0,0,0.0120941,0,0,0.0396217,0.0558973,0.0376639,0.0265461,0.0644244,0.0413962,0.0681798,0,0.0654199,0.0155919,0.0530728,0.0555391,0.0269178,0.0351237,0.022018,0.0345436,0.0116747,0.0205528,0.0091973,0,0.0270667,0.0524511,0.0414074,0,0,0.0136279,0,0,0.0364651,0.0696206,0.0212552,0.016252,0.0283094,0.0519733,0.040304,0.0299643,0.0565174,0.0582132,0.0388914,0.0287353,0.0251038,0.0147882,0.0359491,0.0348078,0.0392758,0.00782288,0.0234281,0.046194,0.0515582,0,0,0,0,0,0.0282953
555,0,0.0521626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329262,0,0.010518,0.0418502,0,0,0.0122411,0,0,0.0394241,0.0560368,0.0373965,0.0262221,0.0643204,0.0410681,0.0684474,0,0.0649188,0.0157616,0.0532628,0.0557778,0.0272458,0.0352246,0.0198591,0.0344169,0.0117074,0.0202942,0.00898945,0,0.0271775,0.0525816,0.0415074,0,0,0.013684,0,0,0.0364108,0.0693655,0.0217226,0.0162146,0.0283202,0.0516188,0.0403825,0.0301457,0.0565496,0.058267,0.0391202,0.0288653,0.0250253,0.0146537,0.0358791,0.0351588,0.0392163,0.00778006,0.0232491,0.0463679,0.0513817,0,0,0,0,0,0.0287774
556,0,0.0520999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342202,0,0.0104147,0.0421742,0,0,0.0123702,0,0,0.0393018,0.0562996,0.0371704,0.0257129,0.0642668,0.0408972,0.0685874,0,0.0643717,0.0159769,0.0533689,0.0559812,0.0274552,0.0352331,0.0170958,0.034346,0.0117269,0.0200886,0.00893929,0,0.0272696,0.0526896,0.0415914,0,0,0.0137519,0,0,0.0363784,0.0692864,0.0221276,0.0159431,0.0283146,0.051687,0.0403694,0.0302624,0.0565973,0.058247,0.0398971,0.0289029,0.0249583,0.0145639,0.0357752,0.0353411,0.0391606,0.00775327,0.0230382,0.0464628,0.051046,0,0,0,0,0,0.0292563
557,0,0.0520722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359614,0,0.0103361,0.0425893,0,0,0.0124208,0,0,0.0390844,0.0564527,0.0368875,0.0250451,0.0640679,0.0407007,0.0686414,0,0.0636872,0.0162216,0.0533842,0.0561165,0.0275178,0.0351434,0.0139129,0.034288,0.0116559,0.0199052,0.00897707,0,0.0273759,0.0526815,0.0417124,0,0,0.0139075,0,0,0.0363508,0.0694203,0.0224083,0.0157924,0.0283767,0.0515927,0.0403652,0.0304767,0.0566789,0.0582151,0.0402678,0.0289212,0.0248455,0.0144824,0.0358487,0.0354196,0.0390857,0.00774945,0.0228051,0.0465754,0.0507098,0,0,0,0,0,0.0295492
558,0,0.0521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381777,0,0.0102731,0.0431787,0,0,0.0124403,0,0,0.0388778,0.0565581,0.0364634,0.0242451,0.063795,0.0404863,0.0686126,0,0.0629976,0.0164537,0.0533125,0.0561544,0.0274814,0.0350305,0.0106444,0.0342543,0.0115923,0.0197524,0.00898944,0,0.0274681,0.0525313,0.0418363,0,0,0.0140239,0,0,0.036291,0.0695253,0.0225603,0.0157971,0.0284622,0.0514834,0.0404016,0.0307154,0.0567472,0.0582786,0.0399153,0.0289639,0.0246984,0.0143829,0.0361064,0.0354583,0.0389704,0.00775066,0.022631,0.0466994,0.0504716,0,0,0,0,0,0.0298605
559,0,0.0522351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408182,0,0.0103144,0.0437811,0,0,0.0124172,0,0,0.0387679,0.0567882,0.0360265,0.0233966,0.0635675,0.0403508,0.0684753,0,0.0623848,0.0167973,0.0532376,0.0561755,0.0274009,0.0350458,0.00783292,0.0342477,0.0115124,0.0196962,0.00905787,0,0.0275401,0.0522962,0.0420038,0,0,0.0141585,0,0,0.0361869,0.0696183,0.0227434,0.0156384,0.028584,0.0513541,0.0403862,0.0308593,0.0567733,0.0582788,0.0397813,0.0290606,0.024579,0.0143283,0.0361962,0.0354425,0.038826,0.00775541,0.022366,0.046829,0.0503392,0,0,0,0,0,0.0303587
560,0,0.0523438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437458,0,0.0104394,0.0444273,0,0,0.0123566,0,0,0.0386966,0.0570874,0.0355729,0.0225253,0.0633446,0.0402421,0.0681973,0,0.0618413,0.0174882,0.0532358,0.0562444,0.0273835,0.0351115,0.00671667,0.03428,0.0114269,0.0196721,0.00905443,0,0.0276647,0.0519919,0.0422188,0,0,0.0143266,0,0,0.0361236,0.0697507,0.0229864,0.0153733,0.0287375,0.0514036,0.0403482,0.0309158,0.0567295,0.0582167,0.040034,0.0291286,0.0244781,0.0142631,0.0361449,0.0354796,0.0386729,0.00771807,0.0221501,0.0469546,0.0501695,0,0,0,0,0,0.0310153
561,0,0.0524595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468328,0,0.0104358,0.0451449,0,0,0.0122937,0,0,0.0385728,0.0573346,0.0350102,0.0217342,0.0630788,0.0400778,0.0678903,0,0.0612056,0.0182723,0.0533474,0.0563658,0.027484,0.0352381,0.00780926,0.0343512,0.0113642,0.0195825,0.00894089,0,0.0278481,0.0517213,0.0423494,0,0,0.0143649,0,0,0.0360447,0.0698862,0.0232413,0.0153066,0.0289941,0.051383,0.0402786,0.031112,0.0567299,0.0581862,0.0401042,0.0291214,0.0243347,0.0141862,0.036159,0.0356191,0.0386222,0.00764904,0.0220192,0.0470935,0.049892,0,0,0,0,0,0.0313612
562,0,0.0525741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499063,0,0.0104079,0.0458423,0,0,0.0122565,0,0,0.0384538,0.0575419,0.0343546,0.0209843,0.0627697,0.039864,0.0675634,0,0.0606057,0.0189651,0.0535806,0.056571,0.0277568,0.0354179,0.0100978,0.0344628,0.0113615,0.0194222,0.00886409,0,0.02798,0.0515377,0.0424455,0,0,0.0143032,0,0,0.0359471,0.069996,0.0235679,0.015735,0.0292018,0.0510224,0.0401323,0.0314348,0.0568033,0.0582019,0.0400986,0.029086,0.0242422,0.014129,0.0363719,0.0358257,0.0386332,0.00758377,0.0218664,0.0472498,0.0498571,0,0,0,0,0,0.031515
563,0,0.0526198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528222,0,0.0103566,0.0465974,0,0,0.012159,0,0,0.03843,0.0576877,0.0336576,0.0203364,0.0626158,0.0396995,0.0671249,0,0.0600948,0.0195423,0.053852,0.0567952,0.0281193,0.0356055,0.0127085,0.0346027,0.0113422,0.0193573,0.00897819,0,0.0280316,0.0512823,0.0424833,0,0,0.0142287,0,0,0.0358842,0.0702416,0.0238422,0.0158366,0.0293434,0.0507127,0.0399087,0.0316721,0.0568556,0.0581388,0.040176,0.0291334,0.0242501,0.0141484,0.0364774,0.0358436,0.0386984,0.00752269,0.0216777,0.0473627,0.049774,0,0,0,0,0,0.03182
564,0,0.0526027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553165,0,0.010373,0.0473947,0,0,0.0120341,0,0,0.0384535,0.0578486,0.03295,0.0197068,0.0626828,0.0396552,0.0665244,0,0.0595504,0.0199511,0.0540896,0.0570426,0.0284518,0.0357457,0.0152938,0.034765,0.0113536,0.0193141,0.00907616,0,0.028051,0.0509493,0.0424576,0,0,0.0141483,0,0,0.0358539,0.0706309,0.0239816,0.0154671,0.0294867,0.0504992,0.0395838,0.0318229,0.0568262,0.0580707,0.0403292,0.0292108,0.0242617,0.0141966,0.0363464,0.0357534,0.0387955,0.00748818,0.0214785,0.047443,0.0496591,0,0,0,0,0,0.0323085
565,0,0.0525958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567094,0,0.0108398,0.0482719,0,0,0.0118842,0,0,0.0384422,0.0578799,0.0319482,0.0190483,0.0627604,0.039677,0.0657272,0,0.0591753,0.0201645,0.0542733,0.0572809,0.0287586,0.0357727,0.0174652,0.0349369,0.0112976,0.019334,0.00902656,0,0.0280535,0.0506144,0.042465,0,0,0.0140737,0,0,0.0358182,0.0711021,0.024028,0.0149019,0.0296147,0.0505719,0.0392012,0.0319109,0.0567794,0.0580755,0.0404765,0.0292429,0.0242617,0.0141049,0.036096,0.0357905,0.0388616,0.00749285,0.0212863,0.047548,0.0497482,0,0,0,0,0,0.0328247
566,0,0.0526338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557391,0,0.0117954,0.0494848,0,0,0.0117535,0,0,0.0384445,0.0571437,0.0305584,0.0182905,0.0627123,0.0396477,0.064789,0,0.0590757,0.0202543,0.0543366,0.0574666,0.0290901,0.035469,0.0183084,0.0351537,0.0113095,0.0193088,0.00907484,0,0.0281146,0.0502111,0.0425311,0,0,0.0139829,0,0,0.03579,0.0716288,0.0242413,0.01466,0.0296942,0.0503489,0.0387888,0.0320295,0.0568548,0.0581314,0.0406388,0.0291412,0.0242449,0.013995,0.0362151,0.0358736,0.0389264,0.00750208,0.021092,0.0476753,0.0496994,0,0,0,0,0,0.0335125
567,0,0.0527797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472942,0,0.013471,0.0509787,0,0,0.0116372,0,0,0.0384135,0.0559657,0.0281201,0.0179295,0.0630577,0.0396062,0.0631806,0,0.0585215,0.0216852,0.0548685,0.0582479,0.0306949,0.0343106,0.010092,0.0355368,0.0114653,0.0191188,0.00875411,0,0.0281344,0.0504439,0.0426079,0,0,0.0136099,0,0,0.0356583,0.0718338,0.0245948,0.0149814,0.0295089,0.0496183,0.0379006,0.0322216,0.0571792,0.0582546,0.0406147,0.0290213,0.0240832,0.0138125,0.0360232,0.0365793,0.0393249,0.00759462,0.0205664,0.0477664,0.0494583,0,0,0,0,0,0.0350978
568,0,0.0528501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519824,0,0.0137244,0.0510743,0,0,0.0116017,0,0,0.0384906,0.0556708,0.028846,0.0179744,0.0627601,0.0397636,0.0627706,0,0.0591647,0.0201986,0.0543165,0.0577951,0.029401,0.0346215,0.0185369,0.0355739,0.0114497,0.0191772,0.00855503,0,0.0281156,0.0498034,0.0425949,0,0,0.0138447,0,0,0.0358469,0.0722708,0.0245308,0.0151807,0.0295888,0.0495333,0.0380063,0.0321729,0.0572112,0.0580765,0.0404571,0.0290144,0.0240447,0.0137527,0.0358009,0.036977,0.0391179,0.00747058,0.0208292,0.0478814,0.0496251,0,0,0,0,0,0.0341163
569,0,0.0530325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433572,0,0.0159064,0.0525636,0,0,0.0114848,0,0,0.0384775,0.0557891,0.0266762,0.0189735,0.0632572,0.0399944,0.0611842,0,0.0587493,0.021544,0.0547454,0.0583636,0.0310367,0.0334861,0.00892366,0.0359157,0.0115874,0.0190635,0.00844111,0,0.027839,0.0504919,0.0425349,0,0,0.0134873,0,0,0.035671,0.0724544,0.0247205,0.0148681,0.0293215,0.0491211,0.0370605,0.0322707,0.0574816,0.0582127,0.0405233,0.0287586,0.0240265,0.0136255,0.0357085,0.0374976,0.0395495,0.0076941,0.0202253,0.0478656,0.049634,0,0,0,0,0,0.035828
570,0,0.053151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439148,0,0.0161425,0.0529383,0,0,0.0113574,0,0,0.0385245,0.0540295,0.0254229,0.019693,0.0629477,0.0403535,0.0608445,0,0.0586149,0.0213278,0.0550683,0.0587274,0.0315217,0.0337467,0.009331,0.0361201,0.0118444,0.0189864,0.00796137,0,0.0277639,0.0503855,0.042444,0,0,0.0133991,0,0,0.0355396,0.0726925,0.0248216,0.0144674,0.029115,0.0490158,0.0364764,0.0322007,0.0576852,0.0581091,0.0402352,0.0286522,0.0240435,0.0135396,0.0357463,0.0383926,0.0396808,0.00785801,0.0197905,0.0478436,0.04979,0,0,0,0,0,0.035788
571,0,0.053152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434082,0,0.0164333,0.0536635,0,0,0.0105357,0,0,0.0388105,0.052575,0.0243527,0.0205223,0.0627012,0.0404671,0.0606608,0,0.0584714,0.0210928,0.0553046,0.0590137,0.0319733,0.0337909,0.00906926,0.0365213,0.0110471,0.0200997,0.00773152,0,0.0276399,0.0502629,0.0423462,0,0,0.0129054,0,0,0.0355326,0.0730799,0.0248262,0.0142229,0.0289368,0.0492827,0.0357064,0.0321894,0.0579332,0.0581235,0.0401899,0.0284501,0.0241369,0.0134318,0.0356828,0.038956,0.0398781,0.00696444,0.0203432,0.0477482,0.0500588,0,0,0,0,0,0.0359837
572,0,0.0532025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430701,0,0.0168042,0.0542448,0,0,0.0103075,0,0,0.0389261,0.0520953,0.0238332,0.020904,0.0624514,0.0407786,0.0599648,0,0.0582491,0.0207305,0.0554048,0.0591963,0.0320927,0.0336603,0.00924202,0.0368154,0.01103,0.0202642,0.00733123,0,0.0275643,0.0501651,0.0422483,0,0,0.0125518,0,0,0.0354425,0.0735444,0.0249372,0.0145869,0.028702,0.0490831,0.0350777,0.0323539,0.0581908,0.0581832,0.0401347,0.0282465,0.0241811,0.0132815,0.0354386,0.0397522,0.0401715,0.00695099,0.0201561,0.0477136,0.0502722,0,0,0,0,0,0.0360546
573,0,0.0532441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434129,0,0.0174032,0.0547501,0,0,0.0100805,0,0,0.0390178,0.0520077,0.0235012,0.0210987,0.0621794,0.0411694,0.0589338,0,0.057961,0.0201634,0.055278,0.0591722,0.0319292,0.0333249,0.00934231,0.0371049,0.0110286,0.0204144,0.00689782,0,0.0275746,0.0500067,0.0420967,0,0,0.0121661,0,0,0.0353109,0.0740431,0.0249944,0.0148242,0.0284698,0.0491095,0.0344594,0.0325505,0.058398,0.0582555,0.0401019,0.0280568,0.0241518,0.0131174,0.0351118,0.0405059,0.0404958,0.00700989,0.0198255,0.0476688,0.0505434,0,0,0,0,0,0.0360904
