Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LILC,LTHII
39,0,0.0548028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270457,0,0.0205781,0.0517987,0,0,0.00970472,0,0,0.0405778,0.0530269,0.0254426,0.0226799,0.063567,0.0379597,0.0796557,0.0845391,0.0588696,0.0611195,0,0.0377201,0.0176179,0.037792,0.0120842,0.0202564,0.0196678,0,0.0253413,0.0527154,0.044453,0,0,0.0101916,0,0,0.0332816,0.0722536,0.0161806,0.0202566,0.0231036,0.0531706,0.0388735,0.0314161,0.0587428,0.0663459,0.0417846,0.0259532,0.029743,0.0157101,0.0345437,0.0228529,0.0457315,0.00812091,0.0185671,0.0496922,0.0497853,0,0,0,0,0.0396499,0
40,0,0.0550171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269975,0,0.0204835,0.0517429,0,0,0.00975124,0,0,0.0405707,0.0532976,0.0252936,0.022445,0.0634084,0.0380252,0.0797025,0.0846212,0.0584304,0.0611787,0,0.0379197,0.0176873,0.0377755,0.0121255,0.0202307,0.0196916,0,0.0253437,0.0528167,0.044384,0,0,0.0101376,0,0,0.0333246,0.0721168,0.0162279,0.0197845,0.0230934,0.0530599,0.0389054,0.03142,0.0587639,0.0663258,0.0417131,0.0259868,0.0296821,0.0157245,0.0345601,0.0228543,0.0456949,0.00817582,0.018487,0.0496758,0.0497587,0,0,0,0,0.0399028,0
41,0,0.0558418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268695,0,0.0194929,0.053899,0,0,0.00962755,0,0,0.040621,0.0516357,0.0277115,0.0198371,0.0657241,0.0384134,0.0822965,0.0844874,0.0556172,0.057932,0,0.0365274,0.0184313,0.0383868,0.0122643,0.0200975,0.0203203,0,0.0259181,0.0538776,0.04422,0,0,0.00965976,0,0,0.0330958,0.0733078,0.0149866,0.0196886,0.0240743,0.0528601,0.0374188,0.0308915,0.0579128,0.0654361,0.0412357,0.0267761,0.0297599,0.0160524,0.0352091,0.0219238,0.0469576,0.00858643,0.0174298,0.0493185,0.0499608,0,0,0,0,0,0
42,0,0.0562534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268106,0,0.0194869,0.0537624,0,0,0.00951782,0,0,0.0408173,0.0520994,0.0276937,0.0199792,0.0657071,0.0387468,0.0825012,0.0845339,0.0556756,0.0578602,0,0.0364938,0.0184482,0.0384567,0.0122807,0.0201446,0.0204009,0,0.025899,0.0539414,0.044046,0,0,0.00955933,0,0,0.0330704,0.0734682,0.015053,0.0196114,0.0240614,0.0527881,0.0374085,0.0308699,0.0579418,0.0653548,0.041183,0.026816,0.0298075,0.0160421,0.0352113,0.0218653,0.0470736,0.0085634,0.0173629,0.0494741,0.0499145,0,0,0,0,0,0
43,0.032103,0.0579055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269571,0,0.0194291,0.0527126,0,0,0.00969603,0,0,0.0413112,0.0528053,0.0273743,0.0201539,0.0639657,0.0379319,0.0822869,0.0842445,0.0556951,0.0576268,0,0.0363931,0.0180349,0.0361814,0.0118922,0.0209078,0.0195791,0,0.0259624,0.0565153,0.0465886,0,0,0.00896262,0,0,0.0325094,0.0725806,0.0152528,0,0.0241928,0.0534995,0.0357922,0.0314361,0.0586429,0.0652846,0.0403845,0.026626,0.0294656,0.0156953,0.0348908,0.0230253,0.0483324,0.00863698,0.0170837,0.0513459,0.0471279,0,0,0,0,0,0
44,0,0.0562688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268389,0,0.0192391,0.0533851,0,0,0.0094059,0,0,0.0406717,0.0529362,0.0274176,0.0199234,0.0654429,0.038704,0.0825454,0.0849259,0.0556789,0.0574926,0,0.0362772,0.0183046,0.0384566,0.0121604,0.0202518,0.0207224,0,0.0259407,0.053675,0.0438615,0,0,0.00959377,0,0,0.0330471,0.0736406,0.0150722,0.0191665,0.024145,0.052657,0.0374568,0.030932,0.0579619,0.0651846,0.0411354,0.0268562,0.029922,0.0161099,0.03527,0.0215839,0.047129,0.00877011,0.0171224,0.0497086,0.0498205,0,0,0,0,0,0
45,0,0.0561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268222,0,0.0191003,0.053309,0,0,0.00941473,0,0,0.0404014,0.0532318,0.0273603,0.0197051,0.0651728,0.0387681,0.0826636,0.08529,0.0556999,0.0574612,0,0.0361902,0.0183119,0.0384191,0.0119657,0.0203811,0.0208558,0,0.0260018,0.0537381,0.043827,0,0,0.00955886,0,0,0.033095,0.0736614,0.0150033,0.0175584,0.024271,0.0526859,0.0375176,0.0309879,0.0580283,0.0651514,0.0410733,0.0269384,0.0298667,0.0161264,0.0353413,0.0214824,0.0471339,0.00875393,0.0172403,0.0497383,0.0497383,0,0,0,0,0,0
46,0,0.0556333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228169,0,0.0179696,0.0494776,0,0,0.00949169,0,0,0.0404135,0.0554481,0.0231182,0.0222925,0.0644987,0.0382712,0.0803379,0.082046,0,0.0625415,0,0.0420036,0.0217839,0.0376165,0.0117379,0.0207035,0.0190396,0,0.0263727,0.0532436,0.0441425,0,0,0.00665405,0,0,0.0213688,0.0728612,0.0147526,0.0168938,0.0238505,0.0534167,0.0350698,0.0305289,0.0578718,0.0648062,0.0402203,0.0272842,0.0298306,0.0164168,0.0354848,0.0235455,0.0471786,0,0.0178556,0.0491812,0.050259,0,0,0,0,0,0
47,0,0.0559442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264924,0,0.0193349,0.0534119,0,0,0.00954459,0,0,0.0403572,0.0518151,0.0275521,0.0194755,0.0648717,0.0379825,0.0824478,0.0845684,0.055658,0.0578085,0,0.036384,0.018693,0.0385501,0.0119287,0.0203826,0.0208687,0,0.0259268,0.0544719,0.0438042,0,0,0.00968357,0,0,0.0331602,0.0731946,0.0152495,0.0157344,0.0240672,0.0527957,0.0375935,0.0309658,0.0581885,0.065298,0.0411003,0.0268567,0.0298444,0.0160748,0.0352884,0.0215601,0.0470719,0.00885068,0.0170432,0.0495145,0.0496793,0,0,0,0,0,0
48,0,0.0557788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257085,0,0.0205262,0.0500271,0,0,0.00965755,0,0,0.0405148,0.0532393,0.0238164,0.0238174,0.0640217,0.0373956,0.0793527,0.0877223,0.0571233,0.060253,0,0.0359927,0.0175656,0.0382957,0.0120759,0.0201944,0.020464,0,0.0260724,0.0531788,0.0437863,0,0,0.0102249,0,0,0.0336907,0.0729331,0.0149781,0.0143492,0.0243247,0.0535937,0.0385544,0.0307,0.0581578,0.0650151,0.0405054,0.0270528,0.0298237,0.0161276,0.0354152,0.0219674,0.0463425,0.00864504,0.0175939,0.0493784,0.0498086,0,0,0,0,0,0.0598686
49,0,0.0551624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255885,0,0.0204089,0.0506195,0,0,0.00962348,0,0,0.0405736,0.0529254,0.0242553,0.0236238,0.0653687,0.0380096,0.0797166,0.0878865,0.0569338,0.059825,0,0.0357847,0.0177819,0.0376227,0.0120305,0.0204655,0.0213111,0,0.0265143,0.0519084,0.0437637,0,0,0.00690042,0,0,0.0214051,0.0740533,0.0139427,0.0268515,0.0250365,0.0527916,0.0345895,0.0298226,0.0570715,0.0643033,0.0403986,0.0278141,0.0302493,0.0166775,0.0361324,0.0207657,0.0472328,0,0.017575,0.0485728,0.0508302,0,0,0,0,0,0.0601832
50,0,0.0550758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263717,0,0.020646,0.0485581,0,0,0.00985168,0,0,0.0403133,0.0538025,0.0242473,0.0237769,0.063784,0.0373499,0.0794867,0.0879295,0.0579232,0.0598357,0,0.035814,0.016731,0.0375641,0.0119419,0.0202622,0.0195536,0,0.0261113,0.0559642,0.0441698,0,0,0.00727565,0,0,0.0215135,0.0719413,0.0150101,0,0.0245304,0.0531578,0.0350178,0.0306096,0.0585914,0.0649028,0.0394318,0.0270839,0.0295735,0.0160107,0.0353324,0.0231497,0.0469149,0,0.0177814,0.0491767,0.049841,0,0,0,0,0,0.0602535
51,0,0.0548662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265293,0,0.0199996,0.0537327,0,0,0.00884885,0,0,0.0413104,0.0525062,0.0258123,0.0223024,0.0727631,0.0441731,0.0812116,0.0885679,0.0576212,0.057958,0,0.0351008,0.0170929,0.0371073,0.0113514,0.0228884,0.0252,0,0.0290652,0.0484439,0.0409807,0,0,0.00634895,0,0,0.0208363,0.0806555,0.00901356,0.101169,0.0282554,0.0510118,0.0317898,0.0250757,0.0511488,0.0605639,0.0403586,0.0317305,0.0327744,0.0200097,0.0400586,0.0158239,0.0479782,0,0.015851,0.0467184,0.0551834,0,0,0,0,0,0.0618028
52,0,0.0549538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233574,0,0.0227412,0.0440071,0,0,0.00988518,0,0,0.0403208,0,0.0245096,0.0272115,0.0635886,0.0384183,0.0750536,0.0873509,0.0608758,0.0619898,0,0.0365028,0.0203402,0.037078,0.0117666,0.02056,0.0179022,0,0.0255819,0.0595816,0.043633,0,0,0.00757187,0,0,0.0217036,0.0699579,0.0159502,0,0.0238149,0.0531357,0.0352149,0.0297248,0.0593405,0.0652826,0.0387162,0.0268035,0.0295273,0.015958,0.0350885,0.025191,0.0463384,0,0.0179566,0.0489107,0.0505279,0,0,0,0,0,0.0586626
53,0,0.054952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255438,0,0.0202819,0.0504744,0,0,0.00986796,0,0,0.0402224,0.0530458,0.0242386,0.0233721,0.0653913,0.0382527,0.0796639,0.0880509,0.0574149,0.0595673,0,0.0358913,0.0178671,0.0373939,0.011783,0.0204282,0.021625,0,0.0264822,0.0518264,0.043508,0,0,0.00719488,0,0,0.0214201,0.0740448,0.0141737,0.0279304,0.0248668,0.0526946,0.0342994,0.0298967,0.0573619,0.0644429,0.0401659,0.0278371,0.0302486,0.0167264,0.0361899,0.0206492,0.0469144,0,0.0172013,0.0484582,0.0508521,0,0,0,0,0,0.0600088
54,0,0.0549074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256221,0,0.0203508,0.0494837,0,0,0.0101259,0,0,0.0400257,0.0533877,0.0238284,0.0235357,0.0642763,0.0371201,0.0793649,0.0877598,0.0571613,0.0601704,0,0.0360172,0.0175775,0.0374741,0.0118249,0.0200301,0.0210091,0,0.0260022,0.0529825,0.0438886,0,0,0.00756188,0,0,0.021491,0.0728533,0.0153428,0.0159146,0.0241343,0.0535294,0.0347611,0.0309953,0.0586316,0.0652645,0.0401691,0.0270948,0.0298511,0.0161708,0.035465,0.0217069,0.046714,0,0.0174276,0.0486723,0.0501751,0,0,0,0,0,0.0596564
55,0,0.055336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255895,0,0.0203483,0.049692,0,0,0.00991848,0,0,0.0400136,0.0533745,0.0237663,0.0235407,0.0640946,0.0376662,0.0793654,0.0877879,0.0571201,0.0602633,0,0.0359197,0.0175995,0.0379657,0.0118349,0.0200562,0.0211567,0,0.0260608,0.0529326,0.043209,0,0,0.0104116,0,0,0.0335789,0.0730561,0.0152465,0.0176536,0.024169,0.0532453,0.0381444,0.0309388,0.0585723,0.0652343,0.0401131,0.027134,0.0298714,0.0162301,0.0355454,0.0215797,0.0460143,0.00874699,0.017287,0.0489835,0.0499025,0,0,0,0,0,0.0595934
56,0,0.0552431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254824,0,0.0203489,0.0497022,0,0,0.00984569,0,0,0.0400839,0.0532412,0.0238416,0.023567,0.0642287,0.0379968,0.0794089,0.0880871,0.0571414,0.0601993,0,0.0359322,0.0176574,0.0378992,0.0117749,0.0201683,0.0212167,0,0.0261394,0.0528991,0.0430395,0,0,0.0102815,0,0,0.0336162,0.0732447,0.0151565,0.0197991,0.024184,0.053089,0.0380195,0.0308516,0.0585329,0.0652017,0.0401267,0.0272102,0.0299459,0.0163062,0.0356369,0.0215412,0.0459537,0.0087642,0.0173155,0.0488233,0.0500332,0,0,0,0,0,0.0596219
57,0,0.0546208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227653,0,0.0222941,0.045058,0,0,0.00984574,0,0,0.0402972,0,0.0236481,0.0268149,0.0643656,0.0390038,0.0752572,0.0874922,0.0592992,0.0626414,0,0.0366927,0.0208246,0.036941,0.0117298,0.0205807,0.0196007,0,0.0257141,0.0556251,0.0430997,0,0,0.00804183,0,0,0.0215361,0.0715594,0.0159002,0.0206216,0.0235885,0.0533211,0.0350247,0.0299607,0.059043,0.0655196,0.0395305,0.0269941,0.0299642,0.0162827,0.0354526,0.0233834,0.0460467,0,0.0175907,0.04805,0.0511031,0,0,0,0,0,0.0580469
58,0,0.0550411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202468,0,0.0218208,0.0410589,0,0,0.00971804,0,0,0.0403488,0,0.0177886,0.0290725,0.0633224,0.0397076,0.0726515,0.0856323,0,0.0676037,0,0.0423192,0.0227494,0.0371291,0.0117227,0.0206899,0.0185854,0,0.0257997,0.0544835,0.0424413,0,0,0.0111789,0,0,0.0336946,0.0709509,0.0157541,0.0204593,0.0237993,0.0537322,0.0391948,0.0295102,0.0591783,0.0653377,0.0386888,0.0271832,0.0298349,0.0163054,0.0355814,0.0245507,0.0445508,0.00843553,0.0179231,0.0484201,0.0511331,0,0,0,0,0,0.056327
59,0,0.0550729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021737,0,0.0196531,0.0461873,0,0,0.00988629,0,0,0.0401138,0.0556598,0.0194377,0.0253118,0.0641551,0.0388348,0.0769325,0.0859578,0,0.0640605,0,0.0409629,0.0210925,0.0373885,0.0117524,0.0203017,0.0202181,0,0.0260825,0.0516459,0.043042,0,0,0.0128459,0,0,0.0320137,0.0725851,0.0153123,0.0193486,0.0241346,0.0539203,0.0375309,0.0305479,0.0589771,0.0652829,0.0392473,0.0272866,0.0298171,0.016266,0.035689,0.0227938,0.0469297,0.00823124,0.0200207,0.0484266,0.0504389,0,0,0,0,0,0.0582253
60,0,0.0550178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252791,0,0.0202348,0.0496899,0,0,0.00979337,0,0,0.0400276,0.0529601,0.023759,0.0232742,0.0641395,0.0391595,0.0792935,0.087723,0.0570625,0.0597442,0,0.0360782,0.0179493,0.0377688,0.0117855,0.0202307,0.0211132,0,0.0259423,0.0522154,0.0427757,0,0,0.0104203,0,0,0.0335604,0.0732517,0.0156651,0.0197979,0.0238361,0.0532442,0.0376429,0.0312532,0.0590902,0.0656408,0.040021,0.0270815,0.0298419,0.0161412,0.0355316,0.0219354,0.0458258,0.00853006,0.0172666,0.0485328,0.0502435,0,0,0,0,0,0.0594737
61,0,0.0549942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213834,0,0.0198063,0.0460612,0,0,0.00972446,0,0,0.0401598,0.0555663,0.0192411,0.0254723,0.0632531,0.0393574,0.0766501,0.0860309,0,0.0642173,0,0.0411403,0.0212493,0.0372998,0.0117009,0.020486,0.0202733,0,0.0260006,0.0513748,0.0425542,0,0,0.0109156,0,0,0.0338863,0.0726871,0.0156126,0.0195804,0.0239836,0.0537955,0.0385468,0.0308504,0.0591514,0.0654338,0.0393572,0.0272073,0.0297275,0.0161069,0.0355811,0.0229012,0.045114,0.0084586,0.0177225,0.0482009,0.0505587,0,0,0,0,0,0.0579426
62,0,0.0551155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213952,0,0.0198251,0.0461533,0,0,0.00966941,0,0,0.0402392,0.055581,0.0192798,0.0255199,0.0631735,0.0394518,0.0766514,0.0862121,0,0.0644225,0,0.0410962,0.0211865,0.0371537,0.0116772,0.0206012,0.0200914,0,0.0259391,0.0513871,0.0423968,0,0,0.0107995,0,0,0.0337898,0.0725796,0.0157762,0.0195413,0.0239204,0.0537564,0.0383862,0.0309592,0.0592803,0.0655274,0.0393687,0.0271625,0.0296572,0.0160393,0.035533,0.0231926,0.0453243,0.00837238,0.0178811,0.0476639,0.0505939,0,0,0,0,0,0.0579242
63,0,0.0543315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199981,0,0.0218487,0.0412999,0,0,0.0100311,0,0,0.0403795,0,0.0177936,0.0288477,0.0630385,0.0399866,0.0725646,0.0853699,0,0.0674762,0,0.0424251,0.0229411,0.0362062,0.0116071,0.0209074,0.0180443,0,0.0256216,0.0541036,0.0425084,0,0,0.00909504,0,0,0.0217856,0.070721,0.0164702,0.0202578,0.0234688,0.053852,0.0357382,0.030136,0.0597604,0.0657878,0.0387275,0.0269414,0.0295584,0.0159308,0.0352659,0.0257006,0.0451005,0,0.0179114,0.04668,0.051756,0,0,0,0,0,0.0561316
64,0,0.0542085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199867,0,0.0218736,0.041251,0,0,0.0100926,0,0,0.0403641,0,0.0177567,0.0286819,0.0629269,0.0400837,0.0724914,0.0851817,0,0.0673702,0,0.0423742,0.0230669,0.0361722,0.0115684,0.0209397,0.0179139,0,0.025616,0.0539535,0.0424896,0,0,0.00904405,0,0,0.0217379,0.0706964,0.0166155,0.0201398,0.0234367,0.0538304,0.0356143,0.0302764,0.0599167,0.0658663,0.0386875,0.0268528,0.0294572,0.0158215,0.0351516,0.0259935,0.0450567,0,0.0178084,0.0465546,0.0518771,0,0,0,0,0,0.0560803
65,0,0.0547038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230934,0,0.022305,0.0455454,0,0,0.00973786,0,0,0.0402633,0,0.0232251,0.0261953,0.0633343,0.0405962,0.075045,0.0866651,0.05937,0.0625267,0,0.0369355,0.0203135,0.0370977,0.0116548,0.0207658,0.0187987,0,0.0254796,0.0547649,0.0419831,0,0,0.0105427,0,0,0.0330189,0.0713874,0.0169817,0.0201415,0.0231206,0.0531638,0.0376109,0.0309097,0.0599606,0.0661842,0.0393897,0.0266221,0.0293918,0.0156904,0.0349533,0.0250905,0.0452232,0.00887494,0.0167273,0.0471481,0.0513805,0,0,0,0,0,0.0576648
66,0,0.0546925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252482,0,0.0204204,0.0500196,0,0,0.00977413,0,0,0.0400624,0.0529006,0.0237353,0.0231852,0.0634026,0.0402151,0.0790322,0.0877166,0.0571059,0.0598058,0,0.0360883,0.0176807,0.037411,0.0117386,0.0204117,0.0204452,0,0.0256474,0.0515739,0.042292,0,0,0.0103915,0,0,0.0332667,0.0730693,0.0167794,0.0195355,0.0234795,0.0532006,0.0371489,0.0320227,0.0599146,0.0661202,0.0399464,0.0266322,0.0292587,0.0155383,0.0349627,0.0233185,0.0457379,0.00901002,0.0165186,0.0476761,0.0508548,0,0,0,0,0,0.0592327
67,0,0.0541019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254156,0,0.0204508,0.0502266,0,0,0.00987419,0,0,0.0401397,0.0528532,0.0238383,0.0231986,0.0635991,0.0401192,0.0790477,0.0874529,0.0571324,0.0596956,0,0.0360422,0.0176105,0.0368436,0.011625,0.0206129,0.0202533,0,0.0255904,0.0513821,0.0427677,0,0,0.00807864,0,0,0.0213144,0.0730673,0.0170973,0.0194469,0.023458,0.0534118,0.0339218,0.0321596,0.0601576,0.0661847,0.0398958,0.0264995,0.029049,0.0153282,0.0348106,0.0237144,0.0463792,0,0.0167376,0.0471427,0.0512728,0,0,0,0,0,0.0592343
68,0,0.0539873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237576,0,0.0222998,0.0460047,0,0,0.00974506,0,0,0.0404068,0,0.0231631,0.0262377,0.0632674,0.0410271,0.0750287,0.0862905,0.0594085,0.0624049,0,0.0370045,0.0194788,0.0365041,0.0115084,0.0211478,0.0183479,0,0.0253297,0.0541807,0.0423152,0,0,0.00827652,0,0,0.0214371,0.0715205,0.0177748,0.0198159,0.023064,0.0534313,0.0340572,0.0312633,0.0604426,0.0663053,0.0392331,0.0262833,0.0287741,0.0151175,0.034511,0.0261672,0.0459446,0,0.0169453,0.0465124,0.051995,0,0,0,0,0,0.0576193
69,0,0.0544264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234188,0,0.0225002,0.0461621,0,0,0.00966336,0,0,0.0403743,0,0.0232654,0.026401,0.0627521,0.0416762,0.0747865,0.0860955,0.0595225,0.0624376,0,0.0368772,0.0195588,0.0369538,0.0116584,0.0210285,0.0182013,0,0.0252099,0.0540571,0.0416803,0,0,0.0104988,0,0,0.0331148,0.0717561,0.0180765,0.0196512,0.0230593,0.0532882,0.0368992,0.0313755,0.0605307,0.0662997,0.0391483,0.0261505,0.0285303,0.0149061,0.0342943,0.0264811,0.0452483,0.00887307,0.0164998,0.0467662,0.0518023,0,0,0,0,0,0.0575706
70,0,0.0543862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023044,0,0.022354,0.047037,0,0,0.00971521,0,0,0.0402727,0,0.0233558,0.0261962,0.0622718,0.0414741,0.0750324,0.0860842,0.0594018,0.0622829,0,0.0365449,0.0198622,0.0369659,0.0116352,0.0209662,0.0140329,0,0.0250273,0.0530819,0.0417253,0,0,0.0105314,0,0,0.033456,0.0732618,0.0180828,0.0193238,0.0227129,0.0537632,0.0370004,0.032047,0.0594591,0.0659425,0.0396537,0.0275594,0.0259235,0.0144919,0.0354032,0.0332834,0.0452285,0.00917849,0.016347,0.0467129,0.0516956,0,0,0,0,0,0.0576636
71,0,0.054317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215125,0,0.0200878,0.0472345,0,0,0.00973958,0,0,0.0403143,0.055448,0.0192266,0.0257497,0.0624566,0.0413737,0.0761011,0.0852409,0,0.0640053,0,0.0407903,0.0203719,0.0367299,0.0116268,0.0210289,0.0186064,0,0.0252485,0.0499885,0.0419372,0,0,0.0126787,0,0,0.0321049,0.0730057,0.0181521,0.0182352,0.0235574,0.0540274,0.0362159,0.0322758,0.0607852,0.0660658,0.0388438,0.0259947,0.0281799,0.0143371,0.033827,0.026292,0.0466634,0.00801711,0.0193779,0.0466206,0.0516267,0,0,0,0,0,0.0577554
72,0,0.0541561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240066,0,0.0224764,0.0465727,0,0,0.0095873,0,0,0.0404571,0,0.023023,0.0264729,0.0622399,0.0423793,0.0746162,0.0857531,0.0596129,0.0623212,0,0.0370762,0.0184613,0.0367977,0.0116264,0.0212933,0.0176335,0,0.0250322,0.0532013,0.0413457,0,0,0.0100199,0,0,0.0333908,0.0722121,0.0187183,0.0189638,0.0228769,0.0536699,0.0365101,0.0320938,0.0612235,0.0665424,0.0389407,0.0255939,0.0277444,0.0140851,0.0332845,0.0278544,0.0452711,0.00831868,0.0170987,0.046528,0.0521658,0,0,0,0,0,0.0575386
73,0,0.053881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243204,0,0.025873,0.0370801,0,0,0.0102037,0,0,0.0406679,0,0.0138866,0.0357585,0.057488,0.0416058,0.0667586,0.0843634,0,0.0739707,0,0.0467536,0.0166849,0.0353746,0.0115107,0.0215565,0.0159146,0,0.0245245,0.0505536,0.0418393,0,0,0.0127373,0,0,0.0340097,0.0698966,0.0204593,0.0218057,0.0212103,0.0575514,0.0413141,0.0331127,0.0629094,0.0679538,0.0392593,0.0245215,0.026913,0.0134602,0.0319978,0.03147,0.041775,0.0076244,0.0193333,0.0465283,0.0528498,0,0,0,0,0.0770021,0.0512601
74,0,0.0539471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276003,0,0.0259078,0.0407966,0,0,0.0100861,0,0,0.0406248,0,0.0191558,0.032311,0.0579184,0.0416066,0.0700119,0.0855644,0.0654014,0.069266,0,0.0411018,0.0139847,0.0357352,0.0116011,0.0214143,0.0165257,0,0.0242269,0.0515628,0.0417122,0,0,0.0121096,0,0,0.0337965,0.0706181,0.0209096,0.0210402,0.0205624,0.057051,0.0401635,0.0339164,0.0633291,0.0685607,0.040086,0.0241235,0.026742,0.0132375,0.0315782,0.0310769,0.0424726,0.00803821,0.0184867,0.0466333,0.0525096,0,0,0,0,0.0815537,0.0523598
75,0,0.0539102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275798,0,0.025979,0.0410161,0,0,0.010113,0,0,0.040707,0,0.0193498,0.0323188,0.0578247,0.04181,0.0701626,0.0856713,0.0655262,0.0691679,0,0.0410221,0.0139957,0.0357252,0.011588,0.0215781,0.016425,0,0.024057,0.0515494,0.0415893,0,0,0.0121445,0,0,0.0338592,0.0707363,0.0210179,0.0208062,0.0204801,0.057163,0.0399599,0.0341152,0.0636412,0.0686924,0.039962,0.0240254,0.0262912,0.0129136,0.0313428,0.0319224,0.0424316,0.00809774,0.0184233,0.04672,0.0526729,0,0,0,0,0.0813156,0.052401
76,0,0.0539157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027056,0,0.0300637,0.040706,0,0,0.0102393,0,0,0.0406697,0,0.02706,0.0324669,0.0577036,0.0422756,0.0685713,0.0852498,0.0644112,0.0684369,0,0.0385979,0.0156115,0.0355945,0.0115613,0.0217011,0.0163344,0,0.0238336,0.0520349,0.0414116,0,0,0.0122191,0,0,0.0339064,0.0706515,0.0212647,0.0207686,0.0204034,0.0573319,0.0398155,0.0342099,0.0638172,0.0688222,0.039851,0.0238911,0.025851,0.0125968,0.0310752,0.0330001,0.0424229,0.00809276,0.0184181,0.0464409,0.0529078,0,0,0,0,0.0807979,0.052266
77,0.0312266,0.0553146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269397,0,0.0264272,0.0414399,0,0,0.0114269,0,0,0.0412327,0,0.0198786,0.0322559,0.0573637,0.0425858,0.0693167,0.0853671,0.0655424,0.0691431,0,0.0407483,0.0143528,0.0335184,0.0113226,0.0225678,0.0167462,0,0.0236026,0.0511761,0.0438503,0,0,0.0104996,0,0,0.0331686,0.071123,0.0216396,0.0206438,0.0203952,0.0577047,0.0375537,0.0345549,0.0640193,0.0688191,0.0397462,0.0237767,0.0251764,0.012261,0.0307532,0.0334555,0.0445605,0.00831749,0.0175551,0.0471708,0.0511693,0,0,0,0,0.0807031,0.0523962
78,0.031156,0.0554286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276084,0,0.0262943,0.0417449,0,0,0.01143,0,0,0.0413425,0,0.0196385,0.0320169,0.0572342,0.0430503,0.06953,0.085158,0.0654082,0.0693016,0,0.0409086,0.0137629,0.0334299,0.0113913,0.0226849,0.0169139,0,0.0233496,0.051095,0.0436826,0,0,0.0105731,0,0,0.0330789,0.0715429,0.022168,0.0204223,0.0204545,0.057814,0.0373333,0.0346206,0.0643493,0.0687467,0.039369,0.023691,0.0245046,0.0119314,0.0304623,0.0347058,0.0446635,0.00831759,0.0173483,0.0471426,0.0512343,0,0,0,0,0.0804356,0.0524651
