Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTIB
37,0.0300461,0.0576917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329711,0,0.0221342,0.060195,0,0,0.0113368,0,0,0.0424475,0.0532665,0.0305266,0,0.0259218,0.0556311,0.0411618,0.0441486,0.0696423,0.0541415,0.0169634,0.0685957,0.0402516,0.0413966,0.0206053,0.0382635,0.0139559,0.0149056,0.017178,0,0.0247229,0.0447654,0.0437685,0,0,0.0110147,0,0,0.0343057,0.0769006,0.0135774,0.016231,0.0287372,0.0512685,0.0373813,0.0311906,0.0572876,0.0611218,0.038529,0.0267137,0.0288883,0.0148963,0.0363927,0.0292102,0.0464101,0.0136492,0.0120039,0.050511,0.0457247,0,0,0,0
38,0.0297316,0.0567555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339199,0,0.0229341,0.0586895,0,0,0.00550686,0,0,0.044092,0.055941,0.0281327,0.0311675,0.0284135,0.0532094,0.0390772,0.0425802,0.0673156,0.0542569,0,0.0706463,0.0422029,0.0426446,0.018922,0.038371,0.0101717,0.0198675,0.0155258,0,0.0247238,0.0463062,0.0442375,0,0,0.00888106,0,0,0.0356679,0.0751705,0.0149988,0.0156826,0.0263388,0.0511142,0.0377598,0.0316416,0.0580202,0.0622679,0.0392326,0.0260567,0.0288408,0.014975,0.0357229,0.0312457,0.0453417,0.00719113,0.0178281,0.0504338,0.0459236,0,0,0,0
39,0.0295157,0.0570949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339486,0,0.0229456,0.0587321,0,0,0.00826128,0,0,0.0433636,0.0559356,0.0281141,0.0311223,0.0284747,0.0530202,0.0405318,0.0426195,0.067293,0.0539389,0,0.0706381,0.0421909,0.0426417,0.0188936,0.0380163,0.0132947,0.0166974,0.0155118,0,0.0247089,0.0462975,0.0441601,0,0,0.0105551,0,0,0.0348934,0.0752478,0.0149301,0.0157368,0.0263501,0.0509662,0.038441,0.0316266,0.0579736,0.0622397,0.0392449,0.0260868,0.028862,0.015045,0.0357579,0.0312255,0.045231,0.0100645,0.014765,0.0509432,0.045737,0,0,0,0
40,0.0300749,0.0570121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328712,0,0.0221344,0.0608636,0,0,0.00735617,0,0,0.0436195,0.0533846,0.0312932,0,0.0259322,0.054499,0.0401614,0.043767,0.0696624,0.0556921,0.019111,0.0683198,0.040002,0.0412428,0.0213076,0.038633,0.0127002,0.016819,0.0159021,0,0.025263,0.0455592,0.0440027,0,0,0.0100099,0,0,0.0347265,0.0766527,0.0142206,0.0162823,0.0274694,0.0507938,0.0372592,0.0316116,0.057279,0.0615177,0.0390431,0.026558,0.0288623,0.0150307,0.0361747,0.0305116,0.0459539,0.00973965,0.0146686,0.0509199,0.0457632,0,0,0,0
41,0.0300876,0.0569841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032744,0,0.0221188,0.0609287,0,0,0.00683669,0,0,0.0437881,0.0533343,0.0313849,0,0.0258763,0.0545723,0.0399089,0.0438308,0.0696997,0.0556804,0.0191536,0.0682495,0.0399048,0.0411583,0.0214494,0.038742,0.0121728,0.0172983,0.0159437,0,0.0252301,0.0455065,0.044006,0,0,0.00963939,0,0,0.0348775,0.0767737,0.0141948,0.0162486,0.0275492,0.0508091,0.0370978,0.0315966,0.0572811,0.0615001,0.0389813,0.0265515,0.0289258,0.0150257,0.0361752,0.0304906,0.0460426,0.00926277,0.0151602,0.0506777,0.0457786,0,0,0,0
42,0.0298413,0.0567331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324249,0,0.0234711,0.0595874,0,0,0.00653963,0,0,0.0437517,0.0552674,0.0303683,0.0316208,0.0279407,0.0531365,0.0397712,0.0423565,0.0675711,0.0542271,0.0193908,0.0702938,0.0417048,0.0420938,0.0216755,0.0386079,0.0117878,0.0181426,0.0155858,0,0.0250304,0.0453276,0.0441036,0,0,0.00998481,0,0,0.0350053,0.0760126,0.0149625,0.0155555,0.0268653,0.0511445,0.0382849,0.0316658,0.0576972,0.0622002,0.0394851,0.0259431,0.0288198,0.0146233,0.0357063,0.031,0.0453077,0.00880707,0.0166073,0.0505752,0.0459776,0,0,0,0
43,0.0298838,0.0567574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317685,0,0.0227485,0.0610908,0,0,0.00602005,0,0,0.0436633,0.0539581,0.031123,0.0341574,0.0261057,0.0537538,0.0393189,0.0424797,0.0694543,0,0.0183142,0.068625,0.0402227,0.042139,0.0206806,0.0388553,0.0110119,0.0192169,0.0158974,0,0.0244761,0.046635,0.0443022,0,0,0.00859506,0,0,0.0355084,0.0759621,0.0151718,0.0158775,0.0261399,0.0511122,0.0371371,0.0320693,0.0579807,0.0625246,0.0399766,0.0258327,0.0290492,0.0149428,0.0356107,0.0307288,0.0459825,0.00746937,0.0175063,0.0504313,0.0458184,0,0,0,0
44,0.0299421,0.0564209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287542,0,0.0220626,0.0588988,0,0,0.00612876,0,0,0.0435924,0.0550306,0.0262506,0,0.0284399,0.054376,0.0394248,0.0424255,0.067716,0.0544693,0.018309,0.0711062,0,0.044695,0.0211754,0.0388289,0.0113026,0.0191253,0.0148442,0,0.0256358,0.044806,0.0442481,0,0,0.00887991,0,0,0.0352781,0.0767319,0.014164,0.0156478,0.0277713,0.0513632,0.037556,0.0312107,0.0570627,0.0612928,0.0386836,0.0265649,0.0288614,0.014825,0.036168,0.0316194,0.0459622,0.00753185,0.0178624,0.0502111,0.0463284,0,0,0,0
45,0.0299998,0.0565203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334703,0,0.0215896,0.0594988,0,0,0.00639291,0,0,0.0435877,0.0545476,0.0288099,0,0.026745,0.0548336,0.0393418,0.0434041,0.0691902,0.0557209,0,0.0687491,0.0404036,0.0423708,0.0185978,0.0388965,0.0116691,0.0186159,0.0133719,0,0.0272863,0.0472242,0.0443865,0,0,0.00842664,0,0,0.0353229,0.0762609,0.0145806,0.0155512,0.024553,0.0510862,0.0365966,0.0321159,0.057105,0.0614083,0.0385414,0.0271759,0.0302776,0.0167067,0.0362021,0.0335975,0.0464817,0.00762,0.0172237,0.0504273,0.046041,0,0,0,0
46,0.0299469,0.0564576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333163,0,0.021434,0.0594938,0,0,0.00579101,0,0,0.0437626,0.0540952,0.0287322,0,0.0266067,0.0548797,0.0391619,0.0434676,0.0694401,0.0556649,0,0.0686517,0.0404073,0.0422255,0.0187542,0.0388979,0.0108407,0.0194935,0.0147552,0,0.0253662,0.0464175,0.0442918,0,0,0.00889543,0,0,0.0352251,0.0767565,0.0142933,0.0157337,0.0274055,0.0511096,0.0369287,0.0311533,0.0572116,0.0615361,0.0389368,0.0262941,0.0293236,0.0149469,0.0360738,0.0316273,0.0462031,0.00805072,0.0168399,0.0501784,0.0461988,0,0,0,0
47,0.0300737,0.0567627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326557,0,0.0220997,0.0602061,0,0,0.00539055,0,0,0.0440642,0.0532504,0.0310579,0,0.0260131,0.054662,0.0388079,0.0439099,0.0699015,0.0555945,0.0176662,0.0682384,0.0397671,0.0411651,0.0212501,0.0391353,0.0104656,0.019134,0.0154006,0,0.0251617,0.0453282,0.0441798,0,0,0.00878106,0,0,0.0353571,0.0770981,0.0143021,0.0161427,0.0275299,0.0509649,0.0368715,0.031514,0.0573276,0.0615451,0.0390341,0.0262601,0.029663,0.0151781,0.0357128,0.0309876,0.0461193,0.00791057,0.0168118,0.0503432,0.0458043,0,0,0,0
48,0.0304447,0.0563462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323628,0,0.0222865,0.0602394,0,0,0.0039656,0,0,0.0375168,0.053086,0.0311331,0,0.0259471,0.0549129,0.035761,0.0438515,0.0698689,0.0556614,0.018699,0.068266,0.0397824,0.0413313,0.0212131,0.03906,0,0.0250624,0.0150879,0,0.0250841,0.044957,0.0441068,0,0,0.00886243,0,0,0.0354681,0.0771402,0.0141647,0.0159583,0.0277619,0.0512519,0.0370289,0.0314932,0.0572292,0.0615348,0.0391661,0.0264856,0.0294242,0.0149661,0.0353347,0.031308,0.0460335,0.0074069,0.0173061,0.0498649,0.0461202,0,0,0,0
49,0.0298056,0.0564415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285344,0,0.0221538,0.0584117,0,0,0.0057455,0,0,0.0437389,0.054667,0.0265083,0,0.0282371,0.0544567,0.0391898,0.042645,0.0678629,0.0543653,0.0198144,0.0709785,0,0.0445531,0.0215558,0.0391465,0.0107834,0.0196329,0.0145944,0,0.0253497,0.0441897,0.0443501,0,0,0.00904713,0,0,0.0353859,0.0770956,0.0140463,0.0153766,0.0280363,0.0514629,0.0377093,0.0311679,0.057129,0.061343,0.0388117,0.0264925,0.0294252,0.0149454,0.0350943,0.0318084,0.045976,0.0075774,0.0176458,0.0499801,0.0461803,0,0,0,0
50,0.0299107,0.0568197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324965,0,0.0222329,0.0599572,0,0,0.00563327,0,0,0.0440659,0.0530955,0.0311575,0,0.0258799,0.0547304,0.0393496,0.0439873,0.0696928,0.0555201,0.0176103,0.0682422,0.0396854,0.0413696,0.0212468,0.0393456,0.0120253,0.0180029,0.0149393,0,0.0250831,0.0450345,0.0442272,0,0,0.00873442,0,0,0.0354678,0.077303,0.0142354,0.0159606,0.0274925,0.051101,0.0369466,0.0315507,0.0574155,0.0615512,0.0390762,0.0260454,0.029727,0.015206,0.0348147,0.0314316,0.0461969,0.00755113,0.0170324,0.050301,0.0457654,0,0,0,0
51,0.0299051,0.0567663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325383,0,0.0221828,0.0600556,0,0,0.00569468,0,0,0.0440373,0.0530591,0.0311188,0,0.0256521,0.0546124,0.0393145,0.0439686,0.0697419,0.0556005,0.0172993,0.0681318,0.039615,0.0413879,0.0211022,0.0392272,0.0108212,0.0188197,0.0147289,0,0.0251067,0.0451287,0.0442108,0,0,0.00879052,0,0,0.035512,0.0774215,0.0142421,0.016011,0.0273492,0.051046,0.0370664,0.0315194,0.0574088,0.061537,0.0390683,0.0258965,0.029763,0.0152166,0.0347414,0.0316603,0.0461488,0.00772559,0.0169256,0.0503531,0.0457985,0,0,0,0
52,0.0305479,0.0561758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379274,0,0.0223927,0.0626912,0,0,0.0060156,0,0,0.0431777,0.0510417,0.0340602,0,0.0230067,0.0549978,0.0397793,0.0468073,0.0726333,0.0567421,0,0.064611,0.0358101,0.0382355,0.0182995,0.0395079,0.0118894,0.0197872,0.0146221,0,0.0251968,0.0463822,0.0443681,0,0,0.00870825,0,0,0.0351048,0.0773569,0.014055,0.0166142,0.0268158,0.0497882,0.0364766,0.0318604,0.0576105,0.0617305,0.0392846,0.0258048,0.0296649,0.015052,0.0347153,0.0319729,0.0469304,0.00769097,0.0167189,0.0503613,0.0458289,0,0,0,0.0633287
53,0.0305332,0.0561283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380421,0,0.0224028,0.062794,0,0,0.00587396,0,0,0.0431862,0.0509924,0.0340814,0,0.023104,0.05495,0.0398411,0.0468433,0.0727704,0.0567856,0,0.0645311,0.0357291,0.0382096,0.018252,0.0396949,0.0116897,0.0199843,0.0144738,0,0.0252204,0.0463459,0.0443894,0,0,0.00853853,0,0,0.0350919,0.0773716,0.0140742,0.0166583,0.026696,0.0497966,0.0364338,0.031928,0.0576218,0.0617183,0.039275,0.0257966,0.0296714,0.0150419,0.0346454,0.0321187,0.046895,0.0076365,0.0168586,0.050788,0.0458737,0,0,0,0.0633171
54,0.0302684,0.056752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366532,0,0.0235966,0.0630989,0,0,0.0050001,0,0,0.0444688,0.0507552,0.0387253,0,0.0225801,0.0551249,0.0392582,0.0452858,0.0724171,0.0580413,0.0180234,0.0644124,0.0350899,0.0374756,0.0237277,0.0399289,0.010332,0.0186279,0.0146965,0,0.0251596,0.0456405,0.0440044,0,0,0.00843562,0,0,0.0352354,0.0781087,0.0145039,0.0168289,0.0271887,0.0508915,0.0362875,0.0318692,0.0572718,0.0617612,0.0398049,0.0256164,0.0295698,0.0148529,0.0347068,0.0314627,0.0463824,0.00763839,0.0171682,0.0510817,0.0458687,0,0,0,0.0629294
55,0.030231,0.0567346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365433,0,0.0236657,0.0634198,0,0,0.0049101,0,0,0.0444937,0.0506879,0.0388741,0,0.022559,0.0551052,0.0389301,0.0454273,0.0723447,0.0580877,0.0182081,0.0643489,0.0350157,0.0374322,0.0238793,0.0399333,0.0101533,0.0187655,0.0146879,0,0.0251644,0.0454916,0.0439928,0,0,0.00846744,0,0,0.0352986,0.0783824,0.0145299,0.0170061,0.0271459,0.0509542,0.036318,0.0319134,0.0572509,0.061782,0.0398276,0.0255873,0.0297051,0.0149034,0.0351903,0.0314246,0.0463402,0.00763355,0.0171212,0.0508295,0.0459157,0,0,0,0.0628214
56,0.0301798,0.0567544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036444,0,0.0236888,0.0632535,0,0,0.00487785,0,0,0.0444135,0.0506679,0.0388779,0,0.0225745,0.0550136,0.0388581,0.0454541,0.0723359,0.058057,0.0179146,0.0643598,0.0349653,0.0374304,0.0237971,0.0398032,0.00998732,0.018868,0.0145436,0,0.025125,0.04542,0.0439957,0,0,0.00851899,0,0,0.0353073,0.0784922,0.0145422,0.0168437,0.027146,0.0509768,0.0363448,0.0319156,0.0572577,0.0617896,0.0397919,0.0255352,0.0298689,0.0149102,0.0351406,0.0315454,0.0463416,0.00761566,0.0171562,0.0503442,0.0459212,0,0,0,0.0627348
57,0.030113,0.0567878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363854,0,0.0236395,0.063107,0,0,0.00480166,0,0,0.0444562,0.0506512,0.0387933,0,0.0226306,0.0549818,0.0390227,0.0455231,0.0723317,0.0580187,0.0169225,0.0644174,0.0349603,0.0374815,0.0236865,0.0398754,0.00993813,0.0189971,0.014433,0,0.0251004,0.0452947,0.0439969,0,0,0.00844226,0,0,0.0352918,0.0784857,0.0144911,0.017067,0.0271593,0.0510436,0.0363818,0.0318931,0.057215,0.0617645,0.0398028,0.0255024,0.0298434,0.0148955,0.0345996,0.0316119,0.0463623,0.0076302,0.0171603,0.0501376,0.0459847,0,0,0,0.0627001
58,0.0297679,0.0568806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363906,0,0.0236132,0.0631374,0,0,0.00531639,0,0,0.0444664,0.0505826,0.038672,0,0.022681,0.0548419,0.0397954,0.0455949,0.0723272,0.0579518,0.0166162,0.0644167,0.0349381,0.0375114,0.0235072,0.0400897,0.0165561,0.0154829,0.0144024,0,0.0251044,0.0452047,0.0441963,0,0,0.0095339,0,0,0.0348308,0.0785184,0.014455,0.0173113,0.0271435,0.0510469,0.0366151,0.0318904,0.0571817,0.061737,0.0398116,0.0254897,0.0297408,0.0148852,0.0343272,0.0316199,0.0462265,0.00946172,0.0149755,0.0501647,0.045889,0,0,0,0.0626799
59,0.0301302,0.0568802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375623,0,0.0231215,0.062826,0,0,0.00554739,0,0,0.036869,0.0507106,0.0369018,0,0.0228206,0.0549504,0.0369419,0.0461543,0.0724981,0.0577201,0,0.0642193,0.0349305,0.0377412,0.0208684,0.0390938,0,0.0228314,0.0140864,0,0.0248001,0.0458666,0.0439144,0,0,0.00970668,0,0,0.0349618,0.078175,0.0143312,0.0176088,0.0267657,0.0509512,0.0367527,0.0318652,0.0573188,0.0617089,0.0396152,0.0256884,0.0297936,0.0151448,0.0345037,0.032122,0.0463299,0.00976006,0.0141254,0.0500505,0.0460249,0,0,0,0.0626441
60,0.0293671,0.0579259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383719,0,0.0233969,0.0631638,0,0,0.0076854,0,0,0.0440932,0.0505642,0.0375825,0,0.0227921,0.0545796,0.0402264,0.0467378,0.072556,0.0573369,0,0.0639228,0.0344608,0.0369395,0.0213236,0.0394108,0.0129511,0.0151404,0.014663,0,0.0243264,0.0459114,0.0440689,0,0,0.00956082,0,0,0.0350752,0.0779468,0.01451,0.0183685,0.0263326,0.0506257,0.0363972,0.0321576,0.0576697,0.0617108,0.0393847,0.0257554,0.0305105,0.0158854,0.0345901,0.0316774,0.0464937,0.0104346,0.0127364,0.0508934,0.0452052,0,0,0,0.0619287
61,0.0294831,0.0567709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322868,0,0.0224189,0.0608476,0,0,0.00576418,0,0,0.0437851,0.0526917,0.0313615,0,0.0259988,0.0544949,0.039212,0.0445571,0.0697975,0.0555056,0.0189271,0.0676441,0.0391021,0.0412397,0.0209029,0.0399894,0.0121999,0.0178009,0.0138546,0,0.0251405,0.0442908,0.0443969,0,0,0.00858844,0,0,0.0351497,0.0780639,0.0143387,0.0168511,0.027187,0.0514012,0.0368022,0.0315383,0.0572746,0.0614181,0.038915,0.0257126,0.0302285,0.0152171,0.0348778,0.0323213,0.0464218,0.00742566,0.0176549,0.0498275,0.0461806,0,0,0,0
62,0.0292137,0.0576096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325253,0,0.0225282,0.0600889,0,0,0.0112227,0,0,0.0420512,0.0525722,0.0305238,0,0.0261449,0.0552356,0.0409179,0.0449444,0.0697674,0.0547824,0.0191243,0.0676765,0.0392362,0.0411697,0.0199109,0.0395679,0.0145546,0.0144493,0.0147043,0,0.0245702,0.0436399,0.0442211,0,0,0.0107593,0,0,0.0344044,0.0783837,0.0137385,0.0164745,0.0282924,0.0517382,0.0376689,0.0312681,0.0573383,0.0610416,0.0383269,0.0258376,0.0301869,0.0151818,0.034774,0.0314963,0.0464763,0.0137949,0.0118941,0.0501806,0.0459593,0,0,0,0
63,0.0296274,0.0573064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360402,0,0.0235527,0.0632351,0,0,0.00892123,0,0,0.0430751,0.0505369,0.0384191,0,0.0224984,0.0547921,0.0405879,0.0455191,0.0722932,0.0577674,0.0186973,0.0640907,0.0348121,0.0374946,0.0232581,0.0398191,0.0137757,0.0150453,0.0141968,0,0.0249513,0.0452656,0.044049,0,0,0.0109421,0,0,0.03418,0.0787527,0.0143777,0.0168472,0.0275134,0.0509607,0.0371552,0.0316971,0.0571965,0.061611,0.0394551,0.0254592,0.029968,0.0147596,0.0342837,0.0317134,0.0463161,0.01193,0.0126866,0.0504236,0.0459313,0,0,0,0.0606741
64,0.0298537,0.0567138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351797,0,0.0231568,0.0642804,0,0,0.00531225,0,0,0.0437541,0.0499341,0.038198,0,0.0212772,0.0555035,0.038879,0.0456222,0.0733663,0,0.0251146,0.06318,0.0342545,0.038051,0.021958,0.0405625,0.00987153,0.0195757,0.0142789,0,0.024746,0.0460847,0.0443964,0,0,0.00808809,0,0,0.0352185,0.078665,0.014502,0.0174772,0.0268919,0.0511372,0.035683,0.0319114,0.0573571,0.0617993,0.0396756,0.0254271,0.0301517,0.0150309,0.0341977,0.0316032,0.0467399,0.00794723,0.0165268,0.0500385,0.0461549,0,0,0,0.0600697
65,0.0294302,0.056581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342427,0,0.0241053,0.0609177,0,0,0.00555557,0,0,0.0435052,0.0524252,0.0347773,0,0.0245777,0.054996,0.0387841,0.0444434,0.070228,0,0.0650482,0.0663338,0.0372891,0.0393175,0.0209747,0.0403923,0.0100508,0.0199807,0.0136452,0,0.024972,0.0449008,0.0445665,0,0,0.00835312,0,0,0.0353623,0.0782525,0.0143099,0.0167612,0.027153,0.051651,0.0366294,0.031417,0.0573286,0.0614163,0.0387855,0.0256005,0.0301679,0.0151393,0.0342704,0.0323693,0.0462274,0.00772145,0.0170265,0.0496711,0.0464169,0,0,0,0.0628364
66,0.029258,0.0564697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338093,0,0.0247511,0.0594232,0,0,0.00563531,0,0,0.0435361,0.053587,0.0335457,0,0.0260863,0.0548237,0.0386993,0.0440558,0.068821,0,0.0839047,0.0677083,0.0386974,0.0399403,0.0205381,0.0402771,0.01022,0.0201418,0.0133115,0,0.0250328,0.04436,0.044645,0,0,0.00845564,0,0,0.0354669,0.0780823,0.0142196,0.0166636,0.0272748,0.0518942,0.0370919,0.0311664,0.0572984,0.06124,0.0383792,0.025668,0.0301958,0.0151081,0.0342577,0.0327515,0.0459614,0.00764748,0.0172034,0.0495795,0.046602,0,0,0,0.0645108
67,0.0292344,0.0564349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337355,0,0.0249318,0.0592664,0,0,0.00567941,0,0,0.0437513,0.0537105,0.0335843,0,0.0263043,0.0548397,0.0386486,0.0441013,0.068641,0,0.0861488,0.0678101,0.0388001,0.0399218,0.0204471,0.0402559,0.0106002,0.0198861,0.0131946,0,0.0249977,0.0442581,0.0446928,0,0,0.00844037,0,0,0.0354748,0.0781651,0.0141578,0.0167175,0.0272051,0.0519377,0.0370954,0.0311641,0.0572719,0.0611739,0.0382952,0.0257229,0.0302024,0.0150954,0.0343074,0.0328635,0.0458674,0.00763553,0.017308,0.0499298,0.0466631,0,0,0,0.0652509
68,0.029118,0.0566059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336968,0,0.0248233,0.0594629,0,0,0.00681406,0,0,0.0434945,0.0535861,0.0336498,0,0.0262501,0.0548177,0.0392066,0.0440999,0.068778,0,0.0839115,0.0676374,0.0386781,0.0398857,0.0204374,0.0402337,0.0122387,0.0180674,0.0132831,0,0.0250344,0.0443192,0.0447161,0,0,0.00917835,0,0,0.0351048,0.0782793,0.0141361,0.0167071,0.0272553,0.0518904,0.0372721,0.0311424,0.0572681,0.0611403,0.0383099,0.0257293,0.0300814,0.0150736,0.0345171,0.0326808,0.04578,0.00863926,0.0160697,0.0502255,0.0466312,0,0,0,0.0644114
69,0.0292427,0.0566731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340385,0,0.0241773,0.0609431,0,0,0.00645613,0,0,0.0434731,0.0524095,0.0348427,0,0.0246806,0.0550665,0.0390492,0.0444844,0.0701704,0,0.0653343,0.0662077,0.0373217,0.0392667,0.0207892,0.040468,0.0116049,0.0183805,0.0135797,0,0.0249811,0.0448561,0.044683,0,0,0.00893845,0,0,0.0350912,0.0784802,0.0142308,0.016915,0.0271069,0.0517582,0.0368019,0.0313084,0.0572884,0.0612787,0.038677,0.0256428,0.0300157,0.0150425,0.0347309,0.0322769,0.0459978,0.0085269,0.0160961,0.0501906,0.046541,0,0,0,0.0627541
70,0.0292241,0.0563729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303139,0,0.022232,0.0612713,0,0,0.0066221,0,0,0.043134,0.0523016,0.0308237,0,0.0247881,0.0553583,0.0390498,0.0437086,0.0705096,0,0.0234072,0.0668371,0.0390033,0.0421755,0.0199146,0.0405454,0.0117832,0.0190546,0.0133639,0,0.0250657,0.0452229,0.0448424,0,0,0.00880273,0,0,0.0349417,0.0787379,0.014117,0.0165363,0.0272414,0.052026,0.0367696,0.0311663,0.0571234,0.0612731,0.0389392,0.0256557,0.0297637,0.0147026,0.0345608,0.0323636,0.0462102,0.00850692,0.0163205,0.0495826,0.0467887,0,0,0,0
71,0.0292777,0.057426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375731,0,0.0231939,0.0632032,0,0,0.00548598,0,0,0.0445552,0.0505915,0.0369962,0,0.022805,0.0547359,0.0385399,0.0467314,0.0725446,0.0569496,0,0.0635056,0.0345277,0.0369016,0.0206231,0.0402747,0.0103635,0.0179822,0.0140943,0,0.0243266,0.0461718,0.0444247,0,0,0.00802855,0,0,0.0356089,0.0786751,0.0145034,0.0178191,0.026377,0.0510096,0.0360078,0.0319746,0.0577909,0.0615247,0.0390177,0.0256249,0.0303173,0.0155192,0.0341543,0.0319423,0.0461592,0.00794046,0.0154221,0.0503194,0.0457304,0,0,0,0.0600234
72,0.0295499,0.0567715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036449,0,0.022654,0.0624385,0,0,0.00554892,0,0,0.0439913,0.0510343,0.0363042,0,0.0230528,0.0550771,0.0387387,0.0459024,0.0722691,0.057449,0,0.0638622,0.0351398,0.0376764,0.0207521,0.0406091,0.0105521,0.0187265,0.0135648,0,0.024992,0.0465447,0.0443366,0,0,0.00865553,0,0,0.035033,0.0788807,0.0143909,0.017075,0.0270899,0.0513589,0.0363396,0.0312982,0.0573278,0.0614686,0.0391653,0.0253988,0.0301168,0.0147773,0.0340714,0.0320415,0.0459883,0.00812963,0.0163121,0.0496255,0.0464894,0,0,0,0.0607147
73,0.029558,0.0567896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366557,0,0.0226709,0.0623758,0,0,0.0054726,0,0,0.0438626,0.0509317,0.0361884,0,0.0230122,0.0549466,0.038811,0.0462978,0.0723961,0.0572619,0,0.0637154,0.035043,0.037489,0.0204394,0.0405538,0.0102192,0.0189161,0.0135816,0,0.0249516,0.0463693,0.044427,0,0,0.00858566,0,0,0.0351853,0.0785146,0.0143573,0.0171152,0.0269378,0.0514558,0.0363068,0.0314121,0.0572677,0.0614217,0.0390827,0.025452,0.0302114,0.0149462,0.0341196,0.0321176,0.0460233,0.00790375,0.0162925,0.0501664,0.0464419,0,0,0,0.0610066
74,0.0295989,0.0568121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355031,0,0.0235542,0.0628152,0,0,0.0053889,0,0,0.0439068,0.0505909,0.038311,0,0.0226387,0.0547842,0.0386557,0.0458308,0.0723064,0.0574692,0.0171606,0.0637929,0.0348959,0.0372223,0.0229568,0.0405441,0.0101061,0.0188328,0.0136089,0,0.0251328,0.0452994,0.0444273,0,0,0.00881646,0,0,0.0350712,0.0788197,0.0143853,0.0168356,0.0273097,0.0519534,0.0365469,0.0315123,0.0568909,0.061331,0.0393536,0.0254172,0.0299956,0.0146394,0.0341799,0.0319987,0.0458771,0.00785383,0.0167444,0.0503273,0.0465048,0,0,0,0.0615361
75,0.0295793,0.0568854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366717,0,0.0226855,0.0624139,0,0,0.00543792,0,0,0.0440226,0.0510339,0.0363595,0,0.0227078,0.0549184,0.0388201,0.0463928,0.0724174,0.0573071,0,0.0636815,0.0350097,0.0376082,0.0206035,0.0404637,0.0102876,0.0188416,0.0134699,0,0.0249647,0.0463077,0.04445,0,0,0.00854417,0,0,0.0351904,0.0782497,0.0143924,0.0167177,0.0268773,0.0515739,0.0361515,0.0313639,0.0571205,0.0613835,0.0390336,0.0254129,0.0301655,0.014952,0.0341795,0.0322448,0.0459813,0.00776267,0.016556,0.0503501,0.0464922,0,0,0,0.0613565
