Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
178,0.03753,0.0476751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301517,0,0.0123853,0.0295642,0,0,0.0132,0,0,0.0410702,0,0.0332619,0.0260976,0.0565453,0.0394519,0.0505251,0.0754899,0.0598065,0.0622622,0.0292601,0.0344549,0.0358539,0.0340066,0.0119413,0.0205631,0.00533707,0,0.0268565,0.0533595,0.0435008,0,0,0.0136939,0,0,0.0334586,0.0682394,0.0162996,0.0256413,0.0284867,0.0568882,0.0486396,0.027997,0.0574028,0.059893,0.0364384,0.0301176,0.0253691,0.0157693,0.0366932,0.0367131,0.0417689,0.00894513,0.0183471,0.0430452,0.061491,0,0,0,0.011159,0.0572284,0.0597034,0
179,0.0378747,0.0474226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308198,0,0.0125747,0.0287033,0,0,0.0133593,0,0,0.0409621,0,0.0345747,0.0265254,0.0566933,0.039333,0.0512722,0.0758804,0.0597185,0.0630457,0.0303121,0.0360907,0.0400466,0.0341908,0.0119137,0.0204562,0.00505098,0,0.0269192,0.054294,0.0434558,0,0,0.0133828,0,0,0.0331749,0.0682134,0.0164641,0.0255779,0.0285055,0.0569541,0.0493323,0.0278038,0.0572847,0.0598371,0.0365402,0.0298698,0.0253954,0.0158218,0.0367641,0.0369243,0.0418533,0.00883181,0.0180687,0.042774,0.0619995,0,0,0,0.0106028,0.0583589,0.0598089,0
180,0.0382244,0.0472208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314792,0,0.0123589,0.0279993,0,0,0.0134301,0,0,0.0408918,0,0.0354845,0.0271014,0.0569614,0.0392306,0.0516677,0.0760609,0.05952,0.0633145,0.0309719,0.0374952,0.0426317,0.0342123,0.0120193,0.0202727,0.0048603,0,0.026908,0.0551539,0.0433933,0,0,0.0130843,0,0,0.0328532,0.0682341,0.016672,0.0254212,0.0284396,0.0569746,0.0499348,0.0277435,0.0571754,0.0598089,0.0366169,0.0297296,0.0253943,0.0158296,0.0367501,0.0370137,0.0420655,0.00881858,0.0177627,0.0425715,0.0624928,0,0,0,0.010116,0.0593429,0.06005,0
181,0.0385802,0.0470449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315814,0,0.0117524,0.0275486,0,0,0.0135005,0,0,0.0406791,0,0.0363146,0.0276959,0.0573295,0.0391023,0.0517003,0.0759514,0.0592727,0.063547,0.0312549,0.0384993,0.0431991,0.0341344,0.0118372,0.0202031,0.00472675,0,0.026863,0.0558082,0.0432916,0,0,0.0128791,0,0,0.0325096,0.0682885,0.0168984,0.0251258,0.0282153,0.056844,0.0504915,0.0277522,0.0571065,0.0598168,0.0367072,0.029694,0.0253792,0.0158326,0.0367033,0.0370145,0.0424049,0.00895086,0.0174016,0.0423914,0.0629826,0,0,0,0.00961609,0.06007,0.0603961,0
182,0.0389211,0.0468897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318668,0,0.0112031,0.0272414,0,0,0.0135617,0,0,0.0404976,0,0.0368757,0.0282361,0.0577749,0.0389768,0.0517712,0.0757566,0.0589909,0.0639614,0.0315305,0.0393382,0.0423612,0.0341295,0.0116967,0.0201183,0.00465657,0,0.0269135,0.0562599,0.0431919,0,0,0.012794,0,0,0.0321613,0.0683137,0.0170793,0.024845,0.0281057,0.0566231,0.0510594,0.0277987,0.0570796,0.0598505,0.0368023,0.0296698,0.0254206,0.0158651,0.0366938,0.0369586,0.042842,0.0091196,0.0170009,0.0422082,0.0634616,0,0,0,0.00918689,0.0606977,0.0607969,0
183,0.0392147,0.0467705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327029,0,0.0109304,0.0270318,0,0,0.0135998,0,0,0.0403623,0,0.0369954,0.0286379,0.0582273,0.0388144,0.0519673,0.0756157,0.0586929,0.06424,0.0319208,0.0401565,0.0407161,0.0341296,0.0116232,0.0200214,0.00455256,0,0.0271864,0.0566035,0.0431443,0,0,0.012759,0,0,0.0318906,0.0682811,0.017231,0.0246867,0.0280507,0.0563488,0.0515977,0.0278558,0.0570862,0.0599143,0.0369039,0.0296593,0.0254914,0.0159352,0.0367028,0.0369167,0.0431532,0.00937524,0.0165799,0.0420624,0.0639165,0,0,0,0.00887288,0.0613032,0.0612565,0
184,0.0393701,0.0466875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338482,0,0.0108329,0.0269337,0,0,0.0135811,0,0,0.0402592,0,0.0368835,0.028934,0.0585646,0.0385264,0.0522568,0.075519,0.0584139,0.064359,0.0323126,0.0409382,0.0388551,0.0340673,0.0115867,0.0198994,0.00443514,0,0.0273973,0.0567356,0.0431574,0,0,0.0126366,0,0,0.0317101,0.068209,0.0174015,0.0245207,0.0280111,0.0561217,0.0521883,0.0279318,0.057078,0.0599803,0.0369948,0.0296626,0.0255623,0.016002,0.0366821,0.0368463,0.04318,0.00944881,0.0161942,0.0419619,0.0642669,0,0,0,0.0087051,0.0618273,0.0616899,0
185,0.0395417,0.0465837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348814,0,0.010676,0.0268076,0,0,0.0136122,0,0,0.0401848,0,0.0367719,0.0291353,0.0587893,0.0382972,0.0525065,0.075457,0.0581699,0.0644623,0.0326631,0.0416149,0.0369828,0.0339598,0.0115435,0.0198117,0.004353,0,0.027311,0.0567654,0.0431823,0,0,0.012462,0,0,0.0315376,0.0680839,0.0175975,0.0243464,0.0279562,0.0559428,0.0527706,0.0279862,0.0570526,0.0600098,0.0370433,0.0296825,0.0256471,0.0160776,0.0366785,0.0367625,0.0430788,0.00952394,0.0158512,0.0418793,0.0645532,0,0,0,0.00863779,0.0622551,0.0620353,0
186,0.0397541,0.0464805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357797,0,0.010351,0.0264459,0,0,0.0136964,0,0,0.0401146,0,0.036726,0.0292076,0.0589213,0.0380928,0.0526595,0.0754527,0.05797,0.0646058,0.0330122,0.0421795,0.0349978,0.0338964,0.0114934,0.0197553,0.0043387,0,0.0272769,0.056798,0.0431909,0,0,0.0122742,0,0,0.0313136,0.06794,0.017832,0.0242151,0.02791,0.0557858,0.0532931,0.0280516,0.0570278,0.0600325,0.0370958,0.0296945,0.0257095,0.016174,0.0366766,0.0366674,0.0429967,0.00956015,0.0155591,0.0418403,0.0648281,0,0,0,0.00858676,0.0626242,0.0623708,0
187,0.0399488,0.0464019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366675,0,0.0100276,0.0259774,0,0,0.0138231,0,0,0.0400215,0,0.0367867,0.0292472,0.0590139,0.0378396,0.052875,0.0755475,0.0578253,0.064812,0.0333927,0.0426987,0.033269,0.0339175,0.0114244,0.0197041,0.00439341,0,0.0273695,0.0568673,0.0431537,0,0,0.0120869,0,0,0.0310653,0.067839,0.01816,0.0241114,0.0278816,0.0556506,0.0537583,0.028111,0.0570413,0.0600765,0.037161,0.0297064,0.0257488,0.0162463,0.0366772,0.0365054,0.0429578,0.00953753,0.0153357,0.0418342,0.0650996,0,0,0,0.00863822,0.0629939,0.062719,0
188,0.0401699,0.0463342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375273,0,0.00980627,0.0261839,0,0,0.0139486,0,0,0.0399858,0,0.0369802,0.0293856,0.0591196,0.0376204,0.0533765,0.0756754,0.0576664,0.0650138,0.0337883,0.0431959,0.0318466,0.0338432,0.0113072,0.0197397,0.00425967,0,0.027331,0.0570244,0.0430708,0,0,0.0118347,0,0,0.0308865,0.0677957,0.0185254,0.0239909,0.02784,0.0555003,0.0541651,0.028158,0.0571054,0.0600826,0.0372032,0.0297659,0.0256838,0.0162989,0.0367185,0.0365136,0.042923,0.00951996,0.015173,0.0418282,0.0653214,0,0,0,0.00884418,0.0634103,0.0631072,0
189,0.0404307,0.0462741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383501,0,0.00965622,0.0262601,0,0,0.0140271,0,0,0.0399123,0,0.0373228,0.0296569,0.059174,0.037426,0.0538037,0.0757435,0.0573565,0.0652434,0.0341203,0.0436253,0.0308323,0.0338212,0.0113223,0.0196779,0.00417762,0,0.0272707,0.0572651,0.0429617,0,0,0.011596,0,0,0.0307412,0.0677809,0.0189411,0.0237922,0.0277787,0.0553559,0.0545138,0.0282192,0.0571603,0.0600915,0.0372746,0.029813,0.0255788,0.0163132,0.0367141,0.0364732,0.0429248,0.00941843,0.0151073,0.0418113,0.0654574,0,0,0,0.00907102,0.0637959,0.0635257,0
190,0.0406692,0.0461312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404305,0,0.00847828,0.0255154,0,0,0.014232,0,0,0.0399901,0,0.0376206,0.0322301,0.0590958,0.0376058,0.0547276,0.0776903,0.0574343,0.0640453,0.0332582,0.0437496,0.026025,0.033718,0.011312,0.0197726,0.0041896,0,0.0272732,0.0577159,0.0428264,0,0,0.0114051,0,0,0.0306183,0.0677477,0.0191568,0.023971,0.0277336,0.0556207,0.0554233,0.0279304,0.0570408,0.0599769,0.0372051,0.0298963,0.0255626,0.016399,0.0367789,0.0363523,0.0428199,0.00920733,0.0151998,0.0417179,0.0660461,0,0,0,0.00737149,0.0631062,0.0623934,0
191,0.0408842,0.0460979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398986,0,0.00949686,0.0258311,0,0,0.0141348,0,0,0.0398524,0,0.0382492,0.0301702,0.0593183,0.0370996,0.0546026,0.076024,0.0564858,0.0656597,0.0345479,0.0442719,0.0298884,0.0339625,0.0113753,0.0195154,0.00424955,0,0.0272627,0.0577845,0.0427708,0,0,0.0115721,0,0,0.0303711,0.0678346,0.0197734,0.0233298,0.0276397,0.055039,0.0552114,0.0282494,0.0569783,0.0600366,0.0373322,0.0298279,0.0253681,0.0162682,0.0366847,0.0362343,0.0429667,0.00933108,0.0146388,0.0417806,0.0656276,0,0,0,0.00983657,0.064446,0.064296,0
192,0.040907,0.0459376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420467,0,0.00851091,0.0249851,0,0,0.0142997,0,0,0.0399176,0,0.0383522,0.0325489,0.0592999,0.0371427,0.0557303,0.0779096,0.0564424,0.0644136,0.0335991,0.0443669,0.0251232,0.0339182,0.0114251,0.0195551,0.00433435,0,0.0272476,0.0583402,0.0426077,0,0,0.0113957,0,0,0.0302849,0.0678636,0.0199463,0.0235451,0.0275469,0.0553108,0.0559576,0.0279963,0.0566585,0.0599313,0.037251,0.029903,0.0254059,0.0163419,0.0367666,0.0359622,0.0427331,0.00917758,0.0148448,0.0416707,0.0659916,0,0,0,0.00849524,0.0637479,0.0631982,0
193,0.0410692,0.0458701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428187,0,0.00851613,0.0246414,0,0,0.0143965,0,0,0.0400003,0,0.0385587,0.0326124,0.059471,0.0369886,0.0562383,0.0779655,0.055878,0.0646042,0.0338339,0.0447371,0.0242585,0.0339714,0.0116924,0.0193276,0.004365,0,0.0272519,0.0587498,0.0425309,0,0,0.0115055,0,0,0.0301432,0.0679385,0.0203519,0.023429,0.0274651,0.0551772,0.0560569,0.0280479,0.0567262,0.059962,0.0372971,0.0299393,0.0253278,0.0163338,0.03678,0.0357032,0.042681,0.00911735,0.0146976,0.0416768,0.065728,0,0,0,0.00929997,0.0640957,0.0635795,0
194,0.0413434,0.04585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435572,0,0.00850765,0.0244286,0,0,0.0145046,0,0,0.040012,0,0.0386887,0.0326059,0.0596157,0.0369541,0.0567564,0.0781271,0.0553051,0.0648529,0.0341594,0.0451759,0.0234069,0.0339895,0.0118401,0.0191368,0.00451325,0,0.027269,0.0591471,0.0425196,0,0,0.0123124,0,0,0.0298383,0.0679854,0.0206903,0.0232996,0.0274041,0.0549697,0.056157,0.0280763,0.0567789,0.0600275,0.0374123,0.02999,0.0252697,0.0163218,0.0368333,0.0353275,0.0426028,0.00972056,0.0134317,0.0416772,0.0655782,0,0,0,0.0103638,0.0645024,0.0640777,0
195,0.0413946,0.0458575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443294,0,0.00846193,0.024232,0,0,0.0144253,0,0,0.039995,0,0.0387049,0.0325852,0.0597902,0.0368575,0.0572883,0.0784324,0.0547837,0.0651485,0.0345407,0.045638,0.0226284,0.034006,0.0117541,0.0192128,0.00478736,0,0.0272484,0.0595793,0.0425499,0,0,0.0122084,0,0,0.0297542,0.0679458,0.0209058,0.0232189,0.0273492,0.0547708,0.0559794,0.0281024,0.0566707,0.0601082,0.0375105,0.0300134,0.025257,0.0163461,0.036849,0.0349793,0.0425141,0.00958994,0.0135587,0.0415944,0.0655121,0,0,0,0.0114428,0.0649345,0.0646833,0
196,0.0413879,0.0458888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449042,0,0.00835389,0.0240303,0,0,0.0143713,0,0,0.0399692,0,0.0386581,0.0325976,0.0599168,0.036743,0.0577483,0.0786571,0.0543142,0.0654801,0.0349504,0.0460816,0.0219906,0.0340239,0.0117217,0.0192354,0.00511649,0,0.0272571,0.0599855,0.0425768,0,0,0.0120377,0,0,0.029675,0.0679434,0.0211104,0.0231293,0.0273009,0.0545912,0.0557011,0.0281549,0.0564589,0.0601532,0.0376069,0.0300441,0.0252448,0.0163826,0.0368654,0.0345505,0.0423678,0.00954126,0.0137325,0.0415025,0.0654608,0,0,0,0.0123497,0.0653767,0.0651301,0
197,0.0413879,0.0459175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045245,0,0.0082145,0.0239941,0,0,0.0140729,0,0,0.0399468,0,0.0385231,0.0326038,0.06005,0.0365507,0.0580742,0.078792,0.0539538,0.065878,0.0354236,0.0464755,0.0216627,0.0341708,0.0114492,0.0194724,0.00544363,0,0.0273852,0.0603255,0.0425685,0,0,0.012264,0,0,0.0295213,0.0680802,0.0213594,0.0229189,0.0273041,0.0544466,0.0554007,0.0282035,0.0563735,0.0601111,0.0377072,0.0301115,0.0251772,0.0164094,0.0368535,0.0341088,0.042273,0.00993585,0.0131331,0.0413461,0.0653828,0,0,0,0.0129587,0.0658228,0.0655857,0
198,0.0414036,0.0460288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044015,0,0.00898979,0.0243732,0,0,0.0139351,0,0,0.0397255,0,0.0384169,0.0306188,0.060282,0.036187,0.0577831,0.0770556,0.0533268,0.0676304,0.0368856,0.0468394,0.0257863,0.034318,0.0113589,0.0193966,0.00580213,0,0.0275168,0.0603444,0.0425909,0,0,0.012156,0,0,0.0294423,0.0682364,0.0217228,0.0225175,0.0273262,0.0538696,0.0544951,0.0285505,0.0563292,0.060153,0.0378281,0.0301272,0.0250113,0.0163289,0.0367677,0.0336816,0.0423604,0.00981468,0.0131022,0.0413531,0.0649112,0,0,0,0.0148943,0.0670945,0.0673905,0
199,0.0413671,0.0459847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462167,0,0.0080305,0.0236044,0,0,0.0140233,0,0,0.0397803,0,0.0382146,0.0327234,0.0602206,0.0365612,0.0586814,0.0791338,0.0533373,0.0664796,0.0360715,0.0469219,0.0208811,0.0342084,0.0113786,0.0195453,0.0061834,0,0.0275048,0.0608927,0.0425298,0,0,0.0117281,0,0,0.0294291,0.0682691,0.0217275,0.0228642,0.0272259,0.0541479,0.0544529,0.0282885,0.0559478,0.0600906,0.0377472,0.0301822,0.0250594,0.0163841,0.0368117,0.0331257,0.0422766,0.0091882,0.0139287,0.0411076,0.0653327,0,0,0,0.0138908,0.0664914,0.0662766,0
200,0.0413706,0.0459943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464847,0,0.00794185,0.0233409,0,0,0.0139878,0,0,0.0398355,0,0.0380163,0.0328031,0.0602514,0.0366663,0.0589233,0.0793412,0.0531176,0.0667228,0.0362797,0.0469799,0.0204567,0.0342109,0.0114181,0.0195992,0.00643795,0,0.0275052,0.0610658,0.0424808,0,0,0.0118098,0,0,0.0292874,0.0683791,0.0220014,0.0229697,0.0271434,0.0540447,0.0539979,0.0283178,0.0557464,0.0600933,0.0377028,0.0301965,0.0249872,0.016349,0.0367732,0.0327872,0.0422511,0.00904806,0.0139612,0.04099,0.0653746,0,0,0,0.0141959,0.0667145,0.0665262,0
201,0.0415029,0.0459882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465382,0,0.00783162,0.0231805,0,0,0.014019,0,0,0.0399572,0,0.037821,0.0328633,0.0602417,0.0367933,0.05913,0.0795724,0.0529821,0.0670125,0.036529,0.046987,0.0201349,0.0342056,0.0114702,0.0196745,0.00679214,0,0.0274152,0.0610916,0.0424406,0,0,0.012044,0,0,0.0291559,0.0685572,0.0222881,0.0230438,0.027097,0.0539288,0.0534914,0.0283349,0.0556477,0.0601003,0.0376707,0.0301824,0.0249267,0.0163305,0.0367013,0.0323104,0.0421735,0.00905007,0.0137849,0.0408789,0.0653989,0,0,0,0.0144279,0.066898,0.0667383,0
202,0.0416308,0.0459673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466452,0,0.00772036,0.0230597,0,0,0.0140555,0,0,0.0400854,0,0.0374703,0.0329333,0.0602276,0.0369496,0.0593139,0.0797475,0.0529121,0.0672721,0.0367531,0.0469487,0.0197572,0.0342406,0.0115487,0.0197256,0.00714984,0,0.0272142,0.0610352,0.0424307,0,0,0.0123948,0,0,0.0290626,0.068754,0.0225601,0.0231347,0.0270681,0.0538134,0.052945,0.0283463,0.0555853,0.0600949,0.0376082,0.0301709,0.024854,0.0162752,0.0366257,0.031828,0.0421344,0.00913435,0.0135355,0.0408094,0.0654196,0,0,0,0.0146085,0.0670679,0.0669381,0
203,0.0417174,0.0459346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466969,0,0.00765962,0.0230031,0,0,0.0138477,0,0,0.0401705,0,0.0369731,0.032922,0.0602068,0.037033,0.0594546,0.0798453,0.0529203,0.067543,0.0370001,0.0469004,0.0193673,0.0343285,0.011248,0.0200736,0.00743634,0,0.0272921,0.0609764,0.0424145,0,0,0.0128489,0,0,0.0290073,0.0688995,0.0228536,0.0231283,0.0269867,0.0536571,0.0523389,0.0284168,0.0553209,0.0600904,0.0375089,0.0301587,0.024845,0.016312,0.0365103,0.031447,0.0420818,0.00970624,0.0126766,0.0407704,0.0654183,0,0,0,0.0146761,0.0672496,0.0672426,0
204,0.0415845,0.0460202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462096,0,0.00767523,0,0,0,0.0138617,0,0,0.0400676,0,0.0366565,0.0327359,0.0596832,0.0366824,0.0596268,0.0802506,0.0531033,0.0678829,0.0374239,0.0469321,0.0202726,0.0343806,0.0115024,0.0197224,0.00903777,0,0.0273742,0.0590954,0.04253,0,0,0.0129961,0,0,0.028915,0.0696758,0.0232277,0.0225689,0.0272119,0.0542347,0.052263,0.0292295,0.0549041,0.0604214,0.0386181,0.0301535,0.0248787,0.0163115,0.0363983,0.0296514,0.0420082,0.0095758,0.012788,0.0408851,0.0652898,0,0,0,0.0138862,0.0674939,0.0677294,0
205,0.0416225,0.0459745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447646,0,0.00876855,0.0234324,0,0,0.0137314,0,0,0.0401234,0,0.0357997,0.0306787,0.0603585,0.0371109,0.0591896,0.0780986,0.0526117,0.0694635,0.0387949,0.0469087,0.023351,0.0345354,0.0115466,0.0198312,0.00818051,0,0.0273333,0.0604658,0.0422771,0,0,0.0134507,0,0,0.0287824,0.0691569,0.0232285,0.0231127,0.0271003,0.0530554,0.0507148,0.0286888,0.0551867,0.0601952,0.0374019,0.0301327,0.0248175,0.016298,0.0363202,0.0305752,0.0420451,0.00981389,0.012117,0.0407396,0.0649884,0,0,0,0.0160279,0.0684874,0.0692137,0
206,0.0414706,0.0459462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452462,0,0.00831235,0.023357,0,0,0.0137178,0,0,0.0402238,0,0.0353998,0.0314116,0.0603002,0.0374506,0.0593487,0.0786477,0.052755,0.0692209,0.0385407,0.0469077,0.0215512,0.0345648,0.0115413,0.0199786,0.00843686,0,0.0275351,0.0605227,0.0421538,0,0,0.0135395,0,0,0.0288003,0.0692847,0.0233105,0.0233143,0.0270554,0.0531119,0.0503024,0.028554,0.0551066,0.0601866,0.037273,0.0301533,0.0248486,0.0163157,0.0363137,0.0302403,0.0419281,0.0100156,0.0116645,0.0406415,0.0651445,0,0,0,0.0156519,0.0683485,0.0689495,0
207,0.0413204,0.0460848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440917,0,0.00889888,0.0235867,0,0,0.0136585,0,0,0.0402878,0,0.0346791,0.0307147,0.0604061,0.037534,0.0594682,0.0782978,0.0526195,0.0698651,0.0390685,0.0467392,0.0227281,0.0346579,0.0114893,0.0200676,0.00865743,0,0.0276825,0.0604215,0.0421475,0,0,0.0135574,0,0,0.0289168,0.0695166,0.0235587,0.0232599,0.0270107,0.0528978,0.049568,0.0286509,0.0550012,0.0601762,0.037209,0.0301396,0.0247647,0.0162293,0.036232,0.0300033,0.0419409,0.010112,0.0114159,0.0406867,0.0650429,0,0,0,0.0160083,0.0686828,0.0698002,0
208,0.0414184,0.0462354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435987,0,0.00917045,0.0229297,0,0,0.0136115,0,0,0.0403796,0,0.034094,0.030549,0.0605144,0.0376902,0.0596525,0.0784285,0.0524979,0.0701366,0.0393363,0.0465921,0.0231747,0.034705,0.011516,0.0201484,0.00899373,0,0.0276701,0.0603238,0.0421762,0,0,0.0135843,0,0,0.0289287,0.0697839,0.0236854,0.023239,0.0269469,0.0528594,0.049028,0.0287127,0.0548966,0.0601542,0.0371338,0.030089,0.0246771,0.0161609,0.0361389,0.0296339,0.0420892,0.0101295,0.011353,0.0407219,0.0650679,0,0,0,0.0161565,0.068833,0.0701819,0
209,0.0412407,0.0464103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430864,0,0.00939785,0.0213699,0,0,0.0135635,0,0,0.0404689,0,0.0335629,0.0304722,0.0607059,0.037798,0.0598904,0.0785938,0.0524323,0.0703408,0.0395738,0.0464724,0.0234853,0.034758,0.0115211,0.0202122,0.00938147,0,0.0276777,0.0601978,0.0421631,0,0,0.0134792,0,0,0.0289636,0.0701057,0.0237645,0.0231689,0.0268756,0.0529522,0.0485409,0.0287861,0.0548228,0.0601567,0.037084,0.0300344,0.024541,0.0161109,0.0360381,0.0291849,0.0422135,0.010107,0.0114685,0.0407196,0.0650872,0,0,0,0.0162303,0.0689175,0.0705499,0
210,0.0410024,0.0465387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425768,0,0.00962416,0.0211583,0,0,0.0135419,0,0,0.0405374,0,0.0331376,0.0304137,0.0608293,0.0379854,0.0602652,0.0788355,0.0523168,0.0705227,0.0397662,0.0463642,0.0237316,0.0347762,0.0115226,0.0202978,0.00970189,0,0.0277732,0.060176,0.0421223,0,0,0.0136293,0,0,0.0291795,0.0703565,0.0238145,0.023205,0.0268231,0.0529438,0.0480294,0.0287992,0.0548472,0.0601346,0.0369055,0.0299765,0.024286,0.0160735,0.0359337,0.0287828,0.0423444,0.0101235,0.0115871,0.0406457,0.0649093,0,0,0,0.0165555,0.0689864,0.0708243,0
211,0.0408312,0.0466724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420838,0,0.00987873,0.0217673,0,0,0.0135448,0,0,0.0406129,0,0.0327276,0.0303531,0.0607799,0.0382173,0.0607075,0.0792005,0.0521018,0.0706795,0.0399435,0.046238,0.0240996,0.0347931,0.0115309,0.0203985,0.00991048,0,0.0279877,0.0602377,0.0420707,0,0,0.0137628,0,0,0.0294735,0.0706052,0.0238756,0.0232572,0.0267925,0.0528374,0.0474433,0.0287427,0.0548735,0.0601509,0.0366941,0.0299304,0.0242341,0.0160298,0.0358379,0.0284977,0.0425103,0.0102339,0.0117499,0.0405521,0.0647571,0,0,0,0.0172333,0.0690549,0.0711274,0
212,0.0405866,0.0468048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419288,0,0.0101665,0.0224402,0,0,0.0135297,0,0,0.0406369,0,0.0323409,0.0302653,0.0604851,0.0384487,0.0611567,0.079656,0.0518844,0.0709054,0.0401202,0.0461412,0.0241804,0.0347976,0.0115283,0.0204747,0.0100524,0,0.027847,0.0603099,0.0420317,0,0,0.0140592,0,0,0.0299625,0.0708384,0.0239828,0.023321,0.0267396,0.0527708,0.0468084,0.0286609,0.0548592,0.0601875,0.0365097,0.0298598,0.02421,0.0159673,0.035744,0.0283649,0.0427406,0.0103852,0.0119347,0.0404434,0.0647008,0,0,0,0.0178754,0.0691648,0.0714369,0
213,0.0402704,0.046953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418294,0,0.0105087,0.0229994,0,0,0.0135349,0,0,0.0406395,0,0.0318228,0.0300404,0.0604219,0.0385886,0.0616266,0.0801814,0.0517168,0.0711499,0.0403626,0.0460485,0.023875,0.0347625,0.0114776,0.0205706,0.0101065,0,0.0277467,0.0604076,0.0420769,0,0,0.0136595,0,0,0.0308327,0.0710609,0.0240647,0.0233556,0.026671,0.0527514,0.0460028,0.0285712,0.0548419,0.0601899,0.0364068,0.0298133,0.0242397,0.0159196,0.0356956,0.028298,0.0429427,0.00994211,0.0132935,0.040315,0.0646499,0,0,0,0.0184605,0.0692634,0.0719023,0
214,0.0401598,0.0471005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419313,0,0.010798,0.0234952,0,0,0.0135642,0,0,0.0406438,0,0.0312835,0.0298294,0.0603778,0.0386943,0.0621576,0.0806411,0.0515091,0.0713344,0.0405707,0.045949,0.0232363,0.0347264,0.0114424,0.0206585,0.0102857,0,0.0277627,0.0604353,0.0421936,0,0,0.0138659,0,0,0.03147,0.071248,0.0241125,0.0234041,0.0266002,0.0527922,0.0452751,0.028517,0.0548597,0.0602052,0.0363509,0.0297501,0.0242787,0.016121,0.0355978,0.0281803,0.0430812,0.0100726,0.013593,0.0402097,0.0645577,0,0,0,0.0194235,0.0693105,0.0722751,0
215,0.0400219,0.0472478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421004,0,0.0110621,0.023942,0,0,0.0135889,0,0,0.0407207,0,0.0307517,0.0296224,0.0602974,0.038884,0.0626807,0.0809586,0.0512247,0.0714808,0.0406935,0.0457957,0.0225363,0.0346926,0.0115405,0.0206891,0.0105696,0,0.0278192,0.0604168,0.0423029,0,0,0.0141485,0,0,0.0317349,0.0714725,0.0241094,0.0233858,0.0265031,0.0528755,0.0445457,0.028538,0.0548441,0.0602075,0.0362918,0.0296772,0.0243049,0.0161346,0.0354882,0.0280644,0.0431153,0.0104446,0.0133887,0.0401116,0.0644868,0,0,0,0.0203368,0.0693251,0.0726188,0
