Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LILC,,x77
29,0.031207,0.0540841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029541,0,0.0214589,0.0548098,0,0,0.038653,0,0,0.0473054,0.053701,0.0233469,0.0274013,0.0572476,0.0536728,0.0536579,0.0748182,0.0545842,0.0545628,0.0582755,0.0322717,0.0312848,0.00920011,0.0329373,0.0520155,0.0356649,0.0245175,0,0.0258021,0.0477965,0.0453299,0,0,0.00921981,0,0,0.0319425,0.0781147,0.0153041,0.0194692,0.0253311,0.0495991,0.0375627,0.0284288,0.0543218,0.0616933,0.0385421,0.0292789,0.0280861,0.0159665,0.0383312,0.0184007,0.0490377,0.00819314,0.0165789,0.0479607,0.0512233,0,0,0,0,0,0,0
30,0.0310992,0.0540574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289794,0,0.0221113,0.0554292,0,0,0.038554,0,0,0.0470982,0.0535447,0.0246979,0.02694,0.0568262,0.0536798,0.0535101,0.0744077,0.0545898,0.0546752,0.058531,0.0321902,0.031206,0.0105238,0.0329816,0.0516382,0.0358586,0.0244626,0,0.0258232,0.0464191,0.045376,0,0,0.00931334,0,0,0.0319836,0.0791285,0.0156963,0.0194071,0.0252967,0.0502348,0.0378845,0.0289228,0.0545867,0.0617666,0.0384697,0.0290778,0.027746,0.0156395,0.038112,0.0184582,0.0489089,0.00807182,0.0167954,0.04798,0.0512215,0,0,0,0.0180231,0,0,0
31,0.0317774,0.0528432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326018,0,0.0228081,0.0559945,0,0,0.0129743,0,0,0.0302436,0.0527317,0.0253485,0.0256106,0.0568127,0.035391,0.0541692,0.0752787,0.0549055,0.0544084,0.0585451,0.0318229,0.0314693,0.00722717,0.0363055,0,0.0229697,0.0245159,0,0.025572,0.0456293,0.0453052,0,0,0.00961448,0,0,0.0321085,0.079887,0.0160208,0.0189443,0.0256333,0.0503364,0.0373367,0.0289904,0.0548409,0.0615698,0.0379557,0.0288908,0.0274433,0.0152592,0.0379244,0.0183737,0.0479083,0.00789013,0.0171632,0.0471376,0.0517855,0,0,0,0.017577,0,0,0
32,0.0318265,0.0527793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299856,0,0.0222777,0.0558344,0,0,0.0125851,0,0,0.0303444,0.0528138,0.0252928,0.0268737,0.056798,0.0356775,0.0541618,0.0741258,0.0547188,0.0547274,0.0585646,0.032495,0.0316241,0.00982567,0.0366109,0,0.0232461,0.0234039,0,0.025358,0.0461395,0.0451186,0,0,0.00975502,0,0,0.0320636,0.0801315,0.0165771,0.0186545,0.02538,0.0505948,0.0371032,0.0291614,0.0552271,0.0616582,0.0375166,0.0285329,0.0269803,0.0147442,0.0374216,0.0194318,0.0479099,0.00785395,0.0170868,0.0471174,0.0519397,0,0,0,0.0182261,0,0,0
33,0.0319104,0.0527553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341,0,0.0221227,0.0558911,0,0,0.0122793,0,0,0.0303736,0.052011,0.0244336,0.0261067,0.0566995,0.0363161,0.0545777,0.0750575,0.0548234,0.0547128,0.0584031,0.0322925,0.0319121,0.0060217,0.0367008,0,0.0234909,0.0222314,0,0.0251289,0.0464258,0.0448828,0,0,0.00985606,0,0,0.0319745,0.0802509,0.016963,0.0181954,0.0252138,0.0503874,0.0367907,0.0293062,0.0556633,0.0617275,0.0369796,0.0281863,0.0264456,0.0142248,0.0368321,0.0206374,0.0479072,0.00782883,0.016957,0.0471844,0.0520529,0,0,0,0,0,0,0
34,0.0318901,0.0527722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307012,0,0.0224088,0.0563285,0,0,0.0113542,0,0,0.0303827,0.0521244,0.0257404,0.026945,0.0564646,0.036157,0.054028,0.0738915,0.0546175,0.055065,0.0586955,0.03272,0.0318989,0.0093952,0.0369714,0,0.0238427,0.0222031,0,0.0247289,0.0455992,0.0448051,0,0,0.00987586,0,0,0.0319099,0.0808666,0.0171765,0.0182143,0.0254921,0.0510727,0.0368955,0.0296917,0.0560381,0.0616789,0.0366571,0.027899,0.0259793,0.0137206,0.0362897,0.020911,0.0477425,0.00795982,0.016856,0.0470907,0.0521968,0,0,0,0.018194,0,0,0
35,0.0318905,0.0530651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340295,0,0.0231062,0.0570655,0,0,0.0110258,0,0,0.0303514,0.0511896,0.026392,0.0258424,0.0560941,0.0364228,0.054132,0.074668,0.0547397,0.0549125,0.0586387,0.0320547,0.0320124,0.00664412,0.0372099,0,0.0239052,0.0219675,0,0.0244465,0.0446789,0.0446915,0,0,0.00990859,0,0,0.0318335,0.0813589,0.0175141,0.0180831,0.0257363,0.0515764,0.0370151,0.0300767,0.0564699,0.0616056,0.0361822,0.0277024,0.0254236,0.0132263,0.0358521,0.0218172,0.0477336,0.00784703,0.0169416,0.047082,0.0522808,0,0,0,0.0178815,0,0,0
36,0.0319492,0.0536943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351703,0,0.0228722,0.0576461,0,0,0.0105279,0,0,0.0302687,0.0509691,0.0263259,0.0256802,0.055981,0.0365467,0.0538974,0.0747054,0.0547127,0.0551486,0.0587883,0.032032,0.0322448,0.00620238,0.0375508,0,0.0239108,0.0214325,0,0.0241192,0.0443303,0.0445322,0,0,0.0100151,0,0,0.0318631,0.0816251,0.0181642,0.0178896,0.0259958,0.0518645,0.0368871,0.0302263,0.0570111,0.0615268,0.035455,0.0275074,0.0247563,0.0127314,0.0354098,0.0237159,0.047796,0.00783984,0.0169281,0.046955,0.0524537,0,0,0,0.0180281,0,0,0
37,0.0320579,0.0538972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316926,0,0.0224145,0.0578787,0,0,0.00922248,0,0,0.0304907,0.0517416,0.0265427,0.0273126,0.05596,0.0360762,0.0537697,0.0735446,0.054433,0.0553761,0.0588351,0.0326647,0.032117,0.00856993,0.0381261,0,0.0242036,0.0205899,0,0.0237043,0.0445232,0.0443228,0,0,0.00998887,0,0,0.0319446,0.0820067,0.0192203,0.0176361,0.0260791,0.052194,0.0365791,0.0302572,0.0576943,0.0615269,0.0347178,0.0272769,0.0239954,0.0122453,0.0349556,0.0266175,0.0478388,0.00784195,0.0169667,0.0467739,0.0527152,0,0,0,0.018384,0,0,0
38,0.0319309,0.0508655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328859,0,0.021848,0.0581431,0,0,0.0164855,0,0,0.0214747,0.0521391,0.0255145,0.0281134,0.0559726,0.0300954,0.0541664,0.0738321,0.0543257,0.0553739,0.0586863,0.0330004,0.0322066,0.00696271,0.0425474,0,0.0346386,0.0195452,0,0.0233375,0.0452508,0.0464167,0,0,0.0100178,0,0,0.0318681,0.0825351,0.0204437,0.0167505,0.0263407,0.051612,0.0354107,0.0299248,0.0583044,0.0612928,0.0336252,0.0271395,0.0231402,0.0117524,0.0345469,0.0304507,0.0473349,0.00761169,0.0171188,0.0447125,0.0538678,0,0,0,0,0,0,0
39,0.0318277,0.0508593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317822,0,0.0226077,0.0595227,0,0,0.0162967,0,0,0.0212784,0.0517371,0.0274085,0.0280243,0.05554,0.0298747,0.0531263,0.0734585,0.0543309,0.0552386,0.0585875,0.0330091,0.0319132,0.00848235,0.0424845,0,0.0339127,0.0193883,0,0.0228285,0.0436639,0.0463605,0,0,0.01002,0,0,0.0318993,0.0834778,0.0218927,0.0168922,0.0263915,0.0523034,0.0356871,0.0304551,0.0589445,0.061089,0.0330747,0.0268576,0.0222874,0.0111932,0.033989,0.0336044,0.0470441,0.00755215,0.0172665,0.0445948,0.054009,0,0,0,0.0184403,0,0,0
40,0.0317877,0.0509158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322965,0,0.0225189,0.0601105,0,0,0.0161598,0,0,0.0212491,0.0515339,0.0275069,0.0281649,0.0553571,0.0299007,0.0529715,0.0729324,0.0543307,0.055152,0.0584459,0.0330321,0.0318566,0.00810095,0.0426793,0,0.0334138,0.0189965,0,0.02247,0.0431093,0.046158,0,0,0.0101268,0,0,0.0319364,0.0835858,0.0234666,0.0165847,0.0261999,0.0524698,0.0356652,0.0309317,0.0596669,0.0610049,0.0325542,0.02649,0.0215315,0.0106185,0.0333618,0.0378444,0.0469434,0.00754583,0.017292,0.0445289,0.0541456,0,0,0,0.0183382,0,0,0
41,0.0321023,0.0510575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343581,0,0.0207764,0.0628766,0,0,0.016081,0,0,0.0213396,0.0503073,0.0290941,0.025098,0.0562482,0.0301972,0.0535503,0.0749726,0,0.0531219,0.0556899,0.0307425,0.031466,0.00736534,0.0431621,0,0.0330249,0.0186989,0,0.0224142,0.0453269,0.045681,0,0,0.0102671,0,0,0.0318165,0.0832633,0.0251074,0.0163603,0.0256208,0.0518679,0.0344177,0.0313497,0.060483,0.061258,0.0325183,0.0259653,0.0210867,0.0101408,0.0326682,0.0426937,0.0476397,0.007807,0.0166132,0.0444509,0.0541166,0,0,0,0,0,0,0
42,0.0318657,0.0510837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341407,0,0.021647,0.0611653,0,0,0.0159979,0,0,0.0213452,0.0517779,0.026552,0.0292469,0.0554476,0.0301222,0.0533866,0.0722842,0.0542052,0.0550454,0.0580527,0.0330781,0.031773,0.00628537,0.0430916,0,0.0325555,0.0187619,0,0.0229343,0.043511,0.0456537,0,0,0.0102251,0,0,0.0320393,0.0832415,0.0265777,0.0156083,0.0261483,0.0525086,0.0353696,0.0320831,0.0611767,0.0608586,0.0317903,0.0257726,0.0207009,0.00955446,0.0322545,0.0473899,0.0469369,0.00759343,0.0172535,0.0442866,0.0544682,0,0,0,0,0,0,0
43,0.0317538,0.0511526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332084,0,0.0223208,0.0621686,0,0,0.0158406,0,0,0.0212779,0.0516379,0.0282533,0.0291496,0.0550688,0.0299392,0.0522459,0.0717602,0.0541954,0.0548686,0.0580875,0.0330274,0.0314916,0.00740204,0.0431759,0,0.0316722,0.0190508,0,0.0236488,0.0422736,0.0456366,0,0,0.0101935,0,0,0.0321204,0.0837354,0.0276656,0.01589,0.0265093,0.0531573,0.0357001,0.0331184,0.0617364,0.0608134,0.0319272,0.025553,0.0205911,0.0090594,0.0319777,0.0502328,0.0466579,0.00745338,0.0175337,0.0442372,0.0545349,0,0,0,0.0176415,0,0,0
44,0.0317181,0.0512155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337934,0,0.0222383,0.0624359,0,0,0.015707,0,0,0.0213813,0.0517902,0.0284326,0.0293373,0.0549011,0.0300118,0.0519125,0.0714641,0.0542673,0.0548192,0.0580315,0.0330672,0.0314236,0.00694002,0.0433226,0,0.030917,0.0191074,0,0.0242299,0.0422079,0.0455109,0,0,0.0101756,0,0,0.0320903,0.0836347,0.0284962,0.0156333,0.0268185,0.0532367,0.0357325,0.033904,0.0620442,0.060889,0.0320964,0.0254407,0.0204543,0.00874361,0.0318957,0.0521103,0.0464992,0.00740267,0.0175801,0.0442159,0.0545548,0,0,0,0.0175203,0,0,0
45,0.0317288,0.0512347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345563,0,0.0221536,0.0627694,0,0,0.0155919,0,0,0.0212986,0.0520056,0.0285677,0.0294778,0.0547214,0.0299746,0.0517828,0.0713065,0.0542648,0.0549291,0.0579905,0.0331377,0.0313812,0.00645052,0.0434626,0,0.0302506,0.0189496,0,0.0243743,0.0423358,0.0454034,0,0,0.0101904,0,0,0.0320913,0.0835309,0.0290042,0.0154031,0.027083,0.0531335,0.0357725,0.0344362,0.0622218,0.0609394,0.0322686,0.025375,0.0203627,0.00864644,0.0320372,0.052957,0.0464002,0.00740406,0.0176397,0.0441335,0.0545431,0,0,0,0.0174747,0,0,0
46,0.0318212,0.0512136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366361,0,0.0213674,0.0624579,0,0,0.0154947,0,0,0.0211618,0.0524145,0.0273545,0.0300057,0.054785,0.0299718,0.0519065,0.0715697,0.054317,0.0551711,0.0578595,0.0332161,0.0315079,0.00543706,0.0436052,0,0.029754,0.0188535,0,0.0244322,0.0435751,0.0452012,0,0,0.0102043,0,0,0.0320365,0.0829596,0.0294198,0.0146333,0.0272412,0.0527703,0.0354522,0.034529,0.0624339,0.0610255,0.0322068,0.0253714,0.0201543,0.00858394,0.0319769,0.0540856,0.0465349,0.00742603,0.0175749,0.0440515,0.054552,0,0,0,0,0,0,0
47,0.0318258,0.0511728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370432,0,0.0213128,0.0627126,0,0,0.0153429,0,0,0.0211805,0.0526514,0.0275648,0.0302816,0.0546346,0.0295931,0.051466,0.0711572,0.0543342,0.0551315,0.0578809,0.0331826,0.0314757,0.00538629,0.0436815,0,0.0289533,0.0188721,0,0.0245204,0.0438075,0.0451372,0,0,0.0102141,0,0,0.0319904,0.0829397,0.0296854,0.0145314,0.0274698,0.0530365,0.0354261,0.0346949,0.0626444,0.0610043,0.0322211,0.0254091,0.0200574,0.00843159,0.031845,0.0544143,0.0464462,0.00730998,0.0176028,0.0439715,0.054532,0,0,0,0,0,0,0
48,0.0320842,0.0519213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036172,0,0.0218371,0.0634118,0,0,0.0173687,0,0,0.0265778,0.0526017,0.0290664,0.0301083,0.0543926,0.027131,0.0507853,0.0706191,0.054291,0.054827,0.0581419,0.0331062,0.0311716,0.00566574,0.043457,0,0.0197054,0.0188044,0,0.0245497,0.043015,0.0443385,0,0,0.0103114,0,0,0.0320784,0.0833878,0.0298554,0.0151587,0.0276899,0.0536954,0.0358743,0.0351327,0.0628119,0.0609279,0.0323983,0.0254352,0.020047,0.00830467,0.0317006,0.0540361,0.0461622,0.0075182,0.0175658,0.0443949,0.0542899,0,0,0,0.0176491,0,0,0
49,0.0319557,0.0515595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365555,0,0.0217742,0.063682,0,0,0.0163464,0,0,0.0247931,0.0527355,0.0291159,0.0302501,0.0542734,0.0273548,0.051464,0.0704731,0.0543035,0.0546023,0.058189,0.0331627,0.0310866,0.00560625,0.0433427,0,0.0228244,0.0186867,0,0.0245539,0.043266,0.0446342,0,0,0.0103654,0,0,0.0320795,0.0834398,0.0298343,0.0148309,0.0279234,0.0535016,0.035794,0.0351569,0.0627688,0.0607369,0.0323692,0.025428,0.0198982,0.00837008,0.0317265,0.0540808,0.0460746,0.00749925,0.0175535,0.0442016,0.054306,0,0,0,0.0182463,0,0,0
50,0.0318499,0.0513428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366731,0,0.0217817,0.0640407,0,0,0.0155384,0,0,0.0239222,0.0530344,0.0293371,0.0303173,0.0541951,0.0274911,0.0527788,0.070379,0.0543225,0.0544895,0.058227,0.0333197,0.0310602,0.00562912,0.0432806,0,0.0241791,0.018544,0,0.0246308,0.043547,0.0448215,0,0,0.0104222,0,0,0.0321173,0.0834247,0.0298693,0.0143869,0.0281151,0.0535713,0.0358231,0.0351258,0.062691,0.0605462,0.0323775,0.025454,0.0198479,0.00832824,0.0318185,0.0537367,0.0460522,0.00753792,0.0175327,0.044063,0.0542413,0,0,0,0.0184466,0,0,0
51,0.0318267,0.0512972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385681,0,0.020928,0.0635887,0,0,0.015128,0,0,0.023571,0.0535091,0.0280588,0.030406,0.05438,0.0278019,0.0529859,0.0706097,0.0545153,0.0548007,0.0582979,0.0335382,0.0314032,0.00573977,0.0432458,0,0.0247563,0.0184062,0,0.0247707,0.0449141,0.0447852,0,0,0.0105126,0,0,0.0321643,0.0828613,0.0300383,0.0134364,0.0281762,0.0534635,0.035513,0.0347999,0.0627226,0.0604395,0.0322402,0.025562,0.0197588,0.00820938,0.0319319,0.053983,0.04616,0.00766671,0.0174215,0.0440378,0.0541127,0,0,0,0,0,0,0
52,0.0317513,0.0510966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039134,0,0.0208385,0.063566,0,0,0.014655,0,0,0.0214447,0.0533942,0.0281366,0.0304916,0.0541543,0.0282698,0.052504,0.0701446,0.0545155,0.0548252,0.0582873,0.0334831,0.0312463,0.0060608,0.043429,0,0.0259897,0.0182792,0,0.0248689,0.0449712,0.044975,0,0,0.0102139,0,0,0.0323266,0.0827289,0.030105,0.0133929,0.028264,0.0538072,0.0354088,0.0349479,0.0628452,0.0603488,0.0324245,0.0256358,0.019674,0.00807331,0.0319701,0.0537225,0.0461887,0.00727445,0.0181008,0.0439396,0.0539163,0,0,0,0,0,0,0
53,0.0317606,0.0510913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395935,0,0.0207409,0.063719,0,0,0.014508,0,0,0.0216201,0.053262,0.0282706,0.0305048,0.0539472,0.0280866,0.0521354,0.0696887,0.0545734,0.0546949,0.0582534,0.0334126,0.0311851,0.0063508,0.0433551,0,0.0255713,0.0182192,0,0.0249372,0.0449382,0.0449452,0,0,0.0102645,0,0,0.0324035,0.0824686,0.030267,0.0134142,0.0284337,0.0539348,0.0353106,0.035077,0.0630737,0.0602004,0.032489,0.0257546,0.0194478,0.0078934,0.0320065,0.0533973,0.0462672,0.0073735,0.0181184,0.0439176,0.0537312,0,0,0,0,0,0,0
54,0.0319893,0.0511694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398395,0,0.0201632,0.0666273,0,0,0.0143541,0,0,0.0218464,0.0524773,0.0315378,0.0270141,0.0544612,0.0279313,0.0519402,0.0717596,0,0.0525245,0.0556237,0.0311923,0.0306657,0.00691612,0.043471,0,0.024931,0.0182591,0,0.0249275,0.0466256,0.0447709,0,0,0.0102086,0,0,0.0322869,0.0824079,0.0302048,0.0131072,0.028215,0.0535753,0.0343635,0.0351339,0.0632417,0.0602217,0.0329846,0.0257986,0.0193173,0.00778475,0.032066,0.0528953,0.0468973,0.00758639,0.0175536,0.0438923,0.0534262,0,0,0,0,0,0,0
55,0.0317201,0.0510752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378286,0,0.0215776,0.0652778,0,0,0.0141934,0,0,0.0221538,0.0534403,0.0301025,0.0310246,0.0532504,0.0274881,0.0521861,0.0690602,0.0543006,0.0542653,0.0577032,0.0332497,0.0305201,0.00577039,0.0431485,0,0.0243841,0.0183273,0,0.0249176,0.043706,0.0449421,0,0,0.010291,0,0,0.0325361,0.0831041,0.0306253,0.0137949,0.0286669,0.0542899,0.0354507,0.0358652,0.0634831,0.0597427,0.0329516,0.0260014,0.0190167,0.00750686,0.0322058,0.0528084,0.0461734,0.00748364,0.0181175,0.0438615,0.0534107,0,0,0,0.0180029,0,0,0
56,0.0317123,0.0510509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361739,0,0.0202074,0.063298,0,0,0.014416,0,0,0.0232962,0.0547442,0.0250659,0.0311533,0.0524968,0.0272048,0.0501529,0.0665783,0.0524865,0,0.0615813,0.0374232,0.0349072,0.00512649,0.0429482,0,0.0234861,0.0183464,0,0.0251009,0.0428585,0.0448113,0,0,0.0104015,0,0,0.0326473,0.0827549,0.0312102,0.0134623,0.0288102,0.0542994,0.0360912,0.035966,0.0637025,0.0594901,0.0326267,0.0262281,0.018604,0.00734193,0.0323581,0.0538951,0.0456021,0.0075476,0.0183343,0.0439268,0.0534847,0,0,0,0.0192789,0,0,0
57,0.031438,0.0508026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324418,0,0.0218191,0.0613237,0,0,0.0109563,0,0,0.0243968,0,0.0337503,0.0314192,0.0527065,0.0275028,0.0463794,0.0642093,0.0543524,0.0565114,0.0602894,0.0351765,0.0315605,0.00903251,0.0434582,0,0.0206604,0.0188838,0,0.0264232,0.0468975,0.0451764,0,0,0.010194,0,0,0.0329559,0.0808536,0.0324389,0.01332,0.0281124,0.0549636,0.036153,0.0355959,0.0655417,0.0606272,0.0319104,0.024547,0.0214138,0.0087843,0.0308262,0.0500549,0.0459886,0.00658208,0.0180938,0.0435061,0.0536836,0,0,0,0.0199707,0,0,0
58,0.0316834,0.0510767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033413,0,0.0199731,0.0587961,0,0,0.0149,0,0,0.024431,0,0.0310289,0.0351819,0.0524539,0.0271443,0.0455393,0.0612858,0.0513126,0,0.0637714,0.0380557,0.032251,0.0103959,0.0426992,0,0.0225082,0.0183151,0,0.0253891,0.0459864,0.0444858,0,0,0.0104849,0,0,0.0327386,0.082125,0.0313529,0.0131543,0.0290014,0.0551792,0.0366851,0.0348209,0.0638463,0.0591256,0.0316876,0.026878,0.0178749,0.00735822,0.0330767,0.0568283,0.0449419,0.00739348,0.0187784,0.0435081,0.0541567,0,0,0,0.0207956,0,0,0
59,0.0319145,0.0514451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338941,0,0.0195971,0.0585193,0,0,0.015977,0,0,0.0264023,0,0.0319076,0.0351276,0.0523111,0.0267168,0.0460081,0.0613212,0.0514347,0,0.063925,0.0379704,0.0318207,0.0112378,0.0427349,0,0.0193967,0.0182354,0,0.025488,0.0461027,0.0440444,0,0,0.0104719,0,0,0.0328131,0.0822201,0.0313194,0.0138106,0.0289567,0.0552461,0.0366044,0.0348161,0.0640962,0.0590227,0.0317826,0.0269095,0.0176735,0.00737882,0.0332743,0.0572341,0.044905,0.00736603,0.0188353,0.0436408,0.0540392,0,0,0,0.0206157,0,0,0
60,0.0321037,0.0514139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398565,0,0.0198373,0.0660877,0,0,0.0149232,0,0,0.0247229,0.0541871,0.0323227,0.0311704,0.0518885,0.0265794,0.0495742,0.0686241,0.0543445,0.0555435,0.0577733,0.0325843,0.0284305,0.0056194,0.0429839,0,0.0208648,0.0179509,0,0.0253526,0.0438569,0.0444049,0,0,0.0101092,0,0,0.0324752,0.0842117,0.0309527,0.0148366,0.0287485,0.0541474,0.0349397,0.0360075,0.0642057,0.0591028,0.0336916,0.0265502,0.0180027,0.0072982,0.03321,0.0542857,0.0461621,0.00738679,0.0181867,0.043874,0.0528362,0,0,0,0.0177003,0,0,0
61,0.0322862,0.0513921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039058,0,0.0207324,0.0681837,0,0,0.0145341,0,0,0.024133,0.0531846,0.0326074,0.0275241,0.052239,0.0268272,0.0485121,0.0704894,0,0.0525884,0.0550976,0.0309608,0.0294773,0.0074711,0.0432024,0,0.0213751,0.0178144,0,0.0253877,0.0452421,0.0443965,0,0,0.0100027,0,0,0.0322525,0.0839797,0.0305429,0.0144132,0.0284703,0.0534125,0.0338724,0.0356234,0.0640226,0.0590805,0.0342697,0.0266733,0.0183218,0.00755041,0.0333935,0.0534998,0.0469026,0.00726993,0.0178871,0.0437675,0.0526064,0,0,0,0.0185766,0,0,0
62,0.0317892,0.0511195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324689,0,0.021186,0.0617138,0,0,0.0118832,0,0,0.0266394,0,0.0348374,0.0302798,0.0510457,0.0270531,0.042668,0.0636629,0.0551484,0.0564374,0.0604116,0.0350913,0.0314318,0.00878228,0.0429208,0,0.0192995,0.018325,0,0.0267705,0.0470858,0.0445684,0,0,0.00976032,0,0,0.0330178,0.0810328,0.0316349,0.0145457,0.0276927,0.0546635,0.0355401,0.0354264,0.0660567,0.0599916,0.032867,0.0252471,0.0213934,0.00893722,0.0318545,0.0498022,0.0459133,0.00615929,0.0182576,0.0435752,0.0531848,0,0,0,0.0192376,0,0,0
63,0.0317493,0.050871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326466,0,0.0211831,0.0621516,0,0,0.0107267,0,0,0.0249056,0,0.0350136,0.0301984,0.0507132,0.0277843,0.0424106,0.063484,0.0551858,0.0567586,0.0605198,0.0351156,0.0314562,0.00862138,0.0434666,0,0.0201714,0.0181394,0,0.0267139,0.0474065,0.0447917,0,0,0.0100838,0,0,0.0328115,0.0807991,0.0312217,0.0144035,0.0274761,0.0548951,0.0353929,0.035234,0.0660188,0.0598677,0.0330966,0.0254302,0.0216593,0.00912622,0.0320469,0.0492298,0.0458968,0.00685117,0.0174292,0.0434259,0.0531934,0,0,0,0.0191075,0,0,0
64,0.0322395,0.0509934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412817,0,0.0191164,0.0668265,0,0,0.0140272,0,0,0.0227695,0.0548878,0.0326172,0.0310562,0.050579,0.0273146,0.0477848,0.0675751,0.0541538,0.0539851,0.0581289,0.032627,0.0280671,0.00659092,0.0434145,0,0.0228416,0.0171793,0,0.0255858,0.0438296,0.044553,0,0,0.00990176,0,0,0.0321614,0.0836241,0.029536,0.0144024,0.028528,0.0544973,0.0341231,0.0350836,0.0637184,0.0584443,0.0347461,0.0274751,0.0191567,0.00827287,0.0340212,0.0514609,0.0464277,0.00719988,0.0181507,0.0435572,0.0527133,0,0,0,0.017088,0,0,0
65,0.032282,0.0509488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041682,0,0.0190109,0.0666318,0,0,0.0140816,0,0,0.0226885,0.0551078,0.0328325,0.0310249,0.0502699,0.0273355,0.0476012,0.0675057,0.0540675,0.0539792,0.0583257,0.0326538,0.0279521,0.00694536,0.0435406,0,0.0229201,0.0171932,0,0.0255816,0.0439253,0.0445398,0,0,0.00987358,0,0,0.0320582,0.083361,0.0287956,0.0146882,0.028476,0.0544013,0.0338259,0.0347914,0.0633416,0.0582875,0.0349671,0.0276054,0.0193917,0.00855395,0.0342766,0.0499223,0.046592,0.00708271,0.0180855,0.0435199,0.0526775,0,0,0,0.0170224,0,0,0
66,0.0323188,0.0509098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420014,0,0.0189605,0.0666055,0,0,0.01414,0,0,0.0224543,0.0554239,0.0328905,0.0309881,0.0499797,0.0273083,0.0475133,0.0674693,0.0539954,0.0540091,0.0582936,0.0327129,0.0279263,0.00721295,0.0436886,0,0.0230546,0.0173637,0,0.025663,0.0441518,0.0445203,0,0,0.00983031,0,0,0.0320642,0.0831307,0.0281103,0.0149941,0.0284738,0.0543245,0.0335529,0.0343692,0.0630751,0.0581295,0.0351462,0.0277756,0.0198452,0.00883117,0.0346385,0.0480691,0.0466258,0.00705485,0.0180541,0.0434638,0.0526457,0,0,0,0.0170462,0,0,0
67,0.0325528,0.0509881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408418,0,0.0199176,0.0685538,0,0,0.0142432,0,0,0.0222311,0.0549354,0.0330625,0.0273644,0.0503296,0.0273359,0.0474564,0.069837,0,0.0525232,0.055585,0.0310901,0.0290362,0.00819773,0.0440391,0,0.0231428,0.0178068,0,0.0257592,0.0461167,0.044453,0,0,0.00990015,0,0,0.0320373,0.0829099,0.0272435,0.0147748,0.0282275,0.053933,0.0325506,0.0336261,0.0627145,0.0581555,0.0356308,0.027834,0.0204997,0.0091697,0.0349791,0.0454723,0.0472848,0.007171,0.0176332,0.0434212,0.0524389,0,0,0,0.0179826,0,0,0
