Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,
104,0,0,0,0,0.0149856,0.0281073,0,0,0,0.0275452,0.00889711,0.0147266,0.00709186,0,0,0.0154321,0,0.0204639,0.00675039,0.0459712,0.0056439,0.0218736,0.00797381,0.0213896,0.0167228,0.0105528,0.0117424,0.00802918,0.0541675,0.0191091,0.0198352,0.0124305,0.00772346,0.0336566,0.0113368,0.00944865,0.00443302,0.00747013,0.010581,0.0137078,0.0120488,0.00946555,0,0,0.048046,0,0.014599,0.0331433,0.0721299,0.0180802,0.0166431,0.00992458,0.017181,0.0269991,0.00730127,0.0570019,0.00830007,0,0.00834437,0.0204285,0.0231433,0.0101094,0.018925,0.027731,0.0121607,0.014924,0.0304851,0.00519218,0,0,0,0,0,0
105,0,0,0,0,0.0152822,0.0281342,0,0,0,0.0252479,0.00875427,0.013835,0.00710392,0,0,0.0156846,0,0.0206105,0.00697184,0.0464276,0.00548081,0.0217466,0.00776027,0.0218218,0.0164316,0.00850043,0.00894046,0.00683961,0.0540943,0.019002,0.0195973,0.0119303,0.0077534,0.0302708,0.0113156,0.00952967,0.00440915,0.00790935,0.0103102,0.0130021,0.0123311,0.0097058,0,0,0.0489413,0,0.0147722,0.0339459,0.0727567,0.0137502,0.0171403,0.010753,0.0174503,0.0278438,0.00902019,0.0572426,0.00927609,0,0.00703149,0.021481,0.0227333,0.0106276,0.0187481,0.0285057,0.0125613,0.0153188,0.0304783,0.00440716,0,0,0,0,0,0
106,0,0,0,0,0.0152314,0.0279396,0,0,0,0.0236339,0.00867206,0.0131928,0.00733002,0,0,0.0157399,0,0.020685,0.00711822,0.0468333,0.00457267,0.0214656,0.00751116,0.022362,0.0160322,0.00572513,0.00528755,0.00489491,0.0532838,0.0184532,0.0190002,0.0112967,0.00815556,0.027433,0.0111245,0.00959515,0.00447088,0.00874198,0.0101673,0.0133562,0.0126583,0.0099926,0,0,0.0496028,0,0.0150044,0.0345605,0.0732951,0.0119586,0.0178464,0.011623,0.0176381,0.0286784,0.0107219,0.0576135,0.010204,0,0.00807034,0.0226082,0.0226519,0.0137245,0.0193752,0.0288203,0.0129173,0.0156642,0.0302073,0.00398178,0,0,0,0,0,0
107,0,0,0,0,0.0149457,0.0275226,0,0,0,0.0222518,0.00865999,0.0124335,0.00776337,0,0,0.0153569,0,0.020656,0.00706651,0.0471853,0.00398717,0.0212158,0.00735197,0.0229319,0.0155717,0.00413068,0.00251768,0.00307382,0.0520497,0.017753,0.0184388,0.0109406,0.00876029,0.0252672,0.011271,0.009609,0.00439913,0.00956002,0.0100975,0.0140818,0.013189,0.0102646,0,0,0.0498086,0,0.0151835,0.0349292,0.073757,0.0128566,0.0185195,0.0124483,0.0177736,0.0294355,0.012276,0.058067,0.0112226,0,0.0104375,0.0234952,0.02242,0.0176077,0.0180304,0.0285372,0.0132297,0.0159212,0.029736,0.00393912,0,0,0,0,0,0
108,0,0,0,0,0.0147164,0.0270551,0,0,0,0.0208334,0.00874402,0.0113564,0.00823024,0,0,0.014854,0,0.0206033,0.00689164,0.0475186,0.00359691,0.0210896,0.00712933,0.023353,0.0152666,0.00345749,0.00230272,0.00250767,0.0509511,0.0172766,0.0182583,0.0107536,0.0091792,0.0233939,0.0119304,0.00958277,0.00419864,0.0100119,0.0100796,0.0142557,0.0135878,0.0105642,0,0,0.0494468,0,0.015255,0.0349719,0.0741816,0.0151865,0.0188914,0.0132373,0.0179265,0.0300049,0.0139485,0.0586266,0,0,0.0130523,0.0246846,0.022188,0.0217509,0.0159551,0.0281089,0.0134819,0.0160292,0.0291864,0.00433397,0,0,0,0,0,0
109,0,0,0,0,0.0145024,0.02657,0,0,0,0.0198215,0.00890688,0.0105244,0.00865974,0,0,0.0144685,0,0.0205525,0.00655428,0.0478457,0.003865,0.0209051,0.00698179,0.0237473,0.0150378,0.00303734,0.00322684,0.00271605,0.0502157,0.0170808,0.0182684,0.0105664,0.00931549,0.0219222,0.0120437,0.00953607,0.00399451,0.0096271,0.0101202,0.0144969,0.0141727,0.0105781,0,0,0.0485818,0,0.0152123,0.034629,0.0749019,0.0187227,0.0191686,0.0131605,0.0181765,0.0303917,0.0149654,0.0586299,0.0129224,0,0.0148647,0.0260518,0.0218661,0.0257974,0.0121076,0.0276674,0.0135447,0.0158655,0.0286619,0.00474229,0,0,0,0,0,0
110,0,0,0,0,0.014277,0.0261824,0,0,0,0.0193308,0.00910864,0.0100014,0.00897287,0,0,0.0140516,0,0.0204849,0.00623621,0.0481309,0.00430221,0.0207524,0.00711602,0.0239546,0.0150122,0.00271065,0.00383543,0.00296403,0.0500601,0.0171698,0.0182902,0.0102878,0.00924105,0.0211107,0.0119037,0.00947111,0.00384672,0.0101177,0.0102542,0.0147141,0.0143781,0.0105213,0,0,0.0475305,0,0.0150929,0.0341076,0.0756019,0.0230801,0.0191926,0.0127234,0.0184818,0.0305725,0.0155214,0.0586566,0.0128837,0,0.0158319,0.0281319,0.02157,0.0291028,0.0076886,0.0268921,0.0134132,0.0153458,0.0282812,0.00506352,0,0,0,0,0,0
111,0,0,0,0,0.0139155,0.0259236,0,0,0,0.019163,0.00930163,0.00963619,0.00924093,0,0,0.0131753,0,0.0203809,0.00611637,0.0482241,0.00451345,0.0206539,0.00748592,0.0241229,0.0152091,0.00266305,0.00423391,0.00325364,0.0503693,0.0174928,0.0183495,0.0101281,0.00910894,0.0206944,0.0117665,0.00940831,0.00389653,0.0121211,0.010407,0.0146167,0.0142643,0.0105409,0,0,0.0465303,0,0.0149197,0.0334843,0.0761718,0.0290615,0.0189972,0.0124117,0.0188489,0.0305976,0.0163769,0.0586981,0,0,0.0168387,0.0298103,0.0215129,0.0312556,0.00533998,0.0259371,0.0131578,0.0149562,0.0280979,0.00527355,0,0,0,0,0,0
112,0,0,0,0,0.0139366,0.0257814,0,0,0,0.0189424,0.00947845,0.00927054,0.00959516,0,0,0.012489,0,0.0202964,0.0060077,0.0481313,0.00462183,0.0203902,0.00764583,0.0243979,0.0153967,0.0030572,0.00451344,0.00328167,0.0507151,0.0178259,0.0183162,0.0100422,0.00900278,0.0206018,0.0117809,0.00936596,0.00393045,0.0137852,0.010551,0.016232,0.0144323,0.0104284,0,0,0.0457829,0,0.0147349,0.032957,0.0767061,0.0342688,0.0188262,0.0118545,0.0194785,0.0304482,0.0172809,0.0584617,0,0,0,0.0311413,0.0215371,0.0320715,0.0041097,0.0254542,0.0128651,0.0147331,0.0281233,0.00533052,0,0,0,0,0,0
113,0,0,0,0,0.0143371,0.0256543,0,0,0,0.0192586,0.00964961,0.00902108,0.00993835,0,0,0.0119829,0,0.0202432,0.00582644,0.0478122,0.00461322,0.0201636,0.007597,0.024275,0.0156849,0.00334441,0.00483209,0.00336509,0.0508303,0.0181205,0.0184612,0.00997479,0.00914551,0.021298,0.0117715,0.00935,0.00382926,0.0158675,0.0107047,0.0178374,0.0140338,0.0105398,0,0,0.0449489,0,0.0145068,0.0324249,0.0770553,0.0381608,0.0185062,0.0115409,0.0196539,0.0300092,0.0179425,0.0584412,0,0,0,0.0323122,0.021111,0.0323094,0.00807627,0.0250625,0.0125453,0.0144732,0.0280713,0.00531947,0,0,0,0,0,0
114,0,0,0,0,0.0144033,0.0249266,0,0,0,0.0207395,0.00998889,0.00867663,0.00981451,0,0,0.0104909,0,0.0200009,0.00512748,0.0473019,0.00379918,0.0204315,0.00745855,0.023025,0.0154822,0.00356093,0.0043968,0.00340691,0.0511355,0.0186102,0.0189857,0.00988594,0.00942531,0.0229075,0.0110963,0.00922892,0.0035078,0.0299853,0.0110939,0.00586295,0.0139774,0.0103429,0,0,0.0428617,0,0.014126,0.0310502,0.0739278,0.021757,0.0174533,0.0121303,0.0189733,0.0290388,0.017872,0.0605819,0.0141454,0,0,0.0275083,0.0132984,0.0252179,0,0.0238396,0.011932,0.013787,0.0271737,0.00467639,0,0,0,0,0,0
115,0,0,0,0,0.0134235,0.022836,0,0,0,0.02287,0.0105054,0.00889655,0.0105289,0,0,0.0078705,0,0.019544,0.00404743,0.0478416,0.00323193,0.0192567,0.00668123,0.0223989,0.0136646,0.00341393,0.00348527,0.00302293,0.050761,0.0187031,0.0192454,0.00996606,0.00933203,0.0249929,0.00989322,0.00889788,0.00301462,0.0182641,0.0116283,0.0291988,0.0169363,0.00845306,0,0,0.0400609,0,0.0136841,0.0290228,0.0759733,0.0426758,0.019192,0.0243088,0.0178127,0.0275792,0.0206291,0.0602313,0.0292821,0,0,0,0.0225204,0.0403889,0,0.0222397,0.0109705,0.012766,0.0252049,0.00444349,0,0,0,0,0,0
116,0,0,0,0,0.0137731,0.0231228,0,0,0,0.0246034,0.0104385,0.00924908,0.0102883,0,0,0.00800817,0,0.0194215,0.00418103,0.0478575,0.0031197,0.0195689,0.00637465,0.0221274,0.0141958,0.00363059,0.00372769,0.00410812,0.0511602,0.0189986,0.01965,0.0100992,0.00945693,0.0268375,0.0100955,0.00879027,0.00293997,0.0226559,0.0118218,0.0403584,0.0163289,0.00864119,0,0,0.0397836,0,0.0135887,0.0285806,0.0771275,0.05853,0.0189119,0.0258557,0.0179211,0.0266993,0.0221911,0.0597403,0.0302642,0,0,0,0.0309862,0.0481566,0.0194318,0.0222637,0.0106643,0.0124103,0.0252606,0.00461493,0,0,0,0,0,0
117,0,0,0,0,0.0142029,0.0236619,0,0,0,0.0269329,0.0103699,0.00965878,0.00980008,0,0,0.00828535,0,0.0193042,0.00429617,0.0477815,0.00314531,0.0201186,0.00640883,0.0218994,0.0148322,0.00388942,0.00385304,0.0050361,0.0514605,0.0195148,0.0203724,0.0101964,0.00955051,0.0295537,0.0103302,0.00872064,0.00292089,0.0219803,0.0119751,0.0409062,0.016167,0.00902236,0,0,0.0400012,0,0.0135781,0.0283996,0.077008,0.0579392,0.0180997,0,0.0187836,0.0263292,0.0223923,0.0598477,0.034119,0,0,0,0.031232,0.0503864,0.0199292,0.0224134,0.0104609,0.0122564,0.0255955,0.00470402,0,0,0,0,0,0
118,0,0,0,0,0.0143908,0.0241299,0,0,0,0.0292148,0.0103097,0.0101699,0.00928055,0,0,0.0084177,0,0.0192896,0.00414125,0.0476538,0.00397722,0.0206692,0.00629441,0.0216694,0.0152906,0.00402597,0.00403234,0.00567508,0.051698,0.0200065,0.0210677,0.0103304,0.00975304,0.0325598,0.0103615,0.00875405,0.00285549,0.0199197,0.0120677,0.0398774,0.0163447,0.00936457,0,0,0.0403272,0,0.0135237,0.0284655,0.0770709,0.0559327,0.0172201,0.0255295,0.0197878,0.0261239,0.0218012,0.0592946,0.0333871,0,0,0,0.0306501,0.0509845,0.0185671,0.0225288,0.0102819,0.0121161,0.0259749,0.00478348,0,0,0,0,0,0
119,0,0,0,0,0.0149572,0.0246033,0,0,0,0.0319503,0.0102736,0.0108555,0.00878387,0,0,0.00828745,0,0.019305,0.00408216,0.0473087,0.00528414,0.0214741,0.00612364,0.0210435,0.0157451,0.00427101,0.00416172,0.00627187,0.05202,0.0205332,0.0219545,0.0104949,0.0102851,0.035906,0.0102132,0.00881875,0.00281414,0.0181777,0.0121816,0.039895,0.0160553,0.00994212,0,0,0.0402955,0,0.0134342,0.0284299,0.07699,0.0560495,0.0163929,0.026095,0.0205374,0.0260485,0.0209884,0.0592125,0.0154021,0,0,0,0.0303526,0.0522528,0.017173,0.0224848,0.0101181,0.0118785,0.0263,0.0047315,0,0,0,0,0,0
120,0,0,0,0,0.0154848,0.024598,0,0,0,0.0351241,0.0103576,0.0118579,0.00833688,0,0,0.00777159,0,0.0192614,0.00379694,0.0467943,0.00659357,0.0225693,0.00594716,0.0199819,0.0158363,0.00460473,0.00429529,0.00688211,0.0524785,0.0211847,0.0231107,0.0108454,0.0110233,0.0399579,0.00975082,0.00881542,0.00270842,0.0165348,0.0123942,0.0402239,0.0162394,0.010555,0,0,0.0394763,0,0.0132909,0.027877,0.0771599,0.0570644,0.015621,0.0277812,0.0211786,0.0257127,0.0202039,0.0594063,0.0469488,0,0,0,0.0303063,0.0537246,0.0152441,0.0220347,0.00983509,0.011615,0.0260687,0.0048706,0,0,0,0,0,0
121,0,0,0,0,0.0156301,0.0245656,0,0,0,0.0378507,0.0104338,0.0129712,0.0077009,0,0,0.00726479,0,0.0191671,0.00364232,0.0462388,0.00768658,0.023424,0.0056986,0.0193794,0.0158076,0.00478323,0.00456586,0.00744093,0.0526834,0.0216941,0.0240474,0.0112183,0.0117121,0.043354,0.00937543,0.0087808,0.00267231,0.0152193,0.0126018,0.0396754,0.0172845,0.0109427,0,0,0.0388605,0,0.0132023,0.0274494,0.0775221,0.0565802,0.0150116,0.028813,0.0220871,0.0254096,0.019145,0.0592422,0.0682885,0,0,0,0.0300287,0.0542388,0.0139546,0.0217584,0.00960224,0.011447,0.025885,0.00518672,0,0,0,0,0,0
122,0,0,0,0,0.0158198,0.0246464,0,0,0,0.0401263,0.0104612,0.0140755,0.00690431,0,0,0.00691991,0,0.0191434,0.00362292,0.0456795,0.00879155,0.0242719,0.00546884,0.0187458,0.0160541,0.00503182,0.0052037,0.00839727,0.0528275,0.0218156,0.0245918,0.011466,0.0123723,0.0459243,0.00923616,0.00877562,0.0026903,0.0128987,0.0128041,0.0380149,0.0176669,0.011918,0,0,0.0383435,0,0.0131864,0.0271262,0.0773511,0.0546431,0.0147612,0.0333298,0.0227792,0.0250596,0.0178359,0.0592577,0.0657524,0,0,0,0.0287164,0.0530521,0.0127029,0.0215232,0.00944093,0.0112401,0.0257569,0.00601581,0,0,0,0,0,0
123,0,0,0,0,0.0165118,0.0250251,0,0,0,0.0421369,0.0104334,0.0154579,0.00675994,0,0,0.00695444,0,0.0191667,0.00374899,0.0451817,0.0099458,0.0251544,0.00562892,0.0181429,0.0165946,0.0054545,0.006019,0.00969372,0.0531138,0.0218909,0.0250898,0.0119924,0.01314,0.0482749,0.00938277,0.00880259,0.0027878,0.0101493,0.0129404,0.0352138,0.0177127,0.0132176,0,0,0.0380517,0,0.0131675,0.0269164,0.0761339,0.0513678,0.0153575,0.0533121,0.0234507,0.0248,0.0168294,0.0595569,0.0586725,0,0,0,0.0265795,0.0506823,0.0123055,0.0213901,0.00938874,0.011092,0.0258462,0.0071957,0,0,0,0,0,0
124,0,0,0,0,0.0168628,0.0249783,0,0,0,0.0435642,0.0105102,0.0167071,0.00654506,0,0,0.00683022,0,0.0191058,0.00370384,0.0447866,0.0106819,0.025782,0.00588026,0.017886,0.0166854,0.00570991,0.00630919,0.0106686,0.0532257,0.0220104,0.0254569,0.0124483,0.0137265,0.0501105,0.0093286,0.00878319,0.00284143,0.0102118,0.0131087,0.0347164,0.0179039,0.0136691,0,0,0.0373165,0,0.0131089,0.0264321,0.0760812,0.0514027,0.0156034,0.0541632,0.0239189,0.0244425,0.015187,0.058625,0.0581256,0,0.0403547,0,0.0267278,0.0506439,0.0106584,0.0211221,0.0091747,0.0108332,0.0255917,0.00778573,0,0,0,0,0,0
125,0,0,0,0,0.0166527,0.0244115,0,0,0,0.0452057,0.0107043,0.0176384,0.00623237,0,0,0.00617655,0,0.0189342,0.00347036,0.0445519,0.0110468,0.0261117,0.00582491,0.0178571,0.0161397,0.00568839,0.00612346,0.0110619,0.0530407,0.0219188,0.0257547,0.0127128,0.014143,0.0520338,0.00893945,0.00868585,0.00290756,0.0088169,0.0133112,0.032251,0.0188482,0.0130447,0,0,0.0362523,0,0.0130071,0.0258242,0.0765162,0.0479194,0.0148971,0.0375254,0.0241799,0.0239943,0.0130565,0.0574289,0.0601479,0,0.0400273,0,0.0245012,0.0496189,0.0117706,0.0206202,0.0087901,0.0104918,0.0249418,0.0072655,0,0,0,0,0,0
126,0,0,0,0,0.0162906,0.0239029,0,0,0,0.0465439,0.0107744,0.0183957,0.00587311,0,0,0.0055998,0,0.0187608,0.00335132,0.0444519,0.01124,0.0260261,0.00572174,0.0182235,0.0155608,0.00551369,0.00585187,0.0112416,0.0526906,0.0216452,0.0258663,0.0128871,0.0144192,0.0534967,0.00870203,0.00859567,0.00305439,0.00790443,0.0134772,0.0285494,0.0191771,0.0125525,0,0,0.0356754,0,0.012986,0.0253882,0.0763839,0.0425037,0.0142876,0.0283127,0.0244474,0.0236421,0.0113119,0.0563717,0,0,0.0382604,0,0,0.0477232,0.0132339,0.0203223,0.00854867,0.0102372,0.0245826,0.00674501,0,0,0,0,0,0
127,0,0,0,0,0.016702,0.0240007,0,0,0,0.0486648,0.0108778,0.0195146,0.00592027,0,0,0.00532424,0,0.0187772,0.00325912,0.044082,0.0119062,0.0268346,0.00630659,0.0176095,0.0156967,0.00593886,0.0062704,0.0119387,0.0532075,0.021777,0.0264497,0.0133982,0.0151015,0.0558718,0.0085729,0.00860027,0.00300045,0.00917154,0.0136228,0.0244982,0.0202373,0.0132057,0,0,0.0353695,0,0.0129416,0.0250452,0.0762823,0.0368705,0.0146165,0.0253853,0.0252795,0.0234345,0.0101205,0.0560766,0,0.0220069,0.0356397,0,0,0.0449184,0.0149507,0.0199547,0.00851026,0.00997581,0.0244283,0.00692081,0,0,0,0,0,0
128,0,0,0,0,0.01675,0.0237556,0,0,0,0.0505178,0.010983,0.0205493,0.00588054,0,0,0.0049432,0,0.0187967,0.00312078,0.0437745,0.012442,0.0275018,0.00674852,0.0169703,0.0155771,0.006238,0.0069248,0.0124491,0.0536664,0.0217474,0.0268541,0.0138135,0.0157004,0.0576897,0.0083794,0.00858966,0.00282634,0.0117298,0.0137688,0.0212535,0.0208633,0.013677,0,0,0.034862,0,0.0129283,0.0245554,0.0757615,0.031731,0.0149726,0.0248246,0.0260239,0.0229575,0.00947039,0.0560153,0,0.0205632,0.0336412,0,0,0.04227,0.0168304,0.0195924,0.00835118,0.00979678,0.024028,0.00717259,0,0,0,0,0,0
129,0,0,0,0,0.0167895,0.0234866,0,0,0,0.0520501,0.0110065,0.0214048,0.00586254,0,0,0.00458938,0,0.018783,0.00291445,0.0434226,0.0129456,0.0281818,0.0072907,0.0164422,0.0154328,0.00649086,0.00750721,0.0132423,0.0541377,0.0218243,0.0271792,0.0141544,0.0161845,0.0594666,0.00819807,0.00858085,0.00264721,0.0140194,0.0139226,0.0180849,0.0215324,0.0137971,0,0,0.0343677,0,0.0129868,0.0240742,0.0751639,0.0268928,0.0154442,0.0243387,0.026497,0.0224918,0.00899583,0.0560592,0,0.0190262,0.0317423,0,0,0.0398331,0.018411,0.0193035,0.00825787,0.0097279,0.0238193,0.00745921,0,0,0,0,0,0
130,0,0,0,0,0.0168151,0.0231912,0,0,0,0.0533963,0.0109284,0.0222382,0.00602625,0,0,0.00411888,0,0.018667,0.00273947,0.0430502,0.01341,0.0287306,0.00789827,0.0160829,0.0152918,0.00676475,0.00811443,0.013924,0.0544289,0.0219353,0.0274591,0.0144596,0.0166032,0.0613163,0.00802406,0.00861543,0.00258634,0.0150647,0.0140409,0.0155035,0.0221918,0.0138282,0,0,0.0339377,0,0.0130036,0.0238433,0.0744807,0.0226883,0.0158066,0.0243145,0.0267516,0.022144,0.00915195,0.0565631,0,0.0182932,0.0304606,0,0,0.0380194,0.0185954,0.0188049,0.00832276,0.00960792,0.0237179,0.00764748,0,0,0,0,0,0
131,0,0,0,0,0.0165592,0.0227436,0,0,0,0.0544878,0.0109336,0.0230432,0.00638375,0,0,0.00357952,0,0.0186003,0.00246409,0.0426358,0.0137452,0.029254,0.00853714,0.0155891,0.0149509,0.00704954,0.0085669,0.0144728,0.0545004,0.0219999,0.0276333,0.0147703,0.0170067,0.0630998,0.00769871,0.00860513,0.00244098,0.0149018,0.0141587,0.0133569,0.0228023,0.0139372,0,0,0.0335041,0,0.0130025,0.0239533,0.0737187,0.018976,0.0161532,0.0248723,0.026774,0.0217728,0.00961708,0.057407,0,0.0181399,0.0295384,0,0,0.0365717,0.017492,0.0183372,0.00836445,0.00934927,0.0233296,0.00788618,0,0,0,0,0,0
132,0,0,0,0,0.0166198,0.0226445,0,0,0,0.0555651,0.010878,0.023847,0.00649637,0,0,0.00329986,0,0.0186022,0.002286,0.0422793,0.014063,0.0296272,0.00921333,0.015271,0.0148607,0.00727081,0.00881677,0.0149688,0.0545771,0.0220075,0.0275979,0.0150541,0.0173818,0.0643139,0.00749242,0.00864396,0.00231686,0.0177209,0.0141494,0.012631,0.0230089,0.014061,0,0,0.0335155,0,0.0129774,0.024328,0.0736145,0.0171521,0.0166006,0.0233365,0.0268996,0.0216531,0.00813484,0.0562971,0,0.0164463,0.0274162,0,0,0.0350626,0.0199849,0.0181741,0.00852751,0.00926481,0.0231945,0.00831307,0,0,0,0,0,0
133,0,0,0,0,0.0165172,0.022609,0,0,0,0.0565693,0.0107971,0.0246537,0.00626126,0,0,0.00308748,0,0.0185911,0.00221232,0.0419726,0.0144768,0.0299593,0.00992233,0.0150749,0.0148064,0.00747252,0.00929817,0.0155342,0.054678,0.0219696,0.0272685,0.0153187,0.0177424,0.0650831,0.00735333,0.00868737,0.00228687,0.021649,0.0141085,0.0130102,0.0230307,0.0143553,0,0,0.0337776,0,0.0129623,0.0245243,0.0738977,0.0169806,0.0170243,0.0215233,0.0270501,0.021599,0.00608439,0.0544183,0,0.0144901,0.025181,0,0,0.0331136,0.0243067,0.0182238,0.00876329,0.00909709,0.0231495,0.00884074,0,0,0,0,0,0
134,0,0,0,0,0.0165015,0.0227024,0,0,0,0.057521,0.0107406,0.0254321,0.00577732,0,0,0.00289326,0,0.0185681,0.00203963,0.0416348,0.0148076,0.0302811,0.0105861,0.0149084,0.0147878,0.0076534,0.00975802,0.01601,0.0547925,0.0219806,0.0271536,0.0155734,0.018108,0.0661631,0.00724965,0.00870487,0.00229176,0.0244653,0.0142014,0.0134705,0.0231149,0.014557,0,0,0.0343374,0,0.0130039,0.0246202,0.0741412,0.0177611,0.0174319,0.0211749,0.0270903,0.0217085,0.00484477,0.0530041,0,0.0136211,0.0237626,0,0,0.0311253,0.0275852,0.0185195,0.00896794,0.00900729,0.0232125,0.00928449,0,0,0,0,0,0
135,0,0,0,0,0.0168933,0.0228258,0,0,0,0.0584454,0.0106929,0.0262117,0.00607402,0,0,0.00279936,0,0.0185809,0.00187063,0.0412736,0.0152822,0.0306595,0.0112923,0.0146447,0.0147198,0.00786324,0.0101572,0.0164988,0.0548752,0.0220086,0.0271653,0.0158489,0.0185345,0.0673403,0.0070601,0.0087328,0.00228264,0.0278299,0.0142126,0.0148432,0.0232785,0.0148545,0,0,0.0351817,0,0.0130323,0.0247675,0.0745934,0.020375,0.0179747,0.0229266,0.0267999,0.021934,0.00493366,0.051568,0,0.0141528,0.0233371,0,0,0.0306075,0.0318521,0.0189134,0.00901541,0.00907913,0.0232928,0.00982801,0,0,0,0,0,0
136,0,0,0,0,0.0170396,0.0227499,0,0,0,0.0594997,0.0106774,0.0270373,0.00635348,0,0,0.0027854,0,0.0185815,0.00173862,0.041099,0.0158026,0.0309903,0.0119938,0.0143233,0.0144073,0.00809532,0.0106844,0.0170445,0.0549499,0.0220385,0.0271869,0.0161476,0.0189787,0.0684523,0.00669216,0.00874542,0.00227734,0.028643,0.0141036,0.0149703,0.0236151,0.0150899,0,0,0.0357711,0,0.0129931,0.0250952,0.0745946,0.0211722,0.0184019,0.0252488,0.0265884,0.0220339,0.00577532,0.0511664,0,0.0153185,0.0234699,0,0,0.027841,0.033115,0.0191441,0.00892641,0.00895741,0.0231961,0.0100799,0,0,0,0,0,0
137,0,0,0,0,0.0160925,0.0218849,0,0,0,0.0616392,0.0108449,0.0278609,0.00633276,0,0,0.00245826,0,0.0184373,0.00155345,0.0411019,0.015938,0.0309189,0.0123132,0.0139551,0.0131866,0.00808771,0.0110312,0.017432,0.0547752,0.0220022,0.0273792,0.0163725,0.0191748,0.070728,0.00621058,0.0086336,0.00233179,0.00578334,0.0141773,0.0132933,0.0245145,0.0139506,0,0,0.035397,0,0.0130025,0.024823,0.0712515,0.0189451,0.0179424,0.0282097,0.0262945,0.0219469,0.00991807,0.0581932,0,0.018199,0.027192,0,0,0,0.0103598,0.0190189,0.00860396,0.00857076,0.0224153,0.00873059,0,0,0,0,0,0
138,0,0,0,0,0.0161846,0.0220771,0,0,0,0.0623144,0.0107695,0.0287081,0.00577839,0,0,0.0027123,0,0.0184698,0.00159685,0.0410195,0.016359,0.0311069,0.0130523,0.0139622,0.0130851,0.00835497,0.0118101,0.0180296,0.0547681,0.0219006,0.0271976,0.0166084,0.0194728,0.0716661,0.00610899,0.00866967,0.00246824,0.00509215,0.0141674,0.0155051,0.0241462,0.0140642,0,0,0.0359014,0,0.0130483,0.0251751,0.0715339,0.0223368,0.0179918,0.0280434,0.0264029,0.0222902,0.00951417,0.057265,0,0.0179702,0.0270822,0,0,0,0.0112446,0.0195847,0.00855612,0.00836655,0.0227005,0.00901883,0,0,0,0,0,0
139,0,0,0,0,0.0167483,0.0228123,0,0,0,0.0625517,0.0106059,0.0293948,0.00582607,0,0,0.00324244,0,0.0185677,0.00175965,0.0407804,0.0167484,0.0314484,0.0138218,0.0141851,0.0135838,0.00858288,0.0123571,0.0184989,0.0547232,0.021763,0.0269106,0.0167809,0.0197816,0.0721183,0.00611325,0.00879258,0.00265887,0.0197894,0.014079,0.0072523,0.0233418,0.0145604,0,0,0.0368359,0,0.0130789,0.0258706,0.0737878,0.0143932,0.0182076,0.0234312,0.0266185,0.0227365,0.00559135,0.0513564,0,0.0129963,0.0196887,0,0,0.0992887,0.023976,0.0203386,0.00866624,0.00856522,0.0234985,0.00993638,0,0,0,0,0,0
140,0,0,0,0,0.0165547,0.0228354,0,0,0,0.0635495,0.0105438,0.0300109,0.00584121,0,0,0.00342801,0,0.0185631,0.00178411,0.0407918,0.016889,0.0312745,0.0142235,0.01425,0.0132936,0.00852172,0.0124448,0.0188237,0.054494,0.0215329,0.0267254,0.0168119,0.0198281,0.0733222,0.00584581,0.00883311,0.00279496,0.0104567,0.0139719,0.00836723,0.0230053,0.0141734,0,0,0.0373822,0,0.0131154,0.0259606,0.0731913,0.0173829,0.0179369,0.0210601,0.0264814,0.0227739,0.00403005,0.0520512,0,0.011097,0.0187235,0,0,0.105223,0.0157626,0.0206037,0.00872677,0.00887073,0.0236331,0.00966362,0,0,0,0,0,0
141,0,0,0,0,0.0164085,0.0228812,0,0,0,0.0643011,0.0104649,0.0305526,0.00552091,0,0,0.00358748,0,0.0185929,0.00174139,0.0407685,0.0171985,0.0310548,0.0146228,0.0143371,0.0131319,0.00854104,0.0125143,0.0191362,0.0542706,0.0212715,0.0264444,0.0168139,0.0198107,0.0740048,0.00562595,0.00887401,0.00284736,0.00477708,0.0138767,0.0136253,0.0225948,0.0139988,0,0,0.0379175,0,0.0131269,0.0260308,0.0728172,0.0224704,0.0175001,0.019047,0.0263428,0.0226877,0.00253948,0.0520513,0,0.00922368,0.0185512,0,0,0.105454,0.0120375,0.0209443,0.00886942,0.00921613,0.023803,0.0095659,0,0,0,0,0,0
