Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,
29,0,0,0,0,0.0163778,0.023835,0,0,0,0.0697437,0.0104111,0.0316386,0.00415624,0,0,0.00666183,0,0.0186743,0.00319728,0.0439675,0.0261814,0.0298737,0.0132663,0.0142909,0.0158752,0.00733126,0.0101239,0.014716,0.0536917,0.0196206,0.0230686,0.017824,0.0209933,0.0792544,0.00796475,0.00871305,0.00328039,0.0132064,0.0125659,0.00825841,0.0196644,0.0141765,0,0,0.0312589,0,0.0128917,0.0222836,0.0717373,0.00591007,0.0168923,0.01293,0.0246277,0.018697,0.00580141,0.0497192,0,0.0887995,0.0132316,0.0213085,0.015605,0,0.0126718,0.018317,0.00960181,0.0116161,0.0248614,0.010942,0,0,0,0,0,0
30,0,0,0,0,0.0161212,0.0239046,0,0,0,0.0707309,0.0103848,0.0320164,0.00380456,0,0,0.00658839,0,0.018687,0.00318345,0.044012,0.0263558,0.0294793,0.0134463,0.0143746,0.015703,0.00732599,0.0100452,0.0148423,0.0534231,0.0194155,0.0229055,0.0176808,0.0208894,0.08041,0.00787587,0.00873696,0.00319032,0.0088242,0.0125006,0.0112487,0.0193589,0.0138538,0,0,0.0316157,0,0.0129289,0.0225341,0.0712169,0.0110921,0.0168779,0.0113487,0.0246004,0.018943,0.00910162,0.0491361,0,0.0848353,0.0160647,0.0198896,0.0180453,0,0.00552362,0.0185183,0.00960372,0.0116603,0.0250334,0.0107095,0,0,0,0,0,0
31,0,0,0,0,0.0158664,0.0240633,0,0,0,0.0711884,0.010321,0.0321208,0.00353074,0,0,0.00654799,0,0.0187901,0.00318506,0.0439559,0.0263748,0.0289638,0.0133235,0.0148246,0.015514,0.00702225,0.00975566,0.014611,0.0529723,0.0191299,0.0226502,0.0174369,0.0206028,0.0808628,0.00793671,0.0088105,0.00314722,0.00792583,0.0124114,0.00841941,0.0186668,0.0136026,0,0,0.0322004,0,0.0129796,0.0229235,0.0715382,0.00907065,0.0162796,0.0110354,0.0245535,0.0193309,0.0107683,0.0482335,0,0.081917,0.0152667,0.0206523,0.0176268,0,0.00507427,0.0187916,0.00963686,0.0117355,0.0253234,0.0105617,0,0,0,0,0,0
32,0,0,0,0,0.0154761,0.0242352,0,0,0,0.0712861,0.0102623,0.0321002,0.00341762,0,0,0.00651045,0,0.0187779,0.00309264,0.0438796,0.0263368,0.0284771,0.0130826,0.015212,0.0154141,0.00671739,0.00939708,0.0143026,0.0526218,0.0189501,0.0224916,0.0172933,0.0203227,0.0812279,0.00782504,0.00886984,0.00310099,0.0147408,0.0123067,0.00998695,0.0182422,0.0132108,0,0,0.0327164,0,0.0130106,0.0233116,0.0714391,0.0106228,0.0159321,0.010398,0.0246176,0.0197032,0.0135396,0.0479506,0,0.0810635,0.0150903,0.0213245,0.0183388,0,0.0141731,0.0190487,0.00982663,0.0117687,0.0256638,0.0103249,0,0,0,0,0,0
33,0,0,0,0,0.0154018,0.0246034,0,0,0,0.0711524,0.0101473,0.0318399,0.00336857,0,0,0.00654865,0,0.0187344,0.00302239,0.0437452,0.026241,0.0280343,0.0128122,0.0155943,0.0154658,0.00645503,0.00902835,0.0139428,0.0523358,0.0188507,0.0223149,0.0170965,0.020087,0.0809446,0.0078502,0.00889139,0.00304104,0.0268487,0.0122455,0.0190886,0.0178156,0.0133107,0,0,0.0335507,0,0.0130719,0.0238402,0.0706719,0.0188955,0.0158189,0.0111034,0.0248357,0.0203411,0.0179053,0.0484497,0,0.07758,0.0167754,0.0226282,0.0210699,0.0136727,0.02609,0.0193352,0.0101133,0.011744,0.0261981,0.0103902,0,0,0,0,0,0
34,0,0,0,0,0.0152435,0.0247599,0,0,0,0.0710166,0.0100682,0.031433,0.00338264,0,0,0.00654212,0,0.0188035,0.00305356,0.0437234,0.0261535,0.0275336,0.0122773,0.0159749,0.0153976,0.00599274,0.00851984,0.0133474,0.0520255,0.0187666,0.0221428,0.01667,0.0197671,0.0803268,0.00788248,0.00890066,0.00299353,0.0398062,0.0122287,0.0290131,0.0175053,0.0132671,0,0,0.0342885,0,0.0131653,0.0242683,0.0699682,0.0288492,0.0156939,0.0134381,0.0249452,0.0209454,0.0214727,0.0488575,0,0.0714029,0.0185477,0.0252616,0.0236924,0.0135383,0.0384648,0.0195729,0.0103662,0.011733,0.0265534,0.0102623,0,0,0,0,0,0
35,0,0,0,0,0.0150785,0.0248392,0,0,0,0.0701458,0.0100033,0.0307616,0.00346862,0,0,0.00656737,0,0.0187011,0.00307251,0.0436728,0.0260096,0.0271188,0.0116189,0.0162845,0.0153244,0.00563196,0.0080275,0.0126228,0.0517577,0.0187332,0.0219675,0.0162159,0.0194574,0.079295,0.00792901,0.00886665,0.0029862,0.0497185,0.0121957,0.0363808,0.0172946,0.0131035,0,0,0.0348303,0,0.0132091,0.0245475,0.0692369,0.0368591,0.0157301,0.0160743,0.0250641,0.021437,0.0244803,0.0493319,0,0.0673224,0.0203061,0.0277028,0.0260095,0.0144852,0.0478375,0.0197572,0.010404,0.0118203,0.0268107,0.0100124,0,0,0,0,0,0
36,0,0,0,0,0.0148707,0.0248878,0,0,0,0.0687161,0.0100456,0.0298815,0.00362264,0,0,0.0065987,0,0.0185905,0.0030571,0.0435466,0.0257274,0.0267904,0.0108574,0.0164959,0.0152802,0.00530539,0.0074936,0.0117119,0.0515854,0.0187161,0.0218182,0.0158373,0.0191438,0.0779429,0.007959,0.0088413,0.00299674,0.0560572,0.0121456,0.040899,0.0172691,0.0129069,0,0,0.0352272,0,0.0131643,0.0247794,0.0686073,0.042309,0.0158345,0.0179142,0.025134,0.021871,0.0267367,0.0499122,0,0.0655575,0.0216873,0.0297866,0.0277315,0.0153789,0.0539612,0.0198775,0.0104033,0.0118204,0.0269675,0.00971126,0,0,0,0,0,0
37,0,0,0,0,0.0146576,0.0248828,0,0,0,0.0672305,0.0101344,0.0288307,0.00375766,0,0,0.00650991,0,0.0185269,0.00301337,0.0434279,0.0254379,0.0265671,0.0100165,0.0165344,0.0151848,0.00504567,0.00693596,0.0106326,0.0515444,0.018715,0.0216858,0.0157141,0.0188229,0.0762512,0.00795412,0.0088138,0.00295342,0.0581604,0.0121212,0.0424598,0.0172905,0.0127456,0,0,0.0354431,0,0.013087,0.0249016,0.0682214,0.044534,0.0159536,0.0186427,0.0251485,0.0221983,0.0280596,0.0503459,0,0.0648137,0.0220934,0.0312063,0.028359,0.0152899,0.056211,0.0199206,0.0103888,0.0117951,0.0270773,0.00947981,0,0,0,0,0,0
38,0,0,0,0,0.014549,0.0247602,0,0,0,0.0654083,0.0102364,0.0276907,0.00387886,0,0,0.00633135,0,0.0185315,0.00293258,0.0431184,0.0251827,0.0265122,0.00911267,0.0163726,0.0151371,0.0048641,0.00644269,0.00944946,0.0516459,0.0188675,0.021565,0.0153207,0.0185037,0.0744181,0.00792959,0.00877409,0.00292674,0.0560479,0.012143,0.0410742,0.0173905,0.0126031,0,0,0.0354518,0,0.0130743,0.0248598,0.0681902,0.0436905,0.0161658,0.0181497,0.0250229,0.0223616,0.028256,0.0502102,0,0.0650313,0.0216348,0.0313038,0.0279696,0.0142934,0.0546486,0.0198446,0.0103855,0.0116938,0.0270732,0.00935225,0,0,0,0,0,0
39,0,0,0,0,0.0145075,0.0247635,0,0,0,0.0629186,0.0102265,0.0264785,0.0039835,0,0,0.00633068,0,0.0185314,0.00291592,0.0427766,0.0248693,0.0265433,0.00829321,0.0162056,0.0152268,0.00489868,0.00622289,0.00827382,0.0518987,0.0190889,0.021479,0.014641,0.0181407,0.0723606,0.00794316,0.0087358,0.00292227,0.0501682,0.0121774,0.0370899,0.0175055,0.0125018,0,0,0.0355138,0,0.0131256,0.0248824,0.0684725,0.039964,0.0165024,0.0166342,0.0248275,0.022433,0.0272952,0.0494905,0,0.0661386,0.0203474,0.0301574,0.0267018,0.0124721,0.0494916,0.0198278,0.0105124,0.0116257,0.0273321,0.00932338,0,0,0,0,0,0
40,0,0,0,0,0.0145377,0.0248085,0,0,0,0.0599082,0.0102228,0.025189,0.00401019,0,0,0.00642066,0,0.0185805,0.00293996,0.042543,0.0245838,0.0268487,0.00784299,0.0158954,0.0154638,0.00521202,0.00634015,0.00732939,0.0523272,0.0193511,0.0214561,0.0143546,0.0178665,0.0698805,0.00803856,0.00869992,0.00294046,0.0418228,0.0121917,0.0308374,0.017695,0.0125785,0,0,0.0355694,0,0.0131239,0.0249446,0.0689849,0.0333025,0.0169608,0.0143665,0.0247859,0.0224319,0.0253661,0.0485595,0,0.0685444,0.0185412,0.0283097,0.0247867,0.0111476,0.0413287,0.0198611,0.0105024,0.0115837,0.0279712,0.00935609,0,0,0,0,0,0
41,0,0,0,0,0.0146057,0.0248663,0,0,0,0.0562504,0.0102373,0.0239587,0.00385654,0,0,0.00658009,0,0.0185306,0.00300738,0.0424805,0.0243388,0.027253,0.00790391,0.015405,0.0157772,0.00566882,0.00653316,0.00678393,0.0529893,0.0197262,0.0213419,0.014328,0.0175487,0.0671142,0.00809964,0.00865245,0.00294221,0.0332181,0.012225,0.0234855,0.0178324,0.0127382,0,0,0.0355467,0,0.0131546,0.0249567,0.0696114,0.0245279,0.0174012,0.0119042,0.0247264,0.0222991,0.0227673,0.0476553,0,0.0707231,0.0166573,0.026232,0.0224077,0.0107449,0.0322353,0.0198784,0.0105864,0.0115687,0.0281897,0.00942943,0,0,0,0,0,0
42,0,0,0,0,0.0147582,0.024916,0,0,0,0.0526057,0.0101782,0.0229434,0.00358722,0,0,0.00679063,0,0.0184847,0.00309281,0.0424893,0.0239434,0.0276691,0.00869711,0.0148241,0.0162147,0.00618161,0.00692584,0.00694046,0.0538914,0.0200345,0.0210985,0.0140013,0.0171438,0.0642318,0.00822669,0.00866807,0.00300177,0.0259001,0.0122516,0.0162075,0.0178152,0.0129581,0,0,0.035608,0,0.0132062,0.0250361,0.0701215,0.0161792,0.0177567,0.0100404,0.024554,0.0221027,0.0198721,0.0469141,0,0.0728416,0.0146804,0.0244046,0.0202432,0.0111522,0.024772,0.0200229,0.0107538,0.0115369,0.0280858,0.00962991,0,0,0,0,0,0
43,0,0,0,0,0.0150662,0.0248244,0,0,0,0.0481658,0.0101794,0.0222521,0.00331925,0,0,0.0070561,0,0.0185502,0.00316687,0.0423622,0.0239905,0.0282819,0.0103239,0.0138667,0.016695,0.00692094,0.00768419,0.00809447,0.055067,0.0203167,0.0207549,0.0135549,0.016679,0.0606883,0.00839643,0.00873337,0.00310812,0.0201787,0.0123462,0.0120042,0.0177457,0.0133538,0,0,0.0352222,0,0.0131937,0.024948,0.0702706,0.0110351,0.0180708,0.00935315,0.02394,0.0219898,0.0171357,0.04669,0,0.0749378,0.0131053,0.0236697,0.0186755,0.0118144,0.0199683,0.019911,0.0107112,0.011516,0.0276357,0.00995514,0,0,0,0,0,0
44,0,0,0,0,0.0154884,0.024947,0,0,0,0.042842,0.0101216,0.0217653,0.00325429,0,0,0.00792025,0,0.0187682,0.00342384,0.0422284,0.0239453,0.0287265,0.0124592,0.0132516,0.0173533,0.00786609,0.0087315,0.00996983,0.0562892,0.0201943,0.0201215,0.0132185,0.0160814,0.0558213,0.00885656,0.00882679,0.00329169,0.0138562,0.0122608,0.00967494,0.0177831,0.013813,0,0,0.0354729,0,0.0132068,0.0252184,0.0700664,0.00740001,0.0184191,0.00947451,0.0234734,0.0220383,0.0151777,0.0469791,0,0.0760164,0.0124871,0.0240973,0.0171436,0.0119888,0.014696,0.0203729,0.0108427,0.0116598,0.0275744,0.0107725,0,0,0,0,0,0
45,0,0,0,0,0.0158622,0.0253377,0,0,0,0.0366833,0.00991862,0.0221265,0.00327293,0,0,0.00958252,0,0.0189264,0.00405656,0.0421867,0.0235372,0.0290668,0.0148767,0.0131889,0.0180155,0.00892504,0.0100683,0.0122348,0.0575873,0.0194853,0.0192769,0.0130548,0.01535,0.0495614,0.00969183,0.00888402,0.00354863,0.00768743,0.0120706,0.00705863,0.0182569,0.0141767,0,0,0.0367271,0,0.0132979,0.0259387,0.0699741,0.0095981,0.0185997,0.0101295,0.0236783,0.0224131,0.0146805,0.0471776,0,0.0753959,0.0143712,0.0252677,0.016707,0.0130033,0.0096627,0.021308,0.0111521,0.0118954,0.028111,0.0118121,0,0,0,0,0,0
46,0,0,0,0,0.0161903,0.0255928,0,0,0,0.0294553,0.00970933,0.023647,0.00319849,0,0,0.0112584,0,0.0189476,0.0047182,0.0421251,0.0234318,0.0293681,0.0175095,0.0131737,0.0185495,0.0100931,0.0117287,0.0147302,0.058997,0.0183231,0.0186961,0.0130677,0.0145569,0.0419978,0.010585,0.00882753,0.00375771,0.00507786,0.0119328,0.00631652,0.0187303,0.0145587,0,0,0.0378245,0,0.0133984,0.0264769,0.0700518,0.0133705,0.0189942,0.0105966,0.023854,0.0228639,0.0146005,0.0470624,0,0.0742163,0.017574,0.0262433,0.0176696,0.0152299,0.00478779,0.021953,0.011406,0.0121004,0.0285555,0.0127636,0,0,0,0,0,0
47,0,0,0,0,0.0165176,0.0255773,0,0,0,0.0217104,0.00952087,0.0264722,0.00314421,0,0,0.0119039,0,0.0190512,0.00495297,0.0419416,0.0240736,0.029841,0.0201298,0.0129057,0.0189654,0.0113359,0.0137645,0.0174029,0.0605048,0.0171435,0.0193252,0.0133293,0.0136187,0.0332424,0.0110687,0.00885913,0.00374054,0.00979484,0.0118831,0.00825314,0.0191006,0.0150537,0,0,0.0381571,0,0.0133959,0.0266077,0.0705062,0.0160486,0.0194718,0.0106876,0.0237733,0.0230046,0.0129494,0.0471034,0,0.0738456,0.0205283,0.0262672,0.0188284,0.0182989,0.00689957,0.0221362,0.0116368,0.0121757,0.0284733,0.0135577,0,0,0,0,0,0
48,0,0,0,0,0.0169409,0.0255225,0,0,0,0.0137841,0.00946239,0.0301168,0.00323287,0,0,0.0118149,0,0.0192495,0.00488832,0.0416085,0.0253003,0.0305559,0.0223252,0.012418,0.0192877,0.0125091,0.0160153,0.0198449,0.0620254,0.0163435,0.0216541,0.0139601,0.0126417,0.0237504,0.0111459,0.00899833,0.00355991,0.0157506,0.0119127,0.010089,0.0193017,0.0155487,0,0,0.037495,0,0.0133491,0.0263782,0.0712522,0.0166949,0.0199744,0.0103872,0.0235349,0.0227278,0.0106275,0.0474978,0,0.0751365,0.0220281,0.0253957,0.0197223,0.0207754,0.0137384,0.0218574,0.0117404,0.012145,0.0280045,0.0144543,0,0,0,0,0,0
49,0,0,0,0,0.0174555,0.0255122,0,0,0,0.00950026,0.00945355,0.0337679,0.00348035,0,0,0.0117934,0,0.0194186,0.00481813,0.0412786,0.0263459,0.0313254,0.0238657,0.0121341,0.0195436,0.0136789,0.018264,0.0220849,0.0635443,0.0160323,0.0249544,0.0148714,0.0117418,0.0142949,0.0111566,0.00911223,0.00345512,0.0206335,0.0119626,0.0111575,0.0197682,0.0160358,0,0,0.0367324,0,0.0133191,0.0262167,0.0721853,0.0157727,0.0204437,0.00978909,0.0236578,0.0223815,0.00840236,0.0477999,0,0.0776587,0.0220271,0.0243445,0.0203302,0.0222841,0.0197765,0.0216074,0.0116683,0.0121122,0.0275902,0.0155245,0,0,0,0,0,0
50,0,0,0,0,0.0179384,0.0256056,0,0,0,0.0124553,0.00949989,0.0366479,0.00381906,0,0,0.0120442,0,0.019649,0.0047537,0.0409221,0.0266837,0.0319271,0.0246539,0.0122188,0.0197169,0.014751,0.0202565,0.0236888,0.0649621,0.0159368,0.0280023,0.015631,0.0109508,0.00724375,0.0111725,0.00919866,0.0035686,0.0248416,0.0120116,0.0119895,0.0203801,0.0164365,0,0,0.0362884,0,0.0133231,0.0261365,0.0730825,0.0144649,0.0209738,0.00934681,0.0243327,0.0221864,0.00762109,0.0477591,0,0.0808033,0.0213877,0.0235213,0.020898,0.0230414,0.0252748,0.0213998,0.0115853,0.0120626,0.0273632,0.0163684,0,0,0,0,0,0
51,0,0,0,0,0.0181668,0.0255614,0,0,0,0.0183799,0.00960534,0.0384544,0.00412257,0,0,0.0122969,0,0.019615,0.00460784,0.0406121,0.0263919,0.0323482,0.0248718,0.012358,0.0197229,0.0155735,0.0218007,0.0246064,0.0663267,0.0160439,0.0301976,0.0162405,0.0103895,0.00941952,0.01093,0.00909771,0.00370551,0.028603,0.0121229,0.0130105,0.0206362,0.0167192,0,0,0.0357763,0,0.0132359,0.0258553,0.0737088,0.0136288,0.0216584,0.00968903,0.0250673,0.0220889,0.00802341,0.0474867,0,0.0837205,0.0209089,0.0227599,0.0212472,0.0231831,0.0305026,0.0210115,0.0112988,0.0118962,0.0270477,0.0165615,0,0,0,0,0,0
52,0,0,0,0,0.018052,0.0252427,0,0,0,0.0241098,0.00979586,0.0394266,0.00427023,0,0,0.0121406,0,0.0194059,0.00432249,0.0405124,0.0260291,0.0325581,0.0247343,0.0124602,0.0194367,0.0161349,0.0229071,0.0249813,0.0675348,0.0163806,0.0316443,0.0167843,0.010107,0.0176209,0.0103638,0.00897461,0.00372584,0.0312371,0.0122587,0.0140441,0.0206489,0.016759,0,0,0.0351073,0,0.0131069,0.025378,0.0739988,0.0135329,0.022334,0.0103207,0.025673,0.0220896,0.00856008,0.0473188,0,0.0851532,0.0203832,0.0222879,0.0207628,0.0226849,0.0340012,0.020517,0.0109589,0.0117753,0.0266643,0.0157556,0,0,0,0,0,0
53,0,0,0,0,0.0176749,0.024791,0,0,0,0.0291232,0.0100931,0.0396504,0.00432434,0,0,0.011712,0,0.0192533,0.00408592,0.0404838,0.025795,0.0325946,0.0245515,0.0125533,0.0190744,0.0164397,0.0238861,0.0249459,0.0684971,0.0167668,0.0324783,0.0172203,0.0101048,0.0270415,0.00977006,0.00880839,0.00380281,0.0323755,0.0123847,0.0149757,0.0205503,0.0165796,0,0,0.0343415,0,0.0129611,0.0248488,0.0740154,0.0141938,0.0227732,0.0106096,0.0260414,0.0222203,0.00837601,0.0475536,0,0.0853408,0.0194111,0.022421,0.0196665,0.0213631,0.0349352,0.0200096,0.0106633,0.0116591,0.0263903,0.0141624,0,0,0,0,0,0
54,0,0,0,0,0.0170686,0.0243051,0,0,0,0.0335755,0.0103848,0.0391578,0.00424069,0,0,0.011239,0,0.0190995,0.0038959,0.0404529,0.0256418,0.0323795,0.0244576,0.0126032,0.0187691,0.0165557,0.0249404,0.0244987,0.0690992,0.0170245,0.0327516,0.0173838,0.0103676,0.0373339,0.00928706,0.00862515,0.00383166,0.0324519,0.0124647,0.0157769,0.0205106,0.0162963,0,0,0.0336302,0,0.012829,0.0244729,0.0737865,0.0153278,0.0229008,0.0104331,0.0261418,0.0224605,0.00724791,0.0480747,0,0.0852895,0.0179442,0.0228669,0.0182749,0.0194447,0.0347978,0.019539,0.0103664,0.0115782,0.0262751,0.0123819,0,0,0,0,0,0
55,0,0,0,0,0.0164158,0.0239523,0,0,0,0.0382492,0.0105614,0.0381601,0.00392216,0,0,0.0108377,0,0.0189795,0.00379126,0.0405006,0.0258999,0.0320039,0.0244862,0.0126211,0.0184695,0.0165201,0.0260818,0.0237661,0.0692888,0.0173259,0.0328048,0.0175923,0.0107409,0.0478953,0.00896928,0.00852081,0.00365297,0.0318528,0.0124746,0.0164184,0.0205598,0.0160201,0,0,0.0331158,0,0.012784,0.0242896,0.0733086,0.0167085,0.022759,0.0111885,0.0259525,0.0227012,0.00547847,0.048699,0,0.0856761,0.016713,0.0232403,0.016846,0.0179716,0.0344717,0.0191812,0.0102406,0.0114475,0.0262631,0.0109618,0,0,0,0,0,0
56,0,0,0,0,0.0160702,0.023799,0,0,0,0.0436108,0.0106353,0.0367015,0.00333434,0,0,0.0106729,0,0.0189696,0.00382957,0.0406108,0.0273361,0.0316161,0.0247534,0.0126771,0.0182603,0.0164612,0.0274055,0.0230053,0.0692166,0.0179416,0.0330396,0.0177872,0.0111105,0.0574885,0.00895943,0.00846824,0.00340378,0.0311648,0.012395,0.0164326,0.020723,0.0158246,0,0,0.0330563,0,0.0127759,0.0242934,0.0728409,0.0174851,0.022544,0.013962,0.0255859,0.022872,0.00414874,0.0493428,0,0.0871148,0.0165018,0.0233649,0,0.0169247,0.0338616,0.0191262,0.0102751,0.0113484,0.0262978,0.0101844,0,0,0,0,0,0
57,0,0,0,0,0.0158106,0.0236773,0,0,0,0.0498588,0.0105882,0.0352405,0.00275468,0,0,0.010429,0,0.0189845,0.0038433,0.040946,0.030596,0.0310778,0.0252807,0.0127961,0.0181898,0.0163967,0.0288354,0.022381,0.0690466,0.0187181,0.0335936,0.0178831,0.0116526,0.0673892,0.00910519,0.00847237,0.00305232,0.0295881,0.0123267,0.0169293,0.0208282,0.0153596,0,0,0.0333998,0,0.0128037,0.0243407,0.0721699,0.019208,0.0221309,0.0147016,0.0250561,0.0229729,0.00304764,0.0502547,0,0.0877478,0.0160971,0.0235149,0.0141178,0.016994,0.0315098,0.019298,0.010393,0.011364,0.0261742,0.00968433,0,0,0,0,0,0
58,0,0,0,0,0.0156203,0.0235307,0,0,0,0.0568409,0.0104513,0.0346721,0.00264873,0,0,0.0101922,0,0.0190924,0.00384557,0.0413932,0.0352519,0.0304435,0.0260874,0.0129682,0.0183088,0.0164321,0.0304109,0.0220528,0.069046,0.019488,0.0344556,0.0178953,0.012461,0.0781824,0.00942189,0.00855241,0.00265915,0.0272119,0.0123057,0.0170603,0.0208441,0.01483,0,0,0.0338911,0,0.0128664,0.0246064,0.0715313,0.0203651,0.0217537,0.0146957,0.0245061,0.0230077,0.00231745,0.0513113,0,0.0881814,0.0157143,0.0239643,0.0126282,0,0.0283035,0.0195499,0.0104819,0.0115386,0.0258966,0.00976965,0,0,0,0,0,0
59,0,0,0,0,0.0154593,0.0233926,0,0,0,0.0643415,0.010289,0.0351954,0.00300473,0,0,0.0100173,0,0.0192626,0.00367283,0.0416479,0.0399264,0.0298571,0.0268099,0.0132072,0.018555,0.0164291,0.0319483,0.0220029,0.0691118,0.020225,0.0357082,0.0178755,0.013454,0.0890854,0.00979821,0.0087445,0.00233825,0.0262767,0.0122901,0.0173004,0.0206493,0.0144785,0,0,0.0343941,0,0.0128993,0.0247782,0.0714115,0.0208838,0.0214653,0.0150004,0.0239961,0.0230429,0.00237755,0.0517603,0,0.088751,0.0152695,0.0240647,0.012292,0,0.0271898,0.0198273,0.010544,0.0116927,0.0255812,0.0107039,0,0,0,0,0,0
60,0,0,0,0,0.015117,0.0232819,0,0,0,0.0724552,0.010171,0.0362928,0.0034476,0,0,0.00994924,0,0.019403,0.00340173,0.0418087,0.0445753,0.0292473,0.0272102,0.0135262,0.0188791,0.0163054,0.0333032,0.0219485,0.0690848,0.0210711,0.0373699,0.0180014,0.0144592,0.0995261,0.0102454,0.00891742,0.00211538,0.025741,0.0122533,0.0177548,0.02016,0.0140167,0,0,0.0347231,0,0.0128465,0.0248159,0.0716159,0.0216474,0.0211547,0.014619,0.0234788,0.0230998,0.00212748,0.0520374,0,0.0887759,0.0151772,0.023992,0.0131552,0,0.0262612,0.020027,0.0106191,0.0117488,0.0252729,0.0118451,0,0,0,0,0,0
61,0,0,0,0,0.0146956,0.0231792,0,0,0,0.0807754,0.0101268,0.037603,0.00386285,0,0,0.0100287,0,0.0195324,0.00327073,0.0419448,0.0487015,0.0285786,0.0275147,0.0139572,0.0191914,0.0162528,0.0342715,0.0217714,0.0689548,0.021986,0.0392823,0.018158,0.0153924,0.109308,0.0106682,0.00903273,0.00197673,0.0254248,0.0122418,0.0183023,0.0193713,0.0135313,0,0,0.0348464,0,0.0128286,0.02496,0.0722226,0.0224446,0.0207125,0.0133196,0.0229948,0.0231969,0.00183568,0.0524555,0,0.0882264,0.0151152,0.0238217,0.0149146,0,0.0257974,0.0201243,0.0105444,0.0117775,0.025028,0.0126108,0,0,0,0,0,0
62,0,0,0,0,0.0144344,0.0231196,0,0,0,0.0877289,0.0101865,0.0390883,0.00435487,0,0,0.0102343,0,0.0195865,0.00332611,0.0419973,0.0521832,0.0279177,0.027771,0.0143728,0.0194315,0.0163906,0.0349103,0.0215786,0.0686943,0.0227744,0.0410422,0.0182032,0.0162461,0.117673,0.0110408,0.00904969,0.00192955,0.0252849,0.0122574,0.0180876,0.0186872,0.0131504,0,0,0.0348299,0,0.012822,0.024996,0.0726776,0.021825,0.0203625,0.0126989,0.0225595,0.0232994,0.00185536,0.052855,0,0.0882111,0.0153053,0.0239791,0,0,0.0261762,0.0200531,0.0104423,0.0117268,0.0249291,0.0125479,0,0,0,0,0,0
63,0,0,0,0,0.0143164,0.0230016,0,0,0,0.0931995,0.0103774,0.0404075,0.0049852,0,0,0.0104242,0,0.0195916,0.0034682,0.0418915,0.0550305,0.0272115,0.0277457,0.0146128,0.0193487,0.016548,0.0351906,0.0213941,0.0682206,0.0233599,0.0423805,0.0180801,0.0170263,0.124902,0.0112948,0.00895825,0.00205598,0.0255338,0.0123367,0.0183133,0.0180358,0.0128328,0,0,0.034468,0,0.012793,0.0246636,0.0728026,0.0220755,0.0200206,0.0121967,0.0219733,0.0233417,0.00197648,0.0532362,0,0.0883703,0.0156065,0.0236861,0,0,0.0266311,0.019662,0.0103184,0.0116502,0.0247706,0.0115409,0,0,0,0,0,0
64,0,0,0,0,0.0143754,0.0228482,0,0,0,0.0974691,0.0106102,0.0415169,0.00574336,0,0,0.0104214,0,0.0195505,0.00358741,0.0415795,0.0572279,0.0265786,0.0274387,0.0146232,0.0191055,0.016831,0.0350156,0.0212359,0.0676022,0.0238029,0.0434058,0.0179119,0.0176498,0.129943,0.0113474,0.00884563,0.00230463,0.0255763,0.0124544,0.0182695,0.0172938,0.0126361,0,0,0.0337627,0,0.0127479,0.0241367,0.0728152,0.0221839,0.019722,0.0126261,0.0211373,0.0232021,0.00222968,0.0538318,0,0.0884505,0.0157481,0.0231878,0,0,0.0265638,0.0190797,0.010164,0.0115112,0.0244634,0.0100643,0,0,0,0,0,0
65,0,0,0,0,0.0145317,0.0229149,0,0,0,0.10057,0.0106948,0.0422338,0.00640197,0,0,0.010407,0,0.0194031,0.00371431,0.0414255,0.0585268,0.0261386,0.02679,0.0147157,0.0188697,0.0171203,0.0343518,0.0211702,0.0669372,0.0236926,0.0440715,0.0176483,0.0181427,0.133234,0.0112436,0.00877381,0.00260774,0.0251022,0.0124973,0.0181819,0.0167992,0.0125302,0,0,0.0332966,0,0.0127077,0.0238085,0.0728405,0.0223476,0.0194155,0.0135241,0.0205118,0.0231465,0.00247776,0.054735,0,0.087381,0.0153227,0.0230107,0,0,0.0263409,0.0187139,0.0100908,0.0114514,0.0242546,0.00862953,0,0,0,0,0,0
