Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_M,
100,0,0,0,0,0.00457423,0.00376544,0,0,0.019073,0.0103329,0.017386,0.00421203,0,0,0.00665059,0,0.0184855,0.0014638,0.0437707,0.0164828,0.0354726,0.0153839,0.00360965,0.00467306,0.00858094,0.0171875,0.0200494,0.0628319,0.00737992,0.016282,0.00764083,0.0276854,0.0170279,0.00420052,0.0088793,0.00196513,0.0236696,0.0144021,0.0127293,0.00316671,0.0045995,0,0,0.00842117,0,0.0126252,0.0031577,0.0746738,0.0113587,0.0192064,0.00598648,0.00790569,0.00846126,0.107026,0.0444068,0,0.012159,0,0.0284002,0.0117708,0.0167584,0.02705,0.00500338,0.0014191,0.00129105,0.00413771,0.00519211,0,0,0,0,0,0,0
101,0,0,0,0,0.0044257,0.00434786,0,0,0.0234468,0.0106936,0.016818,0.00553784,0,0,0.0055958,0,0.0182519,0.000980764,0.0443673,0.0230038,0.0355618,0.0153389,0.00420793,0.00482711,0.00891116,0.0201937,0.0186262,0.0633996,0.00944744,0.0181339,0.00984159,0.0302601,0.0258097,0.00366625,0.0086253,0.00166508,0.0231469,0.0143492,0.0135834,0.00328992,0.00456357,0,0,0.0087287,0,0.0126494,0.00353544,0.0743684,0.0125406,0.0189591,0.00516621,0.00850296,0.00911399,0.107872,0.0447369,0,0.0110456,0,0.0291063,0,0.0167948,0.0269578,0.00553843,0.00128178,0.0014585,0.00519418,0.00640382,0,0,0,0,0,0,0
102,0,0,0,0,0.00396985,0.00478861,0,0,0.027402,0.0111636,0.0163338,0.00654478,0,0,0.00471007,0,0.0181385,0.00052037,0.0449439,0.029751,0.0357754,0.0160868,0.00467807,0.00479309,0.0103427,0.0237492,0.0172284,0.0640055,0.0110514,0.0193954,0.0118466,0.0323553,0.0354925,0.00291651,0.00837818,0.00158098,0.023183,0.0142814,0.0143844,0.00353814,0.00420461,0,0,0.00891297,0,0.0126667,0.00389336,0.0742507,0.0128523,0.018907,0.00491065,0.00883388,0.00942061,0.108405,0.0454182,0,0.010702,0,0.0290988,0.0113973,0.0176329,0.0270642,0.00577831,0.00115718,0.00161549,0.0057683,0.00720546,0,0,0,0,0,0,0
103,0,0,0,0,0.00368106,0.00502139,0,0,0.0314841,0.01168,0.0160906,0.00698997,0,0,0.00420228,0,0.0180369,0.000625647,0.0454321,0.0371446,0.0360534,0.0177254,0.00500058,0.00468373,0.012428,0.0276688,0.015737,0.0645202,0.0122899,0.0203506,0.0135086,0.0339814,0.0455809,0.00209773,0.00814584,0.00176622,0.0227953,0.0142068,0.0153049,0.00358987,0.00392334,0,0,0.00899498,0,0.0126833,0.00411993,0.0740283,0.0135206,0.019062,0.00486231,0.00886205,0.00944725,0.108668,0.0457579,0,0.0106736,0,0.0293394,0.0113555,0.0182847,0.026611,0.00582969,0.00102028,0.00172626,0.00589048,0.00710006,0,0,0,0,0,0,0
104,0,0,0,0,0.00555319,0.00574432,0,0,0.0356861,0.0118351,0.0163303,0.00680979,0,0,0.00409412,0,0.0179314,0.00157256,0.0459491,0.045385,0.0362569,0.020025,0.00539427,0.004867,0.0147453,0.0317207,0.0135847,0.064781,0.0131061,0.021248,0.0146568,0.0350632,0.0545185,0.00217813,0.00810143,0.00225967,0.0230615,0.0142365,0.0166,0.00348408,0.00502098,0,0,0.00954726,0,0.0127535,0.00430385,0.0736158,0.0141481,0.0190166,0.00518139,0.00882189,0.00772685,0.108625,0.0456557,0,0.0111285,0,0.0299402,0.0113961,0.0191604,0.0268876,0.00637954,0.000917666,0.00160098,0.00597638,0.00729589,0,0,0,0,0,0,0
105,0,0,0,0,0.00573214,0.00573913,0,0,0.0400282,0.012047,0.0165822,0.00591347,0,0,0.00394014,0,0.0178157,0.00173131,0.0465227,0.0526574,0.0363752,0.0221894,0.00571713,0.00478454,0.0167409,0.0349466,0.0118774,0.0650645,0.0137188,0.0221878,0.0154772,0.0357194,0.0628889,0.00216608,0.00793867,0.00264627,0.0243356,0.0142391,0.0176868,0.00345566,0.00509719,0,0,0.00974926,0,0.012829,0.0042276,0.0735537,0.0139951,0.0190427,0.00564344,0.00868912,0.00711468,0.108571,0.0458676,0,0.0115859,0,0.030513,0.0117752,0.0207138,0.027585,0.00657683,0.00103439,0.00165279,0.00590348,0.00586545,0,0,0,0,0,0,0
106,0,0,0,0,0.00594196,0.00477722,0,0,0.0438741,0.0119757,0.0161803,0.00474039,0,0,0.00341902,0,0.017963,0.0020547,0.0467775,0.0572762,0.0376285,0.0238787,0.00608478,0.00440408,0.0191866,0.0373109,0.0129053,0.0666586,0.0134527,0.0225221,0.0160938,0.0357501,0.0693837,0.00278188,0.00806779,0.00311579,0.00763428,0.0141895,0.0167026,0.00875453,0.00540313,0,0,0.0102186,0,0.0128532,0.00418953,0.0630884,0.0332081,0.02152,0.0186726,0.0104949,0.00592869,0.120046,0,0,0.0061379,0,0.0308257,0,0.0204402,0.0110606,0.00716928,0.00126337,0.00167148,0.00491572,0.00496308,0,0,0,0,0,0,0
107,0,0,0,0,0.00762224,0.00666871,0,0,0.0498583,0.0122937,0.0184273,0.00577842,0,0,0.00381434,0,0.0178256,0.00121134,0.0481107,0.0636816,0.0350662,0.0249847,0.0067448,0.00521066,0.0183971,0.0385599,0.00954643,0.0642712,0.0165888,0.0254369,0.0167157,0.0370662,0.0811737,0.00221434,0.0078554,0.00313283,0.0134926,0.0144467,0.0256518,0.00730735,0.00667519,0,0,0.00876503,0,0.0127677,0.0029494,0.0770164,0.0257805,0.0183879,0.00928959,0.0083799,0.0071177,0.107389,0.0473063,0,0.014102,0,0,0,0.027295,0.00954402,0.00566398,0.000588441,0.00159783,0.00646408,0.00529606,0,0,0,0,0,0,0
108,0,0,0,0,0.00476264,0.00467421,0,0,0.0543295,0.0118436,0.0186145,0.00523303,0,0,0.00278611,0,0.0180445,0.00128026,0.0472293,0.0657628,0.0361703,0.0268311,0.00575523,0.00385963,0.0201052,0.0405414,0.0111729,0.0657019,0.0170702,0.0265419,0.0164435,0.0372675,0.0887233,0.00263713,0.00817044,0.00349742,0.019562,0.0143054,0.0206893,0.00381486,0.00396664,0,0,0.00985886,0,0.0127724,0.00366388,0.0714736,0.0200081,0.0193487,0.00872659,0.00867177,0.00626025,0.114081,0.0380594,0,0.00719258,0.0111385,0.0286298,0,0.0222132,0.0191195,0.00649237,0.00113509,0.00179312,0.00473677,0.00337053,0,0,0,0,0,0,0
109,0,0,0,0,0.00416009,0.00363479,0,0,0.0595436,0.0116895,0.0185439,0.0049627,0,0,0.00197286,0,0.018097,0.000892843,0.0468676,0.0660358,0.0370096,0.0265887,0.00551158,0.00339312,0.0204775,0.0403814,0.0123028,0.066678,0.017658,0.0274168,0.0160263,0.0374558,0.0953364,0.00229686,0.00825018,0.00350947,0.0216524,0.0143705,0.0294624,0.00791219,0.00391923,0,0,0.00871604,0,0.0127223,0.00319832,0.0651674,0.0447083,0.0200067,0.0301162,0.00920195,0.0058621,0.126975,0.0301174,0,0.024317,0.0276271,0.031953,0.0164484,0.0303121,0.0274201,0.00603543,0.0011207,0.00193666,0.00364889,0.0044278,0,0,0,0,0,0,0
110,0,0,0,0,0.00377861,0.00330867,0,0,0.0644792,0.0116536,0.0186489,0.00461409,0,0,0.00158409,0,0.0180991,0.000590939,0.0467339,0.065165,0.036687,0.02549,0.00541944,0.00301923,0.0200533,0.039363,0.0125677,0.0667938,0.0184815,0.0282271,0.0155857,0.0377816,0.101207,0.00169313,0.00823207,0.00344538,0.0268213,0.0145058,0.0312009,0.00903648,0.00371074,0,0,0.00765415,0,0.0127078,0.00285265,0.0635967,0.0529797,0.0199192,0.0381245,0.00870151,0.00578318,0.131958,0.0326755,0,0.0329421,0,0.0346862,0,0.0354741,0.0386607,0.00543069,0.00135235,0.00204617,0.0032267,0.00386069,0,0,0,0,0,0,0
111,0,0,0,0,0.00358209,0.00305037,0,0,0.068349,0.0115891,0.0190826,0.00367561,0,0,0.00127049,0,0.018129,0.000544928,0.0467489,0.0635322,0.0355085,0.0239002,0.00538257,0.00273604,0.0194241,0.0379748,0.0129222,0.0664169,0.0191131,0.0286028,0.0150379,0.0380043,0.105325,0.0012216,0.00823049,0.00327506,0.00988928,0.0145347,0.0191669,0.00842901,0.00351139,0,0,0.00720701,0,0.0127169,0.00283572,0.0622731,0.038315,0.0209455,0.0175563,0.00845231,0.00571919,0.122327,0,0,0.00435884,0.00700279,0.0294524,0,0.0231797,0.0168379,0.00528341,0.00151255,0.00208635,0.0030023,0.00355068,0,0,0,0,0,0,0
112,0,0,0,0,0.00391158,0.00282858,0,0,0.0722991,0.0114695,0.0189727,0.00260053,0,0,0.0012554,0,0.0181971,0.000501254,0.0462612,0.0613182,0.0347109,0.0223483,0.00482945,0.00234092,0.018521,0.036282,0.0130254,0.0660422,0.0196497,0.0292017,0.0141969,0.0380229,0.108946,0.00123409,0.00830154,0.00298276,0.00896795,0.0145632,0.0197394,0.0079429,0.00347203,0,0,0.00690675,0,0.0127178,0.00284178,0.0622013,0.0381906,0.0216184,0.0162159,0.00780521,0.00460829,0.122244,0,0,0.0052094,0.00760552,0.0301109,0,0.0238897,0.0172381,0.00535368,0.00169421,0.00197547,0.00266179,0.00447745,0,0,0,0,0,0,0
113,0,0,0,0,0.00262334,0.00253852,0,0,0.0754748,0.011539,0.0183015,0.00192419,0,0,0.00124651,0,0.0181767,0.000515813,0.0455205,0.057485,0.0338622,0.0201499,0.00416657,0.00191566,0.01718,0.0337124,0.0133963,0.0655001,0.0199852,0.0294743,0.0134783,0.0378122,0.111227,0.00118822,0.00821951,0.00267657,0.00860439,0.0145641,0.0209214,0.0076097,0.00283717,0,0,0.0062698,0,0.0126642,0.00269587,0.0618673,0.0395249,0.0220118,0.0149269,0.00705745,0.0050994,0.122047,0,0,0.00636348,0.00879283,0.0310242,0,0.0251774,0.017895,0.00457471,0.00145716,0.00211924,0.00262495,0.0042131,0,0,0,0,0,0,0
114,0,0,0,0,0.0056774,0.00503291,0,0,0.0801542,0.0119152,0.0193197,0.00447558,0,0,0.0034185,0,0.0180196,0.000478861,0.0457386,0.0555856,0.0305036,0.0170942,0.00496177,0.0037941,0.0129511,0.0295844,0.0124591,0.0625939,0.0216916,0.0307972,0.0127892,0.0379539,0.115633,0.00181412,0.00799767,0.00220328,0.0110899,0.0148279,0.0196165,0.00723962,0.00513426,0,0,0.00476011,0,0.0126219,0.00201149,0.0757301,0.0157737,0.0218505,0.0064784,0.00583015,0.00553469,0.109956,0.046647,0,0.0112205,0.00929579,0,0,0.0223238,0.00492902,0.0033233,0.00140772,0.00215168,0.00416385,0.00743713,0,0,0,0,0,0,0
115,0,0,0,0,0.00667348,0.0053407,0,0,0.0836023,0.0118742,0.0202105,0.00413701,0,0,0.00391678,0,0.0181508,0.000666502,0.0445362,0.0467227,0.0293534,0.0114553,0.00438167,0.00325825,0.0088326,0.0222427,0.0156103,0.0626868,0.0212457,0.0303199,0.0111733,0.0362538,0.115941,0.00205387,0.00812657,0.00198738,0.0102854,0.0149697,0.0185033,0.00698112,0.00622734,0,0,0.00477766,0,0.0126683,0.00223168,0.0761717,0.0134855,0.022965,0.0068724,0.00490458,0.00383307,0.10841,0.0471929,0,0.013557,0.00942301,0,0,0.0233779,0.00686475,0.00382572,0.00242681,0.00221252,0.00406756,0.00815808,0,0,0,0,0,0,0
116,0,0,0,0,0.0063435,0.00539604,0,0,0.0867487,0.0119709,0.0243073,0.00457567,0,0,0.00466226,0,0.01825,0.000884799,0.0429243,0.0349405,0.0281442,0.00832776,0.00418209,0.00307669,0.00579425,0.0125831,0.0205869,0.063315,0.0206949,0.0292193,0.0112058,0.0346591,0.11445,0.00265037,0.00813218,0.00191725,0.00952028,0.0150654,0.0171542,0.00613244,0.0058964,0,0,0.00430302,0,0.0126316,0.00227276,0.0760488,0.0115268,0.0237203,0.00795891,0.00431246,0.00371401,0.108271,0.0460067,0,0.0146373,0.00947483,0,0,0.0223595,0.00639257,0.0033435,0.00265151,0.00238578,0.00422412,0.00688016,0,0,0,0,0,0,0
117,0,0,0,0,0.00877739,0.00668118,0,0,0.0851913,0.0121034,0.0260965,0.0061799,0,0,0.00629528,0,0.0183107,0.00156246,0.0429566,0.0309684,0.0265906,0.0126956,0.0055193,0.00339489,0.00692149,0.00839885,0.0240664,0.0628937,0.0201536,0.0264141,0.0115525,0.0343999,0.11024,0.00349134,0.00816769,0.00181353,0.0111556,0.0152436,0.0179738,0.00848689,0.00843284,0,0,0.00374176,0,0.0126893,0.00266961,0.0781628,0.015892,0.0251233,0.00817907,0.00647038,0.00413152,0.108776,0.054924,0,0.0125717,0,0,0,0.0201349,0.00422759,0.00286011,0.00239273,0.00259887,0.00510173,0.00843458,0,0,0,0,0,0,0
118,0,0,0,0,0.00464517,0.0052142,0,0,0.0788947,0.0118631,0.026285,0.00663514,0,0,0.00606186,0,0.0186208,0.00163524,0.0420176,0.0256068,0.0288524,0.020227,0.00474714,0.00177799,0.0116059,0.0121237,0.0280115,0.0653974,0.0171916,0.0208926,0.0108898,0.0326013,0.0999457,0.00398458,0.00845373,0.00201514,0.0630924,0.0152407,0.00910539,0.0108037,0.00409395,0,0,0.00391688,0,0.0127102,0.00287384,0.0557906,0.0314326,0.0231723,0,0.00319759,0.00357944,0,0,0,0.0117556,0.0228699,0,0,0.0150308,0.0769195,0.00336288,0.00277636,0.00267158,0.00501514,0.00243414,0,0,0,0,0,0,0
119,0,0,0,0,0.0166538,0.0112063,0,0,0.0799767,0.0128476,0.0272852,0.0132969,0,0,0.0104993,0,0.0182755,0.00326126,0.0465804,0.0300403,0.0206758,0.0226424,0.0107901,0.00750784,0.0123043,0.014103,0.0290988,0.0593709,0.0210597,0.021678,0.0124027,0.0348921,0.101312,0.0056536,0.00790998,0.00202829,0.0170651,0.0157951,0.0293041,0.0261136,0.016919,0,0,0.00509275,0,0.0127656,0.00475746,0.0890897,0.0353843,0.037264,0,0.0152413,0.00657099,0,0.118448,0,0.0408458,0.0486449,0,0,0.0439981,0.00588929,0.00291608,0.00256875,0.00315732,0.00889847,0.0164828,0,0,0,0,0,0,0
120,0,0,0,0,0.00438729,0.0056177,0,0,0.0701444,0.0120627,0.0259943,0.00855853,0,0,0.00729329,0,0.0189811,0.0020615,0.0425288,0.0238888,0.027781,0.0293604,0.00544438,0.0025663,0.0156907,0.0202914,0.0315992,0.0649105,0.016264,0.0141368,0.0107669,0.0313722,0.0864627,0.00511605,0.00860833,0.00202864,0.0647688,0.0153863,0.0103643,0.0122161,0.00434497,0,0,0.00406805,0,0.0127274,0.00323135,0.0555093,0.0329862,0.0234907,0,0.00295469,0.00431071,0,0,0,0.0140435,0,0,0,0.0187669,0.0792691,0.00327178,0.00309266,0.00291012,0.00541246,0.00221658,0,0,0,0,0,0,0
121,0,0,0,0,0.00794901,0.00683289,0,0,0.0674949,0.0122764,0.0256402,0.00893326,0,0,0.00849737,0,0.0190084,0.00255057,0.0436633,0.0246571,0.0250897,0.0320522,0.00636111,0.00302825,0.0174773,0.0238236,0.0324598,0.0624437,0.0173472,0.0127612,0.0110678,0.0316599,0.0825174,0.00542282,0.00855457,0.00197877,0.0102393,0.0155083,0.0116148,0.00413799,0.00810544,0,0,0.00417499,0,0.0127833,0.00345386,0.0744635,0.0160083,0.0248674,0.00596551,0.00654101,0.0049875,0,0.0590321,0,0.0105916,0,0,0,0.0184463,0.01159,0.00333876,0.00303412,0.00301339,0.00533605,0.00627085,0,0,0,0,0,0,0
122,0,0,0,0,0.0062356,0.00609051,0,0,0.0613841,0.0121139,0.0243629,0.00917255,0,0,0.0086158,0,0.0191613,0.00262305,0.0436554,0.0235309,0.0257508,0.0351042,0.00544728,0.00319598,0.0194207,0.0273778,0.0329045,0.0624425,0.0165335,0.00933644,0.0101756,0.0304748,0.0737977,0.00583208,0.00867052,0.00199388,0.010063,0.0155023,0.0114006,0.00373285,0.00660701,0,0,0.00407038,0,0.0127944,0.00324323,0.0719432,0.0149323,0.0240139,0.00511185,0.0047755,0.00474231,0,0.0487146,0,0.0115271,0.00855873,0,0,0.0184256,0.0137391,0.0038595,0.00309461,0.00303099,0.0050081,0.00474038,0,0,0,0,0,0,0
123,0,0,0,0,0.00630769,0.00625918,0,0,0.0542146,0.0121756,0.0228875,0.0100124,0,0,0.00830703,0,0.01926,0.00245723,0.0444845,0.0229034,0.0253448,0.0381573,0.00568376,0.00329823,0.0214201,0.0311496,0.0333922,0.061367,0.0164111,0.00650358,0.0093019,0.029386,0.0643137,0.00569578,0.00870495,0.0019213,0.0109835,0.0155308,0.0109755,0.00357089,0.00688723,0,0,0.004354,0,0.0128598,0.00340402,0.0719021,0.0150843,0.0244126,0.00514546,0.00533065,0.00521889,0,0.0496471,0,0.0118147,0.0100836,0,0,0.0181633,0.0153055,0.00421692,0.00321523,0.00304927,0.00528005,0.00515472,0,0,0,0,0,0,0
124,0,0,0,0,0.00653417,0.00632754,0,0,0.0464003,0.0121376,0.0208476,0.0104362,0,0,0.00857824,0,0.0192891,0.0025752,0.0454702,0.0220341,0.0249892,0.0402017,0.00594366,0.00352164,0.0229977,0.0342083,0.0333815,0.059947,0.0163965,0.00508483,0.00843408,0.0282186,0.0544565,0.00588283,0.0087302,0.00186464,0.0120444,0.0155486,0.0105995,0.00324464,0.00725336,0,0,0.00443653,0,0.012867,0.00350448,0.0719879,0.0150767,0.0247041,0.00551279,0.00589434,0.00532945,0,0.0509191,0.00373982,0.0126065,0.0106979,0,0,0.0184183,0.0167756,0.00438104,0.00333264,0.00310694,0.00532559,0.00561764,0,0,0,0,0,0,0
125,0,0,0,0,0.0064944,0.00628002,0,0,0.0384338,0.0120328,0.0183278,0.0103737,0,0,0.00865647,0,0.019304,0.00262695,0.0465012,0.0208611,0.0248682,0.0412349,0.00599388,0.00372267,0.0241369,0.0364637,0.0327972,0.0584737,0.0162868,0.00610006,0.00732548,0.0269373,0.0439636,0.00590047,0.00877038,0.00186514,0.0130598,0.0155356,0.0102014,0.00302429,0.00734847,0,0,0.00440769,0,0.0128902,0.00341963,0.0718029,0.0149694,0.0248151,0.00607927,0.00607705,0.00544616,0,0.0506753,0.00341019,0.0134064,0.0112488,0,0,0.0186497,0.0181985,0.004654,0.00337479,0.00316688,0.00537977,0.00576049,0,0,0,0,0,0,0
126,0,0,0,0,0.00640035,0.00620052,0,0,0.0304563,0.0119104,0.0155529,0.0103507,0,0,0.00858735,0,0.0193383,0.00260304,0.0477056,0.0193799,0.0247441,0.0410048,0.0059234,0.00391561,0.0246512,0.0376091,0.0315093,0.0570042,0.0159998,0.00838987,0.00647967,0.0256499,0.0333369,0.00590017,0.00881776,0.00182214,0.0146442,0.015517,0.00997601,0.00285987,0.00736415,0,0,0.00431509,0,0.0129324,0.00324237,0.0715359,0.0150319,0.0250583,0.00675428,0.00609144,0.00554813,0,0.0501261,0.00515712,0.0142511,0.0117625,0,0,0.018929,0.0202162,0.00482635,0.00334831,0.00309032,0.00541462,0.00585092,0,0,0,0,0,0,0
127,0,0,0,0,0.00628667,0.00610301,0,0,0.0224922,0.0117657,0.0130689,0.010322,0,0,0.0083947,0,0.0193555,0.00251431,0.0489528,0.0176667,0.0246983,0.0394855,0.00578481,0.00401323,0.0245332,0.0375457,0.0293824,0.0554027,0.0156159,0.0107378,0.00590147,0.0244411,0.0233294,0.00579957,0.0088759,0.00174535,0.0164841,0.015458,0.0100954,0.00271631,0.00737322,0,0,0.00412894,0,0.0129669,0.00300695,0.0713438,0.0149887,0.0253003,0.00735505,0.00606933,0.00561198,0,0.0498199,0.00858584,0.0149982,0.0122891,0,0,0.0190393,0.0226002,0.00495449,0.00320482,0.00309411,0.00544364,0.00594838,0,0,0,0,0,0,0
128,0,0,0,0,0.00606375,0.00595495,0,0,0.0162824,0.0116104,0.0114106,0.0101442,0,0,0.00812576,0,0.0193786,0.0024223,0.0501363,0.0158724,0.0247693,0.0366181,0.0055538,0.00412844,0.0236713,0.0361694,0.0263627,0.0536556,0.0149809,0.0127067,0.00586161,0.02334,0.0160026,0.00562011,0.00892669,0.00163393,0.0182522,0.0153898,0.00979145,0.00259067,0.00733521,0,0,0.00392874,0,0.0130123,0.00272795,0.0712325,0.0151344,0.0255216,0.00818925,0.00604342,0.00565308,0,0.049644,0.0107956,0.0159688,0.0127763,0,0,0.0195046,0.0248754,0.00506627,0.00314466,0.00306638,0.00549197,0.00602033,0,0,0,0,0,0,0
129,0,0,0,0,0.00577732,0.00574561,0,0,0.0150763,0.011476,0.0114836,0.00982058,0,0,0.00783536,0,0.0193998,0.00236972,0.0511925,0.0148426,0.0249739,0.0323699,0.00525522,0.00430835,0.021882,0.0332812,0.022349,0.051885,0.0139931,0.0139652,0.00634102,0.0223681,0.0153327,0.00541472,0.00895548,0.00148224,0.0199738,0.0152997,0.00955607,0.00247687,0.00723516,0,0,0.00372263,0,0.0130389,0.00235443,0.0711689,0.0151181,0.0257373,0.00903523,0.00595328,0.00565755,0,0.0494083,0.0113688,0.0169494,0.0132259,0,0,0.0203008,0.026813,0.00517044,0.00313001,0.00297511,0.00548433,0.00596919,0,0,0,0,0,0,0
130,0,0,0,0,0.00542951,0.0054209,0,0,0.0187687,0.0113609,0.0137854,0.00922826,0,0,0.00747486,0,0.0194238,0.0023407,0.052152,0.0148624,0.025328,0.026641,0.00485049,0.00447855,0.0189718,0.0286388,0.017352,0.0501392,0.0126234,0.0142654,0.00709883,0.0214805,0.0204644,0.00514997,0.00899621,0.00125552,0.0215035,0.0151924,0.00978721,0.00236687,0.00686812,0,0,0.00351842,0,0.0130517,0.00197692,0.0711456,0.0148018,0.0258454,0.00986399,0.00567898,0.00560923,0,0.049061,0.0105555,0.0179284,0.0134645,0,0,0.0211949,0.0282812,0.00525092,0.00308813,0.00284752,0.00541604,0.00575556,0,0,0,0,0,0,0
131,0,0,0,0,0.00489891,0.0049741,0,0,0.0241271,0.0112959,0.01774,0.00793558,0,0,0.00649701,0,0.0194496,0.00206775,0.0528071,0.0173232,0.0258601,0.0197469,0.00435573,0.00451544,0.0148893,0.0224791,0.0115324,0.0486856,0.0110934,0.0138617,0.00812716,0.0206945,0.0269907,0.00438938,0.00905222,0.00102043,0.02269,0.0150923,0.00995112,0.00238381,0.00642672,0,0,0.00342655,0,0.0130986,0.00166632,0.0711448,0.0143563,0.0257521,0.0106413,0.00518224,0.00544484,0,0.0486761,0.0089273,0.0189854,0.0134958,0,0,0.020986,0.0296977,0.00540373,0.00304923,0.00268406,0.00525892,0.00559631,0,0,0,0,0,0,0
132,0,0,0,0,0.00449996,0.00463532,0,0,0.0299048,0.0111339,0.02244,0.00648224,0,0,0.00637788,0,0.0194468,0.00210554,0.0532055,0.0226335,0.0265845,0.0124598,0.00373735,0.00468545,0.0099665,0.0154495,0.00558851,0.0478489,0.00987456,0.0133864,0.00979301,0.0199539,0.0331688,0.00432642,0.00908372,0.000859893,0.023928,0.0150271,0.0101391,0.00257758,0.00622562,0,0,0.00350062,0,0.0131491,0.00159963,0.0711229,0.0138613,0.0255546,0.0109731,0.00463511,0.00529642,0,0.0482365,0.00992749,0.0198183,0.0134354,0,0,0.020725,0.031234,0.00542739,0.00326253,0.00254744,0.00516382,0.00569008,0,0,0,0,0,0,0
133,0,0,0,0,0.00410792,0.00434409,0,0,0.0339983,0.0110712,0.0273363,0.00501962,0,0,0.0061546,0,0.0194558,0.00208378,0.0533283,0.0303405,0.0275782,0.00491409,0.00335957,0.00472815,0.00426295,0.00762773,0.00391035,0.047909,0.00907589,0.0128562,0.0119799,0.0192609,0.0373287,0.0042493,0.00909214,0.000713712,0.0251827,0.0149366,0.0102784,0.00292735,0.00608897,0,0,0.0035425,0,0.0131521,0.00156757,0.0710615,0.0132847,0.0251545,0.0112655,0.00392791,0.00510823,0,0.0476775,0.0127781,0.0203706,0.012891,0,0,0.020621,0.0329223,0.0054122,0.00341098,0.00240742,0.00507379,0.00615444,0,0,0,0,0,0,0
134,0,0,0,0,0.00379425,0.00414088,0,0,0.0358443,0.011037,0.0318612,0.00371153,0,0,0.0057857,0,0.0194432,0.00203009,0.0532616,0.0387556,0.0287013,0.00364265,0.00302554,0.00476828,0.00463861,0.00463053,0.00921684,0.0488026,0.00877653,0.0123392,0.0140952,0.0187125,0.0392411,0.00414961,0.00907588,0.000676867,0.0265324,0.0148534,0.0105538,0.00350605,0.00603532,0,0,0.0035648,0,0.0131418,0.00158506,0.071062,0.0128122,0.0245829,0.0129254,0.00321844,0.00495779,0,0.0470545,0.0129765,0.020828,0.0122494,0,0.0191896,0.0206788,0.0345843,0.00540965,0.00365189,0.00230111,0.00505039,0.00658766,0,0,0,0,0,0,0
135,0,0,0,0,0.00359944,0.00403277,0,0,0.0361434,0.0109809,0.0354073,0.00272932,0,0,0.00542459,0,0.0194379,0.00196429,0.0530995,0.0459844,0.0297499,0.0106454,0.00280424,0.00481134,0.0119292,0.0125566,0.014385,0.0501964,0.00905128,0.0120813,0.0157541,0.0183629,0.0397812,0.00405399,0.00906603,0.000825558,0.0280203,0.0147882,0.0108171,0.00433755,0.00609727,0,0,0.00360346,0,0.0131518,0.00163758,0.0711838,0.0120808,0.0240607,0.0159073,0.00260567,0.00488584,0,0.0463169,0.0104986,0.0211733,0.0118081,0,0.0186684,0.0205762,0.0361959,0.00553265,0.00401637,0.00219123,0.00506738,0.00696042,0,0,0,0,0,0,0
136,0,0,0,0,0.00359276,0.00403883,0,0,0.0364096,0.0109182,0.0382035,0.00264639,0,0,0.00512124,0,0.0194124,0.00188682,0.0528142,0.0517438,0.0305691,0.0165914,0.00271374,0.00481874,0.0190098,0.0207445,0.0181218,0.0515827,0.0100605,0.0125654,0.0171009,0.0178797,0.0402983,0.00395591,0.0090435,0.000996909,0.0295227,0.0147406,0.0109523,0.00504057,0.00627322,0,0,0.00358013,0,0.0131806,0.00172656,0.0712717,0.0117277,0.0235707,0.0130691,0.00221288,0.00492479,0,0.0458308,0.0089869,0.0212478,0.0115435,0,0.0182679,0.0205001,0.0378687,0.00563684,0.00398434,0.00211794,0.00511404,0.00721979,0,0,0,0,0,0,0
137,0,0,0,0,0.00363585,0.00422108,0,0,0.0449995,0.0108238,0.0441981,0.00263563,0,0,0.00519925,0,0.0193674,0.00196156,0.052646,0.0583273,0.0311524,0.0192047,0.00258683,0.00476458,0.0240394,0.0256641,0.0209841,0.0528685,0.0130359,0.016365,0.0196665,0.0146187,0.0510581,0.00408505,0.00904947,0.000981854,0.0306411,0.0147053,0.0106898,0.00449261,0.00640204,0,0,0.00357824,0,0.0131575,0.00184166,0.0708283,0.0121179,0.0225732,0.0141727,0.00211725,0.00494592,0,0.0462057,0,0.0202759,0.0121928,0,0.018576,0.0198313,0.0393038,0.0056327,0.00395951,0.00210791,0.0052526,0.00709838,0,0,0,0,0,0,0
