Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_M,
63,0,0,0,0,0.00318084,0.00322431,0,0,0.0432723,0.0121252,0.0122056,0.00531583,0,0,0.000310119,0,0.0175843,0.000594483,0.0495156,0.0125597,0.0322157,0.0149819,0.00145444,0.000835196,0.00901259,0.0160111,0.00730022,0.0495577,0.017483,0.0246913,0.00883164,0.0160124,0.0491908,0.00155034,0.0077313,0.00177449,0.0376732,0.0153719,0.0281455,0.00422904,0.00416664,0,0,0.00203231,0,0.0125747,0.00257145,0.0517331,0.031692,0.0201393,0.0844898,0.00257067,0.00457072,0.0545252,0,0.080462,0.0622595,0.110722,0,0.049346,0.0553931,0.0456794,0.00272393,0.00451721,0.00310003,0.00377168,0.00353086,0,0,0,0,0,0,0
64,0,0,0,0,0.00249233,0.00274313,0,0,0.0448114,0.0123662,0.0127672,0.00364936,0,0,0.00191681,0,0.0174965,0.00104292,0.0510231,0.0107034,0.0298838,0.0140507,0.00206404,0.00262466,0.00885236,0.0152788,0.00687395,0.0474703,0.0163755,0.0240031,0.00836738,0.0157563,0.0507385,0.0022879,0.00764786,0.00158806,0.0171018,0.0155184,0.0330292,0.00629391,0.00109849,0,0,0.00232559,0,0.0126695,0.00288695,0.0755487,0.0463146,0.022895,0.0206584,0.00222679,0.00429686,0.0122745,0.054145,0.0173462,0.0229495,0.0815473,0,0.0368933,0.0519064,0.00485946,0.00287804,0.00462799,0.00305604,0.00236972,0.0013423,0,0,0,0,0,0,0
65,0,0,0,0,0.00251277,0.00280648,0,0,0.0468147,0.012411,0.0140772,0.00319538,0,0,0.00259957,0,0.0174959,0.00115756,0.0507513,0.0103508,0.0305811,0.0126335,0.0016887,0.00274649,0.00817054,0.0141577,0.00641534,0.0473819,0.0162208,0.0238275,0.00875562,0.0161678,0.0533473,0.00250621,0.00760698,0.00158569,0.0145142,0.0155165,0.0276553,0.00600372,0.00163161,0,0,0.00237857,0,0.0126632,0.00300566,0.0754123,0.0389581,0.0219722,0.0204003,0.00254911,0.00435513,0.011597,0.0547139,0.0166609,0.0211585,0.081419,0,0.0325316,0.0497002,0.0060036,0.00299906,0.00449149,0.00315212,0.00225378,0.00161724,0,0,0,0,0,0,0
66,0,0,0,0,0.00238372,0.00282468,0,0,0.0486901,0.0123892,0.0154542,0.00275421,0,0,0.00308006,0,0.0174849,0.00120556,0.0504529,0.0101574,0.031358,0.0111362,0.00128507,0.00295366,0.00710127,0.0130044,0.0065394,0.0473052,0.0159562,0.0235265,0.00914801,0.016575,0.0557535,0.00291195,0.00758884,0.00157729,0.0137006,0.0155031,0.0215537,0.00578605,0.00201208,0,0,0.00246221,0,0.0126759,0.00312717,0.0751761,0.0304211,0.0211455,0.020031,0.00280416,0.00447785,0.0109167,0.0550171,0.0163022,0.0191399,0.0808853,0,0.0282318,0.0464949,0.00902471,0.00323889,0.00439325,0.00322875,0.00219625,0.00176645,0,0,0,0,0,0,0
67,0,0,0,0,0.00207814,0.00280345,0,0,0.0504337,0.0123141,0.0168558,0.00234426,0,0,0.0035052,0,0.0174954,0.00125555,0.0501781,0.00987925,0.032103,0.0097575,0.000840506,0.00320217,0.0059442,0.0114923,0.00746637,0.0472799,0.01552,0.0231686,0.00951678,0.0169908,0.0579265,0.00322962,0.00761654,0.00158239,0.0147499,0.0155154,0.0166804,0.00564255,0.00229932,0,0,0.0024798,0,0.0127464,0.00317335,0.0749101,0.0220124,0.0204084,0.0194567,0.00300944,0.00464743,0.010185,0.0549293,0.0159617,0.0171563,0.0801834,0,0.0249511,0.0428972,0.0119804,0.00351605,0.00433717,0.00329661,0.0021305,0.00171865,0,0,0,0,0,0,0
68,0,0,0,0,0.00170246,0.00273758,0,0,0.0518506,0.0121916,0.0182471,0.00217925,0,0,0.00403424,0,0.0175021,0.00128719,0.0500013,0.00939762,0.0327698,0.00872869,0.0004151,0.00349636,0.00467626,0.00983732,0.00891912,0.0473222,0.0150588,0.022717,0.00987569,0.0173324,0.0596486,0.00357241,0.00765971,0.0015909,0.0159568,0.0154903,0.0141151,0.00560756,0.00248457,0,0,0.00241491,0,0.0127781,0.00317809,0.074649,0.0150182,0.0197991,0.0187568,0.00320296,0.00468506,0.00954621,0.0545118,0.0155728,0.0153976,0.0801324,0,0.0243251,0.039167,0.0138169,0.00365328,0.00422268,0.00336103,0.00203852,0.00154757,0,0,0,0,0,0,0
69,0,0,0,0,0.0013656,0.00266214,0,0,0.0530452,0.0120924,0.0196559,0.00217877,0,0,0.00447171,0,0.0175444,0.00131521,0.0499297,0.00916793,0.0333941,0.00845845,0.000211707,0.00382355,0.00352249,0.00843268,0.0106536,0.0474351,0.0146562,0.0222157,0.0101715,0.0176599,0.0610951,0.00389466,0.00770317,0.0015872,0.0162555,0.0154283,0.0123563,0.00561881,0.0026279,0,0,0.0023008,0,0.0127616,0.00314767,0.0744043,0.0107129,0.0192719,0.0179504,0.0034118,0.00456733,0.0091168,0.053887,0.0150966,0.0140405,0.0807831,0,0.0275072,0.035546,0.0145228,0.00362725,0.00402165,0.00340472,0.00192666,0.00138034,0,0,0,0,0,0,0
70,0,0,0,0,0.00116275,0.0026175,0,0,0.0542605,0.0119692,0.0211737,0.00222638,0,0,0.00499784,0,0.0176021,0.00134184,0.0498717,0.00919668,0.0339451,0.00896453,0.000470153,0.00421395,0.0028163,0.00751472,0.0124068,0.0475272,0.014395,0.0216308,0.01047,0.017974,0.0626376,0.00417516,0.00776943,0.00159351,0.0159012,0.0154136,0.0110631,0.00572214,0.00277558,0,0,0.00221535,0,0.0127795,0.00310272,0.0743451,0.00841617,0.0187739,0.0169008,0.00365552,0.00444416,0.00885641,0.0535604,0.0142259,0.0131561,0.0797689,0,0.0281889,0.0341461,0.0143928,0.00352296,0.00383308,0.00337831,0.00175616,0.00122364,0,0,0,0,0,0,0
71,0,0,0,0,0.000761565,0.0023866,0,0,0.0548407,0.0118862,0.022419,0.00260254,0,0,0.00561408,0,0.0176087,0.00154326,0.049732,0.00987696,0.0345211,0.00991604,0.000917346,0.00464986,0.00256687,0.00700669,0.0140085,0.0476884,0.0141343,0.0207695,0.0106405,0.0182874,0.0635277,0.00438718,0.00780994,0.00149959,0.0121133,0.0154225,0.0092238,0.00576906,0.00301603,0,0,0.0023537,0,0.0128408,0.00283996,0.0739604,0.00822797,0.0183099,0.0165365,0.00388775,0.00451115,0.00891909,0.0533544,0.014214,0.0128199,0,0,0,0.033508,0.0105034,0.00357606,0.00351325,0.00320065,0.00151792,0.00057433,0,0,0,0,0,0,0
72,0,0,0,0,0.00195171,0.00152795,0,0,0.0545259,0.0115214,0.023409,0.00370745,0,0,0.00510051,0,0.0177968,0.00103007,0.0491092,0.0109865,0.0359115,0.0120115,0.00287671,0.00374051,0.00344521,0.00795855,0.0157556,0.0486579,0.0142733,0.0198586,0.0111389,0.0191172,0.0631012,0.00390539,0.00808961,0.00153957,0.021203,0.0152615,0.0114446,0.00476663,0.00410449,0,0,0.00258636,0,0.0129003,0.00221673,0.0714103,0.0120366,0.0184288,0.0135228,0.00550314,0.00456716,0.00662355,0.0539924,0.0108666,0.0111622,0,0.0262466,0,0.027752,0.0219327,0.00362144,0.00312801,0.00304994,0.00208504,0.00288777,0,0,0,0,0,0,0
73,0,0,0,0,0.00230464,0.00145892,0,0,0.0557813,0.0113584,0.024392,0.00406562,0,0,0.00546399,0,0.0178627,0.000894629,0.0490868,0.0111657,0.0362213,0.0136721,0.0031153,0.00443657,0.00438394,0.00888253,0.0171048,0.0488571,0.0140919,0.0192973,0.0113157,0.0193,0.0641104,0.00405306,0.00820713,0.00149658,0.0189835,0.0152359,0.011354,0.00510228,0.00381937,0,0,0.00261706,0,0.0129344,0.0020947,0.0712196,0.0115437,0.0182064,0.0120124,0.00590988,0.00460659,0.00618052,0.0538098,0.00978227,0.010218,0,0.0260014,0.018836,0.0249732,0.0191244,0.00344634,0.00312444,0.00300528,0.00208163,0.00305183,0,0,0,0,0,0,0
74,0,0,0,0,0.00267003,0.00144577,0,0,0.056565,0.0113222,0.0252495,0.00426452,0,0,0.00647531,0,0.0178566,0.00136462,0.049068,0.0114117,0.0363246,0.0152497,0.00337992,0.00437897,0.00552935,0.00997498,0.0180628,0.0489417,0.0138544,0.0187219,0.01134,0.0194535,0.064704,0.00455208,0.0081425,0.00154454,0.015419,0.0151227,0.0094064,0.00514928,0.00509689,0,0,0.00262953,0,0.0128376,0.0018772,0.0711642,0.00954229,0.0181633,0.00918627,0.0064439,0.00402321,0.00538159,0.0527354,0.00757881,0.00854439,0,0.0257999,0.0178431,0.0209842,0.0153649,0.00269264,0.0025716,0.00307588,0.0017251,0.00375312,0,0,0,0,0,0,0
75,0,0,0,0,0.00286197,0.00152724,0,0,0.0576222,0.0111509,0.026024,0.00410491,0,0,0.00673508,0,0.0179315,0.0011016,0.0491292,0.0115598,0.0363191,0.0165588,0.0035907,0.00500237,0.00668621,0.0109796,0.019,0.0490048,0.0135673,0.0183783,0.0113265,0.0195311,0.0657867,0.00485637,0.00826627,0.0015651,0.0125159,0.0150872,0.00709856,0.00487107,0.00474391,0,0,0.00269846,0,0.0128649,0.00182272,0.0711862,0.00794651,0.0182907,0.00585334,0.00687725,0.00371546,0.00504821,0.051417,0.00484882,0.00684323,0,0.0256643,0.0167177,0.0187026,0.0120035,0.00275249,0.00237813,0.00300317,0.00176449,0.00381458,0,0,0,0,0,0,0
76,0,0,0,0,0.00295932,0.00161818,0,0,0.0584765,0.0111331,0.0266172,0.00363096,0,0,0.00742577,0,0.0179496,0.00130117,0.04913,0.0112366,0.0362122,0.0177192,0.00382115,0.00520237,0.00784567,0.0119656,0.0200314,0.0490203,0.0133907,0.0179145,0.0111651,0.019597,0.0667092,0.00526354,0.00826235,0.00152972,0.00915735,0.0150912,0.00511123,0.00438336,0.0052186,0,0,0.00292089,0,0.0128679,0.00167516,0.0712797,0.00955682,0.0185557,0.00229457,0.00726483,0.00351413,0.00542599,0.0501093,0.00169594,0.00514472,0,0.025508,0.0156013,0.0172552,0.00914677,0.0026669,0.00195456,0.00287119,0.00167352,0.00409113,0,0,0,0,0,0,0
77,0,0,0,0,0.0030577,0.00187649,0,0,0.0594065,0.0110411,0.0270532,0.00333029,0,0,0.00784967,0,0.0179463,0.00125741,0.0490244,0.011315,0.0359638,0.0186329,0.00402299,0.00569396,0.00877934,0.0127166,0.0209112,0.0488897,0.0131206,0.0173888,0.0109031,0.0195698,0.0677623,0.0056695,0.00830442,0.00153518,0.00797946,0.0151146,0.00547545,0.00381235,0.00504885,0,0,0.0029035,0,0.0129193,0.00154434,0.0714892,0.0121766,0.0188317,0.00223619,0.00750338,0.00313802,0.00640668,0.0489962,0.00163364,0.00482838,0,0.0251448,0.0148318,0.0157203,0.00713274,0.00263949,0.00189227,0.00277818,0.00182089,0.0040921,0,0,0,0,0,0,0
78,0,0,0,0,0.00305932,0.00215075,0,0,0.060475,0.0110141,0.0273685,0.00316937,0,0,0.0084235,0,0.0179453,0.00140255,0.0488843,0.0108646,0.0356159,0.0192595,0.00424554,0.00602644,0.00939763,0.0131981,0.0210651,0.0486211,0.0127636,0.0168544,0.0105873,0.0194551,0.0687707,0.00616989,0.0082933,0.00154343,0.00742572,0.0151432,0.00802452,0.00334592,0.0049639,0,0,0.00305918,0,0.0129706,0.00145556,0.0716947,0.0166013,0.0191609,0.00518647,0.00764421,0.00293634,0.00768651,0.0479476,0.00407198,0.00546192,0,0.0245567,0.0142976,0.0143422,0.0063598,0.0026254,0.00183909,0.00269544,0.00201482,0.00403348,0,0,0,0,0,0,0
79,0,0,0,0,0.0031333,0.00250132,0,0,0.0612001,0.011001,0.0274953,0.00298555,0,0,0.00902997,0,0.0179504,0.00156807,0.0488393,0.0107475,0.0350824,0.0196135,0.00444258,0.00642749,0.00984838,0.0133743,0.0209692,0.0482463,0.0123768,0.0163806,0.0102022,0.0192848,0.0698409,0.00641465,0.00826851,0.00155241,0.00772871,0.0151217,0.0112753,0.00331322,0.00477275,0,0,0.00321145,0,0.0129485,0.00143033,0.0717334,0.0208957,0.0195129,0.00773927,0.00765634,0.00270909,0.00943545,0.0470296,0.00648198,0.00678468,0,0.0239104,0.0144432,0.0135018,0.00651613,0.00255549,0.00178489,0.00260482,0.0022975,0.00392123,0,0,0,0,0,0,0
80,0,0,0,0,0.00357371,0.00301853,0,0,0.0617068,0.0109606,0.0275523,0.002794,0,0,0.00948493,0,0.0179173,0.00171685,0.0487364,0.0104824,0.0345036,0.0195551,0.00460233,0.00698045,0.0100355,0.0132062,0.0211688,0.0477768,0.0120613,0.0161403,0.00980521,0.0190864,0.0710843,0.00680696,0.00824882,0.00168267,0.0092351,0.0150664,0.0148647,0.00378598,0.00457856,0,0,0.00314793,0,0.012862,0.00122708,0.0714516,0.0248857,0.0197228,0.00890647,0.00761162,0.00240087,0.0124685,0.0469013,0.00872408,0.00945377,0,0.0237061,0.015598,0.0113278,0.0124977,0.00226965,0.00167769,0.00252094,0.00278579,0.00397706,0,0,0,0,0,0,0
81,0,0,0,0,0.00513875,0.00360839,0,0,0.0623769,0.0108642,0.0275528,0.00239904,0,0,0.00957616,0,0.0178479,0.00165972,0.0484866,0.00969962,0.0339456,0.0190702,0.00468374,0.00764893,0.00990153,0.0126453,0.0211674,0.0473149,0.0118734,0.0161833,0.00951829,0.0189126,0.0723137,0.00716338,0.00824962,0.00162746,0.0223172,0.015157,0.0243927,0.0041911,0.00473289,0,0,0.00385911,0,0.0129091,0.000747328,0.0708758,0.0344432,0.020122,0.00987693,0.0074037,0.00199706,0.0162689,0.047467,0.0119922,0.013541,0,0.0251981,0.0188638,0.00645118,0.0288524,0.00313509,0.00151644,0.00210937,0.00308062,0.00502497,0,0,0,0,0,0,0
82,0,0,0,0,0.0040059,0.00370168,0,0,0.0651494,0.0110003,0.0275128,0.00214664,0,0,0.0106026,0,0.0176587,0.00218032,0.0482906,0.00845742,0.0333191,0.0180675,0.00476398,0.00707246,0.00886575,0.0111028,0.0205063,0.0466706,0.0114464,0.0167263,0.00943517,0.0190441,0.075099,0.00731653,0.00800686,0.00133252,0.0335482,0.0151106,0.0319948,0.00475708,0.0043175,0,0,0.0038011,0,0.0128105,0.000943609,0.0702044,0.0415354,0.0204914,0.0119149,0.00746155,0.00240161,0.0157825,0.0480319,0.0160629,0.0178991,0,0.0277491,0.021482,0.00335951,0.0385529,0.00201944,0.00179006,0.00206032,0.00370905,0.00400316,0,0,0,0,0,0,0
83,0,0,0,0,0.00446674,0.00430167,0,0,0.0657623,0.0110314,0.0268674,0.00224211,0,0,0.0110662,0,0.0176136,0.00231353,0.0478574,0.00831777,0.0328844,0.0169376,0.00479724,0.00728587,0.00785609,0.00970571,0.019229,0.0462078,0.011349,0.0169391,0.00921787,0.0189815,0.0758936,0.00734144,0.0079455,0.00145981,0.0420208,0.0151247,0.038317,0.00487073,0.0044059,0,0,0.0040778,0,0.0127901,0.000734082,0.0696567,0.0479628,0.0206925,0.0140997,0.00750206,0.00274084,0,0.0487204,0,0.0215131,0,0.0305807,0.0241575,0.00360583,0.0469691,0.00192776,0.00177916,0.00180704,0.00440697,0.00413175,0,0,0,0,0,0,0
84,0,0,0,0,0.00499037,0.0048613,0,0,0.0655345,0.0110637,0.0256952,0.00229939,0,0,0.0112737,0,0.0176005,0.00243115,0.0474088,0.00870923,0.0324154,0.015516,0.00489928,0.00743694,0.00647998,0.00820601,0.0176784,0.0457722,0.0113428,0.0172299,0.00893781,0.0189272,0.0760827,0.00758663,0.00789693,0.00160634,0.0480593,0.0151086,0.0430902,0.00513756,0.00458712,0,0,0.00427443,0,0.0128097,0.000550877,0.0693968,0.0533278,0.0209744,0.015093,0.00747082,0.003039,0,0.0489933,0,0.0233164,0,0.0330356,0.0260017,0.00584384,0.0532151,0.00180836,0.00175657,0.00157723,0.00511372,0.0043154,0,0,0,0,0,0,0
85,0,0,0,0,0.00643287,0.00589685,0,0,0.0654013,0.0112008,0.0242647,0.00215225,0,0,0.0118752,0,0.0175109,0.00299299,0.0472881,0.00884131,0.031651,0.0135152,0.00408206,0.00892552,0.00490871,0.0068239,0.0157758,0.0449301,0.0111676,0.0178795,0.00829637,0.0184016,0.0767254,0.0083736,0.00783982,0.0020215,0.0485126,0.0152911,0.0428591,0.00796678,0.00543885,0,0,0.00338941,0,0.0127301,0.000998636,0.0717848,0.0534708,0.0211313,0.0158132,0.00628839,0.0037851,0.10305,0.0465155,0,0.0243654,0,0.0352182,0.0237552,0.00651305,0.0545463,0.000885843,0.00201149,0.00157581,0.00581262,0.00501575,0,0,0,0,0,0,0
86,0,0,0,0,0.0076314,0.006428,0,0,0.0639115,0.0110304,0.0228599,0.00229807,0,0,0.0118612,0,0.017566,0.00303062,0.0466766,0.00952234,0.031722,0.0116623,0.00390832,0.00938479,0.00351421,0.00604022,0.0138929,0.0448999,0.0115185,0.0182645,0.00794613,0.0182892,0.0759141,0.00848129,0.007987,0.0025121,0.0460156,0.0153809,0.0406117,0.00780967,0.00634221,0,0,0.00416564,0,0.0127565,0.00151767,0.0725307,0.0509112,0.020761,0.0154535,0.00618092,0.00339772,0.110528,0.0454037,0,0.0235228,0,0.0347459,0.0227106,0.00653471,0.0522187,0.00128565,0.00177553,0.00146082,0.00607375,0.00582746,0,0,0,0,0,0,0
87,0,0,0,0,0.00674535,0.00562178,0,0,0.0643975,0.0111501,0.0217685,0.00202746,0,0,0.0125751,0,0.0173699,0.00352918,0.0461845,0.0123051,0.0325271,0.0106697,0.0032401,0.00885738,0.00252691,0.00767819,0.0119505,0.0450377,0.0120686,0.0194894,0.00800319,0.0185715,0.0773322,0.00886393,0.00791124,0.00219621,0.040194,0.0154725,0.0352873,0.00646811,0.00547949,0,0,0.0032641,0,0.0125832,0.00140338,0.0728499,0.0428607,0.0198409,0.0146767,0.00623046,0.0044044,0.10867,0.0446822,0,0.0221022,0,0.0329928,0.0204576,0.00668352,0.0463639,0.000628832,0.00191593,0.00156349,0.00538145,0.0051519,0,0,0,0,0,0,0
88,0,0,0,0,0.00627497,0.004557,0,0,0.0590763,0.0105937,0.0202254,0.00353973,0,0,0.0110793,0,0.0177586,0.00263756,0.0446854,0.0134891,0.0340539,0.00902736,0.00612364,0.00638433,0.000813199,0.00631166,0.00956283,0.0466635,0.0128582,0.0188914,0.00836641,0.0190957,0.071852,0.00757588,0.00832014,0.0025939,0.0223348,0.0151471,0.0182413,0.00152022,0.00547334,0,0,0.00541656,0,0.0128108,0.00148897,0.0664339,0.0220986,0.0218329,0.0143115,0.0100983,0.00318458,0.112288,0,0,0.0223515,0,0.0275006,0.0177843,0.0134078,0.0236751,0.00221688,0.00120935,0.00102812,0.00496019,0.00617608,0,0,0,0,0,0,0
89,0,0,0,0,0.00724245,0.00545732,0,0,0.0590347,0.0107873,0.0182184,0.00232722,0,0,0.0120461,0,0.017742,0.00328159,0.0451479,0.0146708,0.0329719,0.00757618,0.00247675,0.00858822,0.0034368,0.0087856,0.00689386,0.0460059,0.0125397,0.0192816,0.00719198,0.0180837,0.0728631,0.0085151,0.00833667,0.00295641,0.0168182,0.0155495,0.018744,0.00556813,0.00590369,0,0,0.0044277,0,0.012761,0.00197632,0.0739699,0.0259405,0.0191673,0.0127409,0.00650379,0.00367223,0.106244,0.0429557,0,0.0174432,0,0.0294581,0.0134232,0.0107488,0.0219432,0.00130808,0.001646,0.00138436,0.00483,0.00616899,0,0,0,0,0,0,0
90,0,0,0,0,0.00737872,0.00492095,0,0,0.0564199,0.0106236,0.0167979,0.0026657,0,0,0.0118322,0,0.0179188,0.00237487,0.0445259,0.0172093,0.0329896,0.00772466,0.0015604,0.00752738,0.00526855,0.0110322,0.00488613,0.0468889,0.0130136,0.0193834,0.00707909,0.0180148,0.0712465,0.00814467,0.00842889,0.00247659,0.00603984,0.015536,0.0144688,0.00472306,0.00601806,0,0,0.00507875,0,0.0129006,0.0025652,0.0745963,0.0236927,0.0195513,0.0117493,0.00596909,0.0028123,0.106391,0.0420744,0,0.0146089,0,0.0295876,0,0.0138753,0.0128787,0.00226688,0.00176082,0.00124019,0.00392326,0.00663517,0,0,0,0,0,0,0
91,0,0,0,0,0.00394642,0.00373009,0,0,0.051567,0.0106471,0.0152136,0.00264582,0,0,0.0122118,0,0.0180435,0.00271518,0.0439318,0.0187623,0.0332868,0.00806684,0.00111133,0.00535685,0.00687116,0.0124157,0.00390045,0.0479358,0.0132271,0.018844,0.00654593,0.0176966,0.067568,0.0078035,0.00845925,0.00258711,0.00646391,0.0152703,0.0114671,0.00351982,0.00282948,0,0,0.00338782,0,0.0126996,0.0013779,0.07447,0.0221269,0.0193039,0.0120407,0.00617654,0.00564857,0.10637,0.0419714,0,0.0137392,0,0.0301713,0.00882499,0.0172399,0.00485081,0.0016249,0.00254893,0.00104722,0.0034897,0.00406848,0,0,0,0,0,0,0
92,0,0,0,0,0.00308982,0.00299643,0,0,0.0461794,0.0104162,0.0135449,0.00265517,0,0,0.0116735,0,0.0182022,0.0024475,0.0433966,0.0194888,0.0335185,0.0092336,0.000954556,0.00452958,0.0086609,0.0138038,0.00562387,0.0491735,0.0131376,0.0178852,0.00578052,0.0171986,0.0627107,0.00741233,0.0086459,0.00270026,0.00948979,0.0151422,0.0125091,0.00247455,0.00203808,0,0,0.00411319,0,0.0126637,0.00141926,0.0741847,0.0239649,0.0194919,0.0122543,0.00601827,0.00545209,0.106137,0.041931,0,0.0134284,0,0.0319242,0,0.0179065,0.00598308,0.00206025,0.00253332,0.000777814,0.00285453,0.00390936,0,0,0,0,0,0,0
93,0,0,0,0,0.00252595,0.00224493,0,0,0.0395664,0.0101843,0.0124446,0.00275875,0,0,0.0110683,0,0.018346,0.00228508,0.0429569,0.0194262,0.0338444,0.0108285,0.00125624,0.00398801,0.0102877,0.0149269,0.00892476,0.0508945,0.0126664,0.016402,0.00501496,0.016657,0.0567195,0.00690382,0.00883134,0.00279537,0.012441,0.0149481,0.0130432,0.00201506,0.00159413,0,0,0.00517407,0,0.0125971,0.00164281,0.07389,0.0237556,0.0197592,0.0129167,0.00585853,0.00543283,0.105493,0.0418753,0,0.0145276,0,0.0324811,0.00629674,0.018255,0.00856084,0.00274908,0.00237034,0.000559936,0.00240026,0.00399444,0,0,0,0,0,0,0
94,0,0,0,0,0.00235993,0.0016117,0,0,0.0309993,0.0100008,0.0121908,0.00264344,0,0,0.0105768,0,0.0185369,0.00217317,0.0427034,0.0179927,0.0341908,0.012587,0.00178664,0.00377663,0.0115917,0.0154133,0.0123726,0.0530963,0.01135,0.0138829,0.00405837,0.0162887,0.0493413,0.00619645,0.00899217,0.0028916,0.014247,0.0147801,0.013874,0.00254501,0.0015714,0,0,0.00627558,0,0.012561,0.0021258,0.0741085,0.0233517,0.0199264,0.0126246,0.00572349,0.00554786,0.105123,0.0415947,0,0.0150354,0,0.0324797,0.00644758,0.0181811,0.0114952,0.00335531,0.00222207,0.000567665,0.00204172,0.00393249,0,0,0,0,0,0,0
95,0,0,0,0,0.00239014,0.00125461,0,0,0.0221057,0.00984774,0.0130251,0.00212393,0,0,0.0100641,0,0.0186962,0.00212243,0.0425643,0.0155572,0.0346304,0.0143565,0.00220503,0.00366655,0.0122679,0.015022,0.0158402,0.0555944,0.00879212,0.0101561,0.00273257,0.016321,0.0403868,0.00557547,0.00910589,0.00301128,0.0158386,0.0146906,0.0137823,0.00316463,0.00182648,0,0,0.00712953,0,0.0125722,0.00249027,0.074504,0.0218082,0.0199549,0.0115557,0.00571822,0.00567889,0.105214,0.0415238,0,0.0146492,0,0.0316131,0.00694037,0.018057,0.01449,0.00372422,0.00208209,0.000656167,0.00171252,0.00346465,0,0,0,0,0,0,0
96,0,0,0,0,0.00263072,0.00130491,0,0,0.0139806,0.00977679,0.0147921,0.00127663,0,0,0.00941558,0,0.0187002,0.00203691,0.042489,0.0126872,0.03507,0.0158192,0.00240084,0.00363312,0.0123,0.0141283,0.0188293,0.0579735,0.00527173,0.00682825,0.00142896,0.0170335,0.0300562,0.00511931,0.00907033,0.00309101,0.0172448,0.0146893,0.0127395,0.00347919,0.00222105,0,0,0.00769216,0,0.0126176,0.00278092,0.0748096,0.0189908,0.019879,0.00996675,0.00582791,0.00585398,0.10535,0.0421655,0,0.0142085,0,0.0305,0.00796458,0.017663,0.0175226,0.00389681,0.00197054,0.000724552,0.00131414,0.00282491,0,0,0,0,0,0,0
97,0,0,0,0,0.00270138,0.00151306,0,0,0.00862035,0.00983815,0.0166399,0.00111547,0,0,0.0090117,0,0.0186083,0.0021233,0.0425716,0.00946686,0.0353494,0.0164285,0.00247255,0.00350815,0.0116987,0.0134511,0.0207757,0.059874,0.0015172,0.00745243,0.00138544,0.0187702,0.0191073,0.00476668,0.00895682,0.00303934,0.0199093,0.014586,0.0115137,0.00357454,0.00252587,0,0,0.00761248,0,0.0125628,0.00251533,0.0750698,0.0150623,0.0197064,0.00872939,0.00610197,0.0068837,0.105449,0.0431553,0,0.0139558,0,0.0293855,0.00984569,0.0170232,0.020913,0.00378983,0.00211272,0.00089853,0.000987579,0.00243888,0,0,0,0,0,0,0
98,0,0,0,0,0.00409,0.0023874,0,0,0.00852658,0.0098128,0.0175887,0.00173901,0,0,0.00813922,0,0.0186722,0.00182431,0.0428004,0.00770603,0.0354489,0.0163523,0.00269189,0.00422826,0.0105694,0.0136396,0.0215545,0.0612143,0.00187117,0.0107756,0.00320338,0.0215225,0.0106484,0.00469864,0.00904938,0.00285835,0.021346,0.0145982,0.0108418,0.00341393,0.00381953,0,0,0.00855989,0,0.0125915,0.00304284,0.0752109,0.0123012,0.0195514,0.00822172,0.00652287,0.00636189,0.105618,0.0439108,0,0.0138003,0,0.0284969,0.0117383,0.0166083,0.0243608,0.00430777,0.00125586,0.000895689,0.00165121,0.00344108,0,0,0,0,0,0,0
99,0,0,0,0,0.0043285,0.00305441,0,0,0.0139309,0.0100396,0.0178029,0.00294831,0,0,0.00758589,0,0.0186263,0.00180576,0.0432376,0.010726,0.0354514,0.0158627,0.0030713,0.00442223,0.00920132,0.0148802,0.0211577,0.0621684,0.00479332,0.013909,0.00540069,0.0246838,0.00963477,0.00453402,0.00901083,0.00243232,0.0230335,0.0145076,0.0115368,0.0032315,0.00425227,0,0,0.00830652,0,0.0126138,0.00292412,0.075079,0.0109834,0.0194405,0.00730684,0.00715328,0.00751127,0.106163,0.0442788,0,0.0132026,0,0.0281369,0.0123229,0.0165735,0.0262712,0.00444577,0.0014153,0.0010679,0.0028439,0.00413165,0,0,0,0,0,0,0
