Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M
All Timesteps RMSE,0,0,0,0,0.0339077,0.0481399,0,0.0487373,0.00951715,0.0278383,0.0190534,0,0,0.0148283,0,0.0201925,0.00769896,0.0500016,0.0342995,0.0219796,0.0185222,0.0283532,0.0435759,0.0163305,0.0235658,0.0156571,0.0486618,0.0140821,0.0218274,0.0109798,0.0125326,0.0625439,0.0100495,0.00872925,0.00529301,0.0299782,0.00921793,0.0177475,0.0124935,0.0133806,0,0,0.0526163,0,0.0145681,0.0354658,0.0581193,0.0255366,0.0241152,0.0150426,0.032042,0.0335446,0.0111208,0.0568661,0.0163237,0.0145597,0.0129061,0.0172459,0.0230484,0.0181378,0.036824,0.0291402,0.0147725,0.0155607,0.0463768,0.0127594,0,0,0,0,0,0,0
0,0,0,0,0,0.034824,0.0509274,0,0.0440614,0.00933466,0.0392923,0.0169435,0,0,0.0183673,0,0.0214054,0.00995187,0.0522297,0.0515027,0.0216508,0.0298037,0.0281605,0.0494858,0.0363895,0.0384776,0.0316721,0.0563618,0.0112714,0.0114133,0.0105365,0.013815,0.0484107,0.0136644,0.00924552,0.00444471,0.00578695,0.00988867,0.0167089,0.00516409,0.00990148,0,0,0.0389688,0,0.0133043,0.0269612,0.0589367,0.0293138,0.0220265,0.0127687,0.0283675,0.021826,0.00609374,0.0549381,0.00900813,0.0131446,0.0188789,0.0131189,0.0276038,0.0244814,0.00639972,0.0227727,0.0115301,0.0132899,0.04914,0.0111448,0,0,0,0,0,0,0
1,0,0,0,0,0.0350365,0.051207,0,0.0419968,0.00907335,0.0378152,0.0168003,0,0,0.0185181,0,0.0215361,0.00998853,0.0521773,0.0495473,0.0216196,0.0289896,0.0285503,0.0495886,0.0353482,0.0378971,0.0290968,0.0548909,0.012501,0.0127854,0.0103464,0.0129737,0.0461421,0.0137502,0.00917989,0.00455076,0.00579312,0.00973857,0.0173522,0.0051171,0.0100533,0,0,0.0396511,0,0.0134851,0.0274658,0.0586203,0.0296586,0.0228436,0.0125866,0.0285723,0.0223041,0.00594787,0.0546389,0.00869887,0.0126482,0.0185211,0.0130255,0.0275375,0.0240603,0.00511374,0.023179,0.0116701,0.0134846,0.0495104,0.0113059,0,0,0,0,0,0,0
2,0,0,0,0,0.0353869,0.051416,0,0.0404263,0.00897515,0.0358556,0.0168166,0,0,0.0184229,0,0.0215711,0.00999246,0.0522491,0.045975,0.0213787,0.027625,0.0287761,0.0493595,0.0337636,0.0366051,0.0265613,0.0533818,0.0131554,0.0136125,0.00981138,0.0124782,0.0443737,0.0135423,0.00911459,0.00460474,0.00643432,0.00961272,0.0179757,0.00550996,0.0105173,0,0,0.0403194,0,0.0136346,0.027936,0.0586067,0.0296072,0.0233131,0.011972,0.0283798,0.0227789,0.00533388,0.0546383,0.00796212,0.0115762,0.0182699,0.0128287,0.0275749,0.0241919,0.00548441,0.0235956,0.0117986,0.0136842,0.0496066,0.0118366,0,0,0,0,0,0,0
3,0,0,0,0,0.0357751,0.0516329,0,0.0387647,0.00894789,0.0337168,0.0167667,0,0,0.018338,0,0.0215894,0.00998758,0.0523876,0.0421336,0.0210266,0.0256596,0.0289121,0.0489826,0.0317534,0.034789,0.0238628,0.051792,0.0137349,0.0139915,0.00936057,0.0119102,0.0428151,0.0132353,0.00905948,0.00463506,0.00767852,0.00948406,0.0187259,0.00613515,0.0111011,0,0,0.0410693,0,0.0137715,0.0284228,0.0586305,0.0295388,0.0236344,0.0112861,0.0279433,0.0232702,0.00441515,0.0548491,0.00734812,0.010325,0.0178991,0.0124418,0.027771,0.024025,0.00639634,0.0239533,0.011971,0.0139582,0.0493461,0.0125133,0,0,0,0,0,0,0
4,0,0,0,0,0.036113,0.0517237,0,0.0368475,0.00895691,0.0314749,0.0167908,0,0,0.0183692,0,0.0216653,0.010081,0.0526427,0.0396084,0.0206071,0.0233551,0.0289675,0.0484342,0.0294502,0.0327659,0.0212836,0.050186,0.0138519,0.0138421,0.00890907,0.0115256,0.0412164,0.0128295,0.0090165,0.00475215,0.00945166,0.00935911,0.0193797,0.00684837,0.0116329,0,0,0.0420366,0,0.0139516,0.0291074,0.0586099,0.0292327,0.0240483,0.0105681,0.0274906,0.0238266,0.00339445,0.0551108,0.00683197,0.00888084,0.0172836,0.0119995,0.0278664,0.0231628,0.00769801,0.0243886,0.0122096,0.0142666,0.0489661,0.0131443,0,0,0,0,0,0,0
5,0,0,0,0,0.0364742,0.0517053,0,0.034475,0.00884791,0.0297078,0.0171822,0,0,0.0184727,0,0.0216229,0.0101762,0.0526528,0.0383853,0.020045,0.0213936,0.0290133,0.0478077,0.0273222,0.03107,0.0193209,0.0485994,0.0132997,0.0132931,0.00827897,0.0115658,0.0396848,0.0123658,0.00895609,0.00491779,0.0116551,0.0092115,0.019968,0.00765269,0.0121788,0,0,0.0432664,0,0.0141532,0.0299513,0.0586344,0.0286428,0.024554,0.00999543,0.0271721,0.0245182,0.00230252,0.0554345,0.00649106,0.00736113,0.0166059,0.0116414,0.0278435,0.0218087,0.00932222,0.0248903,0.0124058,0.014653,0.0488621,0.0136832,0,0,0,0,0,0,0
6,0,0,0,0,0.0368575,0.0519192,0,0.0303143,0.00872641,0.0279116,0.0173378,0,0,0.0187969,0,0.0216334,0.0103224,0.0522692,0.0360435,0.0194216,0.0204383,0.029067,0.0473131,0.0255042,0.029777,0.018339,0.0471333,0.0121723,0.0127175,0.00781433,0.011687,0.0373048,0.01202,0.00892575,0.00510874,0.0138599,0.00906075,0.0202805,0.00832491,0.0126498,0,0,0.0448279,0,0.0143675,0.0309729,0.0587184,0.0274373,0.0249142,0.00964979,0.0270701,0.0253958,0.00114815,0.0558212,0.00653684,0.00571385,0.0155743,0.0115502,0.0275736,0.0206697,0.0111091,0.0258589,0.0126061,0.0151361,0.048913,0.0141283,0,0,0,0,0,0,0
7,0,0,0,0,0.0371812,0.0523179,0,0.023637,0.0086137,0.0246212,0.0170156,0,0,0.0192183,0,0.0217012,0.0106347,0.0517992,0.0317145,0.0188568,0.0205843,0.0291159,0.0469396,0.0231329,0.028678,0.0181334,0.0459711,0.0113021,0.0129143,0.00818126,0.0109649,0.0326445,0.0116806,0.00891628,0.00535061,0.0160698,0.00891686,0.0203125,0.0088286,0.0130717,0,0,0.0465844,0,0.0145566,0.0320297,0.0588038,0.0255966,0.0250742,0.00955355,0.0271468,0.0263083,0.000251737,0.0563198,0.00709026,0.00406973,0.0140264,0.011785,0.0270914,0.0193631,0.0130278,0.027004,0.0128534,0.015635,0.0489093,0.014626,0,0,0,0,0,0,0
8,0,0,0,0,0.0375499,0.0526133,0,0.0176684,0.00849374,0.0203487,0.0165085,0,0,0.0192716,0,0.0217301,0.0107857,0.0514011,0.0277235,0.0184858,0.0210482,0.0293086,0.046654,0.0196194,0.0279404,0.0183675,0.045482,0.0117306,0.0142497,0.00919159,0.00956137,0.0282777,0.0114133,0.00888914,0.00552903,0.0179907,0.00878632,0.0201716,0.00931315,0.0134914,0,0,0.048461,0,0.0147173,0.0330457,0.0589576,0.0234862,0.0251996,0.00958183,0.0273737,0.0272116,0.00153109,0.0569104,0.00788371,0.00328688,0.0120379,0.0123069,0.026391,0.0177874,0.0145222,0.0281545,0.0130303,0.0160721,0.0490063,0.015214,0,0,0,0,0,0,0
9,0,0,0,0,0.0380324,0.0524282,0,0.015778,0.0084112,0.0178075,0.0161049,0,0,0.0188202,0,0.0217344,0.0106615,0.0512986,0.0261591,0.0183748,0.020927,0.0296038,0.0464848,0.0185006,0.027233,0.0183729,0.0457817,0.0128163,0.0155462,0.0100055,0.00859496,0.0269165,0.0110385,0.00886194,0.00558266,0.0194566,0.0086798,0.0202314,0.00985361,0.0139779,0,0,0.049936,0,0.0148769,0.0338376,0.0591811,0.0215531,0.0253005,0.00967504,0.0277083,0.027893,0.00290907,0.0574329,0.00872498,0.00450843,0.00997418,0.0129324,0.0255673,0.0164749,0.0157292,0.0289773,0.013468,0.0162817,0.0490865,0.0159103,0,0,0,0,0,0,0
10,0,0,0,0,0.0384306,0.0522814,0,0.0169448,0.00836414,0.0172207,0.0161315,0,0,0.0182775,0,0.0217383,0.0105018,0.0515959,0.0260302,0.0183803,0.0199833,0.0298321,0.0463923,0.0194259,0.0265417,0.0177067,0.0465088,0.0134035,0.0160604,0.00997595,0.00845151,0.0278373,0.0106336,0.00881706,0.00549637,0.0207071,0.00861148,0.0207945,0.0105257,0.0144365,0,0,0.0505889,0,0.0150095,0.0343377,0.0594526,0.0200543,0.0253001,0.00991852,0.0279405,0.028207,0.00408573,0.0579323,0.00974742,0.00592065,0.00816968,0.0135775,0.0247449,0.0157806,0.0165126,0.0292964,0.0138177,0.0163773,0.0489724,0.0166314,0,0,0,0,0,0,0
11,0,0,0,0,0.0386767,0.052329,0,0.0190461,0.00832971,0.0170544,0.0166205,0,0,0.0178797,0,0.0217499,0.010366,0.0523507,0.0260386,0.0183954,0.0183345,0.0300987,0.0463239,0.0204516,0.0253917,0.0164684,0.0470537,0.0132056,0.0158518,0.00953096,0.00874796,0.0298661,0.0104806,0.00878647,0.00532198,0.021609,0.00853498,0.0213578,0.0115006,0.0148676,0,0,0.0507117,0,0.0151051,0.0346727,0.0596452,0.0184955,0.0251839,0.0103049,0.0280736,0.0283391,0.00477839,0.058489,0.0108695,0.00727729,0.0066802,0.0143587,0.0238752,0.0157531,0.0172878,0.0292619,0.0140032,0.0164822,0.0487667,0.0171078,0,0,0,0,0,0,0
12,0,0,0,0,0.0388481,0.0522003,0,0.0213607,0.00837741,0.0164103,0.0174475,0,0,0.0174735,0,0.0216603,0.0101339,0.0528801,0.0261625,0.0182909,0.0168006,0.030415,0.0461551,0.0188161,0.0230766,0.0149365,0.0469688,0.0125223,0.0155856,0.00899846,0.00918967,0.0328011,0.010358,0.00873047,0.00514679,0.0226816,0.00846018,0.0214682,0.0130068,0.0153107,0,0,0.0504541,0,0.0151447,0.0347916,0.0596811,0.0161729,0.0251946,0.0109424,0.0280941,0.0283309,0.00565622,0.0589934,0.0120277,0.00874189,0.00567845,0.0152737,0.0229288,0.016131,0.0182794,0.0289243,0.0141607,0.0165698,0.0483341,0.0172349,0,0,0,0,0,0,0
13,0,0,0,0,0.0390536,0.0518743,0,0.023297,0.00852783,0.0154784,0.0185905,0,0,0.0172023,0,0.0215654,0.00982028,0.0530897,0.0267017,0.0181399,0.0157392,0.030908,0.0458609,0.0158801,0.0206483,0.013541,0.0462699,0.0119849,0.0153804,0.0086571,0.00963465,0.0356656,0.010347,0.00866789,0.00498202,0.0238891,0.00844179,0.0211301,0.0146392,0.0156008,0,0,0.0501106,0,0.0151742,0.034743,0.0597112,0.0134179,0.0253066,0.0117637,0.0282401,0.0282835,0.00665455,0.0593634,0.0131128,0.0102585,0.00541859,0.0160683,0.0221463,0.016727,0.0197126,0.0283825,0.0143638,0.0166332,0.0478683,0.0170384,0,0,0,0,0,0,0
14,0,0,0,0,0.0392177,0.0512849,0,0.0246588,0.00879833,0.0144935,0.0196208,0,0,0.0170073,0,0.0214461,0.00959295,0.0532037,0.02674,0.0177895,0.0148725,0.0312398,0.045585,0.0156585,0.0198602,0.0125858,0.0454962,0.0116929,0.0151938,0.00848146,0.0100108,0.0378535,0.0105167,0.0085906,0.0047903,0.0252076,0.00851361,0.020122,0.0158411,0.0157859,0,0,0.0493534,0,0.0151591,0.0343568,0.0596669,0.00960537,0.0253015,0.0125353,0.0283508,0.0281605,0.00773013,0.059805,0.0141426,0.0117516,0.00505117,0.0168762,0.0212748,0.0170299,0.0216865,0.027669,0.0145964,0.0165429,0.0473042,0.0168785,0,0,0,0,0,0,0
15,0,0,0,0,0.0390215,0.0506846,0,0.02559,0.00915129,0.0136414,0.0204381,0,0,0.0167409,0,0.0212707,0.0094563,0.0533697,0.0263076,0.0174567,0.0141686,0.0314412,0.0453606,0.0164938,0.0205247,0.012243,0.0451406,0.0113696,0.0150479,0.00839398,0.0103088,0.0395127,0.0109901,0.00849898,0.00466985,0.0266924,0.00865307,0.0188523,0.0166026,0.0159448,0,0,0.0481555,0,0.0150476,0.0336792,0.059571,0.00554018,0.0251819,0.0131419,0.0284471,0.0279865,0.00885776,0.06012,0.0150432,0.0132535,0.00435752,0.0175847,0.0204248,0.0169625,0.0247814,0.0268194,0.0144171,0.0162681,0.0467463,0.0167343,0,0,0,0,0,0,0
16,0,0,0,0,0.0385957,0.0501815,0,0.0261999,0.00954532,0.0128617,0.0211021,0,0,0.0164375,0,0.021078,0.00946152,0.0534336,0.0260552,0.0173332,0.0136519,0.0316275,0.0452419,0.0168309,0.0217071,0.012118,0.0451647,0.0111979,0.0150317,0.00830304,0.0104313,0.0407403,0.011547,0.00844079,0.00462239,0.0285085,0.00880323,0.0171525,0.0171946,0.0161373,0,0,0.0469336,0,0.0148719,0.0328131,0.0594917,0.00410958,0.0250209,0.0134791,0.0286147,0.0277728,0.00969725,0.0602112,0.0157206,0.0147272,0.00342009,0.0181985,0.0196732,0.0166272,0.0287391,0.0260743,0.0142965,0.01581,0.046332,0.0166722,0,0,0,0,0,0,0
17,0,0,0,0,0.0382149,0.0500142,0,0.0265777,0.00991371,0.0121905,0.0215734,0,0,0.0163412,0,0.0209032,0.00954237,0.0534233,0.0259677,0.0172584,0.0134406,0.0317194,0.0451602,0.0160855,0.0221363,0.0119559,0.045437,0.0114057,0.0150577,0.00818063,0.0104201,0.0416248,0.0120728,0.00839664,0.00462557,0.031056,0.00895307,0.0157354,0.0177242,0.0162748,0,0,0.0458853,0,0.0146494,0.0319261,0.0595439,0.00562366,0.0248373,0.0134786,0.0288821,0.02752,0.0104125,0.0603266,0.0160634,0.0159503,0.00248317,0.018777,0.0190402,0.0161898,0.0322271,0.0254538,0.0141404,0.0153134,0.0460285,0.0166941,0,0,0,0,0,0,0
18,0,0,0,0,0.0380432,0.0499146,0,0.0270663,0.0101654,0.0116476,0.021643,0,0,0.0162785,0,0.0206214,0.00970587,0.0531651,0.0258502,0.0171841,0.0135585,0.0316332,0.0450983,0.0158214,0.0223103,0.0115758,0.0457585,0.0114621,0.0151463,0.00812218,0.0103981,0.0424401,0.0125234,0.00834156,0.00465365,0.0334156,0.00910557,0.0146008,0.0180971,0.0163793,0,0,0.0449622,0,0.0143761,0.0311859,0.0597355,0.00758121,0.0245953,0.013287,0.029105,0.0272147,0.0110389,0.060614,0.0161536,0.0169563,0.00187477,0.0193261,0.0185018,0.0158675,0.0353248,0.0249374,0.0136848,0.0148583,0.0459242,0.016662,0,0,0,0,0,0,0
19,0,0,0,0,0.0380125,0.0498275,0,0.0276295,0.0103015,0.0111509,0.0215257,0,0,0.016319,0,0.0203503,0.00983039,0.0528562,0.0253889,0.0171662,0.01394,0.0314044,0.0450525,0.0156546,0.0223969,0.0111151,0.0460003,0.011401,0.0153322,0.00804009,0.0104038,0.0430787,0.012929,0.0082919,0.0046679,0.0350146,0.00922556,0.0133489,0.0182706,0.016442,0,0,0.0443455,0,0.0141012,0.0307668,0.0599314,0.00913966,0.0243842,0.0130466,0.029302,0.026803,0.011723,0.0609086,0.0162739,0.0181084,0.001892,0.0198603,0.018119,0.0159475,0.0384396,0.0246394,0.0132873,0.0144524,0.0460099,0.0166125,0,0,0,0,0,0,0
20,0,0,0,0,0.0379974,0.0499025,0,0.0280871,0.0103055,0.0108824,0.0213091,0,0,0.0165391,0,0.0202645,0.00998824,0.0526036,0.0247459,0.0170983,0.0144016,0.0312574,0.0452125,0.0152704,0.0226519,0.0109003,0.0462061,0.0116443,0.0155243,0.0079955,0.0104614,0.0432792,0.0132431,0.0083312,0.00464809,0.0359351,0.0093261,0.0124327,0.0182599,0.0163165,0,0,0.0442191,0,0.0139266,0.0306178,0.0601398,0.0103128,0.0242158,0.0128409,0.0295596,0.0265428,0.0124794,0.0610795,0.01654,0.0193527,0.00245512,0.0203278,0.0178671,0.0165721,0.041301,0.0245864,0.0130388,0.0141453,0.0463247,0.016523,0,0,0,0,0,0,0
21,0,0,0,0,0.0379783,0.0500676,0,0.0279952,0.0101799,0.0107994,0.0210356,0,0,0.0167652,0,0.0202218,0.0100896,0.0525117,0.0238905,0.0171229,0.0147297,0.0311148,0.0456024,0.0146614,0.0226393,0.010731,0.0464457,0.0120449,0.0155941,0.00806119,0.0105257,0.0426093,0.0134441,0.00841484,0.00458079,0.0365496,0.00946277,0.0120745,0.0181307,0.0160816,0,0,0.0443804,0,0.0138687,0.0306406,0.0601701,0.0113619,0.0240234,0.0125644,0.0298474,0.0264188,0.0131228,0.0612272,0.0168399,0.0204219,0.00348555,0.020886,0.017402,0.0174765,0.0439191,0.0247074,0.0126442,0.0140123,0.0466446,0.0165699,0,0,0,0,0,0,0
22,0,0,0,0,0.0379345,0.0501908,0,0.0272173,0.0100056,0.010766,0.0207897,0,0,0.016854,0,0.0201192,0.0100042,0.0524153,0.0231239,0.0173488,0.0149448,0.0310299,0.046068,0.0140331,0.022244,0.010692,0.0466787,0.0125976,0.015698,0.00813462,0.0105262,0.041059,0.0136553,0.00849638,0.00446282,0.0370916,0.00956721,0.0122045,0.0179233,0.015761,0,0,0.0447257,0,0.0138343,0.0307354,0.0600529,0.0123971,0.0238775,0.0121689,0.0301526,0.026398,0.013718,0.0612885,0.0169732,0.0213474,0.00480988,0.0214704,0.0167531,0.0184019,0.04559,0.024873,0.0124243,0.0139158,0.0469276,0.0166771,0,0,0,0,0,0,0
23,0,0,0,0,0.0378173,0.0501833,0,0.0259536,0.00990814,0.0107309,0.0204989,0,0,0.0169285,0,0.0200562,0.00992761,0.0522923,0.022593,0.0176098,0.0150519,0.0308704,0.0464545,0.0135755,0.0216627,0.0108481,0.0468997,0.0128015,0.0155773,0.00813991,0.010422,0.0389559,0.0140668,0.00853972,0.00435296,0.0377306,0.00963076,0.0125885,0.0175983,0.0154163,0,0,0.0449875,0,0.013786,0.0307956,0.059706,0.0135469,0.0237205,0.0117927,0.0304218,0.0263827,0.0140479,0.0612502,0.0168842,0.021986,0.00614932,0.0221023,0.016291,0.0193498,0.0468776,0.0249528,0.0123158,0.013754,0.0471308,0.0167391,0,0,0,0,0,0,0
24,0,0,0,0,0.037537,0.050321,0,0.0245748,0.00987093,0.0108975,0.0203413,0,0,0.0169096,0,0.0200751,0.00988075,0.052159,0.0219148,0.0179901,0.0150766,0.030691,0.0468409,0.0134602,0.020936,0.0111473,0.0470693,0.0125981,0.0152929,0.00815919,0.0102817,0.0367467,0.0142385,0.00861288,0.00429611,0.0383039,0.00966788,0.0124838,0.0173449,0.0150625,0,0,0.0451531,0,0.013737,0.0308539,0.0593289,0.0146161,0.0235876,0.01167,0.0307254,0.0263648,0.0140381,0.0611763,0.0165927,0.0222262,0.00752244,0.0228891,0.016571,0.0206351,0.0476791,0.0249912,0.0122885,0.0135683,0.0472945,0.016668,0,0,0,0,0,0,0
25,0,0,0,0,0.0372703,0.050432,0,0.0233315,0.00978687,0.011284,0.0202752,0,0,0.016573,0,0.0200758,0.00963405,0.0520032,0.0210583,0.0184308,0.0149806,0.0305215,0.0472285,0.0133901,0.0207731,0.0114613,0.0471371,0.0125428,0.0150545,0.00819231,0.0101536,0.0346495,0.0144267,0.00874286,0.00423435,0.0387183,0.00970176,0.0124313,0.017195,0.0147467,0,0,0.0451719,0,0.0136662,0.0308756,0.0590413,0.0156316,0.023448,0.0115015,0.0310654,0.0264426,0.0136637,0.0610103,0.0164586,0.0219594,0.008626,0.0231624,0.0169204,0.0216015,0.0482433,0.0249241,0.0121801,0.0134072,0.0474324,0.016527,0,0,0,0,0,0,0
26,0,0,0,0,0.037021,0.050428,0,0.0223502,0.00976234,0.0118155,0.020141,0,0,0.016025,0,0.019986,0.00922407,0.0519718,0.0203228,0.0188082,0.0149335,0.0303092,0.0474917,0.0132611,0.0205056,0.0117789,0.0470515,0.0127599,0.0148447,0.00818512,0.0100842,0.032637,0.0145366,0.00880758,0.00412051,0.0390273,0.00977851,0.0125719,0.0170487,0.0144409,0,0,0.0450823,0,0.0136126,0.0307717,0.0588676,0.016584,0.0233026,0.011382,0.0313545,0.0265684,0.0130407,0.0608117,0.0163677,0.0211975,0.00925798,0.0230178,0.0171789,0.0221602,0.0482273,0.0247632,0.0120256,0.0132477,0.0474302,0.0162715,0,0,0,0,0,0,0
27,0,0,0,0,0.0368424,0.0504016,0,0.0216786,0.00981188,0.0125687,0.0201909,0,0,0.0156957,0,0.0198575,0.00896498,0.051917,0.0198549,0.0191282,0.0150459,0.0301568,0.0476132,0.0131459,0.0201431,0.0120454,0.046761,0.012933,0.014714,0.00816988,0.0100628,0.0309138,0.0144234,0.00881013,0.0040503,0.0394105,0.00987132,0.0125565,0.0169198,0.0142631,0,0,0.0450038,0,0.0135901,0.0305907,0.0587826,0.017431,0.0231933,0.0114179,0.0316068,0.0266539,0.0121487,0.0606424,0.0161719,0.0200187,0.00962778,0.0227338,0.0174814,0.0226525,0.0486765,0.0246252,0.0119292,0.0131853,0.0473398,0.0160481,0,0,0,0,0,0,0
28,0,0,0,0,0.0365686,0.050289,0,0.0213961,0.00995134,0.0134706,0.0202023,0,0,0.0153548,0,0.0197127,0.00868171,0.0518769,0.0196714,0.0194423,0.015271,0.0300757,0.0476317,0.0131077,0.0199329,0.0122778,0.0465047,0.0130991,0.0147217,0.0082481,0.0101122,0.0295561,0.0142798,0.00877105,0.00398095,0.0397813,0.0100079,0.0123823,0.0167908,0.0140341,0,0,0.0449529,0,0.013575,0.0303998,0.0587332,0.0183162,0.0230923,0.011522,0.0318647,0.0267225,0.0111239,0.0602858,0.0159381,0.0185529,0.00993422,0.0224025,0.0178891,0.0231359,0.0491857,0.0245768,0.0118447,0.0131926,0.0471853,0.0157828,0,0,0,0,0,0,0
29,0,0,0,0,0.0361768,0.0501214,0,0.0213996,0.0100947,0.0144019,0.0201093,0,0,0.0149606,0,0.0195802,0.00834656,0.0518525,0.0195741,0.0197201,0.0155502,0.0300428,0.0475669,0.0132219,0.0199716,0.0126286,0.0463515,0.0132595,0.0147085,0.00838446,0.0101722,0.0284674,0.0141583,0.00873769,0.00395795,0.0399261,0.0101324,0.0120477,0.0166475,0.0138288,0,0,0.0448696,0,0.0135897,0.0301703,0.0587249,0.0193472,0.0230116,0.0116493,0.032128,0.0268097,0.0101037,0.0598957,0.0157308,0.016937,0.0103782,0.0220419,0.0182202,0.023775,0.0497106,0.024565,0.0116668,0.0131788,0.0470417,0.0154956,0,0,0,0,0,0,0
30,0,0,0,0,0.0358213,0.0499837,0,0.0217589,0.0102392,0.015434,0.0199787,0,0,0.0147142,0,0.0194525,0.00804007,0.0518704,0.0195257,0.0200136,0.0157973,0.0300834,0.0474474,0.0134875,0.020131,0.0132748,0.0462403,0.0134819,0.0147793,0.0086222,0.0102126,0.0277318,0.0140272,0.00868168,0.00396139,0.0402314,0.0102301,0.0122847,0.0164542,0.0136914,0,0,0.044864,0,0.013613,0.0300464,0.0587399,0.0207496,0.0229838,0.0115897,0.0324031,0.0269815,0.00905433,0.0596268,0.0155007,0.0151224,0.0107361,0.0215228,0.0187317,0.0238704,0.0502298,0.0246538,0.01149,0.013158,0.0468838,0.0151992,0,0,0,0,0,0,0
31,0,0,0,0,0.0355149,0.049886,0,0.0224096,0.0103532,0.0165452,0.0199363,0,0,0.0144574,0,0.019368,0.0077693,0.0518189,0.0197539,0.0204057,0.0161181,0.0301241,0.0473048,0.0135526,0.020277,0.0139003,0.0461726,0.0136813,0.0148517,0.00894788,0.0102994,0.0274613,0.0138633,0.00864409,0.00397256,0.0405644,0.0102138,0.0129525,0.016278,0.0136799,0,0,0.0449663,0,0.0135999,0.0300336,0.0587339,0.0221216,0.0229238,0.0112628,0.0326355,0.0271133,0.0081855,0.0592181,0.0152187,0.0132963,0.011034,0.0210718,0.0192353,0.0238821,0.0507268,0.024805,0.0113833,0.0131446,0.0466905,0.0148248,0,0,0,0,0,0,0
32,0,0,0,0,0.0350489,0.0496666,0,0.0230652,0.0104812,0.0175626,0.0197925,0,0,0.0138351,0,0.0192901,0.00734002,0.05169,0.0200783,0.0207038,0.0165525,0.0299526,0.0470685,0.0135114,0.0204201,0.0143482,0.0460965,0.0138825,0.015049,0.00926693,0.0104052,0.0274345,0.0135619,0.00860157,0.00390594,0.0406724,0.0102139,0.0136328,0.0159995,0.0135283,0,0,0.0450439,0,0.0135439,0.0299343,0.0587402,0.0235253,0.0227913,0.0110774,0.0329395,0.0271445,0.00752321,0.0589319,0.0148213,0.0117617,0.0116785,0.0206882,0.0198858,0.0242783,0.0509872,0.0248635,0.0112383,0.0130556,0.0464938,0.0143377,0,0,0,0,0,0,0
33,0,0,0,0,0.0345791,0.0495754,0,0.0237933,0.0104759,0.0184582,0.0198207,0,0,0.0134074,0,0.0192704,0.00705146,0.0515786,0.0203339,0.0210752,0.016948,0.0300094,0.0469499,0.013356,0.0204551,0.0145734,0.0459942,0.0140788,0.0152109,0.00955482,0.0104797,0.0276381,0.0132851,0.00862488,0.00382682,0.0407831,0.0102344,0.0138297,0.0157257,0.0132448,0,0,0.0453686,0,0.0135283,0.0299164,0.0585697,0.0249134,0.0227759,0.0109474,0.0335544,0.0272125,0.00698233,0.0583738,0.0144892,0.0103038,0.0125087,0.0205377,0.0201748,0.0248346,0.0515236,0.025027,0.0111114,0.0129861,0.0465251,0.0137416,0,0,0,0,0,0,0
34,0,0,0,0,0.0341532,0.0494948,0,0.0247114,0.010435,0.0191999,0.0199164,0,0,0.0129196,0,0.0192875,0.00671774,0.0514417,0.0209252,0.0215386,0.0172202,0.0302142,0.0468026,0.013142,0.0202891,0.0149198,0.045922,0.0142423,0.0152532,0.0097423,0.0105375,0.0280382,0.0129481,0.00865348,0.00378576,0.041103,0.010262,0.0142744,0.0154211,0.0130035,0,0,0.0458231,0,0.0135536,0.0298602,0.0583901,0.0265316,0.0227986,0.0107204,0.0340775,0.0273674,0.00655258,0.0579518,0.0140544,0.00924014,0.0136418,0.0202709,0.0204771,0.0251009,0.0523155,0.0251794,0.0110427,0.0129727,0.046586,0.0131512,0,0,0,0,0,0,0
35,0,0,0,0,0.0338433,0.04938,0,0.025802,0.0103824,0.0199289,0.0199274,0,0,0.0123865,0,0.0193132,0.00627908,0.0512893,0.0211067,0.021993,0.0174472,0.0303287,0.0465434,0.0128944,0.0201147,0.0155425,0.0458621,0.0144098,0.0153155,0.00993227,0.0106053,0.0287369,0.0126173,0.00867446,0.00374019,0.0413936,0.0102866,0.0151599,0.0151339,0.012832,0,0,0.0462316,0,0.0135933,0.0299843,0.0582026,0.0284067,0.0228123,0.0103848,0.0344233,0.0276066,0.00632473,0.0576556,0.013443,0.00856061,0.0146978,0.0199145,0.0210658,0.0250405,0.0529096,0.0253477,0.0110359,0.0129672,0.0466013,0.0126741,0,0,0,0,0,0,0
