Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M
143,0,0,0,0,0.0342455,0.0483199,0,0.0205459,0.00888358,0.0170158,0.0155295,0,0,0.0176867,0,0.020731,0.0100535,0.0526367,0.0223571,0.0238247,0.0162312,0.0276562,0.0428084,0.0134492,0.0194195,0.0158472,0.0461774,0.0141314,0.0148982,0.00967288,0.0105046,0.0270946,0.00996534,0.00908517,0.00542221,0.0278844,0.00833149,0.0185189,0.00817944,0.0126568,0,0,0.0555476,0,0.0146006,0.0373669,0.0403111,0.0159095,0.0260739,0.0508158,0.0338355,0.033332,0.0431637,0,0.0534282,0.0471487,0.0330728,0,0.0102789,0.0314509,0.0268403,0.0313315,0.0151124,0.0165972,0.0465145,0.0131623,0,0,0,0,0,0,0
144,0,0,0,0,0.0340488,0.0482184,0,0.0215553,0.00895937,0.0182136,0.0156823,0,0,0.0176842,0,0.0206351,0.00981495,0.0526627,0.0226494,0.024094,0.0168559,0.0277198,0.0426849,0.0132093,0.0193473,0.0164078,0.0460982,0.0143121,0.0150947,0.0100693,0.0106326,0.0270485,0.0100364,0.00907694,0.00544265,0.0253189,0.00834325,0.0160883,0.00787746,0.0127412,0,0,0.0554978,0,0.014646,0.0372838,0.0405063,0.013181,0.0260358,0.0507622,0.0343135,0.033441,0.0423876,0,0.0533127,0.0457248,0.0323678,0,0.0115197,0.03026,0.02427,0.0314255,0.0151542,0.0166763,0.0464765,0.0130704,0,0,0,0,0,0,0
145,0,0,0,0,0.0339602,0.0481599,0,0.0228542,0.00901958,0.019419,0.0158945,0,0,0.0175182,0,0.0205597,0.00969853,0.0527121,0.0227844,0.0244009,0.0174803,0.0277998,0.0425419,0.0129144,0.0191999,0.0169559,0.0460858,0.0145406,0.0153274,0.0104434,0.0107248,0.027361,0.00997963,0.00908875,0.00541363,0.0224027,0.00831905,0.0136987,0.00755414,0.0128552,0,0,0.0556195,0,0.0146766,0.0373727,0.0407435,0.0107867,0.0259875,0.0508003,0.0348104,0.0335807,0.041769,0,0.0532695,0.0441938,0.031585,0,0.0130908,0.0288949,0.0213319,0.0315482,0.015228,0.0167283,0.0464959,0.0129083,0,0,0,0,0,0,0
146,0,0,0,0,0.0339147,0.0480975,0,0.024412,0.00900495,0.0206249,0.0162729,0,0,0.0172424,0,0.0204729,0.00951762,0.0524158,0.0226629,0.0247301,0.0180464,0.0279263,0.0423413,0.0126504,0.0189833,0.0175319,0.0460154,0.0147674,0.0155718,0.0108783,0.0107708,0.0281446,0.00991367,0.00910307,0.00536751,0.0191163,0.00831627,0.0109506,0.00729847,0.013002,0,0,0.0559066,0,0.0147634,0.0375312,0.0409926,0.00961769,0.0259547,0.0508244,0.0353321,0.0336482,0.0411094,0,0.0529841,0.0429094,0.0306618,0,0.0148427,0.0272919,0.018149,0.0316952,0.0153647,0.0168502,0.0464973,0.0127658,0,0,0,0,0,0,0
147,0,0,0,0,0.0333299,0.0484502,0,0.0252036,0.00846159,0.021868,0.0171065,0,0,0.0188138,0,0.0207731,0.0102617,0.0518824,0.0234126,0.0258475,0.0193081,0.029057,0.0426407,0.0131524,0.0198424,0.0184149,0.0461498,0.0149238,0.0156935,0.0113271,0.0112837,0.0288172,0.0108479,0.00930351,0.0057288,0.047679,0.00810083,0.0325548,0.00640895,0.0132424,0,0,0.0579125,0,0.0151568,0.0388427,0.0413435,0.0365733,0.0288238,0.0341247,0.0381626,0.0338025,0.027811,0,0.036706,0.0271477,0.0128579,0.0197246,0.0287191,0.0170986,0.0485808,0.0330933,0.0159289,0.0174947,0.0473039,0.0129781,0,0,0,0,0,0,0
148,0,0,0,0,0.0334439,0.0487125,0,0.0270567,0.00843532,0.0230566,0.0173952,0,0,0.0186332,0,0.0207307,0.010012,0.0517457,0.0238134,0.0259391,0.0199016,0.029558,0.0423885,0.0131204,0.0199336,0.0190032,0.0459054,0.0150981,0.0158468,0.0116912,0.0113466,0.0300726,0.0104341,0.00934876,0.00565561,0.0444023,0.00799661,0.0315791,0.00631604,0.013444,0,0,0.0586257,0,0.0153284,0.039297,0.0414921,0.0377994,0.028569,0.0344688,0.0389422,0.0343791,0.0278299,0,0.0368843,0.0263284,0.0123109,0.0187086,0.0290298,0.0160995,0.0446523,0.0333401,0.0161938,0.0177303,0.0475758,0.0127929,0,0,0,0,0,0,0
149,0,0,0,0,0.0342686,0.0469679,0,0.030653,0.00972874,0.0240258,0.0183877,0,0,0.0125418,0,0.0195346,0.00703262,0.0526497,0.0230543,0.0229616,0.0192316,0.0285173,0.0401496,0.0122828,0.0185192,0.0186511,0.0439296,0.0148515,0.0158478,0.0118997,0.00998715,0.0326838,0.00764214,0.00872964,0.0042475,0.0439406,0.00845478,0.0151629,0.0139582,0.0139937,0,0,0.0550395,0,0.0147804,0.036774,0.0582241,0.0296668,0.022235,0.00997565,0.0334957,0.0346788,0.00573312,0.0590958,0.0120985,0.0102676,0.0158317,0.0184345,0.0296007,0.0245625,0.0553771,0.0306191,0.0153901,0.0166663,0.0447975,0.0123678,0,0,0,0,0,0,0
150,0,0,0,0,0.0343372,0.0471511,0,0.0326776,0.00955579,0.0252336,0.0182359,0,0,0.0123052,0,0.0195091,0.0069554,0.0526145,0.0234857,0.0230622,0.0198781,0.0286574,0.0401893,0.0126321,0.0189664,0.019116,0.0438093,0.01493,0.0159975,0.0122699,0.0100898,0.034482,0.00783327,0.00883503,0.00421495,0.0434654,0.0084397,0.015666,0.01368,0.0142653,0,0,0.0554834,0,0.0148535,0.0370303,0.0582226,0.0296989,0.0221512,0.0101729,0.0337176,0.0347808,0.00538669,0.0589468,0.0115611,0.00998419,0.0151286,0.0174465,0.029945,0.0237838,0.0546333,0.0307999,0.0155265,0.016756,0.0450353,0.0121885,0,0,0,0,0,0,0
151,0,0,0,0,0.0343179,0.0472412,0,0.034546,0.00949058,0.0263514,0.0182449,0,0,0.011971,0,0.0194888,0.00677977,0.0524952,0.0239885,0.0231795,0.0205721,0.0287822,0.0401817,0.013088,0.0194874,0.0194847,0.0438157,0.0149264,0.0160625,0.0125121,0.0102316,0.0362677,0.00792255,0.00886688,0.00422201,0.0428441,0.0084076,0.0161142,0.0133931,0.014427,0,0,0.0558407,0,0.0148845,0.0372649,0.058146,0.0298916,0.022067,0.010482,0.0341109,0.0348791,0.00519971,0.0590774,0.0110544,0.00999045,0.0146053,0.0167218,0,0.0235316,0.0535548,0.0309746,0.0156091,0.0168203,0.0452372,0.012028,0,0,0,0,0,0,0
152,0,0,0,0,0.0342821,0.047302,0,0.0362505,0.00951464,0.0272831,0.0183524,0,0,0.0116086,0,0.0194784,0.0066903,0.0522122,0.0245165,0.0233649,0.0211768,0.0288454,0.0402237,0.0135438,0.0199573,0.0198394,0.0438264,0.0148792,0.0160572,0.0126209,0.010353,0.0380072,0.00795664,0.00885985,0.00430326,0.0419842,0.0083896,0.0162901,0.0131166,0.0145525,0,0,0.0561249,0,0.0149393,0.037482,0.057963,0.0303162,0.0219048,0.0106117,0.0345485,0.0349495,0.00492768,0.0591333,0.0107765,0.00972502,0.0129206,0.0163795,0,0.0227682,0.0524941,0.031145,0.0157335,0.0168871,0.0454071,0.0120043,0,0,0,0,0,0,0
153,0,0,0,0,0.0342886,0.0473361,0,0.0376132,0.00953708,0.0281263,0.018433,0,0,0.0111941,0,0.019449,0.00651013,0.0518376,0.0247671,0.0235101,0.0217383,0.0288966,0.040326,0.0139334,0.0205096,0.0203106,0.043828,0.0147874,0.0160223,0.0127206,0.0104372,0.0395256,0.00798484,0.00887469,0.00438083,0.04097,0.00839918,0.0164086,0.0128568,0.0146579,0,0,0.0563863,0,0.0150258,0.0376661,0.0577123,0.0304928,0.0217983,0.0109429,0.0348621,0.0350759,0.00466364,0.0591248,0.0106313,0.00944348,0.0121663,0.0161206,0,0.0220251,0.0512867,0.0312907,0.0158813,0.0169493,0.0455232,0.0120132,0,0,0,0,0,0,0
154,0,0,0,0,0.0342149,0.047427,0,0.0389454,0.00948264,0.0288077,0.0184001,0,0,0.0108363,0,0.0194113,0.00628645,0.0515183,0.0246462,0.023595,0.0222398,0.0289483,0.0403827,0.0142243,0.0208993,0.0205378,0.0437329,0.0146666,0.0160583,0.0128466,0.0104607,0.0408787,0.00802967,0.00893775,0.00451519,0.039363,0.00839268,0.016509,0.0126762,0.0147577,0,0,0.0567733,0,0.0151338,0.0379412,0.0575533,0.0308432,0.0216719,0.0113179,0.0351506,0.0353344,0.00444258,0.059131,0.0105767,0.00903128,0.0118104,0.0158415,0,0.0218692,0.0496271,0.0315336,0.0160256,0.0170522,0.0456864,0.0120585,0,0,0,0,0,0,0
155,0,0,0,0,0.0340752,0.0475313,0,0.0403065,0.00946399,0.0293467,0.0183672,0,0,0.0104975,0,0.0194095,0.00606858,0.051239,0.0247095,0.0236198,0.0225874,0.0289493,0.040305,0.0145019,0.0211148,0.0203695,0.0436163,0.0144351,0.0161338,0.0130166,0.0104296,0.042208,0.00796693,0.00896795,0.0046366,0.0374542,0.00832369,0.0167267,0.0126037,0.0148061,0,0,0.0572657,0,0.0152049,0.0383243,0.0574043,0.0315727,0.0215388,0.0117152,0.035422,0.0356708,0.00423816,0.0591327,0.0106501,0.00856244,0.0112713,0.0156125,0,0.0228642,0.0476563,0.0318092,0.0161214,0.0171791,0.045878,0.0121873,0,0,0,0,0,0,0
156,0,0,0,0,0.0339562,0.0475661,0,0.0415633,0.00950615,0.0297014,0.0182986,0,0,0.0101456,0,0.019434,0.00595881,0.050999,0.0245941,0.0235905,0.0227778,0.0289963,0.0401774,0.0147224,0.0211944,0.0202752,0.0434834,0.0143058,0.0162118,0.0130662,0.0103603,0.0435885,0.00784807,0.00895831,0.00470198,0.0350659,0.00823161,0.0168725,0.0126112,0.0148427,0,0,0.0577988,0,0.0152478,0.0387294,0.0571822,0.0320191,0.0214317,0.0120881,0.0356017,0.0360633,0.00414298,0.0591243,0.0107734,0.00806112,0.00995763,0.0155299,0,0.0228386,0.0450157,0.0320776,0.0162485,0.0172862,0.0460482,0.0122974,0,0,0,0,0,0,0
157,0,0,0,0,0.0337998,0.0475328,0,0.0426991,0.00952539,0.0300944,0.0181594,0,0,0.0097561,0,0.0194607,0.0058373,0.0508702,0.0244714,0.0234858,0.0227487,0.029128,0.0400516,0.0148608,0.0211151,0.0205039,0.0433235,0.0142558,0.0161956,0.0130627,0.0102827,0.0449882,0.00784061,0.00898186,0.00477527,0.032045,0.00816101,0.0166799,0.0127724,0.0149033,0,0,0.0585032,0,0.0153264,0.0391134,0.0569331,0.0316038,0.0213544,0.012371,0.0357238,0.0364292,0.0043074,0.0590332,0.0109309,0.00752835,0.00864973,0.0155495,0,0.019246,0.0414386,0.0323613,0.0164529,0.0174144,0.0461748,0.0123834,0,0,0,0,0,0,0
158,0,0,0,0,0.0336095,0.0474376,0,0.043663,0.00946284,0.0303415,0.0180781,0,0,0.00944531,0,0.0194333,0.00570373,0.0508108,0.0243357,0.0232777,0.022602,0.0292117,0.0399617,0.0150369,0.0209758,0.0206525,0.0431707,0.0141663,0.0159885,0.0129777,0.010214,0.0462649,0.00797257,0.00903115,0.00483955,0.0290216,0.00808976,0.0166608,0.0129602,0.014945,0,0,0.0593613,0,0.0154361,0.0395301,0.0567652,0.0315363,0.0213617,0.012829,0.0357736,0.0368515,0.00498684,0.058837,0.0115242,0.00760196,0.00781271,0.0155482,0,0.0170582,0.0379495,0.0325925,0.0166743,0.0175533,0.0462319,0.0124164,0,0,0,0,0,0,0
159,0,0,0,0,0.033478,0.0473056,0,0.044602,0.00944176,0.030264,0.0181472,0,0,0.00920675,0,0.0194092,0.00553702,0.0507622,0.0242238,0.0229992,0.0223693,0.0292844,0.039958,0.0151477,0.0207944,0.0212042,0.0430399,0.0140196,0.015817,0.012858,0.0101024,0.0473076,0.00812479,0.00902827,0.00483939,0.0264343,0.00802524,0.0169582,0.0132764,0.0149833,0,0,0.0600135,0,0.0155284,0.0399718,0.0566152,0.0319409,0.0213994,0.0133901,0.0357558,0.0373256,0.00611167,0.0585557,0.0124513,0.00815038,0.00732967,0.0155193,0,0.0160531,0.0349228,0.0327528,0.0169082,0.0177777,0.0462479,0.0124116,0,0,0,0,0,0,0
160,0,0,0,0,0.0332295,0.0471464,0,0.0453934,0.00941168,0.0301645,0.0183624,0,0,0.00896712,0,0.0194257,0.00536808,0.0506801,0.0239351,0.0227366,0.0219084,0.0294751,0.0400219,0.0149494,0.0205539,0.0211324,0.0427727,0.0139494,0.0157788,0.0127233,0.0099199,0.0478845,0.00835712,0.00905419,0.00483354,0.024215,0.00797513,0.0175281,0.0137564,0.0150553,0,0,0.060376,0,0.0156326,0.0404142,0.0564232,0.0325606,0.0214122,0.0139393,0.0357633,0.0378026,0.00764933,0.0582705,0.0135832,0.00888074,0.00730421,0.0155965,0,0.0150109,0.032245,0.0329431,0.0172012,0.0180518,0.0462267,0.0123151,0,0,0,0,0,0,0
161,0,0,0,0,0.0330215,0.0469928,0,0.0460266,0.00937942,0.0299316,0.0186932,0,0,0.0087576,0,0.0194319,0.00520442,0.0506264,0.0235755,0.0224012,0.0211893,0.0297309,0.0401426,0.0145126,0.0202809,0.0206932,0.0424493,0.013878,0.0157453,0.0125338,0.00972686,0.0484619,0.00867818,0.00908035,0.00484975,0.0220946,0.00793437,0.0177523,0.0144945,0.0150935,0,0,0.0606414,0,0.0157417,0.0407154,0.0562653,0.0323928,0.0212998,0.0143785,0.0359516,0.0382925,0.00929597,0.0578616,0.0148819,0.0097347,0.00730171,0.0156948,0.0231686,0.0137276,0.0292208,0.0330375,0.0174367,0.0182395,0.0461545,0.0121601,0,0,0,0,0,0,0
162,0,0,0,0,0.0330069,0.0468875,0,0.0462407,0.00929844,0.0294462,0.0189885,0,0,0.00881884,0,0.0194746,0.00516281,0.0505017,0.0230426,0.0220736,0.020435,0.0299986,0.0403358,0.0143829,0.0199745,0.0196187,0.0420833,0.0138125,0.0156965,0.0121723,0.0096044,0.0487169,0.00899434,0.00912558,0.0049431,0.025217,0.00790448,0.024858,0.0150019,0.0150625,0,0,0.0610019,0,0.0158606,0.0409798,0.0556323,0.0400745,0.0212143,0.015302,0.0362554,0.0387598,0.011528,0.0579747,0.0170452,0.0124858,0.0104181,0.0164072,0.0254188,0.00881859,0.0366761,0.0330916,0.0176582,0.0183947,0.0462002,0.011927,0,0,0,0,0,0,0
163,0,0,0,0,0.0317068,0.0494249,0,0.0423376,0.00802032,0.0286984,0.0200673,0,0,0.0161212,0,0.020751,0.00829522,0.04972,0.0243778,0.0244539,0.0211426,0.0339405,0.0408827,0.0157402,0.0219459,0.0190243,0.0425552,0.0132801,0.0147094,0.011361,0.0107812,0.0442257,0.011113,0.0100393,0.00640344,0.0188962,0.00746758,0.0296222,0.00941305,0.0147635,0,0,0.0665678,0,0.0169438,0.0449322,0.044116,0.0405955,0.0285583,0.0278214,0.0444771,0.040394,0.0205532,0,0.0299924,0.0252081,0.0174728,0.0170187,0,0,0.0206945,0.03663,0.0191604,0.0203369,0.0501766,0.0114417,0,0,0,0,0,0,0
164,0,0,0,0,0.0332028,0.0479803,0,0.0455382,0.00931949,0.0281928,0.0204393,0,0,0.0119291,0,0.0196613,0.00551685,0.0503499,0.0220411,0.0215203,0.0188316,0.0313691,0.041598,0.0146548,0.0191762,0.0178586,0.0412078,0.0135036,0.0154887,0.011499,0.00943408,0.0480652,0.0102185,0.00942987,0.00484933,0.0382133,0.00773597,0.0368716,0.0153376,0.0148156,0,0,0.0619117,0,0.0160519,0.0420424,0.0539038,0.0502113,0.0214344,0.0175002,0.0382496,0.0408535,0.0167194,0.0591115,0.022559,0.019202,0.0159489,0.0208376,0.0284392,0.00700313,0.0475254,0.0331916,0.0185347,0.0188793,0.0478064,0.0111561,0,0,0,0,0,0,0
165,0,0,0,0,0.032776,0.0474802,0,0.044519,0.0092248,0.0271332,0.0198246,0,0,0.0109154,0,0.0197408,0.00529714,0.0498586,0.0212273,0.0211506,0.0179468,0.0310544,0.0410404,0.0141147,0.0183915,0.0169427,0.0411121,0.0134683,0.0153538,0.0111115,0.00960393,0.0469729,0.0102816,0.00932822,0.00500914,0.0440974,0.00778975,0.0415444,0.015207,0.0149505,0,0,0.0613059,0,0.0161734,0.0416764,0.0538765,0.0559364,0.0218403,0.0167642,0.0373607,0.0410326,0.0181291,0.0588973,0.023269,0.0200047,0.0176437,0.0233092,0.0302477,0.00811405,0.053567,0.032632,0.0183731,0.018906,0.0473366,0.0111195,0,0,0,0,0,0,0
166,0,0,0,0,0.032276,0.0469325,0,0.0436365,0.00906492,0.0261247,0.0195026,0,0,0.0103603,0,0.0197971,0.00521601,0.0495182,0.0204984,0.0210714,0.0168509,0.0307363,0.0405845,0.0134499,0.0174803,0.0161184,0.0410177,0.0134189,0.0152259,0.0107642,0.00973648,0.0460296,0.0103468,0.00935967,0.00503833,0.0440262,0.0078238,0.041215,0.0147261,0.0148012,0,0,0.0613706,0,0.0162367,0.0417678,0.0538757,0.0556766,0.0221073,0.0160076,0.0369685,0.0408077,0.0182904,0.058644,0.0227795,0.0197952,0.0177429,0.0233797,0.0301462,0.00773488,0.0530678,0.0326455,0.0184908,0.0189979,0.0468836,0.0111631,0,0,0,0,0,0,0
167,0,0,0,0,0.0321199,0.0466298,0,0.0423746,0.0089045,0.0250641,0.0192666,0,0,0.0101709,0,0.0198369,0.00529324,0.0491505,0.0198993,0.0211554,0.0156667,0.0304833,0.0402316,0.0127554,0.0165408,0.0153819,0.0410595,0.0133591,0.0150153,0.0103484,0.00994837,0.0447312,0.0103198,0.0094092,0.00511329,0.0395745,0.0077854,0.0373958,0.0140839,0.0147054,0,0,0.0614043,0,0.0162132,0.0418414,0.0540778,0.0517369,0.0221805,0.0149898,0.0369251,0.040639,0.0170069,0.0580134,0.0211093,0.0184562,0.0165461,0.0218452,0.0286871,0.00612699,0.0486672,0.0327521,0.0185886,0.0190189,0.0466365,0.0112741,0,0,0,0,0,0,0
168,0,0,0,0,0.0317559,0.0464561,0,0.0407275,0.0087941,0.0239069,0.0190735,0,0,0.0101366,0,0.0199054,0.0054022,0.0487128,0.0194758,0.0213465,0.0144614,0.0302066,0.0399986,0.0120948,0.0155523,0.0141372,0.0411517,0.0133284,0.0148141,0.00995723,0.0102339,0.0429386,0.0103601,0.00943355,0.00519725,0.0320369,0.00770508,0.0309353,0.0132857,0.0146302,0,0,0.0614012,0,0.0161241,0.0418952,0.0545207,0.0451482,0.0222233,0.0138193,0.0370551,0.0405274,0.015044,0.0572206,0.0187618,0.0162423,0.0142885,0.0195242,0.0265031,0.00463287,0.0414683,0.0329577,0.0186343,0.0190118,0.046426,0.0113712,0,0,0,0,0,0,0
169,0,0,0,0,0.0315406,0.0462971,0,0.0387768,0.0087505,0.0226714,0.0188288,0,0,0.010111,0,0.0199768,0.00547006,0.0482184,0.019077,0.0216768,0.0131542,0.0297205,0.0400726,0.0113095,0.0144479,0.0127679,0.0413485,0.0133564,0.0146225,0.0096727,0.0105476,0.0406537,0.0103546,0.0094296,0.00527548,0.0234356,0.00772035,0.0231072,0.012425,0.0145459,0,0,0.0613183,0,0.016087,0.0418277,0.0550911,0.0367621,0.0226411,0.012775,0.0370906,0.0402819,0.012805,0.0565152,0.0162999,0.0135714,0.0114301,0.017239,0.02442,0.0058841,0.032767,0.0328287,0.0186814,0.0190787,0.0461428,0.011315,0,0,0,0,0,0,0
170,0,0,0,0,0.0312278,0.0458696,0,0.0365931,0.00878147,0.0215629,0.0184076,0,0,0.0100585,0,0.0199821,0.00536937,0.0478604,0.0189501,0.0222614,0.0117285,0.0287564,0.0402933,0.0103861,0.0131646,0.0111048,0.0419161,0.013405,0.0144819,0.0094991,0.0108473,0.0380842,0.0102949,0.00940692,0.00530827,0.0189171,0.00771298,0.0172508,0.0112161,0.0144241,0,0,0.0609563,0,0.015978,0.0414641,0.0555734,0.0286446,0.0232613,0.0120228,0.0368873,0.0397579,0.0103817,0.0560251,0.0140971,0.0109301,0.0088514,0.015948,0,0.00923528,0.0259076,0.0325282,0.0186818,0.0191763,0.0455862,0.0111541,0,0,0,0,0,0,0
171,0,0,0,0,0.0309627,0.0455155,0,0.0339191,0.00880908,0.0205809,0.0180324,0,0,0.0101349,0,0.0199921,0.00529949,0.04748,0.0189641,0.0228276,0.0103175,0.0278199,0.0405458,0.0092837,0.0119862,0.00960667,0.0425939,0.0133573,0.0142805,0.00931943,0.0112055,0.0351596,0.0102911,0.00940292,0.00535313,0.0199331,0.00762871,0.0150402,0.0103912,0.0143658,0,0,0.0603302,0,0.0158646,0.0410154,0.0562247,0.0241027,0.0235692,0.0116357,0.0365354,0.0394032,0.00825105,0.0555933,0.0123732,0.00940756,0.00779945,0.0158919,0.0239008,0.0104646,0.0259976,0.0322961,0.0186163,0.0191303,0.0451371,0.0110696,0,0,0,0,0,0,0
172,0,0,0,0,0.0310839,0.0454261,0,0.030741,0.00877175,0.0199585,0.0178417,0,0,0.0105889,0,0.0200315,0.00553361,0.0471867,0.0195002,0.0233185,0.00908582,0.02711,0.0405706,0.0081263,0.0110291,0.00805967,0.0433471,0.0131637,0.0139842,0.00923718,0.0115488,0.0315822,0.0102165,0.00945236,0.00546309,0.0218416,0.00759174,0.0134914,0.00953693,0.0142413,0,0,0.0601044,0,0.0158875,0.0408298,0.0564891,0.0212949,0.0238368,0.0116127,0.0363787,0.0392364,0.00665522,0.0555518,0.0114449,0.00845249,0.00735409,0.0162679,0.0239111,0.0106854,0.0291893,0.0324507,0.0186798,0.0192138,0.0450266,0.0109304,0,0,0,0,0,0,0
173,0,0,0,0,0.0311823,0.0455273,0,0.027249,0.00872691,0.0197325,0.0178517,0,0,0.0115194,0,0.0200918,0.00600838,0.0469661,0.0203502,0.0236739,0.00817117,0.026555,0.0404061,0.00746795,0.0103349,0.00658357,0.0440326,0.0128697,0.0136931,0.00928092,0.0117986,0.0271794,0.0101403,0.00948619,0.00566234,0.0235661,0.00756056,0.0115575,0.00864077,0.0140526,0,0,0.060348,0,0.0159871,0.0408887,0.0564656,0.0182429,0.024086,0.0117448,0.0362554,0.039308,0.00564172,0.0557589,0.0111228,0.00803408,0.00625724,0.0172535,0.0229913,0.0108838,0.0321173,0.0329747,0.0188119,0.0194332,0.0451767,0.010704,0,0,0,0,0,0,0
174,0,0,0,0,0.0302581,0.0456959,0,0.0237796,0.00859011,0.0203328,0.0180379,0,0,0.0127301,0,0.0202021,0.00658607,0.0467695,0.0214262,0.023993,0.00782613,0.0260677,0.0401206,0.00706111,0.0100713,0.00568093,0.0447956,0.0124503,0.0136608,0.00959314,0.0120098,0.0217262,0.0102297,0.00955261,0.00600088,0.024587,0.00751009,0.00902217,0.00793608,0.0138347,0,0,0.0609864,0,0.0161254,0.0412518,0.0562621,0.0158579,0.0242989,0.0118049,0.0359946,0.0395309,0.00547839,0.056008,0.011632,0.00909942,0.00528618,0.0183875,0.0214532,0.0106306,0.033008,0.0336318,0.0189554,0.0196971,0.0454809,0.010442,0,0,0,0,0,0,0
175,0,0,0,0,0.0300986,0.0456622,0,0.0208919,0.00842777,0.0218891,0.0184801,0,0,0.013958,0,0.02033,0.00716703,0.046639,0.0227526,0.0243566,0.00826335,0.0257821,0.0396278,0.00669822,0.010298,0.00540471,0.045774,0.0118557,0.0140346,0.0101254,0.0123011,0.0155417,0.0104172,0.00962798,0.0064467,0.0261236,0.00748193,0.00598754,0.00747959,0.0136144,0,0,0.0617678,0,0.0162729,0.0416855,0.0562223,0.014953,0.0245017,0.0115648,0.0357416,0.0397144,0.00658102,0.0560211,0.0130799,0.0111959,0.00527963,0.0192606,0.0202373,0.00978863,0.0337376,0.0343061,0.0191453,0.0200353,0.0456445,0.0101705,0,0,0,0,0,0,0
176,0,0,0,0,0,0.0478205,0,0.0195795,0.00825776,0.0245904,0.0192879,0,0,0.0155388,0,0.0204669,0.00798024,0.0466403,0.0245262,0.0247486,0.00945561,0.0256169,0.0411076,0.00665013,0.0108778,0.00643982,0.0469133,0.0111791,0.0150757,0.0109205,0.0126851,0.00902065,0.010897,0.00970665,0.00662756,0.0291099,0.0074912,0.00433265,0.00725338,0.0151773,0,0,0.0616296,0,0.0163112,0.0415803,0.0567276,0.01503,0.0249559,0.0107959,0.0356425,0.0409208,0.00804775,0.055724,0.0145496,0.0131631,0.00611332,0.0197464,0.0195019,0.00911966,0.0363447,0.0331219,0.0192245,0.0200691,0.0472746,0.0105719,0,0,0,0,0,0,0
177,0,0,0,0,0,0.0496858,0,0.0208388,0.00719678,0.0280975,0.0207336,0,0,0.0224539,0,0.0217175,0.0113945,0.046152,0.0262262,0.0271005,0.0124821,0.0281971,0.0417028,0.00887787,0.0138528,0.00823228,0.0490365,0.0106528,0.0173654,0.0112507,0.0131073,0.00787887,0.013274,0.0104419,0.0079695,0.0178307,0.0073391,0.0193915,0.00557161,0.0151869,0,0,0.0649721,0,0.0172527,0.0442392,0.047043,0.0208936,0.0328252,0.0232704,0.0427597,0.0421146,0.0136162,0,0.0288283,0.0229921,0.0162462,0.0188769,0,0.0204487,0.0228298,0.0357456,0.0203683,0.0215407,0.0500802,0.0120738,0,0,0,0,0,0,0
178,0,0,0,0,0.0304277,0.0460054,0,0.0255164,0.00823144,0.0322607,0.0213497,0,0,0.0170533,0,0.020461,0.00856866,0.0459157,0.0282884,0.0257892,0.0124312,0.0259181,0.03916,0.00807913,0.0138731,0.00958605,0.0493273,0.0107072,0.0205657,0.012853,0.0130078,0.0134044,0.0100414,0.00959394,0.00623306,0.0355721,0.00728729,0.00405238,0.0065776,0.0135536,0,0,0.0609854,0,0.0165139,0.041828,0.0580912,0.0146204,0.0249667,0.0101089,0.0355547,0.0413768,0.00723315,0.0557097,0.0143265,0.0124785,0.00765877,0.0188108,0,0.00984537,0.0444134,0.0343989,0.0198122,0.02051,0.0458436,0.00983397,0,0,0,0,0,0,0
179,0,0,0,0,0.0300633,0.04715,0,0.0304328,0.0073622,0.0350545,0.021998,0,0,0.0222678,0,0.0214412,0.0109535,0.0451171,0.0283673,0.0282731,0.0150253,0.0274005,0.0401787,0.0107686,0.0178158,0.0113665,0.0514737,0.0113626,0.0239086,0.0129628,0.0132875,0.0211058,0.0119828,0.0101256,0.00751462,0.0230559,0.00717417,0.0192423,0.00518015,0.0143888,0,0,0.0628057,0,0.0171047,0.0434012,0.0485366,0.023322,0.0326795,0.0211391,0.0413959,0.0411813,0.0101158,0,0.0241127,0.0151953,0.0178398,0.0187227,0.0324425,0.0219878,0.0283845,0.0362457,0.0204361,0.0213761,0.0474415,0.0136447,0,0,0,0,0,0,0
