Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
37,0,0,0,0,0.0165212,0.0159634,0,0,0.0431198,0.0144104,0.0177366,0.00165809,0,0,0.00792749,0,0.0167025,0.00408859,0.0453734,0.0147484,0.032634,0.0135558,0.00331952,0.0195556,0.00376844,0.00777061,0.00795401,0.0130701,0.00651288,0.0190649,0.0417068,0.00941499,0.00576814,0.00276234,0.0563005,0.0142031,0.00450105,0.0144908,0,0,0.00623176,0,0.0123834,0.00458781,0.0664009,0.0591557,0.0222232,0.0166123,0.00373145,0.0132005,0.0247703,0.0487185,0.0195179,0.00828257,0.0607178,0.0122913,0.00274191,0.00259414,0.0142455,0.0145274,0,0,0,0,0,0.0142212,0.0432371,0.0503755,0.0236019,0.0299373,0.0280374,0,0.0350863,0,0
38,0,0,0,0,0.0165732,0.0178742,0,0,0.0411192,0.0140492,0.0165323,0.00168634,0,0,0.00707242,0,0.0170317,0.0033618,0.0452789,0.014036,0.032557,0.0123333,0.00420232,0.0183767,0.00396357,0.00724612,0.00757912,0.0126295,0.00585914,0.0184115,0.0387213,0.00833041,0.00644226,0.00162066,0.0507504,0.0143213,0.004764,0.0142105,0,0,0.00487031,0,0.012835,0.00513983,0.0665692,0.0532918,0.0205397,0.0156924,0.00532542,0.0154162,0.0237852,0.0477068,0.0191759,0,0.0546757,0.0115214,0.00299714,0.00371028,0.0164355,0.0134728,0,0,0,0,0,0.0131462,0.0426773,0.0450934,0.021837,0.0277637,0.0267222,0,0.0342777,0,0
39,0,0,0,0,0.0164363,0.0153588,0,0,0.041497,0.0142529,0.0162873,0.00342052,0,0,0.00776222,0,0.0167735,0.00373244,0.0441429,0.0157111,0.0323635,0.0114707,0.00276502,0.0190918,0.00395569,0.00943486,0.00863626,0.0144804,0.00655927,0.0182528,0.0410465,0.00897894,0.00600586,0.00240428,0.0462136,0.0140992,0.00364799,0.0144878,0,0,0.00578373,0,0.0124149,0.00465823,0.0669225,0.0514438,0.0215607,0.0132108,0.00368825,0.012285,0.0213948,0.0464029,0.0193029,0,0.0527649,0.0113079,0.00336642,0.00306704,0.0136249,0.0145085,0,0,0,0,0,0.0113199,0.043485,0.0417586,0.018547,0.0272654,0.0222587,0,0.0334225,0,0
40,0,0,0,0,0.016566,0.0140402,0,0,0.0411202,0.01419,0.015847,0.00305108,0,0,0.00790635,0,0.0167331,0.00367099,0.0434714,0.0174392,0.0327228,0.0114122,0.00210374,0.0190208,0.00508387,0.0115851,0.00941602,0.0157404,0.00702134,0.0179513,0.0416511,0.00902574,0.00588462,0.00286434,0.0378142,0.0139623,0.00281815,0.0148799,0,0,0.00635161,0,0.0123783,0.00473929,0.0674524,0.0441514,0.0216888,0.0110224,0.00325868,0.0101528,0.0185494,0.0449113,0.0188267,0,0.045841,0.0107631,0.00384361,0.00303652,0.0122542,0.0150868,0,0,0,0,0,0.0094694,0.0440357,0.0342938,0.0147725,0.0250046,0.0180179,0,0.0314041,0,0
41,0,0,0,0,0.0166879,0.0131491,0,0,0.0402361,0.0140846,0.0152709,0.00188691,0,0,0.00798167,0,0.0167602,0.00369763,0.0429313,0.0186453,0.0332874,0.0117617,0.001686,0.0189036,0.00646995,0.0134545,0.0102617,0.0169016,0.00727942,0.0175781,0.0414274,0.00898618,0.00587209,0.00315344,0.0280914,0.0139222,0.00201257,0.0151719,0,0,0.00662026,0,0.012433,0.00497636,0.0681206,0.0342209,0.0216614,0.00960665,0.00313198,0.00862902,0.0161074,0.0436652,0.0173022,0,0.0369003,0.0101135,0.00438227,0.00325717,0.0113014,0.0154139,0,0,0,0,0,0.00773968,0.0446681,0.0241382,0.0112445,0.0212475,0.0140721,0,0.0284096,0,0
42,0,0,0,0,0.0165084,0.0124226,0,0,0.0389561,0.013951,0.0146039,0.00222837,0,0,0.00810208,0,0.0168418,0.00358846,0.0424396,0.0194149,0.0338746,0.0124303,0.00148424,0.0186283,0.00799932,0.015341,0.011259,0.0180162,0.007445,0.0171907,0.0406887,0.00885084,0.00592053,0.00334237,0.0231785,0.013904,0.00110846,0.0151622,0,0,0.00660523,0,0.0125196,0.00524469,0.0687834,0.0254365,0.0213992,0.00939196,0.00318011,0.00740372,0.0139537,0.0427388,0.0153061,0,0.0315195,0.00932795,0.00513811,0.00350049,0.0103711,0.0154432,0,0,0,0,0,0.00647521,0.0454812,0.01457,0.00848252,0.0173494,0.0103506,0,0.0257973,0,0
43,0,0,0,0,0.0159444,0.011603,0,0,0.0370471,0.013717,0.0138075,0.000462664,0,0,0.00827952,0,0.0169165,0.0032264,0.0419427,0.020136,0.0343491,0.013657,0.00151713,0.0179646,0.00970706,0.0174119,0.0122481,0.0189012,0.00758342,0.0168155,0.0395571,0.00859545,0.00599606,0.00341032,0.024603,0.0138302,0.00129606,0.0147977,0,0,0.00631423,0,0.0125853,0.00542853,0.0692016,0.0205639,0.0207135,0.0103359,0.00326674,0.00629373,0.0117974,0.0424658,0.0134633,0,0.0322582,0.00834928,0.00568094,0.00373102,0.0094932,0.0151184,0,0,0,0,0,0.00608349,0.0464635,0.00885887,0.00724074,0.0145527,0.00724484,0,0.024779,0,0
44,0,0,0,0,0.0148145,0.0106373,0,0,0.0340023,0.0134898,0.012799,0.00275692,0,0,0.00835454,0,0.0170228,0.00301713,0.0413459,0.0209145,0.0348138,0.0154975,0.00189436,0.0167824,0.0115842,0.0195881,0.0129385,0.0194023,0.00757272,0.0164179,0.0375233,0.00834997,0.00613314,0.00341836,0.0261976,0.0137247,0.0027922,0.0139488,0,0,0.00579976,0,0.0126206,0.00556865,0.069355,0.0183458,0.0206976,0.0111319,0.00330246,0.00521573,0.0101307,0.0430452,0.0124342,0,0.0345226,0.00722026,0.00648185,0.00396396,0.00857647,0.0142572,0,0,0,0,0,0.00704063,0.0475694,0.00756405,0.00715636,0.0126079,0.0055835,0,0.0252169,0,0
45,0,0,0,0,0.0133682,0.00955377,0,0,0.029531,0.0132746,0.0119689,0.00312027,0,0,0.00838032,0,0.0171153,0.00296739,0.0408852,0.0219421,0.0351698,0.0176726,0.0023613,0.0153106,0.0134894,0.0219234,0.0133548,0.0192647,0.00741963,0.0161989,0.0339188,0.00801171,0.00628897,0.00337544,0.0272362,0.0136138,0.00421558,0.0129463,0,0,0.00517807,0,0.0126277,0.00566231,0.069339,0.0174399,0.0210569,0.0120053,0.00313129,0.00430232,0.00934773,0.0434278,0.0134341,0,0.0340493,0.006061,0.00678045,0.0042045,0.00769512,0.0131723,0,0,0,0,0,0.00914717,0.0487213,0.00652566,0.00692189,0.0112422,0.00530194,0,0.0258956,0,0
46,0,0,0,0,0.0102791,0.00848502,0,0,0.0226006,0.0131687,0.012195,0.00228242,0,0,0.00928289,0,0.0169868,0.00329153,0.0407198,0.0242567,0.0352133,0.0205291,0.00260196,0.0131481,0.0159091,0.025087,0.0134236,0.018776,0.00750949,0.0164539,0.0298933,0.00779138,0.00621254,0.00303538,0.0310153,0.0135281,0.00541798,0.0101236,0,0,0.00492285,0,0.0126118,0.00527004,0.0692751,0.0174447,0.0214874,0.0140519,0.00301558,0.00539551,0.00967921,0.042936,0.0158025,0,0.0334566,0.00645165,0.00588827,0.00420947,0.007227,0.0103164,0,0,0,0,0,0.0122891,0.0498622,0.00593697,0.00771687,0.0105518,0.00619309,0,0.0259638,0,0
47,0,0,0,0,0.00924824,0.00746562,0,0,0.0163792,0.0129675,0.0135789,0.00430177,0,0,0.00907509,0,0.0169763,0.00315309,0.0406022,0.02542,0.0351664,0.0228388,0.00272576,0.0120944,0.0179682,0.0276151,0.0128167,0.0173111,0.00758805,0.0169332,0.0250086,0.00700454,0.00622495,0.00283894,0.03553,0.0136178,0.00654386,0.00957502,0,0,0.00449037,0,0.0126873,0.00558017,0.0694081,0.0219826,0.0219969,0.0159632,0.00294458,0.00448096,0.0110732,0.0420849,0.0182943,0,0.0347321,0.0052097,0.00585168,0.00431612,0.00635304,0.0091042,0,0,0,0,0,0.0153237,0.0511217,0.0115359,0.00960146,0.00982145,0.00839645,0,0.0258241,0,0
48,0,0,0,0,0.00858068,0.00661409,0,0,0.0102288,0.0127529,0.0159721,0.005219,0,0,0.00874501,0,0.0169973,0.00301219,0.0402963,0.0267077,0.0353663,0.0250761,0.00274181,0.0113512,0.0200552,0.0298234,0.0116754,0.0149561,0.00765164,0.0176253,0.0225177,0.00637696,0.00631176,0.00262395,0.0346242,0.0136497,0.00767108,0.009052,0,0,0.00444645,0,0.0127089,0.00559432,0.0696469,0.0228077,0.0224747,0.0153834,0.00334101,0.00417204,0.0117881,0.0421498,0.0197921,0.019238,0.0353483,0.0046905,0.00596182,0.0042639,0.00562188,0.00771849,0,0,0,0,0,0.0185668,0.0526809,0.0117202,0.0101611,0.0106675,0.00982881,0,0.0266898,0,0
49,0,0,0,0,0.00824862,0.00577725,0,0,0.0143505,0.0126466,0.0191392,0.00501147,0,0,0.00816839,0,0.0170064,0.00283712,0.040169,0.0272509,0.0356674,0.0271364,0.00301578,0.0106951,0.0219539,0.0316628,0.0101678,0.0118637,0.00786486,0.0183908,0.0237586,0.00570025,0.00636367,0.00247581,0.0360519,0.01368,0.00841379,0.008732,0,0,0.00475923,0,0.012676,0.00562314,0.070156,0.0224416,0.0226731,0.0153538,0.00343317,0.00406161,0.011207,0.0426035,0.0202444,0.0197182,0.0369902,0.0046288,0.00586624,0.00412708,0.00488511,0.00673554,0,0,0,0,0,0.0216779,0.0544115,0.0133542,0.00992799,0.0111137,0.00993088,0,0.0267123,0,0
50,0,0,0,0,0.0078003,0.00510806,0,0,0.0245519,0.0126587,0.0225595,0.00434556,0,0,0.00784526,0,0.0169561,0.00275937,0.0398562,0.027213,0.0358923,0.0288228,0.00334756,0.0102043,0.0235937,0.0333168,0.00845732,0.00849439,0.00827299,0.0192286,0.0302432,0.00512693,0.00630244,0.00247098,0.0371537,0.0137678,0.00913291,0.00807648,0,0,0.00540746,0,0.0126041,0.00594107,0.0705542,0.0198205,0.022589,0.0149129,0.00348655,0.00377393,0.00974561,0.0430894,0.018693,0.0198622,0.0379073,0.00464402,0.00583286,0.00400598,0.00412718,0.00620702,0,0,0,0,0,0.0244849,0.0564351,0.0136538,0.00906541,0.0115441,0.0086651,0,0.0262587,0,0
51,0,0,0,0,0.00783578,0.00476473,0,0,0.0356268,0.0128103,0.0257387,0.00438741,0,0,0.00735665,0,0.0168927,0.00264234,0.0394806,0.026696,0.0358412,0.0302598,0.00370702,0.0102302,0.0250267,0.0349984,0.00698654,0.00564815,0.00863544,0.0201842,0.0403344,0.00480305,0.00619982,0.00256863,0.031073,0.0138843,0.00941472,0.00797174,0,0,0.00620987,0,0.0125482,0.00603838,0.0700151,0.015045,0.0224587,0.00929594,0.00327108,0.00383319,0.00881848,0.0443469,0.0130698,0.0176393,0.0327415,0.00520602,0.00547321,0.00380036,0.00357357,0.00642196,0,0,0,0,0,0.026977,0.0584915,0.0105791,0.00518313,0.0106005,0.00728767,0,0.026685,0,0
52,0,0,0,0,0.007848,0.00452862,0,0,0.0473457,0.0131069,0.0286214,0.00549756,0,0,0.0068372,0,0.0168003,0.00253568,0.038767,0.0254732,0.0357708,0.0316242,0.00419749,0.0102664,0.0264019,0.0361029,0.00630024,0.00417855,0.00910667,0.0211653,0.0522317,0.00471924,0.00602876,0.00278802,0.0277968,0.0140424,0.00979041,0.00781422,0,0,0.00722269,0,0.0125135,0.00630274,0.0698019,0.0110024,0.0221204,0.00540482,0.00316156,0.00388108,0.00886687,0.0449755,0.00964571,0.01742,0.0299909,0.00598575,0.00516831,0.00367543,0.00332849,0.00662645,0,0,0,0,0,0.0291815,0.0605775,0.00903094,0.00448159,0.010663,0.00768467,0,0.0262611,0,0
53,0,0,0,0,0.00783858,0.00457197,0,0,0.0591343,0.0135313,0.0309493,0.00621351,0,0,0.00633883,0,0.0166437,0.00255162,0.0379426,0.0234482,0.0355288,0.0327233,0.00468723,0.0102108,0.0273485,0.036643,0.00651257,0.00474931,0.00985777,0.0221794,0.0650954,0.00474578,0.00578555,0.00314944,0.0251424,0.0141889,0.00998894,0.00771191,0,0,0.00812453,0,0.0124834,0.00662625,0.0696035,0.00926255,0.0218389,0.00321984,0.00301796,0.00403361,0.00921921,0.0454542,0.00810412,0.0185196,0.0273001,0.00674523,0.00490655,0.00364897,0.00357429,0.00708299,0,0,0,0,0,0.0310036,0.0624732,0.00891551,0.00478993,0.0108568,0.00816824,0,0.0262171,0,0
54,0,0,0,0,0.00820703,0.00516166,0,0,0.0703904,0.0139651,0.0325878,0.00616185,0,0,0.00445355,0,0.0165801,0.00213854,0.0373154,0.0205842,0.0351715,0.0334771,0.00510826,0.00992685,0.0279951,0.0367769,0.00728412,0.00663728,0.010551,0.0232929,0.0788934,0.00387748,0.00562708,0.00334134,0.0219409,0.0142414,0.0100449,0.00812942,0,0,0.00911258,0,0.0124178,0.0067172,0.0692276,0.0102733,0.0214999,0.00232611,0.0027926,0.00501913,0.00908033,0.0462022,0.00788204,0.0187312,0.0244001,0.00792658,0.00407702,0.00352425,0.00435326,0.00842024,0,0,0,0,0,0.0325555,0.0640434,0.00927522,0.00440107,0.011121,0.00820178,0,0.0263039,0,0
55,0,0,0,0,0.00800493,0.00555788,0,0,0.0807511,0.0144416,0.0334252,0.0054972,0,0,0.00419532,0,0.0163862,0.00215471,0.0369281,0.0169207,0.0346277,0.033612,0.00537345,0.00934884,0.0278787,0.0359495,0.00832588,0.0090522,0.0110961,0.0245181,0.0934169,0.00399879,0.00532285,0.0036072,0.0204281,0.0142587,0.0101043,0.00813373,0,0,0.00921135,0,0.0123718,0.00710565,0.0686423,0.0116517,0.0214123,0.00194554,0.00259135,0.00496277,0.00808338,0.047063,0.00820512,0.0190055,0.0218432,0.00800396,0.00398127,0.00369792,0.00504451,0.00952117,0,0,0,0,0,0.0336406,0.0652478,0.0100466,0.00387241,0.0117524,0.0077303,0,0.0264568,0,0
56,0,0,0,0,0.00781424,0.00606538,0,0,0.0903021,0.0147954,0.0335847,0.00458369,0,0,0.00327733,0,0.0162627,0.00193436,0.0367598,0.0127751,0.0340205,0.0328974,0.00563211,0.00836269,0.0267464,0.0337828,0.00960108,0.0116942,0.0114414,0.0257931,0.106406,0.00353675,0.00514137,0.00366372,0.0217806,0.0142658,0.0103362,0.00829123,0,0,0.00900694,0,0.0123477,0.0073813,0.0682458,0.0172958,0.0214876,0.00256049,0.00238194,0.00516682,0.00722978,0.0473589,0.0113308,0,0.0221361,0.00796914,0.00393688,0.00388363,0.00575989,0.0102825,0,0,0,0,0,0.0341297,0.0661022,0.014392,0.00333784,0.0114999,0.00623429,0,0.0261513,0,0
57,0,0,0,0,0.0102413,0.00722456,0,0,0.0988603,0.0147719,0.0337967,0.0037033,0,0,0.000932911,0,0.0163048,0.00191161,0.0367096,0.01094,0.0333202,0.0312569,0.00574254,0.00760639,0.0249996,0.0304693,0.0109951,0.0147013,0.0118456,0.0269897,0.116674,0.000670748,0.005363,0.00327971,0.0205327,0.0142838,0.0103427,0.0110018,0,0,0.00899661,0,0.0123576,0.00752156,0.0675763,0.0191419,0.0216797,0.00209628,0.00219939,0.00464799,0.00601254,0.0484014,0.0117524,0,0.0209154,0.00741472,0.00355815,0.00397805,0.00633806,0.0122344,0,0,0,0,0,0.0340306,0.066539,0.015268,0.00198153,0.0115448,0.00595696,0,0.0264002,0,0
58,0,0,0,0,0.0100799,0.00738181,0,0,0.104996,0.0147977,0.0343057,0.00293754,0,0,0.00192156,0,0.0162838,0.00202169,0.0367696,0.0117919,0.0326676,0.0290265,0.0056312,0.00641368,0.0236226,0.0267245,0.0126357,0.0179811,0.0125379,0.0283011,0.124314,0.000774589,0.00538031,0.00291702,0.0201971,0.0141927,0.0108456,0.01108,0,0,0.00842984,0,0.0123419,0.00721187,0.0670427,0.0202683,0.0220129,0.00172837,0.00209874,0.00501199,0.00533448,0.0493345,0.0119639,0,0.0203583,0.00698235,0.00328029,0.0038912,0.00666475,0.0113759,0,0,0,0,0,0.0335797,0.0668175,0.0159636,0.00214813,0.012416,0.0060826,0,0.0263477,0,0
59,0,0,0,0,0.00973484,0.00737436,0,0,0.108704,0.0146922,0.0351861,0.00231173,0,0,0.00291443,0,0.016365,0.00213932,0.0369307,0.014572,0.0321622,0.0263502,0.00542914,0.00554002,0.0215915,0.0228331,0.014611,0.0214774,0.013415,0.0296561,0.129876,0.00177789,0.00549986,0.00265607,0.0202211,0.014089,0.0118692,0.0109079,0,0,0.00781503,0,0.0123121,0.00682516,0.0667064,0.0209265,0.0224444,0.00152498,0.0020263,0.00528747,0.00513408,0.0498849,0.0118564,0,0.0203667,0.00648014,0.00303028,0.00372832,0.00672405,0.00999666,0,0,0,0,0,0.032875,0.0669492,0.0164287,0.00274253,0.0132606,0.00610388,0,0.026074,0,0
60,0,0,0,0,0.00919988,0.00719049,0,0,0.110911,0.0145131,0.0364739,0.00173107,0,0,0.00373173,0,0.0165488,0.00228034,0.0373908,0.0178069,0.0315598,0.0235861,0.00522722,0.00521422,0.019269,0.0189494,0.0167219,0.0251254,0.0144748,0.0309648,0.133597,0.00283393,0.00568456,0.00245917,0.0202924,0.0140011,0.0124884,0.010454,0,0,0.00720375,0,0.0122851,0.00641077,0.0666138,0.0211445,0.0228097,0.00141496,0.00208113,0.00546953,0.00488803,0.0501632,0.0114862,0,0.0204646,0.00599478,0.00283044,0.00354944,0.00656806,0.00853584,0,0,0,0,0,0.031909,0.0670695,0.0165915,0.00332416,0.0137515,0.0061293,0,0.0254803,0,0
61,0,0,0,0,0.00854613,0.0069166,0,0,0.111911,0.014307,0.0381193,0.0013036,0,0,0.00434015,0,0.016859,0.00237597,0.0379631,0.0209638,0.0309626,0.0208692,0.0051938,0.00545551,0.0170587,0.015168,0.0188581,0.0285539,0.0156257,0.0320877,0.135713,0.00366042,0.00595036,0.00228563,0.0200745,0.0139461,0.0124964,0.00987306,0,0,0.00655897,0,0.0122757,0.00600565,0.0668051,0.0205176,0.0230482,0.00158485,0.00246189,0.00571206,0.0047352,0.0505285,0.011075,0,0.0203806,0.00563935,0.00269174,0.00333782,0.00658448,0.00759136,0,0,0,0,0,0.0305795,0.0671508,0.0161224,0.0030475,0,0.00629673,0,0.0247037,0,0
62,0,0,0,0,0.00756529,0.0065389,0,0,0.112066,0.014085,0.0397273,0.00102434,0,0,0.00473046,0,0.0172265,0.00236095,0.038486,0.0236855,0.030541,0.0182206,0.00523504,0.00595604,0.014876,0.0117698,0.0206146,0.0316021,0.0167449,0.0329482,0.136531,0.00424416,0.00625627,0.0021237,0.0199043,0.0138942,0.0121783,0.00900778,0,0,0.00594811,0,0.0122637,0.00566564,0.067008,0.0200655,0.0232274,0.00167789,0.00292902,0.00603399,0.00497191,0.0509456,0.0108562,0,0.0204459,0.00543171,0.00262677,0.00313498,0.00653376,0.00698983,0,0,0,0,0,0.0289632,0.0672045,0.0158616,0.00271277,0,0.00670215,0,0.0235591,0,0
63,0,0,0,0,0.00621116,0.00613402,0,0,0.111708,0.0139734,0.0409123,0.000980071,0,0,0.00498882,0,0.0175365,0.00228603,0.0388856,0.0256944,0.0302699,0.0155391,0.00520531,0.00667206,0.0130201,0.00912467,0.0219943,0.0339969,0.0177279,0.0335082,0.13607,0.0047046,0.00642633,0.00198114,0.0196235,0.0138432,0.0117216,0.00776318,0,0,0.00555829,0,0.0122372,0.00540874,0.0671431,0.0194237,0.0233983,0.00183424,0.00334564,0.00652791,0.00554043,0.0514597,0.0105386,0,0.0206734,0.00541909,0.00266145,0.00300972,0.00649432,0.00627374,0,0,0,0,0,0.0273618,0.066977,0.0154683,0.00275985,0,0.00729214,0,0.0224888,0,0
64,0,0,0,0,0.00685239,0.00623085,0,0,0.110598,0.0138255,0.0415318,0.000889359,0,0,0.0063194,0,0.0177474,0.00280522,0.0394206,0.0276447,0.0301241,0.0127994,0.00519366,0.00701432,0.0114153,0.00711488,0.0230261,0.0358246,0.0184969,0.0337537,0.134899,0.00562829,0.00663893,0.00195519,0.0198445,0.0138356,0.0112659,0.00852239,0,0,0.00552121,0,0.0122511,0.00529487,0.0671536,0.0185411,0.0235064,0.00240573,0.00372983,0.0058526,0.00616219,0.0519424,0.0102871,0,0.0205877,0.00494551,0.00253932,0.00293377,0.00628845,0.00735476,0,0,0,0,0,0.0254278,0.0664,0.0148991,0.00282605,0,0.00780115,0,0.0215957,0,0
65,0,0,0,0,0.00597316,0.00598028,0,0,0.109072,0.0137966,0.0415698,0.000791683,0,0,0.00676862,0,0.0179966,0.00289576,0.0402029,0.0286235,0.0300921,0.0106913,0.00504416,0.00776973,0.0100781,0.00660145,0.0236155,0.0368329,0.0190769,0.0337873,0.132973,0.00615034,0.00676372,0.00212729,0.0198421,0.0137657,0.0107518,0.00768672,0,0,0.00540022,0,0.0122306,0.00512334,0.0670385,0.0177501,0.0236348,0.0032073,0.00389563,0.006079,0.00642501,0.0520939,0.0098068,0,0.02057,0.00490902,0.00261526,0.00289769,0.00633854,0.0074653,0,0,0,0,0,0.0236679,0.0657403,0.0145424,0.00284209,0,0.00815291,0,0.0210618,0,0
66,0,0,0,0,0.00514236,0.00572083,0,0,0.106771,0.0138206,0.0413104,0.000820732,0,0,0.00707751,0,0.0181874,0.00299737,0.0408921,0.0290974,0.0300478,0.00965803,0.00486366,0.00858663,0.0090602,0.00685739,0.0234758,0.0367032,0.0194167,0.0336217,0.130034,0.00667202,0.00682319,0.00224598,0.0195377,0.0136838,0.010384,0.00694343,0,0,0.00524253,0,0.0122295,0.00500441,0.0668923,0.0172047,0.0237958,0.00402381,0.00400251,0.00612727,0.0064809,0.0521345,0.00921182,0,0.0202129,0.00481703,0.00269935,0.00290452,0.00643041,0.00771429,0,0,0,0,0,0.0225505,0.0651506,0.0142622,0.00288912,0,0.00845001,0,0.0208337,0,0
67,0,0,0,0,0.00517086,0.00573549,0,0,0.103798,0.0138529,0.0405503,0.000857073,0,0,0.00763345,0,0.0183158,0.00339232,0.0413804,0.0289227,0.0298921,0.00948925,0.00475837,0.00919343,0.0083457,0.00687793,0.0229448,0.035754,0.0195477,0.0333761,0.126182,0.00737769,0.00684654,0.00232312,0.0185758,0.013643,0.0100604,0.00713748,0,0,0.00512844,0,0.0122591,0.00506891,0.0668354,0.0168664,0.0239817,0.00464544,0.00423077,0.00509317,0.00671678,0.0521649,0.00918991,0,0.0197444,0.00431771,0.00276946,0.00291943,0.00646829,0.0085854,0,0,0,0,0,0.021914,0.0643949,0.0138294,0.00305934,0,0.00887903,0,0.0201478,0,0
68,0,0,0,0,0.0046806,0.00571936,0,0,0.100257,0.0139431,0.039352,0.000761923,0,0,0.00822043,0,0.0184511,0.00372808,0.0417794,0.0288259,0.0297029,0.00972991,0.00464254,0.00994532,0.00774553,0.00675004,0.0221627,0.0343671,0.0194315,0.0330353,0.121891,0.00814587,0.00684851,0.00251991,0.0180377,0.0135991,0.00977625,0.00678449,0,0,0.0049529,0,0.0122731,0.00489397,0.0668491,0.0168696,0.0241284,0.00531255,0.00440423,0.00487855,0.00708725,0.0521508,0.0095578,0,0.0191375,0.00409177,0.0028548,0.00285881,0.00652599,0.00856341,0,0,0,0,0,0.0213925,0.063509,0.0137093,0.00350896,0,0.00928498,0,0.0197072,0,0
69,0,0,0,0,0.00417258,0.00558021,0,0,0.0964099,0.0139552,0.0379053,0.000540766,0,0,0.00885461,0,0.0186365,0.00395838,0.0421771,0.0284549,0.0295481,0.010349,0.00448741,0.0106564,0.00724737,0.00650298,0.0212541,0.032589,0.0190846,0.0326498,0.117244,0.00893474,0.00692314,0.00270776,0.0175685,0.0135631,0.00952814,0.00638294,0,0,0.00470716,0,0.0123132,0.0046693,0.0669339,0.0175627,0.0243488,0.00592138,0.00449918,0.00459184,0.00748904,0.0521397,0.0100912,0,0.0184538,0.00371344,0.00294468,0.00283102,0.006417,0.00802625,0,0,0,0,0,0.0209724,0.0625365,0.0141338,0.00420186,0,0.00969651,0,0.0197359,0,0
70,0,0,0,0,0.0036532,0.00542822,0,0,0.0924659,0.0139408,0.0360824,0.000817545,0,0,0.00948887,0,0.0188097,0.00419117,0.0425776,0.0278523,0.0294139,0.0110632,0.0042846,0.0112612,0.00660714,0.00641652,0.0202791,0.0304863,0.0185738,0.0322261,0.112473,0.00973181,0.00699498,0.00281106,0.0172147,0.0134972,0.00932572,0.00590397,0,0,0.00438831,0,0.0123449,0.00443929,0.067099,0.0187107,0.0246532,0.00654315,0.004492,0.00427592,0.00770787,0.052126,0.0107757,0,0.017587,0.00329841,0.00301752,0.0027918,0.00624013,0.00702613,0,0,0,0,0,0.0205043,0.0615569,0.0150893,0.00500741,0,0.0101981,0,0.020273,0,0
71,0,0,0,0,0.00104931,0.00487042,0,0,0.0885498,0.0140814,0.0338515,0.00121799,0,0,0.00916583,0,0.0190154,0.00383977,0.0429559,0.0270377,0.0292064,0.0114483,0.00396206,0.0125489,0.00583448,0.00647725,0.0192959,0.0284244,0.0179003,0.0318089,0.108055,0.00998704,0.00692874,0.00291239,0.0141204,0.013395,0.00900207,0.00336734,0,0,0.00394783,0,0.0123381,0.00399789,0.0668093,0.0176921,0.024847,0.00753985,0.00440898,0.00583522,0.00732711,0.0525235,0.0103622,0.0234192,0.0151605,0.00367859,0.00328146,0.00273758,0.0063047,0.00389182,0,0,0,0,0,0.0197599,0.0606445,0.0137091,0.00681064,0,0.011093,0,0.0216879,0,0
72,0,0,0,0,0.00155895,0.00487367,0,0,0.0843999,0.0140668,0.0314578,0.00140899,0,0,0.00983494,0,0.0191357,0.0041555,0.0434472,0.0261726,0.0289451,0.0121854,0.00401074,0.012696,0.0050808,0.00640577,0.0181783,0.0261034,0.0171823,0.0312828,0.103251,0.010398,0.00700072,0.00291361,0.016118,0.013335,0.00912924,0.00369853,0,0,0.0036884,0,0.0123965,0.00359972,0.0670722,0.0209991,0.0251263,0.00897584,0.00474029,0.0047874,0.00816526,0.0520662,0.0123553,0,0.0156515,0.00304218,0.00314675,0.00266858,0.00608254,0.00336546,0,0,0,0,0,0.0193615,0.0595922,0.0165174,0.00651371,0,0.0112119,0,0.0216689,0,0
73,0,0,0,0,0.00163341,0.00483203,0,0,0.0805266,0.0139685,0.0290176,0.00160786,0,0,0.0102516,0,0.0192147,0.004372,0.0438551,0.0249528,0.028783,0.0128772,0.0039022,0.0129359,0.00442877,0.00662383,0.017076,0.0239266,0.0164655,0.0307239,0.0985375,0.0106947,0.00710183,0.00293188,0.0118773,0.0133197,0.00869623,0.00360312,0,0,0.0034331,0,0.0124224,0.00355177,0.0670251,0.0189477,0.0253253,0.00938139,0.00502846,0.00403271,0.00779182,0.0523978,0.0114335,0.023169,0.0114334,0.00243604,0.00307993,0.00268672,0.0059003,0.00254992,0,0,0,0,0,0.0190034,0.0584397,0.0132144,0.00665514,0,0.0114024,0,0.0208615,0,0
