Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBI,IMU_M,IMU_B
198,0,0,0,0,0.0473088,0.0573577,0,0.0947405,0.0112487,0.0391049,0.0177962,0,0,0.0112837,0,0.018942,0.00438561,0.0456767,0.0575803,0.0231154,0.0218022,0.0295848,0.0433176,0.017439,0.0326228,0.014314,0.0565024,0.0184877,0.0391738,0.0138899,0.0189442,0.126023,0.00801347,0.00773519,0.00303038,0.00623322,0.00820731,0.0146319,0.00712735,0.0306168,0,0,0.0521874,0,0.0154682,0.0382289,0.0627651,0.0213537,0.0232284,0.0121119,0.0313983,0.0510262,0.00482358,0.0558642,0,0.00913715,0.0142055,0.0123583,0.0171453,0.010204,0.0242184,0.0193069,0.0193815,0.0522336,0.0225779,0,0,0,0,0,0.027435,0,0
199,0,0,0,0,0.0480765,0.0576221,0,0.0934612,0.0111978,0.0386304,0.0173137,0,0,0.0116985,0,0.0191045,0.00478621,0.0455057,0.0568337,0.022773,0.0216643,0.0299933,0.0433097,0.0171066,0.0315026,0.0142203,0.0562126,0.0179369,0.0384063,0.0138901,0.0187739,0.123781,0.00790467,0.00780315,0.00325973,0.00472739,0.00824041,0.0149059,0.00707367,0.0307885,0,0,0.0523443,0,0.0155725,0.0383031,0.062744,0.0219012,0.0232771,0.0125766,0.0311963,0.0508998,0.00514154,0.0558926,0,0.00917257,0.0147281,0.0121065,0.0170779,0.00955182,0.0242702,0.0192641,0.0193508,0.0525292,0.0226328,0,0,0,0,0,0.027752,0,0
200,0,0,0,0,0.0489496,0.0574792,0,0.0920015,0.0113723,0.0378049,0.0177562,0,0,0.0110971,0,0.0190791,0.00471195,0.0453347,0.0559024,0.022381,0.0215173,0.0307416,0.0427472,0.0163122,0.0306725,0.0140942,0.0554515,0.0175531,0.0376797,0.0136627,0.0186233,0.121623,0.00810226,0.00780463,0.00352268,0.0122327,0.00834022,0.0112149,0.00925739,0.0309846,0,0,0.0516644,0,0.0154632,0.0378323,0.063566,0.0151692,0.0219961,0.00853844,0.0302784,0.0508675,0.00194303,0.0557086,0,0.00657785,0.00874391,0,0.0117274,0.0164111,0.0239592,0.0189988,0.019105,0.0522737,0.0224695,0,0,0,0,0,0.0251884,0,0
201,0,0,0,0,0.0494002,0.0582496,0,0.0885391,0.0108867,0.036311,0.0165863,0,0,0.01211,0,0.0194048,0.00533545,0.0453177,0.0531723,0.022292,0.0209909,0.0308676,0.0434926,0.0158855,0.0295117,0.0143723,0.0556139,0.0165882,0.0361418,0.0133854,0.0180921,0.116732,0.00774546,0.00802372,0.00387996,0.0039302,0.00827252,0.0155417,0.00716347,0.0309266,0,0,0.0527209,0,0.0156942,0.0386331,0.0624526,0.0235481,0.0234442,0.0133504,0.0308468,0.0505405,0.00583523,0.0559374,0,0.00967772,0.0158275,0.0117283,0.0209477,0.0103745,0.0244566,0.0192405,0.019362,0.0531717,0.0222434,0,0,0,0,0,0.0283436,0,0
202,0,0,0,0,0.0500023,0.0585827,0,0.0848491,0.0106486,0.0346939,0.0160541,0,0,0.0122251,0,0.0195279,0.00552975,0.0452578,0.0507226,0.0220789,0.0203747,0.0312177,0.0438165,0.015121,0.0281932,0.0144671,0.0553916,0.0156283,0.0343912,0.0130436,0.0176196,0.111967,0.00767777,0.00814626,0.00385095,0.00517046,0.00828913,0.015951,0.00708606,0.0308167,0,0,0.0527092,0,0.0157612,0.0387141,0.062355,0.0244655,0.0234753,0.0137622,0.0305518,0.0503873,0.00634167,0.0557832,0,0.0103905,0.0163446,0.0112876,0.0215767,0.01162,0.0245868,0.0191619,0.0194256,0.0534517,0.0220385,0,0,0,0,0,0.0287082,0,0
203,0,0,0,0,0.0502779,0.0589584,0,0.080447,0.0103928,0.0326757,0.0155562,0,0,0.0123189,0,0.0196491,0.00573779,0.0450809,0.0478827,0.0219544,0.0197296,0.0315722,0.0441964,0.0143614,0.026673,0.0145324,0.0551064,0.0145652,0.0325941,0.0125837,0.0170906,0.10647,0.00764215,0.00827538,0.00374855,0.00691122,0.00825572,0.0162197,0.00707307,0.0307836,0,0,0.0528683,0,0.0157697,0.0388769,0.0623107,0.0251243,0.0233844,0.0141205,0.030209,0.0503124,0.00678545,0.0556173,0,0.0109957,0.0170156,0.010423,0.0205628,0.0132715,0.02471,0.0192304,0.019416,0.0537647,0.021911,0,0,0,0,0,0.0289101,0,0
204,0,0,0,0,0.0506586,0.0590185,0,0.0760081,0.0103561,0.0306069,0.0156728,0,0,0.0117309,0,0.0196357,0.00550601,0.0448674,0.0452799,0.0217861,0.0192357,0.0322279,0.0441687,0.0134663,0.0253896,0.0145095,0.0545159,0.0137669,0.0307653,0.0119617,0.0166197,0.101147,0.00799755,0.00832022,0.00345422,0.0188355,0.0083034,0.0132275,0.00877894,0.0311246,0,0,0.0525511,0,0.0156576,0.0386913,0.0629445,0.0185689,0.0223169,0.0102991,0.029576,0.0502394,0.00381867,0.055433,0.00807403,0.00795272,0.0122529,0,0.0134342,0.0239321,0.0244572,0.0192065,0.0192576,0.0537167,0.021767,0,0,0,0,0,0.0262178,0,0
205,0,0,0,0,0.0510915,0.0592648,0,0.0696891,0.0102417,0.0283976,0.0159189,0,0,0.0114185,0,0.0196746,0.00538652,0.0455649,0.0418643,0.0214467,0.0183303,0.0321995,0.0444712,0.0127493,0.0237502,0.014323,0.0537651,0.0128879,0.028178,0.0113661,0.0159859,0.0931523,0.00835111,0.0083981,0.00334274,0.0200712,0.00836334,0.013081,0.00869588,0.0316599,0,0,0.0523438,0,0.0155702,0.0385832,0.0628482,0.0191487,0.0226759,0.0104281,0.029318,0.050056,0.00393552,0.0556036,0.00794745,0.00749405,0.0133585,0,0.013745,0.0256687,0.0240923,0.0192005,0.0191363,0.0538986,0.0220906,0,0,0,0,0,0.0263143,0,0
206,0,0,0,0,0.0515376,0.0593882,0,0.0625281,0.010147,0.0261343,0.0161038,0,0,0.0110716,0,0.0197373,0.00517622,0.0463148,0.0384107,0.0212659,0.0175463,0.0320358,0.0447189,0.0120961,0.0221846,0.0141396,0.0530554,0.012108,0.0254914,0.0106154,0.01532,0.0842244,0.00870763,0.00847861,0.00328302,0.0216781,0.00838582,0.0127919,0.00859022,0.0319896,0,0,0.0520562,0,0.015495,0.0383738,0.0628499,0.0195975,0.0229778,0.0104586,0.0289263,0.0498166,0.00404512,0.0558894,0.0079092,0.00706534,0.0137655,0,0.0149808,0.0276286,0.023745,0.0191572,0.0190305,0.0539655,0.0224342,0,0,0,0,0,0.0263238,0,0
207,0,0,0,0,0.0520457,0.0595002,0,0.0546099,0.0100732,0.0238513,0.0163951,0,0,0.0106824,0,0.0198016,0.00497359,0.0469726,0.0351758,0.021194,0.0169207,0.0319165,0.0449613,0.0115516,0.0205757,0.0138924,0.0523252,0.0115844,0.0229378,0.00958238,0.0146229,0.0745783,0.00912611,0.0085573,0.00314899,0.0232266,0.00847369,0.0128294,0.00871686,0.0322296,0,0,0.0517095,0,0.0154262,0.0381118,0.0627828,0.0199551,0.023144,0.0107075,0.0285457,0.0496783,0.00434084,0.0562918,0.00787251,0.0068492,0.0138808,0,0.0153984,0.0293196,0.0234426,0.0190449,0.0188386,0.0540276,0.022783,0,0,0,0,0,0.0263879,0,0
208,0,0,0,0,0.0523137,0.0596993,0,0.0459585,0.00999061,0.0219745,0.0166713,0,0,0.0104076,0,0.0198743,0.00483656,0.0476527,0.0322391,0.0212954,0.0165375,0.0318175,0.0452519,0.0111401,0.0191511,0.0135645,0.0516337,0.0114988,0.0207179,0.00844041,0.0139057,0.0643464,0.00957501,0.00862443,0.00300322,0.0241189,0.00857131,0.0131009,0.00881302,0.0326271,0,0,0.0514192,0,0.0153605,0.0378863,0.0627505,0.0207409,0.0231648,0.0110734,0.0282056,0.0494788,0.00477578,0.0562772,0.00792281,0.0076073,0.0148879,0,0.0154184,0.0305371,0.0232013,0.0189196,0.018641,0.0541895,0.0232044,0,0,0,0,0,0.02646,0,0
209,0,0,0,0,0.052655,0.059929,0,0.0377581,0.00987407,0.0208803,0.0169099,0,0,0.0102276,0,0.0199296,0.00474424,0.0482471,0.0304388,0.0215117,0.0164393,0.0317221,0.0455774,0.011055,0.0180892,0.0133036,0.0510707,0.011822,0.0189381,0.00748083,0.0132108,0.0538439,0.00999312,0.00867846,0.00289651,0.0251305,0.00863504,0.0135066,0.00878673,0.0329351,0,0,0.0511371,0,0.0153066,0.0376571,0.0628031,0.0214634,0.0231018,0.0114035,0.0279817,0.0491835,0.00522259,0.0559832,0.00805826,0.00840351,0.0152445,0,0.0146062,0.0318501,0.0228964,0.0187918,0.018549,0.0543872,0.0237109,0,0,0,0,0,0.026852,0,0
210,0,0,0,0,0.0530244,0.0601713,0,0.0308161,0.00972683,0.0212082,0.0170205,0,0,0.0101997,0,0.0200148,0.00467933,0.0489595,0.0308672,0.0219067,0.0167767,0.0316334,0.0459791,0.0114511,0.0176695,0.0134532,0.0506329,0.0121302,0.0176489,0.00661087,0.0126278,0.0449517,0.0102483,0.00873081,0.00283544,0.0267754,0.0086541,0.0138294,0.0087102,0.0331096,0,0,0.0509425,0,0.0152854,0.0375394,0.0628054,0.021073,0.02296,0.0114103,0.0279557,0.0488789,0.00560115,0.0555956,0.00809698,0.00882218,0.0150349,0,0.0146857,0.0334845,0.0226259,0.0187484,0.0184844,0.054632,0.0241868,0,0,0,0,0,0.0269217,0,0
211,0,0,0,0,0.0533753,0.0604976,0,0.0274837,0.00957792,0.0231371,0.0169951,0,0,0.010352,0,0.0201257,0.00462019,0.0496053,0.0334027,0.0225694,0.017846,0.0315281,0.0464575,0.0127349,0.0183576,0.014641,0.0505229,0.0123666,0.0168545,0.00606899,0.0122689,0.0397159,0.0105079,0.00874678,0.00283289,0.0286193,0.00864215,0.0141353,0.00862403,0.0335975,0,0,0.050827,0,0.0152864,0.0375503,0.0628154,0.0204363,0.0226886,0.0110345,0.028103,0.0486562,0.00594445,0.0550847,0.00794388,0.00887078,0.0154836,0,0.015859,0.0351763,0.022555,0.0188248,0.0184457,0.0549836,0.0245786,0,0,0,0,0,0.0266554,0,0
212,0,0,0,0,0.0537123,0.060952,0,0.0273746,0.00941829,0.0260998,0.0169869,0,0,0.0105233,0,0.0203136,0.00462386,0.0501423,0.0372625,0.0231661,0.0201722,0.0316132,0.0470762,0.0153615,0.0206979,0.0170878,0.0508454,0.0127816,0.0167384,0.00648459,0.0122131,0.0379921,0.0107126,0.00877577,0.00290809,0.0302049,0.0086297,0.0147443,0.00850865,0.0340265,0,0,0.0507378,0,0.0153392,0.0375316,0.0629436,0.0199207,0.0223554,0.0105092,0.028504,0.0484149,0.00612778,0.0544797,0.00773935,0.00872502,0.0150078,0,0.0157972,0.0366226,0.0226845,0.0187866,0.0183718,0.0554949,0.0248876,0,0,0,0,0,0.0262896,0,0
213,0,0,0,0,0.0540881,0.0616487,0,0.0284139,0.00913932,0.0292828,0.0174811,0,0,0.0107701,0,0.0206072,0.00482439,0.0504711,0.0422805,0.0235383,0.024052,0.0322114,0.0479002,0.0194994,0.0252567,0.0203649,0.051588,0.0135782,0.0174683,0.00789188,0.0125776,0.038402,0.0107572,0.00880625,0.00317429,0.0311568,0.00848222,0.0152778,0.00898878,0.0337367,0,0,0.0510728,0,0.0154578,0.0377634,0.0626293,0.0192356,0.0225034,0.00963847,0.0295032,0.0481686,0.00632891,0.0536921,0.00730609,0.00863678,0.0123636,0,0.0123674,0.0374536,0.0226589,0.0189246,0.0185339,0.0563432,0.0252545,0,0,0,0,0,0.0255144,0,0
