Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBI,IMU_M,IMU_B
124,0,0,0,0,0.051265,0.0621327,0,0.0257725,0.0107723,0.011459,0.0208694,0,0,0.0138798,0,0.0182428,0.00284736,0.0526336,0.0262073,0.0202857,0.0185503,0.0337213,0.0458686,0.0164999,0.0247005,0.0154083,0.0455247,0.0131288,0.0167154,0.00846888,0.00999582,0.0416257,0.00939445,0.00734347,0.00383835,0.024328,0.00927541,0.0191437,0.0155549,0.0291449,0,0,0.0529295,0,0.0159711,0.0406035,0.0605861,0.00793666,0.0225011,0.0149866,0.0317568,0.0491161,0.00873811,0.0610207,0.0159349,0.0125271,0.00578718,0.0165701,0.0158317,0.0199862,0.0254632,0.019948,0.0185648,0.0565896,0.019879,0,0,0,0,0,0.0217506,0,0
125,0,0,0,0,0.0509619,0.0618589,0,0.026961,0.0112679,0.0108528,0.0215995,0,0,0.0127249,0,0.0179903,0.00233532,0.0529301,0.026086,0.0200445,0.0180321,0.0340824,0.0455552,0.0169837,0.0254726,0.0150418,0.0453568,0.0129484,0.016686,0.00828409,0.0101366,0.0428306,0.00933808,0.00716855,0.0040286,0.026602,0.00932828,0.0173613,0.0168641,0.0294182,0,0,0.0520032,0,0.0158499,0.0399869,0.0605683,0.00548076,0.0223378,0.015588,0.0321135,0.0495118,0.00938172,0.0612825,0.0164234,0.0136617,0.00456471,0.0169652,0.0151866,0.0234083,0.0249664,0.0197311,0.0184442,0.0562883,0.019509,0,0,0,0,0,0.0213105,0,0
126,0,0,0,0,0.050782,0.0616191,0,0.0285816,0.0117642,0.0107744,0.0219133,0,0,0.0114071,0,0.0177689,0.00199411,0.053018,0.0263238,0.0198149,0.01789,0.0343933,0.0453652,0.0172658,0.0255514,0.0143,0.0455551,0.0129674,0.0170893,0.00811891,0.010284,0.0442389,0.00951509,0.00701504,0.00429089,0.0290526,0.00937105,0.0154993,0.0179203,0.0295155,0,0,0.0512005,0,0.0156149,0.0392589,0.0604162,0.00778606,0.0221541,0.0160508,0.0323194,0.0498022,0.0099619,0.0615898,0.0168343,0.0145567,0.00345003,0.01734,0.0145109,0.0277545,0.0245723,0.0192873,0.0181333,0.0561079,0.0196466,0,0,0,0,0,0.0210198,0,0
127,0,0,0,0,0.0508817,0.0614234,0,0.0300107,0.0121372,0.0107045,0.0219396,0,0,0.0100975,0,0.0176522,0.00185229,0.052977,0.0262877,0.0196445,0.018111,0.0343249,0.0453193,0.0174481,0.0255007,0.0135878,0.0458224,0.0131926,0.017763,0.00807377,0.0104177,0.0454317,0.0100631,0.00694609,0.00457337,0.0316003,0.0094837,0.0139859,0.0186001,0.0295752,0,0,0.0504481,0,0.0154001,0.0384319,0.0603993,0.0108219,0.0219743,0.016223,0.032378,0.0499086,0.0105138,0.0619481,0.0172463,0.0154249,0.00329628,0.0177717,0.0139522,0.0316203,0.0241492,0.0186483,0.0177338,0.0559417,0.0203306,0,0,0,0,0,0.0209552,0,0
128,0,0,0,0,0.0512221,0.0613666,0,0.0307673,0.0123413,0.0104055,0.0218379,0,0,0.008882,0,0.0176038,0.00185243,0.0528972,0.0259199,0.0195869,0.0186662,0.0340304,0.045462,0.0171422,0.0255988,0.0130009,0.0459908,0.0135503,0.0184054,0.00807215,0.0104973,0.045983,0.0106671,0.00694875,0.00469901,0.0334927,0.00961992,0.0128271,0.018889,0.0296324,0,0,0.0497094,0,0.0152012,0.037649,0.0604703,0.0130268,0.0218362,0.0160872,0.0323531,0.0497764,0.0110774,0.062272,0.0176684,0.0162794,0.00341999,0.0183241,0.013506,0.0345017,0.0237969,0.017955,0.0173643,0.0558729,0.0212511,0,0,0,0,0,0.0208918,0,0
129,0,0,0,0,0.0515924,0.0614917,0,0.0307769,0.012255,0.0102592,0.0217506,0,0,0.0079468,0,0.0176474,0.00191751,0.0528872,0.0259081,0.0194151,0.0191943,0.0338773,0.045739,0.0163667,0.025688,0.0125341,0.0461819,0.0139445,0.0187521,0.00824698,0.0105905,0.0458592,0.0112995,0.00702447,0.0045866,0.0342764,0.00965473,0.0118935,0.0190008,0.02958,0,0,0.0493812,0,0.0150303,0.0371856,0.0605249,0.0135139,0.0217342,0.0158696,0.0324432,0.049332,0.0115655,0.0625324,0.0180203,0.0170877,0.00336926,0.0189233,0.0137695,0.0364557,0.0236803,0.0173799,0.0170976,0.0560534,0.021972,0,0,0,0,0,0.020036,0,0
130,0,0,0,0,0.0518957,0.0617879,0,0.0299023,0.011981,0.00996808,0.0216205,0,0,0.00756252,0,0.0177568,0.00203444,0.0530278,0.0258571,0.0192914,0.0194796,0.03376,0.0460857,0.0155148,0.02577,0.0126552,0.0465177,0.0142703,0.0186103,0.00836494,0.0105658,0.0447156,0.0118517,0.00716635,0.004264,0.0343976,0.00969285,0.0114876,0.0190285,0.0294973,0,0,0.0495394,0,0.0149385,0.0370802,0.0604549,0.0119255,0.0215973,0.0155481,0.0326627,0.0488002,0.0119488,0.0627666,0.0182415,0.0178733,0.00304117,0.0195399,0.0143445,0.0376029,0.0236569,0.0170094,0.0168696,0.056366,0.0221667,0,0,0,0,0,0.0192617,0,0
131,0,0,0,0,0.0521497,0.0622113,0,0.028397,0.011644,0.009509,0.0214209,0,0,0.00750249,0,0.0179236,0.00218567,0.0532244,0.025278,0.0192653,0.0194346,0.033591,0.0465762,0.0151709,0.0256732,0.0129338,0.0469134,0.014473,0.018092,0.0083342,0.0103802,0.042781,0.012303,0.00734285,0.00386644,0.0340233,0.009705,0.0114145,0.0189545,0.0294021,0,0,0.0498231,0,0.0148904,0.0371525,0.0602461,0.0109356,0.0214575,0.0150926,0.0330374,0.0483441,0.0122788,0.0629591,0.0184153,0.0184426,0.0027602,0.0201341,0.015605,0.038657,0.0237535,0.0168486,0.0167378,0.056745,0.0217516,0,0,0,0,0,0.0187314,0,0
132,0,0,0,0,0.0523493,0.0625876,0,0.0268,0.0112609,0.00915214,0.0211635,0,0,0.00764591,0,0.0180097,0.00235683,0.0533422,0.0244523,0.0195582,0.0192364,0.0332815,0.047169,0.0151932,0.0252908,0.0132426,0.0473365,0.01458,0.0175578,0.00823276,0.0101156,0.040732,0.0127343,0.00750813,0.00358721,0.0338778,0.0096652,0.0114792,0.0188178,0.0293636,0,0,0.0500768,0,0.0148469,0.0372493,0.0601071,0.0106433,0.0213356,0.0145079,0.0334195,0.0480084,0.0124784,0.0630172,0.0184034,0.0188596,0.00319012,0.0206171,0.0168117,0.039428,0.0238584,0.0168444,0.0166301,0.0570807,0.0209711,0,0,0,0,0,0.0184061,0,0
133,0,0,0,0,0.052465,0.0628427,0,0.0255055,0.0109597,0.00906839,0.0208966,0,0,0.00790655,0,0.0181307,0.0026535,0.0533399,0.0235236,0.0199719,0.0189874,0.0328801,0.0477928,0.0151791,0.0245431,0.0136394,0.0476349,0.0146349,0.017198,0.00813121,0.00989536,0.0388532,0.0132604,0.00766752,0.00350053,0.034009,0.00963845,0.0117945,0.0186661,0.0293502,0,0,0.0501305,0,0.0148211,0.0372589,0.0599834,0.0111375,0.0212288,0.0137647,0.0336792,0.0477681,0.0125773,0.0629365,0.0182359,0.0190874,0.0043488,0.0209018,0.0177803,0.0400604,0.0239292,0.0169477,0.01654,0.057368,0.0200975,0,0,0,0,0,0.0182827,0,0
134,0,0,0,0,0.0524324,0.0629491,0,0.0246669,0.0108262,0.00921501,0.0207077,0,0,0.00814015,0,0.0181976,0.00294471,0.0532491,0.0229865,0.0204485,0.018778,0.0325352,0.0483335,0.0150088,0.0236137,0.0140687,0.0478029,0.0146091,0.0169663,0.00793367,0.00981414,0.037323,0.0138718,0.00776247,0.00333215,0.0342298,0.00969012,0.0120681,0.0185361,0.0293366,0,0,0.0499826,0,0.0148306,0.0371868,0.0599271,0.0120846,0.0211026,0.0132165,0.0337477,0.04755,0.0124839,0.0627589,0.0179603,0.0191162,0.00571807,0.0210146,0.0185596,0.0407968,0.0238435,0.0170924,0.0164861,0.0575627,0.0194506,0,0,0,0,0,0.0183266,0,0
135,0,0,0,0,0.0523943,0.0630155,0,0.0241779,0.0108633,0.00956774,0.0207255,0,0,0.00827332,0,0.0181854,0.00311119,0.0530845,0.0228697,0.0208336,0.0185944,0.0323187,0.0487684,0.014836,0.022843,0.0144882,0.0478254,0.0145659,0.016823,0.00770968,0.00987294,0.0361931,0.0143865,0.00778492,0.00317946,0.0346198,0.00973213,0.012188,0.018412,0.0292573,0,0,0.0497749,0,0.014802,0.0370742,0.0599661,0.0130082,0.0210113,0.0128398,0.0339252,0.047325,0.012253,0.0624739,0.0176238,0.0188524,0.00698498,0.0210068,0.0195056,0.041608,0.0237239,0.0171659,0.0164437,0.0577236,0.0190718,0,0,0,0,0,0.0184969,0,0
136,0,0,0,0,0.0524263,0.0630893,0,0.0236506,0.0110376,0.0100278,0.0207456,0,0,0.00832848,0,0.0180965,0.00326175,0.052909,0.0228768,0.0211537,0.0184537,0.032112,0.0490774,0.014824,0.022366,0.0148566,0.0477496,0.0145564,0.0167008,0.00760556,0.00996585,0.0351832,0.0147441,0.00773787,0.00313507,0.0354363,0.00982271,0.0124121,0.0182344,0.0291705,0,0,0.0494751,0,0.0147559,0.0368806,0.0600561,0.0139464,0.0209497,0.0125311,0.0341889,0.0471113,0.0117676,0.0621556,0.0172445,0.018221,0.00785816,0.0208235,0.0202417,0.0426825,0.0236202,0.0171347,0.0163646,0.0577733,0.0190168,0,0,0,0,0,0.0186974,0,0
137,0,0,0,0,0.0524736,0.0631459,0,0.0230453,0.0112386,0.0106142,0.0206858,0,0,0.00827144,0,0.0179288,0.00332251,0.0527575,0.0229567,0.0214536,0.0184595,0.0319421,0.0492731,0.0147581,0.0221229,0.0151958,0.0475973,0.0146176,0.0165621,0.00766505,0.0100319,0.0341484,0.0148942,0.00765469,0.00311414,0.0367489,0.00990045,0.0130381,0.0180085,0.0290317,0,0,0.0492552,0,0.014735,0.0367329,0.0602108,0.0149451,0.0208952,0.0122287,0.0345802,0.0469412,0.0110587,0.0619198,0.016762,0.0173201,0.00868821,0.0205256,0.0203132,0.0441414,0.0235229,0.0170453,0.0162691,0.0577151,0.0191323,0,0,0,0,0,0.0189131,0,0
138,0,0,0,0,0.052384,0.0632097,0,0.022579,0.0114326,0.0113967,0.0205066,0,0,0.00798006,0,0.0176862,0.00332519,0.0526467,0.0233362,0.0217449,0.0186087,0.0318506,0.0493862,0.0146996,0.0219129,0.0155521,0.0474277,0.014727,0.0164742,0.0077599,0.0101096,0.0331829,0.0149727,0.00754873,0.00315852,0.0379494,0.00997166,0.0138834,0.0176962,0.0289048,0,0,0.0490133,0,0.0147293,0.0365698,0.0602827,0.0161703,0.0208687,0.0120084,0.0349823,0.0468328,0.0102535,0.0617481,0.0161998,0.016237,0.00930372,0.0201498,0.0204859,0.0456105,0.0234447,0.0169423,0.0161964,0.0576142,0.0193641,0,0,0,0,0,0.0193223,0,0
139,0,0,0,0,0.0522747,0.0632855,0,0.0222518,0.011627,0.0123243,0.0201886,0,0,0.00760257,0,0.017593,0.00334303,0.0525587,0.0239525,0.0219591,0.0188047,0.0318128,0.0494976,0.0147268,0.0217868,0.0160128,0.0472543,0.0148665,0.0163978,0.00780309,0.0102114,0.0322692,0.0151577,0.00746293,0.00326149,0.0388147,0.0100495,0.0145294,0.0172625,0.0287656,0,0,0.0487809,0,0.0147205,0.0363704,0.0603384,0.0178348,0.0208582,0.0119581,0.0353267,0.0467099,0.00958744,0.061486,0.0157032,0.015108,0.00984688,0.0196411,0.0208403,0.047029,0.0233976,0.0168184,0.0161677,0.057495,0.019646,0,0,0,0,0,0.0199281,0,0
140,0,0,0,0,0.052084,0.0633911,0,0.0221364,0.0117611,0.0134004,0.0199789,0,0,0.00727643,0,0.0175774,0.00330157,0.0524501,0.0243392,0.0221692,0.0190062,0.0318265,0.0495782,0.0148577,0.0217102,0.0165153,0.0470665,0.0150083,0.0163439,0.00784835,0.0103253,0.0315171,0.0153332,0.00744889,0.00330085,0.0394471,0.0100589,0.0150961,0.0168473,0.0286293,0,0,0.0487251,0,0.0147119,0.0362486,0.0602977,0.019706,0.0208697,0.0118949,0.0356751,0.0466439,0.00905471,0.0610465,0.0152936,0.0141426,0.0104563,0.0192018,0.0212907,0.0479919,0.0234084,0.0167536,0.0160948,0.0574222,0.0198835,0,0,0,0,0,0.0206294,0,0
141,0,0,0,0,0.0517437,0.0635171,0,0.02232,0.0117927,0.0144252,0.0199676,0,0,0.00703234,0,0.01756,0.00331659,0.0523381,0.0246473,0.022427,0.0191801,0.0317837,0.049711,0.0148222,0.0215862,0.0170093,0.047002,0.0150742,0.0163186,0.00791892,0.0104293,0.0309365,0.0154182,0.00746573,0.0032953,0.0399282,0.0100512,0.0155685,0.0165033,0.0286403,0,0,0.0487776,0,0.0147066,0.0362251,0.060196,0.0214056,0.0208646,0.0116672,0.035954,0.0466306,0.00861755,0.0606546,0.0148886,0.0133488,0.0110142,0.0189458,0.0216906,0.0487516,0.0233849,0.0167664,0.0160303,0.0574364,0.0200114,0,0,0,0,0,0.0211576,0,0
142,0,0,0,0,0.0516257,0.0636012,0,0.0228264,0.0117863,0.0154665,0.0200969,0,0,0.00680617,0,0.0175518,0.00337711,0.0523142,0.0249844,0.0226957,0.0193601,0.0317117,0.0498647,0.0146332,0.0214016,0.017456,0.0469499,0.0151658,0.0163031,0.00809674,0.010538,0.0306089,0.0154419,0.00745706,0.00329849,0.0403071,0.0100044,0.0159156,0.0161477,0.0286411,0,0,0.0489575,0,0.0147001,0.036271,0.0600469,0.0231039,0.0208898,0.0114123,0.0363058,0.0466086,0.00817965,0.0603216,0.0144066,0.012607,0.0115985,0.0186911,0.0221146,0.0493477,0.0234234,0.0168406,0.0160215,0.0575122,0.0198237,0,0,0,0,0,0.0214035,0,0
143,0,0,0,0,0.0517174,0.0636584,0,0.023538,0.0116973,0.0164963,0.0202007,0,0,0.00674315,0,0.0175881,0.00343803,0.0522573,0.0251156,0.0229835,0.0195113,0.0315862,0.0500686,0.0143245,0.0211513,0.0177587,0.0468054,0.0153164,0.0162852,0.00830703,0.0106417,0.0304557,0.0155652,0.00751063,0.00320414,0.0405883,0.00992103,0.0163717,0.0158304,0.0286843,0,0,0.0492303,0,0.0147308,0.0363987,0.059852,0.0246675,0.0209304,0.0111985,0.0366338,0.0466294,0.00777329,0.0599827,0.0138733,0.0119145,0.0122713,0.0183707,0.0226376,0.0497393,0.0234593,0.0170104,0.0160506,0.0575771,0.0193162,0,0,0,0,0,0.0218892,0,0
144,0,0,0,0,0.0516542,0.0637094,0,0.024362,0.01154,0.0174288,0.0201873,0,0,0.00701715,0,0.0176398,0.0035332,0.052137,0.0253954,0.0233019,0.0196787,0.0314011,0.0503681,0.013969,0.0208465,0.0179683,0.0466034,0.0154662,0.0162953,0.00853204,0.0107295,0.0305349,0.0159013,0.00761527,0.00295762,0.0408806,0.00988017,0.0168895,0.0155658,0.0288505,0,0,0.0495139,0,0.0148357,0.0366176,0.0597335,0.026043,0.0209817,0.0109663,0.0369482,0.0467191,0.00738488,0.0596918,0.0133735,0.0112736,0.0129387,0.0179347,0.0229055,0.0500769,0.0234586,0.0172574,0.0161211,0.0576602,0.0186668,0,0,0,0,0,0.0225263,0,0
145,0,0,0,0,0.051605,0.0636882,0,0.0253176,0.0113899,0.0183277,0.0200857,0,0,0.00747427,0,0.0176975,0.003616,0.0520006,0.0256793,0.0235773,0.0198491,0.031119,0.050767,0.0136613,0.0205598,0.018105,0.0464159,0.0155978,0.0163231,0.00877819,0.0107952,0.0308608,0.0162145,0.00770087,0.00269369,0.0411749,0.00985483,0.0175294,0.0153513,0.0290625,0,0,0.0497789,0,0.014971,0.0368569,0.0596199,0.0270158,0.0209466,0.0107344,0.0372718,0.0468797,0.00691983,0.0594798,0.0128588,0.0106237,0.0131382,0.0174728,0.0224321,0.0503731,0.0234418,0.0175548,0.0162309,0.0577513,0.0180405,0,0,0,0,0,0.0232315,0,0
146,0,0,0,0,0.0514031,0.0636063,0,0.0265655,0.0112826,0.0192302,0.0199489,0,0,0.00824072,0,0.0178234,0.003917,0.0518931,0.0258705,0.0238171,0.0200653,0.0308761,0.0513534,0.0134335,0.0203942,0.0181155,0.0462461,0.0157533,0.0163474,0.0090024,0.0108747,0.0313746,0.0166436,0.00777432,0.0024811,0.0411725,0.00980417,0.0179641,0.0150456,0.0292944,0,0,0.0499333,0,0.0150656,0.0370675,0.0593892,0.0275327,0.0209395,0.0106036,0.0375235,0.0470679,0.00647436,0.0592537,0.0122564,0.0100345,0.0132568,0.0169421,0.0217385,0.0504123,0.0233976,0.0178749,0.0163485,0.0577809,0.0176827,0,0,0,0,0,0.0241251,0,0
147,0,0,0,0,0.0513297,0.063441,0,0.0278833,0.0112066,0.0200559,0.0197834,0,0,0.0090523,0,0.0179314,0.00436139,0.0518175,0.0261804,0.0239937,0.02032,0.0307678,0.0520136,0.0134192,0.0203658,0.0182496,0.0461458,0.0158857,0.0163523,0.00914805,0.0109944,0.0321823,0.0172656,0.0078201,0.00237472,0.0406904,0.00976488,0.0180184,0.0146875,0.0295628,0,0,0.0499465,0,0.0151452,0.0371852,0.0592077,0.0277896,0.0209868,0.0105536,0.0377712,0.0472167,0.00602472,0.0590956,0.0116598,0.00949353,0.0132585,0.0162131,0.0227721,0.0498491,0.0232831,0.018127,0.0164134,0.0576959,0.0177052,0,0,0,0,0,0.0253601,0,0
148,0,0,0,0,0.05166,0.0625457,0,0.0296609,0.0114383,0.0207655,0.0198018,0,0,0.0105451,0,0.0177878,0.00529857,0.0519248,0.0260716,0.0235101,0.0202608,0.0303304,0.0524361,0.0131964,0.0199146,0.018323,0.0456522,0.0158769,0.016154,0.00920244,0.0108016,0.0335924,0.0189969,0.00767952,0.00217044,0.0261756,0.00994454,0.0139292,0.0163991,0.030071,0,0,0.0486128,0,0.0150253,0.0363745,0.0607833,0.0292107,0.0196417,0.00823526,0.0366318,0.0475064,0.00506088,0.0578396,0.0109967,0.00932335,0.0153455,0,0.0285209,0.0335688,0.022449,0.0180053,0.0160934,0.0565381,0.0183361,0,0,0,0,0,0.0268344,0,0
149,0,0,0,0,0.0511237,0.0629844,0,0.0306494,0.0110181,0.0217572,0.0194517,0,0,0.0107771,0,0.0181038,0.00514976,0.0515794,0.0269571,0.0242374,0.02089,0.0306029,0.0533705,0.0135418,0.020473,0.0188224,0.045855,0.0160454,0.0162781,0.00935354,0.0112366,0.0344525,0.0187808,0.00795554,0.0020516,0.038983,0.00977694,0.0184461,0.0140926,0.0299401,0,0,0.049733,0,0.0152514,0.0371781,0.0589543,0.0290195,0.0209734,0.0106284,0.0380318,0.0474528,0.00521017,0.0590018,0.0107615,0.00864426,0.0128181,0.0148394,0.0229461,0.048005,0.022975,0.0185386,0.0164901,0.057267,0.0185438,0,0,0,0,0,0.0272011,0,0
150,0,0,0,0,0.051013,0.0628363,0,0.0321473,0.0110172,0.0225876,0.0193558,0,0,0.011608,0,0.0181412,0.00555144,0.0515069,0.0273588,0.0242528,0.0212133,0.0304033,0.0539394,0.0136608,0.0206644,0.0188661,0.045576,0.0160891,0.0162372,0.00946914,0.0113308,0.035762,0.019462,0.00797844,0.00206317,0.0383025,0.00978598,0.0190555,0.0138817,0.0300854,0,0,0.0495539,0,0.0152785,0.0371619,0.0587745,0.0291729,0.0209319,0.0110804,0.0381822,0.0477078,0.00496412,0.0590973,0.0105418,0.00856406,0.0129852,0.0147859,0.0223041,0.0470466,0.0228819,0.0187799,0.0165435,0.0571309,0.0190264,0,0,0,0,0,0.0262798,0,0
151,0,0,0,0,0.0510589,0.0627201,0,0.033748,0.011021,0.0234392,0.019269,0,0,0.012291,0,0.0182358,0.00573583,0.0514191,0.0276343,0.0241721,0.0215151,0.0303648,0.0542396,0.0137977,0.0208775,0.0189145,0.0453132,0.0161678,0.0162289,0.00969881,0.0113914,0.0372013,0.0200552,0.00803296,0.00208092,0.0370902,0.00977959,0.0195428,0.013737,0.0301947,0,0,0.0495548,0,0.0153436,0.0372991,0.0586629,0.0294116,0.0208961,0.0115721,0.0383073,0.0479147,0.00493733,0.0592342,0.0105283,0.00853367,0.0126793,0.014739,0.0211124,0.0456959,0.0228463,0.0189971,0.0166492,0.0570486,0.0192832,0,0,0,0,0,0.0268478,0,0
152,0,0,0,0,0.0509739,0.0626873,0,0.0353793,0.0110395,0.0241678,0.0191125,0,0,0.0127077,0,0.0182852,0.00576266,0.0513613,0.0278324,0.0240713,0.021815,0.0304497,0.0543403,0.0138838,0.0211251,0.0190293,0.045057,0.0162444,0.0162089,0.00981036,0.0113894,0.0386242,0.0204183,0.00803951,0.00211042,0.0349972,0.00975114,0.0198617,0.0136561,0.0303789,0,0,0.0496748,0,0.0154099,0.0374805,0.0584807,0.0297432,0.0208844,0.012014,0.038347,0.0481754,0.00511902,0.0594499,0.0106423,0.00860203,0.0119997,0.0146219,0.0200509,0.0435769,0.0228299,0.0192283,0.0167163,0.0570282,0.0193411,0,0,0,0,0,0.0259168,0,0
153,0,0,0,0,0.0508633,0.0626552,0,0.0370789,0.0110716,0.0247877,0.0188976,0,0,0.0128758,0,0.0182407,0.00579564,0.0512861,0.028107,0.0241022,0.0220542,0.030413,0.054246,0.0139204,0.0212923,0.0191358,0.0447387,0.0163206,0.0161719,0.00985583,0.011319,0.0401597,0.0206498,0.00799882,0.00216762,0.0317808,0.00977206,0.019755,0.0136111,0.0306965,0,0,0.0497903,0,0.0154751,0.037615,0.058185,0.0295814,0.0209545,0.0124089,0.0382396,0.0484742,0.00559582,0.0597152,0.0109967,0.00892544,0.0112231,0.0144413,0.0193872,0.0399617,0.0227957,0.0194015,0.0167408,0.0569389,0.0191969,0,0,0,0,0,0.0250181,0,0
154,0,0,0,0,0.0498099,0.0653373,0,0.036777,0.00998496,0.0260953,0.018856,0,0,0.0123261,0,0.0190322,0.00462196,0.0510506,0.0307567,0.0258878,0.0238323,0.0328788,0.0548831,0.0157299,0.023899,0.0201156,0.0456232,0.0166583,0.0165782,0.0103169,0.0126116,0.0401078,0.0173243,0.00869162,0.00290602,0.0221588,0.00910098,0.0335206,0.00709793,0.0304057,0,0,0.0550293,0,0.0163737,0.0412389,0.0465707,0.0417884,0.0285171,0.0264711,0.0445125,0.0485117,0.0156336,0,0.0262462,0.0155858,0.0209504,0.0153456,0.0257564,0.013943,0.0258545,0.0209108,0.0182928,0.0606182,0.018724,0,0,0,0,0,0.035843,0,0
155,0,0,0,0,0.0498525,0.0653752,0,0.0381063,0.0100954,0.0266726,0.0190679,0,0,0.0126757,0,0.0189245,0.00483028,0.0509481,0.0311944,0.0257081,0.0241715,0.0332632,0.0545048,0.0159981,0.0241601,0.0201226,0.0452062,0.0165434,0.0163783,0.010211,0.0125815,0.0412925,0.0172226,0.00864827,0.0028791,0.0239323,0.00900778,0.0335028,0.00734967,0.0305936,0,0,0.0554633,0,0.016466,0.0416016,0.0466445,0.0412347,0.0285791,0.0266317,0.0448131,0.0491508,0.0151903,0,0.0258455,0.0174677,0.0216067,0.0154017,0.0256796,0.0166166,0.0261225,0.0211404,0.018496,0.0606562,0.0182546,0,0,0,0,0,0.0376764,0,0
156,0,0,0,0,0.0512086,0.0626085,0,0.0420798,0.0113836,0.026929,0.0192207,0,0,0.0134511,0,0.0178976,0.0060265,0.0509916,0.0294152,0.0233497,0.0229931,0.0310567,0.0533029,0.0147645,0.0219183,0.0194387,0.0435492,0.0160548,0.0157157,0.00982904,0.0111367,0.0448579,0.0208191,0.00778349,0.0021511,0.0209215,0.00956858,0.0198492,0.0147617,0.0314261,0,0,0.0505793,0,0.0156373,0.0383432,0.0575234,0.0308801,0.0210088,0.0144098,0.0385122,0.0503748,0.00968534,0.0594443,0.0139273,0.0104233,0.0086178,0.0147618,0.0141562,0.0263314,0.023283,0.0200121,0.0171189,0.0567584,0.0180798,0,0,0,0,0,0.025851,0,0
157,0,0,0,0,0.0510747,0.0625111,0,0.0435877,0.0114038,0.027567,0.0196027,0,0,0.0131418,0,0.017873,0.00586589,0.0509809,0.0297553,0.0227845,0.0232459,0.0314598,0.0531831,0.0151749,0.0220806,0.0195999,0.0429747,0.0157681,0.0154379,0.00984996,0.0110155,0.0464393,0.0208953,0.0077769,0.00203275,0.0186627,0.00956344,0.0203134,0.0154785,0.0313509,0,0,0.0508971,0,0.0156883,0.0384883,0.0574335,0.0324909,0.0210345,0.0155603,0.0387041,0.0507163,0.0122265,0.0590942,0.0157347,0.0124239,0.0088012,0.0145861,0.0140277,0.021648,0.0234363,0.0201503,0.0172215,0.0567279,0.0179016,0,0,0,0,0,0.0255658,0,0
158,0,0,0,0,0.0507811,0.0623903,0,0.0448481,0.011467,0.0280921,0.0198812,0,0,0.0133393,0,0.0178052,0.00599964,0.0510254,0.0302974,0.0222669,0.0233781,0.0319157,0.0531566,0.0155678,0.0221398,0.0195325,0.0424055,0.0155091,0.0152101,0.00990558,0.0109524,0.0479031,0.0210359,0.00774677,0.00183685,0.0243607,0.00957908,0.0278777,0.0160954,0.0311711,0,0,0.0510885,0,0.0157311,0.0385953,0.0571571,0.0415064,0.0210765,0.0168696,0.0389502,0.0510546,0.0152231,0.0590877,0.0184393,0.0163907,0.0124287,0.0150251,0.0116339,0.0318183,0.023572,0.0202699,0.0172784,0.05675,0.0179216,0,0,0,0,0,0.0269973,0,0
159,0,0,0,0,0.0506459,0.0624952,0,0.0460016,0.0115256,0.0286287,0.0200022,0,0,0.0124778,0,0.0177732,0.00566628,0.0510681,0.0312109,0.0218043,0.0233082,0.0324537,0.0534064,0.0159085,0.0221039,0.0191418,0.041928,0.0152926,0.01508,0.00994832,0.0109138,0.0490439,0.0210713,0.00767337,0.0020421,0.0362133,0.00954056,0.0382525,0.0166555,0.0308032,0,0,0.0517081,0,0.0157903,0.0389594,0.0567423,0.0519318,0.0210954,0.0178867,0.0394145,0.0514756,0.0180627,0.0593591,0.0219403,0.0202722,0.0163794,0.0180584,0.00774558,0.0452458,0.0237942,0.0205784,0.0173596,0.0570624,0.0179441,0,0,0,0,0,0.0300109,0,0
160,0,0,0,0,0.0504779,0.0625134,0,0.0467284,0.0115507,0.0288465,0.0198444,0,0,0.0119389,0,0.017682,0.00545791,0.05106,0.031751,0.0213746,0.0230836,0.0327737,0.0535582,0.0161483,0.0219354,0.0191006,0.0415728,0.0151046,0.0149561,0.00992183,0.0108337,0.0496245,0.0210486,0.0076314,0.00216152,0.0460519,0.00951488,0.0458866,0.0169799,0.0304227,0,0,0.0521182,0,0.0158081,0.0392004,0.0563928,0.0590771,0.0211782,0.0185292,0.039734,0.0518251,0.0205273,0.0598682,0.0250733,0.023182,0.0189035,0.0212351,0.00534375,0.0545259,0.0239116,0.0208095,0.0173984,0.057288,0.0178333,0,0,0,0,0,0.0325436,0,0
