Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,IMU_T
73,0,0,0,0,0.0363103,0.0518452,0.0279975,0.00863727,0.0220119,0.0323932,0,0,0.00537,0,0.0208053,0.00392548,0.0520637,0.0225302,0.0225501,0.00973666,0.0433845,0.0408657,0.00707332,0.0105267,0.00955406,0.0456487,0.0158106,0.0179984,0.0133908,0.0104214,0.0297413,0.0131825,0.0105255,0.00395451,0.0290499,0.00942091,0.0207503,0.0305701,0.0147417,0,0,0.0541079,0,0.0162594,0.0389565,0.0602174,0.0452317,0.0164273,0.0057647,0.04854,0.0353404,0.00675886,0.0565169,0.0115383,0.00887086,0.0265211,0,0.025968,0.0398402,0.0425767,0.0305666,0.0163258,0.0172489,0.0515047,0.00835201,0,0,0,0,0,0,0,0
74,0,0,0,0,0.0359637,0.0518577,0.0287971,0.00859694,0.0226989,0.0321874,0,0,0.00528169,0,0.0207982,0.00388169,0.0519281,0.022702,0.022547,0.0101077,0.0431597,0.0408033,0.00716428,0.0105552,0.00993072,0.0453136,0.0158009,0.017967,0.0135651,0.0106229,0.0301185,0.0132008,0.0105379,0.00393199,0.0282917,0.0094205,0.022511,0.0303322,0.0144169,0,0,0.054314,0,0.0163197,0.0391886,0.0600398,0.0472901,0.0164257,0.00566103,0.048583,0.0352937,0.00630954,0.0564148,0.0105679,0.00858692,0.0264898,0,0.0295738,0.0401308,0.0424345,0.030667,0.0166503,0.0172759,0.0515751,0.00797668,0,0,0,0,0,0,0,0
75,0,0,0,0,0.0351361,0.052655,0.0287202,0.0082302,0.0233242,0.0319941,0,0,0.00694933,0,0.0211164,0.00468492,0.0516143,0.023445,0.022974,0.0112483,0.043612,0.0409155,0.00774884,0.0116677,0.0107901,0.0454327,0.0156578,0.0177378,0.0136111,0.0111591,0.0301624,0.0128303,0.0107768,0.00440292,0.0458722,0.00919968,0.0192055,0.028227,0.0132711,0,0,0.056007,0,0.016675,0.040476,0.0581722,0.0440991,0.017229,0.00990638,0.049985,0.0356833,0.00392983,0.0577181,0.0103746,0.00569024,0.0198582,0.0182358,0.0274104,0.030297,0.062871,0.0316345,0.0174345,0.0177031,0.0528342,0.00592525,0,0,0,0,0,0,0,0
76,0,0,0,0,0.0349992,0.0528303,0.0297129,0.00829474,0.0240236,0.0317581,0,0,0.00695397,0,0.0210963,0.00465464,0.0515116,0.0237031,0.0229203,0.0115381,0.0433721,0.0406491,0.00786321,0.0118463,0.0110293,0.0452008,0.0154428,0.0176326,0.0136411,0.0111799,0.0308834,0.0126813,0.0107912,0.00445845,0.0447759,0.00918863,0.0196311,0.0280438,0.0131795,0,0,0.0564089,0,0.0167999,0.0409959,0.0582044,0.0448445,0.0172738,0.0100181,0.0499947,0.0360352,0.0037229,0.0575877,0.00994485,0.00535771,0.0182723,0.0177015,0.027173,0.028841,0.0615325,0.0318382,0.0179961,0.0177517,0.0530684,0.00561938,0,0,0,0,0,0,0,0
77,0,0,0,0,0.0351125,0.0529655,0.030946,0.00830529,0.024725,0.0314716,0,0,0.00699566,0,0.0211351,0.00468703,0.0515605,0.0239146,0.0228526,0.0117436,0.0430614,0.0403397,0.00799227,0.0119616,0.0112288,0.0449582,0.015303,0.0177241,0.0136687,0.0113207,0.0318051,0.0125791,0.0108079,0.00453906,0.0431524,0.00921426,0.0199273,0.0278286,0.0130159,0,0,0.0569517,0,0.0169739,0.0416133,0.0581916,0.0450058,0.017281,0.0102694,0.049905,0.0363277,0.0034344,0.0574296,0.00963402,0.00522049,0.0160972,0.0173819,0.0265,0.0270558,0.0594724,0.0322408,0.0185605,0.0178311,0.0532244,0.00534082,0,0,0,0,0,0,0,0
78,0,0,0,0,0.0351157,0.0531551,0.0321385,0.0082494,0.0253737,0.0312641,0,0,0.00711973,0,0.0211636,0.00471079,0.0515967,0.0241017,0.0227802,0.0119449,0.0428172,0.0400219,0.0081986,0.0120522,0.0114681,0.0445723,0.0151882,0.0178754,0.0137763,0.0113735,0.0327739,0.0123247,0.0108525,0.00457998,0.0411269,0.00915815,0.0204553,0.0275756,0.0128453,0,0,0.0576954,0,0.0171162,0.0423286,0.0580701,0.045094,0.0173407,0.0109199,0.0498798,0.0366969,0.00301707,0.0574776,0.00956333,0.00563047,0.0154932,0.0172726,0,0.0262753,0.0569368,0.0328247,0.0191387,0.017894,0.0533958,0.00510386,0,0,0,0,0,0,0,0
79,0,0,0,0,0.0350345,0.0533837,0.0333955,0.00827444,0.025888,0.0309432,0,0,0.00718119,0,0.0211585,0.00471417,0.0515918,0.0241012,0.0226893,0.0121281,0.0425263,0.0397322,0.00838883,0.0120261,0.0117527,0.0440476,0.0151012,0.0177968,0.0139073,0.0112771,0.0340844,0.0121475,0.0108627,0.00460782,0.0389845,0.00906213,0.02037,0.0273192,0.0127982,0,0,0.0584854,0,0.0171944,0.0429539,0.0581485,0.044453,0.0174574,0.0109107,0.0497678,0.0371951,0.00302981,0.0574201,0.00952119,0.00552722,0.0142653,0.0173625,0.0257745,0.0251136,0.0541791,0.0333882,0.0196201,0.0178912,0.0535624,0.00502005,0,0,0,0,0,0,0,0
80,0,0,0,0,0.0349807,0.053715,0.0343995,0.0083445,0.0263379,0.0307163,0,0,0.00723426,0,0.0211167,0.00471452,0.0515814,0.0241271,0.0226344,0.0123347,0.0424288,0.0395578,0.00857141,0.0120149,0.0119363,0.0434334,0.0149763,0.0176804,0.0140347,0.0111441,0.0349359,0.0122413,0.0108487,0.00465302,0.0364885,0.00900658,0.0205512,0.0271894,0.0127562,0,0,0.059418,0,0.0172631,0.043497,0.0579107,0.0439773,0.0175303,0.0109061,0.0495197,0.0377961,0.00327648,0.057185,0.00983837,0.00558584,0.0131351,0.0174975,0.0257133,0.0242314,0.0509309,0.0340007,0.0199992,0.0179017,0.0538792,0.00489606,0,0,0,0,0,0,0,0
81,0,0,0,0,0.0350358,0.0540598,0.0353102,0.00848683,0.0268866,0.0305851,0,0,0.00708763,0,0.021043,0.00460673,0.0516277,0.0244425,0.0224833,0.0124937,0.0423325,0.0394816,0.00880474,0.0119052,0.01185,0.0429686,0.0148019,0.0176077,0.0142881,0.0110347,0.0356999,0.0123218,0.0107464,0.00462757,0.0335538,0.00898507,0.0206181,0.02723,0.0127452,0,0,0.0602211,0,0.0172736,0.0438891,0.0577228,0.0433114,0.0174949,0.010748,0.049331,0.0384055,0.00369853,0.0569735,0.0104745,0.00586398,0.0119548,0.0176314,0.0250712,0.0232817,0.0473099,0.0345283,0.0202017,0.0179056,0.0542466,0.00481829,0,0,0,0,0,0,0,0
82,0,0,0,0,0.0351453,0.0543097,0.0363509,0.00867869,0.0274963,0.0305267,0,0,0.00666328,0,0.0209366,0.00428062,0.0517256,0.0248113,0.0222773,0.0125465,0.0422075,0.0394108,0.00907407,0.0117149,0.0119087,0.0425981,0.0146033,0.0175828,0.0143058,0.0109083,0.0365327,0.0124503,0.010583,0.00450493,0.0307245,0.00897241,0.0203472,0.02747,0.0127361,0,0,0.0608375,0,0.0172237,0.0441264,0.0576203,0.0425444,0.0174622,0.0108611,0.0491379,0.0389371,0.00447017,0.0568953,0.0112093,0.00646639,0.0109561,0.0176389,0.0245663,0.022442,0.0437556,0.0348808,0.0202537,0.0178395,0.0545817,0.00482275,0,0,0,0,0,0,0,0
83,0,0,0,0,0.0354589,0.0544189,0.0374651,0.00892406,0.0277676,0.0305459,0,0,0.00596264,0,0.0207706,0.00381324,0.0517771,0.024655,0.0220444,0.0124084,0.0420705,0.0394049,0.00927877,0.0114556,0.0116748,0.0422203,0.0144042,0.0175784,0.0143375,0.0107113,0.0373856,0.0127129,0.0103808,0.00428753,0.028498,0.00899299,0.0199456,0.0279471,0.0127741,0,0,0.0611797,0,0.0171223,0.0441295,0.0574771,0.0416601,0.0174416,0.0111401,0.0488151,0.0393307,0.00586764,0.0569713,0.0120965,0.00738621,0.0101151,0.017552,0.0242866,0.0213613,0.040576,0.0350679,0.020191,0.0176585,0.054781,0.00501889,0,0,0,0,0,0,0,0
84,0,0,0,0,0.0356933,0.0544009,0.0382896,0.0092325,0.0278863,0.0306161,0,0,0.00504516,0,0.0205732,0.00329646,0.0517644,0.0241285,0.0217605,0.0121283,0.0419692,0.0394175,0.00940826,0.0111085,0.0113233,0.0417868,0.014301,0.0174578,0.0141862,0.0104633,0.0380368,0.0131368,0.0101937,0.00404451,0.0267707,0.00911564,0.0193832,0.0285969,0.0128724,0,0,0.0612636,0,0.017035,0.043966,0.0572733,0.0403972,0.0174294,0.0115939,0.0484279,0.0395829,0.00794733,0.0570371,0.0134129,0.00844979,0.00934363,0.0175343,0.0239044,0.0193784,0.0377235,0.0351184,0.0201074,0.0174467,0.0548299,0.00532323,0,0,0,0,0,0,0,0
85,0,0,0,0,0.0353334,0.0543814,0.0386013,0.00948594,0.0278079,0.0307196,0,0,0.00440491,0,0.0204632,0.00286779,0.051791,0.0243893,0.0214523,0.0117498,0.0420681,0.0394241,0.00951285,0.010784,0.0110603,0.0413942,0.0142369,0.0173739,0.0141511,0.0102119,0.0383373,0.0133606,0.0100628,0.0037136,0.0256911,0.00929566,0.0215383,0.0292738,0.0128516,0,0,0.0613452,0,0.016975,0.0438968,0.0568509,0.0420863,0.0172951,0.0124193,0.0483474,0.0398397,0.0104352,0.0572785,0.015564,0.0102525,0.00949198,0.0173308,0.0237149,0.0147143,0.0387305,0.0352431,0.0200983,0.0173347,0.0549348,0.00553669,0,0,0,0,0,0,0,0
86,0,0,0,0,0.0355483,0.0544592,0.0389588,0.00971242,0.0276993,0.0308055,0,0,0.00360505,0,0.0203605,0.00256618,0.0517339,0.0248081,0.0211082,0.0111097,0.0421958,0.0393701,0.00947152,0.0102159,0.0106111,0.0410651,0.0142252,0.0174264,0.0140176,0.00997275,0.0385763,0.0139515,0.00988652,0.00362347,0.0330574,0.00943665,0.031155,0.0297883,0.0130285,0,0,0.06127,0,0.0169275,0.0437249,0.0563975,0.051251,0.0172671,0.0132828,0.0483543,0.0400332,0.0133191,0.0578286,0.0188871,0.0133887,0.0122064,0.0193654,0.0259875,0.0110265,0.0484596,0.0351604,0.0202156,0.0170857,0.0550847,0.0057674,0,0,0,0,0,0,0,0
87,0,0,0,0,0.0356803,0.0544958,0.0387941,0.00992936,0.0273069,0.0308316,0,0,0.00331866,0,0.0203562,0.00244567,0.0516059,0.024649,0.0207653,0.0104597,0.0422926,0.0392879,0.00946494,0.00973672,0.0101746,0.0407648,0.0141518,0.0174007,0.0140052,0.00971109,0.038384,0.0140875,0.00979653,0.00347205,0.0417678,0.00952394,0.0392583,0.0298783,0.0130179,0,0,0.0613004,0,0.0168468,0.0437118,0.0559437,0.059199,0.0173714,0.0137932,0.0485765,0.0400305,0.0160236,0.0584639,0.021996,0.0166163,0.0144275,0.0222776,0.0286241,0.0099748,0.0565238,0.0352149,0.0204857,0.0168203,0.05524,0.00585076,0,0,0,0,0,0,0,0
88,0,0,0,0,0.0352571,0.0545225,0.0381151,0.0101325,0.0266114,0.0306965,0,0,0.00341999,0,0.020433,0.00246192,0.0513847,0.0240944,0.020486,0.00963356,0.0423587,0.0392708,0.0094387,0.00916896,0.00967009,0.0404924,0.0140398,0.017236,0.0136899,0.00948736,0.0377228,0.0144088,0.0097759,0.00335375,0.0476254,0.00963466,0.0443123,0.0296361,0.0129692,0,0,0.0612962,0,0.0167963,0.0436791,0.0556428,0.0644502,0.0175129,0.0140116,0.0490277,0.0400271,0.0177422,0.0587928,0.02359,0.018496,0.0157265,0.0242427,0.0302946,0.0106106,0.0618342,0.0353516,0.0207996,0.0166022,0.0554664,0.00584053,0,0,0,0,0,0,0,0
89,0,0,0,0,0.0349546,0.054553,0.0366448,0.0102419,0.0255771,0.030449,0,0,0.00351952,0,0.0206021,0.00235415,0.0510359,0.0231842,0.0203128,0.00880709,0.0424448,0.0392883,0.00946833,0.00884275,0.00906979,0.0404113,0.0139191,0.0169821,0.013038,0.00925776,0.0363487,0.0147109,0.00982094,0.00312529,0.0490328,0.00971084,0.0454117,0.0291817,0.0128074,0,0,0.0613681,0,0.0167767,0.0437255,0.0555353,0.0655165,0.017666,0.013442,0.0492907,0.0400573,0.0178017,0.0584603,0.0229297,0.0183453,0.0160476,0.0244466,0.0306788,0.0115217,0.0631622,0.0355923,0.0211455,0.0165035,0.0557173,0.00568008,0,0,0,0,0,0,0,0
90,0,0,0,0,0.0349993,0.0547025,0.0349896,0.0103031,0.024481,0.03029,0,0,0.00381191,0,0.020735,0.00241103,0.0506339,0.022317,0.0203213,0.00778981,0.0425262,0.039441,0.00937599,0.008411,0.00829489,0.0405366,0.0137619,0.0167692,0.012472,0.00905733,0.0345942,0.0150009,0.00984841,0.00304744,0.045283,0.00973823,0.0420319,0.0285859,0.012589,0,0,0.0615625,0,0.0167678,0.0438316,0.0557419,0.0612121,0.0178221,0.0124974,0.0494674,0.0400962,0.0162622,0.0574791,0.0204428,0.0164639,0.0150773,0.0227776,0.0292506,0.0116687,0.059197,0.0358597,0.0214689,0.0164392,0.056004,0.00549189,0,0,0,0,0,0,0,0
91,0,0,0,0,0.0350075,0.0549901,0.033424,0.0103104,0.0234215,0.0301902,0,0,0.00419353,0,0.0208361,0.002529,0.0502125,0.022107,0.0205155,0.00671815,0.0425276,0.0397981,0.00919101,0.00800613,0.0074706,0.0409075,0.013561,0.0165876,0.0120996,0.00888821,0.0322823,0.0151498,0.00987077,0.00303327,0.0365132,0.00976024,0.0345828,0.027962,0.0123928,0,0,0.0619197,0,0.0167866,0.0440111,0.0561926,0.0517477,0.0180368,0.0115089,0.049666,0.0401101,0.0137717,0.056313,0.0173526,0.0138168,0.0128309,0.0200158,0.0264595,0.0118361,0.0504467,0.0360991,0.0217656,0.0164052,0.056323,0.00532895,0,0,0,0,0,0,0,0
92,0,0,0,0,0.034919,0.0552899,0.0315644,0.0102877,0.0223184,0.0300064,0,0,0.00448766,0,0.020882,0.0026407,0.0498046,0.0218485,0.020789,0.00572762,0.0423618,0.0403481,0.00900949,0.0077219,0.00672653,0.0415034,0.0133459,0.0163035,0.0116918,0.00877569,0.0291778,0.0154542,0.00988832,0.00304515,0.0264278,0.0097167,0.0244619,0.0274044,0.0121773,0,0,0.0623054,0,0.016765,0.0442027,0.056764,0.0398268,0.0182989,0.010799,0.0498568,0.0400762,0.0107626,0.0553873,0.0149927,0.0112591,0.00997319,0.0177097,0.023764,0.0132867,0.03987,0.0362935,0.0220287,0.0164124,0.0565934,0.0052852,0,0,0,0,0,0,0,0
93,0,0,0,0,0.0348911,0.0554628,0.0294702,0.0102724,0.0213425,0.029958,0,0,0.00471223,0,0.020895,0.00276736,0.0494698,0.0215721,0.0211009,0.0046221,0.0419803,0.0409641,0.00877841,0.00740889,0.00612403,0.0422697,0.013038,0.015919,0.011401,0.00876325,0.025838,0.0160312,0.00989223,0.00316393,0.0228468,0.00974851,0.0157117,0.026687,0.0119657,0,0,0.062494,0,0.0167288,0.0442409,0.0572251,0.0300726,0.0186023,0.0104578,0.0498706,0.0400113,0.00752113,0.0549949,0.0130584,0.00905447,0.00797407,0.0175082,0.0221139,0.0158125,0.0341184,0.0363489,0.0223482,0.0164011,0.0567712,0.00525444,0,0,0,0,0,0,0,0
94,0,0,0,0,0.0345252,0.0555526,0.0265072,0.0101623,0.0203716,0.0300063,0,0,0.00473943,0,0.020938,0.00277728,0.04912,0.0213854,0.0213429,0.00438319,0.0416378,0.0414875,0.00878563,0.00769819,0.00619734,0.0432661,0.0126567,0.015289,0.0110061,0.0088654,0.021717,0.0163464,0.0099444,0.00331502,0.0248387,0.00971288,0.0111054,0.0256083,0.0115845,0,0,0.0628406,0,0.0167561,0.0443909,0.0573603,0.0250844,0.0189777,0.010201,0.0498688,0.0400004,0.00544254,0.0551807,0.0118235,0.00838063,0.00757828,0.0189788,0.0205681,0.0170751,0.0351041,0.0366132,0.0225957,0.0164636,0.0570171,0.0049436,0,0,0,0,0,0,0,0
95,0,0,0,0,0.0340858,0.0556364,0.0233667,0.00993184,0.0198413,0.0302846,0,0,0.00512799,0,0.021068,0.00293021,0.0488346,0.0215874,0.0214267,0.00522671,0.0414595,0.0418141,0.0091277,0.00851093,0.00705286,0.0444168,0.0118995,0.0144259,0.010549,0.00908388,0.0164802,0.0160962,0.0100489,0.00347982,0.0267422,0.00960274,0.00850237,0.0244795,0.0112311,0,0,0.0636468,0,0.0168624,0.0448677,0.057116,0.0231452,0.0193992,0.00959418,0.0498731,0.0400725,0.00474418,0.0553693,0.0114282,0.00948034,0.00787891,0.0206197,0.0186873,0.0169669,0.0363651,0.037136,0.0228625,0.0166581,0.0573679,0.00460859,0,0,0,0,0,0,0,0
96,0,0,0,0,0.0337747,0.0556103,0.0212663,0.00966543,0.019978,0.0308438,0,0,0.00567426,0,0.0212111,0.00317572,0.0485881,0.0224081,0.0215449,0.00653388,0.0413735,0.0419078,0.00977021,0.00958342,0.00855666,0.0456945,0.0107236,0.0136144,0.0100836,0.00934297,0.0117887,0.0157125,0.0101778,0.00363546,0.0287675,0.0094565,0.00653172,0.0234661,0.0110289,0,0,0.0644387,0,0.0169307,0.0452584,0.0569798,0.0219474,0.0199283,0.00909675,0.0498115,0.0402739,0.00554684,0.0550877,0.0122484,0.0110399,0.00680955,0.0217307,0.0173791,0.0149578,0.037341,0.0376522,0.023034,0.0169418,0.0576518,0.00473024,0,0,0,0,0,0,0,0
97,0,0,0,0,0.0337431,0.0553519,0.0224574,0.00942189,0.0213264,0.0314383,0,0,0.00610492,0,0.0212933,0.00333989,0.0482621,0.0240733,0.0218274,0.00824865,0.0412532,0.0418422,0.0104639,0.0109878,0.0106274,0.0470851,0.00935186,0.0135421,0.0099288,0.00977181,0.0125251,0.0153571,0.0102518,0.00375046,0.0316089,0.0093471,0.00612286,0.0228917,0.0109404,0,0,0.0648016,0,0.0169438,0.0453645,0.0574088,0.0213774,0.0203695,0.00860782,0.0496972,0.0403906,0.00661182,0.0544939,0.0134039,0.0121104,0.00503628,0.0217973,0.0173704,0.0123533,0.0399718,0.0377529,0.0231105,0.0171529,0.0576881,0.0053587,0,0,0,0,0,0,0,0
98,0,0,0,0,0.0338379,0.0549728,0.0275222,0.00921976,0.0238853,0.0318213,0,0,0.00618646,0,0.0213349,0.00333099,0.0480941,0.0261149,0.0223795,0.0102041,0.0411113,0.0418328,0.0110642,0.0127324,0.0127128,0.0486354,0.00803066,0.0146488,0.0100969,0.0103211,0.020253,0.0149467,0.0102599,0.0037815,0.0344174,0.00928539,0.00636253,0.0228572,0.0108638,0,0,0.064602,0,0.0169308,0.0452131,0.0582876,0.0217983,0.0203674,0.00854276,0.0495124,0.0402482,0.00676587,0.0541188,0.0136542,0.0124716,0.00385223,0.0209153,0.0184916,0.0106478,0.04349,0.0374272,0.023218,0.0171538,0.0574205,0.00621187,0,0,0,0,0,0,0,0
99,0,0,0,0,0.03391,0.0547093,0.0352168,0.00900778,0.0272222,0.0321823,0,0,0.00605106,0,0.0213468,0.00316957,0.0479879,0.0283469,0.0230421,0.0121167,0.040918,0.0420315,0.0117263,0.0146643,0.0144721,0.0502014,0.00723225,0.017068,0.0105106,0.0109431,0.0309399,0.01459,0.0102669,0.00373371,0.0363506,0.00926331,0.00658249,0.0232335,0.0108,0,0,0.063916,0,0.0169481,0.0449653,0.0591728,0.0224934,0.0201252,0.00918982,0.0492951,0.0399741,0.00592808,0.0540191,0.0130306,0.0121937,0.00431387,0.0197223,0.020245,0.0102321,0.0466388,0.0369234,0.0233762,0.0170898,0.0569591,0.00708113,0,0,0,0,0,0,0,0
100,0,0,0,0,0.0339478,0.0545209,0.0439766,0.00841177,0.0306071,0.0325749,0,0,0.00838471,0,0.0219279,0.00421552,0.047707,0.0309071,0.0234593,0.0140602,0.0410871,0.0419543,0.0124717,0.0169605,0.0158616,0.0519211,0.00757997,0.0205451,0.0110348,0.0116644,0.0427547,0.0134956,0.0106378,0.00442005,0.0378476,0.0095654,0.00690871,0.0238472,0.0108411,0,0,0.0615477,0,0.0166291,0.0436033,0.0596303,0.0226078,0.0199069,0.0098328,0.0493747,0.039922,0.00456532,0.0540189,0.0118508,0.0111693,0.0060041,0.0186462,0.0219702,0.0107067,0.0488,0.0353139,0.0231557,0.0164585,0.0565046,0.00722626,0,0,0,0,0,0,0,0
101,0,0,0,0,0.0346777,0.054734,0.0525562,0.00828753,0.0338326,0.0334271,0,0,0.00915859,0,0.0221056,0.00433668,0.0475218,0.0338192,0.0238557,0.0155389,0.0409866,0.0429231,0.0133004,0.0194268,0.0168779,0.053278,0.00872788,0.0242536,0.0115132,0.012501,0.0551847,0.0128075,0.0107254,0.00455606,0.039153,0.00955508,0.0067238,0.0247227,0.010879,0,0,0.0607249,0,0.016717,0.0433315,0.0600813,0.0216423,0.019651,0.010173,0.0493482,0.0398682,0.00366688,0.0538733,0.010956,0.0102618,0.00718805,0.0181433,0.0236923,0.0115102,0.0506369,0.0348375,0.0232419,0.0164513,0.0562455,0.00725748,0,0,0,0,0,0,0,0
102,0,0,0,0,0.0353293,0.054837,0.0605692,0.00820449,0.0366746,0.0342742,0,0,0.00978516,0,0.0222723,0.00447106,0.0470196,0.037158,0.0240769,0.0168236,0.0407004,0.0437916,0.0144323,0.0221754,0.0178431,0.0544129,0.0101866,0.027606,0.0119688,0.0133049,0.067132,0.0123286,0.0107756,0.00470761,0.040124,0.00949514,0.00664971,0.0252831,0.011096,0,0,0.0604184,0,0.0167438,0.0433844,0.0604666,0.0205457,0.0196189,0.0101991,0.0493156,0.0400795,0.0033077,0.0538318,0.0106758,0.00985044,0.0074067,0.0180639,0.0240849,0.0118948,0.0518965,0.0346943,0.0235006,0.0165814,0.0560514,0.00688002,0,0,0,0,0,0,0,0
103,0,0,0,0,0.0372632,0.0558393,0.0676,0.00896458,0.0389816,0.0350687,0,0,0.00591531,0,0.0214593,0.00223689,0.0466121,0.040711,0.0244884,0.0176121,0.0394271,0.0466055,0.0152785,0.0244323,0.0184235,0.0551111,0.0116798,0.0303696,0.0126169,0.0139527,0.0786624,0.01408,0.0102583,0.00363954,0.0403702,0.00893215,0.00572605,0.0251636,0.0115948,0,0,0.0630053,0,0.0173757,0.0455395,0.0610327,0.0190347,0.0196974,0.0098252,0.0484064,0.0402589,0.003429,0.0536489,0.0107939,0.010007,0.0065202,0.0185668,0.023232,0.0117057,0.0527382,0.0364135,0.0246082,0.0178745,0.0563261,0.00730221,0,0,0,0,0,0,0,0
104,0,0,0,0,0.0358883,0.054593,0.0743394,0.00822843,0.0398492,0.0351028,0,0,0.0102188,0,0.0224165,0.00469506,0.0455765,0.0448619,0.0240129,0.019695,0.0398073,0.0440573,0.0167365,0.0277071,0.0192071,0.0563789,0.0133255,0.033355,0.013103,0.0145022,0.0918929,0.0118018,0.0109004,0.00496284,0.0405087,0.00931527,0.00523457,0.0249222,0.011623,0,0,0.0608327,0,0.0168411,0.0441193,0.0607672,0.0182967,0.020009,0.0095296,0.0489114,0.0410613,0.00301847,0.0541075,0.0110905,0.00976464,0.00594433,0.0186832,0.0225409,0.0114905,0.0530906,0.0351274,0.0240204,0.0172694,0.0557608,0.00525131,0,0,0,0,0,0,0,0
105,0,0,0,0,0.0359142,0.0543701,0.0803663,0.00826294,0.039587,0.0351224,0,0,0.0110555,0,0.0224657,0.00524685,0.0451417,0.0488997,0.0238684,0.0217503,0.0397587,0.0434847,0.0176797,0.0306538,0.019566,0.0571671,0.015063,0.036018,0.0136452,0.0149943,0.105507,0.0112615,0.010953,0.00510382,0.0397616,0.00923902,0.00480058,0.0245145,0.0119401,0,0,0.0608484,0,0.0169604,0.0441921,0.0607291,0.0175271,0.0200923,0.00902194,0.0488148,0.0413566,0.00279689,0.0543496,0.0105046,0.00973321,0.00532858,0.0189845,0.021655,0.0118794,0.052667,0.0351518,0.0239275,0.0175027,0.0557872,0.00477475,0,0,0,0,0,0,0,0
106,0,0,0,0,0.035979,0.0540965,0.0857079,0.00826146,0.0384601,0.0346626,0,0,0.0116565,0,0.0224777,0.0056623,0.0447826,0.0534234,0.0237035,0.0238821,0.0396165,0.0426146,0.0182815,0.0331965,0.0197425,0.0578691,0.0167665,0.0382255,0.0142467,0.015229,0.116795,0.0110134,0.0109376,0.00521198,0.0390683,0.00910427,0.00428768,0.0238057,0.0121088,0,0,0.0612048,0,0.0170634,0.0444406,0.0607403,0.017102,0.0202468,0.00854369,0.0484508,0.041491,0.00258929,0.0545816,0.0098004,0.00962031,0.00441099,0.0192262,0.0209247,0.0122677,0.0522268,0.0353255,0.0240611,0.0177566,0.0557765,0.00479635,0,0,0,0,0,0,0,0
107,0,0,0,0,0.0361,0.054048,0.0904361,0.0081468,0.0371104,0.0340323,0,0,0.012396,0,0.0226005,0.00614117,0.0445548,0.0579507,0.0235229,0.0260312,0.0395278,0.0417289,0.0187784,0.0355115,0.0194612,0.058435,0.0184459,0.0398831,0.0147142,0.0154285,0.12509,0.0109127,0.0110006,0.00538943,0.0385721,0.00893105,0.00392191,0.0232081,0.0121977,0,0,0.0615846,0,0.0171937,0.0446951,0.0608334,0.0167006,0.020254,0.00837933,0.0480811,0.0415556,0.00271644,0.0547917,0.00940501,0.00978889,0.00372185,0.0193354,0.0204443,0.0127948,0.0519476,0.0355512,0.0241655,0.0180437,0.0558219,0.00527071,0,0,0,0,0,0,0,0
108,0,0,0,0,0.0363426,0.0542273,0.0945017,0.00796673,0.0363504,0.0333232,0,0,0.013066,0,0.0227856,0.00663905,0.044475,0.0620407,0.0232929,0.0279745,0.0396171,0.0411256,0.0192737,0.0376552,0.0194542,0.0589162,0.0199965,0.0413119,0.0150096,0.0158494,0.132042,0.0109992,0.0111315,0.00558007,0.0384438,0.00882131,0.00386573,0.0227531,0.0122394,0,0,0.0619925,0,0.0173841,0.0449467,0.0610386,0.0162794,0.020002,0.00850885,0.0476738,0.0417409,0.0039815,0.0549451,0.00934044,0.0102015,0.00360327,0.0192856,0.0204354,0.0134769,0.0519778,0.0358125,0.0241666,0.0183522,0.0559216,0.00599304,0,0,0,0,0,0,0,0
109,0,0,0,0,0.0365942,0.0543536,0.0983825,0.00775609,0.03669,0.0327128,0,0,0.0136344,0,0.0230404,0.00711068,0.0445126,0.0649078,0.0230004,0.0295151,0.0398494,0.0408176,0.0196424,0.039475,0.0198362,0.059415,0.02137,0.0427508,0.0151371,0.0165726,0.137805,0.011016,0.0112697,0.00572467,0.0388184,0.00871015,0.00417954,0.0224067,0.0122239,0,0,0.0625149,0,0.0175635,0.0451845,0.0614218,0.0154185,0.0196162,0.00854244,0.0472994,0.0420299,0.00472633,0.0550833,0.00951129,0.0103825,0.00358629,0.0191054,0.0206446,0.0139312,0.0523735,0.0360997,0.0241279,0.0186439,0.0559932,0.00666205,0,0,0,0,0,0,0,0
