Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBP,LTHI,LHEE,LTHII,RTIBI,
All Timesteps RMSE,0,0,0,0,0.0110441,0.00654558,0,0,0,0.0505712,0.0116675,0.0244499,0.00599185,0,0,0.00540453,0,0.017902,0.00249343,0.048009,0.0324168,0.0203299,0.00551202,0.00918577,0.0181668,0.0511586,0.013163,0.0160616,0.0112622,0.0214434,0.0601383,0.00560596,0.00759574,0.00118423,0.0381786,0.0151666,0.0325939,0.00782864,0.00930858,0,0,0.00530907,0,0.0129954,0.00364416,0.0705255,0.0407326,0.0244877,0.0161523,0.00499643,0.00532533,0.0141766,0.0502184,0.0124969,0.0177044,0.0182988,0.037087,0.0416552,0.00528981,0.00405005,0.00265773,0.00534603,0.00913926,0,0,0,0,0,0.0259598,0.0148568,0.0239498,0.0207743,0.0655136,0
0,0,0,0,0,0.00272208,0.00280058,0,0,0,0.0214951,0.0128371,0.00597223,0.00301819,0,0,0.00336753,0,0.0171055,0.000835889,0.0511009,0.0302122,0.00598176,0.00336955,0.00499722,0.00328662,0.0459238,0.0102856,0.00995627,0.00372019,0.018964,0.0243022,0.00363333,0.00703774,0.000901924,0.0283847,0.0154527,0.00928786,0.00175689,0.00262692,0,0,0.00451578,0,0.0126032,0.00150679,0.0739122,0.00921406,0.021823,0.0163643,0.00249183,0.00586758,0.0121463,0.052447,0.0116133,0.0171567,0.0226238,0.0330941,0.0309283,0.00376202,0.00317405,0.00119858,0.00379797,0.00273232,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.00287056,0.00281665,0,0,0,0.022687,0.0124808,0.00655928,0.00223089,0,0,0.00321481,0,0.0172385,0.000930853,0.0508843,0.0311488,0.00673879,0.00417057,0.00546455,0.0035389,0.0453943,0.0101739,0.00997151,0.00372743,0.0189319,0.0251773,0.00411906,0.00705128,0.000628706,0.0306228,0.0153777,0.0100042,0.00278579,0.00195202,0,0,0.00425637,0,0.0127393,0.00140767,0.0733981,0.0133304,0.0225834,0.0147411,0.00359528,0.00596971,0,0.0512837,0.00996168,0.0159705,0.0213439,0.0312657,0.03434,0.00352708,0.00258095,0.00114722,0.00409611,0.0027408,0,0,0,0,0,0.0325179,0,0,0,0,0
2,0,0,0,0,0.000724012,0.00709044,0,0,0,0.0192418,0.0134765,0.00482375,0.0189127,0,0,0.00608886,0,0.0168833,0.00367042,0.0530944,0,0.00708326,0.014907,0.00880138,0.00426312,0.0418485,0.00800486,0.0073658,0.00306906,0.0189726,0.0210634,0.00744993,0.00643223,0.00136821,0.0316964,0.0165838,0.0122617,0.0116201,0.00308675,0,0,0.0165018,0,0.0128848,0.00886103,0.0738779,0.0130281,0.0155105,0.0128717,0.00532612,0.0130233,0,0.0519831,0.00853339,0.0139888,0.017958,0.0296861,0.0347367,0.0116852,0.00380927,0.003503,0.011512,0.00545927,0,0,0,0,0,0.0291825,0,0,0,0,0
3,0,0,0,0,0.00473027,0.0114169,0,0,0,0.0345949,0.0139795,0.00830835,0.0295535,0,0,0.00982545,0,0.016763,0.00561857,0,0,0.0138301,0.0206516,0.0101948,0.0127421,0.028138,0.00805241,0.0121307,0.00967603,0.0218001,0.0365797,0.0100909,0.00606628,0.00219077,0.0348226,0.0171077,0.0112551,0.0135412,0.00932193,0,0,0.023133,0,0.0129904,0.0126523,0.0733074,0.0123939,0.013227,0.0095169,0.00541337,0.0187705,0.0154096,0.0489071,0.00435573,0.0128364,0.0181637,0.0299776,0.0402754,0.0161559,0.00510549,0.0048664,0.015735,0.00745195,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.00436779,0.00308655,0,0,0,0.0306869,0.0118882,0.0102339,0.0038289,0,0,0.00525841,0,0.0176405,0.00199284,0.0499619,0.0329257,0.00827951,0.00559494,0.00622918,0.00234279,0.0455298,0.0104336,0.0112431,0.00510941,0.0199418,0.0336181,0.00603816,0.00732689,0.000530162,0.0360408,0.015171,0.0124392,0.00354639,0.00317756,0,0,0.00339262,0,0.0128136,0.000855448,0.0730487,0.0132559,0.0213299,0.00763971,0.00626662,0.00594497,0.014528,0.0480257,0.0023119,0.0110308,0.0161687,0.0292517,0.0419202,0.00289185,0.00236285,0.000907589,0.00415245,0.00444497,0,0,0,0,0,0,0.002257,0,0,0,0
5,0,0,0,0,0.00137685,0.00687358,0,0,0,0.0260835,0.0131591,0.00917973,0.0210261,0,0,0.00840503,0,0.0169572,0.00455057,0.0514791,0,0.00895467,0.0166041,0.00987528,0.00257614,0.0418187,0.00779001,0.00840401,0.00288087,0.0191483,0.0274821,0.00944866,0.00641892,0.00148519,0.0355564,0.0164407,0.0167467,0.0146783,0.00421593,0,0,0.0156278,0,0.012773,0.00825965,0.0744535,0.0144754,0.0149216,0.00590874,0.00678828,0.0122387,0.0121714,0.0493075,0.00370331,0.00814928,0.0121607,0.0281446,0.039341,0.0115539,0.00365085,0.00347742,0.0118234,0.00699935,0,0,0,0,0,0,0.00402358,0.00771504,0,0,0
6,0,0,0,0,0.00509458,0.00328078,0,0,0,0.0331277,0.0117958,0.0130447,0.00341455,0,0,0.00605698,0,0.017751,0.00226073,0.0486919,0.0339209,0.011116,0.00595474,0.00616056,0.0042231,0.0458631,0.0108307,0.0116906,0.00590462,0.0199755,0.0356761,0.00664079,0.00732214,0.000461594,0.037914,0.014951,0.0177512,0.00327797,0.00409474,0,0,0.0026483,0,0.0128091,0.000263844,0.0741172,0.0156882,0.0213173,0.00517322,0.00670194,0.00479732,0.0126662,0.0472256,0.00144181,0.00836767,0.0133378,0.0282137,0.0421403,0.00222577,0.00220098,0.000658882,0.00385413,0.00550506,0,0,0,0,0,0,0.00199331,0.0107576,0,0,0
7,0,0,0,0,0.00495519,0.00313458,0,0,0,0.0341853,0.0118056,0.0142909,0.00374516,0,0,0.00582695,0,0.0177831,0.00208923,0.0483146,0.034354,0.0128249,0.00584649,0.00641614,0.00535855,0.0460535,0.0109042,0.0116378,0.00647797,0.020457,0.0373716,0.00659311,0.00731676,0.000488604,0.0383946,0.0148686,0.0204656,0.0035544,0.0038463,0,0,0.00286949,0,0.0128029,0.000404012,0.0738467,0.0180501,0.0211907,0.0041555,0.00660522,0.00403911,0.0122656,0.0468739,0.00140067,0.00742748,0.0128335,0.0276096,0.0413632,0.00229972,0.00184727,0.000580613,0.00385961,0.00568612,0,0,0,0,0,0,0.00243534,0.0113973,0.0160355,0,0
8,0,0,0,0,0.00480807,0.003126,0,0,0,0.0356312,0.0118557,0.0153486,0.00385964,0,0,0.00595919,0,0.0176256,0.00217121,0.0481528,0.035292,0.0143894,0.00571212,0.00695556,0.00624961,0.0461907,0.0110223,0.0116249,0.00687065,0.0207833,0.0398567,0.00692783,0.0072014,0.000585055,0.0378577,0.0148592,0.0222685,0.00414372,0.00358023,0,0,0.00261722,0,0.012808,0.000386425,0.0727751,0.0196333,0.0210578,0.00252172,0.00652209,0.00408008,0.01207,0.0464671,0.00208998,0.00656334,0.012616,0.0272294,0.0399738,0.0021165,0.00171131,0.000615195,0.00332882,0.0057997,0,0,0,0,0,0,0.00317703,0.0118322,0.0173653,0,0
9,0,0,0,0,0.00473257,0.00335504,0,0,0,0.0374726,0.0119654,0.0162705,0.00416624,0,0,0.00600411,0,0.0175151,0.00221121,0.04796,0.0361299,0.0158976,0.00580313,0.00759775,0.00701125,0.0463562,0.0112292,0.0115263,0.00719348,0.0210934,0.0416441,0.00716915,0.00710576,0.000733519,0.0358323,0.0148873,0.0233783,0.00487886,0.00335186,0,0,0.0024928,0,0.0128266,0.000475594,0.0722833,0.0207657,0.0213589,0.00128046,0.00650441,0.00411804,0.0112114,0.0461889,0.00333488,0.0059014,0.0127112,0.0267868,0.0373027,0.00203232,0.00178499,0.000609039,0.00274753,0.00592042,0,0,0,0,0,0,0.00386665,0.0121986,0.018601,0,0
10,0,0,0,0,0.00484392,0.00332032,0,0,0,0.0389082,0.0120329,0.0171685,0.00477727,0,0,0.00604618,0,0.0175396,0.00216551,0.0477936,0.0363183,0.0173641,0.00591456,0.00769922,0.0077868,0.0465988,0.0112958,0.0112719,0.0074397,0.0213387,0.0428639,0.00716473,0.00710384,0.000890713,0.0330827,0.014874,0.0237006,0.00534667,0.0034202,0,0,0.00234571,0,0.0128622,0.000655599,0.0721967,0.0213699,0.0211074,0.00286184,0.00641365,0.00394945,0.0104831,0.0459222,0.00519934,0.00613117,0.0131968,0.0262314,0.0339093,0.00194341,0.00167054,0.00062811,0.00292886,0.00598469,0,0,0,0,0,0,0.00474557,0.0124166,0.0198116,0,0
11,0,0,0,0,0.00514556,0.0034601,0,0,0,0.0397808,0.0121374,0.0179555,0.00528266,0,0,0.00607475,0,0.0176402,0.00211039,0.0476154,0.0362721,0.0187483,0.00619256,0.00790396,0.00875033,0.0468519,0.0113791,0.010843,0.00756116,0.0215157,0.0436362,0.00720672,0.00712574,0.000993615,0.0297709,0.0147675,0.0221319,0.00560553,0.00375146,0,0,0.0021642,0,0.0128454,0.000929449,0.0718994,0.0203797,0.0208082,0.00449156,0.00650988,0.00372082,0,0.0459475,0.00674254,0.00735492,0.0128937,0.0249922,0.0302218,0.00182833,0.00179118,0.000669672,0.00317914,0.0060888,0,0,0,0,0,0,0.00573602,0.0124396,0.0209334,0.0829056,0
12,0,0,0,0,0.00510298,0.0036819,0,0,0,0.0408764,0.0122824,0.0186766,0.00558813,0,0,0.00614646,0,0.0177366,0.00214421,0.0474278,0.0368956,0.0198789,0.00613173,0.00836217,0.00963242,0.0471339,0.0114225,0.010427,0.00760633,0.0215934,0.0452045,0.00728801,0.00712995,0.00102508,0.0261018,0.0147013,0.0220576,0.00605271,0.00373259,0,0,0.0021373,0,0.0127907,0.00100129,0.0720057,0.0204984,0.0207042,0.00889877,0.00616805,0.0036688,0,0.0457818,0.0104897,0.0101863,0.0151197,0.0252648,0.0254868,0.00191351,0.00197705,0.000779731,0.00335959,0.00583847,0,0,0,0,0,0,0.00673053,0.0124462,0.0219952,0.0179027,0
13,0,0,0,0,0.00462518,0.00840079,0,0,0,0.035721,0.0137367,0.0162645,0.0257428,0,0,0.00950475,0,0.0169428,0.00443909,0.0498316,0,0.0200535,0.0210812,0.0137819,0.00944713,0.0420401,0.00826013,0.00651887,0.0038881,0.0202597,0.0390082,0.0106283,0.0060446,0.00187715,0.0173427,0.0163387,0.0187512,0.0211781,0.00643249,0,0,0.015194,0,0.0127735,0.00857653,0.07293,0.0194621,0.0155944,0.0117471,0.00535446,0.0112097,0.0114951,0.0470544,0.0118674,0.0143994,0.0152426,0.0219754,0.0149192,0.012029,0.00384726,0.00379567,0.0109279,0.00893168,0,0,0,0,0,0.024185,0.00659223,0.00976168,0.0212638,0.0212812,0
14,0,0,0,0,0.00510724,0.00410671,0,0,0,0.0427006,0.0122497,0.0196927,0.00618143,0,0,0.00598021,0,0.0175508,0.00220806,0.0470281,0.0375894,0.0217146,0.00623926,0.00862949,0.0113774,0.0475633,0.0115292,0.00993692,0.00745772,0.0216292,0.0473012,0.00705239,0.00704717,0.0011715,0.0164446,0.0147384,0.0120518,0.00644339,0.00389809,0,0,0.00208272,0,0.0128252,0.000889586,0.0721414,0.00897737,0.0206961,0.0122579,0.00590128,0.00311951,0.011564,0.045171,0.0129235,0.0128939,0.0132431,0.0235762,0.0163759,0.00201342,0.00163532,0.000849812,0.0038113,0.00548446,0,0,0,0,0,0.0216477,0.00848638,0.0123981,0.0236809,0.0152724,0
15,0,0,0,0,0.0052524,0.00466817,0,0,0,0.0437999,0.0123323,0.019826,0.00611997,0,0,0.00593385,0,0.0176325,0.00216623,0.0469605,0.0373345,0.0221924,0.00602766,0.00964928,0.0119706,0.0474555,0.0114109,0.00971799,0.00728647,0.021579,0.0482572,0.00717569,0.00708589,0.00113727,0.0133707,0.0147804,0.00717022,0.00570016,0.00395496,0,0,0.00223895,0,0.0128543,0.00122266,0.0723101,0.00267241,0.0205934,0.0139246,0.00547295,0.00328361,0.0123766,0.044797,0.0141818,0.0135427,0.0122266,0.0228079,0.0120833,0.00200824,0.00199415,0.0010782,0.00481766,0.00535286,0,0,0,0,0,0.0180781,0.00908319,0.0124698,0.0241221,0.0124668,0
16,0,0,0,0,0.00492156,0.00495648,0,0,0,0.0448358,0.012466,0.0199522,0.00576634,0,0,0.00587481,0,0.0176044,0.00224432,0.0470424,0.0368219,0.022245,0.00574854,0.00987671,0.0120093,0.0471519,0.0112386,0.009537,0.00712739,0.0215243,0.0493457,0.00716338,0.00702536,0.00106005,0.0101498,0.01465,0.00392192,0.00474805,0.00401124,0,0,0.00228884,0,0.0127629,0.000538882,0.0724027,0.0049137,0.0205652,0.0147458,0.00504767,0.00172384,0.0130734,0.044543,0.0149778,0.0134661,0.0111075,0.0223776,0.00971434,0.00300204,0.00160494,0.000704731,0.00562343,0.00499684,0,0,0,0,0,0.014968,0.00930225,0.01258,0.0241617,0.0119065,0
17,0,0,0,0,0.0047939,0.00506626,0,0,0,0.0455009,0.0124752,0.0199816,0.00538295,0,0,0.00620188,0,0.017514,0.00240745,0.0469802,0.0361247,0.021934,0.00539411,0.0101407,0.0117066,0.0467257,0.0110733,0.00942692,0.00695493,0.0214061,0.0502156,0.007491,0.00699194,0.000946425,0.0089543,0.014704,0.00519563,0.00353162,0.00402305,0,0,0.00209549,0,0.0127573,0.000765866,0.0722404,0.0102155,0.0205965,0.0143172,0.00470622,0.00200887,0.0146001,0.0442586,0.0138417,0.0125734,0.0102535,0.022408,0.00862036,0.0026976,0.00166931,0.00101219,0.00585241,0.00482851,0,0,0,0,0,0.0129093,0.00932216,0.0128449,0.0238773,0.0124521,0
18,0,0,0,0,0.00463945,0.00533037,0,0,0,0.0460475,0.0124986,0.0199071,0.00522902,0,0,0.00632664,0,0.0174608,0.00246282,0.0468651,0.0354948,0.021106,0.004978,0.0102034,0.0110568,0.0463261,0.0108598,0.00959877,0.00688724,0.0212581,0.0508793,0.00755184,0.00697915,0.000862534,0.00825642,0.014757,0.00728314,0.00226918,0.00402243,0,0,0.00207172,0,0.0127523,0.00113468,0.071794,0.0137744,0.0207751,0.0137561,0.00438785,0.00210796,0.0157992,0.0438679,0.0116952,0.0114219,0.0104659,0.0226836,0.00854488,0.00268558,0.00173631,0.00130053,0.00611628,0.00471171,0,0,0,0,0,0.0117388,0.00903071,0.0131608,0.0231466,0.0129105,0
19,0,0,0,0,0.00467887,0.00563125,0,0,0,0.0460682,0.012509,0.0193763,0,0,0,0.00682685,0,0.0172996,0.00277256,0.0467167,0.0350669,0.0199025,0.00469397,0.0106557,0.0100969,0.0458623,0.0105919,0.00984589,0.00673754,0.0209977,0.0509911,0.00802137,0.00696865,0.000817263,0.0115138,0.0148117,0.0122196,0.00142984,0.00417927,0,0,0.00215944,0,0.012701,0.00140429,0.071102,0.018782,0.0210553,0.0115695,0.0040115,0.0020285,0.0163941,0.0442825,0.0115106,0.01289,0.0120451,0.0239459,0.0163781,0.00306061,0.00187565,0.00153385,0.00661385,0.00477681,0,0,0,0,0,0.00907595,0.00840623,0.0132813,0.0220243,0.0143988,0
20,0,0,0,0,0.00443454,0.00558811,0,0,0,0.0490585,0.0126303,0.0196268,0.0033868,0,0,0.00593208,0,0.0173144,0.00240556,0.0466025,0.0343455,0.0186745,0.00412909,0.0100921,0.00894678,0.0454552,0.00989538,0.0105623,0.00720202,0.0211614,0.0533961,0.00705272,0.0068089,0.00102002,0.0214918,0.0146021,0.0200632,0.0012571,0.00402228,0,0,0.00381077,0,0.0126547,0.000611928,0.0703231,0.0263264,0.0213232,0.0106839,0.00365511,0.00198101,0.0174602,0.0451265,0.0129914,0.0155949,0.0142756,0.0265359,0.0264885,0.00598592,0.00183335,0.000784789,0.00636614,0.00450507,0,0,0,0,0,0.00704502,0.0069415,0.0148318,0.0208172,0.0171243,0
21,0,0,0,0,0.00452865,0.0055158,0,0,0,0.0493338,0.0126823,0.0190215,0.00226351,0,0,0.00610398,0,0.0171518,0.00257921,0.0465254,0.0339047,0.0170135,0.00389402,0.0100843,0.00768918,0.0449594,0.00982567,0.0111061,0.00723396,0.0207646,0.0537055,0.00715047,0.00672666,0.000972659,0.029011,0.0146067,0.0264713,0.00138034,0.00409643,0,0,0.00442072,0,0.012618,0.000973092,0.0696677,0.0335883,0.0216721,0.0111905,0.00336102,0.00231882,0.0188981,0.0460039,0.0151461,0.0178649,0.0169608,0.0292191,0.0347273,0.0067401,0.00253745,0.000817242,0.00664553,0.00439486,0,0,0,0,0,0.00738983,0,0.0155013,0.0191576,0.0200706,0
22,0,0,0,0,0.00460161,0.00558442,0,0,0,0.0494629,0.0127376,0.0186732,0.00257651,0,0,0.00625107,0,0.0170745,0.00272782,0.0461414,0.0334466,0.0158509,0.00377376,0.0101419,0.00762351,0.0448002,0.0095673,0.0116956,0.00736774,0.0207227,0.053767,0.00721009,0.00669906,0.000883903,0.0335451,0.0146248,0.0302137,0.0010902,0.00422087,0,0,0.00486018,0,0.0125886,0.00132746,0.0692507,0.0384016,0.0219754,0.0118932,0.00316147,0.0026973,0.0204544,0.0463748,0.0169851,0.0196888,0.0197671,0.0314512,0.0397638,0.00725457,0.00260179,0.000942718,0.00766568,0.00417611,0,0,0,0,0,0.00917148,0.00472942,0.0167679,0.0172583,0.0223565,0
23,0,0,0,0,0.0045399,0.00574344,0,0,0,0.048547,0.0126914,0.0179037,0.0018403,0,0,0.00615132,0,0.0169902,0.00270028,0.0458223,0.0333586,0.0142855,0.00386702,0.00991245,0.00701438,0.044612,0.00960257,0.0120388,0.00734462,0.0203172,0.0527237,0.00698183,0.00673753,0.000806787,0.0345086,0.0146811,0.0308517,0.000591582,0.00422363,0,0,0.00497584,0,0.0125761,0.00141273,0.0691627,0.0395405,0.0220509,0.0122929,0.003238,0.00302837,0.0215125,0.046084,0.0176254,0.020614,0.0212796,0.0325797,0.0408865,0.00742623,0.00254276,0.00113454,0.00793637,0.00382286,0,0,0,0,0,0.0105027,0.00383994,0.0171813,0.0149643,0.0232865,0
24,0,0,0,0,0.00479837,0.00658791,0,0,0,0.0461516,0.0125694,0.0166267,0.00224783,0,0,0.0058204,0,0.0170295,0.00246591,0.045538,0.033213,0.0124113,0.00429158,0.00990395,0.00564168,0.0445317,0.00974349,0.0117699,0.00697178,0.0196322,0.0500105,0.0066394,0.00692785,0.000738934,0.0317506,0.0148258,0.0279109,0.000785275,0.00447163,0,0,0.00419616,0,0.0126991,0.000911744,0.0694913,0.0357724,0.0214427,0.0123598,0.0036542,0.00340612,0.0210308,0.0451963,0.0170439,0.0207152,0.0208048,0.0317149,0.0371463,0.00683702,0.00430227,0.00161345,0.00849276,0.00370638,0,0,0,0,0,0.0108946,0.00318392,0.0164303,0.0133349,0.0221286,0
25,0,0,0,0,0.0040338,0.00544321,0,0,0,0.0461162,0.0126993,0.0164697,0.00334853,0,0,0.00608093,0,0.0169697,0.00268337,0.0450342,0.0326198,0.0109217,0.00449757,0.00920367,0.00663962,0.0448642,0.0101116,0.0129126,0.00754853,0.0194665,0.0509088,0.00643566,0.00679078,0.00067374,0.0274359,0.0147764,0.0248754,0.00108778,0.00373967,0,0,0.00455621,0,0.0125959,0.00103146,0.0701427,0.0319798,0.021717,0.0119516,0.00360837,0.00255829,0.0193516,0.0439032,0.0152206,0.0185295,0.019269,0.0301749,0.032865,0.00691652,0.0018974,0.00149826,0.00754505,0.00329873,0,0,0,0,0,0.0104269,0.00234477,0.0185855,0.0113092,0.0207162,0
26,0,0,0,0,0.00346707,0.00482509,0,0,0,0.0455815,0.0127,0.0162966,0.00241791,0,0,0.0059799,0,0.0170491,0.00263266,0.0446531,0.0334187,0.00978273,0.00445102,0.00851831,0.00805738,0.0454481,0.0106572,0.0139697,0.0080665,0.0191481,0.0509726,0.00606223,0.00679022,0.000572682,0.0219497,0.0148042,0.0194728,0.00181886,0.00312331,0,0,0.00427544,0,0.0125889,0.00109923,0.0708182,0.0256476,0.0216673,0.0119738,0.00359301,0.0018656,0.0177955,0.0430397,0.0131281,0.0159597,0.0177299,0.028273,0.0266056,0.00644463,0.000293322,0.00170353,0.0066776,0.00311763,0,0,0,0,0,0.0107826,0.00280009,0.0201015,0.00904459,0.0181825,0
27,0,0,0,0,0.00297653,0.00408641,0,0,0,0.0444361,0.0125343,0.0160887,0.00179662,0,0,0.00585552,0,0.0170268,0.00261921,0.0443745,0.0340566,0.00916085,0.00443099,0.00768762,0.0100042,0.0462138,0.0114812,0.0150417,0.0085211,0.0187584,0.0504988,0.00569808,0.00678715,0.000562471,0.0174251,0.0148312,0.0145607,0.00299534,0.00241071,0,0,0.00391557,0,0.0125885,0.0012554,0.071361,0.0200366,0.0214433,0.0118098,0.00351162,0.00132722,0.0164006,0.042612,0.0111817,0.0134812,0.0164804,0.0272077,0.022237,0.00582998,0.00114371,0.00187606,0.00563035,0.00323846,0,0,0,0,0,0.0119642,0.00423136,0.0212626,0.00642175,0.0156689,0
28,0,0,0,0,0.00265611,0.00346937,0,0,0,0.0423639,0.0123906,0.0157984,0.00239174,0,0,0.00588716,0,0.017039,0.00267374,0.0442024,0.0344207,0.00961246,0.00463314,0.00700475,0.0124543,0.0471984,0.0122466,0.0160321,0.00877711,0.0182273,0.0492326,0.00549839,0.00680402,0.000569916,0.0146912,0.0148013,0.0115129,0.00456635,0.00168796,0,0,0.00346376,0,0.0125612,0.00165006,0.0716129,0.0156161,0.0212396,0.0120593,0.0033987,0.00147119,0.0145329,0.0426865,0.00969803,0.0115051,0.0160568,0.0273685,0.0198082,0.00514351,0.00187434,0.00208172,0.0043944,0.00380536,0,0,0,0,0,0.0133186,0.00640572,0.0221577,0.00393885,0.0137308,0
29,0,0,0,0,0.00279794,0.00255266,0,0,0,0.0391,0.0123496,0.0156115,0.00198266,0,0,0.006224,0,0.0171764,0.00273993,0.044057,0.0347433,0.0115753,0.00491152,0.00620118,0.015787,0.0483661,0.0128296,0.0168333,0.00880411,0.0175327,0.0472801,0.00545033,0.00687291,0.00047077,0.0164294,0.0147272,0.00847773,0.00600682,0.00111344,0,0,0.00296662,0,0.012498,0.00216286,0.0715991,0.01309,0.0212728,0.0132624,0.00331892,0.00193821,0.012862,0.0428348,0.00899095,0.0102988,0.0170795,0.0277755,0.0185534,0.00440471,0.00236486,0.00231893,0.00301427,0.00458287,0,0,0,0,0,0.0149266,0.0092859,0.0231021,0.00405474,0.012449,0
30,0,0,0,0,0.00363934,0.00163973,0,0,0,0.0368781,0.0123653,0.0141868,0.00242207,0,0,0.00735831,0,0.0172052,0.00328272,0.0437757,0.0347501,0.013297,0.00475931,0.00534358,0.0180946,0.0502427,0.014204,0.0189183,0.00793602,0.0146962,0.0488713,0.00599202,0.00686994,0.000334022,0.0231119,0.0145912,0.00869951,0.00692465,0.00191747,0,0,0.00246397,0,0.0124536,0.00176625,0.071516,0.0163433,0.0217061,0.0152518,0.00329008,0.00107904,0.0118356,0.0425719,0.0091045,0.00999821,0.0185073,0.0274385,0.0221892,0.00475788,0.00152893,0.00216378,0.00246083,0.0056051,0,0,0,0,0,0.0170769,0.0119353,0.0178876,0.00754716,0.0111387,0
31,0,0,0,0,0.0040492,0.00168595,0,0,0,0.0348667,0.0122702,0.0138151,0.00519691,0,0,0.00738141,0,0.0172745,0.00324255,0.0434223,0.0348083,0.0164451,0.00471457,0.00474633,0.0204904,0.052419,0.0152116,0.019641,0.00885542,0.0145242,0.048883,0.00575511,0.00687058,0.000269508,0.0277219,0.0146283,0.0118343,0.00757107,0.00224591,0,0,0.00217402,0,0.0124682,0.00184403,0.0716924,0.0196567,0.022282,0.015656,0.0030904,0.00118648,0.0115935,0.0421641,0.00948343,0.0107295,0.0197282,0.0269974,0.0267508,0.00456507,0.00127243,0.00217853,0.00205315,0.00600919,0,0,0,0,0,0.0187477,0.0143015,0.0140734,0.0126139,0.0110017,0
32,0,0,0,0,0.00410335,0.00205651,0,0,0,0.0307556,0.0122088,0.0131828,0.00613549,0,0,0.00727158,0,0.0171757,0.00322747,0.0429554,0.0349442,0.019556,0.00487864,0.00441253,0.0224368,0.0546772,0.015129,0.0182074,0.00959643,0.0161988,0.0459585,0.00551605,0.00673143,0.000410694,0.030336,0.0146586,0.0133899,0.00802466,0.0022739,0,0,0.00250667,0,0.0124543,0.00177562,0.0720521,0.0200207,0.0227565,0.0152922,0.00293383,0.00105843,0.0113382,0.0421943,0.00954443,0.011221,0.0206128,0.0262617,0.0296463,0.00484466,0.00111008,0.00207535,0.00189068,0.00617557,0,0,0,0,0,0.0199336,0.0162489,0.0126449,0.017358,0.0115109,0
33,0,0,0,0,0.00373037,0.00185664,0,0,0,0.0231874,0.0122317,0.0115839,0.00600179,0,0,0.00711958,0,0.0171274,0.00320701,0.0423151,0.035064,0.021778,0.0051268,0.00455367,0.0236392,0.0568801,0.0136945,0.0146484,0.00902865,0.0183392,0.0402613,0.00541794,0.00665347,0.000473145,0.031944,0.0147253,0.0142071,0.00827841,0.00149941,0,0,0.00314284,0,0.0124622,0.00237823,0.0724468,0.0195353,0.0229568,0.0145606,0.00276865,0.00203776,0.0109007,0.0426581,0.0104423,0.0111151,0.0208764,0.0253234,0.0317597,0.0044137,0.000954246,0.0022052,0.00167388,0.00576193,0,0,0,0,0,0.020782,0.0174982,0.0134792,0.0211286,0.0122235,0
34,0,0,0,0,0.00403297,0.00196125,0,0,0,0.00882989,0.01244,0.0251921,0.00612687,0,0,0.00734194,0,0.016985,0.00346595,0.0416826,0.0356488,0.0236504,0.00559638,0.0040881,0.0286712,0.0571293,0.00726169,0.00790266,0.00866824,0.0190302,0.0219798,0.00546475,0.00646255,0.000585127,0.0333102,0.0148184,0.0147916,0.00830069,0.00213313,0,0,0.00427259,0,0.0124236,0.00274131,0.0731953,0.0182163,0.0223108,0.0139226,0.00279347,0.00215037,0.0110392,0.0428122,0.0118471,0.0111375,0.0198134,0.0246462,0.0324434,0.00490875,0.000877352,0.00219587,0.00147189,0.00626101,0,0,0,0,0,0.0214365,0.0210015,0.0290071,0.0220876,0.0129269,0
35,0,0,0,0,0.00379669,0.00145746,0,0,0,0.0113299,0.0126245,0.00968477,0.00611793,0,0,0.00721072,0,0.0169703,0.00331939,0.040925,0.0354121,0.0231965,0.00549658,0.00429805,0.024152,0.0604967,0.0103834,0.00599474,0.00777482,0.0224302,0.0269356,0.00545388,0.00640511,0.000699108,0.0347306,0.0147859,0.0154675,0.00815673,0.00190284,0,0,0.00418808,0,0.0124246,0.00268553,0.0729665,0.0171538,0.0229945,0.0133549,0.00272377,0.00191575,0.0104538,0.0433198,0.0125889,0.0103119,0.0190103,0.0234821,0.0347827,0.00478699,0.000842951,0.00214366,0.00135001,0.00556709,0,0,0,0,0,0.0214033,0.0196128,0.0114514,0.025703,0.0142239,0
