Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBP,LTHI,LHEE,LTHII,RTIBI,
36,0,0,0,0,0.00372871,0.00167622,0,0,0,0.0127164,0.0129355,0.0095714,0.00653141,0,0,0.0067896,0,0.01703,0.00307363,0.0402755,0.0353006,0.0236213,0.00570984,0.00424801,0.0245137,0.0619441,0.00958482,0.00304854,0.00707726,0.0236398,0.0236754,0.00532159,0.00634961,0.000987294,0.0348511,0.0148008,0.0165199,0.00805738,0.00190544,0,0,0.00445817,0,0.0123902,0.00282588,0.0731875,0.0172143,0.0229646,0.0134711,0.00261483,0.0018741,0.0106866,0.043376,0.0131185,0.0104931,0.0188678,0.0229711,0.0353091,0.00469057,0.00107068,0.00206456,0.00180682,0.00487557,0,0,0,0,0,0.0216176,0.0204256,0.011217,0.0269095,0.0148923,0
37,0,0,0,0,0.0033408,0.00241741,0,0,0,0.0356667,0.0133228,0.0360776,0.0070926,0,0,0.00602519,0,0.0169901,0.00300842,0.0394709,0.0349861,0.031486,0.00676515,0.00396562,0.0353253,0.0626219,0.00456521,0.00824069,0.0130876,0.0226493,0.0383572,0.00513391,0.00626728,0.00148126,0.0331792,0.0149783,0.017883,0.00852193,0.00151279,0,0,0.00588784,0,0.0123564,0.00356888,0.0737751,0.0189188,0.0220988,0.0128792,0.00205653,0.00250728,0.0111811,0.0431505,0.0130047,0.0111206,0.0189704,0.0233702,0.033559,0.00531795,0.00132857,0.00214373,0.0030451,0.00396247,0,0,0,0,0,0.0222394,0.0273069,0.0368608,0.0297809,0.0146886,0
38,0,0,0,0,0.00352368,0.00260496,0,0,0,0.0285358,0.0135265,0.00714477,0.00739719,0,0,0.00500805,0,0.0169675,0.00255328,0.0391909,0.0335864,0.0249667,0.00645502,0.00385287,0.0240816,0.0649977,0.0116465,0.00306877,0.0109352,0.0284112,0.0316161,0.00467112,0.00628423,0.00178868,0.0329132,0.014885,0.0188404,0.00892629,0.00153215,0,0,0.00471807,0,0.0123471,0.00318538,0.0728884,0.0198915,0.0226342,0.0132748,0.00182381,0.00159222,0.00967368,0.044122,0.0117231,0.00966306,0.0181598,0.0230304,0.0335638,0.00463319,0.00135558,0.00204908,0.00355647,0.00292333,0,0,0,0,0,0.0216484,0.0207421,0.020261,0.0289035,0.0138511,0
39,0,0,0,0,0.00312848,0.0034605,0,0,0,0.0581827,0.0138574,0.0402487,0.0071405,0,0,0.00425361,0,0.0167843,0.00256214,0.0384904,0.0333924,0.0350786,0.00747426,0.00350924,0.0356978,0.0658845,0.00468366,0.00921514,0.014948,0.0239237,0.0616822,0.00423621,0.006123,0.00201865,0.0305489,0.0150569,0.0197998,0.00975557,0.00178277,0,0,0.00617175,0,0.0123239,0.00407049,0.0732315,0.02175,0.0216254,0.0146566,0.00111133,0.00240019,0.00888701,0.0443109,0.0104149,0.00903334,0.0183659,0.0238784,0.0305467,0.00526581,0.001421,0.00219482,0.0044061,0.00202373,0,0,0,0,0,0.0220191,0.02818,0.0376199,0.0334192,0.0125738,0
40,0,0,0,0,0.00271776,0.003288,0,0,0,0.0689854,0.013802,0.0412878,0.00608361,0,0,0.00220885,0,0.0168029,0.00167921,0.0381516,0.0334999,0.035689,0.00718375,0.00251663,0.0340584,0.0672975,0.00535769,0.0100362,0.0153367,0.0242523,0.0735896,0.00251697,0.00626455,0.00195463,0.0286988,0.0149667,0.0203232,0.0100517,0.00174844,0,0,0.00627555,0,0.0123065,0.0036409,0.0727006,0.023078,0.0219145,0.0154511,0.00101307,0.00206833,0.00787214,0.0450302,0.0113532,0.00763742,0.0182474,0.0242514,0.0293038,0.00539495,0.00153918,0.00183342,0.00422354,0.00134336,0,0,0,0,0,0.0217985,0.0280167,0.0357641,0.0345095,0.0116072,0
41,0,0,0,0,0.00304152,0.00318396,0,0,0,0.0780279,0.0138532,0.0417281,0.00514585,0,0,0.00182248,0,0.0168143,0.0015076,0.0379572,0.0333557,0.0354367,0.00691246,0.00277385,0.0315623,0.0682648,0.00588723,0.0110421,0.0155201,0.0243563,0.0832267,0.00199886,0.00627316,0.00176978,0.0274091,0.0149051,0.0208527,0.0104641,0.00187335,0,0,0.0059764,0,0.0123067,0.0033106,0.0722122,0.0239896,0.0222611,0.0158822,0.00105052,0.00187043,0.00748445,0.0457498,0.0112287,0.0067318,0.0184946,0.0244975,0.0282363,0.00518647,0.00132194,0.00165792,0.0041726,0.00141184,0,0,0,0,0,0.0217505,0.0268803,0.0323517,0.0349384,0.0112278,0
42,0,0,0,0,0.00298637,0.00328089,0,0,0,0.0837317,0.0137751,0.0418393,0.00444985,0,0,0.00147014,0,0.0169358,0.00121368,0.0379346,0.0329459,0.0345684,0.00680189,0.00322517,0.0287393,0.0688708,0.00640417,0.0123162,0.0157686,0.0245035,0.0901976,0.00131669,0.00640406,0.00150649,0.0270592,0.0149207,0.0212021,0.0108668,0.00169947,0,0,0.00521399,0,0.0123382,0.00352947,0.0719476,0.0239976,0.0224297,0.0163981,0.00122723,0.00168273,0.00792623,0.0463495,0.00982279,0.00670781,0.0192709,0.0242198,0.0270871,0.00414988,0.00110247,0.00184351,0.00426896,0.00179793,0,0,0,0,0,0.0216182,0.0255068,0.0284216,0.0349689,0.0113482,0
43,0,0,0,0,0.0029714,0.00340349,0,0,0,0.0862116,0.0135455,0.0416417,0.00396403,0,0,0.00137839,0,0.0170914,0.00109782,0.0380711,0.0324404,0.0331962,0.00666341,0.00384664,0.0258882,0.069368,0.00722789,0.0140556,0.0162297,0.0251073,0.0949798,0.000758658,0.00660942,0.00134605,0.0267082,0.0148641,0.0215661,0.0109978,0.00150884,0,0,0.0046401,0,0.0123203,0.00337847,0.0718719,0.0241531,0.0225556,0.0164559,0.00150817,0.00147848,0.00821929,0.0467238,0.00930848,0.00690395,0.0197411,0.0237631,0.0266188,0.00373406,0.00111429,0.00172298,0.00437052,0.00280603,0,0,0,0,0,0.0212702,0.0241604,0.024969,0.0348094,0.0116658,0
44,0,0,0,0,0.00300097,0.00353092,0,0,0,0.0877651,0.013153,0.0412189,0.00372828,0,0,0.00147167,0,0.0171973,0.00115398,0.0383078,0.032021,0.0313326,0.0064657,0.00429697,0.0228926,0.0696957,0.00863391,0.0159524,0.0168198,0.0260243,0.0982317,0.000673657,0.00684013,0.00132457,0.0265435,0.0148471,0.02163,0.0108212,0.00115375,0,0,0.00418285,0,0.0123124,0.0031556,0.0719095,0.0242858,0.0227358,0.0166132,0.00190089,0.00138786,0.00822066,0.0470669,0.00936351,0.00706589,0.0199098,0.0231612,0.0265148,0.0033361,0.0010219,0.00157792,0.00439378,0.00406935,0,0,0,0,0,0.0212611,0.0226148,0.0220867,0.0343222,0.012331,0
45,0,0,0,0,0.0031807,0.0036882,0,0,0,0.0891842,0.0128733,0.0407206,0.00362679,0,0,0.00170445,0,0.0173454,0.00131582,0.0386104,0.0316488,0.0292995,0.00626496,0.00463749,0.0199432,0.0697,0.0104279,0.0177559,0.017345,0.0270702,0.100698,0.000997124,0.00702451,0.00131212,0.0261813,0.0148497,0.0216183,0.0103382,0.000796159,0,0,0.00387368,0,0.0122921,0.00299166,0.0719644,0.024026,0.0228791,0.0158507,0.00237325,0.00128984,0.0080433,0.0476127,0.00908957,0.00713597,0.0197913,0.0225788,0.0263963,0.0030314,0.00127649,0.00144618,0.00444131,0.00513202,0,0,0,0,0,0.021423,0.0207972,0.0204592,0.033505,0.0132566,0
46,0,0,0,0,0.00345389,0.00390351,0,0,0,0.0898227,0.01276,0.0404054,0.00372523,0,0,0.00195022,0,0.0174839,0.00145777,0.0390343,0.0311786,0.0273149,0.0062107,0.00491053,0.0172306,0.0692044,0.0122975,0.0196828,0.0176986,0.0279933,0.102583,0.00127785,0.00713514,0.00133324,0.0234992,0.0148442,0.0214407,0.00932165,0.000691453,0,0,0.00363709,0,0.0122532,0.00283511,0.0715369,0.0240609,0.0228825,0.0121713,0.00318348,0.00112221,0.0069234,0.048766,0.0054828,0.00635712,0.017939,0.0224556,0.0234885,0.00291967,0.00139038,0.00128929,0.00470525,0.00537636,0,0,0,0,0,0,0.0190054,0.0207207,0.032405,0.0142544,0
47,0,0,0,0,0.00392473,0.00396685,0,0,0,0.0901307,0.0126445,0.0400779,0.00412064,0,0,0.00198808,0,0.0175402,0.00142269,0.0393656,0.0307781,0.0249785,0.0057933,0.00514831,0.0145869,0.0685645,0.0140072,0.0216482,0.0179054,0.028791,0.104346,0.00150437,0.00718534,0.00126627,0.0211578,0.0148345,0.0184288,0.00854729,0.000703701,0,0,0.00331547,0,0.0122402,0.00260308,0.0711815,0.0201357,0.0231077,0.00881981,0.00351338,0.000943534,0.00521081,0.0495049,0.00253195,0.00552181,0.0154812,0.0224437,0.0215963,0.0027931,0.00140825,0.00112849,0.00479082,0.00507403,0,0,0,0,0,0.0203042,0.0172509,0.0216751,0.0309415,0.0158573,0
48,0,0,0,0,0.0040792,0.00398317,0,0,0,0.0901428,0.0125526,0.0397943,0.00356697,0,0,0.0022362,0,0.0174878,0.0013537,0.0398733,0.0300605,0.0227533,0.00552198,0.00559166,0.012196,0.0677133,0.0155669,0.0233609,0.0179616,0.0294657,0.10561,0.00192036,0.00716485,0.00110359,0.019106,0.0148412,0.0171259,0.00765412,0.000855056,0,0,0.00298533,0,0.0122413,0.00235783,0.0707342,0.0198776,0.0232272,0.00601579,0.00398827,0.000818428,0.00467467,0.0503969,0.00136411,0.00657478,0.014162,0.0221398,0.0195475,0.00280638,0.00166547,0.00100939,0.00493389,0.00417271,0,0,0,0,0,0.0203212,0.0153721,0.0230853,0.0294276,0.0194544,0
49,0,0,0,0,0.00391935,0.00391493,0,0,0,0.0898723,0.0124715,0.0393237,0.00362296,0,0,0.00271412,0,0.0175179,0.00133251,0.0404208,0.0294392,0.0206969,0.00521447,0.00600038,0.010158,0.0667312,0.0167941,0.0247791,0.0179551,0.0300613,0.106201,0.00262331,0.00721385,0.00093372,0.0177533,0.0148177,0.0165584,0.00699307,0.00107154,0,0,0.00280956,0,0.012232,0.00203517,0.0704919,0.0199173,0.023499,0.00500998,0.00440519,0.000800708,0.00500861,0.0510526,0.0018816,0.00767056,0.0135564,0.0214595,0.0188003,0.00285711,0.00185846,0.000913099,0.00503473,0.00305923,0,0,0,0,0,0.020272,0.0135744,0.0238802,0.0279284,0.0203694,0
50,0,0,0,0,0.00431277,0.00416878,0,0,0,0.0892953,0.0125213,0.0386454,0.00513633,0,0,0.00238471,0,0.0175478,0.00125809,0.0409731,0.0290749,0.0191743,0.00504338,0.00672659,0.00887073,0.0655455,0.0174231,0.0256176,0.0178489,0.0304405,0.106228,0.00282813,0.00721455,0.00101233,0.0188215,0.0147606,0.0177274,0.0067126,0.00151861,0,0,0.00216636,0,0.0122307,0.00193412,0.0705564,0.0216126,0.0237907,0.00712557,0.00487049,0.000706954,0.00659275,0.0511931,0.00285495,0.0087803,0.015157,0.0199964,0.0193533,0.00236062,0.00169099,0.00103135,0.00534514,0.00237607,0,0,0,0,0,0,0.012065,0.0245829,0.0266889,0.0145223,0
51,0,0,0,0,0.00525147,0.00450507,0,0,0,0.0886033,0.0126752,0.0376603,0.00605908,0,0,0.001878,0,0.0176358,0.00121743,0.0415884,0.0286623,0.0180418,0.00470913,0.00778414,0.0080652,0.0643146,0.017788,0.0262133,0.0176354,0.0306155,0.10616,0.00299205,0.00716365,0.00118451,0.0151661,0.0147402,0.014065,0.00627933,0.00254989,0,0,0.00162012,0,0.0122124,0.00234986,0.0699345,0.0190043,0.0240851,0.00498389,0.00519613,0.00131196,0.00558545,0.0522839,0.00275142,0.00880717,0.0130605,0.02038,0.0152992,0.00174626,0.000986078,0.00142965,0.00566418,0.00247978,0,0,0,0,0,0,0.0106152,0.0254146,0.0254258,0.0572679,0
52,0,0,0,0,0.0051105,0.0045164,0,0,0,0.0877582,0.0127801,0.0362903,0.00561574,0,0,0.00221015,0,0.0177002,0.00136382,0.0422575,0.0280898,0.0174354,0.00450032,0.0080056,0.0077595,0.0630638,0.017975,0.0263538,0.0173367,0.0307952,0.105354,0.00316693,0.00719503,0.00120811,0.0159812,0.0146843,0.0168865,0.00563376,0.00235566,0,0,0.0012968,0,0.0122278,0.00182447,0.0702481,0.0226202,0.0244256,0.00695752,0.00565973,0.000963867,0.00707575,0.0518246,0.00297935,0.0102087,0.014888,0.0188053,0.0162231,0.00173148,0.00141702,0.00123464,0.00582079,0.00196218,0,0,0,0,0,0,0.00923958,0.024991,0.0243626,0,0
53,0,0,0,0,0.0055616,0.00460394,0,0,0,0.0865484,0.0129308,0.0346623,0.00435685,0,0,0.00222945,0,0.0177602,0.00156017,0.0427988,0.0275593,0.0169787,0.00405187,0.00858277,0.00781236,0.0618213,0.0179349,0.0262557,0.0169207,0.030824,0.104579,0.0032895,0.00716282,0.00133873,0.0119405,0.0147054,0.0143105,0.00511005,0.00276814,0,0,0.00103452,0,0.0122724,0.00186051,0.0695278,0.0216925,0.0248184,0.00403074,0.00585498,0.00124837,0.00556669,0.0528757,0.00450319,0.0107739,0.012882,0.0196134,0.0115222,0.00142538,0.00131859,0.00130279,0.00600008,0.00219686,0,0,0,0,0,0.0203633,0.00793069,0.0250726,0.0233204,0,0
54,0,0,0,0,0.0058342,0.00466447,0,0,0,0.0849562,0.0130396,0.0328309,0.00474967,0,0,0.00235048,0,0.0177982,0.00165199,0.0432906,0.02725,0.0167041,0.00370132,0.00899607,0.00805157,0.0604652,0.0176904,0.0257271,0.016422,0.0307722,0.103409,0.00338222,0.0071327,0.00151343,0.0104612,0.0146999,0.0148865,0.00512572,0.00309276,0,0,0.00107399,0,0.0122933,0.00183141,0.0692615,0.023156,0.0251872,0.00486548,0.0059747,0.00151087,0.00569777,0.0530261,0.00550935,0.0118723,0.0138599,0.0196329,0.0103077,0.0012679,0.00156371,0.00133252,0.00608171,0.00271004,0,0,0,0,0,0.0214907,0.00706742,0.0250185,0.022356,0,0
55,0,0,0,0,0.00619943,0.00470685,0,0,0,0.0829714,0.0130369,0.0310927,0.00363239,0,0,0.00243246,0,0.0178577,0.00173915,0.0437181,0.0272194,0.0166024,0.00324742,0.00935313,0.00831678,0.059125,0.0173226,0.0248529,0.01583,0.0306548,0.101794,0.00349171,0.00717405,0.00163654,0.00915877,0.0146325,0.0156403,0.00605435,0.00343978,0,0,0.00130686,0,0.0122645,0.00174931,0.0689706,0.0247398,0.0254993,0.00654591,0.00596406,0.00190404,0.00606041,0.0530565,0.0067033,0.0131307,0.0151155,0.0201018,0.00946454,0.00109534,0.00158238,0.00133414,0.00600314,0.00361062,0,0,0,0,0,0.0228979,0.00664656,0.0249896,0.0215345,0,0
56,0,0,0,0,0.0065906,0.00483925,0,0,0,0.0804487,0.0129785,0.0295432,0.00291376,0,0,0.00244571,0,0.0179283,0.00184525,0.0442026,0.0271285,0.0167155,0.00294777,0.00954609,0.00894904,0.0578324,0.0168162,0.0236277,0.0151709,0.0304469,0.0993027,0.0035198,0.00726942,0.00165303,0.00791279,0.0146343,0.0159121,0.0063733,0.00371192,0,0,0.00151637,0,0.0122867,0.00159891,0.0686766,0.0261855,0.0257097,0.00740951,0.00602498,0.00234091,0.00653676,0.0531185,0.00751105,0.0142264,0.0161721,0.0200603,0.00846202,0.00105328,0.00145857,0.00129878,0.00585499,0.0046582,0,0,0,0,0,0.0240743,0.00649348,0.0249288,0.0209169,0,0
57,0,0,0,0,0.00640227,0.00505436,0,0,0,0.0774387,0.0128742,0.0279626,0.00308652,0,0,0.00264557,0,0.0179034,0.00191902,0.0446736,0.026975,0.0170966,0.00283882,0.00926266,0.00991169,0.0566772,0.0160712,0.0221399,0.0146319,0.0300876,0.0957763,0.00348447,0.00734153,0.00151718,0.00687661,0.0147183,0.0162463,0.00629159,0.0031117,0,0,0.0016037,0,0.0123774,0.00145659,0.0684773,0.0275798,0.0260279,0.00767233,0.00625948,0.0029201,0.00739958,0.0531849,0.00743355,0.0153141,0.0174031,0.019654,0.0076994,0.00126175,0.00188989,0.00128279,0.00574355,0.0050999,0,0,0,0,0,0.0252394,0.00659539,0.0248529,0.020559,0,0
58,0,0,0,0,0.00619865,0.00498272,0,0,0,0.0741442,0.012676,0.0265107,0.00331376,0,0,0.0030651,0,0.017742,0.0019991,0.045209,0.0268058,0.0175408,0.00271564,0.00892779,0.0110166,0.0556186,0.0151692,0.0207538,0.0141892,0.0295895,0.0916575,0.00356551,0.0073324,0.00137539,0.00557465,0.0147886,0.0166088,0.00610941,0.00291144,0,0,0.0016882,0,0.0124049,0.00138888,0.0683214,0.028582,0.0261975,0.00847299,0.00631372,0.00321289,0.00876782,0.0532382,0.00721342,0.0164188,0.0182125,0.0194204,0.00814153,0.00162205,0.00219596,0.00122013,0.00544006,0.00565933,0,0,0,0,0,0.0262768,0.00692427,0.0244065,0.0201893,0,0
59,0,0,0,0,0.00703932,0.00525292,0,0,0,0.0704508,0.0125751,0.0256073,0.00334687,0,0,0.00225158,0,0.0176958,0.00179765,0.0457231,0.0265024,0.0182075,0.00256964,0.00919281,0.0124484,0.0545923,0.0141147,0.0192946,0.0138386,0.0289217,0.0868289,0.00323269,0.00732074,0.00133861,0.00466739,0.0148708,0.0166702,0.00592466,0.00392102,0,0,0.00200437,0,0.0124331,0.00148708,0.0681872,0.0292539,0.0262772,0.00944299,0.00633269,0.00399681,0.00969429,0.05325,0.00723673,0.0173524,0.0188733,0.0190279,0.00795474,0.00178107,0.00177094,0.00128478,0.00546874,0.00672574,0,0,0,0,0,0.0269765,0.00762416,0.0236878,0.0198461,0,0
60,0,0,0,0,0.00783448,0.00560376,0,0,0,0.0660447,0.012507,0.0250784,0.0034765,0,0,0.0016192,0,0.0177112,0.00170353,0.0462743,0.0262233,0.0189405,0.00246577,0.00941854,0.014144,0.053526,0.012883,0.0176259,0.0135358,0.028122,0.0808062,0.00306885,0.00733278,0.00127766,0.00631556,0.014968,0.0185461,0.00598513,0.00486815,0,0,0.00227958,0,0.0124814,0.00159839,0.068868,0.0300129,0.0264386,0.0105914,0.00644079,0.00475397,0.0108974,0.0515659,0.00666838,0.0167961,0.0218841,0.0168052,0.010697,0.00207398,0.00166648,0.00127866,0.00559206,0.00740011,0,0,0,0,0,0,0.00854197,0.0227349,0.0193303,0,0
61,0,0,0,0,0.00859624,0.00602332,0,0,0,0.0612408,0.0124061,0.0245196,0.00406056,0,0,0.0012583,0,0.017718,0.00168877,0.0467524,0.026181,0.0192384,0.00220989,0.00960233,0.015728,0.0524693,0.0115203,0.0160315,0.0135382,0.0273268,0.0742146,0.00301255,0.00733735,0.00122293,0.00396059,0.0150144,0.0164322,0.00568133,0.00566641,0,0,0.0025387,0,0.0124982,0.00172257,0.0678328,0.030157,0.0267093,0.0114173,0.00652661,0.00551067,0.0109394,0.0527596,0.00797916,0.0191409,0.0203495,0.017938,0.00852471,0.00231317,0.00170302,0.00132134,0.0055967,0.00780004,0,0,0,0,0,0.0280647,0.00942721,0.0215539,0.0185268,0,0
62,0,0,0,0,0.00930535,0.00633753,0,0,0,0.0557725,0.0123308,0.0234141,0.00442364,0,0,0.000990965,0,0.0177062,0.00164895,0.0473779,0.0260625,0.0188066,0.00223854,0.00978211,0.0166153,0.0513915,0.0100435,0.0143939,0.0135055,0.026616,0.0669006,0.00297973,0.00731368,0.0011844,0.00398749,0.0150646,0.0170399,0.00539023,0.00644699,0,0,0.00270886,0,0.0125224,0.00177747,0.0678707,0.0315816,0.026912,0.0127603,0.00653914,0.00614616,0.0119065,0.0525606,0.00891546,0.0205277,0.0214547,0.0174142,0.0103089,0.00250844,0.00182099,0.00133044,0.00558852,0.0080366,0,0,0,0,0,0.0293886,0.00997413,0.0199973,0.0173794,0.0253849,0
63,0,0,0,0,0.0104865,0.00692484,0,0,0,0.0495937,0.0123477,0.0216411,0.00448932,0,0,0.000900474,0,0.0176963,0.00175217,0.048069,0.0259258,0.0176103,0.0022257,0.010235,0.0168461,0.0503711,0.00857515,0.0127522,0.0132876,0.0259474,0.0588055,0.00297239,0.00724686,0.00120666,0.00449863,0.0150926,0.0166831,0.00517375,0.00769881,0,0,0.00265987,0,0.012524,0.00173008,0.0680609,0.0313217,0.0270758,0.0134201,0.00648598,0.00644063,0.0126215,0.052177,0.00918547,0.0210012,0.0221007,0.0171337,0.0114982,0.00258815,0.00193058,0.00124192,0.00576974,0.00864804,0,0,0,0,0,0.0295674,0.0102686,0.0177446,0.0160554,0,0
64,0,0,0,0,0.0108478,0.00723878,0,0,0,0.0429143,0.0122798,0.0194229,0.00428549,0,0,0.000884598,0,0.0177633,0.00162598,0.0488609,0.0259426,0.0153182,0.00217635,0.0102236,0.016066,0.0492679,0.00735679,0.0113961,0.0128233,0.0253002,0.0505918,0.00299486,0.00730497,0.00105921,0.00521082,0.0150261,0.0167032,0.00491698,0.00816308,0,0,0.00287913,0,0.0124676,0.00174976,0.0681467,0.0315996,0.0271763,0.0142242,0.00640524,0.00694453,0.01344,0.0518094,0.0097951,0.021798,0.0228564,0.0167539,0.0128954,0.00287932,0.00190455,0.0012271,0.00588605,0.00872651,0,0,0,0,0,0.0302403,0.010052,0.0150642,0.0142793,0.0268519,0
65,0,0,0,0,0.0110821,0.00751137,0,0,0,0.0360845,0.0121533,0.0164023,0.00411254,0,0,0.000864342,0,0.01779,0.00146933,0.0497148,0.0261436,0.0120568,0.00213874,0.0101901,0.0142772,0.0481364,0.00679312,0.0104735,0.0124148,0.0247022,0.04272,0.00308124,0.0073837,0.000925241,0.00646268,0.0150491,0.0164436,0.00457308,0.0084643,0,0,0.00315498,0,0.0124907,0.00182084,0.0681879,0.0316116,0.0271914,0.0148854,0.00633239,0.00745624,0.0141414,0.0513739,0.0103126,0.0225244,0.0234198,0.0165957,0.014472,0.00317555,0.00194679,0.0011999,0.00606285,0.00880711,0,0,0,0,0,0.0307206,0.00930811,0.0121009,0.0120965,0.0268895,0
66,0,0,0,0,0.011135,0.00770614,0,0,0,0.0296607,0.0119616,0.0128695,0.00385057,0,0,0.00094468,0,0.0178165,0.0012527,0.0506796,0.0264228,0.00843842,0.00209148,0.0100665,0.0113478,0.0470528,0.00721051,0.0101764,0.0120191,0.0241195,0.03573,0.00323047,0.00750027,0.000764579,0.008213,0.0151115,0.0161984,0.0041393,0.00848165,0,0,0.00347495,0,0.0125501,0.00196278,0.0681499,0.0316493,0.0271967,0.015977,0.00620287,0.00789814,0.0148527,0.0509096,0.0108069,0.0232897,0.0241318,0.0165089,0.016215,0.00346267,0.00203862,0.00118103,0.00621337,0.0088189,0,0,0,0,0,0.0311587,0.0080609,0.00962631,0.00991968,0.0270283,0
67,0,0,0,0,0.0132827,0.00855079,0,0,0,0.0236909,0.0119939,0.00946427,0.00314357,0,0,0.00174804,0,0.0178107,0.0017461,0.0514329,0.0268664,0.00709693,0.00219615,0.011046,0.00869489,0.0461597,0.00846983,0.0106267,0.0110908,0.0235045,0.0301876,0.00340839,0.00746788,0.000893626,0.00983891,0.0152449,0.0157128,0.0035252,0.0107183,0,0,0.00313255,0,0.0126561,0.0016449,0.0681197,0.0313684,0.02704,0.0175768,0.00587987,0.00785463,0.0154936,0.050606,0.011152,0.0238628,0.0246175,0.0163906,0.0177043,0.00326537,0.00171241,0.00112428,0.00657196,0.0108092,0,0,0,0,0,0.0312789,0.00707946,0.00982719,0.0090621,0.0270071,0
68,0,0,0,0,0.0138283,0.00899652,0,0,0,0.0192,0.0119022,0.00735763,0.00237033,0,0,0.00214016,0,0.01791,0.00164706,0.0520724,0.0275547,0.0107559,0.00230032,0.0112225,0.00934888,0.0455236,0.0102794,0.0117594,0.00996906,0.0225251,0.026121,0.00358102,0.00756546,0.000774456,0.0114189,0.0152659,0.0151894,0.00285758,0.0112634,0,0,0.0031925,0,0.0126978,0.00151952,0.0680955,0.0309916,0.0268104,0.0182833,0.00552235,0.00818173,0.0160107,0.0502473,0.0114457,0.024362,0.0247724,0.0162725,0.0194443,0.00326602,0.00154998,0.00112551,0.0069109,0.0115453,0,0,0,0,0,0.0312362,0.00766354,0.0128201,0.010813,0.0266812,0
69,0,0,0,0,0.0140605,0.00927419,0,0,0,0.0161629,0.0118066,0.00733827,0.00196599,0,0,0.00243824,0,0.0179935,0.00147759,0.0525984,0.0283544,0.016985,0.00246324,0.0112486,0.0141093,0.0453401,0.0121996,0.0133638,0.00878886,0.0212891,0.0238961,0.00370925,0.00765535,0.000625349,0.0125498,0.0151388,0.0150236,0.00188791,0.0115356,0,0,0.003255,0,0.0126358,0.00137624,0.0680752,0.0311472,0.0263807,0.0186455,0.00504004,0.00849985,0.0165026,0.0497634,0.011951,0.0250458,0.0249251,0.0165844,0.0210305,0.00333399,0.00135437,0.00105832,0.0072181,0.0121579,0,0,0,0,0,0.0315498,0.0107538,0.0176311,0.0148197,0.0262151,0
70,0,0,0,0,0.0148328,0.00977092,0,0,0,0.0150194,0.0117431,0.00941097,0.00228489,0,0,0.00289097,0,0.0180532,0.00148901,0.0530885,0.029167,0.0229724,0.00261049,0.0115767,0.0202496,0.0458136,0.0137418,0.0148155,0.0075285,0.0199722,0.0227025,0.00385326,0.00767771,0.000558614,0.0132204,0.015079,0.014718,0.000727265,0.0124015,0,0,0.00305405,0,0.0126126,0.00112133,0.0682458,0.0308712,0.025828,0.0186666,0.00446864,0.00898443,0.0169128,0.0490933,0.0122271,0.0252738,0.0250552,0.0168723,0.0219598,0.003296,0.00124209,0.00109674,0.00759913,0.013273,0,0,0,0,0,0.0314932,0.0153127,0.0228163,0.0191941,0.0257357,0
71,0,0,0,0,0.0154317,0.0102729,0,0,0,0.0164717,0.0116972,0.0149469,0.00318926,0,0,0.0030015,0,0.0181094,0.00138036,0.0534672,0.0300476,0.0269855,0.00271544,0.01189,0.0255884,0.0469699,0.0155632,0.0168469,0.00493377,0.0162279,0.0281775,0.0039772,0.00770597,0.000468066,0.0141246,0.015229,0.0143069,0.000799721,0.0130971,0,0,0.00293024,0,0.0127164,0.00112001,0.0683977,0.0307644,0.0253312,0.0188616,0.00403187,0.00939053,0.017291,0.0485479,0.0123643,0.0254939,0.0251732,0.0171792,0.0229919,0.00323616,0.0013065,0.00113408,0.00799564,0.0141769,0,0,0,0,0,0.031531,0.0201177,0.0293563,0.0227644,0.0253975,0
72,0,0,0,0,0.0158774,0.0106686,0,0,0,0.0310392,0.0116704,0.029208,0.00432694,0,0,0.00306487,0,0.0180861,0.00138449,0.0536259,0.0310615,0.0295797,0.00294227,0.0119672,0.0300888,0.0485566,0.0194494,0.022234,0.0107913,0.0086054,0.0473299,0.00408786,0.00770658,0.000344603,0.0149184,0.0153119,0.0140789,0.00147479,0.0136046,0,0,0.00286662,0,0.0127605,0.00107107,0.0685165,0.0308069,0.024727,0.0190716,0.00371938,0.00970776,0.0176008,0.0480626,0.0124608,0.0256237,0.025208,0.0174316,0.0239719,0.00321625,0.00134958,0.0011757,0.00836285,0.0147956,0,0,0,0,0,0.0316008,0.0250472,0.0433089,0.0259821,0.0250929,0
