Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIB,RTHII,RTIBA,LASI,RTIBI,IMU_B
66,0,0,0,0,0.0236338,0.0383728,0,0,0.0529283,0.00877236,0.0286597,0,0,0.00306353,0,0.0205762,0.00117286,0.0431608,0.0263295,0.0250353,0.010332,0.02425,0.0374359,0.00699969,0.00690206,0.00928915,0.0492187,0.0176471,0.0192716,0.0137156,0.0146254,0.0566513,0.0159278,0.0103629,0.00305744,0.0467018,0.0100537,0.040632,0.00762131,0.00842566,0,0,0.0444817,0,0.0137865,0.0316672,0.0631769,0.0479768,0.0200004,0.0142095,0.0293312,0.0267776,0,0.052943,0.021402,0.00579712,0.0509715,0.0257757,0.0153834,0.01436,0.0384331,0.00526777,0,0,0,0,0,0.0195955,0,0.0289623,0.00680937,0.0286106,0
67,0,0,0,0,0.0236104,0.0385163,0,0,0.0508699,0.00878145,0.0275243,0,0,0.00291723,0,0.0205119,0.00111269,0.0428673,0.0255074,0.024975,0.00980492,0.024039,0.0376719,0.00712939,0.00704233,0.00863564,0.0495794,0.0176228,0.0193671,0.0133932,0.0144129,0.0553284,0.0159988,0.0103068,0.00301793,0.0373501,0.010089,0.0335815,0.00709135,0.00834244,0,0,0.0447989,0,0.0138482,0.0317962,0.0636358,0.041014,0.0202424,0.0128307,0.029441,0.0267804,0,0.0522227,0.0194724,0.00282459,0.0423224,0.0261007,0.0153624,0.0143278,0.0385732,0.00556969,0,0,0,0,0,0.0172844,0,0.0264631,0.00666128,0.0257415,0
68,0,0,0,0,0.0236733,0.0386176,0,0,0.0481932,0.00882003,0.0265268,0,0,0.00266855,0,0.0204611,0.00103886,0.0426386,0.0249318,0.0250177,0.0095228,0.0236873,0.0378992,0.00723325,0.00728266,0.00807422,0.0500503,0.0176383,0.0193511,0.0130805,0.0141167,0.0537414,0.0160318,0.0102636,0.00296653,0.0262089,0.0101085,0.0248756,0.00653867,0.00835273,0,0,0.0450094,0,0.0138463,0.0318955,0.0640963,0.0311657,0.0206363,0.0109861,0.0294631,0.0267389,0.0172977,0.0511725,0.0169685,0.00297172,0.0307906,0.0263278,0.0153563,0.0142582,0.038688,0.00580763,0,0,0,0,0,0.0150064,0.0163139,0.02406,0.00668657,0.02281,0
69,0,0,0,0,0.0247091,0.0412579,0,0,0.0430985,0.00810257,0.0259784,0,0,0.00300978,0,0.0212229,0.00235495,0.0418928,0.025665,0.0269999,0.0113575,0.0258857,0.0398279,0.00867237,0.00935678,0.00900829,0.0515208,0.0179926,0.0192403,0.0130903,0.0147716,0.0486201,0.01517,0.0107971,0.00366086,0.0184841,0.00956491,0.0184011,0.00260286,0.0106895,0,0,0.0489668,0,0.0143583,0.0346267,0.0565505,0.0213076,0.0274088,0.0126977,0.0346998,0.0275868,0.0163322,0,0.0166387,0.0115195,0.0194702,0.0288819,0.0165971,0.0152698,0.0421882,0.0106455,0,0,0,0,0,0.0121203,0,0.0205214,0.00626399,0.0260442,0
70,0,0,0,0,0.0241417,0.0395197,0,0,0.0431924,0.00895134,0.0247357,0,0,0.00118563,0,0.020518,0.000743021,0.0422353,0.0236783,0.0256281,0.00996697,0.0232279,0.0388532,0.00783815,0.00855016,0.00801847,0.0514077,0.0176675,0.0189637,0.0123946,0.0137726,0.0496998,0.015351,0.0103754,0.00285421,0.00706726,0.0100613,0.00880922,0.00505016,0.00835115,0,0,0.0459222,0,0.0138846,0.0327132,0.0643127,0.00957583,0.0211661,0.00960037,0.0304586,0.0272586,0.0141666,0.0502818,0.0118322,0.0120237,0.00975292,0.0269847,0.0160883,0.0143244,0.0398063,0.00603134,0,0,0,0,0,0.00831192,0.0113508,0.0213091,0.00664005,0.0187481,0
71,0,0,0,0,0.0238129,0.039347,0,0,0.0393994,0.00883003,0.0238504,0,0,0.000670717,0,0.0205828,0.00100636,0.0417773,0.0228158,0.0259553,0.0114183,0.0226747,0.0385,0.00859207,0.00968952,0.00914127,0.0525867,0.0175546,0.0186153,0.0119989,0.0137285,0.0460272,0.0153492,0.0103527,0.00298849,0.00586972,0.00992657,0.00490663,0.00399085,0.00857653,0,0,0.0461501,0,0.0140471,0.0329144,0.0642678,0.00652921,0.0216184,0.00992374,0.0301408,0.0271441,0.0120757,0.0502292,0.00980535,0.0147678,0.00479758,0.0271971,0.0161593,0.0145541,0.039742,0.00658143,0,0,0,0,0,0.0059608,0.0101331,0.0220569,0.00606002,0.0169012,0
72,0,0,0,0,0.0237774,0.0395694,0,0,0.0339629,0.0085442,0.0238146,0,0,0.00191223,0,0.0208285,0.00166311,0.0413738,0.0234462,0.0264912,0.0129101,0.0221274,0.0385452,0.00946822,0.0109445,0.0106255,0.0539781,0.0169711,0.0180208,0.0118544,0.0134979,0.0417531,0.0149876,0.0105327,0.00318867,0.0143016,0.00989713,0.00680032,0.00316824,0.00920177,0,0,0.0464147,0,0.014123,0.033245,0.0638566,0.0164532,0.0223242,0.0107052,0.0298113,0.0276035,0.0105017,0.0507501,0.00977631,0.0163283,0.011439,0.0272373,0.0165956,0.0147514,0.0402178,0.00788816,0,0,0,0,0,0.0068574,0.010431,0.0228732,0.00567629,0.0148225,0
73,0,0,0,0,0.0233302,0.0396619,0,0,0.0278765,0.00833041,0.0247924,0,0,0.00353025,0,0.0210566,0.00224895,0.0411667,0.0239755,0.0268621,0.0145811,0.021982,0.0384138,0.0104322,0.0122163,0.0126081,0.0554446,0.0158099,0.0172993,0.0116947,0.0129387,0.0355553,0.0145021,0.0106781,0.00336187,0.0230581,0.00977929,0.0129487,0.00290312,0.00941412,0,0,0.0475819,0,0.0143292,0.0340629,0.063642,0.024985,0.023053,0.0111691,0.0294236,0.0280101,0.00954689,0.0508815,0.0115738,0.0171279,0.0199968,0.028068,0.0171348,0.0151517,0.0406978,0.00931095,0,0,0,0,0,0.0100437,0.0119826,0.0234524,0.00584904,0.0136197,0
74,0,0,0,0,0.0229209,0.0395151,0,0,0.021784,0.00819524,0.0269375,0,0,0.00485955,0,0.021207,0.00271793,0.0410278,0.0244684,0.0272655,0.0162151,0.0218646,0.0380103,0.0113479,0.0134436,0.0147732,0.0569621,0.0143949,0.0172188,0.0118233,0.0123736,0.0280437,0.0142549,0.0107357,0.00347467,0.0281053,0.00964353,0.016146,0.00285855,0.00956731,0,0,0.0484974,0,0.0144144,0.0346589,0.0639484,0.0279587,0.023714,0.010756,0.0290021,0.0283971,0.00943722,0.0506061,0.0135048,0.0176868,0.0247585,0.0287129,0.0176409,0.0154012,0.0407993,0.0107608,0,0,0,0,0,0.0133166,0.0131383,0.0237684,0.00630742,0.0136216,0
75,0,0,0,0,0.0229952,0.0395828,0,0,0.0162922,0.00806282,0.0299954,0,0,0.00606257,0,0.0213291,0.00318599,0.0408878,0.0253967,0.0275026,0.0175543,0.0218961,0.0378164,0.0121345,0.0147589,0.0166261,0.0583601,0.013245,0.0185904,0.0123021,0.0119415,0.0197836,0.013841,0.0107737,0.00358898,0.0321621,0.0095589,0.0175186,0.0027241,0.00969427,0,0,0.0487606,0,0.0144271,0.0348652,0.0645941,0.0284589,0.0239938,0.00936998,0.0289552,0.0289662,0.00888859,0.0505363,0.013812,0.018465,0.0284784,0.0289335,0.0180023,0.0154503,0.0409736,0.0120497,0,0,0,0,0,0.0144396,0.012525,0.0236666,0.00698047,0.0140278,0
76,0,0,0,0,0.023273,0.0397097,0,0,0.0140786,0.00797265,0.0330474,0,0,0.0069662,0,0.0213452,0.00352091,0.0406084,0.0257049,0.0278145,0.0186257,0.0219398,0.0377785,0.0127568,0.016248,0.0181931,0.0597504,0.0126766,0.0210723,0.0129037,0.0116052,0.0117579,0.0135195,0.0107427,0.00365098,0.0350045,0.00957622,0.0182663,0.0024698,0.00989342,0,0,0.0485732,0,0.0144379,0.0347064,0.0652572,0.0270617,0.0241114,0.00760666,0.029154,0.0293464,0.00690584,0.0507356,0.0118289,0.0185837,0.0313407,0.028956,0.0180924,0.0153845,0.041072,0.0131739,0,0,0,0,0,0.0132533,0.00996016,0.0234914,0.00776844,0.0144691,0
77,0,0,0,0,0.0235599,0.0398825,0,0,0.0157823,0.00792917,0.0353504,0,0,0.00783071,0,0.0212878,0.0036836,0.0402465,0.025083,0.0280917,0.0192732,0.0220472,0.0378905,0.0133313,0.0177046,0.0194325,0.0611938,0.0124611,0.0235029,0.0134809,0.0112486,0.0072047,0.0131335,0.0106631,0.00367028,0.036709,0.00967243,0.0189805,0.00214394,0.0101648,0,0,0.0482985,0,0.0144821,0.0343522,0.0657273,0.0250677,0.0242796,0.00621966,0.0296505,0.0295522,0.00464332,0.0508139,0.008546,0.0179579,0.0341145,0.0288517,0.0179574,0.0152771,0.04115,0.0136862,0,0,0,0,0,0.0106297,0.0062198,0.0235417,0.00871479,0.0153261,0
78,0,0,0,0,0.0241097,0.0398645,0,0,0.0196198,0.00796446,0.0366842,0,0,0.0084621,0,0.0210962,0.00356862,0.0397772,0.0239277,0.028287,0.0195807,0.022089,0.0380487,0.0137367,0.01897,0.0204459,0.0626575,0.0124843,0.0253259,0.0139844,0.0107373,0.0110146,0.0128057,0.0105029,0.00364921,0.0374971,0.00974954,0.0196998,0.00189415,0.0103832,0,0,0.0479509,0,0.0144193,0.0339983,0.0660766,0.0237302,0.0245693,0.00530336,0.0302176,0.0296624,0.00386619,0.0506351,0.00554251,0.0167723,0.036437,0.0286079,0.017546,0.015119,0.0409267,0.0132185,0,0,0,0,0,0.00789091,0.00298629,0.0236805,0.00971267,0.0165707,0
79,0,0,0,0,0.0245628,0.0397467,0,0,0.023729,0.00804971,0.0371207,0,0,0.00881211,0,0.020948,0.00327883,0.0392041,0.0227649,0.0285185,0.0198141,0.0221605,0.03838,0.0139751,0.0201192,0.0211535,0.0640876,0.0128584,0.0266831,0.0144988,0.0101948,0.0187537,0.0124416,0.0103595,0.00360457,0.0374234,0.00979884,0.0201937,0.00190062,0.0104688,0,0,0.0475638,0,0.0142753,0.0336882,0.0663202,0.022883,0.0249023,0.00473698,0.0308764,0.0297238,0.00470211,0.0503554,0.00409526,0.0156203,0.037577,0.0282547,0.017066,0.0148981,0.0406108,0.0119531,0,0,0,0,0,0.00603828,0.00271453,0.0238683,0.0108486,0.0177264,0
80,0,0,0,0,0.0245453,0.0395985,0,0,0.0274322,0.00812755,0.0369058,0,0,0.00878317,0,0.0210409,0.00283005,0.0385558,0.0221996,0.0288084,0.0202674,0.022099,0.0388232,0.0141747,0.0213304,0.0215612,0.065379,0.0135341,0.0278389,0.0150192,0.00984149,0.0277131,0.0121933,0.0104035,0.00342274,0.036888,0.00990269,0.020705,0.00214392,0.0104886,0,0,0.0471771,0,0.0141803,0.0333855,0.0664932,0.0221081,0.025124,0.00444325,0.0314544,0.0297207,0.00555165,0.0503564,0.00387263,0.0150404,0.0376133,0.0279027,0.0166699,0.0147288,0.0403506,0.010406,0,0,0,0,0,0.00479008,0.00297814,0.0240239,0.0119093,0.0183265,0
81,0,0,0,0,0.0241463,0.0394812,0,0,0.0308948,0.00813753,0.0363078,0,0,0.00877686,0,0.0213146,0.00260488,0.0380239,0.0223472,0.029039,0.0210547,0.0218466,0.0391556,0.0143126,0.0227371,0.0217096,0.0663776,0.0144141,0.0287611,0.0154651,0.00979891,0.037249,0.012316,0.0105698,0.00316783,0.0358175,0.00997592,0.0211118,0.0025134,0.0105271,0,0,0.0467174,0,0.0141303,0.0331632,0.0665887,0.0210804,0.0251624,0.00439114,0.0317274,0.0297764,0.00533902,0.0507239,0.00354208,0.0149465,0.0368361,0.0276411,0.0163797,0.0146458,0.0401987,0.0090921,0,0,0,0,0,0.00375219,0.00201693,0.0241003,0.0125496,0.0183549,0
82,0,0,0,0,0.0237998,0.0394064,0,0,0.0346741,0.00796766,0.0353096,0,0,0.00924237,0,0.0216949,0.00304602,0.0377838,0.02336,0.0291485,0.0221744,0.0214716,0.0393078,0.0143397,0.0244392,0.0215788,0.0669497,0.0153379,0.0295629,0.0158382,0.00995842,0.0461106,0.0131243,0.0107921,0.00298258,0.0342142,0.0099758,0.0214306,0.00294579,0.0104233,0,0,0.0462937,0,0.0141386,0.0331689,0.0664839,0.0200907,0.0249375,0.00449185,0.0314209,0.0299112,0.00402644,0.0513572,0.00318235,0.0155202,0.035398,0.027589,0.0164046,0.0147099,0.0401009,0.00809472,0,0,0,0,0,0.00266197,0.0020108,0.024051,0.0124487,0.0182185,0
83,0,0,0,0,0.0235537,0.0393991,0,0,0.0389904,0.00779126,0.0338466,0,0,0.0100137,0,0.0222152,0.00369997,0.0377381,0.0255712,0.0291428,0.0235289,0.0211554,0.0391936,0.0142598,0.0265264,0.0213101,0.0670898,0.016341,0.0304824,0.0161651,0.0102784,0.0538488,0.0140436,0.0110616,0.00297079,0.0326787,0.00988006,0.0218181,0.0032594,0.010284,0,0,0.0462165,0,0.0142107,0.0335172,0.0660086,0.0192495,0.0246214,0.00454119,0.0307725,0.0300646,0.00224034,0.0521088,0.00403288,0.01673,0.0337546,0.0278222,0.0166222,0.0149481,0.0400101,0.00736277,0,0,0,0,0,0.00213183,0.00341247,0.0238115,0.0117836,0,0
84,0,0,0,0,0.0235667,0.0392665,0,0,0.0437727,0.00768668,0.032367,0,0,0.0109149,0,0.0228357,0.00427572,0.0379045,0.0287676,0.0289181,0.0249008,0.0208046,0.0387387,0.0141963,0.0286767,0.021149,0.0670127,0.0174244,0.0314686,0.0164109,0.0108577,0.0615655,0.0151034,0.0113462,0.00331073,0.0307828,0.0096901,0.0222078,0.00346977,0.0100305,0,0,0.0464775,0,0.0142451,0.0340122,0.0656848,0.0194229,0.0240442,0.00442647,0.0297905,0.0303411,0.00105141,0.0528066,0.00510049,0.0176237,0.0315562,0.0282132,0.0169039,0.0152125,0.0397424,0.00693652,0,0,0,0,0,0.00249432,0.00440559,0.0240796,0.0109875,0.0170161,0
85,0,0,0,0,0.0241251,0.0389884,0,0,0.0491553,0.00761001,0.0317868,0,0,0.0119929,0,0.0235217,0.00491089,0.0381361,0.0327874,0.0286161,0.0262488,0.0205119,0.038214,0.0144864,0.0309331,0.0212107,0.0670199,0.0183708,0.0325976,0.0164333,0.0117011,0.0698244,0.0163304,0.0116493,0.00387838,0.0292264,0.00954514,0.0225379,0.00354233,0.00974216,0,0,0.0470972,0,0.014341,0.0344763,0.0654617,0.0200943,0.0236376,0.00434098,0.028869,0.030638,0.00134143,0.0535008,0.00625004,0.01813,0.0298632,0.0287748,0.0172816,0.0155296,0.0394427,0.007548,0,0,0,0,0,0.00298622,0.00524016,0.0241357,0.0103217,0.0166549,0
86,0,0,0,0,0.0243701,0.0387078,0,0,0.0552341,0.00757464,0.032326,0,0,0.0130333,0,0.0241748,0.00550822,0.0383541,0.0371898,0.0283058,0.0274257,0.0203635,0.0378687,0.0150808,0.0330377,0.0213388,0.0671766,0.0192385,0.0338775,0.0164934,0.0126924,0.078903,0.0174082,0.0119185,0.0043261,0.0281558,0.00940684,0.0226152,0.0035142,0.00946526,0,0,0.0479781,0,0.014469,0.0347626,0.0655664,0.0202498,0.0233989,0.00449539,0.0280807,0.0309548,0.00189275,0.0539563,0.00663176,0.0180826,0.0287625,0.0292692,0.0175607,0.0157904,0.0391257,0.00907939,0,0,0,0,0,0.00366265,0.00569306,0.0240301,0.0099087,0.0160878,0
87,0,0,0,0,0.0242953,0.0384492,0,0,0.0616509,0.00761124,0.0335001,0,0,0.0140954,0,0.0248038,0.00592882,0.0385805,0.0411854,0.0278854,0.0283266,0.0203596,0.037711,0.0156896,0.0349127,0.0213965,0.0673531,0.0201443,0.0353661,0.0167027,0.0136814,0.0880041,0.0183603,0.0121365,0.00445938,0.0277445,0.00930683,0.022939,0.00333626,0.00920298,0,0,0.0488136,0,0.0145695,0.0349992,0.0658975,0.0201151,0.0232222,0.00494308,0.0273916,0.0312865,0.00191074,0.0542017,0.00662286,0.0181455,0.0282357,0.029626,0.0176334,0.0159747,0.0387537,0.0108072,0,0,0,0,0,0.00400849,0.00600891,0.0238556,0.00973408,0.0159021,0
88,0,0,0,0,0.0239806,0.0382432,0,0,0.0683699,0.00764478,0.034859,0,0,0.0153365,0,0.0252872,0.0063682,0.0388026,0.0448311,0.0273233,0.0289909,0.0204137,0.03767,0.0162637,0.0363898,0.0213373,0.0674478,0.020991,0.0370441,0.0169692,0.0146134,0.0964878,0.0193167,0.0123005,0.00429023,0.027555,0.00921952,0.0234771,0.00306707,0.00895423,0,0,0.0493867,0,0.0145825,0.0351942,0.0662445,0.0207008,0.0229507,0.00565706,0.0267873,0.0316021,0.00157114,0.0542274,0.00605674,0.0178281,0.0277579,0.0298106,0.0174762,0.0160395,0.0384556,0.011843,0,0,0,0,0,0.00482742,0.00590199,0.0237792,0.009619,0.0168368,0
89,0,0,0,0,0.0236468,0.0381875,0,0,0.074905,0.00764867,0.036303,0,0,0.0165694,0,0.0255886,0.00691476,0.0389839,0.0482905,0.0267123,0.0293713,0.0204998,0.0377173,0.0167377,0.0373387,0.0212619,0.0674151,0.0217419,0.0387864,0.0172348,0.0154794,0.104226,0.020218,0.0124001,0.00387331,0.0271081,0.00919728,0.0238226,0.00279347,0.00883848,0,0,0.0496166,0,0.0146054,0.0352302,0.0665837,0.0213655,0.0226656,0.00579322,0.0263076,0.0319565,0.00178202,0.0543715,0.00528348,0.0172102,0.0271716,0.0297818,0.0172887,0.0160561,0.0383012,0.0116895,0,0,0,0,0,0.00551585,0.00570869,0.0238543,0.0094485,0.0178825,0
90,0,0,0,0,0.0239183,0.0382419,0,0,0.0806337,0.00760746,0.0376969,0,0,0.0174681,0,0.0257688,0.0074271,0.0391283,0.0509364,0.0262366,0.0294403,0.0206399,0.0376832,0.0170766,0.0378253,0.0210871,0.0672279,0.0223076,0.0403786,0.0173699,0.0162468,0.111252,0.0205869,0.0124377,0.00347159,0.0262101,0.00917454,0.0239842,0.00247623,0.0088781,0,0,0.0497049,0,0.0146738,0.0352717,0.0667197,0.0216295,0.0224931,0.00634466,0.0260018,0.032203,0,0.0547318,0.00416563,0.0167153,0.026115,0.0296508,0.0171688,0.0160724,0.038267,0.0106478,0,0,0,0,0,0.00606557,0.00570161,0.0239988,0.00922233,0.018741,0
91,0,0,0,0,0.0246967,0.0395133,0,0,0.0843596,0.00716151,0.0379982,0,0,0.0189311,0,0.0262344,0.00845807,0.0389259,0.0515014,0.0274858,0.0297843,0.0203245,0.0396746,0.0189907,0.0383956,0.0222322,0.0685315,0.0220474,0.0410973,0.0172665,0.0164117,0.115163,0.0210591,0.012655,0.00373512,0.0160686,0.00885564,0.028047,0.00860151,0.0116306,0,0,0.0514109,0,0.0150295,0.0366553,0.0544186,0.0465545,0.0289753,0.0217415,0.0287523,0.0321139,0,0,0.0107796,0.0227612,0.0273545,0.0308952,0.0177957,0.0166873,0.039986,0.013256,0,0,0,0,0,0.0179322,0.0221797,0.0262119,0.00665023,0.02618,0
92,0,0,0,0,0.024199,0.0383025,0,0,0.0898942,0.00767295,0.0399482,0,0,0.0178106,0,0.0256797,0.00776336,0.0394471,0.0549539,0.0256148,0.0285346,0.0207595,0.0371939,0.0168953,0.0369682,0.0207261,0.0664438,0.0228242,0.0426767,0.0177009,0.0173959,0.122125,0.0198485,0.0123677,0.0029437,0.023979,0.00911984,0.0232516,0.00244091,0.00910454,0,0,0.0491874,0,0.014725,0.0351508,0.0669271,0.0213384,0.022208,0.00748193,0.0247478,0.0324862,0,0.0556519,0.0028596,0.0200599,0.0230246,0.0292555,0.0170427,0.0160547,0.0380574,0.00861555,0,0,0,0,0,0.00730265,0.00597731,0.0237809,0.00879695,0.0200656,0
93,0,0,0,0,0.0247798,0.0385315,0,0,0.0932502,0.00761213,0.0406363,0,0,0.0177043,0,0.025475,0.00791942,0.039588,0.055917,0.0253259,0.0276787,0.0209296,0.0370142,0.0166977,0.0359305,0.0206736,0.0659614,0.0226947,0.0431646,0.0176758,0.0178474,0.125961,0.0192972,0.0122976,0.00295455,0.0221393,0.00918717,0.0226831,0.00279923,0.00933158,0,0,0.0492371,0,0.0147971,0.0352812,0.0670148,0.0212535,0.0220339,0.0079986,0.0242828,0.0326447,0,0.0561157,0.00342392,0.0208956,0.0216498,0.0291453,0.017019,0.0160792,0.0381175,0.00837367,0,0,0,0,0,0.00748283,0.00617475,0.0235154,0.00881091,0.0204983,0
94,0,0,0,0,0.0251997,0.0386522,0,0,0.095948,0.00756891,0.041205,0,0,0.0172002,0,0.0252049,0.00783347,0.0396729,0.0566631,0.0249586,0.0265323,0.0209662,0.0367483,0.0164411,0.0345966,0.0206225,0.0654344,0.022292,0.0432114,0.0174871,0.0182608,0.128699,0.0187963,0.0121995,0.00302555,0.0204913,0.00924614,0.0222641,0.00311947,0.00952137,0,0,0.0490265,0,0.014812,0.0352066,0.0670327,0.0213905,0.0218771,0.00789253,0.0237613,0.0326452,0,0.056451,0.00406745,0.0205961,0.0202011,0.0289679,0.0170087,0.0160654,0.0380163,0.00834511,0,0,0,0,0,0.00748954,0.00635142,0.0232528,0.0087887,0.0208053,0
95,0,0,0,0,0.02541,0.0387665,0,0,0.0980244,0.00752441,0.0417343,0,0,0.0165352,0,0.0249781,0.00760075,0.0397095,0.0571426,0.0245961,0.0250929,0.0211008,0.0364939,0.0159773,0.0330068,0.0205811,0.0648578,0.0216134,0.0428535,0.0171995,0.0186546,0.130505,0.0183998,0.0121346,0.0031208,0.019297,0.00925775,0.0221934,0.00346783,0.00962684,0,0,0.0487371,0,0.0147524,0.0350118,0.0667991,0.0220111,0.0217975,0.0076901,0.0232498,0.0325581,0,0.0565246,0.00455417,0.0204675,0.0191965,0.0287909,0.0169438,0.0160029,0.0378764,0.00820535,0,0,0,0,0,0.00754265,0.0063354,0.022969,0.00878931,0.0212277,0
96,0,0,0,0,0.0256612,0.0395009,0,0,0.0977005,0.00714825,0.0415163,0,0,0.0163401,0,0.0252125,0.00765214,0.0394308,0.055177,0.0257507,0.0238049,0.0200804,0.0378815,0.0170172,0.0312833,0.0217423,0.0660163,0.0198756,0.0412065,0.0166898,0.0184674,0.128817,0.0178439,0.012266,0.00367171,0.0196904,0.00905978,0.0260373,0.0076035,0.0116079,0,0,0.0498265,0,0.0148972,0.0357142,0.0533771,0.0508001,0.0270846,0.0215399,0.0254083,0.0316983,0,0,0.0132237,0.0264504,0.0361639,0.029778,0.0172855,0.0162934,0.0389939,0.011136,0,0,0,0,0,0.01997,0.0224874,0.0265193,0.00614374,0.0292299,0
97,0,0,0,0,0.0255439,0.0384305,0,0,0.0993842,0.00759021,0.0425179,0,0,0.0148188,0,0.0245821,0.006541,0.0396554,0.0568773,0.0239623,0.0216133,0.0214503,0.0358535,0.0144357,0.0286408,0.0205437,0.0636668,0.0196735,0.0408474,0.0163734,0.0191502,0.130795,0.0166993,0.0120052,0.00314945,0.0179154,0.00939998,0.0217955,0.00410478,0.00944922,0,0,0.0479939,0,0.0146548,0.0341746,0.0663957,0.0240283,0.0216295,0.00755061,0.0220978,0.0315616,0,0.0564012,0.00509237,0.0206802,0.0174709,0.0284203,0.0165192,0.0156763,0.0372962,0.00809412,0,0,0,0,0,0.00929427,0.00650297,0.0223151,0.00882071,0.0218592,0
98,0,0,0,0,0.0259597,0.0387702,0,0,0.0986734,0.00754568,0.0424577,0,0,0.0147783,0,0.0244335,0.00654007,0.0395853,0.0561997,0.0236103,0.0198877,0.0219992,0.0360538,0.0134783,0.0259017,0.020444,0.0632918,0.0183707,0.0391866,0.0157406,0.0192064,0.129195,0.0166671,0.0119781,0.00319918,0.0162363,0.0094752,0.0212425,0.00443381,0.00961095,0,0,0.0480261,0,0.0146259,0.0339969,0.0664671,0.0250277,0.021747,0.00745269,0.0219684,0.0313571,0,0.0567023,0.00554318,0.0209881,0.0173717,0.0282729,0.0165112,0.015575,0.0375878,0.00856553,0,0,0,0,0,0.0111474,0.00667351,0.0217734,0.00936669,0,0
99,0,0,0,0,0.0261277,0.0388408,0,0,0.0970722,0.00756944,0.042125,0,0,0.0146419,0,0.024271,0.00647159,0.0395878,0.0552658,0.0231413,0.0181687,0.0223084,0.0361267,0.0122399,0.0226664,0.0203953,0.063132,0.01673,0.0368791,0.0149845,0.0191405,0.126304,0.0167899,0.0119162,0.00318848,0.0159704,0.00963668,0.0214062,0.00481624,0.00973245,0,0,0.0475959,0,0.0145828,0.033521,0.0667858,0.0259737,0.0218257,0.00721824,0.0215839,0.03087,0.00390895,0.0566237,0.00563435,0.0212508,0.0176978,0.0278823,0.0162358,0.01534,0.0376511,0.00920335,0,0,0,0,0,0.0121763,0.0061409,0.0218415,0.00976913,0.0231101,0
100,0,0,0,0,0.0263493,0.0389762,0,0,0.0941999,0.00754421,0.0414469,0,0,0.0145672,0,0.0241354,0.0064114,0.0394751,0.0537798,0.0227257,0.0169349,0.0225275,0.0363716,0.0110177,0.0189474,0.0208257,0.0631548,0.014583,0.0336479,0.0140543,0.018904,0.121498,0.0166718,0.0118403,0.00317109,0.0169911,0.00976384,0.0223508,0.00475366,0.00982379,0,0,0.0471199,0,0.0144979,0.0331014,0.0668502,0.0276661,0.022066,0.00735136,0.0213239,0.0302684,0.00397918,0.0562179,0.00602184,0.0218304,0.0192394,0.0275882,0.0160585,0.0151188,0.0378227,0.00990109,0,0,0,0,0,0.0120711,0.00579984,0.0221189,0.0101441,0.02376,0
101,0,0,0,0,0.0265367,0.0390562,0,0,0.0895667,0.00754855,0.0404682,0,0,0.0144028,0,0.0240376,0.00636235,0.0392549,0.0519338,0.0222865,0.0172767,0.0227028,0.0366115,0.0104982,0.0154668,0.0222562,0.0633387,0.0117512,0.0292004,0.0128278,0.0185407,0.114341,0.0166125,0.0118032,0.00310107,0.019517,0.00987334,0.0245929,0.00458143,0.0098147,0,0,0.0464653,0,0.0143295,0.0325355,0.0669035,0.0304151,0.0224283,0.0077229,0.0209949,0.0294235,0.00390248,0.0556084,0.00655296,0.0227257,0.022086,0.0272526,0.015868,0.0147768,0.0379919,0.0103133,0,0,0,0,0,0.0110041,0.00638619,0.0229157,0.0106709,0.0243018,0
102,0,0,0,0,0.026752,0.0386108,0,0,0.0839582,0.00780582,0.0394935,0,0,0.014003,0,0.0237363,0.00608512,0.0391939,0.0497848,0.0215955,0.0201452,0.023013,0.0361817,0.0114817,0.0146103,0.024708,0.0632016,0.0090319,0.0240396,0.011406,0.0181541,0.105657,0.0166578,0.0116614,0.00278076,0.0251379,0.0102152,0.0261348,0.00654402,0.00989177,0,0,0.0445458,0,0.014056,0.0311538,0.0672294,0.027925,0.0214672,0.00749154,0.0194477,0.0283738,0.00121567,0.0566526,0.004953,0.0176169,0.0292334,0.0261212,0.0152714,0.014114,0.0373305,0.00975243,0,0,0,0,0,0.00335033,0.00714742,0,0.0117672,0,0
