Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIB,RTHII,RTIBA,LASI,RTIBI,IMU_B
29,0,0,0,0,0.0219679,0.0338423,0,0,0.025022,0.00712356,0.0145649,0,0,0.011981,0,0.0237165,0.00675792,0.0510094,0.0239001,0.0192946,0.00837791,0.028249,0.0306196,0.005,0.00650702,0.00499556,0.0497802,0.0130002,0.0149006,0.0108935,0.0102893,0.0307618,0.0116819,0.0116987,0.00437311,0.0545344,0.0093525,0.0536364,0.0208214,0.00763056,0,0,0.0366178,0,0.0128518,0.0272637,0.0663249,0.0768219,0.0238459,0.0250194,0.0200564,0.0218163,0.026642,0.0641331,0.0389099,0.0512501,0.0444435,0.0208098,0.0144619,0.0143704,0.0335703,0.00621476,0,0,0,0,0,0.0387812,0.0232408,0,0.0136399,0.0481698,0
30,0,0,0,0,0.022253,0.0340485,0,0,0.0253299,0.0071568,0.01456,0,0,0.0118625,0,0.0234383,0.00653954,0.0506919,0.0227619,0.0195023,0.00854519,0.0278163,0.0310325,0.00482017,0.00610079,0.0049533,0.0501554,0.013576,0.0153803,0.0110959,0.0098667,0.029894,0.0117923,0.0116128,0.00429373,0.0534868,0.00951241,0.0552995,0.020672,0.00753313,0,0,0.0366602,0,0.0127782,0.027056,0.0663927,0.0770959,0.0234153,0.0258952,0.0201999,0.0211854,0.0279249,0.0642581,0.0407761,0.0543142,0.0427345,0.0209777,0.0141632,0.0141531,0.0339306,0.00643203,0,0,0,0,0,0.0414373,0.0241053,0,0.0134472,0.0499347,0
31,0,0,0,0,0.0224102,0.0343522,0,0,0.0255819,0.00714418,0.0146007,0,0,0.0115772,0,0.023144,0.00628715,0.0504656,0.0218525,0.019741,0.0086441,0.0273733,0.0313986,0.00475068,0.0059569,0.00514585,0.0504041,0.0142253,0.015951,0.0112329,0.00965669,0.0292815,0.0117714,0.011518,0.00420698,0.0524967,0.00962924,0.0565235,0.0205268,0.00744278,0,0,0.0368122,0,0.0127099,0.0269069,0.0665117,0.0767255,0.0229291,0.0265449,0.020387,0.0208727,0.0287588,0.0642684,0.0421427,0.0574451,0.0406916,0.0211487,0.0139113,0.0139452,0.0342257,0.00643337,0,0,0,0,0,0.0439689,0.0245629,0,0.0130816,0.0520062,0
32,0,0,0,0,0.0225694,0.0346378,0,0,0.0262831,0.00714546,0.0149861,0,0,0.0110249,0,0.0228771,0.00591157,0.0501625,0.0215244,0.0200596,0.0086227,0.0269496,0.0317339,0.00475812,0.00586401,0.0055471,0.0505947,0.0148134,0.0165071,0.0114625,0.00967848,0.0294053,0.0116629,0.0114134,0.00406734,0.0513281,0.00971996,0.0572287,0.0201235,0.00736078,0,0,0.0370323,0,0.0126644,0.026872,0.0667203,0.0762172,0.0223882,0.0268587,0.0205657,0.0207804,0.0290291,0.0640856,0.0427685,0.059952,0.0383906,0.0212374,0.0138002,0.0137605,0.0343741,0.00638975,0,0,0,0,0,0.0462355,0.0246642,0,0.0128417,0.0543762,0
33,0,0,0,0,0.0228126,0.0348939,0,0,0.0271154,0.00722583,0.0155493,0,0,0.0103266,0,0.0226566,0.00552866,0.0498706,0.021542,0.0204769,0.00866082,0.0265212,0.0319872,0.00490214,0.00597606,0.00616161,0.0507327,0.0150958,0.0167827,0.0117032,0.00992226,0.0299129,0.011602,0.0113123,0.00391149,0.0497788,0.00982441,0.0575407,0.0194596,0.00725231,0,0,0.0372365,0,0.0126425,0.0268381,0.0669891,0.0757568,0.0218099,0.0267066,0.0207665,0.0208301,0.028681,0.0636616,0.0426909,0.061744,0.0363745,0.0212433,0.0136667,0.0135851,0.0343712,0.00626701,0,0,0,0,0,0.047988,0.0243707,0,0.0127103,0.0552361,0
34,0,0,0,0,0.0230765,0.035165,0,0,0.0280137,0.00730914,0.0161094,0,0,0.00968867,0,0.022398,0.0053008,0.0496366,0.0216807,0.0208819,0.00880232,0.0261301,0.0321588,0.00522968,0.00629761,0.00687709,0.0506721,0.0152232,0.0168928,0.0118838,0.0102506,0.0305394,0.0117412,0.0112066,0.00379705,0.0478026,0.00994167,0.0573995,0.0187371,0.00704507,0,0,0.0373211,0,0.012629,0.0267512,0.0671719,0.0751115,0.0212407,0.026187,0.020957,0.0209682,0.0277168,0.0631055,0.0418667,0.0627845,0.0355279,0.0212502,0.013453,0.0134737,0.0343978,0.00595958,0,0,0,0,0,0.0489249,0.0236877,0,0.0126015,0.055092,0
35,0,0,0,0,0.0232886,0.0352686,0,0,0.0288969,0.00738357,0.0168362,0,0,0.00903982,0,0.0220778,0.00498633,0.0493914,0.0217644,0.0212023,0.00883837,0.0258131,0.032261,0.00561218,0.00644089,0.00743184,0.0505986,0.0152793,0.0169392,0.0119733,0.0106566,0.0312919,0.011962,0.0110782,0.00366148,0.045698,0.0100564,0.0570619,0.0180782,0.00684673,0,0,0.0374622,0,0.0126273,0.0267255,0.0674412,0.0741549,0.0207027,0.0253288,0.0211876,0.0211535,0.0262854,0.0624463,0.0403952,0.0632967,0.0338314,0.0212574,0.0133323,0.013394,0.0344154,0.00550498,0,0,0,0,0,0.0492521,0.022598,0,0.0125059,0.0547567,0
36,0,0,0,0,0.0233826,0.0352875,0,0,0.0298005,0.00746775,0.017605,0,0,0.00839547,0,0.0217355,0.00468667,0.0490908,0.0219126,0.0214763,0.0087658,0.0255239,0.0323686,0.00604586,0.00654887,0.00780706,0.0505829,0.0153355,0.0169481,0.0120177,0.0110787,0.0320914,0.0118588,0.0109363,0.00352905,0.0437317,0.0101728,0.0565332,0.0174151,0.00668769,0,0,0.0376123,0,0.0126588,0.0267485,0.0677096,0.0730196,0.0201595,0.0240653,0.0214822,0.0213342,0.0244927,0.0616938,0.0384835,0.063369,0.030876,0.0212941,0.0133171,0.0133222,0.0344595,0.00503941,0,0,0,0,0,0.0491188,0.0211227,0,0.012226,0.0543469,0
37,0,0,0,0,0.0233651,0.0353643,0,0,0.0309258,0.0076171,0.0183419,0,0,0.00800468,0,0.021691,0.00437799,0.0488676,0.0224186,0.0217564,0.00876042,0.0252367,0.0324904,0.00651368,0.00682094,0.00807772,0.0505924,0.0154553,0.0170206,0.0121182,0.0114758,0.0330379,0.0118795,0.0109063,0.00339182,0.0412911,0.0102373,0.05547,0.0168261,0.00655178,0,0,0.0378401,0,0.0126911,0.0268215,0.0678361,0.0714379,0.0196782,0.0224286,0.0218468,0.0215693,0.0223917,0.0607759,0.0360125,0.0629606,0.0276279,0.0213861,0.0133182,0.0133016,0.0345758,0.00461116,0,0,0,0,0,0.0484418,0.0193195,0,0.0118161,0.053581,0
38,0,0,0,0,0.0233659,0.0355128,0,0,0.0320994,0.00775986,0.019125,0,0,0.00782524,0,0.021655,0.00413857,0.0485524,0.0223909,0.0220064,0.00895075,0.025044,0.032699,0.00683388,0.0073607,0.00841268,0.0505253,0.015653,0.0171663,0.0122249,0.0117543,0.0340493,0.0120194,0.0108855,0.0032635,0.0382412,0.0102419,0.0536418,0.0162406,0.00648928,0,0,0.0381605,0,0.0127148,0.026969,0.0681409,0.0691055,0.0193621,0.0205591,0.0222831,0.0218878,0.0200235,0.0598829,0.0330289,0.0621369,0.024148,0.0215915,0.0133488,0.0133,0.0347734,0.00431004,0,0,0,0,0,0.0473388,0.0173191,0,0.0114239,0.0523587,0
39,0,0,0,0,0.0234135,0.035665,0,0,0.0332892,0.00786304,0.0201524,0,0,0.00775965,0,0.0215659,0.00405756,0.0481956,0.0221289,0.0222628,0.00919929,0.0248842,0.0330175,0.00662599,0.00790876,0.00878513,0.0505812,0.0159169,0.0173156,0.0123115,0.012016,0.035085,0.012273,0.0108623,0.00316466,0.0346352,0.0102465,0.0511607,0.0154907,0.00649776,0,0,0.0384934,0,0.0127706,0.0272401,0.0684879,0.0658803,0.0191107,0.018608,0.0227616,0.0221582,0.0175226,0.058747,0.02981,0.0609353,0.020971,0.0218768,0.0134982,0.0133276,0.0350639,0.00418302,0,0,0,0,0,0.0458271,0.0153294,0,0.0112541,0.05077,0
40,0,0,0,0,0.0234308,0.0358505,0,0,0.0344488,0.00791741,0.0211151,0,0,0.0077723,0,0.02146,0.00408974,0.0478164,0.0221864,0.0225611,0.0094694,0.0247111,0.0332578,0.00663583,0.00840848,0.00916766,0.0505936,0.0161768,0.0174892,0.0124225,0.0123374,0.0362251,0.0125894,0.0108563,0.00306198,0.03111,0.0102492,0.0484691,0.0146014,0.00651871,0,0,0.0387836,0,0.0128333,0.0275193,0.0689502,0.0625731,0.01889,0.01619,0.023197,0.0222659,0.0149947,0.0578873,0.0262324,0.0593207,0.0168094,0.0220393,0.0137146,0.013406,0.0352939,0.00424279,0,0,0,0,0,0.0437815,0.0131201,0,0.0111298,0.0490055,0
41,0,0,0,0,0.0232998,0.0369345,0,0,0.0349979,0.00769062,0.0220356,0,0,0.00857838,0,0.0217375,0.00460422,0.0470313,0.0229706,0.0238517,0.0105216,0.0248418,0.0341217,0.00715417,0.00962583,0.0102936,0.0512207,0.0168335,0.0179955,0.0127617,0.0130744,0.0368445,0.0126408,0.0110526,0.00333509,0.0182355,0.00998752,0.0176326,0.010677,0.00663799,0,0,0.0404882,0,0.0130425,0.0287403,0.0674597,0.0324688,0.0193597,0.0131729,0.0250359,0.0225984,0.0124119,0.0581416,0.0189065,0.0406285,0.0253504,0.0230896,0.0143165,0.0138831,0.0366591,0.00467197,0,0,0,0,0,0.0277335,0.0119688,0.0301017,0.010187,0.0339353,0
42,0,0,0,0,0.0233852,0.0373153,0,0,0.0361918,0.00771659,0.0226975,0,0,0.00864619,0,0.0217476,0.00460227,0.0468191,0.023578,0.0243018,0.0109378,0.0249545,0.0344205,0.00718443,0.00992621,0.0107009,0.0512483,0.0172672,0.0183182,0.0129684,0.013374,0.037959,0.0128262,0.0111081,0.00325816,0.0197421,0.00988408,0.0163268,0.00966179,0.00702329,0,0,0.0410933,0,0.0131267,0.0291653,0.0674977,0.031265,0.0196216,0.0117593,0.0258499,0.022841,0,0.0576223,0.016726,0.0394111,0.0276801,0.0235534,0.0145523,0.0140304,0.0370344,0.00519071,0,0,0,0,0,0.0262377,0.0112246,0.0294758,0.0100123,0.0330255,0
43,0,0,0,0,0.0235465,0.0375622,0,0,0.0374559,0.00766584,0.0233329,0,0,0.00867238,0,0.021688,0.00454937,0.0465816,0.0243416,0.024608,0.011413,0.0250978,0.0347591,0.00698122,0.0101639,0.0110169,0.0512572,0.0175607,0.0185326,0.0131656,0.0136608,0.0391265,0.013067,0.0111046,0.00314211,0.0219947,0.00979821,0.0143635,0.00896683,0.00737055,0,0,0.0415335,0,0.0131853,0.0294668,0.0673842,0.0290136,0.0198129,0.00998214,0.0264998,0.0230582,0.00906739,0.0566561,0.0145612,0.0380679,0.0298676,0.0238291,0.0147378,0.014142,0.0373698,0.00558939,0,0,0,0,0,0.024659,0.0102203,0.0286585,0.00983521,0.0318938,0
44,0,0,0,0,0.0236682,0.0370479,0,0,0.0392223,0.0079184,0.0238342,0,0,0.00788231,0,0.0213532,0.00397156,0.0467541,0.0241584,0.0242758,0.0109107,0.024808,0.0343554,0.00611404,0.00945862,0.0106812,0.0507524,0.0174785,0.0185312,0.0131293,0.0134543,0.0412004,0.0134156,0.0108984,0.00268207,0.0234187,0.010004,0.0337188,0.0112001,0.00723947,0,0,0.0403567,0,0.0131861,0.0286945,0.0688995,0.0434861,0.0186266,0.00832682,0.0255521,0.0231937,0.00633087,0.0541867,0.0138295,0.0491769,0.0144736,0.0230357,0.0144623,0.0139662,0.0365149,0.00471948,0,0,0,0,0,0.0326972,0.00842186,0,0.0102274,0.0392588,0
45,0,0,0,0,0.0237361,0.0382681,0,0,0.039306,0.00750373,0.0246053,0,0,0.0088833,0,0.0216721,0.00458816,0.0461016,0.0246906,0.0258691,0.0121889,0.0251322,0.03555,0.00707657,0.0106174,0.0117915,0.0515291,0.0180632,0.0190862,0.0135603,0.014261,0.0417695,0.0138129,0.0110982,0.00305286,0.0275124,0.00983743,0.0110476,0.0071619,0.00817658,0,0,0.0422014,0,0.0135119,0.0299529,0.0662499,0.0221481,0.0202368,0.00779407,0.0278511,0.0233796,0,0.0554789,0.0109588,0.0350502,0.0340577,0.024312,0.0149989,0.0144745,0.0380661,0.00641706,0,0,0,0,0,0.02037,0.00889151,0.0273385,0.00926181,0.0299853,0
46,0,0,0,0,0.0237985,0.0383899,0,0,0.0401015,0.00760998,0.0251485,0,0,0.00843728,0,0.0216715,0.00431859,0.0458968,0.0246864,0.0264433,0.012597,0.0250052,0.0360072,0.00742022,0.0106679,0.0122132,0.0515539,0.0183276,0.0193222,0.0137575,0.014536,0.0428316,0.0139802,0.0111266,0.0029995,0.0306868,0.00983318,0.0102761,0.00648731,0.00849578,0,0,0.0423561,0,0.0135859,0.030107,0.0658615,0.0179671,0.0203035,0.00694288,0.028397,0.0235349,0.00509748,0.0551763,0.00936314,0.0329669,0.0364827,0.0244589,0.0150672,0.0145698,0.0383054,0.00658542,0,0,0,0,0,0.0177666,0.00852992,0.0267565,0.00925461,0.0298071,0
47,0,0,0,0,0.0238834,0.0383855,0,0,0.0410288,0.00771624,0.0257692,0,0,0.00804108,0,0.0216857,0.00407174,0.0455605,0.0244734,0.0268821,0.0130769,0.0246813,0.0364332,0.00731031,0.0106074,0.0125485,0.0516227,0.0186421,0.019524,0.0139783,0.0149045,0.043878,0.0144475,0.0111156,0.0029706,0.0333779,0.00982625,0.0104897,0.00575144,0.00885811,0,0,0.0424299,0,0.0136164,0.0301985,0.0655513,0.0142009,0.0203504,0.00651014,0.0288246,0.0236169,0.00430554,0.0553256,0.00813165,0.0311925,0.0380629,0.0245363,0.0150826,0.0146147,0.0383876,0.00675708,0,0,0,0,0,0.0157957,0.00824558,0.0261799,0.00911657,0.0296362,0
48,0,0,0,0,0.0239339,0.0384098,0,0,0.042063,0.00782191,0.0264358,0,0,0.00768906,0,0.0217205,0.00390617,0.0452076,0.0242005,0.0273799,0.0135822,0.0244592,0.0367987,0.00694542,0.0104236,0.012866,0.0516842,0.018809,0.019682,0.0141826,0.0152575,0.0450394,0.0146478,0.0110914,0.0029719,0.0352637,0.00981491,0.0118271,0.00524222,0.00914391,0,0,0.0425037,0,0.0136595,0.0302713,0.0652048,0.0113783,0.0204424,0.00634622,0.0291907,0.0236684,0.00383499,0.0552791,0.00719109,0.0303496,0.0387018,0.0246461,0.0150737,0.0146586,0.0384075,0.00686318,0,0,0,0,0,0.0152915,0.00796699,0.0257738,0.00895799,0,0
49,0,0,0,0,0.023914,0.0385412,0,0,0.0432699,0.00795443,0.0269769,0,0,0.00746983,0,0.0218109,0.00384157,0.0449573,0.024176,0.0280693,0.0138808,0.0244027,0.0371407,0.00690999,0.0102162,0.0130574,0.0517815,0.0190416,0.0199454,0.0145171,0.0155597,0.0464796,0.0148907,0.0110688,0.00308048,0.0361908,0.00979412,0.0131699,0.0048561,0.00939683,0,0,0.0426436,0,0.0137285,0.0303896,0.0647066,0.00885621,0.0206098,0.00642053,0.0296491,0.0237244,0,0.0552478,0.00649979,0.0299152,0.0385323,0.0248007,0.0151562,0.0146899,0.0385933,0.00705023,0,0,0,0,0,0.0131496,0.00802372,0.0253057,0.00877523,0,0
50,0,0,0,0,0.0238124,0.0384489,0,0,0.0443644,0.00821031,0.0275261,0,0,0.00723157,0,0.0218811,0.00375719,0.0447688,0.024518,0.0283209,0.0141192,0.0241168,0.0373239,0.00703357,0.0101651,0.0132168,0.0518296,0.0192529,0.0201274,0.0147776,0.0158496,0.0478948,0.0152887,0.0110428,0.00316716,0.0360781,0.00982946,0.014542,0.00474867,0.00958816,0,0,0.0424888,0,0.0137699,0.0303413,0.0646077,0.00751697,0.0206619,0.0063081,0.0298003,0.0237102,0.00346455,0.0552675,0.00566761,0.0302421,0.037759,0.0247399,0.0151451,0.0146617,0.0386658,0.00721614,0,0,0,0,0,0.0103207,0.00768631,0.0247695,0.00848264,0,0
51,0,0,0,0,0.0237846,0.0383442,0,0,0.0453617,0.00824873,0.0280377,0,0,0.00693884,0,0.0218526,0.00363885,0.0445342,0.0249111,0.0284617,0.0144582,0.0236839,0.0375552,0.00724335,0.0103055,0.0134662,0.0518732,0.019351,0.0201657,0.0148617,0.0162172,0.0491517,0.0157037,0.0110692,0.00319195,0.0350338,0.009866,0.0156838,0.00460886,0.00985635,0,0,0.0423064,0,0.0137666,0.0303286,0.0644206,0.00741473,0.0207983,0.00649653,0.0298871,0.023624,0,0.0554281,0.00501042,0.0284705,0.0359772,0.0247697,0.0151276,0.0147075,0.0386824,0.00761885,0,0,0,0,0,0.00922817,0.00759776,0.024159,0.0078752,0,0
52,0,0,0,0,0.0237112,0.038291,0,0,0.0462751,0.00824414,0.0285788,0,0,0.00665288,0,0.021794,0.00350225,0.0442965,0.0253321,0.02846,0.0147741,0.023271,0.0376637,0.00730967,0.0104957,0.0136817,0.0518244,0.0193853,0.0201263,0.0149255,0.0165152,0.0503748,0.0160658,0.0110838,0.00319725,0.0335179,0.0098774,0.0161615,0.00455422,0.0100535,0,0,0.0421045,0,0.0137513,0.0302709,0.064383,0.0084259,0.0208675,0.0066126,0.0299148,0.0234638,0,0.0553252,0.00430433,0.024331,0.0336138,0.0247135,0.0151122,0.0147383,0.0385499,0.00799547,0,0,0,0,0,0.00709941,0.00743705,0.0236586,0.0073497,0,0
53,0,0,0,0,0.023661,0.0382273,0,0,0.0473387,0.00826806,0.0290887,0,0,0.00634146,0,0.0217687,0.00335073,0.0440935,0.0256508,0.0285152,0.0150884,0.0230157,0.0377412,0.00740874,0.0106315,0.0138724,0.0517244,0.0193532,0.0200293,0.0150331,0.0167054,0.0514661,0.0162938,0.0111085,0.00320206,0.0313633,0.0098911,0.0160983,0.00463074,0.0101239,0,0,0.0421304,0,0.0137966,0.0303305,0.064313,0.00993019,0.0209562,0.00676324,0.0299983,0.0234039,0,0.0550756,0.00369801,0.0216575,0.0307528,0.0245372,0.0151419,0.0147646,0.0384988,0.00823565,0,0,0,0,0,0.00509416,0.00721109,0.0232838,0.00711412,0,0
54,0,0,0,0,0.0236148,0.0381363,0,0,0.0483779,0.00831811,0.029529,0,0,0.0060501,0,0.0217039,0.00321354,0.0439599,0.0259682,0.0284291,0.0153553,0.0228762,0.0377043,0.00753699,0.0106317,0.0141557,0.0514964,0.0192372,0.0198946,0.0151895,0.0167761,0.0527126,0.0164114,0.0110878,0.00319312,0.0288267,0.0098819,0.0155025,0.00477223,0.0100538,0,0,0.0422002,0,0.0138301,0.0304192,0.0643713,0.011871,0.0208799,0.00670645,0.0299387,0.0235295,0.00406995,0.0545597,0.00318299,0.0206,0.0275331,0.0245122,0.0151319,0.0147806,0.0384848,0.00822349,0,0,0,0,0,0.00388936,0.00680542,0.0227875,0.00691738,0.0183979,0
55,0,0,0,0,0.023564,0.0382003,0,0,0.0494949,0.00839553,0.030048,0,0,0.00577124,0,0.0216573,0.00311306,0.0439181,0.0263787,0.0284105,0.0155423,0.0229721,0.0375676,0.00779595,0.0105723,0.014403,0.0512561,0.0191276,0.0197613,0.0152951,0.0167999,0.053843,0.0163916,0.011034,0.00319227,0.0266142,0.00987047,0.0151587,0.00482026,0.00992772,0,0,0.0424199,0,0.0138732,0.0305894,0.0642671,0.0142129,0.0208072,0.00662688,0.0298596,0.0237935,0,0.0541104,0.00307115,0.0199813,0.0242942,0.0247346,0.0151683,0.0148318,0.0385261,0.00810652,0,0,0,0,0,0.00313819,0.00648948,0.0220384,0.00687043,0.0184465,0
56,0,0,0,0,0.0235492,0.0382448,0,0,0.0506826,0.00851383,0.030591,0,0,0.00539786,0,0.0216361,0.0029377,0.0439029,0.0267101,0.0282741,0.015705,0.0231435,0.0374714,0.00789391,0.0104626,0.0148229,0.0509313,0.0190297,0.0196483,0.0153317,0.0167425,0.0550948,0.016337,0.0109897,0.00321098,0.0239903,0.00984333,0.0141628,0.00503139,0.0097222,0,0,0.0427439,0,0.0139118,0.0307616,0.0643387,0.0156346,0.0206325,0.0065828,0.029777,0.0241107,0.00457684,0.0534271,0.00344655,0.018814,0.0205308,0.0250075,0.0151822,0.0148555,0.0384523,0.00774292,0,0,0,0,0,0.00264562,0.00612726,0.021666,0.00686641,0.0183585,0
57,0,0,0,0,0.0235659,0.0382513,0,0,0.0515497,0.00850347,0.0309896,0,0,0.00486885,0,0.0215608,0.00269544,0.0439056,0.0271682,0.0278306,0.015809,0.023256,0.0373583,0.00784606,0.0103342,0.0151383,0.0506423,0.0187818,0.0194652,0.0154184,0.016657,0.0561715,0.0162361,0.0109853,0.00323418,0.0214653,0.0098367,0.0134679,0.00529362,0.00957873,0,0,0.0430394,0,0.0139495,0.0309502,0.0644715,0.0174522,0.0204691,0.0070324,0.0296337,0.0243852,0,0.0527715,0.00458841,0.0174168,0.0167279,0.0252009,0.0151652,0.0148469,0.038324,0.00732065,0,0,0,0,0,0.00295965,0.00564484,0.0213301,0.00694463,0.0182761,0
58,0,0,0,0,0.0235106,0.0382182,0,0,0.0521563,0.00850858,0.0313234,0,0,0.00441586,0,0.0214057,0.00244966,0.0440147,0.0276094,0.027284,0.0157708,0.0234412,0.0372291,0.00771409,0.0100804,0.015122,0.0503111,0.0184249,0.019214,0.0154383,0.0165211,0.0569967,0.0161363,0.0109235,0.00324752,0.0195147,0.00984132,0.0137891,0.00581172,0.00943746,0,0,0.0432301,0,0.0139669,0.0310756,0.0647873,0.0198435,0.020225,0.00770408,0.0293986,0.0246465,0.00611,0.0521409,0.0063982,0.016269,0.0134082,0.0252584,0.0151602,0.0148297,0.0382082,0.00667726,0,0,0,0,0,0.00402474,0.00575006,0.0212382,0.00712042,0.0182749,0
59,0,0,0,0,0.023531,0.0382323,0,0,0.0525881,0.00855428,0.031601,0,0,0.00401846,0,0.0212369,0.00218735,0.044078,0.0280907,0.0268375,0.0156849,0.023732,0.037222,0.00773561,0.00979444,0.0146869,0.0499544,0.0180487,0.0190895,0.0153,0.0163291,0.0576116,0.0160067,0.0108092,0.00326758,0.0183535,0.00986055,0.0151245,0.00647764,0.0092686,0,0,0.0433698,0,0.0139717,0.0312054,0.0649785,0.022881,0.019981,0.00871996,0.029207,0.0249249,0,0.0518157,0.00858182,0.015442,0.0106706,0.0252559,0.0152042,0.0147941,0.0381582,0.00598889,0,0,0,0,0,0.00518733,0.00770186,0.0212319,0.00734862,0.018445,0
60,0,0,0,0,0.0235943,0.0382418,0,0,0.0533162,0.00859391,0.0317267,0,0,0.00351775,0,0.0211244,0.0019289,0.044146,0.0286104,0.0263114,0.0153799,0.0239683,0.0373855,0.00778518,0.00947905,0.0141866,0.0496052,0.0178016,0.0189661,0.0151202,0.0160766,0.0582612,0.0158352,0.010715,0.00325063,0.0114249,0.00992546,0.0135874,0.00720708,0.00901821,0,0,0.0432965,0,0.0139361,0.0312058,0.0649435,0.0230796,0.0197659,0.00982528,0.0290431,0.0251248,0,0.0517427,0.0115918,0.0128157,0.00328196,0.025173,0.0152267,0.0146858,0.0381341,0.00536859,0,0,0,0,0,0.00801477,0.0105831,0.0206822,0.00747916,0.018349,0
61,0,0,0,0,0.0236744,0.0382584,0,0,0.0538519,0.0086583,0.0317062,0,0,0.0033715,0,0.0209445,0.00166935,0.044091,0.0288145,0.0259089,0.0148712,0.024192,0.0372685,0.00777753,0.0091444,0.0138676,0.0493296,0.0177643,0.0189507,0.0150091,0.0158283,0.0585355,0.0159487,0.0105879,0.00320752,0.0128826,0.00994316,0.0181683,0.00783376,0.00896761,0,0,0.043544,0,0.0139483,0.0313518,0.0645904,0.0276084,0.0196681,0.0111195,0.0289533,0.0254058,0,0.0520018,0.0150867,0.00658174,0.0193544,0.025205,0.0152755,0.0146363,0.0381012,0.00498081,0,0,0,0,0,0.013187,0.014025,0.0217012,0.00739011,0.0202928,0
62,0,0,0,0,0.0236745,0.0382058,0,0,0.0540143,0.00869078,0.0315052,0,0,0.00320645,0,0.0208484,0.00142345,0.0439592,0.0284525,0.0254685,0.014141,0.0242527,0.037159,0.00772057,0.0087111,0.0134489,0.0490791,0.0178168,0.0190476,0.0149525,0.0155848,0.0585557,0.0159733,0.0105248,0.0031677,0.0285924,0.00997717,0.028584,0.0081878,0.00886839,0,0,0.0436036,0,0.0139167,0.0313442,0.0640959,0.0366485,0.0195596,0.0127807,0.0289926,0.025706,0,0.0525065,0.0184044,0.00376064,0.0349006,0.0251666,0.0153164,0.0145281,0.0380227,0.0047791,0,0,0,0,0,0.0166104,0,0.024681,0.00729335,0.0241001,0
63,0,0,0,0,0.0236509,0.0381614,0,0,0.0541428,0.00871441,0.031119,0,0,0.00312122,0,0.0207714,0.00121512,0.0438082,0.0277195,0.0249938,0.0132693,0.0243007,0.0371005,0.00756366,0.00818105,0.0126304,0.0489068,0.0178211,0.0192206,0.0148549,0.0152977,0.058537,0.0159658,0.0104811,0.00311173,0.0415521,0.0099949,0.0378258,0.00843017,0.0087365,0,0,0.0438389,0,0.0139111,0.0314381,0.063607,0.0451369,0.0194606,0.0139646,0.0290819,0.0260386,0,0.0532212,0.0208323,0.00611201,0.0468292,0.0252372,0.0153696,0.0144787,0.0380337,0.00469447,0,0,0,0,0,0.0193682,0.0206695,0.0281107,0.00716382,0.0279035,0
64,0,0,0,0,0.0236232,0.0381534,0,0,0.0542966,0.00873229,0.0304704,0,0,0.00325503,0,0.0206618,0.0011217,0.0436384,0.0272606,0.0247967,0.0123048,0.0242966,0.0371403,0.00723245,0.00761762,0.011646,0.0489137,0.0177543,0.0192835,0.0145125,0.0149127,0.0581754,0.0159119,0.0104235,0.00307141,0.0491476,0.0100136,0.0431893,0.00842019,0.00861463,0,0,0.0440459,0,0.0138695,0.0314981,0.0632763,0.0502331,0.019522,0.0147679,0.0291168,0.0263488,0,0.0536896,0.0223794,0.00797979,0.0535414,0.0253463,0.0153845,0.0144185,0.0380931,0.00477683,0,0,0,0,0,0.0207092,0.0219668,0.0301375,0.00698314,0.0299741,0
65,0,0,0,0,0.0236124,0.0382476,0,0,0.0539136,0.00875878,0.0296591,0,0,0.00317612,0,0.0206248,0.00117736,0.0434173,0.0268446,0.0248703,0.011347,0.0243067,0.0372617,0.00703592,0.00715945,0.0105476,0.0490353,0.0176753,0.0192419,0.0140269,0.0146592,0.0574053,0.0158754,0.0103903,0.00307297,0.0506686,0.0100212,0.0439778,0.00807329,0.00851026,0,0,0.0442936,0,0.0138208,0.0316033,0.0630653,0.0511049,0.0197439,0.0149808,0.0292183,0.0265996,0,0.0536466,0.0226415,0.00753761,0.0547264,0.0255496,0.0154079,0.0144023,0.0382623,0.00500468,0,0,0,0,0,0.0206612,0,0.0301936,0.00686301,0.0300538,0
