Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LHEE,RTHI,,IMU_T
145,0,0,0,0,0.0348739,0.0513493,0,0.0171033,0.00863933,0.0186876,0.0214183,0,0,0.0117139,0,0.0200136,0.00568079,0.0508363,0.0209046,0.0113612,0.0278717,0.0532563,0.00927885,0.0106163,0.0102406,0.0493427,0.0143444,0.0159533,0.0105562,0.00954116,0.0105379,0.0152775,0.00984895,0.0043658,0.0528881,0.00990941,0.0310892,0.0151536,0.00999141,0,0,0.0558216,0,0.0155512,0.0381366,0.0636645,0.0416692,0.022119,0.0137718,0.0339603,0.030816,0.0492458,0.00783442,0.00570363,0.013043,0.0263744,0.0114901,0.0235583,0.0458765,0.0345162,0.014769,0.0152013,0.0525689,0.0096085,0,0,0,0,0,0.0175487,0.0036356,0,0
146,0,0,0,0,0.0348232,0.0513094,0,0.0169383,0.00846553,0.0204479,0.0218123,0,0,0.0118853,0,0.0201689,0.00596152,0.0507208,0.0214145,0.0128999,0.0281535,0.0534694,0.0102615,0.0120693,0.0121291,0.0505212,0.0123283,0.0146558,0.0101625,0.00978624,0.0056742,0.0150771,0.00988231,0.0044699,0.054371,0.00979946,0.0320753,0.0151345,0.00992213,0,0,0.0557688,0,0.0155477,0.0381557,0.0640834,0.0417381,0.0223296,0.0125624,0.0341505,0.0311018,0.0495089,0.00695917,0.0052397,0.0115701,0.0263557,0.0114114,0.0228889,0.048058,0.0344073,0.0149246,0.0152993,0.0526228,0.0106879,0,0,0,0,0,0.0192872,0.00422591,0,0
147,0,0,0,0,0.0349658,0.0512419,0,0.0209255,0.00843782,0.0234103,0.0219505,0,0,0.0116851,0,0.0201379,0.00590564,0.050514,0.0221096,0.0143521,0.0283251,0.0539632,0.0111995,0.0136806,0.0142099,0.0517616,0.0102581,0.0147896,0.0099875,0.010174,0.0117767,0.0148701,0.00987323,0.00450633,0.0539503,0.00975081,0.0316049,0.0152227,0.00971863,0,0,0.0551427,0,0.015466,0.0377501,0.0645201,0.0397108,0.0222381,0.00949741,0.0344394,0.031281,0.0506155,0.0054443,0.0052962,0.00901334,0.0264131,0.0127734,0.0222482,0.048931,0.03394,0.0149023,0.0152511,0.0523708,0.0116415,0,0,0,0,0,0.0211824,0.00497147,0,0
148,0,0,0,0,0.0352238,0.0511214,0,0.0273002,0.00851555,0.02695,0.0223554,0,0,0.0114538,0,0.0200283,0.00567675,0.0502409,0.022777,0.0154691,0.0285198,0.054562,0.0119088,0.0155074,0.0159563,0.0531791,0.00860951,0.0167307,0.0103023,0.0107521,0.0212721,0.0146362,0.00986435,0.00441821,0.0538348,0.00976034,0.030964,0.0156044,0.00936962,0,0,0.0544359,0,0.0153942,0.0372559,0.0647196,0.0373178,0.0222468,0.00696806,0.0347225,0.0314445,0.0510326,0.00448362,0.00493584,0.00638529,0.0262179,0.0149045,0.0216929,0.0502257,0.0333168,0.0147345,0.0151524,0.0518853,0.0119834,0,0,0,0,0,0.0236948,0.00576875,0,0
149,0,0,0,0,0.0355471,0.0509206,0,0.0342407,0.00866213,0.0304745,0.0230513,0,0,0.011391,0,0.0199845,0.00527167,0.0499625,0.0232597,0.0163833,0.0287229,0.055164,0.0125602,0.0177728,0.0172592,0.0545849,0.00785655,0.0197373,0.0108061,0.011404,0.0314225,0.0143759,0.0098256,0.00431181,0.0547806,0.00979915,0.0308952,0.0161748,0.00903405,0,0,0.0539874,0,0.0153906,0.0369021,0.0647938,0.0354411,0.0223839,0.00547087,0.0349664,0.031644,0.0507093,0.00481311,0.00449487,0.00454666,0.0258721,0.0171006,0.0212366,0.0523875,0.0326727,0.0145266,0.015077,0.0512629,0.0115098,0,0,0,0,0,0.0265264,0.00666825,0,0
150,0,0,0,0,0.0358226,0.0506511,0,0.0413372,0.00886989,0.0337396,0.0237623,0,0,0.0114328,0,0.0198886,0.0048477,0.0495447,0.0235393,0.0170755,0.0289426,0.0556256,0.0132701,0.0199935,0.0182088,0.0556624,0.0079504,0.0226655,0.0113555,0.0118993,0.0412154,0.0141591,0.0097417,0.00426995,0.0557342,0.00984024,0.031408,0.016713,0.00896771,0,0,0.0536067,0,0.0154051,0.0366676,0.0649506,0.0339166,0.022479,0.00420028,0.0350599,0.0319575,0.0505658,0.00491593,0.00452641,0.00407444,0.0258552,0.0184658,0.0211629,0.0543415,0.0321474,0.0143585,0.0150992,0.0506657,0.0103549,0,0,0,0,0,0.0295298,0.00707988,0,0
151,0,0,0,0,0.0358626,0.0503537,0,0.0480105,0.0091128,0.0365556,0.0243462,0,0,0.0114415,0,0.0197588,0.00466064,0.0489679,0.0235492,0.0177049,0.0290054,0.0557106,0.0137895,0.0220336,0.0189108,0.05662,0.00872,0.0254638,0.0119037,0.012305,0.0510855,0.014064,0.00961652,0.00427141,0.0560012,0.00983667,0.0322481,0.016889,0.00921682,0,0,0.0532738,0,0.0153844,0.0365549,0.0651359,0.0327587,0.0224858,0.00332889,0.0351756,0.0322357,0.0509327,0.00451766,0.00489168,0.0043884,0.0264176,0.0189614,0.0215296,0.0554076,0.0318771,0.0143362,0.0152121,0.0502014,0.00887512,0,0,0,0,0,0.0324921,0.00699377,0,0
152,0,0,0,0,0.0356458,0.0500581,0,0.0538492,0.00940086,0.0386316,0.0245584,0,0,0.0114749,0,0.0196336,0.0048929,0.0484367,0.0233517,0.0185017,0.0289167,0.0552398,0.0140079,0.0239574,0.019301,0.0574677,0.010086,0.0282211,0.0125416,0.0126472,0.0613105,0.0141355,0.00947541,0.00420044,0.0558632,0.00980119,0.0334388,0.0165711,0.00965701,0,0,0.053038,0,0.0153606,0.0365664,0.0651214,0.0322867,0.0224875,0.00257539,0.0351962,0.0323919,0.0517603,0.00371132,0.00570804,0.00521271,0.0273443,0,0.0225796,0.0556466,0.0318847,0.0144101,0.0153668,0.049941,0.00744794,0,0,0,0,0,0.035862,0.00627464,0,0
153,0,0,0,0,0.0354842,0.0498332,0,0.0592057,0.00963106,0.0396804,0.0244065,0,0,0.0114337,0,0.0196023,0.00538676,0.0480824,0.0230049,0.0196605,0.028727,0.0542661,0.0140807,0.025811,0.0194081,0.0581211,0.0118702,0.0309136,0.0133793,0.0129142,0.0725117,0.0143619,0.00943147,0.00413651,0.0546422,0.00977694,0.0341525,0.0159696,0.010166,0,0,0.0528147,0,0.0153753,0.0367664,0.064946,0.0322147,0.0224008,0.00280044,0.0348951,0.0323796,0.0525542,0.00327597,0.00680876,0.00643598,0.0282232,0.0168226,0.0236422,0.0546236,0.0320869,0.0145824,0.0155332,0.0498195,0.0065672,0,0,0,0,0,0.0393675,0.0055338,0,0
154,0,0,0,0,0.0354799,0.0497504,0,0.0641718,0.00973446,0.0398004,0.0240183,0,0,0.0115765,0,0.0196714,0.00594028,0.0478269,0.0226868,0.0211194,0.0285678,0.053098,0.0142037,0.0277622,0.0192104,0.058556,0.0135739,0.0332805,0.0142859,0.0131569,0.0839805,0.0144812,0.00947286,0.0040522,0.0534337,0.00970511,0.0352145,0.0151648,0.0105708,0,0,0.0527681,0,0.0154314,0.0370107,0.0644956,0.0330083,0.0224127,0.00364803,0.0344911,0.0322201,0.0529919,0.00371812,0.00780333,0.00803465,0.0289177,0.0149177,0.0248622,0.0531951,0.0324487,0.0148768,0.015683,0.049824,0.00653007,0,0,0,0,0,0.0430191,0.00537402,0,0
155,0,0,0,0,0.0356559,0.0497703,0,0.0689885,0.00972881,0.0392039,0.023449,0,0,0.0119063,0,0.019873,0.00652611,0.0474317,0.022465,0.0226315,0.0284388,0.0521014,0.0144676,0.0297844,0.0188006,0.0589251,0.0150334,0.0351714,0.0151014,0.0134292,0.093875,0.0147321,0.00958616,0.00395,0.0519552,0.00965317,0.0358878,0.0144157,0.010818,0,0,0.0528609,0,0.0155135,0.0371575,0.0640757,0.033527,0.0223812,0.00399906,0.0341167,0.0319392,0.0534092,0.00414733,0.00886376,0.00940016,0.0293963,0.0151465,0.0258273,0.0516153,0.0328512,0.0151118,0.0158084,0.0498829,0.00758528,0,0,0,0,0,0.0470382,0.00564432,0,0
156,0,0,0,0,0.0358887,0.0498628,0,0.0737764,0.00955469,0.0382612,0.0228381,0,0,0.0124729,0,0.0201571,0.00714674,0.0470507,0.0223072,0.024257,0.0284413,0.0515623,0.0149748,0.031884,0.0185978,0.0592206,0.0164751,0.0368327,0.0157199,0.0138544,0.102393,0.0150399,0.00976181,0.00390795,0.0507109,0.00959972,0.036266,0.0139498,0.0108914,0,0,0.0531312,0,0.015567,0.0372298,0.0638311,0.0337132,0.0223165,0.00397035,0.0339072,0.0317804,0.0537051,0.00433005,0.00965178,0.0101323,0.0295599,0.0157198,0.0262319,0.0505166,0.0331534,0.015177,0.0159247,0.0500027,0.00941059,0,0,0,0,0,0.0512804,0.00603403,0,0
157,0,0,0,0,0.0359455,0.0499012,0,0.0787368,0.00930365,0.037679,0.0223244,0,0,0.0129546,0,0.0204837,0.00751253,0.0468838,0.0221836,0.0257886,0.0286116,0.0513883,0.0155956,0.033809,0.0187233,0.0595575,0.0178159,0.0380732,0.0159049,0.0145817,0.110429,0.0153792,0.00997516,0.00392165,0.0501117,0.00959006,0.0365885,0.0138425,0.0108605,0,0,0.0534539,0,0.0155897,0.0371896,0.0638404,0.03368,0.0222635,0.00374376,0.0337964,0.0316393,0.053872,0.00435624,0.0100023,0.0101101,0.0294293,0.0159984,0.0259042,0.0501042,0.0333124,0.0151189,0.0160081,0.0500409,0.011426,0,0,0,0,0,0.0555041,0.00624722,0,0
158,0,0,0,0,0.0357905,0.0498661,0,0.0836396,0.00904616,0.0379004,0.0220574,0,0,0.0133207,0,0.0207604,0.00764085,0.0467785,0.022037,0.0270856,0.0289059,0.0514748,0.016264,0.035444,0.0192426,0.0598478,0.0188919,0.0391047,0.015746,0.0155383,0.118116,0.015748,0.0101866,0.0038845,0.0502403,0.0096187,0.0372718,0.0140561,0.0108219,0,0,0.0535612,0,0.0155767,0.036967,0.0640048,0.0337527,0.0222456,0.00360385,0.0336567,0.0315497,0.0538524,0.004387,0.00997211,0.00985475,0.029092,0.016234,0.0254752,0.0503497,0.0332823,0.0150109,0.0160052,0.0499748,0.0130812,0,0,0,0,0,0.0593375,0.00622734,0,0
159,0,0,0,0,0.0355887,0.0497658,0,0.0885595,0.00885441,0.0384997,0.0220148,0,0,0.0135265,0,0.0209128,0.00754038,0.0466296,0.0218532,0.0281313,0.0291111,0.0515535,0.0170067,0.036619,0.019837,0.0600773,0.0199314,0.0401952,0.0157337,0.0165935,0.125315,0.0159964,0.0103024,0.00379903,0.0508129,0.00965894,0.0381083,0.0143596,0.0107731,0,0,0.0534168,0,0.0155234,0.0366373,0.0642885,0.0339961,0.022247,0.00372683,0.0335212,0.0315241,0.0537501,0.00452517,0.00958843,0.0101696,0.0285684,0.0165035,0.0255158,0.0509539,0.0331255,0.0149012,0.0159634,0.0498299,0.0138138,0,0,0,0,0,0.0622868,0.00605804,0,0
160,0,0,0,0,0.0355594,0.0496579,0,0.0932544,0.00874298,0.0391297,0.0220617,0,0,0.0136612,0,0.0209362,0.00733689,0.0464309,0.0216743,0.0288111,0.029204,0.0515423,0.0176893,0.0371843,0.0202481,0.0601682,0.020656,0.0412933,0.0157327,0.0175907,0.131549,0.01607,0.0103087,0.00373506,0.0512,0.00967616,0.0386047,0.0145294,0.0106816,0,0,0.0531133,0,0.0154392,0.036346,0.064597,0.0339691,0.0222331,0.00406071,0.0333485,0.0315158,0.0536955,0.00472143,0.00885407,0.0108104,0.0280608,0.016682,0.0263554,0.0514756,0.0328494,0.014751,0.0159077,0.0496558,0.0133814,0,0,0,0,0,0.0644424,0.00577984,0,0
161,0,0,0,0,0.0356868,0.0495354,0,0.0973213,0.00871224,0.0397017,0.0221242,0,0,0.0136439,0,0.0208359,0.00711687,0.0462612,0.0214899,0.02899,0.0292287,0.051403,0.0181094,0.037639,0.0205182,0.0601344,0.0209807,0.0421589,0.0156291,0.0184647,0.136522,0.0158666,0.0102097,0.00366517,0.0512121,0.00970913,0.0387681,0.0145324,0.0106595,0,0,0.0527565,0,0.0153723,0.0361361,0.0649042,0.0336337,0.0221483,0.0043332,0.0330516,0.0314847,0.0537837,0.00487753,0.00788581,0.00837674,0.0276665,0.0168712,0.0275194,0.051682,0.0324907,0.014565,0.0158218,0.0494261,0.0121308,0,0,0,0,0,0.065938,0.00545112,0,0
162,0,0,0,0,0.0358161,0.0494401,0,0.100759,0.00874799,0.040275,0.0221501,0,0,0.0135465,0,0.0207162,0.00702081,0.0461615,0.0212949,0.0287882,0.0292299,0.0511148,0.0183534,0.0379145,0.0207036,0.0600675,0.0212357,0.0428445,0.0154884,0.0191768,0.140231,0.0154533,0.0100712,0.00364744,0.0509694,0.00975592,0.0389903,0.0143231,0.0106875,0,0,0.0524177,0,0.0153217,0.0358886,0.0651992,0.0336217,0.0220262,0.00482916,0.0326772,0.0314074,0.0540577,0.0052304,0.00672109,0.00741038,0.0272968,0.0170228,0.0277074,0.05141,0.0321558,0.0144556,0.0157325,0.0492515,0.0105767,0,0,0,0,0,0.0667181,0.00535874,0,0
163,0,0,0,0,0.0358725,0.0493926,0,0.103355,0.00878671,0.0407162,0.0220204,0,0,0.0135348,0,0.0206334,0.00710158,0.0461712,0.0210999,0.0284277,0.0291215,0.0507385,0.0184825,0.0375337,0.0208308,0.0599475,0.0214,0.0432679,0.0153565,0.0197157,0.142713,0.014837,0.00999326,0.00376148,0.0505079,0.00979477,0.0393489,0.0139852,0.0107753,0,0,0.0521507,0,0.0152967,0.035653,0.0655139,0.0339911,0.0219552,0.00566249,0.0324139,0.031314,0.0543238,0.00593162,0.0055253,0,0.026969,0.0171288,0.0274441,0.0507603,0.0318539,0.014379,0.0156777,0.0491595,0.00911143,0,0,0,0,0,0.0668059,0.00574793,0,0
164,0,0,0,0,0.0359146,0.0493299,0,0.105076,0.00881067,0.0409706,0.0216822,0,0,0.0134303,0,0.0205969,0.0072513,0.0462382,0.0209711,0.0278879,0.0289544,0.0503378,0.0184771,0.0368456,0.0209461,0.0597495,0.0214381,0.0434172,0.0152342,0.0200743,0.144112,0.0141709,0.00992218,0.00394379,0.0495433,0.00979342,0.0393106,0.0135623,0.0108751,0,0,0.0519264,0,0.0152652,0.0354605,0.0657055,0.0338583,0.0218922,0.00590694,0.0320413,0.0312294,0.0545864,0.00640149,0.00450047,0,0.0264218,0.017308,0.0271392,0.0497189,0.0315695,0.0143295,0.0156477,0.049032,0.00803292,0,0,0,0,0,0.0666495,0.00606679,0,0
165,0,0,0,0,0.035959,0.0492656,0,0.106136,0.0088243,0.040993,0.0213621,0,0,0.0134072,0,0.0206143,0.00741383,0.0463244,0.0208914,0.027076,0.0288702,0.0499133,0.0184374,0.0359241,0.0209302,0.0595236,0.0212914,0.0432738,0.014923,0.0202883,0.144634,0.0135479,0.00988818,0.00411123,0.0481429,0.00979227,0.0389346,0.0131911,0.0109173,0,0,0.0517052,0,0.0152638,0.035322,0.0657154,0.0336349,0.0218192,0.006201,0.0316271,0.0311133,0.0548772,0.00676348,0.00402491,0.0121113,0.025733,0.0174751,0.0268141,0.0481934,0.0313121,0.0143386,0.0156175,0.0488768,0.00782418,0,0,0,0,0,0.0661698,0.00630128,0,0
166,0,0,0,0,0.03603,0.0492388,0,0.106293,0.00882466,0.0408068,0.0211368,0,0,0.0133965,0,0.0206218,0.00749455,0.046379,0.0208477,0.0259877,0.02888,0.049554,0.0182182,0.0347899,0.0208193,0.0593062,0.0207066,0.0425831,0.0145385,0.020391,0.144195,0.0130716,0.00991262,0.00420776,0.0470579,0.00980047,0.0390764,0.0129861,0.0108928,0,0,0.0514938,0,0.015247,0.0351591,0.0656806,0.0342978,0.0218078,0.00679653,0.031245,0.030963,0.0550466,0.0071862,0.00383534,0.0117183,0.0252035,0,0.0266925,0.0466622,0.0312009,0.0143472,0.0156525,0.048765,0.00817482,0,0,0,0,0,0.0657127,0.0065486,0,0
167,0,0,0,0,0.0361074,0.0491899,0,0.105647,0.00884672,0.0405174,0.0210248,0,0,0.0133756,0,0.0206451,0.00763537,0.046437,0.0207734,0.0246201,0.0289694,0.049262,0.0177466,0.0333244,0.0205122,0.0589963,0.0199869,0.0416119,0.0141886,0.0204009,0.142988,0.012856,0.00994603,0.00424741,0.0455833,0.00983161,0.0388112,0.0129722,0.011004,0,0,0.0512227,0,0.015227,0.0349271,0.0656923,0.0347255,0.0217632,0.00735147,0.0308931,0.0307643,0.0551185,0.00741824,0.00359592,0.010943,0.0247114,0,0.0264139,0.0448085,0.0310859,0.0143178,0.0157313,0.0486215,0.00874744,0,0,0,0,0,0.0647312,0.00707496,0,0
168,0,0,0,0,0.0362539,0.0491401,0,0.104204,0.00889129,0.0400042,0.0210922,0,0,0.0133795,0,0.0206896,0.00765704,0.0464951,0.0206547,0.0229877,0.0291575,0.0490767,0.0170647,0.0316747,0.0200666,0.0586803,0.0189895,0.0401133,0.0137641,0.0202932,0.140708,0.012824,0.00998293,0.00427257,0.0443247,0.00988249,0.0387398,0.0129964,0.0111907,0,0,0.0508626,0,0.0151977,0.0346845,0.0657986,0.0354381,0.0217642,0.00780699,0.0306159,0.0304997,0.0550686,0.00747245,0.00322645,0.0106697,0.0242809,0,0.0261442,0.0432824,0.0309282,0.0142631,0.015871,0.0484611,0.00932076,0,0,0,0,0,0.0633773,0.00773951,0,0
169,0,0,0,0,0.0363774,0.0490909,0,0.102169,0.00888919,0.0392881,0.0213839,0,0,0.0134042,0,0.0207511,0.00756849,0.0465641,0.0205487,0.0211716,0.0293983,0.0489819,0.0160833,0.0300872,0.0196521,0.0584651,0.0175283,0.0381659,0.0131982,0.0200821,0.137376,0.0128608,0.0100165,0.00424162,0.0438428,0.00995148,0.0393162,0.0129747,0.0113881,0,0,0.0504955,0,0.0151761,0.0344252,0.0658792,0.0370009,0.0217723,0.00835256,0.0304417,0.0301401,0.0549099,0,0.0029181,0.0109862,0.0240649,0,0.0263171,0.0425974,0.0308871,0.0141911,0.0158106,0.0483723,0.00981046,0,0,0,0,0,0.061665,0.00721269,0,0
170,0,0,0,0,0.0365449,0.0491048,0,0.0997181,0.00887969,0.0384193,0.0218524,0,0,0.013344,0,0.020794,0.00746204,0.0466632,0.0205104,0.0194364,0.0296253,0.049046,0.0147018,0.0278639,0.0192558,0.0583368,0.015714,0.0360171,0.0125723,0.0198236,0.133248,0.0129689,0.0100386,0.00416833,0.043896,0.0100328,0.0403129,0.0129159,0.0116031,0,0,0.0500937,0,0.0151352,0.0340982,0.0659065,0.0389967,0.0217508,0.00846889,0.0302713,0.0297064,0.0546444,0,0.00312113,0.0117317,0.0240468,0,0.0270977,0.0424552,0.0308362,0.0140869,0.0155841,0.0483364,0.0102872,0,0,0,0,0,0.0595964,0.00643249,0,0
171,0,0,0,0,0.0372237,0.0481314,0,0.0971912,0.0093837,0.0377891,0.0234333,0,0,0.0112438,0,0.0203812,0.00638772,0.047269,0.0196543,0.0176591,0.0302283,0.0485648,0.0123875,0.0248415,0.0184466,0.0573435,0.0142139,0.0338756,0.0118456,0.0197477,0.129181,0.0132983,0.00977145,0.00345503,0.0455061,0.0104342,0.0487396,0.0175532,0.0130054,0,0,0.0477704,0,0.014803,0.0324754,0.0680001,0.0475054,0.0208881,0.00287063,0.0286014,0.0289567,0.0530587,0,0.00944091,0.0141904,0,0,0.0318901,0.0410399,0.0296327,0.0135266,0.0149066,0.0468716,0.0115583,0,0,0,0,0,0.0583061,0.00723903,0,0
172,0,0,0,0,0.0374427,0.0483127,0,0.0928336,0.00937221,0.0365882,0.0236096,0,0,0.0112215,0,0.0203608,0.00641359,0.047433,0.019604,0.0156909,0.0303261,0.0489121,0.010558,0.0210124,0.0183933,0.0573899,0.0117331,0.0302739,0.0107788,0.0193046,0.122229,0.0135164,0.00975098,0.00342179,0.0443974,0.0105724,0.0480098,0.0172704,0.0133769,0,0,0.0472623,0,0.0147175,0.0321423,0.0679015,0.0474076,0.0211029,0.00295943,0.0283263,0.0285315,0.0531972,0,0.0095084,0.0133393,0,0,0.0311384,0.0405836,0.0294228,0.0134194,0.0146744,0.0469773,0.0119698,0,0,0,0,0,0.0551296,0.00723458,0,0
173,0,0,0,0,0.0375479,0.0483487,0,0.0861931,0.0093815,0.0354028,0.0239184,0,0,0.0110949,0,0.0202676,0.00633438,0.0473519,0.0197682,0.0150562,0.0302517,0.0492895,0.00935889,0.0161066,0.0199916,0.0579794,0.00817521,0.0243357,0.00924615,0.018855,0.111627,0.0137677,0.00968907,0.0033566,0.0434372,0.0107969,0.0471929,0.0165205,0.0136742,0,0,0.0463833,0,0.0145923,0.0316286,0.0677689,0.0474394,0.0214087,0.00315632,0.0275668,0.0277263,0.0532138,0,0.00942791,0.0127776,0,0,0.0302391,0.0403141,0.0291278,0.0132194,0.0144038,0.0469621,0.0123122,0,0,0,0,0,0.0505887,0.00707639,0,0
174,0,0,0,0,0.0378206,0.048228,0,0.0766029,0.00943057,0.0343197,0.024365,0,0,0.0108083,0,0.0201622,0.00614441,0.0472617,0.0201849,0.0220261,0.0300287,0.049649,0.0130569,0.0167193,0.0250242,0.0593175,0.00634583,0.0162448,0.00745755,0.0183849,0.096389,0.0139692,0.00962103,0.00316628,0.0425321,0.011055,0.0463482,0.0154826,0.0138952,0,0,0.0452503,0,0.0144386,0.0309618,0.0675551,0.0474772,0.021695,0.00277941,0.0264704,0.0265648,0.0530596,0,0.0092402,0.0123909,0,0,0.029084,0.0402771,0.0287281,0.0129571,0.0140468,0.0468298,0.0125665,0,0,0,0,0,0.0453689,0.00684105,0,0
175,0,0,0,0,0.0378939,0.0484446,0,0.0712968,0.00934269,0.0321483,0.0242229,0,0,0.0108458,0,0.0201907,0.00626236,0.0478027,0.0199934,0.0217333,0.0300133,0.0500025,0.0127559,0.0164359,0.0238519,0.0582865,0.00559255,0.014811,0.00704549,0.0175838,0.0897657,0.0139536,0.00966674,0.00313336,0.0420448,0.0110715,0.0459881,0.0150363,0.0138298,0,0,0.045178,0,0.014412,0.0309459,0.0670621,0.0471021,0.0217474,0.00113536,0.0263875,0.0260687,0.0527328,0,0.00936024,0.012239,0,0,0.028669,0.04032,0.0288163,0.0129639,0.0139646,0.0471276,0.0123829,0,0,0,0,0,0.0428974,0.00666326,0,0
176,0,0,0,0,0.0377584,0.0487592,0,0.0669984,0.00920118,0.0294075,0.0233704,0,0,0.0110502,0,0.0202536,0.00635882,0.0485287,0.0195781,0.0190869,0.0301428,0.0503113,0.0111838,0.0149708,0.0211049,0.0567697,0.00444844,0.0150424,0.00711791,0.0165737,0.0854942,0.0139366,0.00975357,0.00317032,0.0416121,0.0109986,0.0458709,0.0148085,0.0136069,0,0,0.0455363,0,0.0144239,0.0311627,0.0664553,0.0467781,0.021864,0.000436075,0.0265833,0.0258994,0.0523912,0,0.00955127,0.0121001,0,0,0.0285582,0.0402202,0.029087,0.0129912,0.0139829,0.0475144,0.0119994,0,0,0,0,0,0.0406742,0.00667742,0,0
177,0,0,0,0,0.0378942,0.0491336,0,0.0622185,0.00904962,0.0263806,0.0224644,0,0,0.0113182,0,0.0203487,0.0063881,0.0490421,0.0191926,0.0176852,0.0303619,0.0506298,0.0106542,0.0151282,0.0195087,0.0556411,0.00465674,0.0156603,0.0076356,0.0152955,0.0809741,0.0138264,0.00984286,0.00320231,0.0410991,0.0108943,0.0455618,0.0146697,0.0133488,0,0,0.0461934,0,0.0144852,0.0315621,0.0658351,0.0466454,0.0219683,0.00098369,0.0268329,0.0259601,0.0521176,0,0.00968154,0.0120501,0,0,0.0286031,0.0402157,0.0295129,0.0130856,0.0141087,0.0479296,0.0116218,0,0,0,0,0,0.0383407,0.00677004,0,0
178,0,0,0,0,0.0379267,0.0494411,0,0.0549616,0.00898202,0.0232172,0.0218625,0,0,0.0114051,0,0.0204688,0.00638425,0.049274,0.0188898,0.0187312,0.0305382,0.0509593,0.0116426,0.0163824,0.019895,0.0552603,0.00625777,0.0150444,0.00806225,0.0138727,0.0729235,0.0138778,0.00991436,0.00318435,0.0397491,0.0108792,0.0442692,0.0144747,0.0131908,0,0,0.0468927,0,0.0145719,0.0319649,0.0654743,0.0456078,0.0219546,0.00114833,0.0268205,0.0260217,0.0520413,0,0.00957385,0.010439,0,0.0259547,0.028131,0.0394416,0.0299505,0.0132876,0.0142016,0.0482502,0.0114881,0,0,0,0,0,0.0349951,0.00676995,0,0
179,0,0,0,0,0.0377805,0.0496747,0,0.0465116,0.0089146,0.0205945,0.0216987,0,0,0.0115372,0,0.020579,0.00633814,0.0496022,0.0188699,0.0197622,0.0306116,0.051256,0.012677,0.0171088,0.0202224,0.0550336,0.00812951,0.0140942,0.00822408,0.0125771,0.0629567,0.0139462,0.00998366,0.00316249,0.0402645,0.0108932,0.0443856,0.0140511,0.0130079,0,0,0.0474894,0,0.0146529,0.0323778,0.0652063,0.0466574,0.0219262,0.00205904,0.0267,0.0260338,0.0519373,0.00259798,0.0101942,0.010008,0,0,0.0294347,0.0407668,0.0301985,0.0134105,0.0142339,0.0485336,0.0114679,0,0,0,0,0,0.031475,0.00659208,0,0
180,0,0,0,0,0.037665,0.0497054,0,0.0387335,0.00890906,0.0194273,0.0216215,0,0,0.011467,0,0.020581,0.00622399,0.0504332,0.0190634,0.0192206,0.0305343,0.0515285,0.0125988,0.0164906,0.0190549,0.0542828,0.00964183,0.0133309,0.00811795,0.0117264,0.0535214,0.0141866,0.0100182,0.00307536,0.039458,0.0109782,0.0432023,0.0139805,0.0130807,0,0,0.047573,0,0.0146694,0.0324657,0.0651255,0.0462742,0.0217716,0.00274588,0.0264129,0.0258939,0.0517926,0,0.010455,0.00967056,0,0.0224417,0.0287187,0.040743,0.0300684,0.0133857,0.0141892,0.0485742,0.0118037,0,0,0,0,0,0.0289316,0.00675094,0,0
181,0,0,0,0,0.0373855,0.0497441,0,0.0322455,0.00891533,0.0198929,0.0215818,0,0,0.0114763,0,0.0206373,0.00620281,0.051638,0.0192351,0.0170982,0.0303966,0.051761,0.0115319,0.0146946,0.0164411,0.0530986,0.0104837,0.0128969,0.00801902,0.0115265,0.0452325,0.0144919,0.0100523,0.00300468,0.0391438,0.0110366,0.0429531,0.0139288,0.0132715,0,0,0.0475592,0,0.0146481,0.0324066,0.0649563,0.0464222,0.0216597,0.00491712,0.0262058,0.0256771,0.0515479,0,0.010814,0.0101734,0,0.022743,0.0284381,0.0412696,0.0298947,0.0133205,0.0142166,0.0486442,0.0121484,0,0,0,0,0,0.0278871,0.00692083,0,0
182,0,0,0,0,0.0373398,0.0497513,0,0.0280871,0.00896641,0.0219667,0.021533,0,0,0.0114534,0,0.0207464,0.00624617,0.0526478,0.0195675,0.0136891,0.0302342,0.051831,0.00988059,0.012142,0.0125401,0.0516474,0.0107263,0.0126895,0.00826486,0.0121756,0.0386504,0.0148214,0.0100726,0.00293877,0.0387522,0.0110605,0.0427888,0.0140647,0.0136086,0,0,0.047261,0,0.0145814,0.0322242,0.0647748,0.0463356,0.0215681,0.00612065,0.0261373,0.0254068,0.0512458,0,0.0109346,0.0104568,0,0.0249205,0.0283776,0.0417911,0.0296549,0.0132801,0.0142675,0.0486988,0.0124285,0,0,0,0,0,0.0286499,0.00717288,0,0
