Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,
36,0,0,0,0,0.0208516,0.0298361,0,0.0672845,0.0155981,0.0335663,0.00813086,0,0,0.00592398,0,0.015972,0.00493391,0.0428107,0.0248933,0.0290877,0.00604422,0.0125712,0.0211858,0.00844988,0.00458148,0.0109545,0.0403928,0.0159956,0.0209844,0.014399,0.00858135,0.0744992,0.00822847,0.00485814,0.00550778,0.0611989,0.0131327,0.0557462,0.0083278,0.0145205,0,0,0.0416474,0,0.0126182,0.0281846,0.0574912,0.0704196,0.0273107,0.014988,0.0180637,0.0322883,0.0191723,0.0549548,0.0194696,0.0212982,0.0245424,0.0302787,0.0378298,0.0134705,0.0687093,0.0222631,0.0120687,0.00927943,0.0290218,0.0116884,0,0,0,0,0,0,0,0
37,0,0,0,0,0.020576,0.0297181,0,0.0668378,0.0156836,0.0328415,0.00820922,0,0,0.00662172,0,0.0158798,0.00508642,0.0425644,0.0244489,0.0289959,0.00501929,0.0126176,0.0215662,0.00818348,0.0041471,0.0103836,0.0402391,0.0161144,0.0210415,0.0142205,0.00846676,0.0744551,0.0091153,0.00477162,0.00549331,0.0592815,0.0131976,0.054351,0.00823802,0.0144778,0,0,0.0418558,0,0.0126024,0.02826,0.0573775,0.0699377,0.0273658,0.0144999,0.0182314,0.0325328,0.0188065,0.0546679,0.0183822,0.0205719,0.0243276,0.0299345,0.0374037,0.0130104,0.0677898,0.0224048,0.0121369,0.00927225,0.0292294,0.0116504,0,0,0,0,0,0,0,0
38,0,0,0,0,0.0206088,0.0301782,0,0.0658157,0.0157017,0.0316592,0.00823597,0,0,0.00705547,0,0.0157692,0.00509742,0.042259,0.0240631,0.0290539,0.00389354,0.012658,0.0224755,0.00796831,0.00404203,0.00930444,0.0403217,0.0162149,0.0209159,0.0138036,0.00836827,0.0737912,0.0096697,0.00476297,0.00544271,0.0531587,0.0132547,0.049458,0.00798975,0.0144337,0,0,0.0420636,0,0.012553,0.0283456,0.0575507,0.0656637,0.0274148,0.0135836,0.0185298,0.0326541,0.017521,0.0541939,0.0166728,0.0187686,0.0228397,0.0280239,0.035335,0.011069,0.0630815,0.0225592,0.0122153,0.00924603,0.0296686,0.0117525,0,0,0,0,0,0,0,0
39,0,0,0,0,0.0206528,0.0304199,0,0.0645737,0.0157205,0.0305784,0.00822483,0,0,0.0076792,0,0.0157241,0.00519399,0.0419139,0.0240028,0.0291135,0.00255993,0.0125238,0.023279,0.00773446,0.00408546,0.0080066,0.040544,0.0163312,0.0208355,0.0134574,0.00854335,0.072756,0.0101012,0.00474738,0.00547537,0.0441356,0.013304,0.0420249,0.00759942,0.0143869,0,0,0.0421849,0,0.0125091,0.0283525,0.0579326,0.0582962,0.0273359,0.0127301,0.0188444,0.0325788,0.0155733,0.0535074,0.0148119,0.0163636,0.0206487,0.0250507,0.0324064,0.00835888,0.0552488,0.022648,0.0122141,0.0091623,0.0298275,0.0118487,0,0,0,0,0,0,0,0
40,0,0,0,0,0.020761,0.0305215,0,0.0626753,0.0157389,0.0294356,0.00821624,0,0,0.00818892,0,0.0157507,0.0052778,0.041639,0.0238337,0.029236,0.00112945,0.0122698,0.0240813,0.00745654,0.0043193,0.0068854,0.0410474,0.0163972,0.0205772,0.0131042,0.00872057,0.0711682,0.0108002,0.00476625,0.00560269,0.0339387,0.013387,0.0329056,0.00721108,0.0143878,0,0,0.0421777,0,0.0124832,0.0283117,0.0584716,0.0483806,0.0272319,0.0124697,0.0191611,0.0324592,0.013393,0.052791,0.0130504,0.0138667,0.0178586,0.0214155,0.0290209,0.00552556,0.0453695,0.0227664,0.0122161,0.00910521,0.0298443,0.0118742,0,0,0,0,0,0,0,0
41,0,0,0,0,0.0207916,0.0304418,0,0.0603037,0.0157949,0.0281614,0.00820581,0,0,0.00852472,0,0.0158595,0.00541006,0.0413988,0.0236881,0.0295584,0.000744314,0.0118357,0.0246584,0.00717775,0.00478188,0.00568358,0.0418463,0.0165223,0.0202314,0.0126747,0.00884945,0.0691116,0.0112164,0.00481045,0.00569829,0.0249186,0.0135023,0.0235625,0.00688111,0.0144036,0,0,0.0420865,0,0.0125125,0.0282853,0.0590811,0.0374507,0.0271736,0.012753,0.0193866,0.0322676,0.011419,0.0523891,0.0112815,0.0114799,0.014386,0.0180315,0.0257555,0.00554237,0.0352559,0.0228762,0.012236,0.00908396,0.0297119,0.0117355,0,0,0,0,0,0,0,0
42,0,0,0,0,0.0207167,0.0303676,0,0.0574961,0.0158877,0.0269576,0.00819,0,0,0.00853506,0,0.0160297,0.00552151,0.0410754,0.0236424,0.0300111,0.00243714,0.0113863,0.024769,0.00701899,0.00546674,0.00466014,0.0427682,0.0165482,0.0196859,0.0121314,0.00899932,0.0663348,0.0110581,0.00488902,0.00571303,0.0205911,0.0135136,0.016841,0.00674396,0.0143782,0,0,0.0420951,0,0.0125069,0.0283201,0.0594619,0.028088,0.0273198,0.0134796,0.0196154,0.0320567,0.00965359,0.0520954,0.0100719,0.00918681,0.0115129,0.0168018,0.0237313,0.00863954,0.029204,0.0230101,0.012417,0.00911944,0.0295351,0.0115432,0,0,0,0,0,0,0,0
43,0,0,0,0,0.0205914,0.0302917,0,0.0538833,0.0160174,0.0257589,0.00827062,0,0,0.00821714,0,0.0161764,0.0054645,0.0406604,0.0238668,0.03029,0.00420659,0.0109476,0.024513,0.0070732,0.00626313,0.00471577,0.0437832,0.0163919,0.0189181,0.0116334,0.0091499,0.0626121,0.0106957,0.00490112,0.00569601,0.0194354,0.0133641,0.0125112,0.00688751,0.0143317,0,0,0.0423048,0,0.0124373,0.0284899,0.059566,0.0208565,0.0277152,0.0135559,0.0198157,0.0320114,0.00815028,0.0521673,0.00956914,0.00756651,0.00973861,0.0175538,0.0217992,0.0110371,0.0272903,0.0232587,0.012676,0.00915916,0.0294263,0.0115272,0,0,0,0,0,0,0,0
44,0,0,0,0,0.0203891,0.0301729,0,0.048408,0.0162043,0.0248613,0.00853153,0,0,0.00753905,0,0.0162385,0.0052176,0.0402905,0.0242395,0.0304058,0.00604142,0.0105871,0.0239664,0.0073623,0.0072041,0.00560336,0.0448908,0.0159968,0.018071,0.0113615,0.00919634,0.0577109,0.0101745,0.00478871,0.005709,0.0199783,0.0134279,0.00813224,0.00748159,0.0142546,0,0,0.042665,0,0.0125008,0.0286811,0.0595556,0.0159507,0.0283567,0.0131781,0.0198534,0.0321731,0.00689817,0.052271,0.00918176,0.00695048,0.00942513,0.0189842,0.0190718,0.0117408,0.0254974,0.0237237,0.012869,0.00929998,0.0294346,0.0118648,0,0,0,0,0,0,0,0
45,0,0,0,0,0.0205329,0.0304078,0,0.0416081,0.0164179,0.0248497,0.00917148,0,0,0.00712231,0,0.0162689,0.00478192,0.0402637,0.0254438,0.0304718,0.00776633,0.0105634,0.0232259,0.00786462,0.00820779,0.00699797,0.0459357,0.0151496,0.0171882,0.0114106,0.0092615,0.0516642,0.00919165,0.00459466,0.00578257,0.0263973,0.0134208,0.00893007,0.00845481,0.0145498,0,0,0.0429194,0,0.0124677,0.0287916,0.0596678,0.0189475,0.0291895,0.0132484,0.0200991,0.0330583,0.00633924,0.051947,0.0096753,0.00753261,0.00995353,0.0199985,0.0168422,0.012182,0.0256172,0.0240964,0.013033,0.00943594,0.0301083,0.0126371,0,0,0,0,0,0,0,0
46,0,0,0,0,0.0204736,0.0304149,0,0.0342166,0.0169243,0.0254798,0.00955166,0,0,0.0069341,0,0.0163472,0.00456789,0.0402855,0.0260266,0.0306921,0.00927779,0.0106619,0.0228259,0.00851732,0.00927348,0.00897778,0.0473086,0.0139515,0.0161199,0.0115108,0.00928281,0.0442028,0.00815314,0.00430725,0.00586693,0.0334109,0.0134037,0.0147317,0.0094138,0.0145719,0,0,0.0432524,0,0.0124267,0.0289475,0.0601381,0.0234624,0.0299034,0.0131125,0.0201361,0.0335135,0.00689413,0.0514488,0.0106586,0.00928301,0.0105974,0.0208382,0.0162533,0.0126821,0.030025,0.0245474,0.0130657,0.00958348,0.0305086,0.0135148,0,0,0,0,0,0,0,0
47,0,0,0,0,0.0203811,0.030415,0,0.0265006,0.0176391,0.0271576,0.00952127,0,0,0.00692357,0,0.0164613,0.00448074,0.0403265,0.0267374,0.0310158,0.0108082,0.0107596,0.02277,0.00929761,0.0104745,0.011243,0.0488864,0.0125298,0.0151264,0.0117511,0.0094091,0.0355209,0.00737737,0.00392053,0.00611214,0.0367268,0.0135168,0.0154383,0.00986907,0.014529,0,0,0.0429504,0,0.0124186,0.0286854,0.0608801,0.0233279,0.0302429,0.0121463,0.0201438,0.0335515,0.00708027,0.0514888,0.0106338,0.0106128,0.0111804,0.0212205,0.0168098,0.0125215,0.0340673,0.024548,0.0129,0.0095869,0.0306981,0.0143197,0,0,0,0,0,0,0,0
48,0,0,0,0,0.0202757,0.030449,0,0.0198537,0.0184796,0.029688,0.00932148,0,0,0.00680891,0,0.0165945,0.00450967,0.0403498,0.0273864,0.0314257,0.0124312,0.0107974,0.0229579,0.010052,0.0117485,0.0134868,0.0506047,0.0109382,0.0148215,0.0121498,0.00958946,0.025405,0.00692133,0.00353358,0.00637839,0.0395083,0.0136729,0.0153561,0.00988763,0.0145624,0,0,0.0420929,0,0.0124244,0.0280736,0.0615697,0.0227165,0.0303427,0.0110383,0.0202378,0.0331798,0.00610015,0.0516065,0.00924719,0.0100572,0.0103979,0.020983,0.0178316,0.0128631,0.0384195,0.0239975,0.0127688,0.00934091,0.0306688,0.0148874,0,0,0,0,0,0,0,0
49,0,0,0,0,0.0202481,0.0305819,0,0.0168863,0.0193453,0.0327456,0.00937674,0,0,0.00677394,0,0.0168256,0.00462594,0.0403737,0.027601,0.0317316,0.0138624,0.010776,0.0233266,0.0107437,0.0130789,0.0154982,0.052387,0.00964876,0.0159918,0.0127597,0.00978746,0.0145621,0.0065956,0.00316846,0.00675882,0.0405272,0.013866,0.0148293,0.00964143,0.0147142,0,0,0.0409131,0,0.0124484,0.0273651,0.0619813,0.0221506,0.0303917,0.0101477,0.0204816,0.0327362,0.00507921,0.0515605,0.0073468,0.00841867,0.00891608,0.0204491,0.0191992,0.0132932,0.0411112,0.0231315,0.0124817,0.00905526,0.030521,0.0150938,0,0,0,0,0,0,0,0
50,0,0,0,0,0.0203738,0.0306218,0,0.0194466,0.0202872,0.0357816,0.00975755,0,0,0.00692033,0,0.0172932,0.00474871,0.0404016,0.0272428,0.0317959,0.0148366,0.0109167,0.0237172,0.0112256,0.014385,0.0170633,0.0541429,0.0092921,0.0184143,0.0135174,0.010043,0.00729907,0.00624714,0.00280552,0.00732043,0.0401046,0.0140776,0.0145732,0.0091807,0.014885,0,0,0.0395006,0,0.0124614,0.0265727,0.0622269,0.0216724,0.0303698,0.00955122,0.0207443,0.0324275,0.00503739,0.0514794,0.00627264,0.00699977,0.00807774,0.0199937,0.0206103,0.0140321,0.0418003,0.0221535,0.0120828,0.00874745,0.0301215,0.0147872,0,0,0,0,0,0,0,0
51,0,0,0,0,0.020514,0.030384,0,0.0252367,0.0211812,0.038129,0.0102861,0,0,0.00709103,0,0.0178695,0.00486051,0.040408,0.0265111,0.0317067,0.0153751,0.0111939,0.023925,0.0114689,0.0155295,0.0181002,0.0557039,0.00974723,0.0212206,0.0143129,0.0102725,0.0140479,0.00588565,0.00248703,0.00798743,0.0396439,0.014226,0.0147529,0.00862655,0.0150292,0,0,0.0382198,0,0.0124153,0.0258075,0.0624831,0.021071,0.0303076,0.00921754,0.0210382,0.0323007,0.00538994,0.0515686,0.00627684,0.00650619,0.00824589,0.0198458,0.0215321,0.0150725,0.0418222,0.0212005,0.011691,0.00848036,0.0294927,0.0139105,0,0,0,0,0,0,0,0
52,0,0,0,0,0.0205653,0.0301253,0,0.0318701,0.0218818,0.0396214,0.0109243,0,0,0.00703793,0,0.0183805,0.00488857,0.0402209,0.0258336,0.0317354,0.0157676,0.0115492,0.0241922,0.0116037,0.016665,0.0188998,0.0569853,0.0106312,0.023836,0.0150233,0.0105062,0.0257472,0.00560583,0.00226443,0.00856272,0.0395,0.0143637,0.0152888,0.00810947,0.0150818,0,0,0.0372786,0,0.0123497,0.0251434,0.0625763,0.0200342,0.0302587,0.00898261,0.0214931,0.0324698,0.00524309,0.0516529,0.00650117,0.00643034,0.00862905,0.020086,0.0217462,0.015445,0.0418431,0.0205036,0.0113887,0.00825659,0.0290972,0.0125055,0,0,0,0,0,0,0,0
53,0,0,0,0,0.0203006,0.0298514,0,0.0384775,0.0224494,0.0403185,0.0113764,0,0,0.00672106,0,0.0188347,0.00487429,0.039929,0.0255945,0.0317788,0.0161501,0.011843,0.0243674,0.0116603,0.0178431,0.0195023,0.0580406,0.0118158,0.0261034,0.0156352,0.010778,0.0380626,0.00540966,0.00210593,0.00896282,0.0396152,0.0144933,0.0160505,0.00771477,0.0150013,0,0,0.0365642,0,0.0122938,0.0245415,0.0624575,0.0188562,0.0301083,0.00890102,0.0219962,0.0328054,0.00448093,0.0519741,0.00644168,0.00603291,0.00856838,0.0206575,0.0212632,0.0151323,0.0419118,0.0200578,0.0112079,0.00808668,0.0289771,0.0109383,0,0,0,0,0,0,0,0
54,0,0,0,0,0.0197383,0.0296089,0,0.0445126,0.0228665,0.0402044,0.0115415,0,0,0.00618793,0,0.0191771,0.00482759,0.039706,0.0256392,0.0315761,0.0167261,0.012094,0.0244207,0.0116224,0.0191867,0.0194105,0.0588712,0.0130871,0.028054,0.0161392,0.0111446,0.0509365,0.00517462,0.00203211,0.00920811,0.0396957,0.0145869,0.0169891,0.00743947,0.0147434,0,0,0.0359225,0,0.0122516,0.0240721,0.0621365,0.0178528,0.0298631,0.00914269,0.0223036,0.0330328,0.00339892,0.0524796,0.0065654,0.00553801,0.00801771,0.0212118,0.0203861,0.0145122,0.0418674,0.0197473,0.0109971,0.00798196,0.0290885,0.0101195,0,0,0,0,0,0,0,0
55,0,0,0,0,0.0191685,0.0295067,0,0.0498556,0.0231309,0.0394912,0.0115353,0,0,0.00592216,0,0.0194326,0.00466679,0.039676,0.026581,0.0312957,0.017627,0.0123429,0.0243211,0.0115481,0.0207286,0.0192589,0.0595381,0.0143538,0.0297318,0.0166355,0.0115826,0.0637244,0.00520235,0.00207718,0.0092849,0.0394896,0.0146709,0.0178824,0.007234,0.0144335,0,0,0.0354957,0,0.0122635,0.0238471,0.061709,0.0172317,0.0296399,0.00950793,0.0223022,0.0330544,0.00254598,0.0531267,0.00705135,0.00555332,0.00709962,0.021585,0.0193967,0.0140103,0.0416267,0.0195434,0.0108916,0.00793141,0.0293368,0.00966818,0,0,0,0,0,0,0,0
56,0,0,0,0,0.0189544,0.0295557,0,0.0555231,0.0232882,0.0382903,0.0114874,0,0,0.00611862,0,0.0196362,0.00453571,0.0398184,0.0296276,0.031013,0.0188696,0.0124426,0.024042,0.0116357,0.022501,0.0191317,0.060064,0.0156437,0.031293,0.0172392,0.0120759,0.0751659,0.00530357,0.00219211,0.00923277,0.038943,0.0147697,0.0184201,0.00720952,0.0141741,0,0,0.0352394,0,0.0123256,0.0237169,0.0613871,0.017057,0.0294881,0.00971816,0.0219649,0.0328525,0.00223182,0.0538896,0.00744716,0.00589453,0.00615386,0.0217622,0.0184809,0.0139062,0.0410861,0.0193766,0.010829,0.00790768,0.0295658,0.00941044,0,0,0,0,0,0,0,0
57,0,0,0,0,0.0192367,0.0297992,0,0.061715,0.0233175,0.0369774,0.0112876,0,0,0.00685541,0,0.0197945,0.00455376,0.0400342,0.034365,0.0308278,0.0203708,0.0125172,0.0238477,0.0119468,0.024455,0.0191043,0.0605065,0.0169938,0.0329082,0.0176944,0.0127006,0.0857433,0.00595251,0.00240452,0.00908524,0.0381185,0.0147737,0.0186685,0.00739131,0.0139801,0,0,0.0351259,0,0.0123724,0.0236373,0.0611996,0.0168036,0.029486,0.00999343,0.0216316,0.0324803,0.00203808,0.0545361,0.00756094,0.00600865,0.00556754,0.0217732,0.017765,0.0142673,0.0403362,0.0192595,0.0107435,0.00793896,0.0297915,0.00947476,0,0,0,0,0,0,0,0
58,0,0,0,0,0.0197048,0.030045,0,0.0683554,0.0232324,0.0363405,0.0110198,0,0,0.00787096,0,0.0199533,0.00467127,0.0402374,0.0397731,0.030595,0.0218924,0.0126363,0.0237507,0.012445,0.0264895,0.0192759,0.0608627,0.0182806,0.0346264,0.0177946,0.0135224,0.096143,0.00684135,0.00267395,0.00887217,0.0372985,0.0146766,0.0188803,0.00772684,0.0138783,0,0,0.0350948,0,0.0123743,0.023647,0.0611854,0.0167931,0.0296216,0.010326,0.0212702,0.0320585,0.00175521,0.0548821,0.00744807,0.00576459,0.00517734,0.0215917,0.0174426,0.0146473,0.0394997,0.0191088,0.0106277,0.00795222,0.0299061,0.0099561,0,0,0,0,0,0,0,0
59,0,0,0,0,0.0200911,0.0301904,0,0.0755571,0.0230691,0.0365708,0.0107917,0,0,0.00882373,0,0.0200713,0.00477154,0.0403904,0.0450448,0.030312,0.0231739,0.0128101,0.0238215,0.0129668,0.0284012,0.0196885,0.0611774,0.0194626,0.0363597,0.017878,0.0145455,0.106781,0.00762933,0.0029358,0.00867425,0.037003,0.0145616,0.0190381,0.0080628,0.0137793,0,0,0.0351023,0,0.012317,0.0236283,0.0613721,0.016812,0.0298254,0.010494,0.0208453,0.0317429,0.00170629,0.0549918,0.00735088,0.00566797,0.00461485,0.0212193,0.0180945,0.0147715,0.0392196,0.019041,0.0104142,0.0079923,0.0298736,0.0106846,0,0,0,0,0,0,0,0
60,0,0,0,0,0.0202584,0.0301766,0,0.0826904,0.0228479,0.0373141,0.0104741,0,0,0.00961589,0,0.0200709,0.0048681,0.0406123,0.0496327,0.0299242,0.0241643,0.0129469,0.0241588,0.0133923,0.0301113,0.0202288,0.0614297,0.020433,0.0381395,0.0180747,0.0156056,0.116891,0.00821832,0.00312663,0.00840817,0.0371368,0.0145423,0.0195145,0.00821555,0.0136458,0,0,0.0350584,0,0.0122968,0.0235339,0.0616631,0.0165344,0.0299811,0.0109197,0.0204189,0.0314606,0.0017955,0.0549075,0.00745851,0.00533005,0.00506972,0.020771,0.0188259,0.0143686,0.0395213,0.0190141,0.0101554,0.00804412,0.0296707,0.0114601,0,0,0,0,0,0,0,0
61,0,0,0,0,0.0203362,0.0300238,0,0.0893876,0.022545,0.0383173,0.0102068,0,0,0.0102404,0,0.0199554,0.00509805,0.0408447,0.0532773,0.0295015,0.0248316,0.0130008,0.0245135,0.0136444,0.0314843,0.0202584,0.061648,0.0214325,0.039996,0.018395,0.0165799,0.125299,0.00861797,0.00327089,0.00820056,0.0371773,0.0145693,0.019546,0.0081532,0.0134881,0,0,0.0349113,0,0.0123012,0.023434,0.0620221,0.0157961,0.0300122,0.0112857,0.0199523,0.031151,0.0021056,0.0548847,0.00783811,0.00490848,0.00656854,0.0202999,0.0195318,0.0135852,0.0398077,0.018937,0.00997478,0.00803962,0.0293145,0.0119884,0,0,0,0,0,0,0,0
62,0,0,0,0,0.0203243,0.0298402,0,0.0952735,0.0222009,0.0396336,0.0100226,0,0,0.0107014,0,0.019786,0.00536634,0.0410271,0.0560485,0.029226,0.0253376,0.0129876,0.0248417,0.0139024,0.0325537,0.0202113,0.0618468,0.0224281,0.0418318,0.0187378,0.0174546,0.132206,0.00886712,0.00340898,0.00797661,0.0373341,0.0146118,0.0196824,0.00814183,0.0133432,0,0,0.0347355,0,0.0123319,0.0233164,0.0622976,0.0153458,0.0301183,0.0114561,0.0196145,0.0308489,0.00248919,0.0550175,0.00813223,0.00480724,0.00803716,0.0198354,0,0.0132091,0.0401618,0.0188386,0.00981024,0.00801179,0.0289792,0.0120247,0,0,0,0,0,0,0,0
63,0,0,0,0,0.020292,0.02957,0,0.100226,0.0218364,0.0411675,0.0099004,0,0,0.0109438,0,0.0195975,0.0056863,0.0412134,0.0582112,0.0288452,0.025491,0.0127867,0.0250296,0.0141727,0.0332333,0.0198413,0.0618751,0.023222,0.0434321,0.0191274,0.0182622,0.137993,0.00899549,0.0035571,0.00788214,0.0373417,0.0145762,0.0201504,0.00799,0.013216,0,0,0.0343716,0,0.0123236,0.023148,0.0627004,0.0154572,0.030033,0.0115913,0.0192358,0.0304574,0.00295517,0.0550885,0.0083137,0.00473747,0.00948257,0.019584,0.0213789,0.013639,0.0401506,0.018604,0.00969546,0.00788134,0.0285634,0.0115085,0,0,0,0,0,0,0,0
64,0,0,0,0,0.0204128,0.0293787,0,0.104179,0.0214139,0.0425027,0.00972769,0,0,0.01111,0,0.0193461,0.00599402,0.0413612,0.0597998,0.0286055,0.0253412,0.0125773,0.0251698,0.0144425,0.0336643,0.0194951,0.0618834,0.0237219,0.0448898,0.0194143,0.0189253,0.14238,0.00909673,0.00371126,0.00797801,0.0370012,0.0144686,0.0206609,0.00798179,0.0131534,0,0,0.0340968,0,0.0122858,0.0229927,0.062898,0.0158963,0.0300003,0.0118665,0.0188008,0.0300805,0.00340579,0.0552609,0.00854786,0.00479189,0.0109639,0.0191496,0.0224567,0.0142934,0.0397529,0.0184581,0.00960455,0.0077702,0.0281887,0.0108643,0,0,0,0,0,0,0,0
65,0,0,0,0,0.0207002,0.0291817,0,0.106949,0.0209749,0.0435887,0.00951876,0,0,0.0111628,0,0.0190565,0.00620936,0.0415147,0.0608034,0.0283466,0.0249231,0.0124107,0.0251567,0.014586,0.0337169,0.0193265,0.0617484,0.0240391,0.0459467,0.0195506,0.0194664,0.145112,0.00909058,0.00384761,0.0081541,0.0361212,0.0143689,0.020958,0.00796302,0.0131024,0,0,0.0339271,0,0.0122772,0.0228698,0.0629512,0.016375,0.0299391,0.012087,0.0182719,0.0296617,0.0038864,0.0554263,0.0087267,0.00512706,0.0123551,0.0186658,0.0233167,0.0146909,0.0387313,0.0183835,0.00957157,0.00772613,0.0277698,0.0103764,0,0,0,0,0,0,0,0
66,0,0,0,0,0.0211159,0.0290024,0,0.108433,0.0204854,0.0444946,0.00927742,0,0,0.0113145,0,0.0188084,0.00642389,0.0416358,0.0613273,0.0280773,0.0242914,0.0122281,0.0251085,0.014571,0.0333461,0.0192647,0.0614286,0.0241054,0.0464439,0.0196409,0.0198775,0.146305,0.00902315,0.00400308,0.00835045,0.0347674,0.0142705,0.0208893,0.00810214,0.0130812,0,0,0.0339247,0,0.0123144,0.0228628,0.0628374,0.0165804,0.0299917,0.0123591,0.0177957,0.029212,0.00458272,0.0557243,0.00892112,0.00592366,0.012833,0.0180769,0,0.0150379,0.0371971,0.0184069,0.00967943,0.00776379,0.0273946,0.0102178,0,0,0,0,0,0,0,0
67,0,0,0,0,0.0213379,0.028772,0,0.108989,0.0199754,0.0453046,0.00913895,0,0,0.0112713,0,0.0185381,0.00654269,0.0417864,0.0615032,0.0277008,0.0232962,0.0120687,0.0249977,0.0142762,0.0324866,0.0192409,0.0608457,0.0239195,0.0462839,0.0196707,0.0201953,0.146073,0.00888942,0.0041554,0.00854555,0.0331647,0.0141965,0.0206396,0.00819948,0.0130735,0,0,0.0338935,0,0.0123724,0.0228847,0.063003,0.0169224,0.0300371,0.0126334,0.0171818,0.028789,0.00549773,0.0558213,0.00916535,0.00642216,0.0131555,0.0176993,0.0251699,0.0159324,0.035295,0.018425,0.00981736,0.00785716,0.0269862,0.0102011,0,0,0,0,0,0,0,0
68,0,0,0,0,0.0214132,0.0285866,0,0.108658,0.0194234,0.0457717,0.00880018,0,0,0.0110865,0,0.0182937,0.00654064,0.0420181,0.0612638,0.0273567,0.0220727,0.0119519,0.0249178,0.0138868,0.0312754,0.0190812,0.0604944,0.023448,0.0455479,0.0193915,0.0203952,0.144676,0.00877393,0.0043467,0.00863765,0.031397,0.0141432,0.0202711,0.00843264,0.0130843,0,0,0.0338823,0,0.012456,0.0229803,0.0630705,0.0175664,0.0301543,0.0127856,0.0166272,0.0283909,0.00576735,0.0559749,0.00919598,0.00673588,0.0134531,0.0173049,0.0257831,0.0172443,0.0333609,0.0184478,0.00998822,0.00799449,0.0266445,0.0101517,0,0,0,0,0,0,0,0
69,0,0,0,0,0.0214865,0.0284316,0,0.107429,0.0188205,0.0459534,0.00843089,0,0,0.0107627,0,0.0181159,0.00635745,0.0421544,0.0606503,0.0270093,0.020684,0.0118176,0.0247982,0.0133359,0.0296552,0.0189134,0.0601397,0.0227677,0.0444017,0.0189616,0.0204886,0.142327,0.00855441,0.00458147,0.00848652,0.0296917,0.0140061,0.0204445,0.00857743,0.0130582,0,0,0.0337852,0,0.0124622,0.0230576,0.0630701,0.0190916,0.0301654,0.012557,0.0159779,0.0279657,0.00545133,0.0561244,0.00905885,0.00703319,0.0127577,0.0168826,0.0261817,0.0134256,0.0314427,0.0184329,0.0101806,0.00802843,0.0262471,0.00990452,0,0,0,0,0,0,0,0
70,0,0,0,0,0.021427,0.0277465,0,0.105902,0.0183779,0.0460267,0.00891831,0,0,0.00996664,0,0.0179443,0.00620345,0.0422298,0.0606023,0.0265538,0.0191529,0.0118894,0.0241726,0.01212,0.0275982,0.0185575,0.0591692,0.0222548,0.0431089,0.0185758,0.0206246,0.139828,0.0082325,0.00473917,0.00822825,0.0201152,0.0139478,0.0245895,0.0073167,0.0125349,0,0,0.0329902,0,0.0124017,0.0226491,0.0634806,0.0233333,0.0290846,0.0106189,0.0141005,0.0272875,0.00299391,0.057281,0.0076113,0.00427836,0.00537794,0,0.0263981,0,0.0189964,0.0181421,0.0101178,0.0077975,0.0253004,0.00914931,0,0,0,0,0,0,0,0
71,0,0,0,0,0.0217867,0.0277225,0,0.102964,0.0177963,0.0453602,0.0089323,0,0,0.00962107,0,0.017778,0.00605251,0.0423417,0.0597303,0.0262318,0.0176545,0.0119998,0.0241574,0.0111596,0.0251789,0.0186168,0.0588654,0.0210527,0.0408016,0.0180335,0.0203974,0.135229,0.00812619,0.00492062,0.00775313,0.0191776,0.0138854,0.0238352,0.00740598,0.012564,0,0,0.0330449,0,0.0124163,0.0227805,0.0633854,0.0229558,0.0290697,0.0104174,0.0135612,0.0269661,0.00289354,0.0573363,0.00760836,0.00443978,0.00453643,0,0.026469,0,0.0185508,0.0181311,0.0103661,0.00785003,0.0250624,0.00918015,0,0,0,0,0,0,0,0
72,0,0,0,0,0.0219813,0.0274507,0,0.099284,0.017303,0.0443311,0.00898792,0,0,0.00882256,0,0.0175505,0.00564065,0.04245,0.0586637,0.025623,0.0162663,0.0120111,0.0239022,0.00993464,0.0223295,0.0188119,0.0585265,0.0194429,0.0378654,0.0172611,0.020083,0.129675,0.00764198,0.00501774,0.00707043,0.0219737,0.0138878,0.0264828,0.00771475,0.0125736,0,0,0.0328128,0,0.012444,0.0227463,0.0635456,0.0262429,0.0293452,0.00985765,0.0128413,0.0265718,0,0.0570675,0.00734733,0.00538392,0.0044599,0,0.0267701,0.0918438,0.0214392,0.0179642,0.0105164,0.00788097,0.0246734,0.00944824,0,0,0,0,0,0,0,0
