Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LGTR,,LASI,LTHII
39,0,0,0,0,0.0317875,0.0180396,0,0,0,0.0247844,0.0125826,0.0285659,0,0,0.00440248,0,0.0178625,0.0032659,0.0315921,0.03648,0.00942925,0.00170118,0.0425274,0.00822804,0.00654509,0.0390214,0.0076078,0.0122686,0.045258,0.0373874,0.0144114,0.00810233,0.00168441,0.0286508,0.0185751,0.0296799,0.00763377,0.0276663,0,0,0.00775247,0,0.0140958,0.00719737,0.0731409,0.0357567,0.018832,0.00860947,0.00483911,0.00837098,0.0125895,0.0418071,0.00508589,0.0112548,0.0219163,0,0.0217338,0.106374,0.0309706,0.00529172,0.00598241,0.00532864,0.0155482,0.025411,0,0,0,0,0,0.0542626,0,0.00979598,0.0118878
40,0,0,0,0,0.0279709,0.0168662,0,0,0,0.0247052,0.0128644,0.0288791,0,0,0.00406763,0,0.0177191,0.00257811,0.0323824,0.0369412,0.00764211,0.00226246,0.0394455,0.00798846,0.00653827,0.0396104,0.00687524,0.0119554,0.0451077,0.038314,0.0139434,0.00779559,0.00151551,0.0272309,0.0184848,0.0282989,0.00700617,0.0236768,0,0,0.00738611,0,0.013926,0.00694259,0.0736232,0.033455,0.0185345,0.00885227,0.00480472,0.00575249,0.0111738,0.0416959,0.00544319,0.0117789,0.0211319,0,0.0213437,0.105156,0.0295422,0.00565919,0.00539303,0.0051707,0.0144288,0.0221929,0,0,0,0,0,0.0539689,0,0.00942939,0.0102529
41,0,0,0,0,0.0260074,0.0158996,0,0,0,0,0.0128999,0.0297434,0,0,0.00452881,0,0.0177245,0.00258787,0.0343684,0.0373881,0.00538173,0.00294995,0.0375608,0.00811596,0.00767458,0.0403159,0.00580062,0.0123173,0.0449723,0.0429421,0.013696,0.00776009,0.00143889,0.0255571,0.0184039,0.0258843,0.00657507,0.0217488,0,0,0.00723425,0,0.0138402,0.00677573,0.0740657,0.0301668,0.0182794,0.00944655,0.00464685,0.005102,0.0110682,0.0416092,0.00605973,0.0124409,0.0204748,0,0.0206019,0.103534,0.0278643,0.00579089,0.00523427,0.00504247,0.0137742,0.0206048,0,0,0,0,0,0.0537374,0,0.00921508,0.00843123
42,0,0,0,0,0.0241611,0.0150269,0,0,0,0,0.0128574,0.0305737,0,0,0.00510147,0,0.01778,0.00275376,0.0358069,0.0377194,0.00535183,0.00347541,0.0357286,0.00869361,0.00894696,0.0410855,0.00545382,0.0120315,0.0445861,0.0438711,0.0134835,0.00779566,0.00137824,0.0236444,0.0182952,0.0231175,0.00625772,0.0200374,0,0,0.00690879,0,0.0137474,0.00649059,0.0742061,0.0270633,0.0181293,0.00999409,0.00444006,0.00453149,0.0113043,0.0418049,0.0068244,0.0133697,0.0207932,0,0.0192093,0.102017,0.0255842,0.00580184,0.0050702,0.00483835,0.013406,0.0191859,0,0,0,0,0,0.0536202,0,0.00918064,0.00794273
43,0,0,0,0,0.0228272,0.014264,0,0,0,0,0.0127462,0.0313187,0,0,0.00561596,0,0.0178915,0.00294558,0.0370867,0.0378409,0.00704792,0.0038239,0.0342802,0.00979573,0.010721,0.0420337,0.00474969,0.0115771,0.0437541,0.0445108,0.0130959,0.00791014,0.00131859,0.0206015,0.0181426,0.0215723,0.00564192,0.0191219,0,0,0.0064876,0,0.0136446,0.00618555,0.0742205,0.0262602,0.0182306,0.0103542,0.00397432,0.00443413,0.0116779,0.0420813,0.00740422,0.0143277,0.0226043,0,0.0175656,0.102284,0.0221749,0.00563199,0.00495322,0.00461075,0.0132148,0.018202,0,0,0,0,0,0.0534482,0,0.00920133,0.00842572
44,0,0,0,0,0.0213732,0.0133156,0,0,0,0.0256437,0.0126166,0.0306555,0,0,0.00560463,0,0.0180088,0.00285026,0.0370187,0.0379748,0.00932909,0.00399895,0.0326879,0.0107248,0.0121236,0.0430382,0.00515768,0.0101827,0.0430418,0.042591,0.0124777,0.00801812,0.00127773,0.0177669,0.0180132,0.0205947,0.00475568,0.0182532,0,0,0.0050134,0,0.0136244,0.0054371,0.0742599,0.0266641,0.0185843,0.0111502,0.00350712,0.00454626,0.012194,0.0422577,0.00756361,0.0147431,0.0247407,0,0.0170102,0.104553,0.0188006,0.00413134,0.00486315,0.00449578,0.0129543,0.0169515,0,0,0,0,0,0.0532622,0,0.00931749,0.00940124
45,0,0,0,0,0.0197525,0.0123813,0,0,0,0.0275259,0.0125905,0.0307256,0,0,0.00570347,0,0.0180534,0.00282593,0.0380071,0.0379571,0.0122307,0.004207,0.0309849,0.0124958,0.0147689,0.0444545,0.00547115,0.00974229,0.0419356,0.0444319,0.0119337,0.00802226,0.0011981,0.0157177,0.0179343,0.019561,0.00366942,0.0171074,0,0,0.00404326,0,0.013585,0.00498295,0.0745949,0.0268116,0.0190483,0.0121284,0.00333555,0.00445404,0.0130253,0.0423349,0.00768848,0.0147801,0.0255534,0,0.017147,0.10653,0.0154388,0.00301941,0.00481293,0.00446383,0.0126648,0.0153762,0,0,0,0,0,0.0528916,0,0.00935407,0.0110339
46,0,0,0,0,0.0179071,0.0114011,0,0,0,0.0306248,0.0127229,0.0311251,0,0,0.00511677,0,0.0179947,0.00243538,0.0389159,0.0380264,0.0152977,0.00441006,0.0293557,0.0143994,0.0176025,0.0463431,0.0065275,0.00982124,0.0409312,0.0483981,0.0112905,0.00788944,0.00111244,0.0136536,0.0178771,0.0182657,0.00284284,0.0154757,0,0,0.00391288,0,0.0135176,0.00491404,0.0751402,0.0264943,0.0193861,0.012813,0.00343024,0.00379191,0.0133374,0.0427973,0.00799925,0.0141851,0.0252699,0,0.0166779,0.107367,0.0122242,0.00281438,0.00477215,0.00447096,0.0121891,0.013584,0,0,0,0,0,0.052308,0,0.00901044,0.0138676
47,0,0,0,0,0.0171762,0.0105873,0,0,0,0.0349347,0.0128374,0.0313872,0,0,0.00474026,0,0.0179,0.00244602,0.0394054,0.0381169,0.0190496,0.0048302,0.028547,0.0162954,0.0203806,0.0487901,0.00760506,0.0102151,0.039241,0.0524573,0.0110672,0.00775468,0.00109183,0.0117127,0.0178863,0.0164539,0.00261576,0.0150008,0,0,0.00454023,0,0.0135113,0.00528039,0.075769,0.0248871,0.0195033,0.0134102,0.00351762,0.004006,0.01345,0.0438284,0.00850461,0.0132913,0.0242413,0,0.0151949,0.106841,0.00858812,0.0031279,0.00488623,0.00460013,0.0116399,0.0128884,0,0,0,0,0,0.0516401,0,0.00856829,0.0179938
48,0,0,0,0,0.0167892,0.00993449,0,0,0,0.0406647,0.0129487,0.0336371,0,0,0.00451707,0,0.0177776,0.00244738,0.0431034,0.0381572,0.0208214,0.00526086,0.0280998,0.0184264,0.0232021,0.0510649,0.00956563,0.0118281,0.039061,0.05802,0.0110234,0.00761729,0.00112287,0.0104126,0.0179939,0.0144641,0.0031631,0.0145525,0,0,0.00563187,0,0.0135578,0.00589877,0.0764879,0.0225079,0.0193563,0.0138558,0.00364503,0.00423708,0.0139056,0.0449788,0.00973475,0.0128181,0.0220551,0,0.0131254,0.105202,0.00528295,0.00371782,0.00510964,0.00481921,0.0110231,0.0125515,0,0,0,0,0,0.0506171,0,0.00797304,0.0201711
49,0,0,0,0,0.0166908,0.00925977,0,0,0,0.0472738,0.0130469,0.0336322,0,0,0.00450454,0,0.0177104,0.00251866,0.0436278,0.0382421,0.0250655,0.00543924,0.0276765,0.0197617,0.0249608,0.054218,0.0113815,0.0124698,0.0359249,0.0617564,0.0108895,0.00754289,0.00120043,0.00994298,0.018007,0.0126578,0.00331597,0.0141429,0,0,0.00644181,0,0.0135634,0.00636299,0.0768354,0.0201403,0.0195772,0.0140296,0.0035609,0.00433209,0.0140358,0.0459738,0.0113836,0.012747,0.0193456,0,0.0117114,0.103595,0.00289149,0.00428198,0.00526863,0.00499587,0.0101931,0.012433,0,0,0,0,0,0.0498617,0,0.00825959,0.0247813
50,0,0,0,0,0.0167262,0.00849921,0,0,0,0.0571211,0.0131552,0.0394182,0,0,0.00500114,0,0.017648,0.00279357,0.0505119,0.0379745,0.0256033,0.00596294,0.0272828,0.0229414,0.0287066,0.0562808,0.012934,0.0154532,0.037468,0.0702417,0.0109666,0.00745551,0.00140043,0.0102471,0.0180542,0.0119227,0.0039554,0.013818,0,0,0.00790727,0,0.0135256,0.00716269,0.0770273,0.0190438,0.0193673,0.014774,0.00352136,0.00459435,0.0134556,0.0462682,0.0131054,0.0126415,0.0176585,0,0.0115748,0.102869,0.00391873,0.00532614,0.00558543,0.00525797,0.00939481,0.0123861,0,0,0,0,0,0.0485624,0,0.00802075,0.0261391
51,0,0,0,0,0.0166035,0.0078852,0,0,0,0.0663231,0.0132225,0.0425086,0,0,0.00560893,0,0.0176328,0.00318507,0.0540487,0.0376162,0.027633,0.00635046,0.0267249,0.0249372,0.0309479,0.0587381,0.0152343,0.017711,0.0364408,0.0765978,0.0109611,0.00741011,0.00166784,0.0113938,0.0180613,0.0122408,0.00409983,0.0135693,0,0,0.00901796,0,0.013437,0.00773223,0.0769776,0.0192357,0.0193631,0.015468,0.00324155,0.00451144,0.0130454,0.04689,0.0142001,0.0129093,0.017181,0,0.0118491,0.102802,0.00491346,0.00620887,0.00590973,0.00530354,0.008702,0.0125422,0,0,0,0,0,0.0473763,0,0.00836706,0.0289341
52,0,0,0,0,0.0156956,0.00707269,0,0,0,0.0762064,0.0133298,0.0453959,0,0,0.00537538,0,0.0175992,0.0031116,0.0569934,0.0371067,0.0293835,0.00678784,0.0256645,0.0264732,0.0325862,0.0610374,0.0178002,0.0201974,0.0352064,0.0832352,0.0106234,0.00735788,0.00198409,0.0129525,0.0181036,0.0134287,0.0041342,0.0129997,0,0,0.00907578,0,0.0134664,0.00774112,0.0770279,0.0205825,0.0193347,0.0159062,0.0029504,0.00414756,0.0135497,0.0479263,0.014937,0.0136523,0.0176648,0,0.0120047,0.102895,0.00503756,0.00621248,0.00586528,0.00534849,0.00808515,0.0124431,0,0,0,0,0,0.0460472,0,0.00863409,0.0314566
53,0,0,0,0,0.0145227,0.00641881,0,0,0,0.0871322,0.0133797,0.0485249,0,0,0.00569521,0,0.017605,0.00319622,0.0595987,0.0365049,0.0306892,0.00724904,0.0238879,0.0274194,0.0333676,0.0630539,0.0206501,0.0230185,0.0337889,0.0903834,0.0103195,0.00735285,0.00203914,0.0136389,0.018085,0.0149758,0.00409429,0.0123618,0,0,0.00884238,0,0.0134613,0.00764364,0.0770751,0.0227912,0.0193144,0.0166464,0.0028073,0.00365346,0.0138922,0.0492615,0.015689,0.0145905,0.0183492,0,0.0113811,0.102702,0.00540944,0.00620034,0.00576097,0.00535046,0.00766275,0.0122353,0,0,0,0,0,0.0446896,0,0.00876845,0.0335263
54,0,0,0,0,0.0137765,0.00632454,0,0,0,0.0988951,0.0133306,0.0518455,0,0,0.00704004,0,0.0176649,0.00362795,0.0621021,0.0357575,0.0312933,0.00757816,0.0218229,0.0275569,0.0331208,0.064703,0.0236479,0.0260694,0.0322601,0.0984469,0.0101962,0.00740231,0.00183309,0.0128464,0.0180142,0.0162657,0.00424777,0.0118911,0,0,0.00855846,0,0.0133855,0.00747821,0.0769161,0.0252497,0.0193862,0.0172726,0.00295218,0.00331742,0.0139779,0.0504595,0.0163447,0.0154209,0.0185322,0,0.0100764,0.101973,0.00667759,0.00622685,0.00559538,0.0052922,0.00716614,0.0120748,0,0,0,0,0,0.0434702,0,0.00851475,0.0350194
55,0,0,0,0,0.0132903,0.00620643,0,0,0,0.108115,0.0133433,0.0543981,0,0,0.00771607,0,0.0177156,0.0037069,0.0629352,0.0350319,0.0309861,0.0076922,0.0198572,0.0266834,0.0316266,0.0658029,0.0263528,0.0290133,0.0306786,0.107066,0.00967509,0.00742773,0.00165965,0.0131302,0.017881,0.0170429,0.00476201,0.011569,0,0,0.0081642,0,0.0133055,0.00720826,0.0766274,0.0264754,0.0195703,0.0174926,0.00321188,0.0032052,0.0150845,0.0513285,0.0167744,0.0160939,0.0180735,0,0.0087322,0.100712,0.00713415,0.00590059,0.00547174,0.00508391,0.00669076,0.0117015,0,0,0,0,0,0.0425362,0,0.00790538,0.0356842
56,0,0,0,0,0.0127227,0.00585147,0,0,0,0.115473,0.0133711,0.0561557,0,0,0.00792748,0,0.0177863,0.00358754,0.0622506,0.0343011,0.0301998,0.00760099,0.017923,0.0251608,0.0294261,0.0665672,0.0285615,0.0315752,0.0291923,0.114856,0.00921767,0.00744334,0.00136865,0.0139609,0.017764,0.0172959,0.0053788,0.0112471,0,0,0.00764556,0,0.0132871,0.0069098,0.076371,0.0267381,0.0199514,0.017478,0.00331872,0.00306758,0.0158347,0.0519137,0.0170396,0.0164185,0.0173085,0,0.0083265,0.0992404,0.00697372,0.00535559,0.00534282,0.00487923,0.00621478,0.010975,0,0,0,0,0,0.0418446,0,0.00677723,0.0358377
57,0,0,0,0,0.0123237,0.0055913,0,0,0,0.120164,0.0133588,0.0573945,0,0,0.00823237,0,0.0178889,0.00354506,0.0603505,0.0336526,0.028869,0.00724304,0.0163641,0.0230018,0.0265694,0.06698,0.0304838,0.034105,0.028024,0.120708,0.00905274,0.0074852,0.00106904,0.0141406,0.0176286,0.0175067,0.00591917,0.0109509,0,0,0.00704371,0,0.0132314,0.00660592,0.0760226,0.0273318,0.0202923,0.0178417,0.00320783,0.00288785,0.0155483,0.0523417,0.0174591,0.0158048,0.0169949,0,0.00800402,0.0982625,0.00646984,0.00494782,0.00518167,0.00469311,0.00564915,0.0101711,0,0,0,0,0,0.0414784,0,0.00571754,0.0354229
58,0,0,0,0,0.01216,0.00536736,0,0,0,0.123266,0.0131846,0.0581767,0,0,0.00847434,0,0.0180278,0.00367217,0.058311,0.0329222,0.0238625,0.00593144,0.0153119,0.0168562,0.0208937,0.0655582,0.0340871,0.0400478,0.0270798,0.126032,0.00885499,0.0076081,0.000768358,0.0138786,0.017449,0.0175264,0.00618417,0.010716,0,0,0.00580481,0,0.0131598,0.00599274,0.0754681,0.0278465,0.0206425,0.0181425,0.00242739,0.00246401,0.0147468,0.0529007,0.0177818,0.0145083,0.0166893,0,0.00794061,0.0973029,0.00598687,0.00428389,0.00499546,0.00437274,0.00525858,0.00978396,0,0,0,0,0,0.0420761,0,0.00433926,0.0311951
59,0,0,0,0,0.0120434,0.00515952,0,0,0,0.123784,0.013068,0.0585867,0,0,0.00924957,0,0.0181129,0.00404145,0.0560975,0.0324223,0.0233311,0.00537142,0.0143297,0.0144795,0.0201321,0.0652908,0.0366447,0.0432773,0.0266941,0.128656,0.00929456,0.00766195,0.000517204,0.0135548,0.0173676,0.0173439,0.0061778,0.0105749,0,0,0.0054948,0,0.0130776,0.00593365,0.0752964,0.0279619,0.0209184,0.0179838,0.00224805,0.00267806,0.0143148,0.0533046,0.0178961,0.0135836,0.0156768,0,0.0083492,0.0968338,0.00581011,0.00435099,0.00505371,0.00426987,0.00490156,0.00985832,0,0,0,0,0,0.0423746,0,0.00411712,0.030206
60,0,0,0,0,0.0113152,0.00424298,0,0,0,0.121334,0.0131533,0.0586644,0,0,0.00763214,0,0.0181626,0.00323073,0.0544383,0.0320082,0.0236231,0.00519134,0.0135656,0.0134415,0.0201,0.0653177,0.0384499,0.0451425,0.0263977,0.129033,0.00844456,0.00765786,0.000717791,0.0133632,0.0172843,0.0170548,0.00595468,0.010198,0,0,0.00537609,0,0.013055,0.00593505,0.0752864,0.0278549,0.0210334,0.0175101,0.00237745,0.00245012,0.0140184,0.0536208,0.0175538,0.0127666,0.0143205,0,0.00929921,0.0969028,0.00551185,0.00413783,0.00502927,0.00429536,0.00421695,0.00968741,0,0,0,0,0,0.0425458,0,0.00442104,0.0303136
61,0,0,0,0,0.0111225,0.00387702,0,0,0,0.118782,0.0131435,0.0586752,0,0,0.0077859,0,0.018118,0.00332503,0.0527746,0.0315541,0.0238538,0.00509943,0.0129694,0.0126742,0.020253,0.0652167,0.0399202,0.046584,0.0262123,0.127997,0.00837061,0.00762571,0.000774517,0.0129837,0.0172397,0.0168487,0.00554107,0.0101711,0,0,0.00582819,0,0.012976,0.0061464,0.0752307,0.0279759,0.0211682,0.0169278,0.00270921,0.0026295,0.0137013,0.0539485,0.0168097,0.0119051,0.0132296,0,0.0103212,0.0973389,0.00537253,0.00455835,0.00520088,0.00426486,0.00381052,0.00986131,0,0,0,0,0,0.0427213,0,0.00457492,0.0304128
62,0,0,0,0,0.0110221,0.00361145,0,0,0,0.115838,0.0131126,0.0584777,0,0,0.00810529,0,0.0180959,0.00355745,0.0512996,0.0311339,0.0241285,0.00499773,0.0124467,0.012035,0.0204557,0.0649855,0.0409536,0.0475458,0.0260562,0.125992,0.0083225,0.00760914,0.000807,0.0126204,0.0172116,0.016629,0.00504691,0.00999996,0,0,0.00622129,0,0.0129197,0.00626234,0.0750768,0.0280121,0.0213745,0.0163064,0.00309649,0.00272939,0.0131056,0.0542829,0.0162259,0.0112275,0.0122148,0,0.0113591,0.0978355,0.00531645,0.00500288,0.00524351,0.00418154,0.00331049,0.00967685,0,0,0,0,0,0.0429657,0,0.00466272,0.0305446
63,0,0,0,0,0.0107999,0.00345298,0,0,0,0.11237,0.0130392,0.0580947,0,0,0.00884845,0,0.0181433,0.00394131,0.0503767,0.0306361,0.024553,0.00484054,0.0117613,0.0118671,0.0206875,0.0646215,0.0416652,0.0481172,0.0258651,0.12314,0.00858591,0.00765105,0.000782544,0.0122548,0.0171667,0.0164799,0.00458986,0.00960776,0,0,0.00631667,0,0.0128325,0.0061982,0.0748645,0.0279212,0.0216307,0.0155449,0.00346619,0.00280223,0.0120809,0.0545142,0.0157903,0.0108231,0.0112199,0,0.0116804,0.0983657,0.00548322,0.00529334,0.00519032,0.00405964,0.00309665,0.00931608,0,0,0,0,0,0.0433127,0,0.00462998,0.0306501
64,0,0,0,0,0.0104984,0.00333687,0,0,0,0.108799,0.0129245,0.0575147,0,0,0.00946278,0,0.0182983,0.00414248,0.0493816,0.0302209,0.0250613,0.00464901,0.0109684,0.0117475,0.0209131,0.0640186,0.04213,0.0483417,0.025597,0.11949,0.00873997,0.00775919,0.000766462,0.0120779,0.0170659,0.0165746,0.00393866,0.0091903,0,0,0.00617438,0,0.0127747,0.00604814,0.0746821,0.0283347,0.0220582,0.0147065,0.0039413,0.0028588,0,0.0545286,0.0153453,0.0101746,0.0112165,0,0.0129108,0.0988744,0.00579743,0.00541417,0.00499998,0.00392802,0.00257125,0.00917259,0,0,0,0,0,0.0438645,0,0.00479462,0.0306585
65,0,0,0,0,0.0100825,0.00322755,0,0,0,0.10522,0.0127672,0.0567466,0,0,0.0100204,0,0.0185463,0.00425216,0.0484535,0.0298916,0.0256585,0.00449017,0.0101568,0.0116963,0.0211308,0.0633211,0.0421846,0.0481355,0.0252373,0.115358,0.00887804,0.00793415,0.000788562,0.012349,0.0169679,0.0151586,0.00360691,0.00870016,0,0,0.00599417,0,0.012726,0.00586793,0.0745652,0.0274414,0.0222115,0.0145576,0.00448423,0.00284134,0.0105504,0.0550317,0.0157002,0.00985174,0.0111392,0,0,0.0994768,0.00705978,0.00541322,0.00473493,0.00379076,0.00220767,0.00927886,0,0,0,0,0,0.0444006,0,0.00499528,0.0306687
66,0,0,0,0,0.0095764,0.00303834,0,0,0,0.101395,0.012585,0.0557328,0,0,0.0105309,0,0.0188517,0.00430918,0.047466,0.0295588,0.0262457,0.00425651,0.00926495,0.0118712,0.0214404,0.0623914,0.0418486,0.0474457,0.0248783,0.110759,0.00911074,0.0081453,0.000710924,0.0125319,0.0168344,0.0149053,0.0030083,0.00818169,0,0,0.00577047,0,0.0126865,0.00557563,0.0747654,0.0279748,0.0226589,0.0138016,0.00485067,0.00274732,0.00981251,0.0552392,0.0155227,0.00944792,0.0110544,0,0,0.0991734,0.00853702,0.00528564,0.00434946,0.00357592,0.00197324,0.00935571,0,0,0,0,0,0.0449646,0,0.00532061,0.0306738
67,0,0,0,0,0.00916838,0.00288427,0,0,0,0.0969251,0.0123672,0.0543579,0,0,0.0109645,0,0.0190966,0.00442397,0.0461858,0.0291679,0.0267617,0.00411715,0.00839971,0.0121715,0.0218654,0.0612853,0.0411407,0.0461914,0.0245814,0.105663,0.00943609,0.0083309,0.000603393,0.0126811,0.0167043,0.0144855,0.00236908,0.00772203,0,0,0.00561639,0,0.0126584,0.00532593,0.0751344,0.0281785,0.0232431,0.0127705,0.00521134,0.00270398,0,0.055235,0.0149033,0.00923057,0.0108442,0,0,0.098898,0.0101294,0.00522293,0.00389592,0.00339542,0.00177816,0.0093272,0,0,0,0,0,0.0455136,0,0.0057729,0.030568
68,0,0,0,0,0.00865659,0.00279994,0,0,0,0.092021,0.0121089,0.0525124,0,0,0.0115093,0,0.0193102,0.00461808,0.0445756,0.0289521,0.0272584,0.00408247,0.00780108,0.0125398,0.0222927,0.0601757,0.0400519,0.0444119,0.0243272,0.100162,0.00984082,0.00846219,0.000738083,0.0123116,0.016614,0.0139079,0.00229335,0.00707061,0,0,0.00556646,0,0.0126199,0.00517031,0.0750472,0.0281337,0.0234253,0.0117496,0.00551335,0.00279693,0.00903176,0.0551251,0.0146423,0.010024,0.00955704,0,0,0.0984289,0.0120895,0.00533761,0.00341375,0.00329002,0.00165691,0.00886467,0,0,0,0,0,0.0458895,0,0.00617584,0.0304562
69,0,0,0,0,0.00797393,0.00232955,0,0,0,0.0868934,0.012002,0.0506691,0,0,0.0104857,0,0.0195624,0.00398059,0.0432854,0.0287839,0.0278519,0.00416052,0.00722919,0.0131179,0.0226334,0.0590978,0.0386755,0.0421938,0.0240436,0.0942217,0.00923915,0.00864712,0.0010275,0.0131726,0.0164695,0.0136032,0.00208286,0.00668113,0,0,0.00560229,0,0.0126352,0.00512766,0.0749678,0.0285948,0.0236583,0.0106859,0.00585991,0.00236047,0.00847612,0.0548386,0.013752,0.0102432,0.00962943,0,0,0.098841,0.0131803,0.00511431,0.00324186,0.00309861,0.00151215,0.00812795,0,0,0,0,0,0.0464775,0,0.0065932,0.0306084
70,0,0,0,0,0.00744054,0.00229907,0,0,0,0.0815334,0.0119058,0.0487906,0,0,0.0102473,0,0.0198057,0.00369629,0.0419843,0.0286567,0.0286647,0.00444323,0.00691907,0.0139691,0.0230888,0.0583839,0.036997,0.0393757,0.0239506,0.0873871,0.00902083,0.00882029,0.00127592,0.0140587,0.0163828,0.013334,0.00192555,0.00629305,0,0,0.00579224,0,0.0126226,0.00522175,0.074919,0.0293817,0.0238811,0.00953784,0.00629744,0.00230571,0.00740261,0.054556,0.0131571,0.0104124,0.0104246,0,0,0.0987779,0.0146216,0.0051746,0.00305869,0.00298712,0.00170519,0.00716392,0,0,0,0,0,0.0470691,0,0.00711947,0.0310701
71,0,0,0,0,0.00693402,0.00265649,0,0,0,0.0745695,0.01193,0.0463858,0,0,0.0102079,0,0.0199722,0.0035319,0.0404241,0.0285096,0.0305155,0.0051241,0.00663874,0.0156711,0.024392,0.0584419,0.0348382,0.0354636,0.0243154,0.0793799,0.00900068,0.00890949,0.00157458,0.0155478,0.0162334,0.0131377,0.00187975,0.00594549,0,0,0.00640267,0,0.0125591,0.00556071,0.0748857,0.0301763,0.0241553,0.00835474,0.00701796,0.00285967,0.0071352,0.0542613,0.0125888,0.0105965,0.0117851,0,0,0.0991141,0.0159607,0.00513394,0.00364496,0.00273196,0.00252274,0.00613,0,0,0,0,0,0.0475502,0,0.00783868,0.0322638
72,0,0,0,0,0.0071051,0.00280298,0,0,0,0.0685462,0.0117684,0.0439634,0,0,0.0105751,0,0.020066,0.0037429,0.0382005,0.0282668,0.0319612,0.00544149,0.00664582,0.0170483,0.0258788,0.0577573,0.0328536,0.0321476,0.0248574,0.0725382,0.00924649,0.0090157,0.00170615,0.0161815,0.0162339,0.013002,0.00174341,0.00614116,0,0,0.00672462,0,0.0125589,0.0056768,0.0748084,0.0312155,0.0243774,0.0074772,0.0074713,0.00288294,0.00734378,0.0538981,0.0118152,0.0110024,0.0132696,0,0,0.099771,0.017984,0.00563606,0.00301642,0.00290416,0.00290091,0.0057352,0,0,0,0,0,0.0481178,0,0.00824132,0.0328226
73,0,0,0,0,0.0068834,0.00299849,0,0,0,0.0632648,0.0117048,0.0415603,0,0,0.0107052,0,0.020104,0.00382884,0.0362257,0.0280548,0.0326624,0.00564939,0.00659262,0.0178685,0.0270282,0.0568055,0.0309204,0.0293666,0.0255976,0.0666036,0.00928983,0.00905454,0.00172984,0.0170478,0.0161801,0.0129779,0.00162879,0.00611209,0,0,0.00704447,0,0.0125614,0.00576986,0.0746726,0.0321661,0.0246599,0.00655298,0.00782603,0.00316702,0.00744233,0.0536832,0.0103974,0.0114415,0.014847,0,0,0.100378,0.0195023,0.0057758,0.00298107,0.00281443,0.00350679,0.00539524,0,0,0,0,0,0.048803,0,0.00858093,0.0327785
74,0,0,0,0,0.0065505,0.00333519,0,0,0,0.0582728,0.0116246,0.0391874,0,0,0.0107332,0,0.0200439,0.0038696,0.0344283,0.0279259,0.0328161,0.00579788,0.00650654,0.0183595,0.0278679,0.0559038,0.0288896,0.0267938,0.0266637,0.0611003,0.00921261,0.00905005,0.00159648,0.0178215,0.0161706,0.0130026,0.00157301,0.0060462,0,0,0.00729905,0,0.0125899,0.00589207,0.0745202,0.032883,0.024934,0.00544511,0.00808908,0.00351136,0.00748682,0.053469,0.00895603,0.0120319,0.0158987,0,0,0.100742,0.0209521,0.00589464,0.00294881,0.00280239,0.00403018,0.00524647,0,0,0,0,0,0.0495845,0,0.0088863,0.0322926
75,0,0,0,0,0.00626287,0.00365573,0,0,0,0.0537142,0.0115722,0.0370248,0,0,0.0106004,0,0.0199125,0.00386333,0.0329133,0.027838,0.0326122,0.0059439,0.00640637,0.0187645,0.0285962,0.0547186,0.0266958,0.0243048,0.0280578,0.0556482,0.00902735,0.00900212,0.00142539,0.0187377,0.016168,0.0129443,0.00147682,0.00598699,0,0,0.0075796,0,0.0126067,0.00603705,0.0743876,0.0333302,0.0251643,0.00443654,0.00835611,0.00385997,0.00758897,0.0531756,0.00820019,0.0126459,0.0164843,0,0,0.1007,0.0224173,0.006055,0.00293967,0.00280096,0.00448996,0.00525955,0,0,0,0,0,0.0504426,0,0.00920801,0.0314519
76,0,0,0,0,0.0065799,0.00391365,0,0,0,0.0494255,0.0113719,0.0351222,0,0,0.011272,0,0.0197472,0.00434637,0.0315906,0.0277001,0.0320689,0.00615027,0.00649962,0.0192924,0.0292157,0.0533532,0.0243499,0.0219049,0.0297782,0.0500961,0.00965216,0.00893782,0.00124343,0.0196998,0.0162433,0.0126092,0.00131601,0.00649621,0,0,0.0080626,0,0.0126538,0.00632026,0.0742372,0.0336005,0.0254244,0.0054056,0.00874048,0.00464755,0.00778092,0.0527769,0.0076016,0.0131056,0.0171613,0,0,0.100514,0.0244218,0.00650093,0.00266722,0.00300242,0.00487429,0.0055419,0,0,0,0,0,0.0514344,0,0.00950408,0.0302343
