Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LGTR,,LASI,LTHII
115,0,0,0,0,0.00847779,0.00268182,0,0,0,0.0291908,0.0123898,0.0394887,0,0,0.00450858,0,0.0173067,0.00187724,0.040274,0.0273216,0.0136676,0.00417376,0.00756708,0.0101685,0.0129961,0.0386522,0.0106362,0.0102081,0.0350455,0.02026,0.00490302,0.00769338,0.00148375,0.0396736,0.0151857,0.0385573,0.0147347,0.00941218,0,0,0.00836647,0,0.0121654,0.00396537,0.0761655,0.0531566,0.0297068,0.0245049,0.00573308,0.005625,0.023676,0.056586,0.0226317,0,0,0,0,0.0591297,0.0384694,0.00615323,0.00521294,0.00114429,0.0042022,0.00846605,0,0,0,0,0,0.0607797,0,0.00668348,0.00965752
116,0,0,0,0,0.00858948,0.00296961,0,0,0,0.0292202,0.0122646,0.0397107,0,0,0.00460144,0,0.0172488,0.00181574,0.0401615,0.02794,0.0135167,0.0037673,0.00838291,0.0101103,0.0129262,0.0388636,0.0100549,0.00961681,0.0355305,0.0206346,0.00539215,0.00770199,0.00166482,0.0362168,0.0153898,0.0390029,0.0142077,0.00948087,0,0,0.00885559,0,0.0122125,0.00454621,0.0762896,0.0530961,0.0289008,0.0257215,0.00544695,0.00579808,0.0251278,0.056618,0.0236132,0,0,0,0,0.0577842,0.0346927,0.00657424,0.00532699,0.00150824,0.00450695,0.00845475,0,0,0,0,0,0.0609036,0,0.00620317,0.0101592
117,0,0,0,0,0.00868011,0.00334356,0,0,0,0.0290107,0.0122254,0.0394814,0,0,0.00481281,0,0.0172894,0.00188526,0.0398195,0.0286215,0.0132038,0.00333345,0.00919153,0.0102645,0.0128266,0.0389629,0.00947728,0.00921823,0.0362584,0.0209235,0.00586983,0.00772226,0.001795,0.0321965,0.0155891,0.0381927,0.0137242,0.00952702,0,0,0.00946395,0,0.0122554,0.00520865,0.0766654,0.0518015,0.0280421,0.0258998,0.00517092,0.00601245,0.0252066,0.0563479,0.024073,0.0402789,0,0,0,0.0592584,0.0304067,0.00722112,0.005455,0.00172046,0.00486182,0.00861137,0,0,0,0,0,0.0609922,0,0.00556336,0.0107758
118,0,0,0,0,0.00968671,0.00328917,0,0,0,0.0286591,0.0119524,0.0387413,0,0,0.00502328,0,0.0174112,0.00215898,0.0391511,0.029401,0.0128708,0.0033393,0.0109742,0.0104454,0.0126369,0.0390921,0.0089909,0.0091678,0.0370393,0.0211112,0.0060123,0.00794432,0.00168958,0.0283594,0.0158848,0.0379312,0.0134111,0.0106206,0,0,0.00932818,0,0.0124792,0.00569623,0.0768063,0.0520183,0.0273525,0.0265871,0.0047958,0.00562319,0.0248008,0.0561997,0.0246196,0.0408109,0,0,0,0.0586011,0.0249416,0.00751647,0.0044916,0.00230173,0.00546024,0.00946963,0,0,0,0,0,0.0609351,0,0.00539584,0.0112593
119,0,0,0,0,0.00950443,0.00362891,0,0,0,0.0283466,0.0120056,0.0376863,0,0,0.00507017,0,0.0174523,0.00211946,0.0381414,0.0301306,0.0126827,0.00316012,0.0120212,0.0105768,0.0125907,0.0392201,0.00895279,0.00948284,0.0378008,0.0211088,0.00648719,0.00791568,0.00171497,0.0238201,0.0159731,0.0359656,0.0128847,0.0103358,0,0,0.0101575,0,0.0124372,0.00610756,0.0767263,0.0493514,0.0264591,0.0267459,0.00439557,0.00582569,0.0242941,0.0560873,0.0242618,0.0403895,0,0,0,0.0420172,0.020415,0.00810656,0.00477617,0.00241617,0.00587466,0.00928143,0,0,0,0,0,0.0607141,0,0.00503732,0.011772
120,0,0,0,0,0.00966271,0.00389714,0,0,0,0.0281838,0.0121131,0.0367208,0,0,0.00531636,0,0.0174677,0.00219313,0.0372005,0.0307911,0.0128571,0.00289351,0.0128504,0.0108104,0.0128159,0.0392365,0.00939786,0.0102183,0.0387551,0.0212503,0.00697822,0.00785342,0.00155735,0.0173805,0.0160646,0.0319491,0.0122208,0.0102852,0,0,0.0111092,0,0.0124163,0.00664929,0.0764833,0.0443813,0.0255329,0.0263219,0.00396254,0.00618191,0.0236479,0.0559437,0.0234131,0.0393352,0,0,0,0.0386102,0.0151115,0.00879599,0.00510816,0.00261687,0.00608283,0.00902717,0,0,0,0,0,0.0604728,0,0.00454202,0.0122653
121,0,0,0,0,0.010086,0.00412836,0,0,0,0.0282243,0.0123146,0.0358006,0,0,0.00560249,0,0.017438,0.00233289,0.0362996,0.031352,0.0131451,0.00279017,0.0134611,0.0109871,0.0129323,0.0391193,0.00992731,0.0109311,0.039725,0.0216583,0.00739833,0.00779052,0.00134355,0.0128583,0.0161633,0.0290343,0.0115432,0.0104539,0,0,0.0119697,0,0.0124228,0.00719427,0.0762979,0.0408799,0.0246338,0.026017,0.0035485,0.00660485,0.0227735,0.0556964,0.0230549,0.0378993,0,0,0,0.0531336,0.0119382,0.00940812,0.00533788,0.00280156,0.00609789,0.00878528,0,0,0,0,0,0.0602027,0,0.00423762,0.0126607
122,0,0,0,0,0.010638,0.00429352,0,0,0,0.0281884,0.0124849,0.0347018,0,0,0.00577048,0,0.0173111,0.00250284,0.0355647,0.0318138,0.0133888,0.0027717,0.0141678,0.0109959,0.0127715,0.0389528,0.010182,0.0112833,0.0405748,0.022199,0.00766597,0.00769217,0.00119393,0.00968228,0.0162437,0.0267458,0.0109741,0.010762,0,0,0.0126954,0,0.0124356,0.00763186,0.0763204,0.0376963,0.0237379,0.0258144,0.00322581,0.00697504,0.0217128,0.0554162,0.0229974,0.0361313,0,0,0,0.0523456,0.00990449,0.00982669,0.00545845,0.00300066,0.00605155,0.00865992,0,0,0,0,0,0.0598651,0,0.00420742,0.0129621
123,0,0,0,0,0.0113335,0.00444691,0,0,0,0.0283709,0.0126159,0.0336285,0,0,0.00592077,0,0.0172348,0.00269527,0.0351229,0.0322568,0.0136906,0.00272004,0.0150122,0.010866,0.0125449,0.0388603,0.0104057,0.0115166,0.041337,0.0230029,0.00788597,0.00762032,0.00109853,0.006921,0.0163175,0.0241717,0.0104583,0.0111686,0,0,0.013296,0,0.0124671,0.00792574,0.0762547,0.0336496,0.0228534,0.0253617,0.00294034,0.00727023,0.0203964,0.0551026,0.0224729,0.0338422,0,0,0,0.0491058,0.00842721,0.0101765,0.00548732,0.0029645,0.00600337,0.00880337,0,0,0,0,0,0.0595195,0,0.00418717,0.0136508
124,0,0,0,0,0.0118365,0.00463565,0,0,0,0.0284464,0.0127195,0.0326001,0,0,0.00603606,0,0.0172163,0.0028519,0.035047,0.0326637,0.0143282,0.00262972,0.0157427,0.0107534,0.0126836,0.0389771,0.0108371,0.0119241,0.042005,0.0235813,0.00791906,0.00754663,0.00104233,0.00673516,0.0163488,0.0217266,0.00983156,0.0113698,0,0,0.0135537,0,0.0124944,0.00802855,0.0762779,0.0297215,0.0222891,0.0230782,0.00243412,0.0074102,0.0183748,0.0541161,0.0199927,0.0307821,0.0377124,0,0,0.0477461,0.00689851,0.0102014,0.00544014,0.00292268,0.00597569,0.00899678,0,0,0,0,0,0.0592762,0,0.00417382,0.0150668
125,0,0,0,0,0.0125064,0.0049733,0,0,0,0.02861,0.0128436,0.0315009,0,0,0.00613576,0,0.0171867,0.0029878,0.0345366,0.033303,0.0147383,0.00259769,0.0165194,0.0104981,0.0125071,0.0392133,0.011023,0.0119812,0.0425753,0.0246814,0.00792218,0.0074666,0.00103578,0.00715022,0.0164048,0.0161691,0.00904147,0.0117577,0,0,0.0137053,0,0.0125321,0.00819372,0.0758679,0.0210001,0.0213404,0.0213375,0.00228126,0.00757122,0.0161638,0.0538967,0.0185961,0.0264624,0.0342577,0,0,0.0437378,0.00958207,0.010196,0.00534903,0.00295112,0.0059561,0.00948489,0,0,0,0,0,0.0589464,0,0.00389563,0.0155677
126,0,0,0,0,0.0144442,0.00521977,0,0,0,0.0289697,0.0127337,0.0305752,0,0,0.00627938,0,0.0172103,0.00332519,0.0339696,0.0340954,0.0153134,0.00253797,0.0176773,0.0103815,0.0124507,0.0394153,0.0113723,0.0119988,0.0432214,0.0260467,0.00773626,0.0075506,0.000865207,0.0153808,0.0166085,0.0185958,0.00820717,0.0132375,0,0,0.0127885,0,0.0128003,0.00819337,0.0756201,0.0213394,0.0205354,0.0187689,0.00216345,0.00773985,0.0134894,0.0533302,0.0168047,0.0212145,0.0302787,0,0,0.0402615,0.0160122,0.00968654,0.00413117,0.00351123,0.00600129,0.0108717,0,0,0,0,0,0.0586458,0,0.00368105,0.0154079
127,0,0,0,0,0.0130282,0.00570809,0,0,0,0.0289514,0.0125412,0.0301014,0,0,0.00459633,0,0.017413,0.00281788,0.0335271,0.0346786,0.0170129,0.00322747,0.0182977,0.0107907,0.0139224,0.0397576,0.0122505,0.012932,0.0441172,0.0254032,0.0067556,0.00767558,0.000729614,0.0285136,0.0162284,0.0193355,0.00520739,0.0101434,0,0,0.0103765,0,0.0126893,0.0065535,0.0745598,0.0178922,0.0222277,0.0114612,0.00463544,0.00636591,0.0095324,0.0502717,0.0074564,0.0162664,0.0211555,0.0283368,0,0.030421,0.0307989,0.00777956,0.00368718,0.00270215,0.00770762,0.00842499,0,0,0,0,0,0.0581145,0,0.00445791,0.016515
128,0,0,0,0,0.013558,0.00608758,0,0,0,0.0292648,0.0125569,0.0292419,0,0,0.00391807,0,0.0173647,0.00256371,0.0330721,0.0352566,0.0175515,0.00328638,0.0189338,0.0106733,0.0138626,0.0398514,0.0124964,0.0129315,0.0446448,0.0270523,0.00674455,0.00762095,0.000759022,0.0291209,0.0161967,0.0230731,0.00456198,0.0100213,0,0,0.00986732,0,0.0126997,0.00631401,0.0741478,0.0227495,0.0218197,0.0108441,0.00514542,0.00612666,0.00834402,0.0497463,0.00663408,0.0141538,0.0190599,0.0280794,0,0.0293492,0.0301683,0.00741948,0.00367307,0.00258525,0.00776539,0.00862078,0,0,0,0,0,0.0578118,0,0.00461466,0.0178376
129,0,0,0,0,0.0136298,0.00648944,0,0,0,0.0297246,0.0124344,0.0284055,0,0,0.00318149,0,0.0173425,0.00227937,0.0325926,0.0359786,0.0180625,0.00355059,0.0194919,0.0103715,0.0138401,0.0400539,0.0125485,0.0127228,0.04515,0.0289263,0.00682199,0.00761059,0.000734454,0.0281088,0.0161613,0.0249729,0.00408248,0.00985447,0,0,0.00898267,0,0.0127382,0.00584331,0.0740946,0.0255367,0.0216036,0.0095518,0.00576614,0.00575362,0.00706468,0.0490528,0.00532586,0.0122031,0.0162983,0.0275154,0,0.0290778,0.0275995,0.00680681,0.00354116,0.00247608,0.00794195,0.00865113,0,0,0,0,0,0.0575592,0,0.00484326,0.0183199
130,0,0,0,0,0.0134595,0.00697771,0,0,0,0.0303056,0.0123084,0.0276396,0,0,0.00250127,0,0.0174203,0.00198673,0.0320115,0.036764,0.0186543,0.00377793,0.0200912,0.0100676,0.0139727,0.0403022,0.0125502,0.0125529,0.0456478,0.0308989,0.00688215,0.00763618,0.000672894,0.0264534,0.0160795,0.0260552,0.00369787,0.00977377,0,0,0.00808656,0,0.0127221,0.00540138,0.0737476,0.0273989,0.0213692,0.00825334,0.00629179,0.00537154,0.00631315,0.0482756,0.00415539,0.0106195,0.0149349,0.0271072,0,0.0291326,0.0248358,0.00612296,0.00333084,0.00244721,0.0081316,0.00868621,0,0,0,0,0,0.0573576,0,0.00502358,0.0182251
131,0,0,0,0,0.0136113,0.00743207,0,0,0,0.030958,0.012145,0.0268324,0,0,0.0019574,0,0.0174144,0.00166811,0.0314266,0.0374236,0.0193614,0.00395879,0.020692,0.0100489,0.014259,0.0405656,0.0126756,0.0125033,0.0461361,0.0328122,0.00712283,0.0076754,0.0005427,0.0241011,0.0160029,0.0264393,0.00350624,0.00979828,0,0,0.00736691,0,0.0127082,0.00497598,0.0733382,0.028422,0.0211438,0.00699635,0.00672128,0.00507504,0.00601386,0.0474858,0.00334296,0.00932919,0.0138949,0.0268691,0,0.0289534,0.0217774,0.00557104,0.00309128,0.00218958,0.00818554,0.00877922,0,0,0,0,0,0.0572083,0,0.0052461,0.0187537
132,0,0,0,0,0.0132418,0.00760881,0,0,0,0.031592,0.0120765,0.0260512,0,0,0.0016204,0,0.017415,0.00100075,0.0309161,0.0379102,0.0201337,0.00406572,0.0208252,0.0102433,0.0146174,0.0408152,0.0129823,0.0124988,0.0466272,0.0346636,0.00767625,0.00764281,0.000541185,0.0211596,0.0159862,0.0263439,0.00327929,0.00909157,0,0,0.00602834,0,0.0127547,0.00423224,0.0728186,0.0290182,0.0207991,0.0060419,0.00712305,0.00441425,0.00616995,0.0466703,0.00323229,0.0084368,0.0126749,0.0265857,0.0220463,0.0284022,0.0187669,0.00496468,0.00236328,0.00208361,0.00795325,0.00830568,0,0,0,0,0,0.0570971,0,0.00557507,0.019967
133,0,0,0,0,0.0144071,0.00821695,0,0,0,0.0319046,0.011833,0.0252362,0,0,0.00158056,0,0.0177091,0.00123335,0.0303492,0.0382845,0.0209648,0.00417677,0.0217475,0.0105332,0.0148829,0.0409448,0.0134223,0.0125078,0.0470242,0.0363982,0.00798793,0.00787507,0.000488705,0.0181944,0.0158746,0.0255891,0.00326346,0.00999776,0,0,0.00573007,0,0.0127539,0.00393897,0.0725336,0.0286549,0.0206224,0.00538193,0.00750846,0.00452673,0.00658512,0.0459752,0.00369981,0.00742102,0.0127921,0.026424,0.0230506,0.0279588,0.015209,0.00440968,0.0026634,0.00171517,0.00825453,0.00929328,0,0,0,0,0,0.0569692,0,0.0059531,0.0208888
134,0,0,0,0,0.0148341,0.00846038,0,0,0,0.0322571,0.0116902,0.0244473,0,0,0.00165992,0,0.0179424,0.00121917,0.0296922,0.038649,0.0219164,0.00424611,0.0222025,0.01084,0.0150643,0.041019,0.0138219,0.0127569,0.0473545,0.0380268,0.00817583,0.00799744,0.000601006,0.0149653,0.0158498,0.0243909,0.00350972,0.0103992,0,0,0.00468827,0,0.0128031,0.00345903,0.0723079,0.027612,0.0205773,0.00547599,0.00784368,0.0041735,0.00727437,0.0453999,0.00479292,0.00648295,0.0138027,0.0263839,0.0220457,0.0282631,0.0119135,0.00379054,0.00210754,0.00183151,0.00824088,0.00991627,0,0,0,0,0,0.0567571,0,0.00607735,0.021509
135,0,0,0,0,0.0143293,0.00858483,0,0,0,0.0328785,0.0116712,0.0236955,0,0,0.0024304,0,0.0178322,0.00078133,0.0290112,0.0389273,0.0229484,0.00431369,0.0222528,0.0111902,0.0154995,0.0409689,0.0141839,0.01309,0.047668,0.0398015,0.00871392,0.00792378,0.000653751,0.0115435,0.0157713,0.0222723,0.00391177,0.00980382,0,0,0.00389398,0,0.0127834,0.00292992,0.0720725,0.0257009,0.0205234,0.00694917,0.00813536,0.00388154,0.00812197,0.0448405,0.0065923,0.00603369,0.014732,0.0265148,0,0.0278385,0.00979941,0.00347159,0.0017592,0.00185085,0.00810358,0.00977859,0,0,0,0,0,0.0565207,0,0.00614092,0.0221678
136,0,0,0,0,0.014905,0.00893668,0,0,0,0.0334509,0.0115726,0.0230324,0,0,0.00263122,0,0.0178786,0.000716587,0.0283273,0.0391174,0.0240469,0.00439714,0.022804,0.0116028,0.016183,0.0408953,0.0145532,0.0132396,0.0479382,0.0416552,0.00894359,0.00797333,0.000625169,0.0104032,0.0157038,0.0204263,0.00425949,0.0102822,0,0,0.00333895,0,0.0128034,0.00248701,0.0722834,0.0243183,0.0205636,0.00903685,0.00841806,0.0038611,0.00898125,0.0446313,0.00832119,0.00651387,0.0154015,0.0260311,0.0189001,0.0269411,0.00991855,0.00313313,0.00160713,0.00174141,0.00823378,0.0105323,0,0,0,0,0,0.0563379,0,0.00628097,0.0229896
137,0,0,0,0,0.0155691,0.00932337,0,0,0,0.0341341,0.0115238,0.0224866,0,0,0.00277887,0,0.0179803,0.000683511,0.0277236,0.0392197,0.0251221,0.0044245,0.0233567,0.0121239,0.0169485,0.0408655,0.0148785,0.0132201,0.0480882,0.0434964,0.00913898,0.00802659,0.000652402,0.0123168,0.0156203,0.0170395,0.0044234,0.0108599,0,0,0.00275978,0,0.0128071,0.0020985,0.0727669,0.0209267,0.0206001,0.0115319,0.00859476,0.00392946,0.0101558,0.0441772,0.0103688,0.00729462,0.0156137,0.0254027,0,0.0255729,0.0129074,0.00284604,0.00152754,0.00172073,0.00837845,0.0112822,0,0,0,0,0,0.0562334,0,0.00644908,0.0238445
138,0,0,0,0,0.0162732,0.00978028,0,0,0,0.0349315,0.0114554,0.0220244,0,0,0.0028911,0,0.0180424,0.000657663,0.0271893,0.0393035,0.0261106,0.00439944,0.0239,0.0127647,0.0177283,0.0409468,0.0151185,0.0131399,0.0481582,0.0452852,0.00918511,0.00809134,0.000753028,0.0168206,0.0154961,0.0136819,0.00446814,0.0114821,0,0,0.00219293,0,0.012768,0.00177993,0.0730936,0.0169859,0.0205424,0.0135981,0.00862338,0.00411107,0.0114077,0.0438352,0.0120036,0.008084,0.0155129,0.0244804,0,0.0242914,0.0170936,0.00260069,0.00147812,0.00184616,0.00852373,0.0119678,0,0,0,0,0,0.0561451,0,0.00664924,0.0247428
139,0,0,0,0,0.0169905,0.0103041,0,0,0,0.0357521,0.0113645,0.0217118,0,0,0.003052,0,0.0180281,0.000583976,0.0267152,0.0392727,0.0269707,0.00426941,0.0244369,0.0134903,0.018562,0.0410473,0.0152808,0.0130151,0.0480858,0.0469264,0.00931585,0.00814845,0.000935862,0.0234256,0.0154695,0.0111614,0.00430389,0.0121769,0,0,0.00174664,0,0.0128302,0.0014782,0.073243,0.0131681,0.020405,0.0144223,0.00850107,0.00457895,0.0122968,0.0435539,0.0125823,0.00856101,0.014875,0.0234996,0.0139083,0.0225071,0.0199707,0.00249839,0.00151326,0.00205644,0.00874819,0.0125708,0,0,0,0,0,0.0560642,0,0.00684034,0.0256451
140,0,0,0,0,0.0176087,0.0106924,0,0,0,0.0365629,0.0113359,0.0214859,0,0,0.00325411,0,0.0180391,0.000565637,0.0262446,0.0392009,0.0276482,0.00415086,0.024669,0.014229,0.0193244,0.0411499,0.0153788,0.0128478,0.0479164,0.0484809,0.00950867,0.00815008,0.000912456,0.0279738,0.0154825,0.00868524,0.00399511,0.0128705,0,0,0.00141782,0,0.0128986,0.00134518,0.0735402,0.00779452,0.0202743,0.0151838,0.00824132,0.00503136,0.0129493,0.0432857,0.0131898,0.00867148,0.0139306,0.0228083,0.0130659,0.020122,0.0240944,0.00244845,0.00172713,0.00246081,0.00894223,0.0130528,0,0,0,0,0,0.0560785,0,0.00682827,0.026447
141,0,0,0,0,0.0183781,0.0110664,0,0,0,0.0372887,0.0113691,0.0213224,0,0,0.00346846,0,0.0180327,0.000573101,0.0257897,0.0390489,0.0281753,0.00392779,0.0250118,0.0149596,0.0198721,0.0411521,0.0154021,0.0126687,0.0476777,0.0499626,0.00982653,0.00813093,0.000886832,0.0316026,0.0154795,0.0085098,0.00368751,0.0137251,0,0,0.00126827,0,0.0129438,0.00137108,0.0738419,0.00309464,0.0201075,0.0150096,0.00790698,0.00563802,0.0133521,0.0432367,0.0131686,0.00861434,0.0123594,0.0222845,0.0128021,0.0174395,0.0267178,0.00249916,0.00209695,0.00272106,0.00918079,0.0136115,0,0,0,0,0,0.0561705,0,0.00682885,0.0271824
142,0,0,0,0,0.0190506,0.0113538,0,0,0,0.0379592,0.0113604,0.0212028,0,0,0.00375835,0,0.0180522,0.000573646,0.0254246,0.0387896,0.0285453,0.00366193,0.0252987,0.0156581,0.0202482,0.0411225,0.0154845,0.0125766,0.0474091,0.0514358,0.00992892,0.00814404,0.000807483,0.0335524,0.0155041,0.0102258,0.00372589,0.0144939,0,0,0.00141118,0,0.0130064,0.00146013,0.0739799,0.00431592,0.019983,0.0143188,0.00757417,0.00625323,0.0137396,0.043257,0.01287,0.00874548,0.0105333,0.022085,0.0127475,0.0147694,0.0280361,0.00256324,0.00261717,0.00306239,0.0093311,0.0141222,0,0,0,0,0,0.0562939,0,0.00742229,0.0277758
143,0,0,0,0,0.0201103,0.0118209,0,0,0,0.0386568,0.0112052,0.02098,0,0,0.0038665,0,0.0181757,0.000886013,0.0249656,0.0384007,0.0286146,0.00338184,0.0257694,0.0162262,0.0203862,0.0409213,0.0154192,0.012387,0.0471354,0.052697,0.0099181,0.00826871,0.00067004,0.0333391,0.0155095,0.0120788,0.00419901,0.0156127,0,0,0.00186879,0,0.013065,0.0014571,0.0738854,0.00845664,0.0200034,0.0137405,0.00724147,0.00716959,0.0142858,0.0431756,0.0128847,0.00919358,0.0099649,0.0222127,0.012872,0.0131476,0.0280671,0.003106,0.00298075,0.0033909,0.00959115,0.0150461,0,0,0,0,0,0.0564047,0,0.00792965,0.0280788
144,0,0,0,0,0.0207086,0.0121573,0,0,0,0.039352,0.011211,0.020878,0,0,0.00432055,0,0.018284,0.000466964,0.0248642,0.0380198,0.0284013,0.00304158,0.0261877,0.0166603,0.0202678,0.0406541,0.015293,0.0121554,0.0468143,0.0539144,0.0103437,0.00833673,0.000424512,0.0331917,0.0155412,0.0153278,0.00507121,0.0163213,0,0,0.00197517,0,0.0131354,0.00168299,0.0733508,0.0133134,0.0200433,0.013022,0.00695967,0.00769981,0.015343,0.0434293,0.0134815,0.0111132,0.0110871,0.0230371,0.0137717,0.0113083,0.0288531,0.00326091,0.00370126,0.00381548,0.0096833,0.0156203,0,0,0,0,0,0.056485,0,0.00807323,0.0281253
145,0,0,0,0,0.0216706,0.0125259,0,0,0,0.0397555,0.0112468,0.0205701,0,0,0.00475272,0,0.0182627,0.00117221,0.0247212,0.0377389,0.0279229,0.00275513,0.0266758,0.0166565,0.0197278,0.0403866,0.0151279,0.0119088,0.0465954,0.0550219,0.010591,0.00827705,0.000739035,0.0383535,0.0155126,0.0241767,0.00599141,0.0174214,0,0,0.00207988,0,0.013126,0.00188972,0.0724277,0.023481,0.0199938,0.0127919,0.00672917,0.00800101,0.0174957,0.0441801,0.0156817,0.0153496,0.0141863,0.0257407,0.0170609,0.00815388,0.0356921,0.00328762,0.0042666,0.00418054,0.00987858,0.0166546,0,0,0,0,0,0.056503,0,0.00817595,0.0278703
146,0,0,0,0,0.0223446,0.0127799,0,0,0,0.0402343,0.0112867,0.02055,0,0,0.00511991,0,0.0182044,0.0011645,0.0248533,0.0373525,0.0270974,0.00248759,0.0270799,0.0163557,0.0189915,0.0401015,0.0147059,0.0115724,0.0463191,0.0560756,0.0109462,0.00825565,0.000642295,0.0436355,0.0155321,0.032436,0.00652767,0.0181407,0,0,0.00171778,0,0.0131364,0.00192646,0.0715066,0.033558,0.0202496,0.0139225,0.00657892,0.00848732,0.0202418,0.045177,0.0188235,0.0189837,0.0170096,0.0290671,0.0211144,0.00749549,0.0433482,0.00342914,0.00464499,0.00448742,0.0100494,0.0172629,0,0,0,0,0,0.0564526,0,0.00818817,0.0272315
147,0,0,0,0,0.0229728,0.0130499,0,0,0,0.0405667,0.011285,0.0205219,0,0,0.00544122,0,0.0180604,0.00116008,0.0249719,0.0369597,0.0259936,0.00227665,0.0274052,0.0158126,0.0179841,0.0396173,0.014108,0.0111714,0.0460941,0.0569934,0.0112603,0.00821388,0.000532926,0.0477961,0.0155737,0.0384896,0.00672767,0.0187956,0,0,0.00130319,0,0.0131385,0.00192982,0.0707199,0.0411635,0.0204879,0.0146159,0.00649824,0.00892182,0.0233391,0.0460375,0.0213876,0.0216843,0.0189235,0.0320915,0.0244908,0.00882998,0.0491824,0.00358768,0.00481701,0.00471368,0.0102533,0.0177428,0,0,0,0,0,0.0563171,0,0.00817771,0.026364
148,0,0,0,0,0.0234418,0.0134001,0,0,0,0.040802,0.0113142,0.0205784,0,0,0.00561013,0,0.0180912,0.0010608,0.0253045,0.0366446,0.0246906,0.00214526,0.0276676,0.0151369,0.01675,0.0391215,0.0135649,0.0107828,0.0458984,0.0577521,0.0115202,0.00823126,0.000446354,0.0493072,0.0156119,0.0416126,0.00663714,0.0192935,0,0,0.001165,0,0.0131516,0.00189665,0.0701973,0.0457545,0.0206267,0.0148037,0.00650923,0.0092999,0.0250103,0.0464698,0.0224762,0.0228427,0.0202576,0.0339004,0.0263823,0.00977925,0.052334,0.00373046,0.00490287,0.00494162,0.0105312,0.0180581,0,0,0,0,0,0.0561223,0,0.00814773,0.025294
149,0,0,0,0,0.0236676,0.0136424,0,0,0,0.0410502,0.0113463,0.0206002,0,0,0.00577016,0,0.0180674,0.00106846,0.0257709,0.0365698,0.0231176,0.00213006,0.0278111,0.0142909,0.0153459,0.0387369,0.0130027,0.0103583,0.0458131,0.0585579,0.0117369,0.00820777,0.000435041,0.0474285,0.0156352,0.0411444,0.00629445,0.0195581,0,0,0.00114558,0,0.0131501,0.00186961,0.0700275,0.046516,0.0204744,0.0145368,0.00658047,0.00956359,0.0249741,0.0462727,0.0217926,0.0222446,0.0198334,0.0340593,0.0263846,0.00956483,0.0521453,0.00380461,0.00494717,0.00512021,0.0107024,0.0181638,0,0,0,0,0,0.0557858,0,0.00803508,0.0238674
150,0,0,0,0,0.0239796,0.0141385,0,0,0,0.0411772,0.0112811,0.0208054,0,0,0.00557399,0,0.0180626,0.00103777,0.0264701,0.0365479,0.0213743,0.00218782,0.0280415,0.0134347,0.0140047,0.0384724,0.0123728,0.0100201,0.04572,0.0590119,0.0116864,0.00823048,0.000401852,0.0420245,0.015723,0.0375571,0.00589866,0.0197419,0,0,0.000940203,0,0.0131657,0.00255906,0.0702378,0.0434957,0.0201335,0.0137535,0.00688514,0.00894402,0.0234327,0.0455766,0.0197397,0.0207512,0.0184502,0.0327703,0.0246257,0.00861812,0.0481727,0.00267127,0.00593847,0.00550342,0.0111904,0.0181297,0,0,0,0,0,0.0553931,0,0.0078099,0.0221882
151,0,0,0,0,0.0236319,0.0137958,0,0,0,0.0418475,0.0113965,0.0206366,0,0,0.00592341,0,0.0181411,0.00137826,0.0271171,0.037034,0.0192296,0.00245451,0.0277562,0.0122315,0.0122872,0.0385065,0.0115189,0.00959328,0.045877,0.0602104,0.0116394,0.00819744,0.000448475,0.0334846,0.0156512,0.0308793,0.00526421,0.0194262,0,0,0.00170564,0,0.0131019,0.00170843,0.0707988,0.0366986,0.0196721,0.012964,0.00686974,0.0099932,0.0210441,0.0446105,0.0169576,0.0177647,0.0165869,0.0305248,0.0215397,0.00810417,0.0398837,0.00418471,0.00467062,0.00517546,0.0109061,0.0176882,0,0,0,0,0,0.0549498,0,0.00737998,0.0202301
152,0,0,0,0,0.0236096,0.0138919,0,0,0,0.0420666,0.0114252,0.0209474,0,0,0.00559442,0,0.0182814,0.00120238,0.0279736,0.037355,0.0170769,0.0026237,0.0280552,0.0112181,0.010997,0.0387623,0.0107657,0.00920787,0.0457984,0.0609918,0.0115629,0.00824772,0.000515097,0.0229961,0.015622,0.0221119,0.00519279,0.0192004,0,0,0.00140242,0,0.0130827,0.00193852,0.0714948,0.0286876,0.0192011,0.0125229,0.0072563,0.0096561,0.0180667,0.0436008,0.0140805,0.0143595,0.0144246,0.0278456,0.0177428,0.00892919,0.0293892,0.00365102,0.00497521,0.00522319,0.0111299,0.0173434,0,0,0,0,0,0.054605,0,0.00706066,0.0180564
