Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTHI,RTIBI,LTHII,
All Timesteps RMSE,0,0,0,0,0.0444042,0.0538462,0,0,0,0.0561113,0.00910146,0.0291498,0.0150408,0,0,0.0158127,0,0.0206506,0.00736395,0.0511872,0.0377626,0.0259347,0.0176734,0.0210283,0.0594333,0.0147837,0.0215408,0.0488657,0.0148661,0.0239103,0.0114578,0.0130973,0.0726795,0.0263767,0.0100115,0.00392457,0.0386986,0.0110638,0.0319545,0.00787699,0.0192762,0,0,0.0433409,0,0.0131129,0.0304331,0.0623227,0.0418225,0.0242794,0.0192925,0.0245281,0.023984,0.0560064,0.0217014,0.0166293,0.0377914,0.0226411,0.0283105,0.0373987,0.0270243,0.012127,0.0129001,0.0516108,0.0207391,0,0,0,0,0,0.0116247,0.0252301,0.014784,0
0,0,0,0,0,0.0406514,0.0540387,0,0,0,0.0380387,0.0091294,0.0249735,0.0122533,0,0,0.0125301,0,0.0194403,0.00761803,0.0501063,0.0247407,0.0293101,0.0210053,0.023973,0.0642672,0.0118621,0.0177673,0.0442789,0.0146917,0.0155835,0.0112295,0.0127453,0.0394022,0.0274001,0.00946999,0.00617253,0.028657,0.0141743,0.0208129,0.00412465,0.0139697,0,0,0.038173,0,0.012566,0.0252345,0.0567351,0.0124668,0.0266318,0.0121474,0.0340917,0.0205009,0.0530782,0.0148164,0.00710898,0.0129725,0.0289847,0.0288511,0.0288262,0.0247867,0.00626574,0.0101873,0.0528526,0.0174725,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0429185,0.0557218,0,0,0,0.0377131,0.00929811,0.0250504,0.0128434,0,0,0.0118934,0,0.0194004,0.00718208,0.0500815,0.024913,0.0290945,0.0215861,0.0243927,0.0660264,0.0123653,0.0183253,0.0438086,0.0149083,0.0156303,0.0111058,0.0122469,0.0391028,0.0272095,0.00931589,0.00593336,0.0290468,0.0139176,0.0197264,0.00510795,0.0148214,0,0,0.0397503,0,0.0127374,0.026277,0.0568774,0.0131992,0.0267795,0.0140517,0.0342839,0.0214431,0.0528129,0.0163015,0.00699951,0.0119396,0.0282399,0.0268131,0.0300401,0.025406,0.00616678,0.0104437,0.0545823,0.0183162,0,0,0,0,0,0.0041028,0,0,0
2,0,0,0,0,0.0430316,0.0564114,0,0,0,0.0379392,0.00941605,0.0251066,0.0131622,0,0,0.011758,0,0.0193753,0.00696737,0.0498754,0.0248649,0.0291221,0.0218551,0.0243796,0.0665117,0.0125764,0.018577,0.0435881,0.0150139,0.0156391,0.0109278,0.0120853,0.0392306,0.0271146,0.00923502,0.0057941,0.0308062,0.0138448,0.019709,0.00503336,0.0150745,0,0,0.0406743,0,0.0128931,0.0268519,0.0569991,0.0147985,0.0268124,0.0160813,0.0343699,0.0220971,0.0530087,0.0177483,0.00812782,0.0111929,0.0278102,0.0263811,0.0319943,0.0257156,0.00635713,0.0105539,0.055131,0.0185645,0,0,0,0,0,0.00496118,0.0201507,0,0
3,0,0,0,0,0.0432663,0.056738,0,0,0,0.0382213,0.00949546,0.0249633,0.0137101,0,0,0.0117257,0,0.0193409,0.00684879,0.0496765,0.02473,0.0291686,0.0219928,0.0242686,0.0666152,0.0126889,0.0186505,0.0434561,0.0149685,0.0155026,0.0106996,0.0119825,0.0394469,0.02695,0.0091699,0.00564879,0.0329959,0.0136977,0.0197767,0.00493497,0.0151688,0,0,0.0414618,0,0.0129788,0.0272914,0.0573977,0.0172738,0.0268812,0.0181138,0.0343619,0.0226392,0.0529654,0.0193823,0.00932309,0.0105515,0.0271854,0.0259787,0.0343672,0.0260259,0.00681066,0.0106038,0.0553577,0.0186553,0,0,0,0,0,0.00528723,0,0,0
4,0,0,0,0,0.0434354,0.0568477,0,0,0,0.0386394,0.00952065,0.0248938,0.013068,0,0,0.0117982,0,0.0192969,0.00684279,0.0495046,0.0244274,0.0292052,0.0219058,0.0239579,0.0663979,0.0126604,0.0185363,0.0433511,0.0149092,0.0154293,0.0105669,0.0118487,0.0398007,0.0268266,0.00914534,0.00553263,0.0341305,0.0134919,0.0193942,0.00479469,0.015263,0,0,0.0420788,0,0.0129863,0.027573,0.0579376,0.0207988,0.0266074,0.0204631,0.0340721,0.0229864,0.053136,0.0213065,0.0111133,0.00988426,0.0264112,0.0251188,0.0355791,0.0261885,0.00728298,0.0105963,0.0554361,0.0187193,0,0,0,0,0,0.00591268,0.0160789,0,0
5,0,0,0,0,0.0433667,0.056789,0,0,0,0.0390889,0.00958935,0.0248649,0.0125426,0,0,0.0120081,0,0.0193504,0.0068744,0.0493991,0.0240768,0.029114,0.0215718,0.0236177,0.0659136,0.0124899,0.0182322,0.0431707,0.0147824,0.0152713,0.0104064,0.0116811,0.0402406,0.0270863,0.00919735,0.00537746,0.0342695,0.0133469,0.0193975,0.00503199,0.0154047,0,0,0.0425199,0,0.0129767,0.0277931,0.0585142,0.0267831,0.0260033,0.0222146,0.0335494,0.0232516,0.0530318,0.0226281,0.0121581,0.00957591,0.0256089,0.0248639,0.0359905,0.0262527,0.00729544,0.0105881,0.0554004,0.0187545,0,0,0,0,0,0.00560649,0.0145751,0,0
6,0,0,0,0,0.0433154,0.0566415,0,0,0,0.0398955,0.00972584,0.0250937,0.0125102,0,0,0.0122211,0,0.0194702,0.00687708,0.049263,0.0238448,0.0288961,0.020799,0.0232954,0.0653865,0.0120169,0.0174369,0.0429924,0.0145832,0.015155,0.0104137,0.0113972,0.0411704,0.02727,0.00931943,0.0051664,0.0349724,0.0132385,0.0203486,0.00571533,0.015669,0,0,0.0429332,0,0.0129956,0.0280044,0.0591697,0.0321141,0.0250111,0.0229453,0.0327887,0.0234954,0.0526641,0.0229761,0.0122671,0.00964164,0.0247495,0,0.0365936,0.0263012,0.00743839,0.0106295,0.0550635,0.0188006,0,0,0,0,0,0,0.0150859,0.0198255,0
7,0,0,0,0,0.0433731,0.0564595,0,0,0,0.0400748,0.00984597,0.0248746,0.0126847,0,0,0.012561,0,0.019535,0.00693582,0.0492744,0.0233569,0.0285713,0.0202394,0.0229371,0.0649572,0.0117487,0.0168069,0.0427509,0.0144006,0.0149872,0.0102663,0.0111818,0.0416042,0.0271122,0.00937102,0.00499815,0.0358103,0.0131405,0.0210439,0.00659976,0.0160195,0,0,0.0431735,0,0.0130188,0.0281565,0.0595936,0.0354995,0.0240938,0.0228684,0.0320089,0.0236625,0.0521865,0.0221972,0.0116714,0.00971333,0.0234714,0,0.0372052,0.0263259,0.00788588,0.0106582,0.0546919,0.0188886,0,0,0,0,0,0.00421528,0.0167134,0.0189523,0
8,0,0,0,0,0.0434008,0.056202,0,0,0,0.0399441,0.00990571,0.0243687,0.0131018,0,0,0.0130591,0,0.0195082,0.00714274,0.0493043,0.0228435,0.0281609,0.0196784,0.0227756,0.0644418,0.0114775,0.0162107,0.0424638,0.0141368,0.0148098,0.00998351,0.0109859,0.0414913,0.0273082,0.009365,0.00490181,0.0353269,0.0130524,0.0199851,0.0078588,0.0164759,0,0,0.0433723,0,0.013043,0.028269,0.0598178,0.0368672,0.0231716,0.0219441,0.0312949,0.0237828,0.0513773,0.0195622,0.0100455,0.0100303,0.0218548,0.0218375,0.0377968,0.0263696,0.0082012,0.0106306,0.0543221,0.0189642,0,0,0,0,0,0.00453808,0.017258,0.0173934,0
9,0,0,0,0,0.043519,0.0559001,0,0,0,0.03989,0.00998252,0.0238383,0.0140014,0,0,0.0137009,0,0.0194374,0.00743131,0.0493393,0.0223606,0.0276558,0.0190275,0.0226758,0.0638306,0.0111891,0.0156603,0.0421726,0.0140187,0.0147087,0.00970135,0.0107932,0.0414018,0.0276005,0.00934408,0.00486075,0.0349572,0.0129943,0.0198158,0.00920349,0.0170545,0,0,0.0433625,0,0.0130332,0.0282423,0.0600657,0.0379629,0.0222514,0.0209068,0.0305962,0.0238086,0.051013,0.0158475,0.00857207,0.0107771,0.0213086,0.0202829,0.0375732,0.026349,0.00828002,0.0105577,0.0538781,0.019096,0,0,0,0,0,0.00443882,0.0178877,0.01644,0
10,0,0,0,0,0.0437031,0.0556441,0,0,0,0.0398347,0.0100035,0.0233071,0.0151628,0,0,0.0142434,0,0.0192921,0.0076879,0.0493345,0.0219623,0.0272345,0.0182192,0.022633,0.0633528,0.0109795,0.0150226,0.0419295,0.013881,0.014637,0.00945255,0.0106654,0.0413134,0.0279408,0.00928653,0.00484066,0.0331902,0.0129479,0.0191359,0.0102547,0.0176365,0,0,0.043267,0,0.0129745,0.0282042,0.0600896,0.0373149,0.0214732,0.0192181,0.0300416,0.0237629,0.0511102,0.0129253,0.00715399,0.0113369,0.0214001,0.018473,0.0360479,0.0262811,0.00807888,0.0105512,0.0533534,0.0192735,0,0,0,0,0,0.0047138,0.0181937,0.0157526,0
11,0,0,0,0,0.043861,0.0554395,0,0,0,0.0394432,0.0099821,0.0226555,0.0151283,0,0,0.0146815,0,0.0192346,0.0079146,0.0493304,0.0215463,0.0268895,0.0173002,0.0226335,0.0630805,0.0106545,0.0142713,0.0417018,0.0137713,0.014493,0.00924232,0.0105921,0.0409803,0.0280557,0.00926889,0.0048836,0.0265141,0.0129696,0.0166894,0.0111234,0.0181338,0,0,0.0433341,0,0.012964,0.0282748,0.0598171,0.036112,0.020916,0.0173995,0.0296477,0.0237645,0.0515558,0.0113855,0.0065716,0.0128372,0.0221701,0.0154139,0.0342194,0.0263485,0.00794046,0.010632,0.0528948,0.0194966,0,0,0,0,0,0.00638344,0.0189555,0.0150511,0
12,0,0,0,0,0.0438998,0.0552475,0,0,0,0.0384539,0.00989926,0.0218585,0.0147273,0,0,0.0152957,0,0.0192096,0.00823294,0.0493243,0.0210894,0.0265776,0.0162992,0.0224808,0.0629735,0.0101924,0.0134751,0.0415687,0.0135969,0.0143154,0.00903639,0.0105532,0.0401865,0.0284304,0.00927012,0.00496094,0.0213102,0.0129089,0.0170652,0.0116255,0.0184927,0,0,0.0434733,0,0.0129647,0.0283437,0.0594788,0.0364985,0.0205147,0.0159992,0.0293299,0.0238637,0.0522046,0.0110497,0.00728027,0.0146056,0.0236843,0.0125677,0.034514,0.0264158,0.00770279,0.0106372,0.052613,0.0197192,0,0,0,0,0,0.00853447,0.0203555,0.0145228,0
13,0,0,0,0,0.0439034,0.055113,0,0,0,0.0371858,0.00987087,0.0209112,0.014954,0,0,0.0154678,0,0.0192108,0.00833582,0.0492714,0.0205312,0.0262147,0.0152331,0.0222035,0.0629056,0.00969327,0.0124673,0.0415482,0.0135099,0.0140799,0.00874575,0.0105517,0.0388482,0.0286692,0.00927048,0.00498875,0.0196774,0.0127843,0.0188978,0.0116313,0.0187409,0,0,0.043761,0,0.0129911,0.0284732,0.0593186,0.0371081,0.0203473,0.0146797,0.0290858,0.0240015,0.0526864,0.0110924,0.0081038,0.015619,0.0247409,0.0110328,0.0347822,0.0265538,0.00807744,0.010615,0.0525024,0.0198657,0,0,0,0,0,0.00970626,0.0212761,0.0141348,0
14,0,0,0,0,0.0438636,0.0551201,0,0,0,0.0354123,0.00982925,0.0198438,0.015005,0,0,0.0152904,0,0.0192102,0.00829475,0.0491818,0.0200546,0.0260152,0.0141586,0.0219152,0.0628832,0.00922069,0.0114067,0.0416717,0.0133282,0.0137896,0.0084188,0.0106254,0.0368908,0.0289576,0.00926888,0.00492278,0.018453,0.0126239,0.0193978,0.0113105,0.0188607,0,0,0.0442849,0,0.0130009,0.0287222,0.059402,0.036164,0.0204282,0.0138824,0.0289621,0.0242119,0.0527172,0.010786,0.00809008,0.0157813,0.0249572,0.0104048,0.0334272,0.026841,0.0083801,0.01071,0.0524215,0.019882,0,0,0,0,0,0.00991233,0.0215619,0.0129026,0
15,0,0,0,0,0.0437119,0.0551481,0,0,0,0.0331657,0.00975532,0.0187953,0.0149739,0,0,0.0150613,0,0.019224,0.00818246,0.0490823,0.0197506,0.0260758,0.0131179,0.0216297,0.0628821,0.00875016,0.0106161,0.0420125,0.0130514,0.013508,0.00816921,0.0107727,0.0344141,0.0288425,0.00927223,0.00479963,0.0159148,0.0124204,0.0178162,0.0108244,0.0188428,0,0,0.045047,0,0.0130428,0.0291687,0.0597822,0.032429,0.0207013,0.0137895,0.0289195,0.0243959,0.0523662,0.0101251,0.00708731,0.0152348,0.0243662,0.0103014,0.0292016,0.0273915,0.00842012,0.0109167,0.0525064,0.0198323,0,0,0,0,0,0.00937374,0.020984,0.0119001,0
16,0,0,0,0,0.0436552,0.0551641,0,0,0,0.0312655,0.00946902,0.017771,0.0150709,0,0,0.01484,0,0.0192599,0.00804947,0.0489808,0.0196022,0.026352,0.0121768,0.0212749,0.062876,0.00828573,0.0100437,0.0425676,0.0129269,0.0133046,0.0080304,0.010987,0.0312902,0.0287139,0.00932652,0.00465029,0.0131762,0.0122356,0.0147299,0.0102613,0.0186947,0,0,0.0458282,0,0.0131084,0.0296395,0.060391,0.026102,0.0210921,0.0142952,0.0289031,0.0245584,0.0518614,0.00951163,0.0054935,0.0143493,0.0232532,0.0105303,0.0227283,0.0280011,0.00874542,0.011132,0.05274,0.0197677,0,0,0,0,0,0.00797317,0.0196589,0.0104123,0
17,0,0,0,0,0.0436158,0.0550446,0,0,0,0.028841,0.00924246,0.0168038,0.0150669,0,0,0.0145469,0,0.0193141,0.00790803,0.0489334,0.0195066,0.0267625,0.0114699,0.0208333,0.063059,0.0078745,0.0096533,0.0433354,0.0128586,0.0132066,0.00798493,0.0111936,0.0275622,0.0288036,0.00935345,0.00453719,0.012478,0.0120649,0.0117022,0.00944888,0.0184065,0,0,0.0464647,0,0.0131604,0.0300988,0.0610505,0.0199335,0.0214814,0.0150024,0.0288636,0.0246899,0.0514944,0.0091906,0.0042658,0.0131283,0.0224583,0.011444,0.0180982,0.0285227,0.00897306,0.0113037,0.0529987,0.0197192,0,0,0,0,0,0.00621375,0.0184994,0,0
18,0,0,0,0,0.043476,0.0551806,0,0,0,0.0260438,0.00910615,0.0162658,0.014861,0,0,0.0140147,0,0.019348,0.00763975,0.0487536,0.0196987,0.0273073,0.0106778,0.0204619,0.0633421,0.00734434,0.00918214,0.0442989,0.012673,0.0131885,0.00804432,0.011374,0.0234856,0.0285521,0.00936917,0.00433909,0.0153884,0.0118488,0.00927155,0.00840346,0.0179497,0,0,0.0471772,0,0.0132054,0.0306897,0.0614573,0.016453,0.0217831,0.0153682,0.0288063,0.0249494,0.0515294,0.00890049,0.00492765,0.0123076,0.0226594,0.0130756,0.0186241,0.0291188,0.00901647,0.0115075,0.0532559,0.0197605,0,0,0,0,0,0.00449492,0.0173556,0.00860081,0
19,0,0,0,0,0.0434578,0.0557293,0,0,0,0.0237307,0.0089918,0.0166848,0.0150486,0,0,0.0128328,0,0.0193617,0.00699119,0.0486788,0.0205324,0.0277812,0.0104759,0.0202382,0.0636197,0.00711084,0.00922641,0.0452127,0.0123544,0.0133287,0.00831589,0.0114931,0.0193907,0.0279655,0.00940552,0.00387855,0.0219005,0.0117511,0.008093,0.00738733,0.0175058,0,0,0.0479496,0,0.0132984,0.031327,0.0614037,0.0181025,0.0222251,0.0157086,0.0287925,0.0255704,0.051777,0.00850568,0.00703524,0.0133632,0.0235293,0.0148741,0.0224022,0.0295231,0.00940506,0.0117157,0.0537915,0.0198438,0,0,0,0,0,0.00244279,0.0159086,0.00807669,0
20,0,0,0,0,0.04321,0.0559297,0,0,0,0.0225801,0.00889896,0.0178683,0.0156456,0,0,0.0120237,0,0.0193819,0.00660034,0.0486189,0.021572,0.0278434,0.0110167,0.0201469,0.0637421,0.00711864,0.00963564,0.046209,0.0116831,0.0136576,0.00873404,0.0117153,0.0159224,0.0275342,0.00941568,0.00365697,0.0313211,0.0115955,0.0123733,0.00689366,0.0171246,0,0,0.0488375,0,0.0133949,0.0319427,0.0613205,0.0243741,0.0227888,0.0166412,0.0286273,0.0261381,0.0517233,0.00855035,0.00832184,0.0153731,0.0243107,0.0165379,0.0289074,0.0301682,0.00962545,0.0120012,0.0542251,0.0199938,0,0,0,0,0,0.00150128,0.0144488,0.00785562,0
21,0,0,0,0,0.0430532,0.055796,0,0,0,0.0239664,0.00887826,0.0202935,0.0163224,0,0,0.0114009,0,0.0194374,0.00634969,0.0485598,0.0235447,0.0279997,0.0122339,0.020211,0.0637398,0.00730322,0.0106449,0.0473725,0.0109487,0.0147774,0.00939763,0.0120819,0.0160227,0.0265876,0.00936504,0.0035699,0.0385413,0.0114406,0.0175227,0.00676562,0.0168893,0,0,0.0493177,0,0.0134149,0.0322315,0.0614447,0.0294231,0.0234181,0.0185797,0.0285421,0.0264692,0.0513344,0.00917169,0.00811387,0.0169101,0.0246654,0.0171528,0.035206,0.03047,0.0100672,0.0121812,0.054426,0.0201873,0,0,0,0,0,0.00206471,0.0138321,0.00883196,0
22,0,0,0,0,0.0429897,0.0555715,0,0,0,0.0285683,0.00895895,0.0240807,0.0170588,0,0,0.0109428,0,0.0195225,0.00618738,0.0484528,0.0263798,0.0283259,0.0137554,0.0204194,0.0637345,0.00786866,0.0123206,0.0487094,0.0105987,0.0171699,0.0101599,0.0126251,0.0206979,0.0257051,0.00926423,0.0036212,0.0425087,0.0113016,0.0201471,0.00681946,0.0168044,0,0,0.049136,0,0.0133557,0.0321917,0.0617589,0.0324329,0.0239004,0.019705,0.0285813,0.0264421,0.0510746,0.0100458,0.00745345,0.0171001,0.0242059,0.0170444,0.0392892,0.0302518,0.0103501,0.0122164,0.054316,0.0203633,0,0,0,0,0,0.00222538,0.0139202,0.0103864,0
23,0,0,0,0,0.0430343,0.0554713,0,0,0,0.0348126,0.00898307,0.0289406,0.017814,0,0,0.0106238,0,0.0195614,0.00605371,0.0481751,0.0294059,0.0287424,0.015373,0.0206495,0.063898,0.00890535,0.0145854,0.0501099,0.0109737,0.0207192,0.0110145,0.0132774,0.0281458,0.0247417,0.00920411,0.00375147,0.0446857,0.0112416,0.0219237,0.00687364,0.0167672,0,0,0.0484051,0,0.0133076,0.0319754,0.0620553,0.0346828,0.0242169,0.0195998,0.0288217,0.0262597,0.0512001,0.011536,0.00716231,0.0154646,0.0232178,0.0166398,0.0417024,0.0296691,0.0104169,0.0122117,0.0542076,0.0203726,0,0,0,0,0,0.00197476,0.0142861,0.0111932,0
24,0,0,0,0,0.0432027,0.0554699,0,0,0,0.0412941,0.00895288,0.0335947,0.0185373,0,0,0.0106531,0,0.0196249,0.00595102,0.0477262,0.0315871,0.029193,0.017042,0.0208717,0.0642537,0.0100056,0.0170648,0.0513776,0.0118739,0.0247346,0.0117655,0.0139061,0.0363165,0.0243496,0.0091993,0.00394369,0.0457448,0.0112639,0.0230486,0.00702367,0.0166886,0,0,0.0474035,0,0.0132963,0.031633,0.062299,0.0355421,0.0244699,0.0199989,0.0292334,0.0259862,0.0513894,0.0139695,0.00756013,0.0136436,0.0223826,0.0157853,0.0431183,0.0289632,0.0103684,0.0122101,0.0539253,0.0203028,0,0,0,0,0,0.00164469,0.0147666,0.0123926,0
25,0,0,0,0,0.0434515,0.0555261,0,0,0,0.0469642,0.00892857,0.0370183,0.0195158,0,0,0.0110341,0,0.0198005,0.00581209,0.0471581,0.0327676,0.029579,0.0184455,0.0211575,0.0646379,0.0110402,0.0195176,0.0524215,0.0129057,0.0282176,0.0121556,0.0144727,0.0448756,0.0239403,0.00926883,0.004214,0.0464696,0.0112782,0.0238166,0.0074574,0.0165871,0,0,0.0466397,0,0.0133238,0.031389,0.0624897,0.0353899,0.024661,0.020679,0.029904,0.025889,0.0513222,0.0164672,0.0086925,0.0123334,0.0218121,0.0147037,0.0444488,0.0283642,0.0104894,0.0122532,0.0536538,0.0199856,0,0,0,0,0,0.00330182,0.0151192,0.0137531,0
26,0,0,0,0,0.0436564,0.0556054,0,0,0,0,0.00889191,0.0425458,0.0207989,0,0,0.0115339,0,0.0200719,0.00562565,0.0467333,0.0375662,0.0300732,0.0197715,0.0214511,0.0648919,0.0121343,0.0221071,0.0530628,0.0149512,0.0324573,0.0144256,0.0139995,0.0568081,0.0233773,0.00941359,0.00434129,0.0468872,0.0112955,0.0243292,0.00811359,0.016412,0,0,0.046296,0,0.0133504,0.0313267,0.0626127,0.0345689,0.0245419,0.020557,0.0307285,0.0260277,0.0513485,0.0180743,0.00952491,0.011977,0.0217502,0.0140721,0.0455325,0.0280609,0.0103602,0.0123761,0.0536481,0.0193727,0,0,0,0,0,0.00499644,0.0151173,0.0145624,0
27,0,0,0,0,0.0437454,0.055393,0,0,0,0.0567614,0.00896871,0.0408566,0.0213562,0,0,0.0117462,0,0.0201889,0.00554023,0.0460593,0.0342275,0.0298085,0.0195833,0.020947,0.0649665,0.0127188,0.0234209,0.0544743,0.0146077,0.0324174,0.012508,0.0152224,0.0617185,0.0231786,0.00950626,0.00424233,0.0473377,0.0114355,0.0250635,0.00749687,0.0165638,0,0,0.0452718,0,0.0132161,0.0306927,0.062876,0.0335219,0.0249313,0.0203525,0.0306509,0.0259035,0.0515019,0.018164,0.00977106,0.0124572,0.0222239,0.0148602,0.0461805,0.0274523,0.0102,0.0122874,0.0534057,0.0189127,0,0,0,0,0,0.00564709,0.0142864,0.0153902,0
28,0,0,0,0,0.0435935,0.0549203,0,0,0,0.0611956,0.00911409,0.0415275,0.0216763,0,0,0.0118176,0,0.0202536,0.00548003,0.0454852,0.034941,0.0297995,0.0195908,0.0202568,0.0646784,0.0132896,0.0248845,0.0554856,0.0152804,0.0337119,0.012623,0.0153986,0.0705325,0.0234643,0.00956323,0.00397658,0.0471401,0.0115624,0.0261914,0.00666482,0.0168735,0,0,0.0443475,0,0.0130575,0.0299865,0.06303,0.033052,0.0251215,0.0206772,0.0301958,0.0256014,0.0520079,0.017769,0.0100009,0.0131874,0.0229564,0.0164347,0.0459277,0.0270963,0.0101609,0.0121029,0.0531694,0.0186014,0,0,0,0,0,0.00543358,0.0129094,0.0154899,0
29,0,0,0,0,0.0434555,0.054392,0,0,0,0.0658234,0.00924964,0.0415911,0.0218713,0,0,0.0121898,0,0.0202785,0.00546378,0.0450272,0.036212,0.0298497,0.0198849,0.019574,0.0639639,0.0138168,0.0263001,0.056419,0.0158716,0.0347768,0.0127069,0.0155484,0.0812737,0.0242744,0.00961798,0.00364805,0.0462603,0.0116554,0.0272456,0.00565313,0.0173613,0,0,0.043449,0,0.012876,0.029312,0.0630468,0.0330483,0.0252622,0.0215871,0.0295465,0.0251986,0.0525165,0.0174976,0.0104987,0.013794,0.0235834,0.0183763,0.0450324,0.0267988,0.00982783,0.0119243,0.0528777,0.018561,0,0,0,0,0,0.0048385,0.0113862,0.0151335,0
30,0,0,0,0,0.0432597,0.0539517,0,0,0,0.0707016,0.00931338,0.041124,0.0217937,0,0,0.0129165,0,0.0203421,0.00561519,0.0447026,0.0383041,0.0299011,0.0202314,0.0190046,0.0628464,0.0142032,0.0277099,0.0572709,0.0164027,0.0355692,0.0127961,0.0156744,0.0925072,0.0251585,0.00973096,0.00331817,0.0449567,0.011743,0.0280802,0.00448944,0.0178778,0,0,0.0424923,0,0.0127303,0.0286874,0.062989,0.0331561,0.0253762,0.0227607,0.0288577,0.0246014,0.0530091,0.0175103,0.0111324,0.0143796,0.0241462,0.0206345,0.0437384,0.0265795,0.00959469,0.0117076,0.0525841,0.018792,0,0,0,0,0,0.00440881,0.0100471,0.0144141,0
31,0,0,0,0,0.0431383,0.0536403,0,0,0,0.0758135,0.00934594,0.040232,0.0214186,0,0,0.0139804,0,0.0204937,0.00607282,0.0444153,0.0417602,0.029867,0.0204952,0.0185649,0.0615051,0.0144034,0.0288532,0.0578617,0.0168391,0.0362729,0.0129675,0.0156726,0.101796,0.0260498,0.00986556,0.00314043,0.0434461,0.0118163,0.0286745,0.00323061,0.018295,0,0,0.0416902,0,0.0126209,0.0281778,0.062918,0.0331986,0.0254872,0.0234543,0.0281646,0.0238527,0.0533873,0.017801,0.0118437,0.0151473,0.0245408,0.0227098,0.0422822,0.026506,0.00951538,0.011456,0.0523132,0.0193063,0,0,0,0,0,0.00514147,0.00909899,0.0136185,0
32,0,0,0,0,0.0432234,0.0535044,0,0,0,0.0808841,0.00943626,0.0389185,0.0208572,0,0,0.0149629,0,0.0207222,0.00657146,0.0441308,0.0460354,0.029716,0.0206384,0.0183287,0.0602929,0.01435,0.0296348,0.0582576,0.0174031,0.0370474,0.0130295,0.0157377,0.110561,0.0265318,0.0099704,0.00311441,0.0422497,0.0119332,0.0291031,0.00214522,0.01854,0,0,0.0412284,0,0.012584,0.0278318,0.0628817,0.0329527,0.0256497,0.0239834,0.0275947,0.0232087,0.0535262,0.0184099,0.0126429,0.015961,0.0245991,0.0238501,0.041116,0.0264962,0.00944424,0.0112563,0.0521198,0.0200071,0,0,0,0,0,0.00643885,0.00881023,0.0130078,0
33,0,0,0,0,0.0435172,0.0533788,0,0,0,0.0863185,0.00953759,0.0377575,0.0203839,0,0,0.0162084,0,0.0210046,0.00717655,0.0442913,0.050549,0.0295472,0.0207123,0.0182221,0.0595513,0.014117,0.0302641,0.0586763,0.0180651,0.0378269,0.0130418,0.0159761,0.119207,0.0268774,0.0100578,0.00317367,0.0412477,0.0119819,0.0296326,0.00142879,0.0187595,0,0,0.041194,0,0.012547,0.0277223,0.0629154,0.032803,0.0256865,0.0256245,0.0270833,0.0227783,0.0537327,0.0196876,0.0138283,0.0168432,0.0243695,0.0242235,0.0401269,0.026585,0.00934062,0.0111589,0.05185,0.0208868,0,0,0,0,0,0.00789999,0.00895143,0.0127098,0
34,0,0,0,0,0.043847,0.0532856,0,0,0,0.0917259,0.0095186,0.0376413,0.020061,0,0,0.0175128,0,0.0212039,0.0078289,0.0446493,0.0545811,0.0292856,0.0207726,0.0181308,0.0592963,0.0139255,0.0307326,0.05909,0.0187394,0.0386936,0.0130042,0.0165339,0.127521,0.0270824,0.0101402,0.00333403,0.0403786,0.0119486,0.0298696,0.00117731,0.0189929,0,0,0.0413034,0,0.0124758,0.0277722,0.0630712,0.0322199,0.0256557,0.0264265,0.0265214,0.0225439,0.0540483,0.0201494,0.0145104,0.0171471,0.0238481,0.0250103,0.0392631,0.0267182,0.00906997,0.0111795,0.0514415,0.0217695,0,0,0,0,0,0.00864144,0.0094198,0.0127164,0
35,0,0,0,0,0.0440321,0.0531928,0,0,0,0.0971773,0.00947631,0.0383206,0.019887,0,0,0.0187633,0,0.0212868,0.00844095,0.0450236,0.0578205,0.0289248,0.0209136,0.0180502,0.0591967,0.0140595,0.0312912,0.0594237,0.0194534,0.0397428,0.0130253,0.0173147,0.135015,0.0272176,0.0101931,0.00362008,0.0399002,0.0119026,0.0299848,0.00124576,0.0192077,0,0,0.0412741,0,0.0124015,0.0278384,0.0632454,0.0314071,0.0256956,0.0259635,0.0259742,0.0224923,0.0543022,0.0198578,0.0145644,0.0169137,0.0234338,0.0248582,0.0388455,0.0268239,0.00874432,0.0112701,0.0511314,0.0221906,0,0,0,0,0,0.00899731,0.0110434,0.01279,0
