Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,T10,x68,x69,x70,x71,x72,STRN,RTIBP,LTHII,RTIBI,
141,0,0,0,0,0.0405683,0.0503651,0,0,0,0.0210735,0.0107189,0.0110406,0.00653914,0,0,0.00454681,0,0.0182529,0.00243793,0.0513134,0.029733,0.0244112,0.0118443,0.0213099,0.0524572,0.00850164,0.0132332,0.0483366,0.0135633,0.0153968,0.00983861,0.00893911,0.0372899,0.0179692,0.00828598,0.00168496,0.0603976,0.00774222,0.0562201,0.0125707,0.0176769,0,0,0.0507808,0,0.0155017,0.0387928,0.0654567,0.0765367,0.0313313,0.0161344,0.0147884,0.0283261,0.0136601,0.0604942,0,0,0.0371583,0,0.057563,0.0312799,0.0193843,0.0194806,0.0229362,0,0,0,0,0,0.0466196,0,0.00968138,0.0463615,0
142,0,0,0,0,0.0401781,0.0506767,0,0,0,0.0211766,0.010608,0.0102325,0.0062592,0,0,0.00505898,0,0.0184086,0.00299934,0.0505908,0.0275354,0.0251905,0.0125886,0.0210117,0.0528377,0.00861127,0.0135024,0.0492009,0.0136804,0.015521,0.00952582,0.00890287,0.0365033,0.0177107,0.00838297,0.00190671,0.033628,0.00778948,0.0320717,0.00965771,0.0173459,0,0,0.0508407,0,0.0155083,0.0387028,0.0649296,0.052366,0.0308584,0.0166568,0.016534,0.0281983,0.0129322,0.0619576,0,0,0.02158,0.0307326,0.0263951,0.0314027,0.0193297,0.0194972,0.0232697,0,0,0,0,0,0.0473836,0,0.00967634,0.0316084,0
143,0,0,0,0,0.0404368,0.0498336,0,0,0,0.0242229,0.0111731,0.00931709,0.0070915,0,0,0.00578757,0,0.0179317,0.00339302,0.0511884,0.0267195,0.0237231,0.0127108,0.0216997,0.0523289,0.007974,0.0137,0.0484526,0.0125718,0.0151057,0.00906988,0.0089307,0.0392867,0.0191358,0.00816227,0.00163032,0.0693718,0.0080345,0.0634052,0.0135518,0.0178917,0,0,0.0493978,0,0.0152504,0.0373534,0.0654923,0.0882418,0.0308811,0.0164647,0.0149645,0.0275758,0.0154192,0.0623828,0,0.0273194,0.037073,0,0.0603738,0.0305008,0.0186238,0.0189138,0.0230787,0,0,0,0,0,0.0461203,0,0.00892627,0.0463989,0
144,0,0,0,0,0.0399808,0.0503663,0,0,0,0.0239647,0.0107551,0.0088641,0.00688361,0,0,0.00594087,0,0.0182129,0.00373136,0.0502818,0.0251907,0.0244967,0.0136807,0.0211874,0.0527541,0.00804439,0.0136208,0.0496228,0.0125735,0.0152113,0.0086677,0.00905994,0.0376609,0.0186452,0.00837579,0.00184589,0.0361836,0.00806616,0.0348756,0.010433,0.0171263,0,0,0.0497717,0,0.0152182,0.0374706,0.0650056,0.0591231,0.0306592,0.0173124,0.0170345,0.0270642,0.0143401,0.0631049,0,0.020794,0.0199799,0.0326781,0.0245713,0.0308773,0.0184992,0.0188161,0.0235306,0,0,0,0,0,0.0471544,0,0.00932836,0.0299416,0
145,0,0,0,0,0.0396235,0.050112,0,0,0,0.0243026,0.0106829,0.00893136,0.00676925,0,0,0.0061086,0,0.0181406,0.00373716,0.0502999,0.0245701,0.0241641,0.013937,0.0209151,0.0528443,0.00759452,0.0129462,0.0499034,0.0123903,0.0151272,0.008551,0.00903168,0.0368924,0.0189673,0.00838385,0.00166233,0.0358436,0.00818816,0.035941,0.0109065,0.0169979,0,0,0.0488434,0,0.0149911,0.0367124,0.0647759,0.0599286,0.030433,0.0169987,0.0168775,0.0262671,0.0150001,0.0633707,0.0200086,0.0220002,0,0.0334084,0.0244451,0.0305962,0.0179978,0.0183879,0.0235932,0,0,0,0,0,0.0469467,0,0.00930821,0.0301705,0
146,0,0,0,0,0.0394488,0.0500087,0,0,0,0.0235252,0.0104355,0.00917762,0.00634568,0,0,0.00609393,0,0.0182294,0.0035979,0.0503592,0.0241237,0.0241319,0.0139419,0.0205349,0.0530711,0.00719085,0.0126228,0.0502728,0.0126063,0.0150931,0.00863558,0.00883462,0.0352798,0.0191886,0.0084876,0.00149999,0.0351932,0.00832356,0.0368731,0.0112124,0.0168056,0,0,0.0483458,0,0.0148148,0.0362231,0.0643254,0.060034,0.0301841,0.0168122,0.016779,0.0255071,0.015221,0.0633298,0.0213684,0.0228089,0,0.0338499,0.0233807,0.0304151,0.0175655,0.0180238,0.0235172,0,0,0,0,0,0.0469159,0,0.00893655,0.0303134,0
147,0,0,0,0,0.0399909,0.0491415,0,0,0,0.0227886,0.0107483,0.00941509,0.00575696,0,0,0.00672493,0,0.0180623,0.00337437,0.0510112,0.0235228,0.0234242,0.0131781,0.020106,0.0529135,0.0059826,0.0112552,0.049724,0.0129894,0.0150674,0.00898407,0.00835791,0.0337303,0.0203926,0.00843436,0.000925615,0.064521,0.00863746,0.0684627,0.0144076,0.0176471,0,0,0.0465717,0,0.0144375,0.0347899,0.0646172,0.0918059,0.0291765,0.022154,0.0141958,0.0246007,0.0201104,0.0633701,0.0244971,0.0348064,0,0,0.054468,0.0293268,0.0168023,0.0172948,0.0232822,0,0,0,0,0,0.0455611,0,0.00771588,0.0462489,0
148,0,0,0,0,0.0401934,0.0491374,0,0,0,0.020686,0.0105027,0.0096786,0.00516066,0,0,0.00658683,0,0.0182688,0.0032052,0.0508724,0.0226214,0.0238322,0.0129325,0.0195295,0.0531252,0.0055345,0.0104545,0.049995,0.0139799,0.0155253,0.00924404,0.00799026,0.0308548,0.0203764,0.00856145,0.000893317,0.0636138,0.00879076,0.0700529,0.0141857,0.0174087,0,0,0.04645,0,0.0143378,0.0345128,0.0642214,0.0926507,0.0286276,0.0231938,0.0141054,0.0241744,0.0215543,0.0641007,0.0262225,0,0,0,0.0534551,0.0292125,0.0165057,0.0170318,0.0229113,0,0,0,0,0,0.0456236,0,0.0073958,0.0475651,0
149,0,0,0,0,0.0401834,0.0491207,0,0,0,0.0189274,0.0104019,0.00985845,0.00474405,0,0,0.00637628,0,0.0184099,0.00303629,0.0506577,0.0216449,0.024244,0.0126256,0.0190217,0.0531576,0.00511409,0.0097764,0.0501276,0.0148958,0.0161829,0.00945107,0.00780673,0.0283509,0.0205708,0.00857298,0.00113958,0.061372,0.00893869,0.0705167,0.0139789,0.0172479,0,0,0.0461448,0,0.0142318,0.034173,0.0641843,0.0927457,0.0281227,0.0238561,0.0139678,0.0238253,0.0218622,0.0645857,0.0272092,0,0,0,0.0510976,0.0289506,0.0162378,0.016771,0.0225555,0,0,0,0,0,0.045685,0,0.00723539,0.048157,0
150,0,0,0,0,0.0400196,0.0491066,0,0,0,0.0178612,0.0103504,0.0100851,0.00438463,0,0,0.0062515,0,0.018512,0.0029248,0.0503457,0.0207857,0.0246881,0.012253,0.0185704,0.0532234,0.00488445,0.00914558,0.0501537,0.0154554,0.0167758,0.00956545,0.00790045,0.0265255,0.0208023,0.00858752,0.00130727,0.058845,0.00912315,0.0704057,0.013435,0.0171297,0,0,0.0456457,0,0.0141559,0.0337729,0.0642566,0.0925454,0.0276295,0.0245024,0.0138517,0.0236454,0.0218923,0.0647194,0.027384,0,0,0,0.0483946,0.0286263,0.0159585,0.0166313,0.0223217,0,0,0,0,0,0.0457257,0,0.00721592,0.048674,0
151,0,0,0,0,0.0397371,0.049105,0,0,0,0.0175878,0.0103681,0.0102414,0.0040963,0,0,0.00615119,0,0.0186484,0.00296024,0.0500109,0.02019,0.0250727,0.0117466,0.0182299,0.0532757,0.00491407,0.00859645,0.050085,0.0156091,0.0170713,0.00959926,0.00828682,0.0255921,0.0209219,0.00861045,0.00128241,0.0559056,0.00936562,0.0696535,0.0128361,0.017026,0,0,0.0450728,0,0.0141281,0.0333771,0.0644534,0.0919651,0.0271653,0.0249752,0.0137972,0.0235755,0.0215817,0.0645785,0.027161,0,0,0,0.0448865,0.0283388,0.0156424,0.0164425,0.0222234,0,0,0,0,0,0.0457222,0,0.00723601,0.0490878,0
152,0,0,0,0,0.0391383,0.0491641,0,0,0,0.0180958,0.0103742,0.0105018,0.00397259,0,0,0.00612501,0,0.0187191,0.0030675,0.0497262,0.0200721,0.0253692,0.0111293,0.0179731,0.0532401,0.00522621,0.0081914,0.0499285,0.0155161,0.0171129,0.00962349,0.00889458,0.0252901,0.0208813,0.00861573,0.00118021,0.0528909,0.00956916,0.0688845,0.0121322,0.0170172,0,0,0.0445718,0,0.014123,0.033096,0.0647694,0.091213,0.0267413,0.0254313,0.0138377,0.0235131,0.0209721,0.0644233,0.0269551,0,0,0,0.0414052,0.0281462,0.0154048,0.0161221,0.0222452,0,0,0,0,0,0.0456894,0,0.00721497,0.0491112,0
153,0,0,0,0,0.0386343,0.0492415,0,0,0,0.0186375,0.0103496,0.0108969,0.0040154,0,0,0.00626607,0,0.0184699,0.00328247,0.0494772,0.0203141,0.0256125,0.0104587,0.0177691,0.0531463,0.0056808,0.00794174,0.0497445,0.0152653,0.0169434,0.00954815,0.00963188,0.0250053,0.0206041,0.00853341,0.00111413,0.0495227,0.00971745,0.0680278,0.0113494,0.0170311,0,0,0.0441462,0,0.014083,0.0328766,0.0650906,0.0901276,0.0263775,0.0257347,0.0139969,0.023378,0.0199323,0.0639988,0.0269585,0,0,0,0.0379237,0.0279786,0.0152144,0.0157116,0.0222928,0,0,0,0,0,0.0456896,0,0.00706357,0.0487628,0
154,0,0,0,0,0.0388121,0.0491915,0,0,0,0.0192381,0.0105835,0.0115129,0.00406149,0,0,0.00648638,0,0.0182235,0.0035623,0.049165,0.0204449,0.0258236,0.00976514,0.0176559,0.0530286,0.00613319,0.00774478,0.0496289,0.0152088,0.0170072,0.00973927,0.01037,0.0248783,0.0200941,0.00834747,0.00122251,0.045322,0.00983815,0.0663962,0.0108545,0.0170448,0,0,0.0436945,0,0.0140322,0.0325695,0.065483,0.0881125,0.0260759,0.0250491,0.0142606,0.0231777,0.0186018,0.0632121,0.0265819,0.0347825,0,0,0.0338408,0.027825,0.014998,0.015551,0.0223057,0,0,0,0,0,0.0456545,0,0.00687517,0.0480044,0
155,0,0,0,0,0.0391834,0.0491261,0,0,0,0.0196715,0.0108733,0.0124155,0.00394732,0,0,0.00662823,0,0.0180397,0.00379347,0.0487369,0.020218,0.0260999,0.00911543,0.0176094,0.0529705,0.00646374,0.0076339,0.0495992,0.0153396,0.0173264,0.0100146,0.0109978,0.0247867,0.0194127,0.00816373,0.00144548,0.0415023,0.00993362,0.0648762,0.0103408,0.017028,0,0,0.0433667,0,0.0139988,0.0323138,0.0657509,0.0863874,0.025786,0.0247304,0.014756,0.0229582,0.0176372,0.0625821,0.026268,0.0339041,0,0,0.0301173,0.0277658,0.0148182,0.0156537,0.0222957,0,0,0,0,0,0.0456932,0,0.00679299,0.0474182,0
156,0,0,0,0,0.0393612,0.0491192,0,0,0,0.0204289,0.0111111,0.0136879,0.00382335,0,0,0.00668197,0,0.0180175,0.00397969,0.0482446,0.0204596,0.0264043,0.00866117,0.0176918,0.0530001,0.0066734,0.00756315,0.0494812,0.0156689,0.0178855,0.0103296,0.0116498,0.0248484,0.019219,0.00812909,0.00173356,0.0377545,0.0100529,0.0630936,0.00988978,0.0169768,0,0,0.0430788,0,0.0139933,0.0320966,0.066073,0.0845743,0.0255734,0.0242119,0.0154217,0.0227352,0.0166492,0.061892,0.0256071,0.0322518,0,0,0.0264873,0.0276791,0.0146647,0.015654,0.0222651,0,0,0,0,0,0.0458043,0,0.00676806,0.046808,0
157,0,0,0,0,0.0390488,0.0492103,0,0,0,0.0217343,0.0113282,0.0149946,0.00382529,0,0,0.00676621,0,0.0180762,0.00418135,0.047787,0.0207718,0.0266479,0.00829431,0.0179363,0.0531333,0.00675067,0.00753251,0.0491875,0.0160477,0.0184478,0.0107503,0.0123107,0.025319,0.019133,0.00810218,0.00203772,0.0342193,0.0101609,0,0.00968093,0.0169091,0,0,0.0428274,0,0.0139953,0.0319253,0.0667783,0.0809638,0.0256014,0.0209823,0.0162457,0.0225447,0.0141622,0.0603714,0.0229915,0.0282439,0.0440588,0,0.0205552,0.0275145,0.0145025,0.0155169,0.0222076,0,0,0,0,0,0.0459661,0,0.00700237,0.044955,0
158,0,0,0,0,0.0387557,0.0492807,0,0,0,0.0234106,0.0114964,0.0162161,0.00393646,0,0,0.0069775,0,0.0181304,0.00443186,0.0473254,0.0211245,0.0270595,0.00788127,0.0179767,0.0533276,0.0066191,0.0073891,0.0490873,0.0164044,0.0189615,0.0113275,0.0129424,0.0263566,0.0189466,0.00806708,0.00221776,0.0314579,0.0102719,0.0597575,0.00912576,0.0168692,0,0,0.0424386,0,0.0139612,0.0316796,0.0667188,0.0809921,0.025271,0.0222465,0.0168835,0.0222617,0.0152207,0.0602828,0.0238041,0.0282406,0,0,0.0192216,0.0272567,0.0143404,0.0153308,0.0221052,0,0,0,0,0,0.046068,0,0.00747931,0.0454705,0
159,0,0,0,0,0.0386865,0.0493425,0,0,0,0.0253201,0.0115273,0.017373,0.00458391,0,0,0.00715137,0,0.0181546,0.0045635,0.0469458,0.0216083,0.0274694,0.00780501,0.0181508,0.0535465,0.00633529,0.00727041,0.0491864,0.0165946,0.0193565,0.0118117,0.013539,0.0277376,0.0188257,0.00808789,0.00227841,0.0253986,0.0103581,0.0556191,0.00865455,0.016731,0,0,0.0423086,0,0.0139503,0.0315564,0.0670998,0.0772581,0.0252292,0.0197302,0.01771,0.0219941,0.0132743,0.0589363,0.0222059,0.0243945,0.0432814,0,0.0132958,0.0273123,0.0142572,0.0152276,0.021876,0,0,0,0,0,0.0462246,0,0.00805079,0.0426067,0
160,0,0,0,0,0.0383497,0.0493716,0,0,0,0.0273899,0.0115157,0.0184475,0.00516733,0,0,0.00723423,0,0.0180877,0.00457393,0.0465909,0.0221821,0.0278504,0.00796799,0.0183147,0.0537399,0.00595754,0.00710446,0.0493027,0.0166194,0.0196705,0.0121382,0.0140372,0.0294277,0.0190451,0.00813978,0.00225406,0.0217418,0.0104909,0.0535452,0.00830509,0.0166804,0,0,0.042139,0,0.0139572,0.0313647,0.0671807,0.0755646,0.0250442,0.0183177,0.0183954,0.0217381,0.0120032,0.0580575,0.021347,0.0219432,0.0424004,0,0.0108392,0.0272683,0.0141013,0.0151429,0.0216044,0,0,0,0,0,0.0463296,0,0.0086525,0.0413967,0
161,0,0,0,0,0.037827,0.0499598,0,0,0,0.0292005,0.0111537,0.0199167,0.00365461,0,0,0.00664584,0,0.0183097,0.0044045,0.045134,0.0233676,0.0302245,0.00943914,0.0180857,0.0544317,0.00646445,0.00799313,0.0506824,0.0174465,0.0205609,0.0130641,0.0153105,0.0312288,0.0182845,0.00831035,0.0022191,0.0566486,0.0105705,0.0274843,0.00321786,0.0159479,0,0,0.0423138,0,0.0140179,0.031464,0.0617665,0.0162399,0.0252509,0.00929028,0.0207293,0.0213491,0.0071723,0.0609538,0.0123211,0.00865008,0.0187522,0.02768,0.0596614,0.0274406,0.014074,0.0151566,0.0217339,0,0,0,0,0,0.0475244,0,0.0102119,0.0286173,0
162,0,0,0,0,0.0378741,0.0499834,0,0,0,0.031498,0.0111339,0.0209472,0.00412161,0,0,0.00639007,0,0.0182879,0.00423127,0.0445969,0.023694,0.0306367,0.00996945,0.018136,0.0546514,0.00627775,0.00809043,0.0506128,0.0176286,0.0206915,0.013441,0.0156515,0.0336175,0.0178915,0.00827093,0.00201539,0.0565643,0.0106537,0.0271555,0.00280234,0.0158393,0,0,0.0422588,0,0.0140234,0.0313384,0.0617358,0.0156101,0.0252163,0.00830067,0.0213379,0.0211694,0.00740762,0.0604934,0.0120526,0.00752134,0.0181398,0.0275222,0.0598852,0.027597,0.0139606,0.0150159,0.0216221,0,0,0,0,0,0.0476577,0,0.0108437,0.0278282,0
163,0,0,0,0,0.0380142,0.050043,0,0,0,0.0338529,0.0111146,0.021982,0.00456571,0,0,0.00605772,0,0.0182722,0.00391134,0.0439103,0.0236338,0.0311088,0.0105715,0.0181869,0.0548341,0.00600671,0.00825444,0.0505414,0.0178281,0.0206906,0.013473,0.0159548,0.0361523,0.0178721,0.00826192,0.00185058,0.0566028,0.0107585,0.0272379,0.00252425,0.0157925,0,0,0.0422948,0,0.014058,0.0312887,0.0616013,0.0150644,0.0251892,0.0077592,0.021913,0.021123,0.0081583,0.0599541,0.0121611,0.00701007,0.0178092,0.027442,0.0601832,0.0276838,0.0138885,0.0147311,0.0216448,0,0,0,0,0,0.0477949,0,0.011305,0.027557,0
164,0,0,0,0,0.0379059,0.0501168,0,0,0,0.0361249,0.0110667,0.0230905,0.00477264,0,0,0.00569655,0,0.0183361,0.00360035,0.0436836,0.0236585,0.0314935,0.0113325,0.0182735,0.0550286,0.00586795,0.0086525,0.0505857,0.0176817,0.0205121,0.013572,0.0162853,0.0385277,0.0182541,0.00831744,0.00167572,0.0568014,0.0108942,0.0276433,0.00243809,0.015814,0,0,0.0423441,0,0.0141433,0.0312747,0.0614328,0.0147677,0.0252122,0.00778928,0.0224408,0.021125,0.00911008,0.0594901,0.0123578,0.00705771,0.0175617,0.0275038,0.0603904,0.0277833,0.0138074,0.0146077,0.0218155,0,0,0,0,0,0.0479336,0,0.0117294,0.0279364,0
165,0,0,0,0,0.0381207,0.0501329,0,0,0,0.0385195,0.01101,0.0242281,0.00485455,0,0,0.00535249,0,0.0184112,0.00334266,0.0435774,0.0236786,0.0317775,0.0120723,0.0183375,0.0552351,0.00598113,0.00919647,0.0506146,0.017622,0.0204773,0.0138045,0.0166244,0.0410053,0.0186383,0.0084006,0.00154597,0.056708,0.0109312,0.027976,0.00252083,0.0158575,0,0,0.0425444,0,0.0141696,0.0312782,0.0613404,0.0142151,0.0252542,0.00834387,0.0228659,0.0210724,0.0102708,0.0590865,0.0127129,0.00731176,0.0162992,0.0274435,0.060197,0.0280223,0.0137502,0.0145711,0.0220463,0,0,0,0,0,0.0479844,0,0.0121487,0.0283593,0
166,0,0,0,0,0.0383887,0.050158,0,0,0,0.0410055,0.0109752,0.0253078,0.00489865,0,0,0.00505625,0,0.0184724,0.00322806,0.0434154,0.0239339,0.0320304,0.0127422,0.0184056,0.0554187,0.00624677,0.00977302,0.0505723,0.0177231,0.0206204,0.0140074,0.0169433,0.0435053,0.0189233,0.00848657,0.00152925,0.0560725,0.0109527,0.0280063,0.00276298,0.0157959,0,0,0.0427798,0,0.0141866,0.0313391,0.0612615,0.0130538,0.025279,0.00933842,0.0231867,0.0210859,0.0114503,0.0587687,0.0133128,0.00784057,0.0136221,0.0271659,0.0593925,0.0283025,0.013715,0.0145758,0.0223137,0,0,0,0,0,0.0480206,0,0.012962,0.0279378,0
167,0,0,0,0,0.0382898,0.0502717,0,0,0,0.0430889,0.0109729,0.0261486,0.0049948,0,0,0.00467486,0,0.0185254,0.00307779,0.0432333,0.023892,0.0323112,0.0134593,0.0184187,0.055651,0.00655116,0.0102461,0.0505273,0.0178677,0.0208059,0.0142411,0.0170632,0.0458581,0.0188939,0.00853566,0.00149321,0.0543992,0.0109456,0.0270477,0.00319793,0.0158108,0,0,0.0431162,0,0.0142191,0.031642,0.061175,0.0116135,0.0253884,0.0108669,0.0234666,0.0212215,0.0121202,0.0586454,0.0142925,0.00882354,0.012528,0.0264091,0.0575411,0.028573,0.0137224,0.0146107,0.0226327,0,0,0,0,0,0.0481168,0.0247133,0.0137671,0.0254258,0
168,0,0,0,0,0.0384934,0.0503756,0,0,0,0.0446889,0.0109713,0.0268389,0.00513685,0,0,0.00432574,0,0.0184391,0.00292088,0.0430548,0.0233042,0.0325088,0.0140815,0.0184088,0.0558803,0.0067908,0.0104828,0.0504507,0.0180923,0.0210903,0.0147056,0.0170104,0.0480668,0.0190244,0.0084929,0.00142099,0.0524752,0.010923,0.0256313,0.0034579,0.0158419,0,0,0.0435605,0,0.0142583,0.0320062,0.06114,0.0105515,0.0254527,0.0122833,0.0236248,0.0214377,0.0115707,0.0580997,0.0148803,0.00965311,0.0123996,0.0253426,0.055361,0.0287415,0.0137728,0.0146375,0.0228601,0,0,0,0,0,0.0481796,0.0277323,0.0142849,0,0
169,0,0,0,0,0.0386295,0.0504231,0,0,0,0.0461832,0.0109863,0.0273691,0.00543137,0,0,0.00402922,0,0.0183773,0.00276511,0.0428771,0.0233189,0.0325643,0.0145402,0.0182202,0.056067,0.00691306,0.0106865,0.0503952,0.0183496,0.021237,0.0149737,0.0169607,0.049878,0.0191924,0.0084429,0.00138425,0.0484589,0.0109287,0.0228669,0.00345322,0.0158941,0,0,0.0439583,0,0.014305,0.0323087,0.0610006,0.00899146,0.0252845,0.0138529,0.0235785,0.0216343,0.011868,0.0575377,0.0157224,0.0107866,0.0114675,0.023861,0.0512433,0.028777,0.0139062,0.0146513,0.0230178,0,0,0,0,0,0.0481576,0.0271368,0.0146393,0.023364,0
170,0,0,0,0,0.0386483,0.0504111,0,0,0,0.0474599,0.0109531,0.0278116,0.0056485,0,0,0.00383687,0,0.018288,0.00267488,0.0428122,0.023432,0.0325794,0.0147524,0.0178894,0.0562198,0.00698528,0.0107888,0.0503255,0.018443,0.0213411,0.0146895,0.0168394,0.051299,0.019185,0.00842026,0.00147533,0.0452262,0.0109173,0.0221442,0.00339752,0.0160183,0,0,0.0443781,0,0.0143378,0.0326177,0.0610747,0.00987223,0.0251768,0.0149965,0.0234599,0.0217803,0.0124119,0.0568131,0.0160622,0.0107975,0.0110603,0.0227178,0.0475152,0.0290663,0.0140619,0.0146415,0.0232035,0,0,0,0,0,0.0481396,0.0113019,0.0148412,0,0
171,0,0,0,0,0.0387061,0.0502917,0,0,0,0.0485594,0.0110334,0.0281189,0.00571094,0,0,0.00392999,0,0.0181849,0.00270622,0.0427884,0.0233428,0.0324512,0.0147558,0.0174294,0.0562824,0.00702678,0.0106654,0.0500969,0.0183104,0.0213951,0.0145139,0.016657,0.0525767,0.0192302,0.00837293,0.00167372,0.0419227,0.0109485,0.0224633,0.00310886,0.0162671,0,0,0.0446166,0,0.0143649,0.0327836,0.0612233,0.0128537,0.0249297,0.0160582,0.023099,0.0218535,0.0132797,0.0561723,0.0164626,0.00999311,0.0111064,0.0219516,0.0427932,0.0293982,0.0141518,0.0145731,0.0233746,0,0,0,0,0,0.047997,0.0501203,0.0149122,0,0
172,0,0,0,0,0.0388137,0.0501781,0,0,0,0.0491964,0.0110617,0.0282337,0.00556231,0,0,0.00398873,0,0.0180861,0.00275903,0.0427229,0.023308,0.0320589,0.0146251,0.0171886,0.056315,0.00700579,0.0103889,0.0497121,0.0180267,0.0213359,0.0143405,0.0164538,0.0532829,0.0194641,0.00828798,0.00182292,0.0370043,0.0109291,0.0207411,0.0024173,0.0163543,0,0,0.0448549,0,0.0143716,0.0329372,0.0613492,0.0136649,0.0247242,0.0166822,0.0226835,0.0219363,0.0138148,0.0554629,0.0165193,0.0096601,0.0105933,0.0206305,0.0367379,0.0295253,0.0142679,0.0146013,0.0233863,0,0,0,0,0,0.0478527,0.0728932,0.0148714,0,0
173,0,0,0,0,0.0388799,0.0501386,0,0,0,0.0495741,0.0112009,0.0282149,0.00530611,0,0,0.00391886,0,0.0180041,0.00269851,0.0426427,0.0235894,0.0315314,0.0144059,0.0172259,0.0564206,0.0068985,0.0100802,0.0492728,0.0177518,0.0211531,0.0141854,0.0162449,0.0534376,0.0195299,0.00817376,0.00171272,0.0320281,0.0109269,0.0181257,0.0016319,0.0162769,0,0,0.0450115,0,0.0143954,0.0329976,0.0614431,0.0134521,0.0245854,0.0171108,0.0223387,0.0220648,0.0139799,0.0547649,0.0163123,0.00941803,0.0100565,0.0191758,0.0308912,0.0294431,0.0143971,0.0146584,0.0232538,0,0,0,0,0,0.04775,0.0738661,0.0147339,0,0
174,0,0,0,0,0.0389287,0.0501188,0,0,0,0.0496611,0.0113622,0.0280582,0.00500987,0,0,0.00395764,0,0.0178886,0.00263211,0.0427572,0.0236438,0.0309538,0.0140327,0.0174083,0.0565906,0.00664052,0.00968662,0.0488277,0.0174705,0.0208788,0.0140046,0.0159679,0.0532528,0.0196267,0.00811542,0.00148466,0.0277515,0.0109496,0.0160616,0.00143412,0.0161411,0,0,0.0449234,0,0.0143691,0.0328365,0.061484,0.0134086,0.0244203,0.017199,0.0219435,0.0221389,0.0139626,0.0542257,0.0157906,0.00904871,0.00991931,0.0178969,0.0260159,0.0294058,0.0145012,0.014545,0.0229926,0,0,0,0,0,0.0475912,0.072439,0.0144272,0,0
175,0,0,0,0,0.0391462,0.0500565,0,0,0,0.0493681,0.0114793,0.027707,0.00476238,0,0,0.00413995,0,0.017837,0.00263778,0.0429002,0.0234775,0.0303976,0.0134025,0.0177244,0.0568346,0.00633678,0.0089304,0.0484607,0.017284,0.0206666,0.0137341,0.0156681,0.0529455,0.0199602,0.00809216,0.0012848,0.0242184,0.010996,0.0147838,0.00204816,0.0160271,0,0,0.0446246,0,0.0142919,0.0326255,0.0614138,0.0136789,0.0242174,0.0170601,0.021542,0.0221418,0.014173,0.0538945,0.0154412,0.00917234,0.0104211,0.0169655,0.0221596,0.029167,0.014563,0.0144,0.0226219,0,0,0,0,0,0.0473786,0.0731341,0.0137669,0,0
176,0,0,0,0,0.0392804,0.0499341,0,0,0,0.0487647,0.0115391,0.0273247,0.00474816,0,0,0.00434175,0,0.0178694,0.0027638,0.04302,0.0231715,0.0298772,0.012522,0.0178332,0.0571292,0.00606588,0.00793326,0.0481767,0.0172444,0.0206319,0.0135007,0.0153703,0.0525043,0.0203547,0.00807898,0.0012107,0.0214225,0.0110259,0.0138917,0.00290503,0.0159649,0,0,0.0442144,0,0.0142262,0.0323023,0.0612008,0.0139474,0.0240536,0.0169854,0.0211772,0.0220523,0.01469,0.0538055,0.0155999,0.00986436,0.0120176,0.0164756,0.019159,0.0287578,0.0145872,0.0143491,0.0222274,0,0,0,0,0,0.0471697,0.0743598,0.012794,0,0
177,0,0,0,0,0.0392857,0.0497903,0,0,0,0.0477201,0.0116283,0.0265186,0.00485025,0,0,0.00460732,0,0.017836,0.00291197,0.0431162,0.0226797,0.0294337,0.0114486,0.0177438,0.0573946,0.00585303,0.00682566,0.0478998,0.0172108,0.0205877,0.0131431,0.0150325,0.0515433,0.0207473,0.00800988,0.00123642,0.0191709,0.0110496,0.0132296,0.00370996,0.0160194,0,0,0.0437839,0,0.0142405,0.0320482,0.0608869,0.0139292,0.0239642,0.0170184,0.0209004,0.0218624,0.0154282,0.0539043,0.0159455,0.0108347,0.0146742,0.0164336,0.0168932,0.0283278,0.0145848,0.0142892,0.0218038,0,0,0,0,0,0.0470354,0.0751391,0.0116576,0,0
178,0,0,0,0,0.0391849,0.0496964,0,0,0,0.0459043,0.0116928,0.0251852,0.00478209,0,0,0.00482248,0,0.0177799,0.00297212,0.0430661,0.0219498,0.0291084,0.0102975,0.0176033,0.0575953,0.00560621,0.00582754,0.0477518,0.0172315,0.0204923,0.0126696,0.0146427,0.0499191,0.0210848,0.00796127,0.00128334,0.0178275,0.0110333,0.0126297,0.00440518,0.0160555,0,0,0.0435004,0,0.0141763,0.0319851,0.0605893,0.013697,0.0240174,0.0172078,0.0206946,0.0217991,0.016123,0.0539233,0.0161362,0.0116854,0.0156317,0.0165472,0.0156675,0.0281148,0.0145736,0.0142289,0.0214485,0,0,0,0,0,0.047007,0.0756491,0.0104476,0,0
