Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,IMU_M,
36,0,0,0,0,0.00704395,0.00688493,0,0,0.04422,0.0107015,0.0166329,0.00683896,0,0,0.00525108,0,0.0183873,0.00213851,0.0495739,0.0128846,0.0364477,0.0104374,0.00427717,0.0108042,0.00257148,0.00627225,0.0147954,0.0168352,0.00976968,0.0209213,0.0522375,0.00731097,0.00844358,0.000988731,0.0509432,0.0173141,0.0201943,0.00700201,0.00126866,0,0,0.00191789,0,0.0134299,0.0053014,0.0719795,0.00919536,0.0202313,0.00691257,0.00605943,0.00627543,0.00614717,0.0494691,0.00989239,0.00404812,0.0154659,0.0300646,0,0.0644118,0.0566339,0.00319681,0.00468889,0.00604261,0.00664748,0.00286058,0,0,0,0,0,0.0138142,0.0487432,0,0
37,0,0,0,0,0.00768229,0.00723965,0,0,0.0462836,0.0105767,0.0175432,0.00601883,0,0,0.0055965,0,0.0184097,0.00203969,0.0494043,0.013268,0.0368848,0.0114471,0.00440336,0.0114986,0.00305341,0.00686451,0.015013,0.0171816,0.010079,0.0211665,0.0546196,0.00755656,0.00847389,0.00122052,0.0460422,0.0172971,0.0187699,0.00734575,0.00208725,0,0,0.00317114,0,0.0134428,0.00578521,0.0722184,0.00814614,0.0198522,0.00917027,0.00585538,0.00536655,0.00716692,0.0493718,0.0102162,0.00518703,0.0131751,0.0284356,0,0.0664163,0.0501467,0.00294923,0.00482887,0.00611578,0.00667222,0.00368835,0,0,0,0,0,0.0149453,0.0487865,0,0
38,0,0,0,0,0.00833637,0.00768905,0,0,0.0479971,0.0104639,0.0184078,0.00541383,0,0,0.00604795,0,0.0184079,0.002189,0.0493023,0.0135403,0.0369723,0.0124294,0.004452,0.0121941,0.00371011,0.007493,0.0150648,0.0172513,0.0102933,0.0213473,0.0568712,0.00811521,0.00848396,0.00127727,0.0400347,0.0172825,0.0162622,0.00714751,0.00284274,0,0,0.00298216,0,0.013488,0.00524955,0.0725572,0.00732081,0.0195505,0.0110155,0.00574668,0.00546948,0.00797781,0.04915,0.0106869,0.00592693,0.0118641,0.0269432,0,0.0669365,0.0430424,0.00353481,0.00425268,0.00587563,0.00669919,0.00432167,0,0,0,0,0,0.0160514,0.0487311,0,0
39,0,0,0,0,0.00910093,0.00808916,0,0,0.0496667,0.0103988,0.0189878,0.00532128,0,0,0.00636793,0,0.0184213,0.00233851,0.0493847,0.0136247,0.0368698,0.0134141,0.00448567,0.0128311,0.0043185,0.00813094,0.0148112,0.0170787,0.0103399,0.0214218,0.0590547,0.00852614,0.00851916,0.00130212,0.0326216,0.0172211,0.012337,0.0065913,0.00367396,0,0,0.00298823,0,0.0135071,0.00480896,0.0729213,0.00584136,0.0194146,0.0125072,0.00556995,0.00531464,0.00831508,0.0487581,0.0113726,0.006397,0.0112526,0.0255727,0,0.0681171,0.0350469,0.00405379,0.00378783,0.00562613,0.006791,0.00481135,0,0,0,0,0,0.0167914,0.0485848,0,0
40,0,0,0,0,0.00974764,0.00848318,0,0,0.0515409,0.0103175,0.0194339,0.00495817,0,0,0.00681671,0,0.018419,0.00243832,0.0495949,0.0133638,0.0365823,0.0142901,0.00438354,0.013165,0.00490342,0.00878271,0.0142925,0.0167272,0.0101828,0.0213927,0.0611332,0.00881585,0.00855439,0.00126749,0.0246236,0.0172267,0.0076147,0.00547297,0.0040075,0,0,0.00331748,0,0.0135477,0.00453698,0.073219,0.00710683,0.019627,0.013974,0.00540439,0.00453743,0.00799693,0.0480847,0.0121387,0.00634355,0.0111157,0.0247142,0,0.0699937,0.0266602,0.00433447,0.00332885,0.00542157,0.00690806,0.00498696,0,0,0,0,0,0.0176199,0.0483273,0,0
41,0,0,0,0,0.0105602,0.00889489,0,0,0.0532354,0.0102344,0.0197332,0.00439569,0,0,0.00703134,0,0.018482,0.00232456,0.0497845,0.01321,0.0362008,0.0150708,0.00418406,0.0138463,0.0055584,0.00933293,0.0138873,0.0163865,0.00994527,0.0212778,0.0626422,0.00909025,0.00862259,0.00120034,0.0179207,0.0171852,0.00530391,0.00428449,0.00471974,0,0,0.0039927,0,0.013574,0.00472106,0.0734955,0.0102337,0.0200387,0.0139758,0.00516008,0.00344322,0.00720557,0.0469449,0.011585,0.00472533,0.0112412,0.0241968,0,0.071838,0.0198196,0.00450286,0.00300269,0.00526901,0.00717594,0.00528567,0,0,0,0,0,0.0187429,0.0480284,0,0
42,0,0,0,0,0.011506,0.00905256,0,0,0.0544033,0.0101876,0.0200446,0.003805,0,0,0.00725114,0,0.0185521,0.0022743,0.0499414,0.0132639,0.035747,0.0156672,0.00403623,0.0146612,0.00623434,0.00973154,0.0136106,0.015958,0.00970019,0.0211415,0.063934,0.00935968,0.00867069,0.00116341,0.0122541,0.0171973,0.00631331,0.00372424,0.00597544,0,0,0.00379889,0,0.013686,0.00370753,0.0734891,0.0128551,0.020474,0.013247,0.0047962,0.00421211,0.00743616,0.0458464,0.00954676,0.00246582,0.0116087,0.0235361,0,0.0734083,0.0141144,0.00520632,0.00283362,0.00493672,0.00726182,0.0059453,0,0,0,0,0,0.0195807,0.0477304,0,0
43,0,0,0,0,0.0121796,0.0092763,0,0,0.0553887,0.0101836,0.0202631,0.00358559,0,0,0.00758648,0,0.0185914,0.00243564,0.0499964,0.0132686,0.035223,0.0160375,0.00397019,0.0153759,0.00672143,0.0100301,0.0132968,0.0155872,0.00944872,0.0209561,0.0651358,0.0096615,0.00868694,0.0012166,0.00780424,0.0171302,0.00864854,0.00396984,0.00683725,0,0,0.00374916,0,0.0136835,0.00346534,0.0730629,0.0152918,0.0210965,0.0114551,0.00452303,0.00371669,0.0094441,0.0452934,0.00610899,0.00443097,0.0125862,0.0237985,0,0.0767605,0.0139462,0.00505927,0.00286257,0.00481498,0.00739159,0.00658856,0,0,0,0,0,0.0198995,0.047348,0,0
44,0,0,0,0,0.0137322,0.0108197,0,0,0.0572187,0.010013,0.020585,0.00358571,0,0,0.00645931,0,0.0189756,0.0010503,0.0500365,0.0126155,0.0345262,0.0163963,0.00398973,0.0168508,0.00704953,0.0103777,0.0127112,0.015239,0.00926265,0.0208562,0.0662025,0.00990658,0.00893614,0.00184071,0.0235747,0.0168187,0.0203341,0.00513394,0.00787241,0,0,0.00593441,0,0.0133461,0.00594441,0.0723613,0.0254239,0.0217173,0.00953241,0.00457196,0.00216346,0.0128436,0.0451615,0.00854793,0.0101922,0.0153506,0.0265768,0,0.0827261,0.0274341,0.00608502,0.0032301,0.0049946,0.00880859,0.0079603,0,0,0,0,0,0.0199162,0.0467153,0,0
45,0,0,0,0,0.014485,0.0111898,0,0,0.0582825,0.00988783,0.020583,0.0037042,0,0,0.00647964,0,0.0192204,0.00110917,0.049906,0.0127859,0.0343139,0.0164443,0.0038397,0.017583,0.00724662,0.0103851,0.0123519,0.0151148,0.00901769,0.0206652,0.0671903,0.010024,0.00923826,0.00266252,0.0380737,0.0168158,0.0316819,0.00583385,0.00878141,0,0,0.0056615,0,0.0134052,0.00568291,0.0714822,0.0370919,0.0222142,0.0104307,0.00456366,0.00287826,0.0167003,0.0457312,0.0139264,0.0161049,0.0186105,0.0300285,0,0.0881158,0.0406884,0.00623983,0.0036023,0.0046236,0.0089841,0.00889097,0,0,0,0,0,0.0197098,0.0462237,0,0
46,0,0,0,0,0.0150648,0.0114218,0,0,0.0588583,0.00977277,0.0203028,0.00401213,0,0,0.0063644,0,0.019775,0.00137958,0.0498203,0.0129735,0.0346637,0.016412,0.00392653,0.0175925,0.00745248,0.0102717,0.0119195,0.0147647,0.00853475,0.0203109,0.0674052,0.00977177,0.00994428,0.00451152,0.0488577,0.0168644,0.0396454,0.00598403,0.0095245,0,0,0.00477033,0,0.0137971,0.00499242,0.0706021,0.045001,0.0221713,0.0133799,0.00479566,0.00308081,0.0207966,0.0465949,0.0192407,0.0219173,0.0214695,0.0331492,0,0.0911816,0.0500061,0.00560157,0.00571101,0.00394015,0.00916022,0.00942176,0,0,0,0,0,0.0196966,0.0456591,0,0
47,0,0,0,0,0.0131627,0.0108892,0,0,0.0588023,0.0101692,0.0204006,0.00370357,0,0,0.00901588,0,0.0185512,0.00282542,0.0491747,0.014905,0.0336239,0.0159776,0.00390398,0.0180364,0.00674155,0.00972709,0.011888,0.0153526,0.00871398,0.0205657,0.0692837,0.0112592,0.00867635,0.00122016,0.0580899,0.0168263,0.0478895,0.00594552,0.00730595,0,0,0.00515354,0,0.0134166,0.00291243,0.0699023,0.0549463,0.0231181,0.014644,0.00499549,0.00208555,0.0232081,0.0473716,0.0223613,0.0252567,0.0239709,0.0365292,0,0.0944814,0.0607864,0.00521625,0.00273103,0.0037241,0.00912089,0.00769611,0,0,0,0,0,0.0190445,0.0456005,0,0
48,0,0,0,0,0.0132532,0.0109178,0,0,0.0590784,0.0101017,0.0203564,0.00388618,0,0,0.00933687,0,0.0185743,0.00300801,0.0486633,0.015544,0.033348,0.0153705,0.00399444,0.0186425,0.00608817,0.00920004,0.0117527,0.0155312,0.00868162,0.0204903,0.0700552,0.0117241,0.00871541,0.00134127,0.061916,0.0167613,0.0506377,0.00540081,0.0077331,0,0,0.00532808,0,0.0133891,0.00277308,0.0695392,0.0585827,0.023108,0.0149614,0.00513866,0.00267301,0.0244364,0.0478041,0.0236322,0.0275032,0.0247284,0.0379617,0,0.0952189,0.0646674,0.00537931,0.00290082,0.00352077,0.00940456,0.00781602,0,0,0,0,0,0.0182462,0.0452301,0,0
49,0,0,0,0,0.0137567,0.0110171,0,0,0.0591023,0.00995037,0.0203889,0.00407934,0,0,0.00935673,0,0.0186877,0.00304771,0.0480575,0.0158211,0.0334073,0.0144045,0.00404676,0.0194306,0.00524659,0.00839011,0.0119151,0.0158237,0.00865347,0.020275,0.0703699,0.0120131,0.00884056,0.00166298,0.0607449,0.0166228,0.0492654,0.0046157,0.0087706,0,0,0.00543229,0,0.013383,0.00274545,0.0696457,0.058057,0.0228961,0.0143315,0.00532187,0.00346835,0.0239835,0.0475319,0.0225141,0.0261599,0.0238157,0.0374971,0,0.0941686,0.0641402,0.00573561,0.00278963,0.0033439,0.00976725,0.00832789,0,0,0,0,0,0.0173574,0.0449737,0,0
50,0,0,0,0,0.0138325,0.0111662,0,0,0.0590698,0.00988695,0.0203183,0.00444608,0,0,0.0094907,0,0.0187101,0.00318352,0.0474029,0.0162542,0.0338555,0.0133731,0.004016,0.0197091,0.00433846,0.00781136,0.0122538,0.0161777,0.00874641,0.0200875,0.070754,0.0122219,0.0088703,0.00179435,0.0544935,0.0165792,0.0440571,0.00367983,0.00895543,0,0,0.00587846,0,0.0133715,0.00256731,0.0702313,0.052903,0.0224268,0.0130612,0.00554004,0.00365102,0.0227218,0.0466561,0.0198719,0.0230368,0.021831,0.0353854,0,0.0915811,0.0584901,0.00580837,0.0030016,0.00320816,0.0100698,0.00830672,0,0,0,0,0,0.0158905,0.0450207,0,0
51,0,0,0,0,0.0137166,0.0112044,0,0,0.0589933,0.00983035,0.0201288,0.0047668,0,0,0.00954412,0,0.0187285,0.00324466,0.046794,0.0166849,0.0341774,0.0122505,0.00396171,0.0198172,0.00344202,0.00726368,0.0126879,0.0166473,0.00891121,0.0198805,0.0710494,0.0122448,0.00888391,0.00185856,0.0438553,0.016589,0.0354738,0.00299594,0.00882727,0,0,0.00625263,0,0.0133476,0.00242707,0.0711069,0.0437687,0.0218276,0.0114644,0.00574568,0.00360092,0.0206857,0.0456769,0.0163649,0.0196379,0.0191952,0.0322636,0,0.0878521,0.0484898,0.00570267,0.00304731,0.00306113,0.0101799,0.00822012,0,0,0,0,0,0.0144252,0.0452874,0,0
52,0,0,0,0,0.013469,0.0110834,0,0,0.0587,0.00974446,0.0199148,0.00505599,0,0,0.00961083,0,0.0186996,0.00330033,0.0463212,0.0170634,0.0346266,0.0108889,0.00398613,0.0199072,0.00255951,0.00684135,0.0132775,0.0173345,0.00918951,0.0195819,0.0712954,0.0122486,0.00885861,0.00187966,0.0314458,0.0166067,0.0253571,0.00300585,0.00848096,0,0,0.00655217,0,0.0133398,0.00235949,0.0719715,0.0326702,0.0212865,0.0101162,0.00599921,0.00345419,0.018246,0.0445297,0.0120791,0.015892,0.0170064,0.0289953,0,0.0839076,0.036272,0.00555181,0.00305333,0.00298631,0.0101864,0.0081302,0,0,0,0,0,0.013109,0.0456948,0,0
53,0,0,0,0,0.0130019,0.010859,0,0,0.057594,0.00964149,0.019657,0.00540612,0,0,0.00961642,0,0.0187595,0.00335631,0.0459495,0.0172811,0.035231,0.00923838,0.00406343,0.0198937,0.00167693,0.00660043,0.0140198,0.0181526,0.00954574,0.0191537,0.0715516,0.0121806,0.00890644,0.00193599,0.020172,0.0165554,0.0156083,0.00355964,0.00794264,0,0,0.0068754,0,0.0133234,0.00241976,0.072564,0.0225249,0.0208486,0.00992197,0.00629583,0.00328932,0.0156717,0.0434122,0.00889726,0.0119606,0.015229,0.0264585,0,0.0799674,0.0244547,0.00555004,0.00299017,0.002951,0.010098,0.0079524,0,0,0,0,0,0.0115201,0.0461992,0,0
54,0,0,0,0,0.0116042,0.0105253,0,0,0.0565086,0.00965775,0.0195877,0.00576555,0,0,0.00983668,0,0.0187329,0.0034582,0.0455647,0.0176431,0.0360871,0.00760725,0.00429861,0.0192382,0.00143179,0.00713986,0.0149015,0.0192674,0.0100065,0.0187388,0.0724554,0.0121433,0.0088788,0.00191433,0.0118898,0.0163725,0.00841889,0.00466438,0.00622787,0,0,0.00552218,0,0.0131257,0.00313299,0.0726847,0.0159692,0.0206394,0.0107597,0.00643329,0.00568825,0.013464,0.0427997,0.00722797,0.00861736,0.0136534,0.0257615,0,0.076344,0.0161328,0.00644103,0.00118752,0.00299272,0.00981009,0.00692395,0,0,0,0,0,0.00893835,0.0468431,0,0
55,0,0,0,0,0.0101506,0.010204,0,0,0.0551437,0.00958364,0.0187634,0.00611284,0,0,0.0102814,0,0.018753,0.00393756,0.0451032,0.0182385,0.036515,0.00583277,0.00455499,0.0182271,0.00240868,0.00750171,0.0155549,0.0198926,0.00982595,0.0179005,0.072021,0.0117003,0.00892796,0.00189625,0.0063167,0.0161876,0.00475126,0.00590306,0.00511565,0,0,0.00668141,0,0.0131392,0.00317907,0.0724165,0.0120497,0.0209029,0.0114033,0.00676766,0.00474765,0.0118532,0.0428671,0.00716578,0.00679222,0.0126509,0.0269616,0,0.0733043,0.0118887,0.00639006,0.00114111,0.00260465,0.00980402,0.00585829,0,0,0,0,0,0.00586945,0.047564,0,0
56,0,0,0,0,0.00896399,0.00998359,0,0,0.053898,0.00948684,0.0177429,0.00621706,0,0,0.0099401,0,0.0188279,0.00397297,0.0448193,0.0165552,0.0365927,0.00516916,0.00481443,0.0172622,0.00432768,0.00848281,0.0161984,0.0207463,0.0090616,0.0159349,0.071955,0.0113766,0.00899853,0.0020509,0.00949639,0.0159065,0.00513507,0.00694833,0.00439464,0,0,0.00804046,0,0.0130938,0.00405173,0.0720766,0.0150046,0.021692,0.0124033,0.00673163,0.00521532,0.0112958,0.0429288,0.00729539,0.00644855,0.0141841,0.0283506,0,0.0714578,0.00898928,0.00747592,0.000690166,0.00223993,0.0101571,0.00520491,0,0,0,0,0,0.00265041,0.0484599,0,0
57,0,0,0,0,0.00783695,0.00964914,0,0,0.0583921,0.00938871,0.0194345,0.0060218,0,0,0.00967814,0,0.0189355,0.00400214,0.0446464,0.0135821,0.0362895,0.00922404,0.00487577,0.0160621,0.00763839,0.0111007,0.0182605,0.0244071,0.0101168,0.0128456,0.0796344,0.0115247,0.00905456,0.00222469,0.0138038,0.0156363,0.00884472,0.00782799,0.00397701,0,0,0.00952494,0,0.0130595,0.00480926,0.0717075,0.0188539,0.0229695,0.0135938,0.00626519,0.00563418,0.0117392,0.0426746,0.00763536,0.00707968,0.0167867,0.0291461,0,0.0715747,0.0106859,0.00846471,0.000442997,0.00206485,0.0102928,0.00481009,0,0,0,0,0,0.00565969,0.0503303,0,0
58,0,0,0,0,0.00702236,0.00920824,0,0,0.0565894,0.00930007,0.0189438,0.00583222,0,0,0.00950364,0,0.0190571,0.00411214,0.0445037,0.0172045,0.0361419,0.0136869,0.00491127,0.0149108,0.0105183,0.0143328,0.0185691,0.0245505,0.0106576,0.0130667,0.0800305,0.0107934,0.00908898,0.00244763,0.0163361,0.0153892,0.0118798,0.00852991,0.00398633,0,0,0.0106088,0,0.0130016,0.00512033,0.0716522,0.0214678,0.0238439,0.0145024,0.00570196,0.00607054,0.0119465,0.0424579,0.00831017,0.00818268,0.0187048,0.0291094,0,0.0719642,0.0128766,0.00915012,0.000831571,0.00198822,0.010145,0.00473698,0,0,0,0,0,0.0102764,0.0521985,0,0
59,0,0,0,0,0.00673198,0.00860695,0,0,0.0525051,0.00927929,0.0172874,0.00549646,0,0,0.00923703,0,0.0190948,0.0042332,0.0444023,0.0204033,0.0362072,0.0179507,0.0049939,0.0139917,0.0131104,0.0172948,0.0179329,0.0229841,0.0107654,0.014134,0.0777758,0.00894036,0.00900086,0.00257068,0.0176531,0.0152339,0.013419,0.00895374,0.00419426,0,0,0.0108121,0,0.0129355,0.00505542,0.0717331,0.0224685,0.0242724,0.0143289,0.00520762,0.00631819,0.0106528,0.042954,0.00812966,0.00869203,0.0192881,0.0286717,0,0.0719023,0.0148211,0.00934223,0.00129453,0.00199596,0.00968986,0.00513968,0,0,0,0,0,0.0153153,0.0544285,0,0
60,0,0,0,0,0.00704959,0.00799171,0,0,0.0473616,0.00931102,0.0150375,0.00517289,0,0,0.00890023,0,0.018994,0.00425686,0.044104,0.023484,0.0362987,0.022038,0.00511662,0.0133836,0.0155483,0.0201217,0.0164403,0.0199877,0.0108075,0.0162621,0.0744723,0.00777866,0.0088934,0.00251007,0.0176025,0.0152025,0.0143667,0.00932621,0.00462857,0,0,0.0103262,0,0.012909,0.00464776,0.0717685,0.0220108,0.0243186,0.0132561,0.00484717,0.00638744,0.00894334,0.04408,0.00687754,0.00800889,0.018308,0.0279991,0,0.071648,0.0157128,0.00910717,0.00203602,0.00217678,0.00896183,0.00597422,0,0,0,0,0,0.0202019,0.0571161,0,0
61,0,0,0,0,0.0076575,0.00734661,0,0,0.0418437,0.00942299,0.0124844,0.0049078,0,0,0.00863528,0,0.0188773,0.00422769,0.0434274,0.026318,0.0362947,0.0254458,0.00519795,0.0129353,0.0178797,0.0225078,0.0143983,0.0157198,0.0113596,0.0194671,0.0697117,0.00716973,0.00878459,0.00221959,0.017046,0.0151623,0.0142632,0.00973946,0.00507214,0,0,0.00964027,0,0.0128413,0.00406568,0.0717358,0.0204493,0.0242372,0.0117304,0.00471028,0.00641375,0.00832641,0.0450984,0.00575326,0.00686675,0.0162604,0.0271009,0,0.0716834,0.0159404,0.00846624,0.00291129,0.00237214,0.0079828,0.00656734,0,0,0,0,0,0.0245671,0.0600963,0,0
62,0,0,0,0,0.00804126,0.00676232,0,0,0.0364516,0.00969518,0.00975458,0.00468759,0,0,0.00858859,0,0.0187432,0.00416636,0.0425699,0.02789,0.0362885,0.0274808,0.00511225,0.0123579,0.01979,0.0242324,0.0126319,0.0109906,0.0127636,0.0232611,0.0631664,0.00674559,0.00856575,0.00184895,0.0173087,0.0150941,0.0141185,0.00998714,0.00519762,0,0,0.00911974,0,0.0127334,0.00359653,0.0717439,0.018761,0.0242098,0.00981845,0.00486849,0.00651354,0.00918577,0.0457135,0.00619759,0.00628881,0.0142126,0.0260969,0,0.0720546,0.0165513,0.00763051,0.00365116,0.00248957,0.0069493,0.00644813,0,0,0,0,0,0.0283087,0.0630499,0,0
63,0,0,0,0,0.0081122,0.00618922,0,0,0.0332615,0.0100991,0.007505,0.00441879,0,0,0.0086082,0,0.0184367,0.00399126,0.0414307,0.0307191,0.0362367,0.0286076,0.00503059,0.0114935,0.0219663,0.0262355,0.0126892,0.00820548,0.0150069,0.0273372,0.05725,0.00648761,0.00818918,0.00151749,0.0171572,0.0149979,0.0145891,0.0100811,0.00531427,0,0,0.00860962,0,0.0126157,0.00313215,0.071857,0.0184528,0.0241919,0.00821646,0.00501367,0.00649889,0.00986182,0.0461487,0.0069023,0.00661781,0.0130533,0.0253504,0,0.0725,0.0165491,0.00696102,0.00417565,0.00250931,0.00609255,0.00598373,0,0,0,0,0,0.0315798,0.0658328,0,0
64,0,0,0,0,0.00782178,0.00570896,0,0,0.0331731,0.0104467,0.00685899,0.00405884,0,0,0.00818551,0,0.0180908,0.00371154,0.0401397,0.034605,0.0360111,0.029812,0.0051852,0.0104331,0.0243592,0.0284211,0.0145477,0.00824876,0.0173385,0.0311311,0.0517116,0.00613812,0.00788135,0.00125747,0.0159414,0.0148146,0.0156007,0.0102142,0.00537412,0,0,0.00803822,0,0.0124732,0.00268607,0.0720022,0.0199256,0.0240553,0.00673251,0.00492936,0.00652204,0.00953779,0.0465574,0.00634193,0.00694142,0.0128093,0.0250094,0,0.0728412,0.0153996,0.00669008,0.00459897,0.00244299,0.00580839,0.00600713,0,0,0,0,0,0.0345573,0.0683605,0,0
65,0,0,0,0,0.0068979,0.00451667,0,0,0.0410576,0.0108415,0.0401901,0.00267566,0,0,0.00735694,0,0.0177776,0.00346242,0.0385023,0.0467409,0.0367136,0.0358119,0.00635471,0.00903386,0.0318829,0.0401476,0.00371238,0.0083602,0.0173456,0.0250155,0.0447845,0.00587548,0.00760501,0.000935093,0.0132975,0.0148696,0.0167691,0.00999852,0.00429766,0,0,0.00627598,0,0.0123575,0.00143446,0.0728782,0.0227368,0.0226115,0.00554234,0.00381268,0.00540586,0.00918672,0.0464034,0.00517694,0.0078949,0.0131665,0.0257882,0,0.0726211,0.011952,0.00610293,0.00484936,0.00227933,0.00546457,0.00581892,0,0,0,0,0,0.0368098,0.0675219,0,0
66,0,0,0,0,0.00715562,0.00516166,0,0,0.0421073,0.0109135,0.0123877,0.00424001,0,0,0.005554,0,0.017827,0.00250625,0.0384184,0.0422726,0.0355937,0.0311938,0.00573318,0.00730999,0.0263771,0.0293811,0.0183125,0.0108569,0.021301,0.0368724,0.0397162,0.00446033,0.00765713,0.000920724,0.0127697,0.0143832,0.0176714,0.0105483,0.0052864,0,0,0.00775177,0,0.0123583,0.00274919,0.0718027,0.02435,0.0238283,0.00471109,0.00390579,0.00680354,0.0075476,0.0475794,0.00340558,0.00670849,0.0127708,0.0252415,0,0.0729517,0.011596,0.00725094,0.00516517,0.00202367,0.00617191,0.00740616,0,0,0,0,0,0.0382417,0.0717956,0,0
67,0,0,0,0,0.00699546,0.00433447,0,0,0.0668907,0.0110752,0.0446013,0.00329002,0,0,0.00293844,0,0.017845,0.0014545,0.0373544,0.0436518,0.0358237,0.0394592,0.00709847,0.0062849,0.0329809,0.0403805,0.00690094,0.0106343,0.0189369,0.0267126,0.0680955,0.00289936,0.00766358,0.000866486,0.0102194,0.0142939,0.0183805,0.0103501,0.00509524,0,0,0.0055159,0,0.0122221,0.0015868,0.0721162,0.0268855,0.0224654,0.00418259,0.00237216,0.00591596,0.00778598,0.04751,0.00335179,0.00796317,0.0129973,0.0263939,0,0.0721674,0.00838602,0.00619312,0.00613243,0.00205322,0.00567579,0.00707202,0,0,0,0,0,0.0415896,0.0707848,0,0
68,0,0,0,0,0.00602822,0.00397207,0,0,0.0788173,0.0109801,0.0449753,0.00387228,0,0,0.00173955,0,0.017949,0.00110858,0.0371935,0.0376647,0.0352469,0.0389164,0.00722016,0.0052567,0.0316971,0.0375964,0.00814356,0.012078,0.0186806,0.0270758,0.0825905,0.0014398,0.00782476,0.000906471,0.00946932,0.0140137,0.0189614,0.0105435,0.00472281,0,0,0.00621439,0,0.0122123,0.00216745,0.0714879,0.028327,0.0226527,0.00378727,0.00174582,0.00592146,0.00711152,0.0480825,0.003001,0.00787415,0.0133608,0.0267243,0,0.0715832,0.00697626,0.00663611,0.00617044,0.0020954,0.00524161,0.00602167,0,0,0,0,0,0.0421934,0.0716173,0,0
69,0,0,0,0,0.0051489,0.00351166,0,0,0.0885499,0.0107208,0.0444333,0.00487172,0,0,0.000989208,0,0.0182531,0.00103646,0.0372162,0.0302607,0.034791,0.0370802,0.00724748,0.0054939,0.0296612,0.0336266,0.00914279,0.0139742,0.0181353,0.0273608,0.0952405,0.000410398,0.00812021,0.0011988,0.00888337,0.0137964,0.0197317,0.0106741,0.00436644,0,0,0.00719792,0,0.0122136,0.0027028,0.0709887,0.0300176,0.0229698,0.00410839,0.0012404,0.00587238,0.00633582,0.0486773,0.00259677,0.00700869,0.0141702,0.0268634,0,0.0711549,0.00600365,0.00716776,0.00617855,0.00221407,0.00470949,0.00474501,0,0,0,0,0,0.0418496,0.0721021,0,0
70,0,0,0,0,0.00437191,0.00293261,0,0,0.0961533,0.0103871,0.0437245,0.00594918,0,0,0.00102977,0,0.0187754,0.0011977,0.0374359,0.0234141,0.0345022,0.0345285,0.00714359,0.00650093,0.0273716,0.029406,0.0102319,0.0165864,0.0178322,0.0278163,0.106051,0.00149431,0.00851402,0.00171712,0.00850503,0.0136881,0.0202993,0.0108106,0.00395721,0,0,0.00831645,0,0.0122344,0.00318119,0.0708526,0.0312266,0.0232077,0.00387726,0.000903603,0.00578876,0.00601157,0.0493107,0.00275662,0.00658073,0.014494,0.0265739,0,0.0711795,0.00574834,0.00781108,0.0061012,0.00229788,0.00420429,0.0042414,0,0,0,0,0,0.0410231,0.0723407,0,0
71,0,0,0,0,0.00365884,0.0023406,0,0,0.101944,0.0100389,0.0432437,0.0065869,0,0,0.00120476,0,0.0193287,0.00129096,0.0378514,0.0179203,0.0341617,0.0313511,0.00692158,0.00775736,0.0247215,0.0251771,0.0119883,0.0198886,0.0178811,0.0287226,0.115376,0.00248622,0.00885462,0.00227766,0.00799814,0.0136015,0.0206245,0.010902,0.00339716,0,0,0.00936865,0,0.0122248,0.0036172,0.0709644,0.0319654,0.0233284,0.00316167,0.000819959,0.00566138,0.00575793,0.0496809,0.00309848,0.00661597,0.0144796,0.0259098,0,0.071474,0.00611503,0.00848804,0.00583799,0.00238968,0.00378494,0.00505048,0,0,0,0,0,0.0397118,0.0725273,0,0
72,0,0,0,0,0.00323087,0.00178775,0,0,0.106409,0.00972864,0.0426888,0.00695118,0,0,0.00120348,0,0.0197009,0.00119756,0.0384195,0.0164971,0.0335819,0.0273488,0.0066283,0.00857517,0.021709,0.0205001,0.0143274,0.0236872,0.0180352,0.0297056,0.123177,0.00316887,0.00915341,0.00272456,0.00831428,0.013446,0.0208352,0.010847,0.00346045,0,0,0.00891954,0,0.0122194,0.00355908,0.0711844,0.0322509,0.0232225,0.00291597,0.00104187,0.00636735,0.00540166,0.0498901,0.00284679,0.00670473,0.0147227,0.0249785,0,0.071977,0.00604184,0.00830303,0.00704028,0.00284609,0.00345608,0.00609592,0,0,0,0,0,0.0376763,0.0723203,0,0
