Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74
9,0.0326984,0.0327927,0,0,0,0,0,0,0.0365096,0.0219558,0.0218037,0.00537523,0,0,0.00261719,0,0.0157982,0.0035542,0.0379302,0.0207952,0.0186745,0.00299863,0.0102938,0.016292,0.00464264,0.00485812,0.00178901,0.0131265,0.00978272,0.0150571,0.00857822,0.0134261,0.0475308,0.0035193,0.0129969,0.00347916,0.011067,0.0105992,0.0116096,0.00624306,0.0393153,0,0,0.00750616,0,0.0125819,0.00263267,0.0564012,0.0144009,0.0158553,0.0128222,0.00488308,0.0601766,0.00388129,0.0287905,0.0103949,0.00528102,0.0082886,0.00812486,0.00609295,0.00767675,0.00637474,0.0257658,0.00179487,0.00179298,0.0347939,0.0273749,0,0,0,0,0,0,0,0
10,0.0367577,0.0373101,0,0,0,0,0,0,0.0365851,0.0223049,0.0220866,0.00531817,0,0,0.00120971,0,0.0158387,0.00260624,0.0377419,0.0211751,0.0186167,0.00261673,0.00961003,0.0174183,0.00500461,0.00513491,0.00171878,0.0131971,0.00995295,0.014854,0.00862971,0.0131393,0.0475672,0.00486424,0.0129457,0.00328707,0.0125238,0.00998586,0.0128876,0.00634065,0.044639,0,0,0.00837668,0,0.01241,0.00214618,0.0566045,0.0154752,0.0158914,0.014435,0.00444107,0.06821,0.00404719,0.0281673,0.0121649,0.00550938,0.00717381,0.00895965,0.00493914,0.00677431,0.00694129,0.0305474,0.00212882,0.00309688,0.0395025,0.0311525,0,0,0,0,0,0,0,0
11,0.0260243,0.0264013,0,0,0,0,0,0,0.0365967,0.0215712,0.0224595,0.00546306,0,0,0.00439335,0,0.0167377,0.00274008,0.0377201,0.0215867,0.018917,0.00236097,0.00994357,0.0163649,0.00530952,0.0055205,0.00160455,0.0132798,0.0102098,0.0149336,0.00852939,0.0129472,0.0476696,0.00416551,0.013178,0.00295988,0.014517,0.0110951,0.0138805,0.00580511,0.0305724,0,0,0.00260229,0,0.0119977,0.00265312,0.0566279,0.0160041,0.0165682,0.0157634,0.00428832,0.0458372,0.00407366,0.0279438,0.0138065,0.00622945,0.00606636,0.010068,0.00390752,0.00674178,0.00904206,0.0176262,0.0025717,0.00296744,0.0282846,0.0211413,0,0,0,0,0,0,0,0
12,0.0357978,0.0356248,0,0,0,0,0,0,0.0364777,0.0219124,0.0226879,0.00556457,0,0,0.00248107,0,0.01618,0.00280887,0.0377548,0.0218667,0.0189957,0.00229196,0.00953497,0.0169845,0.00550031,0.00592704,0.00152633,0.0133566,0.0103386,0.0147814,0.00851264,0.0127893,0.0474633,0.00404659,0.0129939,0.00303018,0.0170947,0.010344,0.014222,0.00549189,0.0430428,0,0,0.00710411,0,0.0124779,0.00160879,0.0569791,0.0160682,0.0166368,0.0166234,0.00357959,0.065707,0.00430889,0.0276088,0.0151982,0.00700687,0.00559467,0.0111918,0.00349008,0.00719292,0.0120345,0.0282704,0.00170858,0.00240607,0.0379821,0.0303519,0,0,0,0,0,0,0,0
13,0.0359599,0.0356538,0,0,0,0,0,0,0.0363177,0.0217999,0.0228721,0.00569774,0,0,0.00264313,0,0.0162034,0.00282824,0.0378913,0.022054,0.0190707,0.00243366,0.0093083,0.0168383,0.00562436,0.00622443,0.0015058,0.0135143,0.0103616,0.0144596,0.00848684,0.0126417,0.047218,0.00377252,0.0130156,0.0030268,0.020378,0.0103109,0.0143505,0.00507487,0.0431784,0,0,0.007599,0,0.0124728,0.00193224,0.0572399,0.0157144,0.0168763,0.0172475,0.00306144,0.0660225,0.00443148,0.0274471,0.0162957,0.00789813,0.00608851,0.0124742,0.00349642,0.00749346,0.0158572,0.0285699,0.00182355,0.00230955,0.0380783,0.0304869,0,0,0,0,0,0,0,0
14,0.0228036,0.0226449,0,0,0,0,0,0,0.0361078,0.0208336,0.0231912,0.00593164,0,0,0.00591677,0,0.0166207,0.00479542,0.0382579,0.0223209,0.0193278,0.00273812,0.00945858,0.0144381,0.00553503,0.00605799,0.00154503,0.0137674,0.0104453,0.0142086,0.00849719,0.012545,0.0469494,0.00214327,0.0132109,0.00306545,0.023968,0.0114491,0.0144191,0.00446677,0.026311,0,0,0.0105501,0,0.0124401,0.0067116,0.0573679,0.0149137,0.0173514,0.0177419,0.00293681,0.040833,0.00439845,0.0275047,0.0170308,0.00879068,0.00731737,0.0141458,0.00389216,0.0075991,0.0199701,0.0171006,0.0028086,0.000691225,0.0245628,0.0182304,0,0,0,0,0,0,0,0
15,0.0344669,0.0345713,0,0,0,0,0,0,0.0359404,0.0215856,0.0234465,0.00606548,0,0,0.00255668,0,0.0162717,0.0026135,0.0385413,0.0225916,0.0192907,0.00295774,0.00878702,0.0162834,0.00552278,0.00601424,0.00168534,0.0140311,0.0105476,0.0141319,0.00858307,0.0124243,0.046791,0.00353532,0.0130258,0.00287203,0.02688,0.0101265,0.0141901,0.00430978,0.0413242,0,0,0.00943133,0,0.0122218,0.00272715,0.0579593,0.0137676,0.0170668,0.0177838,0.00193668,0.0637632,0.00490402,0.0272082,0.0172757,0.00933771,0.00850381,0.0155262,0.00465649,0.00774688,0.0237518,0.0287454,0.00274619,0.00213553,0.036755,0.0288817,0,0,0,0,0,0,0,0
16,0.032643,0.0322718,0,0,0,0,0,0,0.0362638,0.0211915,0.0238772,0.00650149,0,0,0.00357846,0,0.016552,0.00307615,0.0390913,0.0229863,0.0195294,0.003071,0.00926223,0.0156125,0.00545041,0.00607557,0.00189788,0.014158,0.0107175,0.0142517,0.00876802,0.0122354,0.0472076,0.00292879,0.0131376,0.0029845,0.028759,0.0103509,0.0140512,0.00383071,0.038951,0,0,0.00921885,0,0.0124922,0.00337382,0.0582929,0.0129637,0.01734,0.0179642,0.00195487,0.0601377,0.00534554,0.0270126,0.0173539,0.00988032,0.00981443,0.0169168,0.00572724,0.00806991,0.0268201,0.0264217,0.0022883,0.0018041,0.0342411,0.0271939,0,0,0,0,0,0,0,0
17,0.0341859,0.0346011,0,0,0,0,0,0,0.0365083,0.021439,0.0242094,0.00686672,0,0,0.00399507,0,0.0170235,0.000990916,0.0396551,0.0232349,0.0195696,0.00318736,0.0092256,0.0168476,0.00526869,0.00607662,0.00203361,0.0142,0.0108928,0.0143538,0.00891504,0.0120558,0.0475618,0.00515986,0.0131809,0.00278834,0.0290991,0.00976484,0.0140362,0.0037561,0.0411244,0,0,0.00765087,0,0.0122486,0.00360191,0.0587421,0.0127966,0.0171415,0.0180497,0.00155812,0.0628538,0.00615639,0.0266804,0.0172517,0.0103211,0.0108901,0.0180021,0.00667608,0.00840318,0.0285055,0.0283387,0.0035455,0.00431532,0.036376,0.0284213,0,0,0,0,0,0,0,0
18,0.0365268,0.0365608,0,0,0,0,0,0,0.0370204,0.0211718,0.0243835,0.00731514,0,0,0.00263418,0,0.0168096,0.0019924,0.0402613,0.0232644,0.0197905,0.00319722,0.00958531,0.0160405,0.00518467,0.00614518,0.00213046,0.0141644,0.0109662,0.0144196,0.00901834,0.0118194,0.0482531,0.00422083,0.0131436,0.00269449,0.0284179,0.00948831,0.0145334,0.00377961,0.044259,0,0,0.0119562,0,0.0125922,0.00353451,0.0589299,0.0136437,0.0172313,0.0185605,0.00160243,0.0686304,0.00649729,0.0264449,0.0171793,0.0106588,0.0118483,0.0189279,0.00739311,0.00872416,0.0289254,0.0322115,0.00287799,0.00299946,0.0383146,0.0307153,0,0,0,0,0,0,0,0
19,0.0359743,0.0355797,0,0,0,0,0,0,0.0376713,0.0206515,0.024413,0.00766349,0,0,0.0034404,0,0.0171569,0.00228682,0.0407633,0.0231767,0.0200725,0.00311483,0.00993324,0.015417,0.00517194,0.00626065,0.00212992,0.0141608,0.0109885,0.0144165,0.00911265,0.0116166,0.0491217,0.00381637,0.0132933,0.00263295,0.0270131,0.00947052,0.0149428,0.00386479,0.0436209,0,0,0.0122074,0,0.0126349,0.00363419,0.0588814,0.0148273,0.0173267,0.0191904,0.00169249,0.0674244,0.00626022,0.0263451,0.0171758,0.0106931,0.0124795,0.019494,0.00793152,0.00899738,0.0278935,0.0318072,0.00285261,0.00295879,0.0372403,0.0302688,0,0,0,0,0,0,0,0
20,0.0358744,0.0353079,0,0,0,0,0,0,0.0383717,0.0201576,0.0244077,0.00800717,0,0,0.00386541,0,0.0174463,0.00243273,0.0410559,0.0230333,0.0204041,0.00303991,0.0103032,0.0151052,0.00513053,0.00644436,0.00209224,0.014265,0.0109977,0.0144289,0.00916051,0.0114215,0.0500665,0.00359228,0.0133554,0.00249006,0.0250957,0.00935547,0.0148555,0.00397752,0.0435699,0,0,0.0129042,0,0.0126539,0.00393033,0.0586961,0.0153093,0.0172912,0.019316,0.00181691,0.067338,0.00587645,0.0263163,0.0170546,0.0105276,0.0126265,0.0195386,0.0080638,0.00910786,0.0255181,0.0322361,0.00297506,0.00310312,0.0369198,0.0301843,0,0,0,0,0,0,0,0
21,0.0289255,0.0283229,0,0,0,0,0,0,0.0392234,0.01922,0.0242655,0.00845247,0,0,0.00542856,0,0.0179429,0.00368162,0.0411902,0.0228645,0.0208271,0.00304941,0.0111943,0.0136007,0.00510314,0.0067528,0.00208233,0.014305,0.0110282,0.0145021,0.00918998,0.0111918,0.0512502,0.00261489,0.0135715,0.00245143,0.0230985,0.00999585,0.0142942,0.004057,0.0347587,0,0,0.0125485,0,0.0126029,0.00487049,0.058211,0.0153009,0.0173983,0.0190657,0.00240486,0.0540959,0.00525556,0.0264469,0.0166954,0.0102212,0.0123374,0.0190937,0.00773833,0.00893959,0.0233632,0.0257516,0.00295258,0.00195625,0.0296617,0.0237788,0,0,0,0,0,0,0,0
22,0.033168,0.0330631,0,0,0,0,0,0,0.0399202,0.0193261,0.0241092,0.00859893,0,0,0.00611583,0,0.0183363,0.0020841,0.0410415,0.0226299,0.0208626,0.00306301,0.0113512,0.0153025,0.00512958,0.00712099,0.00201033,0.014224,0.0111005,0.0145007,0.00918434,0.0109158,0.0522767,0.00507298,0.013647,0.00211358,0.0209266,0.00924918,0.0132197,0.00424954,0.0403031,0,0,0.00990959,0,0.0123138,0.00451405,0.0577886,0.0149922,0.0170135,0.018284,0.00233248,0.0615364,0.00484941,0.0263842,0.015968,0.00961119,0.0115001,0.0179787,0.00678708,0.00838804,0.0215595,0.0293029,0.00408302,0.00497347,0.0344568,0.0276038,0,0,0,0,0,0,0,0
23,0.0284741,0.0281258,0,0,0,0,0,0,0.0408892,0.0184689,0.0239949,0.0090514,0,0,0.00622937,0,0.0186763,0.00328442,0.0409019,0.0223599,0.0212479,0.00296212,0.0124975,0.0137625,0.00520244,0.00751543,0.00194587,0.014068,0.0112026,0.0144844,0.00919402,0.0105715,0.0537042,0.00374417,0.0138425,0.00221757,0.0187456,0.00978157,0.0122864,0.00438923,0.0343227,0,0,0.0114918,0,0.0125105,0.00372083,0.0570277,0.01529,0.0171039,0.0174667,0.00320975,0.053586,0.00433219,0.0265627,0.0150144,0.00881776,0.0106799,0.0168194,0.0057453,0.00789413,0.0198871,0.0253893,0.00231401,0.0026471,0.0292938,0.0233934,0,0,0,0,0,0,0,0
24,0.0324046,0.0323724,0,0,0,0,0,0,0.0416298,0.018359,0.0234577,0.00921248,0,0,0.00571252,0,0.018884,0.00247614,0.0407588,0.0218455,0.0214502,0.00286318,0.0127317,0.014297,0.00522381,0.00780407,0.00179564,0.0137814,0.0112299,0.0143395,0.00917613,0.0102418,0.0548184,0.00438985,0.0138494,0.00196864,0.0162608,0.00912798,0.0121501,0.0044354,0.039312,0,0,0.0114181,0,0.0123142,0.00358888,0.0566365,0.0162686,0.0166963,0.0169018,0.00307258,0.0611779,0.00388418,0.0267006,0.0141359,0.00810713,0.0106121,0.0159304,0.00490379,0.00799253,0.0180112,0.0296043,0.00297736,0.00438673,0.0335173,0.0268764,0,0,0,0,0,0,0,0
25,0.0332747,0.0330251,0,0,0,0,0,0,0.0422572,0.0178691,0.0226015,0.00965571,0,0,0.00602012,0,0.0193629,0.00282814,0.0408416,0.0209413,0.0220112,0.00271956,0.0134327,0.014176,0.00510872,0.00818237,0.00155652,0.0135508,0.0110863,0.014114,0.00908333,0.00994857,0.0559145,0.00444732,0.0140435,0.00206521,0.0141636,0.0089768,0.0140979,0.00441542,0.0401799,0,0,0.0123014,0,0.0124277,0.00380958,0.056471,0.0173135,0.0167007,0.0179184,0.00319204,0.063043,0.00271506,0.0270657,0.0145276,0.00863588,0.0121819,0.0161378,0.00509,0.00957842,0.017671,0.0307725,0.0031703,0.00465476,0.0340674,0.0274629,0,0,0,0,0,0,0,0
26,0.0281747,0.0279487,0,0,0,0,0,0,0.042515,0.0169373,0.0212627,0.0102702,0,0,0.00742357,0,0.020095,0.00435906,0.0411751,0.0194126,0.0227877,0.00230483,0.0144716,0.0132048,0.00516066,0.00882264,0.0012505,0.0133077,0.0106312,0.0137077,0.00881927,0.00970809,0.0567005,0.00397718,0.0142811,0.00235021,0.0133869,0.00946464,0.015884,0.00459463,0.0333704,0,0,0.0116358,0,0.0124162,0.00317027,0.05625,0.0170871,0.0170816,0.0200305,0.00392224,0.0534833,0.0012409,0.0276126,0.0161118,0.0103048,0.0135474,0.0168595,0.00602495,0.0113227,0.0196734,0.0259195,0.00234836,0.00357543,0.0286907,0.0223024,0,0,0,0,0,0,0,0
27,0.0329265,0.0331914,0,0,0,0,0,0,0.0416722,0.0166918,0.019619,0.0105533,0,0,0.00717535,0,0.0203411,0.00416191,0.0417092,0.0177415,0.0232031,0.00241895,0.0146972,0.0137891,0.0051934,0.00928592,0.00133662,0.0128685,0.00999665,0.0129049,0.00830828,0.00962407,0.0560401,0.00427163,0.0143158,0.00228209,0.012454,0.00872453,0.0144963,0.00486444,0.039186,0,0,0.0146994,0,0.012339,0.00461849,0.0555998,0.01499,0.017129,0.020877,0.00407785,0.0632413,0.00121208,0.0278062,0.0170601,0.0114298,0.0127631,0.0166998,0.00559391,0.0103438,0.0197558,0.0321833,0.00314321,0.0046321,0.0339596,0.0260737,0,0,0,0,0,0,0,0
28,0.0281701,0.0295531,0,0,0,0,0,0,0.0409691,0.0160868,0.0176508,0.0108029,0,0,0.0101572,0,0.0212483,0.0051925,0.0422862,0.0157879,0.0235805,0.00273454,0.0158181,0.0140011,0.00520032,0.0102511,0.00163059,0.0125565,0.00925138,0.0119017,0.00790771,0.00937348,0.0554185,0.00572158,0.01469,0.00254116,0.0100772,0.0090705,0.0117316,0.00502977,0.0329722,0,0,0.00973435,0,0.0121618,0.00440333,0.0543931,0.0126681,0.0177082,0.0197986,0.00499397,0.0541237,0.00126239,0.0282114,0.0163925,0.0116667,0.0108297,0.0154767,0.00416232,0.00837027,0.016797,0.0263697,0.00482369,0.00564729,0.0302999,0.0211479,0,0,0,0,0,0,0,0
29,0.0324502,0.0344939,0,0,0,0,0,0,0.0390609,0.0158634,0.0152736,0.0105673,0,0,0.0107331,0,0.021413,0.00534246,0.042804,0.0136049,0.0236086,0.00342161,0.0162109,0.0145576,0.00502475,0.0109428,0.002284,0.0120436,0.00831588,0.0104798,0.00757773,0.0091761,0.0533314,0.00593976,0.0147433,0.00276708,0.00757528,0.00850954,0.00917416,0.00471128,0.0385303,0,0,0.0151644,0,0.012536,0.00493994,0.0533906,0.0106572,0.0181023,0.0180749,0.005328,0.0646167,0.000971645,0.0292075,0.0146198,0.0107262,0.00921707,0.0136431,0.00300891,0.00752353,0.0150142,0.0330168,0.00353138,0.00509871,0.0354938,0.0250196,0,0,0,0,0,0,0,0
30,0.0309878,0.0340682,0,0,0,0,0,0,0.0362693,0.0155441,0.0126087,0.0102789,0,0,0.0102265,0,0.0213152,0.00557798,0.0431537,0.0113782,0.0235939,0.00412093,0.0169162,0.0139544,0.0048985,0.0113656,0.00307032,0.011401,0.00729935,0.00865233,0.00701765,0.00917008,0.05024,0.00475991,0.0147283,0.00335694,0.00753476,0.00852915,0.00845375,0.00441558,0.0369186,0,0,0.0131696,0,0.0124435,0.00498763,0.0527937,0.0105782,0.018572,0.0168868,0.00589676,0.0622843,0.00161537,0.0309593,0.0123795,0.00912622,0.00894286,0.0118375,0.00307566,0.00814582,0.0164319,0.0313871,0.00431137,0.00571257,0.0351485,0.0236975,0,0,0,0,0,0,0,0
31,0.0313481,0.0348152,0,0,0,0,0,0,0.0328172,0.0153968,0.00996203,0.00973459,0,0,0.0102648,0,0.0212663,0.00558775,0.0432859,0.0095326,0.0233619,0.00514861,0.0173088,0.0138539,0.00502356,0.0116615,0.00388917,0.0106764,0.00629314,0.00685476,0.00639612,0.00924129,0.0465186,0.00451768,0.014664,0.00363761,0.00961925,0.0084087,0.00876875,0.00423741,0.0376254,0,0,0.0139928,0,0.0124976,0.00505409,0.0524158,0.011922,0.0187499,0.0167688,0.00615858,0.0635149,0.00281473,0.0326563,0.010556,0.00793316,0.00965584,0.0104668,0.00410351,0.00965341,0.0192832,0.0322489,0.00398566,0.0055457,0.0359956,0.0241435,0,0,0,0,0,0,0,0
32,0.0309213,0.0343493,0,0,0,0,0,0,0.028791,0.015301,0.00799079,0.00915996,0,0,0.0102164,0,0.021293,0.00539364,0.0433721,0.0091187,0.0231577,0.00618473,0.0176246,0.0137157,0.00527194,0.0118046,0.00469938,0.0098993,0.00522194,0.00505651,0.00582812,0.00946733,0.04245,0.00453531,0.0146791,0.00384467,0.0129122,0.00848446,0.00920105,0.00433653,0.0371945,0,0,0.0140696,0,0.0125315,0.0046621,0.0518088,0.012712,0.0186918,0.0172268,0.0063306,0.0626293,0.00393656,0.0334242,0.00924212,0.00780553,0.010182,0.009802,0.00502818,0.0105795,0.0211605,0.0317695,0.00362101,0.00524537,0.0355767,0.0237892,0,0,0,0,0,0,0,0
33,0.024801,0.0280871,0,0,0,0,0,0,0.0244113,0.014969,0.00773806,0.00866262,0,0,0.0107792,0,0.0217059,0.00592978,0.0435364,0.0102698,0.0231508,0.00696974,0.018216,0.0130023,0.00548673,0.0116501,0.00540747,0.00912648,0.00408882,0.00333208,0.00549968,0.00987166,0.0382587,0.00504243,0.0149022,0.00423088,0.0138993,0.00921733,0.00865618,0.00450307,0.0291909,0,0,0.0125459,0,0.0124436,0.00354235,0.0509492,0.012116,0.0186795,0.0176034,0.00682598,0.0505449,0.00432005,0.0330665,0.00851447,0.0083442,0.00982882,0.00972795,0.00500765,0.0101429,0.0211492,0.0252735,0.00249864,0.00373713,0.029211,0.0181174,0,0,0,0,0,0,0,0
