Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,x77,
29,0.0134411,0.0138338,0,0,0,0,0,0,0.0112117,0.0210389,0.00976846,0.00418126,0,0,0.00401198,0,0.0184394,0.00211811,0.0441333,0.0111735,0.0146446,0.00717966,0.0144198,0.00355562,0.00910315,0.0156434,0.0118072,0.0123492,0.0175426,0.0119122,0.00701581,0.0296616,0.0109226,0.00351948,0.0131906,0.00238051,0.0223818,0.0151952,0.00776581,0.00319574,0.0172147,0,0,0.00231256,0,0.0145795,0.00358153,0.0689232,0.0186255,0.0221441,0.0113208,0.00627649,0.0208914,0.00563643,0.033856,0.00785417,0.00923112,0.0114261,0.0116739,0.0120676,0.0223809,0.0342762,0.00707081,0.00717414,0.00593626,0.0136284,0.0145304,0,0,0,0,0,0,0,0,0,0,0,0
30,0.0128325,0.0131578,0,0,0,0,0,0,0.0142748,0.0210174,0.0105947,0.00469129,0,0,0.00396671,0,0.0184224,0.00205002,0.0446722,0.0108044,0.0149211,0.00754209,0.0150866,0.0036396,0.0102404,0.0170208,0.013718,0.0145259,0.0176818,0.0122181,0.00697165,0.0291255,0.0112844,0.00359187,0.0131876,0.0023546,0.0232359,0.0150637,0.00794962,0.00259492,0.0161861,0,0,0.00153322,0,0.014489,0.00289537,0.0690083,0.0188224,0.0217405,0.0112234,0.00712563,0.0190579,0.00615309,0.0342443,0.00764799,0.00978279,0.0117018,0.0118006,0.0122703,0.0227061,0.0354199,0.00606904,0.00696209,0.00580321,0.0126548,0.014208,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0129104,0.0134507,0,0,0,0,0,0,0.0171796,0.020838,0.0122888,0.00480726,0,0,0.00441794,0,0.0186398,0.00222759,0.04513,0.0126563,0.0154735,0.00821805,0.0158554,0.00373999,0.0114684,0.0175835,0.0152184,0.016363,0.0171737,0.012142,0.0074373,0.0290747,0.0138713,0.00392427,0.0132323,0.00239564,0.0239179,0.0150515,0.00804575,0.00235372,0.0163585,0,0,0.00172086,0,0.0145503,0.00302242,0.0692919,0.0190233,0.0215835,0.0111143,0.00767025,0.0192397,0.00665997,0.0346073,0.00741228,0.0101922,0.0118942,0.0118693,0.0124519,0.022886,0.036242,0.0062896,0.00681965,0.00574504,0.0128139,0.0144749,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0125586,0.0133457,0,0,0,0,0,0,0.0186061,0.0206015,0.0139109,0.00438472,0,0,0.005038,0,0.0188013,0.00255826,0.045562,0.0146049,0.0161173,0.0092093,0.0163949,0.00407759,0.0124043,0.0183978,0.0160289,0.0174701,0.0163979,0.0119294,0.00805443,0.0291432,0.0159526,0.00451375,0.0132005,0.00253751,0.0242279,0.0150987,0.00796348,0.00244002,0.015816,0,0,0.00270114,0,0.0147591,0.00389312,0.0698309,0.0191369,0.0216002,0.0108194,0.00809556,0.0184144,0.00705939,0.0349469,0.00706936,0.0103894,0.0120206,0.0118439,0.0125464,0.0228381,0.0367976,0.00620644,0.0069572,0.00592137,0.012549,0.0142274,0,0,0,0,0,0,0,0,0,0,0,0
33,0.0132907,0.0137682,0,0,0,0,0,0,0.0191788,0.0204266,0.0149818,0.00366565,0,0,0.00504423,0,0.0188836,0.00266006,0.0461282,0.0163156,0.0165113,0.0106616,0.0165476,0.00408652,0.0127789,0.0192382,0.0162154,0.0179876,0.0154198,0.0115782,0.00845411,0.0289385,0.0168468,0.00445477,0.013227,0.00257682,0.0244517,0.0149709,0.008084,0.00277999,0.0166722,0,0,0.00170316,0,0.0144792,0.00304036,0.0705044,0.019357,0.0217913,0.010676,0.00828929,0.0198571,0.00744542,0.0352777,0.00687765,0.010679,0.0120383,0.0115128,0.012666,0.0228558,0.0370291,0.00710032,0.00657854,0.00558338,0.0129566,0.0149496,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0132496,0.0137376,0,0,0,0,0,0,0.0186087,0.0203288,0.0151357,0.00279995,0,0,0.00521836,0,0.0186626,0.00287863,0.0467425,0.0173543,0.0166083,0.0121831,0.016661,0.00438173,0.0126874,0.0182431,0.0157871,0.0179487,0.0146095,0.0112672,0.00868347,0.028705,0.01681,0.00463416,0.0133222,0.00275205,0.0244274,0.0150088,0.00811489,0.00319169,0.0166516,0,0,0.00211996,0,0.0144461,0.00325264,0.0713504,0.0195701,0.0221181,0.0102508,0.00827767,0.0199625,0.00769364,0.0355271,0.00661613,0.01065,0.0119721,0.0111128,0.012688,0.0227382,0.0369437,0.00752019,0.00653211,0.00562774,0.0128896,0.0150348,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0132666,0.0137432,0,0,0,0,0,0,0.0172689,0.0202189,0.0145634,0.00200441,0,0,0.00543267,0,0.0185749,0.00305198,0.0471563,0.0176552,0.0164886,0.0123892,0.0168787,0.00465409,0.0122288,0.0174311,0.0149713,0.0174071,0.0140517,0.0110312,0.00880458,0.0286198,0.0164895,0.00475825,0.0133779,0.00276226,0.0240908,0.0150145,0.00814178,0.00363736,0.0166008,0,0,0.00228548,0,0.014417,0.00335418,0.0722195,0.0198205,0.0224091,0.00962307,0.00823293,0.0201404,0.00792514,0.0356727,0.00627951,0.0105057,0.0118232,0.0106861,0.0126437,0.0225842,0.0367165,0.00781851,0.00648386,0.00564331,0.0129151,0.0150736,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0132339,0.013754,0,0,0,0,0,0,0.0154725,0.0201028,0.0136886,0.00134866,0,0,0.0057513,0,0.0185009,0.00325756,0.0472196,0.0168991,0.0163145,0.0122107,0.0170057,0.00497311,0.0114818,0.0169914,0.0140014,0.0165268,0.0137414,0.0108617,0.0088338,0.0287085,0.016174,0.00498178,0.0133403,0.00256797,0.0234806,0.0150483,0.00830116,0.00424516,0.0165427,0,0,0.0022545,0,0.014411,0.00337972,0.0730558,0.0202422,0.0226184,0.0088247,0.00822446,0.0202749,0.00807013,0.035809,0.00588255,0.0100806,0.0116774,0.0102308,0.0125648,0.0223859,0.0363216,0.00796199,0.00636163,0.00566552,0.0129696,0.0151324,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0132329,0.0137582,0,0,0,0,0,0,0.0132546,0.0200059,0.0123237,0.00141051,0,0,0.00634515,0,0.0183487,0.00364816,0.0468762,0.0156893,0.0161285,0.0120222,0.0171008,0.00538614,0.0106059,0.0164883,0.0127767,0.0153516,0.0137307,0.0108918,0.0088036,0.0289429,0.0158909,0.00543283,0.01326,0.00263033,0.0228062,0.0150616,0.00846809,0.00491456,0.0163774,0,0,0.00223322,0,0.0144405,0.00331569,0.0738178,0.0206312,0.0227055,0.00790583,0.00829133,0.0202398,0.00818496,0.0360736,0.00545472,0.0094238,0.0114029,0.00969701,0.0123954,0.0220529,0.0357856,0.00789284,0.00619847,0.00562002,0.0130275,0.0150989,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0136151,0.0139793,0,0,0,0,0,0,0.0113672,0.0199853,0.0107488,0.0019611,0,0,0.00599563,0,0.0183751,0.00333659,0.0462452,0.0141424,0.0159304,0.0116384,0.0172652,0.00524344,0.00970805,0.0157664,0.0113072,0.0139767,0.0139387,0.0110794,0.0087264,0.0291046,0.0158054,0.0050976,0.0132965,0.00260501,0.0221981,0.0149649,0.00897367,0.00551834,0.0167652,0,0,0.00184,0,0.0143128,0.00301087,0.0745163,0.0210305,0.0229298,0.0072398,0.00829186,0.0206862,0.00831438,0.0364717,0.00522549,0.0087821,0.0111281,0.00901866,0.0123589,0.0216305,0.0351754,0.00757973,0.00611236,0.005511,0.0133178,0.0154622,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0139194,0.014038,0,0,0,0,0,0,0.0102489,0.0199586,0.00950347,0.00249163,0,0,0.00569569,0,0.018387,0.00295876,0.0454727,0.0128162,0.0158124,0.0107569,0.0172464,0.00511142,0.00885497,0.0148769,0.00977327,0.0125539,0.0140821,0.0110712,0.00869243,0.0290365,0.0154348,0.00491244,0.0134308,0.00257575,0.0217234,0.0148804,0.00948961,0.00594402,0.0169859,0,0,0.00151539,0,0.0142318,0.00276097,0.0751148,0.0211853,0.0235497,0.00650541,0.00810646,0.0208377,0.00846347,0.036838,0.00512963,0.00802036,0.0109945,0.0083005,0.0124071,0.021163,0.0347938,0.00720055,0.00591327,0.00533,0.0134583,0.0156979,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0141354,0.013996,0,0,0,0,0,0,0.00981091,0.0198975,0.00931076,0.00295308,0,0,0.00560548,0,0.0184979,0.0027233,0.0447926,0.0125473,0.015886,0.00951057,0.0171172,0.00512633,0.00799597,0.013737,0.00835711,0.011313,0.0137643,0.010392,0.00888362,0.028893,0.0152434,0.00483638,0.0135195,0.00247411,0.0214788,0.0147476,0.00986277,0.00628347,0.0169939,0,0,0.00117636,0,0.0142015,0.00246404,0.0755683,0.0212837,0.0243205,0.00575491,0.00788003,0.0205797,0.00857938,0.0371523,0.00514529,0.0072239,0.0108387,0.00752042,0.0122995,0.0205513,0.0348042,0.00678894,0.00571914,0.00513183,0.0135522,0.0158292,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0143289,0.0139516,0,0,0,0,0,0,0.00997288,0.0198507,0.011195,0.00367149,0,0,0.00575615,0,0.0186956,0.0026552,0.0444713,0.0128697,0.016206,0.00809709,0.0167934,0.00534858,0.00695813,0.0121578,0.00719822,0.0107282,0.0129231,0.00873695,0.00920761,0.0286788,0.0158362,0.00482332,0.0135669,0.00232051,0.0212256,0.0145984,0.0102441,0.00726138,0.0170015,0,0,0.000973475,0,0.0141557,0.00214688,0.07581,0.0212841,0.0245495,0.00495537,0.00769827,0.0202735,0.00855995,0.0372759,0.00488755,0.00638445,0.0104491,0.00670812,0.0119506,0.0195616,0.0347959,0.00651589,0.00550776,0.00493585,0.0137489,0.0160372,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0140479,0.0136323,0,0,0,0,0,0,0.00991445,0.0197868,0.0132655,0.00467868,0,0,0.00705721,0,0.0185541,0.0034421,0.0445413,0.0139016,0.0165996,0.00605778,0.0161811,0.00619376,0.00564479,0.010426,0.00696366,0.0113559,0.0121473,0.00694016,0.00882745,0.0281288,0.016314,0.0058759,0.013538,0.00234534,0.0204522,0.0144533,0.0108821,0.0086869,0.0163174,0,0,0.000975218,0,0.0141857,0.00195245,0.0760497,0.0215301,0.0248546,0.00404487,0.00745176,0.0192364,0.00839135,0.0372763,0.0047567,0.00556514,0.00974291,0.00592971,0.0115041,0.0184158,0.0342184,0.00606029,0.00528623,0.00466406,0.0137281,0.0157447,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0136487,0.013363,0,0,0,0,0,0,0.00808204,0.0197129,0.0113659,0.00550391,0,0,0.00830226,0,0.0185232,0.00421765,0.0442823,0.0143381,0.0169714,0.00454168,0.015475,0.00693009,0.00482989,0.00926278,0.00769226,0.0119952,0.0129917,0.00706602,0.00806633,0.0285032,0.0142335,0.00686545,0.0134335,0.00234794,0.0194953,0.014115,0.0116192,0.00967156,0.0154614,0,0,0.00137128,0,0.0142955,0.00139808,0.07653,0.021875,0.0251841,0.00311394,0.00733019,0.018303,0.00820428,0.0373892,0.00476154,0.00479365,0.00900428,0.00525542,0.0110229,0.0172037,0.0330836,0.00542053,0.00499183,0.00425857,0.0138123,0.0152214,0,0,0,0,0,0,0,0,0,0,0,0
44,0.0139818,0.0133042,0,0,0,0,0,0,0.00550782,0.0196943,0.00982686,0.00588837,0,0,0.00767209,0,0.0187882,0.00374591,0.0434697,0.0139685,0.0170155,0.00491376,0.0148176,0.00705077,0.00422148,0.00869869,0.00838411,0.0117911,0.0138133,0.00820932,0.00713994,0.0285854,0.011903,0.00641869,0.0134636,0.00210347,0.0184211,0.0136419,0.0120844,0.0101255,0.0153626,0,0,0.00310303,0,0.0143275,0.000726016,0.0771033,0.0214783,0.0257354,0.00247813,0.00732852,0.0181368,0.00814327,0.0376937,0.00482929,0.00385928,0.00814187,0.00455846,0.0103106,0.0155335,0.0313981,0.00433636,0.00475681,0.00387946,0.014133,0.0152192,0,0,0,0,0,0,0,0,0,0,0,0
45,0.0146214,0.0131283,0,0,0,0,0,0,0.00466341,0.0197631,0.0100147,0.00596788,0,0,0.00711422,0,0.0189768,0.00327976,0.0423118,0.013109,0.016526,0.00514738,0.014043,0.0072764,0.00412628,0.00811053,0.00814612,0.0108147,0.0137962,0.00902777,0.00706858,0.0279017,0.0119006,0.00619805,0.0134883,0.00187873,0.0171691,0.0132866,0.0122022,0.0102384,0.0154761,0,0,0.00462075,0,0.0143734,0.00123935,0.0774237,0.0203465,0.0260862,0.00257701,0.00725709,0.0180469,0.00806424,0.0379993,0.00508746,0.0026806,0.00719629,0.00386121,0.00940294,0.0133225,0.0291311,0.00336078,0.00452411,0.00351804,0.0143156,0.0154024,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0153872,0.0131264,0,0,0,0,0,0,0.0073862,0.0198147,0.0114924,0.00596532,0,0,0.00699859,0,0.019085,0.00303832,0.0411612,0.0131143,0.0157049,0.00584038,0.0135387,0.00750817,0.00453156,0.00766403,0.00717485,0.00954553,0.0127128,0.00934786,0.00744848,0.0264766,0.0138649,0.00642498,0.0135082,0.00175135,0.0150152,0.0130006,0.0121002,0.00988043,0.0156844,0,0,0.00634954,0,0.014372,0.00219734,0.0773506,0.0186851,0.0261674,0.00331683,0.00689047,0.0180927,0.00702638,0.0381224,0.00561398,0.00161231,0.00616071,0.00331286,0.00833575,0.0106411,0.0273589,0.00234632,0.00446583,0.00315153,0.0144907,0.0157246,0,0,0,0,0,0,0,0,0,0,0,0
47,0.0155312,0.0129235,0,0,0,0,0,0,0.00933811,0.0199046,0.0121185,0.00615031,0,0,0.00752933,0,0.0189147,0.00319685,0.0400847,0.0137215,0.0153557,0.00677116,0.0130322,0.00795562,0.00518045,0.00735108,0.00550654,0.00870445,0.0118408,0.00961914,0.0079143,0.0254648,0.0149519,0.00714653,0.0134408,0.00172372,0.0140328,0.0128683,0.0120002,0.00967525,0.0154595,0,0,0.00678401,0,0.014439,0.00244054,0.0775225,0.0169985,0.0264154,0.00481396,0.00643287,0.0178377,0.00484238,0.0380147,0.00627701,0.000737101,0.00536184,0.00271794,0.00734695,0.00816595,0.0259516,0.00229772,0.00441325,0.00278254,0.0143917,0.0157702,0,0,0,0,0,0,0,0,0,0,0,0
48,0.015434,0.0128203,0,0,0,0,0,0,0.00998485,0.0199297,0.0122976,0.00650736,0,0,0.00827999,0,0.0187116,0.00361919,0.0392071,0.0140381,0.0152434,0.00831991,0.0127612,0.00843703,0.00546285,0.00704816,0.00438233,0.00817626,0.0112517,0.00985569,0.00795825,0.0246262,0.0143817,0.00794615,0.0133665,0.00182401,0.0135053,0.0127366,0.011606,0.00942126,0.0151564,0,0,0.00684236,0,0.0144699,0.00257159,0.0774198,0.0147956,0.0266071,0.00664888,0.00598613,0.0175138,0.00476718,0.0376294,0.00707028,0.00188093,0.00482717,0.00204113,0.00636458,0.0057979,0.0248475,0.00232887,0.00421925,0.00256791,0.0143018,0.0156957,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0152262,0.012655,0,0,0,0,0,0,0.00980627,0.0199521,0.0124512,0.0068925,0,0,0.00930231,0,0.018459,0.00416059,0.0386036,0.0137092,0.0153614,0.00902242,0.0124484,0.00897069,0.00531948,0.00646677,0.00430125,0.00823261,0.0113609,0.0106864,0.00797811,0.0240832,0.0131933,0.00880602,0.0133408,0.00199824,0.0145558,0.0126477,0.0110207,0.0092027,0.0147226,0,0,0.00647213,0,0.0145546,0.00243377,0.0770018,0.0122593,0.0267527,0.00867485,0.00560828,0.0170257,0.00496624,0.0370668,0.00784142,0.00353928,0.00479042,0.00137678,0.0055285,0.00384725,0.0239606,0.00255372,0.00399189,0.00259451,0.014124,0.0150068,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0157507,0.0128912,0,0,0,0,0,0,0.00912475,0.0200475,0.0128,0.00724158,0,0,0.00809175,0,0.0188349,0.00333965,0.0383512,0.0135,0.015543,0.0100941,0.0122375,0.00868575,0.0047984,0.00601504,0.00518276,0.00876981,0.0122058,0.0123152,0.00832408,0.023954,0.0122661,0.00793787,0.0134493,0.00184695,0.0167908,0.0124864,0.0103603,0.00894093,0.0151452,0,0,0.00686039,0,0.0145122,0.00280262,0.0764703,0.00973725,0.026836,0.0105796,0.0052921,0.0174596,0.00497629,0.0363796,0.00886431,0.00527965,0.00523138,0.00126449,0.00487719,0.00286784,0.0239788,0.00243844,0.00418204,0.00280552,0.0143506,0.0149589,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0164415,0.0131458,0,0,0,0,0,0,0.00911384,0.0200855,0.0132049,0.00751556,0,0,0.00721354,0,0.0192533,0.00261516,0.0385015,0.0132598,0.015536,0.0111066,0.012244,0.00850229,0.00414234,0.00637577,0.00677092,0.00972156,0.0131751,0.0140856,0.00860676,0.0239436,0.0118102,0.00721984,0.0136421,0.00195208,0.0147952,0.0122524,0.00980736,0.00873908,0.0155109,0,0,0.00785827,0,0.0144624,0.00362052,0.0760575,0.00820323,0.0267818,0.0118856,0.00502362,0.0181043,0.00516198,0.0355859,0.00985805,0.00686663,0.00597606,0.00164209,0.00448472,0.00335456,0.0267003,0.00226128,0.00444733,0.00277214,0.0145914,0.0150302,0,0,0,0,0,0,0,0,0,0,0,0
52,0.016595,0.0128384,0,0,0,0,0,0,0.0103923,0.0201643,0.0133728,0.00757232,0,0,0.00770026,0,0.0192621,0.00280638,0.0388351,0.0127428,0.015438,0.0127838,0.0116794,0.00887515,0.00354141,0.00701511,0.00820989,0.0106369,0.0138534,0.0153882,0.0086252,0.0240215,0.0120746,0.0074737,0.0135906,0.00196164,0.0154651,0.0122568,0.00942412,0.00869565,0.0152507,0,0,0.00746802,0,0.0145329,0.003498,0.0757939,0.00893445,0.026713,0.013367,0.00462824,0.017836,0.00525683,0.0349024,0.0110661,0.0083147,0.0063877,0.00188133,0.00403083,0.00386659,0.0265572,0.00234425,0.00465734,0.00270276,0.0143503,0.0148084,0,0,0,0,0,0,0,0,0,0,0,0
53,0.0165903,0.0124129,0,0,0,0,0,0,0.0122049,0.0202856,0.0134205,0.00739058,0,0,0.00821983,0,0.0192709,0.00298397,0.0392563,0.0112806,0.0152676,0.0140777,0.0109087,0.0093718,0.00335004,0.0075429,0.00892544,0.0111545,0.0140367,0.0159267,0.00857774,0.0239041,0.0131334,0.00788741,0.0134661,0.00193868,0.0146682,0.0123905,0.00896071,0.00862393,0.0149949,0,0,0.0066569,0,0.0145771,0.00314331,0.0755993,0.0111614,0.0263872,0.0146728,0.00419162,0.0174113,0.00533429,0.0341842,0.0121776,0.00969562,0.00650015,0.00194098,0.00335642,0.00461349,0.0252232,0.00256158,0.00481663,0.00268331,0.0140531,0.0148123,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0164049,0.0119386,0,0,0,0,0,0,0.0139556,0.0204618,0.0131381,0.00695287,0,0,0.00885707,0,0.0191569,0.00313576,0.0397124,0.00926486,0.0152079,0.014671,0.0101009,0.00997731,0.00353375,0.00801192,0.00884934,0.0112888,0.0138157,0.0157369,0.00852579,0.0237334,0.0142325,0.00857849,0.0134374,0.00215845,0.0139608,0.0126292,0.00842611,0.00837323,0.0147327,0,0,0.00558737,0,0.0145987,0.00261693,0.075645,0.0138441,0.025938,0.0158167,0.00368963,0.0168742,0.00528845,0.0334909,0.0131046,0.010841,0.00659448,0.00184829,0.00252664,0.00558885,0.0229826,0.00290286,0.00468557,0.0028029,0.0136492,0.014827,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0168259,0.0121101,0,0,0,0,0,0,0.0158432,0.0206305,0.0131195,0.00644981,0,0,0.00731756,0,0.0193463,0.00202096,0.0401264,0.0079727,0.0151979,0.0150085,0.00963232,0.00988957,0.00396363,0.00871742,0.00841999,0.0111864,0.0133845,0.0150317,0.00844044,0.023632,0.0156875,0.00781788,0.0134942,0.00236053,0.01453,0.0128305,0.00788915,0.00806469,0.0154465,0,0,0.00523898,0,0.014406,0.0026286,0.0760458,0.016262,0.0253815,0.0165267,0.00328341,0.0172151,0.00469122,0.0328819,0.013876,0.0116191,0.00675544,0.00180484,0.00189199,0.00663427,0.0211916,0.00313039,0.00514558,0.00318182,0.0138064,0.0150908,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0170813,0.0122218,0,0,0,0,0,0,0.0178502,0.0207824,0.0135441,0.00601743,0,0,0.00599089,0,0.0194428,0.00119852,0.0403301,0.00765706,0.0151158,0.0155652,0.0094076,0.00980838,0.00439044,0.00947502,0.00825284,0.011254,0.0128874,0.0146441,0.00835357,0.0234939,0.0176408,0.00710265,0.0134783,0.0024784,0.0159544,0.0130668,0.00774465,0.00779727,0.0159586,0,0,0.00457746,0,0.0142704,0.00235101,0.0767415,0.0180588,0.0247613,0.0169209,0.00311704,0.0174869,0.00353074,0.0325618,0.0144746,0.0119435,0.00667638,0.00194893,0.00183767,0.00733006,0.0198911,0.00359533,0.00542209,0.00347439,0.0138204,0.0151191,0,0,0,0,0,0,0,0,0,0,0,0
57,0.0171755,0.0122386,0,0,0,0,0,0,0.0195087,0.0209005,0.0141987,0.00576086,0,0,0.00568857,0,0.0193331,0.00109713,0.0401919,0.00778336,0.0150545,0.0160279,0.00944848,0.00981018,0.00443228,0.00985852,0.00838093,0.0115189,0.0126622,0.0145596,0.00819787,0.0233973,0.0197149,0.00674982,0.013451,0.00269325,0.0176863,0.0132862,0.00848068,0.00761024,0.0161471,0,0,0.00360534,0,0.0142918,0.0019475,0.0774014,0.0189504,0.0240614,0.0173017,0.00334782,0.0175552,0.00324022,0.0327761,0.0146373,0.0121717,0.00639185,0.00213904,0.00213335,0.0076922,0.0192512,0.00410847,0.00550374,0.00371047,0.013715,0.0150122,0,0,0,0,0,0,0,0,0,0,0,0
58,0.0169654,0.012246,0,0,0,0,0,0,0.0208803,0.0210461,0.0145737,0.00546053,0,0,0.00616163,0,0.0191174,0.00149257,0.0398355,0.00749364,0.0151007,0.0163032,0.00929719,0.00983265,0.00428702,0.009902,0.00869152,0.0118404,0.013036,0.0151362,0.00805437,0.0232928,0.0214785,0.00660177,0.0133486,0.00250528,0.020427,0.0135929,0.0100536,0.00719328,0.016229,0,0,0.00271855,0,0.0143107,0.00166531,0.0777797,0.0194205,0.0232878,0.0179903,0.00380508,0.0175846,0.00293461,0.0331109,0.0151023,0.0127024,0.0067913,0.00238646,0.00256593,0.00821637,0.0198196,0.0045708,0.00535047,0.00383928,0.0136105,0.0148556,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0165476,0.0122465,0,0,0,0,0,0,0.0223304,0.0211431,0.014998,0.00513363,0,0,0.00694165,0,0.018807,0.00203953,0.0394678,0.00726222,0.015209,0.016654,0.00892164,0.00983674,0.00425333,0.0101058,0.00918502,0.0121728,0.013855,0.016456,0.00800061,0.0230673,0.0235376,0.00649338,0.0132745,0.00256312,0.0227437,0.0139023,0.0115127,0.00663944,0.0161899,0,0,0.00207399,0,0.0144276,0.0015437,0.0775922,0.0198866,0.0224306,0.01869,0.00425558,0.0175009,0.00262043,0.0332996,0.0159401,0.0135753,0.00754347,0.00251309,0.00322732,0.00891229,0.0217008,0.00496004,0.0050544,0.00390857,0.0134923,0.0145981,0,0,0,0,0,0,0,0,0,0,0,0
60,0.016064,0.0121434,0,0,0,0,0,0,0.0238827,0.0212416,0.0155699,0.00470427,0,0,0.00796092,0,0.01848,0.00267142,0.0392158,0.00737463,0.0153303,0.0170317,0.00843446,0.00985523,0.00437018,0.0104719,0.009599,0.0125425,0.0148509,0.017973,0.00805801,0.0228107,0.0257733,0.00663186,0.0132447,0.00269197,0.0243023,0.0141204,0.0124338,0.00595335,0.0159555,0,0,0.00131274,0,0.0144632,0.00159526,0.076924,0.020462,0.0216194,0.0194048,0.00450399,0.0172537,0.0024888,0.0332961,0.0169791,0.0140485,0.00751646,0.00249674,0.00417494,0.00987687,0.0241106,0.00540635,0.00472088,0.00388544,0.01333,0.0141307,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0162337,0.0124297,0,0,0,0,0,0,0.0255818,0.0213698,0.0161502,0.00422054,0,0,0.00737568,0,0.018551,0.00252826,0.0390985,0.00762453,0.0154638,0.0174681,0.00800281,0.00951673,0.00460377,0.0109798,0.00983914,0.0130168,0.0157186,0.0193672,0.00813073,0.0225463,0.0280424,0.00588367,0.013279,0.00278744,0.0256848,0.0142415,0.0132884,0.00524687,0.0163927,0,0,0.00119265,0,0.0142179,0.0017051,0.075925,0.0214404,0.0207497,0.0195811,0.00475982,0.0177476,0.00269973,0.0332151,0.0179999,0.0139505,0.00715166,0.00245178,0.00534742,0.011322,0.026694,0.00575431,0.00501082,0.00413384,0.0136919,0.0142763,0,0,0,0,0,0,0,0,0,0,0,0
62,0.0163853,0.0126562,0,0,0,0,0,0,0.0267823,0.0214839,0.0163071,0.00375152,0,0,0.0068139,0,0.0185178,0.00241911,0.0390282,0.0074947,0.0155256,0.0177477,0.00755966,0.00919885,0.00474375,0.0113077,0.00995391,0.0131849,0.0160674,0.0199742,0.00809456,0.022356,0.0296791,0.00535903,0.0133862,0.00298712,0.0269164,0.0143605,0.0140503,0.00465862,0.0167229,0,0,0.00109061,0,0.0141146,0.00193959,0.0746659,0.0225641,0.0199123,0.0194032,0.00497145,0.0180846,0.00305137,0.0330507,0.0188335,0.0139878,0.00700922,0.00244235,0.00659527,0.0131194,0.0285618,0.00621254,0.00522255,0.00432393,0.0140142,0.0143985,0,0,0,0,0,0,0,0,0,0,0,0
63,0.0162675,0.012681,0,0,0,0,0,0,0.0274634,0.0215599,0.0160791,0.00329261,0,0,0.00643428,0,0.0184817,0.00233362,0.0390044,0.00710362,0.0155216,0.0179156,0.00708361,0.00888322,0.00486175,0.0114515,0.010216,0.0131465,0.015952,0.0198547,0.00786533,0.0222396,0.0308387,0.00504286,0.0133796,0.00315883,0.0278624,0.0144673,0.0146225,0.00424322,0.0166873,0,0,0.0012792,0,0.0141868,0.00246575,0.0732103,0.023573,0.0191508,0.0193478,0.00513406,0.0180436,0.00333415,0.0329514,0.0194131,0.0142669,0.00692988,0.0025123,0.00773814,0.0148589,0.028989,0.00666426,0.00541409,0.0045399,0.0141179,0.014387,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0160996,0.0125925,0,0,0,0,0,0,0.0284537,0.0216013,0.0159492,0.00286719,0,0,0.00696681,0,0.0183457,0.00252926,0.039218,0.00662716,0.0155114,0.0182083,0.00647309,0.00885209,0.00513778,0.0118281,0.010234,0.0130551,0.015864,0.0197351,0.0077421,0.0221982,0.0319547,0.00548416,0.013281,0.00313557,0.0276884,0.0146005,0.01538,0.00394977,0.0165441,0,0,0.00160304,0,0.0142091,0.00280857,0.0717602,0.0244728,0.0184535,0.0193165,0.00519039,0.0179345,0.00368504,0.0328117,0.0195345,0.0147187,0.00676435,0.00234334,0.00897124,0.0165957,0.0293772,0.00690331,0.00543449,0.00465693,0.0140813,0.0143548,0,0,0,0,0,0,0,0,0,0,0,0
