Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,x77,
101,0.0146213,0.0160918,0,0,0,0,0,0,0.0478029,0.0219096,0.0216738,0.00502861,0,0,0.00774743,0,0.0191551,0.0034091,0.0416425,0.018558,0.0171277,0.010285,0.0015472,0.00638936,0.00926276,0.01309,0.00678079,0.0130506,0.0201081,0.0235144,0.0070134,0.0171004,0.0602781,0.00540901,0.0133164,0.00250037,0.015688,0.0137927,0.00929885,0.00465594,0.0151716,0,0,0.0042922,0,0.0141087,0.00336798,0.0583197,0.0108271,0.013226,0.0153106,0.00971809,0.0208023,0.00628638,0.0269868,0.0170391,0.00778996,0.010565,0.0174112,0.00728802,0.00806148,0.0150818,0.00505049,0.00384717,0.00379804,0.0178305,0.0105047,0,0,0,0,0,0,0,0,0,0,0,0
102,0.0148552,0.0159948,0,0,0,0,0,0,0.0475939,0.0216368,0.020824,0.00509644,0,0,0.00731043,0,0.0192058,0.00318793,0.04191,0.0181964,0.0173228,0.0104717,0.00130673,0.00639273,0.00943217,0.0132032,0.00679607,0.0129282,0.0201034,0.0235291,0.00693546,0.0169061,0.0604694,0.00506244,0.0133923,0.00244054,0.0121649,0.013801,0.0110516,0.00513952,0.0155524,0,0,0.00412044,0,0.0139797,0.00311724,0.0581091,0.0152044,0.0127626,0.0158878,0.00964678,0.02059,0.00613056,0.0272721,0.0160169,0.0076204,0.011894,0.0165588,0.00730522,0.00929218,0.0124831,0.00506543,0.00367373,0.00373422,0.0177772,0.0111377,0,0,0,0,0,0,0,0,0,0,0,0
103,0.0148761,0.0159184,0,0,0,0,0,0,0.0469886,0.0212924,0.0197813,0.00530245,0,0,0.0067944,0,0.0193769,0.00280342,0.0423364,0.0174954,0.0177377,0.0108501,0.00157299,0.00636978,0.00961988,0.0133078,0.00690946,0.0128094,0.0200359,0.0234989,0.00689282,0.0166889,0.0602114,0.00470803,0.0134162,0.00232575,0.0110055,0.01372,0.0155334,0.00533566,0.015737,0,0,0.00396485,0,0.0139388,0.00277912,0.058138,0.0198039,0.0124533,0.0179917,0.0095575,0.0202026,0.00605975,0.0278284,0.0159271,0.00817185,0.0140265,0.0169369,0.00780174,0.012013,0.0156695,0.00497217,0.00373556,0.0035699,0.0177801,0.0117644,0,0,0,0,0,0,0,0,0,0,0,0
104,0.0149356,0.0157926,0,0,0,0,0,0,0.0457115,0.0209257,0.0186211,0.00555548,0,0,0.00616879,0,0.0194889,0.00249368,0.0428377,0.0169166,0.0182167,0.0112403,0.00216337,0.00640628,0.00985276,0.0134954,0.00714085,0.0126099,0.0198044,0.0233078,0.00680074,0.0165451,0.0590687,0.00444934,0.0135025,0.00230534,0.0114946,0.0136233,0.0177807,0.00519929,0.0159841,0,0,0.00386393,0,0.0138994,0.00240858,0.0580447,0.0211797,0.012498,0.0210709,0.00939238,0.019698,0.00615496,0.0281937,0.0168335,0.00950398,0.0151362,0.017522,0.00862766,0.0142613,0.0187155,0.00477433,0.00420337,0.0033581,0.0177372,0.0125486,0,0,0,0,0,0,0,0,0,0,0,0
105,0.0153618,0.0155408,0,0,0,0,0,0,0.0437713,0.020556,0.0173377,0.00567073,0,0,0.00554362,0,0.0196476,0.00198784,0.0433248,0.0164052,0.0186044,0.0116475,0.00254509,0.00657382,0.00997772,0.0136382,0.00735717,0.0122655,0.0192701,0.022738,0.00674357,0.0164361,0.0569857,0.00445698,0.0135313,0.00236113,0.0100203,0.0135523,0.0160522,0.00488593,0.0163918,0,0,0.0038786,0,0.013863,0.00214194,0.0574237,0.0194072,0.012885,0.0232338,0.00913286,0.0190671,0.00640015,0.0281589,0.0175485,0.0110875,0.0145752,0.0173557,0.00846211,0.0142402,0.0166553,0.00434889,0.00432797,0.00319251,0.0174956,0.0133731,0,0,0,0,0,0,0,0,0,0,0,0
106,0.0153437,0.0145824,0,0,0,0,0,0,0.0414532,0.0202765,0.0161405,0.00548898,0,0,0.00578528,0,0.0195161,0.00182515,0.043762,0.016026,0.0187704,0.0123421,0.00292622,0.0068223,0.00991228,0.013992,0.00758812,0.01173,0.0184196,0.0218254,0.00675958,0.0161521,0.0543356,0.00529807,0.0135294,0.00212641,0.00678673,0.0134906,0.0128361,0.00438632,0.0157582,0,0,0.00352616,0,0.014179,0.00205525,0.0563688,0.0165876,0.0134263,0.022668,0.00869663,0.0170058,0.00643099,0.0281741,0.0170637,0.0119157,0.0132664,0.0162443,0.00747386,0.0131723,0.0119732,0.00357504,0.00344655,0.00314131,0.0163966,0.0134183,0,0,0,0,0,0,0,0,0,0,0,0
107,0.016213,0.0143453,0,0,0,0,0,0,0.0377464,0.0201143,0.0149611,0.00529077,0,0,0.0052079,0,0.0195365,0.00144109,0.0442281,0.0154699,0.0188562,0.0119225,0.00349871,0.00711949,0.00937568,0.0134032,0.00730734,0.0110432,0.0173592,0.0203228,0.00677352,0.0162074,0.0498762,0.00539162,0.0135584,0.00192912,0.00523528,0.0133687,0.0105377,0.00378313,0.0163005,0,0,0.0045461,0,0.014142,0.00203405,0.0553481,0.014704,0.0139751,0.0212608,0.00820043,0.0166835,0.00603268,0.0283591,0.015764,0.011702,0.0124158,0.0151922,0.00700658,0.0126635,0.00885947,0.00271676,0.00338003,0.00315728,0.016139,0.0147201,0,0,0,0,0,0,0,0,0,0,0,0
108,0.0166821,0.0140351,0,0,0,0,0,0,0.0334464,0.0199703,0.0142237,0.00484973,0,0,0.00462044,0,0.019508,0.00118467,0.0446239,0.0155415,0.018758,0.0117213,0.00412745,0.00745881,0.00897258,0.0129187,0.00714843,0.0105161,0.0160666,0.0185363,0.00675123,0.0163502,0.0447359,0.00550903,0.0135849,0.00177305,0.00294025,0.0132764,0.00955439,0.00334225,0.0165162,0,0,0.00508298,0,0.0141589,0.00208994,0.0548345,0.0138066,0.01447,0.02064,0.00767564,0.0161966,0.00533679,0.0288619,0.0144101,0.0103895,0.0123735,0.0143809,0.00685056,0.0128802,0.00826627,0.0021744,0.00384026,0.00310268,0.0158282,0.0159361,0,0,0,0,0,0,0,0,0,0,0,0
109,0.0169946,0.013782,0,0,0,0,0,0,0.028498,0.0197614,0.0144493,0.00408959,0,0,0.00371239,0,0.0195546,0.000704167,0.0448876,0.0162635,0.0184709,0.0115184,0.00410772,0.00765931,0.00879863,0.0124863,0.0072208,0.0102859,0.0148036,0.0166601,0.00656994,0.0166407,0.0390086,0.00536639,0.0135937,0.00175951,0.00291342,0.0131903,0.00962334,0.0032612,0.0165667,0,0,0.00517737,0,0.0141354,0.0020725,0.0549454,0.0142149,0.0149061,0.020709,0.0072193,0.0157259,0.00469606,0.0296367,0.0131012,0.00866573,0.0127124,0.0133695,0.00719455,0.0132261,0.00910537,0.00190499,0.0034191,0.00303349,0.0155991,0.0163725,0,0,0,0,0,0,0,0,0,0,0,0
110,0.0172903,0.0136006,0,0,0,0,0,0,0.0231598,0.0195731,0.0152357,0.0032656,0,0,0.00287366,0,0.019624,0.000605972,0.0450849,0.0169533,0.0182423,0.011096,0.00374162,0.00784736,0.00881733,0.0118608,0.00724719,0.0107782,0.0138275,0.0148523,0.00637443,0.0172505,0.0331486,0.00509848,0.0136599,0.00176048,0.00444044,0.0131171,0.0101692,0.00359525,0.0164664,0,0,0.00513936,0,0.0140876,0.001995,0.055252,0.0152841,0.0151898,0.0207977,0.00698948,0.0154411,0.00434445,0.0303671,0.0117465,0.00743947,0.0129774,0.012167,0.00818113,0.0132718,0.00889265,0.00177972,0.00320285,0.00307603,0.0154757,0.0169459,0,0,0,0,0,0,0,0,0,0,0,0
111,0.0172466,0.01323,0,0,0,0,0,0,0.0170543,0.0193462,0.0169484,0.00226484,0,0,0.00368559,0,0.0195248,0.000619292,0.0453296,0.0181049,0.0179195,0.0107726,0.00347983,0.00819834,0.00895398,0.0111381,0.00732884,0.0109781,0.0127884,0.0131812,0.00659473,0.0176157,0.0273022,0.00568705,0.0136656,0.00153443,0.0042843,0.0131324,0.0111058,0.0042627,0.0158319,0,0,0.00447488,0,0.0142053,0.0017665,0.0550611,0.0153428,0.0152338,0.0204898,0.00712411,0.0147929,0.0043246,0.0304736,0.0107723,0.00739461,0.0129736,0.0112553,0.00909077,0.013214,0.00796712,0.0018394,0.00313923,0.00304804,0.0150572,0.0165179,0,0,0,0,0,0,0,0,0,0,0,0
112,0.0171508,0.0127701,0,0,0,0,0,0,0.0110733,0.0192261,0.0192843,0.00187876,0,0,0.00419073,0,0.0195087,0.000852597,0.0457431,0.0197281,0.0178926,0.00969518,0.00363601,0.00845383,0.00883683,0.00954274,0.00722114,0.0109261,0.0117876,0.0115316,0.00682751,0.0180377,0.0205319,0.00584063,0.0136809,0.00154167,0.00495263,0.0133914,0.0117515,0.00453785,0.0158498,0,0,0.00354532,0,0.0142935,0.00144239,0.0542348,0.014573,0.0151576,0.0192041,0.00701021,0.0142644,0.0043052,0.0298804,0.0105234,0.00818125,0.0123563,0.0109524,0.00939865,0.0125181,0.00669589,0.00209217,0.0030908,0.00306643,0.0144684,0.0157017,0,0,0,0,0,0,0,0,0,0,0,0
113,0.0175465,0.0127653,0,0,0,0,0,0,0.00756108,0.0191397,0.0222247,0.00177141,0,0,0.00285896,0,0.0198293,0.000562827,0.0463017,0.0224922,0.0178146,0.0086412,0.00373306,0.00827432,0.00862016,0.00776711,0.00726566,0.0109465,0.0106987,0.0101035,0.00685087,0.0185031,0.0148156,0.00458299,0.0137731,0.00171463,0.00611432,0.0137425,0.0119457,0.00484306,0.0167659,0,0,0.00340301,0,0.0142148,0.00140983,0.0530821,0.013229,0.0149161,0.0174026,0.00709221,0.0146895,0.00431852,0.028894,0.0108136,0.00899477,0.011519,0.0109723,0.00927128,0.01149,0.00567093,0.00245258,0.00321942,0.0034036,0.0142873,0.0163669,0,0,0,0,0,0,0,0,0,0,0,0
114,0.0175034,0.0125985,0,0,0,0,0,0,0.00902406,0.0190154,0.025594,0.00209161,0,0,0.00221786,0,0.020044,0.000766142,0.0468996,0.0263429,0.0175967,0.00803972,0.00339494,0.00825441,0.00846347,0.00629224,0.00739143,0.0110669,0.00929948,0.009024,0.00693816,0.0189713,0.0124774,0.00391439,0.013815,0.00182464,0.00579542,0.0138817,0.0110455,0.00535419,0.0171716,0,0,0.00201823,0,0.0142084,0.00140595,0.0519694,0.0117847,0.0145453,0.0158756,0.0073118,0.0147667,0.00447829,0.0281019,0.0110343,0.00965168,0.0108848,0.0109063,0.00876831,0.0106847,0.0064734,0.00334921,0.00336801,0.00357466,0.013869,0.0169097,0,0,0,0,0,0,0,0,0,0,0,0
115,0.0173616,0.0125087,0,0,0,0,0,0,0.0151265,0.0189346,0.0287332,0.00263209,0,0,0.00232798,0,0.0200813,0.000839864,0.0475995,0.0303035,0.0173868,0.00763319,0.00302529,0.00845629,0.00835532,0.00498206,0.00734141,0.011323,0.00797535,0.00874599,0.00727515,0.0196724,0.0140504,0.00391964,0.0137958,0.00195461,0.00610629,0.0139004,0.00979392,0.00570536,0.0176005,0,0,0.000948244,0,0.013959,0.0021302,0.0513665,0.0102558,0.0143083,0.0147591,0.00741362,0.0146793,0.00452494,0.027738,0.010669,0.00983656,0.0105627,0.0107792,0.00808611,0.0103072,0.00699004,0.00416022,0.00358964,0.00367275,0.0134945,0.0170712,0,0,0,0,0,0,0,0,0,0,0,0
116,0.0171271,0.0125218,0,0,0,0,0,0,0.0211022,0.0189124,0.0314648,0.00330017,0,0,0.00251182,0,0.0201368,0.0010013,0.0480978,0.0339217,0.0171707,0.00711256,0.00253597,0.00853745,0.00814423,0.00429481,0.00722513,0.0115909,0.00695101,0.0093559,0.00785433,0.0203992,0.0189331,0.00389834,0.0137333,0.00220295,0.00652669,0.0139757,0.00879489,0.00608558,0.0178643,0,0,0.00116549,0,0.01379,0.00279682,0.0513971,0.00882354,0.0141897,0.0139573,0.00771836,0.0145791,0.00442504,0.0278281,0.00977483,0.00953761,0.0104439,0.0106621,0.00747485,0.0104493,0.00777433,0.00495064,0.00374104,0.00381276,0.0132744,0.0168877,0,0,0,0,0,0,0,0,0,0,0,0
117,0.0167776,0.0125105,0,0,0,0,0,0,0.0262856,0.0189564,0.0336783,0.00411159,0,0,0.00271685,0,0.0200404,0.00120136,0.0482521,0.037261,0.0169516,0.00664004,0.0021255,0.00857889,0.00781401,0.00437223,0.00698958,0.0117593,0.00630349,0.0105238,0.00844552,0.0210383,0.0252479,0.00400022,0.0137071,0.00236469,0.00710892,0.0141471,0.00797082,0.00633078,0.0178325,0,0,0.00194771,0,0.0138372,0.00329474,0.0520212,0.0076682,0.0142331,0.0131202,0.00812984,0.0144788,0.00440348,0.028304,0.00875128,0.00906972,0.0102999,0.0105732,0.00702801,0.0108005,0.0086064,0.00551198,0.00380991,0.00398831,0.0131795,0.0166324,0,0,0,0,0,0,0,0,0,0,0,0
118,0.0164026,0.0124022,0,0,0,0,0,0,0.0308169,0.0190281,0.035325,0.00486751,0,0,0.00305433,0,0.0198354,0.00134266,0.0481636,0.0405285,0.016634,0.00635528,0.00207211,0.00866077,0.00732771,0.00518824,0.00661627,0.0118054,0.00601882,0.0118434,0.00883076,0.0215705,0.0319809,0.00425923,0.013673,0.00234984,0.0078201,0.0143231,0.00731324,0.00631746,0.0175256,0,0,0.0027305,0,0.0139588,0.00370972,0.0530139,0.00655754,0.0143887,0.0119142,0.00849083,0.0142109,0.00463909,0.0289437,0.00800599,0.00885218,0.00991488,0.0104476,0.00675132,0.0107488,0.00884313,0.00593025,0.00375039,0.00400488,0.0131253,0.0162205,0,0,0,0,0,0,0,0,0,0,0,0
119,0.0168758,0.0128045,0,0,0,0,0,0,0.0350356,0.0190823,0.0361052,0.00561944,0,0,0.0026894,0,0.0200089,0.00195854,0.047907,0.0429478,0.0161995,0.00674798,0.00266245,0.00844837,0.00688324,0.006623,0.00629807,0.0118337,0.0060289,0.0130049,0.00900924,0.02198,0.0386501,0.00361341,0.013604,0.00247813,0.00836975,0.0143979,0.00682643,0.00617505,0.0180802,0,0,0.00299459,0,0.0137898,0.00385082,0.0540012,0.00574528,0.0145104,0.0105392,0.00889354,0.0148724,0.00503412,0.0295181,0.00756501,0.0088586,0.0092722,0.0102294,0.00635355,0.0101317,0.00843501,0.00631386,0.00392462,0.00421803,0.0137092,0.0165383,0,0,0,0,0,0,0,0,0,0,0,0
120,0.0172103,0.0130666,0,0,0,0,0,0,0.039032,0.0191622,0.035825,0.0062611,0,0,0.00302196,0,0.0201168,0.00239852,0.047414,0.043732,0.0156744,0.00760278,0.00348016,0.00828081,0.00682835,0.00854192,0.00587166,0.011901,0.0061661,0.0138854,0.00921564,0.0223195,0.0446806,0.00326342,0.0135817,0.00260394,0.00849637,0.0144498,0.00592309,0.00590235,0.0185091,0,0,0.00315499,0,0.0137108,0.00401865,0.054724,0.00477727,0.0146369,0.00909606,0.00916851,0.0153058,0.00543427,0.0299308,0.00726456,0.00897626,0.00839663,0.00994572,0.00558748,0.00897739,0.0076385,0.00665582,0.00403589,0.00437277,0.0141865,0.0166382,0,0,0,0,0,0,0,0,0,0,0,0
121,0.017017,0.0129006,0,0,0,0,0,0,0.0430108,0.0192784,0.0351122,0.00701552,0,0,0.00375676,0,0.0198614,0.00229101,0.0465988,0.0421596,0.015227,0.00881623,0.00413179,0.00832749,0.00668304,0.0104901,0.00537959,0.0120192,0.00635431,0.0146276,0.00932525,0.0225222,0.0496374,0.00363361,0.013602,0.00251349,0.00718254,0.0144706,0.0049164,0.00573416,0.0181837,0,0,0.00342203,0,0.0138412,0.00435157,0.0550833,0.00419308,0.0147712,0.0082358,0.00925234,0.0147756,0.00578576,0.0300873,0.00685966,0.00899359,0.00731967,0.00963025,0.00475053,0.0075519,0.00762521,0.00680074,0.00397365,0.00437016,0.0141918,0.0161593,0,0,0,0,0,0,0,0,0,0,0,0
122,0.0169958,0.0128858,0,0,0,0,0,0,0.0463049,0.0194159,0.0342511,0.00742656,0,0,0.00417025,0,0.019515,0.00219787,0.0456446,0.0394814,0.0148305,0.0101162,0.00449234,0.00838718,0.00646148,0.011871,0.00515504,0.0120995,0.00644519,0.0152122,0.00959953,0.0228234,0.0541776,0.00393633,0.0135463,0.00242228,0.00727109,0.0144763,0.00402847,0.00545168,0.018074,0,0,0.0034813,0,0.0138192,0.00433337,0.0553016,0.00383887,0.0150361,0.00770123,0.00894775,0.0146407,0.00600965,0.0301071,0.00646554,0.00904599,0.00621882,0.00930453,0.00393168,0.00631897,0.00671967,0.00704748,0.00392538,0.00427372,0.0143324,0.016043,0,0,0,0,0,0,0,0,0,0,0,0
123,0.0168738,0.0128096,0,0,0,0,0,0,0.0496663,0.0195248,0.0338126,0.00761281,0,0,0.00454591,0,0.0192077,0.00195813,0.0446646,0.0371551,0.0144692,0.0112006,0.00467596,0.00845483,0.0062076,0.0132025,0.005092,0.0120512,0.00632522,0.0155883,0.00979943,0.0231235,0.0594331,0.00442434,0.0133541,0.00227087,0.00790926,0.0144531,0.00328143,0.00519809,0.0178513,0,0,0.00365405,0,0.0138116,0.00439424,0.0555102,0.00387586,0.0153405,0.00731524,0.00843044,0.0144055,0.00614988,0.030122,0.00662233,0.00901706,0.00520114,0.00901157,0.00316785,0.00553828,0.00594158,0.00727846,0.00389359,0.00414155,0.0143607,0.0158678,0,0,0,0,0,0,0,0,0,0,0,0
124,0.0173402,0.0130916,0,0,0,0,0,0,0.0535562,0.0197071,0.0340795,0.00766698,0,0,0.00416545,0,0.0192289,0.00202247,0.0439863,0.0358689,0.0140839,0.0120334,0.00471257,0.00828534,0.00624018,0.0141593,0.00513631,0.0118724,0.0061699,0.0159548,0.0100162,0.0234505,0.0650717,0.00417839,0.0132947,0.00230586,0.00832334,0.0145117,0.0025716,0.00497401,0.0183608,0,0,0.00337561,0,0.0137108,0.00432213,0.0557289,0.00403002,0.0155387,0.00705847,0.00795351,0.0149621,0.00621023,0.0301421,0.00675884,0.00867546,0.00432788,0.00879738,0.00249876,0.00514099,0.00542626,0.00729373,0.00402873,0.00434349,0.0147671,0.0162568,0,0,0,0,0,0,0,0,0,0,0,0
125,0.0176315,0.0131927,0,0,0,0,0,0,0.0573812,0.019989,0.0348929,0.0076122,0,0,0.00393845,0,0.0192263,0.00210095,0.0434676,0.0357824,0.0137103,0.0126015,0.00473477,0.00806491,0.00636669,0.0142174,0.00504741,0.0116026,0.00622819,0.0165685,0.0104123,0.0238102,0.0700546,0.00390091,0.0133545,0.00235078,0.00855543,0.0145772,0.00163754,0.00472715,0.018685,0,0,0.00326114,0,0.0136963,0.00434304,0.0559391,0.00401973,0.0157146,0.0069441,0.0074028,0.0152618,0.00620956,0.0302294,0.00680822,0.00801993,0.00356596,0.00861097,0.00204007,0.0049967,0.00538328,0.00718172,0.00412951,0.00451602,0.0149102,0.0164479,0,0,0,0,0,0,0,0,0,0,0,0
126,0.0178304,0.013258,0,0,0,0,0,0,0.0605823,0.0202564,0.0361351,0.00742614,0,0,0.00369493,0,0.0191792,0.00210309,0.0430384,0.0364579,0.0133275,0.0127393,0.00483753,0.00781009,0.00622732,0.0135838,0.00494302,0.0110756,0.00645963,0.0173183,0.0109316,0.0240911,0.0740683,0.00364699,0.0134096,0.00239192,0.00925524,0.0146363,0.000746654,0.00436603,0.0188446,0,0,0.00313249,0,0.0136884,0.00437184,0.056044,0.00407469,0.0158337,0.00703138,0.00683205,0.0154378,0.00617992,0.0303392,0.00683513,0.00708334,0.00291686,0.00849496,0.0017884,0.00492608,0.00586483,0.00712555,0.00416681,0.00460805,0.0149344,0.016613,0,0,0,0,0,0,0,0,0,0,0,0
127,0.017796,0.0131619,0,0,0,0,0,0,0.0633843,0.0204236,0.0374617,0.00716719,0,0,0.00385789,0,0.018989,0.00199749,0.0425229,0.0377218,0.0129869,0.0130128,0.00464513,0.0076928,0.00568395,0.0142042,0.00470798,0.010048,0.00697385,0.0182686,0.0113933,0.0240931,0.0775563,0.00380562,0.0133837,0.00227486,0.00881309,0.0147389,0.00161963,0.00391074,0.0186697,0,0,0.00320529,0,0.0137573,0.00454471,0.0561673,0.00441919,0.0159858,0.00711705,0.00629109,0.0152579,0.00609987,0.0304395,0.0069263,0.0066049,0.0022902,0.00844023,0.00174183,0.00464959,0.00763633,0.00707034,0.00421843,0.00473341,0.0147426,0.0165134,0,0,0,0,0,0,0,0,0,0,0,0
128,0.0177432,0.0131097,0,0,0,0,0,0,0.0655893,0.0205314,0.0382279,0.00691471,0,0,0.00441498,0,0.0187459,0.00200549,0.0418103,0.0386022,0.0126833,0.0135052,0.00459882,0.0077375,0.0051227,0.0147803,0.00440315,0.00870174,0.00755999,0.0193192,0.0118816,0.0239167,0.0805441,0.0043457,0.0133233,0.00213928,0.00908989,0.014787,0.00280143,0.00355042,0.0184009,0,0,0.00310177,0,0.0138908,0.00452394,0.056251,0.00490513,0.0161716,0.00731979,0.00585677,0.0152033,0.00606023,0.0305394,0.00695424,0.00648404,0.00191075,0.0083365,0.00199374,0.00469707,0.00761419,0.0069461,0.00420177,0.00467936,0.0146133,0.016248,0,0,0,0,0,0,0,0,0,0,0,0
129,0.017483,0.0130429,0,0,0,0,0,0,0.0670176,0.0205814,0.0386637,0.00656655,0,0,0.00498557,0,0.0186374,0.00213615,0.0409319,0.039194,0.0124002,0.012564,0.00484265,0.00779357,0.0045427,0.0137045,0.00392936,0.00817796,0.00769009,0.0194112,0.011806,0.0240954,0.082637,0.00478884,0.013245,0.00201824,0.00927041,0.0146683,0.00346814,0.00318685,0.0178869,0,0,0.00310044,0,0.014063,0.0045234,0.0564881,0.00581214,0.016472,0.00750536,0.0054241,0.0150005,0.006122,0.0306037,0.00683383,0.00649323,0.00175689,0.0082241,0.00240876,0.00518194,0.00737581,0.00685777,0.00424932,0.00450357,0.0144975,0.0156614,0,0,0,0,0,0,0,0,0,0,0,0
130,0.0178242,0.0134513,0,0,0,0,0,0,0.0683239,0.0206675,0.0383341,0.00641606,0,0,0.00413689,0,0.0187591,0.00210855,0.0400371,0.0395178,0.0119828,0.0133637,0.00512204,0.00752577,0.00469017,0.0135842,0.00407066,0.00661551,0.00799998,0.0203034,0.0121027,0.0237796,0.0850464,0.00400524,0.0132843,0.0022082,0.00961841,0.0145102,0.00413892,0.00298919,0.0181406,0,0,0.00267431,0,0.0140227,0.00431845,0.0569524,0.00719203,0.0168169,0.00735944,0.00508183,0.01569,0.00624901,0.0307045,0.00666991,0.00663751,0.00175103,0.00821409,0.0030776,0.00587918,0.00694716,0.00666535,0.00474745,0.00460745,0.0149476,0.0158398,0,0,0,0,0,0,0,0,0,0,0,0
131,0.0181321,0.0137598,0,0,0,0,0,0,0.0692214,0.020702,0.0379714,0.00623054,0,0,0.00347541,0,0.0188973,0.00215026,0.0391875,0.0398403,0.0115556,0.0135535,0.00537909,0.00741767,0.00455522,0.0128265,0.00430666,0.00528249,0.00818989,0.0206671,0.0123069,0.0234905,0.0866776,0.00351438,0.0133218,0.00240794,0.0089772,0.0144923,0.00474613,0.00274493,0.0183501,0,0,0.00317509,0,0.0140651,0.00445058,0.0575693,0.00868228,0.0172211,0.00669579,0.00469615,0.0160394,0.00635093,0.0308181,0.00693718,0.0066573,0.00194471,0.00827866,0.00388244,0.00688852,0.00737266,0.00622841,0.00542448,0.00494175,0.015319,0.0160061,0,0,0,0,0,0,0,0,0,0,0,0
132,0.0181279,0.0138401,0,0,0,0,0,0,0.0695637,0.0206613,0.0376053,0.00605555,0,0,0.00352854,0,0.0189893,0.00209968,0.0384377,0.0402306,0.0112225,0.0131699,0.00573855,0.00755245,0.00429832,0.0115025,0.00415972,0.00463706,0.00831155,0.0206005,0.0125034,0.0233198,0.0875567,0.00368708,0.0133657,0.00230154,0.00877832,0.0143986,0.00522989,0.00264112,0.0182085,0,0,0.00305275,0,0.0142142,0.00430106,0.0581473,0.00989942,0.0176327,0.00616116,0.00435969,0.0161695,0.00644118,0.0309391,0.00783426,0.00653032,0.00235346,0.00832778,0.00463314,0.00793381,0.0073489,0.00589439,0.00521136,0.00496257,0.0154252,0.0159099,0,0,0,0,0,0,0,0,0,0,0,0
133,0.0181076,0.0139188,0,0,0,0,0,0,0.0696314,0.0205431,0.0370346,0.00588499,0,0,0.00353238,0,0.0191078,0.00207764,0.0378658,0.0409883,0.0108973,0.0128049,0.00599884,0.00767196,0.00481711,0.0103075,0.00433956,0.00452572,0.00850938,0.0203732,0.0128181,0.0231401,0.0880309,0.00369423,0.0133738,0.00191883,0.00861775,0.0142964,0.00583748,0.00270873,0.0180595,0,0,0.00292893,0,0.0142906,0.00416392,0.0587518,0.0107099,0.0180434,0.00605795,0.004081,0.0162341,0.00651519,0.0310901,0.00670797,0.00638645,0.0027559,0.00833951,0.00516782,0.00863599,0.00745921,0.00573157,0.00489339,0.00486738,0.0155097,0.0157204,0,0,0,0,0,0,0,0,0,0,0,0
134,0.0180767,0.0140073,0,0,0,0,0,0,0.0696314,0.0204125,0.0362723,0.00579434,0,0,0.00354705,0,0.019154,0.00197274,0.0374891,0.0414873,0.0106631,0.0126294,0.00625169,0.00772657,0.00670793,0.00979094,0.00485781,0.00463936,0.00869858,0.0201209,0.0129741,0.0228769,0.0881479,0.00372991,0.0134247,0.00183396,0.00861429,0.0141456,0.00604464,0.00290118,0.0179507,0,0,0.00276251,0,0.0142992,0.0041434,0.0592859,0.0110781,0.0185188,0.00698508,0.00381974,0.0162628,0.00659167,0.0311289,0.00681996,0.00656593,0.0030843,0.00826725,0.00544596,0.00911894,0.00781466,0.00579414,0.00460083,0.0046676,0.0155875,0.0155834,0,0,0,0,0,0,0,0,0,0,0,0
135,0.0180079,0.0140529,0,0,0,0,0,0,0.0698147,0.0202674,0.0355616,0.00576047,0,0,0.00370726,0,0.0191668,0.00205775,0.0373285,0.0415901,0.0106604,0.0129551,0.00661773,0.00757176,0.00752114,0.00970235,0.00485581,0.00493567,0.00885857,0.0199769,0.0129676,0.02269,0.0883919,0.00361844,0.0134897,0.00187097,0.00880473,0.0140244,0.00608122,0.0032086,0.0177554,0,0,0.00237814,0,0.0144528,0.00419304,0.0597022,0.0114481,0.0190646,0.0077242,0.00362943,0.0161649,0.00665357,0.0310649,0.0231645,0.00723884,0.00332051,0.00819369,0.00560747,0.00952882,0.00816466,0.00581697,0.00441176,0.00452377,0.0155582,0.0155687,0,0,0,0,0,0,0,0,0,0,0,0
136,0.0189095,0.0147773,0,0,0,0,0,0,0.0697346,0.0202625,0.0345429,0.005695,0,0,0.00339339,0,0.0194625,0.00288805,0.0374753,0.0411304,0.0110749,0.0140384,0.00727194,0.00586425,0.00761399,0.0105132,0.00478544,0.00527396,0.00905148,0.0201032,0.0128272,0.0225972,0.0896511,0.00240856,0.0136042,0.00225434,0.00873035,0.0138879,0.00599836,0.00355832,0.0183083,0,0,0.00234558,0,0.0146014,0.00424697,0.0598087,0.0114244,0.0196077,0.00600316,0.0037213,0.016826,0.00643199,0.031118,0.00361525,0.00662518,0.00368187,0.0084489,0.00584768,0.00979743,0.00794386,0.0057173,0.00466477,0.00474877,0.0160444,0.0160879,0,0,0,0,0,0,0,0,0,0,0,0
