Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP
152,0.006286,0.0103552,0,0,0,0,0,0,0.0138685,0.0141659,0.00781559,0.00514246,0,0,0.00243284,0,0.0241948,0.00329424,0.0387077,0.00828054,0.0174774,0.00691145,0.0113567,0.00537988,0.00236415,0.00558203,0.00115066,0.00370919,0.00237575,0.0148544,0.018837,0.00146115,0.0149616,0.00483546,0.0237309,0.00663322,0.0153396,0.00785517,0.00760718,0,0,0.00658473,0,0.0133475,0.00656588,0.0565538,0.0211615,0.0173869,0.0152363,0.00555073,0.0168101,0.00845785,0.0340808,0.0201169,0.0133787,0.00761653,0.00361354,0.00989993,0.0143855,0.0289336,0.00595212,0.00736303,0.0045097,0.0105021,0.00497447,0,0,0,0,0,0,0,0,0.00366378,0.0141261
153,0.00616902,0.0101418,0,0,0,0,0,0,0.0150858,0.0142868,0.00858424,0.00545881,0,0,0.00233983,0,0.0241444,0.00320747,0.0392798,0.0090728,0.0176682,0.00637615,0.0116762,0.00529616,0.00217067,0.00528468,0.00159356,0.00386207,0.00256468,0.01472,0.0204739,0.00161684,0.015152,0.00454363,0.0247443,0.0067975,0.0146963,0.00789521,0.00735316,0,0,0.00743362,0,0.0134649,0.00682846,0.0557674,0.0204887,0.0170982,0.0142151,0.00559112,0.0164624,0.00813781,0.0336936,0.0199852,0.0128388,0.00778609,0.00403144,0.00966756,0.0134584,0.0303146,0.0061565,0.00760987,0.00459626,0.010257,0.00493469,0,0,0,0,0,0,0,0,0.00345539,0.0141601
154,0.00599453,0.00995495,0,0,0,0,0,0,0.0162779,0.0143457,0.00937502,0.00563768,0,0,0.00222413,0,0.0239904,0.00309904,0.0399142,0.0096725,0.0177679,0.00605065,0.0118834,0.00521794,0.00207332,0.00513962,0.00197491,0.003998,0.00269529,0.0145411,0.0220892,0.00180298,0.0151293,0.00442666,0.0254928,0.00683135,0.0139565,0.00766767,0.00705537,0,0,0.00830852,0,0.0135253,0.00717316,0.055087,0.0197462,0.0168959,0.0131907,0.00557199,0.0161291,0.00779357,0.0332081,0.0187105,0.0120079,0.0078055,0.00427113,0.00943407,0.0126806,0.0318305,0.00643412,0.00783016,0.00475352,0.0100205,0.00482644,0,0,0,0,0,0,0,0,0.0032797,0.0142203
155,0.00574729,0.00981206,0,0,0,0,0,0,0.0171017,0.0143843,0.0102527,0.0058403,0,0,0.00203102,0,0.0238997,0.002973,0.0405914,0.0103188,0.0179059,0.00549129,0.0120642,0.00519897,0.00200044,0.00484961,0.00241934,0.00402818,0.00277864,0.0144833,0.0232314,0.00202738,0.0150198,0.00434927,0.0262868,0.00693443,0.0129625,0.00741767,0.00673927,0,0,0.00960784,0,0.0135933,0.00772607,0.0546487,0.0187799,0.0167738,0.012137,0.00551262,0.0157361,0.0073724,0.0325974,0.0166437,0.0107913,0.0076174,0.0042716,0.00911243,0.0120445,0.0336985,0.00703359,0.00811198,0.00481213,0.00987345,0.00462368,0,0,0,0,0,0,0,0,0.00308443,0.014225
156,0.00584529,0.00998346,0,0,0,0,0,0,0.0178481,0.0144376,0.0109313,0.00603306,0,0,0.00219414,0,0.0238888,0.0031417,0.0412005,0.0109797,0.0180529,0.00495306,0.0123091,0.00508591,0.00203945,0.00466794,0.00282572,0.0041345,0.00291067,0.0144174,0.0243128,0.00207074,0.0149033,0.00430489,0.0269017,0.00677203,0.0118973,0.00717411,0.00686847,0,0,0.00622253,0,0.0135355,0.00650319,0.054406,0.0180367,0.0167388,0.0108945,0.00546229,0.0167729,0.00683242,0.0318453,0.0155387,0.00966775,0.00722309,0.0040482,0.00871839,0.0117351,0.0352882,0.00576302,0.00723199,0.00449409,0.010022,0.00461444,0,0,0,0,0,0,0,0,0.00307017,0.0141649
157,0.00551238,0.00984986,0,0,0,0,0,0,0.0183539,0.014437,0.0114634,0.00621603,0,0,0.00211497,0,0.0238435,0.00308143,0.0417962,0.011685,0.0182007,0.00425014,0.012391,0.00512475,0.0022248,0.00456671,0.00326464,0.00432084,0.00309265,0.0142939,0.0252812,0.00207696,0.0148179,0.0042885,0.027049,0.00689906,0.0108517,0.00685011,0.00648564,0,0,0.00740182,0,0.0136418,0.00679528,0.0542243,0.0173226,0.0166554,0.00954894,0.00529164,0.0163891,0.00624925,0.0309284,0.0141013,0.00876555,0.00670602,0.00365768,0.00842238,0.0118899,0.0362847,0.00625529,0.00745515,0.00449792,0.0098114,0.00419026,0,0,0,0,0,0,0,0,0.00314153,0.0139371
158,0.00515482,0.00965583,0,0,0,0,0,0,0.0188055,0.0143841,0.0118874,0.0063718,0,0,0.00216146,0,0.0237617,0.00303569,0.0423235,0.0121893,0.0183098,0.00380418,0.0123558,0.00510963,0.00254852,0.00465089,0.00371793,0.00450568,0.00333806,0.0140647,0.026452,0.00188574,0.0147097,0.00428109,0.0264692,0.00691283,0.00953702,0.00647261,0.00606136,0,0,0.00780081,0,0.0137434,0.00678155,0.0540073,0.0166356,0.0165793,0.00816482,0.00501724,0.0162061,0.00572941,0.029906,0.0117936,0.00784103,0.00637924,0.00331278,0.0083165,0.0125055,0.0365787,0.00655411,0.00751209,0.00447846,0.00950464,0.00374767,0,0,0,0,0,0,0,0,0.00302028,0.0138215
159,0.00503852,0.00954284,0,0,0,0,0,0,0.0195516,0.014351,0.0126639,0.00664603,0,0,0.00216557,0,0.0236932,0.00298144,0.0426532,0.0128932,0.018469,0.00326781,0.0122755,0.00511713,0.00285546,0.00473684,0.00423948,0.00478933,0.00362211,0.0138958,0.0275864,0.00165222,0.0145353,0.00438322,0.0252382,0.00688795,0.00805824,0.00623808,0.0058847,0,0,0.00709105,0,0.0137543,0.00644418,0.0538236,0.0157473,0.016482,0.00688889,0.00474676,0.0165896,0.00535319,0.0288162,0.0100908,0.00673341,0.00615466,0.00316512,0.00811025,0.0132934,0.0357177,0.00666093,0.00735854,0.00434006,0.0093446,0.00348114,0,0,0,0,0,0,0,0,0.00291315,0.0138795
160,0.00477742,0.00921081,0,0,0,0,0,0,0.0202215,0.0144416,0.0133152,0.00686115,0,0,0.00176443,0,0.0237349,0.0027209,0.0427518,0.0136615,0.0184859,0.00283726,0.012128,0.00530767,0.00335179,0.00478215,0.00472854,0.00510356,0.00394067,0.0136873,0.0284392,0.0016128,0.0146522,0.00426159,0.0235762,0.00715075,0.00666065,0.00608716,0.00551067,0,0,0.0100859,0,0.0138467,0.00760807,0.0537254,0.0146158,0.0164281,0.00607357,0.00447802,0.0158791,0.00512119,0.0277062,0.00913609,0.00597394,0.00584022,0.00353296,0.00782454,0.0138393,0.0339644,0.00787699,0.00824507,0.00449995,0.00898501,0.00307372,0,0,0,0,0,0,0,0,0.00292165,0.0135096
161,0.00508756,0.00936498,0,0,0,0,0,0,0.0208467,0.0146137,0.0137882,0.00707616,0,0,0.00216864,0,0.0239237,0.0030153,0.0425776,0.0144281,0.0184402,0.00290676,0.0121245,0.00509145,0.00431157,0.00489422,0.00518444,0.00552221,0.00426763,0.0135533,0.0291283,0.00144971,0.0147862,0.00425743,0.0218488,0.0067992,0.0053387,0.00602389,0.0058306,0,0,0.00549822,0,0.0136279,0.00570755,0.0537716,0.0127767,0.0164748,0.00588552,0.00435502,0.0178567,0.00520386,0.026604,0.00766365,0.00579771,0.00544288,0.00448011,0.00739626,0.0136035,0.0321236,0.00739202,0.00695396,0.00439999,0.00904683,0.00317776,0,0,0,0,0,0,0,0,0.00304398,0.0133534
162,0.00504435,0.00916558,0,0,0,0,0,0,0.0215699,0.0146646,0.0144835,0.00716196,0,0,0.00219808,0,0.023929,0.00302939,0.0423096,0.0152849,0.0183528,0.00310299,0.0118659,0.00516837,0.00471867,0.00502933,0.00565212,0.00599352,0.004582,0.0133775,0.029842,0.00147912,0.0147779,0.00426356,0.0201878,0.00684944,0.00388046,0.00589721,0.00577702,0,0,0.00628987,0,0.0136236,0.00607874,0.0538851,0.0113777,0.0164502,0.00568739,0.00407966,0.0177883,0.00560287,0.0255144,0.00432799,0.00548333,0.00492322,0.00580969,0.00658083,0.0123888,0.0301183,0.0075136,0.0071291,0.00455772,0.00873066,0.00311355,0,0,0,0,0,0,0,0,0.00324849,0.0133822
163,0.00505424,0.00894871,0,0,0,0,0,0,0.0224656,0.0146807,0.0156995,0.00717807,0,0,0.00201456,0,0.0238319,0.00283528,0.041976,0.0161515,0.0182869,0.00391106,0.0114872,0.00523621,0.00490292,0.0052836,0.00614298,0.00641865,0.00494412,0.0131377,0.0308298,0.00169125,0.0147408,0.00422042,0.0177469,0.00693245,0.00289346,0.0057291,0.00575741,0,0,0.00686702,0,0.0136776,0.00648847,0.0540253,0.0100114,0.0164387,0.00486012,0.00373771,0.0176379,0.00615401,0.0244319,0.00299494,0.00478495,0.00426491,0.00740722,0.00563097,0.0103925,0.0274144,0.00735088,0.00747266,0.00455175,0.00845321,0.00310235,0,0,0,0,0,0,0,0,0.00344798,0.013555
164,0.00520909,0.00891912,0,0,0,0,0,0,0.0233772,0.0146971,0.0168413,0.00722908,0,0,0.00204991,0,0.0236993,0.00284902,0.0416862,0.0171001,0.0183084,0.00470777,0.011083,0.00515216,0.00513831,0.00567236,0.00658178,0.00684909,0.00529192,0.0129929,0.0318747,0.00187765,0.0147102,0.00426737,0.0143301,0.00676577,0.00321382,0.00564845,0.00590488,0,0,0.0057292,0,0.0136142,0.00618403,0.0541931,0.00834815,0.0166197,0.00433462,0.00346513,0.0182159,0.00669646,0.0234473,0.00357009,0.00389748,0.00414287,0.00915079,0.0052265,0.00813024,0.0229476,0.00703535,0.00727657,0.00461048,0.00842239,0.00321615,0,0,0,0,0,0,0,0,0.00371412,0.013763
165,0.00539402,0.00892148,0,0,0,0,0,0,0.024311,0.014725,0.017737,0.00721507,0,0,0.00207747,0,0.023631,0.00284073,0.0415129,0.017975,0.018337,0.00546072,0.0106997,0.00504026,0.00543975,0.0060365,0.0069224,0.00724802,0.00557954,0.0129253,0.0329358,0.00209152,0.0146471,0.00423622,0.0100252,0.00658296,0.00446464,0.00552812,0.00611006,0,0,0.0048018,0,0.0136145,0.00606564,0.054496,0.00736982,0.0167629,0.00425031,0.00327556,0.0187176,0.00724578,0.0225613,0.00540831,0.0035588,0.00523807,0.0109862,0.005872,0.00684656,0.0177905,0.00665658,0.00726868,0.00477485,0.00845221,0.00337719,0,0,0,0,0,0,0,0,0.00419178,0.0140438
166,0.00526371,0.00859248,0,0,0,0,0,0,0.0251696,0.0147698,0.0185002,0.00714745,0,0,0.0020525,0,0.0235975,0.00269558,0.0415185,0.0187528,0.0183401,0.00590867,0.0102649,0.00494976,0.00570744,0.00632726,0.00721154,0.00758398,0.00582384,0.0129163,0.0339044,0.00238018,0.0145836,0.00425159,0.00593571,0.00693006,0.0056669,0.00531754,0.00586361,0,0,0.00917058,0,0.0138226,0.00777814,0.0549155,0.00758394,0.0167213,0.00472962,0.00318569,0.0170755,0.00795083,0.0217633,0.00750702,0.00477455,0.00709167,0.0128509,0.00731779,0.0077801,0.0121969,0.00696649,0.00852359,0.00506828,0.00816016,0.00329066,0,0,0,0,0,0,0,0,0.00488832,0.0143851
167,0.00569179,0.00879997,0,0,0,0,0,0,0.0260843,0.0148001,0.019149,0.00714915,0,0,0.00261107,0,0.0237314,0.00322098,0.0416367,0.0193493,0.0183322,0.0062297,0.0100475,0.00463839,0.00595893,0.00662859,0.00740371,0.00783558,0.00604688,0.0129078,0.0349339,0.0021192,0.0145259,0.00443888,0.00654407,0.00664569,0.00687136,0.00515622,0.00621135,0,0,0.0064589,0,0.0137559,0.0068216,0.0554275,0.0087657,0.0168357,0.00590255,0.00321876,0.0179704,0.00881767,0.0211075,0.00916158,0.0071427,0.0091574,0.0147313,0.00907839,0.00999294,0.0079213,0.00590335,0.00785288,0.0050774,0.00847723,0.00345179,0,0,0,0,0,0,0,0,0.00541801,0.014659
168,0.0057258,0.00877698,0,0,0,0,0,0,0.0271203,0.0147652,0.0196293,0.00705898,0,0,0.00190529,0,0.0235734,0.00261544,0.0418545,0.0198512,0.0183198,0.00648416,0.00965898,0.00475616,0.00617433,0.0069273,0.00756305,0.00804715,0.00628486,0.0128958,0.0361391,0.00217824,0.0145751,0.00436765,0.00995219,0.0065273,0.00872892,0.00495825,0.00607399,0,0,0.00726821,0,0.0138235,0.00717678,0.0560391,0.00968354,0.0170235,0.00711276,0.00305858,0.0175276,0.00975367,0.0206452,0.0103389,0.00949995,0.0108851,0.0164848,0.0106599,0.0118592,0.00889342,0.00556831,0.00803478,0.00533786,0.00859827,0.00334046,0,0,0,0,0,0,0,0,0.00574138,0.0151042
169,0.00590344,0.00894241,0,0,0,0,0,0,0.0280515,0.0147717,0.0198972,0.00709081,0,0,0.00175241,0,0.0236694,0.0024945,0.0421191,0.0203213,0.0183922,0.00675446,0.00945937,0.00482552,0.00639029,0.00718737,0.00782757,0.0083424,0.00650815,0.0128691,0.0373221,0.0020442,0.0146774,0.00417692,0.013999,0.00629677,0.0107012,0.00485331,0.00607545,0,0,0.00653946,0,0.0138549,0.00695603,0.056924,0.0110808,0.0172612,0.00814891,0.00291485,0.0176546,0.0104652,0.0204839,0.010932,0.0110264,0.0123385,0.0179105,0.0121843,0.0132984,0.0111413,0.00518855,0.00793649,0.0054753,0.0089568,0.00329104,0,0,0,0,0,0,0,0,0.00588165,0.0154294
170,0.00613924,0.00911901,0,0,0,0,0,0,0.0290438,0.0147914,0.0203437,0.00719912,0,0,0.00181075,0,0.0237286,0.00238715,0.0424149,0.0208348,0.0185216,0.00681891,0.0092979,0.00486738,0.00652064,0.00740718,0.00810637,0.00871417,0.00676459,0.0127485,0.0385629,0.00196669,0.0147822,0.003993,0.0163956,0.00608794,0.0123351,0.00487211,0.00615714,0,0,0.00579993,0,0.0138654,0.00679662,0.0576732,0.0121795,0.0174248,0.00890552,0.00271384,0.0177794,0.0106853,0.0205443,0.0110083,0.011819,0.013438,0.0191608,0.0133637,0.0142727,0.0127582,0.00511705,0.00778497,0.00554078,0.00932286,0.00327566,0,0,0,0,0,0,0,0,0.00586094,0.0155545
171,0.00640158,0.0092261,0,0,0,0,0,0,0.0300801,0.0147913,0.0208566,0.00740248,0,0,0.00178661,0,0.0236886,0.00223271,0.0427149,0.0213263,0.018722,0.00667229,0.00917296,0.00484624,0.00651931,0.00759755,0.00833192,0.00910459,0.00702036,0.0125584,0.0397476,0.00200722,0.0148785,0.00379403,0.0169079,0.00595606,0.0133941,0.00498097,0.0062831,0,0,0.00508807,0,0.0138413,0.00664452,0.0580323,0.0130608,0.0173649,0.00935817,0.00251168,0.0178536,0.0103648,0.0206793,0.0107849,0.0119244,0.0141554,0.020105,0.0141195,0.0147214,0.0129818,0.00527199,0.00758976,0.00547274,0.00959141,0.00329077,0,0,0,0,0,0,0,0,0.00581671,0.0155568
172,0.00618451,0.00880774,0,0,0,0,0,0,0.0310571,0.0147234,0.0214194,0.0077722,0,0,0.00152848,0,0.0234128,0.0018602,0.043035,0.021687,0.0190311,0.0065435,0.00910115,0.00475174,0.00652396,0.00767291,0.00857242,0.00953702,0.0072564,0.012396,0.0406768,0.00242386,0.0148547,0.00368417,0.0161294,0.00637875,0.0141502,0.00511472,0.0058405,0,0,0.010791,0,0.0140232,0.00827259,0.0580671,0.0144392,0.0170522,0.00977498,0.00239815,0.0154284,0.00957988,0.0209876,0.0103779,0.0113269,0.0143684,0.0206508,0.0144155,0.014772,0.0119274,0.00758453,0.00862333,0.00549345,0.00916685,0.00304656,0,0,0,0,0,0,0,0,0.00578936,0.0154396
173,0.0068779,0.00889315,0,0,0,0,0,0,0.0319091,0.0147176,0.0215827,0.00813322,0,0,0.00136043,0,0.0232454,0.00194224,0.0432174,0.021706,0.0193064,0.00631087,0.0091914,0.00455486,0.00681103,0.00788289,0.00872575,0.00980891,0.0074304,0.012198,0.0418653,0.00255724,0.0148003,0.00367602,0.0146663,0.00631617,0.0141944,0.00532852,0.00621572,0,0,0.00991987,0,0.0139039,0.00778112,0.0578197,0.0162467,0.0166852,0.00991498,0.00245095,0.0156191,0.0084831,0.021481,0.00982263,0.0103769,0.01417,0.0206282,0.0143116,0.0144463,0.0118416,0.007043,0.00820213,0.00537475,0.00918176,0.00338572,0,0,0,0,0,0,0,0,0.00576829,0.0152969
174,0.00746518,0.00896046,0,0,0,0,0,0,0.0328563,0.0147522,0.0215513,0.00858774,0,0,0.00130261,0,0.0231463,0.00212268,0.0433195,0.0217646,0.0195254,0.0060877,0.00944816,0.00438859,0.00692148,0.00803261,0.00893137,0.0100567,0.00755179,0.0120149,0.042849,0.00275224,0.0147002,0.00372007,0.0132522,0.00634139,0.0139767,0.00569439,0.00672411,0,0,0.00900863,0,0.013779,0.00717467,0.0573746,0.0182742,0.0162944,0.00986423,0.0025404,0.0156846,0.00729646,0.0220431,0.00915216,0.00912472,0.0134396,0.0199483,0.0137656,0.0138044,0.0130412,0.00661392,0.00767351,0.00528472,0.00915612,0.00410367,0,0,0,0,0,0,0,0,0.00578418,0.0151206
175,0.00800614,0.00904267,0,0,0,0,0,0,0.0338193,0.0147331,0.0218389,0.0090819,0,0,0.00155011,0,0.0230392,0.00234228,0.0433858,0.0218313,0.0196636,0.00583089,0.00988412,0.00424709,0.00687689,0.00811429,0.00909685,0.0103966,0.00782095,0.0118537,0.0438385,0.00278551,0.0146451,0.00375221,0.0120688,0.00641805,0.0131665,0.0061014,0.0073752,0,0,0.00791915,0,0.0136703,0.00639354,0.0568333,0.0210544,0.0158499,0.00948724,0.00261052,0.0158099,0.00612304,0.0226118,0.00811192,0.00808565,0.0121901,0.0186726,0.0126639,0.0127383,0.0149545,0.00637346,0.00710826,0.00508738,0.00925858,0.00465481,0,0,0,0,0,0,0,0,0.00571667,0.014978
176,0.0085394,0.00908922,0,0,0,0,0,0,0.0349645,0.0145984,0.0222281,0.00946305,0,0,0.00171608,0,0.0231042,0.0024878,0.0434815,0.0220569,0.020048,0.00568968,0.0102911,0.00399258,0.00675267,0.00814351,0.00933695,0.0108201,0.00816215,0.0116347,0.045072,0.0027819,0.0146912,0.0038214,0.0109803,0.00640546,0.0129553,0.00633096,0.00797942,0,0,0.00687021,0,0.0135728,0.00571733,0.0562726,0.0245134,0.0154393,0.00899064,0.00258321,0.0158189,0.00499309,0.0232146,0.00682801,0.0068163,0.0108866,0.0172103,0.0113026,0.0117042,0.0176197,0.00623266,0.00665627,0.00481828,0.00944182,0.00523406,0,0,0,0,0,0,0,0,0.00547604,0.0148392
177,0.00899258,0.0091741,0,0,0,0,0,0,0.0359033,0.0143201,0.0222193,0.00993798,0,0,0.00169237,0,0.023354,0.00254572,0.0436704,0.0220453,0.0206161,0.00554645,0.0108022,0.00366068,0.00660267,0.0081256,0.00952621,0.0109606,0.00826314,0.0114732,0.0462058,0.00275159,0.0147475,0.00392387,0.0104591,0.00632924,0.0145758,0.00646493,0.0084499,0,0,0.00598956,0,0.0134987,0.00533232,0.0559245,0.0278968,0.0152129,0.00836922,0.00244747,0.015776,0.0037944,0.0237206,0.00647068,0.00527149,0.0105722,0.0163284,0.0104026,0.011792,0.0205078,0.00616769,0.00634723,0.00468203,0.00975704,0.00561691,0,0,0,0,0,0,0,0,0.00533807,0.014543
178,0.00872728,0.00887082,0,0,0,0,0,0,0.0365634,0.0140073,0.0216813,0.010486,0,0,0.00146826,0,0.0234712,0.00247023,0.0439005,0.0214869,0.0213466,0.00520475,0.0113174,0.00352661,0.0064511,0.00820731,0.00957679,0.0109385,0.00825562,0.0114382,0.0470203,0.00284231,0.0148303,0.00408175,0.0118721,0.00639994,0.0176635,0.00654937,0.00805902,0,0,0.00919069,0,0.0136277,0.00640203,0.0559865,0.0300013,0.015288,0.00691429,0.0024012,0.0144064,0.00229569,0.0241193,0.00715355,0.00497065,0.0121433,0.0165589,0.0106998,0.0147132,0.0237762,0.00773751,0.00686207,0.00470802,0.00973427,0.00587789,0,0,0,0,0,0,0,0,0.00531084,0.0143357
179,0.00928558,0.00907302,0,0,0,0,0,0,0.0364136,0.0137508,0.0209321,0.0109719,0,0,0.00232637,0,0.0236367,0.00294387,0.0443332,0.0208361,0.0219478,0.00512049,0.0119723,0.00370018,0.00631985,0.00835129,0.00948047,0.0108145,0.00806517,0.0114339,0.0472695,0.00256574,0.0150496,0.00423655,0.014993,0.00617517,0.0192783,0.00675748,0.00857161,0,0,0.00867649,0,0.013514,0.00619521,0.0562215,0.0303724,0.0156234,0.00566607,0.00281903,0.014555,0.0012251,0.024572,0.00785078,0.00592531,0.0132706,0.0168129,0.0115046,0.0175117,0.0270541,0.00731191,0.0067518,0.00484807,0.010191,0.00677724,0,0,0,0,0,0,0,0,0.00511113,0.0136233
180,0.0103052,0.00916328,0,0,0,0,0,0,0.0358805,0.0135088,0.0196637,0.0111092,0,0,0.00320386,0,0.0238274,0.00337768,0.0449335,0.0200275,0.0223782,0.00512399,0.0128878,0.0040983,0.00619144,0.00872036,0.00910425,0.0105884,0.00771704,0.0114314,0.0473251,0.00261807,0.0152789,0.00444954,0.0176856,0.00606552,0.0185718,0.00691113,0.00954746,0,0,0.00814568,0,0.0135208,0.00598819,0.0559176,0.0298907,0.0160998,0.00430023,0.00333884,0.0144018,0.00179037,0.0250137,0.00814096,0.00688054,0.0126529,0.0159636,0.0112634,0.0177166,0.030105,0.00705747,0.00657597,0.00489693,0.0102201,0.00751824,0,0,0,0,0,0,0,0,0.00482655,0.0126786
181,0.011633,0.00915258,0,0,0,0,0,0,0.0354803,0.0131963,0.017649,0.0110366,0,0,0.00436056,0,0.0239055,0.00390526,0.045485,0.0187743,0.0227887,0.0052324,0.0137208,0.00424151,0.00593672,0.00933456,0.00856742,0.0104952,0.00748675,0.0116365,0.0470542,0.00285573,0.0151417,0.0048741,0.0184035,0.00594748,0.0178103,0.00680663,0.0106545,0,0,0.00735224,0,0.0135948,0.00564081,0.0549254,0.0292385,0.016739,0.0029156,0.00383299,0.01398,0.00279345,0.0255525,0.00774864,0.00712879,0.0109807,0.0138804,0.0104557,0.0170621,0.0309036,0.00664694,0.00621182,0.00485059,0.00976973,0.00843998,0,0,0,0,0,0,0,0,0.00464224,0.0123606
182,0.0136857,0.00965062,0,0,0,0,0,0,0.0338591,0.0129365,0.0157559,0.0109545,0,0,0.00535772,0,0.0239055,0.00426529,0.0455405,0.0169889,0.0236228,0.00553232,0.0137512,0.00353247,0.0056127,0.00990691,0.00762003,0.00962587,0.0069207,0.0121515,0.0448772,0.00253659,0.0149428,0.00501363,0.016237,0.00563905,0.0173786,0.00650297,0.0117531,0,0,0.00725294,0,0.0137186,0.00557409,0.0534632,0.0294349,0.0179835,0.00223795,0.00443771,0.0136976,0.00369961,0.0260806,0.00659836,0.00657763,0.00944922,0.0114114,0.00983951,0.0167339,0.0298968,0.00608444,0.00596501,0.0049249,0.0094239,0.00958381,0,0,0,0,0,0,0,0,0.00487335,0.0118107
