Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,IMUL_R
90,0.00535033,0.00473494,0,0,0,0,0,0.04694,0.0183661,0.0150097,0.00815853,0,0,0.0259583,0,0.0183001,0.0182155,0.0335162,0.00699597,0.0134334,0.0164092,0.00996475,0.0161878,0.00932273,0.0150118,0.0105309,0.0183096,0.00232658,0.0100538,0.00586901,0.00988049,0.055318,0.0146448,0.0132562,0.00652626,0.0192147,0.00998472,0.00471961,0.0127234,0.00405599,0,0,0.0193489,0,0.0107046,0.0159682,0.0628824,0.00858595,0.0114267,0.0133861,0.00958195,0.0214173,0.0123634,0.0391424,0.0167936,0.0103452,0.00533617,0.000873884,0.00615959,0.0104402,0.02493,0.0170857,0.00795349,0.00442115,0.00458028,0.00226231,0,0,0,0,0,0,0,0,0,0
91,0.0052938,0.00494815,0,0,0,0,0,0.047257,0.0184854,0.0151983,0.0083869,0,0,0.0258934,0,0.0182214,0.018246,0.0339114,0.007146,0.0136857,0.0162494,0.0101104,0.0161462,0.00952378,0.0151352,0.0104884,0.0183348,0.00237509,0.0100978,0.00590809,0.00992506,0.0556588,0.014369,0.0132141,0.00646983,0.0197137,0.0100447,0.00513115,0.013312,0.00385184,0,0,0.0192293,0,0.0106786,0.0158166,0.0621917,0.00869988,0.0112441,0.012306,0.00996001,0.0215627,0.0122808,0.0386882,0.0154785,0.00993357,0.00563263,0.00112205,0.00631107,0.0100975,0.0258857,0.0172864,0.00788691,0.00436183,0.00479767,0.00214616,0,0,0,0,0,0,0,0,0,0
92,0.00530241,0.00506592,0,0,0,0,0,0.0473773,0.0186246,0.0152696,0.00849288,0,0,0.0256572,0,0.0180534,0.0181313,0.0342712,0.00750457,0.0138521,0.0159014,0.0100527,0.0160276,0.00972972,0.0152933,0.0104524,0.0182537,0.00268914,0.0100669,0.00592627,0.00989092,0.0559024,0.014051,0.0131229,0.00629832,0.0199642,0.0101424,0.00558746,0.01379,0.00363552,0,0,0.0190324,0,0.0106277,0.0156106,0.0616522,0.00897614,0.0111031,0.0112121,0.0101706,0.0216857,0.011213,0.0380546,0.0140949,0.00941234,0.00595526,0.00139497,0.00643639,0.0100854,0.0264349,0.0174741,0.00781367,0.00421521,0.00495801,0.00201644,0,0,0,0,0,0,0,0,0,0
93,0.00539922,0.00509135,0,0,0,0,0,0.0471921,0.0188188,0.0151774,0.00841598,0,0,0.0253246,0,0.0178223,0.0179308,0.034552,0.0074894,0.0138649,0.0154867,0.00970051,0.0159282,0.00983882,0.0152988,0.0103642,0.0181176,0.00293943,0.0098288,0.00588145,0.00979727,0.0560288,0.0137906,0.0130089,0.00618088,0.0199341,0.0103077,0.00616216,0.0141128,0.00342772,0,0,0.0187477,0,0.0105921,0.0153435,0.0612539,0.00958027,0.0110188,0.0101588,0.0100997,0.0218504,0.0104686,0.0372426,0.0126106,0.00876088,0.00642159,0.00160284,0.00661018,0.0103773,0.026436,0.0176019,0.00774135,0.00393667,0.00501955,0.0018547,0,0,0,0,0,0,0,0,0,0
94,0.00550796,0.00519319,0,0,0,0,0,0.0471275,0.0190012,0.0150121,0.00837346,0,0,0.0251332,0,0.0177397,0.0178186,0.0345886,0.00754273,0.0138932,0.0151434,0.00950247,0.0158355,0.0100051,0.0153678,0.0103189,0.0180446,0.00307009,0.00953463,0.00577261,0.00975118,0.0565167,0.0138272,0.0129447,0.00616756,0.0195928,0.0104347,0.00677972,0.0144468,0.00335289,0,0,0.0184858,0,0.0105811,0.0150683,0.0610039,0.010529,0.0110695,0.00940851,0.010065,0.0219898,0.00995702,0.0363678,0.0110802,0.00814077,0.00694904,0.00182058,0.00670261,0.0107509,0.0259202,0.0177105,0.00767739,0.00379208,0.00518315,0.0017417,0,0,0,0,0,0,0,0,0,0
95,0.00553198,0.00541029,0,0,0,0,0,0.0474006,0.0190985,0.014982,0.00843121,0,0,0.0250503,0,0.0177464,0.017761,0.0344612,0.00782758,0.0139904,0.014966,0.00951882,0.0157531,0.0102837,0.0155655,0.0103697,0.0180364,0.0029495,0.00936037,0.00569991,0.00970057,0.0571155,0.0140058,0.0129132,0.00609702,0.0194668,0.0104865,0.00763525,0.0148791,0.00334969,0,0,0.0183172,0,0.0105898,0.0149158,0.0607563,0.011423,0.0111578,0.00910271,0.0101766,0.0221329,0.00870172,0.0355541,0.00968702,0.00770742,0.00706848,0.00221686,0.0062835,0.0106056,0.0253166,0.0178246,0.00770764,0.00382036,0.00550748,0.0017487,0,0,0,0,0,0,0,0,0,0
96,0.00551653,0.00564866,0,0,0,0,0,0.0478044,0.0191402,0.0150811,0.00855138,0,0,0.024974,0,0.0176985,0.0176989,0.0342959,0.00821015,0.0140769,0.0148865,0.00955495,0.0157262,0.0106466,0.0157865,0.0103883,0.0180544,0.00304188,0.00926124,0.00569996,0.00961925,0.0575864,0.0141886,0.0128971,0.00600514,0.0191457,0.0105174,0.00889765,0.0153329,0.00329934,0,0,0.0181688,0,0.0106132,0.0148522,0.0605544,0.0124046,0.0112507,0.00908608,0.0102844,0.0222965,0.00782952,0.0346959,0.00840819,0.00733097,0.00696893,0.00277446,0.00570251,0.0101171,0.0246632,0.0178523,0.00779444,0.00396163,0.00586807,0.00173908,0,0,0,0,0,0,0,0,0,0
97,0.00548835,0.00583577,0,0,0,0,0,0.0481099,0.0191644,0.015189,0.0086231,0,0,0.0249354,0,0.0176841,0.0177015,0.0341526,0.00862306,0.0141135,0.0147492,0.00956689,0.0156677,0.0109108,0.0159718,0.0103134,0.0180883,0.00334677,0.00923526,0.00572419,0.00953212,0.0582414,0.0142733,0.0128827,0.00596103,0.018564,0.0105294,0.0101864,0.0157279,0.00320099,0,0,0.0180819,0,0.0106296,0.0148256,0.0603662,0.0137238,0.011334,0.00933766,0.010318,0.0224632,0.00755487,0.0337615,0.00736569,0.00699856,0.0069332,0.00340103,0.00522973,0.00950297,0.0234544,0.0178023,0.00778075,0.0039953,0.00617622,0.00165473,0,0,0,0,0,0,0,0,0,0
98,0.00542003,0.0060258,0,0,0,0,0,0.0485006,0.0191883,0.0153965,0.00866018,0,0,0.0250236,0,0.0177414,0.0178058,0.0340092,0.00904624,0.0141331,0.0145712,0.00953657,0.0155739,0.0111339,0.0161621,0.0102252,0.018114,0.00368162,0.00931471,0.00574784,0.00943753,0.058731,0.0143438,0.0128993,0.00606165,0.017907,0.0105087,0.0113502,0.0160543,0.00309339,0,0,0.0180163,0,0.0106534,0.0148489,0.060145,0.015256,0.01143,0.00983406,0.0102283,0.0226456,0.00693022,0.0327668,0.00679269,0.00670518,0.00697924,0.00415735,0.00485877,0.008733,0.021633,0.0177203,0.00778546,0.00396891,0.00644246,0.00154079,0,0,0,0,0,0,0,0,0,0
99,0.0052941,0.00619884,0,0,0,0,0,0.0489033,0.0191773,0.0156766,0.00872592,0,0,0.0250953,0,0.0178034,0.0178969,0.0338771,0.00946349,0.0141602,0.014341,0.00944048,0.0155382,0.0112049,0.0163178,0.0101122,0.018149,0.00388388,0.00930631,0.00573907,0.00936657,0.059158,0.014385,0.0129124,0.0061368,0.0173738,0.0104603,0.0122582,0.0162546,0.00294925,0,0,0.0179787,0,0.0106806,0.0149124,0.0599963,0.0162767,0.0115176,0.0105181,0.0100989,0.0228488,0.00634995,0.0317947,0.00679608,0.00645628,0.00698247,0.00514589,0.00451731,0.00782922,0.0195749,0.01765,0.00786075,0.00397177,0.00664239,0.00138426,0,0,0,0,0,0,0,0,0,0
100,0.00517156,0.00634769,0,0,0,0,0,0.0492476,0.019118,0.0160274,0.00877416,0,0,0.0251636,0,0.0178869,0.0179891,0.0337913,0.00984773,0.0141915,0.0140939,0.00935349,0.0155322,0.0111506,0.0164636,0.00990533,0.0182331,0.0040767,0.00898912,0.00577925,0.0093275,0.0595834,0.0144527,0.0129162,0.00615652,0.0170443,0.0103917,0.0130678,0.016328,0.00278141,0,0,0.0179069,0,0.0107308,0.0150005,0.0599191,0.0169508,0.0115857,0.0111585,0.00993421,0.023095,0.00585246,0.0310207,0.00724264,0.00635259,0.00668081,0.00625287,0.00405495,0.00674717,0.0174435,0.0175902,0.00793313,0.00401945,0.0068114,0.00115405,0,0,0,0,0,0,0,0,0,0
101,0.00502349,0.00645014,0,0,0,0,0,0.0494512,0.0190328,0.0163745,0.00877278,0,0,0.0252102,0,0.0179377,0.0180473,0.0337625,0.0102782,0.0142026,0.0137933,0.00928264,0.015536,0.011326,0.0165372,0.00962488,0.0183533,0.00436008,0.00886472,0.00581171,0.00928807,0.0598851,0.0144766,0.0129384,0.00611244,0.0167206,0.0102847,0.0136914,0.016256,0.00256323,0,0,0.0178123,0,0.0107764,0.0150499,0.0599714,0.0176525,0.0116428,0.0120005,0.00982525,0.0233499,0.00536848,0.0302567,0.00804938,0.00655526,0.00656212,0.00778829,0.00404299,0.00633468,0.0152461,0.0175016,0.00796331,0.0040763,0.00690008,0.000857723,0,0,0,0,0,0,0,0,0,0
102,0.00488333,0.0065542,0,0,0,0,0,0.0496331,0.0189665,0.0167597,0.00872049,0,0,0.0253284,0,0.0179953,0.018173,0.0337785,0.0107528,0.0141731,0.0135202,0.0091336,0.0155861,0.0114175,0.0166138,0.00935663,0.018453,0.00459214,0.00850991,0.00577907,0.00925327,0.0601375,0.0144851,0.012977,0.00622579,0.0166712,0.0101651,0.0140953,0.0161143,0.00228021,0,0,0.0177546,0,0.0108195,0.0150681,0.0600762,0.0178444,0.0116734,0.0128385,0.00984858,0.0235926,0.00552481,0.0296196,0.00893806,0.00717623,0.00673518,0.0093834,0.00448763,0.00663556,0.013516,0.0174276,0.00797861,0.00412584,0.0069995,0.000818966,0,0,0,0,0,0,0,0,0,0
103,0.00471772,0.0066642,0,0,0,0,0,0.0498017,0.0188406,0.0171364,0.00858379,0,0,0.0255775,0,0.0180672,0.0183867,0.0338429,0.0111372,0.014177,0.013343,0.00892924,0.0156186,0.0114671,0.0167307,0.00914799,0.0184934,0.00482294,0.00793216,0.00561988,0.00920962,0.0603884,0.014564,0.0130327,0.00643427,0.0172729,0.0100476,0.0144985,0.0158824,0.00196807,0,0,0.0178298,0,0.010875,0.0151912,0.0602077,0.0176579,0.011683,0.0137358,0.00981481,0.0238451,0.00573747,0.0290084,0.00981631,0.00821096,0.00756118,0.0111749,0.00528982,0.00750977,0.012997,0.017367,0.00803506,0.00420647,0.00703379,0.000905907,0,0,0,0,0,0,0,0,0,0
104,0.00452001,0.00679298,0,0,0,0,0,0.0500374,0.0186223,0.0175097,0.00841355,0,0,0.0258536,0,0.0182049,0.0185915,0.0339453,0.0115351,0.0142208,0.0131354,0.00871546,0.0156353,0.0114562,0.0169236,0.00897947,0.0185472,0.00499146,0.00775953,0.005937,0.00916425,0.0607081,0.0146618,0.0131064,0.00666651,0.0188531,0.00990184,0.014682,0.0155086,0.00169365,0,0,0.0180464,0,0.0109413,0.0154591,0.0603955,0.0172621,0.0117042,0.0146319,0.00952022,0.0241315,0.00591505,0.0284327,0.0105988,0.00959223,0.00877288,0.0131943,0.00626349,0.00835862,0.0140952,0.0173265,0.00804814,0.00432446,0.00708457,0.00104286,0,0,0,0,0,0,0,0,0,0
105,0.00432247,0.00693465,0,0,0,0,0,0.050384,0.0184254,0.0178921,0.00817447,0,0,0.0259082,0,0.0183407,0.01859,0.0340934,0.0119338,0.0142233,0.0129538,0.00845533,0.0156641,0.0111958,0.0171816,0.0088381,0.0186518,0.00522942,0.00776484,0.00606553,0.00920756,0.0610625,0.0146606,0.0131742,0.00673361,0.0212843,0.00972255,0.0148979,0.0150212,0.00145518,0,0,0.0183604,0,0.0109702,0.0157747,0.0607218,0.0167898,0.0117032,0.0154476,0.00909569,0.0244141,0.0066041,0.0278763,0.0111515,0.0111682,0.010204,0.0153395,0.00734916,0.00901428,0.0164586,0.017339,0.00808529,0.00446141,0.00724619,0.00127278,0,0,0,0,0,0,0,0,0,0
106,0.00416491,0.00709579,0,0,0,0,0,0.0507395,0.0183097,0.0182635,0.00785066,0,0,0.02593,0,0.0184652,0.0185513,0.0342569,0.0123281,0.0142174,0.0126018,0.00823635,0.0156448,0.0106485,0.0173891,0.00865281,0.0187601,0.00541782,0.00766926,0.00594926,0.00922839,0.06138,0.0146679,0.0132114,0.00670931,0.0237856,0.00957611,0.0150389,0.0144434,0.00127535,0,0,0.0186843,0,0.0109475,0.0160658,0.0612011,0.0161987,0.0116247,0.0159888,0.00870259,0.0246631,0.00747242,0.0272859,0.0115152,0.0125819,0.0117231,0.0175681,0.00869344,0.00972789,0.0193324,0.0174108,0.00816468,0.00455878,0.00749471,0.00150546,0,0,0,0,0,0,0,0,0,0
107,0.00407114,0.00729261,0,0,0,0,0,0.0509791,0.0182409,0.0185537,0.00753332,0,0,0.0259871,0,0.0186058,0.0186571,0.0343992,0.0126793,0.0141859,0.0123096,0.00806355,0.0155265,0.0105844,0.0175616,0.00845627,0.0188152,0.00562893,0.00755341,0.00598954,0.0091787,0.0617587,0.0147545,0.0132526,0.00673005,0.0256596,0.00945947,0.0152879,0.0139185,0.00121707,0,0,0.0189854,0,0.0109538,0.0162794,0.0616999,0.0158333,0.0115703,0.0164903,0.0085251,0.0248918,0.00831172,0.026639,0.0119235,0.0138405,0.0131992,0.0197631,0.010147,0.0106055,0.0221618,0.0175827,0.00817339,0.00455041,0.00775095,0.00189144,0,0,0,0,0,0,0,0,0,0
108,0.00407946,0.00743099,0,0,0,0,0,0.0511168,0.01812,0.0187911,0.0072815,0,0,0.0258028,0,0.0187391,0.0184748,0.0345401,0.0129882,0.0141035,0.0120095,0.00791137,0.0153766,0.0106593,0.0177175,0.00831386,0.0188172,0.00583047,0.0075793,0.00611674,0.00909713,0.0622003,0.0146752,0.0133176,0.00668063,0.0264546,0.00935642,0.0159383,0.0134408,0.00124264,0,0,0.0192468,0,0.010974,0.016471,0.0621168,0.0159822,0.0115193,0.0168792,0.00850031,0.0250806,0.00899421,0.0260169,0.0122319,0.0147984,0.0145427,0.0215346,0.0116,0.0116286,0.0242658,0.0177407,0.00819945,0.00451632,0.00796391,0.00221566,0,0,0,0,0,0,0,0,0,0
109,0.00409051,0.00751877,0,0,0,0,0,0.0513058,0.0179219,0.0190159,0.00710326,0,0,0.0254454,0,0.0188573,0.0182694,0.0347249,0.0132406,0.014059,0.0117216,0.0077679,0.0151454,0.0108439,0.0178638,0.00817908,0.0187955,0.00600065,0.0076965,0.00628088,0.00899092,0.0627199,0.0144699,0.0133975,0.00658463,0.0259142,0.00923261,0.0165588,0.0129945,0.00130628,0,0,0.0193797,0,0.0110028,0.0165953,0.062414,0.0163799,0.0114805,0.0172994,0.00851845,0.0252057,0.00954959,0.0254534,0.012807,0.0153904,0.0156104,0.0229819,0.0128518,0.012586,0.0250656,0.0178137,0.00829508,0.00470887,0.00812524,0.00242938,0,0,0,0,0,0,0,0,0,0
110,0.00409561,0.00754179,0,0,0,0,0,0.0515845,0.0176324,0.0191849,0.00693899,0,0,0.0249474,0,0.0190309,0.0181765,0.0349053,0.0134502,0.0140944,0.0114009,0.00767268,0.0148629,0.0109254,0.0179854,0.00804503,0.0188102,0.00613686,0.00777692,0.0064432,0.00894627,0.0633143,0.0142501,0.0134422,0.00658129,0.0246183,0.00906785,0.0169353,0.0125983,0.0013502,0,0,0.0194268,0,0.0110302,0.0167037,0.0624636,0.0167947,0.0114676,0.0176918,0.00848914,0.0252365,0.00995668,0.0250319,0.0133766,0.0157076,0.0163061,0.0238703,0.0137131,0.0131344,0.0245877,0.0177944,0.0084508,0.00490571,0.00822082,0.0025306,0,0,0,0,0,0,0,0,0,0
111,0.00401788,0.00745507,0,0,0,0,0,0.0518592,0.017309,0.0191696,0.00679782,0,0,0.0243783,0,0.0191925,0.0181116,0.0350878,0.0135309,0.0141643,0.0110364,0.00767107,0.0145874,0.0109807,0.0181412,0.00791727,0.018728,0.00625221,0.00787997,0.00661046,0.00890673,0.0638868,0.0139542,0.0135156,0.00663309,0.0231522,0.00890984,0.0170304,0.0123405,0.00136572,0,0,0.0194249,0,0.0110424,0.0168036,0.0623083,0.0171256,0.0114365,0.0178018,0.00845675,0.0251033,0.0101595,0.0248391,0.0135508,0.0157089,0.0165486,0.0240777,0.0140734,0.0133386,0.0234107,0.017717,0.0085592,0.00507412,0.00819267,0.00250131,0,0,0,0,0,0,0,0,0,0
112,0.00375388,0.0073039,0,0,0,0,0,0.0519749,0.017017,0.0189848,0.0066655,0,0,0.0239128,0,0.0193335,0.0180275,0.0352225,0.0135014,0.0142227,0.0105697,0.00772612,0.0143232,0.0110731,0.0182397,0.00773854,0.0185145,0.00635421,0.00796928,0.00668903,0.00884581,0.0642762,0.0135678,0.0136197,0.00670875,0.0214861,0.00878206,0.0166925,0.0122283,0.00144563,0,0,0.0193838,0,0.0110357,0.0168628,0.0621249,0.0172086,0.0114222,0.0173736,0.00846956,0.0248884,0.00989772,0.024862,0.0129602,0.0152936,0.0163175,0.0240759,0.0138272,0.0130865,0.0220966,0.0175508,0.00857621,0.00527183,0.00808266,0.00242645,0,0,0,0,0,0,0,0,0,0
113,0.00348229,0.00708159,0,0,0,0,0,0.0520062,0.0168544,0.0187198,0.00666362,0,0,0.0236157,0,0.0194245,0.0179439,0.0353338,0.0134199,0.0143554,0.0100649,0.00781388,0.0140901,0.0112354,0.0182835,0.00746041,0.0182213,0.00646427,0.00801814,0.00676911,0.00875778,0.0647694,0.0131351,0.0137104,0.00680342,0.0196511,0.00875173,0.0159062,0.0122769,0.0014166,0,0,0.0192162,0,0.0109572,0.016796,0.0618359,0.0168245,0.0112381,0.01649,0.00848851,0.0245795,0.0098597,0.025265,0.0122625,0.014589,0.0157285,0.0234831,0.0131262,0.0125474,0.0207265,0.0171739,0.00858369,0.0054797,0.00786301,0.00234267,0,0,0,0,0,0,0,0,0,0
114,0.00333596,0.00683635,0,0,0,0,0,0.0520618,0.0168099,0.0184554,0.00676089,0,0,0.0234516,0,0.0194846,0.0178021,0.035406,0.0132791,0.0144572,0.00968735,0.00789253,0.0138896,0.0114984,0.018349,0.00719572,0.0179093,0.00659449,0.00818086,0.00688208,0.00864957,0.0654564,0.0127324,0.0137738,0.00685041,0.0180223,0.00880345,0.0149317,0.012477,0.00130982,0,0,0.0189469,0,0.0108207,0.0166313,0.0613952,0.0164921,0.0109269,0.0156411,0.00849688,0.0242325,0.00970931,0.0258595,0.0118912,0.013811,0.0147113,0.0222406,0.0120138,0.0116507,0.0198106,0.01678,0.0086046,0.00568697,0.00762447,0.00195916,0,0,0,0,0,0,0,0,0,0
115,0.00317089,0.00663413,0,0,0,0,0,0.0522799,0.0166997,0.0181421,0.0069101,0,0,0.0232787,0,0.0195693,0.0177649,0.0355621,0.0131111,0.0146198,0.00939602,0.00787043,0.013748,0.0117549,0.0183863,0.00693403,0.0175885,0.00678612,0.00839066,0.00702181,0.00856265,0.0662019,0.0122824,0.0138251,0.0069153,0.016494,0.00880549,0.0143686,0.0127814,0.00134715,0,0,0.0189464,0,0.0107353,0.0166422,0.0607468,0.0166964,0.010737,0.015126,0.00862346,0.0239203,0.00973683,0.026503,0.0111741,0.0130051,0.0136842,0.0209119,0.0107054,0.0107096,0.0189308,0.0166745,0.00865784,0.00583304,0.00747382,0.00180724,0,0,0,0,0,0,0,0,0,0
116,0.00288419,0.00655863,0,0,0,0,0,0.0525161,0.0164505,0.0176575,0.00709849,0,0,0.0231675,0,0.0197178,0.0177628,0.0358248,0.0128458,0.0149558,0.00910618,0.00771104,0.0136086,0.0119146,0.018415,0.00669704,0.0170713,0.00695716,0.00846789,0.00714718,0.00842824,0.0667919,0.0120564,0.0139224,0.00695626,0.0153645,0.00870866,0.0152899,0.0130874,0.00157466,0,0,0.0192758,0,0.0107354,0.0168991,0.0601242,0.0188992,0.0108506,0.0158142,0.00903617,0.0236525,0.00978651,0.0271661,0.0108174,0.012558,0.0135881,0.0203306,0.00960219,0.0103408,0.0186842,0.0166979,0.00872577,0.00599022,0.00749831,0.00158682,0,0,0,0,0,0,0,0,0,0
117,0.00251332,0.00632591,0,0,0,0,0,0.0525627,0.0160967,0.0169577,0.00725089,0,0,0.0232007,0,0.0199582,0.0177447,0.0362222,0.0123333,0.015426,0.00878242,0.00769019,0.0134802,0.0120021,0.0185477,0.00649579,0.0165063,0.00693567,0.00846161,0.00715994,0.00828234,0.0671147,0.0121685,0.0140833,0.00709202,0.0148708,0.00855258,0.0178497,0.0130155,0.00214029,0,0,0.019705,0,0.010791,0.0172995,0.0598154,0.0209895,0.0108789,0.0181984,0.00941206,0.0232208,0.00957145,0.0276648,0.0116994,0.0128919,0.0148469,0.0205915,0.00928057,0.0113022,0.0209589,0.0166469,0.00879029,0.00620329,0.0073228,0.00156672,0,0,0,0,0,0,0,0,0,0
118,0.00225286,0.00593276,0,0,0,0,0,0.0522062,0.0156719,0.0160739,0.00755734,0,0,0.0234904,0,0.0202535,0.0178587,0.036752,0.0116549,0.0159208,0.00869755,0.00792159,0.0134045,0.0120869,0.0189463,0.00638976,0.0159561,0.0067022,0.00845105,0.00712717,0.00819139,0.0670474,0.0125363,0.014254,0.00730021,0.0152232,0.00834393,0.0187454,0.0126192,0.00299392,0,0,0.0202875,0,0.0109101,0.0177887,0.0593903,0.0204958,0.0108896,0.0208577,0.00933206,0.022624,0.00890374,0.0280167,0.0130665,0.013882,0.0154976,0.0206444,0.00934555,0.0120677,0.0249259,0.0166373,0.00886604,0.00648346,0.00700466,0.00183584,0,0,0,0,0,0,0,0,0,0
119,0.00240526,0.00548763,0,0,0,0,0,0.0513333,0.0151527,0.0151864,0.00783093,0,0,0.023947,0,0.0205483,0.0181766,0.0372599,0.0110386,0.0163221,0.00874788,0.00819752,0.0133757,0.0120855,0.0194511,0.0063654,0.015444,0.00640171,0.00827974,0.00709571,0.00814909,0.0663186,0.0130357,0.0144243,0.00760985,0.0143718,0.00807901,0.0169809,0.0121175,0.00384886,0,0,0.0209106,0,0.0110431,0.0182423,0.0585945,0.0195121,0.0110879,0.0217253,0.00917663,0.0220694,0.00821068,0.0283505,0.013546,0.0147107,0.0144014,0.019955,0.00851928,0.0107162,0.0256052,0.0167881,0.00893073,0.00677781,0.00682822,0.00234849,0,0,0,0,0,0,0,0,0,0
120,0.00279028,0.00504347,0,0,0,0,0,0.0498685,0.0146367,0.0138813,0.0078848,0,0,0.0243972,0,0.0208099,0.0185399,0.0377364,0.0103384,0.016553,0.00888746,0.00842074,0.0132655,0.0119783,0.0198624,0.00643695,0.0148471,0.00602971,0.007889,0.00710305,0.00809782,0.0648161,0.0135956,0.0145285,0.00789172,0.0119537,0.00781814,0.0147826,0.0117264,0.0044817,0,0,0.0214363,0,0.0111437,0.0185721,0.0578083,0.0183609,0.011501,0.0207928,0.00896472,0.0216884,0.00818156,0.0293208,0.0131096,0.0148633,0.0125084,0.0182804,0.00723097,0.00890425,0.0235869,0.0169645,0.00897165,0.00697642,0.00681083,0.00283265,0,0,0,0,0,0,0,0,0,0
121,0.00310968,0.00454698,0,0,0,0,0,0.0475967,0.0142509,0.0124217,0.00778573,0,0,0.024665,0,0.0210523,0.018662,0.0380835,0.00962529,0.0165878,0.00910915,0.00870091,0.0131205,0.0118345,0.020176,0.00658659,0.0140539,0.00548111,0.00707721,0.00694658,0.00804879,0.062258,0.0139968,0.0146361,0.00815549,0.00960832,0.00763413,0.0132071,0.0115027,0.00488484,0,0,0.0217828,0,0.0112146,0.0187348,0.0574539,0.018456,0.0120133,0.0187738,0.00876941,0.0213654,0.00837209,0.0309814,0.0121285,0.0142026,0.0111711,0.0168037,0.00590608,0.00825856,0.0226137,0.0171134,0.00896324,0.00710631,0.00671854,0.00324543,0,0,0,0,0,0,0,0,0,0
122,0.00342097,0.00405011,0,0,0,0,0,0.0446934,0.0140002,0.0110237,0.00768589,0,0,0.0245552,0,0.0212143,0.0184786,0.0383238,0.00957549,0.0164642,0.0092074,0.00904331,0.0130117,0.0117604,0.0205315,0.00692064,0.0131125,0.0047837,0.00586125,0.0064869,0.00810113,0.0588689,0.0140384,0.0147333,0.00830311,0.00958073,0.0075509,0.01286,0.0115266,0.00505519,0,0,0.0218445,0,0.0112403,0.0187375,0.0573102,0.0194979,0.0124113,0.017527,0.00859145,0.0210144,0.00898635,0.0329127,0.0105967,0.0131523,0.0107487,0.0153728,0.00477354,0.00870776,0.0240307,0.0172738,0.00887196,0.00712342,0.0063573,0.00346786,0,0,0,0,0,0,0,0,0,0
123,0.00370035,0.00364269,0,0,0,0,0,0.0414027,0.0137895,0.0102679,0.00770036,0,0,0.0241019,0,0.0213935,0.0180155,0.0385073,0.0108691,0.0162762,0.00982358,0.00937773,0.0129486,0.0117989,0.0209556,0.00749842,0.0121405,0.00416648,0.00453753,0.00605714,0.00823174,0.0551817,0.013596,0.0147695,0.00837864,0.0117377,0.00753582,0.0131327,0.0116547,0.00511745,0,0,0.0217352,0,0.0112643,0.0186954,0.0570306,0.0206884,0.0125358,0.0179251,0.00841342,0.0206572,0.00993746,0.0344558,0.00942387,0.0125516,0.0108408,0.0139837,0.00368737,0.00938018,0.0257847,0.0173724,0.00877534,0.00707709,0.00573267,0.00349299,0,0,0,0,0,0,0,0,0,0
124,0.00400403,0.00345637,0,0,0,0,0,0.0378533,0.0136244,0.0108078,0.00782055,0,0,0.0233879,0,0.0216008,0.0174659,0.0387837,0.0134085,0.0161523,0.0106712,0.00968868,0.0128189,0.0120656,0.021499,0.00827865,0.011151,0.00382311,0.00353219,0.00584928,0.00830447,0.0516576,0.0128074,0.0148391,0.00840429,0.0133092,0.00757061,0.0133012,0.0116795,0.00524045,0,0,0.021556,0,0.0112929,0.0185893,0.0564505,0.0207615,0.0123717,0.0193832,0.00819384,0.0203268,0.0104573,0.0349359,0.00923956,0.0128945,0.0109636,0.013198,0.00284278,0.00967815,0.0260185,0.0174416,0.00867292,0.00698271,0.00508571,0.00356293,0,0,0,0,0,0,0,0,0,0
125,0.00440292,0.00347982,0,0,0,0,0,0.0338582,0.0135464,0.0122989,0.00789167,0,0,0.0223595,0,0.021815,0.0166958,0.0391969,0.0160634,0.0161458,0.0114778,0.0100049,0.0126134,0.0123828,0.0216926,0.00899711,0.0102066,0.0035839,0.00265326,0.00589193,0.00846165,0.0479678,0.0117027,0.0149935,0.00826021,0.0129866,0.00763399,0.0126548,0.0115027,0.00548855,0,0,0.0214229,0,0.011321,0.0185174,0.0557395,0.0188603,0.0120476,0.0207773,0.00786369,0.020102,0.0105727,0.0343142,0.00973146,0.0137535,0.0103965,0.012928,0.00208832,0.00894151,0.024082,0.0174905,0.00851868,0.00689208,0.00463203,0.00375027,0,0,0,0,0,0,0,0,0,0
